[['2, k, 0', [-0.0272921, -0.472846, 1.0]], ['2, k, 1', [-0.0282476, -0.152875, 1.0]], ['2, k, 2', [-0.0290315, 0.160329, 1.0]], ['2, k, 3', [-0.0150419, 0.31775, 1.0]], ['2, k, 4', [-0.137847, 0.0407558, 1.0]], ['2, k, 5', [-0.182778, 0.104771, 1.0]], ['2, k, 6', [-0.116664, 0.121159, 1.0]], ['2, k, 7', [-0.0885051, 0.16499, 1.0]], ['2, k, 8', [0.12819, 0.0962979, 1.0]], ['2, k, 9', [0.145583, -0.181171, 1.0]], ['2, k, 10', [0.295346, -0.0147742, 1.0]], ['2, k, 11', [0.360599, -0.0186057, 1.0]], ['2, k, 12', [-0.0875485, -0.479218, 1.0]], ['2, k, 13', [-0.263807, -0.664156, 1.0]], ['2, k, 14', [-0.290969, -0.913586, 1.0]], ['2, k, 15', [-0.250912, -1.00522, 1.0]], ['2, k, 16', [0.033688, -0.453857, 1.0]], ['2, k, 17', [0.188253, -0.743651, 1.0]], ['2, k, 18', [0.197703, -1.05285, 1.0]], ['2, k, 19', [0.221005, -1.10193, 1.0]], ['2, k, 20', [-0.0288651, 0.0829595, 1.0]], ['2, k, 21', [-0.106401, 0.165301, 1.0]], ['2, k, 22', [-0.13708, 0.170623, 1.0]], ['2, k, 23', [0.35911, -0.0185288, 1.0]], ['2, k, 24', [0.357167, -0.0184286, 1.0]]]
[['2, k, 0', [-0.0213231, -0.473398, 1.0]], ['2, k, 1', [-0.0011614, -0.143488, 1.0]], ['2, k, 2', [0.0221714, 0.176209, 1.0]], ['2, k, 3', [-0.00821843, 0.292907, 1.0]], ['2, k, 4', [-0.145681, 0.0411758, 1.0]], ['2, k, 5', [-0.343431, 0.0457328, 1.0]], ['2, k, 6', [-0.528027, 0.0855519, 1.0]], ['2, k, 7', [-0.573102, 0.0878454, 1.0]], ['2, k, 8', [0.0945817, -0.0028951, 1.0]], ['2, k, 9', [0.117087, 0.0383789, 1.0]], ['2, k, 10', [0.0239082, 0.0782201, 1.0]], ['2, k, 11', [-0.0156632, 0.0930056, 1.0]], ['2, k, 12', [-0.085955, -0.466841, 1.0]], ['2, k, 13', [-0.165724, -0.776238, 1.0]], ['2, k, 14', [-0.075248, -1.01283, 1.0]], ['2, k, 15', [-0.127807, -1.11315, 1.0]], ['2, k, 16', [0.0438558, -0.468294, 1.0]], ['2, k, 17', [0.118576, -0.782709, 1.0]], ['2, k, 18', [0.15627, -1.11287, 1.0]], ['2, k, 19', [0.114274, -1.15518, 1.0]], ['2, k, 20', [0.0157781, 0.0964091, 1.0]], ['2, k, 21', [-0.632725, 0.085027, 1.0]], ['2, k, 22', [-0.591054, 0.0739519, 1.0]], ['2, k, 23', [0.0120195, 0.0833378, 1.0]], ['2, k, 24', [-0.0500934, 0.0946622, 1.0]]]
[['2, k, 0', [-0.0219067, -0.475515, 1.0]], ['2, k, 1', [-0.00091439, -0.145548, 1.0]], ['2, k, 2', [0.0223355, 0.175377, 1.0]], ['2, k, 3', [-0.00871087, 0.292533, 1.0]], ['2, k, 4', [-0.149438, 0.0359755, 1.0]], ['2, k, 5', [-0.337138, 0.045134, 1.0]], ['2, k, 6', [-0.533724, 0.0672755, 1.0]], ['2, k, 7', [-0.590179, 0.0871767, 1.0]], ['2, k, 8', [0.0937344, -0.00503374, 1.0]], ['2, k, 9', [0.0868172, 0.046225, 1.0]], ['2, k, 10', [-0.00614685, 0.0999196, 1.0]], ['2, k, 11', [-0.0768043, 0.0976073, 1.0]], ['2, k, 12', [-0.0858016, -0.469454, 1.0]], ['2, k, 13', [-0.167043, -0.778123, 1.0]], ['2, k, 14', [-0.0384619, -1.00666, 1.0]], ['2, k, 15', [-0.104188, -1.10071, 1.0]], ['2, k, 16', [0.0421355, -0.470168, 1.0]], ['2, k, 17', [0.117204, -0.784746, 1.0]], ['2, k, 18', [0.156296, -1.11289, 1.0]], ['2, k, 19', [0.110076, -1.1549, 1.0]], ['2, k, 20', [0.0160581, 0.0955011, 1.0]], ['2, k, 21', [-0.648519, 0.0824863, 1.0]], ['2, k, 22', [-0.529773, 0.0888631, 1.0]], ['2, k, 23', [-0.073624, 0.0866873, 1.0]], ['2, k, 24', [-0.124884, 0.0907866, 1.0]]]
[['2, k, 0', [-0.0251583, -0.474474, 1.0]], ['2, k, 1', [-0.00216306, -0.14481, 1.0]], ['2, k, 2', [0.0214643, 0.17651, 1.0]], ['2, k, 3', [-0.010053, 0.294102, 1.0]], ['2, k, 4', [-0.149447, 0.0398837, 1.0]], ['2, k, 5', [-0.337669, 0.0476182, 1.0]], ['2, k, 6', [-0.528974, 0.0757911, 1.0]], ['2, k, 7', [-0.595409, 0.0873809, 1.0]], ['2, k, 8', [0.093069, -0.00484848, 1.0]], ['2, k, 9', [0.0563683, 0.072722, 1.0]], ['2, k, 10', [-0.0608048, 0.108708, 1.0]], ['2, k, 11', [-0.126087, 0.103713, 1.0]], ['2, k, 12', [-0.0869752, -0.467712, 1.0]], ['2, k, 13', [-0.167025, -0.778937, 1.0]], ['2, k, 14', [-0.033382, -1.00536, 1.0]], ['2, k, 15', [-0.100285, -1.09805, 1.0]], ['2, k, 16', [0.0305656, -0.467142, 1.0]], ['2, k, 17', [0.117998, -0.778548, 1.0]], ['2, k, 18', [0.158168, -1.10513, 1.0]], ['2, k, 19', [0.0975191, -1.14617, 1.0]], ['2, k, 20', [0.0151722, 0.0966659, 1.0]], ['2, k, 21', [-0.656182, 0.0842346, 1.0]], ['2, k, 22', [-0.621631, 0.0668018, 1.0]], ['2, k, 23', [-0.130839, 0.0899347, 1.0]], ['2, k, 24', [-0.168325, 0.105035, 1.0]]]
[['2, k, 0', [-0.0287299, -0.46946, 1.0]], ['2, k, 1', [-0.00530224, -0.140067, 1.0]], ['2, k, 2', [0.0173765, 0.182849, 1.0]], ['2, k, 3', [-0.0129582, 0.297636, 1.0]], ['2, k, 4', [-0.166177, 0.0514453, 1.0]], ['2, k, 5', [-0.352926, 0.0462396, 1.0]], ['2, k, 6', [-0.535103, 0.0711698, 1.0]], ['2, k, 7', [-0.603099, 0.0874059, 1.0]], ['2, k, 8', [0.0822309, 0.0194513, 1.0]], ['2, k, 9', [0.0166564, 0.0685517, 1.0]], ['2, k, 10', [-0.098831, 0.110613, 1.0]], ['2, k, 11', [-0.189822, 0.106697, 1.0]], ['2, k, 12', [-0.0853885, -0.462963, 1.0]], ['2, k, 13', [-0.165886, -0.775597, 1.0]], ['2, k, 14', [-0.0200051, -0.993819, 1.0]], ['2, k, 15', [-0.0877459, -1.0836, 1.0]], ['2, k, 16', [0.0224241, -0.460226, 1.0]], ['2, k, 17', [0.116094, -0.77059, 1.0]], ['2, k, 18', [0.157591, -1.09679, 1.0]], ['2, k, 19', [0.0846032, -1.13682, 1.0]], ['2, k, 20', [0.0115008, 0.102857, 1.0]], ['2, k, 21', [-0.651406, 0.0864357, 1.0]], ['2, k, 22', [-0.526172, 0.0912126, 1.0]], ['2, k, 23', [-0.200128, 0.0977166, 1.0]], ['2, k, 24', [-0.229259, 0.112027, 1.0]]]
[['2, k, 0', [-0.0308829, -0.466419, 1.0]], ['2, k, 1', [-0.00917345, -0.136194, 1.0]], ['2, k, 2', [0.0114415, 0.187233, 1.0]], ['2, k, 3', [-0.0143606, 0.298533, 1.0]], ['2, k, 4', [-0.1681, 0.0500374, 1.0]], ['2, k, 5', [-0.354253, 0.0421621, 1.0]], ['2, k, 6', [-0.526951, 0.0737852, 1.0]], ['2, k, 7', [-0.59815, 0.0849943, 1.0]], ['2, k, 8', [0.0835027, 0.0254576, 1.0]], ['2, k, 9', [-0.040927, 0.075467, 1.0]], ['2, k, 10', [-0.210531, 0.0985296, 1.0]], ['2, k, 11', [-0.253268, 0.10791, 1.0]], ['2, k, 12', [-0.084267, -0.459912, 1.0]], ['2, k, 13', [-0.163639, -0.77361, 1.0]], ['2, k, 14', [-0.0205521, -0.992781, 1.0]], ['2, k, 15', [-0.0875138, -1.08263, 1.0]], ['2, k, 16', [0.0175639, -0.456293, 1.0]], ['2, k, 17', [0.114065, -0.766174, 1.0]], ['2, k, 18', [0.156592, -1.08924, 1.0]], ['2, k, 19', [0.0826686, -1.12938, 1.0]], ['2, k, 20', [0.00621299, 0.107237, 1.0]], ['2, k, 21', [-0.645754, 0.0847902, 1.0]], ['2, k, 22', [-0.559522, 0.0967537, 1.0]], ['2, k, 23', [-0.27273, 0.105191, 1.0]], ['2, k, 24', [-0.297719, 0.0883879, 1.0]]]
[['2, k, 0', [-0.0318303, -0.462625, 1.0]], ['2, k, 1', [-0.0120905, -0.132466, 1.0]], ['2, k, 2', [0.00650174, 0.190568, 1.0]], ['2, k, 3', [-0.016294, 0.29928, 1.0]], ['2, k, 4', [-0.170891, 0.0262155, 1.0]], ['2, k, 5', [-0.356228, 0.0507625, 1.0]], ['2, k, 6', [-0.528258, 0.0893601, 1.0]], ['2, k, 7', [-0.59663, 0.0840148, 1.0]], ['2, k, 8', [0.0746878, 0.0424597, 1.0]], ['2, k, 9', [-0.0615718, 0.0742237, 1.0]], ['2, k, 10', [-0.228901, 0.112735, 1.0]], ['2, k, 11', [-0.302174, 0.113817, 1.0]], ['2, k, 12', [-0.0800809, -0.45641, 1.0]], ['2, k, 13', [-0.163277, -0.769611, 1.0]], ['2, k, 14', [-0.0136188, -0.981685, 1.0]], ['2, k, 15', [-0.0797892, -1.0705, 1.0]], ['2, k, 16', [0.0107156, -0.449656, 1.0]], ['2, k, 17', [0.111533, -0.757115, 1.0]], ['2, k, 18', [0.154663, -1.0805, 1.0]], ['2, k, 19', [0.0726452, -1.11971, 1.0]], ['2, k, 20', [0.00187103, 0.110716, 1.0]], ['2, k, 21', [-0.635752, 0.0871219, 1.0]], ['2, k, 22', [-0.562445, 0.0933158, 1.0]], ['2, k, 23', [-0.342342, 0.108241, 1.0]], ['2, k, 24', [-0.34004, 0.0812831, 1.0]]]
[['2, k, 0', [-0.0325028, -0.461064, 1.0]], ['2, k, 1', [-0.0148692, -0.129818, 1.0]], ['2, k, 2', [0.00101895, 0.194197, 1.0]], ['2, k, 3', [-0.0191421, 0.30023, 1.0]], ['2, k, 4', [-0.171742, 0.0267549, 1.0]], ['2, k, 5', [-0.350934, 0.052118, 1.0]], ['2, k, 6', [-0.523639, 0.0855728, 1.0]], ['2, k, 7', [-0.59482, 0.0767748, 1.0]], ['2, k, 8', [0.0656146, 0.0547894, 1.0]], ['2, k, 9', [-0.122411, 0.0647006, 1.0]], ['2, k, 10', [-0.306063, 0.114033, 1.0]], ['2, k, 11', [-0.372782, 0.113549, 1.0]], ['2, k, 12', [-0.0787993, -0.455799, 1.0]], ['2, k, 13', [-0.161652, -0.769151, 1.0]], ['2, k, 14', [0.00138218, -0.966757, 1.0]], ['2, k, 15', [-0.065711, -1.05384, 1.0]], ['2, k, 16', [0.00876574, -0.447879, 1.0]], ['2, k, 17', [0.109822, -0.755194, 1.0]], ['2, k, 18', [0.153727, -1.07767, 1.0]], ['2, k, 19', [0.0701851, -1.11681, 1.0]], ['2, k, 20', [-0.00286886, 0.114147, 1.0]], ['2, k, 21', [-0.624954, 0.0834568, 1.0]], ['2, k, 22', [-0.60682, 0.0653069, 1.0]], ['2, k, 23', [-0.408973, 0.109755, 1.0]], ['2, k, 24', [-0.408349, 0.0817044, 1.0]]]
[['2, k, 0', [-0.0334247, -0.459771, 1.0]], ['2, k, 1', [-0.0178431, -0.127263, 1.0]], ['2, k, 2', [-0.00407202, 0.198076, 1.0]], ['2, k, 3', [-0.02155, 0.300792, 1.0]], ['2, k, 4', [-0.174188, 0.0287064, 1.0]], ['2, k, 5', [-0.348156, 0.0484267, 1.0]], ['2, k, 6', [-0.529643, 0.0819687, 1.0]], ['2, k, 7', [-0.556034, 0.0782552, 1.0]], ['2, k, 8', [0.0585516, 0.0661271, 1.0]], ['2, k, 9', [-0.14678, 0.0790385, 1.0]], ['2, k, 10', [-0.334851, 0.118135, 1.0]], ['2, k, 11', [-0.395519, 0.118402, 1.0]], ['2, k, 12', [-0.0782559, -0.455606, 1.0]], ['2, k, 13', [-0.161816, -0.768216, 1.0]], ['2, k, 14', [-0.0127283, -0.978817, 1.0]], ['2, k, 15', [-0.081083, -1.06091, 1.0]], ['2, k, 16', [0.00765857, -0.447029, 1.0]], ['2, k, 17', [0.105079, -0.756183, 1.0]], ['2, k, 18', [0.15216, -1.07608, 1.0]], ['2, k, 19', [0.0679691, -1.11518, 1.0]], ['2, k, 20', [-0.00742001, 0.117714, 1.0]], ['2, k, 21', [-0.606117, 0.0679733, 1.0]], ['2, k, 22', [-0.600251, 0.0622892, 1.0]], ['2, k, 23', [-0.449031, 0.114962, 1.0]], ['2, k, 24', [-0.435692, 0.0905404, 1.0]]]
[['2, k, 0', [-0.0341894, -0.459499, 1.0]], ['2, k, 1', [-0.0220857, -0.125124, 1.0]], ['2, k, 2', [-0.0133218, 0.203254, 1.0]], ['2, k, 3', [-0.0240906, 0.301317, 1.0]], ['2, k, 4', [-0.181814, 0.0329092, 1.0]], ['2, k, 5', [-0.318871, 0.0377577, 1.0]], ['2, k, 6', [-0.523792, 0.0777196, 1.0]], ['2, k, 7', [-0.541854, 0.0818736, 1.0]], ['2, k, 8', [0.0336102, 0.0708212, 1.0]], ['2, k, 9', [-0.192147, 0.0849373, 1.0]], ['2, k, 10', [-0.403845, 0.115455, 1.0]], ['2, k, 11', [-0.486482, 0.115353, 1.0]], ['2, k, 12', [-0.0778345, -0.455846, 1.0]], ['2, k, 13', [-0.175701, -0.760997, 1.0]], ['2, k, 14', [-0.0598871, -0.988949, 1.0]], ['2, k, 15', [-0.113586, -1.08296, 1.0]], ['2, k, 16', [0.00575228, -0.446709, 1.0]], ['2, k, 17', [0.10409, -0.755944, 1.0]], ['2, k, 18', [0.152095, -1.07497, 1.0]], ['2, k, 19', [0.0660599, -1.11409, 1.0]], ['2, k, 20', [-0.0153018, 0.12206, 1.0]], ['2, k, 21', [-0.573508, 0.0626934, 1.0]], ['2, k, 22', [-0.565135, 0.05814, 1.0]], ['2, k, 23', [-0.539284, 0.112182, 1.0]], ['2, k, 24', [-0.554686, 0.120885, 1.0]]]
[['2, k, 0', [-0.0348263, -0.459102, 1.0]], ['2, k, 1', [-0.0262129, -0.123448, 1.0]], ['2, k, 2', [-0.0216456, 0.206215, 1.0]], ['2, k, 3', [-0.026046, 0.301972, 1.0]], ['2, k, 4', [-0.189877, 0.0357143, 1.0]], ['2, k, 5', [-0.320613, 0.0379881, 1.0]], ['2, k, 6', [-0.563094, 0.0807848, 1.0]], ['2, k, 7', [-0.625561, 0.0718378, 1.0]], ['2, k, 8', [0.0226392, 0.0719153, 1.0]], ['2, k, 9', [-0.217824, 0.0880835, 1.0]], ['2, k, 10', [-0.431997, 0.116077, 1.0]], ['2, k, 11', [-0.522538, 0.115147, 1.0]], ['2, k, 12', [-0.0770224, -0.456173, 1.0]], ['2, k, 13', [-0.176947, -0.759938, 1.0]], ['2, k, 14', [-0.0732905, -0.999359, 1.0]], ['2, k, 15', [-0.125497, -1.09808, 1.0]], ['2, k, 16', [0.00468907, -0.446367, 1.0]], ['2, k, 17', [0.0942461, -0.758742, 1.0]], ['2, k, 18', [0.147469, -1.07555, 1.0]], ['2, k, 19', [0.0612771, -1.11489, 1.0]], ['2, k, 20', [-0.0225767, 0.124745, 1.0]], ['2, k, 21', [-0.656964, 0.0527019, 1.0]], ['2, k, 22', [-0.648282, 0.0481996, 1.0]], ['2, k, 23', [-0.571073, 0.106359, 1.0]], ['2, k, 24', [-0.554226, 0.0814274, 1.0]]]
[['2, k, 0', [-0.0360905, -0.459102, 1.0]], ['2, k, 1', [-0.0306441, -0.122257, 1.0]], ['2, k, 2', [-0.0285488, 0.208381, 1.0]], ['2, k, 3', [-0.0287738, 0.302975, 1.0]], ['2, k, 4', [-0.196726, 0.0378236, 1.0]], ['2, k, 5', [-0.324631, 0.0387084, 1.0]], ['2, k, 6', [-0.408143, 0.0720496, 1.0]], ['2, k, 7', [-0.470845, 0.0577014, 1.0]], ['2, k, 8', [0.00992413, 0.0807177, 1.0]], ['2, k, 9', [-0.238171, 0.0851506, 1.0]], ['2, k, 10', [-0.455447, 0.12015, 1.0]], ['2, k, 11', [-0.527411, 0.117612, 1.0]], ['2, k, 12', [-0.0771457, -0.457751, 1.0]], ['2, k, 13', [-0.177915, -0.758011, 1.0]], ['2, k, 14', [-0.0855054, -1.00283, 1.0]], ['2, k, 15', [-0.133179, -1.10632, 1.0]], ['2, k, 16', [0.00385013, -0.446241, 1.0]], ['2, k, 17', [0.0896996, -0.76077, 1.0]], ['2, k, 18', [0.145646, -1.07501, 1.0]], ['2, k, 19', [0.0590335, -1.11445, 1.0]], ['2, k, 20', [-0.0289458, 0.126704, 1.0]], ['2, k, 21', [-0.502617, 0.0385821, 1.0]], ['2, k, 22', [-0.49437, 0.0341234, 1.0]], ['2, k, 23', [-0.584649, 0.104715, 1.0]], ['2, k, 24', [-0.582227, 0.0799935, 1.0]]]
[['2, k, 0', [-0.0374879, -0.459193, 1.0]], ['2, k, 1', [-0.0352334, -0.121373, 1.0]], ['2, k, 2', [-0.0359581, 0.210156, 1.0]], ['2, k, 3', [-0.0317903, 0.304524, 1.0]], ['2, k, 4', [-0.204082, 0.0395588, 1.0]], ['2, k, 5', [-0.331097, 0.0397512, 1.0]], ['2, k, 6', [-0.433739, 0.0759276, 1.0]], ['2, k, 7', [-0.493382, 0.0547901, 1.0]], ['2, k, 8', [0.00170302, 0.0787223, 1.0]], ['2, k, 9', [-0.252704, 0.0838477, 1.0]], ['2, k, 10', [-0.477164, 0.108968, 1.0]], ['2, k, 11', [-0.543638, 0.117625, 1.0]], ['2, k, 12', [-0.077907, -0.4583, 1.0]], ['2, k, 13', [-0.178887, -0.756007, 1.0]], ['2, k, 14', [-0.0885741, -1.00174, 1.0]], ['2, k, 15', [-0.134816, -1.10583, 1.0]], ['2, k, 16', [0.00255452, -0.446244, 1.0]], ['2, k, 17', [0.0870459, -0.762008, 1.0]], ['2, k, 18', [0.144247, -1.07307, 1.0]], ['2, k, 19', [0.0578146, -1.11275, 1.0]], ['2, k, 20', [-0.035687, 0.128272, 1.0]], ['2, k, 21', [-0.525065, 0.0356819, 1.0]], ['2, k, 22', [-0.516703, 0.0312372, 1.0]], ['2, k, 23', [-0.603024, 0.106104, 1.0]], ['2, k, 24', [-0.574136, 0.117521, 1.0]]]
[['2, k, 0', [-0.0390889, -0.459121, 1.0]], ['2, k, 1', [-0.039074, -0.121037, 1.0]], ['2, k, 2', [-0.0414713, 0.210334, 1.0]], ['2, k, 3', [-0.0355974, 0.304533, 1.0]], ['2, k, 4', [-0.209573, 0.0397192, 1.0]], ['2, k, 5', [-0.336459, 0.0396243, 1.0]], ['2, k, 6', [-0.447963, 0.0777335, 1.0]], ['2, k, 7', [-0.62155, 0.107058, 1.0]], ['2, k, 8', [-0.00732351, 0.076463, 1.0]], ['2, k, 9', [-0.263814, 0.0827834, 1.0]], ['2, k, 10', [-0.515181, 0.108204, 1.0]], ['2, k, 11', [-0.618164, 0.108999, 1.0]], ['2, k, 12', [-0.0790749, -0.459752, 1.0]], ['2, k, 13', [-0.174722, -0.753018, 1.0]], ['2, k, 14', [-0.0998047, -0.989547, 1.0]], ['2, k, 15', [-0.136405, -1.09023, 1.0]], ['2, k, 16', [0.000525428, -0.445659, 1.0]], ['2, k, 17', [0.0871226, -0.761717, 1.0]], ['2, k, 18', [0.144054, -1.07212, 1.0]], ['2, k, 19', [0.0573582, -1.11187, 1.0]], ['2, k, 20', [-0.0408077, 0.128518, 1.0]], ['2, k, 21', [-0.669997, 0.110813, 1.0]], ['2, k, 22', [-0.649147, 0.0766037, 1.0]], ['2, k, 23', [-0.672749, 0.108557, 1.0]], ['2, k, 24', [-0.644408, 0.108526, 1.0]]]
[['2, k, 0', [-0.0406326, -0.459202, 1.0]], ['2, k, 1', [-0.0437688, -0.120951, 1.0]], ['2, k, 2', [-0.0494624, 0.210278, 1.0]], ['2, k, 3', [-0.0414824, 0.304192, 1.0]], ['2, k, 4', [-0.217531, 0.0396477, 1.0]], ['2, k, 5', [-0.404784, 0.0657451, 1.0]], ['2, k, 6', [-0.577718, 0.104133, 1.0]], ['2, k, 7', [-0.631534, 0.10728, 1.0]], ['2, k, 8', [-0.0140989, 0.0738658, 1.0]], ['2, k, 9', [-0.268986, 0.0792703, 1.0]], ['2, k, 10', [-0.519034, 0.109724, 1.0]], ['2, k, 11', [-0.628517, 0.109071, 1.0]], ['2, k, 12', [-0.080943, -0.460836, 1.0]], ['2, k, 13', [-0.172282, -0.749819, 1.0]], ['2, k, 14', [-0.101685, -0.988355, 1.0]], ['2, k, 15', [-0.136703, -1.08852, 1.0]], ['2, k, 16', [-0.00149553, -0.445125, 1.0]], ['2, k, 17', [0.0860745, -0.761206, 1.0]], ['2, k, 18', [0.143799, -1.0711, 1.0]], ['2, k, 19', [0.0575169, -1.11112, 1.0]], ['2, k, 20', [-0.047963, 0.128522, 1.0]], ['2, k, 21', [-0.68339, 0.10591, 1.0]], ['2, k, 22', [-0.637356, 0.0786292, 1.0]], ['2, k, 23', [-0.686553, 0.11467, 1.0]], ['2, k, 24', [-0.582387, 0.126818, 1.0]]]
[['2, k, 0', [-0.0427578, -0.458945, 1.0]], ['2, k, 1', [-0.0500697, -0.120969, 1.0]], ['2, k, 2', [-0.0607736, 0.209413, 1.0]], ['2, k, 3', [-0.047797, 0.30289, 1.0]], ['2, k, 4', [-0.228792, 0.0387767, 1.0]], ['2, k, 5', [-0.323107, 0.0910357, 1.0]], ['2, k, 6', [-0.574734, 0.117697, 1.0]], ['2, k, 7', [-0.627196, 0.107139, 1.0]], ['2, k, 8', [-0.01848, 0.0696666, 1.0]], ['2, k, 9', [-0.271484, 0.0796572, 1.0]], ['2, k, 10', [-0.516167, 0.109401, 1.0]], ['2, k, 11', [-0.612488, 0.113876, 1.0]], ['2, k, 12', [-0.083374, -0.460642, 1.0]], ['2, k, 13', [-0.223926, -0.685937, 1.0]], ['2, k, 14', [-0.0914113, -0.911994, 1.0]], ['2, k, 15', [-0.12439, -1.02088, 1.0]], ['2, k, 16', [-0.00289472, -0.444781, 1.0]], ['2, k, 17', [0.0860611, -0.760528, 1.0]], ['2, k, 18', [0.143759, -1.0697, 1.0]], ['2, k, 19', [0.0584574, -1.11013, 1.0]], ['2, k, 20', [-0.0579669, 0.127914, 1.0]], ['2, k, 21', [-0.686947, 0.09822, 1.0]], ['2, k, 22', [-0.625204, 0.0827544, 1.0]], ['2, k, 23', [-0.666899, 0.106939, 1.0]], ['2, k, 24', [-0.665208, 0.107826, 1.0]]]
[['2, k, 0', [-0.0431291, -0.458083, 1.0]], ['2, k, 1', [-0.0537265, -0.120796, 1.0]], ['2, k, 2', [-0.0676911, 0.208868, 1.0]], ['2, k, 3', [-0.0534139, 0.302133, 1.0]], ['2, k, 4', [-0.235686, 0.0382255, 1.0]], ['2, k, 5', [-0.362666, 0.0888832, 1.0]], ['2, k, 6', [-0.597169, 0.106118, 1.0]], ['2, k, 7', [-0.638283, 0.100862, 1.0]], ['2, k, 8', [-0.0203864, 0.068281, 1.0]], ['2, k, 9', [-0.267578, 0.0851166, 1.0]], ['2, k, 10', [-0.511003, 0.111308, 1.0]], ['2, k, 11', [-0.576764, 0.115769, 1.0]], ['2, k, 12', [-0.0831312, -0.460895, 1.0]], ['2, k, 13', [-0.221012, -0.682344, 1.0]], ['2, k, 14', [-0.0885398, -0.90848, 1.0]], ['2, k, 15', [-0.121504, -1.01735, 1.0]], ['2, k, 16', [-0.00299791, -0.443883, 1.0]], ['2, k, 17', [0.0860472, -0.760144, 1.0]], ['2, k, 18', [0.144094, -1.06874, 1.0]], ['2, k, 19', [0.0595362, -1.10939, 1.0]], ['2, k, 20', [-0.0639996, 0.127568, 1.0]], ['2, k, 21', [-0.693993, 0.102017, 1.0]], ['2, k, 22', [-0.634316, 0.075129, 1.0]], ['2, k, 23', [-0.64038, 0.104268, 1.0]], ['2, k, 24', [-0.640993, 0.0880648, 1.0]]]
[['2, k, 0', [-0.0454681, -0.457645, 1.0]], ['2, k, 1', [-0.0580342, -0.120523, 1.0]], ['2, k, 2', [-0.072009, 0.208784, 1.0]], ['2, k, 3', [-0.0589778, 0.302344, 1.0]], ['2, k, 4', [-0.23999, 0.0381357, 1.0]], ['2, k, 5', [-0.382095, 0.0951783, 1.0]], ['2, k, 6', [-0.590223, 0.11048, 1.0]], ['2, k, 7', [-0.630347, 0.0998568, 1.0]], ['2, k, 8', [-0.022872, 0.0663285, 1.0]], ['2, k, 9', [-0.267157, 0.0832055, 1.0]], ['2, k, 10', [-0.50391, 0.109786, 1.0]], ['2, k, 11', [-0.623139, 0.099536, 1.0]], ['2, k, 12', [-0.0852983, -0.460475, 1.0]], ['2, k, 13', [-0.140088, -0.756146, 1.0]], ['2, k, 14', [-0.0996028, -0.987842, 1.0]], ['2, k, 15', [-0.134816, -1.08236, 1.0]], ['2, k, 16', [-0.00537733, -0.443078, 1.0]], ['2, k, 17', [0.0865087, -0.758974, 1.0]], ['2, k, 18', [0.146123, -1.06646, 1.0]], ['2, k, 19', [0.061865, -1.10726, 1.0]], ['2, k, 20', [-0.0684775, 0.127559, 1.0]], ['2, k, 21', [-0.6921, 0.103546, 1.0]], ['2, k, 22', [-0.626214, 0.0706244, 1.0]], ['2, k, 23', [-0.6628, 0.0714667, 1.0]], ['2, k, 24', [-0.625324, 0.0693172, 1.0]]]
[['2, k, 0', [-0.0474919, -0.457323, 1.0]], ['2, k, 1', [-0.060509, -0.120427, 1.0]], ['2, k, 2', [-0.0742677, 0.20861, 1.0]], ['2, k, 3', [-0.0625329, 0.302327, 1.0]], ['2, k, 4', [-0.242243, 0.0379566, 1.0]], ['2, k, 5', [-0.402987, 0.089199, 1.0]], ['2, k, 6', [-0.591619, 0.0936566, 1.0]], ['2, k, 7', [-0.628682, 0.0947322, 1.0]], ['2, k, 8', [-0.0262228, 0.0646141, 1.0]], ['2, k, 9', [-0.264786, 0.0747901, 1.0]], ['2, k, 10', [-0.499988, 0.106752, 1.0]], ['2, k, 11', [-0.624259, 0.0965759, 1.0]], ['2, k, 12', [-0.0870886, -0.460164, 1.0]], ['2, k, 13', [-0.211247, -0.68547, 1.0]], ['2, k, 14', [-0.0734272, -0.905093, 1.0]], ['2, k, 15', [-0.112448, -1.01287, 1.0]], ['2, k, 16', [-0.00754785, -0.442494, 1.0]], ['2, k, 17', [0.087019, -0.758157, 1.0]], ['2, k, 18', [0.145142, -1.06461, 1.0]], ['2, k, 19', [0.060909, -1.10548, 1.0]], ['2, k, 20', [-0.0708205, 0.127448, 1.0]], ['2, k, 21', [-0.688696, 0.0974621, 1.0]], ['2, k, 22', [-0.628657, 0.0643933, 1.0]], ['2, k, 23', [-0.688696, 0.0974621, 1.0]], ['2, k, 24', [-0.615125, 0.0703174, 1.0]]]
