[['2, k, 0', [-0.104351, -0.368907, 1.0]], ['2, k, 1', [-0.104569, -0.0648602, 1.0]], ['2, k, 2', [-0.104057, 0.231697, 1.0]], ['2, k, 3', [-0.0928404, 0.366086, 1.0]], ['2, k, 4', [-0.273385, 0.143321, 1.0]], ['2, k, 5', [-0.390553, -0.0283591, 1.0]], ['2, k, 6', [-0.216851, -0.172468, 1.0]], ['2, k, 7', [-0.159601, -0.220545, 1.0]], ['2, k, 8', [0.0647681, 0.147916, 1.0]], ['2, k, 9', [0.147573, -0.0302177, 1.0]], ['2, k, 10', [0.0317649, -0.224152, 1.0]], ['2, k, 11', [-0.00659025, -0.288839, 1.0]], ['2, k, 12', [-0.179922, -0.364319, 1.0]], ['2, k, 13', [-0.19487, -0.69287, 1.0]], ['2, k, 14', [-0.178472, -1.05475, 1.0]], ['2, k, 15', [-0.187134, -1.12598, 1.0]], ['2, k, 16', [-0.0255843, -0.362178, 1.0]], ['2, k, 17', [-0.0228035, -0.68093, 1.0]], ['2, k, 18', [-0.0308134, -1.04985, 1.0]], ['2, k, 19', [-0.0152588, -1.12402, 1.0]], ['2, k, 20', [-0.10431, 0.158673, 1.0]], ['2, k, 21', [-0.158923, -0.219607, 1.0]], ['2, k, 22', [-0.158037, -0.218383, 1.0]], ['2, k, 23', [-0.00656219, -0.287609, 1.0]], ['2, k, 24', [-0.00652558, -0.286005, 1.0]]]
[['2, k, 0', [-0.0928638, -0.365586, 1.0]], ['2, k, 1', [-0.0974765, -0.0567566, 1.0]], ['2, k, 2', [-0.100584, 0.243934, 1.0]], ['2, k, 3', [-0.0902284, 0.376574, 1.0]], ['2, k, 4', [-0.267443, 0.138559, 1.0]], ['2, k, 5', [-0.392227, -0.0210545, 1.0]], ['2, k, 6', [-0.292237, -0.219582, 1.0]], ['2, k, 7', [-0.27376, -0.255254, 1.0]], ['2, k, 8', [0.0714326, 0.140783, 1.0]], ['2, k, 9', [0.173824, -0.0298118, 1.0]], ['2, k, 10', [0.102323, -0.233665, 1.0]], ['2, k, 11', [0.0795884, -0.292977, 1.0]], ['2, k, 12', [-0.166575, -0.359944, 1.0]], ['2, k, 13', [-0.198699, -0.681355, 1.0]], ['2, k, 14', [-0.178398, -1.04532, 1.0]], ['2, k, 15', [-0.18301, -1.12396, 1.0]], ['2, k, 16', [-0.0162218, -0.359822, 1.0]], ['2, k, 17', [-0.0164108, -0.671514, 1.0]], ['2, k, 18', [-0.0285538, -1.04662, 1.0]], ['2, k, 19', [-0.0231237, -1.1206, 1.0]], ['2, k, 20', [-0.100316, 0.16961, 1.0]], ['2, k, 21', [-0.278621, -0.306759, 1.0]], ['2, k, 22', [-0.258135, -0.216431, 1.0]], ['2, k, 23', [0.0756378, -0.355773, 1.0]], ['2, k, 24', [0.065473, -0.275982, 1.0]]]
[['2, k, 0', [-0.0930363, -0.365482, 1.0]], ['2, k, 1', [-0.097083, -0.0567773, 1.0]], ['2, k, 2', [-0.100071, 0.243856, 1.0]], ['2, k, 3', [-0.0891733, 0.376397, 1.0]], ['2, k, 4', [-0.267134, 0.13847, 1.0]], ['2, k, 5', [-0.391202, -0.0213162, 1.0]], ['2, k, 6', [-0.292473, -0.220457, 1.0]], ['2, k, 7', [-0.274075, -0.253174, 1.0]], ['2, k, 8', [0.0714642, 0.140097, 1.0]], ['2, k, 9', [0.175187, -0.0299826, 1.0]], ['2, k, 10', [0.105761, -0.235117, 1.0]], ['2, k, 11', [0.0798762, -0.292549, 1.0]], ['2, k, 12', [-0.166929, -0.359743, 1.0]], ['2, k, 13', [-0.196329, -0.680414, 1.0]], ['2, k, 14', [-0.178403, -1.0455, 1.0]], ['2, k, 15', [-0.183094, -1.12381, 1.0]], ['2, k, 16', [-0.016198, -0.359811, 1.0]], ['2, k, 17', [-0.0170993, -0.663427, 1.0]], ['2, k, 18', [-0.0293359, -1.04614, 1.0]], ['2, k, 19', [-0.0233354, -1.12038, 1.0]], ['2, k, 20', [-0.0997609, 0.169579, 1.0]], ['2, k, 21', [-0.281456, -0.312644, 1.0]], ['2, k, 22', [-0.258931, -0.222189, 1.0]], ['2, k, 23', [0.0767648, -0.357632, 1.0]], ['2, k, 24', [0.0658646, -0.283878, 1.0]]]
[['2, k, 0', [-0.0923137, -0.365449, 1.0]], ['2, k, 1', [-0.096048, -0.0569053, 1.0]], ['2, k, 2', [-0.0990034, 0.243629, 1.0]], ['2, k, 3', [-0.0883611, 0.376145, 1.0]], ['2, k, 4', [-0.266017, 0.138429, 1.0]], ['2, k, 5', [-0.389778, -0.0214847, 1.0]], ['2, k, 6', [-0.292804, -0.221466, 1.0]], ['2, k, 7', [-0.274516, -0.258185, 1.0]], ['2, k, 8', [0.0721848, 0.138983, 1.0]], ['2, k, 9', [0.176301, -0.0306656, 1.0]], ['2, k, 10', [0.106564, -0.236438, 1.0]], ['2, k, 11', [0.0867593, -0.290308, 1.0]], ['2, k, 12', [-0.166345, -0.359386, 1.0]], ['2, k, 13', [-0.192937, -0.679282, 1.0]], ['2, k, 14', [-0.178566, -1.04523, 1.0]], ['2, k, 15', [-0.182987, -1.12383, 1.0]], ['2, k, 16', [-0.015352, -0.3601, 1.0]], ['2, k, 17', [-0.0176499, -0.661921, 1.0]], ['2, k, 18', [-0.0294434, -1.04592, 1.0]], ['2, k, 19', [-0.023519, -1.12043, 1.0]], ['2, k, 20', [-0.0986409, 0.169416, 1.0]], ['2, k, 21', [-0.27937, -0.311733, 1.0]], ['2, k, 22', [-0.260107, -0.219142, 1.0]], ['2, k, 23', [0.0915464, -0.352919, 1.0]], ['2, k, 24', [0.0809016, -0.2764, 1.0]]]
[['2, k, 0', [-0.0919894, -0.365395, 1.0]], ['2, k, 1', [-0.0951815, -0.0570462, 1.0]], ['2, k, 2', [-0.0976869, 0.243299, 1.0]], ['2, k, 3', [-0.0870415, 0.375884, 1.0]], ['2, k, 4', [-0.264658, 0.138316, 1.0]], ['2, k, 5', [-0.388491, -0.0215513, 1.0]], ['2, k, 6', [-0.292008, -0.221763, 1.0]], ['2, k, 7', [-0.273932, -0.26131, 1.0]], ['2, k, 8', [0.0725397, 0.138596, 1.0]], ['2, k, 9', [0.177027, -0.031137, 1.0]], ['2, k, 10', [0.112896, -0.238522, 1.0]], ['2, k, 11', [0.0867401, -0.268343, 1.0]], ['2, k, 12', [-0.166089, -0.359173, 1.0]], ['2, k, 13', [-0.189538, -0.669473, 1.0]], ['2, k, 14', [-0.178501, -1.04516, 1.0]], ['2, k, 15', [-0.183223, -1.12385, 1.0]], ['2, k, 16', [-0.0149767, -0.360196, 1.0]], ['2, k, 17', [-0.0183831, -0.661407, 1.0]], ['2, k, 18', [-0.0293906, -1.04592, 1.0]], ['2, k, 19', [-0.0234872, -1.12049, 1.0]], ['2, k, 20', [-0.0973809, 0.169172, 1.0]], ['2, k, 21', [-0.278141, -0.312316, 1.0]], ['2, k, 22', [-0.260808, -0.223913, 1.0]], ['2, k, 23', [0.0894782, -0.301859, 1.0]], ['2, k, 24', [0.0758611, -0.216155, 1.0]]]
[['2, k, 0', [-0.0917011, -0.365196, 1.0]], ['2, k, 1', [-0.0946257, -0.0570891, 1.0]], ['2, k, 2', [-0.0969639, 0.24303, 1.0]], ['2, k, 3', [-0.0860016, 0.375771, 1.0]], ['2, k, 4', [-0.264035, 0.138445, 1.0]], ['2, k, 5', [-0.387628, -0.0216352, 1.0]], ['2, k, 6', [-0.292132, -0.222307, 1.0]], ['2, k, 7', [-0.272175, -0.257538, 1.0]], ['2, k, 8', [0.0732385, 0.138511, 1.0]], ['2, k, 9', [0.177579, -0.0314759, 1.0]], ['2, k, 10', [0.105495, -0.235094, 1.0]], ['2, k, 11', [0.0787773, -0.300515, 1.0]], ['2, k, 12', [-0.165822, -0.35876, 1.0]], ['2, k, 13', [-0.180321, -0.662928, 1.0]], ['2, k, 14', [-0.178487, -1.04477, 1.0]], ['2, k, 15', [-0.182931, -1.1228, 1.0]], ['2, k, 16', [-0.0146794, -0.360191, 1.0]], ['2, k, 17', [-0.0185994, -0.660472, 1.0]], ['2, k, 18', [-0.0308374, -1.04324, 1.0]], ['2, k, 19', [-0.0239979, -1.11981, 1.0]], ['2, k, 20', [-0.0966525, 0.168983, 1.0]], ['2, k, 21', [-0.273561, -0.310588, 1.0]], ['2, k, 22', [-0.256951, -0.221363, 1.0]], ['2, k, 23', [0.0724641, -0.362717, 1.0]], ['2, k, 24', [0.0656913, -0.353232, 1.0]]]
[['2, k, 0', [-0.0916126, -0.365106, 1.0]], ['2, k, 1', [-0.0938775, -0.056999, 1.0]], ['2, k, 2', [-0.095085, 0.24302, 1.0]], ['2, k, 3', [-0.0848197, 0.375641, 1.0]], ['2, k, 4', [-0.263131, 0.138607, 1.0]], ['2, k, 5', [-0.386971, -0.0211836, 1.0]], ['2, k, 6', [-0.292765, -0.222449, 1.0]], ['2, k, 7', [-0.272865, -0.259157, 1.0]], ['2, k, 8', [0.0744497, 0.138498, 1.0]], ['2, k, 9', [0.178366, -0.0321017, 1.0]], ['2, k, 10', [0.103836, -0.23502, 1.0]], ['2, k, 11', [0.0769732, -0.297968, 1.0]], ['2, k, 12', [-0.165737, -0.358565, 1.0]], ['2, k, 13', [-0.177725, -0.662274, 1.0]], ['2, k, 14', [-0.178252, -1.04416, 1.0]], ['2, k, 15', [-0.183158, -1.12239, 1.0]], ['2, k, 16', [-0.0145891, -0.360189, 1.0]], ['2, k, 17', [-0.0185832, -0.659403, 1.0]], ['2, k, 18', [-0.0306011, -1.04314, 1.0]], ['2, k, 19', [-0.0240939, -1.11983, 1.0]], ['2, k, 20', [-0.0950405, 0.169042, 1.0]], ['2, k, 21', [-0.278206, -0.312383, 1.0]], ['2, k, 22', [-0.257666, -0.223398, 1.0]], ['2, k, 23', [0.0720862, -0.361874, 1.0]], ['2, k, 24', [0.0648919, -0.354549, 1.0]]]
[['2, k, 0', [-0.0912887, -0.365101, 1.0]], ['2, k, 1', [-0.0928287, -0.0571197, 1.0]], ['2, k, 2', [-0.0931902, 0.242727, 1.0]], ['2, k, 3', [-0.0838921, 0.375384, 1.0]], ['2, k, 4', [-0.262067, 0.138381, 1.0]], ['2, k, 5', [-0.386485, -0.0210389, 1.0]], ['2, k, 6', [-0.292329, -0.222331, 1.0]], ['2, k, 7', [-0.273201, -0.258597, 1.0]], ['2, k, 8', [0.0755607, 0.138581, 1.0]], ['2, k, 9', [0.179162, -0.033186, 1.0]], ['2, k, 10', [0.103939, -0.235573, 1.0]], ['2, k, 11', [0.0767719, -0.298579, 1.0]], ['2, k, 12', [-0.16546, -0.35849, 1.0]], ['2, k, 13', [-0.179351, -0.665878, 1.0]], ['2, k, 14', [-0.178337, -1.0446, 1.0]], ['2, k, 15', [-0.183294, -1.12292, 1.0]], ['2, k, 16', [-0.014232, -0.360275, 1.0]], ['2, k, 17', [-0.0212705, -0.639244, 1.0]], ['2, k, 18', [-0.0306602, -1.03931, 1.0]], ['2, k, 19', [-0.0244164, -1.11965, 1.0]], ['2, k, 20', [-0.0933298, 0.168821, 1.0]], ['2, k, 21', [-0.274028, -0.311115, 1.0]], ['2, k, 22', [-0.259165, -0.221072, 1.0]], ['2, k, 23', [0.0710341, -0.36653, 1.0]], ['2, k, 24', [0.0620746, -0.358689, 1.0]]]
[['2, k, 0', [-0.0911717, -0.36514, 1.0]], ['2, k, 1', [-0.092374, -0.0571901, 1.0]], ['2, k, 2', [-0.0924179, 0.242651, 1.0]], ['2, k, 3', [-0.0828541, 0.375111, 1.0]], ['2, k, 4', [-0.261244, 0.138279, 1.0]], ['2, k, 5', [-0.386024, -0.0210025, 1.0]], ['2, k, 6', [-0.291947, -0.22233, 1.0]], ['2, k, 7', [-0.257441, -0.221834, 1.0]], ['2, k, 8', [0.0764883, 0.138957, 1.0]], ['2, k, 9', [0.179735, -0.0338707, 1.0]], ['2, k, 10', [0.106607, -0.237348, 1.0]], ['2, k, 11', [0.077494, -0.300858, 1.0]], ['2, k, 12', [-0.165382, -0.358464, 1.0]], ['2, k, 13', [-0.187947, -0.671537, 1.0]], ['2, k, 14', [-0.178388, -1.04541, 1.0]], ['2, k, 15', [-0.183149, -1.1231, 1.0]], ['2, k, 16', [-0.0140796, -0.360438, 1.0]], ['2, k, 17', [-0.0214145, -0.639325, 1.0]], ['2, k, 18', [-0.0309013, -1.03902, 1.0]], ['2, k, 19', [-0.0246409, -1.11946, 1.0]], ['2, k, 20', [-0.0926145, 0.168761, 1.0]], ['2, k, 21', [-0.252919, -0.252423, 1.0]], ['2, k, 22', [-0.239609, -0.188244, 1.0]], ['2, k, 23', [0.0711261, -0.366992, 1.0]], ['2, k, 24', [0.0647357, -0.35394, 1.0]]]
[['2, k, 0', [-0.091165, -0.365168, 1.0]], ['2, k, 1', [-0.0919587, -0.0572952, 1.0]], ['2, k, 2', [-0.0910424, 0.242463, 1.0]], ['2, k, 3', [-0.0820437, 0.374816, 1.0]], ['2, k, 4', [-0.260922, 0.138431, 1.0]], ['2, k, 5', [-0.385424, -0.0209767, 1.0]], ['2, k, 6', [-0.292411, -0.222787, 1.0]], ['2, k, 7', [-0.257513, -0.221894, 1.0]], ['2, k, 8', [0.0770939, 0.139032, 1.0]], ['2, k, 9', [0.180103, -0.0344768, 1.0]], ['2, k, 10', [0.104315, -0.237219, 1.0]], ['2, k, 11', [0.0765473, -0.299402, 1.0]], ['2, k, 12', [-0.165389, -0.358449, 1.0]], ['2, k, 13', [-0.191129, -0.672757, 1.0]], ['2, k, 14', [-0.178243, -1.04522, 1.0]], ['2, k, 15', [-0.183202, -1.12319, 1.0]], ['2, k, 16', [-0.0140559, -0.360532, 1.0]], ['2, k, 17', [-0.020408, -0.647039, 1.0]], ['2, k, 18', [-0.0305166, -1.04293, 1.0]], ['2, k, 19', [-0.0250515, -1.11901, 1.0]], ['2, k, 20', [-0.0915004, 0.168606, 1.0]], ['2, k, 21', [-0.253901, -0.252204, 1.0]], ['2, k, 22', [-0.239578, -0.190663, 1.0]], ['2, k, 23', [0.071257, -0.367698, 1.0]], ['2, k, 24', [0.0658288, -0.355192, 1.0]]]
[['2, k, 0', [-0.0912386, -0.365205, 1.0]], ['2, k, 1', [-0.0917568, -0.0574526, 1.0]], ['2, k, 2', [-0.0903057, 0.242149, 1.0]], ['2, k, 3', [-0.0811849, 0.374631, 1.0]], ['2, k, 4', [-0.26081, 0.138465, 1.0]], ['2, k, 5', [-0.384382, -0.020722, 1.0]], ['2, k, 6', [-0.291907, -0.222774, 1.0]], ['2, k, 7', [-0.268072, -0.256597, 1.0]], ['2, k, 8', [0.077377, 0.13921, 1.0]], ['2, k, 9', [0.180425, -0.034938, 1.0]], ['2, k, 10', [0.103107, -0.23728, 1.0]], ['2, k, 11', [0.0768602, -0.299618, 1.0]], ['2, k, 12', [-0.165453, -0.358443, 1.0]], ['2, k, 13', [-0.190604, -0.673522, 1.0]], ['2, k, 14', [-0.178209, -1.04554, 1.0]], ['2, k, 15', [-0.184035, -1.12578, 1.0]], ['2, k, 16', [-0.0141601, -0.360649, 1.0]], ['2, k, 17', [-0.020311, -0.653231, 1.0]], ['2, k, 18', [-0.0302349, -1.04267, 1.0]], ['2, k, 19', [-0.0250075, -1.11896, 1.0]], ['2, k, 20', [-0.0908977, 0.168345, 1.0]], ['2, k, 21', [-0.274872, -0.312053, 1.0]], ['2, k, 22', [-0.253365, -0.223688, 1.0]], ['2, k, 23', [0.0721692, -0.368255, 1.0]], ['2, k, 24', [0.0651527, -0.354073, 1.0]]]
[['2, k, 0', [-0.0913127, -0.365267, 1.0]], ['2, k, 1', [-0.0915452, -0.0575893, 1.0]], ['2, k, 2', [-0.0894747, 0.241785, 1.0]], ['2, k, 3', [-0.080344, 0.374354, 1.0]], ['2, k, 4', [-0.260803, 0.138464, 1.0]], ['2, k, 5', [-0.38415, -0.020714, 1.0]], ['2, k, 6', [-0.292893, -0.223305, 1.0]], ['2, k, 7', [-0.26994, -0.257951, 1.0]], ['2, k, 8', [0.0779128, 0.139052, 1.0]], ['2, k, 9', [0.180938, -0.0354982, 1.0]], ['2, k, 10', [0.102182, -0.237644, 1.0]], ['2, k, 11', [0.0754082, -0.29671, 1.0]], ['2, k, 12', [-0.165575, -0.358438, 1.0]], ['2, k, 13', [-0.191562, -0.674811, 1.0]], ['2, k, 14', [-0.178086, -1.04543, 1.0]], ['2, k, 15', [-0.182711, -1.12332, 1.0]], ['2, k, 16', [-0.0142091, -0.360747, 1.0]], ['2, k, 17', [-0.0198648, -0.653423, 1.0]], ['2, k, 18', [-0.0303162, -1.04223, 1.0]], ['2, k, 19', [-0.0273957, -1.11022, 1.0]], ['2, k, 20', [-0.09023, 0.168051, 1.0]], ['2, k, 21', [-0.278091, -0.313135, 1.0]], ['2, k, 22', [-0.253929, -0.225204, 1.0]], ['2, k, 23', [0.0711951, -0.367323, 1.0]], ['2, k, 24', [0.065115, -0.354134, 1.0]]]
[['2, k, 0', [-0.0921763, -0.365467, 1.0]], ['2, k, 1', [-0.0914694, -0.0576309, 1.0]], ['2, k, 2', [-0.0881747, 0.241852, 1.0]], ['2, k, 3', [-0.0796341, 0.374178, 1.0]], ['2, k, 4', [-0.260653, 0.13843, 1.0]], ['2, k, 5', [-0.383829, -0.0206859, 1.0]], ['2, k, 6', [-0.293659, -0.223747, 1.0]], ['2, k, 7', [-0.26948, -0.260918, 1.0]], ['2, k, 8', [0.0783816, 0.139014, 1.0]], ['2, k, 9', [0.181453, -0.0356987, 1.0]], ['2, k, 10', [0.101119, -0.237566, 1.0]], ['2, k, 11', [0.0748618, -0.293742, 1.0]], ['2, k, 12', [-0.166545, -0.358461, 1.0]], ['2, k, 13', [-0.190234, -0.674899, 1.0]], ['2, k, 14', [-0.178067, -1.0453, 1.0]], ['2, k, 15', [-0.182841, -1.12362, 1.0]], ['2, k, 16', [-0.0150116, -0.361082, 1.0]], ['2, k, 17', [-0.0190783, -0.660069, 1.0]], ['2, k, 18', [-0.0303001, -1.04218, 1.0]], ['2, k, 19', [-0.0261045, -1.11274, 1.0]], ['2, k, 20', [-0.0893331, 0.168073, 1.0]], ['2, k, 21', [-0.27811, -0.313717, 1.0]], ['2, k, 22', [-0.252284, -0.22402, 1.0]], ['2, k, 23', [0.072589, -0.363287, 1.0]], ['2, k, 24', [0.065349, -0.353975, 1.0]]]
[['2, k, 0', [-0.0922575, -0.365611, 1.0]], ['2, k, 1', [-0.09126, -0.0577961, 1.0]], ['2, k, 2', [-0.087594, 0.241637, 1.0]], ['2, k, 3', [-0.079415, 0.37406, 1.0]], ['2, k, 4', [-0.260626, 0.138534, 1.0]], ['2, k, 5', [-0.383655, -0.0206222, 1.0]], ['2, k, 6', [-0.293123, -0.223527, 1.0]], ['2, k, 7', [-0.269542, -0.262768, 1.0]], ['2, k, 8', [0.078978, 0.138925, 1.0]], ['2, k, 9', [0.182278, -0.0356152, 1.0]], ['2, k, 10', [0.100324, -0.237049, 1.0]], ['2, k, 11', [0.0752911, -0.294232, 1.0]], ['2, k, 12', [-0.166609, -0.358606, 1.0]], ['2, k, 13', [-0.195462, -0.679124, 1.0]], ['2, k, 14', [-0.178302, -1.04545, 1.0]], ['2, k, 15', [-0.182785, -1.12368, 1.0]], ['2, k, 16', [-0.0150968, -0.361217, 1.0]], ['2, k, 17', [-0.0175362, -0.662259, 1.0]], ['2, k, 18', [-0.0307488, -1.04153, 1.0]], ['2, k, 19', [-0.0260279, -1.11272, 1.0]], ['2, k, 20', [-0.0888113, 0.167866, 1.0]], ['2, k, 21', [-0.275318, -0.311019, 1.0]], ['2, k, 22', [-0.253516, -0.222977, 1.0]], ['2, k, 23', [0.0717443, -0.363315, 1.0]], ['2, k, 24', [0.0658934, -0.353922, 1.0]]]
[['2, k, 0', [-0.0933906, -0.365963, 1.0]], ['2, k, 1', [-0.0912825, -0.057868, 1.0]], ['2, k, 2', [-0.0872508, 0.241429, 1.0]], ['2, k, 3', [-0.0790767, 0.373717, 1.0]], ['2, k, 4', [-0.260581, 0.138589, 1.0]], ['2, k, 5', [-0.383753, -0.0204268, 1.0]], ['2, k, 6', [-0.293184, -0.223318, 1.0]], ['2, k, 7', [-0.268085, -0.26078, 1.0]], ['2, k, 8', [0.0791983, 0.138907, 1.0]], ['2, k, 9', [0.182553, -0.0354796, 1.0]], ['2, k, 10', [0.0995773, -0.236651, 1.0]], ['2, k, 11', [0.0728141, -0.291217, 1.0]], ['2, k, 12', [-0.167841, -0.358768, 1.0]], ['2, k, 13', [-0.198088, -0.682649, 1.0]], ['2, k, 14', [-0.178272, -1.04553, 1.0]], ['2, k, 15', [-0.182861, -1.12381, 1.0]], ['2, k, 16', [-0.0160919, -0.361702, 1.0]], ['2, k, 17', [-0.0170652, -0.667871, 1.0]], ['2, k, 18', [-0.0308913, -1.04236, 1.0]], ['2, k, 19', [-0.024908, -1.11464, 1.0]], ['2, k, 20', [-0.0885936, 0.167692, 1.0]], ['2, k, 21', [-0.29112, -0.354183, 1.0]], ['2, k, 22', [-0.264007, -0.290562, 1.0]], ['2, k, 23', [0.0704438, -0.362751, 1.0]], ['2, k, 24', [0.0518411, -0.271575, 1.0]]]
[['2, k, 0', [-0.0940737, -0.366248, 1.0]], ['2, k, 1', [-0.0913008, -0.0579605, 1.0]], ['2, k, 2', [-0.0869524, 0.241215, 1.0]], ['2, k, 3', [-0.0788172, 0.373495, 1.0]], ['2, k, 4', [-0.260416, 0.138697, 1.0]], ['2, k, 5', [-0.38371, -0.0203058, 1.0]], ['2, k, 6', [-0.293129, -0.22319, 1.0]], ['2, k, 7', [-0.267904, -0.256877, 1.0]], ['2, k, 8', [0.0797614, 0.138944, 1.0]], ['2, k, 9', [0.182741, -0.0353445, 1.0]], ['2, k, 10', [0.098775, -0.236316, 1.0]], ['2, k, 11', [0.0728367, -0.291921, 1.0]], ['2, k, 12', [-0.16838, -0.358925, 1.0]], ['2, k, 13', [-0.199643, -0.684346, 1.0]], ['2, k, 14', [-0.178207, -1.04498, 1.0]], ['2, k, 15', [-0.182524, -1.12352, 1.0]], ['2, k, 16', [-0.01689, -0.36213, 1.0]], ['2, k, 17', [-0.0165797, -0.670346, 1.0]], ['2, k, 18', [-0.0307927, -1.04265, 1.0]], ['2, k, 19', [-0.0251557, -1.11528, 1.0]], ['2, k, 20', [-0.0883849, 0.1675, 1.0]], ['2, k, 21', [-0.275547, -0.31128, 1.0]], ['2, k, 22', [-0.25193, -0.2247, 1.0]], ['2, k, 23', [0.0729668, -0.36329, 1.0]], ['2, k, 24', [0.0664061, -0.347825, 1.0]]]
[['2, k, 0', [-0.0943527, -0.366522, 1.0]], ['2, k, 1', [-0.0912893, -0.0580144, 1.0]], ['2, k, 2', [-0.0867816, 0.241154, 1.0]], ['2, k, 3', [-0.0787509, 0.373387, 1.0]], ['2, k, 4', [-0.260449, 0.138739, 1.0]], ['2, k, 5', [-0.383756, -0.0204157, 1.0]], ['2, k, 6', [-0.2927, -0.223092, 1.0]], ['2, k, 7', [-0.262614, -0.252905, 1.0]], ['2, k, 8', [0.0799718, 0.139, 1.0]], ['2, k, 9', [0.182814, -0.0352562, 1.0]], ['2, k, 10', [0.0982901, -0.236137, 1.0]], ['2, k, 11', [0.0698651, -0.285603, 1.0]], ['2, k, 12', [-0.168677, -0.359207, 1.0]], ['2, k, 13', [-0.200208, -0.68529, 1.0]], ['2, k, 14', [-0.178272, -1.04534, 1.0]], ['2, k, 15', [-0.182438, -1.12413, 1.0]], ['2, k, 16', [-0.0171264, -0.362379, 1.0]], ['2, k, 17', [-0.0154628, -0.671508, 1.0]], ['2, k, 18', [-0.0308859, -1.04304, 1.0]], ['2, k, 19', [-0.0250483, -1.11527, 1.0]], ['2, k, 20', [-0.0882399, 0.167424, 1.0]], ['2, k, 21', [-0.266008, -0.307575, 1.0]], ['2, k, 22', [-0.248865, -0.224783, 1.0]], ['2, k, 23', [0.0727275, -0.357889, 1.0]], ['2, k, 24', [0.0496036, -0.279168, 1.0]]]
[['2, k, 0', [-0.0945569, -0.366953, 1.0]], ['2, k, 1', [-0.0912311, -0.0582361, 1.0]], ['2, k, 2', [-0.0864371, 0.240801, 1.0]], ['2, k, 3', [-0.0790053, 0.372651, 1.0]], ['2, k, 4', [-0.260394, 0.138702, 1.0]], ['2, k, 5', [-0.384191, -0.0204496, 1.0]], ['2, k, 6', [-0.292581, -0.222884, 1.0]], ['2, k, 7', [-0.262891, -0.254146, 1.0]], ['2, k, 8', [0.0800838, 0.139064, 1.0]], ['2, k, 9', [0.182861, -0.0352756, 1.0]], ['2, k, 10', [0.0966071, -0.235959, 1.0]], ['2, k, 11', [0.0695452, -0.283076, 1.0]], ['2, k, 12', [-0.168749, -0.359625, 1.0]], ['2, k, 13', [-0.200502, -0.68639, 1.0]], ['2, k, 14', [-0.178131, -1.04543, 1.0]], ['2, k, 15', [-0.182467, -1.12419, 1.0]], ['2, k, 16', [-0.0174733, -0.362802, 1.0]], ['2, k, 17', [-0.0140293, -0.673077, 1.0]], ['2, k, 18', [-0.0313755, -1.0454, 1.0]], ['2, k, 19', [-0.0240367, -1.11632, 1.0]], ['2, k, 20', [-0.087949, 0.16709, 1.0]], ['2, k, 21', [-0.264256, -0.30729, 1.0]], ['2, k, 22', [-0.243291, -0.217602, 1.0]], ['2, k, 23', [0.0754472, -0.359381, 1.0]], ['2, k, 24', [0.0498686, -0.278499, 1.0]]]
[['2, k, 0', [-0.0951413, -0.367306, 1.0]], ['2, k, 1', [-0.0913499, -0.0583981, 1.0]], ['2, k, 2', [-0.0866869, 0.240591, 1.0]], ['2, k, 3', [-0.0791193, 0.372349, 1.0]], ['2, k, 4', [-0.260428, 0.138728, 1.0]], ['2, k, 5', [-0.384991, -0.0200091, 1.0]], ['2, k, 6', [-0.296846, -0.223835, 1.0]], ['2, k, 7', [-0.266783, -0.25876, 1.0]], ['2, k, 8', [0.0800609, 0.139231, 1.0]], ['2, k, 9', [0.182619, -0.0352151, 1.0]], ['2, k, 10', [0.0953694, -0.235702, 1.0]], ['2, k, 11', [0.0687143, -0.284217, 1.0]], ['2, k, 12', [-0.169141, -0.359968, 1.0]], ['2, k, 13', [-0.20108, -0.687252, 1.0]], ['2, k, 14', [-0.177924, -1.04536, 1.0]], ['2, k, 15', [-0.182575, -1.12388, 1.0]], ['2, k, 16', [-0.0182374, -0.363158, 1.0]], ['2, k, 17', [-0.0131322, -0.675787, 1.0]], ['2, k, 18', [-0.0316216, -1.04903, 1.0]], ['2, k, 19', [-0.0239675, -1.11689, 1.0]], ['2, k, 20', [-0.0881307, 0.1669, 1.0]], ['2, k, 21', [-0.291597, -0.345408, 1.0]], ['2, k, 22', [-0.260045, -0.288874, 1.0]], ['2, k, 23', [0.0752381, -0.360727, 1.0]], ['2, k, 24', [0.0483094, -0.277353, 1.0]]]
