[['2, k, 0', [0.137224, -1.51498, 1.0]], ['2, k, 1', [0.143183, -1.22845, 1.0]], ['2, k, 2', [0.148495, -0.941338, 1.0]], ['2, k, 3', [0.143893, -0.827726, 1.0]], ['2, k, 4', [0.00854631, -0.92647, 1.0]], ['2, k, 5', [-0.120458, -0.942954, 1.0]], ['2, k, 6', [-0.0560274, -0.923114, 1.0]], ['2, k, 7', [-0.0346745, -0.917559, 1.0]], ['2, k, 8', [0.28092, -0.941851, 1.0]], ['2, k, 9', [0.400972, -0.968647, 1.0]], ['2, k, 10', [0.43396, -0.944493, 1.0]], ['2, k, 11', [0.493621, -0.90768, 1.0]], ['2, k, 12', [0.0742602, -1.49797, 1.0]], ['2, k, 13', [-0.0392612, -1.52547, 1.0]], ['2, k, 14', [0.00486571, -1.7758, 1.0]], ['2, k, 15', [0.00389456, -1.82398, 1.0]], ['2, k, 16', [0.197739, -1.50494, 1.0]], ['2, k, 17', [0.306368, -1.51205, 1.0]], ['2, k, 18', [0.270259, -1.77282, 1.0]], ['2, k, 19', [0.254233, -1.82066, 1.0]], ['2, k, 20', [0.147283, -1.01335, 1.0]], ['2, k, 21', [-0.0345676, -0.91473, 1.0]], ['2, k, 22', [-0.0344282, -0.91104, 1.0]], ['2, k, 23', [0.52666, -0.909463, 1.0]], ['2, k, 24', [0.532168, -0.884393, 1.0]]]
[['2, k, 0', [0.145804, -1.28293, 1.0]], ['2, k, 1', [0.152375, -1.05196, 1.0]], ['2, k, 2', [0.162814, -0.834611, 1.0]], ['2, k, 3', [0.17177, -0.718038, 1.0]], ['2, k, 4', [0.0290755, -0.776404, 1.0]], ['2, k, 5', [-0.105613, -0.776447, 1.0]], ['2, k, 6', [-0.110247, -0.751955, 1.0]], ['2, k, 7', [-0.178738, -0.715677, 1.0]], ['2, k, 8', [0.29074, -0.796573, 1.0]], ['2, k, 9', [0.395803, -0.772077, 1.0]], ['2, k, 10', [0.427262, -0.754711, 1.0]], ['2, k, 11', [0.497196, -0.712178, 1.0]], ['2, k, 12', [0.0890642, -1.26902, 1.0]], ['2, k, 13', [0.0064065, -1.47524, 1.0]], ['2, k, 14', [0.00630835, -1.82024, 1.0]], ['2, k, 15', [-0.00293952, -1.85784, 1.0]], ['2, k, 16', [0.200113, -1.27656, 1.0]], ['2, k, 17', [0.268034, -1.46864, 1.0]], ['2, k, 18', [0.256676, -1.81323, 1.0]], ['2, k, 19', [0.244386, -1.85411, 1.0]], ['2, k, 20', [0.161327, -0.890512, 1.0]], ['2, k, 21', [-0.174974, -0.722377, 1.0]], ['2, k, 22', [-0.218836, -0.698893, 1.0]], ['2, k, 23', [0.531641, -0.714686, 1.0]], ['2, k, 24', [0.480423, -0.742403, 1.0]]]
[['2, k, 0', [0.147113, -1.26675, 1.0]], ['2, k, 1', [0.149873, -1.03614, 1.0]], ['2, k, 2', [0.149303, -0.798846, 1.0]], ['2, k, 3', [0.16914, -0.684946, 1.0]], ['2, k, 4', [0.0320041, -0.758266, 1.0]], ['2, k, 5', [-0.104013, -0.764378, 1.0]], ['2, k, 6', [-0.109791, -0.736356, 1.0]], ['2, k, 7', [-0.181178, -0.69754, 1.0]], ['2, k, 8', [0.297073, -0.750742, 1.0]], ['2, k, 9', [0.398939, -0.747588, 1.0]], ['2, k, 10', [0.435932, -0.728936, 1.0]], ['2, k, 11', [0.501983, -0.689312, 1.0]], ['2, k, 12', [0.0907875, -1.25365, 1.0]], ['2, k, 13', [0.0103192, -1.47447, 1.0]], ['2, k, 14', [0.0088342, -1.81909, 1.0]], ['2, k, 15', [0.0302166, -1.90163, 1.0]], ['2, k, 16', [0.201069, -1.26043, 1.0]], ['2, k, 17', [0.266801, -1.46647, 1.0]], ['2, k, 18', [0.252113, -1.8111, 1.0]], ['2, k, 19', [0.242881, -1.85102, 1.0]], ['2, k, 20', [0.150033, -0.858372, 1.0]], ['2, k, 21', [-0.178111, -0.701573, 1.0]], ['2, k, 22', [-0.223375, -0.684403, 1.0]], ['2, k, 23', [0.533602, -0.692919, 1.0]], ['2, k, 24', [0.451225, -0.688717, 1.0]]]
[['2, k, 0', [0.148471, -1.27151, 1.0]], ['2, k, 1', [0.151776, -1.03867, 1.0]], ['2, k, 2', [0.154164, -0.802962, 1.0]], ['2, k, 3', [0.171875, -0.687468, 1.0]], ['2, k, 4', [0.0333309, -0.762505, 1.0]], ['2, k, 5', [-0.0974444, -0.749402, 1.0]], ['2, k, 6', [-0.0579618, -0.715757, 1.0]], ['2, k, 7', [-0.165472, -0.683791, 1.0]], ['2, k, 8', [0.294629, -0.764953, 1.0]], ['2, k, 9', [0.392052, -0.738617, 1.0]], ['2, k, 10', [0.435081, -0.706277, 1.0]], ['2, k, 11', [0.505306, -0.666828, 1.0]], ['2, k, 12', [0.0912163, -1.2591, 1.0]], ['2, k, 13', [0.0111699, -1.47482, 1.0]], ['2, k, 14', [0.0112316, -1.81925, 1.0]], ['2, k, 15', [0.00433188, -1.85504, 1.0]], ['2, k, 16', [0.20339, -1.26478, 1.0]], ['2, k, 17', [0.265885, -1.46543, 1.0]], ['2, k, 18', [0.252112, -1.81013, 1.0]], ['2, k, 19', [0.241997, -1.84952, 1.0]], ['2, k, 20', [0.153771, -0.861947, 1.0]], ['2, k, 21', [-0.167931, -0.683858, 1.0]], ['2, k, 22', [-0.208644, -0.677889, 1.0]], ['2, k, 23', [0.537602, -0.672443, 1.0]], ['2, k, 24', [0.452669, -0.670231, 1.0]]]
[['2, k, 0', [0.147498, -1.29425, 1.0]], ['2, k, 1', [0.150792, -1.04426, 1.0]], ['2, k, 2', [0.15354, -0.803335, 1.0]], ['2, k, 3', [0.171993, -0.687892, 1.0]], ['2, k, 4', [0.0466096, -0.827585, 1.0]], ['2, k, 5', [-0.0577055, -0.756821, 1.0]], ['2, k, 6', [-0.09302, -0.720848, 1.0]], ['2, k, 7', [-0.182455, -0.667288, 1.0]], ['2, k, 8', [0.293165, -0.770766, 1.0]], ['2, k, 9', [0.390413, -0.735261, 1.0]], ['2, k, 10', [0.426908, -0.701424, 1.0]], ['2, k, 11', [0.503676, -0.65217, 1.0]], ['2, k, 12', [0.0898347, -1.28344, 1.0]], ['2, k, 13', [0.0129526, -1.47313, 1.0]], ['2, k, 14', [0.0167398, -1.81607, 1.0]], ['2, k, 15', [0.0124381, -1.85221, 1.0]], ['2, k, 16', [0.202856, -1.28585, 1.0]], ['2, k, 17', [0.265567, -1.46536, 1.0]], ['2, k, 18', [0.253084, -1.81016, 1.0]], ['2, k, 19', [0.2454, -1.84859, 1.0]], ['2, k, 20', [0.153115, -0.862977, 1.0]], ['2, k, 21', [-0.190248, -0.669985, 1.0]], ['2, k, 22', [-0.225713, -0.643971, 1.0]], ['2, k, 23', [0.545511, -0.656392, 1.0]], ['2, k, 24', [0.449519, -0.651064, 1.0]]]
[['2, k, 0', [0.150317, -1.29358, 1.0]], ['2, k, 1', [0.151001, -1.04416, 1.0]], ['2, k, 2', [0.152413, -0.801286, 1.0]], ['2, k, 3', [0.172586, -0.685523, 1.0]], ['2, k, 4', [0.0476575, -0.812309, 1.0]], ['2, k, 5', [-0.0238199, -0.768252, 1.0]], ['2, k, 6', [-0.084085, -0.716519, 1.0]], ['2, k, 7', [-0.177036, -0.657665, 1.0]], ['2, k, 8', [0.278603, -0.811539, 1.0]], ['2, k, 9', [0.347902, -0.762168, 1.0]], ['2, k, 10', [0.414997, -0.710143, 1.0]], ['2, k, 11', [0.505394, -0.637729, 1.0]], ['2, k, 12', [0.0922723, -1.28252, 1.0]], ['2, k, 13', [0.013655, -1.47083, 1.0]], ['2, k, 14', [0.0170215, -1.81572, 1.0]], ['2, k, 15', [0.00844978, -1.85163, 1.0]], ['2, k, 16', [0.206554, -1.28526, 1.0]], ['2, k, 17', [0.265222, -1.46586, 1.0]], ['2, k, 18', [0.252796, -1.8107, 1.0]], ['2, k, 19', [0.240863, -1.84904, 1.0]], ['2, k, 20', [0.152611, -0.861952, 1.0]], ['2, k, 21', [-0.206322, -0.661355, 1.0]], ['2, k, 22', [-0.229482, -0.633604, 1.0]], ['2, k, 23', [0.540918, -0.640741, 1.0]], ['2, k, 24', [0.466602, -0.656626, 1.0]]]
[['2, k, 0', [0.152099, -1.29092, 1.0]], ['2, k, 1', [0.151161, -1.04367, 1.0]], ['2, k, 2', [0.1518, -0.800581, 1.0]], ['2, k, 3', [0.17262, -0.684863, 1.0]], ['2, k, 4', [0.049309, -0.799391, 1.0]], ['2, k, 5', [-0.0216556, -0.756353, 1.0]], ['2, k, 6', [-0.0814957, -0.706276, 1.0]], ['2, k, 7', [-0.176348, -0.64884, 1.0]], ['2, k, 8', [0.278262, -0.819108, 1.0]], ['2, k, 9', [0.346952, -0.765766, 1.0]], ['2, k, 10', [0.421801, -0.706327, 1.0]], ['2, k, 11', [0.506859, -0.629163, 1.0]], ['2, k, 12', [0.0933752, -1.27893, 1.0]], ['2, k, 13', [0.0150573, -1.4685, 1.0]], ['2, k, 14', [0.0180352, -1.81415, 1.0]], ['2, k, 15', [0.00773998, -1.85072, 1.0]], ['2, k, 16', [0.208912, -1.28346, 1.0]], ['2, k, 17', [0.265364, -1.46496, 1.0]], ['2, k, 18', [0.26455, -1.80155, 1.0]], ['2, k, 19', [0.252119, -1.83849, 1.0]], ['2, k, 20', [0.152188, -0.861416, 1.0]], ['2, k, 21', [-0.214321, -0.660559, 1.0]], ['2, k, 22', [-0.226483, -0.628549, 1.0]], ['2, k, 23', [0.545411, -0.62724, 1.0]], ['2, k, 24', [0.472457, -0.646355, 1.0]]]
[['2, k, 0', [0.149944, -1.28974, 1.0]], ['2, k, 1', [0.149197, -1.04101, 1.0]], ['2, k, 2', [0.148472, -0.792946, 1.0]], ['2, k, 3', [0.172358, -0.678195, 1.0]], ['2, k, 4', [0.0506254, -0.796486, 1.0]], ['2, k, 5', [-0.0205992, -0.752263, 1.0]], ['2, k, 6', [-0.080884, -0.700838, 1.0]], ['2, k, 7', [-0.173382, -0.645014, 1.0]], ['2, k, 8', [0.277865, -0.820228, 1.0]], ['2, k, 9', [0.347581, -0.764516, 1.0]], ['2, k, 10', [0.410816, -0.697239, 1.0]], ['2, k, 11', [0.510256, -0.623501, 1.0]], ['2, k, 12', [0.0901857, -1.27689, 1.0]], ['2, k, 13', [0.0156399, -1.4681, 1.0]], ['2, k, 14', [0.0184231, -1.8134, 1.0]], ['2, k, 15', [0.0098283, -1.84914, 1.0]], ['2, k, 16', [0.207503, -1.28293, 1.0]], ['2, k, 17', [0.26482, -1.46422, 1.0]], ['2, k, 18', [0.254498, -1.80992, 1.0]], ['2, k, 19', [0.240786, -1.84854, 1.0]], ['2, k, 20', [0.149101, -0.855356, 1.0]], ['2, k, 21', [-0.219633, -0.648049, 1.0]], ['2, k, 22', [-0.215563, -0.62096, 1.0]], ['2, k, 23', [0.550109, -0.622359, 1.0]], ['2, k, 24', [0.472267, -0.644652, 1.0]]]
[['2, k, 0', [0.149979, -1.29062, 1.0]], ['2, k, 1', [0.149148, -1.04097, 1.0]], ['2, k, 2', [0.147843, -0.791206, 1.0]], ['2, k, 3', [0.172414, -0.676618, 1.0]], ['2, k, 4', [0.0510268, -0.796141, 1.0]], ['2, k, 5', [-0.0187315, -0.750522, 1.0]], ['2, k, 6', [-0.0771943, -0.697526, 1.0]], ['2, k, 7', [-0.171806, -0.642913, 1.0]], ['2, k, 8', [0.278881, -0.837536, 1.0]], ['2, k, 9', [0.347176, -0.777066, 1.0]], ['2, k, 10', [0.396418, -0.703309, 1.0]], ['2, k, 11', [0.479522, -0.702523, 1.0]], ['2, k, 12', [0.0902032, -1.27756, 1.0]], ['2, k, 13', [0.0158924, -1.46801, 1.0]], ['2, k, 14', [0.0180561, -1.81058, 1.0]], ['2, k, 15', [0.00923909, -1.84645, 1.0]], ['2, k, 16', [0.207547, -1.28411, 1.0]], ['2, k, 17', [0.264808, -1.46397, 1.0]], ['2, k, 18', [0.254687, -1.80967, 1.0]], ['2, k, 19', [0.242857, -1.8483, 1.0]], ['2, k, 20', [0.148601, -0.854183, 1.0]], ['2, k, 21', [-0.177795, -0.644955, 1.0]], ['2, k, 22', [-0.215291, -0.61978, 1.0]], ['2, k, 23', [0.519534, -0.70129, 1.0]], ['2, k, 24', [0.441926, -0.723464, 1.0]]]
[['2, k, 0', [0.149935, -1.29573, 1.0]], ['2, k, 1', [0.148874, -1.04122, 1.0]], ['2, k, 2', [0.146369, -0.788823, 1.0]], ['2, k, 3', [0.172335, -0.674672, 1.0]], ['2, k, 4', [0.0512783, -0.795081, 1.0]], ['2, k, 5', [-0.0180174, -0.74909, 1.0]], ['2, k, 6', [-0.0758997, -0.695719, 1.0]], ['2, k, 7', [-0.166547, -0.643717, 1.0]], ['2, k, 8', [0.278465, -0.838169, 1.0]], ['2, k, 9', [0.408731, -0.711034, 1.0]], ['2, k, 10', [0.442936, -0.66961, 1.0]], ['2, k, 11', [0.51299, -0.624171, 1.0]], ['2, k, 12', [0.0892118, -1.28327, 1.0]], ['2, k, 13', [0.0160944, -1.46775, 1.0]], ['2, k, 14', [0.0176604, -1.81198, 1.0]], ['2, k, 15', [0.00893367, -1.84707, 1.0]], ['2, k, 16', [0.208328, -1.28963, 1.0]], ['2, k, 17', [0.264404, -1.46102, 1.0]], ['2, k, 18', [0.248345, -1.80644, 1.0]], ['2, k, 19', [0.236058, -1.84503, 1.0]], ['2, k, 20', [0.147521, -0.852839, 1.0]], ['2, k, 21', [-0.209424, -0.650302, 1.0]], ['2, k, 22', [-0.192836, -0.616188, 1.0]], ['2, k, 23', [0.546584, -0.626397, 1.0]], ['2, k, 24', [0.455037, -0.628565, 1.0]]]
[['2, k, 0', [0.149373, -1.29565, 1.0]], ['2, k, 1', [0.148662, -1.04374, 1.0]], ['2, k, 2', [0.146833, -0.79477, 1.0]], ['2, k, 3', [0.172255, -0.68021, 1.0]], ['2, k, 4', [0.051667, -0.791682, 1.0]], ['2, k, 5', [-0.0175558, -0.746214, 1.0]], ['2, k, 6', [-0.0753026, -0.693476, 1.0]], ['2, k, 7', [-0.167596, -0.644242, 1.0]], ['2, k, 8', [0.278634, -0.838988, 1.0]], ['2, k, 9', [0.34724, -0.777715, 1.0]], ['2, k, 10', [0.424409, -0.715024, 1.0]], ['2, k, 11', [0.516135, -0.625403, 1.0]], ['2, k, 12', [0.0876339, -1.28246, 1.0]], ['2, k, 13', [0.0158839, -1.46741, 1.0]], ['2, k, 14', [0.0203077, -1.73948, 1.0]], ['2, k, 15', [0.0116082, -1.77557, 1.0]], ['2, k, 16', [0.209388, -1.29027, 1.0]], ['2, k, 17', [0.264251, -1.46051, 1.0]], ['2, k, 18', [0.249316, -1.80661, 1.0]], ['2, k, 19', [0.236838, -1.84533, 1.0]], ['2, k, 20', [0.14763, -0.857197, 1.0]], ['2, k, 21', [-0.202966, -0.648442, 1.0]], ['2, k, 22', [-0.22164, -0.626015, 1.0]], ['2, k, 23', [0.55798, -0.627034, 1.0]], ['2, k, 24', [0.472713, -0.639407, 1.0]]]
[['2, k, 0', [0.141918, -1.31005, 1.0]], ['2, k, 1', [0.148533, -1.04711, 1.0]], ['2, k, 2', [0.150395, -0.794071, 1.0]], ['2, k, 3', [0.174282, -0.678886, 1.0]], ['2, k, 4', [0.0551023, -0.809897, 1.0]], ['2, k, 5', [-0.0138149, -0.759229, 1.0]], ['2, k, 6', [-0.0755497, -0.701674, 1.0]], ['2, k, 7', [-0.165724, -0.647749, 1.0]], ['2, k, 8', [0.28107, -0.858643, 1.0]], ['2, k, 9', [0.34788, -0.792708, 1.0]], ['2, k, 10', [0.424684, -0.712632, 1.0]], ['2, k, 11', [0.516694, -0.629677, 1.0]], ['2, k, 12', [0.0794949, -1.29231, 1.0]], ['2, k, 13', [0.0161626, -1.46372, 1.0]], ['2, k, 14', [0.0263347, -1.81009, 1.0]], ['2, k, 15', [0.0106831, -1.88446, 1.0]], ['2, k, 16', [0.202697, -1.30915, 1.0]], ['2, k, 17', [0.264248, -1.46056, 1.0]], ['2, k, 18', [0.250069, -1.80676, 1.0]], ['2, k, 19', [0.239491, -1.84505, 1.0]], ['2, k, 20', [0.149528, -0.857464, 1.0]], ['2, k, 21', [-0.187063, -0.649425, 1.0]], ['2, k, 22', [-0.218071, -0.627325, 1.0]], ['2, k, 23', [0.561039, -0.628996, 1.0]], ['2, k, 24', [0.472799, -0.648352, 1.0]]]
[['2, k, 0', [0.140218, -1.31105, 1.0]], ['2, k, 1', [0.147631, -1.04724, 1.0]], ['2, k, 2', [0.15033, -0.790346, 1.0]], ['2, k, 3', [0.174961, -0.675075, 1.0]], ['2, k, 4', [0.0501906, -0.787343, 1.0]], ['2, k, 5', [-0.018056, -0.743618, 1.0]], ['2, k, 6', [-0.0777467, -0.695073, 1.0]], ['2, k, 7', [-0.167721, -0.650628, 1.0]], ['2, k, 8', [0.281369, -0.864055, 1.0]], ['2, k, 9', [0.348423, -0.79699, 1.0]], ['2, k, 10', [0.424914, -0.716607, 1.0]], ['2, k, 11', [0.519409, -0.632037, 1.0]], ['2, k, 12', [0.077721, -1.29304, 1.0]], ['2, k, 13', [0.0163696, -1.46385, 1.0]], ['2, k, 14', [0.0204601, -1.8024, 1.0]], ['2, k, 15', [0.0115426, -1.83889, 1.0]], ['2, k, 16', [0.200763, -1.31027, 1.0]], ['2, k, 17', [0.264291, -1.46065, 1.0]], ['2, k, 18', [0.250151, -1.80683, 1.0]], ['2, k, 19', [0.237687, -1.84529, 1.0]], ['2, k, 20', [0.149241, -0.855349, 1.0]], ['2, k, 21', [-0.201138, -0.653624, 1.0]], ['2, k, 22', [-0.216479, -0.628482, 1.0]], ['2, k, 23', [0.551102, -0.632493, 1.0]], ['2, k, 24', [0.460599, -0.636969, 1.0]]]
[['2, k, 0', [0.138189, -1.31947, 1.0]], ['2, k, 1', [0.14613, -1.05028, 1.0]], ['2, k, 2', [0.150088, -0.78999, 1.0]], ['2, k, 3', [0.175169, -0.674796, 1.0]], ['2, k, 4', [0.05833, -0.822843, 1.0]], ['2, k, 5', [-0.0110511, -0.769169, 1.0]], ['2, k, 6', [-0.101958, -0.703018, 1.0]], ['2, k, 7', [-0.173295, -0.652015, 1.0]], ['2, k, 8', [0.281358, -0.874475, 1.0]], ['2, k, 9', [0.353035, -0.763201, 1.0]], ['2, k, 10', [0.409173, -0.713668, 1.0]], ['2, k, 11', [0.442843, -0.690615, 1.0]], ['2, k, 12', [0.0748017, -1.30249, 1.0]], ['2, k, 13', [0.0163932, -1.46413, 1.0]], ['2, k, 14', [0.0184797, -1.81009, 1.0]], ['2, k, 15', [0.0110913, -1.84561, 1.0]], ['2, k, 16', [0.199555, -1.31679, 1.0]], ['2, k, 17', [0.264398, -1.45955, 1.0]], ['2, k, 18', [0.250388, -1.80571, 1.0]], ['2, k, 19', [0.239635, -1.84418, 1.0]], ['2, k, 20', [0.149069, -0.855318, 1.0]], ['2, k, 21', [-0.176603, -0.660112, 1.0]], ['2, k, 22', [-0.215306, -0.63149, 1.0]], ['2, k, 23', [0.474218, -0.691603, 1.0]], ['2, k, 24', [0.38297, -0.694883, 1.0]]]
[['2, k, 0', [0.135962, -1.31399, 1.0]], ['2, k, 1', [0.145103, -1.04973, 1.0]], ['2, k, 2', [0.149629, -0.789934, 1.0]], ['2, k, 3', [0.175002, -0.674942, 1.0]], ['2, k, 4', [0.0534553, -0.779165, 1.0]], ['2, k, 5', [-0.0155477, -0.738788, 1.0]], ['2, k, 6', [-0.0720005, -0.694234, 1.0]], ['2, k, 7', [-0.16584, -0.657374, 1.0]], ['2, k, 8', [0.280045, -0.878172, 1.0]], ['2, k, 9', [0.358799, -0.721428, 1.0]], ['2, k, 10', [0.408536, -0.696387, 1.0]], ['2, k, 11', [0.51654, -0.637519, 1.0]], ['2, k, 12', [0.0750619, -1.29585, 1.0]], ['2, k, 13', [0.0164876, -1.4631, 1.0]], ['2, k, 14', [0.01872, -1.80913, 1.0]], ['2, k, 15', [0.00799826, -1.84452, 1.0]], ['2, k, 16', [0.194036, -1.31132, 1.0]], ['2, k, 17', [0.264275, -1.45912, 1.0]], ['2, k, 18', [0.253011, -1.80533, 1.0]], ['2, k, 19', [0.239125, -1.84368, 1.0]], ['2, k, 20', [0.148589, -0.855165, 1.0]], ['2, k, 21', [-0.210363, -0.663563, 1.0]], ['2, k, 22', [-0.213316, -0.638417, 1.0]], ['2, k, 23', [0.551909, -0.639177, 1.0]], ['2, k, 24', [0.463189, -0.64463, 1.0]]]
[['2, k, 0', [0.134348, -1.31556, 1.0]], ['2, k, 1', [0.143391, -1.05133, 1.0]], ['2, k, 2', [0.149092, -0.790341, 1.0]], ['2, k, 3', [0.174822, -0.675527, 1.0]], ['2, k, 4', [0.053121, -0.778247, 1.0]], ['2, k, 5', [-0.0503164, -0.72576, 1.0]], ['2, k, 6', [-0.102286, -0.712777, 1.0]], ['2, k, 7', [-0.167098, -0.659677, 1.0]], ['2, k, 8', [0.28003, -0.880816, 1.0]], ['2, k, 9', [0.351734, -0.766733, 1.0]], ['2, k, 10', [0.417837, -0.715391, 1.0]], ['2, k, 11', [0.516635, -0.64017, 1.0]], ['2, k, 12', [0.0752937, -1.2963, 1.0]], ['2, k, 13', [0.0162236, -1.46306, 1.0]], ['2, k, 14', [0.0185461, -1.8049, 1.0]], ['2, k, 15', [0.00828236, -1.83957, 1.0]], ['2, k, 16', [0.188623, -1.31509, 1.0]], ['2, k, 17', [0.265313, -1.45934, 1.0]], ['2, k, 18', [0.252235, -1.80554, 1.0]], ['2, k, 19', [0.238608, -1.84323, 1.0]], ['2, k, 20', [0.147853, -0.855741, 1.0]], ['2, k, 21', [-0.173829, -0.657442, 1.0]], ['2, k, 22', [-0.212197, -0.63747, 1.0]], ['2, k, 23', [0.549402, -0.642665, 1.0]], ['2, k, 24', [0.460614, -0.644283, 1.0]]]
[['2, k, 0', [0.125369, -1.32456, 1.0]], ['2, k, 1', [0.137971, -1.06, 1.0]], ['2, k, 2', [0.147888, -0.796444, 1.0]], ['2, k, 3', [0.173694, -0.681401, 1.0]], ['2, k, 4', [0.0619358, -0.858019, 1.0]], ['2, k, 5', [-0.00660503, -0.79608, 1.0]], ['2, k, 6', [-0.0633829, -0.725981, 1.0]], ['2, k, 7', [-0.163788, -0.660372, 1.0]], ['2, k, 8', [0.275202, -0.897618, 1.0]], ['2, k, 9', [0.349315, -0.77382, 1.0]], ['2, k, 10', [0.408628, -0.734603, 1.0]], ['2, k, 11', [0.444338, -0.700491, 1.0]], ['2, k, 12', [0.0613106, -1.30645, 1.0]], ['2, k, 13', [0.0149733, -1.4691, 1.0]], ['2, k, 14', [0.0176326, -1.8062, 1.0]], ['2, k, 15', [-0.0106411, -1.85603, 1.0]], ['2, k, 16', [0.18379, -1.32419, 1.0]], ['2, k, 17', [0.265569, -1.46021, 1.0]], ['2, k, 18', [0.253513, -1.80646, 1.0]], ['2, k, 19', [0.244475, -1.84409, 1.0]], ['2, k, 20', [0.145756, -0.862332, 1.0]], ['2, k, 21', [-0.173394, -0.662959, 1.0]], ['2, k, 22', [-0.210157, -0.636704, 1.0]], ['2, k, 23', [0.477333, -0.70294, 1.0]], ['2, k, 24', [0.387112, -0.704234, 1.0]]]
[['2, k, 0', [0.128763, -1.324, 1.0]], ['2, k, 1', [0.138959, -1.06052, 1.0]], ['2, k, 2', [0.148424, -0.797728, 1.0]], ['2, k, 3', [0.173583, -0.682553, 1.0]], ['2, k, 4', [0.0620528, -0.857928, 1.0]], ['2, k, 5', [-0.00661697, -0.796904, 1.0]], ['2, k, 6', [-0.0637221, -0.727274, 1.0]], ['2, k, 7', [-0.167179, -0.664822, 1.0]], ['2, k, 8', [0.276605, -0.895804, 1.0]], ['2, k, 9', [0.35548, -0.723101, 1.0]], ['2, k, 10', [0.406876, -0.700684, 1.0]], ['2, k, 11', [0.513198, -0.64382, 1.0]], ['2, k, 12', [0.0643468, -1.30667, 1.0]], ['2, k, 13', [0.0150452, -1.46777, 1.0]], ['2, k, 14', [0.0104384, -1.73163, 1.0]], ['2, k, 15', [0.00428572, -1.7674, 1.0]], ['2, k, 16', [0.190726, -1.32121, 1.0]], ['2, k, 17', [0.263842, -1.45832, 1.0]], ['2, k, 18', [0.252262, -1.80511, 1.0]], ['2, k, 19', [0.243721, -1.84314, 1.0]], ['2, k, 20', [0.146334, -0.863361, 1.0]], ['2, k, 21', [-0.170791, -0.66699, 1.0]], ['2, k, 22', [-0.209382, -0.641932, 1.0]], ['2, k, 23', [0.556074, -0.645851, 1.0]], ['2, k, 24', [0.503174, -0.665131, 1.0]]]
[['2, k, 0', [0.131121, -1.32444, 1.0]], ['2, k, 1', [0.13959, -1.05976, 1.0]], ['2, k, 2', [0.148021, -0.795052, 1.0]], ['2, k, 3', [0.173713, -0.67978, 1.0]], ['2, k, 4', [0.0618585, -0.857675, 1.0]], ['2, k, 5', [-0.00711552, -0.797458, 1.0]], ['2, k, 6', [-0.064753, -0.728147, 1.0]], ['2, k, 7', [-0.164769, -0.664679, 1.0]], ['2, k, 8', [0.276491, -0.894474, 1.0]], ['2, k, 9', [0.349102, -0.773479, 1.0]], ['2, k, 10', [0.393472, -0.732482, 1.0]], ['2, k, 11', [0.437095, -0.703873, 1.0]], ['2, k, 12', [0.0681893, -1.30732, 1.0]], ['2, k, 13', [0.014491, -1.46792, 1.0]], ['2, k, 14', [0.0118757, -1.73164, 1.0]], ['2, k, 15', [0.0059836, -1.76715, 1.0]], ['2, k, 16', [0.192133, -1.32148, 1.0]], ['2, k, 17', [0.262546, -1.46938, 1.0]], ['2, k, 18', [0.252655, -1.8164, 1.0]], ['2, k, 19', [0.244275, -1.85486, 1.0]], ['2, k, 20', [0.146225, -0.8614, 1.0]], ['2, k, 21', [-0.174028, -0.664184, 1.0]], ['2, k, 22', [-0.211225, -0.641209, 1.0]], ['2, k, 23', [0.480237, -0.70585, 1.0]], ['2, k, 24', [0.42771, -0.725059, 1.0]]]
[['2, k, 0', [0.136074, -1.33055, 1.0]], ['2, k, 1', [0.140738, -1.06176, 1.0]], ['2, k, 2', [0.147836, -0.795323, 1.0]], ['2, k, 3', [0.173504, -0.679985, 1.0]], ['2, k, 4', [0.0619469, -0.857669, 1.0]], ['2, k, 5', [-0.00732815, -0.797798, 1.0]], ['2, k, 6', [-0.0655153, -0.728785, 1.0]], ['2, k, 7', [-0.168871, -0.663939, 1.0]], ['2, k, 8', [0.276226, -0.893445, 1.0]], ['2, k, 9', [0.354348, -0.724023, 1.0]], ['2, k, 10', [0.403207, -0.699668, 1.0]], ['2, k, 11', [0.510572, -0.644832, 1.0]], ['2, k, 12', [0.072399, -1.31439, 1.0]], ['2, k, 13', [0.0132977, -1.46972, 1.0]], ['2, k, 14', [0.0191687, -1.8165, 1.0]], ['2, k, 15', [0.0141553, -1.85133, 1.0]], ['2, k, 16', [0.19831, -1.32724, 1.0]], ['2, k, 17', [0.262389, -1.46763, 1.0]], ['2, k, 18', [0.254822, -1.81467, 1.0]], ['2, k, 19', [0.246702, -1.85324, 1.0]], ['2, k, 20', [0.146169, -0.861863, 1.0]], ['2, k, 21', [-0.195214, -0.665516, 1.0]], ['2, k, 22', [-0.210645, -0.644969, 1.0]], ['2, k, 23', [0.53234, -0.647968, 1.0]], ['2, k, 24', [0.457912, -0.650408, 1.0]]]
