[['2, k, 0', [8.39147, 78.78394, 1.0]], ['2, k, 1', [5.138235160121319, 111.57145546055014, 1.0]], ['2, k, 2', [2.693752148140878, 136.21841150843366, 1.0]], ['2, k, 3', [2.0154621323423227, 143.19607838071212, 1.0]], ['2, k, 4', [16.959670151025964, 126.67991987727537, 1.0]], ['2, k, 5', [19.021095463239266, 96.31388661547314, 1.0]], ['2, k, 6', [18.737936026347104, 74.2151423405549, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.370524329278105, 128.3194050565221, 1.0]], ['2, k, 9', [-21.38711474549327, 104.8858805027926, 1.0]], ['2, k, 10', [-24.881018777944632, 78.75363699067361, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.82511529741554, 78.15258628815954, 1.0]], ['2, k, 13', [1.6942318769894644, 40.54831679095422, 1.0]], ['2, k, 14', [-5.126758784247806, 12.768146877554724, 1.0]], ['2, k, 15', [1.405282918835626, 10.580772540443089, 1.0]], ['2, k, 16', [2.709190036584987, 79.30490900560572, 1.0]], ['2, k, 17', [-4.606798243954457, 47.43102498430564, 1.0]], ['2, k, 18', [-11.775403062518311, 11.153659508098876, 1.0]], ['2, k, 19', [-5.057949984153209, 8.439094773722578, 1.0]], ['2, k, 20', [2.693752148140878, 136.21841150843366, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [7.966654, 80.05181400000001, 1.0]], ['2, k, 1', [4.993941147886952, 112.11046292455683, 1.0]], ['2, k, 2', [2.8225878155404844, 136.26345542781704, 1.0]], ['2, k, 3', [2.224742223672992, 143.0909425542843, 1.0]], ['2, k, 4', [20.468829031621954, 131.83675062613972, 1.0]], ['2, k, 5', [21.768714734378083, 101.42908731941847, 1.0]], ['2, k, 6', [17.663811948333894, 73.22312003901658, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.844719331845392, 128.52104038184265, 1.0]], ['2, k, 9', [-21.33069520392645, 105.04584575990306, 1.0]], ['2, k, 10', [-24.635858764071763, 77.98328560737411, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [11.88561675511206, 79.67882430581919, 1.0]], ['2, k, 13', [4.461224904099091, 42.03001960532461, 1.0]], ['2, k, 14', [-2.2636508671490345, 11.821508972034522, 1.0]], ['2, k, 15', [1.4030775221974379, 4.899039925473871, 1.0]], ['2, k, 16', [3.6486611697620077, 80.24295033615732, 1.0]], ['2, k, 17', [-4.842470419246732, 46.44676964656663, 1.0]], ['2, k, 18', [-11.757838309810818, 10.175351059319723, 1.0]], ['2, k, 19', [-4.270434716577811, 7.466927974858666, 1.0]], ['2, k, 20', [2.8225878155404844, 136.26345542781704, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.071066, 80.13065399999999, 1.0]], ['2, k, 1', [5.2226083408900195, 112.15119537654061, 1.0]], ['2, k, 2', [3.1664460683115854, 136.2958568515529, 1.0]], ['2, k, 3', [2.606773660715154, 143.12324046291567, 1.0]], ['2, k, 4', [20.81002865098109, 131.8739352571197, 1.0]], ['2, k, 5', [22.158463292167596, 101.4721034325424, 1.0]], ['2, k, 6', [18.03856477090667, 73.61048005607103, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.527777516980445, 128.59143061325267, 1.0]], ['2, k, 9', [-21.01856608069665, 105.12508131667656, 1.0]], ['2, k, 10', [-24.454446102954346, 78.03532093153386, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.014084482777871, 79.71647378128289, 1.0]], ['2, k, 13', [4.471224214070773, 41.534221927655594, 1.0]], ['2, k, 14', [-2.1170463914326563, 11.998050737176559, 1.0]], ['2, k, 15', [1.7694624380220714, 4.735361297058769, 1.0]], ['2, k, 16', [3.8108527821067852, 80.34544738696405, 1.0]], ['2, k, 17', [-4.687738043397076, 46.435336508479885, 1.0]], ['2, k, 18', [-11.611864463714042, 10.102709322988623, 1.0]], ['2, k, 19', [-4.184369488634183, 7.114990862547168, 1.0]], ['2, k, 20', [3.1664460683115854, 136.2958568515529, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.156299999999998, 80.16209, 1.0]], ['2, k, 1', [5.464647383811668, 112.18493126659985, 1.0]], ['2, k, 2', [3.5558884832840607, 136.33065029509507, 1.0]], ['2, k, 3', [3.0435364464183428, 143.16026751718297, 1.0]], ['2, k, 4', [21.196428294880352, 131.91571545977953, 1.0]], ['2, k, 5', [22.613807243353087, 101.52232046465585, 1.0]], ['2, k, 6', [18.318289790340334, 73.12406962023596, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.168955791408262, 128.67335864239504, 1.0]], ['2, k, 9', [-20.660055790151034, 105.20189240967932, 1.0]], ['2, k, 10', [-24.23418466804334, 78.07188199840706, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.144327601812497, 79.7178696672496, 1.0]], ['2, k, 13', [4.607217524407481, 41.69167551826183, 1.0]], ['2, k, 14', [-2.044272815728605, 11.857739144393438, 1.0]], ['2, k, 15', [1.8533295538118382, 4.588175594544254, 1.0]], ['2, k, 16', [3.9812168861568313, 80.38690169987834, 1.0]], ['2, k, 17', [-4.4864716671339515, 46.46131665946654, 1.0]], ['2, k, 18', [-11.41540830636486, 10.05025381437617, 1.0]], ['2, k, 19', [-4.062345826840253, 6.641677178985445, 1.0]], ['2, k, 20', [3.5558884832840607, 136.33065029509507, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.227502, 80.194238, 1.0]], ['2, k, 1', [5.723255495898794, 112.22359968789439, 1.0]], ['2, k, 2', [3.9963576124358524, 136.37106726579117, 1.0]], ['2, k, 3', [3.540064072875274, 143.20271475954553, 1.0]], ['2, k, 4', [21.633354743201306, 131.96593062917606, 1.0]], ['2, k, 5', [23.143325611449168, 101.58456931395921, 1.0]], ['2, k, 6', [18.635050309437993, 72.52953842915059, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.76312402487263, 128.76940174039387, 1.0]], ['2, k, 9', [-20.260265026484866, 105.29217037982198, 1.0]], ['2, k, 10', [-23.94613712564567, 78.34690714154289, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.260962212852386, 79.71949602759793, 1.0]], ['2, k, 13', [4.8142302860274295, 42.263771901033145, 1.0]], ['2, k, 14', [-2.051638348554313, 11.451355582915138, 1.0]], ['2, k, 15', [1.7794907828503645, 4.378908153916142, 1.0]], ['2, k, 16', [4.12811564252942, 80.43421998059004, 1.0]], ['2, k, 17', [-4.298412947778455, 46.51766963828555, 1.0]], ['2, k, 18', [-11.217537215499904, 10.093907097027717, 1.0]], ['2, k, 19', [-3.9088453008632964, 6.5654871204041125, 1.0]], ['2, k, 20', [3.9963576124358524, 136.37106726579117, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.278862, 80.24118200000001, 1.0]], ['2, k, 1', [6.016150258278625, 112.27013735715322, 1.0]], ['2, k, 2', [4.50484160145806, 136.41731842112767, 1.0]], ['2, k, 3', [4.115496128614614, 143.2514391976896, 1.0]], ['2, k, 4', [22.141775399463395, 132.03913225394916, 1.0]], ['2, k, 5', [23.800509382122538, 101.67604570937971, 1.0]], ['2, k, 6', [19.171362422045945, 72.60428514257791, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.281244157392704, 128.8773752643895, 1.0]], ['2, k, 9', [-19.776068007907455, 105.40346508562939, 1.0]], ['2, k, 10', [-23.56338057701996, 78.7753898234848, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.333283784031003, 79.71863187617843, 1.0]], ['2, k, 13', [4.8719341073555915, 42.21761632700615, 1.0]], ['2, k, 14', [-1.9593004858903074, 11.30193894958878, 1.0]], ['2, k, 15', [2.0939458972582923, 3.82319341705512, 1.0]], ['2, k, 16', [4.223701432542036, 80.52850589007588, 1.0]], ['2, k, 17', [-4.151050491620476, 46.58136709375565, 1.0]], ['2, k, 18', [-11.045717959021223, 10.192197608270163, 1.0]], ['2, k, 19', [-3.7558953452042294, 6.668385678486292, 1.0]], ['2, k, 20', [4.50484160145806, 136.41731842112767, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.272222, 80.21686799999999, 1.0]], ['2, k, 1', [6.344728087528031, 112.28802688814149, 1.0]], ['2, k, 2', [5.10123729938299, 136.44756256826236, 1.0]], ['2, k, 3', [4.794906459206941, 143.28548589654793, 1.0]], ['2, k, 4', [22.73043721831796, 132.08655326267717, 1.0]], ['2, k, 5', [24.33210498564482, 101.7289778739422, 1.0]], ['2, k, 6', [19.69614470899531, 72.62750016050535, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-9.73902465064753, 128.9872539915457, 1.0]], ['2, k, 9', [-19.263052873904392, 105.50302604553274, 1.0]], ['2, k, 10', [-23.16871412777981, 79.22726819451212, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.341540842423061, 79.66166825858502, 1.0]], ['2, k, 13', [4.924965700974439, 42.087881760254945, 1.0]], ['2, k, 14', [-1.8735315419009275, 11.270160030566696, 1.0]], ['2, k, 15', [2.3050368724938073, 3.577245360425402, 1.0]], ['2, k, 16', [4.2366803719577915, 80.53471468839177, 1.0]], ['2, k, 17', [-4.089469135949444, 46.666956060466354, 1.0]], ['2, k, 18', [-10.984237941312596, 10.339230155828844, 1.0]], ['2, k, 19', [-3.765846961911887, 6.505119021957464, 1.0]], ['2, k, 20', [5.10123729938299, 136.44756256826236, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.232838, 80.164266, 1.0]], ['2, k, 1', [6.683798489688423, 112.29108739402179, 1.0]], ['2, k, 2', [5.752315719895677, 136.4668265545133, 1.0]], ['2, k, 3', [5.541436070721683, 143.30856293221478, 1.0]], ['2, k, 4', [23.36606225823486, 132.1198885696872, 1.0]], ['2, k, 5', [24.84480012640001, 101.76378357244022, 1.0]], ['2, k, 6', [20.20938800952061, 72.463810876592, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-9.158803808690896, 129.0964415901432, 1.0]], ['2, k, 9', [-18.7750064850999, 105.51330355295721, 1.0]], ['2, k, 10', [-22.791532220287152, 79.68140760947358, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.304664497516136, 79.58859984288472, 1.0]], ['2, k, 13', [5.018089864345109, 42.316808645001146, 1.0]], ['2, k, 14', [-1.9264092636204486, 10.91158926443239, 1.0]], ['2, k, 15', [2.010840745373956, 3.684149248527011, 1.0]], ['2, k, 16', [4.212975820911549, 80.49514121649852, 1.0]], ['2, k, 17', [-4.074862931100698, 46.73919789065459, 1.0]], ['2, k, 18', [-10.970328764177765, 10.545217372678437, 1.0]], ['2, k, 19', [-3.810510078776951, 6.54946510155754, 1.0]], ['2, k, 20', [5.752315719895677, 136.4668265545133, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.181014000000001, 80.124788, 1.0]], ['2, k, 1', [7.063034388632257, 112.2770929583343, 1.0]], ['2, k, 2', [6.475936349853039, 136.4468827286749, 1.0]], ['2, k, 3', [6.370865040259254, 143.28535878741104, 1.0]], ['2, k, 4', [24.076094709188006, 132.04466640975727, 1.0]], ['2, k, 5', [25.478291756760985, 101.69268698078255, 1.0]], ['2, k, 6', [20.845811922962152, 72.35180142892575, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-8.511110979686547, 129.1673719456479, 1.0]], ['2, k, 9', [-18.223432584627687, 105.46760962710577, 1.0]], ['2, k, 10', [-22.34502055834349, 80.04762744670876, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.247279512771206, 79.50370811023203, 1.0]], ['2, k, 13', [5.115043079184803, 42.28127335659379, 1.0]], ['2, k, 14', [-1.8345966414266401, 10.719994750253978, 1.0]], ['2, k, 15', [1.886910366950533, 3.548853799139705, 1.0]], ['2, k, 16', [4.124260213441375, 80.49751592340654, 1.0]], ['2, k, 17', [-4.0483412334072435, 46.774250476433565, 1.0]], ['2, k, 18', [-10.914536691021985, 10.757713256432119, 1.0]], ['2, k, 19', [-3.815020281977479, 6.47162220269995, 1.0]], ['2, k, 20', [6.475936349853039, 136.4468827286749, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.14672, 80.051134, 1.0]], ['2, k, 1', [7.512940319571762, 112.22547751642783, 1.0]], ['2, k, 2', [7.309018669808484, 136.38503703700368, 1.0]], ['2, k, 3', [7.321399684601384, 143.22017629718212, 1.0]], ['2, k, 4', [24.891007320160025, 131.9133506918675, 1.0]], ['2, k, 5', [26.25621978222079, 101.5693257182271, 1.0]], ['2, k, 6', [21.69104359380347, 72.18825015239362, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-7.800386203643815, 129.1847746152226, 1.0]], ['2, k, 9', [-17.614782548931018, 105.33892906179913, 1.0]], ['2, k, 10', [-21.867714744022678, 80.0413634544713, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.234941038867515, 79.39046486918959, 1.0]], ['2, k, 13', [5.316290807068414, 42.06943902505032, 1.0]], ['2, k, 14', [-1.5499114382852879, 10.68701177764915, 1.0]], ['2, k, 15', [2.1382783827061105, 3.5112569010702535, 1.0]], ['2, k, 16', [3.9948783868465636, 80.47760879812019, 1.0]], ['2, k, 17', [-4.019034424808234, 46.76400729478414, 1.0]], ['2, k, 18', [-10.842597544469626, 10.902446301943378, 1.0]], ['2, k, 19', [-3.828922326348316, 6.441255068355559, 1.0]], ['2, k, 20', [7.309018669808484, 136.38503703700368, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.127756, 79.961866, 1.0]], ['2, k, 1', [8.027282611874933, 112.15001193879993, 1.0]], ['2, k, 2', [8.25148837535248, 136.29343150022734, 1.0]], ['2, k, 3', [8.392624401960692, 143.12562918259547, 1.0]], ['2, k, 4', [25.810941764914155, 131.77660877479545, 1.0]], ['2, k, 5', [27.142003534396476, 101.44272460510902, 1.0]], ['2, k, 6', [22.66675598512818, 71.9858633296645, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.990756778929963, 129.17235348884861, 1.0]], ['2, k, 9', [-16.95814845174101, 105.11339208446542, 1.0]], ['2, k, 10', [-21.325612669498625, 79.96786496726195, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.260958726402317, 79.27555469499902, 1.0]], ['2, k, 13', [5.520510245298025, 42.05061861570405, 1.0]], ['2, k, 14', [-1.2526913942603661, 10.635032088809744, 1.0]], ['2, k, 15', [2.286995055041216, 3.982134611493307, 1.0]], ['2, k, 16', [3.867226692520539, 80.4326952666131, 1.0]], ['2, k, 17', [-3.9837219882800916, 46.730635606309555, 1.0]], ['2, k, 18', [-10.768217877011853, 10.95140112442423, 1.0]], ['2, k, 19', [-3.4383621708643126, 6.354908275294957, 1.0]], ['2, k, 20', [8.25148837535248, 136.29343150022734, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [7.977642, 79.82221200000001, 1.0]], ['2, k, 1', [8.474628881066698, 112.04574102358181, 1.0]], ['2, k, 2', [9.168091860905204, 136.16447629206155, 1.0]], ['2, k, 3', [9.4486879128882, 142.99422218203603, 1.0]], ['2, k, 4', [26.707748175110417, 131.61225859922453, 1.0]], ['2, k, 5', [27.99940049250668, 101.29110869710462, 1.0]], ['2, k, 6', [23.62109820170482, 71.86531611394736, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.166366544989678, 129.14187553607871, 1.0]], ['2, k, 9', [-16.31224892708924, 104.83521419753549, 1.0]], ['2, k, 10', [-20.81363258299261, 79.82033275646364, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [12.150788445806311, 79.09907710882493, 1.0]], ['2, k, 13', [5.523204591178935, 42.093463785865595, 1.0]], ['2, k, 14', [-1.1045974438400252, 10.63209249417772, 1.0]], ['2, k, 15', [2.3765295892448903, 4.197921231169538, 1.0]], ['2, k, 16', [3.6229746600169808, 80.35190807509264, 1.0]], ['2, k, 17', [-4.036477648936105, 46.6799679617478, 1.0]], ['2, k, 18', [-10.777359129933565, 11.003341832176709, 1.0]], ['2, k, 19', [-3.7155369368017483, 6.313946146532906, 1.0]], ['2, k, 20', [9.168091860905204, 136.16447629206155, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [7.731316, 79.614878, 1.0]], ['2, k, 1', [8.870276232061004, 111.877365470769, 1.0]], ['2, k, 2', [10.06477932692636, 135.95695832416806, 1.0]], ['2, k, 3', [10.492431468329665, 142.78203270902043, 1.0]], ['2, k, 4', [27.582320319020653, 131.31349043482564, 1.0]], ['2, k, 5', [28.854684286145297, 101.00385403370782, 1.0]], ['2, k, 6', [24.546262514542935, 71.65047497761114, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.356790061208182, 129.052391653464, 1.0]], ['2, k, 9', [-15.776087817208301, 104.259555698957, 1.0]], ['2, k, 10', [-20.378904186875467, 79.51458726561592, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [11.951112999079063, 78.85537361821952, 1.0]], ['2, k, 13', [5.503140067688911, 42.0001600844422, 1.0]], ['2, k, 14', [-0.9820084706172727, 10.657163265446627, 1.0]], ['2, k, 15', [2.5509837030966356, 4.200412480374409, 1.0]], ['2, k, 16', [3.307682497459422, 80.21234414658309, 1.0]], ['2, k, 17', [-4.162921271801551, 46.618887216616955, 1.0]], ['2, k, 18', [-10.889999208805019, 11.00425379556112, 1.0]], ['2, k, 19', [-4.1738311168478575, 6.466777815015857, 1.0]], ['2, k, 20', [10.06477932692636, 135.95695832416806, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [7.473879999999999, 79.38318, 1.0]], ['2, k, 1', [9.292760014004175, 111.64918577321777, 1.0]], ['2, k, 2', [11.018527853637439, 135.68381070758096, 1.0]], ['2, k, 3', [11.600384627778304, 142.5045694787005, 1.0]], ['2, k, 4', [28.51050250683906, 130.9523092228306, 1.0]], ['2, k, 5', [29.80610218302352, 100.65528998643987, 1.0]], ['2, k, 6', [25.618242070859864, 71.38937741327908, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.456958735024461, 128.9133134883421, 1.0]], ['2, k, 9', [-15.199541491738657, 103.59629126867956, 1.0]], ['2, k, 10', [-19.881093670738835, 79.18398147256228, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [11.748318288168, 78.58756362355135, 1.0]], ['2, k, 13', [5.532294763537164, 41.86914939428896, 1.0]], ['2, k, 14', [-0.8293438919918401, 10.673424870894657, 1.0]], ['2, k, 15', [2.7828462597870063, 4.150875701075448, 1.0]], ['2, k, 16', [3.026355103129969, 80.04806453122896, 1.0]], ['2, k, 17', [-4.274547625709997, 46.54396085589699, 1.0]], ['2, k, 18', [-11.00162185284995, 11.009312574905984, 1.0]], ['2, k, 19', [-4.350718222522053, 6.421244338804101, 1.0]], ['2, k, 20', [11.018527853637439, 135.68381070758096, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [7.047446000000001, 79.176266, 1.0]], ['2, k, 1', [9.579583538397, 111.40378502027833, 1.0]], ['2, k, 2', [11.85614726380032, 135.34937772653603, 1.0]], ['2, k, 3', [12.59690159797938, 142.14848232569676, 1.0]], ['2, k, 4', [29.425245330484962, 130.5759422860902, 1.0]], ['2, k, 5', [30.62753519716645, 100.2945712543067, 1.0]], ['2, k, 6', [26.590136244054886, 71.11218852573609, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-3.614625250233482, 128.734483901402, 1.0]], ['2, k, 9', [-14.705787582823977, 102.88363885408857, 1.0]], ['2, k, 10', [-19.430649147395748, 78.9908801307876, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [11.29306457186009, 78.32284941894567, 1.0]], ['2, k, 13', [5.243338870748894, 41.842929503365504, 1.0]], ['2, k, 14', [-0.9819421020823809, 10.741407176800362, 1.0]], ['2, k, 15', [2.6987075735965873, 4.224259071637333, 1.0]], ['2, k, 16', [2.5917044610134807, 79.91660371074103, 1.0]], ['2, k, 17', [-4.557367825282745, 46.49780493322155, 1.0]], ['2, k, 18', [-11.290883316923175, 11.09983321528253, 1.0]], ['2, k, 19', [-4.64605812584146, 6.414124886649798, 1.0]], ['2, k, 20', [11.85614726380032, 135.34937772653603, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [6.496542, 78.848902, 1.0]], ['2, k, 1', [9.7909325628312, 111.07035825607505, 1.0]], ['2, k, 2', [12.6497345251159, 134.93086188220505, 1.0]], ['2, k, 3', [13.557277520289588, 141.7008710740272, 1.0]], ['2, k, 4', [30.25279881021672, 130.1371146330089, 1.0]], ['2, k, 5', [31.272698115112924, 99.85607413653209, 1.0]], ['2, k, 6', [27.347158908414215, 70.84088567513584, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-2.8529083206786705, 128.4681509019395, 1.0]], ['2, k, 9', [-14.27969672817212, 102.16371226927856, 1.0]], ['2, k, 10', [-19.07364224062729, 78.67320869319589, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [10.699721299505683, 78.01152699976345, 1.0]], ['2, k, 13', [4.825892512147176, 41.95073392716144, 1.0]], ['2, k, 14', [-1.2769333975350605, 10.866938764008196, 1.0]], ['2, k, 15', [2.478500225808148, 4.403452036164381, 1.0]], ['2, k, 16', [2.0967261473989565, 79.64968893520769, 1.0]], ['2, k, 17', [-4.892075752187934, 46.472129962493256, 1.0]], ['2, k, 18', [-11.64419115482157, 11.218774700374304, 1.0]], ['2, k, 19', [-5.495735083591603, 6.77113640380654, 1.0]], ['2, k, 20', [12.6497345251159, 134.93086188220505, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [6.024318, 78.51293600000001, 1.0]], ['2, k, 1', [10.129261686731816, 110.68548817769725, 1.0]], ['2, k, 2', [13.600583153479691, 134.45489017561476, 1.0]], ['2, k, 3', [14.682678774420802, 141.1944535276212, 1.0]], ['2, k, 4', [31.157905289999192, 129.65043619209433, 1.0]], ['2, k, 5', [31.994526037398135, 99.37315177407646, 1.0]], ['2, k, 6', [28.174209644361095, 70.5152352876764, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-1.9616526686688243, 128.14204263405782, 1.0]], ['2, k, 9', [-13.70611557197114, 101.5148988345587, 1.0]], ['2, k, 10', [-18.563245299156016, 78.39127730163571, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [10.191987172194729, 77.71643955789364, 1.0]], ['2, k, 13', [4.5224683715766085, 42.074127606935924, 1.0]], ['2, k, 14', [-1.5069387499084286, 10.97236149120845, 1.0]], ['2, k, 15', [2.1804064664917933, 4.445036774792906, 1.0]], ['2, k, 16', [1.7088560958599635, 79.36933635186045, 1.0]], ['2, k, 17', [-5.117123003145981, 46.50455023849226, 1.0]], ['2, k, 18', [-11.926184135664403, 11.320246370276251, 1.0]], ['2, k, 19', [-5.666542256270856, 6.671666908769328, 1.0]], ['2, k, 20', [13.600583153479691, 134.45489017561476, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
