[['2, k, 0', [-14.04141, 86.53284, 1.0]], ['2, k, 1', [-11.129091501714953, 117.1028604452512, 1.0]], ['2, k, 2', [-8.940940353995847, 140.26542570220707, 1.0]], ['2, k, 3', [-8.309454134061522, 146.86122797133163, 1.0]], ['2, k, 4', [7.007979363896815, 134.26938724788133, 1.0]], ['2, k, 5', [18.141341577736096, 109.59036457389256, 1.0]], ['2, k, 6', [21.78484654496407, 84.14679608681536, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-24.357145505233074, 133.83936811695457, 1.0]], ['2, k, 9', [-29.13991715422647, 102.47510946888217, 1.0]], ['2, k, 10', [-29.93512946248176, 79.38142654040523, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.288874980776471, 86.51550942587822, 1.0]], ['2, k, 13', [0.43455645033417234, 48.15558618854969, 1.0]], ['2, k, 14', [6.055264748617509, 13.3497297602092, 1.0]], ['2, k, 15', [-0.07370462091128438, 10.097383320185902, 1.0]], ['2, k, 16', [-19.436608968650788, 86.40170297211093, 1.0]], ['2, k, 17', [-10.781673387838275, 46.36749628277504, 1.0]], ['2, k, 18', [-1.3060754516605861, 11.26880224143607, 1.0]], ['2, k, 19', [-7.272597275260518, 8.149708642732167, 1.0]], ['2, k, 20', [-8.940940353995847, 140.26542570220707, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.286565999999999, 87.88022199999999, 1.0]], ['2, k, 1', [-10.729453048695753, 117.83039200489164, 1.0]], ['2, k, 2', [-9.536900365651356, 140.5686337623321, 1.0]], ['2, k, 3', [-9.202612319458108, 147.0468568660606, 1.0]], ['2, k, 4', [6.256710541092301, 135.40683240777634, 1.0]], ['2, k, 5', [24.593470546944562, 113.98238471149551, 1.0]], ['2, k, 6', [35.43517102873069, 94.60412557589449, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.001941818262807, 134.8762694782722, 1.0]], ['2, k, 9', [-33.244441371340876, 104.26915330774563, 1.0]], ['2, k, 10', [-32.624825512857555, 79.76102780544176, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.577204171378322, 88.40800705602315, 1.0]], ['2, k, 13', [0.2489040425399578, 49.25616575854831, 1.0]], ['2, k, 14', [5.287654286600319, 12.53536680976216, 1.0]], ['2, k, 15', [-0.9351469249597333, 8.124965921205236, 1.0]], ['2, k, 16', [-17.60807181756297, 87.29246772044651, 1.0]], ['2, k, 17', [-10.384562175763337, 46.97572669498512, 1.0]], ['2, k, 18', [-1.551876140921273, 11.261048823187046, 1.0]], ['2, k, 19', [-3.6196895530103803, 4.280248070105918, 1.0]], ['2, k, 20', [-9.536900365651356, 140.5686337623321, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.310454, 87.914576, 1.0]], ['2, k, 1', [-10.765017133464866, 117.85684074462877, 1.0]], ['2, k, 2', [-9.578172961273879, 140.58409526361197, 1.0]], ['2, k, 3', [-9.244113067366962, 147.0593889904822, 1.0]], ['2, k, 4', [6.212236584600575, 135.41840503878015, 1.0]], ['2, k, 5', [24.56069015175209, 113.80522574881799, 1.0]], ['2, k, 6', [35.35420400220102, 94.30705876149544, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.97731971044477, 134.82708365953513, 1.0]], ['2, k, 9', [-33.20597010122317, 104.45550385495213, 1.0]], ['2, k, 10', [-32.61566306700258, 80.16083503555919, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.524928011833582, 88.440967474513, 1.0]], ['2, k, 13', [0.30212816432600675, 49.28079848439551, 1.0]], ['2, k, 14', [5.347378380505273, 12.528864012177458, 1.0]], ['2, k, 15', [-0.9761872328727144, 7.798618079883313, 1.0]], ['2, k, 16', [-17.634124223900656, 87.33042369091544, 1.0]], ['2, k, 17', [-10.400761991617372, 47.00935660346229, 1.0]], ['2, k, 18', [-1.544208443628806, 11.18327343697866, 1.0]], ['2, k, 19', [-3.638685879729202, 4.189731960804956, 1.0]], ['2, k, 20', [-9.578172961273879, 140.58409526361197, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.332744, 87.922798, 1.0]], ['2, k, 1', [-10.804067771800957, 117.8684388142668, 1.0]], ['2, k, 2', [-9.6271901599791, 140.59090561263923, 1.0]], ['2, k, 3', [-9.294928596622945, 147.06434732875167, 1.0]], ['2, k, 4', [6.164329637856236, 135.41762539584408, 1.0]], ['2, k, 5', [24.484089646611565, 113.56485552247011, 1.0]], ['2, k, 6', [35.186470059572876, 93.91111403407291, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.923565461767737, 134.80932570290236, 1.0]], ['2, k, 9', [-33.13934449097621, 104.67495612170087, 1.0]], ['2, k, 10', [-32.55218339940473, 80.85396135439659, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.420001041972484, 88.44045140484259, 1.0]], ['2, k, 13', [0.41399748982578366, 49.30419946917471, 1.0]], ['2, k, 14', [5.4690293312352125, 12.521644999871398, 1.0]], ['2, k, 15', [-1.2464521663836052, 7.4354202309716495, 1.0]], ['2, k, 16', [-17.689636874484155, 87.3348844529454, 1.0]], ['2, k, 17', [-10.467976068030563, 47.00840058649075, 1.0]], ['2, k, 18', [-1.591406821388393, 11.086954338850113, 1.0]], ['2, k, 19', [-3.6986194746625136, 4.079965284600456, 1.0]], ['2, k, 20', [-9.6271901599791, 140.59090561263923, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.344438, 87.909616, 1.0]], ['2, k, 1', [-10.83808734626257, 117.8705921671135, 1.0]], ['2, k, 2', [-9.676008485160624, 140.59132561805055, 1.0]], ['2, k, 3', [-9.347050216730501, 147.06340668069552, 1.0]], ['2, k, 4', [6.113004750840467, 135.40485568562775, 1.0]], ['2, k, 5', [24.34677123775659, 113.26988883812189, 1.0]], ['2, k, 6', [34.910257768406204, 93.40389478526511, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.92902343019699, 134.84510974164715, 1.0]], ['2, k, 9', [-33.13723406703737, 104.96182532642133, 1.0]], ['2, k, 10', [-32.523588084047944, 81.25230824344952, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.378263524723195, 88.41237822326474, 1.0]], ['2, k, 13', [0.4564318078225531, 49.32301190561743, 1.0]], ['2, k, 14', [5.520918175921702, 12.511291165614587, 1.0]], ['2, k, 15', [-0.9863301526167447, 7.6037466819986825, 1.0]], ['2, k, 16', [-17.74079003944583, 87.31360538137173, 1.0]], ['2, k, 17', [-10.555189630790373, 46.98296312829536, 1.0]], ['2, k, 18', [-1.6793178482445494, 11.032533664721889, 1.0]], ['2, k, 19', [-3.7998525834938257, 4.012435777918457, 1.0]], ['2, k, 20', [-9.676008485160624, 140.59132561805055, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.353480000000001, 87.888508, 1.0]], ['2, k, 1', [-10.868629302124877, 117.87444731104506, 1.0]], ['2, k, 2', [-9.7182964717845, 140.6028772073887, 1.0]], ['2, k, 3', [-9.391267210194407, 147.07655109923365, 1.0]], ['2, k, 4', [6.067688525236704, 135.39542774936393, 1.0]], ['2, k, 5', [24.2259704661864, 112.85666844689831, 1.0]], ['2, k, 6', [34.65252145241805, 92.77363553442297, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.91725372722513, 134.78289911062632, 1.0]], ['2, k, 9', [-33.14827890255634, 104.87329278237107, 1.0]], ['2, k, 10', [-32.58135870000735, 81.29587556648244, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.357265957607902, 88.37510513706928, 1.0]], ['2, k, 13', [0.44814792338799236, 49.338955202732315, 1.0]], ['2, k, 14', [5.520123794315602, 12.479779908541175, 1.0]], ['2, k, 15', [-0.9827892857466693, 7.2574369358685695, 1.0]], ['2, k, 16', [-17.803335451074595, 87.27918439917343, 1.0]], ['2, k, 17', [-10.663008926543206, 46.94588996559252, 1.0]], ['2, k, 18', [-1.7995672300813936, 11.012800253658021, 1.0]], ['2, k, 19', [-3.9359766521366364, 3.9846122165904845, 1.0]], ['2, k, 20', [-9.7182964717845, 140.6028772073887, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.355806000000001, 87.85936, 1.0]], ['2, k, 1', [-10.892802397716707, 117.87569957159756, 1.0]], ['2, k, 2', [-9.75448712887236, 140.61628945533127, 1.0]], ['2, k, 3', [-9.42918167731882, 147.09261609675164, 1.0]], ['2, k, 4', [6.049325852909233, 135.3743243691018, 1.0]], ['2, k, 5', [24.08795087080665, 112.38526527084386, 1.0]], ['2, k, 6', [34.30110401082632, 92.05648547396014, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.95415824269087, 134.83044885397314, 1.0]], ['2, k, 9', [-33.20326758941378, 104.80629968157551, 1.0]], ['2, k, 10', [-32.54554976828821, 81.51961287985824, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.334083246655207, 88.33905041707298, 1.0]], ['2, k, 13', [0.4565045348343739, 49.36051898703702, 1.0]], ['2, k, 14', [5.534615354114676, 12.456925784118127, 1.0]], ['2, k, 15', [-0.9541018914705024, 7.458375782810441, 1.0]], ['2, k, 16', [-17.85284886706948, 87.22711636740547, 1.0]], ['2, k, 17', [-10.785157936943648, 46.88785753679757, 1.0]], ['2, k, 18', [-1.9598531720014627, 11.006255085445304, 1.0]], ['2, k, 19', [-4.1070154548998445, 3.9697806641627675, 1.0]], ['2, k, 20', [-9.75448712887236, 140.61628945533127, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.31544, 87.77498, 1.0]], ['2, k, 1', [-10.840084502306091, 117.85275549392368, 1.0]], ['2, k, 2', [-9.705780078003954, 140.61927000316996, 1.0]], ['2, k, 3', [-9.378756404072867, 147.10004950758264, 1.0]], ['2, k, 4', [6.11408879681926, 135.33831562505722, 1.0]], ['2, k, 5', [23.98205693058074, 111.90476269279866, 1.0]], ['2, k, 6', [33.95206491626846, 91.27959458614384, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.883015500285506, 134.94368955192604, 1.0]], ['2, k, 9', [-33.151612869076956, 104.8004929688522, 1.0]], ['2, k, 10', [-32.40979860656423, 81.56646496095453, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.355116245238319, 88.21754704288121, 1.0]], ['2, k, 13', [0.44945119849388426, 49.35181850615402, 1.0]], ['2, k, 14', [5.528499989566889, 12.446428552606584, 1.0]], ['2, k, 15', [-0.9840868933273743, 7.541265361121809, 1.0]], ['2, k, 16', [-17.847155564778973, 87.15853367293218, 1.0]], ['2, k, 17', [-10.803882338012269, 46.81973790045359, 1.0]], ['2, k, 18', [-2.013928539633005, 11.030570499962167, 1.0]], ['2, k, 19', [-4.1738051062146, 3.9900331545760706, 1.0]], ['2, k, 20', [-9.705780078003954, 140.61927000316996, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.254168000000002, 87.68487, 1.0]], ['2, k, 1', [-10.756199101982016, 117.83001620182131, 1.0]], ['2, k, 2', [-9.621128663469069, 140.62675303802456, 1.0]], ['2, k, 3', [-9.29020178740523, 147.11303091647855, 1.0]], ['2, k, 4', [6.2104179629812695, 135.30730917828924, 1.0]], ['2, k, 5', [23.934996996990414, 111.41541438507589, 1.0]], ['2, k, 6', [33.726109734468196, 90.32528336544387, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.726343473054836, 134.9155472330675, 1.0]], ['2, k, 9', [-32.98428682955691, 104.63093370395194, 1.0]], ['2, k, 10', [-32.2863414980931, 81.35841269031202, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.399365131405784, 88.0936740448159, 1.0]], ['2, k, 13', [0.4183678799319388, 49.34731900435137, 1.0]], ['2, k, 14', [5.498435675898697, 12.443509344891353, 1.0]], ['2, k, 15', [-0.9996942569537044, 7.5574385803033906, 1.0]], ['2, k, 16', [-17.782483970366414, 87.0867354676477, 1.0]], ['2, k, 17', [-10.739853216143675, 46.74640955790835, 1.0]], ['2, k, 18', [-1.9977209595624643, 11.1142038731941, 1.0]], ['2, k, 19', [-4.1731295812557825, 4.074309484760258, 1.0]], ['2, k, 20', [-9.621128663469069, 140.62675303802456, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.192146, 87.60740799999999, 1.0]], ['2, k, 1', [-10.670637040885044, 117.81074272681866, 1.0]], ['2, k, 2', [-9.531770078786822, 140.6384611142884, 1.0]], ['2, k, 3', [-9.195904472049772, 147.13061469371908, 1.0]], ['2, k, 4', [6.317087952495353, 135.27695277352018, 1.0]], ['2, k, 5', [23.90973699101419, 110.95279496533894, 1.0]], ['2, k, 6', [33.56196158141192, 89.30679528398454, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.609306607517723, 134.82818913031963, 1.0]], ['2, k, 9', [-32.857901695026634, 104.37072505675565, 1.0]], ['2, k, 10', [-32.22314381470505, 81.05332145768979, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.417315114391773, 87.99087865254982, 1.0]], ['2, k, 13', [0.4153606570485904, 49.33967723269745, 1.0]], ['2, k, 14', [5.494899587635974, 12.441859198852192, 1.0]], ['2, k, 15', [-1.3201579426550119, 7.3577678074459545, 1.0]], ['2, k, 16', [-17.68593688592238, 87.02822824515626, 1.0]], ['2, k, 17', [-10.641172750952972, 46.68018052351146, 1.0]], ['2, k, 18', [-1.9384699651485437, 11.159660431398166, 1.0]], ['2, k, 19', [-4.1145022749925655, 4.128152305848683, 1.0]], ['2, k, 20', [-9.531770078786822, 140.6384611142884, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.124022, 87.510088, 1.0]], ['2, k, 1', [-10.579544682840556, 117.77158353292089, 1.0]], ['2, k, 2', [-9.434879759572043, 140.63056456706266, 1.0]], ['2, k, 3', [-9.094285080122331, 147.12804457464276, 1.0]], ['2, k, 4', [6.424268789272351, 135.23325017886472, 1.0]], ['2, k, 5', [23.70674518351175, 110.68262340748971, 1.0]], ['2, k, 6', [33.204202195906404, 88.48336648854993, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.299228401464052, 134.79478794545136, 1.0]], ['2, k, 9', [-32.50250429279803, 104.30550238377042, 1.0]], ['2, k, 10', [-31.94191662564666, 80.97547889797242, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.444803360608024, 87.86533613453786, 1.0]], ['2, k, 13', [0.3922298681731169, 49.33425361817656, 1.0]], ['2, k, 14', [5.475820003335133, 12.45302355862053, 1.0]], ['2, k, 15', [-1.550436736566187, 6.934744696730696, 1.0]], ['2, k, 16', [-17.572833829094645, 86.96429510936953, 1.0]], ['2, k, 17', [-10.522994285626687, 46.60775968135036, 1.0]], ['2, k, 18', [-1.858132194080257, 11.19742689815343, 1.0]], ['2, k, 19', [-4.042814168718441, 4.168396221668837, 1.0]], ['2, k, 20', [-9.434879759572043, 140.63056456706266, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-12.022018, 87.38494599999999, 1.0]], ['2, k, 1', [-10.452892862193663, 117.71813430715018, 1.0]], ['2, k, 2', [-9.29835468203484, 140.61578285546702, 1.0]], ['2, k, 3', [-8.952560870904573, 147.1197867697072, 1.0]], ['2, k, 4', [6.568208579485643, 135.18660763998994, 1.0]], ['2, k, 5', [23.488582970482984, 110.47909293668309, 1.0]], ['2, k, 6', [32.75954800877116, 87.792205369328, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-26.909875067783467, 134.7374659973939, 1.0]], ['2, k, 9', [-32.05350334888631, 104.24667020417175, 1.0]], ['2, k, 10', [-31.582200431359933, 80.90437203314428, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.452885797290348, 87.7120187702692, 1.0]], ['2, k, 13', [0.37236602491713455, 49.320176993532414, 1.0]], ['2, k, 14', [5.456177925316376, 12.45612471494595, 1.0]], ['2, k, 15', [-1.1600972606417974, 7.1742080828634505, 1.0]], ['2, k, 16', [-17.41839146123129, 86.87770333745749, 1.0]], ['2, k, 17', [-10.36427160759654, 46.51386828045031, 1.0]], ['2, k, 18', [-1.744762740568678, 11.247601633509177, 1.0]], ['2, k, 19', [-3.9447443068424173, 4.220124414090891, 1.0]], ['2, k, 20', [-9.29835468203484, 140.61578285546702, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.946728, 87.297406, 1.0]], ['2, k, 1', [-10.354041336127647, 117.67367738821986, 1.0]], ['2, k, 2', [-9.188384489302994, 140.60251779933634, 1.0]], ['2, k, 3', [-8.837168568414867, 147.11308061736094, 1.0]], ['2, k, 4', [6.706478264797475, 135.13504824540428, 1.0]], ['2, k, 5', [23.15238050945246, 110.4594057177916, 1.0]], ['2, k, 6', [32.17018304300148, 87.28984377398382, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-26.72905674219512, 134.62678096323677, 1.0]], ['2, k, 9', [-31.815570694158843, 104.1261339338441, 1.0]], ['2, k, 10', [-31.447842592823932, 80.63323588473665, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.425420447818462, 87.62378058546501, 1.0]], ['2, k, 13', [0.38709869397378593, 49.31363702611273, 1.0]], ['2, k, 14', [5.474137642445431, 12.43854094929911, 1.0]], ['2, k, 15', [-0.7054838536966139, 7.842760391477288, 1.0]], ['2, k, 16', [-17.265336806433066, 86.79672163621582, 1.0]], ['2, k, 17', [-10.210233738986744, 46.42669213463599, 1.0]], ['2, k, 18', [-1.6347943215378038, 11.290280916959269, 1.0]], ['2, k, 19', [-3.844063881556936, 4.259803467400191, 1.0]], ['2, k, 20', [-9.188384489302994, 140.60251779933634, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.836753999999999, 87.180616, 1.0]], ['2, k, 1', [-10.226352735682752, 117.60695194277429, 1.0]], ['2, k, 2', [-9.051591126106214, 140.57496015309442, 1.0]], ['2, k, 3', [-8.69599709526504, 147.09495797322126, 1.0]], ['2, k, 4', [6.86470562787552, 135.07087566470832, 1.0]], ['2, k, 5', [22.771539116910475, 110.51455219042833, 1.0]], ['2, k, 6', [31.49497916230368, 86.96787628275462, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-26.59246489328124, 134.5823117915645, 1.0]], ['2, k, 9', [-31.634692090680833, 104.06989489738814, 1.0]], ['2, k, 10', [-31.34676971112459, 80.3834557770917, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.373691610115422, 87.52208891051067, 1.0]], ['2, k, 13', [0.42035447321326913, 49.286483349491284, 1.0]], ['2, k, 14', [5.508464863474798, 12.414244576571768, 1.0]], ['2, k, 15', [-0.6168193327034466, 7.959752684672949, 1.0]], ['2, k, 16', [-17.073066440742217, 86.6789891181895, 1.0]], ['2, k, 17', [-10.022163496402332, 46.308866633941875, 1.0]], ['2, k, 18', [-1.490676473800855, 11.269443973591471, 1.0]], ['2, k, 19', [-3.711775443274487, 4.235428949597526, 1.0]], ['2, k, 20', [-9.051591126106214, 140.57496015309442, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.674472, 87.00010400000001, 1.0]], ['2, k, 1', [-10.04697487402293, 117.51454606469727, 1.0]], ['2, k, 2', [-8.861752437940764, 140.535924402962, 1.0]], ['2, k, 3', [-8.501692125948077, 147.06840254834063, 1.0]], ['2, k, 4', [7.078823363160043, 134.99376096816877, 1.0]], ['2, k, 5', [22.676311528272098, 110.18174311526487, 1.0]], ['2, k, 6', [30.92666019444541, 86.70967613516615, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-26.393538141072455, 134.51752244034031, 1.0]], ['2, k, 9', [-31.420619470614845, 103.87081720477468, 1.0]], ['2, k, 10', [-31.209574429339497, 80.1474276631187, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.272105118951806, 87.34384794275964, 1.0]], ['2, k, 13', [0.4872449833436292, 49.19959845697559, 1.0]], ['2, k, 14', [5.564582898797902, 12.387685383414663, 1.0]], ['2, k, 15', [-0.1637139629122979, 8.225575464556773, 1.0]], ['2, k, 16', [-16.84607279335208, 86.5097262432817, 1.0]], ['2, k, 17', [-9.81369395593623, 46.16380070468067, 1.0]], ['2, k, 18', [-1.3433258918568622, 11.26703544271529, 1.0]], ['2, k, 19', [-3.57283448198944, 4.222032390599391, 1.0]], ['2, k, 20', [-8.861752437940764, 140.535924402962, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.514219999999998, 86.826642, 1.0]], ['2, k, 1', [-9.87179501443312, 117.42983516382755, 1.0]], ['2, k, 2', [-8.676233160737786, 140.49912344966646, 1.0]], ['2, k, 3', [-8.311736680096176, 147.04300714373647, 1.0]], ['2, k, 4', [7.304464435488177, 134.908753541283, 1.0]], ['2, k, 5', [22.692261800721596, 109.66727648446239, 1.0]], ['2, k, 6', [30.48716328620873, 86.22415190937359, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-26.389700361348822, 134.36051353824973, 1.0]], ['2, k, 9', [-31.407911093030567, 103.5513712185121, 1.0]], ['2, k, 10', [-31.285215191850558, 79.81657074505787, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.1470139879869174, 87.16451162964545, 1.0]], ['2, k, 13', [0.5906764717818875, 49.005863123586565, 1.0]], ['2, k, 14', [5.6400168514223115, 12.35825974746404, 1.0]], ['2, k, 15', [0.06517281234811723, 8.315149798721727, 1.0]], ['2, k, 16', [-16.616447810593296, 86.34009941873147, 1.0]], ['2, k, 17', [-9.615641359932997, 46.01119387398997, 1.0]], ['2, k, 18', [-1.212923222472785, 11.281876103199338, 1.0]], ['2, k, 19', [-3.444672724772997, 4.2322856058444, 1.0]], ['2, k, 20', [-8.676233160737786, 140.49912344966646, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.53086, 86.683304, 1.0]], ['2, k, 1', [-9.876273201254442, 117.36471149844283, 1.0]], ['2, k, 2', [-8.672388417676444, 140.4756178108408, 1.0]], ['2, k, 3', [-8.30414147584901, 147.0311999845943, 1.0]], ['2, k, 4', [7.337365852935704, 134.8418199322306, 1.0]], ['2, k, 5', [22.14388016781666, 109.75329020767903, 1.0]], ['2, k, 6', [29.667799742402707, 85.71939411884786, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-26.589811542663064, 134.26960684353327, 1.0]], ['2, k, 9', [-31.613854159585593, 103.30425378287669, 1.0]], ['2, k, 10', [-31.560228120348494, 79.56292101506261, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-6.178158196503725, 87.00104457591777, 1.0]], ['2, k, 13', [0.5554468826107222, 48.694632497518086, 1.0]], ['2, k, 14', [5.567105591505804, 12.33608119835278, 1.0]], ['2, k, 15', [-0.43422541831743366, 7.993997359972597, 1.0]], ['2, k, 16', [-16.590148611446516, 86.21196848492667, 1.0]], ['2, k, 17', [-9.61978371396836, 45.887178542189, 1.0]], ['2, k, 18', [-1.2592323501132032, 11.221513474401561, 1.0]], ['2, k, 19', [-3.4964995471254303, 4.167615337605226, 1.0]], ['2, k, 20', [-8.672388417676444, 140.4756178108408, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
