[['2, k, 0', [-0.294104, -0.31064, 1.0]], ['2, k, 1', [-0.295185, -0.0165828, 1.0]], ['2, k, 2', [-0.294359, 0.270059, 1.0]], ['2, k, 3', [-0.294668, 0.423666, 1.0]], ['2, k, 4', [-0.460202, 0.214361, 1.0]], ['2, k, 5', [-0.534799, 0.331948, 1.0]], ['2, k, 6', [-0.4151, 0.357444, 1.0]], ['2, k, 7', [-0.378422, 0.373825, 1.0]], ['2, k, 8', [-0.126621, 0.237875, 1.0]], ['2, k, 9', [-0.000895262, 0.377936, 1.0]], ['2, k, 10', [0.0310522, 0.510904, 1.0]], ['2, k, 11', [0.034016, 0.56832, 1.0]], ['2, k, 12', [-0.365828, -0.311383, 1.0]], ['2, k, 13', [-0.398242, -0.625147, 1.0]], ['2, k, 14', [-0.406978, -0.963515, 1.0]], ['2, k, 15', [-0.390679, -1.01968, 1.0]], ['2, k, 16', [-0.213678, -0.300717, 1.0]], ['2, k, 17', [-0.188065, -0.625691, 1.0]], ['2, k, 18', [-0.168575, -0.962643, 1.0]], ['2, k, 19', [-0.15533, -1.01878, 1.0]], ['2, k, 20', [-0.294894, 0.199484, 1.0]], ['2, k, 21', [-0.363728, 0.31209, 1.0]], ['2, k, 22', [-0.368568, 0.383494, 1.0]], ['2, k, 23', [0.033347, 0.605844, 1.0]], ['2, k, 24', [0.0590726, 0.589863, 1.0]]]
[['2, k, 0', [-0.314454, -0.263962, 1.0]], ['2, k, 1', [-0.349589, 0.00679557, 1.0]], ['2, k, 2', [-0.380659, 0.268319, 1.0]], ['2, k, 3', [-0.472383, 0.403401, 1.0]], ['2, k, 4', [-0.582966, 0.171664, 1.0]], ['2, k, 5', [-0.771889, 0.218331, 1.0]], ['2, k, 6', [-0.862563, 0.385738, 1.0]], ['2, k, 7', [-0.920174, 0.486193, 1.0]], ['2, k, 8', [-0.26833, 0.270221, 1.0]], ['2, k, 9', [-0.262309, 0.52605, 1.0]], ['2, k, 10', [-0.358219, 0.747853, 1.0]], ['2, k, 11', [-0.37532, 0.790532, 1.0]], ['2, k, 12', [-0.382561, -0.273847, 1.0]], ['2, k, 13', [-0.410404, -0.673742, 1.0]], ['2, k, 14', [-0.406094, -1.07976, 1.0]], ['2, k, 15', [-0.433559, -1.1554, 1.0]], ['2, k, 16', [-0.235934, -0.246484, 1.0]], ['2, k, 17', [-0.193694, -0.674265, 1.0]], ['2, k, 18', [-0.168554, -1.07758, 1.0]], ['2, k, 19', [-0.118858, -1.1445, 1.0]], ['2, k, 20', [-0.373393, 0.204098, 1.0]], ['2, k, 21', [-0.935058, 0.53704, 1.0]], ['2, k, 22', [-0.956053, 0.459718, 1.0]], ['2, k, 23', [-0.391015, 0.840224, 1.0]], ['2, k, 24', [-0.435337, 0.764519, 1.0]]]
[['2, k, 0', [-0.314053, -0.263547, 1.0]], ['2, k, 1', [-0.349581, 0.00678147, 1.0]], ['2, k, 2', [-0.381095, 0.267927, 1.0]], ['2, k, 3', [-0.467418, 0.40555, 1.0]], ['2, k, 4', [-0.582009, 0.172876, 1.0]], ['2, k, 5', [-0.76833, 0.224434, 1.0]], ['2, k, 6', [-0.874675, 0.432404, 1.0]], ['2, k, 7', [-0.91079, 0.494738, 1.0]], ['2, k, 8', [-0.267165, 0.270402, 1.0]], ['2, k, 9', [-0.248488, 0.525017, 1.0]], ['2, k, 10', [-0.325121, 0.722554, 1.0]], ['2, k, 11', [-0.355384, 0.786397, 1.0]], ['2, k, 12', [-0.382333, -0.27342, 1.0]], ['2, k, 13', [-0.410315, -0.673823, 1.0]], ['2, k, 14', [-0.406506, -1.08057, 1.0]], ['2, k, 15', [-0.435016, -1.15488, 1.0]], ['2, k, 16', [-0.235362, -0.24597, 1.0]], ['2, k, 17', [-0.192368, -0.675255, 1.0]], ['2, k, 18', [-0.168333, -1.07655, 1.0]], ['2, k, 19', [-0.118429, -1.14444, 1.0]], ['2, k, 20', [-0.373641, 0.203837, 1.0]], ['2, k, 21', [-0.922604, 0.545107, 1.0]], ['2, k, 22', [-0.944385, 0.46393, 1.0]], ['2, k, 23', [-0.381523, 0.834345, 1.0]], ['2, k, 24', [-0.416179, 0.765425, 1.0]]]
[['2, k, 0', [-0.313747, -0.26315, 1.0]], ['2, k, 1', [-0.349583, 0.00678686, 1.0]], ['2, k, 2', [-0.381543, 0.267786, 1.0]], ['2, k, 3', [-0.462253, 0.406808, 1.0]], ['2, k, 4', [-0.581167, 0.174758, 1.0]], ['2, k, 5', [-0.764287, 0.231306, 1.0]], ['2, k, 6', [-0.87225, 0.433564, 1.0]], ['2, k, 7', [-0.901815, 0.49907, 1.0]], ['2, k, 8', [-0.265707, 0.270019, 1.0]], ['2, k, 9', [-0.241181, 0.523858, 1.0]], ['2, k, 10', [-0.307096, 0.710671, 1.0]], ['2, k, 11', [-0.344123, 0.789113, 1.0]], ['2, k, 12', [-0.382146, -0.273006, 1.0]], ['2, k, 13', [-0.410113, -0.674012, 1.0]], ['2, k, 14', [-0.406762, -1.08073, 1.0]], ['2, k, 15', [-0.434768, -1.1549, 1.0]], ['2, k, 16', [-0.234889, -0.245392, 1.0]], ['2, k, 17', [-0.191457, -0.676329, 1.0]], ['2, k, 18', [-0.168128, -1.07842, 1.0]], ['2, k, 19', [-0.117763, -1.1462, 1.0]], ['2, k, 20', [-0.373919, 0.203746, 1.0]], ['2, k, 21', [-0.915825, 0.552199, 1.0]], ['2, k, 22', [-0.939075, 0.474387, 1.0]], ['2, k, 23', [-0.370013, 0.830751, 1.0]], ['2, k, 24', [-0.405811, 0.764899, 1.0]]]
[['2, k, 0', [-0.312708, -0.263612, 1.0]], ['2, k, 1', [-0.349385, 0.00651045, 1.0]], ['2, k, 2', [-0.381744, 0.267642, 1.0]], ['2, k, 3', [-0.458335, 0.408292, 1.0]], ['2, k, 4', [-0.580416, 0.176088, 1.0]], ['2, k, 5', [-0.760505, 0.238746, 1.0]], ['2, k, 6', [-0.86665, 0.433677, 1.0]], ['2, k, 7', [-0.892992, 0.502265, 1.0]], ['2, k, 8', [-0.264719, 0.269915, 1.0]], ['2, k, 9', [-0.211355, 0.51914, 1.0]], ['2, k, 10', [-0.298668, 0.728114, 1.0]], ['2, k, 11', [-0.33008, 0.786952, 1.0]], ['2, k, 12', [-0.381595, -0.273535, 1.0]], ['2, k, 13', [-0.410031, -0.674008, 1.0]], ['2, k, 14', [-0.40669, -1.0804, 1.0]], ['2, k, 15', [-0.434794, -1.15494, 1.0]], ['2, k, 16', [-0.233387, -0.245713, 1.0]], ['2, k, 17', [-0.190694, -0.677402, 1.0]], ['2, k, 18', [-0.168557, -1.07788, 1.0]], ['2, k, 19', [-0.118023, -1.14514, 1.0]], ['2, k, 20', [-0.374022, 0.203589, 1.0]], ['2, k, 21', [-0.910187, 0.552157, 1.0]], ['2, k, 22', [-0.928186, 0.480289, 1.0]], ['2, k, 23', [-0.372577, 0.819321, 1.0]], ['2, k, 24', [-0.395894, 0.762241, 1.0]]]
[['2, k, 0', [-0.312003, -0.263771, 1.0]], ['2, k, 1', [-0.349205, 0.00649859, 1.0]], ['2, k, 2', [-0.381863, 0.267894, 1.0]], ['2, k, 3', [-0.452804, 0.408756, 1.0]], ['2, k, 4', [-0.579194, 0.177763, 1.0]], ['2, k, 5', [-0.756324, 0.244939, 1.0]], ['2, k, 6', [-0.857159, 0.437236, 1.0]], ['2, k, 7', [-0.874622, 0.529024, 1.0]], ['2, k, 8', [-0.263212, 0.269187, 1.0]], ['2, k, 9', [-0.211405, 0.518745, 1.0]], ['2, k, 10', [-0.294265, 0.729479, 1.0]], ['2, k, 11', [-0.308371, 0.786093, 1.0]], ['2, k, 12', [-0.381258, -0.273815, 1.0]], ['2, k, 13', [-0.409819, -0.673936, 1.0]], ['2, k, 14', [-0.406751, -1.08047, 1.0]], ['2, k, 15', [-0.434734, -1.15519, 1.0]], ['2, k, 16', [-0.232282, -0.245671, 1.0]], ['2, k, 17', [-0.190011, -0.678435, 1.0]], ['2, k, 18', [-0.169071, -1.07763, 1.0]], ['2, k, 19', [-0.118189, -1.145, 1.0]], ['2, k, 20', [-0.374047, 0.203719, 1.0]], ['2, k, 21', [-0.859426, 0.578871, 1.0]], ['2, k, 22', [-0.913857, 0.521181, 1.0]], ['2, k, 23', [-0.327125, 0.832719, 1.0]], ['2, k, 24', [-0.370254, 0.767841, 1.0]]]
[['2, k, 0', [-0.311519, -0.264168, 1.0]], ['2, k, 1', [-0.348894, 0.00639992, 1.0]], ['2, k, 2', [-0.381696, 0.268154, 1.0]], ['2, k, 3', [-0.447684, 0.409459, 1.0]], ['2, k, 4', [-0.578324, 0.179191, 1.0]], ['2, k, 5', [-0.751624, 0.252043, 1.0]], ['2, k, 6', [-0.845588, 0.444878, 1.0]], ['2, k, 7', [-0.865483, 0.531754, 1.0]], ['2, k, 8', [-0.260766, 0.268587, 1.0]], ['2, k, 9', [-0.20247, 0.514191, 1.0]], ['2, k, 10', [-0.28342, 0.729224, 1.0]], ['2, k, 11', [-0.299442, 0.787738, 1.0]], ['2, k, 12', [-0.381008, -0.274313, 1.0]], ['2, k, 13', [-0.409662, -0.673878, 1.0]], ['2, k, 14', [-0.406756, -1.08037, 1.0]], ['2, k, 15', [-0.435153, -1.15592, 1.0]], ['2, k, 16', [-0.231661, -0.245963, 1.0]], ['2, k, 17', [-0.189565, -0.678863, 1.0]], ['2, k, 18', [-0.16934, -1.0788, 1.0]], ['2, k, 19', [-0.118037, -1.14498, 1.0]], ['2, k, 20', [-0.373874, 0.203851, 1.0]], ['2, k, 21', [-0.854941, 0.58239, 1.0]], ['2, k, 22', [-0.912163, 0.516612, 1.0]], ['2, k, 23', [-0.329892, 0.8317, 1.0]], ['2, k, 24', [-0.357656, 0.777845, 1.0]]]
[['2, k, 0', [-0.311095, -0.264383, 1.0]], ['2, k, 1', [-0.348714, 0.00623463, 1.0]], ['2, k, 2', [-0.381729, 0.268102, 1.0]], ['2, k, 3', [-0.444142, 0.409858, 1.0]], ['2, k, 4', [-0.577572, 0.180045, 1.0]], ['2, k, 5', [-0.744634, 0.261247, 1.0]], ['2, k, 6', [-0.837704, 0.448796, 1.0]], ['2, k, 7', [-0.85717, 0.536105, 1.0]], ['2, k, 8', [-0.258509, 0.268891, 1.0]], ['2, k, 9', [-0.195901, 0.512889, 1.0]], ['2, k, 10', [-0.270418, 0.729527, 1.0]], ['2, k, 11', [-0.288012, 0.786371, 1.0]], ['2, k, 12', [-0.380888, -0.274539, 1.0]], ['2, k, 13', [-0.409268, -0.67318, 1.0]], ['2, k, 14', [-0.40667, -1.0801, 1.0]], ['2, k, 15', [-0.433845, -1.15535, 1.0]], ['2, k, 16', [-0.23089, -0.246137, 1.0]], ['2, k, 17', [-0.189095, -0.680533, 1.0]], ['2, k, 18', [-0.168564, -1.07621, 1.0]], ['2, k, 19', [-0.118845, -1.14475, 1.0]], ['2, k, 20', [-0.373873, 0.203779, 1.0]], ['2, k, 21', [-0.849481, 0.58608, 1.0]], ['2, k, 22', [-0.894974, 0.510326, 1.0]], ['2, k, 23', [-0.318466, 0.827711, 1.0]], ['2, k, 24', [-0.348884, 0.768093, 1.0]]]
[['2, k, 0', [-0.309891, -0.26504, 1.0]], ['2, k, 1', [-0.348348, 0.0059477, 1.0]], ['2, k, 2', [-0.381812, 0.26807, 1.0]], ['2, k, 3', [-0.439834, 0.410481, 1.0]], ['2, k, 4', [-0.576571, 0.181281, 1.0]], ['2, k, 5', [-0.740322, 0.267311, 1.0]], ['2, k, 6', [-0.816946, 0.439408, 1.0]], ['2, k, 7', [-0.849681, 0.540709, 1.0]], ['2, k, 8', [-0.256502, 0.268792, 1.0]], ['2, k, 9', [-0.189135, 0.51098, 1.0]], ['2, k, 10', [-0.260123, 0.729886, 1.0]], ['2, k, 11', [-0.280055, 0.786616, 1.0]], ['2, k, 12', [-0.380253, -0.275094, 1.0]], ['2, k, 13', [-0.408936, -0.672932, 1.0]], ['2, k, 14', [-0.406591, -1.08008, 1.0]], ['2, k, 15', [-0.434806, -1.15553, 1.0]], ['2, k, 16', [-0.22917, -0.24689, 1.0]], ['2, k, 17', [-0.188594, -0.681392, 1.0]], ['2, k, 18', [-0.168633, -1.07613, 1.0]], ['2, k, 19', [-0.119512, -1.14588, 1.0]], ['2, k, 20', [-0.373879, 0.203705, 1.0]], ['2, k, 21', [-0.845078, 0.589855, 1.0]], ['2, k, 22', [-0.887159, 0.514399, 1.0]], ['2, k, 23', [-0.310195, 0.827732, 1.0]], ['2, k, 24', [-0.343065, 0.766058, 1.0]]]
[['2, k, 0', [-0.308998, -0.265543, 1.0]], ['2, k, 1', [-0.34786, 0.00569458, 1.0]], ['2, k, 2', [-0.381746, 0.268089, 1.0]], ['2, k, 3', [-0.436263, 0.410952, 1.0]], ['2, k, 4', [-0.575574, 0.182448, 1.0]], ['2, k, 5', [-0.735613, 0.273684, 1.0]], ['2, k, 6', [-0.814053, 0.447036, 1.0]], ['2, k, 7', [-0.844348, 0.542654, 1.0]], ['2, k, 8', [-0.246959, 0.268083, 1.0]], ['2, k, 9', [-0.180204, 0.510748, 1.0]], ['2, k, 10', [-0.25172, 0.730336, 1.0]], ['2, k, 11', [-0.270637, 0.786188, 1.0]], ['2, k, 12', [-0.379804, -0.275455, 1.0]], ['2, k, 13', [-0.408485, -0.672736, 1.0]], ['2, k, 14', [-0.406534, -1.07981, 1.0]], ['2, k, 15', [-0.433949, -1.15533, 1.0]], ['2, k, 16', [-0.227919, -0.247528, 1.0]], ['2, k, 17', [-0.188241, -0.68206, 1.0]], ['2, k, 18', [-0.168508, -1.07703, 1.0]], ['2, k, 19', [-0.118556, -1.14651, 1.0]], ['2, k, 20', [-0.373753, 0.203672, 1.0]], ['2, k, 21', [-0.843975, 0.591764, 1.0]], ['2, k, 22', [-0.887902, 0.512412, 1.0]], ['2, k, 23', [-0.298384, 0.830257, 1.0]], ['2, k, 24', [-0.334998, 0.765872, 1.0]]]
[['2, k, 0', [-0.307524, -0.266873, 1.0]], ['2, k, 1', [-0.345026, 0.000742636, 1.0]], ['2, k, 2', [-0.37833, 0.258677, 1.0]], ['2, k, 3', [-0.432554, 0.411479, 1.0]], ['2, k, 4', [-0.574878, 0.183245, 1.0]], ['2, k, 5', [-0.73612, 0.28249, 1.0]], ['2, k, 6', [-0.813674, 0.457447, 1.0]], ['2, k, 7', [-0.837495, 0.546502, 1.0]], ['2, k, 8', [-0.243061, 0.267963, 1.0]], ['2, k, 9', [-0.173439, 0.509596, 1.0]], ['2, k, 10', [-0.247414, 0.730059, 1.0]], ['2, k, 11', [-0.264153, 0.785531, 1.0]], ['2, k, 12', [-0.379111, -0.275977, 1.0]], ['2, k, 13', [-0.407639, -0.672693, 1.0]], ['2, k, 14', [-0.406588, -1.07962, 1.0]], ['2, k, 15', [-0.435211, -1.1553, 1.0]], ['2, k, 16', [-0.225557, -0.250146, 1.0]], ['2, k, 17', [-0.187771, -0.685113, 1.0]], ['2, k, 18', [-0.168071, -1.07517, 1.0]], ['2, k, 19', [-0.118709, -1.1451, 1.0]], ['2, k, 20', [-0.370459, 0.195383, 1.0]], ['2, k, 21', [-0.838362, 0.595982, 1.0]], ['2, k, 22', [-0.880071, 0.522437, 1.0]], ['2, k, 23', [-0.293635, 0.82874, 1.0]], ['2, k, 24', [-0.328697, 0.763696, 1.0]]]
[['2, k, 0', [-0.306353, -0.267762, 1.0]], ['2, k, 1', [-0.340953, -0.0082285, 1.0]], ['2, k, 2', [-0.371197, 0.236448, 1.0]], ['2, k, 3', [-0.427552, 0.406856, 1.0]], ['2, k, 4', [-0.57352, 0.184267, 1.0]], ['2, k, 5', [-0.736049, 0.283579, 1.0]], ['2, k, 6', [-0.809242, 0.459966, 1.0]], ['2, k, 7', [-0.831541, 0.550254, 1.0]], ['2, k, 8', [-0.240618, 0.268251, 1.0]], ['2, k, 9', [-0.16623, 0.509095, 1.0]], ['2, k, 10', [-0.241474, 0.729772, 1.0]], ['2, k, 11', [-0.257333, 0.784087, 1.0]], ['2, k, 12', [-0.378423, -0.276373, 1.0]], ['2, k, 13', [-0.405622, -0.66982, 1.0]], ['2, k, 14', [-0.406633, -1.07958, 1.0]], ['2, k, 15', [-0.436873, -1.15642, 1.0]], ['2, k, 16', [-0.224174, -0.251492, 1.0]], ['2, k, 17', [-0.187603, -0.68552, 1.0]], ['2, k, 18', [-0.168447, -1.07159, 1.0]], ['2, k, 19', [-0.120005, -1.14342, 1.0]], ['2, k, 20', [-0.364135, 0.176773, 1.0]], ['2, k, 21', [-0.828907, 0.598764, 1.0]], ['2, k, 22', [-0.878489, 0.53062, 1.0]], ['2, k, 23', [-0.280374, 0.824239, 1.0]], ['2, k, 24', [-0.322972, 0.762861, 1.0]]]
[['2, k, 0', [-0.304561, -0.268515, 1.0]], ['2, k, 1', [-0.33991, -0.00594664, 1.0]], ['2, k, 2', [-0.371833, 0.256514, 1.0]], ['2, k, 3', [-0.425548, 0.41165, 1.0]], ['2, k, 4', [-0.571605, 0.185168, 1.0]], ['2, k, 5', [-0.735448, 0.285261, 1.0]], ['2, k, 6', [-0.801044, 0.463557, 1.0]], ['2, k, 7', [-0.824056, 0.553169, 1.0]], ['2, k, 8', [-0.238756, 0.268691, 1.0]], ['2, k, 9', [-0.159068, 0.507493, 1.0]], ['2, k, 10', [-0.23201, 0.727988, 1.0]], ['2, k, 11', [-0.247743, 0.781746, 1.0]], ['2, k, 12', [-0.37694, -0.276778, 1.0]], ['2, k, 13', [-0.405359, -0.669904, 1.0]], ['2, k, 14', [-0.406775, -1.07967, 1.0]], ['2, k, 15', [-0.43763, -1.15527, 1.0]], ['2, k, 16', [-0.222312, -0.252528, 1.0]], ['2, k, 17', [-0.187124, -0.686751, 1.0]], ['2, k, 18', [-0.167864, -1.07211, 1.0]], ['2, k, 19', [-0.119534, -1.14352, 1.0]], ['2, k, 20', [-0.363923, 0.190077, 1.0]], ['2, k, 21', [-0.816533, 0.60376, 1.0]], ['2, k, 22', [-0.863835, 0.526469, 1.0]], ['2, k, 23', [-0.273184, 0.82109, 1.0]], ['2, k, 24', [-0.312324, 0.761314, 1.0]]]
[['2, k, 0', [-0.303495, -0.269097, 1.0]], ['2, k, 1', [-0.336537, -0.0125927, 1.0]], ['2, k, 2', [-0.363887, 0.228099, 1.0]], ['2, k, 3', [-0.419012, 0.398419, 1.0]], ['2, k, 4', [-0.563952, 0.188851, 1.0]], ['2, k, 5', [-0.733254, 0.287516, 1.0]], ['2, k, 6', [-0.797577, 0.466376, 1.0]], ['2, k, 7', [-0.818235, 0.554253, 1.0]], ['2, k, 8', [-0.237448, 0.26914, 1.0]], ['2, k, 9', [-0.153189, 0.50651, 1.0]], ['2, k, 10', [-0.218755, 0.724729, 1.0]], ['2, k, 11', [-0.238153, 0.78147, 1.0]], ['2, k, 12', [-0.376149, -0.277009, 1.0]], ['2, k, 13', [-0.404401, -0.670304, 1.0]], ['2, k, 14', [-0.406456, -1.0801, 1.0]], ['2, k, 15', [-0.436272, -1.15581, 1.0]], ['2, k, 16', [-0.221185, -0.253398, 1.0]], ['2, k, 17', [-0.186516, -0.68817, 1.0]], ['2, k, 18', [-0.16919, -1.07302, 1.0]], ['2, k, 19', [-0.119693, -1.14369, 1.0]], ['2, k, 20', [-0.357878, 0.170852, 1.0]], ['2, k, 21', [-0.814346, 0.604207, 1.0]], ['2, k, 22', [-0.856168, 0.530369, 1.0]], ['2, k, 23', [-0.266726, 0.819926, 1.0]], ['2, k, 24', [-0.302834, 0.762748, 1.0]]]
[['2, k, 0', [-0.299953, -0.269884, 1.0]], ['2, k, 1', [-0.335113, -0.0147671, 1.0]], ['2, k, 2', [-0.364411, 0.227008, 1.0]], ['2, k, 3', [-0.415942, 0.398617, 1.0]], ['2, k, 4', [-0.560313, 0.190561, 1.0]], ['2, k, 5', [-0.730688, 0.289686, 1.0]], ['2, k, 6', [-0.793052, 0.496793, 1.0]], ['2, k, 7', [-0.809586, 0.557369, 1.0]], ['2, k, 8', [-0.235876, 0.270229, 1.0]], ['2, k, 9', [-0.154447, 0.509245, 1.0]], ['2, k, 10', [-0.215923, 0.724984, 1.0]], ['2, k, 11', [-0.231991, 0.781182, 1.0]], ['2, k, 12', [-0.37225, -0.277654, 1.0]], ['2, k, 13', [-0.403746, -0.670264, 1.0]], ['2, k, 14', [-0.406616, -1.07994, 1.0]], ['2, k, 15', [-0.436178, -1.15584, 1.0]], ['2, k, 16', [-0.218299, -0.254179, 1.0]], ['2, k, 17', [-0.186095, -0.688796, 1.0]], ['2, k, 18', [-0.169153, -1.07298, 1.0]], ['2, k, 19', [-0.119493, -1.14355, 1.0]], ['2, k, 20', [-0.358, 0.169002, 1.0]], ['2, k, 21', [-0.802075, 0.605266, 1.0]], ['2, k, 22', [-0.849484, 0.542726, 1.0]], ['2, k, 23', [-0.254825, 0.82047, 1.0]], ['2, k, 24', [-0.297368, 0.760649, 1.0]]]
[['2, k, 0', [-0.297982, -0.270377, 1.0]], ['2, k, 1', [-0.334572, -0.014379, 1.0]], ['2, k, 2', [-0.365512, 0.231852, 1.0]], ['2, k, 3', [-0.414714, 0.403675, 1.0]], ['2, k, 4', [-0.558259, 0.191229, 1.0]], ['2, k, 5', [-0.727619, 0.291523, 1.0]], ['2, k, 6', [-0.789411, 0.499242, 1.0]], ['2, k, 7', [-0.802725, 0.558713, 1.0]], ['2, k, 8', [-0.234718, 0.271078, 1.0]], ['2, k, 9', [-0.145606, 0.507613, 1.0]], ['2, k, 10', [-0.204588, 0.723235, 1.0]], ['2, k, 11', [-0.225362, 0.780384, 1.0]], ['2, k, 12', [-0.370044, -0.278065, 1.0]], ['2, k, 13', [-0.402756, -0.670289, 1.0]], ['2, k, 14', [-0.4066, -1.0798, 1.0]], ['2, k, 15', [-0.436585, -1.15583, 1.0]], ['2, k, 16', [-0.216696, -0.254673, 1.0]], ['2, k, 17', [-0.185701, -0.689672, 1.0]], ['2, k, 18', [-0.169293, -1.07313, 1.0]], ['2, k, 19', [-0.120211, -1.14378, 1.0]], ['2, k, 20', [-0.358235, 0.171398, 1.0]], ['2, k, 21', [-0.799173, 0.607332, 1.0]], ['2, k, 22', [-0.845268, 0.53554, 1.0]], ['2, k, 23', [-0.250445, 0.819109, 1.0]], ['2, k, 24', [-0.292897, 0.758814, 1.0]]]
[['2, k, 0', [-0.297297, -0.270798, 1.0]], ['2, k, 1', [-0.334155, -0.0140514, 1.0]], ['2, k, 2', [-0.365608, 0.23444, 1.0]], ['2, k, 3', [-0.413205, 0.406591, 1.0]], ['2, k, 4', [-0.55648, 0.191725, 1.0]], ['2, k, 5', [-0.724697, 0.29347, 1.0]], ['2, k, 6', [-0.785406, 0.50147, 1.0]], ['2, k, 7', [-0.796804, 0.561502, 1.0]], ['2, k, 8', [-0.233681, 0.27187, 1.0]], ['2, k, 9', [-0.136547, 0.50669, 1.0]], ['2, k, 10', [-0.196789, 0.723457, 1.0]], ['2, k, 11', [-0.216331, 0.7802, 1.0]], ['2, k, 12', [-0.369236, -0.27847, 1.0]], ['2, k, 13', [-0.401365, -0.670577, 1.0]], ['2, k, 14', [-0.406737, -1.08002, 1.0]], ['2, k, 15', [-0.433446, -1.15499, 1.0]], ['2, k, 16', [-0.216171, -0.255061, 1.0]], ['2, k, 17', [-0.185362, -0.690232, 1.0]], ['2, k, 18', [-0.169109, -1.06996, 1.0]], ['2, k, 19', [-0.121981, -1.1424, 1.0]], ['2, k, 20', [-0.358135, 0.173091, 1.0]], ['2, k, 21', [-0.793941, 0.610376, 1.0]], ['2, k, 22', [-0.835341, 0.539845, 1.0]], ['2, k, 23', [-0.247849, 0.816748, 1.0]], ['2, k, 24', [-0.28385, 0.758774, 1.0]]]
[['2, k, 0', [-0.297219, -0.270784, 1.0]], ['2, k, 1', [-0.333969, -0.0136014, 1.0]], ['2, k, 2', [-0.365623, 0.236167, 1.0]], ['2, k, 3', [-0.410804, 0.408781, 1.0]], ['2, k, 4', [-0.554735, 0.191953, 1.0]], ['2, k, 5', [-0.707491, 0.294616, 1.0]], ['2, k, 6', [-0.779826, 0.506247, 1.0]], ['2, k, 7', [-0.79093, 0.564991, 1.0]], ['2, k, 8', [-0.232495, 0.273339, 1.0]], ['2, k, 9', [-0.13234, 0.506184, 1.0]], ['2, k, 10', [-0.191014, 0.723404, 1.0]], ['2, k, 11', [-0.210204, 0.778768, 1.0]], ['2, k, 12', [-0.369291, -0.278323, 1.0]], ['2, k, 13', [-0.400259, -0.670947, 1.0]], ['2, k, 14', [-0.407035, -1.07965, 1.0]], ['2, k, 15', [-0.432578, -1.15467, 1.0]], ['2, k, 16', [-0.216074, -0.255087, 1.0]], ['2, k, 17', [-0.185178, -0.690335, 1.0]], ['2, k, 18', [-0.16913, -1.07218, 1.0]], ['2, k, 19', [-0.121061, -1.14326, 1.0]], ['2, k, 20', [-0.35809, 0.174454, 1.0]], ['2, k, 21', [-0.786147, 0.613519, 1.0]], ['2, k, 22', [-0.827766, 0.548201, 1.0]], ['2, k, 23', [-0.236804, 0.81665, 1.0]], ['2, k, 24', [-0.277865, 0.75611, 1.0]]]
[['2, k, 0', [-0.295948, -0.270674, 1.0]], ['2, k, 1', [-0.333379, -0.0132527, 1.0]], ['2, k, 2', [-0.36563, 0.236787, 1.0]], ['2, k, 3', [-0.408806, 0.410017, 1.0]], ['2, k, 4', [-0.553085, 0.19196, 1.0]], ['2, k, 5', [-0.704966, 0.295604, 1.0]], ['2, k, 6', [-0.77477, 0.509582, 1.0]], ['2, k, 7', [-0.782935, 0.567671, 1.0]], ['2, k, 8', [-0.231943, 0.273997, 1.0]], ['2, k, 9', [-0.125518, 0.505358, 1.0]], ['2, k, 10', [-0.184147, 0.723922, 1.0]], ['2, k, 11', [-0.204301, 0.777874, 1.0]], ['2, k, 12', [-0.367666, -0.278046, 1.0]], ['2, k, 13', [-0.399383, -0.672256, 1.0]], ['2, k, 14', [-0.407037, -1.07961, 1.0]], ['2, k, 15', [-0.432658, -1.15468, 1.0]], ['2, k, 16', [-0.215038, -0.255089, 1.0]], ['2, k, 17', [-0.184758, -0.690747, 1.0]], ['2, k, 18', [-0.168731, -1.07276, 1.0]], ['2, k, 19', [-0.120891, -1.14368, 1.0]], ['2, k, 20', [-0.35798, 0.174994, 1.0]], ['2, k, 21', [-0.779595, 0.616309, 1.0]], ['2, k, 22', [-0.8222, 0.541157, 1.0]], ['2, k, 23', [-0.234221, 0.81511, 1.0]], ['2, k, 24', [-0.271715, 0.754884, 1.0]]]
