[['2, k, 0', [0.1572067, -0.02354748, 1.0]], ['2, k, 1', [0.1500566, 0.3024107, 1.0]], ['2, k, 2', [0.1416012, 0.6177316, 1.0]], ['2, k, 3', [0.1465264, 0.7670411, 1.0]], ['2, k, 4', [-0.03241618, 0.492163, 1.0]], ['2, k, 5', [-0.08107904, 0.2411069, 1.0]], ['2, k, 6', [-0.08852584, 0.03402943, 1.0]], ['2, k, 7', [-0.1014966, -0.03901574, 1.0]], ['2, k, 8', [0.3221995, 0.4842161, 1.0]], ['2, k, 9', [0.3791162, 0.236798, 1.0]], ['2, k, 10', [0.3903022, 0.04494803, 1.0]], ['2, k, 11', [0.3730291, -0.006949426, 1.0]], ['2, k, 12', [0.07640326, -0.02429383, 1.0]], ['2, k, 13', [0.027101, -0.3216236, 1.0]], ['2, k, 14', [-0.007195662, -0.6133443, 1.0]], ['2, k, 15', [-0.03307609, -0.67546, 1.0]], ['2, k, 16', [0.2332636, -0.02202464, 1.0]], ['2, k, 17', [0.2932102, -0.3213311, 1.0]], ['2, k, 18', [0.3134464, -0.6153754, 1.0]], ['2, k, 19', [0.3404821, -0.6737949, 1.0]], ['2, k, 20', [0.1438404, 0.5404199, 1.0]], ['2, k, 21', [-0.0965912, -0.09657938, 1.0]], ['2, k, 22', [-0.07998054, -0.05031034, 1.0]], ['2, k, 23', [0.3645408, -0.0865652, 1.0]], ['2, k, 24', [0.419738, 0.02915792, 1.0]]]
[['2, k, 0', [0.1579379, -0.02426281, 1.0]], ['2, k, 1', [0.1502435, 0.3021195, 1.0]], ['2, k, 2', [0.1417585, 0.6176944, 1.0]], ['2, k, 3', [0.1459862, 0.7670273, 1.0]], ['2, k, 4', [-0.008888295, 0.4964641, 1.0]], ['2, k, 5', [-0.09410194, 0.2997411, 1.0]], ['2, k, 6', [-0.04877752, 0.4860246, 1.0]], ['2, k, 7', [-0.0389216, 0.4982741, 1.0]], ['2, k, 8', [0.3216034, 0.4840076, 1.0]], ['2, k, 9', [0.3784766, 0.2355635, 1.0]], ['2, k, 10', [0.3887378, 0.04632026, 1.0]], ['2, k, 11', [0.3734473, -0.008273526, 1.0]], ['2, k, 12', [0.076827, -0.024936, 1.0]], ['2, k, 13', [0.0275012, -0.3175761, 1.0]], ['2, k, 14', [-0.004893455, -0.6118987, 1.0]], ['2, k, 15', [-0.03283962, -0.6755147, 1.0]], ['2, k, 16', [0.234326, -0.02280801, 1.0]], ['2, k, 17', [0.2902051, -0.3181726, 1.0]], ['2, k, 18', [0.3126948, -0.6146895, 1.0]], ['2, k, 19', [0.3403721, -0.6738475, 1.0]], ['2, k, 20', [0.1440056, 0.5402812, 1.0]], ['2, k, 21', [-0.04158858, 0.5670961, 1.0]], ['2, k, 22', [-0.08845648, 0.5109017, 1.0]], ['2, k, 23', [0.3642666, -0.0867771, 1.0]], ['2, k, 24', [0.4185627, 0.01462317, 1.0]]]
[['2, k, 0', [0.1578049, -0.02413861, 1.0]], ['2, k, 1', [0.1504437, 0.3021364, 1.0]], ['2, k, 2', [0.1423083, 0.6176465, 1.0]], ['2, k, 3', [0.1463588, 0.7671032, 1.0]], ['2, k, 4', [-0.009090278, 0.4969302, 1.0]], ['2, k, 5', [-0.114148, 0.2666889, 1.0]], ['2, k, 6', [-0.04945951, 0.481214, 1.0]], ['2, k, 7', [-0.03804229, 0.4987004, 1.0]], ['2, k, 8', [0.3217082, 0.4839798, 1.0]], ['2, k, 9', [0.3786187, 0.2355795, 1.0]], ['2, k, 10', [0.3888821, 0.0468234, 1.0]], ['2, k, 11', [0.3725064, -0.007907603, 1.0]], ['2, k, 12', [0.0765836, -0.02482639, 1.0]], ['2, k, 13', [0.02735942, -0.3171812, 1.0]], ['2, k, 14', [-0.004971919, -0.6119424, 1.0]], ['2, k, 15', [-0.03321265, -0.6761374, 1.0]], ['2, k, 16', [0.2342765, -0.02271607, 1.0]], ['2, k, 17', [0.2904544, -0.3182844, 1.0]], ['2, k, 18', [0.3125838, -0.6145587, 1.0]], ['2, k, 19', [0.34039, -0.6738458, 1.0]], ['2, k, 20', [0.1444542, 0.5402516, 1.0]], ['2, k, 21', [-0.03103155, 0.5619912, 1.0]], ['2, k, 22', [-0.08942924, 0.499724, 1.0]], ['2, k, 23', [0.363035, -0.08241384, 1.0]], ['2, k, 24', [0.4149459, 0.009969941, 1.0]]]
[['2, k, 0', [0.1578056, -0.02419666, 1.0]], ['2, k, 1', [0.1505363, 0.3021268, 1.0]], ['2, k, 2', [0.1425526, 0.6176909, 1.0]], ['2, k, 3', [0.1462243, 0.7670163, 1.0]], ['2, k, 4', [-0.009259352, 0.496629, 1.0]], ['2, k, 5', [-0.09651799, 0.2614745, 1.0]], ['2, k, 6', [-0.07121828, 0.4422316, 1.0]], ['2, k, 7', [-0.03989202, 0.5010937, 1.0]], ['2, k, 8', [0.3218032, 0.4838683, 1.0]], ['2, k, 9', [0.3786125, 0.2354465, 1.0]], ['2, k, 10', [0.388665, 0.04723401, 1.0]], ['2, k, 11', [0.3721852, -0.008505959, 1.0]], ['2, k, 12', [0.07656874, -0.02485295, 1.0]], ['2, k, 13', [0.02733086, -0.3169428, 1.0]], ['2, k, 14', [-0.004543721, -0.6113881, 1.0]], ['2, k, 15', [-0.03304776, -0.6760866, 1.0]], ['2, k, 16', [0.2343239, -0.0228052, 1.0]], ['2, k, 17', [0.2903661, -0.3183684, 1.0]], ['2, k, 18', [0.3124657, -0.6145717, 1.0]], ['2, k, 19', [0.3404531, -0.6738824, 1.0]], ['2, k, 20', [0.1446414, 0.5402787, 1.0]], ['2, k, 21', [-0.03088257, 0.565221, 1.0]], ['2, k, 22', [-0.0958387, 0.524111, 1.0]], ['2, k, 23', [0.3655843, -0.08190287, 1.0]], ['2, k, 24', [0.3898533, -0.03728079, 1.0]]]
[['2, k, 0', [0.1577732, -0.02434727, 1.0]], ['2, k, 1', [0.1505617, 0.3020225, 1.0]], ['2, k, 2', [0.1426145, 0.6176473, 1.0]], ['2, k, 3', [0.1459874, 0.7667736, 1.0]], ['2, k, 4', [-0.00912762, 0.496133, 1.0]], ['2, k, 5', [-0.09095811, 0.2600546, 1.0]], ['2, k, 6', [-0.06577478, 0.4307917, 1.0]], ['2, k, 7', [-0.04057535, 0.4985918, 1.0]], ['2, k, 8', [0.3217343, 0.4837602, 1.0]], ['2, k, 9', [0.3783428, 0.2353114, 1.0]], ['2, k, 10', [0.3886336, 0.04751628, 1.0]], ['2, k, 11', [0.3709769, -0.009423952, 1.0]], ['2, k, 12', [0.07649583, -0.02506167, 1.0]], ['2, k, 13', [0.02726786, -0.3168789, 1.0]], ['2, k, 14', [-0.004642488, -0.6115311, 1.0]], ['2, k, 15', [-0.03270784, -0.675773, 1.0]], ['2, k, 16', [0.2343264, -0.02289216, 1.0]], ['2, k, 17', [0.2903344, -0.3193596, 1.0]], ['2, k, 18', [0.3124265, -0.6145642, 1.0]], ['2, k, 19', [0.3405441, -0.6740194, 1.0]], ['2, k, 20', [0.1446978, 0.5402237, 1.0]], ['2, k, 21', [-0.03087172, 0.561065, 1.0]], ['2, k, 22', [-0.09840261, 0.5276749, 1.0]], ['2, k, 23', [0.3626024, -0.08678624, 1.0]], ['2, k, 24', [0.4115677, 0.01332064, 1.0]]]
[['2, k, 0', [0.1576745, -0.02450581, 1.0]], ['2, k, 1', [0.150559, 0.301791, 1.0]], ['2, k, 2', [0.1426884, 0.6173884, 1.0]], ['2, k, 3', [0.1458603, 0.7662809, 1.0]], ['2, k, 4', [-0.009091119, 0.4958536, 1.0]], ['2, k, 5', [-0.08882921, 0.2593705, 1.0]], ['2, k, 6', [-0.06140061, 0.4338276, 1.0]], ['2, k, 7', [-0.03984363, 0.4961616, 1.0]], ['2, k, 8', [0.3217765, 0.4835204, 1.0]], ['2, k, 9', [0.3782259, 0.2349811, 1.0]], ['2, k, 10', [0.3885005, 0.04792037, 1.0]], ['2, k, 11', [0.370633, -0.01028144, 1.0]], ['2, k, 12', [0.07637794, -0.02516381, 1.0]], ['2, k, 13', [0.02721674, -0.316672, 1.0]], ['2, k, 14', [-0.004690234, -0.6115459, 1.0]], ['2, k, 15', [-0.0322144, -0.6755977, 1.0]], ['2, k, 16', [0.2342663, -0.02309944, 1.0]], ['2, k, 17', [0.290776, -0.317961, 1.0]], ['2, k, 18', [0.3124012, -0.6145582, 1.0]], ['2, k, 19', [0.340487, -0.6740295, 1.0]], ['2, k, 20', [0.1447553, 0.5399772, 1.0]], ['2, k, 21', [-0.03660147, 0.5646257, 1.0]], ['2, k, 22', [-0.1002914, 0.5162085, 1.0]], ['2, k, 23', [0.3628902, -0.08785125, 1.0]], ['2, k, 24', [0.4108111, 0.01181296, 1.0]]]
[['2, k, 0', [0.1576613, -0.02467257, 1.0]], ['2, k, 1', [0.1506401, 0.3016895, 1.0]], ['2, k, 2', [0.1428947, 0.617348, 1.0]], ['2, k, 3', [0.1454691, 0.7664694, 1.0]], ['2, k, 4', [-0.00828084, 0.4951358, 1.0]], ['2, k, 5', [-0.085861, 0.25857, 1.0]], ['2, k, 6', [-0.06177306, 0.4351306, 1.0]], ['2, k, 7', [-0.04197902, 0.4923856, 1.0]], ['2, k, 8', [0.3218544, 0.4834842, 1.0]], ['2, k, 9', [0.3780093, 0.2348051, 1.0]], ['2, k, 10', [0.3884726, 0.04805413, 1.0]], ['2, k, 11', [0.3717839, -0.009850621, 1.0]], ['2, k, 12', [0.07635522, -0.02529636, 1.0]], ['2, k, 13', [0.02719878, -0.3164709, 1.0]], ['2, k, 14', [-0.004693914, -0.6117319, 1.0]], ['2, k, 15', [-0.03219336, -0.6756028, 1.0]], ['2, k, 16', [0.2342705, -0.02330818, 1.0]], ['2, k, 17', [0.2907153, -0.3181879, 1.0]], ['2, k, 18', [0.3122548, -0.6145724, 1.0]], ['2, k, 19', [0.340474, -0.6740452, 1.0]], ['2, k, 20', [0.1449247, 0.5399215, 1.0]], ['2, k, 21', [-0.0354051, 0.5520001, 1.0]], ['2, k, 22', [-0.08348174, 0.4693965, 1.0]], ['2, k, 23', [0.3617872, -0.08539001, 1.0]], ['2, k, 24', [0.4103455, 0.004194916, 1.0]]]
[['2, k, 0', [0.1576864, -0.02505386, 1.0]], ['2, k, 1', [0.1507071, 0.3013634, 1.0]], ['2, k, 2', [0.1429999, 0.6171214, 1.0]], ['2, k, 3', [0.1450631, 0.7655205, 1.0]], ['2, k, 4', [-0.005543307, 0.4932807, 1.0]], ['2, k, 5', [-0.08458369, 0.2572082, 1.0]], ['2, k, 6', [-0.06426203, 0.4308287, 1.0]], ['2, k, 7', [-0.04499165, 0.4815579, 1.0]], ['2, k, 8', [0.3216966, 0.4832011, 1.0]], ['2, k, 9', [0.3780915, 0.2346011, 1.0]], ['2, k, 10', [0.3882026, 0.04754817, 1.0]], ['2, k, 11', [0.3705386, -0.009773264, 1.0]], ['2, k, 12', [0.07632307, -0.02557548, 1.0]], ['2, k, 13', [0.02720611, -0.3163425, 1.0]], ['2, k, 14', [-0.00449298, -0.6113935, 1.0]], ['2, k, 15', [-0.03192346, -0.6754391, 1.0]], ['2, k, 16', [0.2343931, -0.0238027, 1.0]], ['2, k, 17', [0.2909645, -0.3190069, 1.0]], ['2, k, 18', [0.3121056, -0.6144852, 1.0]], ['2, k, 19', [0.3403722, -0.6740332, 1.0]], ['2, k, 20', [0.1450241, 0.5396709, 1.0]], ['2, k, 21', [-0.0401983, 0.5436442, 1.0]], ['2, k, 22', [-0.0991272, 0.4842906, 1.0]], ['2, k, 23', [0.3595947, -0.08925249, 1.0]], ['2, k, 24', [0.4125801, 0.01276123, 1.0]]]
[['2, k, 0', [0.1576888, -0.02523655, 1.0]], ['2, k, 1', [0.150712, 0.3011334, 1.0]], ['2, k, 2', [0.1430167, 0.6168833, 1.0]], ['2, k, 3', [0.1447429, 0.7653808, 1.0]], ['2, k, 4', [-0.004530567, 0.4933256, 1.0]], ['2, k, 5', [-0.0786195, 0.25802, 1.0]], ['2, k, 6', [-0.07498933, 0.3714932, 1.0]], ['2, k, 7', [-0.05764439, 0.4563253, 1.0]], ['2, k, 8', [0.3215816, 0.4830247, 1.0]], ['2, k, 9', [0.378218, 0.2344966, 1.0]], ['2, k, 10', [0.3863789, 0.04133166, 1.0]], ['2, k, 11', [0.3708768, -0.01040629, 1.0]], ['2, k, 12', [0.07631262, -0.02561863, 1.0]], ['2, k, 13', [0.02723874, -0.3162829, 1.0]], ['2, k, 14', [-0.004295638, -0.6112556, 1.0]], ['2, k, 15', [-0.03359704, -0.6763826, 1.0]], ['2, k, 16', [0.2344377, -0.02418324, 1.0]], ['2, k, 17', [0.2909273, -0.3191999, 1.0]], ['2, k, 18', [0.3121057, -0.6144885, 1.0]], ['2, k, 19', [0.3403467, -0.6740942, 1.0]], ['2, k, 20', [0.1450398, 0.539434, 1.0]], ['2, k, 21', [-0.04946854, 0.5152506, 1.0]], ['2, k, 22', [-0.08360137, 0.4320622, 1.0]], ['2, k, 23', [0.3594262, -0.08920976, 1.0]], ['2, k, 24', [0.4114432, 0.01011735, 1.0]]]
[['2, k, 0', [0.157556, -0.02523698, 1.0]], ['2, k, 1', [0.1507224, 0.3011578, 1.0]], ['2, k, 2', [0.1432111, 0.6169772, 1.0]], ['2, k, 3', [0.1446062, 0.7647818, 1.0]], ['2, k, 4', [-0.004176165, 0.4958139, 1.0]], ['2, k, 5', [-0.07804433, 0.2605394, 1.0]], ['2, k, 6', [-0.06977467, 0.3920048, 1.0]], ['2, k, 7', [-0.06479876, 0.4292026, 1.0]], ['2, k, 8', [0.3215911, 0.4829899, 1.0]], ['2, k, 9', [0.3781815, 0.2344132, 1.0]], ['2, k, 10', [0.3860092, 0.03910489, 1.0]], ['2, k, 11', [0.370922, -0.01051451, 1.0]], ['2, k, 12', [0.0762137, -0.02560971, 1.0]], ['2, k, 13', [0.02725132, -0.3163311, 1.0]], ['2, k, 14', [-0.004286212, -0.6112003, 1.0]], ['2, k, 15', [-0.03550635, -0.6761867, 1.0]], ['2, k, 16', [0.2342525, -0.02419414, 1.0]], ['2, k, 17', [0.2907344, -0.3192034, 1.0]], ['2, k, 18', [0.3123589, -0.6148449, 1.0]], ['2, k, 19', [0.3403654, -0.6740837, 1.0]], ['2, k, 20', [0.1451675, 0.5395027, 1.0]], ['2, k, 21', [-0.0377849, 0.4647635, 1.0]], ['2, k, 22', [-0.1105047, 0.4649565, 1.0]], ['2, k, 23', [0.3633237, -0.08695094, 1.0]], ['2, k, 24', [0.4118611, 0.006157253, 1.0]]]
[['2, k, 0', [0.1573374, -0.02502538, 1.0]], ['2, k, 1', [0.1507029, 0.3011707, 1.0]], ['2, k, 2', [0.1432737, 0.6169, 1.0]], ['2, k, 3', [0.144343, 0.7647709, 1.0]], ['2, k, 4', [-0.009693204, 0.5056993, 1.0]], ['2, k, 5', [-0.07846239, 0.2656859, 1.0]], ['2, k, 6', [-0.07706389, 0.3308289, 1.0]], ['2, k, 7', [-0.07133147, 0.3840141, 1.0]], ['2, k, 8', [0.321539, 0.4829737, 1.0]], ['2, k, 9', [0.3791958, 0.2345255, 1.0]], ['2, k, 10', [0.3860733, 0.03937533, 1.0]], ['2, k, 11', [0.3723741, -0.01047717, 1.0]], ['2, k, 12', [0.07599635, -0.02529919, 1.0]], ['2, k, 13', [0.02725593, -0.3163609, 1.0]], ['2, k, 14', [-0.004513957, -0.6115593, 1.0]], ['2, k, 15', [-0.03529603, -0.6761589, 1.0]], ['2, k, 16', [0.2339931, -0.02403015, 1.0]], ['2, k, 17', [0.2908746, -0.3199399, 1.0]], ['2, k, 18', [0.3125381, -0.615001, 1.0]], ['2, k, 19', [0.3403639, -0.6741366, 1.0]], ['2, k, 20', [0.1451969, 0.5394646, 1.0]], ['2, k, 21', [-0.04763646, 0.4169762, 1.0]], ['2, k, 22', [-0.111701, 0.4238262, 1.0]], ['2, k, 23', [0.3632428, -0.08793537, 1.0]], ['2, k, 24', [0.4166929, 0.0114693, 1.0]]]
[['2, k, 0', [0.1572626, -0.02492887, 1.0]], ['2, k, 1', [0.1508434, 0.3011707, 1.0]], ['2, k, 2', [0.1439201, 0.616706, 1.0]], ['2, k, 3', [0.1441163, 0.7646003, 1.0]], ['2, k, 4', [-0.01482184, 0.5045032, 1.0]], ['2, k, 5', [-0.07733425, 0.2597637, 1.0]], ['2, k, 6', [-0.07529777, 0.3372458, 1.0]], ['2, k, 7', [-0.08000603, 0.3388043, 1.0]], ['2, k, 8', [0.3213253, 0.482803, 1.0]], ['2, k, 9', [0.3790847, 0.2344084, 1.0]], ['2, k, 10', [0.3860443, 0.0404995, 1.0]], ['2, k, 11', [0.3699515, -0.01033592, 1.0]], ['2, k, 12', [0.07596171, -0.02522925, 1.0]], ['2, k, 13', [0.02719754, -0.3164051, 1.0]], ['2, k, 14', [-0.004332493, -0.6113474, 1.0]], ['2, k, 15', [-0.03438858, -0.6760919, 1.0]], ['2, k, 16', [0.2338835, -0.02392127, 1.0]], ['2, k, 17', [0.2905291, -0.3211091, 1.0]], ['2, k, 18', [0.3124665, -0.6151691, 1.0]], ['2, k, 19', [0.3402197, -0.674192, 1.0]], ['2, k, 20', [0.145687, 0.5393345, 1.0]], ['2, k, 21', [-0.05456562, 0.3616888, 1.0]], ['2, k, 22', [-0.1214187, 0.3887637, 1.0]], ['2, k, 23', [0.362446, -0.08692094, 1.0]], ['2, k, 24', [0.4127856, 0.01156784, 1.0]]]
[['2, k, 0', [0.1571999, -0.02501191, 1.0]], ['2, k, 1', [0.1509154, 0.3010102, 1.0]], ['2, k, 2', [0.144148, 0.616445, 1.0]], ['2, k, 3', [0.1435987, 0.7641858, 1.0]], ['2, k, 4', [-0.01485313, 0.502857, 1.0]], ['2, k, 5', [-0.06302184, 0.2498461, 1.0]], ['2, k, 6', [-0.08667467, 0.25773, 1.0]], ['2, k, 7', [-0.08491592, 0.2723194, 1.0]], ['2, k, 8', [0.3214339, 0.4825631, 1.0]], ['2, k, 9', [0.379136, 0.2341248, 1.0]], ['2, k, 10', [0.3860585, 0.04123779, 1.0]], ['2, k, 11', [0.3702648, -0.01169503, 1.0]], ['2, k, 12', [0.07590832, -0.02527376, 1.0]], ['2, k, 13', [0.0271944, -0.3164001, 1.0]], ['2, k, 14', [-0.004767136, -0.6114964, 1.0]], ['2, k, 15', [-0.03431605, -0.6762767, 1.0]], ['2, k, 16', [0.2338223, -0.02402835, 1.0]], ['2, k, 17', [0.2906003, -0.3217987, 1.0]], ['2, k, 18', [0.3128241, -0.6149397, 1.0]], ['2, k, 19', [0.3401894, -0.6742088, 1.0]], ['2, k, 20', [0.1458799, 0.5390986, 1.0]], ['2, k, 21', [-0.07801297, 0.2921465, 1.0]], ['2, k, 22', [-0.1263344, 0.3055302, 1.0]], ['2, k, 23', [0.3604167, -0.08911646, 1.0]], ['2, k, 24', [0.4103527, 0.008693147, 1.0]]]
[['2, k, 0', [0.1570882, -0.02500906, 1.0]], ['2, k, 1', [0.1510241, 0.3009527, 1.0]], ['2, k, 2', [0.1446245, 0.6162738, 1.0]], ['2, k, 3', [0.1436847, 0.763914, 1.0]], ['2, k, 4', [-0.01871535, 0.5007875, 1.0]], ['2, k, 5', [-0.07650094, 0.3055082, 1.0]], ['2, k, 6', [-0.08027862, 0.2059549, 1.0]], ['2, k, 7', [-0.101103, 0.2248484, 1.0]], ['2, k, 8', [0.3215949, 0.482355, 1.0]], ['2, k, 9', [0.3798793, 0.2338627, 1.0]], ['2, k, 10', [0.3858945, 0.0414946, 1.0]], ['2, k, 11', [0.3687676, -0.01025876, 1.0]], ['2, k, 12', [0.0758785, -0.02528294, 1.0]], ['2, k, 13', [0.02721213, -0.3163783, 1.0]], ['2, k, 14', [-0.004743983, -0.6112516, 1.0]], ['2, k, 15', [-0.03440541, -0.6763213, 1.0]], ['2, k, 16', [0.2335999, -0.02397909, 1.0]], ['2, k, 17', [0.2904609, -0.3224524, 1.0]], ['2, k, 18', [0.312874, -0.6149353, 1.0]], ['2, k, 19', [0.3400715, -0.6742206, 1.0]], ['2, k, 20', [0.1462494, 0.53896, 1.0]], ['2, k, 21', [-0.08640607, 0.2235141, 1.0]], ['2, k, 22', [-0.1406993, 0.2705583, 1.0]], ['2, k, 23', [0.3589207, -0.0890857, 1.0]], ['2, k, 24', [0.4122905, 0.01075837, 1.0]]]
[['2, k, 0', [0.1568856, -0.02506536, 1.0]], ['2, k, 1', [0.1511001, 0.3008582, 1.0]], ['2, k, 2', [0.1450767, 0.6161075, 1.0]], ['2, k, 3', [0.1435706, 0.7638047, 1.0]], ['2, k, 4', [-0.02132045, 0.4990809, 1.0]], ['2, k, 5', [-0.075621, 0.2984672, 1.0]], ['2, k, 6', [-0.08600461, 0.1919642, 1.0]], ['2, k, 7', [-0.1052002, 0.171133, 1.0]], ['2, k, 8', [0.3215806, 0.4819661, 1.0]], ['2, k, 9', [0.3793316, 0.2332387, 1.0]], ['2, k, 10', [0.385676, 0.04260599, 1.0]], ['2, k, 11', [0.3697324, -0.01108186, 1.0]], ['2, k, 12', [0.07575919, -0.02534042, 1.0]], ['2, k, 13', [0.02719664, -0.3161362, 1.0]], ['2, k, 14', [-0.00469493, -0.6110009, 1.0]], ['2, k, 15', [-0.03258985, -0.6754357, 1.0]], ['2, k, 16', [0.2333302, -0.02401745, 1.0]], ['2, k, 17', [0.2904759, -0.3222353, 1.0]], ['2, k, 18', [0.3128667, -0.6149058, 1.0]], ['2, k, 19', [0.3401527, -0.6742268, 1.0]], ['2, k, 20', [0.1465985, 0.5388116, 1.0]], ['2, k, 21', [-0.1033243, 0.1548818, 1.0]], ['2, k, 22', [-0.1462619, 0.2087654, 1.0]], ['2, k, 23', [0.3564973, -0.08980583, 1.0]], ['2, k, 24', [0.4088307, 0.002563671, 1.0]]]
[['2, k, 0', [0.1568084, -0.02512002, 1.0]], ['2, k, 1', [0.151192, 0.3008235, 1.0]], ['2, k, 2', [0.145561, 0.6161309, 1.0]], ['2, k, 3', [0.1433236, 0.7636124, 1.0]], ['2, k, 4', [-0.02409523, 0.4969173, 1.0]], ['2, k, 5', [-0.07762285, 0.2857461, 1.0]], ['2, k, 6', [-0.09245794, 0.1424947, 1.0]], ['2, k, 7', [-0.1065403, 0.1262139, 1.0]], ['2, k, 8', [0.3215523, 0.4818632, 1.0]], ['2, k, 9', [0.3795842, 0.2332383, 1.0]], ['2, k, 10', [0.3847226, 0.04015274, 1.0]], ['2, k, 11', [0.3677633, -0.01086207, 1.0]], ['2, k, 12', [0.07570473, -0.02538127, 1.0]], ['2, k, 13', [0.02721413, -0.3161193, 1.0]], ['2, k, 14', [-0.004714649, -0.6109439, 1.0]], ['2, k, 15', [-0.03202538, -0.675683, 1.0]], ['2, k, 16', [0.2332073, -0.02410351, 1.0]], ['2, k, 17', [0.2904616, -0.3223215, 1.0]], ['2, k, 18', [0.3129047, -0.614844, 1.0]], ['2, k, 19', [0.340177, -0.674232, 1.0]], ['2, k, 20', [0.1469718, 0.5388103, 1.0]], ['2, k, 21', [-0.1087204, 0.08749977, 1.0]], ['2, k, 22', [-0.1495454, 0.1443927, 1.0]], ['2, k, 23', [0.3603694, -0.08842192, 1.0]], ['2, k, 24', [0.4082168, 0.008731, 1.0]]]
[['2, k, 0', [0.1567268, -0.02521406, 1.0]], ['2, k, 1', [0.151287, 0.3006907, 1.0]], ['2, k, 2', [0.1458699, 0.615979, 1.0]], ['2, k, 3', [0.1434924, 0.7635971, 1.0]], ['2, k, 4', [-0.02469321, 0.4962538, 1.0]], ['2, k, 5', [-0.07821836, 0.2752296, 1.0]], ['2, k, 6', [-0.09386433, 0.1179643, 1.0]], ['2, k, 7', [-0.1097404, 0.06273051, 1.0]], ['2, k, 8', [0.3216707, 0.4815367, 1.0]], ['2, k, 9', [0.3791081, 0.2327173, 1.0]], ['2, k, 10', [0.384415, 0.03819826, 1.0]], ['2, k, 11', [0.3686107, -0.0113101, 1.0]], ['2, k, 12', [0.07566167, -0.02544593, 1.0]], ['2, k, 13', [0.02738195, -0.3162163, 1.0]], ['2, k, 14', [-0.004880238, -0.6113697, 1.0]], ['2, k, 15', [-0.03428428, -0.6759815, 1.0]], ['2, k, 16', [0.2330879, -0.02421451, 1.0]], ['2, k, 17', [0.2898561, -0.3202592, 1.0]], ['2, k, 18', [0.3129295, -0.614701, 1.0]], ['2, k, 19', [0.3400802, -0.6741314, 1.0]], ['2, k, 20', [0.1472361, 0.5386595, 1.0]], ['2, k, 21', [-0.1204768, 0.0244452, 1.0]], ['2, k, 22', [-0.1435725, 0.08388437, 1.0]], ['2, k, 23', [0.3632715, -0.08709205, 1.0]], ['2, k, 24', [0.4106959, 0.009311605, 1.0]]]
[['2, k, 0', [0.1567111, -0.02523249, 1.0]], ['2, k, 1', [0.1513363, 0.3006568, 1.0]], ['2, k, 2', [0.1460317, 0.6159334, 1.0]], ['2, k, 3', [0.1435712, 0.7635236, 1.0]], ['2, k, 4', [-0.02536615, 0.4955973, 1.0]], ['2, k, 5', [-0.07855532, 0.2664857, 1.0]], ['2, k, 6', [-0.09977219, 0.08793271, 1.0]], ['2, k, 7', [-0.1133935, 0.01636415, 1.0]], ['2, k, 8', [0.3217626, 0.4814467, 1.0]], ['2, k, 9', [0.3788383, 0.232534, 1.0]], ['2, k, 10', [0.3842924, 0.03683412, 1.0]], ['2, k, 11', [0.3676751, -0.009882212, 1.0]], ['2, k, 12', [0.07565124, -0.02550196, 1.0]], ['2, k, 13', [0.02768804, -0.3159083, 1.0]], ['2, k, 14', [-0.004897487, -0.6113428, 1.0]], ['2, k, 15', [-0.0343705, -0.6760946, 1.0]], ['2, k, 16', [0.2330585, -0.02421482, 1.0]], ['2, k, 17', [0.2896519, -0.3194151, 1.0]], ['2, k, 18', [0.3129895, -0.6146869, 1.0]], ['2, k, 19', [0.3399235, -0.6739351, 1.0]], ['2, k, 20', [0.1473746, 0.538614, 1.0]], ['2, k, 21', [-0.1231781, -0.03948631, 1.0]], ['2, k, 22', [-0.1519961, 0.02848822, 1.0]], ['2, k, 23', [0.3608857, -0.08914418, 1.0]], ['2, k, 24', [0.4130398, 0.01130979, 1.0]]]
[['2, k, 0', [0.1566857, -0.02523883, 1.0]], ['2, k, 1', [0.1513713, 0.3006325, 1.0]], ['2, k, 2', [0.1461476, 0.6158766, 1.0]], ['2, k, 3', [0.1436637, 0.7636086, 1.0]], ['2, k, 4', [-0.0257175, 0.494839, 1.0]], ['2, k, 5', [-0.07481726, 0.2469951, 1.0]], ['2, k, 6', [-0.09822227, 0.05367843, 1.0]], ['2, k, 7', [-0.109072, -0.02160645, 1.0]], ['2, k, 8', [0.3221178, 0.4814706, 1.0]], ['2, k, 9', [0.3789122, 0.2324773, 1.0]], ['2, k, 10', [0.3846039, 0.03823235, 1.0]], ['2, k, 11', [0.3689511, -0.01008081, 1.0]], ['2, k, 12', [0.07563636, -0.02551626, 1.0]], ['2, k, 13', [0.02758506, -0.3163722, 1.0]], ['2, k, 14', [-0.005197823, -0.6112662, 1.0]], ['2, k, 15', [-0.0335793, -0.675891, 1.0]], ['2, k, 16', [0.2330048, -0.02420785, 1.0]], ['2, k, 17', [0.2895719, -0.3191036, 1.0]], ['2, k, 18', [0.3129665, -0.6146058, 1.0]], ['2, k, 19', [0.3397942, -0.6738458, 1.0]], ['2, k, 20', [0.1474734, 0.5385651, 1.0]], ['2, k, 21', [-0.1112869, -0.0867045, 1.0]], ['2, k, 22', [-0.1311099, 0.001703418, 1.0]], ['2, k, 23', [0.3611544, -0.08831303, 1.0]], ['2, k, 24', [0.4194798, 0.01331782, 1.0]]]
