[['2, k, 0', [0.1601629, -0.0209982, 1.0]], ['2, k, 1', [0.1684023, 0.3007653, 1.0]], ['2, k, 2', [0.1751505, 0.6112813, 1.0]], ['2, k, 3', [0.1700183, 0.7548503, 1.0]], ['2, k, 4', [-0.005302621, 0.49399, 1.0]], ['2, k, 5', [-0.04697164, 0.2273936, 1.0]], ['2, k, 6', [-0.08095998, -0.02893711, 1.0]], ['2, k, 7', [-0.09860194, -0.09360981, 1.0]], ['2, k, 8', [0.3517621, 0.4833738, 1.0]], ['2, k, 9', [0.3809185, 0.2244037, 1.0]], ['2, k, 10', [0.3888881, -0.0299846, 1.0]], ['2, k, 11', [0.3888943, -0.09590901, 1.0]], ['2, k, 12', [0.07881525, -0.01820347, 1.0]], ['2, k, 13', [0.07534157, -0.3313279, 1.0]], ['2, k, 14', [0.10123, -0.6478304, 1.0]], ['2, k, 15', [0.03627989, -0.716067, 1.0]], ['2, k, 16', [0.2364988, -0.02336608, 1.0]], ['2, k, 17', [0.2418406, -0.3488792, 1.0]], ['2, k, 18', [0.2326155, -0.6508284, 1.0]], ['2, k, 19', [0.2195436, -0.7254428, 1.0]], ['2, k, 20', [0.1736755, 0.5351782, 1.0]], ['2, k, 21', [-0.1197643, -0.1644629, 1.0]], ['2, k, 22', [-0.138172, -0.06038266, 1.0]], ['2, k, 23', [0.382479, -0.1631959, 1.0]], ['2, k, 24', [0.3526015, -0.1060647, 1.0]]]
[['2, k, 0', [0.1598106, -0.02170097, 1.0]], ['2, k, 1', [0.1679183, 0.3004608, 1.0]], ['2, k, 2', [0.1744982, 0.6113526, 1.0]], ['2, k, 3', [0.1697865, 0.7541521, 1.0]], ['2, k, 4', [-0.005873722, 0.4937299, 1.0]], ['2, k, 5', [-0.04732693, 0.2256448, 1.0]], ['2, k, 6', [-0.08671618, 0.01514534, 1.0]], ['2, k, 7', [-0.1161083, -0.05264148, 1.0]], ['2, k, 8', [0.3513374, 0.4834507, 1.0]], ['2, k, 9', [0.3810443, 0.223408, 1.0]], ['2, k, 10', [0.3892241, -0.02906934, 1.0]], ['2, k, 11', [0.3891803, -0.09755656, 1.0]], ['2, k, 12', [0.07849319, -0.01915481, 1.0]], ['2, k, 13', [0.07669026, -0.3320551, 1.0]], ['2, k, 14', [0.1015572, -0.6476004, 1.0]], ['2, k, 15', [0.02682495, -0.7114258, 1.0]], ['2, k, 16', [0.2361886, -0.02380176, 1.0]], ['2, k, 17', [0.2405516, -0.3505657, 1.0]], ['2, k, 18', [0.2313306, -0.652339, 1.0]], ['2, k, 19', [0.2193735, -0.7270527, 1.0]], ['2, k, 20', [0.1730831, 0.5351537, 1.0]], ['2, k, 21', [-0.1368897, -0.1195277, 1.0]], ['2, k, 22', [-0.1444122, -0.01916642, 1.0]], ['2, k, 23', [0.3811843, -0.1623486, 1.0]], ['2, k, 24', [0.3535177, -0.1012465, 1.0]]]
[['2, k, 0', [0.1598716, -0.02163649, 1.0]], ['2, k, 1', [0.1679485, 0.3005148, 1.0]], ['2, k, 2', [0.1745196, 0.6114182, 1.0]], ['2, k, 3', [0.1698282, 0.7541058, 1.0]], ['2, k, 4', [-0.005870478, 0.4938124, 1.0]], ['2, k, 5', [-0.04679651, 0.2259003, 1.0]], ['2, k, 6', [-0.08830335, 0.01995356, 1.0]], ['2, k, 7', [-0.1188912, -0.03987847, 1.0]], ['2, k, 8', [0.3513459, 0.4835556, 1.0]], ['2, k, 9', [0.3812101, 0.2234709, 1.0]], ['2, k, 10', [0.3891893, -0.02909232, 1.0]], ['2, k, 11', [0.3890083, -0.09290411, 1.0]], ['2, k, 12', [0.07854923, -0.01908686, 1.0]], ['2, k, 13', [0.07667998, -0.3320438, 1.0]], ['2, k, 14', [0.1015252, -0.6477557, 1.0]], ['2, k, 15', [0.06206642, -0.7239613, 1.0]], ['2, k, 16', [0.2362535, -0.02373056, 1.0]], ['2, k, 17', [0.2405654, -0.3505286, 1.0]], ['2, k, 18', [0.2314921, -0.6523386, 1.0]], ['2, k, 19', [0.2211226, -0.726346, 1.0]], ['2, k, 20', [0.1731053, 0.5352169, 1.0]], ['2, k, 21', [-0.1409441, -0.1050021, 1.0]], ['2, k, 22', [-0.1449204, -0.009062833, 1.0]], ['2, k, 23', [0.3811198, -0.1628589, 1.0]], ['2, k, 24', [0.3518492, -0.1060993, 1.0]]]
[['2, k, 0', [0.160037, -0.02161292, 1.0]], ['2, k, 1', [0.1679612, 0.3005302, 1.0]], ['2, k, 2', [0.174459, 0.6114629, 1.0]], ['2, k, 3', [0.1698832, 0.7541158, 1.0]], ['2, k, 4', [-0.005820656, 0.493786, 1.0]], ['2, k, 5', [-0.04568271, 0.2262885, 1.0]], ['2, k, 6', [-0.09251406, 0.02650302, 1.0]], ['2, k, 7', [-0.1219115, -0.02738271, 1.0]], ['2, k, 8', [0.3513743, 0.4836349, 1.0]], ['2, k, 9', [0.3812089, 0.2234794, 1.0]], ['2, k, 10', [0.3891615, -0.02918678, 1.0]], ['2, k, 11', [0.3885878, -0.09444603, 1.0]], ['2, k, 12', [0.07871908, -0.01902231, 1.0]], ['2, k, 13', [0.07674337, -0.3322685, 1.0]], ['2, k, 14', [0.1016039, -0.6487674, 1.0]], ['2, k, 15', [0.05516152, -0.7265955, 1.0]], ['2, k, 16', [0.2364087, -0.02373306, 1.0]], ['2, k, 17', [0.2405363, -0.3507709, 1.0]], ['2, k, 18', [0.2290571, -0.6530416, 1.0]], ['2, k, 19', [0.2223003, -0.727613, 1.0]], ['2, k, 20', [0.1730707, 0.5352503, 1.0]], ['2, k, 21', [-0.1457231, -0.08744023, 1.0]], ['2, k, 22', [-0.1473365, 0.007591979, 1.0]], ['2, k, 23', [0.3827758, -0.1639922, 1.0]], ['2, k, 24', [0.3536445, -0.1211237, 1.0]]]
[['2, k, 0', [0.1601002, -0.02137692, 1.0]], ['2, k, 1', [0.1681178, 0.3007177, 1.0]], ['2, k, 2', [0.1747275, 0.6116476, 1.0]], ['2, k, 3', [0.1699174, 0.7540735, 1.0]], ['2, k, 4', [-0.005717988, 0.4939229, 1.0]], ['2, k, 5', [-0.04276991, 0.2327573, 1.0]], ['2, k, 6', [-0.1006587, 0.05547673, 1.0]], ['2, k, 7', [-0.1356658, 0.007932036, 1.0]], ['2, k, 8', [0.3514271, 0.4836817, 1.0]], ['2, k, 9', [0.3811684, 0.2241648, 1.0]], ['2, k, 10', [0.389159, -0.0291323, 1.0]], ['2, k, 11', [0.3891696, -0.0929727, 1.0]], ['2, k, 12', [0.07877322, -0.01869053, 1.0]], ['2, k, 13', [0.07685366, -0.3322361, 1.0]], ['2, k, 14', [0.1016493, -0.6495145, 1.0]], ['2, k, 15', [0.05708429, -0.7259519, 1.0]], ['2, k, 16', [0.2364783, -0.02358746, 1.0]], ['2, k, 17', [0.2409518, -0.3495035, 1.0]], ['2, k, 18', [0.2295654, -0.6534546, 1.0]], ['2, k, 19', [0.2165648, -0.7297301, 1.0]], ['2, k, 20', [0.1733041, 0.5354345, 1.0]], ['2, k, 21', [-0.1590093, -0.0372597, 1.0]], ['2, k, 22', [-0.1530048, 0.04665254, 1.0]], ['2, k, 23', [0.3822862, -0.1596142, 1.0]], ['2, k, 24', [0.3542943, -0.1019869, 1.0]]]
[['2, k, 0', [0.1600482, -0.02121806, 1.0]], ['2, k, 1', [0.1681803, 0.300777, 1.0]], ['2, k, 2', [0.1749869, 0.6116351, 1.0]], ['2, k, 3', [0.1698696, 0.7540861, 1.0]], ['2, k, 4', [-0.005693902, 0.4939739, 1.0]], ['2, k, 5', [-0.04197341, 0.2382809, 1.0]], ['2, k, 6', [-0.100956, 0.06419735, 1.0]], ['2, k, 7', [-0.1368582, 0.03417415, 1.0]], ['2, k, 8', [0.3515251, 0.4837275, 1.0]], ['2, k, 9', [0.3810997, 0.2239498, 1.0]], ['2, k, 10', [0.3891575, -0.02913259, 1.0]], ['2, k, 11', [0.3890712, -0.09309513, 1.0]], ['2, k, 12', [0.07872802, -0.01838644, 1.0]], ['2, k, 13', [0.0767362, -0.3321425, 1.0]], ['2, k, 14', [0.1016383, -0.6495565, 1.0]], ['2, k, 15', [0.05574343, -0.7263759, 1.0]], ['2, k, 16', [0.236415, -0.02351385, 1.0]], ['2, k, 17', [0.2409546, -0.3495024, 1.0]], ['2, k, 18', [0.2294653, -0.6533846, 1.0]], ['2, k, 19', [0.2194406, -0.7288962, 1.0]], ['2, k, 20', [0.1734955, 0.5354467, 1.0]], ['2, k, 21', [-0.1627247, -0.005883668, 1.0]], ['2, k, 22', [-0.1660521, 0.06022573, 1.0]], ['2, k, 23', [0.3798145, -0.1626917, 1.0]], ['2, k, 24', [0.3530059, -0.1061684, 1.0]]]
[['2, k, 0', [0.1601833, -0.02093823, 1.0]], ['2, k, 1', [0.1682146, 0.3008039, 1.0]], ['2, k, 2', [0.1749428, 0.6114266, 1.0]], ['2, k, 3', [0.1698759, 0.7540608, 1.0]], ['2, k, 4', [-0.005414188, 0.4946536, 1.0]], ['2, k, 5', [-0.04417101, 0.2601535, 1.0]], ['2, k, 6', [-0.09213306, 0.1003816, 1.0]], ['2, k, 7', [-0.1313789, 0.09550748, 1.0]], ['2, k, 8', [0.3515457, 0.4838111, 1.0]], ['2, k, 9', [0.3810744, 0.2238915, 1.0]], ['2, k, 10', [0.3891951, -0.02927028, 1.0]], ['2, k, 11', [0.3886234, -0.09399751, 1.0]], ['2, k, 12', [0.07887439, -0.01798486, 1.0]], ['2, k, 13', [0.07624848, -0.3319269, 1.0]], ['2, k, 14', [0.1016412, -0.6490321, 1.0]], ['2, k, 15', [0.0568962, -0.7256052, 1.0]], ['2, k, 16', [0.2365543, -0.02331791, 1.0]], ['2, k, 17', [0.2413678, -0.3489383, 1.0]], ['2, k, 18', [0.229732, -0.6531572, 1.0]], ['2, k, 19', [0.2198775, -0.7287956, 1.0]], ['2, k, 20', [0.1734734, 0.5353109, 1.0]], ['2, k, 21', [-0.1558812, 0.06113185, 1.0]], ['2, k, 22', [-0.1627428, 0.1077017, 1.0]], ['2, k, 23', [0.3809352, -0.1596363, 1.0]], ['2, k, 24', [0.3534335, -0.1089475, 1.0]]]
[['2, k, 0', [0.1602867, -0.02071865, 1.0]], ['2, k, 1', [0.1681047, 0.300889, 1.0]], ['2, k, 2', [0.1745245, 0.6114334, 1.0]], ['2, k, 3', [0.1698367, 0.7540279, 1.0]], ['2, k, 4', [-0.005334559, 0.4949001, 1.0]], ['2, k, 5', [-0.04491443, 0.2656076, 1.0]], ['2, k, 6', [-0.09997249, 0.127249, 1.0]], ['2, k, 7', [-0.1432887, 0.1193014, 1.0]], ['2, k, 8', [0.3516552, 0.4839789, 1.0]], ['2, k, 9', [0.3813527, 0.2243975, 1.0]], ['2, k, 10', [0.3890987, -0.02898759, 1.0]], ['2, k, 11', [0.3888773, -0.09218208, 1.0]], ['2, k, 12', [0.0789555, -0.01771485, 1.0]], ['2, k, 13', [0.07571995, -0.3307575, 1.0]], ['2, k, 14', [0.1015514, -0.6493466, 1.0]], ['2, k, 15', [0.03475952, -0.715332, 1.0]], ['2, k, 16', [0.2366876, -0.02314075, 1.0]], ['2, k, 17', [0.2413974, -0.3489308, 1.0]], ['2, k, 18', [0.2309416, -0.6533788, 1.0]], ['2, k, 19', [0.2177107, -0.7276933, 1.0]], ['2, k, 20', [0.173155, 0.5353429, 1.0]], ['2, k, 21', [-0.1634561, 0.1013592, 1.0]], ['2, k, 22', [-0.1687123, 0.1462707, 1.0]], ['2, k, 23', [0.377055, -0.1591517, 1.0]], ['2, k, 24', [0.3535486, -0.1006308, 1.0]]]
[['2, k, 0', [0.1603055, -0.02052358, 1.0]], ['2, k, 1', [0.1680895, 0.3009944, 1.0]], ['2, k, 2', [0.1744979, 0.6114795, 1.0]], ['2, k, 3', [0.1696994, 0.7539879, 1.0]], ['2, k, 4', [-0.005316276, 0.49502, 1.0]], ['2, k, 5', [-0.02071443, 0.2480553, 1.0]], ['2, k, 6', [-0.1122309, 0.1604915, 1.0]], ['2, k, 7', [-0.1401791, 0.1527321, 1.0]], ['2, k, 8', [0.3516631, 0.4842375, 1.0]], ['2, k, 9', [0.3814304, 0.22429, 1.0]], ['2, k, 10', [0.3890607, -0.02870351, 1.0]], ['2, k, 11', [0.389309, -0.09294378, 1.0]], ['2, k, 12', [0.07898899, -0.01745157, 1.0]], ['2, k, 13', [0.07572131, -0.3307578, 1.0]], ['2, k, 14', [0.1013858, -0.6492198, 1.0]], ['2, k, 15', [0.05878406, -0.7258089, 1.0]], ['2, k, 16', [0.2366913, -0.02300621, 1.0]], ['2, k, 17', [0.2412883, -0.348969, 1.0]], ['2, k, 18', [0.2309587, -0.6533082, 1.0]], ['2, k, 19', [0.2204447, -0.7275794, 1.0]], ['2, k, 20', [0.1731287, 0.5354016, 1.0]], ['2, k, 21', [-0.1722092, 0.1397821, 1.0]], ['2, k, 22', [-0.1630187, 0.1803018, 1.0]], ['2, k, 23', [0.3791085, -0.1606662, 1.0]], ['2, k, 24', [0.3521606, -0.09897726, 1.0]]]
[['2, k, 0', [0.1603299, -0.020372, 1.0]], ['2, k, 1', [0.168077, 0.3011242, 1.0]], ['2, k, 2', [0.1744731, 0.6115868, 1.0]], ['2, k, 3', [0.1696388, 0.7539072, 1.0]], ['2, k, 4', [-0.005368542, 0.4951615, 1.0]], ['2, k, 5', [-0.03079492, 0.2404912, 1.0]], ['2, k, 6', [-0.1240341, 0.2054247, 1.0]], ['2, k, 7', [-0.1394033, 0.2100868, 1.0]], ['2, k, 8', [0.3517318, 0.4844918, 1.0]], ['2, k, 9', [0.3814667, 0.2240022, 1.0]], ['2, k, 10', [0.3890842, -0.02840517, 1.0]], ['2, k, 11', [0.3897366, -0.09172948, 1.0]], ['2, k, 12', [0.07900784, -0.01728021, 1.0]], ['2, k, 13', [0.07503797, -0.3299815, 1.0]], ['2, k, 14', [0.1014017, -0.6491479, 1.0]], ['2, k, 15', [0.05908009, -0.7253295, 1.0]], ['2, k, 16', [0.2367177, -0.02289143, 1.0]], ['2, k, 17', [0.2412669, -0.348748, 1.0]], ['2, k, 18', [0.2319994, -0.6523901, 1.0]], ['2, k, 19', [0.2209064, -0.7261393, 1.0]], ['2, k, 20', [0.1731042, 0.5355142, 1.0]], ['2, k, 21', [-0.1552114, 0.221121, 1.0]], ['2, k, 22', [-0.1664847, 0.1915888, 1.0]], ['2, k, 23', [0.3773023, -0.1591611, 1.0]], ['2, k, 24', [0.3538838, -0.1049573, 1.0]]]
[['2, k, 0', [0.1604236, -0.02007102, 1.0]], ['2, k, 1', [0.1680622, 0.3013838, 1.0]], ['2, k, 2', [0.1743304, 0.6118115, 1.0]], ['2, k, 3', [0.1695764, 0.7538649, 1.0]], ['2, k, 4', [-0.005373332, 0.4952857, 1.0]], ['2, k, 5', [-0.03075543, 0.2401391, 1.0]], ['2, k, 6', [-0.1029885, 0.2117911, 1.0]], ['2, k, 7', [-0.1315556, 0.2323846, 1.0]], ['2, k, 8', [0.3516089, 0.484558, 1.0]], ['2, k, 9', [0.3814467, 0.22412, 1.0]], ['2, k, 10', [0.3891762, -0.02820773, 1.0]], ['2, k, 11', [0.3904501, -0.09220053, 1.0]], ['2, k, 12', [0.07910149, -0.01691051, 1.0]], ['2, k, 13', [0.07492523, -0.329712, 1.0]], ['2, k, 14', [0.1013462, -0.6489202, 1.0]], ['2, k, 15', [0.05894091, -0.7250372, 1.0]], ['2, k, 16', [0.2368025, -0.02266279, 1.0]], ['2, k, 17', [0.2412061, -0.348826, 1.0]], ['2, k, 18', [0.2320026, -0.6523946, 1.0]], ['2, k, 19', [0.2138642, -0.7289006, 1.0]], ['2, k, 20', [0.1729937, 0.5357495, 1.0]], ['2, k, 21', [-0.1471246, 0.2348223, 1.0]], ['2, k, 22', [-0.122814, 0.1992206, 1.0]], ['2, k, 23', [0.3802183, -0.1587653, 1.0]], ['2, k, 24', [0.3536459, -0.1061587, 1.0]]]
[['2, k, 0', [0.1604439, -0.01999057, 1.0]], ['2, k, 1', [0.168198, 0.3014243, 1.0]], ['2, k, 2', [0.174751, 0.6117824, 1.0]], ['2, k, 3', [0.1696516, 0.7538068, 1.0]], ['2, k, 4', [-0.005297137, 0.4953425, 1.0]], ['2, k, 5', [-0.03320241, 0.2344404, 1.0]], ['2, k, 6', [-0.1089463, 0.2318963, 1.0]], ['2, k, 7', [-0.1336971, 0.2716732, 1.0]], ['2, k, 8', [0.3516133, 0.4845186, 1.0]], ['2, k, 9', [0.3814881, 0.223977, 1.0]], ['2, k, 10', [0.3892365, -0.02815468, 1.0]], ['2, k, 11', [0.3889963, -0.09416474, 1.0]], ['2, k, 12', [0.07911476, -0.01680261, 1.0]], ['2, k, 13', [0.07460069, -0.3288398, 1.0]], ['2, k, 14', [0.1010606, -0.649036, 1.0]], ['2, k, 15', [0.05678399, -0.7219445, 1.0]], ['2, k, 16', [0.2368322, -0.0225924, 1.0]], ['2, k, 17', [0.2412272, -0.3488224, 1.0]], ['2, k, 18', [0.2311626, -0.6519829, 1.0]], ['2, k, 19', [0.2122348, -0.7292736, 1.0]], ['2, k, 20', [0.1733202, 0.5357448, 1.0]], ['2, k, 21', [-0.1425381, 0.3035094, 1.0]], ['2, k, 22', [-0.1566341, 0.2640626, 1.0]], ['2, k, 23', [0.3856966, -0.1598026, 1.0]], ['2, k, 24', [0.3528939, -0.1054291, 1.0]]]
[['2, k, 0', [0.1604405, -0.02001523, 1.0]], ['2, k, 1', [0.1682401, 0.3013848, 1.0]], ['2, k, 2', [0.1749271, 0.6117238, 1.0]], ['2, k, 3', [0.1695697, 0.7536694, 1.0]], ['2, k, 4', [-0.005272452, 0.4949891, 1.0]], ['2, k, 5', [-0.03447156, 0.2343032, 1.0]], ['2, k, 6', [-0.109111, 0.296441, 1.0]], ['2, k, 7', [-0.1208522, 0.3315971, 1.0]], ['2, k, 8', [0.3515618, 0.4844205, 1.0]], ['2, k, 9', [0.3815384, 0.2240019, 1.0]], ['2, k, 10', [0.3892271, -0.02833766, 1.0]], ['2, k, 11', [0.3889604, -0.09243704, 1.0]], ['2, k, 12', [0.07910888, -0.01686287, 1.0]], ['2, k, 13', [0.07442533, -0.3285558, 1.0]], ['2, k, 14', [0.1010145, -0.6490671, 1.0]], ['2, k, 15', [0.0445353, -0.7225128, 1.0]], ['2, k, 16', [0.2368288, -0.02260325, 1.0]], ['2, k, 17', [0.240969, -0.3490391, 1.0]], ['2, k, 18', [0.2312842, -0.6518116, 1.0]], ['2, k, 19', [0.218522, -0.727612, 1.0]], ['2, k, 20', [0.1734524, 0.5356895, 1.0]], ['2, k, 21', [-0.1261506, 0.3663133, 1.0]], ['2, k, 22', [-0.1489351, 0.3223511, 1.0]], ['2, k, 23', [0.380926, -0.1597762, 1.0]], ['2, k, 24', [0.3519354, -0.1026002, 1.0]]]
[['2, k, 0', [0.1604564, -0.02001501, 1.0]], ['2, k, 1', [0.1682435, 0.3014091, 1.0]], ['2, k, 2', [0.1748956, 0.6118364, 1.0]], ['2, k, 3', [0.1695465, 0.753679, 1.0]], ['2, k, 4', [-0.005263853, 0.4949074, 1.0]], ['2, k, 5', [-0.03717528, 0.2310599, 1.0]], ['2, k, 6', [-0.1032037, 0.3069237, 1.0]], ['2, k, 7', [-0.1140457, 0.3579116, 1.0]], ['2, k, 8', [0.3515268, 0.4844273, 1.0]], ['2, k, 9', [0.3814315, 0.2238599, 1.0]], ['2, k, 10', [0.3892317, -0.02837965, 1.0]], ['2, k, 11', [0.3894703, -0.09250203, 1.0]], ['2, k, 12', [0.07912824, -0.01685397, 1.0]], ['2, k, 13', [0.07426058, -0.3284433, 1.0]], ['2, k, 14', [0.1003831, -0.6484157, 1.0]], ['2, k, 15', [0.04691841, -0.7232779, 1.0]], ['2, k, 16', [0.2368433, -0.0226092, 1.0]], ['2, k, 17', [0.2409784, -0.3491731, 1.0]], ['2, k, 18', [0.2318285, -0.6516933, 1.0]], ['2, k, 19', [0.2155735, -0.7275042, 1.0]], ['2, k, 20', [0.1734337, 0.5357729, 1.0]], ['2, k, 21', [-0.1276455, 0.404283, 1.0]], ['2, k, 22', [-0.1387353, 0.3412936, 1.0]], ['2, k, 23', [0.3834938, -0.1583521, 1.0]], ['2, k, 24', [0.3543116, -0.1051986, 1.0]]]
[['2, k, 0', [0.1604507, -0.01996583, 1.0]], ['2, k, 1', [0.1682649, 0.3014616, 1.0]], ['2, k, 2', [0.1749627, 0.6119164, 1.0]], ['2, k, 3', [0.1695355, 0.7536917, 1.0]], ['2, k, 4', [-0.006209495, 0.4957276, 1.0]], ['2, k, 5', [-0.03820058, 0.2268273, 1.0]], ['2, k, 6', [-0.09534473, 0.3224018, 1.0]], ['2, k, 7', [-0.1059841, 0.3802564, 1.0]], ['2, k, 8', [0.3515377, 0.4844028, 1.0]], ['2, k, 9', [0.3813229, 0.2238892, 1.0]], ['2, k, 10', [0.3889422, -0.02866454, 1.0]], ['2, k, 11', [0.3888019, -0.09236409, 1.0]], ['2, k, 12', [0.07912584, -0.01678169, 1.0]], ['2, k, 13', [0.07403016, -0.3288713, 1.0]], ['2, k, 14', [0.1003887, -0.6483913, 1.0]], ['2, k, 15', [0.0469244, -0.7231759, 1.0]], ['2, k, 16', [0.2368337, -0.02257352, 1.0]], ['2, k, 17', [0.2407189, -0.3494031, 1.0]], ['2, k, 18', [0.2322896, -0.6527987, 1.0]], ['2, k, 19', [0.2159016, -0.727722, 1.0]], ['2, k, 20', [0.1734866, 0.535845, 1.0]], ['2, k, 21', [-0.1105202, 0.4180456, 1.0]], ['2, k, 22', [-0.1354396, 0.3727014, 1.0]], ['2, k, 23', [0.3763557, -0.1597331, 1.0]], ['2, k, 24', [0.3527855, -0.09932797, 1.0]]]
[['2, k, 0', [0.1604276, -0.01987823, 1.0]], ['2, k, 1', [0.1681777, 0.3015223, 1.0]], ['2, k, 2', [0.1747654, 0.611954, 1.0]], ['2, k, 3', [0.1695355, 0.7536852, 1.0]], ['2, k, 4', [-0.006651429, 0.4966332, 1.0]], ['2, k, 5', [-0.04105137, 0.2278945, 1.0]], ['2, k, 6', [-0.08574567, 0.351175, 1.0]], ['2, k, 7', [-0.09867217, 0.4092374, 1.0]], ['2, k, 8', [0.3515235, 0.4843401, 1.0]], ['2, k, 9', [0.3812972, 0.2235224, 1.0]], ['2, k, 10', [0.3888768, -0.02894147, 1.0]], ['2, k, 11', [0.389466, -0.09279314, 1.0]], ['2, k, 12', [0.07911085, -0.01663385, 1.0]], ['2, k, 13', [0.07344819, -0.3287555, 1.0]], ['2, k, 14', [0.1001181, -0.6483173, 1.0]], ['2, k, 15', [0.0490863, -0.7240272, 1.0]], ['2, k, 16', [0.2368058, -0.0225303, 1.0]], ['2, k, 17', [0.240763, -0.3494397, 1.0]], ['2, k, 18', [0.2322134, -0.6527231, 1.0]], ['2, k, 19', [0.2185091, -0.7275538, 1.0]], ['2, k, 20', [0.1733224, 0.5358896, 1.0]], ['2, k, 21', [-0.09755445, 0.4565944, 1.0]], ['2, k, 22', [-0.1258874, 0.4057483, 1.0]], ['2, k, 23', [0.3811255, -0.1593358, 1.0]], ['2, k, 24', [0.3552208, -0.1084614, 1.0]]]
[['2, k, 0', [0.1601787, -0.0196158, 1.0]], ['2, k, 1', [0.1678084, 0.3015692, 1.0]], ['2, k, 2', [0.1741047, 0.6117239, 1.0]], ['2, k, 3', [0.1695915, 0.7536824, 1.0]], ['2, k, 4', [-0.006331509, 0.4975306, 1.0]], ['2, k, 5', [-0.0462548, 0.2316393, 1.0]], ['2, k, 6', [-0.06546513, 0.3372127, 1.0]], ['2, k, 7', [-0.07718129, 0.4299835, 1.0]], ['2, k, 8', [0.3514716, 0.4843949, 1.0]], ['2, k, 9', [0.3812742, 0.2234761, 1.0]], ['2, k, 10', [0.3887413, -0.02884812, 1.0]], ['2, k, 11', [0.3880943, -0.09271681, 1.0]], ['2, k, 12', [0.07881378, -0.0162754, 1.0]], ['2, k, 13', [0.07333123, -0.3285778, 1.0]], ['2, k, 14', [0.1002261, -0.6487082, 1.0]], ['2, k, 15', [0.04934665, -0.7247187, 1.0]], ['2, k, 16', [0.2365885, -0.02233841, 1.0]], ['2, k, 17', [0.2407212, -0.3495195, 1.0]], ['2, k, 18', [0.2319396, -0.6533771, 1.0]], ['2, k, 19', [0.2198369, -0.7274952, 1.0]], ['2, k, 20', [0.172749, 0.5357453, 1.0]], ['2, k, 21', [-0.07965413, 0.4580884, 1.0]], ['2, k, 22', [-0.09860066, 0.421037, 1.0]], ['2, k, 23', [0.3797739, -0.1639018, 1.0]], ['2, k, 24', [0.3523725, -0.1037857, 1.0]]]
[['2, k, 0', [0.1601876, -0.01962386, 1.0]], ['2, k, 1', [0.1677999, 0.3015614, 1.0]], ['2, k, 2', [0.1740627, 0.6117167, 1.0]], ['2, k, 3', [0.1695281, 0.7536802, 1.0]], ['2, k, 4', [0.002127655, 0.4995599, 1.0]], ['2, k, 5', [-0.04857586, 0.2833539, 1.0]], ['2, k, 6', [-0.06889796, 0.4492407, 1.0]], ['2, k, 7', [-0.06868982, 0.4964936, 1.0]], ['2, k, 8', [0.3513947, 0.4843435, 1.0]], ['2, k, 9', [0.3809952, 0.2232061, 1.0]], ['2, k, 10', [0.388719, -0.02868917, 1.0]], ['2, k, 11', [0.3897535, -0.09229445, 1.0]], ['2, k, 12', [0.07881384, -0.01627016, 1.0]], ['2, k, 13', [0.07330742, -0.3284879, 1.0]], ['2, k, 14', [0.1006701, -0.649268, 1.0]], ['2, k, 15', [0.03411865, -0.7070313, 1.0]], ['2, k, 16', [0.2366306, -0.02239667, 1.0]], ['2, k, 17', [0.240555, -0.3496888, 1.0]], ['2, k, 18', [0.2311009, -0.6541269, 1.0]], ['2, k, 19', [0.2205118, -0.7275859, 1.0]], ['2, k, 20', [0.1727168, 0.5357369, 1.0]], ['2, k, 21', [-0.05991765, 0.560869, 1.0]], ['2, k, 22', [-0.09191891, 0.5248798, 1.0]], ['2, k, 23', [0.3834099, -0.1603856, 1.0]], ['2, k, 24', [0.3533686, -0.1049657, 1.0]]]
[['2, k, 0', [0.1602695, -0.01953491, 1.0]], ['2, k, 1', [0.1678443, 0.3015517, 1.0]], ['2, k, 2', [0.1741125, 0.6116395, 1.0]], ['2, k, 3', [0.1694081, 0.7537574, 1.0]], ['2, k, 4', [0.003947095, 0.4995815, 1.0]], ['2, k, 5', [-0.06515689, 0.2380662, 1.0]], ['2, k, 6', [-0.06757201, 0.4522476, 1.0]], ['2, k, 7', [-0.06218773, 0.5150101, 1.0]], ['2, k, 8', [0.3512944, 0.4843605, 1.0]], ['2, k, 9', [0.3807216, 0.2233074, 1.0]], ['2, k, 10', [0.3886842, -0.02871701, 1.0]], ['2, k, 11', [0.3866392, -0.0934675, 1.0]], ['2, k, 12', [0.0788094, -0.01612617, 1.0]], ['2, k, 13', [0.07328831, -0.3283097, 1.0]], ['2, k, 14', [0.10046, -0.6493415, 1.0]], ['2, k, 15', [0.06049159, -0.7207192, 1.0]], ['2, k, 16', [0.236817, -0.02234561, 1.0]], ['2, k, 17', [0.2404903, -0.3495703, 1.0]], ['2, k, 18', [0.2320185, -0.6534749, 1.0]], ['2, k, 19', [0.2215221, -0.7270108, 1.0]], ['2, k, 20', [0.1727618, 0.5356799, 1.0]], ['2, k, 21', [-0.04717254, 0.5749813, 1.0]], ['2, k, 22', [-0.09435887, 0.5016893, 1.0]], ['2, k, 23', [0.3811873, -0.1594447, 1.0]], ['2, k, 24', [0.3506249, -0.1062953, 1.0]]]
