[['2, k, 0', [-0.09919674, -0.001048107, 1.0]], ['2, k, 1', [-0.09582472, 0.3001706, 1.0]], ['2, k, 2', [-0.09191508, 0.5927008, 1.0]], ['2, k, 3', [-0.09222027, 0.7298779, 1.0]], ['2, k, 4', [-0.2499865, 0.4660942, 1.0]], ['2, k, 5', [-0.3125811, 0.2247391, 1.0]], ['2, k, 6', [-0.3065148, 0.02381866, 1.0]], ['2, k, 7', [-0.3051182, -0.01917183, 1.0]], ['2, k, 8', [0.06558669, 0.4770741, 1.0]], ['2, k, 9', [0.1040598, 0.2235752, 1.0]], ['2, k, 10', [0.1168681, 0.02306212, 1.0]], ['2, k, 11', [0.1117206, -0.02780437, 1.0]], ['2, k, 12', [-0.1664261, -0.002149897, 1.0]], ['2, k, 13', [-0.1734125, -0.2627721, 1.0]], ['2, k, 14', [-0.2106167, -0.5794895, 1.0]], ['2, k, 15', [-0.2198532, -0.6518784, 1.0]], ['2, k, 16', [-0.0293512, -6.896435e-05, 1.0]], ['2, k, 17', [-0.02399171, -0.2706133, 1.0]], ['2, k, 18', [-0.01310014, -0.5713069, 1.0]], ['2, k, 19', [-0.005380481, -0.648453, 1.0]], ['2, k, 20', [-0.09297637, 0.520774, 1.0]], ['2, k, 21', [-0.3045994, -0.07659128, 1.0]], ['2, k, 22', [-0.3389733, -0.01977507, 1.0]], ['2, k, 23', [0.1138248, -0.09404188, 1.0]], ['2, k, 24', [0.07473378, -0.03005716, 1.0]]]
[['2, k, 0', [-0.08974493, 0.02525162, 1.0]], ['2, k, 1', [-0.09536698, 0.3215103, 1.0]], ['2, k, 2', [-0.1014698, 0.6100697, 1.0]], ['2, k, 3', [-0.09671959, 0.731695, 1.0]], ['2, k, 4', [-0.221616, 0.5211635, 1.0]], ['2, k, 5', [-0.2840757, 0.7576149, 1.0]], ['2, k, 6', [-0.2878738, 0.9535052, 1.0]], ['2, k, 7', [-0.295406, 0.9972954, 1.0]], ['2, k, 8', [0.05198469, 0.4898486, 1.0]], ['2, k, 9', [0.1096727, 0.238723, 1.0]], ['2, k, 10', [0.1317567, 0.03901997, 1.0]], ['2, k, 11', [0.1193201, -0.01604912, 1.0]], ['2, k, 12', [-0.1578678, 0.02344384, 1.0]], ['2, k, 13', [-0.1703904, -0.2536964, 1.0]], ['2, k, 14', [-0.21011, -0.5782061, 1.0]], ['2, k, 15', [-0.2196227, -0.6488642, 1.0]], ['2, k, 16', [-0.01930329, 0.02672565, 1.0]], ['2, k, 17', [-0.02667275, -0.2570695, 1.0]], ['2, k, 18', [-0.01301282, -0.5695468, 1.0]], ['2, k, 19', [-0.004492169, -0.6458849, 1.0]], ['2, k, 20', [-0.09995624, 0.5390894, 1.0]], ['2, k, 21', [-0.2920007, 1.046336, 1.0]], ['2, k, 22', [-0.3301757, 0.982343, 1.0]], ['2, k, 23', [0.1188485, -0.09199222, 1.0]], ['2, k, 24', [0.08940266, -0.05169046, 1.0]]]
[['2, k, 0', [-0.0913814, 0.03051091, 1.0]], ['2, k, 1', [-0.09671157, 0.3241732, 1.0]], ['2, k, 2', [-0.1022669, 0.6108479, 1.0]], ['2, k, 3', [-0.09827153, 0.7336358, 1.0]], ['2, k, 4', [-0.2231648, 0.5280449, 1.0]], ['2, k, 5', [-0.2833565, 0.7655957, 1.0]], ['2, k, 6', [-0.2847642, 0.9697607, 1.0]], ['2, k, 7', [-0.2888077, 1.022828, 1.0]], ['2, k, 8', [0.05072113, 0.4902599, 1.0]], ['2, k, 9', [0.1091502, 0.2397736, 1.0]], ['2, k, 10', [0.1324002, 0.04020448, 1.0]], ['2, k, 11', [0.1184721, -0.01517891, 1.0]], ['2, k, 12', [-0.1596238, 0.02961284, 1.0]], ['2, k, 13', [-0.1782281, -0.2341041, 1.0]], ['2, k, 14', [-0.2102799, -0.5777361, 1.0]], ['2, k, 15', [-0.220181, -0.6485564, 1.0]], ['2, k, 16', [-0.0207775, 0.03084097, 1.0]], ['2, k, 17', [-0.02655661, -0.2571809, 1.0]], ['2, k, 18', [-0.01254376, -0.5704681, 1.0]], ['2, k, 19', [-0.004144534, -0.6460372, 1.0]], ['2, k, 20', [-0.1008917, 0.5402492, 1.0]], ['2, k, 21', [-0.2863347, 1.070575, 1.0]], ['2, k, 22', [-0.322719, 1.017573, 1.0]], ['2, k, 23', [0.1073262, -0.09192917, 1.0]], ['2, k, 24', [0.0889915, -0.03854278, 1.0]]]
[['2, k, 0', [-0.09217347, 0.03369271, 1.0]], ['2, k, 1', [-0.09786652, 0.3259569, 1.0]], ['2, k, 2', [-0.103487, 0.6113798, 1.0]], ['2, k, 3', [-0.09918641, 0.7340059, 1.0]], ['2, k, 4', [-0.2241146, 0.5274122, 1.0]], ['2, k, 5', [-0.2790487, 0.7804458, 1.0]], ['2, k, 6', [-0.2707973, 1.01032, 1.0]], ['2, k, 7', [-0.2708495, 1.06138, 1.0]], ['2, k, 8', [0.05009698, 0.490354, 1.0]], ['2, k, 9', [0.1090468, 0.2403948, 1.0]], ['2, k, 10', [0.1316387, 0.04074276, 1.0]], ['2, k, 11', [0.1204752, -0.01533464, 1.0]], ['2, k, 12', [-0.1604086, 0.03309062, 1.0]], ['2, k, 13', [-0.176292, -0.2411706, 1.0]], ['2, k, 14', [-0.2104873, -0.5797809, 1.0]], ['2, k, 15', [-0.2214646, -0.6528698, 1.0]], ['2, k, 16', [-0.02155193, 0.03354495, 1.0]], ['2, k, 17', [-0.02644909, -0.2573243, 1.0]], ['2, k, 18', [-0.01242588, -0.5722028, 1.0]], ['2, k, 19', [-0.003761557, -0.6466355, 1.0]], ['2, k, 20', [-0.1021107, 0.5410706, 1.0]], ['2, k, 21', [-0.2696448, 1.109261, 1.0]], ['2, k, 22', [-0.3055724, 1.035726, 1.0]], ['2, k, 23', [0.1212652, -0.08059876, 1.0]], ['2, k, 24', [0.09317429, -0.04480127, 1.0]]]
[['2, k, 0', [-0.09478487, 0.03945521, 1.0]], ['2, k, 1', [-0.1000646, 0.3288186, 1.0]], ['2, k, 2', [-0.1052082, 0.6120191, 1.0]], ['2, k, 3', [-0.1034897, 0.7376614, 1.0]], ['2, k, 4', [-0.2280887, 0.5441828, 1.0]], ['2, k, 5', [-0.2679774, 0.8007988, 1.0]], ['2, k, 6', [-0.2683359, 1.013716, 1.0]], ['2, k, 7', [-0.2635938, 1.069225, 1.0]], ['2, k, 8', [0.05020789, 0.4903649, 1.0]], ['2, k, 9', [0.1090832, 0.2406493, 1.0]], ['2, k, 10', [0.1317499, 0.04100222, 1.0]], ['2, k, 11', [0.1213587, -0.01677365, 1.0]], ['2, k, 12', [-0.1621983, 0.03905858, 1.0]], ['2, k, 13', [-0.174877, -0.2429637, 1.0]], ['2, k, 14', [-0.2104953, -0.5797099, 1.0]], ['2, k, 15', [-0.2211444, -0.6521056, 1.0]], ['2, k, 16', [-0.02508883, 0.0390766, 1.0]], ['2, k, 17', [-0.02611483, -0.2538251, 1.0]], ['2, k, 18', [-0.01239021, -0.571999, 1.0]], ['2, k, 19', [-0.009057803, -0.6462668, 1.0]], ['2, k, 20', [-0.1039394, 0.5421949, 1.0]], ['2, k, 21', [-0.2562112, 1.121248, 1.0]], ['2, k, 22', [-0.2951972, 1.071215, 1.0]], ['2, k, 23', [0.1203538, -0.08609449, 1.0]], ['2, k, 24', [0.09003873, -0.02896934, 1.0]]]
[['2, k, 0', [-0.09685131, 0.04546996, 1.0]], ['2, k, 1', [-0.1012782, 0.331216, 1.0]], ['2, k, 2', [-0.1056768, 0.6121897, 1.0]], ['2, k, 3', [-0.1039378, 0.7382735, 1.0]], ['2, k, 4', [-0.2275197, 0.540494, 1.0]], ['2, k, 5', [-0.2709605, 0.8024979, 1.0]], ['2, k, 6', [-0.2537502, 1.015985, 1.0]], ['2, k, 7', [-0.2455583, 1.08367, 1.0]], ['2, k, 8', [0.04754195, 0.4893986, 1.0]], ['2, k, 9', [0.1096403, 0.2415559, 1.0]], ['2, k, 10', [0.1302381, 0.0416704, 1.0]], ['2, k, 11', [0.1189485, -0.01989048, 1.0]], ['2, k, 12', [-0.1638744, 0.04595129, 1.0]], ['2, k, 13', [-0.1742092, -0.2440014, 1.0]], ['2, k, 14', [-0.2105202, -0.5798629, 1.0]], ['2, k, 15', [-0.2210344, -0.6522756, 1.0]], ['2, k, 16', [-0.02802524, 0.04542294, 1.0]], ['2, k, 17', [-0.02476035, -0.2513882, 1.0]], ['2, k, 18', [-0.01238449, -0.5720303, 1.0]], ['2, k, 19', [-0.008900361, -0.6462879, 1.0]], ['2, k, 20', [-0.1045566, 0.5427327, 1.0]], ['2, k, 21', [-0.2347613, 1.137705, 1.0]], ['2, k, 22', [-0.2800275, 1.080943, 1.0]], ['2, k, 23', [0.1135334, -0.0877242, 1.0]], ['2, k, 24', [0.08487599, -0.02767888, 1.0]]]
[['2, k, 0', [-0.09763016, 0.04801452, 1.0]], ['2, k, 1', [-0.1021397, 0.3327334, 1.0]], ['2, k, 2', [-0.1062978, 0.612403, 1.0]], ['2, k, 3', [-0.1041833, 0.7392167, 1.0]], ['2, k, 4', [-0.2274187, 0.5398804, 1.0]], ['2, k, 5', [-0.263055, 0.8035181, 1.0]], ['2, k, 6', [-0.2528559, 1.017895, 1.0]], ['2, k, 7', [-0.240579, 1.087905, 1.0]], ['2, k, 8', [0.0458509, 0.4884486, 1.0]], ['2, k, 9', [0.1095808, 0.2418889, 1.0]], ['2, k, 10', [0.1301749, 0.04200424, 1.0]], ['2, k, 11', [0.1214185, -0.019222, 1.0]], ['2, k, 12', [-0.1644103, 0.04859652, 1.0]], ['2, k, 13', [-0.1783053, -0.232779, 1.0]], ['2, k, 14', [-0.2104375, -0.579169, 1.0]], ['2, k, 15', [-0.2203414, -0.6518519, 1.0]], ['2, k, 16', [-0.02891268, 0.04752376, 1.0]], ['2, k, 17', [-0.02552448, -0.2505736, 1.0]], ['2, k, 18', [-0.0121964, -0.5714115, 1.0]], ['2, k, 19', [-0.007796396, -0.6462379, 1.0]], ['2, k, 20', [-0.1052587, 0.5432385, 1.0]], ['2, k, 21', [-0.2344164, 1.14385, 1.0]], ['2, k, 22', [-0.2727449, 1.09034, 1.0]], ['2, k, 23', [0.1203111, -0.08736498, 1.0]], ['2, k, 24', [0.08992633, -0.04024104, 1.0]]]
[['2, k, 0', [-0.09847559, 0.05106667, 1.0]], ['2, k, 1', [-0.1026482, 0.3341836, 1.0]], ['2, k, 2', [-0.1064483, 0.6124935, 1.0]], ['2, k, 3', [-0.1043719, 0.7394379, 1.0]], ['2, k, 4', [-0.2272153, 0.5396231, 1.0]], ['2, k, 5', [-0.2622545, 0.8036963, 1.0]], ['2, k, 6', [-0.246471, 1.020016, 1.0]], ['2, k, 7', [-0.2322718, 1.085314, 1.0]], ['2, k, 8', [0.04700129, 0.4887743, 1.0]], ['2, k, 9', [0.109978, 0.2418132, 1.0]], ['2, k, 10', [0.1296936, 0.04182945, 1.0]], ['2, k, 11', [0.1191692, -0.01839018, 1.0]], ['2, k, 12', [-0.1649027, 0.05155096, 1.0]], ['2, k, 13', [-0.1750082, -0.2398544, 1.0]], ['2, k, 14', [-0.2104659, -0.5767335, 1.0]], ['2, k, 15', [-0.2181977, -0.64968, 1.0]], ['2, k, 16', [-0.02995468, 0.0502381, 1.0]], ['2, k, 17', [-0.02604943, -0.2498122, 1.0]], ['2, k, 18', [-0.0121975, -0.5714446, 1.0]], ['2, k, 19', [-0.007620275, -0.64614, 1.0]], ['2, k, 20', [-0.1054943, 0.5435683, 1.0]], ['2, k, 21', [-0.2183675, 1.140016, 1.0]], ['2, k, 22', [-0.2620724, 1.095643, 1.0]], ['2, k, 23', [0.1123601, -0.07916199, 1.0]], ['2, k, 24', [0.08918595, -0.03874058, 1.0]]]
[['2, k, 0', [-0.09819996, 0.05115071, 1.0]], ['2, k, 1', [-0.102221, 0.3346158, 1.0]], ['2, k, 2', [-0.1058986, 0.6129037, 1.0]], ['2, k, 3', [-0.1041754, 0.7397629, 1.0]], ['2, k, 4', [-0.2266699, 0.5394717, 1.0]], ['2, k, 5', [-0.26165, 0.8036589, 1.0]], ['2, k, 6', [-0.2428905, 1.022549, 1.0]], ['2, k, 7', [-0.2292072, 1.088836, 1.0]], ['2, k, 8', [0.0483852, 0.4887395, 1.0]], ['2, k, 9', [0.1099677, 0.2411724, 1.0]], ['2, k, 10', [0.1288991, 0.04111175, 1.0]], ['2, k, 11', [0.1182858, -0.0191745, 1.0]], ['2, k, 12', [-0.1646063, 0.05162791, 1.0]], ['2, k, 13', [-0.1746677, -0.2421176, 1.0]], ['2, k, 14', [-0.2102511, -0.5763593, 1.0]], ['2, k, 15', [-0.2209451, -0.6492532, 1.0]], ['2, k, 16', [-0.02963337, 0.05025849, 1.0]], ['2, k, 17', [-0.02628067, -0.2471493, 1.0]], ['2, k, 18', [-0.01215503, -0.5715509, 1.0]], ['2, k, 19', [-0.006082453, -0.6464111, 1.0]], ['2, k, 20', [-0.1049883, 0.5440704, 1.0]], ['2, k, 21', [-0.2097216, 1.144131, 1.0]], ['2, k, 22', [-0.2629925, 1.085887, 1.0]], ['2, k, 23', [0.1169224, -0.07994313, 1.0]], ['2, k, 24', [0.08538191, -0.03949442, 1.0]]]
[['2, k, 0', [-0.09781792, 0.05117016, 1.0]], ['2, k, 1', [-0.1019478, 0.3347572, 1.0]], ['2, k, 2', [-0.1057152, 0.6128684, 1.0]], ['2, k, 3', [-0.1036575, 0.7415018, 1.0]], ['2, k, 4', [-0.2265272, 0.5393314, 1.0]], ['2, k, 5', [-0.2641687, 0.8034104, 1.0]], ['2, k, 6', [-0.2419012, 1.022096, 1.0]], ['2, k, 7', [-0.2290619, 1.087528, 1.0]], ['2, k, 8', [0.04828673, 0.4888937, 1.0]], ['2, k, 9', [0.1099277, 0.2413242, 1.0]], ['2, k, 10', [0.12871, 0.04124734, 1.0]], ['2, k, 11', [0.1168676, -0.02078243, 1.0]], ['2, k, 12', [-0.1640329, 0.05170643, 1.0]], ['2, k, 13', [-0.1745866, -0.2442393, 1.0]], ['2, k, 14', [-0.2103799, -0.5770991, 1.0]], ['2, k, 15', [-0.2171816, -0.6516774, 1.0]], ['2, k, 16', [-0.02934074, 0.05014448, 1.0]], ['2, k, 17', [-0.02715917, -0.2463792, 1.0]], ['2, k, 18', [-0.01228051, -0.5717582, 1.0]], ['2, k, 19', [-0.005654619, -0.6472691, 1.0]], ['2, k, 20', [-0.1047964, 0.5441117, 1.0]], ['2, k, 21', [-0.2167706, 1.145258, 1.0]], ['2, k, 22', [-0.2600907, 1.095781, 1.0]], ['2, k, 23', [0.1128474, -0.09151709, 1.0]], ['2, k, 24', [0.0828218, -0.02154891, 1.0]]]
[['2, k, 0', [-0.09823577, 0.0533717, 1.0]], ['2, k, 1', [-0.1016116, 0.3356031, 1.0]], ['2, k, 2', [-0.1046008, 0.6128123, 1.0]], ['2, k, 3', [-0.1025147, 0.7423408, 1.0]], ['2, k, 4', [-0.2261508, 0.5392078, 1.0]], ['2, k, 5', [-0.2629585, 0.8032736, 1.0]], ['2, k, 6', [-0.2415986, 1.0216, 1.0]], ['2, k, 7', [-0.2292091, 1.085958, 1.0]], ['2, k, 8', [0.04900171, 0.4889143, 1.0]], ['2, k, 9', [0.1100148, 0.2410786, 1.0]], ['2, k, 10', [0.1284527, 0.04097031, 1.0]], ['2, k, 11', [0.1181668, -0.02219212, 1.0]], ['2, k, 12', [-0.164199, 0.05458719, 1.0]], ['2, k, 13', [-0.1765161, -0.2600809, 1.0]], ['2, k, 14', [-0.2101074, -0.5778326, 1.0]], ['2, k, 15', [-0.2180224, -0.654345, 1.0]], ['2, k, 16', [-0.02999311, 0.05188072, 1.0]], ['2, k, 17', [-0.0268165, -0.2464631, 1.0]], ['2, k, 18', [-0.01248487, -0.5719011, 1.0]], ['2, k, 19', [-0.005332946, -0.6485446, 1.0]], ['2, k, 20', [-0.1040089, 0.544337, 1.0]], ['2, k, 21', [-0.2135655, 1.138244, 1.0]], ['2, k, 22', [-0.2667103, 1.084788, 1.0]], ['2, k, 23', [0.1093183, -0.09470976, 1.0]], ['2, k, 24', [0.08705067, -0.03020316, 1.0]]]
[['2, k, 0', [-0.09807962, 0.05336326, 1.0]], ['2, k, 1', [-0.1016293, 0.3357183, 1.0]], ['2, k, 2', [-0.104917, 0.6128818, 1.0]], ['2, k, 3', [-0.102493, 0.7427194, 1.0]], ['2, k, 4', [-0.226182, 0.5378016, 1.0]], ['2, k, 5', [-0.2624781, 0.8018084, 1.0]], ['2, k, 6', [-0.2411173, 1.021647, 1.0]], ['2, k, 7', [-0.230401, 1.0853, 1.0]], ['2, k, 8', [0.04946544, 0.4890325, 1.0]], ['2, k, 9', [0.1100477, 0.2410439, 1.0]], ['2, k, 10', [0.1287033, 0.04095696, 1.0]], ['2, k, 11', [0.1158681, -0.01892639, 1.0]], ['2, k, 12', [-0.1639855, 0.05462294, 1.0]], ['2, k, 13', [-0.1806797, -0.2315632, 1.0]], ['2, k, 14', [-0.2104953, -0.5768529, 1.0]], ['2, k, 15', [-0.2188354, -0.6505815, 1.0]], ['2, k, 16', [-0.02958446, 0.0517044, 1.0]], ['2, k, 17', [-0.02603468, -0.2460057, 1.0]], ['2, k, 18', [-0.01297156, -0.5718665, 1.0]], ['2, k, 19', [-0.004190742, -0.6489109, 1.0]], ['2, k, 20', [-0.1042193, 0.5444541, 1.0]], ['2, k, 21', [-0.2177347, 1.144445, 1.0]], ['2, k, 22', [-0.265127, 1.085308, 1.0]], ['2, k, 23', [0.1187838, -0.09576046, 1.0]], ['2, k, 24', [0.08476457, -0.03388464, 1.0]]]
[['2, k, 0', [-0.09645454, 0.05302923, 1.0]], ['2, k, 1', [-0.1011575, 0.3360027, 1.0]], ['2, k, 2', [-0.1050137, 0.6133543, 1.0]], ['2, k, 3', [-0.1022839, 0.7428404, 1.0]], ['2, k, 4', [-0.2267533, 0.5489991, 1.0]], ['2, k, 5', [-0.2631637, 0.811976, 1.0]], ['2, k, 6', [-0.241674, 1.017573, 1.0]], ['2, k, 7', [-0.2345975, 1.084245, 1.0]], ['2, k, 8', [0.05037214, 0.4890723, 1.0]], ['2, k, 9', [0.1102458, 0.2407599, 1.0]], ['2, k, 10', [0.1286721, 0.04065283, 1.0]], ['2, k, 11', [0.1165936, -0.01571658, 1.0]], ['2, k, 12', [-0.1621507, 0.05404773, 1.0]], ['2, k, 13', [-0.178308, -0.2387071, 1.0]], ['2, k, 14', [-0.2104708, -0.5769117, 1.0]], ['2, k, 15', [-0.2186361, -0.6504197, 1.0]], ['2, k, 16', [-0.0279225, 0.05137469, 1.0]], ['2, k, 17', [-0.02618897, -0.2460341, 1.0]], ['2, k, 18', [-0.01296203, -0.5715042, 1.0]], ['2, k, 19', [-0.00509389, -0.6491958, 1.0]], ['2, k, 20', [-0.1041644, 0.5449033, 1.0]], ['2, k, 21', [-0.2240082, 1.14275, 1.0]], ['2, k, 22', [-0.270054, 1.086082, 1.0]], ['2, k, 23', [0.1069057, -0.08017199, 1.0]], ['2, k, 24', [0.08518543, -0.03092801, 1.0]]]
[['2, k, 0', [-0.09662674, 0.05275929, 1.0]], ['2, k, 1', [-0.1010458, 0.3360321, 1.0]], ['2, k, 2', [-0.1042843, 0.6136203, 1.0]], ['2, k, 3', [-0.1024123, 0.7428705, 1.0]], ['2, k, 4', [-0.2265936, 0.5490062, 1.0]], ['2, k, 5', [-0.2640981, 0.8112155, 1.0]], ['2, k, 6', [-0.2457337, 1.016867, 1.0]], ['2, k, 7', [-0.2401615, 1.080953, 1.0]], ['2, k, 8', [0.05066241, 0.4892968, 1.0]], ['2, k, 9', [0.1100991, 0.2410193, 1.0]], ['2, k, 10', [0.128814, 0.04094006, 1.0]], ['2, k, 11', [0.1169907, -0.01679103, 1.0]], ['2, k, 12', [-0.162462, 0.05367541, 1.0]], ['2, k, 13', [-0.1796341, -0.2356606, 1.0]], ['2, k, 14', [-0.210299, -0.5764003, 1.0]], ['2, k, 15', [-0.2195766, -0.6494337, 1.0]], ['2, k, 16', [-0.02818015, 0.05081578, 1.0]], ['2, k, 17', [-0.02638857, -0.2461249, 1.0]], ['2, k, 18', [-0.01303201, -0.5718286, 1.0]], ['2, k, 19', [-0.004427596, -0.6493359, 1.0]], ['2, k, 20', [-0.1036277, 0.5451319, 1.0]], ['2, k, 21', [-0.2291417, 1.135443, 1.0]], ['2, k, 22', [-0.2762479, 1.084291, 1.0]], ['2, k, 23', [0.1153944, -0.07876438, 1.0]], ['2, k, 24', [0.08389439, -0.03637242, 1.0]]]
[['2, k, 0', [-0.0971263, 0.05309724, 1.0]], ['2, k, 1', [-0.1012203, 0.3361139, 1.0]], ['2, k, 2', [-0.1044668, 0.6134201, 1.0]], ['2, k, 3', [-0.1021411, 0.7422461, 1.0]], ['2, k, 4', [-0.2269338, 0.5545689, 1.0]], ['2, k, 5', [-0.2686045, 0.8107882, 1.0]], ['2, k, 6', [-0.2653572, 1.009243, 1.0]], ['2, k, 7', [-0.261562, 1.063612, 1.0]], ['2, k, 8', [0.05073496, 0.4895571, 1.0]], ['2, k, 9', [0.109963, 0.2414909, 1.0]], ['2, k, 10', [0.1292941, 0.04147219, 1.0]], ['2, k, 11', [0.1153376, -0.01023306, 1.0]], ['2, k, 12', [-0.1628418, 0.0540885, 1.0]], ['2, k, 13', [-0.177546, -0.2409343, 1.0]], ['2, k, 14', [-0.2098753, -0.5773766, 1.0]], ['2, k, 15', [-0.2192141, -0.6497023, 1.0]], ['2, k, 16', [-0.02885017, 0.05101847, 1.0]], ['2, k, 17', [-0.02551451, -0.2458904, 1.0]], ['2, k, 18', [-0.01281602, -0.5729978, 1.0]], ['2, k, 19', [-0.004976051, -0.649844, 1.0]], ['2, k, 20', [-0.1037655, 0.5450569, 1.0]], ['2, k, 21', [-0.2515267, 1.120507, 1.0]], ['2, k, 22', [-0.2997456, 1.052223, 1.0]], ['2, k, 23', [0.1130651, -0.08676579, 1.0]], ['2, k, 24', [0.08351805, -0.01711756, 1.0]]]
[['2, k, 0', [-0.09771731, 0.05322238, 1.0]], ['2, k, 1', [-0.101967, 0.3364004, 1.0]], ['2, k, 2', [-0.1053638, 0.6134309, 1.0]], ['2, k, 3', [-0.1017674, 0.7393323, 1.0]], ['2, k, 4', [-0.2263941, 0.5563639, 1.0]], ['2, k, 5', [-0.2885064, 0.7950612, 1.0]], ['2, k, 6', [-0.2682756, 1.007481, 1.0]], ['2, k, 7', [-0.2699336, 1.055771, 1.0]], ['2, k, 8', [0.05034101, 0.4898321, 1.0]], ['2, k, 9', [0.1099037, 0.2421861, 1.0]], ['2, k, 10', [0.1293471, 0.04217399, 1.0]], ['2, k, 11', [0.1150296, -0.005666011, 1.0]], ['2, k, 12', [-0.1632805, 0.0542666, 1.0]], ['2, k, 13', [-0.1760703, -0.2426906, 1.0]], ['2, k, 14', [-0.2099726, -0.5775073, 1.0]], ['2, k, 15', [-0.2193058, -0.6496758, 1.0]], ['2, k, 16', [-0.02963022, 0.05103389, 1.0]], ['2, k, 17', [-0.02531195, -0.2480201, 1.0]], ['2, k, 18', [-0.01294367, -0.572948, 1.0]], ['2, k, 19', [-0.004337206, -0.6496822, 1.0]], ['2, k, 20', [-0.1046208, 0.5451872, 1.0]], ['2, k, 21', [-0.2665708, 1.106679, 1.0]], ['2, k, 22', [-0.3060167, 1.054706, 1.0]], ['2, k, 23', [0.1111526, -0.07285164, 1.0]], ['2, k, 24', [0.08423285, -0.02512307, 1.0]]]
[['2, k, 0', [-0.09779911, 0.04993885, 1.0]], ['2, k, 1', [-0.1020978, 0.3357709, 1.0]], ['2, k, 2', [-0.1056368, 0.6138474, 1.0]], ['2, k, 3', [-0.1010538, 0.7388003, 1.0]], ['2, k, 4', [-0.2287676, 0.5617298, 1.0]], ['2, k, 5', [-0.2900773, 0.7896828, 1.0]], ['2, k, 6', [-0.2808421, 0.9900533, 1.0]], ['2, k, 7', [-0.280933, 1.038624, 1.0]], ['2, k, 8', [0.04853512, 0.4897107, 1.0]], ['2, k, 9', [0.1096147, 0.243017, 1.0]], ['2, k, 10', [0.1307826, 0.04318189, 1.0]], ['2, k, 11', [0.1175755, -0.006582085, 1.0]], ['2, k, 12', [-0.163607, 0.05186176, 1.0]], ['2, k, 13', [-0.1754678, -0.2437189, 1.0]], ['2, k, 14', [-0.210028, -0.5770906, 1.0]], ['2, k, 15', [-0.2186784, -0.6504455, 1.0]], ['2, k, 16', [-0.02940278, 0.04670573, 1.0]], ['2, k, 17', [-0.02439998, -0.2477912, 1.0]], ['2, k, 18', [-0.01297672, -0.5726941, 1.0]], ['2, k, 19', [-0.004574384, -0.6496614, 1.0]], ['2, k, 20', [-0.1048424, 0.545348, 1.0]], ['2, k, 21', [-0.2702754, 1.094969, 1.0]], ['2, k, 22', [-0.3168713, 1.030039, 1.0]], ['2, k, 23', [0.1111834, -0.07666668, 1.0]], ['2, k, 24', [0.09203023, -0.02640328, 1.0]]]
[['2, k, 0', [-0.09727557, 0.04524556, 1.0]], ['2, k, 1', [-0.1017339, 0.3344673, 1.0]], ['2, k, 2', [-0.1055084, 0.613812, 1.0]], ['2, k, 3', [-0.1004336, 0.7375298, 1.0]], ['2, k, 4', [-0.22879, 0.5617093, 1.0]], ['2, k, 5', [-0.2955831, 0.7805732, 1.0]], ['2, k, 6', [-0.2893627, 0.9744465, 1.0]], ['2, k, 7', [-0.2935604, 1.017272, 1.0]], ['2, k, 8', [0.04836321, 0.4901467, 1.0]], ['2, k, 9', [0.1093994, 0.2435624, 1.0]], ['2, k, 10', [0.1306589, 0.04373631, 1.0]], ['2, k, 11', [0.1196799, -0.006974344, 1.0]], ['2, k, 12', [-0.1636676, 0.04601268, 1.0]], ['2, k, 13', [-0.174527, -0.2463805, 1.0]], ['2, k, 14', [-0.2098555, -0.5775848, 1.0]], ['2, k, 15', [-0.2218025, -0.656261, 1.0]], ['2, k, 16', [-0.02840894, 0.04293914, 1.0]], ['2, k, 17', [-0.0252811, -0.2484976, 1.0]], ['2, k, 18', [-0.01355883, -0.5748518, 1.0]], ['2, k, 19', [-0.003510163, -0.6506308, 1.0]], ['2, k, 20', [-0.1046741, 0.5451837, 1.0]], ['2, k, 21', [-0.2908936, 1.075756, 1.0]], ['2, k, 22', [-0.3315708, 1.010335, 1.0]], ['2, k, 23', [0.1268006, -0.0788219, 1.0]], ['2, k, 24', [0.1000506, -0.03916667, 1.0]]]
