[['2, k, 0', [-0.00331559, -0.366067, 1.0]], ['2, k, 1', [-0.00327727, -0.0456826, 1.0]], ['2, k, 2', [-0.00321902, 0.266419, 1.0]], ['2, k, 3', [0.0132106, 0.400922, 1.0]], ['2, k, 4', [-0.155912, 0.136408, 1.0]], ['2, k, 5', [-0.227978, -0.0531163, 1.0]], ['2, k, 6', [-0.291878, -0.210636, 1.0]], ['2, k, 7', [-0.289843, -0.271148, 1.0]], ['2, k, 8', [0.165424, 0.136165, 1.0]], ['2, k, 9', [0.239022, -0.0273181, 1.0]], ['2, k, 10', [0.282038, -0.210093, 1.0]], ['2, k, 11', [0.261199, -0.26706, 1.0]], ['2, k, 12', [-0.0765867, -0.360433, 1.0]], ['2, k, 13', [-0.114133, -0.690648, 1.0]], ['2, k, 14', [-0.119359, -1.03502, 1.0]], ['2, k, 15', [-0.134033, -1.08887, 1.0]], ['2, k, 16', [0.0700567, -0.360548, 1.0]], ['2, k, 17', [0.104932, -0.692169, 1.0]], ['2, k, 18', [0.118991, -1.03802, 1.0]], ['2, k, 19', [0.131836, -1.08789, 1.0]], ['2, k, 20', [-0.00323704, 0.189581, 1.0]], ['2, k, 21', [-0.273335, -0.30914, 1.0]], ['2, k, 22', [-0.229188, -0.28612, 1.0]], ['2, k, 23', [0.262478, -0.300414, 1.0]], ['2, k, 24', [0.298734, -0.265246, 1.0]]]
[['2, k, 0', [0.00450313, -0.298663, 1.0]], ['2, k, 1', [0.0119269, -0.00273254, 1.0]], ['2, k, 2', [0.0188294, 0.285869, 1.0]], ['2, k, 3', [0.0276021, 0.409121, 1.0]], ['2, k, 4', [-0.147768, 0.212438, 1.0]], ['2, k, 5', [-0.272229, 0.425477, 1.0]], ['2, k, 6', [-0.300233, 0.641209, 1.0]], ['2, k, 7', [-0.298715, 0.705529, 1.0]], ['2, k, 8', [0.181793, 0.208678, 1.0]], ['2, k, 9', [0.294373, 0.402577, 1.0]], ['2, k, 10', [0.303723, 0.607147, 1.0]], ['2, k, 11', [0.288858, 0.698371, 1.0]], ['2, k, 12', [-0.0688534, -0.291749, 1.0]], ['2, k, 13', [-0.111266, -0.678804, 1.0]], ['2, k, 14', [-0.116288, -1.03361, 1.0]], ['2, k, 15', [-0.12971, -1.08768, 1.0]], ['2, k, 16', [0.0778751, -0.296419, 1.0]], ['2, k, 17', [0.105259, -0.673093, 1.0]], ['2, k, 18', [0.115876, -1.02175, 1.0]], ['2, k, 19', [0.128455, -1.07807, 1.0]], ['2, k, 20', [0.0171515, 0.214802, 1.0]], ['2, k, 21', [-0.279886, 0.757326, 1.0]], ['2, k, 22', [-0.222924, 0.717867, 1.0]], ['2, k, 23', [0.266984, 0.754264, 1.0]], ['2, k, 24', [0.238082, 0.713077, 1.0]]]
[['2, k, 0', [0.00454809, -0.298557, 1.0]], ['2, k, 1', [0.0120777, -0.00261236, 1.0]], ['2, k, 2', [0.0191561, 0.285942, 1.0]], ['2, k, 3', [0.0275054, 0.409052, 1.0]], ['2, k, 4', [-0.148124, 0.212857, 1.0]], ['2, k, 5', [-0.273615, 0.424882, 1.0]], ['2, k, 6', [-0.301412, 0.639938, 1.0]], ['2, k, 7', [-0.303213, 0.704448, 1.0]], ['2, k, 8', [0.181856, 0.208785, 1.0]], ['2, k, 9', [0.293391, 0.402152, 1.0]], ['2, k, 10', [0.303228, 0.605808, 1.0]], ['2, k, 11', [0.289516, 0.695167, 1.0]], ['2, k, 12', [-0.0687925, -0.291609, 1.0]], ['2, k, 13', [-0.111301, -0.67836, 1.0]], ['2, k, 14', [-0.116211, -1.03353, 1.0]], ['2, k, 15', [-0.12972, -1.08758, 1.0]], ['2, k, 16', [0.0778958, -0.29635, 1.0]], ['2, k, 17', [0.104947, -0.673604, 1.0]], ['2, k, 18', [0.115878, -1.02173, 1.0]], ['2, k, 19', [0.128685, -1.07733, 1.0]], ['2, k, 20', [0.0174282, 0.214895, 1.0]], ['2, k, 21', [-0.277238, 0.757943, 1.0]], ['2, k, 22', [-0.229568, 0.716866, 1.0]], ['2, k, 23', [0.266649, 0.755376, 1.0]], ['2, k, 24', [0.238032, 0.704896, 1.0]]]
[['2, k, 0', [0.00458194, -0.298492, 1.0]], ['2, k, 1', [0.0122021, -0.0025239, 1.0]], ['2, k, 2', [0.0194131, 0.285992, 1.0]], ['2, k, 3', [0.0274706, 0.408988, 1.0]], ['2, k, 4', [-0.148503, 0.212917, 1.0]], ['2, k, 5', [-0.2752, 0.425167, 1.0]], ['2, k, 6', [-0.302521, 0.641173, 1.0]], ['2, k, 7', [-0.30464, 0.704151, 1.0]], ['2, k, 8', [0.181904, 0.208958, 1.0]], ['2, k, 9', [0.292944, 0.402007, 1.0]], ['2, k, 10', [0.302725, 0.606158, 1.0]], ['2, k, 11', [0.285998, 0.695251, 1.0]], ['2, k, 12', [-0.0688169, -0.291554, 1.0]], ['2, k, 13', [-0.111367, -0.678278, 1.0]], ['2, k, 14', [-0.116251, -1.03354, 1.0]], ['2, k, 15', [-0.129799, -1.08783, 1.0]], ['2, k, 16', [0.0780317, -0.296291, 1.0]], ['2, k, 17', [0.104959, -0.678243, 1.0]], ['2, k, 18', [0.116287, -1.02352, 1.0]], ['2, k, 19', [0.129775, -1.08275, 1.0]], ['2, k, 20', [0.0176508, 0.214961, 1.0]], ['2, k, 21', [-0.280124, 0.759354, 1.0]], ['2, k, 22', [-0.228919, 0.716359, 1.0]], ['2, k, 23', [0.262776, 0.755257, 1.0]], ['2, k, 24', [0.234534, 0.706366, 1.0]]]
[['2, k, 0', [0.00462241, -0.298476, 1.0]], ['2, k, 1', [0.0122208, -0.00250686, 1.0]], ['2, k, 2', [0.0194149, 0.285991, 1.0]], ['2, k, 3', [0.0274578, 0.408964, 1.0]], ['2, k, 4', [-0.148866, 0.212687, 1.0]], ['2, k, 5', [-0.275548, 0.425318, 1.0]], ['2, k, 6', [-0.303214, 0.640419, 1.0]], ['2, k, 7', [-0.304093, 0.703431, 1.0]], ['2, k, 8', [0.181895, 0.209021, 1.0]], ['2, k, 9', [0.291965, 0.401853, 1.0]], ['2, k, 10', [0.301729, 0.605569, 1.0]], ['2, k, 11', [0.284992, 0.694033, 1.0]], ['2, k, 12', [-0.0687742, -0.291525, 1.0]], ['2, k, 13', [-0.111322, -0.679024, 1.0]], ['2, k, 14', [-0.116174, -1.03367, 1.0]], ['2, k, 15', [-0.129841, -1.08812, 1.0]], ['2, k, 16', [0.0780901, -0.296284, 1.0]], ['2, k, 17', [0.105314, -0.676754, 1.0]], ['2, k, 18', [0.11646, -1.02355, 1.0]], ['2, k, 19', [0.13002, -1.0827, 1.0]], ['2, k, 20', [0.0176568, 0.214966, 1.0]], ['2, k, 21', [-0.279352, 0.760096, 1.0]], ['2, k, 22', [-0.227348, 0.715851, 1.0]], ['2, k, 23', [0.260729, 0.753705, 1.0]], ['2, k, 24', [0.239278, 0.707685, 1.0]]]
[['2, k, 0', [0.00464512, -0.298469, 1.0]], ['2, k, 1', [0.0122326, -0.0024698, 1.0]], ['2, k, 2', [0.0194256, 0.286051, 1.0]], ['2, k, 3', [0.0274053, 0.40881, 1.0]], ['2, k, 4', [-0.149347, 0.212834, 1.0]], ['2, k, 5', [-0.275751, 0.424984, 1.0]], ['2, k, 6', [-0.303865, 0.639591, 1.0]], ['2, k, 7', [-0.304862, 0.700776, 1.0]], ['2, k, 8', [0.181883, 0.209047, 1.0]], ['2, k, 9', [0.291057, 0.402635, 1.0]], ['2, k, 10', [0.301006, 0.605182, 1.0]], ['2, k, 11', [0.284031, 0.691882, 1.0]], ['2, k, 12', [-0.0687708, -0.291523, 1.0]], ['2, k, 13', [-0.111317, -0.679116, 1.0]], ['2, k, 14', [-0.116277, -1.03373, 1.0]], ['2, k, 15', [-0.129906, -1.08829, 1.0]], ['2, k, 16', [0.0781263, -0.296274, 1.0]], ['2, k, 17', [0.105173, -0.673134, 1.0]], ['2, k, 18', [0.116566, -1.02028, 1.0]], ['2, k, 19', [0.130276, -1.07568, 1.0]], ['2, k, 20', [0.0176675, 0.21502, 1.0]], ['2, k, 21', [-0.280204, 0.754905, 1.0]], ['2, k, 22', [-0.227155, 0.714462, 1.0]], ['2, k, 23', [0.260458, 0.751291, 1.0]], ['2, k, 24', [0.235914, 0.701946, 1.0]]]
[['2, k, 0', [0.00462976, -0.29846, 1.0]], ['2, k, 1', [0.0122086, -0.0024244, 1.0]], ['2, k, 2', [0.0194001, 0.286153, 1.0]], ['2, k, 3', [0.0273432, 0.408587, 1.0]], ['2, k, 4', [-0.149614, 0.212904, 1.0]], ['2, k, 5', [-0.27585, 0.424704, 1.0]], ['2, k, 6', [-0.305089, 0.636336, 1.0]], ['2, k, 7', [-0.304946, 0.696414, 1.0]], ['2, k, 8', [0.181797, 0.208933, 1.0]], ['2, k, 9', [0.289833, 0.402132, 1.0]], ['2, k, 10', [0.29845, 0.606711, 1.0]], ['2, k, 11', [0.279663, 0.691848, 1.0]], ['2, k, 12', [-0.0687995, -0.291523, 1.0]], ['2, k, 13', [-0.111239, -0.679529, 1.0]], ['2, k, 14', [-0.116336, -1.03407, 1.0]], ['2, k, 15', [-0.129726, -1.08852, 1.0]], ['2, k, 16', [0.0781143, -0.296251, 1.0]], ['2, k, 17', [0.105243, -0.680043, 1.0]], ['2, k, 18', [0.119882, -1.02394, 1.0]], ['2, k, 19', [0.131255, -1.07864, 1.0]], ['2, k, 20', [0.0176404, 0.215109, 1.0]], ['2, k, 21', [-0.285331, 0.749307, 1.0]], ['2, k, 22', [-0.226779, 0.708164, 1.0]], ['2, k, 23', [0.245382, 0.751855, 1.0]], ['2, k, 24', [0.215379, 0.69917, 1.0]]]
[['2, k, 0', [0.00462866, -0.2985, 1.0]], ['2, k, 1', [0.0122127, -0.00241492, 1.0]], ['2, k, 2', [0.0194355, 0.286275, 1.0]], ['2, k, 3', [0.0270092, 0.408424, 1.0]], ['2, k, 4', [-0.14993, 0.212886, 1.0]], ['2, k, 5', [-0.275817, 0.423579, 1.0]], ['2, k, 6', [-0.306039, 0.630677, 1.0]], ['2, k, 7', [-0.305344, 0.690835, 1.0]], ['2, k, 8', [0.181728, 0.208524, 1.0]], ['2, k, 9', [0.288142, 0.400107, 1.0]], ['2, k, 10', [0.296107, 0.605101, 1.0]], ['2, k, 11', [0.27743, 0.687467, 1.0]], ['2, k, 12', [-0.0688974, -0.291607, 1.0]], ['2, k, 13', [-0.111145, -0.680004, 1.0]], ['2, k, 14', [-0.116304, -1.03401, 1.0]], ['2, k, 15', [-0.129674, -1.08869, 1.0]], ['2, k, 16', [0.0781469, -0.296298, 1.0]], ['2, k, 17', [0.105622, -0.677067, 1.0]], ['2, k, 18', [0.118843, -1.02033, 1.0]], ['2, k, 19', [0.130142, -1.07231, 1.0]], ['2, k, 20', [0.0176663, 0.215201, 1.0]], ['2, k, 21', [-0.28979, 0.74042, 1.0]], ['2, k, 22', [-0.230953, 0.701953, 1.0]], ['2, k, 23', [0.247365, 0.740641, 1.0]], ['2, k, 24', [0.214545, 0.693368, 1.0]]]
[['2, k, 0', [0.00503547, -0.300233, 1.0]], ['2, k, 1', [0.0122283, -0.00333777, 1.0]], ['2, k, 2', [0.0191028, 0.285752, 1.0]], ['2, k, 3', [0.0266628, 0.408249, 1.0]], ['2, k, 4', [-0.148361, 0.204011, 1.0]], ['2, k, 5', [-0.275271, 0.419611, 1.0]], ['2, k, 6', [-0.307425, 0.624434, 1.0]], ['2, k, 7', [-0.306053, 0.680823, 1.0]], ['2, k, 8', [0.179936, 0.200854, 1.0]], ['2, k, 9', [0.286122, 0.39688, 1.0]], ['2, k, 10', [0.295055, 0.597328, 1.0]], ['2, k, 11', [0.277945, 0.677881, 1.0]], ['2, k, 12', [-0.0687738, -0.29341, 1.0]], ['2, k, 13', [-0.11094, -0.681465, 1.0]], ['2, k, 14', [-0.116367, -1.0343, 1.0]], ['2, k, 15', [-0.129513, -1.08907, 1.0]], ['2, k, 16', [0.0788011, -0.297963, 1.0]], ['2, k, 17', [0.105561, -0.674237, 1.0]], ['2, k, 18', [0.118523, -1.01847, 1.0]], ['2, k, 19', [0.129549, -1.07271, 1.0]], ['2, k, 20', [0.0174316, 0.214587, 1.0]], ['2, k, 21', [-0.292583, 0.727657, 1.0]], ['2, k, 22', [-0.22961, 0.696609, 1.0]], ['2, k, 23', [0.250144, 0.737051, 1.0]], ['2, k, 24', [0.207282, 0.6851, 1.0]]]
[['2, k, 0', [0.00503403, -0.301082, 1.0]], ['2, k, 1', [0.0121453, -0.00382682, 1.0]], ['2, k, 2', [0.0189083, 0.2856, 1.0]], ['2, k, 3', [0.0262294, 0.40795, 1.0]], ['2, k, 4', [-0.148899, 0.204183, 1.0]], ['2, k, 5', [-0.274809, 0.412508, 1.0]], ['2, k, 6', [-0.306318, 0.609032, 1.0]], ['2, k, 7', [-0.305809, 0.67059, 1.0]], ['2, k, 8', [0.178985, 0.19633, 1.0]], ['2, k, 9', [0.282229, 0.381901, 1.0]], ['2, k, 10', [0.293135, 0.59332, 1.0]], ['2, k, 11', [0.271372, 0.6739, 1.0]], ['2, k, 12', [-0.0687582, -0.294306, 1.0]], ['2, k, 13', [-0.11104, -0.681411, 1.0]], ['2, k, 14', [-0.116337, -1.03432, 1.0]], ['2, k, 15', [-0.129476, -1.08865, 1.0]], ['2, k, 16', [0.0787721, -0.298756, 1.0]], ['2, k, 17', [0.105713, -0.672646, 1.0]], ['2, k, 18', [0.11825, -1.01705, 1.0]], ['2, k, 19', [0.129991, -1.0713, 1.0]], ['2, k, 20', [0.0172678, 0.214342, 1.0]], ['2, k, 21', [-0.28865, 0.715782, 1.0]], ['2, k, 22', [-0.232471, 0.682812, 1.0]], ['2, k, 23', [0.23696, 0.723485, 1.0]], ['2, k, 24', [0.204059, 0.675959, 1.0]]]
[['2, k, 0', [0.00545361, -0.301939, 1.0]], ['2, k, 1', [0.0122523, -0.0043618, 1.0]], ['2, k, 2', [0.0185287, 0.285546, 1.0]], ['2, k, 3', [0.0261036, 0.408142, 1.0]], ['2, k, 4', [-0.148267, 0.200535, 1.0]], ['2, k, 5', [-0.273211, 0.403071, 1.0]], ['2, k, 6', [-0.305433, 0.59837, 1.0]], ['2, k, 7', [-0.305667, 0.659177, 1.0]], ['2, k, 8', [0.179168, 0.196985, 1.0]], ['2, k, 9', [0.292655, 0.379602, 1.0]], ['2, k, 10', [0.291976, 0.584147, 1.0]], ['2, k, 11', [0.272192, 0.660562, 1.0]], ['2, k, 12', [-0.0683163, -0.295324, 1.0]], ['2, k, 13', [-0.111038, -0.681528, 1.0]], ['2, k, 14', [-0.116012, -1.03428, 1.0]], ['2, k, 15', [-0.12946, -1.08844, 1.0]], ['2, k, 16', [0.0791492, -0.299431, 1.0]], ['2, k, 17', [0.105761, -0.671944, 1.0]], ['2, k, 18', [0.118002, -1.0163, 1.0]], ['2, k, 19', [0.130287, -1.07205, 1.0]], ['2, k, 20', [0.0170284, 0.214152, 1.0]], ['2, k, 21', [-0.290419, 0.703204, 1.0]], ['2, k, 22', [-0.231102, 0.67326, 1.0]], ['2, k, 23', [0.246174, 0.707532, 1.0]], ['2, k, 24', [0.202672, 0.663636, 1.0]]]
[['2, k, 0', [0.00499902, -0.304289, 1.0]], ['2, k, 1', [0.0119538, -0.00528452, 1.0]], ['2, k, 2', [0.0183546, 0.285566, 1.0]], ['2, k, 3', [0.0259055, 0.408212, 1.0]], ['2, k, 4', [-0.148067, 0.198207, 1.0]], ['2, k, 5', [-0.272057, 0.380992, 1.0]], ['2, k, 6', [-0.305126, 0.584416, 1.0]], ['2, k, 7', [-0.305906, 0.642481, 1.0]], ['2, k, 8', [0.178528, 0.193397, 1.0]], ['2, k, 9', [0.299705, 0.381445, 1.0]], ['2, k, 10', [0.291808, 0.579165, 1.0]], ['2, k, 11', [0.273826, 0.643177, 1.0]], ['2, k, 12', [-0.0689227, -0.297767, 1.0]], ['2, k, 13', [-0.111024, -0.679998, 1.0]], ['2, k, 14', [-0.116129, -1.034, 1.0]], ['2, k, 15', [-0.12688, -1.08308, 1.0]], ['2, k, 16', [0.0788031, -0.301695, 1.0]], ['2, k, 17', [0.105701, -0.671293, 1.0]], ['2, k, 18', [0.118552, -1.01502, 1.0]], ['2, k, 19', [0.13021, -1.07246, 1.0]], ['2, k, 20', [0.0168204, 0.213949, 1.0]], ['2, k, 21', [-0.290264, 0.685026, 1.0]], ['2, k, 22', [-0.233891, 0.654488, 1.0]], ['2, k, 23', [0.246563, 0.691464, 1.0]], ['2, k, 24', [0.206252, 0.647703, 1.0]]]
[['2, k, 0', [0.0048675, -0.306286, 1.0]], ['2, k, 1', [0.0117945, -0.00630123, 1.0]], ['2, k, 2', [0.0182314, 0.285384, 1.0]], ['2, k, 3', [0.0261719, 0.408808, 1.0]], ['2, k, 4', [-0.147882, 0.196883, 1.0]], ['2, k, 5', [-0.272616, 0.376072, 1.0]], ['2, k, 6', [-0.305837, 0.570837, 1.0]], ['2, k, 7', [-0.306479, 0.626055, 1.0]], ['2, k, 8', [0.17824, 0.191588, 1.0]], ['2, k, 9', [0.301697, 0.378548, 1.0]], ['2, k, 10', [0.293227, 0.564885, 1.0]], ['2, k, 11', [0.274587, 0.625417, 1.0]], ['2, k, 12', [-0.0689813, -0.299884, 1.0]], ['2, k, 13', [-0.111003, -0.682429, 1.0]], ['2, k, 14', [-0.116118, -1.03407, 1.0]], ['2, k, 15', [-0.127209, -1.08473, 1.0]], ['2, k, 16', [0.0786049, -0.303449, 1.0]], ['2, k, 17', [0.105718, -0.671109, 1.0]], ['2, k, 18', [0.118342, -1.01475, 1.0]], ['2, k, 19', [0.129924, -1.07028, 1.0]], ['2, k, 20', [0.0166832, 0.213583, 1.0]], ['2, k, 21', [-0.291306, 0.667866, 1.0]], ['2, k, 22', [-0.230935, 0.64073, 1.0]], ['2, k, 23', [0.244423, 0.671154, 1.0]], ['2, k, 24', [0.20442, 0.632318, 1.0]]]
[['2, k, 0', [0.00457782, -0.308, 1.0]], ['2, k, 1', [0.0114292, -0.00715586, 1.0]], ['2, k, 2', [0.0178885, 0.285221, 1.0]], ['2, k, 3', [0.0264047, 0.409281, 1.0]], ['2, k, 4', [-0.147655, 0.195168, 1.0]], ['2, k, 5', [-0.273585, 0.369267, 1.0]], ['2, k, 6', [-0.305587, 0.556567, 1.0]], ['2, k, 7', [-0.307013, 0.607954, 1.0]], ['2, k, 8', [0.178229, 0.191487, 1.0]], ['2, k, 9', [0.303856, 0.370323, 1.0]], ['2, k, 10', [0.287488, 0.550964, 1.0]], ['2, k, 11', [0.273602, 0.608779, 1.0]], ['2, k, 12', [-0.0690967, -0.301593, 1.0]], ['2, k, 13', [-0.110954, -0.683424, 1.0]], ['2, k, 14', [-0.11608, -1.03423, 1.0]], ['2, k, 15', [-0.127536, -1.08554, 1.0]], ['2, k, 16', [0.0781398, -0.305084, 1.0]], ['2, k, 17', [0.106227, -0.67443, 1.0]], ['2, k, 18', [0.11879, -1.01778, 1.0]], ['2, k, 19', [0.130015, -1.0722, 1.0]], ['2, k, 20', [0.0163274, 0.213277, 1.0]], ['2, k, 21', [-0.291548, 0.649065, 1.0]], ['2, k, 22', [-0.228072, 0.624099, 1.0]], ['2, k, 23', [0.244881, 0.653281, 1.0]], ['2, k, 24', [0.203767, 0.613841, 1.0]]]
[['2, k, 0', [0.00460211, -0.309715, 1.0]], ['2, k, 1', [0.0109438, -0.00777037, 1.0]], ['2, k, 2', [0.0169082, 0.285658, 1.0]], ['2, k, 3', [0.0275966, 0.410878, 1.0]], ['2, k, 4', [-0.147322, 0.193399, 1.0]], ['2, k, 5', [-0.275016, 0.36267, 1.0]], ['2, k, 6', [-0.305373, 0.545008, 1.0]], ['2, k, 7', [-0.306377, 0.590837, 1.0]], ['2, k, 8', [0.17827, 0.190826, 1.0]], ['2, k, 9', [0.282017, 0.338054, 1.0]], ['2, k, 10', [0.286807, 0.53436, 1.0]], ['2, k, 11', [0.275508, 0.589702, 1.0]], ['2, k, 12', [-0.069043, -0.30347, 1.0]], ['2, k, 13', [-0.111226, -0.684992, 1.0]], ['2, k, 14', [-0.11613, -1.03437, 1.0]], ['2, k, 15', [-0.127555, -1.08577, 1.0]], ['2, k, 16', [0.0781307, -0.306576, 1.0]], ['2, k, 17', [0.106401, -0.674249, 1.0]], ['2, k, 18', [0.118505, -1.01577, 1.0]], ['2, k, 19', [0.129385, -1.07248, 1.0]], ['2, k, 20', [0.0154772, 0.213445, 1.0]], ['2, k, 21', [-0.287671, 0.629846, 1.0]], ['2, k, 22', [-0.229052, 0.599114, 1.0]], ['2, k, 23', [0.249513, 0.634339, 1.0]], ['2, k, 24', [0.206325, 0.597788, 1.0]]]
[['2, k, 0', [0.00393511, -0.311018, 1.0]], ['2, k, 1', [0.0102067, -0.00863448, 1.0]], ['2, k, 2', [0.016163, 0.285399, 1.0]], ['2, k, 3', [0.0278784, 0.411677, 1.0]], ['2, k, 4', [-0.147733, 0.191949, 1.0]], ['2, k, 5', [-0.272623, 0.349801, 1.0]], ['2, k, 6', [-0.305817, 0.530144, 1.0]], ['2, k, 7', [-0.30682, 0.572292, 1.0]], ['2, k, 8', [0.178271, 0.190146, 1.0]], ['2, k, 9', [0.280908, 0.335085, 1.0]], ['2, k, 10', [0.282437, 0.516869, 1.0]], ['2, k, 11', [0.273104, 0.572286, 1.0]], ['2, k, 12', [-0.0694946, -0.304749, 1.0]], ['2, k, 13', [-0.111344, -0.685827, 1.0]], ['2, k, 14', [-0.115718, -1.03473, 1.0]], ['2, k, 15', [-0.127718, -1.08572, 1.0]], ['2, k, 16', [0.0772563, -0.307858, 1.0]], ['2, k, 17', [0.106562, -0.685386, 1.0]], ['2, k, 18', [0.11929, -1.02043, 1.0]], ['2, k, 19', [0.129603, -1.07317, 1.0]], ['2, k, 20', [0.0147245, 0.213033, 1.0]], ['2, k, 21', [-0.292021, 0.608251, 1.0]], ['2, k, 22', [-0.231807, 0.582134, 1.0]], ['2, k, 23', [0.252651, 0.612707, 1.0]], ['2, k, 24', [0.199838, 0.5808, 1.0]]]
[['2, k, 0', [0.00361516, -0.312865, 1.0]], ['2, k, 1', [0.00961721, -0.00947923, 1.0]], ['2, k, 2', [0.0153598, 0.285448, 1.0]], ['2, k, 3', [0.0276206, 0.412616, 1.0]], ['2, k, 4', [-0.147015, 0.190163, 1.0]], ['2, k, 5', [-0.272475, 0.342467, 1.0]], ['2, k, 6', [-0.305069, 0.512084, 1.0]], ['2, k, 7', [-0.306006, 0.550865, 1.0]], ['2, k, 8', [0.177764, 0.18817, 1.0]], ['2, k, 9', [0.278689, 0.328174, 1.0]], ['2, k, 10', [0.285655, 0.505038, 1.0]], ['2, k, 11', [0.273477, 0.554864, 1.0]], ['2, k, 12', [-0.0697267, -0.306673, 1.0]], ['2, k, 13', [-0.111374, -0.686253, 1.0]], ['2, k, 14', [-0.115791, -1.03479, 1.0]], ['2, k, 15', [-0.127665, -1.08574, 1.0]], ['2, k, 16', [0.0768515, -0.309564, 1.0]], ['2, k, 17', [0.106687, -0.683249, 1.0]], ['2, k, 18', [0.118734, -1.01829, 1.0]], ['2, k, 19', [0.129754, -1.06953, 1.0]], ['2, k, 20', [0.0139696, 0.212872, 1.0]], ['2, k, 21', [-0.288598, 0.585632, 1.0]], ['2, k, 22', [-0.228611, 0.560104, 1.0]], ['2, k, 23', [0.251485, 0.593624, 1.0]], ['2, k, 24', [0.20247, 0.562126, 1.0]]]
[['2, k, 0', [0.0028056, -0.314357, 1.0]], ['2, k, 1', [0.00780083, -0.0118039, 1.0]], ['2, k, 2', [0.0122874, 0.282255, 1.0]], ['2, k, 3', [0.0276047, 0.412966, 1.0]], ['2, k, 4', [-0.14696, 0.19008, 1.0]], ['2, k, 5', [-0.275336, 0.334659, 1.0]], ['2, k, 6', [-0.303776, 0.497541, 1.0]], ['2, k, 7', [-0.30569, 0.529421, 1.0]], ['2, k, 8', [0.177147, 0.185527, 1.0]], ['2, k, 9', [0.276943, 0.320257, 1.0]], ['2, k, 10', [0.284183, 0.484522, 1.0]], ['2, k, 11', [0.274114, 0.53479, 1.0]], ['2, k, 12', [-0.0708666, -0.308222, 1.0]], ['2, k, 13', [-0.111481, -0.686173, 1.0]], ['2, k, 14', [-0.115762, -1.03472, 1.0]], ['2, k, 15', [-0.127809, -1.08526, 1.0]], ['2, k, 16', [0.0763485, -0.310958, 1.0]], ['2, k, 17', [0.106605, -0.68163, 1.0]], ['2, k, 18', [0.118242, -1.01619, 1.0]], ['2, k, 19', [0.129659, -1.06971, 1.0]], ['2, k, 20', [0.0112295, 0.209904, 1.0]], ['2, k, 21', [-0.292089, 0.562812, 1.0]], ['2, k, 22', [-0.227206, 0.537217, 1.0]], ['2, k, 23', [0.253241, 0.571519, 1.0]], ['2, k, 24', [0.202629, 0.542103, 1.0]]]
[['2, k, 0', [0.00293529, -0.316639, 1.0]], ['2, k, 1', [0.0070995, -0.0140312, 1.0]], ['2, k, 2', [0.0108866, 0.280113, 1.0]], ['2, k, 3', [0.0274186, 0.412464, 1.0]], ['2, k, 4', [-0.145946, 0.187676, 1.0]], ['2, k, 5', [-0.275886, 0.325234, 1.0]], ['2, k, 6', [-0.302287, 0.454631, 1.0]], ['2, k, 7', [-0.306972, 0.502073, 1.0]], ['2, k, 8', [0.176615, 0.183133, 1.0]], ['2, k, 9', [0.287994, 0.315129, 1.0]], ['2, k, 10', [0.2823, 0.468459, 1.0]], ['2, k, 11', [0.274633, 0.511127, 1.0]], ['2, k, 12', [-0.0711024, -0.31061, 1.0]], ['2, k, 13', [-0.111199, -0.68856, 1.0]], ['2, k, 14', [-0.115783, -1.0347, 1.0]], ['2, k, 15', [-0.127831, -1.08542, 1.0]], ['2, k, 16', [0.0768089, -0.313089, 1.0]], ['2, k, 17', [0.106708, -0.680985, 1.0]], ['2, k, 18', [0.117928, -1.01518, 1.0]], ['2, k, 19', [0.129283, -1.07011, 1.0]], ['2, k, 20', [0.00999544, 0.207744, 1.0]], ['2, k, 21', [-0.291886, 0.53652, 1.0]], ['2, k, 22', [-0.234046, 0.512216, 1.0]], ['2, k, 23', [0.255005, 0.551419, 1.0]], ['2, k, 24', [0.199754, 0.520722, 1.0]]]
[['2, k, 0', [0.00309046, -0.317655, 1.0]], ['2, k, 1', [0.00747009, -0.0141762, 1.0]], ['2, k, 2', [0.0115724, 0.280881, 1.0]], ['2, k, 3', [0.0266483, 0.411621, 1.0]], ['2, k, 4', [-0.145678, 0.186023, 1.0]], ['2, k, 5', [-0.275748, 0.312621, 1.0]], ['2, k, 6', [-0.302954, 0.439701, 1.0]], ['2, k, 7', [-0.307, 0.478529, 1.0]], ['2, k, 8', [0.176497, 0.181909, 1.0]], ['2, k, 9', [0.277683, 0.297819, 1.0]], ['2, k, 10', [0.281258, 0.441163, 1.0]], ['2, k, 11', [0.277596, 0.485877, 1.0]], ['2, k, 12', [-0.0710086, -0.311689, 1.0]], ['2, k, 13', [-0.111178, -0.688818, 1.0]], ['2, k, 14', [-0.115897, -1.03505, 1.0]], ['2, k, 15', [-0.128294, -1.08613, 1.0]], ['2, k, 16', [0.077037, -0.314002, 1.0]], ['2, k, 17', [0.106783, -0.687873, 1.0]], ['2, k, 18', [0.117783, -1.0171, 1.0]], ['2, k, 19', [0.131234, -1.07741, 1.0]], ['2, k, 20', [0.0105827, 0.208259, 1.0]], ['2, k, 21', [-0.295027, 0.509816, 1.0]], ['2, k, 22', [-0.238566, 0.487267, 1.0]], ['2, k, 23', [0.266875, 0.523552, 1.0]], ['2, k, 24', [0.20775, 0.495722, 1.0]]]
