[['2, k, 0', [0.3215052, -0.1944784, 1.0]], ['2, k, 1', [0.3454711, 0.08908043, 1.0]], ['2, k, 2', [0.3674488, 0.3650023, 1.0]], ['2, k, 3', [0.3708256, 0.5011445, 1.0]], ['2, k, 4', [0.1976009, 0.2544083, 1.0]], ['2, k, 5', [0.09492137, 0.06005344, 1.0]], ['2, k, 6', [0.01609663, -0.1176931, 1.0]], ['2, k, 7', [-0.01611795, -0.1763823, 1.0]], ['2, k, 8', [0.5257646, 0.2448555, 1.0]], ['2, k, 9', [0.5886514, -0.03127953, 1.0]], ['2, k, 10', [0.6231673, -0.2534695, 1.0]], ['2, k, 11', [0.6271158, -0.3177761, 1.0]], ['2, k, 12', [0.2303289, -0.1881164, 1.0]], ['2, k, 13', [0.1140026, -0.2651818, 1.0]], ['2, k, 14', [0.1098049, -0.6406077, 1.0]], ['2, k, 15', [0.05918169, -0.6980273, 1.0]], ['2, k, 16', [0.4048895, -0.1966343, 1.0]], ['2, k, 17', [0.3964148, -0.2813733, 1.0]], ['2, k, 18', [0.3734657, -0.6529247, 1.0]], ['2, k, 19', [0.3863217, -0.7076529, 1.0]], ['2, k, 20', [0.3621675, 0.2968564, 1.0]], ['2, k, 21', [-0.05846125, -0.2417938, 1.0]], ['2, k, 22', [0.02396884, -0.1977949, 1.0]], ['2, k, 23', [0.6432725, -0.3922793, 1.0]], ['2, k, 24', [0.6425418, -0.291283, 1.0]]]
[['2, k, 0', [0.3192018, -0.1936086, 1.0]], ['2, k, 1', [0.3420483, 0.09001276, 1.0]], ['2, k, 2', [0.3631844, 0.3658348, 1.0]], ['2, k, 3', [0.3666757, 0.5042404, 1.0]], ['2, k, 4', [0.1930055, 0.2519982, 1.0]], ['2, k, 5', [0.126501, -0.01544743, 1.0]], ['2, k, 6', [0.06525444, -0.210862, 1.0]], ['2, k, 7', [0.0368064, -0.3205357, 1.0]], ['2, k, 8', [0.5254582, 0.2533407, 1.0]], ['2, k, 9', [0.58504, -0.02300768, 1.0]], ['2, k, 10', [0.5949678, -0.2517207, 1.0]], ['2, k, 11', [0.5926055, -0.2962408, 1.0]], ['2, k, 12', [0.2277491, -0.1870959, 1.0]], ['2, k, 13', [0.1148013, -0.2628428, 1.0]], ['2, k, 14', [0.1111383, -0.6385687, 1.0]], ['2, k, 15', [0.05340575, -0.6988938, 1.0]], ['2, k, 16', [0.4029844, -0.1957469, 1.0]], ['2, k, 17', [0.3963307, -0.2784474, 1.0]], ['2, k, 18', [0.37966, -0.6514306, 1.0]], ['2, k, 19', [0.3839567, -0.708374, 1.0]], ['2, k, 20', [0.3582111, 0.2977468, 1.0]], ['2, k, 21', [0.03819326, -0.3730148, 1.0]], ['2, k, 22', [0.0245745, -0.296656, 1.0]], ['2, k, 23', [0.5967361, -0.378106, 1.0]], ['2, k, 24', [0.6260353, -0.2870062, 1.0]]]
[['2, k, 0', [0.3191868, -0.1937484, 1.0]], ['2, k, 1', [0.341967, 0.08986754, 1.0]], ['2, k, 2', [0.3629994, 0.3657241, 1.0]], ['2, k, 3', [0.3667373, 0.5041896, 1.0]], ['2, k, 4', [0.1932711, 0.2524266, 1.0]], ['2, k, 5', [0.1145111, -0.009350041, 1.0]], ['2, k, 6', [0.05125029, -0.2052472, 1.0]], ['2, k, 7', [0.02344373, -0.2952185, 1.0]], ['2, k, 8', [0.5256993, 0.2532536, 1.0]], ['2, k, 9', [0.5850337, -0.02217574, 1.0]], ['2, k, 10', [0.594974, -0.2526816, 1.0]], ['2, k, 11', [0.5930016, -0.300752, 1.0]], ['2, k, 12', [0.2277194, -0.1872116, 1.0]], ['2, k, 13', [0.115016, -0.2633431, 1.0]], ['2, k, 14', [0.1091105, -0.6396237, 1.0]], ['2, k, 15', [0.0664248, -0.6940694, 1.0]], ['2, k, 16', [0.4029806, -0.1958711, 1.0]], ['2, k, 17', [0.3961436, -0.2783397, 1.0]], ['2, k, 18', [0.3791935, -0.6512389, 1.0]], ['2, k, 19', [0.3839291, -0.7083791, 1.0]], ['2, k, 20', [0.3580577, 0.2976305, 1.0]], ['2, k, 21', [0.01203524, -0.3642819, 1.0]], ['2, k, 22', [-0.0004500692, -0.2820843, 1.0]], ['2, k, 23', [0.5977209, -0.3761567, 1.0]], ['2, k, 24', [0.6283059, -0.2941462, 1.0]]]
[['2, k, 0', [0.3191861, -0.1937567, 1.0]], ['2, k, 1', [0.3420145, 0.08979676, 1.0]], ['2, k, 2', [0.3631704, 0.3655676, 1.0]], ['2, k, 3', [0.3674862, 0.5043514, 1.0]], ['2, k, 4', [0.1936839, 0.2531785, 1.0]], ['2, k, 5', [0.1008532, 0.01107461, 1.0]], ['2, k, 6', [0.03365956, -0.197896, 1.0]], ['2, k, 7', [-0.000428905, -0.2704099, 1.0]], ['2, k, 8', [0.5259333, 0.2533634, 1.0]], ['2, k, 9', [0.5850315, -0.02205748, 1.0]], ['2, k, 10', [0.5949146, -0.2526997, 1.0]], ['2, k, 11', [0.5937373, -0.3006361, 1.0]], ['2, k, 12', [0.2277056, -0.1872335, 1.0]], ['2, k, 13', [0.1151501, -0.2635093, 1.0]], ['2, k, 14', [0.1086416, -0.6397963, 1.0]], ['2, k, 15', [0.06527893, -0.694566, 1.0]], ['2, k, 16', [0.4029943, -0.1958678, 1.0]], ['2, k, 17', [0.3959797, -0.2780154, 1.0]], ['2, k, 18', [0.3791758, -0.6509018, 1.0]], ['2, k, 19', [0.3846688, -0.7089603, 1.0]], ['2, k, 20', [0.3581839, 0.2975074, 1.0]], ['2, k, 21', [-0.02861746, -0.3462695, 1.0]], ['2, k, 22', [-0.03021, -0.2556714, 1.0]], ['2, k, 23', [0.5919693, -0.3787072, 1.0]], ['2, k, 24', [0.6288874, -0.2954687, 1.0]]]
[['2, k, 0', [0.3194849, -0.1938492, 1.0]], ['2, k, 1', [0.3421063, 0.08973464, 1.0]], ['2, k, 2', [0.363152, 0.3655357, 1.0]], ['2, k, 3', [0.3680094, 0.5047421, 1.0]], ['2, k, 4', [0.1935512, 0.2532876, 1.0]], ['2, k, 5', [0.08976743, 0.02762749, 1.0]], ['2, k, 6', [0.002702196, -0.1688786, 1.0]], ['2, k, 7', [-0.01706665, -0.2198236, 1.0]], ['2, k, 8', [0.5260426, 0.2532427, 1.0]], ['2, k, 9', [0.5852021, -0.02156226, 1.0]], ['2, k, 10', [0.5950298, -0.2545237, 1.0]], ['2, k, 11', [0.5920537, -0.3009612, 1.0]], ['2, k, 12', [0.2279091, -0.1873094, 1.0]], ['2, k, 13', [0.1152764, -0.2634804, 1.0]], ['2, k, 14', [0.108272, -0.6394992, 1.0]], ['2, k, 15', [0.0644519, -0.6957877, 1.0]], ['2, k, 16', [0.4034327, -0.1959526, 1.0]], ['2, k, 17', [0.39612, -0.2786496, 1.0]], ['2, k, 18', [0.3783592, -0.651343, 1.0]], ['2, k, 19', [0.3846654, -0.7089497, 1.0]], ['2, k, 20', [0.3582054, 0.2974691, 1.0]], ['2, k, 21', [-0.0621756, -0.288994, 1.0]], ['2, k, 22', [-0.04419747, -0.1831252, 1.0]], ['2, k, 23', [0.595367, -0.3798139, 1.0]], ['2, k, 24', [0.6280749, -0.2968081, 1.0]]]
[['2, k, 0', [0.3200747, -0.193499, 1.0]], ['2, k, 1', [0.3421354, 0.08975161, 1.0]], ['2, k, 2', [0.3629121, 0.3655243, 1.0]], ['2, k, 3', [0.3680668, 0.5050924, 1.0]], ['2, k, 4', [0.1935341, 0.2541846, 1.0]], ['2, k, 5', [0.08161291, 0.07611439, 1.0]], ['2, k, 6', [-0.01700498, -0.1113557, 1.0]], ['2, k, 7', [-0.04666513, -0.1559886, 1.0]], ['2, k, 8', [0.5260789, 0.2532391, 1.0]], ['2, k, 9', [0.5852563, -0.02018933, 1.0]], ['2, k, 10', [0.5948403, -0.2546684, 1.0]], ['2, k, 11', [0.5919889, -0.3000327, 1.0]], ['2, k, 12', [0.2282251, -0.1872329, 1.0]], ['2, k, 13', [0.115221, -0.2636266, 1.0]], ['2, k, 14', [0.1084903, -0.6393008, 1.0]], ['2, k, 15', [0.06464943, -0.6962835, 1.0]], ['2, k, 16', [0.4043294, -0.1951034, 1.0]], ['2, k, 17', [0.3958102, -0.2787788, 1.0]], ['2, k, 18', [0.3776408, -0.651351, 1.0]], ['2, k, 19', [0.3843135, -0.7086427, 1.0]], ['2, k, 20', [0.358101, 0.2974802, 1.0]], ['2, k, 21', [-0.09277, -0.2141238, 1.0]], ['2, k, 22', [-0.0836173, -0.1432156, 1.0]], ['2, k, 23', [0.5965123, -0.3773237, 1.0]], ['2, k, 24', [0.6289076, -0.301512, 1.0]]]
[['2, k, 0', [0.3201415, -0.1934003, 1.0]], ['2, k, 1', [0.3421342, 0.08972652, 1.0]], ['2, k, 2', [0.362693, 0.3652117, 1.0]], ['2, k, 3', [0.3685156, 0.5052726, 1.0]], ['2, k, 4', [0.1936261, 0.2555059, 1.0]], ['2, k, 5', [0.07846409, 0.09788468, 1.0]], ['2, k, 6', [-0.03253929, -0.02240215, 1.0]], ['2, k, 7', [-0.06209301, -0.06976368, 1.0]], ['2, k, 8', [0.5262068, 0.2531826, 1.0]], ['2, k, 9', [0.584862, -0.01927572, 1.0]], ['2, k, 10', [0.5945685, -0.2546466, 1.0]], ['2, k, 11', [0.5886286, -0.2959467, 1.0]], ['2, k, 12', [0.2282312, -0.1872366, 1.0]], ['2, k, 13', [0.1151642, -0.2637747, 1.0]], ['2, k, 14', [0.1097764, -0.6392159, 1.0]], ['2, k, 15', [0.05894183, -0.6978319, 1.0]], ['2, k, 16', [0.4044741, -0.1946939, 1.0]], ['2, k, 17', [0.3958097, -0.2789199, 1.0]], ['2, k, 18', [0.3767425, -0.6511852, 1.0]], ['2, k, 19', [0.3842745, -0.7089614, 1.0]], ['2, k, 20', [0.3579571, 0.2972677, 1.0]], ['2, k, 21', [-0.111053, -0.1165237, 1.0]], ['2, k, 22', [-0.089991, -0.05574413, 1.0]], ['2, k, 23', [0.5911781, -0.3792101, 1.0]], ['2, k, 24', [0.6212984, -0.2925607, 1.0]]]
[['2, k, 0', [0.3207818, -0.1928834, 1.0]], ['2, k, 1', [0.3421391, 0.08977989, 1.0]], ['2, k, 2', [0.3622839, 0.3652645, 1.0]], ['2, k, 3', [0.3687922, 0.5059044, 1.0]], ['2, k, 4', [0.1941032, 0.2570444, 1.0]], ['2, k, 5', [0.05791869, 0.1388932, 1.0]], ['2, k, 6', [-0.04307288, 0.05671212, 1.0]], ['2, k, 7', [-0.07115395, 0.01803297, 1.0]], ['2, k, 8', [0.5249036, 0.2546276, 1.0]], ['2, k, 9', [0.5847194, -0.01922454, 1.0]], ['2, k, 10', [0.5945662, -0.254752, 1.0]], ['2, k, 11', [0.5927488, -0.2976147, 1.0]], ['2, k, 12', [0.2285454, -0.187186, 1.0]], ['2, k, 13', [0.115195, -0.263599, 1.0]], ['2, k, 14', [0.1102568, -0.6394268, 1.0]], ['2, k, 15', [0.05433081, -0.6972162, 1.0]], ['2, k, 16', [0.4053731, -0.1933609, 1.0]], ['2, k, 17', [0.3956812, -0.2796045, 1.0]], ['2, k, 18', [0.3759218, -0.6517641, 1.0]], ['2, k, 19', [0.3839604, -0.7088847, 1.0]], ['2, k, 20', [0.3577261, 0.297322, 1.0]], ['2, k, 21', [-0.1238895, -0.01259044, 1.0]], ['2, k, 22', [-0.1162368, 0.01358887, 1.0]], ['2, k, 23', [0.5963079, -0.3785402, 1.0]], ['2, k, 24', [0.626762, -0.3007134, 1.0]]]
[['2, k, 0', [0.3189843, -0.1927372, 1.0]], ['2, k, 1', [0.3412216, 0.09009599, 1.0]], ['2, k, 2', [0.3618007, 0.3657611, 1.0]], ['2, k, 3', [0.3687265, 0.506561, 1.0]], ['2, k, 4', [0.1951578, 0.2590921, 1.0]], ['2, k, 5', [0.05011293, 0.1636932, 1.0]], ['2, k, 6', [-0.02909952, 0.1525535, 1.0]], ['2, k, 7', [-0.06313296, 0.1217389, 1.0]], ['2, k, 8', [0.5250022, 0.2544564, 1.0]], ['2, k, 9', [0.5847346, -0.01914208, 1.0]], ['2, k, 10', [0.5943906, -0.2553973, 1.0]], ['2, k, 11', [0.5930316, -0.2961666, 1.0]], ['2, k, 12', [0.226358, -0.186702, 1.0]], ['2, k, 13', [0.1158295, -0.2630345, 1.0]], ['2, k, 14', [0.1111889, -0.6386924, 1.0]], ['2, k, 15', [0.05416483, -0.6964554, 1.0]], ['2, k, 16', [0.4037547, -0.1935825, 1.0]], ['2, k, 17', [0.3961708, -0.2799507, 1.0]], ['2, k, 18', [0.3758548, -0.6520698, 1.0]], ['2, k, 19', [0.3835502, -0.7103163, 1.0]], ['2, k, 20', [0.3571023, 0.2977918, 1.0]], ['2, k, 21', [-0.106448, 0.09835668, 1.0]], ['2, k, 22', [-0.09278519, 0.1224297, 1.0]], ['2, k, 23', [0.5908513, -0.3793642, 1.0]], ['2, k, 24', [0.6275115, -0.2953787, 1.0]]]
[['2, k, 0', [0.3192391, -0.1915962, 1.0]], ['2, k, 1', [0.3410747, 0.09041338, 1.0]], ['2, k, 2', [0.3611272, 0.3660288, 1.0]], ['2, k, 3', [0.3685533, 0.5071018, 1.0]], ['2, k, 4', [0.1981182, 0.2643366, 1.0]], ['2, k, 5', [0.02771541, 0.2093922, 1.0]], ['2, k, 6', [-0.04765163, 0.2086567, 1.0]], ['2, k, 7', [-0.0812034, 0.2054353, 1.0]], ['2, k, 8', [0.5252063, 0.2544796, 1.0]], ['2, k, 9', [0.5848795, -0.01868488, 1.0]], ['2, k, 10', [0.5943135, -0.2558, 1.0]], ['2, k, 11', [0.5926229, -0.2990867, 1.0]], ['2, k, 12', [0.2266104, -0.1857885, 1.0]], ['2, k, 13', [0.1154356, -0.2628824, 1.0]], ['2, k, 14', [0.1112728, -0.6384167, 1.0]], ['2, k, 15', [0.05478801, -0.6977812, 1.0]], ['2, k, 16', [0.4039888, -0.1924159, 1.0]], ['2, k, 17', [0.3960991, -0.2803977, 1.0]], ['2, k, 18', [0.37571, -0.6524636, 1.0]], ['2, k, 19', [0.3835736, -0.7102044, 1.0]], ['2, k, 20', [0.3566182, 0.2980611, 1.0]], ['2, k, 21', [-0.1020899, 0.2117913, 1.0]], ['2, k, 22', [-0.09813149, 0.2144122, 1.0]], ['2, k, 23', [0.5943058, -0.3772488, 1.0]], ['2, k, 24', [0.6270502, -0.3037718, 1.0]]]
[['2, k, 0', [0.3187943, -0.1911126, 1.0]], ['2, k, 1', [0.3407643, 0.09073599, 1.0]], ['2, k, 2', [0.3609157, 0.3662004, 1.0]], ['2, k, 3', [0.3684399, 0.5070889, 1.0]], ['2, k, 4', [0.1994364, 0.2672791, 1.0]], ['2, k, 5', [0.03868132, 0.2667912, 1.0]], ['2, k, 6', [-0.05021882, 0.2472894, 1.0]], ['2, k, 7', [-0.06857699, 0.303395, 1.0]], ['2, k, 8', [0.5253016, 0.2545017, 1.0]], ['2, k, 9', [0.5847605, -0.01849519, 1.0]], ['2, k, 10', [0.5935809, -0.2506207, 1.0]], ['2, k, 11', [0.5911232, -0.2978601, 1.0]], ['2, k, 12', [0.2262615, -0.1851643, 1.0]], ['2, k, 13', [0.1153749, -0.2626732, 1.0]], ['2, k, 14', [0.1117847, -0.6380954, 1.0]], ['2, k, 15', [0.05440392, -0.6980072, 1.0]], ['2, k, 16', [0.4034125, -0.1920909, 1.0]], ['2, k, 17', [0.3961796, -0.279428, 1.0]], ['2, k, 18', [0.3793368, -0.6520671, 1.0]], ['2, k, 19', [0.3833336, -0.7098013, 1.0]], ['2, k, 20', [0.3563526, 0.2982766, 1.0]], ['2, k, 21', [-0.1289673, 0.3144225, 1.0]], ['2, k, 22', [-0.1107695, 0.3050284, 1.0]], ['2, k, 23', [0.5963498, -0.3785637, 1.0]], ['2, k, 24', [0.6264995, -0.28517, 1.0]]]
[['2, k, 0', [0.3189539, -0.1902095, 1.0]], ['2, k, 1', [0.3408368, 0.09131439, 1.0]], ['2, k, 2', [0.360921, 0.3666053, 1.0]], ['2, k, 3', [0.368304, 0.5074069, 1.0]], ['2, k, 4', [0.1995932, 0.2687372, 1.0]], ['2, k, 5', [0.04195227, 0.3147826, 1.0]], ['2, k, 6', [-0.03196819, 0.3500031, 1.0]], ['2, k, 7', [-0.06596646, 0.3973604, 1.0]], ['2, k, 8', [0.5242212, 0.2558163, 1.0]], ['2, k, 9', [0.5847059, -0.0183205, 1.0]], ['2, k, 10', [0.5932284, -0.2491103, 1.0]], ['2, k, 11', [0.592096, -0.2941461, 1.0]], ['2, k, 12', [0.2265577, -0.1843206, 1.0]], ['2, k, 13', [0.1153084, -0.2625893, 1.0]], ['2, k, 14', [0.1107443, -0.6384324, 1.0]], ['2, k, 15', [0.05791049, -0.6965929, 1.0]], ['2, k, 16', [0.4034532, -0.19114, 1.0]], ['2, k, 17', [0.3962094, -0.2792825, 1.0]], ['2, k, 18', [0.3781774, -0.6517243, 1.0]], ['2, k, 19', [0.3826063, -0.7093756, 1.0]], ['2, k, 20', [0.3563546, 0.2987392, 1.0]], ['2, k, 21', [-0.1201071, 0.4232621, 1.0]], ['2, k, 22', [-0.09223127, 0.3866002, 1.0]], ['2, k, 23', [0.5947476, -0.379258, 1.0]], ['2, k, 24', [0.6272321, -0.2944787, 1.0]]]
[['2, k, 0', [0.318934, -0.1900776, 1.0]], ['2, k, 1', [0.3407481, 0.09141003, 1.0]], ['2, k, 2', [0.360718, 0.3666299, 1.0]], ['2, k, 3', [0.3680259, 0.5075032, 1.0]], ['2, k, 4', [0.2001854, 0.271366, 1.0]], ['2, k, 5', [0.04136873, 0.331154, 1.0]], ['2, k, 6', [-0.02724193, 0.4064212, 1.0]], ['2, k, 7', [-0.05756379, 0.4862129, 1.0]], ['2, k, 8', [0.5236969, 0.256226, 1.0]], ['2, k, 9', [0.5846471, -0.01798512, 1.0]], ['2, k, 10', [0.5931402, -0.2493838, 1.0]], ['2, k, 11', [0.5901079, -0.2973011, 1.0]], ['2, k, 12', [0.2265777, -0.1841168, 1.0]], ['2, k, 13', [0.1153215, -0.2625504, 1.0]], ['2, k, 14', [0.1088493, -0.6387061, 1.0]], ['2, k, 15', [0.03588684, -0.6946043, 1.0]], ['2, k, 16', [0.4033867, -0.1910463, 1.0]], ['2, k, 17', [0.3962314, -0.2789545, 1.0]], ['2, k, 18', [0.3775496, -0.6512907, 1.0]], ['2, k, 19', [0.3827809, -0.7098477, 1.0]], ['2, k, 20', [0.3561643, 0.2987849, 1.0]], ['2, k, 21', [-0.09561288, 0.5248286, 1.0]], ['2, k, 22', [-0.08620239, 0.4791254, 1.0]], ['2, k, 23', [0.5953658, -0.3798077, 1.0]], ['2, k, 24', [0.6239026, -0.3057722, 1.0]]]
[['2, k, 0', [0.3191042, -0.1893191, 1.0]], ['2, k, 1', [0.3408911, 0.0920183, 1.0]], ['2, k, 2', [0.3608419, 0.3670599, 1.0]], ['2, k, 3', [0.3676022, 0.507596, 1.0]], ['2, k, 4', [0.2021488, 0.2764862, 1.0]], ['2, k, 5', [0.04545284, 0.4197358, 1.0]], ['2, k, 6', [-0.03154991, 0.4605775, 1.0]], ['2, k, 7', [-0.04065742, 0.5657208, 1.0]], ['2, k, 8', [0.5239809, 0.2561865, 1.0]], ['2, k, 9', [0.5846364, -0.01772059, 1.0]], ['2, k, 10', [0.5930055, -0.2516463, 1.0]], ['2, k, 11', [0.5909481, -0.2976758, 1.0]], ['2, k, 12', [0.2269862, -0.1824328, 1.0]], ['2, k, 13', [0.115109, -0.2626795, 1.0]], ['2, k, 14', [0.1091176, -0.6387146, 1.0]], ['2, k, 15', [0.05362998, -0.6958405, 1.0]], ['2, k, 16', [0.4034806, -0.1906461, 1.0]], ['2, k, 17', [0.3962519, -0.2782337, 1.0]], ['2, k, 18', [0.3772093, -0.6504846, 1.0]], ['2, k, 19', [0.3828875, -0.7096495, 1.0]], ['2, k, 20', [0.3562789, 0.2992482, 1.0]], ['2, k, 21', [-0.06822775, 0.6154096, 1.0]], ['2, k, 22', [-0.07624649, 0.5680217, 1.0]], ['2, k, 23', [0.5948359, -0.3794811, 1.0]], ['2, k, 24', [0.6228725, -0.2893968, 1.0]]]
[['2, k, 0', [0.3195865, -0.1881176, 1.0]], ['2, k, 1', [0.340836, 0.09257071, 1.0]], ['2, k, 2', [0.3602501, 0.367457, 1.0]], ['2, k, 3', [0.3672069, 0.5078781, 1.0]], ['2, k, 4', [0.2017332, 0.2831573, 1.0]], ['2, k, 5', [0.06199284, 0.4230982, 1.0]], ['2, k, 6', [0.003286908, 0.5680748, 1.0]], ['2, k, 7', [-0.01280512, 0.629536, 1.0]], ['2, k, 8', [0.5232313, 0.256752, 1.0]], ['2, k, 9', [0.584388, -0.01656617, 1.0]], ['2, k, 10', [0.5924835, -0.2480937, 1.0]], ['2, k, 11', [0.5908397, -0.2954061, 1.0]], ['2, k, 12', [0.2279753, -0.1802237, 1.0]], ['2, k, 13', [0.114474, -0.262976, 1.0]], ['2, k, 14', [0.1076316, -0.6391394, 1.0]], ['2, k, 15', [0.05416637, -0.6963034, 1.0]], ['2, k, 16', [0.4037667, -0.1899042, 1.0]], ['2, k, 17', [0.396255, -0.2777399, 1.0]], ['2, k, 18', [0.390671, -0.6530591, 1.0]], ['2, k, 19', [0.3834164, -0.7095632, 1.0]], ['2, k, 20', [0.3558508, 0.299684, 1.0]], ['2, k, 21', [-0.04383452, 0.6865915, 1.0]], ['2, k, 22', [-0.0572216, 0.6449841, 1.0]], ['2, k, 23', [0.5954245, -0.3779772, 1.0]], ['2, k, 24', [0.6253951, -0.3084552, 1.0]]]
[['2, k, 0', [0.3181833, -0.1869879, 1.0]], ['2, k, 1', [0.3404124, 0.09348913, 1.0]], ['2, k, 2', [0.3604285, 0.3681872, 1.0]], ['2, k, 3', [0.3668388, 0.5078971, 1.0]], ['2, k, 4', [0.2019059, 0.2863831, 1.0]], ['2, k, 5', [0.0693178, 0.4470882, 1.0]], ['2, k, 6', [0.02158211, 0.6213089, 1.0]], ['2, k, 7', [0.01533308, 0.6849722, 1.0]], ['2, k, 8', [0.5227174, 0.2571767, 1.0]], ['2, k, 9', [0.5846965, -0.01552626, 1.0]], ['2, k, 10', [0.5922944, -0.2459804, 1.0]], ['2, k, 11', [0.5903269, -0.2923644, 1.0]], ['2, k, 12', [0.2264773, -0.1788179, 1.0]], ['2, k, 13', [0.1142962, -0.2629318, 1.0]], ['2, k, 14', [0.1073733, -0.6392195, 1.0]], ['2, k, 15', [0.04825554, -0.698399, 1.0]], ['2, k, 16', [0.4022374, -0.1892286, 1.0]], ['2, k, 17', [0.3963109, -0.2773274, 1.0]], ['2, k, 18', [0.3897438, -0.6523846, 1.0]], ['2, k, 19', [0.3838359, -0.7097937, 1.0]], ['2, k, 20', [0.3558762, 0.3004241, 1.0]], ['2, k, 21', [-0.003200327, 0.7465184, 1.0]], ['2, k, 22', [-0.02158806, 0.6962854, 1.0]], ['2, k, 23', [0.594962, -0.3795568, 1.0]], ['2, k, 24', [0.6228321, -0.2861526, 1.0]]]
[['2, k, 0', [0.3170295, -0.1854238, 1.0]], ['2, k, 1', [0.3402084, 0.09420864, 1.0]], ['2, k, 2', [0.3606545, 0.3684301, 1.0]], ['2, k, 3', [0.3662938, 0.5083706, 1.0]], ['2, k, 4', [0.2011794, 0.2967253, 1.0]], ['2, k, 5', [0.09030948, 0.4856851, 1.0]], ['2, k, 6', [0.05942569, 0.6878731, 1.0]], ['2, k, 7', [0.04056181, 0.7376612, 1.0]], ['2, k, 8', [0.5221435, 0.2575528, 1.0]], ['2, k, 9', [0.5853208, -0.01716324, 1.0]], ['2, k, 10', [0.5919721, -0.2442074, 1.0]], ['2, k, 11', [0.5920504, -0.2915353, 1.0]], ['2, k, 12', [0.2256718, -0.1768625, 1.0]], ['2, k, 13', [0.1143667, -0.2625466, 1.0]], ['2, k, 14', [0.1071145, -0.6388645, 1.0]], ['2, k, 15', [0.05321582, -0.6975874, 1.0]], ['2, k, 16', [0.400547, -0.1882114, 1.0]], ['2, k, 17', [0.3965742, -0.2771648, 1.0]], ['2, k, 18', [0.3816077, -0.6506141, 1.0]], ['2, k, 19', [0.384259, -0.7101333, 1.0]], ['2, k, 20', [0.3559966, 0.3007158, 1.0]], ['2, k, 21', [0.02450656, 0.8044568, 1.0]], ['2, k, 22', [0.004556593, 0.7379849, 1.0]], ['2, k, 23', [0.5971957, -0.3729701, 1.0]], ['2, k, 24', [0.6308153, -0.3175768, 1.0]]]
[['2, k, 0', [0.3159755, -0.1848609, 1.0]], ['2, k, 1', [0.339638, 0.09430847, 1.0]], ['2, k, 2', [0.3602529, 0.3680527, 1.0]], ['2, k, 3', [0.3651215, 0.5084386, 1.0]], ['2, k, 4', [0.2021626, 0.2983516, 1.0]], ['2, k, 5', [0.09474821, 0.5031987, 1.0]], ['2, k, 6', [0.08206255, 0.7206156, 1.0]], ['2, k, 7', [0.07097626, 0.7863324, 1.0]], ['2, k, 8', [0.5214828, 0.2579053, 1.0]], ['2, k, 9', [0.5851418, -0.01670023, 1.0]], ['2, k, 10', [0.592216, -0.2446921, 1.0]], ['2, k, 11', [0.5906857, -0.2918471, 1.0]], ['2, k, 12', [0.2251012, -0.1762068, 1.0]], ['2, k, 13', [0.1145462, -0.2621385, 1.0]], ['2, k, 14', [0.1090934, -0.6378683, 1.0]], ['2, k, 15', [0.05711841, -0.6969928, 1.0]], ['2, k, 16', [0.3988076, -0.1880292, 1.0]], ['2, k, 17', [0.3966513, -0.2771811, 1.0]], ['2, k, 18', [0.3792609, -0.6500149, 1.0]], ['2, k, 19', [0.3843704, -0.7099423, 1.0]], ['2, k, 20', [0.3555757, 0.3005041, 1.0]], ['2, k, 21', [0.062715, 0.8518165, 1.0]], ['2, k, 22', [0.02895519, 0.8055858, 1.0]], ['2, k, 23', [0.5988119, -0.3767064, 1.0]], ['2, k, 24', [0.6276466, -0.3038083, 1.0]]]
[['2, k, 0', [0.315331, -0.1838561, 1.0]], ['2, k, 1', [0.338149, 0.0953961, 1.0]], ['2, k, 2', [0.3580983, 0.3688042, 1.0]], ['2, k, 3', [0.3648168, 0.5083106, 1.0]], ['2, k, 4', [0.2045164, 0.3027759, 1.0]], ['2, k, 5', [0.1031939, 0.516347, 1.0]], ['2, k, 6', [0.1143874, 0.7428105, 1.0]], ['2, k, 7', [0.105763, 0.8198472, 1.0]], ['2, k, 8', [0.5210692, 0.2582622, 1.0]], ['2, k, 9', [0.5856248, -0.0132231, 1.0]], ['2, k, 10', [0.592847, -0.246564, 1.0]], ['2, k, 11', [0.5907791, -0.2884154, 1.0]], ['2, k, 12', [0.2246411, -0.1749316, 1.0]], ['2, k, 13', [0.1146934, -0.2620324, 1.0]], ['2, k, 14', [0.1084749, -0.6379018, 1.0]], ['2, k, 15', [0.0571078, -0.6969796, 1.0]], ['2, k, 16', [0.3980973, -0.1874506, 1.0]], ['2, k, 17', [0.3966875, -0.2772946, 1.0]], ['2, k, 18', [0.3785744, -0.6496882, 1.0]], ['2, k, 19', [0.3830678, -0.7103125, 1.0]], ['2, k, 20', [0.353546, 0.3013596, 1.0]], ['2, k, 21', [0.09655847, 0.8870227, 1.0]], ['2, k, 22', [0.06524169, 0.8318543, 1.0]], ['2, k, 23', [0.5936512, -0.3803921, 1.0]], ['2, k, 24', [0.6254683, -0.2909374, 1.0]]]
