[['2, k, 0', [0.1823536, -0.274565, 1.0]], ['2, k, 1', [0.1774866, 0.03040702, 1.0]], ['2, k, 2', [0.1722596, 0.3257268, 1.0]], ['2, k, 3', [0.1564995, 0.4797005, 1.0]], ['2, k, 4', [-0.01601763, 0.2057822, 1.0]], ['2, k, 5', [-0.03803911, -0.1008553, 1.0]], ['2, k, 6', [0.03222327, -0.007126055, 1.0]], ['2, k, 7', [0.1039045, 0.02066664, 1.0]], ['2, k, 8', [0.3441484, 0.2280758, 1.0]], ['2, k, 9', [0.4022529, 0.005362918, 1.0]], ['2, k, 10', [0.1971265, -0.01607233, 1.0]], ['2, k, 11', [0.1064571, 0.01771015, 1.0]], ['2, k, 12', [0.08048734, -0.27552, 1.0]], ['2, k, 13', [-0.03367239, -0.3298871, 1.0]], ['2, k, 14', [0.09073398, -0.6998438, 1.0]], ['2, k, 15', [0.06170551, -0.7529682, 1.0]], ['2, k, 16', [0.2780109, -0.2634265, 1.0]], ['2, k, 17', [0.3538921, -0.3030712, 1.0]], ['2, k, 18', [0.3148574, -0.6813561, 1.0]], ['2, k, 19', [0.3326183, -0.7509335, 1.0]], ['2, k, 20', [0.1736887, 0.2531729, 1.0]], ['2, k, 21', [0.1000893, -0.0007474872, 1.0]], ['2, k, 22', [0.1182184, 0.06244567, 1.0]], ['2, k, 23', [0.09292731, -0.006947404, 1.0]], ['2, k, 24', [0.0725875, -0.003357031, 1.0]]]
[['2, k, 0', [0.1846142, -0.2357212, 1.0]], ['2, k, 1', [0.1806033, 0.04778363, 1.0]], ['2, k, 2', [0.1766015, 0.3216852, 1.0]], ['2, k, 3', [0.1730588, 0.5215473, 1.0]], ['2, k, 4', [-0.0120441, 0.2662303, 1.0]], ['2, k, 5', [-0.1014899, 0.4292921, 1.0]], ['2, k, 6', [0.0583891, 0.6133003, 1.0]], ['2, k, 7', [0.126328, 0.6989117, 1.0]], ['2, k, 8', [0.3142301, 0.254949, 1.0]], ['2, k, 9', [0.3759813, 0.4365755, 1.0]], ['2, k, 10', [0.228488, 0.6311004, 1.0]], ['2, k, 11', [0.1798857, 0.6802356, 1.0]], ['2, k, 12', [0.09262752, -0.234978, 1.0]], ['2, k, 13', [-0.02861893, -0.3275266, 1.0]], ['2, k, 14', [0.08556437, -0.701442, 1.0]], ['2, k, 15', [0.06049555, -0.7497132, 1.0]], ['2, k, 16', [0.2701731, -0.2284506, 1.0]], ['2, k, 17', [0.3508984, -0.3024647, 1.0]], ['2, k, 18', [0.3183147, -0.6817679, 1.0]], ['2, k, 19', [0.3282726, -0.7480583, 1.0]], ['2, k, 20', [0.1780508, 0.2540758, 1.0]], ['2, k, 21', [0.1589611, 0.7790244, 1.0]], ['2, k, 22', [0.1344021, 0.6557996, 1.0]], ['2, k, 23', [0.1331414, 0.7543401, 1.0]], ['2, k, 24', [0.1799158, 0.6294217, 1.0]]]
[['2, k, 0', [0.1833999, -0.2363163, 1.0]], ['2, k, 1', [0.1805867, 0.04775669, 1.0]], ['2, k, 2', [0.1771542, 0.321867, 1.0]], ['2, k, 3', [0.1727638, 0.5216601, 1.0]], ['2, k, 4', [-0.01172404, 0.2657223, 1.0]], ['2, k, 5', [-0.08446558, 0.4396217, 1.0]], ['2, k, 6', [0.07087665, 0.6271996, 1.0]], ['2, k, 7', [0.133311, 0.7049801, 1.0]], ['2, k, 8', [0.3143855, 0.2545859, 1.0]], ['2, k, 9', [0.3839893, 0.4319908, 1.0]], ['2, k, 10', [0.2327507, 0.6236987, 1.0]], ['2, k, 11', [0.1811668, 0.676931, 1.0]], ['2, k, 12', [0.0913195, -0.2353815, 1.0]], ['2, k, 13', [-0.0286687, -0.3276722, 1.0]], ['2, k, 14', [0.08571094, -0.7014574, 1.0]], ['2, k, 15', [0.06274932, -0.7490324, 1.0]], ['2, k, 16', [0.2690732, -0.2291942, 1.0]], ['2, k, 17', [0.350911, -0.3025227, 1.0]], ['2, k, 18', [0.3180529, -0.6814092, 1.0]], ['2, k, 19', [0.3280541, -0.7470875, 1.0]], ['2, k, 20', [0.1783048, 0.2541811, 1.0]], ['2, k, 21', [0.1612492, 0.7933054, 1.0]], ['2, k, 22', [0.174161, 0.6672711, 1.0]], ['2, k, 23', [0.1304245, 0.7515197, 1.0]], ['2, k, 24', [0.1751684, 0.6346745, 1.0]]]
[['2, k, 0', [0.182501, -0.2365827, 1.0]], ['2, k, 1', [0.1806267, 0.0477711, 1.0]], ['2, k, 2', [0.178761, 0.3224631, 1.0]], ['2, k, 3', [0.1741582, 0.5223613, 1.0]], ['2, k, 4', [-0.01205873, 0.2636488, 1.0]], ['2, k, 5', [-0.1120537, 0.4196032, 1.0]], ['2, k, 6', [0.05053317, 0.6013898, 1.0]], ['2, k, 7', [0.1208132, 0.6890517, 1.0]], ['2, k, 8', [0.3146866, 0.2543656, 1.0]], ['2, k, 9', [0.3856108, 0.4307298, 1.0]], ['2, k, 10', [0.2338014, 0.6219446, 1.0]], ['2, k, 11', [0.1822088, 0.6768776, 1.0]], ['2, k, 12', [0.09025888, -0.2356951, 1.0]], ['2, k, 13', [-0.02868852, -0.3276729, 1.0]], ['2, k, 14', [0.08650982, -0.7014795, 1.0]], ['2, k, 15', [0.0638449, -0.7501623, 1.0]], ['2, k, 16', [0.2683643, -0.2293877, 1.0]], ['2, k, 17', [0.3508909, -0.3026108, 1.0]], ['2, k, 18', [0.3174484, -0.6811631, 1.0]], ['2, k, 19', [0.3282753, -0.7466345, 1.0]], ['2, k, 20', [0.1792959, 0.2546157, 1.0]], ['2, k, 21', [0.1580951, 0.764818, 1.0]], ['2, k, 22', [0.1639774, 0.6521619, 1.0]], ['2, k, 23', [0.130552, 0.7488046, 1.0]], ['2, k, 24', [0.1792233, 0.6298643, 1.0]]]
[['2, k, 0', [0.1799936, -0.2374581, 1.0]], ['2, k, 1', [0.1813778, 0.04721826, 1.0]], ['2, k, 2', [0.1869438, 0.3207544, 1.0]], ['2, k, 3', [0.178923, 0.5204632, 1.0]], ['2, k, 4', [-0.01192229, 0.2634857, 1.0]], ['2, k, 5', [-0.09360379, 0.4346102, 1.0]], ['2, k, 6', [0.06571569, 0.6188948, 1.0]], ['2, k, 7', [0.1301886, 0.7014095, 1.0]], ['2, k, 8', [0.3164662, 0.2531068, 1.0]], ['2, k, 9', [0.3812649, 0.4325059, 1.0]], ['2, k, 10', [0.2316225, 0.6253877, 1.0]], ['2, k, 11', [0.1820075, 0.6768233, 1.0]], ['2, k, 12', [0.08804912, -0.2360605, 1.0]], ['2, k, 13', [-0.02880002, -0.3276865, 1.0]], ['2, k, 14', [0.07912765, -0.7026396, 1.0]], ['2, k, 15', [0.06494127, -0.7516496, 1.0]], ['2, k, 16', [0.2655683, -0.2307942, 1.0]], ['2, k, 17', [0.3509372, -0.3026644, 1.0]], ['2, k, 18', [0.3172411, -0.6811051, 1.0]], ['2, k, 19', [0.3286793, -0.7467889, 1.0]], ['2, k, 20', [0.1848703, 0.2533675, 1.0]], ['2, k, 21', [0.1623894, 0.7907359, 1.0]], ['2, k, 22', [0.1733384, 0.6624907, 1.0]], ['2, k, 23', [0.1329992, 0.7525899, 1.0]], ['2, k, 24', [0.1796715, 0.6294273, 1.0]]]
[['2, k, 0', [0.1803111, -0.2373007, 1.0]], ['2, k, 1', [0.1821108, 0.04833702, 1.0]], ['2, k, 2', [0.1870214, 0.3243566, 1.0]], ['2, k, 3', [0.1728328, 0.5239236, 1.0]], ['2, k, 4', [-0.01186004, 0.2635049, 1.0]], ['2, k, 5', [-0.09285279, 0.4350407, 1.0]], ['2, k, 6', [0.06620526, 0.6195366, 1.0]], ['2, k, 7', [0.1303777, 0.701061, 1.0]], ['2, k, 8', [0.3161534, 0.2536283, 1.0]], ['2, k, 9', [0.3836894, 0.431262, 1.0]], ['2, k, 10', [0.2328347, 0.6231708, 1.0]], ['2, k, 11', [0.1642636, 0.7031208, 1.0]], ['2, k, 12', [0.08814532, -0.2360006, 1.0]], ['2, k, 13', [-0.02876024, -0.3277149, 1.0]], ['2, k, 14', [0.0847977, -0.7017708, 1.0]], ['2, k, 15', [0.05486151, -0.7519215, 1.0]], ['2, k, 16', [0.2662686, -0.2304592, 1.0]], ['2, k, 17', [0.3509483, -0.302759, 1.0]], ['2, k, 18', [0.3165969, -0.68182, 1.0]], ['2, k, 19', [0.3288908, -0.748059, 1.0]], ['2, k, 20', [0.1854122, 0.256315, 1.0]], ['2, k, 21', [0.1606956, 0.7885297, 1.0]], ['2, k, 22', [0.1729715, 0.6659693, 1.0]], ['2, k, 23', [0.1379418, 0.7812971, 1.0]], ['2, k, 24', [0.1131993, 0.673421, 1.0]]]
[['2, k, 0', [0.1812738, -0.2369496, 1.0]], ['2, k, 1', [0.1838914, 0.0492998, 1.0]], ['2, k, 2', [0.1884057, 0.3257712, 1.0]], ['2, k, 3', [0.1771955, 0.525269, 1.0]], ['2, k, 4', [-0.01175515, 0.26321, 1.0]], ['2, k, 5', [-0.08928183, 0.4366527, 1.0]], ['2, k, 6', [0.0682072, 0.6223978, 1.0]], ['2, k, 7', [0.1322391, 0.7017957, 1.0]], ['2, k, 8', [0.3162242, 0.2536152, 1.0]], ['2, k, 9', [0.3850047, 0.4303479, 1.0]], ['2, k, 10', [0.2336, 0.6218018, 1.0]], ['2, k, 11', [0.164699, 0.7032188, 1.0]], ['2, k, 12', [0.08877625, -0.2358364, 1.0]], ['2, k, 13', [-0.02875019, -0.3277468, 1.0]], ['2, k, 14', [0.08605643, -0.7017127, 1.0]], ['2, k, 15', [0.05479627, -0.752095, 1.0]], ['2, k, 16', [0.2675869, -0.2298581, 1.0]], ['2, k, 17', [0.3509871, -0.3028664, 1.0]], ['2, k, 18', [0.316582, -0.6818588, 1.0]], ['2, k, 19', [0.327307, -0.7479275, 1.0]], ['2, k, 20', [0.1871011, 0.2577568, 1.0]], ['2, k, 21', [0.1600966, 0.7890228, 1.0]], ['2, k, 22', [0.1744611, 0.6666858, 1.0]], ['2, k, 23', [0.1391388, 0.7855765, 1.0]], ['2, k, 24', [0.1144879, 0.6734319, 1.0]]]
[['2, k, 0', [0.1814056, -0.2367835, 1.0]], ['2, k, 1', [0.1842448, 0.04954737, 1.0]], ['2, k, 2', [0.1886025, 0.3259971, 1.0]], ['2, k, 3', [0.1768968, 0.5253767, 1.0]], ['2, k, 4', [-0.01162277, 0.2630035, 1.0]], ['2, k, 5', [-0.1031655, 0.4273368, 1.0]], ['2, k, 6', [0.05836374, 0.6098836, 1.0]], ['2, k, 7', [0.1266706, 0.6956383, 1.0]], ['2, k, 8', [0.3161701, 0.2534613, 1.0]], ['2, k, 9', [0.3821293, 0.4325753, 1.0]], ['2, k, 10', [0.2315517, 0.6247711, 1.0]], ['2, k, 11', [0.1645163, 0.7047093, 1.0]], ['2, k, 12', [0.08891647, -0.2356367, 1.0]], ['2, k, 13', [-0.02873753, -0.3278182, 1.0]], ['2, k, 14', [0.08651613, -0.7016815, 1.0]], ['2, k, 15', [0.0601395, -0.7484639, 1.0]], ['2, k, 16', [0.2677111, -0.2297122, 1.0]], ['2, k, 17', [0.3509802, -0.3028884, 1.0]], ['2, k, 18', [0.3168224, -0.6818711, 1.0]], ['2, k, 19', [0.3277827, -0.747875, 1.0]], ['2, k, 20', [0.187386, 0.2580222, 1.0]], ['2, k, 21', [0.159345, 0.7755526, 1.0]], ['2, k, 22', [0.17173, 0.6616591, 1.0]], ['2, k, 23', [0.1395717, 0.7868791, 1.0]], ['2, k, 24', [0.1140006, 0.6744148, 1.0]]]
[['2, k, 0', [0.1805953, -0.2351833, 1.0]], ['2, k, 1', [0.1844526, 0.05100845, 1.0]], ['2, k, 2', [0.1893388, 0.3276635, 1.0]], ['2, k, 3', [0.1784826, 0.527027, 1.0]], ['2, k, 4', [-0.0296186, 0.2767506, 1.0]], ['2, k, 5', [-0.1013167, 0.4444036, 1.0]], ['2, k, 6', [0.06924829, 0.618336, 1.0]], ['2, k, 7', [0.1321084, 0.6954806, 1.0]], ['2, k, 8', [0.3161713, 0.2534738, 1.0]], ['2, k, 9', [0.3814944, 0.432803, 1.0]], ['2, k, 10', [0.2311451, 0.6251788, 1.0]], ['2, k, 11', [0.1817686, 0.675366, 1.0]], ['2, k, 12', [0.0879242, -0.2336937, 1.0]], ['2, k, 13', [-0.02874148, -0.3277189, 1.0]], ['2, k, 14', [0.08943853, -0.7009144, 1.0]], ['2, k, 15', [0.05780943, -0.7492167, 1.0]], ['2, k, 16', [0.2670658, -0.2284572, 1.0]], ['2, k, 17', [0.3509878, -0.3028517, 1.0]], ['2, k, 18', [0.3168322, -0.6818188, 1.0]], ['2, k, 19', [0.3278753, -0.7477637, 1.0]], ['2, k, 20', [0.1880571, 0.2596904, 1.0]], ['2, k, 21', [0.159773, 0.7731406, 1.0]], ['2, k, 22', [0.1725402, 0.6611186, 1.0]], ['2, k, 23', [0.1284167, 0.7466604, 1.0]], ['2, k, 24', [0.1772456, 0.6287733, 1.0]]]
[['2, k, 0', [0.180595, -0.2347448, 1.0]], ['2, k, 1', [0.1849388, 0.05169223, 1.0]], ['2, k, 2', [0.1901576, 0.3285761, 1.0]], ['2, k, 3', [0.1884768, 0.5268856, 1.0]], ['2, k, 4', [-0.03117901, 0.2780744, 1.0]], ['2, k, 5', [-0.1050152, 0.442215, 1.0]], ['2, k, 6', [0.06653514, 0.6149935, 1.0]], ['2, k, 7', [0.1298848, 0.6921579, 1.0]], ['2, k, 8', [0.316197, 0.2534352, 1.0]], ['2, k, 9', [0.3849771, 0.43075, 1.0]], ['2, k, 10', [0.2332049, 0.6219859, 1.0]], ['2, k, 11', [0.1840149, 0.6746727, 1.0]], ['2, k, 12', [0.08787459, -0.2329175, 1.0]], ['2, k, 13', [-0.02869299, -0.3277366, 1.0]], ['2, k, 14', [0.08883343, -0.7012643, 1.0]], ['2, k, 15', [0.05702403, -0.7501544, 1.0]], ['2, k, 16', [0.2670846, -0.2282501, 1.0]], ['2, k, 17', [0.3510195, -0.3028643, 1.0]], ['2, k, 18', [0.316216, -0.6818439, 1.0]], ['2, k, 19', [0.3285154, -0.7480661, 1.0]], ['2, k, 20', [0.1888524, 0.2605854, 1.0]], ['2, k, 21', [0.1593379, 0.7666648, 1.0]], ['2, k, 22', [0.1761579, 0.6601796, 1.0]], ['2, k, 23', [0.1304542, 0.74822, 1.0]], ['2, k, 24', [0.1874337, 0.6191257, 1.0]]]
[['2, k, 0', [0.1806118, -0.2344598, 1.0]], ['2, k, 1', [0.1853267, 0.05184676, 1.0]], ['2, k, 2', [0.1909466, 0.3285404, 1.0]], ['2, k, 3', [0.1834424, 0.5273469, 1.0]], ['2, k, 4', [-0.03170898, 0.2789706, 1.0]], ['2, k, 5', [-0.09829286, 0.4494487, 1.0]], ['2, k, 6', [0.07252154, 0.6230769, 1.0]], ['2, k, 7', [0.1342347, 0.6993576, 1.0]], ['2, k, 8', [0.316284, 0.2530685, 1.0]], ['2, k, 9', [0.3833778, 0.4316663, 1.0]], ['2, k, 10', [0.2322495, 0.6234556, 1.0]], ['2, k, 11', [0.1855909, 0.6743203, 1.0]], ['2, k, 12', [0.08794203, -0.2321835, 1.0]], ['2, k, 13', [-0.02860655, -0.327856, 1.0]], ['2, k, 14', [0.08761255, -0.6997023, 1.0]], ['2, k, 15', [0.06169835, -0.7491546, 1.0]], ['2, k, 16', [0.2670798, -0.2281763, 1.0]], ['2, k, 17', [0.3509849, -0.3027881, 1.0]], ['2, k, 18', [0.3163395, -0.6817716, 1.0]], ['2, k, 19', [0.3288776, -0.7481885, 1.0]], ['2, k, 20', [0.1895648, 0.2606169, 1.0]], ['2, k, 21', [0.1682985, 0.7853967, 1.0]], ['2, k, 22', [0.1781102, 0.6634257, 1.0]], ['2, k, 23', [0.1276323, 0.7451512, 1.0]], ['2, k, 24', [0.1890078, 0.6225169, 1.0]]]
[['2, k, 0', [0.1798562, -0.2343361, 1.0]], ['2, k, 1', [0.1852565, 0.05191819, 1.0]], ['2, k, 2', [0.1909836, 0.328639, 1.0]], ['2, k, 3', [0.1805907, 0.5275792, 1.0]], ['2, k, 4', [-0.01776087, 0.2761048, 1.0]], ['2, k, 5', [-0.09894378, 0.4429247, 1.0]], ['2, k, 6', [0.06817212, 0.6203299, 1.0]], ['2, k, 7', [0.1324746, 0.7014579, 1.0]], ['2, k, 8', [0.3161702, 0.2529864, 1.0]], ['2, k, 9', [0.3864776, 0.4300323, 1.0]], ['2, k, 10', [0.2340495, 0.6208286, 1.0]], ['2, k, 11', [0.1844926, 0.6758736, 1.0]], ['2, k, 12', [0.08709954, -0.2318822, 1.0]], ['2, k, 13', [-0.0286346, -0.3278821, 1.0]], ['2, k, 14', [0.08684709, -0.7004413, 1.0]], ['2, k, 15', [0.05718502, -0.7514787, 1.0]], ['2, k, 16', [0.2663902, -0.2282556, 1.0]], ['2, k, 17', [0.3509634, -0.302807, 1.0]], ['2, k, 18', [0.3157548, -0.6820757, 1.0]], ['2, k, 19', [0.3289351, -0.7487121, 1.0]], ['2, k, 20', [0.1895817, 0.2607013, 1.0]], ['2, k, 21', [0.1630515, 0.7913307, 1.0]], ['2, k, 22', [0.1772304, 0.6652622, 1.0]], ['2, k, 23', [0.1296747, 0.7475607, 1.0]], ['2, k, 24', [0.1829609, 0.6250855, 1.0]]]
[['2, k, 0', [0.1795473, -0.2344307, 1.0]], ['2, k, 1', [0.1864932, 0.05141213, 1.0]], ['2, k, 2', [0.1970643, 0.3268323, 1.0]], ['2, k, 3', [0.190579, 0.4941639, 1.0]], ['2, k, 4', [-0.01553939, 0.2713039, 1.0]], ['2, k, 5', [-0.09039149, 0.4429731, 1.0]], ['2, k, 6', [0.1108797, 0.6870098, 1.0]], ['2, k, 7', [0.1462812, 0.7292715, 1.0]], ['2, k, 8', [0.3173548, 0.2521118, 1.0]], ['2, k, 9', [0.3833524, 0.4316019, 1.0]], ['2, k, 10', [0.2323776, 0.6235784, 1.0]], ['2, k, 11', [0.1840497, 0.6762739, 1.0]], ['2, k, 12', [0.08692858, -0.2319245, 1.0]], ['2, k, 13', [-0.02860979, -0.3278288, 1.0]], ['2, k, 14', [0.08732119, -0.7033168, 1.0]], ['2, k, 15', [0.0608923, -0.7516844, 1.0]], ['2, k, 16', [0.2659065, -0.2284604, 1.0]], ['2, k, 17', [0.3509381, -0.3027719, 1.0]], ['2, k, 18', [0.3162007, -0.6819625, 1.0]], ['2, k, 19', [0.3289744, -0.7484819, 1.0]], ['2, k, 20', [0.1942336, 0.2592838, 1.0]], ['2, k, 21', [0.1652815, 0.8214834, 1.0]], ['2, k, 22', [0.1785001, 0.6926439, 1.0]], ['2, k, 23', [0.1305651, 0.7482898, 1.0]], ['2, k, 24', [0.1820136, 0.627043, 1.0]]]
[['2, k, 0', [0.1792616, -0.2347123, 1.0]], ['2, k, 1', [0.1861292, 0.05122415, 1.0]], ['2, k, 2', [0.1952732, 0.3267527, 1.0]], ['2, k, 3', [0.1724803, 0.5230455, 1.0]], ['2, k, 4', [-0.01461799, 0.2703256, 1.0]], ['2, k, 5', [-0.0904265, 0.4421999, 1.0]], ['2, k, 6', [0.1108303, 0.686286, 1.0]], ['2, k, 7', [0.1468339, 0.7283134, 1.0]], ['2, k, 8', [0.3160013, 0.2519457, 1.0]], ['2, k, 9', [0.3895845, 0.4279498, 1.0]], ['2, k, 10', [0.2368686, 0.6184387, 1.0]], ['2, k, 11', [0.1844582, 0.6759671, 1.0]], ['2, k, 12', [0.08662422, -0.2322808, 1.0]], ['2, k, 13', [-0.02865295, -0.327662, 1.0]], ['2, k, 14', [0.08697204, -0.7029056, 1.0]], ['2, k, 15', [0.05501546, -0.7531018, 1.0]], ['2, k, 16', [0.2656328, -0.2287251, 1.0]], ['2, k, 17', [0.3509492, -0.302862, 1.0]], ['2, k, 18', [0.3166891, -0.6822839, 1.0]], ['2, k, 19', [0.3290921, -0.7489014, 1.0]], ['2, k, 20', [0.1930579, 0.2591604, 1.0]], ['2, k, 21', [0.1657854, 0.8207313, 1.0]], ['2, k, 22', [0.1785369, 0.6866975, 1.0]], ['2, k, 23', [0.1308005, 0.7460316, 1.0]], ['2, k, 24', [0.1855095, 0.62434, 1.0]]]
[['2, k, 0', [0.1792911, -0.234721, 1.0]], ['2, k, 1', [0.1862087, 0.05141062, 1.0]], ['2, k, 2', [0.1949459, 0.3277535, 1.0]], ['2, k, 3', [0.1719857, 0.5267841, 1.0]], ['2, k, 4', [-0.01377643, 0.2680811, 1.0]], ['2, k, 5', [-0.1032107, 0.4335118, 1.0]], ['2, k, 6', [0.06031545, 0.6142667, 1.0]], ['2, k, 7', [0.1285455, 0.6995897, 1.0]], ['2, k, 8', [0.315944, 0.2521247, 1.0]], ['2, k, 9', [0.3840769, 0.4320329, 1.0]], ['2, k, 10', [0.2331242, 0.6239887, 1.0]], ['2, k, 11', [0.1840644, 0.6786662, 1.0]], ['2, k, 12', [0.08662992, -0.2323331, 1.0]], ['2, k, 13', [-0.0286885, -0.3277001, 1.0]], ['2, k, 14', [0.08686525, -0.7023386, 1.0]], ['2, k, 15', [0.05570935, -0.7513649, 1.0]], ['2, k, 16', [0.2657359, -0.2286947, 1.0]], ['2, k, 17', [0.3508456, -0.3028009, 1.0]], ['2, k, 18', [0.3165872, -0.6823058, 1.0]], ['2, k, 19', [0.3294096, -0.7489895, 1.0]], ['2, k, 20', [0.1929111, 0.2598709, 1.0]], ['2, k, 21', [0.1675469, 0.7821347, 1.0]], ['2, k, 22', [0.1722771, 0.6613625, 1.0]], ['2, k, 23', [0.130795, 0.7468389, 1.0]], ['2, k, 24', [0.1692033, 0.6504217, 1.0]]]
[['2, k, 0', [0.1795593, -0.235065, 1.0]], ['2, k, 1', [0.1845598, 0.05088656, 1.0]], ['2, k, 2', [0.1839654, 0.326942, 1.0]], ['2, k, 3', [0.1697436, 0.5261328, 1.0]], ['2, k, 4', [-0.01268333, 0.2668159, 1.0]], ['2, k, 5', [-0.08744946, 0.4425178, 1.0]], ['2, k, 6', [0.07198934, 0.6265526, 1.0]], ['2, k, 7', [0.1359002, 0.7061262, 1.0]], ['2, k, 8', [0.3133322, 0.2514805, 1.0]], ['2, k, 9', [0.3819241, 0.4316798, 1.0]], ['2, k, 10', [0.2327967, 0.625111, 1.0]], ['2, k, 11', [0.1851041, 0.6773944, 1.0]], ['2, k, 12', [0.08692233, -0.2329525, 1.0]], ['2, k, 13', [-0.02869343, -0.3277124, 1.0]], ['2, k, 14', [0.09108141, -0.6991034, 1.0]], ['2, k, 15', [0.0563796, -0.7490414, 1.0]], ['2, k, 16', [0.2660007, -0.2288837, 1.0]], ['2, k, 17', [0.3508267, -0.3027564, 1.0]], ['2, k, 18', [0.3168023, -0.6820687, 1.0]], ['2, k, 19', [0.3295607, -0.7486067, 1.0]], ['2, k, 20', [0.1851018, 0.2591097, 1.0]], ['2, k, 21', [0.1660818, 0.7910376, 1.0]], ['2, k, 22', [0.1779905, 0.6699401, 1.0]], ['2, k, 23', [0.1311614, 0.7513572, 1.0]], ['2, k, 24', [0.1922422, 0.6223994, 1.0]]]
[['2, k, 0', [0.179469, -0.2352659, 1.0]], ['2, k, 1', [0.1840715, 0.05077126, 1.0]], ['2, k, 2', [0.1837326, 0.3269896, 1.0]], ['2, k, 3', [0.1692386, 0.5261664, 1.0]], ['2, k, 4', [-0.0121746, 0.2662783, 1.0]], ['2, k, 5', [-0.1005986, 0.4334842, 1.0]], ['2, k, 6', [0.06244084, 0.6146434, 1.0]], ['2, k, 7', [0.1296533, 0.7005101, 1.0]], ['2, k, 8', [0.3133795, 0.25147, 1.0]], ['2, k, 9', [0.3848737, 0.4299667, 1.0]], ['2, k, 10', [0.2345677, 0.6223695, 1.0]], ['2, k, 11', [0.185421, 0.6778847, 1.0]], ['2, k, 12', [0.08681107, -0.2331283, 1.0]], ['2, k, 13', [-0.02870148, -0.3277588, 1.0]], ['2, k, 14', [0.09123304, -0.6995112, 1.0]], ['2, k, 15', [0.05594797, -0.7495914, 1.0]], ['2, k, 16', [0.2659322, -0.2291337, 1.0]], ['2, k, 17', [0.3506952, -0.3027777, 1.0]], ['2, k, 18', [0.31833, -0.6822418, 1.0]], ['2, k, 19', [0.3300718, -0.7486643, 1.0]], ['2, k, 20', [0.1846923, 0.2591401, 1.0]], ['2, k, 21', [0.1653883, 0.7809427, 1.0]], ['2, k, 22', [0.174385, 0.6623086, 1.0]], ['2, k, 23', [0.1324215, 0.7510496, 1.0]], ['2, k, 24', [0.1906631, 0.6229823, 1.0]]]
[['2, k, 0', [0.1803381, -0.2349235, 1.0]], ['2, k, 1', [0.1840396, 0.0513465, 1.0]], ['2, k, 2', [0.1831978, 0.3285672, 1.0]], ['2, k, 3', [0.1686429, 0.5275422, 1.0]], ['2, k, 4', [-0.01198336, 0.2651421, 1.0]], ['2, k, 5', [-0.08959674, 0.4409896, 1.0]], ['2, k, 6', [0.0706323, 0.6242803, 1.0]], ['2, k, 7', [0.1362475, 0.7069377, 1.0]], ['2, k, 8', [0.3135269, 0.2517774, 1.0]], ['2, k, 9', [0.3871172, 0.4292578, 1.0]], ['2, k, 10', [0.2360519, 0.6210889, 1.0]], ['2, k, 11', [0.185574, 0.6781174, 1.0]], ['2, k, 12', [0.08735888, -0.2330696, 1.0]], ['2, k, 13', [-0.02865529, -0.3278171, 1.0]], ['2, k, 14', [0.0921524, -0.6993188, 1.0]], ['2, k, 15', [0.05922395, -0.7495613, 1.0]], ['2, k, 16', [0.2671815, -0.2284145, 1.0]], ['2, k, 17', [0.3506318, -0.3027022, 1.0]], ['2, k, 18', [0.3183897, -0.6819621, 1.0]], ['2, k, 19', [0.3302163, -0.7484101, 1.0]], ['2, k, 20', [0.1841932, 0.260473, 1.0]], ['2, k, 21', [0.1651918, 0.7897319, 1.0]], ['2, k, 22', [0.1765057, 0.668637, 1.0]], ['2, k, 23', [0.1317472, 0.7511422, 1.0]], ['2, k, 24', [0.1853367, 0.6293921, 1.0]]]
[['2, k, 0', [0.1822017, -0.2339391, 1.0]], ['2, k, 1', [0.1840024, 0.05228123, 1.0]], ['2, k, 2', [0.1820186, 0.3304066, 1.0]], ['2, k, 3', [0.1679027, 0.5291281, 1.0]], ['2, k, 4', [-0.01175352, 0.2653558, 1.0]], ['2, k, 5', [-0.08810404, 0.4414579, 1.0]], ['2, k, 6', [0.07128634, 0.6254784, 1.0]], ['2, k, 7', [0.1363323, 0.7058689, 1.0]], ['2, k, 8', [0.3135409, 0.2518945, 1.0]], ['2, k, 9', [0.3875706, 0.429224, 1.0]], ['2, k, 10', [0.2364141, 0.6211375, 1.0]], ['2, k, 11', [0.1853067, 0.6802092, 1.0]], ['2, k, 12', [0.08888952, -0.2323507, 1.0]], ['2, k, 13', [-0.02865303, -0.3278094, 1.0]], ['2, k, 14', [0.09129959, -0.6996667, 1.0]], ['2, k, 15', [0.05375675, -0.7497762, 1.0]], ['2, k, 16', [0.269287, -0.2272266, 1.0]], ['2, k, 17', [0.3506631, -0.3027457, 1.0]], ['2, k, 18', [0.3182314, -0.6817099, 1.0]], ['2, k, 19', [0.3304693, -0.7479552, 1.0]], ['2, k, 20', [0.1832516, 0.2620903, 1.0]], ['2, k, 21', [0.1648072, 0.7921563, 1.0]], ['2, k, 22', [0.1757936, 0.6690623, 1.0]], ['2, k, 23', [0.1342259, 0.7532168, 1.0]], ['2, k, 24', [0.1854968, 0.6293244, 1.0]]]
