[['2, k, 0', [-0.180941, -0.254086, 1.0]], ['2, k, 1', [-0.182494, 0.0392396, 1.0]], ['2, k, 2', [-0.182985, 0.325223, 1.0]], ['2, k, 3', [-0.181053, 0.453909, 1.0]], ['2, k, 4', [-0.365198, 0.23931, 1.0]], ['2, k, 5', [-0.536715, 0.0869997, 1.0]], ['2, k, 6', [-0.437198, -0.115707, 1.0]], ['2, k, 7', [-0.377045, -0.158524, 1.0]], ['2, k, 8', [-0.0139576, 0.234668, 1.0]], ['2, k, 9', [0.165771, 0.0990297, 1.0]], ['2, k, 10', [0.0814237, -0.119474, 1.0]], ['2, k, 11', [0.0238738, -0.160616, 1.0]], ['2, k, 12', [-0.258527, -0.24948, 1.0]], ['2, k, 13', [-0.332712, -0.645064, 1.0]], ['2, k, 14', [-0.388519, -1.01168, 1.0]], ['2, k, 15', [-0.412109, -1.07617, 1.0]], ['2, k, 16', [-0.0983488, -0.251679, 1.0]], ['2, k, 17', [-0.0295565, -0.615471, 1.0]], ['2, k, 18', [0.021861, -1.0019, 1.0]], ['2, k, 19', [0.0541077, -1.06738, 1.0]], ['2, k, 20', [-0.183048, 0.254788, 1.0]], ['2, k, 21', [-0.344661, -0.238937, 1.0]], ['2, k, 22', [-0.337612, -0.11399, 1.0]], ['2, k, 23', [0.0104636, -0.255934, 1.0]], ['2, k, 24', [0.00106478, -0.142256, 1.0]]]
[['2, k, 0', [-0.277824, -0.249087, 1.0]], ['2, k, 1', [-0.25293, 0.0404804, 1.0]], ['2, k, 2', [-0.219759, 0.328927, 1.0]], ['2, k, 3', [-0.211191, 0.431331, 1.0]], ['2, k, 4', [-0.401851, 0.246921, 1.0]], ['2, k, 5', [-0.602686, 0.151214, 1.0]], ['2, k, 6', [-0.529626, -0.0724871, 1.0]], ['2, k, 7', [-0.466951, -0.112562, 1.0]], ['2, k, 8', [-0.0689261, 0.208877, 1.0]], ['2, k, 9', [0.0965619, 0.0871832, 1.0]], ['2, k, 10', [-0.0153584, -0.118058, 1.0]], ['2, k, 11', [-0.0703171, -0.157399, 1.0]], ['2, k, 12', [-0.353921, -0.238565, 1.0]], ['2, k, 13', [-0.405134, -0.644571, 1.0]], ['2, k, 14', [-0.396306, -1.00493, 1.0]], ['2, k, 15', [-0.411553, -1.07474, 1.0]], ['2, k, 16', [-0.194137, -0.252899, 1.0]], ['2, k, 17', [-0.0985782, -0.625797, 1.0]], ['2, k, 18', [0.00744833, -1.00976, 1.0]], ['2, k, 19', [0.0529043, -1.06309, 1.0]], ['2, k, 20', [-0.228538, 0.257263, 1.0]], ['2, k, 21', [-0.454696, -0.204154, 1.0]], ['2, k, 22', [-0.494182, -0.162686, 1.0]], ['2, k, 23', [-0.0836629, -0.245056, 1.0]], ['2, k, 24', [-0.0923569, -0.147813, 1.0]]]
[['2, k, 0', [-0.269623, -0.246232, 1.0]], ['2, k, 1', [-0.248936, 0.0425487, 1.0]], ['2, k, 2', [-0.219584, 0.329305, 1.0]], ['2, k, 3', [-0.211532, 0.431378, 1.0]], ['2, k, 4', [-0.400919, 0.246282, 1.0]], ['2, k, 5', [-0.600564, 0.146994, 1.0]], ['2, k, 6', [-0.522537, -0.0748547, 1.0]], ['2, k, 7', [-0.456772, -0.123139, 1.0]], ['2, k, 8', [-0.0679619, 0.21141, 1.0]], ['2, k, 9', [0.103054, 0.0951706, 1.0]], ['2, k, 10', [-0.0109865, -0.109013, 1.0]], ['2, k, 11', [-0.0629905, -0.151474, 1.0]], ['2, k, 12', [-0.346346, -0.237015, 1.0]], ['2, k, 13', [-0.401139, -0.644209, 1.0]], ['2, k, 14', [-0.395996, -1.00432, 1.0]], ['2, k, 15', [-0.411413, -1.07458, 1.0]], ['2, k, 16', [-0.185592, -0.248708, 1.0]], ['2, k, 17', [-0.0927886, -0.625049, 1.0]], ['2, k, 18', [0.00806447, -1.00805, 1.0]], ['2, k, 19', [0.0529524, -1.06322, 1.0]], ['2, k, 20', [-0.227776, 0.257924, 1.0]], ['2, k, 21', [-0.439507, -0.210913, 1.0]], ['2, k, 22', [-0.474142, -0.207125, 1.0]], ['2, k, 23', [-0.0787875, -0.240937, 1.0]], ['2, k, 24', [-0.0895053, -0.140408, 1.0]]]
[['2, k, 0', [-0.260566, -0.244037, 1.0]], ['2, k, 1', [-0.244607, 0.0442714, 1.0]], ['2, k, 2', [-0.219543, 0.329592, 1.0]], ['2, k, 3', [-0.211669, 0.431451, 1.0]], ['2, k, 4', [-0.399402, 0.245789, 1.0]], ['2, k, 5', [-0.59664, 0.143232, 1.0]], ['2, k, 6', [-0.486499, -0.0652763, 1.0]], ['2, k, 7', [-0.431159, -0.113786, 1.0]], ['2, k, 8', [-0.0666648, 0.213673, 1.0]], ['2, k, 9', [0.108082, 0.102582, 1.0]], ['2, k, 10', [-0.00620686, -0.101504, 1.0]], ['2, k, 11', [-0.0556322, -0.146705, 1.0]], ['2, k, 12', [-0.337491, -0.23603, 1.0]], ['2, k, 13', [-0.39613, -0.642588, 1.0]], ['2, k, 14', [-0.394934, -1.00439, 1.0]], ['2, k, 15', [-0.411307, -1.07472, 1.0]], ['2, k, 16', [-0.176563, -0.245404, 1.0]], ['2, k, 17', [-0.0837508, -0.624455, 1.0]], ['2, k, 18', [0.00850244, -1.00566, 1.0]], ['2, k, 19', [0.0517737, -1.06118, 1.0]], ['2, k, 20', [-0.22708, 0.25847, 1.0]], ['2, k, 21', [-0.411637, -0.196352, 1.0]], ['2, k, 22', [-0.467437, -0.166577, 1.0]], ['2, k, 23', [-0.0717935, -0.233906, 1.0]], ['2, k, 24', [-0.0842582, -0.132339, 1.0]]]
[['2, k, 0', [-0.252614, -0.243379, 1.0]], ['2, k, 1', [-0.239, 0.0454605, 1.0]], ['2, k, 2', [-0.218457, 0.329932, 1.0]], ['2, k, 3', [-0.21167, 0.43155, 1.0]], ['2, k, 4', [-0.396951, 0.244755, 1.0]], ['2, k, 5', [-0.594422, 0.141136, 1.0]], ['2, k, 6', [-0.485354, -0.0678845, 1.0]], ['2, k, 7', [-0.426673, -0.120541, 1.0]], ['2, k, 8', [-0.0663397, 0.213401, 1.0]], ['2, k, 9', [0.114403, 0.109705, 1.0]], ['2, k, 10', [-0.00046771, -0.0942662, 1.0]], ['2, k, 11', [-0.0469922, -0.139472, 1.0]], ['2, k, 12', [-0.329839, -0.236155, 1.0]], ['2, k, 13', [-0.389386, -0.643622, 1.0]], ['2, k, 14', [-0.395044, -1.00438, 1.0]], ['2, k, 15', [-0.410588, -1.07501, 1.0]], ['2, k, 16', [-0.168539, -0.244042, 1.0]], ['2, k, 17', [-0.0764587, -0.625953, 1.0]], ['2, k, 18', [0.00972769, -1.00488, 1.0]], ['2, k, 19', [0.0522999, -1.06112, 1.0]], ['2, k, 20', [-0.224998, 0.259139, 1.0]], ['2, k, 21', [-0.400132, -0.203868, 1.0]], ['2, k, 22', [-0.464319, -0.157799, 1.0]], ['2, k, 23', [-0.0629554, -0.22684, 1.0]], ['2, k, 24', [-0.078592, -0.125679, 1.0]]]
[['2, k, 0', [-0.241538, -0.241355, 1.0]], ['2, k, 1', [-0.232533, 0.0469212, 1.0]], ['2, k, 2', [-0.217091, 0.330259, 1.0]], ['2, k, 3', [-0.211508, 0.431775, 1.0]], ['2, k, 4', [-0.394502, 0.243465, 1.0]], ['2, k, 5', [-0.584426, 0.136024, 1.0]], ['2, k, 6', [-0.46456, -0.0670074, 1.0]], ['2, k, 7', [-0.412608, -0.112698, 1.0]], ['2, k, 8', [-0.0633182, 0.216574, 1.0]], ['2, k, 9', [0.11953, 0.115635, 1.0]], ['2, k, 10', [0.00653783, -0.0892727, 1.0]], ['2, k, 11', [-0.0378133, -0.134605, 1.0]], ['2, k, 12', [-0.318723, -0.235554, 1.0]], ['2, k, 13', [-0.382248, -0.642203, 1.0]], ['2, k, 14', [-0.394148, -1.00387, 1.0]], ['2, k, 15', [-0.410553, -1.07498, 1.0]], ['2, k, 16', [-0.157752, -0.240665, 1.0]], ['2, k, 17', [-0.0697726, -0.626218, 1.0]], ['2, k, 18', [0.0101986, -1.00488, 1.0]], ['2, k, 19', [0.0521346, -1.06127, 1.0]], ['2, k, 20', [-0.22242, 0.259844, 1.0]], ['2, k, 21', [-0.392165, -0.198388, 1.0]], ['2, k, 22', [-0.453875, -0.159871, 1.0]], ['2, k, 23', [-0.0648169, -0.220743, 1.0]], ['2, k, 24', [-0.0675553, -0.118893, 1.0]]]
[['2, k, 0', [-0.23206, -0.23959, 1.0]], ['2, k, 1', [-0.225847, 0.0479873, 1.0]], ['2, k, 2', [-0.214799, 0.330314, 1.0]], ['2, k, 3', [-0.211066, 0.431981, 1.0]], ['2, k, 4', [-0.39248, 0.242644, 1.0]], ['2, k, 5', [-0.580717, 0.132728, 1.0]], ['2, k, 6', [-0.462244, -0.0711418, 1.0]], ['2, k, 7', [-0.406836, -0.118115, 1.0]], ['2, k, 8', [-0.0597688, 0.219582, 1.0]], ['2, k, 9', [0.124339, 0.120019, 1.0]], ['2, k, 10', [0.0136196, -0.0861909, 1.0]], ['2, k, 11', [-0.0309831, -0.135768, 1.0]], ['2, k, 12', [-0.309403, -0.235105, 1.0]], ['2, k, 13', [-0.377469, -0.643503, 1.0]], ['2, k, 14', [-0.393724, -1.00632, 1.0]], ['2, k, 15', [-0.411272, -1.0755, 1.0]], ['2, k, 16', [-0.148364, -0.237604, 1.0]], ['2, k, 17', [-0.061572, -0.624383, 1.0]], ['2, k, 18', [0.0108472, -1.00445, 1.0]], ['2, k, 19', [0.0517339, -1.06114, 1.0]], ['2, k, 20', [-0.218825, 0.260256, 1.0]], ['2, k, 21', [-0.385904, -0.2042, 1.0]], ['2, k, 22', [-0.440259, -0.171822, 1.0]], ['2, k, 23', [-0.0552894, -0.218394, 1.0]], ['2, k, 24', [-0.0631611, -0.109321, 1.0]]]
[['2, k, 0', [-0.223664, -0.237788, 1.0]], ['2, k, 1', [-0.22045, 0.0492139, 1.0]], ['2, k, 2', [-0.212934, 0.330689, 1.0]], ['2, k, 3', [-0.210008, 0.432147, 1.0]], ['2, k, 4', [-0.387918, 0.241052, 1.0]], ['2, k, 5', [-0.57368, 0.128388, 1.0]], ['2, k, 6', [-0.458346, -0.077223, 1.0]], ['2, k, 7', [-0.39844, -0.127615, 1.0]], ['2, k, 8', [-0.0567758, 0.222445, 1.0]], ['2, k, 9', [0.131702, 0.12819, 1.0]], ['2, k, 10', [0.0322037, -0.0832267, 1.0]], ['2, k, 11', [-0.015809, -0.1315, 1.0]], ['2, k, 12', [-0.3007, -0.234068, 1.0]], ['2, k, 13', [-0.372502, -0.643927, 1.0]], ['2, k, 14', [-0.393321, -1.0064, 1.0]], ['2, k, 15', [-0.41273, -1.07626, 1.0]], ['2, k, 16', [-0.140557, -0.235153, 1.0]], ['2, k, 17', [-0.0552393, -0.623246, 1.0]], ['2, k, 18', [0.0121391, -1.00296, 1.0]], ['2, k, 19', [0.051641, -1.06098, 1.0]], ['2, k, 20', [-0.215912, 0.260943, 1.0]], ['2, k, 21', [-0.368339, -0.211932, 1.0]], ['2, k, 22', [-0.428208, -0.184452, 1.0]], ['2, k, 23', [-0.0274218, -0.220223, 1.0]], ['2, k, 24', [-0.0472719, -0.116378, 1.0]]]
[['2, k, 0', [-0.214518, -0.236677, 1.0]], ['2, k, 1', [-0.214579, 0.0502411, 1.0]], ['2, k, 2', [-0.210916, 0.331174, 1.0]], ['2, k, 3', [-0.208908, 0.432443, 1.0]], ['2, k, 4', [-0.384149, 0.24004, 1.0]], ['2, k, 5', [-0.569888, 0.125269, 1.0]], ['2, k, 6', [-0.450631, -0.0781189, 1.0]], ['2, k, 7', [-0.388368, -0.126438, 1.0]], ['2, k, 8', [-0.0526274, 0.224841, 1.0]], ['2, k, 9', [0.136449, 0.131237, 1.0]], ['2, k, 10', [0.0383657, -0.0807353, 1.0]], ['2, k, 11', [-0.00867853, -0.127532, 1.0]], ['2, k, 12', [-0.290773, -0.233325, 1.0]], ['2, k, 13', [-0.366412, -0.644968, 1.0]], ['2, k, 14', [-0.392821, -1.00785, 1.0]], ['2, k, 15', [-0.412591, -1.07625, 1.0]], ['2, k, 16', [-0.1323, -0.23374, 1.0]], ['2, k, 17', [-0.0479066, -0.619196, 1.0]], ['2, k, 18', [0.0131751, -1.00288, 1.0]], ['2, k, 19', [0.0515169, -1.06079, 1.0]], ['2, k, 20', [-0.212747, 0.261684, 1.0]], ['2, k, 21', [-0.353921, -0.211609, 1.0]], ['2, k, 22', [-0.408903, -0.190926, 1.0]], ['2, k, 23', [-0.0185097, -0.213826, 1.0]], ['2, k, 24', [-0.0384103, -0.122173, 1.0]]]
[['2, k, 0', [-0.206336, -0.236183, 1.0]], ['2, k, 1', [-0.208127, 0.0504921, 1.0]], ['2, k, 2', [-0.207297, 0.331071, 1.0]], ['2, k, 3', [-0.207301, 0.432606, 1.0]], ['2, k, 4', [-0.380175, 0.238671, 1.0]], ['2, k, 5', [-0.562395, 0.120493, 1.0]], ['2, k, 6', [-0.437284, -0.0788561, 1.0]], ['2, k, 7', [-0.372527, -0.134022, 1.0]], ['2, k, 8', [-0.047499, 0.226884, 1.0]], ['2, k, 9', [0.142542, 0.135801, 1.0]], ['2, k, 10', [0.0470844, -0.0775109, 1.0]], ['2, k, 11', [0.00279293, -0.126814, 1.0]], ['2, k, 12', [-0.282999, -0.233546, 1.0]], ['2, k, 13', [-0.35888, -0.646264, 1.0]], ['2, k, 14', [-0.392793, -1.01104, 1.0]], ['2, k, 15', [-0.412363, -1.07623, 1.0]], ['2, k, 16', [-0.124056, -0.23252, 1.0]], ['2, k, 17', [-0.0422391, -0.620736, 1.0]], ['2, k, 18', [0.0157109, -1.00036, 1.0]], ['2, k, 19', [0.0513634, -1.06086, 1.0]], ['2, k, 20', [-0.208138, 0.261738, 1.0]], ['2, k, 21', [-0.33474, -0.215901, 1.0]], ['2, k, 22', [-0.403839, -0.17816, 1.0]], ['2, k, 23', [-0.0096082, -0.213657, 1.0]], ['2, k, 24', [-0.0250396, -0.114425, 1.0]]]
[['2, k, 0', [-0.198946, -0.236502, 1.0]], ['2, k, 1', [-0.202885, 0.0508486, 1.0]], ['2, k, 2', [-0.204457, 0.331684, 1.0]], ['2, k, 3', [-0.205034, 0.432925, 1.0]], ['2, k, 4', [-0.376824, 0.2379, 1.0]], ['2, k, 5', [-0.555605, 0.113562, 1.0]], ['2, k, 6', [-0.419887, -0.079166, 1.0]], ['2, k, 7', [-0.362218, -0.125547, 1.0]], ['2, k, 8', [-0.0428124, 0.228403, 1.0]], ['2, k, 9', [0.149824, 0.1388, 1.0]], ['2, k, 10', [0.08184, -0.0846649, 1.0]], ['2, k, 11', [0.0193129, -0.126467, 1.0]], ['2, k, 12', [-0.275387, -0.234574, 1.0]], ['2, k, 13', [-0.352201, -0.646647, 1.0]], ['2, k, 14', [-0.392377, -1.01258, 1.0]], ['2, k, 15', [-0.412363, -1.07621, 1.0]], ['2, k, 16', [-0.117034, -0.232158, 1.0]], ['2, k, 17', [-0.0362696, -0.620046, 1.0]], ['2, k, 18', [0.0180338, -0.998065, 1.0]], ['2, k, 19', [0.0518625, -1.06107, 1.0]], ['2, k, 20', [-0.204555, 0.262388, 1.0]], ['2, k, 21', [-0.32496, -0.20318, 1.0]], ['2, k, 22', [-0.387969, -0.187941, 1.0]], ['2, k, 23', [0.012295, -0.219913, 1.0]], ['2, k, 24', [-0.00253162, -0.126256, 1.0]]]
[['2, k, 0', [-0.190024, -0.236546, 1.0]], ['2, k, 1', [-0.196021, 0.0507702, 1.0]], ['2, k, 2', [-0.200001, 0.331573, 1.0]], ['2, k, 3', [-0.202307, 0.433166, 1.0]], ['2, k, 4', [-0.372342, 0.23676, 1.0]], ['2, k, 5', [-0.549081, 0.109971, 1.0]], ['2, k, 6', [-0.416774, -0.0849542, 1.0]], ['2, k, 7', [-0.354452, -0.130005, 1.0]], ['2, k, 8', [-0.0384404, 0.229628, 1.0]], ['2, k, 9', [0.156747, 0.141506, 1.0]], ['2, k, 10', [0.0729562, -0.0772134, 1.0]], ['2, k, 11', [0.0222721, -0.126674, 1.0]], ['2, k, 12', [-0.26665, -0.234981, 1.0]], ['2, k, 13', [-0.345871, -0.647415, 1.0]], ['2, k, 14', [-0.39211, -1.01512, 1.0]], ['2, k, 15', [-0.411974, -1.07551, 1.0]], ['2, k, 16', [-0.108276, -0.231829, 1.0]], ['2, k, 17', [-0.0341284, -0.621052, 1.0]], ['2, k, 18', [0.0195785, -0.997083, 1.0]], ['2, k, 19', [0.0518218, -1.06133, 1.0]], ['2, k, 20', [-0.19939, 0.26232, 1.0]], ['2, k, 21', [-0.320856, -0.209602, 1.0]], ['2, k, 22', [-0.380388, -0.18345, 1.0]], ['2, k, 23', [0.00940001, -0.213347, 1.0]], ['2, k, 24', [-0.00878909, -0.1107, 1.0]]]
[['2, k, 0', [-0.179424, -0.237607, 1.0]], ['2, k, 1', [-0.188148, 0.0505692, 1.0]], ['2, k, 2', [-0.194762, 0.331952, 1.0]], ['2, k, 3', [-0.198813, 0.433809, 1.0]], ['2, k, 4', [-0.36764, 0.235014, 1.0]], ['2, k, 5', [-0.534916, 0.102973, 1.0]], ['2, k, 6', [-0.411105, -0.0974174, 1.0]], ['2, k, 7', [-0.345499, -0.145646, 1.0]], ['2, k, 8', [-0.0335792, 0.230139, 1.0]], ['2, k, 9', [0.163445, 0.145745, 1.0]], ['2, k, 10', [0.0935945, -0.0776751, 1.0]], ['2, k, 11', [0.0361995, -0.127067, 1.0]], ['2, k, 12', [-0.256286, -0.23727, 1.0]], ['2, k, 13', [-0.338372, -0.647761, 1.0]], ['2, k, 14', [-0.392154, -1.01554, 1.0]], ['2, k, 15', [-0.411963, -1.07529, 1.0]], ['2, k, 16', [-0.0976041, -0.231643, 1.0]], ['2, k, 17', [-0.0229309, -0.62091, 1.0]], ['2, k, 18', [0.0216136, -0.996228, 1.0]], ['2, k, 19', [0.0518587, -1.06188, 1.0]], ['2, k, 20', [-0.193447, 0.262611, 1.0]], ['2, k, 21', [-0.308067, -0.223693, 1.0]], ['2, k, 22', [-0.373829, -0.192675, 1.0]], ['2, k, 23', [0.0279942, -0.217562, 1.0]], ['2, k, 24', [0.00923088, -0.11659, 1.0]]]
[['2, k, 0', [-0.169181, -0.23915, 1.0]], ['2, k, 1', [-0.180237, 0.0499656, 1.0]], ['2, k, 2', [-0.18917, 0.332116, 1.0]], ['2, k, 3', [-0.195129, 0.434262, 1.0]], ['2, k, 4', [-0.363681, 0.233849, 1.0]], ['2, k, 5', [-0.530755, 0.0979546, 1.0]], ['2, k, 6', [-0.406055, -0.101081, 1.0]], ['2, k, 7', [-0.332145, -0.157725, 1.0]], ['2, k, 8', [-0.0282852, 0.230824, 1.0]], ['2, k, 9', [0.172389, 0.150106, 1.0]], ['2, k, 10', [0.0952899, -0.070761, 1.0]], ['2, k, 11', [0.0442087, -0.115574, 1.0]], ['2, k, 12', [-0.246536, -0.239673, 1.0]], ['2, k, 13', [-0.330185, -0.646163, 1.0]], ['2, k, 14', [-0.392075, -1.01535, 1.0]], ['2, k, 15', [-0.411787, -1.07399, 1.0]], ['2, k, 16', [-0.0871935, -0.232251, 1.0]], ['2, k, 17', [-0.0164112, -0.620854, 1.0]], ['2, k, 18', [0.0236491, -0.996731, 1.0]], ['2, k, 19', [0.0512323, -1.0626, 1.0]], ['2, k, 20', [-0.187257, 0.262619, 1.0]], ['2, k, 21', [-0.296824, -0.23481, 1.0]], ['2, k, 22', [-0.356465, -0.209778, 1.0]], ['2, k, 23', [0.0387909, -0.203904, 1.0]], ['2, k, 24', [0.0140456, -0.108055, 1.0]]]
[['2, k, 0', [-0.160157, -0.2401, 1.0]], ['2, k, 1', [-0.174155, 0.0494135, 1.0]], ['2, k, 2', [-0.185628, 0.331939, 1.0]], ['2, k, 3', [-0.191946, 0.434374, 1.0]], ['2, k, 4', [-0.358217, 0.231927, 1.0]], ['2, k, 5', [-0.52474, 0.0920886, 1.0]], ['2, k, 6', [-0.390582, -0.101624, 1.0]], ['2, k, 7', [-0.331616, -0.148233, 1.0]], ['2, k, 8', [-0.0238776, 0.231883, 1.0]], ['2, k, 9', [0.178258, 0.151366, 1.0]], ['2, k, 10', [0.104677, -0.0705679, 1.0]], ['2, k, 11', [0.05365, -0.119884, 1.0]], ['2, k, 12', [-0.237614, -0.241463, 1.0]], ['2, k, 13', [-0.324181, -0.643664, 1.0]], ['2, k, 14', [-0.391997, -1.01453, 1.0]], ['2, k, 15', [-0.411768, -1.07401, 1.0]], ['2, k, 16', [-0.0783198, -0.232344, 1.0]], ['2, k, 17', [-0.00657504, -0.621951, 1.0]], ['2, k, 18', [0.024941, -0.995577, 1.0]], ['2, k, 19', [0.0507861, -1.06171, 1.0]], ['2, k, 20', [-0.183126, 0.262363, 1.0]], ['2, k, 21', [-0.299383, -0.230167, 1.0]], ['2, k, 22', [-0.34865, -0.218427, 1.0]], ['2, k, 23', [0.0488009, -0.209852, 1.0]], ['2, k, 24', [0.0232518, -0.10335, 1.0]]]
[['2, k, 0', [-0.149365, -0.241511, 1.0]], ['2, k, 1', [-0.167107, 0.0491163, 1.0]], ['2, k, 2', [-0.181893, 0.332406, 1.0]], ['2, k, 3', [-0.188297, 0.435085, 1.0]], ['2, k, 4', [-0.35394, 0.230121, 1.0]], ['2, k, 5', [-0.506717, 0.0855252, 1.0]], ['2, k, 6', [-0.383386, -0.115138, 1.0]], ['2, k, 7', [-0.320964, -0.168479, 1.0]], ['2, k, 8', [-0.0188435, 0.232711, 1.0]], ['2, k, 9', [0.185437, 0.156029, 1.0]], ['2, k, 10', [0.127772, -0.0696275, 1.0]], ['2, k, 11', [0.0703671, -0.112689, 1.0]], ['2, k, 12', [-0.226832, -0.244047, 1.0]], ['2, k, 13', [-0.316728, -0.641574, 1.0]], ['2, k, 14', [-0.391724, -1.01439, 1.0]], ['2, k, 15', [-0.411661, -1.07402, 1.0]], ['2, k, 16', [-0.0677673, -0.232567, 1.0]], ['2, k, 17', [-0.000892843, -0.620273, 1.0]], ['2, k, 18', [0.0254305, -0.995552, 1.0]], ['2, k, 19', [0.0511032, -1.06159, 1.0]], ['2, k, 20', [-0.178633, 0.262682, 1.0]], ['2, k, 21', [-0.29427, -0.244533, 1.0]], ['2, k, 22', [-0.343686, -0.212789, 1.0]], ['2, k, 23', [0.0655806, -0.210529, 1.0]], ['2, k, 24', [0.0457663, -0.112287, 1.0]]]
[['2, k, 0', [-0.141268, -0.242787, 1.0]], ['2, k, 1', [-0.159938, 0.0483924, 1.0]], ['2, k, 2', [-0.176208, 0.332368, 1.0]], ['2, k, 3', [-0.184602, 0.435508, 1.0]], ['2, k, 4', [-0.349055, 0.228117, 1.0]], ['2, k, 5', [-0.500395, 0.0842876, 1.0]], ['2, k, 6', [-0.375314, -0.115273, 1.0]], ['2, k, 7', [-0.3121, -0.163453, 1.0]], ['2, k, 8', [-0.0144869, 0.232578, 1.0]], ['2, k, 9', [0.19051, 0.156309, 1.0]], ['2, k, 10', [0.13083, -0.0686432, 1.0]], ['2, k, 11', [0.0786622, -0.107263, 1.0]], ['2, k, 12', [-0.218521, -0.246062, 1.0]], ['2, k, 13', [-0.310407, -0.639258, 1.0]], ['2, k, 14', [-0.391472, -1.01448, 1.0]], ['2, k, 15', [-0.413656, -1.07666, 1.0]], ['2, k, 16', [-0.0601365, -0.233094, 1.0]], ['2, k, 17', [0.00806135, -0.620918, 1.0]], ['2, k, 18', [0.0258785, -0.99545, 1.0]], ['2, k, 19', [0.0519761, -1.06187, 1.0]], ['2, k, 20', [-0.172524, 0.262468, 1.0]], ['2, k, 21', [-0.281775, -0.244884, 1.0]], ['2, k, 22', [-0.328745, -0.221368, 1.0]], ['2, k, 23', [0.0784392, -0.204758, 1.0]], ['2, k, 24', [0.0538655, -0.114406, 1.0]]]
[['2, k, 0', [-0.129306, -0.244257, 1.0]], ['2, k, 1', [-0.152911, 0.0477263, 1.0]], ['2, k, 2', [-0.172832, 0.332312, 1.0]], ['2, k, 3', [-0.180416, 0.436172, 1.0]], ['2, k, 4', [-0.344159, 0.22698, 1.0]], ['2, k, 5', [-0.491638, 0.0815708, 1.0]], ['2, k, 6', [-0.37288, -0.121744, 1.0]], ['2, k, 7', [-0.307222, -0.171516, 1.0]], ['2, k, 8', [-0.00866079, 0.233578, 1.0]], ['2, k, 9', [0.197436, 0.159872, 1.0]], ['2, k, 10', [0.13878, -0.0653277, 1.0]], ['2, k, 11', [0.0878335, -0.10685, 1.0]], ['2, k, 12', [-0.207167, -0.24861, 1.0]], ['2, k, 13', [-0.300146, -0.634336, 1.0]], ['2, k, 14', [-0.390795, -1.01315, 1.0]], ['2, k, 15', [-0.413837, -1.07663, 1.0]], ['2, k, 16', [-0.0478634, -0.23338, 1.0]], ['2, k, 17', [0.0132728, -0.620548, 1.0]], ['2, k, 18', [0.0281598, -0.993678, 1.0]], ['2, k, 19', [0.0529808, -1.061, 1.0]], ['2, k, 20', [-0.168384, 0.262283, 1.0]], ['2, k, 21', [-0.283047, -0.252507, 1.0]], ['2, k, 22', [-0.322792, -0.226158, 1.0]], ['2, k, 23', [0.0866027, -0.20499, 1.0]], ['2, k, 24', [0.0612732, -0.111424, 1.0]]]
[['2, k, 0', [-0.122662, -0.245192, 1.0]], ['2, k, 1', [-0.147166, 0.0472401, 1.0]], ['2, k, 2', [-0.16876, 0.332373, 1.0]], ['2, k, 3', [-0.176229, 0.436901, 1.0]], ['2, k, 4', [-0.338891, 0.224889, 1.0]], ['2, k, 5', [-0.48772, 0.079105, 1.0]], ['2, k, 6', [-0.369709, -0.124457, 1.0]], ['2, k, 7', [-0.301524, -0.168393, 1.0]], ['2, k, 8', [-0.00296376, 0.233969, 1.0]], ['2, k, 9', [0.203693, 0.162155, 1.0]], ['2, k, 10', [0.148385, -0.0638339, 1.0]], ['2, k, 11', [0.0981977, -0.101741, 1.0]], ['2, k, 12', [-0.200832, -0.249594, 1.0]], ['2, k, 13', [-0.29354, -0.63162, 1.0]], ['2, k, 14', [-0.389433, -1.01216, 1.0]], ['2, k, 15', [-0.413446, -1.07613, 1.0]], ['2, k, 16', [-0.0411349, -0.234223, 1.0]], ['2, k, 17', [0.019551, -0.618315, 1.0]], ['2, k, 18', [0.0298023, -0.994491, 1.0]], ['2, k, 19', [0.053782, -1.06318, 1.0]], ['2, k, 20', [-0.163848, 0.262204, 1.0]], ['2, k, 21', [-0.275693, -0.252591, 1.0]], ['2, k, 22', [-0.308839, -0.239949, 1.0]], ['2, k, 23', [0.101893, -0.202202, 1.0]], ['2, k, 24', [0.072584, -0.109838, 1.0]]]
