[['2, k, 0', [-0.08982854, 0.004843218, 1.0]], ['2, k, 1', [-0.08017814, 0.3042098, 1.0]], ['2, k, 2', [-0.06792085, 0.5954736, 1.0]], ['2, k, 3', [-0.04860203, 0.7318147, 1.0]], ['2, k, 4', [-0.2109796, 0.477441, 1.0]], ['2, k, 5', [-0.2871135, 0.2442079, 1.0]], ['2, k, 6', [-0.2908534, 0.04451662, 1.0]], ['2, k, 7', [-0.2831603, 0.01259761, 1.0]], ['2, k, 8', [0.0888902, 0.4710382, 1.0]], ['2, k, 9', [0.1116273, 0.2258604, 1.0]], ['2, k, 10', [0.1138805, 0.02830364, 1.0]], ['2, k, 11', [0.1059923, -0.03337128, 1.0]], ['2, k, 12', [-0.1567731, 0.005303406, 1.0]], ['2, k, 13', [-0.1813155, -0.2644421, 1.0]], ['2, k, 14', [-0.2152329, -0.5823847, 1.0]], ['2, k, 15', [-0.2175364, -0.6535321, 1.0]], ['2, k, 16', [-0.02049774, 0.00421311, 1.0]], ['2, k, 17', [-0.04477007, -0.2803557, 1.0]], ['2, k, 18', [-0.06073805, -0.5805676, 1.0]], ['2, k, 19', [-0.05039443, -0.6507446, 1.0]], ['2, k, 20', [-0.07122569, 0.5238282, 1.0]], ['2, k, 21', [-0.2892598, -0.02627783, 1.0]], ['2, k, 22', [-0.2494452, 0.02941683, 1.0]], ['2, k, 23', [0.09988788, -0.09977569, 1.0]], ['2, k, 24', [0.07386038, -0.03706864, 1.0]]]
[['2, k, 0', [-0.09251896, -0.01815417, 1.0]], ['2, k, 1', [-0.08471595, 0.2753214, 1.0]], ['2, k, 2', [-0.07664984, 0.5604833, 1.0]], ['2, k, 3', [-0.07257998, 0.6995718, 1.0]], ['2, k, 4', [-0.2241578, 0.4453621, 1.0]], ['2, k, 5', [-0.2893098, 0.1951658, 1.0]], ['2, k, 6', [-0.3155417, -0.0006079988, 1.0]], ['2, k, 7', [-0.3039377, -0.03640018, 1.0]], ['2, k, 8', [0.08420898, 0.4457278, 1.0]], ['2, k, 9', [0.1138932, 0.1951606, 1.0]], ['2, k, 10', [0.1206363, -0.003751313, 1.0]], ['2, k, 11', [0.1134316, -0.04852381, 1.0]], ['2, k, 12', [-0.1602069, -0.01319492, 1.0]], ['2, k, 13', [-0.266599, -0.3309455, 1.0]], ['2, k, 14', [-0.3878377, -0.6417673, 1.0]], ['2, k, 15', [-0.3629545, -0.6759722, 1.0]], ['2, k, 16', [-0.02246951, -0.02266861, 1.0]], ['2, k, 17', [-0.04035041, -0.2922706, 1.0]], ['2, k, 18', [-0.06219685, -0.5818736, 1.0]], ['2, k, 19', [-0.04791811, -0.6549048, 1.0]], ['2, k, 20', [-0.07871496, 0.4903631, 1.0]], ['2, k, 21', [-0.3059856, -0.07514861, 1.0]], ['2, k, 22', [-0.269595, -0.02690023, 1.0]], ['2, k, 23', [0.11048, -0.1142858, 1.0]], ['2, k, 24', [0.0829054, -0.05443686, 1.0]]]
[['2, k, 0', [-0.08699854, -0.01531577, 1.0]], ['2, k, 1', [-0.0810132, 0.2782985, 1.0]], ['2, k, 2', [-0.07432798, 0.5634453, 1.0]], ['2, k, 3', [-0.07088084, 0.7016689, 1.0]], ['2, k, 4', [-0.2208416, 0.4475344, 1.0]], ['2, k, 5', [-0.2825025, 0.2044579, 1.0]], ['2, k, 6', [-0.308538, 0.006676426, 1.0]], ['2, k, 7', [-0.2976187, -0.02953508, 1.0]], ['2, k, 8', [0.08683906, 0.4482557, 1.0]], ['2, k, 9', [0.1203826, 0.2056956, 1.0]], ['2, k, 10', [0.1250905, 0.006855238, 1.0]], ['2, k, 11', [0.1155626, -0.05135366, 1.0]], ['2, k, 12', [-0.1549291, -0.0108844, 1.0]], ['2, k, 13', [-0.2510915, -0.3325318, 1.0]], ['2, k, 14', [-0.3596055, -0.6443635, 1.0]], ['2, k, 15', [-0.3750693, -0.6844476, 1.0]], ['2, k, 16', [-0.01682232, -0.01936444, 1.0]], ['2, k, 17', [-0.03879267, -0.2883304, 1.0]], ['2, k, 18', [-0.06191893, -0.5815661, 1.0]], ['2, k, 19', [-0.0484227, -0.654287, 1.0]], ['2, k, 20', [-0.07609164, 0.4933349, 1.0]], ['2, k, 21', [-0.3012679, -0.0682302, 1.0]], ['2, k, 22', [-0.2636466, -0.02569176, 1.0]], ['2, k, 23', [0.115102, -0.1156905, 1.0]], ['2, k, 24', [0.08223459, -0.05803994, 1.0]]]
[['2, k, 0', [-0.08282986, -0.01206537, 1.0]], ['2, k, 1', [-0.077818, 0.2813053, 1.0]], ['2, k, 2', [-0.07217318, 0.5661311, 1.0]], ['2, k, 3', [-0.06921573, 0.7056888, 1.0]], ['2, k, 4', [-0.2180004, 0.4511572, 1.0]], ['2, k, 5', [-0.2788884, 0.2088775, 1.0]], ['2, k, 6', [-0.3023362, 0.01163194, 1.0]], ['2, k, 7', [-0.2928226, -0.02359993, 1.0]], ['2, k, 8', [0.08955576, 0.4525428, 1.0]], ['2, k, 9', [0.1235751, 0.2102941, 1.0]], ['2, k, 10', [0.1286663, 0.01144312, 1.0]], ['2, k, 11', [0.1193915, -0.04347966, 1.0]], ['2, k, 12', [-0.1510708, -0.008149767, 1.0]], ['2, k, 13', [-0.2396149, -0.3322084, 1.0]], ['2, k, 14', [-0.3299302, -0.6301814, 1.0]], ['2, k, 15', [-0.3519601, -0.682259, 1.0]], ['2, k, 16', [-0.01244202, -0.01567437, 1.0]], ['2, k, 17', [-0.03755641, -0.286581, 1.0]], ['2, k, 18', [-0.06148403, -0.5808168, 1.0]], ['2, k, 19', [-0.04822779, -0.6536876, 1.0]], ['2, k, 20', [-0.07368277, 0.4961089, 1.0]], ['2, k, 21', [-0.30609, -0.06706246, 1.0]], ['2, k, 22', [-0.2580073, -0.0269734, 1.0]], ['2, k, 23', [0.1106927, -0.1138757, 1.0]], ['2, k, 24', [0.0849688, -0.05979035, 1.0]]]
[['2, k, 0', [-0.07988656, -0.009650592, 1.0]], ['2, k, 1', [-0.07475697, 0.284414, 1.0]], ['2, k, 2', [-0.06912037, 0.5700002, 1.0]], ['2, k, 3', [-0.06823266, 0.7088441, 1.0]], ['2, k, 4', [-0.2160534, 0.4541017, 1.0]], ['2, k, 5', [-0.2760826, 0.2151197, 1.0]], ['2, k, 6', [-0.2981248, 0.01763116, 1.0]], ['2, k, 7', [-0.288668, -0.0181721, 1.0]], ['2, k, 8', [0.09243041, 0.4562882, 1.0]], ['2, k, 9', [0.1261181, 0.2146233, 1.0]], ['2, k, 10', [0.1310477, 0.01557886, 1.0]], ['2, k, 11', [0.1223847, -0.04252394, 1.0]], ['2, k, 12', [-0.1479776, -0.005779547, 1.0]], ['2, k, 13', [-0.2249804, -0.3239116, 1.0]], ['2, k, 14', [-0.2893255, -0.608465, 1.0]], ['2, k, 15', [-0.3247552, -0.6718297, 1.0]], ['2, k, 16', [-0.009737515, -0.0133012, 1.0]], ['2, k, 17', [-0.03598434, -0.2830611, 1.0]], ['2, k, 18', [-0.06065096, -0.5813406, 1.0]], ['2, k, 19', [-0.04837039, -0.6533392, 1.0]], ['2, k, 20', [-0.07061605, 0.499781, 1.0]], ['2, k, 21', [-0.2856865, -0.05823835, 1.0]], ['2, k, 22', [-0.2550603, -0.01524639, 1.0]], ['2, k, 23', [0.1195798, -0.07955278, 1.0]], ['2, k, 24', [0.09134196, -0.04049281, 1.0]]]
[['2, k, 0', [-0.07713307, -0.007059966, 1.0]], ['2, k, 1', [-0.07255081, 0.2868555, 1.0]], ['2, k, 2', [-0.06744175, 0.5723221, 1.0]], ['2, k, 3', [-0.06745877, 0.7118539, 1.0]], ['2, k, 4', [-0.2149595, 0.4556505, 1.0]], ['2, k, 5', [-0.2742415, 0.2172038, 1.0]], ['2, k, 6', [-0.2948084, 0.0192647, 1.0]], ['2, k, 7', [-0.2851831, -0.0196862, 1.0]], ['2, k, 8', [0.09410857, 0.4592528, 1.0]], ['2, k, 9', [0.1278557, 0.2170511, 1.0]], ['2, k, 10', [0.1328786, 0.0178397, 1.0]], ['2, k, 11', [0.1248805, -0.02780112, 1.0]], ['2, k, 12', [-0.1454862, -0.003648169, 1.0]], ['2, k, 13', [-0.2158958, -0.3177457, 1.0]], ['2, k, 14', [-0.2680915, -0.6035534, 1.0]], ['2, k, 15', [-0.2960889, -0.6706396, 1.0]], ['2, k, 16', [-0.006797648, -0.01030383, 1.0]], ['2, k, 17', [-0.03407305, -0.2777765, 1.0]], ['2, k, 18', [-0.06025476, -0.5808468, 1.0]], ['2, k, 19', [-0.04838016, -0.6527105, 1.0]], ['2, k, 20', [-0.06881177, 0.5021268, 1.0]], ['2, k, 21', [-0.2957094, -0.06507112, 1.0]], ['2, k, 22', [-0.2521411, -0.0149183, 1.0]], ['2, k, 23', [0.1244602, -0.09226989, 1.0]], ['2, k, 24', [0.09359583, -0.0334554, 1.0]]]
[['2, k, 0', [-0.07392272, -0.003928709, 1.0]], ['2, k, 1', [-0.07078301, 0.2899963, 1.0]], ['2, k, 2', [-0.06684217, 0.5755182, 1.0]], ['2, k, 3', [-0.06759336, 0.7139392, 1.0]], ['2, k, 4', [-0.2155025, 0.4582525, 1.0]], ['2, k, 5', [-0.2736624, 0.2190038, 1.0]], ['2, k, 6', [-0.2920187, 0.0206942, 1.0]], ['2, k, 7', [-0.2819212, -0.01593111, 1.0]], ['2, k, 8', [0.0954107, 0.4631282, 1.0]], ['2, k, 9', [0.1297752, 0.2187812, 1.0]], ['2, k, 10', [0.1335895, 0.01940392, 1.0]], ['2, k, 11', [0.1280167, -0.02727832, 1.0]], ['2, k, 12', [-0.1421427, -0.0005787331, 1.0]], ['2, k, 13', [-0.2052446, -0.3079499, 1.0]], ['2, k, 14', [-0.2475546, -0.5917754, 1.0]], ['2, k, 15', [-0.2744141, -0.6650391, 1.0]], ['2, k, 16', [-0.003779818, -0.007186313, 1.0]], ['2, k, 17', [-0.03192616, -0.2743402, 1.0]], ['2, k, 18', [-0.05969276, -0.5810884, 1.0]], ['2, k, 19', [-0.04875492, -0.6543096, 1.0]], ['2, k, 20', [-0.06793921, 0.5052984, 1.0]], ['2, k, 21', [-0.2956944, -0.06172737, 1.0]], ['2, k, 22', [-0.2492173, -0.02073964, 1.0]], ['2, k, 23', [0.1198857, -0.09204088, 1.0]], ['2, k, 24', [0.09732041, -0.03953534, 1.0]]]
[['2, k, 0', [-0.07265127, -0.002194822, 1.0]], ['2, k, 1', [-0.0697676, 0.2917821, 1.0]], ['2, k, 2', [-0.06614245, 0.5773864, 1.0]], ['2, k, 3', [-0.06712279, 0.7161531, 1.0]], ['2, k, 4', [-0.2143214, 0.4601261, 1.0]], ['2, k, 5', [-0.2720453, 0.2218986, 1.0]], ['2, k, 6', [-0.2881025, 0.02346999, 1.0]], ['2, k, 7', [-0.2776133, -0.01255165, 1.0]], ['2, k, 8', [0.09604843, 0.4646514, 1.0]], ['2, k, 9', [0.1311644, 0.2203673, 1.0]], ['2, k, 10', [0.1342095, 0.02088277, 1.0]], ['2, k, 11', [0.1283225, -0.02707188, 1.0]], ['2, k, 12', [-0.1409981, 0.001117522, 1.0]], ['2, k, 13', [-0.2002387, -0.306478, 1.0]], ['2, k, 14', [-0.2335388, -0.5978988, 1.0]], ['2, k, 15', [-0.2148134, -0.6337818, 1.0]], ['2, k, 16', [-0.00244079, -0.005478995, 1.0]], ['2, k, 17', [-0.03017194, -0.2722071, 1.0]], ['2, k, 18', [-0.05871062, -0.5809137, 1.0]], ['2, k, 19', [-0.05173075, -0.6543058, 1.0]], ['2, k, 20', [-0.06715728, 0.5071399, 1.0]], ['2, k, 21', [-0.2706567, -0.06008258, 1.0]], ['2, k, 22', [-0.2415762, -0.0114751, 1.0]], ['2, k, 23', [0.1222865, -0.09300767, 1.0]], ['2, k, 24', [0.09838907, -0.02863875, 1.0]]]
[['2, k, 0', [-0.07191399, -0.0004223969, 1.0]], ['2, k, 1', [-0.06884614, 0.2940539, 1.0]], ['2, k, 2', [-0.06517874, 0.5801632, 1.0]], ['2, k, 3', [-0.06715647, 0.7173835, 1.0]], ['2, k, 4', [-0.2137391, 0.46215, 1.0]], ['2, k, 5', [-0.2710615, 0.2249343, 1.0]], ['2, k, 6', [-0.2847705, 0.02650393, 1.0]], ['2, k, 7', [-0.2754912, -0.01263659, 1.0]], ['2, k, 8', [0.09658778, 0.466451, 1.0]], ['2, k, 9', [0.1318832, 0.2208916, 1.0]], ['2, k, 10', [0.134485, 0.02130736, 1.0]], ['2, k, 11', [0.1249859, -0.0285718, 1.0]], ['2, k, 12', [-0.1402469, 0.00296936, 1.0]], ['2, k, 13', [-0.19347, -0.3038555, 1.0]], ['2, k, 14', [-0.2247876, -0.599736, 1.0]], ['2, k, 15', [-0.2401503, -0.6708262, 1.0]], ['2, k, 16', [-0.001745621, -0.003836734, 1.0]], ['2, k, 17', [-0.02910281, -0.2704989, 1.0]], ['2, k, 18', [-0.05841088, -0.5812187, 1.0]], ['2, k, 19', [-0.05177113, -0.6539146, 1.0]], ['2, k, 20', [-0.06618536, 0.5098023, 1.0]], ['2, k, 21', [-0.2793297, -0.05927328, 1.0]], ['2, k, 22', [-0.2425853, -0.00685407, 1.0]], ['2, k, 23', [0.1198647, -0.09164347, 1.0]], ['2, k, 24', [0.09314588, -0.03611833, 1.0]]]
[['2, k, 0', [-0.07015377, 0.001033925, 1.0]], ['2, k, 1', [-0.06827492, 0.2953061, 1.0]], ['2, k, 2', [-0.06526704, 0.5816635, 1.0]], ['2, k, 3', [-0.06748255, 0.7188088, 1.0]], ['2, k, 4', [-0.2140568, 0.4626255, 1.0]], ['2, k, 5', [-0.2708171, 0.2259662, 1.0]], ['2, k, 6', [-0.2831238, 0.02743358, 1.0]], ['2, k, 7', [-0.2733224, -0.009561129, 1.0]], ['2, k, 8', [0.09701902, 0.4681779, 1.0]], ['2, k, 9', [0.1328406, 0.2226569, 1.0]], ['2, k, 10', [0.134858, 0.02293846, 1.0]], ['2, k, 11', [0.1266468, -0.02079006, 1.0]], ['2, k, 12', [-0.1385261, 0.004382664, 1.0]], ['2, k, 13', [-0.1871209, -0.2960688, 1.0]], ['2, k, 14', [-0.2160867, -0.5862543, 1.0]], ['2, k, 15', [-0.2305338, -0.6508005, 1.0]], ['2, k, 16', [1.749409e-06, -0.002372083, 1.0]], ['2, k, 17', [-0.02828282, -0.2691634, 1.0]], ['2, k, 18', [-0.05812088, -0.5812988, 1.0]], ['2, k, 19', [-0.05153958, -0.6539069, 1.0]], ['2, k, 20', [-0.06611183, 0.5111424, 1.0]], ['2, k, 21', [-0.2822216, -0.06107215, 1.0]], ['2, k, 22', [-0.2411265, -0.03583173, 1.0]], ['2, k, 23', [0.1222353, -0.08660758, 1.0]], ['2, k, 24', [0.08984902, -0.04613727, 1.0]]]
[['2, k, 0', [-0.07019997, 0.002261875, 1.0]], ['2, k, 1', [-0.06837803, 0.2964947, 1.0]], ['2, k, 2', [-0.0655247, 0.5826145, 1.0]], ['2, k, 3', [-0.06772915, 0.7199031, 1.0]], ['2, k, 4', [-0.216118, 0.4640023, 1.0]], ['2, k, 5', [-0.2702561, 0.2279843, 1.0]], ['2, k, 6', [-0.2809582, 0.02906323, 1.0]], ['2, k, 7', [-0.2726707, -0.008212324, 1.0]], ['2, k, 8', [0.09712765, 0.4694367, 1.0]], ['2, k, 9', [0.1335373, 0.2238488, 1.0]], ['2, k, 10', [0.1346387, 0.02409491, 1.0]], ['2, k, 11', [0.1232312, -0.02293797, 1.0]], ['2, k, 12', [-0.1386145, 0.005475922, 1.0]], ['2, k, 13', [-0.182871, -0.2945195, 1.0]], ['2, k, 14', [-0.2128206, -0.5841243, 1.0]], ['2, k, 15', [-0.2283127, -0.6508406, 1.0]], ['2, k, 16', [-3.562327e-06, -0.001046845, 1.0]], ['2, k, 17', [-0.02744843, -0.268411, 1.0]], ['2, k, 18', [-0.05799866, -0.581335, 1.0]], ['2, k, 19', [-0.0510334, -0.6534612, 1.0]], ['2, k, 20', [-0.06633507, 0.5121749, 1.0]], ['2, k, 21', [-0.2792037, -0.06154465, 1.0]], ['2, k, 22', [-0.2377292, -0.009215891, 1.0]], ['2, k, 23', [0.1164511, -0.08637203, 1.0]], ['2, k, 24', [0.08922816, -0.04102229, 1.0]]]
[['2, k, 0', [-0.06983393, 0.003091335, 1.0]], ['2, k, 1', [-0.06867345, 0.2975087, 1.0]], ['2, k, 2', [-0.06647966, 0.5838408, 1.0]], ['2, k, 3', [-0.06830996, 0.72195, 1.0]], ['2, k, 4', [-0.2172046, 0.4647279, 1.0]], ['2, k, 5', [-0.2700787, 0.2273909, 1.0]], ['2, k, 6', [-0.2804675, 0.02851112, 1.0]], ['2, k, 7', [-0.2724351, -0.009539587, 1.0]], ['2, k, 8', [0.09686223, 0.4704769, 1.0]], ['2, k, 9', [0.1336191, 0.2256905, 1.0]], ['2, k, 10', [0.134958, 0.02586168, 1.0]], ['2, k, 11', [0.1247712, -0.01815446, 1.0]], ['2, k, 12', [-0.138294, 0.006122172, 1.0]], ['2, k, 13', [-0.1816565, -0.2955153, 1.0]], ['2, k, 14', [-0.2105767, -0.5798709, 1.0]], ['2, k, 15', [-0.2179385, -0.651353, 1.0]], ['2, k, 16', [0.0003977789, -5.003237e-05, 1.0]], ['2, k, 17', [-0.02728988, -0.2675856, 1.0]], ['2, k, 18', [-0.05759224, -0.5820809, 1.0]], ['2, k, 19', [-0.05208033, -0.655939, 1.0]], ['2, k, 20', [-0.06710529, 0.5133354, 1.0]], ['2, k, 21', [-0.283137, -0.06129507, 1.0]], ['2, k, 22', [-0.236845, -0.01377189, 1.0]], ['2, k, 23', [0.1215431, -0.08702668, 1.0]], ['2, k, 24', [0.09438492, -0.02551745, 1.0]]]
[['2, k, 0', [-0.07038835, 0.003839658, 1.0]], ['2, k, 1', [-0.06897464, 0.2981797, 1.0]], ['2, k, 2', [-0.06669675, 0.5843777, 1.0]], ['2, k, 3', [-0.06908479, 0.7236055, 1.0]], ['2, k, 4', [-0.2183129, 0.4660266, 1.0]], ['2, k, 5', [-0.2710928, 0.2283857, 1.0]], ['2, k, 6', [-0.2804716, 0.02914542, 1.0]], ['2, k, 7', [-0.2718616, -0.01001493, 1.0]], ['2, k, 8', [0.09627743, 0.4715184, 1.0]], ['2, k, 9', [0.133775, 0.2261511, 1.0]], ['2, k, 10', [0.1348543, 0.02633962, 1.0]], ['2, k, 11', [0.1246128, -0.01601949, 1.0]], ['2, k, 12', [-0.1388588, 0.006827837, 1.0]], ['2, k, 13', [-0.1802304, -0.2960302, 1.0]], ['2, k, 14', [-0.2104681, -0.583328, 1.0]], ['2, k, 15', [-0.2207128, -0.6512392, 1.0]], ['2, k, 16', [-0.0001294992, 0.000724777, 1.0]], ['2, k, 17', [-0.02713248, -0.2668543, 1.0]], ['2, k, 18', [-0.0570018, -0.580932, 1.0]], ['2, k, 19', [-0.04948201, -0.6539772, 1.0]], ['2, k, 20', [-0.06733339, 0.5139048, 1.0]], ['2, k, 21', [-0.2777873, -0.06747738, 1.0]], ['2, k, 22', [-0.2355895, -0.007408615, 1.0]], ['2, k, 23', [0.1222159, -0.08522262, 1.0]], ['2, k, 24', [0.09149142, -0.02497283, 1.0]]]
[['2, k, 0', [-0.07080673, 0.00378309, 1.0]], ['2, k, 1', [-0.0696723, 0.2984498, 1.0]], ['2, k, 2', [-0.06776947, 0.5849259, 1.0]], ['2, k, 3', [-0.06950095, 0.7241523, 1.0]], ['2, k, 4', [-0.2194503, 0.4661282, 1.0]], ['2, k, 5', [-0.2723334, 0.2282188, 1.0]], ['2, k, 6', [-0.2813052, 0.02857977, 1.0]], ['2, k, 7', [-0.2725374, -0.009503097, 1.0]], ['2, k, 8', [0.09562071, 0.4721811, 1.0]], ['2, k, 9', [0.1337138, 0.2264261, 1.0]], ['2, k, 10', [0.1360728, 0.02666163, 1.0]], ['2, k, 11', [0.1236954, -0.01369215, 1.0]], ['2, k, 12', [-0.1392974, 0.00654916, 1.0]], ['2, k, 13', [-0.179503, -0.292932, 1.0]], ['2, k, 14', [-0.211323, -0.5856667, 1.0]], ['2, k, 15', [-0.2223963, -0.6512707, 1.0]], ['2, k, 16', [-0.0005215106, 0.0008892892, 1.0]], ['2, k, 17', [-0.02806928, -0.2675126, 1.0]], ['2, k, 18', [-0.05659631, -0.5808233, 1.0]], ['2, k, 19', [-0.04811429, -0.6520134, 1.0]], ['2, k, 20', [-0.06829079, 0.5143908, 1.0]], ['2, k, 21', [-0.281323, -0.06380408, 1.0]], ['2, k, 22', [-0.237239, -0.03029974, 1.0]], ['2, k, 23', [0.1260715, -0.07837334, 1.0]], ['2, k, 24', [0.09240284, -0.03291099, 1.0]]]
[['2, k, 0', [-0.07277704, 0.003639032, 1.0]], ['2, k, 1', [-0.07058386, 0.2986529, 1.0]], ['2, k, 2', [-0.06803769, 0.5851915, 1.0]], ['2, k, 3', [-0.07039929, 0.7246215, 1.0]], ['2, k, 4', [-0.2207462, 0.4662159, 1.0]], ['2, k, 5', [-0.273447, 0.2273794, 1.0]], ['2, k, 6', [-0.2815351, 0.02743722, 1.0]], ['2, k, 7', [-0.2746859, -0.009328085, 1.0]], ['2, k, 8', [0.09463937, 0.472884, 1.0]], ['2, k, 9', [0.1336028, 0.226813, 1.0]], ['2, k, 10', [0.1360751, 0.02704429, 1.0]], ['2, k, 11', [0.1232303, -0.01100059, 1.0]], ['2, k, 12', [-0.1412362, 0.006102498, 1.0]], ['2, k, 13', [-0.1790358, -0.2936511, 1.0]], ['2, k, 14', [-0.2104248, -0.5849022, 1.0]], ['2, k, 15', [-0.2259848, -0.6493977, 1.0]], ['2, k, 16', [-0.002466738, 0.001028045, 1.0]], ['2, k, 17', [-0.02890147, -0.2700435, 1.0]], ['2, k, 18', [-0.05639858, -0.5806059, 1.0]], ['2, k, 19', [-0.04837856, -0.6520411, 1.0]], ['2, k, 20', [-0.06868873, 0.5146837, 1.0]], ['2, k, 21', [-0.283465, -0.06722911, 1.0]], ['2, k, 22', [-0.2368582, -0.0110759, 1.0]], ['2, k, 23', [0.1191492, -0.0777913, 1.0]], ['2, k, 24', [0.0926969, -0.01514127, 1.0]]]
[['2, k, 0', [-0.07428229, 0.003926191, 1.0]], ['2, k, 1', [-0.07159913, 0.2988705, 1.0]], ['2, k, 2', [-0.06868351, 0.5853789, 1.0]], ['2, k, 3', [-0.07090627, 0.724958, 1.0]], ['2, k, 4', [-0.2216275, 0.4664903, 1.0]], ['2, k, 5', [-0.2748402, 0.2278204, 1.0]], ['2, k, 6', [-0.2831906, 0.0277173, 1.0]], ['2, k, 7', [-0.2775168, -0.009066286, 1.0]], ['2, k, 8', [0.09353267, 0.4733087, 1.0]], ['2, k, 9', [0.133176, 0.227747, 1.0]], ['2, k, 10', [0.1354752, 0.02791834, 1.0]], ['2, k, 11', [0.1210361, -0.01565229, 1.0]], ['2, k, 12', [-0.1428866, 0.006230862, 1.0]], ['2, k, 13', [-0.1817315, -0.2912654, 1.0]], ['2, k, 14', [-0.210404, -0.5849256, 1.0]], ['2, k, 15', [-0.2246015, -0.6497856, 1.0]], ['2, k, 16', [-0.003804061, 0.001445642, 1.0]], ['2, k, 17', [-0.02938948, -0.2697036, 1.0]], ['2, k, 18', [-0.05666079, -0.5791094, 1.0]], ['2, k, 19', [-0.04887421, -0.6509417, 1.0]], ['2, k, 20', [-0.06940023, 0.5148807, 1.0]], ['2, k, 21', [-0.285426, -0.06387229, 1.0]], ['2, k, 22', [-0.2380009, -0.01803515, 1.0]], ['2, k, 23', [0.1146018, -0.08453362, 1.0]], ['2, k, 24', [0.09092704, -0.01812268, 1.0]]]
[['2, k, 0', [-0.07855149, 0.003319277, 1.0]], ['2, k, 1', [-0.07425526, 0.2990527, 1.0]], ['2, k, 2', [-0.06999326, 0.5860311, 1.0]], ['2, k, 3', [-0.07159529, 0.7253056, 1.0]], ['2, k, 4', [-0.2248995, 0.4659567, 1.0]], ['2, k, 5', [-0.2775878, 0.2281319, 1.0]], ['2, k, 6', [-0.284965, 0.02789479, 1.0]], ['2, k, 7', [-0.2786432, -0.006852911, 1.0]], ['2, k, 8', [0.09200406, 0.4739109, 1.0]], ['2, k, 9', [0.1323445, 0.2276147, 1.0]], ['2, k, 10', [0.132645, 0.02782658, 1.0]], ['2, k, 11', [0.1160582, -0.0146857, 1.0]], ['2, k, 12', [-0.1469614, 0.005209839, 1.0]], ['2, k, 13', [-0.1791043, -0.2799874, 1.0]], ['2, k, 14', [-0.2110915, -0.5871348, 1.0]], ['2, k, 15', [-0.221909, -0.6528834, 1.0]], ['2, k, 16', [-0.008156217, 0.00129629, 1.0]], ['2, k, 17', [-0.03147652, -0.2689299, 1.0]], ['2, k, 18', [-0.05719204, -0.5778875, 1.0]], ['2, k, 19', [-0.05265427, -0.651329, 1.0]], ['2, k, 20', [-0.07103262, 0.5154721, 1.0]], ['2, k, 21', [-0.2846691, -0.06359286, 1.0]], ['2, k, 22', [-0.2422173, -0.006795544, 1.0]], ['2, k, 23', [0.11289, -0.08653093, 1.0]], ['2, k, 24', [0.08755067, -0.02025929, 1.0]]]
[['2, k, 0', [-0.08299348, 0.002895849, 1.0]], ['2, k, 1', [-0.07802627, 0.2988151, 1.0]], ['2, k, 2', [-0.07284721, 0.5860968, 1.0]], ['2, k, 3', [-0.07239016, 0.7251297, 1.0]], ['2, k, 4', [-0.2279767, 0.4656093, 1.0]], ['2, k, 5', [-0.2833378, 0.2278365, 1.0]], ['2, k, 6', [-0.2875084, 0.02758913, 1.0]], ['2, k, 7', [-0.282263, -0.00646003, 1.0]], ['2, k, 8', [0.08951819, 0.4741349, 1.0]], ['2, k, 9', [0.1288214, 0.228601, 1.0]], ['2, k, 10', [0.1304784, 0.02875905, 1.0]], ['2, k, 11', [0.1142421, -0.01632538, 1.0]], ['2, k, 12', [-0.1512921, 0.004306228, 1.0]], ['2, k, 13', [-0.1781628, -0.2740883, 1.0]], ['2, k, 14', [-0.2091031, -0.5868804, 1.0]], ['2, k, 15', [-0.2227108, -0.6534256, 1.0]], ['2, k, 16', [-0.01263335, 0.001385096, 1.0]], ['2, k, 17', [-0.03445756, -0.2694376, 1.0]], ['2, k, 18', [-0.05718546, -0.578087, 1.0]], ['2, k, 19', [-0.0541482, -0.6509926, 1.0]], ['2, k, 20', [-0.07416051, 0.5154683, 1.0]], ['2, k, 21', [-0.2927141, -0.06004151, 1.0]], ['2, k, 22', [-0.2460823, -0.01821914, 1.0]], ['2, k, 23', [0.1128798, -0.08526552, 1.0]], ['2, k, 24', [0.08566806, -0.0215352, 1.0]]]
