[['2, k, 0', [-0.183937, -0.374088, 1.0]], ['2, k, 1', [-0.1743, -0.0822064, 1.0]], ['2, k, 2', [-0.163848, 0.203246, 1.0]], ['2, k, 3', [-0.153861, 0.334976, 1.0]], ['2, k, 4', [-0.334197, 0.0841108, 1.0]], ['2, k, 5', [-0.455729, -0.0618577, 1.0]], ['2, k, 6', [-0.394893, -0.262394, 1.0]], ['2, k, 7', [-0.365555, -0.31236, 1.0]], ['2, k, 8', [0.0318262, 0.0898805, 1.0]], ['2, k, 9', [0.135156, -0.0346864, 1.0]], ['2, k, 10', [-0.0868877, -0.0160067, 1.0]], ['2, k, 11', [-0.160707, -0.00983224, 1.0]], ['2, k, 12', [-0.264767, -0.370229, 1.0]], ['2, k, 13', [-0.236004, -0.687143, 1.0]], ['2, k, 14', [-0.253779, -1.01709, 1.0]], ['2, k, 15', [-0.234985, -1.0957, 1.0]], ['2, k, 16', [-0.0980162, -0.367599, 1.0]], ['2, k, 17', [-0.0792569, -0.698157, 1.0]], ['2, k, 18', [-0.0895794, -1.03195, 1.0]], ['2, k, 19', [-0.0704956, -1.09375, 1.0]], ['2, k, 20', [-0.166609, 0.132822, 1.0]], ['2, k, 21', [-0.362249, -0.32637, 1.0]], ['2, k, 22', [-0.455044, -0.290892, 1.0]], ['2, k, 23', [-0.160056, -0.0097924, 1.0]], ['2, k, 24', [-0.159207, -0.00974043, 1.0]]]
[['2, k, 0', [-0.192516, -0.376206, 1.0]], ['2, k, 1', [-0.152499, -0.0895886, 1.0]], ['2, k, 2', [-0.10924, 0.187956, 1.0]], ['2, k, 3', [-0.103776, 0.320923, 1.0]], ['2, k, 4', [-0.312848, 0.0902135, 1.0]], ['2, k, 5', [-0.441174, -0.0375586, 1.0]], ['2, k, 6', [-0.413769, -0.256495, 1.0]], ['2, k, 7', [-0.387011, -0.3249, 1.0]], ['2, k, 8', [0.0562482, 0.0423908, 1.0]], ['2, k, 9', [0.107634, -0.112337, 1.0]], ['2, k, 10', [-0.0575131, -0.0821979, 1.0]], ['2, k, 11', [-0.117945, -0.0695031, 1.0]], ['2, k, 12', [-0.271899, -0.36193, 1.0]], ['2, k, 13', [-0.286423, -0.695065, 1.0]], ['2, k, 14', [-0.255704, -1.02027, 1.0]], ['2, k, 15', [-0.245565, -1.08887, 1.0]], ['2, k, 16', [-0.108277, -0.380733, 1.0]], ['2, k, 17', [-0.0961235, -0.688788, 1.0]], ['2, k, 18', [-0.0932711, -1.02661, 1.0]], ['2, k, 19', [-0.100248, -1.0898, 1.0]], ['2, k, 20', [-0.120322, 0.119547, 1.0]], ['2, k, 21', [-0.411736, -0.395652, 1.0]], ['2, k, 22', [-0.399305, -0.259623, 1.0]], ['2, k, 23', [-0.173392, -0.0579186, 1.0]], ['2, k, 24', [-0.135253, -0.138698, 1.0]]]
[['2, k, 0', [-0.193945, -0.37666, 1.0]], ['2, k, 1', [-0.152674, -0.0906784, 1.0]], ['2, k, 2', [-0.108798, 0.186054, 1.0]], ['2, k, 3', [-0.10072, 0.317957, 1.0]], ['2, k, 4', [-0.314075, 0.0896512, 1.0]], ['2, k, 5', [-0.441399, -0.0363671, 1.0]], ['2, k, 6', [-0.413972, -0.255587, 1.0]], ['2, k, 7', [-0.38739, -0.32183, 1.0]], ['2, k, 8', [0.0567306, 0.0404429, 1.0]], ['2, k, 9', [0.109086, -0.112361, 1.0]], ['2, k, 10', [-0.0577595, -0.0829177, 1.0]], ['2, k, 11', [-0.11935, -0.0695278, 1.0]], ['2, k, 12', [-0.273393, -0.361776, 1.0]], ['2, k, 13', [-0.287751, -0.696251, 1.0]], ['2, k, 14', [-0.255794, -1.02005, 1.0]], ['2, k, 15', [-0.244467, -1.08918, 1.0]], ['2, k, 16', [-0.109824, -0.381699, 1.0]], ['2, k, 17', [-0.0993985, -0.682689, 1.0]], ['2, k, 18', [-0.0932805, -1.02665, 1.0]], ['2, k, 19', [-0.098151, -1.08919, 1.0]], ['2, k, 20', [-0.120022, 0.117861, 1.0]], ['2, k, 21', [-0.410458, -0.394851, 1.0]], ['2, k, 22', [-0.396409, -0.260403, 1.0]], ['2, k, 23', [-0.174191, -0.0576781, 1.0]], ['2, k, 24', [-0.135268, -0.138802, 1.0]]]
[['2, k, 0', [-0.194866, -0.378265, 1.0]], ['2, k, 1', [-0.152665, -0.0925217, 1.0]], ['2, k, 2', [-0.108435, 0.184025, 1.0]], ['2, k, 3', [-0.0987029, 0.315665, 1.0]], ['2, k, 4', [-0.312322, 0.0899893, 1.0]], ['2, k, 5', [-0.395423, -0.0996605, 1.0]], ['2, k, 6', [-0.397617, -0.320153, 1.0]], ['2, k, 7', [-0.405142, -0.378441, 1.0]], ['2, k, 8', [0.0570087, 0.0385768, 1.0]], ['2, k, 9', [0.109951, -0.112905, 1.0]], ['2, k, 10', [-0.0575273, -0.0833504, 1.0]], ['2, k, 11', [-0.118451, -0.0692816, 1.0]], ['2, k, 12', [-0.274261, -0.363288, 1.0]], ['2, k, 13', [-0.289023, -0.696128, 1.0]], ['2, k, 14', [-0.255849, -1.01999, 1.0]], ['2, k, 15', [-0.24439, -1.08913, 1.0]], ['2, k, 16', [-0.11064, -0.38324, 1.0]], ['2, k, 17', [-0.0987351, -0.686632, 1.0]], ['2, k, 18', [-0.0927082, -1.02672, 1.0]], ['2, k, 19', [-0.0967597, -1.08858, 1.0]], ['2, k, 20', [-0.119711, 0.115894, 1.0]], ['2, k, 21', [-0.413294, -0.443326, 1.0]], ['2, k, 22', [-0.432322, -0.375939, 1.0]], ['2, k, 23', [-0.173875, -0.0551895, 1.0]], ['2, k, 24', [-0.135834, -0.138665, 1.0]]]
[['2, k, 0', [-0.196727, -0.379037, 1.0]], ['2, k, 1', [-0.153021, -0.0938523, 1.0]], ['2, k, 2', [-0.108275, 0.181914, 1.0]], ['2, k, 3', [-0.0972224, 0.313556, 1.0]], ['2, k, 4', [-0.311555, 0.089788, 1.0]], ['2, k, 5', [-0.395498, -0.0996259, 1.0]], ['2, k, 6', [-0.399277, -0.319184, 1.0]], ['2, k, 7', [-0.406373, -0.376929, 1.0]], ['2, k, 8', [0.0557128, 0.0405672, 1.0]], ['2, k, 9', [0.114595, -0.111038, 1.0]], ['2, k, 10', [-0.0560696, -0.0832043, 1.0]], ['2, k, 11', [-0.118726, -0.0692863, 1.0]], ['2, k, 12', [-0.276555, -0.364645, 1.0]], ['2, k, 13', [-0.28918, -0.696633, 1.0]], ['2, k, 14', [-0.25587, -1.01999, 1.0]], ['2, k, 15', [-0.236793, -1.08941, 1.0]], ['2, k, 16', [-0.111817, -0.383511, 1.0]], ['2, k, 17', [-0.0984542, -0.685058, 1.0]], ['2, k, 18', [-0.0929231, -1.02633, 1.0]], ['2, k, 19', [-0.0966361, -1.08848, 1.0]], ['2, k, 20', [-0.119665, 0.114053, 1.0]], ['2, k, 21', [-0.406376, -0.442723, 1.0]], ['2, k, 22', [-0.438545, -0.394905, 1.0]], ['2, k, 23', [-0.17405, -0.0579057, 1.0]], ['2, k, 24', [-0.135062, -0.138825, 1.0]]]
[['2, k, 0', [-0.197467, -0.379156, 1.0]], ['2, k, 1', [-0.152947, -0.0949995, 1.0]], ['2, k, 2', [-0.107613, 0.179797, 1.0]], ['2, k, 3', [-0.0961781, 0.312267, 1.0]], ['2, k, 4', [-0.313503, 0.0892079, 1.0]], ['2, k, 5', [-0.407032, -0.0798075, 1.0]], ['2, k, 6', [-0.403324, -0.300281, 1.0]], ['2, k, 7', [-0.406436, -0.361231, 1.0]], ['2, k, 8', [0.0550221, 0.0414575, 1.0]], ['2, k, 9', [0.116569, -0.110109, 1.0]], ['2, k, 10', [-0.0633843, -0.0946992, 1.0]], ['2, k, 11', [-0.123826, -0.0876556, 1.0]], ['2, k, 12', [-0.277242, -0.36383, 1.0]], ['2, k, 13', [-0.288734, -0.696212, 1.0]], ['2, k, 14', [-0.256056, -1.01918, 1.0]], ['2, k, 15', [-0.250726, -1.08964, 1.0]], ['2, k, 16', [-0.112481, -0.384247, 1.0]], ['2, k, 17', [-0.0998824, -0.682895, 1.0]], ['2, k, 18', [-0.0927401, -1.0267, 1.0]], ['2, k, 19', [-0.0956501, -1.08838, 1.0]], ['2, k, 20', [-0.119148, 0.112212, 1.0]], ['2, k, 21', [-0.423201, -0.431577, 1.0]], ['2, k, 22', [-0.417877, -0.312479, 1.0]], ['2, k, 23', [-0.177194, -0.0784556, 1.0]], ['2, k, 24', [-0.138701, -0.157292, 1.0]]]
[['2, k, 0', [-0.20006, -0.378555, 1.0]], ['2, k, 1', [-0.153466, -0.0958274, 1.0]], ['2, k, 2', [-0.107511, 0.177796, 1.0]], ['2, k, 3', [-0.0953493, 0.309828, 1.0]], ['2, k, 4', [-0.314479, 0.0887414, 1.0]], ['2, k, 5', [-0.408039, -0.0776348, 1.0]], ['2, k, 6', [-0.403286, -0.297818, 1.0]], ['2, k, 7', [-0.397075, -0.363995, 1.0]], ['2, k, 8', [0.0546363, 0.0417768, 1.0]], ['2, k, 9', [0.117873, -0.110184, 1.0]], ['2, k, 10', [-0.0628654, -0.0946882, 1.0]], ['2, k, 11', [-0.123697, -0.0876753, 1.0]], ['2, k, 12', [-0.279013, -0.363381, 1.0]], ['2, k, 13', [-0.291976, -0.701489, 1.0]], ['2, k, 14', [-0.255917, -1.0189, 1.0]], ['2, k, 15', [-0.248472, -1.08905, 1.0]], ['2, k, 16', [-0.115639, -0.383503, 1.0]], ['2, k, 17', [-0.100349, -0.685482, 1.0]], ['2, k, 18', [-0.092577, -1.02666, 1.0]], ['2, k, 19', [-0.0860381, -1.08913, 1.0]], ['2, k, 20', [-0.119203, 0.110648, 1.0]], ['2, k, 21', [-0.424951, -0.431463, 1.0]], ['2, k, 22', [-0.416103, -0.303594, 1.0]], ['2, k, 23', [-0.176694, -0.0815373, 1.0]], ['2, k, 24', [-0.138194, -0.157252, 1.0]]]
[['2, k, 0', [-0.200804, -0.379388, 1.0]], ['2, k, 1', [-0.1539, -0.0975711, 1.0]], ['2, k, 2', [-0.107655, 0.175015, 1.0]], ['2, k, 3', [-0.0942843, 0.306799, 1.0]], ['2, k, 4', [-0.312965, 0.0887603, 1.0]], ['2, k, 5', [-0.409476, -0.0756348, 1.0]], ['2, k, 6', [-0.405946, -0.294564, 1.0]], ['2, k, 7', [-0.413793, -0.405007, 1.0]], ['2, k, 8', [0.0542518, 0.0421232, 1.0]], ['2, k, 9', [0.118751, -0.110475, 1.0]], ['2, k, 10', [-0.0607655, -0.0885899, 1.0]], ['2, k, 11', [-0.121064, -0.0759412, 1.0]], ['2, k, 12', [-0.279626, -0.365089, 1.0]], ['2, k, 13', [-0.248926, -0.69118, 1.0]], ['2, k, 14', [-0.256598, -1.01841, 1.0]], ['2, k, 15', [-0.237545, -1.08994, 1.0]], ['2, k, 16', [-0.116378, -0.383681, 1.0]], ['2, k, 17', [-0.100474, -0.685437, 1.0]], ['2, k, 18', [-0.092702, -1.02691, 1.0]], ['2, k, 19', [-0.0874899, -1.08964, 1.0]], ['2, k, 20', [-0.119388, 0.10809, 1.0]], ['2, k, 21', [-0.412183, -0.451653, 1.0]], ['2, k, 22', [-0.447139, -0.395082, 1.0]], ['2, k, 23', [-0.172894, -0.0666056, 1.0]], ['2, k, 24', [-0.142545, -0.14573, 1.0]]]
[['2, k, 0', [-0.202599, -0.379529, 1.0]], ['2, k, 1', [-0.154783, -0.0992261, 1.0]], ['2, k, 2', [-0.108138, 0.171874, 1.0]], ['2, k, 3', [-0.0929451, 0.30379, 1.0]], ['2, k, 4', [-0.314109, 0.0884153, 1.0]], ['2, k, 5', [-0.401761, -0.0916843, 1.0]], ['2, k, 6', [-0.404898, -0.310927, 1.0]], ['2, k, 7', [-0.402586, -0.368565, 1.0]], ['2, k, 8', [0.0537995, 0.0423436, 1.0]], ['2, k, 9', [0.119408, -0.111088, 1.0]], ['2, k, 10', [-0.0542087, -0.0859117, 1.0]], ['2, k, 11', [-0.122192, -0.0729118, 1.0]], ['2, k, 12', [-0.281028, -0.364169, 1.0]], ['2, k, 13', [-0.298527, -0.707822, 1.0]], ['2, k, 14', [-0.25689, -1.0181, 1.0]], ['2, k, 15', [-0.236784, -1.09102, 1.0]], ['2, k, 16', [-0.118558, -0.384704, 1.0]], ['2, k, 17', [-0.102078, -0.686873, 1.0]], ['2, k, 18', [-0.0928375, -1.02798, 1.0]], ['2, k, 19', [-0.10664, -1.09159, 1.0]], ['2, k, 20', [-0.119932, 0.10538, 1.0]], ['2, k, 21', [-0.43926, -0.426055, 1.0]], ['2, k, 22', [-0.415605, -0.295585, 1.0]], ['2, k, 23', [-0.177232, -0.055831, 1.0]], ['2, k, 24', [-0.132127, -0.145241, 1.0]]]
[['2, k, 0', [-0.204422, -0.37921, 1.0]], ['2, k, 1', [-0.155642, -0.10088, 1.0]], ['2, k, 2', [-0.108435, 0.168495, 1.0]], ['2, k, 3', [-0.091884, 0.300588, 1.0]], ['2, k, 4', [-0.312488, 0.0884526, 1.0]], ['2, k, 5', [-0.40835, -0.08269, 1.0]], ['2, k, 6', [-0.364971, -0.312853, 1.0]], ['2, k, 7', [-0.387229, -0.358527, 1.0]], ['2, k, 8', [0.0534529, 0.042298, 1.0]], ['2, k, 9', [0.12081, -0.112398, 1.0]], ['2, k, 10', [-0.0519531, -0.084993, 1.0]], ['2, k, 11', [-0.121407, -0.0724609, 1.0]], ['2, k, 12', [-0.282717, -0.362957, 1.0]], ['2, k, 13', [-0.296633, -0.709954, 1.0]], ['2, k, 14', [-0.257028, -1.01789, 1.0]], ['2, k, 15', [-0.237048, -1.09085, 1.0]], ['2, k, 16', [-0.12041, -0.385069, 1.0]], ['2, k, 17', [-0.100783, -0.69109, 1.0]], ['2, k, 18', [-0.0925018, -1.02798, 1.0]], ['2, k, 19', [-0.079564, -1.09174, 1.0]], ['2, k, 20', [-0.120343, 0.102504, 1.0]], ['2, k, 21', [-0.427377, -0.427328, 1.0]], ['2, k, 22', [-0.418001, -0.287179, 1.0]], ['2, k, 23', [-0.177615, -0.0593269, 1.0]], ['2, k, 24', [-0.127734, -0.143574, 1.0]]]
[['2, k, 0', [-0.204696, -0.379446, 1.0]], ['2, k, 1', [-0.156018, -0.102131, 1.0]], ['2, k, 2', [-0.108965, 0.165672, 1.0]], ['2, k, 3', [-0.090618, 0.297527, 1.0]], ['2, k, 4', [-0.313532, 0.0879222, 1.0]], ['2, k, 5', [-0.412602, -0.0773589, 1.0]], ['2, k, 6', [-0.367583, -0.307013, 1.0]], ['2, k, 7', [-0.384302, -0.345551, 1.0]], ['2, k, 8', [0.053029, 0.0382508, 1.0]], ['2, k, 9', [0.121513, -0.113118, 1.0]], ['2, k, 10', [-0.0505876, -0.0842724, 1.0]], ['2, k, 11', [-0.119761, -0.0677455, 1.0]], ['2, k, 12', [-0.282785, -0.362807, 1.0]], ['2, k, 13', [-0.240314, -0.700946, 1.0]], ['2, k, 14', [-0.256762, -1.01811, 1.0]], ['2, k, 15', [-0.236402, -1.08886, 1.0]], ['2, k, 16', [-0.120803, -0.385527, 1.0]], ['2, k, 17', [-0.101467, -0.690119, 1.0]], ['2, k, 18', [-0.0923036, -1.03133, 1.0]], ['2, k, 19', [-0.0779412, -1.09175, 1.0]], ['2, k, 20', [-0.120797, 0.100102, 1.0]], ['2, k, 21', [-0.424469, -0.414815, 1.0]], ['2, k, 22', [-0.413911, -0.280711, 1.0]], ['2, k, 23', [-0.176523, -0.0556989, 1.0]], ['2, k, 24', [-0.129913, -0.138183, 1.0]]]
[['2, k, 0', [-0.206746, -0.381925, 1.0]], ['2, k, 1', [-0.157132, -0.105335, 1.0]], ['2, k, 2', [-0.109186, 0.162591, 1.0]], ['2, k, 3', [-0.0891242, 0.294301, 1.0]], ['2, k, 4', [-0.311625, 0.0877404, 1.0]], ['2, k, 5', [-0.413271, -0.0753636, 1.0]], ['2, k, 6', [-0.369624, -0.304909, 1.0]], ['2, k, 7', [-0.384163, -0.341538, 1.0]], ['2, k, 8', [0.0532785, 0.0263636, 1.0]], ['2, k, 9', [0.121645, -0.113318, 1.0]], ['2, k, 10', [-0.0611911, -0.095431, 1.0]], ['2, k, 11', [-0.125393, -0.0853437, 1.0]], ['2, k, 12', [-0.284413, -0.363827, 1.0]], ['2, k, 13', [-0.25586, -0.708013, 1.0]], ['2, k, 14', [-0.256892, -1.01793, 1.0]], ['2, k, 15', [-0.248575, -1.08689, 1.0]], ['2, k, 16', [-0.123338, -0.389851, 1.0]], ['2, k, 17', [-0.101283, -0.671116, 1.0]], ['2, k, 18', [-0.0928141, -1.03242, 1.0]], ['2, k, 19', [-0.080287, -1.09364, 1.0]], ['2, k, 20', [-0.121195, 0.0969584, 1.0]], ['2, k, 21', [-0.428521, -0.410363, 1.0]], ['2, k, 22', [-0.414862, -0.27891, 1.0]], ['2, k, 23', [-0.178916, -0.0740507, 1.0]], ['2, k, 24', [-0.138784, -0.156581, 1.0]]]
[['2, k, 0', [-0.206901, -0.382099, 1.0]], ['2, k, 1', [-0.157588, -0.106933, 1.0]], ['2, k, 2', [-0.109849, 0.159242, 1.0]], ['2, k, 3', [-0.0880258, 0.290604, 1.0]], ['2, k, 4', [-0.310023, 0.0874677, 1.0]], ['2, k, 5', [-0.413442, -0.0739523, 1.0]], ['2, k, 6', [-0.373438, -0.302231, 1.0]], ['2, k, 7', [-0.386856, -0.331975, 1.0]], ['2, k, 8', [0.0532027, 0.0263669, 1.0]], ['2, k, 9', [0.120819, -0.11443, 1.0]], ['2, k, 10', [-0.0545616, -0.0858494, 1.0]], ['2, k, 11', [-0.125321, -0.0713148, 1.0]], ['2, k, 12', [-0.284645, -0.363792, 1.0]], ['2, k, 13', [-0.284969, -0.725453, 1.0]], ['2, k, 14', [-0.256453, -1.01956, 1.0]], ['2, k, 15', [-0.246256, -1.08624, 1.0]], ['2, k, 16', [-0.123438, -0.390176, 1.0]], ['2, k, 17', [-0.100098, -0.680662, 1.0]], ['2, k, 18', [-0.0927462, -1.03203, 1.0]], ['2, k, 19', [-0.0827538, -1.09196, 1.0]], ['2, k, 20', [-0.121789, 0.09403, 1.0]], ['2, k, 21', [-0.432909, -0.397177, 1.0]], ['2, k, 22', [-0.41172, -0.266934, 1.0]], ['2, k, 23', [-0.179266, -0.0545767, 1.0]], ['2, k, 24', [-0.131655, -0.143537, 1.0]]]
[['2, k, 0', [-0.206434, -0.382428, 1.0]], ['2, k, 1', [-0.157794, -0.108833, 1.0]], ['2, k, 2', [-0.110414, 0.155528, 1.0]], ['2, k, 3', [-0.0866906, 0.28756, 1.0]], ['2, k, 4', [-0.311529, 0.0864095, 1.0]], ['2, k, 5', [-0.445531, -0.033455, 1.0]], ['2, k, 6', [-0.279608, -0.208678, 1.0]], ['2, k, 7', [-0.223935, -0.257402, 1.0]], ['2, k, 8', [0.0531058, 0.0263557, 1.0]], ['2, k, 9', [0.120919, -0.11451, 1.0]], ['2, k, 10', [-0.0530583, -0.0833641, 1.0]], ['2, k, 11', [-0.124295, -0.0665434, 1.0]], ['2, k, 12', [-0.284553, -0.364553, 1.0]], ['2, k, 13', [-0.295686, -0.709177, 1.0]], ['2, k, 14', [-0.257914, -1.02448, 1.0]], ['2, k, 15', [-0.243422, -1.08544, 1.0]], ['2, k, 16', [-0.122497, -0.389731, 1.0]], ['2, k, 17', [-0.101258, -0.746487, 1.0]], ['2, k, 18', [-0.0923898, -1.04096, 1.0]], ['2, k, 19', [-0.0813187, -1.09806, 1.0]], ['2, k, 20', [-0.122236, 0.090799, 1.0]], ['2, k, 21', [-0.17276, -0.304259, 1.0]], ['2, k, 22', [-0.274374, -0.307959, 1.0]], ['2, k, 23', [-0.181464, -0.0557199, 1.0]], ['2, k, 24', [-0.127559, -0.138018, 1.0]]]
[['2, k, 0', [-0.205924, -0.38415, 1.0]], ['2, k, 1', [-0.158395, -0.112029, 1.0]], ['2, k, 2', [-0.11181, 0.151252, 1.0]], ['2, k, 3', [-0.0859294, 0.28445, 1.0]], ['2, k, 4', [-0.30837, 0.0839682, 1.0]], ['2, k, 5', [-0.483343, 0.0132087, 1.0]], ['2, k, 6', [-0.317084, -0.165835, 1.0]], ['2, k, 7', [-0.242124, -0.220456, 1.0]], ['2, k, 8', [0.0528664, 0.026345, 1.0]], ['2, k, 9', [0.120002, -0.11551, 1.0]], ['2, k, 10', [-0.0640021, -0.0961777, 1.0]], ['2, k, 11', [-0.130143, -0.0837523, 1.0]], ['2, k, 12', [-0.284144, -0.366574, 1.0]], ['2, k, 13', [-0.238266, -0.729078, 1.0]], ['2, k, 14', [-0.257797, -1.02454, 1.0]], ['2, k, 15', [-0.243487, -1.08551, 1.0]], ['2, k, 16', [-0.122033, -0.391144, 1.0]], ['2, k, 17', [-0.0965601, -0.699455, 1.0]], ['2, k, 18', [-0.0925096, -1.0319, 1.0]], ['2, k, 19', [-0.0905247, -1.09182, 1.0]], ['2, k, 20', [-0.123401, 0.086751, 1.0]], ['2, k, 21', [-0.200263, -0.288904, 1.0]], ['2, k, 22', [-0.29723, -0.260916, 1.0]], ['2, k, 23', [-0.182635, -0.0694662, 1.0]], ['2, k, 24', [-0.141341, -0.155037, 1.0]]]
[['2, k, 0', [-0.205048, -0.384773, 1.0]], ['2, k, 1', [-0.158534, -0.113698, 1.0]], ['2, k, 2', [-0.112737, 0.148591, 1.0]], ['2, k, 3', [-0.0851369, 0.28154, 1.0]], ['2, k, 4', [-0.309923, 0.0833664, 1.0]], ['2, k, 5', [-0.487155, 0.0175455, 1.0]], ['2, k, 6', [-0.321149, -0.16193, 1.0]], ['2, k, 7', [-0.242909, -0.21927, 1.0]], ['2, k, 8', [0.0527141, 0.026279, 1.0]], ['2, k, 9', [0.118231, -0.116592, 1.0]], ['2, k, 10', [-0.0613599, -0.0903806, 1.0]], ['2, k, 11', [-0.131063, -0.0763692, 1.0]], ['2, k, 12', [-0.283406, -0.367801, 1.0]], ['2, k, 13', [-0.295735, -0.716617, 1.0]], ['2, k, 14', [-0.257874, -1.02474, 1.0]], ['2, k, 15', [-0.249681, -1.08462, 1.0]], ['2, k, 16', [-0.121062, -0.391088, 1.0]], ['2, k, 17', [-0.0967006, -0.698709, 1.0]], ['2, k, 18', [-0.0926499, -1.0319, 1.0]], ['2, k, 19', [-0.08714, -1.09044, 1.0]], ['2, k, 20', [-0.124099, 0.0843159, 1.0]], ['2, k, 21', [-0.206103, -0.289426, 1.0]], ['2, k, 22', [-0.297193, -0.254746, 1.0]], ['2, k, 23', [-0.183932, -0.0550043, 1.0]], ['2, k, 24', [-0.137292, -0.148155, 1.0]]]
[['2, k, 0', [-0.205344, -0.386725, 1.0]], ['2, k, 1', [-0.158975, -0.116359, 1.0]], ['2, k, 2', [-0.113177, 0.145914, 1.0]], ['2, k, 3', [-0.084556, 0.278438, 1.0]], ['2, k, 4', [-0.307312, 0.0810201, 1.0]], ['2, k, 5', [-0.488425, 0.0188334, 1.0]], ['2, k, 6', [-0.32121, -0.159651, 1.0]], ['2, k, 7', [-0.238754, -0.215986, 1.0]], ['2, k, 8', [0.0520875, 0.0187692, 1.0]], ['2, k, 9', [0.116651, -0.11768, 1.0]], ['2, k, 10', [-0.0671872, -0.095636, 1.0]], ['2, k, 11', [-0.135432, -0.0828544, 1.0]], ['2, k, 12', [-0.28379, -0.368859, 1.0]], ['2, k, 13', [-0.295881, -0.710226, 1.0]], ['2, k, 14', [-0.257215, -1.02504, 1.0]], ['2, k, 15', [-0.248059, -1.08642, 1.0]], ['2, k, 16', [-0.121307, -0.393944, 1.0]], ['2, k, 17', [-0.0970281, -0.698242, 1.0]], ['2, k, 18', [-0.0925555, -1.03155, 1.0]], ['2, k, 19', [-0.0878631, -1.09047, 1.0]], ['2, k, 20', [-0.124544, 0.0816436, 1.0]], ['2, k, 21', [-0.201093, -0.289918, 1.0]], ['2, k, 22', [-0.295067, -0.24565, 1.0]], ['2, k, 23', [-0.189796, -0.068825, 1.0]], ['2, k, 24', [-0.140229, -0.154987, 1.0]]]
[['2, k, 0', [-0.205117, -0.3875, 1.0]], ['2, k, 1', [-0.159238, -0.118511, 1.0]], ['2, k, 2', [-0.113823, 0.142383, 1.0]], ['2, k, 3', [-0.0836411, 0.275745, 1.0]], ['2, k, 4', [-0.304858, 0.0795132, 1.0]], ['2, k, 5', [-0.489061, 0.0193727, 1.0]], ['2, k, 6', [-0.329265, -0.165914, 1.0]], ['2, k, 7', [-0.252599, -0.224338, 1.0]], ['2, k, 8', [0.0520972, 0.0152572, 1.0]], ['2, k, 9', [0.116613, -0.118399, 1.0]], ['2, k, 10', [-0.0684329, -0.0970912, 1.0]], ['2, k, 11', [-0.136831, -0.0841592, 1.0]], ['2, k, 12', [-0.28359, -0.369332, 1.0]], ['2, k, 13', [-0.287489, -0.720703, 1.0]], ['2, k, 14', [-0.257855, -1.02466, 1.0]], ['2, k, 15', [-0.25275, -1.08536, 1.0]], ['2, k, 16', [-0.12109, -0.395079, 1.0]], ['2, k, 17', [-0.097362, -0.697295, 1.0]], ['2, k, 18', [-0.0925804, -1.03142, 1.0]], ['2, k, 19', [-0.102192, -1.09331, 1.0]], ['2, k, 20', [-0.125085, 0.0785089, 1.0]], ['2, k, 21', [-0.214536, -0.290819, 1.0]], ['2, k, 22', [-0.300768, -0.235763, 1.0]], ['2, k, 23', [-0.190334, -0.0689075, 1.0]], ['2, k, 24', [-0.142691, -0.155696, 1.0]]]
[['2, k, 0', [-0.204226, -0.387354, 1.0]], ['2, k, 1', [-0.159135, -0.119717, 1.0]], ['2, k, 2', [-0.114152, 0.139929, 1.0]], ['2, k, 3', [-0.0837077, 0.273104, 1.0]], ['2, k, 4', [-0.302807, 0.0780608, 1.0]], ['2, k, 5', [-0.489585, 0.0193869, 1.0]], ['2, k, 6', [-0.322088, -0.159253, 1.0]], ['2, k, 7', [-0.242356, -0.213483, 1.0]], ['2, k, 8', [0.0518563, 0.0165402, 1.0]], ['2, k, 9', [0.115496, -0.118225, 1.0]], ['2, k, 10', [-0.0704427, -0.0978317, 1.0]], ['2, k, 11', [-0.138553, -0.0842173, 1.0]], ['2, k, 12', [-0.28305, -0.369956, 1.0]], ['2, k, 13', [-0.290655, -0.723197, 1.0]], ['2, k, 14', [-0.259217, -1.02168, 1.0]], ['2, k, 15', [-0.252925, -1.08573, 1.0]], ['2, k, 16', [-0.119784, -0.393874, 1.0]], ['2, k, 17', [-0.0996915, -0.751845, 1.0]], ['2, k, 18', [-0.0920547, -1.05032, 1.0]], ['2, k, 19', [-0.101301, -1.10127, 1.0]], ['2, k, 20', [-0.125297, 0.0764317, 1.0]], ['2, k, 21', [-0.205155, -0.283521, 1.0]], ['2, k, 22', [-0.296699, -0.241444, 1.0]], ['2, k, 23', [-0.190885, -0.0677791, 1.0]], ['2, k, 24', [-0.144607, -0.155934, 1.0]]]
