[['2, k, 0', [0.01491256, -0.07093938, 1.0]], ['2, k, 1', [0.01189049, 0.2028411, 1.0]], ['2, k, 2', [0.007518487, 0.4673678, 1.0]], ['2, k, 3', [0.00857088, 0.6159448, 1.0]], ['2, k, 4', [-0.1667252, 0.3921085, 1.0]], ['2, k, 5', [-0.2267997, 0.1475704, 1.0]], ['2, k, 6', [-0.3239329, 0.0100589, 1.0]], ['2, k, 7', [-0.340615, 0.002032284, 1.0]], ['2, k, 8', [0.1934703, 0.3729871, 1.0]], ['2, k, 9', [0.2572795, 0.1527962, 1.0]], ['2, k, 10', [0.2569507, -0.04073846, 1.0]], ['2, k, 11', [0.2397456, -0.05718161, 1.0]], ['2, k, 12', [-0.06443043, -0.07009956, 1.0]], ['2, k, 13', [-0.1041302, -0.1937073, 1.0]], ['2, k, 14', [-0.07925976, -0.5941382, 1.0]], ['2, k, 15', [-0.07699831, -0.6540937, 1.0]], ['2, k, 16', [0.09366109, -0.06961291, 1.0]], ['2, k, 17', [0.1691891, -0.2036318, 1.0]], ['2, k, 18', [0.1192845, -0.578116, 1.0]], ['2, k, 19', [0.102476, -0.6468322, 1.0]], ['2, k, 20', [0.008708518, 0.4026752, 1.0]], ['2, k, 21', [-0.3713655, -0.0299643, 1.0]], ['2, k, 22', [-0.3749356, 0.04996834, 1.0]], ['2, k, 23', [0.2696715, -0.06613196, 1.0]], ['2, k, 24', [0.272692, -0.01165043, 1.0]]]
[['2, k, 0', [0.02050424, -0.0687077, 1.0]], ['2, k, 1', [0.01242182, 0.2037035, 1.0]], ['2, k, 2', [0.004227622, 0.4666622, 1.0]], ['2, k, 3', [0.005514563, 0.6151588, 1.0]], ['2, k, 4', [-0.1696411, 0.3861293, 1.0]], ['2, k, 5', [-0.2191066, 0.1449551, 1.0]], ['2, k, 6', [-0.2321759, 0.3483408, 1.0]], ['2, k, 7', [-0.2273238, 0.4335874, 1.0]], ['2, k, 8', [0.1916652, 0.3735281, 1.0]], ['2, k, 9', [0.2601708, 0.1530984, 1.0]], ['2, k, 10', [0.255758, -0.04284329, 1.0]], ['2, k, 11', [0.2388871, -0.06768557, 1.0]], ['2, k, 12', [-0.06033693, -0.0704638, 1.0]], ['2, k, 13', [-0.1052475, -0.19176, 1.0]], ['2, k, 14', [-0.08175116, -0.5901696, 1.0]], ['2, k, 15', [-0.07820861, -0.6521294, 1.0]], ['2, k, 16', [0.1003845, -0.06486052, 1.0]], ['2, k, 17', [0.1696223, -0.2033812, 1.0]], ['2, k, 18', [0.1195508, -0.5798277, 1.0]], ['2, k, 19', [0.1038795, -0.6469955, 1.0]], ['2, k, 20', [0.006292198, 0.4021449, 1.0]], ['2, k, 21', [-0.2060041, 0.4838778, 1.0]], ['2, k, 22', [-0.2882016, 0.4454613, 1.0]], ['2, k, 23', [0.2333193, -0.1357398, 1.0]], ['2, k, 24', [0.2660405, -0.03507597, 1.0]]]
[['2, k, 0', [0.02002631, -0.0686486, 1.0]], ['2, k, 1', [0.01211017, 0.2036844, 1.0]], ['2, k, 2', [0.004117741, 0.466619, 1.0]], ['2, k, 3', [0.005370243, 0.6151949, 1.0]], ['2, k, 4', [-0.1690883, 0.3864488, 1.0]], ['2, k, 5', [-0.2218952, 0.1633381, 1.0]], ['2, k, 6', [-0.2321608, 0.3607238, 1.0]], ['2, k, 7', [-0.225517, 0.438817, 1.0]], ['2, k, 8', [0.1914951, 0.373665, 1.0]], ['2, k, 9', [0.2601517, 0.1535891, 1.0]], ['2, k, 10', [0.2543901, -0.04082719, 1.0]], ['2, k, 11', [0.2376753, -0.06297963, 1.0]], ['2, k, 12', [-0.06084148, -0.07032958, 1.0]], ['2, k, 13', [-0.1052468, -0.1918321, 1.0]], ['2, k, 14', [-0.08191907, -0.5900943, 1.0]], ['2, k, 15', [-0.07819723, -0.6521357, 1.0]], ['2, k, 16', [0.100001, -0.06486265, 1.0]], ['2, k, 17', [0.1696227, -0.2033316, 1.0]], ['2, k, 18', [0.1194582, -0.5798101, 1.0]], ['2, k, 19', [0.1039668, -0.6468489, 1.0]], ['2, k, 20', [0.006133914, 0.4021049, 1.0]], ['2, k, 21', [-0.2028706, 0.4887944, 1.0]], ['2, k, 22', [-0.2864477, 0.45075, 1.0]], ['2, k, 23', [0.2332554, -0.1318665, 1.0]], ['2, k, 24', [0.2667997, -0.03157891, 1.0]]]
[['2, k, 0', [0.02006417, -0.06721539, 1.0]], ['2, k, 1', [0.01194694, 0.2042455, 1.0]], ['2, k, 2', [0.003923161, 0.4667487, 1.0]], ['2, k, 3', [0.005315362, 0.615203, 1.0]], ['2, k, 4', [-0.1683879, 0.3867402, 1.0]], ['2, k, 5', [-0.2217188, 0.1581981, 1.0]], ['2, k, 6', [-0.2255594, 0.3840966, 1.0]], ['2, k, 7', [-0.2198246, 0.4424233, 1.0]], ['2, k, 8', [0.1910469, 0.3741664, 1.0]], ['2, k, 9', [0.2595733, 0.1552639, 1.0]], ['2, k, 10', [0.2548695, -0.04069595, 1.0]], ['2, k, 11', [0.2375127, -0.06123779, 1.0]], ['2, k, 12', [-0.06155443, -0.0688988, 1.0]], ['2, k, 13', [-0.1052682, -0.1916505, 1.0]], ['2, k, 14', [-0.08187158, -0.5898082, 1.0]], ['2, k, 15', [-0.07814948, -0.6521266, 1.0]], ['2, k, 16', [0.100939, -0.06311867, 1.0]], ['2, k, 17', [0.1697457, -0.2028956, 1.0]], ['2, k, 18', [0.1194804, -0.5797282, 1.0]], ['2, k, 19', [0.1039747, -0.6468116, 1.0]], ['2, k, 20', [0.005939632, 0.4023106, 1.0]], ['2, k, 21', [-0.1974277, 0.493633, 1.0]], ['2, k, 22', [-0.2813753, 0.4590467, 1.0]], ['2, k, 23', [0.2336154, -0.1307991, 1.0]], ['2, k, 24', [0.2665917, -0.0330996, 1.0]]]
[['2, k, 0', [0.02031637, -0.06533936, 1.0]], ['2, k, 1', [0.01188783, 0.2047048, 1.0]], ['2, k, 2', [0.003829825, 0.4667602, 1.0]], ['2, k, 3', [0.005279942, 0.615225, 1.0]], ['2, k, 4', [-0.1676177, 0.3870966, 1.0]], ['2, k, 5', [-0.2204562, 0.1515475, 1.0]], ['2, k, 6', [-0.2249862, 0.3852962, 1.0]], ['2, k, 7', [-0.2193483, 0.4452924, 1.0]], ['2, k, 8', [0.1910317, 0.374371, 1.0]], ['2, k, 9', [0.2595182, 0.1556544, 1.0]], ['2, k, 10', [0.2553725, -0.04028533, 1.0]], ['2, k, 11', [0.238108, -0.06087335, 1.0]], ['2, k, 12', [-0.06204147, -0.06700989, 1.0]], ['2, k, 13', [-0.1052507, -0.1916469, 1.0]], ['2, k, 14', [-0.08191703, -0.5901173, 1.0]], ['2, k, 15', [-0.07829876, -0.652222, 1.0]], ['2, k, 16', [0.1019376, -0.06123694, 1.0]], ['2, k, 17', [0.1698093, -0.2028181, 1.0]], ['2, k, 18', [0.1195082, -0.5796859, 1.0]], ['2, k, 19', [0.103875, -0.6467468, 1.0]], ['2, k, 20', [0.00586213, 0.4023693, 1.0]], ['2, k, 21', [-0.1935788, 0.4941193, 1.0]], ['2, k, 22', [-0.2817105, 0.4656225, 1.0]], ['2, k, 23', [0.2353496, -0.1301797, 1.0]], ['2, k, 24', [0.2670923, -0.02817427, 1.0]]]
[['2, k, 0', [0.01997065, -0.06368873, 1.0]], ['2, k, 1', [0.01156392, 0.2055783, 1.0]], ['2, k, 2', [0.003567595, 0.4670158, 1.0]], ['2, k, 3', [0.005246933, 0.6152319, 1.0]], ['2, k, 4', [-0.1669102, 0.3872308, 1.0]], ['2, k, 5', [-0.2202538, 0.1513221, 1.0]], ['2, k, 6', [-0.2243706, 0.3854823, 1.0]], ['2, k, 7', [-0.2172876, 0.4506699, 1.0]], ['2, k, 8', [0.1905571, 0.3752249, 1.0]], ['2, k, 9', [0.2595841, 0.1555381, 1.0]], ['2, k, 10', [0.2564386, -0.04152486, 1.0]], ['2, k, 11', [0.2368457, -0.0612531, 1.0]], ['2, k, 12', [-0.06311183, -0.06538689, 1.0]], ['2, k, 13', [-0.1052037, -0.1915815, 1.0]], ['2, k, 14', [-0.08194273, -0.5903674, 1.0]], ['2, k, 15', [-0.07831328, -0.6519734, 1.0]], ['2, k, 16', [0.102252, -0.05955056, 1.0]], ['2, k, 17', [0.1698554, -0.2027393, 1.0]], ['2, k, 18', [0.1195542, -0.579671, 1.0]], ['2, k, 19', [0.1038426, -0.6468773, 1.0]], ['2, k, 20', [0.005578745, 0.4027499, 1.0]], ['2, k, 21', [-0.1979299, 0.5005063, 1.0]], ['2, k, 22', [-0.2774976, 0.4613942, 1.0]], ['2, k, 23', [0.2363222, -0.1277775, 1.0]], ['2, k, 24', [0.2651336, -0.03691278, 1.0]]]
[['2, k, 0', [0.0200288, -0.06363139, 1.0]], ['2, k, 1', [0.01158508, 0.2056806, 1.0]], ['2, k, 2', [0.00352545, 0.467087, 1.0]], ['2, k, 3', [0.005235612, 0.6152575, 1.0]], ['2, k, 4', [-0.1660787, 0.3874546, 1.0]], ['2, k, 5', [-0.2200907, 0.1505394, 1.0]], ['2, k, 6', [-0.2234159, 0.3880004, 1.0]], ['2, k, 7', [-0.215039, 0.4534162, 1.0]], ['2, k, 8', [0.1904739, 0.3753471, 1.0]], ['2, k, 9', [0.2595478, 0.155586, 1.0]], ['2, k, 10', [0.2537801, -0.0405287, 1.0]], ['2, k, 11', [0.2376943, -0.06085224, 1.0]], ['2, k, 12', [-0.0630649, -0.06535713, 1.0]], ['2, k, 13', [-0.1051748, -0.1915738, 1.0]], ['2, k, 14', [-0.08191147, -0.5904055, 1.0]], ['2, k, 15', [-0.07817104, -0.6520985, 1.0]], ['2, k, 16', [0.1023294, -0.05948248, 1.0]], ['2, k, 17', [0.1698635, -0.202743, 1.0]], ['2, k, 18', [0.1195521, -0.5796682, 1.0]], ['2, k, 19', [0.1038524, -0.646856, 1.0]], ['2, k, 20', [0.005550953, 0.402839, 1.0]], ['2, k, 21', [-0.1853234, 0.5034448, 1.0]], ['2, k, 22', [-0.2775177, 0.4659506, 1.0]], ['2, k, 23', [0.2340833, -0.1275412, 1.0]], ['2, k, 24', [0.2662784, -0.03300526, 1.0]]]
[['2, k, 0', [0.0176232, -0.0631878, 1.0]], ['2, k, 1', [0.01052495, 0.2062124, 1.0]], ['2, k, 2', [0.003222851, 0.4674375, 1.0]], ['2, k, 3', [0.005212047, 0.6152343, 1.0]], ['2, k, 4', [-0.1652937, 0.3875784, 1.0]], ['2, k, 5', [-0.2200606, 0.1505434, 1.0]], ['2, k, 6', [-0.2222706, 0.3907317, 1.0]], ['2, k, 7', [-0.2141743, 0.4554791, 1.0]], ['2, k, 8', [0.19035, 0.3754519, 1.0]], ['2, k, 9', [0.2594609, 0.1557201, 1.0]], ['2, k, 10', [0.2553496, -0.0406426, 1.0]], ['2, k, 11', [0.238018, -0.05959284, 1.0]], ['2, k, 12', [-0.06582819, -0.06461662, 1.0]], ['2, k, 13', [-0.1051666, -0.1915508, 1.0]], ['2, k, 14', [-0.08192118, -0.5904135, 1.0]], ['2, k, 15', [-0.07822146, -0.6522139, 1.0]], ['2, k, 16', [0.1003894, -0.05938603, 1.0]], ['2, k, 17', [0.1698885, -0.2027148, 1.0]], ['2, k, 18', [0.1194745, -0.5794297, 1.0]], ['2, k, 19', [0.1038602, -0.646839, 1.0]], ['2, k, 20', [0.005096202, 0.4032518, 1.0]], ['2, k, 21', [-0.192663, 0.5066466, 1.0]], ['2, k, 22', [-0.2753342, 0.4672154, 1.0]], ['2, k, 23', [0.2365826, -0.1276981, 1.0]], ['2, k, 24', [0.2666639, -0.0312119, 1.0]]]
[['2, k, 0', [0.01803252, -0.06281556, 1.0]], ['2, k, 1', [0.01043964, 0.2065104, 1.0]], ['2, k, 2', [0.002529371, 0.4678207, 1.0]], ['2, k, 3', [0.005215202, 0.6152472, 1.0]], ['2, k, 4', [-0.1646087, 0.3874524, 1.0]], ['2, k, 5', [-0.2196845, 0.1488214, 1.0]], ['2, k, 6', [-0.2216534, 0.3915033, 1.0]], ['2, k, 7', [-0.2117466, 0.4570504, 1.0]], ['2, k, 8', [0.1902576, 0.3756476, 1.0]], ['2, k, 9', [0.2593967, 0.1558126, 1.0]], ['2, k, 10', [0.2541008, -0.0394816, 1.0]], ['2, k, 11', [0.2360076, -0.06022877, 1.0]], ['2, k, 12', [-0.06571478, -0.06445608, 1.0]], ['2, k, 13', [-0.1051623, -0.191783, 1.0]], ['2, k, 14', [-0.08192581, -0.5898275, 1.0]], ['2, k, 15', [-0.07814541, -0.6521626, 1.0]], ['2, k, 16', [0.1012832, -0.05877889, 1.0]], ['2, k, 17', [0.1699133, -0.2027308, 1.0]], ['2, k, 18', [0.1197973, -0.578771, 1.0]], ['2, k, 19', [0.1037318, -0.6467054, 1.0]], ['2, k, 20', [0.004595285, 0.4036247, 1.0]], ['2, k, 21', [-0.195041, 0.5099353, 1.0]], ['2, k, 22', [-0.2745069, 0.4734593, 1.0]], ['2, k, 23', [0.236718, -0.1280165, 1.0]], ['2, k, 24', [0.2647917, -0.03521752, 1.0]]]
[['2, k, 0', [0.01787323, -0.06283806, 1.0]], ['2, k, 1', [0.0102872, 0.2066095, 1.0]], ['2, k, 2', [0.002424023, 0.4679718, 1.0]], ['2, k, 3', [0.005210941, 0.6152293, 1.0]], ['2, k, 4', [-0.1640404, 0.3877182, 1.0]], ['2, k, 5', [-0.2195098, 0.1496049, 1.0]], ['2, k, 6', [-0.2473558, 0.409275, 1.0]], ['2, k, 7', [-0.2113999, 0.460213, 1.0]], ['2, k, 8', [0.1903282, 0.3757438, 1.0]], ['2, k, 9', [0.2593572, 0.1560107, 1.0]], ['2, k, 10', [0.2551015, -0.03987049, 1.0]], ['2, k, 11', [0.2372212, -0.05878887, 1.0]], ['2, k, 12', [-0.06575048, -0.06444196, 1.0]], ['2, k, 13', [-0.105193, -0.1921246, 1.0]], ['2, k, 14', [-0.08193184, -0.5897706, 1.0]], ['2, k, 15', [-0.07818633, -0.6520255, 1.0]], ['2, k, 16', [0.1008841, -0.0589451, 1.0]], ['2, k, 17', [0.169901, -0.202653, 1.0]], ['2, k, 18', [0.1199101, -0.5784332, 1.0]], ['2, k, 19', [0.1041045, -0.6464993, 1.0]], ['2, k, 20', [0.004466555, 0.4037741, 1.0]], ['2, k, 21', [-0.1942597, 0.5116238, 1.0]], ['2, k, 22', [-0.2714432, 0.4734473, 1.0]], ['2, k, 23', [0.2369081, -0.1284631, 1.0]], ['2, k, 24', [0.2663402, -0.03289694, 1.0]]]
[['2, k, 0', [0.01667372, -0.06291537, 1.0]], ['2, k, 1', [0.009386297, 0.2069833, 1.0]], ['2, k, 2', [0.001793711, 0.4686356, 1.0]], ['2, k, 3', [0.005209192, 0.6151744, 1.0]], ['2, k, 4', [-0.163224, 0.3880463, 1.0]], ['2, k, 5', [-0.2194331, 0.1502915, 1.0]], ['2, k, 6', [-0.2463597, 0.410659, 1.0]], ['2, k, 7', [-0.20985, 0.4635345, 1.0]], ['2, k, 8', [0.1899115, 0.3761342, 1.0]], ['2, k, 9', [0.2594109, 0.1559474, 1.0]], ['2, k, 10', [0.2548027, -0.0380868, 1.0]], ['2, k, 11', [0.237274, -0.06251122, 1.0]], ['2, k, 12', [-0.06677778, -0.06432036, 1.0]], ['2, k, 13', [-0.1051919, -0.1920624, 1.0]], ['2, k, 14', [-0.08192423, -0.5896857, 1.0]], ['2, k, 15', [-0.07817472, -0.6521021, 1.0]], ['2, k, 16', [0.09947778, -0.05932413, 1.0]], ['2, k, 17', [0.1699007, -0.2026393, 1.0]], ['2, k, 18', [0.1199066, -0.5783091, 1.0]], ['2, k, 19', [0.1041349, -0.6465857, 1.0]], ['2, k, 20', [0.003751509, 0.4043811, 1.0]], ['2, k, 21', [-0.1877785, 0.5140666, 1.0]], ['2, k, 22', [-0.2729835, 0.4839633, 1.0]], ['2, k, 23', [0.23587, -0.1319343, 1.0]], ['2, k, 24', [0.2663316, -0.0317282, 1.0]]]
[['2, k, 0', [0.01746463, -0.06282439, 1.0]], ['2, k, 1', [0.009504683, 0.2071673, 1.0]], ['2, k, 2', [0.001602406, 0.4689748, 1.0]], ['2, k, 3', [0.005180627, 0.6151676, 1.0]], ['2, k, 4', [-0.1625015, 0.3883191, 1.0]], ['2, k, 5', [-0.2194118, 0.1502658, 1.0]], ['2, k, 6', [-0.2204625, 0.429991, 1.0]], ['2, k, 7', [-0.2049623, 0.464952, 1.0]], ['2, k, 8', [0.1896359, 0.376295, 1.0]], ['2, k, 9', [0.2594171, 0.1559362, 1.0]], ['2, k, 10', [0.2552157, -0.03804779, 1.0]], ['2, k, 11', [0.2380981, -0.06173176, 1.0]], ['2, k, 12', [-0.06584205, -0.06434313, 1.0]], ['2, k, 13', [-0.1052023, -0.1920552, 1.0]], ['2, k, 14', [-0.08213232, -0.5896357, 1.0]], ['2, k, 15', [-0.07806816, -0.6520876, 1.0]], ['2, k, 16', [0.1001598, -0.05915788, 1.0]], ['2, k, 17', [0.1699169, -0.2025878, 1.0]], ['2, k, 18', [0.1198555, -0.5781134, 1.0]], ['2, k, 19', [0.1038262, -0.6465777, 1.0]], ['2, k, 20', [0.003652985, 0.4046648, 1.0]], ['2, k, 21', [-0.1757666, 0.5165438, 1.0]], ['2, k, 22', [-0.2678375, 0.4830993, 1.0]], ['2, k, 23', [0.2352513, -0.1323291, 1.0]], ['2, k, 24', [0.266524, -0.03065822, 1.0]]]
[['2, k, 0', [0.02060058, -0.06192091, 1.0]], ['2, k, 1', [0.01011918, 0.2076162, 1.0]], ['2, k, 2', [0.001445601, 0.4691828, 1.0]], ['2, k, 3', [0.005184922, 0.6151671, 1.0]], ['2, k, 4', [-0.1615519, 0.3889523, 1.0]], ['2, k, 5', [-0.2190444, 0.1493236, 1.0]], ['2, k, 6', [-0.2378088, 0.415572, 1.0]], ['2, k, 7', [-0.2051935, 0.4669952, 1.0]], ['2, k, 8', [0.1895521, 0.3763578, 1.0]], ['2, k, 9', [0.2595167, 0.1561202, 1.0]], ['2, k, 10', [0.2558804, -0.03826775, 1.0]], ['2, k, 11', [0.2391911, -0.06366996, 1.0]], ['2, k, 12', [-0.06303172, -0.06387362, 1.0]], ['2, k, 13', [-0.105199, -0.1920536, 1.0]], ['2, k, 14', [-0.08215097, -0.5896216, 1.0]], ['2, k, 15', [-0.07804433, -0.6520485, 1.0]], ['2, k, 16', [0.1036609, -0.05781195, 1.0]], ['2, k, 17', [0.1698879, -0.2023589, 1.0]], ['2, k, 18', [0.119842, -0.5781184, 1.0]], ['2, k, 19', [0.1037105, -0.6466445, 1.0]], ['2, k, 20', [0.003625195, 0.4048699, 1.0]], ['2, k, 21', [-0.1823056, 0.5199534, 1.0]], ['2, k, 22', [-0.2663946, 0.4816771, 1.0]], ['2, k, 23', [0.2357094, -0.1318443, 1.0]], ['2, k, 24', [0.266106, -0.03319069, 1.0]]]
[['2, k, 0', [0.02040672, -0.06043237, 1.0]], ['2, k, 1', [0.009576666, 0.2086322, 1.0]], ['2, k, 2', [0.0004816749, 0.4697687, 1.0]], ['2, k, 3', [0.005222369, 0.6151149, 1.0]], ['2, k, 4', [-0.1609863, 0.3886998, 1.0]], ['2, k, 5', [-0.2190637, 0.1493332, 1.0]], ['2, k, 6', [-0.2379054, 0.4156552, 1.0]], ['2, k, 7', [-0.20416, 0.4674287, 1.0]], ['2, k, 8', [0.1895598, 0.3763626, 1.0]], ['2, k, 9', [0.2594519, 0.1561429, 1.0]], ['2, k, 10', [0.2565561, -0.03785991, 1.0]], ['2, k, 11', [0.2370748, -0.06092332, 1.0]], ['2, k, 12', [-0.06341201, -0.06226605, 1.0]], ['2, k, 13', [-0.1052772, -0.1919992, 1.0]], ['2, k, 14', [-0.08225465, -0.5899587, 1.0]], ['2, k, 15', [-0.07778756, -0.6525933, 1.0]], ['2, k, 16', [0.1036128, -0.0565309, 1.0]], ['2, k, 17', [0.1699237, -0.2023679, 1.0]], ['2, k, 18', [0.1197066, -0.5781697, 1.0]], ['2, k, 19', [0.1036609, -0.6466369, 1.0]], ['2, k, 20', [0.002770408, 0.4055462, 1.0]], ['2, k, 21', [-0.1790648, 0.5222383, 1.0]], ['2, k, 22', [-0.2641986, 0.4844729, 1.0]], ['2, k, 23', [0.2351975, -0.1315587, 1.0]], ['2, k, 24', [0.2658527, -0.03329846, 1.0]]]
[['2, k, 0', [0.01950803, -0.06028938, 1.0]], ['2, k, 1', [0.008963032, 0.2089256, 1.0]], ['2, k, 2', [-0.0001773358, 0.4701052, 1.0]], ['2, k, 3', [0.005221336, 0.6151041, 1.0]], ['2, k, 4', [-0.1640068, 0.3923208, 1.0]], ['2, k, 5', [-0.2192255, 0.150533, 1.0]], ['2, k, 6', [-0.1644716, 0.4328385, 1.0]], ['2, k, 7', [-0.1151819, 0.5079221, 1.0]], ['2, k, 8', [0.1895545, 0.3763612, 1.0]], ['2, k, 9', [0.2589675, 0.1572627, 1.0]], ['2, k, 10', [0.25679, -0.03802983, 1.0]], ['2, k, 11', [0.2373218, -0.06143649, 1.0]], ['2, k, 12', [-0.06438027, -0.06198324, 1.0]], ['2, k, 13', [-0.1052758, -0.1919658, 1.0]], ['2, k, 14', [-0.08201449, -0.5894191, 1.0]], ['2, k, 15', [-0.07785632, -0.6523053, 1.0]], ['2, k, 16', [0.1027804, -0.05653357, 1.0]], ['2, k, 17', [0.1699226, -0.202335, 1.0]], ['2, k, 18', [0.1197048, -0.5781272, 1.0]], ['2, k, 19', [0.1035675, -0.6466299, 1.0]], ['2, k, 20', [0.002108858, 0.4058976, 1.0]], ['2, k, 21', [-0.04997056, 0.565399, 1.0]], ['2, k, 22', [-0.1682305, 0.4997146, 1.0]], ['2, k, 23', [0.2328761, -0.1316521, 1.0]], ['2, k, 24', [0.266275, -0.03202518, 1.0]]]
[['2, k, 0', [0.01949401, -0.06018599, 1.0]], ['2, k, 1', [0.00903697, 0.2089934, 1.0]], ['2, k, 2', [-6.301559e-05, 0.4701004, 1.0]], ['2, k, 3', [0.005231251, 0.6151758, 1.0]], ['2, k, 4', [-0.1646012, 0.4000317, 1.0]], ['2, k, 5', [-0.2193612, 0.1507243, 1.0]], ['2, k, 6', [-0.16458, 0.4329264, 1.0]], ['2, k, 7', [-0.1152052, 0.5077451, 1.0]], ['2, k, 8', [0.1894706, 0.3764678, 1.0]], ['2, k, 9', [0.2589696, 0.1573192, 1.0]], ['2, k, 10', [0.2571191, -0.03832281, 1.0]], ['2, k, 11', [0.2376226, -0.06255501, 1.0]], ['2, k, 12', [-0.06440065, -0.06181707, 1.0]], ['2, k, 13', [-0.1052583, -0.1919261, 1.0]], ['2, k, 14', [-0.08194982, -0.5897653, 1.0]], ['2, k, 15', [-0.0776427, -0.6530237, 1.0]], ['2, k, 16', [0.1027724, -0.05648577, 1.0]], ['2, k, 17', [0.1699083, -0.2022371, 1.0]], ['2, k, 18', [0.1198145, -0.5780874, 1.0]], ['2, k, 19', [0.1034863, -0.6465547, 1.0]], ['2, k, 20', [0.002205651, 0.4059177, 1.0]], ['2, k, 21', [-0.05011103, 0.5658339, 1.0]], ['2, k, 22', [-0.1769262, 0.5265549, 1.0]], ['2, k, 23', [0.2362256, -0.1320029, 1.0]], ['2, k, 24', [0.1859067, -0.06493322, 1.0]]]
[['2, k, 0', [0.01985059, -0.06004611, 1.0]], ['2, k, 1', [0.00924325, 0.2090993, 1.0]], ['2, k, 2', [-3.086821e-05, 0.4701146, 1.0]], ['2, k, 3', [0.005198667, 0.615182, 1.0]], ['2, k, 4', [-0.1638791, 0.3998984, 1.0]], ['2, k, 5', [-0.2196098, 0.151009, 1.0]], ['2, k, 6', [-0.1643377, 0.4334713, 1.0]], ['2, k, 7', [-0.1147896, 0.5023116, 1.0]], ['2, k, 8', [0.1894765, 0.37647, 1.0]], ['2, k, 9', [0.2590256, 0.1577873, 1.0]], ['2, k, 10', [0.2571895, -0.03834241, 1.0]], ['2, k, 11', [0.2373103, -0.06125755, 1.0]], ['2, k, 12', [-0.06413583, -0.06167722, 1.0]], ['2, k, 13', [-0.1053487, -0.1920693, 1.0]], ['2, k, 14', [-0.08192006, -0.5892419, 1.0]], ['2, k, 15', [-0.07718488, -0.6551332, 1.0]], ['2, k, 16', [0.1032333, -0.05637226, 1.0]], ['2, k, 17', [0.1699098, -0.2022269, 1.0]], ['2, k, 18', [0.1197546, -0.5782404, 1.0]], ['2, k, 19', [0.1034682, -0.6466141, 1.0]], ['2, k, 20', [0.002266474, 0.4059523, 1.0]], ['2, k, 21', [-0.04958765, 0.5600095, 1.0]], ['2, k, 22', [-0.1519412, 0.5161675, 1.0]], ['2, k, 23', [0.2357938, -0.1303601, 1.0]], ['2, k, 24', [0.2661714, -0.03062704, 1.0]]]
[['2, k, 0', [0.01980088, -0.06005834, 1.0]], ['2, k, 1', [0.009063011, 0.2092617, 1.0]], ['2, k, 2', [-0.0006640357, 0.4705344, 1.0]], ['2, k, 3', [0.005195084, 0.6151748, 1.0]], ['2, k, 4', [-0.1647013, 0.4013001, 1.0]], ['2, k, 5', [-0.2201104, 0.1506667, 1.0]], ['2, k, 6', [-0.1658287, 0.4329289, 1.0]], ['2, k, 7', [-0.1246602, 0.4895274, 1.0]], ['2, k, 8', [0.1893811, 0.3764167, 1.0]], ['2, k, 9', [0.2592247, 0.1573536, 1.0]], ['2, k, 10', [0.2572258, -0.03841877, 1.0]], ['2, k, 11', [0.2382548, -0.07201426, 1.0]], ['2, k, 12', [-0.06416561, -0.06161815, 1.0]], ['2, k, 13', [-0.1050688, -0.1944704, 1.0]], ['2, k, 14', [-0.08163797, -0.5943374, 1.0]], ['2, k, 15', [-0.07727639, -0.65507, 1.0]], ['2, k, 16', [0.103158, -0.05648231, 1.0]], ['2, k, 17', [0.1699223, -0.2022112, 1.0]], ['2, k, 18', [0.1197937, -0.5781223, 1.0]], ['2, k, 19', [0.1034459, -0.6465781, 1.0]], ['2, k, 20', [0.001767029, 0.406315, 1.0]], ['2, k, 21', [-0.05424118, 0.5500518, 1.0]], ['2, k, 22', [-0.1788323, 0.4937937, 1.0]], ['2, k, 23', [0.2325453, -0.1418434, 1.0]], ['2, k, 24', [0.2662065, -0.03062319, 1.0]]]
[['2, k, 0', [0.01920041, -0.0599171, 1.0]], ['2, k, 1', [0.009015228, 0.2093108, 1.0]], ['2, k, 2', [-0.0005759205, 0.4705436, 1.0]], ['2, k, 3', [0.005190604, 0.6151656, 1.0]], ['2, k, 4', [-0.1655013, 0.4023263, 1.0]], ['2, k, 5', [-0.2203554, 0.1497753, 1.0]], ['2, k, 6', [-0.1646948, 0.4324005, 1.0]], ['2, k, 7', [-0.1213361, 0.479699, 1.0]], ['2, k, 8', [0.1894, 0.3764113, 1.0]], ['2, k, 9', [0.2591598, 0.1572044, 1.0]], ['2, k, 10', [0.2582814, -0.04320033, 1.0]], ['2, k, 11', [0.2379567, -0.06822567, 1.0]], ['2, k, 12', [-0.06467594, -0.06129096, 1.0]], ['2, k, 13', [-0.1050702, -0.1944593, 1.0]], ['2, k, 14', [-0.08127935, -0.5924328, 1.0]], ['2, k, 15', [-0.07704174, -0.6551201, 1.0]], ['2, k, 16', [0.1023816, -0.05654196, 1.0]], ['2, k, 17', [0.169925, -0.2022236, 1.0]], ['2, k, 18', [0.1197679, -0.5781871, 1.0]], ['2, k, 19', [0.104384, -0.6468499, 1.0]], ['2, k, 20', [0.001800501, 0.4063322, 1.0]], ['2, k, 21', [-0.0529892, 0.5445264, 1.0]], ['2, k, 22', [-0.1758006, 0.4879356, 1.0]], ['2, k, 23', [0.2351867, -0.1389598, 1.0]], ['2, k, 24', [0.2663125, -0.03066234, 1.0]]]
