[['2, k, 0', [-0.118302, -0.257216, 1.0]], ['2, k, 1', [-0.111585, 0.077875, 1.0]], ['2, k, 2', [-0.104312, 0.403458, 1.0]], ['2, k, 3', [-0.0615913, 0.548578, 1.0]], ['2, k, 4', [-0.283593, 0.299598, 1.0]], ['2, k, 5', [-0.355841, 0.00795838, 1.0]], ['2, k, 6', [-0.387225, -0.230278, 1.0]], ['2, k, 7', [-0.381855, -0.287889, 1.0]], ['2, k, 8', [0.0716312, 0.307277, 1.0]], ['2, k, 9', [0.125281, 0.0519419, 1.0]], ['2, k, 10', [0.0779096, 0.161601, 1.0]], ['2, k, 11', [0.0647477, 0.173457, 1.0]], ['2, k, 12', [-0.197576, -0.255039, 1.0]], ['2, k, 13', [-0.262799, -0.653015, 1.0]], ['2, k, 14', [-0.328317, -1.03122, 1.0]], ['2, k, 15', [-0.355225, -1.09082, 1.0]], ['2, k, 16', [-0.0353928, -0.251476, 1.0]], ['2, k, 17', [0.0448966, -0.637202, 1.0]], ['2, k, 18', [0.0822789, -1.01011, 1.0]], ['2, k, 19', [0.0933838, -1.0791, 1.0]], ['2, k, 20', [-0.106231, 0.323462, 1.0]], ['2, k, 21', [-0.385128, -0.342586, 1.0]], ['2, k, 22', [-0.358445, -0.28492, 1.0]], ['2, k, 23', [0.0522126, 0.189037, 1.0]], ['2, k, 24', [0.0313298, 0.201259, 1.0]]]
[['2, k, 0', [-0.0363892, -0.246633, 1.0]], ['2, k, 1', [-0.0829459, 0.0564324, 1.0]], ['2, k, 2', [-0.124538, 0.352583, 1.0]], ['2, k, 3', [-0.140127, 0.456991, 1.0]], ['2, k, 4', [-0.297929, 0.256077, 1.0]], ['2, k, 5', [-0.365014, 0.00746001, 1.0]], ['2, k, 6', [-0.42553, -0.237598, 1.0]], ['2, k, 7', [-0.420021, -0.32762, 1.0]], ['2, k, 8', [0.0552557, 0.292548, 1.0]], ['2, k, 9', [0.192517, 0.0586878, 1.0]], ['2, k, 10', [0.212976, 0.0934937, 1.0]], ['2, k, 11', [0.213499, 0.105167, 1.0]], ['2, k, 12', [-0.116449, -0.257514, 1.0]], ['2, k, 13', [-0.215926, -0.646129, 1.0]], ['2, k, 14', [-0.326036, -1.0282, 1.0]], ['2, k, 15', [-0.351244, -1.08667, 1.0]], ['2, k, 16', [0.0448481, -0.228391, 1.0]], ['2, k, 17', [0.114553, -0.632944, 1.0]], ['2, k, 18', [0.095164, -1.00584, 1.0]], ['2, k, 19', [0.0948073, -1.07325, 1.0]], ['2, k, 20', [-0.115153, 0.280709, 1.0]], ['2, k, 21', [-0.412954, -0.392972, 1.0]], ['2, k, 22', [-0.393391, -0.324759, 1.0]], ['2, k, 23', [0.19601, 0.12184, 1.0]], ['2, k, 24', [0.228078, 0.0712344, 1.0]]]
[['2, k, 0', [-0.0368559, -0.244841, 1.0]], ['2, k, 1', [-0.0827016, 0.0557846, 1.0]], ['2, k, 2', [-0.124526, 0.349718, 1.0]], ['2, k, 3', [-0.139826, 0.454818, 1.0]], ['2, k, 4', [-0.298087, 0.256453, 1.0]], ['2, k, 5', [-0.363927, 0.00798622, 1.0]], ['2, k, 6', [-0.423747, -0.237985, 1.0]], ['2, k, 7', [-0.420618, -0.327709, 1.0]], ['2, k, 8', [0.0557904, 0.288778, 1.0]], ['2, k, 9', [0.192802, 0.0577987, 1.0]], ['2, k, 10', [0.21015, 0.091029, 1.0]], ['2, k, 11', [0.208895, 0.100286, 1.0]], ['2, k, 12', [-0.117689, -0.255618, 1.0]], ['2, k, 13', [-0.216215, -0.646323, 1.0]], ['2, k, 14', [-0.325877, -1.02872, 1.0]], ['2, k, 15', [-0.351284, -1.08669, 1.0]], ['2, k, 16', [0.045092, -0.226764, 1.0]], ['2, k, 17', [0.115312, -0.628186, 1.0]], ['2, k, 18', [0.0955947, -1.00585, 1.0]], ['2, k, 19', [0.095646, -1.07359, 1.0]], ['2, k, 20', [-0.114936, 0.278663, 1.0]], ['2, k, 21', [-0.411473, -0.393766, 1.0]], ['2, k, 22', [-0.393955, -0.324501, 1.0]], ['2, k, 23', [0.190559, 0.117538, 1.0]], ['2, k, 24', [0.232063, 0.0702861, 1.0]]]
[['2, k, 0', [-0.0384188, -0.243352, 1.0]], ['2, k, 1', [-0.0824308, 0.055532, 1.0]], ['2, k, 2', [-0.123398, 0.347872, 1.0]], ['2, k, 3', [-0.138355, 0.449381, 1.0]], ['2, k, 4', [-0.298116, 0.256841, 1.0]], ['2, k, 5', [-0.363051, 0.00848781, 1.0]], ['2, k, 6', [-0.42295, -0.238108, 1.0]], ['2, k, 7', [-0.422059, -0.326224, 1.0]], ['2, k, 8', [0.0574259, 0.285232, 1.0]], ['2, k, 9', [0.192388, 0.0555378, 1.0]], ['2, k, 10', [0.207094, 0.0866335, 1.0]], ['2, k, 11', [0.205575, 0.0966119, 1.0]], ['2, k, 12', [-0.118748, -0.252791, 1.0]], ['2, k, 13', [-0.219078, -0.651656, 1.0]], ['2, k, 14', [-0.325592, -1.02908, 1.0]], ['2, k, 15', [-0.35133, -1.08754, 1.0]], ['2, k, 16', [0.0431085, -0.226443, 1.0]], ['2, k, 17', [0.115996, -0.625652, 1.0]], ['2, k, 18', [0.0966549, -1.0055, 1.0]], ['2, k, 19', [0.0957277, -1.07384, 1.0]], ['2, k, 20', [-0.114082, 0.277267, 1.0]], ['2, k, 21', [-0.414781, -0.393774, 1.0]], ['2, k, 22', [-0.394579, -0.328553, 1.0]], ['2, k, 23', [0.183473, 0.112728, 1.0]], ['2, k, 24', [0.225955, 0.0660161, 1.0]]]
[['2, k, 0', [-0.0411978, -0.242971, 1.0]], ['2, k, 1', [-0.0822569, 0.0547334, 1.0]], ['2, k, 2', [-0.121196, 0.344874, 1.0]], ['2, k, 3', [-0.137968, 0.445256, 1.0]], ['2, k, 4', [-0.298211, 0.257028, 1.0]], ['2, k, 5', [-0.362611, 0.00865654, 1.0]], ['2, k, 6', [-0.422898, -0.238081, 1.0]], ['2, k, 7', [-0.426749, -0.323051, 1.0]], ['2, k, 8', [0.0582791, 0.281475, 1.0]], ['2, k, 9', [0.19295, 0.0531056, 1.0]], ['2, k, 10', [0.204687, 0.0832201, 1.0]], ['2, k, 11', [0.202856, 0.0907581, 1.0]], ['2, k, 12', [-0.120894, -0.251865, 1.0]], ['2, k, 13', [-0.222251, -0.65267, 1.0]], ['2, k, 14', [-0.324663, -1.0277, 1.0]], ['2, k, 15', [-0.351633, -1.0872, 1.0]], ['2, k, 16', [0.0397441, -0.226759, 1.0]], ['2, k, 17', [0.114811, -0.625914, 1.0]], ['2, k, 18', [0.097344, -1.00496, 1.0]], ['2, k, 19', [0.0960552, -1.07402, 1.0]], ['2, k, 20', [-0.11251, 0.274866, 1.0]], ['2, k, 21', [-0.420154, -0.386523, 1.0]], ['2, k, 22', [-0.399414, -0.32877, 1.0]], ['2, k, 23', [0.180742, 0.106279, 1.0]], ['2, k, 24', [0.229369, 0.0662678, 1.0]]]
[['2, k, 0', [-0.0459973, -0.244599, 1.0]], ['2, k, 1', [-0.0827729, 0.0537048, 1.0]], ['2, k, 2', [-0.119621, 0.343391, 1.0]], ['2, k, 3', [-0.135982, 0.44046, 1.0]], ['2, k, 4', [-0.294815, 0.251819, 1.0]], ['2, k, 5', [-0.363114, 0.00526079, 1.0]], ['2, k, 6', [-0.423017, -0.237654, 1.0]], ['2, k, 7', [-0.429963, -0.322287, 1.0]], ['2, k, 8', [0.0592568, 0.277712, 1.0]], ['2, k, 9', [0.161883, 0.0778426, 1.0]], ['2, k, 10', [0.173608, 0.111487, 1.0]], ['2, k, 11', [0.199518, 0.0850074, 1.0]], ['2, k, 12', [-0.124867, -0.252954, 1.0]], ['2, k, 13', [-0.225249, -0.652241, 1.0]], ['2, k, 14', [-0.324287, -1.02856, 1.0]], ['2, k, 15', [-0.351729, -1.08738, 1.0]], ['2, k, 16', [0.0341813, -0.228974, 1.0]], ['2, k, 17', [0.11308, -0.627424, 1.0]], ['2, k, 18', [0.0973833, -1.00485, 1.0]], ['2, k, 19', [0.0960601, -1.07416, 1.0]], ['2, k, 20', [-0.1115, 0.273426, 1.0]], ['2, k, 21', [-0.423766, -0.383701, 1.0]], ['2, k, 22', [-0.40041, -0.324049, 1.0]], ['2, k, 23', [0.179447, 0.105764, 1.0]], ['2, k, 24', [0.22435, 0.0574236, 1.0]]]
[['2, k, 0', [-0.0519508, -0.244844, 1.0]], ['2, k, 1', [-0.0835478, 0.053085, 1.0]], ['2, k, 2', [-0.117403, 0.341581, 1.0]], ['2, k, 3', [-0.13479, 0.438622, 1.0]], ['2, k, 4', [-0.295458, 0.25403, 1.0]], ['2, k, 5', [-0.363198, 0.00820013, 1.0]], ['2, k, 6', [-0.424023, -0.236782, 1.0]], ['2, k, 7', [-0.434575, -0.317704, 1.0]], ['2, k, 8', [0.0603267, 0.275136, 1.0]], ['2, k, 9', [0.165593, 0.0711477, 1.0]], ['2, k, 10', [0.177301, 0.104821, 1.0]], ['2, k, 11', [0.19761, 0.078368, 1.0]], ['2, k, 12', [-0.131272, -0.252075, 1.0]], ['2, k, 13', [-0.232287, -0.65663, 1.0]], ['2, k, 14', [-0.3241, -1.02938, 1.0]], ['2, k, 15', [-0.351339, -1.08821, 1.0]], ['2, k, 16', [0.0286531, -0.23021, 1.0]], ['2, k, 17', [0.109485, -0.625762, 1.0]], ['2, k, 18', [0.0973938, -1.00463, 1.0]], ['2, k, 19', [0.0960792, -1.07413, 1.0]], ['2, k, 20', [-0.110236, 0.271793, 1.0]], ['2, k, 21', [-0.429165, -0.383674, 1.0]], ['2, k, 22', [-0.407659, -0.32491, 1.0]], ['2, k, 23', [0.179908, 0.0909732, 1.0]], ['2, k, 24', [0.228651, 0.052918, 1.0]]]
[['2, k, 0', [-0.0567288, -0.244974, 1.0]], ['2, k, 1', [-0.0858282, 0.0544311, 1.0]], ['2, k, 2', [-0.117777, 0.346483, 1.0]], ['2, k, 3', [-0.133905, 0.438089, 1.0]], ['2, k, 4', [-0.295993, 0.255654, 1.0]], ['2, k, 5', [-0.36394, 0.0105041, 1.0]], ['2, k, 6', [-0.428813, -0.232917, 1.0]], ['2, k, 7', [-0.442957, -0.309601, 1.0]], ['2, k, 8', [0.0616398, 0.273016, 1.0]], ['2, k, 9', [0.165073, 0.070987, 1.0]], ['2, k, 10', [0.176783, 0.104661, 1.0]], ['2, k, 11', [0.195622, 0.0745304, 1.0]], ['2, k, 12', [-0.13711, -0.251584, 1.0]], ['2, k, 13', [-0.23722, -0.659247, 1.0]], ['2, k, 14', [-0.325237, -1.0305, 1.0]], ['2, k, 15', [-0.351272, -1.08832, 1.0]], ['2, k, 16', [0.025039, -0.230862, 1.0]], ['2, k, 17', [0.104303, -0.625023, 1.0]], ['2, k, 18', [0.0972497, -1.00458, 1.0]], ['2, k, 19', [0.0961208, -1.07414, 1.0]], ['2, k, 20', [-0.110874, 0.274878, 1.0]], ['2, k, 21', [-0.436713, -0.371221, 1.0]], ['2, k, 22', [-0.414883, -0.334291, 1.0]], ['2, k, 23', [0.172269, 0.0913545, 1.0]], ['2, k, 24', [0.223356, 0.0443461, 1.0]]]
[['2, k, 0', [-0.0664366, -0.245628, 1.0]], ['2, k, 1', [-0.0881921, 0.0534028, 1.0]], ['2, k, 2', [-0.116574, 0.344619, 1.0]], ['2, k, 3', [-0.13039, 0.434084, 1.0]], ['2, k, 4', [-0.294414, 0.255354, 1.0]], ['2, k, 5', [-0.366778, 0.0124657, 1.0]], ['2, k, 6', [-0.435232, -0.229464, 1.0]], ['2, k, 7', [-0.451047, -0.30181, 1.0]], ['2, k, 8', [0.0624047, 0.270983, 1.0]], ['2, k, 9', [0.181363, 0.11443, 1.0]], ['2, k, 10', [0.189271, 0.0915675, 1.0]], ['2, k, 11', [0.194298, 0.071607, 1.0]], ['2, k, 12', [-0.146483, -0.251392, 1.0]], ['2, k, 13', [-0.243548, -0.65947, 1.0]], ['2, k, 14', [-0.326373, -1.03097, 1.0]], ['2, k, 15', [-0.351202, -1.08787, 1.0]], ['2, k, 16', [0.0154887, -0.23247, 1.0]], ['2, k, 17', [0.0974778, -0.622473, 1.0]], ['2, k, 18', [0.0969257, -1.00424, 1.0]], ['2, k, 19', [0.0961312, -1.07414, 1.0]], ['2, k, 20', [-0.11046, 0.273435, 1.0]], ['2, k, 21', [-0.446801, -0.363935, 1.0]], ['2, k, 22', [-0.426354, -0.313301, 1.0]], ['2, k, 23', [0.17558, 0.0788878, 1.0]], ['2, k, 24', [0.217919, 0.0397948, 1.0]]]
[['2, k, 0', [-0.0788602, -0.244743, 1.0]], ['2, k, 1', [-0.0911199, 0.0524842, 1.0]], ['2, k, 2', [-0.114145, 0.342152, 1.0]], ['2, k, 3', [-0.129398, 0.43433, 1.0]], ['2, k, 4', [-0.29303, 0.256627, 1.0]], ['2, k, 5', [-0.370312, 0.0168086, 1.0]], ['2, k, 6', [-0.441938, -0.222906, 1.0]], ['2, k, 7', [-0.460226, -0.295075, 1.0]], ['2, k, 8', [0.0635763, 0.269028, 1.0]], ['2, k, 9', [0.172671, 0.106938, 1.0]], ['2, k, 10', [0.186377, 0.0882041, 1.0]], ['2, k, 11', [0.194697, 0.0689124, 1.0]], ['2, k, 12', [-0.161128, -0.247858, 1.0]], ['2, k, 13', [-0.253588, -0.659627, 1.0]], ['2, k, 14', [-0.327071, -1.0311, 1.0]], ['2, k, 15', [-0.351233, -1.08777, 1.0]], ['2, k, 16', [0.00506486, -0.233848, 1.0]], ['2, k, 17', [0.0909804, -0.625924, 1.0]], ['2, k, 18', [0.0969254, -1.00416, 1.0]], ['2, k, 19', [0.0959774, -1.07446, 1.0]], ['2, k, 20', [-0.109513, 0.271717, 1.0]], ['2, k, 21', [-0.453837, -0.358149, 1.0]], ['2, k, 22', [-0.432614, -0.30105, 1.0]], ['2, k, 23', [0.178656, 0.0737722, 1.0]], ['2, k, 24', [0.223676, 0.0400989, 1.0]]]
[['2, k, 0', [-0.0902763, -0.243861, 1.0]], ['2, k, 1', [-0.0991925, 0.0555341, 1.0]], ['2, k, 2', [-0.115146, 0.345721, 1.0]], ['2, k, 3', [-0.126262, 0.43483, 1.0]], ['2, k, 4', [-0.292855, 0.258925, 1.0]], ['2, k, 5', [-0.374981, 0.0224343, 1.0]], ['2, k, 6', [-0.450779, -0.210217, 1.0]], ['2, k, 7', [-0.468783, -0.283859, 1.0]], ['2, k, 8', [0.0642035, 0.268141, 1.0]], ['2, k, 9', [0.169184, 0.103587, 1.0]], ['2, k, 10', [0.175504, 0.0654311, 1.0]], ['2, k, 11', [0.195289, 0.0670656, 1.0]], ['2, k, 12', [-0.171774, -0.24503, 1.0]], ['2, k, 13', [-0.259903, -0.659869, 1.0]], ['2, k, 14', [-0.32836, -1.02905, 1.0]], ['2, k, 15', [-0.35127, -1.08759, 1.0]], ['2, k, 16', [-0.00650277, -0.235266, 1.0]], ['2, k, 17', [0.0785873, -0.635646, 1.0]], ['2, k, 18', [0.0962693, -1.00325, 1.0]], ['2, k, 19', [0.0959723, -1.07458, 1.0]], ['2, k, 20', [-0.111262, 0.274523, 1.0]], ['2, k, 21', [-0.468338, -0.346292, 1.0]], ['2, k, 22', [-0.441759, -0.278081, 1.0]], ['2, k, 23', [0.188724, 0.0595425, 1.0]], ['2, k, 24', [0.231018, 0.044932, 1.0]]]
[['2, k, 0', [-0.10815, -0.241203, 1.0]], ['2, k, 1', [-0.104359, 0.0546327, 1.0]], ['2, k, 2', [-0.113969, 0.344033, 1.0]], ['2, k, 3', [-0.121592, 0.431834, 1.0]], ['2, k, 4', [-0.29138, 0.262899, 1.0]], ['2, k, 5', [-0.379505, 0.0296353, 1.0]], ['2, k, 6', [-0.457179, -0.205334, 1.0]], ['2, k, 7', [-0.477804, -0.276258, 1.0]], ['2, k, 8', [0.0653758, 0.266782, 1.0]], ['2, k, 9', [0.16533, 0.0973895, 1.0]], ['2, k, 10', [0.179472, 0.0716336, 1.0]], ['2, k, 11', [0.196958, 0.0666402, 1.0]], ['2, k, 12', [-0.189422, -0.238993, 1.0]], ['2, k, 13', [-0.267689, -0.662023, 1.0]], ['2, k, 14', [-0.328743, -1.02905, 1.0]], ['2, k, 15', [-0.351636, -1.08685, 1.0]], ['2, k, 16', [-0.0243677, -0.236099, 1.0]], ['2, k, 17', [0.0725311, -0.637618, 1.0]], ['2, k, 18', [0.0940091, -0.999866, 1.0]], ['2, k, 19', [0.0953321, -1.0735, 1.0]], ['2, k, 20', [-0.111211, 0.273511, 1.0]], ['2, k, 21', [-0.479678, -0.338163, 1.0]], ['2, k, 22', [-0.452972, -0.304165, 1.0]], ['2, k, 23', [0.185052, 0.0754223, 1.0]], ['2, k, 24', [0.219357, 0.0313902, 1.0]]]
[['2, k, 0', [-0.124547, -0.240072, 1.0]], ['2, k, 1', [-0.11146, 0.0536545, 1.0]], ['2, k, 2', [-0.112943, 0.342442, 1.0]], ['2, k, 3', [-0.117244, 0.431625, 1.0]], ['2, k, 4', [-0.290446, 0.266047, 1.0]], ['2, k, 5', [-0.38549, 0.0373475, 1.0]], ['2, k, 6', [-0.468207, -0.193199, 1.0]], ['2, k, 7', [-0.489301, -0.269125, 1.0]], ['2, k, 8', [0.0660812, 0.265536, 1.0]], ['2, k, 9', [0.163059, 0.0945866, 1.0]], ['2, k, 10', [0.202182, 0.0919832, 1.0]], ['2, k, 11', [0.201304, 0.0676932, 1.0]], ['2, k, 12', [-0.204134, -0.234819, 1.0]], ['2, k, 13', [-0.273731, -0.663686, 1.0]], ['2, k, 14', [-0.3299, -1.02964, 1.0]], ['2, k, 15', [-0.351903, -1.08646, 1.0]], ['2, k, 16', [-0.0418992, -0.238375, 1.0]], ['2, k, 17', [0.0612417, -0.640555, 1.0]], ['2, k, 18', [0.0925493, -0.999814, 1.0]], ['2, k, 19', [0.0950695, -1.07372, 1.0]], ['2, k, 20', [-0.111389, 0.272389, 1.0]], ['2, k, 21', [-0.488472, -0.330176, 1.0]], ['2, k, 22', [-0.461585, -0.27606, 1.0]], ['2, k, 23', [0.188472, 0.0634898, 1.0]], ['2, k, 24', [0.225846, 0.0363711, 1.0]]]
[['2, k, 0', [-0.140221, -0.240245, 1.0]], ['2, k, 1', [-0.118216, 0.0530843, 1.0]], ['2, k, 2', [-0.111947, 0.341572, 1.0]], ['2, k, 3', [-0.113176, 0.43042, 1.0]], ['2, k, 4', [-0.290718, 0.269378, 1.0]], ['2, k, 5', [-0.389121, 0.0422209, 1.0]], ['2, k, 6', [-0.476751, -0.187474, 1.0]], ['2, k, 7', [-0.500314, -0.261111, 1.0]], ['2, k, 8', [0.0666392, 0.261721, 1.0]], ['2, k, 9', [0.16649, 0.0859858, 1.0]], ['2, k, 10', [0.20546, 0.0478236, 1.0]], ['2, k, 11', [0.205644, 0.0665059, 1.0]], ['2, k, 12', [-0.22017, -0.231452, 1.0]], ['2, k, 13', [-0.279478, -0.663555, 1.0]], ['2, k, 14', [-0.332465, -1.02832, 1.0]], ['2, k, 15', [-0.352175, -1.08624, 1.0]], ['2, k, 16', [-0.0568381, -0.241913, 1.0]], ['2, k, 17', [0.0508279, -0.643171, 1.0]], ['2, k, 18', [0.0905004, -1.00209, 1.0]], ['2, k, 19', [0.0948446, -1.07407, 1.0]], ['2, k, 20', [-0.111531, 0.271796, 1.0]], ['2, k, 21', [-0.502782, -0.321151, 1.0]], ['2, k, 22', [-0.474738, -0.27586, 1.0]], ['2, k, 23', [0.185306, 0.0808575, 1.0]], ['2, k, 24', [0.230033, 0.0341742, 1.0]]]
[['2, k, 0', [-0.155451, -0.238739, 1.0]], ['2, k, 1', [-0.131509, 0.0585702, 1.0]], ['2, k, 2', [-0.114019, 0.346438, 1.0]], ['2, k, 3', [-0.110058, 0.430851, 1.0]], ['2, k, 4', [-0.290714, 0.273342, 1.0]], ['2, k, 5', [-0.39301, 0.0477639, 1.0]], ['2, k, 6', [-0.486494, -0.180836, 1.0]], ['2, k, 7', [-0.511811, -0.253733, 1.0]], ['2, k, 8', [0.0664401, 0.261556, 1.0]], ['2, k, 9', [0.168283, 0.0833108, 1.0]], ['2, k, 10', [0.203775, 0.0720176, 1.0]], ['2, k, 11', [0.21075, 0.0668555, 1.0]], ['2, k, 12', [-0.233779, -0.227805, 1.0]], ['2, k, 13', [-0.285809, -0.660436, 1.0]], ['2, k, 14', [-0.333121, -1.02587, 1.0]], ['2, k, 15', [-0.353565, -1.08468, 1.0]], ['2, k, 16', [-0.0729104, -0.242784, 1.0]], ['2, k, 17', [0.0394071, -0.643198, 1.0]], ['2, k, 18', [0.0887128, -1.00309, 1.0]], ['2, k, 19', [0.0947682, -1.07398, 1.0]], ['2, k, 20', [-0.116254, 0.27638, 1.0]], ['2, k, 21', [-0.512113, -0.316993, 1.0]], ['2, k, 22', [-0.483505, -0.250054, 1.0]], ['2, k, 23', [0.19527, 0.0756418, 1.0]], ['2, k, 24', [0.233467, 0.0342824, 1.0]]]
[['2, k, 0', [-0.169904, -0.24078, 1.0]], ['2, k, 1', [-0.137631, 0.0570857, 1.0]], ['2, k, 2', [-0.114306, 0.345805, 1.0]], ['2, k, 3', [-0.105847, 0.432581, 1.0]], ['2, k, 4', [-0.291329, 0.276748, 1.0]], ['2, k, 5', [-0.398173, 0.0538261, 1.0]], ['2, k, 6', [-0.495978, -0.175758, 1.0]], ['2, k, 7', [-0.522797, -0.245752, 1.0]], ['2, k, 8', [0.066149, 0.258293, 1.0]], ['2, k, 9', [0.169965, 0.0765127, 1.0]], ['2, k, 10', [0.209771, 0.0564389, 1.0]], ['2, k, 11', [0.215286, 0.0644581, 1.0]], ['2, k, 12', [-0.248419, -0.227725, 1.0]], ['2, k, 13', [-0.287001, -0.660159, 1.0]], ['2, k, 14', [-0.335324, -1.02392, 1.0]], ['2, k, 15', [-0.354819, -1.08289, 1.0]], ['2, k, 16', [-0.0866296, -0.246777, 1.0]], ['2, k, 17', [0.029653, -0.647044, 1.0]], ['2, k, 18', [0.0880388, -1.00896, 1.0]], ['2, k, 19', [0.0944514, -1.07448, 1.0]], ['2, k, 20', [-0.118017, 0.275454, 1.0]], ['2, k, 21', [-0.52851, -0.307812, 1.0]], ['2, k, 22', [-0.496108, -0.25778, 1.0]], ['2, k, 23', [0.201061, 0.0826431, 1.0]], ['2, k, 24', [0.232242, 0.0309508, 1.0]]]
[['2, k, 0', [-0.181047, -0.244108, 1.0]], ['2, k, 1', [-0.141561, 0.0558455, 1.0]], ['2, k, 2', [-0.113578, 0.345638, 1.0]], ['2, k, 3', [-0.104392, 0.435237, 1.0]], ['2, k, 4', [-0.291159, 0.278131, 1.0]], ['2, k, 5', [-0.401285, 0.0564314, 1.0]], ['2, k, 6', [-0.503849, -0.164135, 1.0]], ['2, k, 7', [-0.533656, -0.240306, 1.0]], ['2, k, 8', [0.0642495, 0.252232, 1.0]], ['2, k, 9', [0.171395, 0.0655846, 1.0]], ['2, k, 10', [0.228289, -0.00401042, 1.0]], ['2, k, 11', [0.219058, 0.0629781, 1.0]], ['2, k, 12', [-0.259689, -0.229253, 1.0]], ['2, k, 13', [-0.291551, -0.658229, 1.0]], ['2, k, 14', [-0.335974, -1.02238, 1.0]], ['2, k, 15', [-0.356193, -1.08222, 1.0]], ['2, k, 16', [-0.0972884, -0.25192, 1.0]], ['2, k, 17', [0.0185706, -0.649095, 1.0]], ['2, k, 18', [0.0872351, -1.01231, 1.0]], ['2, k, 19', [0.0943659, -1.07474, 1.0]], ['2, k, 20', [-0.118495, 0.275091, 1.0]], ['2, k, 21', [-0.538146, -0.299433, 1.0]], ['2, k, 22', [-0.507209, -0.247778, 1.0]], ['2, k, 23', [0.20096, 0.0839304, 1.0]], ['2, k, 24', [0.237179, 0.0298801, 1.0]]]
[['2, k, 0', [-0.190644, -0.244956, 1.0]], ['2, k, 1', [-0.147233, 0.0553874, 1.0]], ['2, k, 2', [-0.114217, 0.34607, 1.0]], ['2, k, 3', [-0.103315, 0.438033, 1.0]], ['2, k, 4', [-0.291696, 0.279857, 1.0]], ['2, k, 5', [-0.40554, 0.0597787, 1.0]], ['2, k, 6', [-0.51631, -0.166839, 1.0]], ['2, k, 7', [-0.542933, -0.236723, 1.0]], ['2, k, 8', [0.0635256, 0.251757, 1.0]], ['2, k, 9', [0.170929, 0.0627861, 1.0]], ['2, k, 10', [0.226645, 0.0399864, 1.0]], ['2, k, 11', [0.222336, 0.0635092, 1.0]], ['2, k, 12', [-0.268761, -0.229501, 1.0]], ['2, k, 13', [-0.307034, -0.653958, 1.0]], ['2, k, 14', [-0.336236, -1.01562, 1.0]], ['2, k, 15', [-0.356831, -1.08146, 1.0]], ['2, k, 16', [-0.10691, -0.253254, 1.0]], ['2, k, 17', [0.00879276, -0.656622, 1.0]], ['2, k, 18', [0.085217, -1.014, 1.0]], ['2, k, 19', [0.0944041, -1.07461, 1.0]], ['2, k, 20', [-0.120733, 0.275082, 1.0]], ['2, k, 21', [-0.546024, -0.301719, 1.0]], ['2, k, 22', [-0.51506, -0.228482, 1.0]], ['2, k, 23', [0.208151, 0.0747717, 1.0]], ['2, k, 24', [0.23747, 0.0259453, 1.0]]]
[['2, k, 0', [-0.20171, -0.246736, 1.0]], ['2, k, 1', [-0.152803, 0.0551464, 1.0]], ['2, k, 2', [-0.114821, 0.347185, 1.0]], ['2, k, 3', [-0.103226, 0.44142, 1.0]], ['2, k, 4', [-0.292776, 0.283402, 1.0]], ['2, k, 5', [-0.40867, 0.0620567, 1.0]], ['2, k, 6', [-0.522118, -0.165203, 1.0]], ['2, k, 7', [-0.550688, -0.233487, 1.0]], ['2, k, 8', [0.0621029, 0.249513, 1.0]], ['2, k, 9', [0.169988, 0.0555277, 1.0]], ['2, k, 10', [0.226241, 0.0395131, 1.0]], ['2, k, 11', [0.226071, 0.0632994, 1.0]], ['2, k, 12', [-0.27847, -0.230121, 1.0]], ['2, k, 13', [-0.315755, -0.655404, 1.0]], ['2, k, 14', [-0.336535, -1.01534, 1.0]], ['2, k, 15', [-0.357501, -1.08109, 1.0]], ['2, k, 16', [-0.119056, -0.256214, 1.0]], ['2, k, 17', [0.00376958, -0.657654, 1.0]], ['2, k, 18', [0.0828265, -1.01523, 1.0]], ['2, k, 19', [0.0944647, -1.07469, 1.0]], ['2, k, 20', [-0.122707, 0.275636, 1.0]], ['2, k, 21', [-0.557261, -0.29654, 1.0]], ['2, k, 22', [-0.523203, -0.248063, 1.0]], ['2, k, 23', [0.2108, 0.0787529, 1.0]], ['2, k, 24', [0.242151, 0.0284534, 1.0]]]
