[['2, k, 0', [-0.153132, -0.245294, 1.0]], ['2, k, 1', [-0.171021, 0.0800496, 1.0]], ['2, k, 2', [-0.187336, 0.396476, 1.0]], ['2, k, 3', [-0.205563, 0.536866, 1.0]], ['2, k, 4', [-0.367508, 0.284313, 1.0]], ['2, k, 5', [-0.396239, 0.00272391, 1.0]], ['2, k, 6', [-0.437801, -0.24798, 1.0]], ['2, k, 7', [-0.426731, -0.304356, 1.0]], ['2, k, 8', [-0.013398, 0.29649, 1.0]], ['2, k, 9', [0.0790129, 0.0310939, 1.0]], ['2, k, 10', [0.142679, -0.219136, 1.0]], ['2, k, 11', [0.141443, -0.283056, 1.0]], ['2, k, 12', [-0.23162, -0.244323, 1.0]], ['2, k, 13', [-0.291042, -0.644769, 1.0]], ['2, k, 14', [-0.321308, -1.01711, 1.0]], ['2, k, 15', [-0.346191, -1.08594, 1.0]], ['2, k, 16', [-0.0700378, -0.238931, 1.0]], ['2, k, 17', [0.0348967, -0.654889, 1.0]], ['2, k, 18', [0.0990314, -1.01741, 1.0]], ['2, k, 19', [0.109802, -1.08008, 1.0]], ['2, k, 20', [-0.183517, 0.318697, 1.0]], ['2, k, 21', [-0.420969, -0.372234, 1.0]], ['2, k, 22', [-0.401791, -0.30249, 1.0]], ['2, k, 23', [0.137603, -0.356744, 1.0]], ['2, k, 24', [0.113127, -0.284619, 1.0]]]
[['2, k, 0', [-0.091675, -0.25934, 1.0]], ['2, k, 1', [-0.0873689, 0.0566734, 1.0]], ['2, k, 2', [-0.0836328, 0.36455, 1.0]], ['2, k, 3', [-0.0821251, 0.471248, 1.0]], ['2, k, 4', [-0.26719, 0.292788, 1.0]], ['2, k, 5', [-0.341074, 0.0240121, 1.0]], ['2, k, 6', [-0.417292, -0.218864, 1.0]], ['2, k, 7', [-0.428582, -0.265251, 1.0]], ['2, k, 8', [0.0881228, 0.27449, 1.0]], ['2, k, 9', [0.155854, 0.00454615, 1.0]], ['2, k, 10', [0.191187, -0.23728, 1.0]], ['2, k, 11', [0.17049, -0.29722, 1.0]], ['2, k, 12', [-0.171811, -0.252899, 1.0]], ['2, k, 13', [-0.260605, -0.663337, 1.0]], ['2, k, 14', [-0.323007, -1.0256, 1.0]], ['2, k, 15', [-0.341303, -1.08703, 1.0]], ['2, k, 16', [-0.00888479, -0.258003, 1.0]], ['2, k, 17', [0.0654662, -0.647356, 1.0]], ['2, k, 18', [0.111273, -1.01273, 1.0]], ['2, k, 19', [0.110669, -1.08128, 1.0]], ['2, k, 20', [-0.0846022, 0.288818, 1.0]], ['2, k, 21', [-0.431543, -0.327921, 1.0]], ['2, k, 22', [-0.402575, -0.29233, 1.0]], ['2, k, 23', [0.164315, -0.364431, 1.0]], ['2, k, 24', [0.140842, -0.289649, 1.0]]]
[['2, k, 0', [-0.0923876, -0.258867, 1.0]], ['2, k, 1', [-0.0894033, 0.0576046, 1.0]], ['2, k, 2', [-0.0871213, 0.365851, 1.0]], ['2, k, 3', [-0.0884816, 0.479062, 1.0]], ['2, k, 4', [-0.271904, 0.291889, 1.0]], ['2, k, 5', [-0.345094, 0.024779, 1.0]], ['2, k, 6', [-0.423907, -0.217119, 1.0]], ['2, k, 7', [-0.435182, -0.264529, 1.0]], ['2, k, 8', [0.0833018, 0.276332, 1.0]], ['2, k, 9', [0.150308, 0.00678559, 1.0]], ['2, k, 10', [0.181783, -0.234133, 1.0]], ['2, k, 11', [0.162495, -0.296325, 1.0]], ['2, k, 12', [-0.172492, -0.25274, 1.0]], ['2, k, 13', [-0.261136, -0.661641, 1.0]], ['2, k, 14', [-0.323349, -1.02585, 1.0]], ['2, k, 15', [-0.341347, -1.08714, 1.0]], ['2, k, 16', [-0.00964834, -0.2571, 1.0]], ['2, k, 17', [0.0648689, -0.646938, 1.0]], ['2, k, 18', [0.111247, -1.01236, 1.0]], ['2, k, 19', [0.1124, -1.08188, 1.0]], ['2, k, 20', [-0.0877171, 0.290038, 1.0]], ['2, k, 21', [-0.438656, -0.325791, 1.0]], ['2, k, 22', [-0.40893, -0.294765, 1.0]], ['2, k, 23', [0.155237, -0.362905, 1.0]], ['2, k, 24', [0.129023, -0.299775, 1.0]]]
[['2, k, 0', [-0.0937487, -0.258133, 1.0]], ['2, k, 1', [-0.0916864, 0.0586775, 1.0]], ['2, k, 2', [-0.0899925, 0.367119, 1.0]], ['2, k, 3', [-0.0937538, 0.484159, 1.0]], ['2, k, 4', [-0.276483, 0.291737, 1.0]], ['2, k, 5', [-0.347718, 0.0261128, 1.0]], ['2, k, 6', [-0.43083, -0.21382, 1.0]], ['2, k, 7', [-0.440024, -0.26283, 1.0]], ['2, k, 8', [0.0790573, 0.27808, 1.0]], ['2, k, 9', [0.146573, 0.00965095, 1.0]], ['2, k, 10', [0.176196, -0.231068, 1.0]], ['2, k, 11', [0.155555, -0.292471, 1.0]], ['2, k, 12', [-0.17377, -0.252347, 1.0]], ['2, k, 13', [-0.261931, -0.660092, 1.0]], ['2, k, 14', [-0.323591, -1.02579, 1.0]], ['2, k, 15', [-0.340909, -1.08724, 1.0]], ['2, k, 16', [-0.0110759, -0.255987, 1.0]], ['2, k, 17', [0.064466, -0.647471, 1.0]], ['2, k, 18', [0.111178, -1.01206, 1.0]], ['2, k, 19', [0.112072, -1.08191, 1.0]], ['2, k, 20', [-0.0904664, 0.291269, 1.0]], ['2, k, 21', [-0.446626, -0.321748, 1.0]], ['2, k, 22', [-0.414801, -0.287036, 1.0]], ['2, k, 23', [0.151134, -0.355674, 1.0]], ['2, k, 24', [0.120097, -0.308541, 1.0]]]
[['2, k, 0', [-0.0947647, -0.257253, 1.0]], ['2, k, 1', [-0.0944746, 0.06026, 1.0]], ['2, k, 2', [-0.0949934, 0.369425, 1.0]], ['2, k, 3', [-0.0993027, 0.491901, 1.0]], ['2, k, 4', [-0.279858, 0.291712, 1.0]], ['2, k, 5', [-0.350546, 0.0284204, 1.0]], ['2, k, 6', [-0.436335, -0.209708, 1.0]], ['2, k, 7', [-0.44573, -0.258924, 1.0]], ['2, k, 8', [0.0755645, 0.278978, 1.0]], ['2, k, 9', [0.144299, 0.0115628, 1.0]], ['2, k, 10', [0.172171, -0.228649, 1.0]], ['2, k, 11', [0.151855, -0.287446, 1.0]], ['2, k, 12', [-0.174579, -0.251868, 1.0]], ['2, k, 13', [-0.263052, -0.658294, 1.0]], ['2, k, 14', [-0.323764, -1.02589, 1.0]], ['2, k, 15', [-0.340882, -1.08726, 1.0]], ['2, k, 16', [-0.0122804, -0.25464, 1.0]], ['2, k, 17', [0.0635154, -0.644498, 1.0]], ['2, k, 18', [0.111118, -1.01199, 1.0]], ['2, k, 19', [0.111304, -1.0822, 1.0]], ['2, k, 20', [-0.0948834, 0.293398, 1.0]], ['2, k, 21', [-0.449731, -0.318483, 1.0]], ['2, k, 22', [-0.418205, -0.285967, 1.0]], ['2, k, 23', [0.143698, -0.354079, 1.0]], ['2, k, 24', [0.130209, -0.33322, 1.0]]]
[['2, k, 0', [-0.0955997, -0.256472, 1.0]], ['2, k, 1', [-0.0963502, 0.0614203, 1.0]], ['2, k, 2', [-0.0978498, 0.370877, 1.0]], ['2, k, 3', [-0.103345, 0.496455, 1.0]], ['2, k, 4', [-0.282768, 0.291566, 1.0]], ['2, k, 5', [-0.353456, 0.0303266, 1.0]], ['2, k, 6', [-0.440927, -0.206246, 1.0]], ['2, k, 7', [-0.447337, -0.253982, 1.0]], ['2, k, 8', [0.0729406, 0.279529, 1.0]], ['2, k, 9', [0.142348, 0.0141502, 1.0]], ['2, k, 10', [0.167853, -0.225022, 1.0]], ['2, k, 11', [0.149075, -0.283889, 1.0]], ['2, k, 12', [-0.175585, -0.251296, 1.0]], ['2, k, 13', [-0.263906, -0.657209, 1.0]], ['2, k, 14', [-0.323801, -1.02593, 1.0]], ['2, k, 15', [-0.340869, -1.08733, 1.0]], ['2, k, 16', [-0.0129752, -0.253631, 1.0]], ['2, k, 17', [0.0630291, -0.642749, 1.0]], ['2, k, 18', [0.110376, -1.01232, 1.0]], ['2, k, 19', [0.111152, -1.08231, 1.0]], ['2, k, 20', [-0.0975156, 0.294793, 1.0]], ['2, k, 21', [-0.448915, -0.314669, 1.0]], ['2, k, 22', [-0.426411, -0.233042, 1.0]], ['2, k, 23', [0.136663, -0.352711, 1.0]], ['2, k, 24', [0.126039, -0.331619, 1.0]]]
[['2, k, 0', [-0.0964087, -0.255675, 1.0]], ['2, k, 1', [-0.098034, 0.0623543, 1.0]], ['2, k, 2', [-0.100749, 0.372027, 1.0]], ['2, k, 3', [-0.107304, 0.501334, 1.0]], ['2, k, 4', [-0.285383, 0.291407, 1.0]], ['2, k, 5', [-0.356022, 0.0317111, 1.0]], ['2, k, 6', [-0.445416, -0.201118, 1.0]], ['2, k, 7', [-0.449729, -0.258857, 1.0]], ['2, k, 8', [0.0711826, 0.278975, 1.0]], ['2, k, 9', [0.141816, 0.016862, 1.0]], ['2, k, 10', [0.164024, -0.219122, 1.0]], ['2, k, 11', [0.146474, -0.275167, 1.0]], ['2, k, 12', [-0.17663, -0.250573, 1.0]], ['2, k, 13', [-0.264294, -0.656681, 1.0]], ['2, k, 14', [-0.3238, -1.02585, 1.0]], ['2, k, 15', [-0.340811, -1.08715, 1.0]], ['2, k, 16', [-0.0136127, -0.252775, 1.0]], ['2, k, 17', [0.063234, -0.642799, 1.0]], ['2, k, 18', [0.110163, -1.01117, 1.0]], ['2, k, 19', [0.110954, -1.08236, 1.0]], ['2, k, 20', [-0.100106, 0.295902, 1.0]], ['2, k, 21', [-0.457676, -0.305209, 1.0]], ['2, k, 22', [-0.452478, -0.236869, 1.0]], ['2, k, 23', [0.13724, -0.338038, 1.0]], ['2, k, 24', [0.123049, -0.322961, 1.0]]]
[['2, k, 0', [-0.0979456, -0.254701, 1.0]], ['2, k, 1', [-0.0992046, 0.0626917, 1.0]], ['2, k, 2', [-0.102609, 0.372101, 1.0]], ['2, k, 3', [-0.109077, 0.502392, 1.0]], ['2, k, 4', [-0.287685, 0.290791, 1.0]], ['2, k, 5', [-0.359289, 0.0337894, 1.0]], ['2, k, 6', [-0.446597, -0.196902, 1.0]], ['2, k, 7', [-0.450418, -0.254505, 1.0]], ['2, k, 8', [0.068912, 0.278435, 1.0]], ['2, k, 9', [0.141672, 0.0202161, 1.0]], ['2, k, 10', [0.161028, -0.210893, 1.0]], ['2, k, 11', [0.145021, -0.265946, 1.0]], ['2, k, 12', [-0.177892, -0.249987, 1.0]], ['2, k, 13', [-0.264912, -0.656125, 1.0]], ['2, k, 14', [-0.323565, -1.02559, 1.0]], ['2, k, 15', [-0.340862, -1.08714, 1.0]], ['2, k, 16', [-0.0153021, -0.251514, 1.0]], ['2, k, 17', [0.0633302, -0.642779, 1.0]], ['2, k, 18', [0.110095, -1.01077, 1.0]], ['2, k, 19', [0.113871, -1.08366, 1.0]], ['2, k, 20', [-0.101777, 0.296073, 1.0]], ['2, k, 21', [-0.452797, -0.302174, 1.0]], ['2, k, 22', [-0.455157, -0.233844, 1.0]], ['2, k, 23', [0.134429, -0.328382, 1.0]], ['2, k, 24', [0.122356, -0.317168, 1.0]]]
[['2, k, 0', [-0.0987191, -0.254498, 1.0]], ['2, k, 1', [-0.0998444, 0.0624977, 1.0]], ['2, k, 2', [-0.104197, 0.370686, 1.0]], ['2, k, 3', [-0.111244, 0.502501, 1.0]], ['2, k, 4', [-0.289722, 0.289246, 1.0]], ['2, k, 5', [-0.362179, 0.037235, 1.0]], ['2, k, 6', [-0.444691, -0.191104, 1.0]], ['2, k, 7', [-0.448384, -0.240709, 1.0]], ['2, k, 8', [0.0669979, 0.277398, 1.0]], ['2, k, 9', [0.142326, 0.0226519, 1.0]], ['2, k, 10', [0.156737, -0.204345, 1.0]], ['2, k, 11', [0.14303, -0.255161, 1.0]], ['2, k, 12', [-0.178552, -0.250173, 1.0]], ['2, k, 13', [-0.265552, -0.654292, 1.0]], ['2, k, 14', [-0.323579, -1.02549, 1.0]], ['2, k, 15', [-0.34089, -1.08713, 1.0]], ['2, k, 16', [-0.0160852, -0.251063, 1.0]], ['2, k, 17', [0.0634951, -0.642821, 1.0]], ['2, k, 18', [0.109846, -1.00959, 1.0]], ['2, k, 19', [0.113402, -1.08351, 1.0]], ['2, k, 20', [-0.103169, 0.295059, 1.0]], ['2, k, 21', [-0.451298, -0.296353, 1.0]], ['2, k, 22', [-0.415271, -0.235133, 1.0]], ['2, k, 23', [0.133059, -0.316849, 1.0]], ['2, k, 24', [0.115533, -0.285498, 1.0]]]
[['2, k, 0', [-0.0996373, -0.254712, 1.0]], ['2, k, 1', [-0.100724, 0.0617744, 1.0]], ['2, k, 2', [-0.105987, 0.367786, 1.0]], ['2, k, 3', [-0.113462, 0.502039, 1.0]], ['2, k, 4', [-0.292283, 0.285502, 1.0]], ['2, k, 5', [-0.365635, 0.0361686, 1.0]], ['2, k, 6', [-0.446139, -0.190291, 1.0]], ['2, k, 7', [-0.443954, -0.238768, 1.0]], ['2, k, 8', [0.0651255, 0.273593, 1.0]], ['2, k, 9', [0.143132, 0.0240752, 1.0]], ['2, k, 10', [0.157926, -0.195313, 1.0]], ['2, k, 11', [0.14236, -0.247288, 1.0]], ['2, k, 12', [-0.179485, -0.25064, 1.0]], ['2, k, 13', [-0.266321, -0.652705, 1.0]], ['2, k, 14', [-0.323648, -1.02532, 1.0]], ['2, k, 15', [-0.340913, -1.08709, 1.0]], ['2, k, 16', [-0.0168991, -0.251102, 1.0]], ['2, k, 17', [0.0640404, -0.643744, 1.0]], ['2, k, 18', [0.109771, -1.00938, 1.0]], ['2, k, 19', [0.113166, -1.08358, 1.0]], ['2, k, 20', [-0.104751, 0.292824, 1.0]], ['2, k, 21', [-0.448832, -0.292954, 1.0]], ['2, k, 22', [-0.409616, -0.231629, 1.0]], ['2, k, 23', [0.133119, -0.307122, 1.0]], ['2, k, 24', [0.115875, -0.31307, 1.0]]]
[['2, k, 0', [-0.100128, -0.256189, 1.0]], ['2, k, 1', [-0.102083, 0.0591389, 1.0]], ['2, k, 2', [-0.108338, 0.360461, 1.0]], ['2, k, 3', [-0.116461, 0.497816, 1.0]], ['2, k, 4', [-0.2948, 0.280483, 1.0]], ['2, k, 5', [-0.37108, 0.0300162, 1.0]], ['2, k, 6', [-0.444704, -0.191798, 1.0]], ['2, k, 7', [-0.443396, -0.241387, 1.0]], ['2, k, 8', [0.0633207, 0.267708, 1.0]], ['2, k, 9', [0.145511, 0.0203357, 1.0]], ['2, k, 10', [0.158874, -0.194615, 1.0]], ['2, k, 11', [0.141997, -0.240207, 1.0]], ['2, k, 12', [-0.179733, -0.252205, 1.0]], ['2, k, 13', [-0.267542, -0.646966, 1.0]], ['2, k, 14', [-0.323714, -1.02477, 1.0]], ['2, k, 15', [-0.341386, -1.08661, 1.0]], ['2, k, 16', [-0.0175988, -0.252481, 1.0]], ['2, k, 17', [0.0658465, -0.645364, 1.0]], ['2, k, 18', [0.109779, -1.00926, 1.0]], ['2, k, 19', [0.116061, -1.08368, 1.0]], ['2, k, 20', [-0.106918, 0.286723, 1.0]], ['2, k, 21', [-0.439856, -0.295145, 1.0]], ['2, k, 22', [-0.404443, -0.224269, 1.0]], ['2, k, 23', [0.133246, -0.298909, 1.0]], ['2, k, 24', [0.102075, -0.234929, 1.0]]]
[['2, k, 0', [-0.101863, -0.260524, 1.0]], ['2, k, 1', [-0.104552, 0.0520685, 1.0]], ['2, k, 2', [-0.110464, 0.349381, 1.0]], ['2, k, 3', [-0.120356, 0.486514, 1.0]], ['2, k, 4', [-0.296955, 0.272366, 1.0]], ['2, k, 5', [-0.376645, 0.0223542, 1.0]], ['2, k, 6', [-0.444785, -0.201002, 1.0]], ['2, k, 7', [-0.43732, -0.245293, 1.0]], ['2, k, 8', [0.0612184, 0.256542, 1.0]], ['2, k, 9', [0.147914, 0.0148234, 1.0]], ['2, k, 10', [0.158671, -0.189614, 1.0]], ['2, k, 11', [0.14195, -0.239961, 1.0]], ['2, k, 12', [-0.181621, -0.256399, 1.0]], ['2, k, 13', [-0.268519, -0.646047, 1.0]], ['2, k, 14', [-0.323901, -1.02344, 1.0]], ['2, k, 15', [-0.341697, -1.08611, 1.0]], ['2, k, 16', [-0.0190976, -0.256881, 1.0]], ['2, k, 17', [0.0674243, -0.644788, 1.0]], ['2, k, 18', [0.10993, -1.0091, 1.0]], ['2, k, 19', [0.115319, -1.0831, 1.0]], ['2, k, 20', [-0.109166, 0.276624, 1.0]], ['2, k, 21', [-0.433912, -0.298756, 1.0]], ['2, k, 22', [-0.394533, -0.224902, 1.0]], ['2, k, 23', [0.13139, -0.296253, 1.0]], ['2, k, 24', [0.0998079, -0.231715, 1.0]]]
[['2, k, 0', [-0.102455, -0.266773, 1.0]], ['2, k, 1', [-0.106515, 0.0404152, 1.0]], ['2, k, 2', [-0.112239, 0.331888, 1.0]], ['2, k, 3', [-0.122622, 0.467241, 1.0]], ['2, k, 4', [-0.297293, 0.270963, 1.0]], ['2, k, 5', [-0.381742, 0.0129108, 1.0]], ['2, k, 6', [-0.436578, -0.205384, 1.0]], ['2, k, 7', [-0.429853, -0.251474, 1.0]], ['2, k, 8', [0.058302, 0.238314, 1.0]], ['2, k, 9', [0.150596, 0.00171976, 1.0]], ['2, k, 10', [0.158331, -0.193233, 1.0]], ['2, k, 11', [0.140558, -0.240787, 1.0]], ['2, k, 12', [-0.181614, -0.262134, 1.0]], ['2, k, 13', [-0.270914, -0.64259, 1.0]], ['2, k, 14', [-0.323983, -1.02304, 1.0]], ['2, k, 15', [-0.342155, -1.08576, 1.0]], ['2, k, 16', [-0.0202436, -0.26352, 1.0]], ['2, k, 17', [0.0709808, -0.646719, 1.0]], ['2, k, 18', [0.110062, -1.00926, 1.0]], ['2, k, 19', [0.114884, -1.0828, 1.0]], ['2, k, 20', [-0.110982, 0.26063, 1.0]], ['2, k, 21', [-0.425408, -0.304648, 1.0]], ['2, k, 22', [-0.383372, -0.229526, 1.0]], ['2, k, 23', [0.127505, -0.29531, 1.0]], ['2, k, 24', [0.101783, -0.223295, 1.0]]]
[['2, k, 0', [-0.100455, -0.2873, 1.0]], ['2, k, 1', [-0.108281, 0.0133706, 1.0]], ['2, k, 2', [-0.115923, 0.304273, 1.0]], ['2, k, 3', [-0.124544, 0.44016, 1.0]], ['2, k, 4', [-0.301995, 0.211622, 1.0]], ['2, k, 5', [-0.390694, -0.00563639, 1.0]], ['2, k, 6', [-0.430423, -0.213789, 1.0]], ['2, k, 7', [-0.423098, -0.263633, 1.0]], ['2, k, 8', [0.0549527, 0.209985, 1.0]], ['2, k, 9', [0.153023, -0.0130038, 1.0]], ['2, k, 10', [0.158011, -0.20186, 1.0]], ['2, k, 11', [0.138645, -0.253496, 1.0]], ['2, k, 12', [-0.180349, -0.282907, 1.0]], ['2, k, 13', [-0.27416, -0.640559, 1.0]], ['2, k, 14', [-0.324157, -1.02252, 1.0]], ['2, k, 15', [-0.342822, -1.08565, 1.0]], ['2, k, 16', [-0.0176002, -0.283254, 1.0]], ['2, k, 17', [0.0729643, -0.647131, 1.0]], ['2, k, 18', [0.110113, -1.01132, 1.0]], ['2, k, 19', [0.113855, -1.08268, 1.0]], ['2, k, 20', [-0.114169, 0.232853, 1.0]], ['2, k, 21', [-0.421062, -0.31738, 1.0]], ['2, k, 22', [-0.371859, -0.241489, 1.0]], ['2, k, 23', [0.126488, -0.300219, 1.0]], ['2, k, 24', [0.0988244, -0.226924, 1.0]]]
[['2, k, 0', [-0.0962148, -0.305608, 1.0]], ['2, k, 1', [-0.107451, -0.00852041, 1.0]], ['2, k, 2', [-0.117904, 0.278385, 1.0]], ['2, k, 3', [-0.124617, 0.412805, 1.0]], ['2, k, 4', [-0.302563, 0.184004, 1.0]], ['2, k, 5', [-0.397666, -0.0350882, 1.0]], ['2, k, 6', [-0.427907, -0.233648, 1.0]], ['2, k, 7', [-0.417603, -0.280424, 1.0]], ['2, k, 8', [0.0521238, 0.184409, 1.0]], ['2, k, 9', [0.158168, -0.0378314, 1.0]], ['2, k, 10', [0.157111, -0.214009, 1.0]], ['2, k, 11', [0.134789, -0.261669, 1.0]], ['2, k, 12', [-0.177388, -0.301663, 1.0]], ['2, k, 13', [-0.282033, -0.649891, 1.0]], ['2, k, 14', [-0.324502, -1.02358, 1.0]], ['2, k, 15', [-0.343094, -1.08568, 1.0]], ['2, k, 16', [-0.0120933, -0.300779, 1.0]], ['2, k, 17', [0.0758756, -0.658314, 1.0]], ['2, k, 18', [0.10886, -1.01358, 1.0]], ['2, k, 19', [0.11444, -1.08296, 1.0]], ['2, k, 20', [-0.115417, 0.208044, 1.0]], ['2, k, 21', [-0.411836, -0.328268, 1.0]], ['2, k, 22', [-0.363944, -0.255002, 1.0]], ['2, k, 23', [0.125185, -0.302816, 1.0]], ['2, k, 24', [0.0914577, -0.236163, 1.0]]]
[['2, k, 0', [-0.0938784, -0.325053, 1.0]], ['2, k, 1', [-0.106388, -0.0364509, 1.0]], ['2, k, 2', [-0.118004, 0.241585, 1.0]], ['2, k, 3', [-0.124509, 0.376424, 1.0]], ['2, k, 4', [-0.300047, 0.149019, 1.0]], ['2, k, 5', [-0.410726, -0.0659699, 1.0]], ['2, k, 6', [-0.425045, -0.252317, 1.0]], ['2, k, 7', [-0.41276, -0.297892, 1.0]], ['2, k, 8', [0.05078, 0.150576, 1.0]], ['2, k, 9', [0.160875, -0.0736999, 1.0]], ['2, k, 10', [0.158803, -0.232489, 1.0]], ['2, k, 11', [0.129487, -0.276412, 1.0]], ['2, k, 12', [-0.176544, -0.321143, 1.0]], ['2, k, 13', [-0.292832, -0.666941, 1.0]], ['2, k, 14', [-0.326676, -1.02552, 1.0]], ['2, k, 15', [-0.34318, -1.08575, 1.0]], ['2, k, 16', [-0.00845534, -0.31947, 1.0]], ['2, k, 17', [0.0803389, -0.673451, 1.0]], ['2, k, 18', [0.10857, -1.02165, 1.0]], ['2, k, 19', [0.114536, -1.08314, 1.0]], ['2, k, 20', [-0.115245, 0.173431, 1.0]], ['2, k, 21', [-0.408594, -0.344757, 1.0]], ['2, k, 22', [-0.3588, -0.272974, 1.0]], ['2, k, 23', [0.114155, -0.313124, 1.0]], ['2, k, 24', [0.0880554, -0.245187, 1.0]]]
[['2, k, 0', [-0.0995911, -0.345628, 1.0]], ['2, k, 1', [-0.109714, -0.0696872, 1.0]], ['2, k, 2', [-0.119059, 0.20257, 1.0]], ['2, k, 3', [-0.12321, 0.339954, 1.0]], ['2, k, 4', [-0.298979, 0.111854, 1.0]], ['2, k, 5', [-0.419651, -0.105897, 1.0]], ['2, k, 6', [-0.421242, -0.285369, 1.0]], ['2, k, 7', [-0.407165, -0.319431, 1.0]], ['2, k, 8', [0.0523958, 0.115265, 1.0]], ['2, k, 9', [0.168735, -0.106662, 1.0]], ['2, k, 10', [0.156385, -0.239071, 1.0]], ['2, k, 11', [0.126056, -0.287621, 1.0]], ['2, k, 12', [-0.180452, -0.340859, 1.0]], ['2, k, 13', [-0.297392, -0.676899, 1.0]], ['2, k, 14', [-0.327663, -1.02954, 1.0]], ['2, k, 15', [-0.343864, -1.08721, 1.0]], ['2, k, 16', [-0.0159019, -0.340633, 1.0]], ['2, k, 17', [0.0817038, -0.677502, 1.0]], ['2, k, 18', [0.108974, -1.0259, 1.0]], ['2, k, 19', [0.114913, -1.08634, 1.0]], ['2, k, 20', [-0.1168, 0.136831, 1.0]], ['2, k, 21', [-0.402982, -0.359923, 1.0]], ['2, k, 22', [-0.350897, -0.293315, 1.0]], ['2, k, 23', [0.107799, -0.325944, 1.0]], ['2, k, 24', [0.0795261, -0.260315, 1.0]]]
[['2, k, 0', [-0.10061, -0.364338, 1.0]], ['2, k, 1', [-0.109982, -0.094982, 1.0]], ['2, k, 2', [-0.118117, 0.16567, 1.0]], ['2, k, 3', [-0.120679, 0.301564, 1.0]], ['2, k, 4', [-0.29852, 0.0881716, 1.0]], ['2, k, 5', [-0.422141, -0.130262, 1.0]], ['2, k, 6', [-0.419943, -0.303092, 1.0]], ['2, k, 7', [-0.404376, -0.340088, 1.0]], ['2, k, 8', [0.0512474, 0.0753892, 1.0]], ['2, k, 9', [0.172697, -0.149808, 1.0]], ['2, k, 10', [0.152642, -0.260859, 1.0]], ['2, k, 11', [0.115749, -0.30567, 1.0]], ['2, k, 12', [-0.182095, -0.361083, 1.0]], ['2, k, 13', [-0.334833, -0.664931, 1.0]], ['2, k, 14', [-0.372411, -1.08063, 1.0]], ['2, k, 15', [-0.317325, -1.11147, 1.0]], ['2, k, 16', [-0.0163447, -0.357577, 1.0]], ['2, k, 17', [0.121062, -0.64531, 1.0]], ['2, k, 18', [0.147866, -1.06509, 1.0]], ['2, k, 19', [0.109453, -1.08963, 1.0]], ['2, k, 20', [-0.116262, 0.100639, 1.0]], ['2, k, 21', [-0.39534, -0.378601, 1.0]], ['2, k, 22', [-0.34848, -0.315793, 1.0]], ['2, k, 23', [0.0960167, -0.337097, 1.0]], ['2, k, 24', [0.0701945, -0.276654, 1.0]]]
[['2, k, 0', [-0.0986078, -0.387359, 1.0]], ['2, k, 1', [-0.110808, -0.13591, 1.0]], ['2, k, 2', [-0.123157, 0.112246, 1.0]], ['2, k, 3', [-0.118906, 0.257652, 1.0]], ['2, k, 4', [-0.294185, 0.0400464, 1.0]], ['2, k, 5', [-0.433693, -0.171486, 1.0]], ['2, k, 6', [-0.413668, -0.324402, 1.0]], ['2, k, 7', [-0.399007, -0.361129, 1.0]], ['2, k, 8', [0.0501524, 0.0490216, 1.0]], ['2, k, 9', [0.181178, -0.171182, 1.0]], ['2, k, 10', [0.147865, -0.282041, 1.0]], ['2, k, 11', [0.106186, -0.325075, 1.0]], ['2, k, 12', [-0.181958, -0.382481, 1.0]], ['2, k, 13', [-0.299107, -0.711789, 1.0]], ['2, k, 14', [-0.328788, -1.03017, 1.0]], ['2, k, 15', [-0.344764, -1.08899, 1.0]], ['2, k, 16', [-0.0123785, -0.381444, 1.0]], ['2, k, 17', [0.0845537, -0.707617, 1.0]], ['2, k, 18', [0.104894, -1.02957, 1.0]], ['2, k, 19', [0.11643, -1.09172, 1.0]], ['2, k, 20', [-0.120263, 0.0499361, 1.0]], ['2, k, 21', [-0.388735, -0.393072, 1.0]], ['2, k, 22', [-0.344021, -0.334425, 1.0]], ['2, k, 23', [0.0842553, -0.350593, 1.0]], ['2, k, 24', [0.0593145, -0.297527, 1.0]]]
