[['2, k, 0', [0.107943, -0.797073, 1.0]], ['2, k, 1', [0.114531, -0.49586, 1.0]], ['2, k, 2', [0.120206, -0.198544, 1.0]], ['2, k, 3', [0.14038, -0.0417527, 1.0]], ['2, k, 4', [-0.0488718, -0.284137, 1.0]], ['2, k, 5', [-0.165824, -0.532105, 1.0]], ['2, k, 6', [-0.254931, -0.778796, 1.0]], ['2, k, 7', [-0.257776, -0.826253, 1.0]], ['2, k, 8', [0.289317, -0.296033, 1.0]], ['2, k, 9', [0.380226, -0.540938, 1.0]], ['2, k, 10', [0.477112, -0.78254, 1.0]], ['2, k, 11', [0.500213, -0.840922, 1.0]], ['2, k, 12', [0.0297053, -0.786179, 1.0]], ['2, k, 13', [0.0087937, -1.22885, 1.0]], ['2, k, 14', [-0.0171258, -1.61697, 1.0]], ['2, k, 15', [-0.0333616, -1.69597, 1.0]], ['2, k, 16', [0.18368, -0.789697, 1.0]], ['2, k, 17', [0.201905, -1.20302, 1.0]], ['2, k, 18', [0.219613, -1.63259, 1.0]], ['2, k, 19', [0.195698, -1.68915, 1.0]], ['2, k, 20', [0.118942, -0.272395, 1.0]], ['2, k, 21', [-0.284124, -0.870826, 1.0]], ['2, k, 22', [-0.175521, -0.845999, 1.0]], ['2, k, 23', [0.576035, -0.865534, 1.0]], ['2, k, 24', [0.457065, -0.867863, 1.0]]]
[['2, k, 0', [0.10719, -0.7882, 1.0]], ['2, k, 1', [0.119741, -0.487271, 1.0]], ['2, k, 2', [0.131072, -0.189119, 1.0]], ['2, k, 3', [0.146449, -0.0385392, 1.0]], ['2, k, 4', [-0.0235349, -0.264738, 1.0]], ['2, k, 5', [-0.157644, -0.379095, 1.0]], ['2, k, 6', [-0.234632, -0.478143, 1.0]], ['2, k, 7', [-0.260699, -0.531118, 1.0]], ['2, k, 8', [0.285015, -0.286154, 1.0]], ['2, k, 9', [0.399315, -0.407769, 1.0]], ['2, k, 10', [0.486818, -0.511251, 1.0]], ['2, k, 11', [0.499078, -0.535835, 1.0]], ['2, k, 12', [0.0309162, -0.776702, 1.0]], ['2, k, 13', [0.00589676, -1.21765, 1.0]], ['2, k, 14', [-0.0197079, -1.62482, 1.0]], ['2, k, 15', [-0.0322096, -1.6942, 1.0]], ['2, k, 16', [0.181135, -0.781419, 1.0]], ['2, k, 17', [0.201558, -1.20137, 1.0]], ['2, k, 18', [0.221328, -1.63658, 1.0]], ['2, k, 19', [0.200992, -1.68712, 1.0]], ['2, k, 20', [0.128287, -0.26342, 1.0]], ['2, k, 21', [-0.282589, -0.541794, 1.0]], ['2, k, 22', [-0.191815, -0.52484, 1.0]], ['2, k, 23', [0.549437, -0.531339, 1.0]], ['2, k, 24', [0.43243, -0.527886, 1.0]]]
[['2, k, 0', [0.107361, -0.788106, 1.0]], ['2, k, 1', [0.119808, -0.487309, 1.0]], ['2, k, 2', [0.131105, -0.189445, 1.0]], ['2, k, 3', [0.146614, -0.0387101, 1.0]], ['2, k, 4', [-0.025026, -0.26533, 1.0]], ['2, k, 5', [-0.188642, -0.409199, 1.0]], ['2, k, 6', [-0.234757, -0.537903, 1.0]], ['2, k, 7', [-0.241749, -0.573949, 1.0]], ['2, k, 8', [0.285839, -0.286746, 1.0]], ['2, k, 9', [0.39614, -0.423221, 1.0]], ['2, k, 10', [0.476923, -0.518533, 1.0]], ['2, k, 11', [0.486173, -0.570996, 1.0]], ['2, k, 12', [0.0310765, -0.77647, 1.0]], ['2, k, 13', [0.00587031, -1.21784, 1.0]], ['2, k, 14', [-0.0195328, -1.6252, 1.0]], ['2, k, 15', [-0.0342947, -1.69506, 1.0]], ['2, k, 16', [0.181307, -0.781469, 1.0]], ['2, k, 17', [0.201407, -1.20135, 1.0]], ['2, k, 18', [0.220985, -1.63723, 1.0]], ['2, k, 19', [0.201371, -1.68707, 1.0]], ['2, k, 20', [0.128335, -0.263636, 1.0]], ['2, k, 21', [-0.247006, -0.604665, 1.0]], ['2, k, 22', [-0.154808, -0.56324, 1.0]], ['2, k, 23', [0.523843, -0.590539, 1.0]], ['2, k, 24', [0.41518, -0.56378, 1.0]]]
[['2, k, 0', [0.107404, -0.788034, 1.0]], ['2, k, 1', [0.120743, -0.487278, 1.0]], ['2, k, 2', [0.133805, -0.189792, 1.0]], ['2, k, 3', [0.147338, -0.038988, 1.0]], ['2, k, 4', [-0.0257963, -0.265505, 1.0]], ['2, k, 5', [-0.160577, -0.431248, 1.0]], ['2, k, 6', [-0.240159, -0.551103, 1.0]], ['2, k, 7', [-0.258383, -0.609123, 1.0]], ['2, k, 8', [0.28626, -0.287875, 1.0]], ['2, k, 9', [0.400233, -0.460442, 1.0]], ['2, k, 10', [0.485295, -0.576149, 1.0]], ['2, k, 11', [0.496492, -0.609988, 1.0]], ['2, k, 12', [0.030797, -0.776248, 1.0]], ['2, k, 13', [0.0119319, -1.22978, 1.0]], ['2, k, 14', [-0.019437, -1.62549, 1.0]], ['2, k, 15', [-0.0355285, -1.69568, 1.0]], ['2, k, 16', [0.18159, -0.781532, 1.0]], ['2, k, 17', [0.201442, -1.208, 1.0]], ['2, k, 18', [0.221054, -1.63625, 1.0]], ['2, k, 19', [0.192526, -1.68726, 1.0]], ['2, k, 20', [0.130525, -0.263816, 1.0]], ['2, k, 21', [-0.283028, -0.625665, 1.0]], ['2, k, 22', [-0.193086, -0.608209, 1.0]], ['2, k, 23', [0.540903, -0.621464, 1.0]], ['2, k, 24', [0.422118, -0.603307, 1.0]]]
[['2, k, 0', [0.107815, -0.787266, 1.0]], ['2, k, 1', [0.121371, -0.486712, 1.0]], ['2, k, 2', [0.134525, -0.189623, 1.0]], ['2, k, 3', [0.147447, -0.0386105, 1.0]], ['2, k, 4', [-0.0289692, -0.267003, 1.0]], ['2, k, 5', [-0.162643, -0.436266, 1.0]], ['2, k, 6', [-0.240515, -0.607565, 1.0]], ['2, k, 7', [-0.256165, -0.644159, 1.0]], ['2, k, 8', [0.286871, -0.287781, 1.0]], ['2, k, 9', [0.385856, -0.452751, 1.0]], ['2, k, 10', [0.484668, -0.598108, 1.0]], ['2, k, 11', [0.498067, -0.646263, 1.0]], ['2, k, 12', [0.0309504, -0.775496, 1.0]], ['2, k, 13', [0.0119281, -1.22981, 1.0]], ['2, k, 14', [-0.0194481, -1.62543, 1.0]], ['2, k, 15', [-0.0380968, -1.69512, 1.0]], ['2, k, 16', [0.182212, -0.780779, 1.0]], ['2, k, 17', [0.200946, -1.20662, 1.0]], ['2, k, 18', [0.22079, -1.637, 1.0]], ['2, k, 19', [0.197098, -1.68733, 1.0]], ['2, k, 20', [0.131258, -0.263519, 1.0]], ['2, k, 21', [-0.283358, -0.670982, 1.0]], ['2, k, 22', [-0.189458, -0.646997, 1.0]], ['2, k, 23', [0.534523, -0.666955, 1.0]], ['2, k, 24', [0.430467, -0.647895, 1.0]]]
[['2, k, 0', [0.108047, -0.78756, 1.0]], ['2, k, 1', [0.121266, -0.486733, 1.0]], ['2, k, 2', [0.134012, -0.18949, 1.0]], ['2, k, 3', [0.147894, -0.0389888, 1.0]], ['2, k, 4', [-0.0306797, -0.269155, 1.0]], ['2, k, 5', [-0.170751, -0.450749, 1.0]], ['2, k, 6', [-0.243855, -0.632303, 1.0]], ['2, k, 7', [-0.250423, -0.67901, 1.0]], ['2, k, 8', [0.288527, -0.289051, 1.0]], ['2, k, 9', [0.383353, -0.458051, 1.0]], ['2, k, 10', [0.4885, -0.639212, 1.0]], ['2, k, 11', [0.499832, -0.680217, 1.0]], ['2, k, 12', [0.0307741, -0.775935, 1.0]], ['2, k, 13', [0.0127775, -1.23386, 1.0]], ['2, k, 14', [-0.0191499, -1.62629, 1.0]], ['2, k, 15', [-0.0247808, -1.65134, 1.0]], ['2, k, 16', [0.182824, -0.780986, 1.0]], ['2, k, 17', [0.200926, -1.20655, 1.0]], ['2, k, 18', [0.22116, -1.63561, 1.0]], ['2, k, 19', [0.19574, -1.69005, 1.0]], ['2, k, 20', [0.130872, -0.26341, 1.0]], ['2, k, 21', [-0.269686, -0.710693, 1.0]], ['2, k, 22', [-0.173893, -0.688446, 1.0]], ['2, k, 23', [0.539148, -0.705334, 1.0]], ['2, k, 24', [0.431372, -0.689476, 1.0]]]
[['2, k, 0', [0.107996, -0.788017, 1.0]], ['2, k, 1', [0.121006, -0.486923, 1.0]], ['2, k, 2', [0.133472, -0.189512, 1.0]], ['2, k, 3', [0.148382, -0.0387931, 1.0]], ['2, k, 4', [-0.0324599, -0.27028, 1.0]], ['2, k, 5', [-0.164267, -0.464826, 1.0]], ['2, k, 6', [-0.240874, -0.660679, 1.0]], ['2, k, 7', [-0.255583, -0.707589, 1.0]], ['2, k, 8', [0.290082, -0.290069, 1.0]], ['2, k, 9', [0.391679, -0.496374, 1.0]], ['2, k, 10', [0.486585, -0.664835, 1.0]], ['2, k, 11', [0.500284, -0.712118, 1.0]], ['2, k, 12', [0.0303656, -0.776501, 1.0]], ['2, k, 13', [0.0128175, -1.23384, 1.0]], ['2, k, 14', [-0.0191953, -1.62655, 1.0]], ['2, k, 15', [-0.0209512, -1.69796, 1.0]], ['2, k, 16', [0.183019, -0.781352, 1.0]], ['2, k, 17', [0.200907, -1.20659, 1.0]], ['2, k, 18', [0.221182, -1.63572, 1.0]], ['2, k, 19', [0.19481, -1.6895, 1.0]], ['2, k, 20', [0.130419, -0.263458, 1.0]], ['2, k, 21', [-0.278605, -0.738653, 1.0]], ['2, k, 22', [-0.183767, -0.715828, 1.0]], ['2, k, 23', [0.540803, -0.736105, 1.0]], ['2, k, 24', [0.441019, -0.72741, 1.0]]]
[['2, k, 0', [0.107883, -0.788464, 1.0]], ['2, k, 1', [0.120867, -0.487008, 1.0]], ['2, k, 2', [0.133243, -0.189062, 1.0]], ['2, k, 3', [0.148825, -0.0383785, 1.0]], ['2, k, 4', [-0.0341252, -0.271522, 1.0]], ['2, k, 5', [-0.157588, -0.470082, 1.0]], ['2, k, 6', [-0.238116, -0.689839, 1.0]], ['2, k, 7', [-0.258995, -0.737268, 1.0]], ['2, k, 8', [0.290622, -0.290232, 1.0]], ['2, k, 9', [0.39099, -0.497702, 1.0]], ['2, k, 10', [0.489815, -0.690687, 1.0]], ['2, k, 11', [0.499543, -0.735229, 1.0]], ['2, k, 12', [0.0302778, -0.776756, 1.0]], ['2, k, 13', [0.00784307, -1.2264, 1.0]], ['2, k, 14', [-0.0195763, -1.62555, 1.0]], ['2, k, 15', [-0.0220355, -1.69864, 1.0]], ['2, k, 16', [0.182895, -0.782021, 1.0]], ['2, k, 17', [0.200883, -1.20656, 1.0]], ['2, k, 18', [0.22128, -1.63592, 1.0]], ['2, k, 19', [0.194171, -1.68948, 1.0]], ['2, k, 20', [0.130228, -0.263153, 1.0]], ['2, k, 21', [-0.286476, -0.769769, 1.0]], ['2, k, 22', [-0.196116, -0.748799, 1.0]], ['2, k, 23', [0.536202, -0.76593, 1.0]], ['2, k, 24', [0.438076, -0.751894, 1.0]]]
[['2, k, 0', [0.107895, -0.788836, 1.0]], ['2, k, 1', [0.120892, -0.487202, 1.0]], ['2, k, 2', [0.133248, -0.188869, 1.0]], ['2, k, 3', [0.148118, -0.0383715, 1.0]], ['2, k, 4', [-0.0375009, -0.275791, 1.0]], ['2, k, 5', [-0.158184, -0.501283, 1.0]], ['2, k, 6', [-0.242963, -0.718599, 1.0]], ['2, k, 7', [-0.262378, -0.760056, 1.0]], ['2, k, 8', [0.290639, -0.290347, 1.0]], ['2, k, 9', [0.388655, -0.500963, 1.0]], ['2, k, 10', [0.488278, -0.717158, 1.0]], ['2, k, 11', [0.500128, -0.760648, 1.0]], ['2, k, 12', [0.0302918, -0.777177, 1.0]], ['2, k, 13', [0.00813306, -1.22668, 1.0]], ['2, k, 14', [-0.0197319, -1.62446, 1.0]], ['2, k, 15', [-0.025202, -1.69828, 1.0]], ['2, k, 16', [0.182914, -0.78234, 1.0]], ['2, k, 17', [0.199829, -1.20457, 1.0]], ['2, k, 18', [0.221365, -1.63539, 1.0]], ['2, k, 19', [0.195451, -1.68913, 1.0]], ['2, k, 20', [0.130251, -0.263067, 1.0]], ['2, k, 21', [-0.284806, -0.795217, 1.0]], ['2, k, 22', [-0.205079, -0.780851, 1.0]], ['2, k, 23', [0.550192, -0.78613, 1.0]], ['2, k, 24', [0.441764, -0.78036, 1.0]]]
[['2, k, 0', [0.107749, -0.78912, 1.0]], ['2, k, 1', [0.120085, -0.487665, 1.0]], ['2, k, 2', [0.130719, -0.189879, 1.0]], ['2, k, 3', [0.148166, -0.0390213, 1.0]], ['2, k, 4', [-0.0384595, -0.276054, 1.0]], ['2, k, 5', [-0.159888, -0.507504, 1.0]], ['2, k, 6', [-0.244465, -0.734931, 1.0]], ['2, k, 7', [-0.25872, -0.781695, 1.0]], ['2, k, 8', [0.291121, -0.290833, 1.0]], ['2, k, 9', [0.3831, -0.494052, 1.0]], ['2, k, 10', [0.488634, -0.726992, 1.0]], ['2, k, 11', [0.501585, -0.782903, 1.0]], ['2, k, 12', [0.030215, -0.777424, 1.0]], ['2, k, 13', [0.00714995, -1.22238, 1.0]], ['2, k, 14', [-0.0166796, -1.62028, 1.0]], ['2, k, 15', [-0.0205796, -1.64544, 1.0]], ['2, k, 16', [0.182694, -0.782672, 1.0]], ['2, k, 17', [0.200348, -1.20166, 1.0]], ['2, k, 18', [0.220698, -1.63349, 1.0]], ['2, k, 19', [0.20094, -1.68573, 1.0]], ['2, k, 20', [0.128246, -0.263902, 1.0]], ['2, k, 21', [-0.274046, -0.818751, 1.0]], ['2, k, 22', [-0.195809, -0.796227, 1.0]], ['2, k, 23', [0.554398, -0.808644, 1.0]], ['2, k, 24', [0.456389, -0.807844, 1.0]]]
[['2, k, 0', [0.107713, -0.789808, 1.0]], ['2, k, 1', [0.119807, -0.488521, 1.0]], ['2, k, 2', [0.1303, -0.19081, 1.0]], ['2, k, 3', [0.14754, -0.038966, 1.0]], ['2, k, 4', [-0.0397273, -0.277457, 1.0]], ['2, k, 5', [-0.159134, -0.507875, 1.0]], ['2, k, 6', [-0.243545, -0.74208, 1.0]], ['2, k, 7', [-0.258863, -0.795594, 1.0]], ['2, k, 8', [0.291452, -0.291354, 1.0]], ['2, k, 9', [0.384563, -0.504, 1.0]], ['2, k, 10', [0.488054, -0.743086, 1.0]], ['2, k, 11', [0.500384, -0.798266, 1.0]], ['2, k, 12', [0.0301456, -0.778067, 1.0]], ['2, k, 13', [0.0111489, -1.22943, 1.0]], ['2, k, 14', [-0.018301, -1.6206, 1.0]], ['2, k, 15', [-0.0230075, -1.64528, 1.0]], ['2, k, 16', [0.182709, -0.783398, 1.0]], ['2, k, 17', [0.200497, -1.2022, 1.0]], ['2, k, 18', [0.221407, -1.63469, 1.0]], ['2, k, 19', [0.20012, -1.68596, 1.0]], ['2, k, 20', [0.127844, -0.264822, 1.0]], ['2, k, 21', [-0.274224, -0.839125, 1.0]], ['2, k, 22', [-0.200697, -0.816709, 1.0]], ['2, k, 23', [0.557511, -0.823745, 1.0]], ['2, k, 24', [0.455309, -0.823667, 1.0]]]
[['2, k, 0', [0.108307, -0.789693, 1.0]], ['2, k, 1', [0.120087, -0.488415, 1.0]], ['2, k, 2', [0.130108, -0.19088, 1.0]], ['2, k, 3', [0.147088, -0.0384398, 1.0]], ['2, k, 4', [-0.0399616, -0.27749, 1.0]], ['2, k, 5', [-0.162771, -0.518384, 1.0]], ['2, k, 6', [-0.247418, -0.752685, 1.0]], ['2, k, 7', [-0.257289, -0.805072, 1.0]], ['2, k, 8', [0.292067, -0.29177, 1.0]], ['2, k, 9', [0.386056, -0.513405, 1.0]], ['2, k, 10', [0.487581, -0.753179, 1.0]], ['2, k, 11', [0.503378, -0.812403, 1.0]], ['2, k, 12', [0.0304491, -0.778014, 1.0]], ['2, k, 13', [0.0111366, -1.22947, 1.0]], ['2, k, 14', [-0.0187097, -1.61963, 1.0]], ['2, k, 15', [-0.0234509, -1.64426, 1.0]], ['2, k, 16', [0.183705, -0.783194, 1.0]], ['2, k, 17', [0.200821, -1.202, 1.0]], ['2, k, 18', [0.222896, -1.6388, 1.0]], ['2, k, 19', [0.200134, -1.68621, 1.0]], ['2, k, 20', [0.12778, -0.264825, 1.0]], ['2, k, 21', [-0.273792, -0.847143, 1.0]], ['2, k, 22', [-0.190969, -0.820385, 1.0]], ['2, k, 23', [0.553099, -0.839675, 1.0]], ['2, k, 24', [0.457411, -0.835884, 1.0]]]
[['2, k, 0', [0.108653, -0.789933, 1.0]], ['2, k, 1', [0.119411, -0.488542, 1.0]], ['2, k, 2', [0.126627, -0.19064, 1.0]], ['2, k, 3', [0.146147, -0.038295, 1.0]], ['2, k, 4', [-0.0405177, -0.277615, 1.0]], ['2, k, 5', [-0.162595, -0.523733, 1.0]], ['2, k, 6', [-0.246177, -0.761402, 1.0]], ['2, k, 7', [-0.25702, -0.812788, 1.0]], ['2, k, 8', [0.292209, -0.291801, 1.0]], ['2, k, 9', [0.386036, -0.519134, 1.0]], ['2, k, 10', [0.481558, -0.754161, 1.0]], ['2, k, 11', [0.485333, -0.815142, 1.0]], ['2, k, 12', [0.0311356, -0.778524, 1.0]], ['2, k, 13', [0.0111588, -1.23072, 1.0]], ['2, k, 14', [-0.0192461, -1.61957, 1.0]], ['2, k, 15', [-0.0338662, -1.69572, 1.0]], ['2, k, 16', [0.183823, -0.783264, 1.0]], ['2, k, 17', [0.201387, -1.19968, 1.0]], ['2, k, 18', [0.222563, -1.6385, 1.0]], ['2, k, 19', [0.199375, -1.68719, 1.0]], ['2, k, 20', [0.12516, -0.264705, 1.0]], ['2, k, 21', [-0.276242, -0.855136, 1.0]], ['2, k, 22', [-0.1864, -0.830427, 1.0]], ['2, k, 23', [0.503062, -0.860814, 1.0]], ['2, k, 24', [0.409406, -0.833741, 1.0]]]
[['2, k, 0', [0.108607, -0.790028, 1.0]], ['2, k, 1', [0.118342, -0.488992, 1.0]], ['2, k, 2', [0.124896, -0.191549, 1.0]], ['2, k, 3', [0.145323, -0.0391078, 1.0]], ['2, k, 4', [-0.040863, -0.277393, 1.0]], ['2, k, 5', [-0.163951, -0.528353, 1.0]], ['2, k, 6', [-0.246575, -0.768212, 1.0]], ['2, k, 7', [-0.267695, -0.821715, 1.0]], ['2, k, 8', [0.29215, -0.291505, 1.0]], ['2, k, 9', [0.386122, -0.52405, 1.0]], ['2, k, 10', [0.484184, -0.769397, 1.0]], ['2, k, 11', [0.503507, -0.831747, 1.0]], ['2, k, 12', [0.0310759, -0.778667, 1.0]], ['2, k, 13', [0.00785347, -1.2248, 1.0]], ['2, k, 14', [-0.0194785, -1.61968, 1.0]], ['2, k, 15', [-0.0352055, -1.69448, 1.0]], ['2, k, 16', [0.183784, -0.783309, 1.0]], ['2, k, 17', [0.201408, -1.20005, 1.0]], ['2, k, 18', [0.222253, -1.6422, 1.0]], ['2, k, 19', [0.203637, -1.689, 1.0]], ['2, k, 20', [0.123515, -0.265482, 1.0]], ['2, k, 21', [-0.299535, -0.856275, 1.0]], ['2, k, 22', [-0.213045, -0.841083, 1.0]], ['2, k, 23', [0.587217, -0.857949, 1.0]], ['2, k, 24', [0.464173, -0.860735, 1.0]]]
[['2, k, 0', [0.108736, -0.790101, 1.0]], ['2, k, 1', [0.118214, -0.48906, 1.0]], ['2, k, 2', [0.124556, -0.191588, 1.0]], ['2, k, 3', [0.144601, -0.0393066, 1.0]], ['2, k, 4', [-0.0411459, -0.277873, 1.0]], ['2, k, 5', [-0.165099, -0.530973, 1.0]], ['2, k, 6', [-0.248012, -0.772954, 1.0]], ['2, k, 7', [-0.253375, -0.821438, 1.0]], ['2, k, 8', [0.292142, -0.291611, 1.0]], ['2, k, 9', [0.385768, -0.530044, 1.0]], ['2, k, 10', [0.483021, -0.772581, 1.0]], ['2, k, 11', [0.4875, -0.834735, 1.0]], ['2, k, 12', [0.0311393, -0.778773, 1.0]], ['2, k, 13', [0.00955396, -1.22653, 1.0]], ['2, k, 14', [-0.0194227, -1.6199, 1.0]], ['2, k, 15', [-0.0301659, -1.69381, 1.0]], ['2, k, 16', [0.184023, -0.783348, 1.0]], ['2, k, 17', [0.201438, -1.20013, 1.0]], ['2, k, 18', [0.222402, -1.6413, 1.0]], ['2, k, 19', [0.203971, -1.68848, 1.0]], ['2, k, 20', [0.123207, -0.265522, 1.0]], ['2, k, 21', [-0.267312, -0.868679, 1.0]], ['2, k, 22', [-0.173533, -0.838895, 1.0]], ['2, k, 23', [0.497939, -0.882866, 1.0]], ['2, k, 24', [0.409398, -0.848064, 1.0]]]
[['2, k, 0', [0.108757, -0.79016, 1.0]], ['2, k, 1', [0.11816, -0.489259, 1.0]], ['2, k, 2', [0.124889, -0.192031, 1.0]], ['2, k, 3', [0.143749, -0.0393897, 1.0]], ['2, k, 4', [-0.0415232, -0.277745, 1.0]], ['2, k, 5', [-0.165137, -0.531325, 1.0]], ['2, k, 6', [-0.248267, -0.776043, 1.0]], ['2, k, 7', [-0.270437, -0.824867, 1.0]], ['2, k, 8', [0.29233, -0.291509, 1.0]], ['2, k, 9', [0.384392, -0.53419, 1.0]], ['2, k, 10', [0.481338, -0.781879, 1.0]], ['2, k, 11', [0.505755, -0.846174, 1.0]], ['2, k, 12', [0.0311264, -0.778862, 1.0]], ['2, k, 13', [0.0100852, -1.22932, 1.0]], ['2, k, 14', [-0.0184092, -1.62106, 1.0]], ['2, k, 15', [-0.0346986, -1.6959, 1.0]], ['2, k, 16', [0.184069, -0.783383, 1.0]], ['2, k, 17', [0.201749, -1.19873, 1.0]], ['2, k, 18', [0.222754, -1.64184, 1.0]], ['2, k, 19', [0.199579, -1.68947, 1.0]], ['2, k, 20', [0.123383, -0.265887, 1.0]], ['2, k, 21', [-0.325127, -0.860839, 1.0]], ['2, k, 22', [-0.223194, -0.849921, 1.0]], ['2, k, 23', [0.591523, -0.868468, 1.0]], ['2, k, 24', [0.458955, -0.880307, 1.0]]]
[['2, k, 0', [0.108847, -0.790464, 1.0]], ['2, k, 1', [0.117821, -0.489583, 1.0]], ['2, k, 2', [0.124055, -0.192462, 1.0]], ['2, k, 3', [0.143112, -0.0399075, 1.0]], ['2, k, 4', [-0.0433523, -0.279095, 1.0]], ['2, k, 5', [-0.165955, -0.530927, 1.0]], ['2, k, 6', [-0.2503, -0.777692, 1.0]], ['2, k, 7', [-0.270684, -0.823559, 1.0]], ['2, k, 8', [0.29248, -0.291578, 1.0]], ['2, k, 9', [0.384643, -0.536275, 1.0]], ['2, k, 10', [0.481635, -0.783751, 1.0]], ['2, k, 11', [0.505918, -0.847312, 1.0]], ['2, k, 12', [0.0311228, -0.779188, 1.0]], ['2, k, 13', [0.0105207, -1.23159, 1.0]], ['2, k, 14', [-0.0183738, -1.62082, 1.0]], ['2, k, 15', [-0.0346349, -1.69577, 1.0]], ['2, k, 16', [0.184258, -0.783667, 1.0]], ['2, k, 17', [0.201789, -1.19755, 1.0]], ['2, k, 18', [0.221752, -1.64199, 1.0]], ['2, k, 19', [0.200439, -1.69031, 1.0]], ['2, k, 20', [0.122668, -0.266297, 1.0]], ['2, k, 21', [-0.310873, -0.857516, 1.0]], ['2, k, 22', [-0.222032, -0.847773, 1.0]], ['2, k, 23', [0.59562, -0.87459, 1.0]], ['2, k, 24', [0.467959, -0.875745, 1.0]]]
[['2, k, 0', [0.108868, -0.79046, 1.0]], ['2, k, 1', [0.117889, -0.489534, 1.0]], ['2, k, 2', [0.124706, -0.192342, 1.0]], ['2, k, 3', [0.142899, -0.0393884, 1.0]], ['2, k, 4', [-0.0433146, -0.278408, 1.0]], ['2, k, 5', [-0.166449, -0.530492, 1.0]], ['2, k, 6', [-0.250981, -0.775438, 1.0]], ['2, k, 7', [-0.256958, -0.819253, 1.0]], ['2, k, 8', [0.292659, -0.291405, 1.0]], ['2, k, 9', [0.384553, -0.536916, 1.0]], ['2, k, 10', [0.48274, -0.785302, 1.0]], ['2, k, 11', [0.504639, -0.845705, 1.0]], ['2, k, 12', [0.0311002, -0.779206, 1.0]], ['2, k, 13', [0.0116934, -1.23573, 1.0]], ['2, k, 14', [-0.0185842, -1.62122, 1.0]], ['2, k, 15', [-0.039056, -1.69396, 1.0]], ['2, k, 16', [0.184307, -0.783634, 1.0]], ['2, k, 17', [0.201865, -1.19776, 1.0]], ['2, k, 18', [0.221803, -1.64093, 1.0]], ['2, k, 19', [0.202193, -1.68734, 1.0]], ['2, k, 20', [0.123122, -0.266189, 1.0]], ['2, k, 21', [-0.273322, -0.869601, 1.0]], ['2, k, 22', [-0.175263, -0.843988, 1.0]], ['2, k, 23', [0.592855, -0.870419, 1.0]], ['2, k, 24', [0.46522, -0.883644, 1.0]]]
[['2, k, 0', [0.108905, -0.790527, 1.0]], ['2, k, 1', [0.117875, -0.48955, 1.0]], ['2, k, 2', [0.124775, -0.19219, 1.0]], ['2, k, 3', [0.1425, -0.0391053, 1.0]], ['2, k, 4', [-0.0434231, -0.278294, 1.0]], ['2, k, 5', [-0.166587, -0.529504, 1.0]], ['2, k, 6', [-0.25086, -0.774981, 1.0]], ['2, k, 7', [-0.255687, -0.815486, 1.0]], ['2, k, 8', [0.292234, -0.291301, 1.0]], ['2, k, 9', [0.384448, -0.537317, 1.0]], ['2, k, 10', [0.482614, -0.785384, 1.0]], ['2, k, 11', [0.506485, -0.844093, 1.0]], ['2, k, 12', [0.0310733, -0.779421, 1.0]], ['2, k, 13', [0.0112628, -1.23683, 1.0]], ['2, k, 14', [-0.0186494, -1.62171, 1.0]], ['2, k, 15', [-0.043384, -1.69437, 1.0]], ['2, k, 16', [0.184394, -0.783669, 1.0]], ['2, k, 17', [0.201829, -1.19737, 1.0]], ['2, k, 18', [0.220825, -1.63688, 1.0]], ['2, k, 19', [0.200965, -1.68776, 1.0]], ['2, k, 20', [0.123166, -0.266079, 1.0]], ['2, k, 21', [-0.272003, -0.866945, 1.0]], ['2, k, 22', [-0.175972, -0.83211, 1.0]], ['2, k, 23', [0.599833, -0.873976, 1.0]], ['2, k, 24', [0.474321, -0.869595, 1.0]]]
[['2, k, 0', [0.109024, -0.790681, 1.0]], ['2, k, 1', [0.117724, -0.489587, 1.0]], ['2, k, 2', [0.12429, -0.192138, 1.0]], ['2, k, 3', [0.142125, -0.0393007, 1.0]], ['2, k, 4', [-0.0436138, -0.278081, 1.0]], ['2, k, 5', [-0.16702, -0.527239, 1.0]], ['2, k, 6', [-0.253935, -0.772774, 1.0]], ['2, k, 7', [-0.254355, -0.815005, 1.0]], ['2, k, 8', [0.2921, -0.291122, 1.0]], ['2, k, 9', [0.384616, -0.537486, 1.0]], ['2, k, 10', [0.483267, -0.783605, 1.0]], ['2, k, 11', [0.502505, -0.840045, 1.0]], ['2, k, 12', [0.0311246, -0.779578, 1.0]], ['2, k, 13', [0.00750268, -1.22232, 1.0]], ['2, k, 14', [-0.0186268, -1.62175, 1.0]], ['2, k, 15', [-0.0400146, -1.69516, 1.0]], ['2, k, 16', [0.184553, -0.783798, 1.0]], ['2, k, 17', [0.201654, -1.19629, 1.0]], ['2, k, 18', [0.220416, -1.63426, 1.0]], ['2, k, 19', [0.202279, -1.68539, 1.0]], ['2, k, 20', [0.122774, -0.266053, 1.0]], ['2, k, 21', [-0.269114, -0.859619, 1.0]], ['2, k, 22', [-0.169219, -0.831443, 1.0]], ['2, k, 23', [0.573847, -0.866933, 1.0]], ['2, k, 24', [0.461263, -0.874457, 1.0]]]
