[['2, k, 0', [-0.228716, -0.614036, 1.0]], ['2, k, 1', [-0.239677, -0.318547, 1.0]], ['2, k, 2', [-0.249144, -0.0283189, 1.0]], ['2, k, 3', [-0.206494, 0.09758, 1.0]], ['2, k, 4', [-0.38504, -0.0763978, 1.0]], ['2, k, 5', [-0.515261, 0.182643, 1.0]], ['2, k, 6', [-0.525266, 0.437065, 1.0]], ['2, k, 7', [-0.515603, 0.531417, 1.0]], ['2, k, 8', [-0.0855559, -0.0536748, 1.0]], ['2, k, 9', [0.0798687, 0.122185, 1.0]], ['2, k, 10', [0.191407, 0.394639, 1.0]], ['2, k, 11', [0.187165, 0.474891, 1.0]], ['2, k, 12', [-0.293934, -0.61109, 1.0]], ['2, k, 13', [-0.338372, -0.909392, 1.0]], ['2, k, 14', [-0.37744, -1.37934, 1.0]], ['2, k, 15', [-0.372667, -1.4132, 1.0]], ['2, k, 16', [-0.157468, -0.600822, 1.0]], ['2, k, 17', [-0.117344, -0.818999, 1.0]], ['2, k, 18', [-0.0966305, -1.17538, 1.0]], ['2, k, 19', [-0.0869712, -1.21154, 1.0]], ['2, k, 20', [-0.247032, -0.10019, 1.0]], ['2, k, 21', [-0.507478, 0.602498, 1.0]], ['2, k, 22', [-0.555745, 0.550107, 1.0]], ['2, k, 23', [0.214291, 0.542473, 1.0]], ['2, k, 24', [0.23862, 0.474651, 1.0]]]
[['2, k, 0', [-0.222245, -0.567946, 1.0]], ['2, k, 1', [-0.282459, -0.309602, 1.0]], ['2, k, 2', [-0.332915, -0.0476931, 1.0]], ['2, k, 3', [-0.397741, 0.0774512, 1.0]], ['2, k, 4', [-0.478693, -0.120429, 1.0]], ['2, k, 5', [-0.687241, -0.178672, 1.0]], ['2, k, 6', [-0.89606, -0.143277, 1.0]], ['2, k, 7', [-1.0226, 0.0316778, 1.0]], ['2, k, 8', [-0.228973, -0.0148693, 1.0]], ['2, k, 9', [-0.25263, 0.209388, 1.0]], ['2, k, 10', [-0.440507, 0.435914, 1.0]], ['2, k, 11', [-0.481568, 0.494958, 1.0]], ['2, k, 12', [-0.278204, -0.569997, 1.0]], ['2, k, 13', [-0.332048, -1.0098, 1.0]], ['2, k, 14', [-0.378351, -1.40778, 1.0]], ['2, k, 15', [-0.408601, -1.44851, 1.0]], ['2, k, 16', [-0.16116, -0.55169, 1.0]], ['2, k, 17', [-0.0847027, -0.965538, 1.0]], ['2, k, 18', [-0.0798198, -1.2617, 1.0]], ['2, k, 19', [-0.10404, -1.30621, 1.0]], ['2, k, 20', [-0.321595, -0.113613, 1.0]], ['2, k, 21', [-1.07736, 0.0720928, 1.0]], ['2, k, 22', [-0.988723, 0.0940204, 1.0]], ['2, k, 23', [-0.53099, 0.55479, 1.0]], ['2, k, 24', [-0.555536, 0.446985, 1.0]]]
[['2, k, 0', [-0.22233, -0.567721, 1.0]], ['2, k, 1', [-0.282057, -0.308704, 1.0]], ['2, k, 2', [-0.332941, -0.0476384, 1.0]], ['2, k, 3', [-0.396442, 0.0767524, 1.0]], ['2, k, 4', [-0.479007, -0.120573, 1.0]], ['2, k, 5', [-0.68916, -0.17424, 1.0]], ['2, k, 6', [-0.897392, -0.137133, 1.0]], ['2, k, 7', [-1.02001, 0.0369668, 1.0]], ['2, k, 8', [-0.22899, -0.0147829, 1.0]], ['2, k, 9', [-0.250518, 0.210169, 1.0]], ['2, k, 10', [-0.437854, 0.436429, 1.0]], ['2, k, 11', [-0.475472, 0.498821, 1.0]], ['2, k, 12', [-0.278236, -0.569782, 1.0]], ['2, k, 13', [-0.332318, -1.0099, 1.0]], ['2, k, 14', [-0.378972, -1.40762, 1.0]], ['2, k, 15', [-0.409303, -1.44844, 1.0]], ['2, k, 16', [-0.161268, -0.551479, 1.0]], ['2, k, 17', [-0.0848331, -0.964983, 1.0]], ['2, k, 18', [-0.0797546, -1.26096, 1.0]], ['2, k, 19', [-0.103935, -1.30567, 1.0]], ['2, k, 20', [-0.321481, -0.113311, 1.0]], ['2, k, 21', [-1.07323, 0.0747852, 1.0]], ['2, k, 22', [-0.99075, 0.0925609, 1.0]], ['2, k, 23', [-0.524111, 0.562494, 1.0]], ['2, k, 24', [-0.54639, 0.452141, 1.0]]]
[['2, k, 0', [-0.222793, -0.567332, 1.0]], ['2, k, 1', [-0.280774, -0.307347, 1.0]], ['2, k, 2', [-0.329536, -0.0464298, 1.0]], ['2, k, 3', [-0.379088, 0.0820118, 1.0]], ['2, k, 4', [-0.475977, -0.098449, 1.0]], ['2, k, 5', [-0.691154, -0.172565, 1.0]], ['2, k, 6', [-0.897836, -0.130893, 1.0]], ['2, k, 7', [-1.01746, 0.054637, 1.0]], ['2, k, 8', [-0.229524, -0.0142171, 1.0]], ['2, k, 9', [-0.247562, 0.21259, 1.0]], ['2, k, 10', [-0.431111, 0.441928, 1.0]], ['2, k, 11', [-0.467305, 0.500037, 1.0]], ['2, k, 12', [-0.278787, -0.569344, 1.0]], ['2, k, 13', [-0.332574, -1.00972, 1.0]], ['2, k, 14', [-0.378804, -1.4073, 1.0]], ['2, k, 15', [-0.405892, -1.44873, 1.0]], ['2, k, 16', [-0.161579, -0.551183, 1.0]], ['2, k, 17', [-0.0852656, -0.96457, 1.0]], ['2, k, 18', [-0.0801696, -1.26043, 1.0]], ['2, k, 19', [-0.101007, -1.30524, 1.0]], ['2, k, 20', [-0.318366, -0.111674, 1.0]], ['2, k, 21', [-1.05528, 0.120281, 1.0]], ['2, k, 22', [-0.967412, 0.116795, 1.0]], ['2, k, 23', [-0.515386, 0.563107, 1.0]], ['2, k, 24', [-0.547365, 0.451483, 1.0]]]
[['2, k, 0', [-0.223212, -0.567935, 1.0]], ['2, k, 1', [-0.279106, -0.307167, 1.0]], ['2, k, 2', [-0.325359, -0.0461382, 1.0]], ['2, k, 3', [-0.375507, 0.0790508, 1.0]], ['2, k, 4', [-0.479455, -0.112689, 1.0]], ['2, k, 5', [-0.693719, -0.169577, 1.0]], ['2, k, 6', [-0.895701, -0.115066, 1.0]], ['2, k, 7', [-0.947223, -0.0361768, 1.0]], ['2, k, 8', [-0.230452, -0.014863, 1.0]], ['2, k, 9', [-0.24156, 0.214228, 1.0]], ['2, k, 10', [-0.422419, 0.445576, 1.0]], ['2, k, 11', [-0.456083, 0.505296, 1.0]], ['2, k, 12', [-0.279293, -0.57052, 1.0]], ['2, k, 13', [-0.332937, -1.0098, 1.0]], ['2, k, 14', [-0.378733, -1.40739, 1.0]], ['2, k, 15', [-0.406603, -1.44874, 1.0]], ['2, k, 16', [-0.161884, -0.551406, 1.0]], ['2, k, 17', [-0.0894234, -0.948662, 1.0]], ['2, k, 18', [-0.0802926, -1.24441, 1.0]], ['2, k, 19', [-0.101028, -1.2898, 1.0]], ['2, k, 20', [-0.314573, -0.111237, 1.0]], ['2, k, 21', [-1.02267, 0.0135146, 1.0]], ['2, k, 22', [-0.921655, -0.017432, 1.0]], ['2, k, 23', [-0.49737, 0.568504, 1.0]], ['2, k, 24', [-0.531373, 0.457503, 1.0]]]
[['2, k, 0', [-0.223249, -0.568722, 1.0]], ['2, k, 1', [-0.278633, -0.308187, 1.0]], ['2, k, 2', [-0.32599, -0.049313, 1.0]], ['2, k, 3', [-0.374803, 0.0776282, 1.0]], ['2, k, 4', [-0.476573, -0.114218, 1.0]], ['2, k, 5', [-0.693617, -0.168172, 1.0]], ['2, k, 6', [-0.882279, -0.073306, 1.0]], ['2, k, 7', [-0.98203, 0.0365156, 1.0]], ['2, k, 8', [-0.22221, -0.015827, 1.0]], ['2, k, 9', [-0.234474, 0.216429, 1.0]], ['2, k, 10', [-0.408761, 0.452804, 1.0]], ['2, k, 11', [-0.436868, 0.513909, 1.0]], ['2, k, 12', [-0.279212, -0.571453, 1.0]], ['2, k, 13', [-0.333403, -1.00974, 1.0]], ['2, k, 14', [-0.378702, -1.40732, 1.0]], ['2, k, 15', [-0.404085, -1.44908, 1.0]], ['2, k, 16', [-0.161985, -0.552027, 1.0]], ['2, k, 17', [-0.0900292, -0.947147, 1.0]], ['2, k, 18', [-0.0807082, -1.24287, 1.0]], ['2, k, 19', [-0.0989667, -1.28823, 1.0]], ['2, k, 20', [-0.31468, -0.113572, 1.0]], ['2, k, 21', [-1.0412, 0.0969636, 1.0]], ['2, k, 22', [-0.977513, 0.0811367, 1.0]], ['2, k, 23', [-0.477131, 0.579279, 1.0]], ['2, k, 24', [-0.504924, 0.471977, 1.0]]]
[['2, k, 0', [-0.223304, -0.56877, 1.0]], ['2, k, 1', [-0.278869, -0.308706, 1.0]], ['2, k, 2', [-0.328388, -0.0524004, 1.0]], ['2, k, 3', [-0.373505, 0.0765816, 1.0]], ['2, k, 4', [-0.47879, -0.115791, 1.0]], ['2, k, 5', [-0.691945, -0.157548, 1.0]], ['2, k, 6', [-0.885272, -0.0718513, 1.0]], ['2, k, 7', [-0.996454, 0.0922756, 1.0]], ['2, k, 8', [-0.22342, -0.0150518, 1.0]], ['2, k, 9', [-0.224219, 0.21736, 1.0]], ['2, k, 10', [-0.391037, 0.45902, 1.0]], ['2, k, 11', [-0.419083, 0.518844, 1.0]], ['2, k, 12', [-0.279159, -0.571665, 1.0]], ['2, k, 13', [-0.333781, -1.00958, 1.0]], ['2, k, 14', [-0.378873, -1.40721, 1.0]], ['2, k, 15', [-0.404428, -1.44884, 1.0]], ['2, k, 16', [-0.16215, -0.551976, 1.0]], ['2, k, 17', [-0.0907878, -0.94602, 1.0]], ['2, k, 18', [-0.0810795, -1.24172, 1.0]], ['2, k, 19', [-0.0994903, -1.28707, 1.0]], ['2, k, 20', [-0.31627, -0.115752, 1.0]], ['2, k, 21', [-1.03309, 0.166954, 1.0]], ['2, k, 22', [-0.948822, 0.157573, 1.0]], ['2, k, 23', [-0.447331, 0.584895, 1.0]], ['2, k, 24', [-0.488829, 0.476375, 1.0]]]
[['2, k, 0', [-0.223414, -0.568498, 1.0]], ['2, k, 1', [-0.278743, -0.309002, 1.0]], ['2, k, 2', [-0.328284, -0.0547571, 1.0]], ['2, k, 3', [-0.36847, 0.0729786, 1.0]], ['2, k, 4', [-0.477984, -0.116644, 1.0]], ['2, k, 5', [-0.691937, -0.146303, 1.0]], ['2, k, 6', [-0.882401, -0.0547473, 1.0]], ['2, k, 7', [-0.951839, 0.0480438, 1.0]], ['2, k, 8', [-0.216479, -0.0163976, 1.0]], ['2, k, 9', [-0.210478, 0.217885, 1.0]], ['2, k, 10', [-0.370322, 0.46384, 1.0]], ['2, k, 11', [-0.398652, 0.523692, 1.0]], ['2, k, 12', [-0.279593, -0.571535, 1.0]], ['2, k, 13', [-0.334303, -1.00937, 1.0]], ['2, k, 14', [-0.377697, -1.40694, 1.0]], ['2, k, 15', [-0.401441, -1.44922, 1.0]], ['2, k, 16', [-0.161977, -0.551035, 1.0]], ['2, k, 17', [-0.092588, -0.942739, 1.0]], ['2, k, 18', [-0.0818674, -1.23822, 1.0]], ['2, k, 19', [-0.0983512, -1.28404, 1.0]], ['2, k, 20', [-0.316163, -0.117473, 1.0]], ['2, k, 21', [-0.998956, 0.106085, 1.0]], ['2, k, 22', [-0.93248, 0.0480669, 1.0]], ['2, k, 23', [-0.430512, 0.590546, 1.0]], ['2, k, 24', [-0.476397, 0.479755, 1.0]]]
[['2, k, 0', [-0.223461, -0.568493, 1.0]], ['2, k, 1', [-0.27856, -0.309267, 1.0]], ['2, k, 2', [-0.327999, -0.0553951, 1.0]], ['2, k, 3', [-0.363461, 0.0755336, 1.0]], ['2, k, 4', [-0.476844, -0.117941, 1.0]], ['2, k, 5', [-0.713965, -0.108761, 1.0]], ['2, k, 6', [-0.906778, -0.0220157, 1.0]], ['2, k, 7', [-0.940341, 0.0591566, 1.0]], ['2, k, 8', [-0.209459, -0.0194368, 1.0]], ['2, k, 9', [-0.19782, 0.217561, 1.0]], ['2, k, 10', [-0.345762, 0.470368, 1.0]], ['2, k, 11', [-0.374445, 0.531298, 1.0]], ['2, k, 12', [-0.279758, -0.571778, 1.0]], ['2, k, 13', [-0.33507, -1.0094, 1.0]], ['2, k, 14', [-0.377568, -1.40704, 1.0]], ['2, k, 15', [-0.399667, -1.44959, 1.0]], ['2, k, 16', [-0.162054, -0.550805, 1.0]], ['2, k, 17', [-0.0939791, -0.941755, 1.0]], ['2, k, 18', [-0.0835527, -1.23723, 1.0]], ['2, k, 19', [-0.0985003, -1.28302, 1.0]], ['2, k, 20', [-0.315908, -0.118062, 1.0]], ['2, k, 21', [-0.998424, 0.116436, 1.0]], ['2, k, 22', [-0.935479, 0.0172175, 1.0]], ['2, k, 23', [-0.408692, 0.594652, 1.0]], ['2, k, 24', [-0.446123, 0.49665, 1.0]]]
[['2, k, 0', [-0.225183, -0.56653, 1.0]], ['2, k, 1', [-0.27835, -0.309089, 1.0]], ['2, k, 2', [-0.326479, -0.0562001, 1.0]], ['2, k, 3', [-0.361386, 0.0787753, 1.0]], ['2, k, 4', [-0.476262, -0.117734, 1.0]], ['2, k, 5', [-0.705374, -0.107393, 1.0]], ['2, k, 6', [-0.871617, 0.0798223, 1.0]], ['2, k, 7', [-0.955174, 0.145457, 1.0]], ['2, k, 8', [-0.204461, -0.021941, 1.0]], ['2, k, 9', [-0.183942, 0.219292, 1.0]], ['2, k, 10', [-0.3261, 0.475588, 1.0]], ['2, k, 11', [-0.350173, 0.536693, 1.0]], ['2, k, 12', [-0.281466, -0.570505, 1.0]], ['2, k, 13', [-0.335915, -1.0091, 1.0]], ['2, k, 14', [-0.377974, -1.40673, 1.0]], ['2, k, 15', [-0.398975, -1.44952, 1.0]], ['2, k, 16', [-0.163737, -0.547889, 1.0]], ['2, k, 17', [-0.0959142, -0.940493, 1.0]], ['2, k, 18', [-0.0849083, -1.23589, 1.0]], ['2, k, 19', [-0.0985706, -1.28185, 1.0]], ['2, k, 20', [-0.31489, -0.118546, 1.0]], ['2, k, 21', [-0.998279, 0.205902, 1.0]], ['2, k, 22', [-0.983812, 0.124456, 1.0]], ['2, k, 23', [-0.377206, 0.60079, 1.0]], ['2, k, 24', [-0.425949, 0.500269, 1.0]]]
[['2, k, 0', [-0.226619, -0.565256, 1.0]], ['2, k, 1', [-0.278362, -0.308844, 1.0]], ['2, k, 2', [-0.326084, -0.0561463, 1.0]], ['2, k, 3', [-0.357719, 0.0812104, 1.0]], ['2, k, 4', [-0.473426, -0.115565, 1.0]], ['2, k, 5', [-0.704816, -0.104379, 1.0]], ['2, k, 6', [-0.88875, 0.0841222, 1.0]], ['2, k, 7', [-0.943793, 0.163329, 1.0]], ['2, k, 8', [-0.200967, -0.0225682, 1.0]], ['2, k, 9', [-0.176183, 0.255771, 1.0]], ['2, k, 10', [-0.300419, 0.504108, 1.0]], ['2, k, 11', [-0.327788, 0.5504, 1.0]], ['2, k, 12', [-0.283425, -0.569671, 1.0]], ['2, k, 13', [-0.337045, -1.00918, 1.0]], ['2, k, 14', [-0.378003, -1.40691, 1.0]], ['2, k, 15', [-0.397571, -1.44995, 1.0]], ['2, k, 16', [-0.165197, -0.54566, 1.0]], ['2, k, 17', [-0.0966173, -0.9406, 1.0]], ['2, k, 18', [-0.0855559, -1.23591, 1.0]], ['2, k, 19', [-0.0978564, -1.28205, 1.0]], ['2, k, 20', [-0.314665, -0.118478, 1.0]], ['2, k, 21', [-0.991213, 0.227922, 1.0]], ['2, k, 22', [-0.95969, 0.114096, 1.0]], ['2, k, 23', [-0.351596, 0.610498, 1.0]], ['2, k, 24', [-0.402867, 0.51179, 1.0]]]
[['2, k, 0', [-0.227378, -0.565971, 1.0]], ['2, k, 1', [-0.278341, -0.308783, 1.0]], ['2, k, 2', [-0.325317, -0.0548529, 1.0]], ['2, k, 3', [-0.348817, 0.0845868, 1.0]], ['2, k, 4', [-0.47272, -0.113841, 1.0]], ['2, k, 5', [-0.694597, -0.0809409, 1.0]], ['2, k, 6', [-0.882009, 0.0935277, 1.0]], ['2, k, 7', [-0.923141, 0.179471, 1.0]], ['2, k, 8', [-0.196837, -0.0227039, 1.0]], ['2, k, 9', [-0.1668, 0.255597, 1.0]], ['2, k, 10', [-0.284331, 0.504476, 1.0]], ['2, k, 11', [-0.296024, 0.555885, 1.0]], ['2, k, 12', [-0.284969, -0.571756, 1.0]], ['2, k, 13', [-0.338671, -1.00972, 1.0]], ['2, k, 14', [-0.378264, -1.40754, 1.0]], ['2, k, 15', [-0.396945, -1.45075, 1.0]], ['2, k, 16', [-0.165363, -0.545769, 1.0]], ['2, k, 17', [-0.0998686, -0.949462, 1.0]], ['2, k, 18', [-0.0852112, -1.24444, 1.0]], ['2, k, 19', [-0.0958641, -1.29094, 1.0]], ['2, k, 20', [-0.314195, -0.117736, 1.0]], ['2, k, 21', [-0.973449, 0.245381, 1.0]], ['2, k, 22', [-0.951325, 0.162391, 1.0]], ['2, k, 23', [-0.321344, 0.619845, 1.0]], ['2, k, 24', [-0.370969, 0.521158, 1.0]]]
[['2, k, 0', [-0.228214, -0.568475, 1.0]], ['2, k, 1', [-0.277783, -0.309271, 1.0]], ['2, k, 2', [-0.323024, -0.0544437, 1.0]], ['2, k, 3', [-0.341444, 0.0898578, 1.0]], ['2, k, 4', [-0.471791, -0.111993, 1.0]], ['2, k, 5', [-0.697245, -0.0599878, 1.0]], ['2, k, 6', [-0.871717, 0.15308, 1.0]], ['2, k, 7', [-0.918311, 0.233294, 1.0]], ['2, k, 8', [-0.193327, -0.0223715, 1.0]], ['2, k, 9', [-0.155089, 0.257324, 1.0]], ['2, k, 10', [-0.246795, 0.506001, 1.0]], ['2, k, 11', [-0.265453, 0.557695, 1.0]], ['2, k, 12', [-0.286214, -0.573699, 1.0]], ['2, k, 13', [-0.339349, -1.00917, 1.0]], ['2, k, 14', [-0.37821, -1.40696, 1.0]], ['2, k, 15', [-0.396142, -1.45038, 1.0]], ['2, k, 16', [-0.165583, -0.549612, 1.0]], ['2, k, 17', [-0.101218, -0.950889, 1.0]], ['2, k, 18', [-0.0853237, -1.2457, 1.0]], ['2, k, 19', [-0.0949678, -1.29237, 1.0]], ['2, k, 20', [-0.312453, -0.117657, 1.0]], ['2, k, 21', [-0.949637, 0.298327, 1.0]], ['2, k, 22', [-0.93507, 0.17728, 1.0]], ['2, k, 23', [-0.281069, 0.617796, 1.0]], ['2, k, 24', [-0.343132, 0.526518, 1.0]]]
[['2, k, 0', [-0.228265, -0.569426, 1.0]], ['2, k, 1', [-0.276326, -0.314631, 1.0]], ['2, k, 2', [-0.319375, -0.0675338, 1.0]], ['2, k, 3', [-0.33737, 0.0944539, 1.0]], ['2, k, 4', [-0.471108, -0.110986, 1.0]], ['2, k, 5', [-0.694798, -0.0457156, 1.0]], ['2, k, 6', [-0.847556, 0.148615, 1.0]], ['2, k, 7', [-0.892269, 0.241025, 1.0]], ['2, k, 8', [-0.190244, -0.0214911, 1.0]], ['2, k, 9', [-0.121554, 0.248994, 1.0]], ['2, k, 10', [-0.230892, 0.5081, 1.0]], ['2, k, 11', [-0.238769, 0.560124, 1.0]], ['2, k, 12', [-0.286314, -0.574623, 1.0]], ['2, k, 13', [-0.340556, -1.00778, 1.0]], ['2, k, 14', [-0.379286, -1.40552, 1.0]], ['2, k, 15', [-0.396811, -1.44905, 1.0]], ['2, k, 16', [-0.165453, -0.550491, 1.0]], ['2, k, 17', [-0.102515, -0.952447, 1.0]], ['2, k, 18', [-0.0857157, -1.24711, 1.0]], ['2, k, 19', [-0.0946705, -1.29392, 1.0]], ['2, k, 20', [-0.309265, -0.128494, 1.0]], ['2, k, 21', [-0.932456, 0.301927, 1.0]], ['2, k, 22', [-0.918424, 0.219264, 1.0]], ['2, k, 23', [-0.25497, 0.62374, 1.0]], ['2, k, 24', [-0.324243, 0.527604, 1.0]]]
[['2, k, 0', [-0.228529, -0.570601, 1.0]], ['2, k, 1', [-0.276029, -0.31217, 1.0]], ['2, k, 2', [-0.318495, -0.0463111, 1.0]], ['2, k, 3', [-0.334145, 0.09808, 1.0]], ['2, k, 4', [-0.469475, -0.110386, 1.0]], ['2, k, 5', [-0.687781, -0.0343873, 1.0]], ['2, k, 6', [-0.830397, 0.178774, 1.0]], ['2, k, 7', [-0.871059, 0.267729, 1.0]], ['2, k, 8', [-0.187679, -0.0201964, 1.0]], ['2, k, 9', [-0.0964294, 0.200771, 1.0]], ['2, k, 10', [-0.17214, 0.481854, 1.0]], ['2, k, 11', [-0.196499, 0.560993, 1.0]], ['2, k, 12', [-0.286733, -0.576299, 1.0]], ['2, k, 13', [-0.341676, -1.00722, 1.0]], ['2, k, 14', [-0.379115, -1.405, 1.0]], ['2, k, 15', [-0.39675, -1.44892, 1.0]], ['2, k, 16', [-0.165506, -0.551341, 1.0]], ['2, k, 17', [-0.104973, -0.946402, 1.0]], ['2, k, 18', [-0.0865515, -1.24089, 1.0]], ['2, k, 19', [-0.0949288, -1.28838, 1.0]], ['2, k, 20', [-0.308365, -0.11391, 1.0]], ['2, k, 21', [-0.917067, 0.328905, 1.0]], ['2, k, 22', [-0.898881, 0.245053, 1.0]], ['2, k, 23', [-0.209668, 0.623445, 1.0]], ['2, k, 24', [-0.267588, 0.539769, 1.0]]]
[['2, k, 0', [-0.229744, -0.572974, 1.0]], ['2, k, 1', [-0.276417, -0.312678, 1.0]], ['2, k, 2', [-0.319841, -0.0497375, 1.0]], ['2, k, 3', [-0.327826, 0.102319, 1.0]], ['2, k, 4', [-0.467639, -0.10891, 1.0]], ['2, k, 5', [-0.676275, -0.0191431, 1.0]], ['2, k, 6', [-0.817493, 0.187205, 1.0]], ['2, k, 7', [-0.842502, 0.284875, 1.0]], ['2, k, 8', [-0.186027, -0.0190807, 1.0]], ['2, k, 9', [-0.0903405, 0.202107, 1.0]], ['2, k, 10', [-0.14395, 0.48948, 1.0]], ['2, k, 11', [-0.164392, 0.562646, 1.0]], ['2, k, 12', [-0.288112, -0.577744, 1.0]], ['2, k, 13', [-0.342272, -1.00669, 1.0]], ['2, k, 14', [-0.379773, -1.40452, 1.0]], ['2, k, 15', [-0.396198, -1.44839, 1.0]], ['2, k, 16', [-0.166268, -0.554722, 1.0]], ['2, k, 17', [-0.106016, -0.945086, 1.0]], ['2, k, 18', [-0.0868846, -1.23947, 1.0]], ['2, k, 19', [-0.093963, -1.28697, 1.0]], ['2, k, 20', [-0.309261, -0.115602, 1.0]], ['2, k, 21', [-0.877663, 0.349899, 1.0]], ['2, k, 22', [-0.86682, 0.256223, 1.0]], ['2, k, 23', [-0.173822, 0.625691, 1.0]], ['2, k, 24', [-0.239061, 0.541152, 1.0]]]
[['2, k, 0', [-0.232062, -0.577779, 1.0]], ['2, k, 1', [-0.277171, -0.313425, 1.0]], ['2, k, 2', [-0.320403, -0.0501136, 1.0]], ['2, k, 3', [-0.32152, 0.104416, 1.0]], ['2, k, 4', [-0.465531, -0.107431, 1.0]], ['2, k, 5', [-0.664598, -0.00580783, 1.0]], ['2, k, 6', [-0.787414, 0.203375, 1.0]], ['2, k, 7', [-0.818294, 0.298588, 1.0]], ['2, k, 8', [-0.184822, -0.0187246, 1.0]], ['2, k, 9', [-0.0769736, 0.204809, 1.0]], ['2, k, 10', [-0.0927626, 0.423987, 1.0]], ['2, k, 11', [-0.117567, 0.525197, 1.0]], ['2, k, 12', [-0.290766, -0.581377, 1.0]], ['2, k, 13', [-0.34301, -1.00464, 1.0]], ['2, k, 14', [-0.379621, -1.4025, 1.0]], ['2, k, 15', [-0.395035, -1.44677, 1.0]], ['2, k, 16', [-0.167852, -0.560295, 1.0]], ['2, k, 17', [-0.108005, -0.942004, 1.0]], ['2, k, 18', [-0.087752, -1.23622, 1.0]], ['2, k, 19', [-0.0935581, -1.28411, 1.0]], ['2, k, 20', [-0.309848, -0.115948, 1.0]], ['2, k, 21', [-0.861738, 0.364073, 1.0]], ['2, k, 22', [-0.852756, 0.288919, 1.0]], ['2, k, 23', [-0.127235, 0.59153, 1.0]], ['2, k, 24', [-0.174683, 0.553881, 1.0]]]
[['2, k, 0', [-0.232663, -0.579556, 1.0]], ['2, k, 1', [-0.277236, -0.319818, 1.0]], ['2, k, 2', [-0.318503, -0.0685704, 1.0]], ['2, k, 3', [-0.310308, 0.104445, 1.0]], ['2, k, 4', [-0.464416, -0.105358, 1.0]], ['2, k, 5', [-0.659646, 0.0248001, 1.0]], ['2, k, 6', [-0.770756, 0.21014, 1.0]], ['2, k, 7', [-0.789504, 0.302364, 1.0]], ['2, k, 8', [-0.182926, -0.018845, 1.0]], ['2, k, 9', [-0.057689, 0.20563, 1.0]], ['2, k, 10', [-0.0659936, 0.417411, 1.0]], ['2, k, 11', [-0.0819169, 0.520836, 1.0]], ['2, k, 12', [-0.291862, -0.582755, 1.0]], ['2, k, 13', [-0.343365, -1.0043, 1.0]], ['2, k, 14', [-0.379563, -1.40214, 1.0]], ['2, k, 15', [-0.393812, -1.44663, 1.0]], ['2, k, 16', [-0.167931, -0.562535, 1.0]], ['2, k, 17', [-0.108957, -0.94532, 1.0]], ['2, k, 18', [-0.0875643, -1.23946, 1.0]], ['2, k, 19', [-0.0920548, -1.28716, 1.0]], ['2, k, 20', [-0.308679, -0.130223, 1.0]], ['2, k, 21', [-0.825117, 0.371078, 1.0]], ['2, k, 22', [-0.827071, 0.314936, 1.0]], ['2, k, 23', [-0.0837673, 0.587364, 1.0]], ['2, k, 24', [-0.123858, 0.539456, 1.0]]]
[['2, k, 0', [-0.23335, -0.580774, 1.0]], ['2, k, 1', [-0.273964, -0.325441, 1.0]], ['2, k, 2', [-0.306434, -0.08023, 1.0]], ['2, k, 3', [-0.306131, 0.0929654, 1.0]], ['2, k, 4', [-0.462861, -0.10293, 1.0]], ['2, k, 5', [-0.650675, 0.0330052, 1.0]], ['2, k, 6', [-0.747853, 0.268321, 1.0]], ['2, k, 7', [-0.77112, 0.367351, 1.0]], ['2, k, 8', [-0.180205, -0.0195546, 1.0]], ['2, k, 9', [-0.0483749, 0.203245, 1.0]], ['2, k, 10', [-0.0465782, 0.416325, 1.0]], ['2, k, 11', [-0.0530984, 0.518351, 1.0]], ['2, k, 12', [-0.292913, -0.583505, 1.0]], ['2, k, 13', [-0.34366, -1.00372, 1.0]], ['2, k, 14', [-0.379651, -1.40162, 1.0]], ['2, k, 15', [-0.393121, -1.44625, 1.0]], ['2, k, 16', [-0.168306, -0.5643, 1.0]], ['2, k, 17', [-0.110094, -0.949257, 1.0]], ['2, k, 18', [-0.0878463, -1.24324, 1.0]], ['2, k, 19', [-0.0911104, -1.29121, 1.0]], ['2, k, 20', [-0.299076, -0.140668, 1.0]], ['2, k, 21', [-0.800721, 0.43496, 1.0]], ['2, k, 22', [-0.800391, 0.344193, 1.0]], ['2, k, 23', [-0.0549891, 0.582278, 1.0]], ['2, k, 24', [-0.102962, 0.550032, 1.0]]]
