[['2, k, 0', [0.0643497, -0.387159, 1.0]], ['2, k, 1', [0.0216188, -0.0732545, 1.0]], ['2, k, 2', [-0.0200005, 0.231829, 1.0]], ['2, k, 3', [-0.0129717, 0.39882, 1.0]], ['2, k, 4', [-0.196772, 0.187742, 1.0]], ['2, k, 5', [-0.292481, 0.431509, 1.0]], ['2, k, 6', [-0.318043, 0.664085, 1.0]], ['2, k, 7', [-0.327705, 0.708981, 1.0]], ['2, k, 8', [0.205459, 0.233305, 1.0]], ['2, k, 9', [0.270132, 0.510913, 1.0]], ['2, k, 10', [0.274581, 0.745768, 1.0]], ['2, k, 11', [0.277908, 0.749722, 1.0]], ['2, k, 12', [-0.0287104, -0.390907, 1.0]], ['2, k, 13', [-0.0946361, -0.624136, 1.0]], ['2, k, 14', [-0.107372, -1.05911, 1.0]], ['2, k, 15', [-0.107886, -1.11349, 1.0]], ['2, k, 16', [0.155199, -0.3701, 1.0]], ['2, k, 17', [0.171693, -0.62069, 1.0]], ['2, k, 18', [0.176387, -1.0286, 1.0]], ['2, k, 19', [0.171777, -1.08322, 1.0]], ['2, k, 20', [-0.00975567, 0.156844, 1.0]], ['2, k, 21', [-0.328528, 0.751648, 1.0]], ['2, k, 22', [-0.375387, 0.691649, 1.0]], ['2, k, 23', [0.274958, 0.792623, 1.0]], ['2, k, 24', [0.317143, 0.744898, 1.0]]]
[['2, k, 0', [0.0189625, -0.275648, 1.0]], ['2, k, 1', [-0.024338, -0.018282, 1.0]], ['2, k, 2', [-0.060763, 0.227991, 1.0]], ['2, k, 3', [-0.0718902, 0.405077, 1.0]], ['2, k, 4', [-0.266037, 0.192501, 1.0]], ['2, k, 5', [-0.401172, 0.385344, 1.0]], ['2, k, 6', [-0.501098, 0.604903, 1.0]], ['2, k, 7', [-0.521013, 0.650705, 1.0]], ['2, k, 8', [0.10234, 0.275564, 1.0]], ['2, k, 9', [0.11265, 0.563128, 1.0]], ['2, k, 10', [0.0528299, 0.781936, 1.0]], ['2, k, 11', [0.0445275, 0.816119, 1.0]], ['2, k, 12', [-0.0703583, -0.278644, 1.0]], ['2, k, 13', [-0.0939909, -0.699472, 1.0]], ['2, k, 14', [-0.106378, -1.08832, 1.0]], ['2, k, 15', [-0.122591, -1.12542, 1.0]], ['2, k, 16', [0.107896, -0.26465, 1.0]], ['2, k, 17', [0.153952, -0.683676, 1.0]], ['2, k, 18', [0.172763, -1.06331, 1.0]], ['2, k, 19', [0.153127, -1.10056, 1.0]], ['2, k, 20', [-0.0504945, 0.166418, 1.0]], ['2, k, 21', [-0.538365, 0.696104, 1.0]], ['2, k, 22', [-0.451923, 0.675596, 1.0]], ['2, k, 23', [0.0353105, 0.857512, 1.0]], ['2, k, 24', [-0.0230557, 0.790683, 1.0]]]
[['2, k, 0', [0.0208693, -0.276502, 1.0]], ['2, k, 1', [-0.0235601, -0.0182028, 1.0]], ['2, k, 2', [-0.0612113, 0.229828, 1.0]], ['2, k, 3', [-0.0710312, 0.405257, 1.0]], ['2, k, 4', [-0.247493, 0.206611, 1.0]], ['2, k, 5', [-0.389689, 0.393505, 1.0]], ['2, k, 6', [-0.485026, 0.640789, 1.0]], ['2, k, 7', [-0.506127, 0.672142, 1.0]], ['2, k, 8', [0.105565, 0.276241, 1.0]], ['2, k, 9', [0.127118, 0.562226, 1.0]], ['2, k, 10', [0.0710331, 0.781586, 1.0]], ['2, k, 11', [0.0649874, 0.816065, 1.0]], ['2, k, 12', [-0.0691279, -0.279412, 1.0]], ['2, k, 13', [-0.0945251, -0.699338, 1.0]], ['2, k, 14', [-0.106411, -1.08832, 1.0]], ['2, k, 15', [-0.121269, -1.12547, 1.0]], ['2, k, 16', [0.110654, -0.265515, 1.0]], ['2, k, 17', [0.152846, -0.684995, 1.0]], ['2, k, 18', [0.172571, -1.06352, 1.0]], ['2, k, 19', [0.154295, -1.10082, 1.0]], ['2, k, 20', [-0.0507452, 0.167794, 1.0]], ['2, k, 21', [-0.52705, 0.71054, 1.0]], ['2, k, 22', [-0.449059, 0.684332, 1.0]], ['2, k, 23', [0.0552141, 0.858109, 1.0]], ['2, k, 24', [-0.00343222, 0.793477, 1.0]]]
[['2, k, 0', [0.0227828, -0.276729, 1.0]], ['2, k, 1', [-0.0203988, -0.0173766, 1.0]], ['2, k, 2', [-0.0584798, 0.232892, 1.0]], ['2, k, 3', [-0.0694619, 0.405339, 1.0]], ['2, k, 4', [-0.245403, 0.208539, 1.0]], ['2, k, 5', [-0.381388, 0.40135, 1.0]], ['2, k, 6', [-0.479033, 0.643308, 1.0]], ['2, k, 7', [-0.487921, 0.681493, 1.0]], ['2, k, 8', [0.116788, 0.281025, 1.0]], ['2, k, 9', [0.141121, 0.562863, 1.0]], ['2, k, 10', [0.0901448, 0.783269, 1.0]], ['2, k, 11', [0.0886831, 0.818015, 1.0]], ['2, k, 12', [-0.0677833, -0.279699, 1.0]], ['2, k, 13', [-0.0953297, -0.698904, 1.0]], ['2, k, 14', [-0.106144, -1.08807, 1.0]], ['2, k, 15', [-0.120151, -1.12526, 1.0]], ['2, k, 16', [0.113338, -0.265589, 1.0]], ['2, k, 17', [0.151758, -0.685803, 1.0]], ['2, k, 18', [0.172513, -1.06348, 1.0]], ['2, k, 19', [0.155092, -1.10081, 1.0]], ['2, k, 20', [-0.0483391, 0.170407, 1.0]], ['2, k, 21', [-0.499983, 0.725565, 1.0]], ['2, k, 22', [-0.426017, 0.692076, 1.0]], ['2, k, 23', [0.0815722, 0.863941, 1.0]], ['2, k, 24', [0.0227758, 0.79491, 1.0]]]
[['2, k, 0', [0.0244019, -0.275197, 1.0]], ['2, k, 1', [-0.0183046, -0.0158679, 1.0]], ['2, k, 2', [-0.0570243, 0.234567, 1.0]], ['2, k, 3', [-0.0641319, 0.40715, 1.0]], ['2, k, 4', [-0.24313, 0.21057, 1.0]], ['2, k, 5', [-0.36981, 0.40656, 1.0]], ['2, k, 6', [-0.445708, 0.615939, 1.0]], ['2, k, 7', [-0.472304, 0.678212, 1.0]], ['2, k, 8', [0.120915, 0.282298, 1.0]], ['2, k, 9', [0.157255, 0.557972, 1.0]], ['2, k, 10', [0.121536, 0.780935, 1.0]], ['2, k, 11', [0.107558, 0.812584, 1.0]], ['2, k, 12', [-0.066211, -0.278251, 1.0]], ['2, k, 13', [-0.0961626, -0.698339, 1.0]], ['2, k, 14', [-0.106326, -1.08803, 1.0]], ['2, k, 15', [-0.119629, -1.12523, 1.0]], ['2, k, 16', [0.114932, -0.263851, 1.0]], ['2, k, 17', [0.149587, -0.685722, 1.0]], ['2, k, 18', [0.172373, -1.06304, 1.0]], ['2, k, 19', [0.155658, -1.1004, 1.0]], ['2, k, 20', [-0.0468982, 0.172238, 1.0]], ['2, k, 21', [-0.497667, 0.730044, 1.0]], ['2, k, 22', [-0.405603, 0.69746, 1.0]], ['2, k, 23', [0.0947076, 0.858003, 1.0]], ['2, k, 24', [0.0360701, 0.793987, 1.0]]]
[['2, k, 0', [0.0255606, -0.276753, 1.0]], ['2, k, 1', [-0.0176842, -0.015862, 1.0]], ['2, k, 2', [-0.056501, 0.236476, 1.0]], ['2, k, 3', [-0.0593514, 0.408786, 1.0]], ['2, k, 4', [-0.241093, 0.212178, 1.0]], ['2, k, 5', [-0.363459, 0.413724, 1.0]], ['2, k, 6', [-0.438448, 0.658905, 1.0]], ['2, k, 7', [-0.455123, 0.700557, 1.0]], ['2, k, 8', [0.124745, 0.284795, 1.0]], ['2, k, 9', [0.174435, 0.54888, 1.0]], ['2, k, 10', [0.137534, 0.779886, 1.0]], ['2, k, 11', [0.138824, 0.815289, 1.0]], ['2, k, 12', [-0.0654308, -0.280444, 1.0]], ['2, k, 13', [-0.0968556, -0.698568, 1.0]], ['2, k, 14', [-0.106199, -1.08793, 1.0]], ['2, k, 15', [-0.119066, -1.12514, 1.0]], ['2, k, 16', [0.116407, -0.264914, 1.0]], ['2, k, 17', [0.147889, -0.684789, 1.0]], ['2, k, 18', [0.172369, -1.06294, 1.0]], ['2, k, 19', [0.156093, -1.10032, 1.0]], ['2, k, 20', [-0.0464375, 0.173559, 1.0]], ['2, k, 21', [-0.48157, 0.749234, 1.0]], ['2, k, 22', [-0.401913, 0.716218, 1.0]], ['2, k, 23', [0.118543, 0.863861, 1.0]], ['2, k, 24', [0.0719026, 0.797187, 1.0]]]
[['2, k, 0', [0.0270795, -0.279902, 1.0]], ['2, k, 1', [-0.016642, -0.0163227, 1.0]], ['2, k, 2', [-0.0556243, 0.237698, 1.0]], ['2, k, 3', [-0.0538751, 0.410393, 1.0]], ['2, k, 4', [-0.232752, 0.214181, 1.0]], ['2, k, 5', [-0.352884, 0.41623, 1.0]], ['2, k, 6', [-0.431844, 0.66133, 1.0]], ['2, k, 7', [-0.436713, 0.710216, 1.0]], ['2, k, 8', [0.128234, 0.286215, 1.0]], ['2, k, 9', [0.184674, 0.552865, 1.0]], ['2, k, 10', [0.170503, 0.778868, 1.0]], ['2, k, 11', [0.167358, 0.801548, 1.0]], ['2, k, 12', [-0.0637711, -0.284298, 1.0]], ['2, k, 13', [-0.0980382, -0.698749, 1.0]], ['2, k, 14', [-0.106275, -1.08785, 1.0]], ['2, k, 15', [-0.118629, -1.12507, 1.0]], ['2, k, 16', [0.117602, -0.267276, 1.0]], ['2, k, 17', [0.146115, -0.683823, 1.0]], ['2, k, 18', [0.17227, -1.0628, 1.0]], ['2, k, 19', [0.156508, -1.10018, 1.0]], ['2, k, 20', [-0.0457118, 0.174331, 1.0]], ['2, k, 21', [-0.454058, 0.761044, 1.0]], ['2, k, 22', [-0.387495, 0.726251, 1.0]], ['2, k, 23', [0.15417, 0.85751, 1.0]], ['2, k, 24', [0.100909, 0.795393, 1.0]]]
[['2, k, 0', [0.0265752, -0.283651, 1.0]], ['2, k, 1', [-0.0163116, -0.0167902, 1.0]], ['2, k, 2', [-0.0548651, 0.238859, 1.0]], ['2, k, 3', [-0.0468867, 0.413101, 1.0]], ['2, k, 4', [-0.232379, 0.215829, 1.0]], ['2, k, 5', [-0.343603, 0.429702, 1.0]], ['2, k, 6', [-0.415894, 0.658577, 1.0]], ['2, k, 7', [-0.41879, 0.716339, 1.0]], ['2, k, 8', [0.130503, 0.282708, 1.0]], ['2, k, 9', [0.196067, 0.556275, 1.0]], ['2, k, 10', [0.18294, 0.782317, 1.0]], ['2, k, 11', [0.184352, 0.813341, 1.0]], ['2, k, 12', [-0.0641378, -0.28723, 1.0]], ['2, k, 13', [-0.0990323, -0.698109, 1.0]], ['2, k, 14', [-0.1064, -1.08777, 1.0]], ['2, k, 15', [-0.118044, -1.12499, 1.0]], ['2, k, 16', [0.116812, -0.27173, 1.0]], ['2, k, 17', [0.144903, -0.683841, 1.0]], ['2, k, 18', [0.172196, -1.06303, 1.0]], ['2, k, 19', [0.157143, -1.10041, 1.0]], ['2, k, 20', [-0.0452309, 0.174951, 1.0]], ['2, k, 21', [-0.433127, 0.772597, 1.0]], ['2, k, 22', [-0.367417, 0.723857, 1.0]], ['2, k, 23', [0.183855, 0.857211, 1.0]], ['2, k, 24', [0.118394, 0.796366, 1.0]]]
[['2, k, 0', [0.0256117, -0.285469, 1.0]], ['2, k, 1', [-0.0160936, -0.0170385, 1.0]], ['2, k, 2', [-0.0536585, 0.240063, 1.0]], ['2, k, 3', [-0.0419774, 0.413999, 1.0]], ['2, k, 4', [-0.231872, 0.217949, 1.0]], ['2, k, 5', [-0.336142, 0.433455, 1.0]], ['2, k, 6', [-0.398706, 0.661408, 1.0]], ['2, k, 7', [-0.392913, 0.731102, 1.0]], ['2, k, 8', [0.131589, 0.280536, 1.0]], ['2, k, 9', [0.20721, 0.553921, 1.0]], ['2, k, 10', [0.207338, 0.780337, 1.0]], ['2, k, 11', [0.207198, 0.796017, 1.0]], ['2, k, 12', [-0.0648333, -0.288372, 1.0]], ['2, k, 13', [-0.100944, -0.695433, 1.0]], ['2, k, 14', [-0.106464, -1.08764, 1.0]], ['2, k, 15', [-0.117507, -1.12486, 1.0]], ['2, k, 16', [0.115509, -0.274234, 1.0]], ['2, k, 17', [0.143618, -0.683856, 1.0]], ['2, k, 18', [0.172174, -1.06303, 1.0]], ['2, k, 19', [0.157721, -1.1004, 1.0]], ['2, k, 20', [-0.0444351, 0.175711, 1.0]], ['2, k, 21', [-0.38947, 0.790014, 1.0]], ['2, k, 22', [-0.328528, 0.740457, 1.0]], ['2, k, 23', [0.211891, 0.852185, 1.0]], ['2, k, 24', [0.143726, 0.794352, 1.0]]]
[['2, k, 0', [0.0247597, -0.287511, 1.0]], ['2, k, 1', [-0.0156518, -0.0176001, 1.0]], ['2, k, 2', [-0.0520356, 0.240865, 1.0]], ['2, k, 3', [-0.0368024, 0.41337, 1.0]], ['2, k, 4', [-0.231354, 0.221487, 1.0]], ['2, k, 5', [-0.324341, 0.460163, 1.0]], ['2, k, 6', [-0.346731, 0.753633, 1.0]], ['2, k, 7', [-0.355525, 0.80636, 1.0]], ['2, k, 8', [0.133354, 0.277822, 1.0]], ['2, k, 9', [0.223541, 0.553053, 1.0]], ['2, k, 10', [0.220752, 0.780641, 1.0]], ['2, k, 11', [0.221005, 0.810237, 1.0]], ['2, k, 12', [-0.0656638, -0.289789, 1.0]], ['2, k, 13', [-0.102034, -0.694338, 1.0]], ['2, k, 14', [-0.10646, -1.0876, 1.0]], ['2, k, 15', [-0.116737, -1.12483, 1.0]], ['2, k, 16', [0.114447, -0.277361, 1.0]], ['2, k, 17', [0.142091, -0.683872, 1.0]], ['2, k, 18', [0.172189, -1.06284, 1.0]], ['2, k, 19', [0.1585, -1.10022, 1.0]], ['2, k, 20', [-0.0432701, 0.176195, 1.0]], ['2, k, 21', [-0.363208, 0.811774, 1.0]], ['2, k, 22', [-0.334185, 0.792917, 1.0]], ['2, k, 23', [0.227516, 0.851187, 1.0]], ['2, k, 24', [0.153943, 0.791674, 1.0]]]
[['2, k, 0', [0.0200099, -0.291521, 1.0]], ['2, k, 1', [-0.0157595, -0.0183331, 1.0]], ['2, k, 2', [-0.0503055, 0.241547, 1.0]], ['2, k, 3', [-0.028583, 0.411779, 1.0]], ['2, k, 4', [-0.230121, 0.225412, 1.0]], ['2, k, 5', [-0.31339, 0.466903, 1.0]], ['2, k, 6', [-0.330721, 0.692024, 1.0]], ['2, k, 7', [-0.350752, 0.75529, 1.0]], ['2, k, 8', [0.143591, 0.271929, 1.0]], ['2, k, 9', [0.238017, 0.547365, 1.0]], ['2, k, 10', [0.252338, 0.773204, 1.0]], ['2, k, 11', [0.250198, 0.788652, 1.0]], ['2, k, 12', [-0.0701447, -0.293148, 1.0]], ['2, k, 13', [-0.102474, -0.694237, 1.0]], ['2, k, 14', [-0.106331, -1.08737, 1.0]], ['2, k, 15', [-0.114828, -1.12459, 1.0]], ['2, k, 16', [0.109156, -0.281958, 1.0]], ['2, k, 17', [0.141216, -0.68382, 1.0]], ['2, k, 18', [0.172141, -1.06279, 1.0]], ['2, k, 19', [0.160235, -1.10017, 1.0]], ['2, k, 20', [-0.0423049, 0.176514, 1.0]], ['2, k, 21', [-0.352492, 0.806164, 1.0]], ['2, k, 22', [-0.286873, 0.761493, 1.0]], ['2, k, 23', [0.246561, 0.840619, 1.0]], ['2, k, 24', [0.189925, 0.789982, 1.0]]]
[['2, k, 0', [0.0162841, -0.293372, 1.0]], ['2, k, 1', [-0.0160335, -0.0211581, 1.0]], ['2, k, 2', [-0.047116, 0.238207, 1.0]], ['2, k, 3', [-0.0207803, 0.410918, 1.0]], ['2, k, 4', [-0.223587, 0.237416, 1.0]], ['2, k, 5', [-0.30216, 0.477561, 1.0]], ['2, k, 6', [-0.326761, 0.701243, 1.0]], ['2, k, 7', [-0.334094, 0.767801, 1.0]], ['2, k, 8', [0.147987, 0.269306, 1.0]], ['2, k, 9', [0.254242, 0.540552, 1.0]], ['2, k, 10', [0.256125, 0.766587, 1.0]], ['2, k, 11', [0.268529, 0.783429, 1.0]], ['2, k, 12', [-0.0748608, -0.294862, 1.0]], ['2, k, 13', [-0.103307, -0.694655, 1.0]], ['2, k, 14', [-0.106146, -1.08635, 1.0]], ['2, k, 15', [-0.112563, -1.12356, 1.0]], ['2, k, 16', [0.106405, -0.283601, 1.0]], ['2, k, 17', [0.140462, -0.683716, 1.0]], ['2, k, 18', [0.172105, -1.06272, 1.0]], ['2, k, 19', [0.162279, -1.10009, 1.0]], ['2, k, 20', [-0.0401584, 0.173836, 1.0]], ['2, k, 21', [-0.346142, 0.817462, 1.0]], ['2, k, 22', [-0.284323, 0.776412, 1.0]], ['2, k, 23', [0.271484, 0.833963, 1.0]], ['2, k, 24', [0.201514, 0.788106, 1.0]]]
[['2, k, 0', [0.0145274, -0.294404, 1.0]], ['2, k, 1', [-0.0144838, -0.0236524, 1.0]], ['2, k, 2', [-0.0379388, 0.234155, 1.0]], ['2, k, 3', [-0.0155377, 0.409536, 1.0]], ['2, k, 4', [-0.221443, 0.24002, 1.0]], ['2, k, 5', [-0.286689, 0.528168, 1.0]], ['2, k, 6', [-0.29396, 0.768438, 1.0]], ['2, k, 7', [-0.315145, 0.775418, 1.0]], ['2, k, 8', [0.149791, 0.266897, 1.0]], ['2, k, 9', [0.271207, 0.526924, 1.0]], ['2, k, 10', [0.27737, 0.753348, 1.0]], ['2, k, 11', [0.284987, 0.779133, 1.0]], ['2, k, 12', [-0.077158, -0.295385, 1.0]], ['2, k, 13', [-0.104148, -0.694802, 1.0]], ['2, k, 14', [-0.106386, -1.08662, 1.0]], ['2, k, 15', [-0.111958, -1.12378, 1.0]], ['2, k, 16', [0.105002, -0.284992, 1.0]], ['2, k, 17', [0.13977, -0.683628, 1.0]], ['2, k, 18', [0.172237, -1.06246, 1.0]], ['2, k, 19', [0.163252, -1.09979, 1.0]], ['2, k, 20', [-0.0331137, 0.17035, 1.0]], ['2, k, 21', [-0.347755, 0.829468, 1.0]], ['2, k, 22', [-0.26765, 0.801476, 1.0]], ['2, k, 23', [0.285096, 0.823079, 1.0]], ['2, k, 24', [0.210922, 0.784461, 1.0]]]
[['2, k, 0', [0.0130966, -0.295136, 1.0]], ['2, k, 1', [-0.013759, -0.0238322, 1.0]], ['2, k, 2', [-0.0336537, 0.236278, 1.0]], ['2, k, 3', [-0.00608273, 0.406267, 1.0]], ['2, k, 4', [-0.218713, 0.241665, 1.0]], ['2, k, 5', [-0.28154, 0.530414, 1.0]], ['2, k, 6', [-0.289814, 0.769894, 1.0]], ['2, k, 7', [-0.299734, 0.793498, 1.0]], ['2, k, 8', [0.151811, 0.264606, 1.0]], ['2, k, 9', [0.28371, 0.519744, 1.0]], ['2, k, 10', [0.301419, 0.746174, 1.0]], ['2, k, 11', [0.311976, 0.781417, 1.0]], ['2, k, 12', [-0.0786497, -0.295664, 1.0]], ['2, k, 13', [-0.105264, -0.695181, 1.0]], ['2, k, 14', [-0.106575, -1.08661, 1.0]], ['2, k, 15', [-0.111476, -1.12374, 1.0]], ['2, k, 16', [0.103661, -0.286108, 1.0]], ['2, k, 17', [0.138937, -0.683341, 1.0]], ['2, k, 18', [0.172239, -1.0624, 1.0]], ['2, k, 19', [0.163923, -1.0997, 1.0]], ['2, k, 20', [-0.0295906, 0.171785, 1.0]], ['2, k, 21', [-0.319093, 0.837755, 1.0]], ['2, k, 22', [-0.258079, 0.789403, 1.0]], ['2, k, 23', [0.326428, 0.818386, 1.0]], ['2, k, 24', [0.251837, 0.778557, 1.0]]]
[['2, k, 0', [0.0124168, -0.295723, 1.0]], ['2, k, 1', [-0.0134806, -0.0240153, 1.0]], ['2, k, 2', [-0.032915, 0.23676, 1.0]], ['2, k, 3', [0.00418654, 0.404563, 1.0]], ['2, k, 4', [-0.21635, 0.242727, 1.0]], ['2, k, 5', [-0.267785, 0.533896, 1.0]], ['2, k, 6', [-0.276138, 0.773033, 1.0]], ['2, k, 7', [-0.272328, 0.803064, 1.0]], ['2, k, 8', [0.154399, 0.26297, 1.0]], ['2, k, 9', [0.296277, 0.513689, 1.0]], ['2, k, 10', [0.322363, 0.739584, 1.0]], ['2, k, 11', [0.333562, 0.77433, 1.0]], ['2, k, 12', [-0.0790962, -0.295844, 1.0]], ['2, k, 13', [-0.106221, -0.695478, 1.0]], ['2, k, 14', [-0.106629, -1.08664, 1.0]], ['2, k, 15', [-0.110895, -1.12374, 1.0]], ['2, k, 16', [0.102539, -0.287565, 1.0]], ['2, k, 17', [0.138235, -0.683357, 1.0]], ['2, k, 18', [0.17227, -1.06288, 1.0]], ['2, k, 19', [0.172908, -1.14276, 1.0]], ['2, k, 20', [-0.0288404, 0.172121, 1.0]], ['2, k, 21', [-0.281377, 0.843832, 1.0]], ['2, k, 22', [-0.228004, 0.79216, 1.0]], ['2, k, 23', [0.337248, 0.812601, 1.0]], ['2, k, 24', [0.273103, 0.773413, 1.0]]]
[['2, k, 0', [0.0111339, -0.296789, 1.0]], ['2, k, 1', [-0.0133601, -0.0240364, 1.0]], ['2, k, 2', [-0.0317453, 0.238499, 1.0]], ['2, k, 3', [0.014379, 0.403184, 1.0]], ['2, k, 4', [-0.213786, 0.243715, 1.0]], ['2, k, 5', [-0.254188, 0.536853, 1.0]], ['2, k, 6', [-0.260376, 0.762955, 1.0]], ['2, k, 7', [-0.250187, 0.802933, 1.0]], ['2, k, 8', [0.166167, 0.257051, 1.0]], ['2, k, 9', [0.308136, 0.449685, 1.0]], ['2, k, 10', [0.340784, 0.697829, 1.0]], ['2, k, 11', [0.353017, 0.753857, 1.0]], ['2, k, 12', [-0.0806572, -0.296281, 1.0]], ['2, k, 13', [-0.107496, -0.695122, 1.0]], ['2, k, 14', [-0.10661, -1.08661, 1.0]], ['2, k, 15', [-0.108988, -1.12367, 1.0]], ['2, k, 16', [0.101401, -0.289396, 1.0]], ['2, k, 17', [0.137915, -0.683227, 1.0]], ['2, k, 18', [0.172281, -1.06285, 1.0]], ['2, k, 19', [0.172996, -1.14293, 1.0]], ['2, k, 20', [-0.0278743, 0.173298, 1.0]], ['2, k, 21', [-0.258596, 0.852578, 1.0]], ['2, k, 22', [-0.204394, 0.801814, 1.0]], ['2, k, 23', [0.357156, 0.801238, 1.0]], ['2, k, 24', [0.29118, 0.763445, 1.0]]]
[['2, k, 0', [0.0099394, -0.297474, 1.0]], ['2, k, 1', [-0.0130235, -0.0240836, 1.0]], ['2, k, 2', [-0.0295211, 0.239783, 1.0]], ['2, k, 3', [0.0248517, 0.40054, 1.0]], ['2, k, 4', [-0.202878, 0.248124, 1.0]], ['2, k, 5', [-0.239423, 0.542999, 1.0]], ['2, k, 6', [-0.237878, 0.769443, 1.0]], ['2, k, 7', [-0.225659, 0.808147, 1.0]], ['2, k, 8', [0.170769, 0.255247, 1.0]], ['2, k, 9', [0.31037, 0.449949, 1.0]], ['2, k, 10', [0.356728, 0.692884, 1.0]], ['2, k, 11', [0.372282, 0.745817, 1.0]], ['2, k, 12', [-0.0822113, -0.296292, 1.0]], ['2, k, 13', [-0.108482, -0.694941, 1.0]], ['2, k, 14', [-0.106733, -1.08681, 1.0]], ['2, k, 15', [-0.10741, -1.12382, 1.0]], ['2, k, 16', [0.100195, -0.291074, 1.0]], ['2, k, 17', [0.137701, -0.683316, 1.0]], ['2, k, 18', [0.172385, -1.06275, 1.0]], ['2, k, 19', [0.172808, -1.1426, 1.0]], ['2, k, 20', [-0.0260393, 0.174251, 1.0]], ['2, k, 21', [-0.23107, 0.857651, 1.0]], ['2, k, 22', [-0.17592, 0.811949, 1.0]], ['2, k, 23', [0.382026, 0.793512, 1.0]], ['2, k, 24', [0.307158, 0.758074, 1.0]]]
[['2, k, 0', [0.00857534, -0.297082, 1.0]], ['2, k, 1', [-0.013022, -0.0241123, 1.0]], ['2, k, 2', [-0.0293348, 0.239561, 1.0]], ['2, k, 3', [0.0341346, 0.399796, 1.0]], ['2, k, 4', [-0.198747, 0.251354, 1.0]], ['2, k, 5', [-0.225536, 0.547555, 1.0]], ['2, k, 6', [-0.217067, 0.773775, 1.0]], ['2, k, 7', [-0.203437, 0.812463, 1.0]], ['2, k, 8', [0.174857, 0.253585, 1.0]], ['2, k, 9', [0.318546, 0.446483, 1.0]], ['2, k, 10', [0.376046, 0.683223, 1.0]], ['2, k, 11', [0.392154, 0.739612, 1.0]], ['2, k, 12', [-0.0837879, -0.295043, 1.0]], ['2, k, 13', [-0.109494, -0.694707, 1.0]], ['2, k, 14', [-0.10688, -1.08704, 1.0]], ['2, k, 15', [-0.106531, -1.12398, 1.0]], ['2, k, 16', [0.0991609, -0.291162, 1.0]], ['2, k, 17', [0.137403, -0.683604, 1.0]], ['2, k, 18', [0.172409, -1.06282, 1.0]], ['2, k, 19', [0.172811, -1.14278, 1.0]], ['2, k, 20', [-0.0258791, 0.174141, 1.0]], ['2, k, 21', [-0.204365, 0.85818, 1.0]], ['2, k, 22', [-0.155286, 0.812551, 1.0]], ['2, k, 23', [0.403905, 0.786562, 1.0]], ['2, k, 24', [0.327997, 0.751523, 1.0]]]
[['2, k, 0', [0.00734024, -0.29682, 1.0]], ['2, k, 1', [-0.0130681, -0.0234985, 1.0]], ['2, k, 2', [-0.028828, 0.242136, 1.0]], ['2, k, 3', [0.0420227, 0.397527, 1.0]], ['2, k, 4', [-0.194988, 0.254741, 1.0]], ['2, k, 5', [-0.208549, 0.551547, 1.0]], ['2, k, 6', [-0.198227, 0.777888, 1.0]], ['2, k, 7', [-0.182203, 0.81628, 1.0]], ['2, k, 8', [0.188496, 0.246721, 1.0]], ['2, k, 9', [0.331834, 0.446576, 1.0]], ['2, k, 10', [0.392348, 0.680214, 1.0]], ['2, k, 11', [0.412026, 0.729621, 1.0]], ['2, k, 12', [-0.0853225, -0.293796, 1.0]], ['2, k, 13', [-0.110839, -0.695238, 1.0]], ['2, k, 14', [-0.10688, -1.08705, 1.0]], ['2, k, 15', [-0.104775, -1.12392, 1.0]], ['2, k, 16', [0.0979951, -0.291474, 1.0]], ['2, k, 17', [0.13707, -0.68393, 1.0]], ['2, k, 18', [0.172343, -1.06288, 1.0]], ['2, k, 19', [0.172855, -1.14251, 1.0]], ['2, k, 20', [-0.0254364, 0.176321, 1.0]], ['2, k, 21', [-0.182844, 0.870121, 1.0]], ['2, k, 22', [-0.134461, 0.812574, 1.0]], ['2, k, 23', [0.424611, 0.772658, 1.0]], ['2, k, 24', [0.344443, 0.744327, 1.0]]]
[['2, k, 0', [0.00273654, -0.293041, 1.0]], ['2, k, 1', [-0.0138989, -0.0209979, 1.0]], ['2, k, 2', [-0.0284917, 0.244327, 1.0]], ['2, k, 3', [0.0490839, 0.397282, 1.0]], ['2, k, 4', [-0.185003, 0.26457, 1.0]], ['2, k, 5', [-0.19495, 0.561918, 1.0]], ['2, k, 6', [-0.17127, 0.787709, 1.0]], ['2, k, 7', [-0.155487, 0.823724, 1.0]], ['2, k, 8', [0.193447, 0.244359, 1.0]], ['2, k, 9', [0.345426, 0.440459, 1.0]], ['2, k, 10', [0.426479, 0.653771, 1.0]], ['2, k, 11', [0.435237, 0.71833, 1.0]], ['2, k, 12', [-0.0916696, -0.286139, 1.0]], ['2, k, 13', [-0.112211, -0.692984, 1.0]], ['2, k, 14', [-0.107162, -1.08701, 1.0]], ['2, k, 15', [-0.103181, -1.12383, 1.0]], ['2, k, 16', [0.0955099, -0.290141, 1.0]], ['2, k, 17', [0.136679, -0.684365, 1.0]], ['2, k, 18', [0.17237, -1.06285, 1.0]], ['2, k, 19', [0.173401, -1.14263, 1.0]], ['2, k, 20', [-0.025255, 0.178704, 1.0]], ['2, k, 21', [-0.14575, 0.868934, 1.0]], ['2, k, 22', [-0.105007, 0.804518, 1.0]], ['2, k, 23', [0.446746, 0.762693, 1.0]], ['2, k, 24', [0.374878, 0.733592, 1.0]]]
