[['2, k, 0', [-0.1782522, -0.1242533, 1.0]], ['2, k, 1', [-0.177474, 0.1173386, 1.0]], ['2, k, 2', [-0.1757341, 0.3544066, 1.0]], ['2, k, 3', [-0.1741115, 0.4800828, 1.0]], ['2, k, 4', [-0.3073313, 0.2524922, 1.0]], ['2, k, 5', [-0.2437396, 0.03393488, 1.0]], ['2, k, 6', [-0.1613876, -0.1344355, 1.0]], ['2, k, 7', [-0.1264617, -0.1576334, 1.0]], ['2, k, 8', [-0.02804455, 0.2621499, 1.0]], ['2, k, 9', [-0.05172156, 0.05600919, 1.0]], ['2, k, 10', [-0.0989804, -0.1039117, 1.0]], ['2, k, 11', [-0.1256436, -0.1464087, 1.0]], ['2, k, 12', [-0.2429723, -0.1215686, 1.0]], ['2, k, 13', [-0.2672176, -0.2634616, 1.0]], ['2, k, 14', [-0.2535304, -0.6040452, 1.0]], ['2, k, 15', [-0.2483719, -0.6648835, 1.0]], ['2, k, 16', [-0.1097379, -0.1239906, 1.0]], ['2, k, 17', [0.0265439, -0.2604204, 1.0]], ['2, k, 18', [0.01373247, -0.6010125, 1.0]], ['2, k, 19', [0.02440991, -0.6649289, 1.0]], ['2, k, 20', [-0.1765461, 0.2958603, 1.0]], ['2, k, 21', [-0.1210914, -0.2206538, 1.0]], ['2, k, 22', [-0.1124832, -0.1380003, 1.0]], ['2, k, 23', [-0.1221166, -0.2164495, 1.0]], ['2, k, 24', [-0.1086192, -0.1554037, 1.0]]]
[['2, k, 0', [-0.17986, -0.09714238, 1.0]], ['2, k, 1', [-0.1830644, 0.134939, 1.0]], ['2, k, 2', [-0.1837951, 0.3744884, 1.0]], ['2, k, 3', [-0.1799309, 0.4921514, 1.0]], ['2, k, 4', [-0.2911423, 0.2969274, 1.0]], ['2, k, 5', [-0.264394, 0.15078, 1.0]], ['2, k, 6', [-0.143285, 0.06805989, 1.0]], ['2, k, 7', [-0.09566119, 0.05402739, 1.0]], ['2, k, 8', [-0.03096659, 0.2839742, 1.0]], ['2, k, 9', [-0.00598651, 0.1505621, 1.0]], ['2, k, 10', [-0.05711542, 0.1472825, 1.0]], ['2, k, 11', [-0.08701783, 0.05161681, 1.0]], ['2, k, 12', [-0.2439545, -0.09761132, 1.0]], ['2, k, 13', [-0.2694058, -0.2609875, 1.0]], ['2, k, 14', [-0.2514798, -0.6036106, 1.0]], ['2, k, 15', [-0.2498726, -0.6655536, 1.0]], ['2, k, 16', [-0.11244, -0.0944546, 1.0]], ['2, k, 17', [0.02804788, -0.2580256, 1.0]], ['2, k, 18', [0.0214206, -0.6028045, 1.0]], ['2, k, 19', [0.03238824, -0.6662493, 1.0]], ['2, k, 20', [-0.1846032, 0.3153616, 1.0]], ['2, k, 21', [-0.06976887, 0.02109441, 1.0]], ['2, k, 22', [-0.1099029, 0.02030107, 1.0]], ['2, k, 23', [-0.07829321, 0.01528215, 1.0]], ['2, k, 24', [-0.07682425, 0.06283353, 1.0]]]
[['2, k, 0', [-0.1796137, -0.0975468, 1.0]], ['2, k, 1', [-0.1826078, 0.1356507, 1.0]], ['2, k, 2', [-0.1834672, 0.3744755, 1.0]], ['2, k, 3', [-0.1771971, 0.492022, 1.0]], ['2, k, 4', [-0.2915822, 0.2979569, 1.0]], ['2, k, 5', [-0.2640596, 0.1472804, 1.0]], ['2, k, 6', [-0.1460118, 0.04331745, 1.0]], ['2, k, 7', [-0.09957443, 0.01976008, 1.0]], ['2, k, 8', [-0.03091865, 0.2839819, 1.0]], ['2, k, 9', [-0.007037279, 0.1510376, 1.0]], ['2, k, 10', [-0.07033622, 0.03632714, 1.0]], ['2, k, 11', [-0.09417985, 0.01331271, 1.0]], ['2, k, 12', [-0.2435818, -0.0976979, 1.0]], ['2, k, 13', [-0.2697428, -0.2612077, 1.0]], ['2, k, 14', [-0.2507314, -0.6045766, 1.0]], ['2, k, 15', [-0.2495735, -0.6658738, 1.0]], ['2, k, 16', [-0.1122188, -0.09553448, 1.0]], ['2, k, 17', [0.02824153, -0.2575444, 1.0]], ['2, k, 18', [0.02151241, -0.6021643, 1.0]], ['2, k, 19', [0.03238327, -0.6656684, 1.0]], ['2, k, 20', [-0.1840141, 0.3156074, 1.0]], ['2, k, 21', [-0.07483561, -0.02181577, 1.0]], ['2, k, 22', [-0.1103425, -0.009677466, 1.0]], ['2, k, 23', [-0.08296952, -0.02891684, 1.0]], ['2, k, 24', [-0.07439373, -0.02525841, 1.0]]]
[['2, k, 0', [-0.1802484, -0.1000673, 1.0]], ['2, k, 1', [-0.1827673, 0.1356225, 1.0]], ['2, k, 2', [-0.1836056, 0.3743351, 1.0]], ['2, k, 3', [-0.1764847, 0.4918883, 1.0]], ['2, k, 4', [-0.2951762, 0.2864735, 1.0]], ['2, k, 5', [-0.255493, 0.1305467, 1.0]], ['2, k, 6', [-0.1459274, 0.01869528, 1.0]], ['2, k, 7', [-0.09747466, -0.02088698, 1.0]], ['2, k, 8', [-0.03075697, 0.2837357, 1.0]], ['2, k, 9', [-0.007342395, 0.1425027, 1.0]], ['2, k, 10', [-0.06329272, 0.007373725, 1.0]], ['2, k, 11', [-0.09462806, -0.02002882, 1.0]], ['2, k, 12', [-0.2437511, -0.09929824, 1.0]], ['2, k, 13', [-0.2698551, -0.2612926, 1.0]], ['2, k, 14', [-0.2507206, -0.6041251, 1.0]], ['2, k, 15', [-0.249555, -0.6656917, 1.0]], ['2, k, 16', [-0.1132843, -0.09897435, 1.0]], ['2, k, 17', [0.02853025, -0.2575231, 1.0]], ['2, k, 18', [0.02150333, -0.6021737, 1.0]], ['2, k, 19', [0.03085656, -0.6667123, 1.0]], ['2, k, 20', [-0.1840351, 0.3154823, 1.0]], ['2, k, 21', [-0.08336242, -0.06438267, 1.0]], ['2, k, 22', [-0.09949001, -0.06276049, 1.0]], ['2, k, 23', [-0.08599009, -0.06343815, 1.0]], ['2, k, 24', [-0.07827, -0.03938726, 1.0]]]
[['2, k, 0', [-0.1820165, -0.1037727, 1.0]], ['2, k, 1', [-0.1826765, 0.1346035, 1.0]], ['2, k, 2', [-0.1822127, 0.3723884, 1.0]], ['2, k, 3', [-0.1764397, 0.4900828, 1.0]], ['2, k, 4', [-0.2970708, 0.2819917, 1.0]], ['2, k, 5', [-0.2625971, 0.1092506, 1.0]], ['2, k, 6', [-0.1510843, 0.003820739, 1.0]], ['2, k, 7', [-0.1049428, -0.03754088, 1.0]], ['2, k, 8', [-0.03053754, 0.2828526, 1.0]], ['2, k, 9', [-0.00373286, 0.1096534, 1.0]], ['2, k, 10', [-0.0610226, 0.005535323, 1.0]], ['2, k, 11', [-0.09631686, -0.04125322, 1.0]], ['2, k, 12', [-0.2447652, -0.1020743, 1.0]], ['2, k, 13', [-0.269997, -0.26175, 1.0]], ['2, k, 14', [-0.2507024, -0.6040156, 1.0]], ['2, k, 15', [-0.2494885, -0.6659728, 1.0]], ['2, k, 16', [-0.1157264, -0.1034951, 1.0]], ['2, k, 17', [0.02903187, -0.2582313, 1.0]], ['2, k, 18', [0.02168418, -0.602693, 1.0]], ['2, k, 19', [0.03081274, -0.6666438, 1.0]], ['2, k, 20', [-0.1829261, 0.3137636, 1.0]], ['2, k, 21', [-0.08246745, -0.07592567, 1.0]], ['2, k, 22', [-0.1129617, -0.06384063, 1.0]], ['2, k, 23', [-0.0909031, -0.0880081, 1.0]], ['2, k, 24', [-0.08180237, -0.07161108, 1.0]]]
[['2, k, 0', [-0.1832776, -0.1097901, 1.0]], ['2, k, 1', [-0.1820236, 0.1321567, 1.0]], ['2, k, 2', [-0.1802182, 0.3704934, 1.0]], ['2, k, 3', [-0.1752135, 0.4886927, 1.0]], ['2, k, 4', [-0.2998012, 0.2738631, 1.0]], ['2, k, 5', [-0.2790071, 0.08546344, 1.0]], ['2, k, 6', [-0.1614501, -0.04485785, 1.0]], ['2, k, 7', [-0.1119878, -0.085654, 1.0]], ['2, k, 8', [-0.02961677, 0.2805031, 1.0]], ['2, k, 9', [-0.01090816, 0.1055143, 1.0]], ['2, k, 10', [-0.07727804, -0.04626454, 1.0]], ['2, k, 11', [-0.1072113, -0.0842798, 1.0]], ['2, k, 12', [-0.2457071, -0.1084433, 1.0]], ['2, k, 13', [-0.2701055, -0.2620767, 1.0]], ['2, k, 14', [-0.2507746, -0.6041528, 1.0]], ['2, k, 15', [-0.2495852, -0.6662131, 1.0]], ['2, k, 16', [-0.1170909, -0.1090835, 1.0]], ['2, k, 17', [0.02964205, -0.2588031, 1.0]], ['2, k, 18', [0.02169194, -0.6023835, 1.0]], ['2, k, 19', [0.02903739, -0.6678307, 1.0]], ['2, k, 20', [-0.1811331, 0.3117093, 1.0]], ['2, k, 21', [-0.09441674, -0.1370827, 1.0]], ['2, k, 22', [-0.1171621, -0.121476, 1.0]], ['2, k, 23', [-0.09948721, -0.1446895, 1.0]], ['2, k, 24', [-0.08307438, -0.07786832, 1.0]]]
[['2, k, 0', [-0.1842435, -0.1111568, 1.0]], ['2, k, 1', [-0.1819153, 0.1313444, 1.0]], ['2, k, 2', [-0.178992, 0.36951, 1.0]], ['2, k, 3', [-0.1750522, 0.4896816, 1.0]], ['2, k, 4', [-0.3008457, 0.2725568, 1.0]], ['2, k, 5', [-0.2714533, 0.08624144, 1.0]], ['2, k, 6', [-0.1541488, -0.07474951, 1.0]], ['2, k, 7', [-0.1121565, -0.1126379, 1.0]], ['2, k, 8', [-0.02873242, 0.2792239, 1.0]], ['2, k, 9', [-0.04075016, 0.06087826, 1.0]], ['2, k, 10', [-0.08530484, -0.08637237, 1.0]], ['2, k, 11', [-0.1111092, -0.1089774, 1.0]], ['2, k, 12', [-0.2465402, -0.1094346, 1.0]], ['2, k, 13', [-0.2700419, -0.2620028, 1.0]], ['2, k, 14', [-0.2510797, -0.6026637, 1.0]], ['2, k, 15', [-0.2502073, -0.6652477, 1.0]], ['2, k, 16', [-0.1181101, -0.1107358, 1.0]], ['2, k, 17', [0.03028176, -0.2592685, 1.0]], ['2, k, 18', [0.02174686, -0.6012571, 1.0]], ['2, k, 19', [0.03027964, -0.6655692, 1.0]], ['2, k, 20', [-0.1801711, 0.3107681, 1.0]], ['2, k, 21', [-0.09836458, -0.1710486, 1.0]], ['2, k, 22', [-0.1041162, -0.1795957, 1.0]], ['2, k, 23', [-0.104108, -0.1646301, 1.0]], ['2, k, 24', [-0.09630069, -0.1454107, 1.0]]]
[['2, k, 0', [-0.1845218, -0.1126548, 1.0]], ['2, k, 1', [-0.1813817, 0.1300858, 1.0]], ['2, k, 2', [-0.1774279, 0.3681488, 1.0]], ['2, k, 3', [-0.1737068, 0.4857636, 1.0]], ['2, k, 4', [-0.3015198, 0.2711021, 1.0]], ['2, k, 5', [-0.2394481, 0.03037866, 1.0]], ['2, k, 6', [-0.1354182, -0.1056466, 1.0]], ['2, k, 7', [-0.1137794, -0.1281604, 1.0]], ['2, k, 8', [-0.02841177, 0.2783057, 1.0]], ['2, k, 9', [-0.04294153, 0.05063798, 1.0]], ['2, k, 10', [-0.09248953, -0.105199, 1.0]], ['2, k, 11', [-0.1147655, -0.1396217, 1.0]], ['2, k, 12', [-0.2467988, -0.1105769, 1.0]], ['2, k, 13', [-0.270067, -0.2621702, 1.0]], ['2, k, 14', [-0.2509824, -0.6034834, 1.0]], ['2, k, 15', [-0.2493671, -0.6664093, 1.0]], ['2, k, 16', [-0.1183643, -0.1125376, 1.0]], ['2, k, 17', [0.03099054, -0.2596436, 1.0]], ['2, k, 18', [0.021676, -0.6009804, 1.0]], ['2, k, 19', [0.03080551, -0.6652341, 1.0]], ['2, k, 20', [-0.1788069, 0.3094094, 1.0]], ['2, k, 21', [-0.1035603, -0.1870639, 1.0]], ['2, k, 22', [-0.135915, -0.1306747, 1.0]], ['2, k, 23', [-0.10506, -0.2000742, 1.0]], ['2, k, 24', [-0.1009792, -0.2031982, 1.0]]]
[['2, k, 0', [-0.1800935, -0.1174428, 1.0]], ['2, k, 1', [-0.1804982, 0.1268886, 1.0]], ['2, k, 2', [-0.1805223, 0.3663346, 1.0]], ['2, k, 3', [-0.1730466, 0.4838847, 1.0]], ['2, k, 4', [-0.3057548, 0.2656423, 1.0]], ['2, k, 5', [-0.2572054, 0.02527907, 1.0]], ['2, k, 6', [-0.1554915, -0.1302147, 1.0]], ['2, k, 7', [-0.1340862, -0.1758264, 1.0]], ['2, k, 8', [-0.02695544, 0.2730567, 1.0]], ['2, k, 9', [-0.05088418, 0.0371555, 1.0]], ['2, k, 10', [-0.1004339, -0.1393147, 1.0]], ['2, k, 11', [-0.1340141, -0.1833516, 1.0]], ['2, k, 12', [-0.2441799, -0.1149781, 1.0]], ['2, k, 13', [-0.2700189, -0.2621957, 1.0]], ['2, k, 14', [-0.2527396, -0.6031921, 1.0]], ['2, k, 15', [-0.248767, -0.6658031, 1.0]], ['2, k, 16', [-0.1120256, -0.1174081, 1.0]], ['2, k, 17', [0.03170199, -0.2587349, 1.0]], ['2, k, 18', [0.02141222, -0.5984977, 1.0]], ['2, k, 19', [0.03141339, -0.6606613, 1.0]], ['2, k, 20', [-0.1805586, 0.3071072, 1.0]], ['2, k, 21', [-0.1253482, -0.2227595, 1.0]], ['2, k, 22', [-0.1547333, -0.1841615, 1.0]], ['2, k, 23', [-0.1271205, -0.2544802, 1.0]], ['2, k, 24', [-0.1164222, -0.1938636, 1.0]]]
[['2, k, 0', [-0.1803306, -0.1179926, 1.0]], ['2, k, 1', [-0.1804641, 0.1253768, 1.0]], ['2, k, 2', [-0.179986, 0.3627079, 1.0]], ['2, k, 3', [-0.1724966, 0.4810784, 1.0]], ['2, k, 4', [-0.3057661, 0.2655952, 1.0]], ['2, k, 5', [-0.2572129, 0.02506595, 1.0]], ['2, k, 6', [-0.1554989, -0.1305981, 1.0]], ['2, k, 7', [-0.1369076, -0.1706658, 1.0]], ['2, k, 8', [-0.02702751, 0.2728574, 1.0]], ['2, k, 9', [-0.05151795, 0.03617618, 1.0]], ['2, k, 10', [-0.1006735, -0.1396925, 1.0]], ['2, k, 11', [-0.1347307, -0.1823979, 1.0]], ['2, k, 12', [-0.2443632, -0.1153736, 1.0]], ['2, k, 13', [-0.2701954, -0.2619743, 1.0]], ['2, k, 14', [-0.2525853, -0.6033317, 1.0]], ['2, k, 15', [-0.2487576, -0.6654866, 1.0]], ['2, k, 16', [-0.1123122, -0.1180909, 1.0]], ['2, k, 17', [0.03195789, -0.2586949, 1.0]], ['2, k, 18', [0.0214578, -0.5989292, 1.0]], ['2, k, 19', [0.03067817, -0.6611073, 1.0]], ['2, k, 20', [-0.1802092, 0.3042206, 1.0]], ['2, k, 21', [-0.124827, -0.2274632, 1.0]], ['2, k, 22', [-0.1594745, -0.18366, 1.0]], ['2, k, 23', [-0.1301435, -0.2475136, 1.0]], ['2, k, 24', [-0.109772, -0.1642714, 1.0]]]
[['2, k, 0', [-0.1806287, -0.1184261, 1.0]], ['2, k, 1', [-0.1805354, 0.1250487, 1.0]], ['2, k, 2', [-0.1799274, 0.3625305, 1.0]], ['2, k, 3', [-0.1725104, 0.4809519, 1.0]], ['2, k, 4', [-0.3063314, 0.2650834, 1.0]], ['2, k, 5', [-0.2600938, 0.03197426, 1.0]], ['2, k, 6', [-0.1610826, -0.1279122, 1.0]], ['2, k, 7', [-0.1400411, -0.1696355, 1.0]], ['2, k, 8', [-0.02748269, 0.2719782, 1.0]], ['2, k, 9', [-0.05184674, 0.04358956, 1.0]], ['2, k, 10', [-0.09914277, -0.1350126, 1.0]], ['2, k, 11', [-0.1354041, -0.1845891, 1.0]], ['2, k, 12', [-0.2448038, -0.1158327, 1.0]], ['2, k, 13', [-0.2702072, -0.2618298, 1.0]], ['2, k, 14', [-0.2525605, -0.6031248, 1.0]], ['2, k, 15', [-0.2488173, -0.6652191, 1.0]], ['2, k, 16', [-0.112481, -0.1184722, 1.0]], ['2, k, 17', [0.03199644, -0.2587713, 1.0]], ['2, k, 18', [0.02153364, -0.5990169, 1.0]], ['2, k, 19', [0.03120955, -0.6622061, 1.0]], ['2, k, 20', [-0.1801764, 0.3040133, 1.0]], ['2, k, 21', [-0.1248839, -0.2265664, 1.0]], ['2, k, 22', [-0.1585361, -0.1885696, 1.0]], ['2, k, 23', [-0.1298107, -0.2499344, 1.0]], ['2, k, 24', [-0.118289, -0.180358, 1.0]]]
[['2, k, 0', [-0.1802529, -0.1191706, 1.0]], ['2, k, 1', [-0.1805982, 0.1245128, 1.0]], ['2, k, 2', [-0.1802352, 0.362259, 1.0]], ['2, k, 3', [-0.1727304, 0.4808542, 1.0]], ['2, k, 4', [-0.3065066, 0.2648968, 1.0]], ['2, k, 5', [-0.2599578, 0.02940808, 1.0]], ['2, k, 6', [-0.1651302, -0.1359877, 1.0]], ['2, k, 7', [-0.1400969, -0.1740891, 1.0]], ['2, k, 8', [-0.02747692, 0.2716319, 1.0]], ['2, k, 9', [-0.05318342, 0.046818, 1.0]], ['2, k, 10', [-0.09752289, -0.1309923, 1.0]], ['2, k, 11', [-0.1354523, -0.1863825, 1.0]], ['2, k, 12', [-0.2442392, -0.1167074, 1.0]], ['2, k, 13', [-0.2696746, -0.2615188, 1.0]], ['2, k, 14', [-0.2526148, -0.6022826, 1.0]], ['2, k, 15', [-0.2490402, -0.66463, 1.0]], ['2, k, 16', [-0.1122808, -0.1190638, 1.0]], ['2, k, 17', [0.03203135, -0.2584516, 1.0]], ['2, k, 18', [0.02157814, -0.5987861, 1.0]], ['2, k, 19', [0.03062568, -0.6612578, 1.0]], ['2, k, 20', [-0.1804394, 0.3036773, 1.0]], ['2, k, 21', [-0.1273555, -0.2366212, 1.0]], ['2, k, 22', [-0.1684152, -0.1817452, 1.0]], ['2, k, 23', [-0.1313218, -0.248653, 1.0]], ['2, k, 24', [-0.1154288, -0.2007985, 1.0]]]
[['2, k, 0', [-0.1804599, -0.1192587, 1.0]], ['2, k, 1', [-0.1806904, 0.1241923, 1.0]], ['2, k, 2', [-0.1802116, 0.3617989, 1.0]], ['2, k, 3', [-0.1729441, 0.4810616, 1.0]], ['2, k, 4', [-0.3066559, 0.2646841, 1.0]], ['2, k, 5', [-0.260317, 0.02838905, 1.0]], ['2, k, 6', [-0.165493, -0.1367123, 1.0]], ['2, k, 7', [-0.1444789, -0.1740948, 1.0]], ['2, k, 8', [-0.02812903, 0.2708048, 1.0]], ['2, k, 9', [-0.05298828, 0.04801367, 1.0]], ['2, k, 10', [-0.1132352, -0.1525385, 1.0]], ['2, k, 11', [-0.1381154, -0.2031567, 1.0]], ['2, k, 12', [-0.2446351, -0.1167317, 1.0]], ['2, k, 13', [-0.2691392, -0.2609228, 1.0]], ['2, k, 14', [-0.2543651, -0.6045009, 1.0]], ['2, k, 15', [-0.248622, -0.6650346, 1.0]], ['2, k, 16', [-0.1123273, -0.1192005, 1.0]], ['2, k, 17', [0.03224881, -0.2582186, 1.0]], ['2, k, 18', [0.02158132, -0.5983787, 1.0]], ['2, k, 19', [0.03066519, -0.6611522, 1.0]], ['2, k, 20', [-0.1804457, 0.3032393, 1.0]], ['2, k, 21', [-0.1284302, -0.2386165, 1.0]], ['2, k, 22', [-0.166736, -0.1886958, 1.0]], ['2, k, 23', [-0.1348672, -0.2762293, 1.0]], ['2, k, 24', [-0.1209827, -0.210806, 1.0]]]
[['2, k, 0', [-0.1804703, -0.1194876, 1.0]], ['2, k, 1', [-0.1810125, 0.1244413, 1.0]], ['2, k, 2', [-0.1815076, 0.3633907, 1.0]], ['2, k, 3', [-0.1729407, 0.480828, 1.0]], ['2, k, 4', [-0.3069505, 0.2641979, 1.0]], ['2, k, 5', [-0.2656579, 0.04068829, 1.0]], ['2, k, 6', [-0.1724945, -0.1240367, 1.0]], ['2, k, 7', [-0.1463933, -0.1671638, 1.0]], ['2, k, 8', [-0.02833881, 0.2705428, 1.0]], ['2, k, 9', [-0.05312327, 0.0496695, 1.0]], ['2, k, 10', [-0.1131894, -0.1526413, 1.0]], ['2, k, 11', [-0.1391143, -0.2014113, 1.0]], ['2, k, 12', [-0.2446295, -0.1170226, 1.0]], ['2, k, 13', [-0.2685709, -0.2603659, 1.0]], ['2, k, 14', [-0.2543499, -0.6044346, 1.0]], ['2, k, 15', [-0.2482447, -0.6653504, 1.0]], ['2, k, 16', [-0.1123462, -0.1193607, 1.0]], ['2, k, 17', [0.03232198, -0.2582556, 1.0]], ['2, k, 18', [0.02178821, -0.5984358, 1.0]], ['2, k, 19', [0.03073404, -0.6612488, 1.0]], ['2, k, 20', [-0.1814157, 0.3043488, 1.0]], ['2, k, 21', [-0.132381, -0.2230796, 1.0]], ['2, k, 22', [-0.1682906, -0.1865049, 1.0]], ['2, k, 23', [-0.1404145, -0.278194, 1.0]], ['2, k, 24', [-0.118762, -0.2074262, 1.0]]]
[['2, k, 0', [-0.1803299, -0.1194637, 1.0]], ['2, k, 1', [-0.1810993, 0.1243689, 1.0]], ['2, k, 2', [-0.1822591, 0.3628721, 1.0]], ['2, k, 3', [-0.1737275, 0.4822498, 1.0]], ['2, k, 4', [-0.3088117, 0.2638416, 1.0]], ['2, k, 5', [-0.2612088, 0.02583561, 1.0]], ['2, k, 6', [-0.1641769, -0.1369656, 1.0]], ['2, k, 7', [-0.1396554, -0.1650252, 1.0]], ['2, k, 8', [-0.02870215, 0.2707398, 1.0]], ['2, k, 9', [-0.05360158, 0.04988917, 1.0]], ['2, k, 10', [-0.1124987, -0.1462206, 1.0]], ['2, k, 11', [-0.1392267, -0.170369, 1.0]], ['2, k, 12', [-0.244527, -0.1170374, 1.0]], ['2, k, 13', [-0.268576, -0.2603005, 1.0]], ['2, k, 14', [-0.2543021, -0.6037654, 1.0]], ['2, k, 15', [-0.2486307, -0.6647401, 1.0]], ['2, k, 16', [-0.1121462, -0.1192758, 1.0]], ['2, k, 17', [0.03233118, -0.2581739, 1.0]], ['2, k, 18', [0.02199429, -0.5983434, 1.0]], ['2, k, 19', [0.03025151, -0.6619708, 1.0]], ['2, k, 20', [-0.1819571, 0.3039829, 1.0]], ['2, k, 21', [-0.1274721, -0.229086, 1.0]], ['2, k, 22', [-0.1631171, -0.1842223, 1.0]], ['2, k, 23', [-0.138875, -0.2286975, 1.0]], ['2, k, 24', [-0.116028, -0.1830218, 1.0]]]
[['2, k, 0', [-0.1810759, -0.1193337, 1.0]], ['2, k, 1', [-0.1813519, 0.1244361, 1.0]], ['2, k, 2', [-0.1821881, 0.362931, 1.0]], ['2, k, 3', [-0.1739316, 0.4826754, 1.0]], ['2, k, 4', [-0.3100113, 0.2634669, 1.0]], ['2, k, 5', [-0.2579658, 0.02299892, 1.0]], ['2, k, 6', [-0.1618447, -0.1389068, 1.0]], ['2, k, 7', [-0.1366356, -0.1719648, 1.0]], ['2, k, 8', [-0.02879343, 0.2704956, 1.0]], ['2, k, 9', [-0.05470786, 0.05448167, 1.0]], ['2, k, 10', [-0.1092664, -0.1199624, 1.0]], ['2, k, 11', [-0.137145, -0.164299, 1.0]], ['2, k, 12', [-0.2454597, -0.1167603, 1.0]], ['2, k, 13', [-0.2685844, -0.2603585, 1.0]], ['2, k, 14', [-0.254265, -0.6038074, 1.0]], ['2, k, 15', [-0.2482176, -0.6642414, 1.0]], ['2, k, 16', [-0.1127623, -0.119256, 1.0]], ['2, k, 17', [0.03238378, -0.2584057, 1.0]], ['2, k, 18', [0.02201428, -0.599086, 1.0]], ['2, k, 19', [0.03226453, -0.6625196, 1.0]], ['2, k, 20', [-0.1819883, 0.3040408, 1.0]], ['2, k, 21', [-0.1292569, -0.2321568, 1.0]], ['2, k, 22', [-0.1577769, -0.1624052, 1.0]], ['2, k, 23', [-0.1327671, -0.2322051, 1.0]], ['2, k, 24', [-0.114472, -0.1740055, 1.0]]]
[['2, k, 0', [-0.1814078, -0.1194998, 1.0]], ['2, k, 1', [-0.182227, 0.1240782, 1.0]], ['2, k, 2', [-0.183558, 0.36231, 1.0]], ['2, k, 3', [-0.174096, 0.4826885, 1.0]], ['2, k, 4', [-0.3100485, 0.2632513, 1.0]], ['2, k, 5', [-0.249182, 0.02061325, 1.0]], ['2, k, 6', [-0.1591865, -0.1459127, 1.0]], ['2, k, 7', [-0.1323557, -0.1607022, 1.0]], ['2, k, 8', [-0.0292407, 0.2702256, 1.0]], ['2, k, 9', [-0.05981019, 0.04260793, 1.0]], ['2, k, 10', [-0.1040884, -0.1161853, 1.0]], ['2, k, 11', [-0.1315755, -0.154914, 1.0]], ['2, k, 12', [-0.2460262, -0.1168904, 1.0]], ['2, k, 13', [-0.2687297, -0.2604474, 1.0]], ['2, k, 14', [-0.2537903, -0.6039925, 1.0]], ['2, k, 15', [-0.2487766, -0.6643691, 1.0]], ['2, k, 16', [-0.1129168, -0.1194279, 1.0]], ['2, k, 17', [0.03297768, -0.2591799, 1.0]], ['2, k, 18', [0.02201505, -0.5990722, 1.0]], ['2, k, 19', [0.03281141, -0.6630028, 1.0]], ['2, k, 20', [-0.1832633, 0.3034882, 1.0]], ['2, k, 21', [-0.1285315, -0.1976106, 1.0]], ['2, k, 22', [-0.1385965, -0.1886938, 1.0]], ['2, k, 23', [-0.1285528, -0.2166213, 1.0]], ['2, k, 24', [-0.1114947, -0.1617782, 1.0]]]
[['2, k, 0', [-0.1778174, -0.1189419, 1.0]], ['2, k, 1', [-0.1810224, 0.1242387, 1.0]], ['2, k, 2', [-0.1834289, 0.3622518, 1.0]], ['2, k, 3', [-0.1745262, 0.4826087, 1.0]], ['2, k, 4', [-0.3103458, 0.2638613, 1.0]], ['2, k, 5', [-0.247025, 0.03303859, 1.0]], ['2, k, 6', [-0.1534866, -0.1062708, 1.0]], ['2, k, 7', [-0.1282998, -0.1250272, 1.0]], ['2, k, 8', [-0.02998067, 0.2701357, 1.0]], ['2, k, 9', [-0.05988527, 0.03346507, 1.0]], ['2, k, 10', [-0.108673, -0.1090904, 1.0]], ['2, k, 11', [-0.1282554, -0.1457334, 1.0]], ['2, k, 12', [-0.2410874, -0.117246, 1.0]], ['2, k, 13', [-0.2686995, -0.2608373, 1.0]], ['2, k, 14', [-0.2533747, -0.6041956, 1.0]], ['2, k, 15', [-0.2488804, -0.6648001, 1.0]], ['2, k, 16', [-0.1103417, -0.1181111, 1.0]], ['2, k, 17', [0.03307129, -0.2592176, 1.0]], ['2, k, 18', [0.02201973, -0.5985836, 1.0]], ['2, k, 19', [0.03131733, -0.6614258, 1.0]], ['2, k, 20', [-0.1829175, 0.3034828, 1.0]], ['2, k, 21', [-0.1199267, -0.1847073, 1.0]], ['2, k, 22', [-0.1370741, -0.1588818, 1.0]], ['2, k, 23', [-0.1234607, -0.1880925, 1.0]], ['2, k, 24', [-0.1270632, -0.1756103, 1.0]]]
