[['2, k, 0', [-0.0668755, -0.700843, 1.0]], ['2, k, 1', [-0.0777169, -0.41336, 1.0]], ['2, k, 2', [-0.0878781, -0.130412, 1.0]], ['2, k, 3', [-0.0933417, 0.0176909, 1.0]], ['2, k, 4', [-0.258454, -0.234403, 1.0]], ['2, k, 5', [-0.413042, -0.403643, 1.0]], ['2, k, 6', [-0.308349, -0.590591, 1.0]], ['2, k, 7', [-0.284892, -0.605144, 1.0]], ['2, k, 8', [0.0906118, -0.228586, 1.0]], ['2, k, 9', [0.270416, -0.366162, 1.0]], ['2, k, 10', [0.16437, -0.547983, 1.0]], ['2, k, 11', [0.111221, -0.565254, 1.0]], ['2, k, 12', [-0.145509, -0.692695, 1.0]], ['2, k, 13', [-0.216167, -1.00075, 1.0]], ['2, k, 14', [-0.281569, -1.36635, 1.0]], ['2, k, 15', [-0.275635, -1.43066, 1.0]], ['2, k, 16', [0.0135703, -0.690142, 1.0]], ['2, k, 17', [0.0974106, -0.989875, 1.0]], ['2, k, 18', [0.178954, -1.3684, 1.0]], ['2, k, 19', [0.187246, -1.40402, 1.0]], ['2, k, 20', [-0.0854492, -0.200571, 1.0]], ['2, k, 21', [-0.259869, -0.708531, 1.0]], ['2, k, 22', [-0.247039, -0.599693, 1.0]], ['2, k, 23', [0.0964388, -0.650887, 1.0]], ['2, k, 24', [0.0750959, -0.54828, 1.0]]]
[['2, k, 0', [-0.0445113, -0.694503, 1.0]], ['2, k, 1', [-0.0466538, -0.419278, 1.0]], ['2, k, 2', [-0.0498249, -0.148339, 1.0]], ['2, k, 3', [-0.0517669, -0.0121356, 1.0]], ['2, k, 4', [-0.216911, -0.246264, 1.0]], ['2, k, 5', [-0.3879, -0.404199, 1.0]], ['2, k, 6', [-0.287405, -0.579641, 1.0]], ['2, k, 7', [-0.234861, -0.622822, 1.0]], ['2, k, 8', [0.133419, -0.251323, 1.0]], ['2, k, 9', [0.281078, -0.408358, 1.0]], ['2, k, 10', [0.188032, -0.577597, 1.0]], ['2, k, 11', [0.133468, -0.576816, 1.0]], ['2, k, 12', [-0.123884, -0.682336, 1.0]], ['2, k, 13', [-0.189403, -0.976408, 1.0]], ['2, k, 14', [-0.270722, -1.35627, 1.0]], ['2, k, 15', [-0.258797, -1.42102, 1.0]], ['2, k, 16', [0.0357579, -0.687295, 1.0]], ['2, k, 17', [0.105332, -0.971955, 1.0]], ['2, k, 18', [0.187232, -1.37475, 1.0]], ['2, k, 19', [0.200322, -1.39686, 1.0]], ['2, k, 20', [-0.0488591, -0.215658, 1.0]], ['2, k, 21', [-0.194192, -0.68383, 1.0]], ['2, k, 22', [-0.196232, -0.574793, 1.0]], ['2, k, 23', [0.121074, -0.599842, 1.0]], ['2, k, 24', [0.120521, -0.556146, 1.0]]]
[['2, k, 0', [-0.060088, -0.695032, 1.0]], ['2, k, 1', [-0.0573243, -0.420203, 1.0]], ['2, k, 2', [-0.0556689, -0.149634, 1.0]], ['2, k, 3', [-0.0586031, -0.0130336, 1.0]], ['2, k, 4', [-0.224026, -0.245113, 1.0]], ['2, k, 5', [-0.398181, -0.398416, 1.0]], ['2, k, 6', [-0.290886, -0.58012, 1.0]], ['2, k, 7', [-0.238703, -0.62645, 1.0]], ['2, k, 8', [0.126299, -0.254577, 1.0]], ['2, k, 9', [0.272471, -0.413396, 1.0]], ['2, k, 10', [0.153851, -0.55943, 1.0]], ['2, k, 11', [0.110061, -0.571336, 1.0]], ['2, k, 12', [-0.139159, -0.68201, 1.0]], ['2, k, 13', [-0.20309, -0.977804, 1.0]], ['2, k, 14', [-0.275276, -1.35828, 1.0]], ['2, k, 15', [-0.258152, -1.42227, 1.0]], ['2, k, 16', [0.0202353, -0.688681, 1.0]], ['2, k, 17', [0.0895541, -0.968623, 1.0]], ['2, k, 18', [0.181022, -1.37227, 1.0]], ['2, k, 19', [0.192633, -1.39442, 1.0]], ['2, k, 20', [-0.0559323, -0.216849, 1.0]], ['2, k, 21', [-0.193878, -0.680084, 1.0]], ['2, k, 22', [-0.198677, -0.576321, 1.0]], ['2, k, 23', [0.0922152, -0.64124, 1.0]], ['2, k, 24', [0.0860205, -0.544493, 1.0]]]
[['2, k, 0', [-0.078394, -0.695201, 1.0]], ['2, k, 1', [-0.0683331, -0.420414, 1.0]], ['2, k, 2', [-0.060429, -0.150044, 1.0]], ['2, k, 3', [-0.0640255, -0.0136303, 1.0]], ['2, k, 4', [-0.232278, -0.242549, 1.0]], ['2, k, 5', [-0.405432, -0.395298, 1.0]], ['2, k, 6', [-0.332375, -0.563842, 1.0]], ['2, k, 7', [-0.293304, -0.595026, 1.0]], ['2, k, 8', [0.118735, -0.258233, 1.0]], ['2, k, 9', [0.267119, -0.416088, 1.0]], ['2, k, 10', [0.135307, -0.553326, 1.0]], ['2, k, 11', [0.0964636, -0.571423, 1.0]], ['2, k, 12', [-0.156853, -0.681045, 1.0]], ['2, k, 13', [-0.21649, -0.97923, 1.0]], ['2, k, 14', [-0.281326, -1.36655, 1.0]], ['2, k, 15', [-0.266954, -1.43096, 1.0]], ['2, k, 16', [0.00206474, -0.689987, 1.0]], ['2, k, 17', [0.0750187, -0.989356, 1.0]], ['2, k, 18', [0.172704, -1.36008, 1.0]], ['2, k, 19', [0.182084, -1.38235, 1.0]], ['2, k, 20', [-0.0621385, -0.217186, 1.0]], ['2, k, 21', [-0.253736, -0.660817, 1.0]], ['2, k, 22', [-0.253971, -0.559608, 1.0]], ['2, k, 23', [0.0747487, -0.635726, 1.0]], ['2, k, 24', [0.0650735, -0.531024, 1.0]]]
[['2, k, 0', [-0.0952671, -0.696173, 1.0]], ['2, k, 1', [-0.0776789, -0.421296, 1.0]], ['2, k, 2', [-0.0634771, -0.150774, 1.0]], ['2, k, 3', [-0.0677077, -0.0138661, 1.0]], ['2, k, 4', [-0.237546, -0.239667, 1.0]], ['2, k, 5', [-0.412829, -0.393002, 1.0]], ['2, k, 6', [-0.338543, -0.557168, 1.0]], ['2, k, 7', [-0.320537, -0.585995, 1.0]], ['2, k, 8', [0.110487, -0.26172, 1.0]], ['2, k, 9', [0.260562, -0.419328, 1.0]], ['2, k, 10', [0.130058, -0.557884, 1.0]], ['2, k, 11', [0.0839865, -0.573491, 1.0]], ['2, k, 12', [-0.173218, -0.681252, 1.0]], ['2, k, 13', [-0.229932, -0.978244, 1.0]], ['2, k, 14', [-0.283893, -1.36994, 1.0]], ['2, k, 15', [-0.271011, -1.39222, 1.0]], ['2, k, 16', [-0.0151714, -0.691736, 1.0]], ['2, k, 17', [0.0683329, -0.992639, 1.0]], ['2, k, 18', [0.168725, -1.3568, 1.0]], ['2, k, 19', [0.176313, -1.37908, 1.0]], ['2, k, 20', [-0.0665719, -0.217955, 1.0]], ['2, k, 21', [-0.293428, -0.665049, 1.0]], ['2, k, 22', [-0.278608, -0.567304, 1.0]], ['2, k, 23', [0.0550353, -0.637919, 1.0]], ['2, k, 24', [0.0543957, -0.537539, 1.0]]]
[['2, k, 0', [-0.110236, -0.697646, 1.0]], ['2, k, 1', [-0.0881284, -0.422059, 1.0]], ['2, k, 2', [-0.0684669, -0.151163, 1.0]], ['2, k, 3', [-0.0726547, -0.0132892, 1.0]], ['2, k, 4', [-0.241934, -0.237795, 1.0]], ['2, k, 5', [-0.417202, -0.387485, 1.0]], ['2, k, 6', [-0.343715, -0.549243, 1.0]], ['2, k, 7', [-0.301893, -0.594779, 1.0]], ['2, k, 8', [0.103022, -0.263281, 1.0]], ['2, k, 9', [0.254064, -0.426345, 1.0]], ['2, k, 10', [0.121578, -0.565768, 1.0]], ['2, k, 11', [0.071403, -0.578901, 1.0]], ['2, k, 12', [-0.188701, -0.682352, 1.0]], ['2, k, 13', [-0.242269, -0.976683, 1.0]], ['2, k, 14', [-0.285463, -1.37003, 1.0]], ['2, k, 15', [-0.274824, -1.39232, 1.0]], ['2, k, 16', [-0.0292019, -0.693546, 1.0]], ['2, k, 17', [0.0574126, -0.999851, 1.0]], ['2, k, 18', [0.164952, -1.35396, 1.0]], ['2, k, 19', [0.170322, -1.37625, 1.0]], ['2, k, 20', [-0.0729786, -0.218386, 1.0]], ['2, k, 21', [-0.263196, -0.646605, 1.0]], ['2, k, 22', [-0.26085, -0.549732, 1.0]], ['2, k, 23', [0.0385744, -0.645215, 1.0]], ['2, k, 24', [0.0430372, -0.540151, 1.0]]]
[['2, k, 0', [-0.122909, -0.698673, 1.0]], ['2, k, 1', [-0.0951199, -0.422582, 1.0]], ['2, k, 2', [-0.0712279, -0.151408, 1.0]], ['2, k, 3', [-0.0777609, -0.0114574, 1.0]], ['2, k, 4', [-0.248578, -0.236412, 1.0]], ['2, k, 5', [-0.424168, -0.38632, 1.0]], ['2, k, 6', [-0.346857, -0.551542, 1.0]], ['2, k, 7', [-0.302304, -0.601399, 1.0]], ['2, k, 8', [0.0960108, -0.26421, 1.0]], ['2, k, 9', [0.250977, -0.429671, 1.0]], ['2, k, 10', [0.116293, -0.568943, 1.0]], ['2, k, 11', [0.0614775, -0.584524, 1.0]], ['2, k, 12', [-0.201597, -0.682806, 1.0]], ['2, k, 13', [-0.250986, -0.974869, 1.0]], ['2, k, 14', [-0.286181, -1.36957, 1.0]], ['2, k, 15', [-0.278256, -1.39189, 1.0]], ['2, k, 16', [-0.0414316, -0.695128, 1.0]], ['2, k, 17', [0.046557, -1.00033, 1.0]], ['2, k, 18', [0.160929, -1.35167, 1.0]], ['2, k, 19', [0.163621, -1.374, 1.0]], ['2, k, 20', [-0.0766316, -0.218663, 1.0]], ['2, k, 21', [-0.262469, -0.658209, 1.0]], ['2, k, 22', [-0.260859, -0.552531, 1.0]], ['2, k, 23', [0.0239449, -0.652932, 1.0]], ['2, k, 24', [0.0326308, -0.545228, 1.0]]]
[['2, k, 0', [-0.132877, -0.699567, 1.0]], ['2, k, 1', [-0.101602, -0.422764, 1.0]], ['2, k, 2', [-0.0740971, -0.151136, 1.0]], ['2, k, 3', [-0.0817877, -0.00957455, 1.0]], ['2, k, 4', [-0.253998, -0.234487, 1.0]], ['2, k, 5', [-0.428143, -0.384502, 1.0]], ['2, k, 6', [-0.381242, -0.560508, 1.0]], ['2, k, 7', [-0.346692, -0.589963, 1.0]], ['2, k, 8', [0.0891379, -0.26454, 1.0]], ['2, k, 9', [0.247365, -0.431828, 1.0]], ['2, k, 10', [0.109891, -0.570472, 1.0]], ['2, k, 11', [0.0530607, -0.584263, 1.0]], ['2, k, 12', [-0.210648, -0.683281, 1.0]], ['2, k, 13', [-0.260305, -0.974538, 1.0]], ['2, k, 14', [-0.287692, -1.36589, 1.0]], ['2, k, 15', [-0.282556, -1.3883, 1.0]], ['2, k, 16', [-0.0517147, -0.696458, 1.0]], ['2, k, 17', [0.0388055, -1.00407, 1.0]], ['2, k, 18', [0.157281, -1.352, 1.0]], ['2, k, 19', [0.157208, -1.37437, 1.0]], ['2, k, 20', [-0.0803331, -0.218472, 1.0]], ['2, k, 21', [-0.321162, -0.663609, 1.0]], ['2, k, 22', [-0.307302, -0.558442, 1.0]], ['2, k, 23', [0.0115932, -0.652786, 1.0]], ['2, k, 24', [0.0250541, -0.550302, 1.0]]]
[['2, k, 0', [-0.143413, -0.700113, 1.0]], ['2, k, 1', [-0.108315, -0.422981, 1.0]], ['2, k, 2', [-0.0783706, -0.151, 1.0]], ['2, k, 3', [-0.0878261, -0.00634794, 1.0]], ['2, k, 4', [-0.258483, -0.233129, 1.0]], ['2, k, 5', [-0.428404, -0.383896, 1.0]], ['2, k, 6', [-0.384125, -0.561006, 1.0]], ['2, k, 7', [-0.348819, -0.593197, 1.0]], ['2, k, 8', [0.0829966, -0.264875, 1.0]], ['2, k, 9', [0.243263, -0.432699, 1.0]], ['2, k, 10', [0.102972, -0.57582, 1.0]], ['2, k, 11', [0.0431882, -0.587512, 1.0]], ['2, k, 12', [-0.220958, -0.683432, 1.0]], ['2, k, 13', [-0.268628, -0.974114, 1.0]], ['2, k, 14', [-0.289346, -1.36445, 1.0]], ['2, k, 15', [-0.287622, -1.38694, 1.0]], ['2, k, 16', [-0.0623489, -0.697414, 1.0]], ['2, k, 17', [0.0311589, -1.00634, 1.0]], ['2, k, 18', [0.153786, -1.35086, 1.0]], ['2, k, 19', [0.150322, -1.3733, 1.0]], ['2, k, 20', [-0.0851312, -0.218428, 1.0]], ['2, k, 21', [-0.331639, -0.668781, 1.0]], ['2, k, 22', [-0.315099, -0.565813, 1.0]], ['2, k, 23', [0.000193826, -0.660229, 1.0]], ['2, k, 24', [0.0142138, -0.557491, 1.0]]]
[['2, k, 0', [-0.151645, -0.70128, 1.0]], ['2, k, 1', [-0.114444, -0.422618, 1.0]], ['2, k, 2', [-0.0831056, -0.149166, 1.0]], ['2, k, 3', [-0.0933222, -0.00341797, 1.0]], ['2, k, 4', [-0.264424, -0.231186, 1.0]], ['2, k, 5', [-0.428239, -0.384314, 1.0]], ['2, k, 6', [-0.387216, -0.560949, 1.0]], ['2, k, 7', [-0.348806, -0.592719, 1.0]], ['2, k, 8', [0.0783752, -0.264398, 1.0]], ['2, k, 9', [0.241888, -0.43025, 1.0]], ['2, k, 10', [0.104765, -0.576768, 1.0]], ['2, k, 11', [0.0353098, -0.59285, 1.0]], ['2, k, 12', [-0.228082, -0.684737, 1.0]], ['2, k, 13', [-0.274781, -0.976602, 1.0]], ['2, k, 14', [-0.290622, -1.36602, 1.0]], ['2, k, 15', [-0.292509, -1.38861, 1.0]], ['2, k, 16', [-0.0710732, -0.698483, 1.0]], ['2, k, 17', [0.0240821, -1.0075, 1.0]], ['2, k, 18', [0.150123, -1.35035, 1.0]], ['2, k, 19', [0.14308, -1.37289, 1.0]], ['2, k, 20', [-0.09017, -0.217061, 1.0]], ['2, k, 21', [-0.329046, -0.665579, 1.0]], ['2, k, 22', [-0.318337, -0.559284, 1.0]], ['2, k, 23', [-0.00461701, -0.668863, 1.0]], ['2, k, 24', [0.0100142, -0.560928, 1.0]]]
[['2, k, 0', [-0.157474, -0.703015, 1.0]], ['2, k, 1', [-0.118676, -0.423, 1.0]], ['2, k, 2', [-0.0860159, -0.148551, 1.0]], ['2, k, 3', [-0.0995464, -0.00113981, 1.0]], ['2, k, 4', [-0.268138, -0.229907, 1.0]], ['2, k, 5', [-0.429557, -0.383636, 1.0]], ['2, k, 6', [-0.387823, -0.559346, 1.0]], ['2, k, 7', [-0.359169, -0.585951, 1.0]], ['2, k, 8', [0.0731198, -0.263648, 1.0]], ['2, k, 9', [0.238995, -0.427201, 1.0]], ['2, k, 10', [0.102731, -0.581799, 1.0]], ['2, k, 11', [0.0334478, -0.597848, 1.0]], ['2, k, 12', [-0.23372, -0.686301, 1.0]], ['2, k, 13', [-0.278657, -0.977991, 1.0]], ['2, k, 14', [-0.292864, -1.3633, 1.0]], ['2, k, 15', [-0.298388, -1.38609, 1.0]], ['2, k, 16', [-0.0768743, -0.700384, 1.0]], ['2, k, 17', [0.0184244, -1.00795, 1.0]], ['2, k, 18', [0.149079, -1.35028, 1.0]], ['2, k, 19', [0.138387, -1.37299, 1.0]], ['2, k, 20', [-0.0933633, -0.216704, 1.0]], ['2, k, 21', [-0.354046, -0.669077, 1.0]], ['2, k, 22', [-0.324568, -0.566859, 1.0]], ['2, k, 23', [-0.00464129, -0.678827, 1.0]], ['2, k, 24', [0.0124631, -0.565556, 1.0]]]
[['2, k, 0', [-0.163269, -0.704688, 1.0]], ['2, k, 1', [-0.123717, -0.423438, 1.0]], ['2, k, 2', [-0.0915922, -0.147815, 1.0]], ['2, k, 3', [-0.108277, 0.000753551, 1.0]], ['2, k, 4', [-0.271093, -0.229316, 1.0]], ['2, k, 5', [-0.428918, -0.385502, 1.0]], ['2, k, 6', [-0.386337, -0.564837, 1.0]], ['2, k, 7', [-0.366124, -0.580419, 1.0]], ['2, k, 8', [0.0646971, -0.263899, 1.0]], ['2, k, 9', [0.236396, -0.422338, 1.0]], ['2, k, 10', [0.102333, -0.583719, 1.0]], ['2, k, 11', [0.0336297, -0.598899, 1.0]], ['2, k, 12', [-0.238841, -0.687857, 1.0]], ['2, k, 13', [-0.281178, -0.977976, 1.0]], ['2, k, 14', [-0.293789, -1.36285, 1.0]], ['2, k, 15', [-0.304358, -1.38598, 1.0]], ['2, k, 16', [-0.0830751, -0.702205, 1.0]], ['2, k, 17', [0.0075128, -0.997894, 1.0]], ['2, k, 18', [0.148839, -1.35033, 1.0]], ['2, k, 19', [0.133097, -1.37335, 1.0]], ['2, k, 20', [-0.0987757, -0.216306, 1.0]], ['2, k, 21', [-0.363239, -0.669754, 1.0]], ['2, k, 22', [-0.337852, -0.579568, 1.0]], ['2, k, 23', [-0.00322636, -0.683411, 1.0]], ['2, k, 24', [0.0142099, -0.576734, 1.0]]]
[['2, k, 0', [-0.167457, -0.709706, 1.0]], ['2, k, 1', [-0.127208, -0.42486, 1.0]], ['2, k, 2', [-0.0958106, -0.147805, 1.0]], ['2, k, 3', [-0.116849, 0.00142748, 1.0]], ['2, k, 4', [-0.271069, -0.229419, 1.0]], ['2, k, 5', [-0.424257, -0.39087, 1.0]], ['2, k, 6', [-0.367863, -0.560957, 1.0]], ['2, k, 7', [-0.329623, -0.61162, 1.0]], ['2, k, 8', [0.058811, -0.263041, 1.0]], ['2, k, 9', [0.234282, -0.419625, 1.0]], ['2, k, 10', [0.101547, -0.583161, 1.0]], ['2, k, 11', [0.0301617, -0.59752, 1.0]], ['2, k, 12', [-0.242164, -0.693229, 1.0]], ['2, k, 13', [-0.283414, -0.982191, 1.0]], ['2, k, 14', [-0.295281, -1.36662, 1.0]], ['2, k, 15', [-0.30904, -1.39031, 1.0]], ['2, k, 16', [-0.0879095, -0.706857, 1.0]], ['2, k, 17', [0.00358871, -0.99533, 1.0]], ['2, k, 18', [0.148783, -1.35183, 1.0]], ['2, k, 19', [0.129848, -1.37539, 1.0]], ['2, k, 20', [-0.102761, -0.21669, 1.0]], ['2, k, 21', [-0.301329, -0.669364, 1.0]], ['2, k, 22', [-0.28837, -0.567236, 1.0]], ['2, k, 23', [-0.00418532, -0.68695, 1.0]], ['2, k, 24', [0.00529437, -0.57777, 1.0]]]
[['2, k, 0', [-0.168878, -0.712642, 1.0]], ['2, k, 1', [-0.130318, -0.426473, 1.0]], ['2, k, 2', [-0.100938, -0.148917, 1.0]], ['2, k, 3', [-0.127488, 0.00111652, 1.0]], ['2, k, 4', [-0.276842, -0.229101, 1.0]], ['2, k, 5', [-0.418091, -0.386939, 1.0]], ['2, k, 6', [-0.370275, -0.563959, 1.0]], ['2, k, 7', [-0.331533, -0.616408, 1.0]], ['2, k, 8', [0.0507556, -0.262809, 1.0]], ['2, k, 9', [0.230377, -0.41719, 1.0]], ['2, k, 10', [0.0877204, -0.572804, 1.0]], ['2, k, 11', [0.0158244, -0.600171, 1.0]], ['2, k, 12', [-0.242109, -0.696203, 1.0]], ['2, k, 13', [-0.283988, -0.983227, 1.0]], ['2, k, 14', [-0.295012, -1.36697, 1.0]], ['2, k, 15', [-0.313712, -1.3914, 1.0]], ['2, k, 16', [-0.090748, -0.709796, 1.0]], ['2, k, 17', [0.000954166, -0.992665, 1.0]], ['2, k, 18', [0.149248, -1.35692, 1.0]], ['2, k, 19', [0.125375, -1.38121, 1.0]], ['2, k, 20', [-0.107514, -0.217914, 1.0]], ['2, k, 21', [-0.311577, -0.679328, 1.0]], ['2, k, 22', [-0.293777, -0.579233, 1.0]], ['2, k, 23', [-0.0180964, -0.679777, 1.0]], ['2, k, 24', [-0.0150746, -0.56478, 1.0]]]
[['2, k, 0', [-0.170826, -0.716103, 1.0]], ['2, k, 1', [-0.13417, -0.428565, 1.0]], ['2, k, 2', [-0.107329, -0.150616, 1.0]], ['2, k, 3', [-0.137429, -0.00152686, 1.0]], ['2, k, 4', [-0.283741, -0.229573, 1.0]], ['2, k, 5', [-0.411931, -0.386415, 1.0]], ['2, k, 6', [-0.364596, -0.565233, 1.0]], ['2, k, 7', [-0.326505, -0.619764, 1.0]], ['2, k, 8', [0.0407146, -0.264568, 1.0]], ['2, k, 9', [0.228398, -0.415863, 1.0]], ['2, k, 10', [0.0876697, -0.573318, 1.0]], ['2, k, 11', [0.0164421, -0.596794, 1.0]], ['2, k, 12', [-0.241966, -0.700384, 1.0]], ['2, k, 13', [-0.283581, -0.985714, 1.0]], ['2, k, 14', [-0.294819, -1.36669, 1.0]], ['2, k, 15', [-0.319404, -1.39238, 1.0]], ['2, k, 16', [-0.0944209, -0.712687, 1.0]], ['2, k, 17', [0.00124747, -0.993693, 1.0]], ['2, k, 18', [0.149805, -1.35766, 1.0]], ['2, k, 19', [0.120047, -1.38321, 1.0]], ['2, k, 20', [-0.113331, -0.219684, 1.0]], ['2, k, 21', [-0.305141, -0.683261, 1.0]], ['2, k, 22', [-0.288694, -0.579377, 1.0]], ['2, k, 23', [-0.0181846, -0.676637, 1.0]], ['2, k, 24', [-0.016927, -0.565484, 1.0]]]
[['2, k, 0', [-0.169831, -0.720264, 1.0]], ['2, k, 1', [-0.138195, -0.432199, 1.0]], ['2, k, 2', [-0.115261, -0.154909, 1.0]], ['2, k, 3', [-0.146907, -0.00385127, 1.0]], ['2, k, 4', [-0.291326, -0.23042, 1.0]], ['2, k, 5', [-0.388629, -0.437084, 1.0]], ['2, k, 6', [-0.348405, -0.606844, 1.0]], ['2, k, 7', [-0.3112, -0.652683, 1.0]], ['2, k, 8', [0.0316111, -0.267669, 1.0]], ['2, k, 9', [0.223572, -0.418879, 1.0]], ['2, k, 10', [0.0850639, -0.576683, 1.0]], ['2, k, 11', [0.0131033, -0.607638, 1.0]], ['2, k, 12', [-0.239616, -0.705288, 1.0]], ['2, k, 13', [-0.282128, -0.991462, 1.0]], ['2, k, 14', [-0.295838, -1.37088, 1.0]], ['2, k, 15', [-0.324569, -1.39797, 1.0]], ['2, k, 16', [-0.0950867, -0.716038, 1.0]], ['2, k, 17', [0.00500631, -0.995738, 1.0]], ['2, k, 18', [0.149514, -1.35495, 1.0]], ['2, k, 19', [0.115613, -1.38196, 1.0]], ['2, k, 20', [-0.120304, -0.223711, 1.0]], ['2, k, 21', [-0.282599, -0.721199, 1.0]], ['2, k, 22', [-0.273661, -0.60941, 1.0]], ['2, k, 23', [-0.0127192, -0.68743, 1.0]], ['2, k, 24', [-0.0185724, -0.573724, 1.0]]]
[['2, k, 0', [-0.167476, -0.723973, 1.0]], ['2, k, 1', [-0.14207, -0.436732, 1.0]], ['2, k, 2', [-0.123694, -0.160726, 1.0]], ['2, k, 3', [-0.159143, -0.0108706, 1.0]], ['2, k, 4', [-0.297551, -0.232368, 1.0]], ['2, k, 5', [-0.382655, -0.446033, 1.0]], ['2, k, 6', [-0.343645, -0.628745, 1.0]], ['2, k, 7', [-0.305294, -0.69288, 1.0]], ['2, k, 8', [0.0233302, -0.271039, 1.0]], ['2, k, 9', [0.217144, -0.420747, 1.0]], ['2, k, 10', [0.0834028, -0.57944, 1.0]], ['2, k, 11', [0.0110157, -0.6124, 1.0]], ['2, k, 12', [-0.235475, -0.71079, 1.0]], ['2, k, 13', [-0.27922, -0.998729, 1.0]], ['2, k, 14', [-0.296036, -1.36918, 1.0]], ['2, k, 15', [-0.327883, -1.39785, 1.0]], ['2, k, 16', [-0.0945762, -0.718214, 1.0]], ['2, k, 17', [0.0100409, -0.997401, 1.0]], ['2, k, 18', [0.15522, -1.36118, 1.0]], ['2, k, 19', [0.118145, -1.38969, 1.0]], ['2, k, 20', [-0.127556, -0.229068, 1.0]], ['2, k, 21', [-0.29338, -0.74928, 1.0]], ['2, k, 22', [-0.26867, -0.63811, 1.0]], ['2, k, 23', [-0.00946966, -0.69117, 1.0]], ['2, k, 24', [-0.0193696, -0.575676, 1.0]]]
[['2, k, 0', [-0.162996, -0.727395, 1.0]], ['2, k, 1', [-0.144524, -0.441623, 1.0]], ['2, k, 2', [-0.130109, -0.167006, 1.0]], ['2, k, 3', [-0.169323, -0.0158006, 1.0]], ['2, k, 4', [-0.303885, -0.234307, 1.0]], ['2, k, 5', [-0.372435, -0.453294, 1.0]], ['2, k, 6', [-0.331576, -0.639515, 1.0]], ['2, k, 7', [-0.300018, -0.702277, 1.0]], ['2, k, 8', [0.0115276, -0.275004, 1.0]], ['2, k, 9', [0.212952, -0.422543, 1.0]], ['2, k, 10', [0.082248, -0.580355, 1.0]], ['2, k, 11', [0.0121701, -0.612152, 1.0]], ['2, k, 12', [-0.229816, -0.715219, 1.0]], ['2, k, 13', [-0.276212, -1.00374, 1.0]], ['2, k, 14', [-0.296176, -1.36825, 1.0]], ['2, k, 15', [-0.331297, -1.3985, 1.0]], ['2, k, 16', [-0.0915776, -0.720592, 1.0]], ['2, k, 17', [0.0201904, -1.00155, 1.0]], ['2, k, 18', [0.155651, -1.36069, 1.0]], ['2, k, 19', [0.1153, -1.39079, 1.0]], ['2, k, 20', [-0.132915, -0.234768, 1.0]], ['2, k, 21', [-0.289305, -0.75713, 1.0]], ['2, k, 22', [-0.285086, -0.644615, 1.0]], ['2, k, 23', [-0.00894777, -0.688276, 1.0]], ['2, k, 24', [-0.0192443, -0.576325, 1.0]]]
[['2, k, 0', [-0.157764, -0.729583, 1.0]], ['2, k, 1', [-0.145515, -0.4452, 1.0]], ['2, k, 2', [-0.135906, -0.172972, 1.0]], ['2, k, 3', [-0.180971, -0.0247902, 1.0]], ['2, k, 4', [-0.310129, -0.238974, 1.0]], ['2, k, 5', [-0.364795, -0.454925, 1.0]], ['2, k, 6', [-0.329924, -0.643448, 1.0]], ['2, k, 7', [-0.294471, -0.698959, 1.0]], ['2, k, 8', [0.00413642, -0.278855, 1.0]], ['2, k, 9', [0.208983, -0.421962, 1.0]], ['2, k, 10', [0.0834251, -0.579663, 1.0]], ['2, k, 11', [0.0157481, -0.618225, 1.0]], ['2, k, 12', [-0.223972, -0.718758, 1.0]], ['2, k, 13', [-0.270638, -1.01147, 1.0]], ['2, k, 14', [-0.296647, -1.36749, 1.0]], ['2, k, 15', [-0.333056, -1.39938, 1.0]], ['2, k, 16', [-0.0871915, -0.721519, 1.0]], ['2, k, 17', [0.0280317, -1.0014, 1.0]], ['2, k, 18', [0.163055, -1.3677, 1.0]], ['2, k, 19', [0.121334, -1.39942, 1.0]], ['2, k, 20', [-0.137414, -0.240092, 1.0]], ['2, k, 21', [-0.285871, -0.755068, 1.0]], ['2, k, 22', [-0.271994, -0.685355, 1.0]], ['2, k, 23', [-0.00590948, -0.690121, 1.0]], ['2, k, 24', [-0.0165886, -0.578424, 1.0]]]
