[['2, k, 0', [-0.268543, -0.228036, 1.0]], ['2, k, 1', [-0.267747, 0.117565, 1.0]], ['2, k, 2', [-0.265329, 0.452988, 1.0]], ['2, k, 3', [-0.273611, 0.608537, 1.0]], ['2, k, 4', [-0.433371, 0.352645, 1.0]], ['2, k, 5', [-0.521733, 0.276752, 1.0]], ['2, k, 6', [-0.550421, 0.217402, 1.0]], ['2, k, 7', [-0.559632, 0.139313, 1.0]], ['2, k, 8', [-0.115569, 0.362769, 1.0]], ['2, k, 9', [-0.0394471, 0.309369, 1.0]], ['2, k, 10', [-0.00486161, 0.243244, 1.0]], ['2, k, 11', [0.00851284, 0.223453, 1.0]], ['2, k, 12', [-0.336957, -0.226791, 1.0]], ['2, k, 13', [-0.356317, -0.619574, 1.0]], ['2, k, 14', [-0.380525, -1.00203, 1.0]], ['2, k, 15', [-0.408447, -1.05859, 1.0]], ['2, k, 16', [-0.191882, -0.222298, 1.0]], ['2, k, 17', [-0.15678, -0.641055, 1.0]], ['2, k, 18', [-0.135374, -1.00726, 1.0]], ['2, k, 19', [-0.128906, -1.06152, 1.0]], ['2, k, 20', [-0.266214, 0.370592, 1.0]], ['2, k, 21', [-0.517298, 0.0906238, 1.0]], ['2, k, 22', [-0.489835, 0.141056, 1.0]], ['2, k, 23', [-0.00132411, 0.179132, 1.0]], ['2, k, 24', [-0.0216957, 0.232333, 1.0]]]
[['2, k, 0', [-0.273607, -0.217608, 1.0]], ['2, k, 1', [-0.289371, 0.131095, 1.0]], ['2, k, 2', [-0.30656, 0.480872, 1.0]], ['2, k, 3', [-0.302026, 0.627904, 1.0]], ['2, k, 4', [-0.409706, 0.29348, 1.0]], ['2, k, 5', [-0.40648, 0.325228, 1.0]], ['2, k, 6', [-0.236983, 0.333568, 1.0]], ['2, k, 7', [-0.172656, 0.350559, 1.0]], ['2, k, 8', [-0.127153, 0.369782, 1.0]], ['2, k, 9', [0.0751313, 0.394995, 1.0]], ['2, k, 10', [0.217133, 0.421793, 1.0]], ['2, k, 11', [0.260831, 0.43386, 1.0]], ['2, k, 12', [-0.33661, -0.216418, 1.0]], ['2, k, 13', [-0.366014, -0.614941, 1.0]], ['2, k, 14', [-0.378107, -0.990488, 1.0]], ['2, k, 15', [-0.410209, -1.05484, 1.0]], ['2, k, 16', [-0.20246, -0.214102, 1.0]], ['2, k, 17', [-0.168161, -0.656793, 1.0]], ['2, k, 18', [-0.132669, -1.00438, 1.0]], ['2, k, 19', [-0.131708, -1.06433, 1.0]], ['2, k, 20', [-0.302576, 0.394189, 1.0]], ['2, k, 21', [-0.147879, 0.346395, 1.0]], ['2, k, 22', [-0.0986715, 0.360604, 1.0]], ['2, k, 23', [0.276127, 0.426006, 1.0]], ['2, k, 24', [0.178689, 0.411554, 1.0]]]
[['2, k, 0', [-0.273773, -0.21778, 1.0]], ['2, k, 1', [-0.289581, 0.137328, 1.0]], ['2, k, 2', [-0.304822, 0.489303, 1.0]], ['2, k, 3', [-0.303498, 0.631523, 1.0]], ['2, k, 4', [-0.424662, 0.302771, 1.0]], ['2, k, 5', [-0.381906, 0.323929, 1.0]], ['2, k, 6', [-0.218361, 0.333479, 1.0]], ['2, k, 7', [-0.149957, 0.351584, 1.0]], ['2, k, 8', [-0.126401, 0.370391, 1.0]], ['2, k, 9', [0.0808407, 0.406815, 1.0]], ['2, k, 10', [0.22483, 0.426021, 1.0]], ['2, k, 11', [0.272863, 0.438606, 1.0]], ['2, k, 12', [-0.337912, -0.216687, 1.0]], ['2, k, 13', [-0.365917, -0.61437, 1.0]], ['2, k, 14', [-0.37907, -0.992586, 1.0]], ['2, k, 15', [-0.410233, -1.05486, 1.0]], ['2, k, 16', [-0.202125, -0.213987, 1.0]], ['2, k, 17', [-0.168297, -0.656986, 1.0]], ['2, k, 18', [-0.132606, -1.00446, 1.0]], ['2, k, 19', [-0.1319, -1.06462, 1.0]], ['2, k, 20', [-0.301362, 0.40259, 1.0]], ['2, k, 21', [-0.121287, 0.348125, 1.0]], ['2, k, 22', [-0.0828535, 0.358644, 1.0]], ['2, k, 23', [0.287081, 0.426617, 1.0]], ['2, k, 24', [0.187601, 0.415963, 1.0]]]
[['2, k, 0', [-0.27384, -0.21785, 1.0]], ['2, k, 1', [-0.28961, 0.138053, 1.0]], ['2, k, 2', [-0.304363, 0.49006, 1.0]], ['2, k, 3', [-0.304453, 0.632677, 1.0]], ['2, k, 4', [-0.427821, 0.305019, 1.0]], ['2, k, 5', [-0.377776, 0.324964, 1.0]], ['2, k, 6', [-0.195277, 0.337014, 1.0]], ['2, k, 7', [-0.126976, 0.35384, 1.0]], ['2, k, 8', [-0.127255, 0.369354, 1.0]], ['2, k, 9', [0.0765636, 0.402148, 1.0]], ['2, k, 10', [0.23468, 0.432632, 1.0]], ['2, k, 11', [0.285434, 0.44249, 1.0]], ['2, k, 12', [-0.337935, -0.216723, 1.0]], ['2, k, 13', [-0.365765, -0.610927, 1.0]], ['2, k, 14', [-0.378206, -0.992476, 1.0]], ['2, k, 15', [-0.410339, -1.05492, 1.0]], ['2, k, 16', [-0.202329, -0.214008, 1.0]], ['2, k, 17', [-0.171931, -0.658729, 1.0]], ['2, k, 18', [-0.132593, -1.00463, 1.0]], ['2, k, 19', [-0.131954, -1.06478, 1.0]], ['2, k, 20', [-0.301059, 0.403389, 1.0]], ['2, k, 21', [-0.100969, 0.348948, 1.0]], ['2, k, 22', [-0.0587792, 0.363404, 1.0]], ['2, k, 23', [0.3032, 0.434083, 1.0]], ['2, k, 24', [0.201197, 0.420444, 1.0]]]
[['2, k, 0', [-0.276109, -0.218253, 1.0]], ['2, k, 1', [-0.291144, 0.139542, 1.0]], ['2, k, 2', [-0.304769, 0.490828, 1.0]], ['2, k, 3', [-0.305323, 0.633382, 1.0]], ['2, k, 4', [-0.430159, 0.306424, 1.0]], ['2, k, 5', [-0.366875, 0.326591, 1.0]], ['2, k, 6', [-0.179992, 0.339006, 1.0]], ['2, k, 7', [-0.103614, 0.355572, 1.0]], ['2, k, 8', [-0.128102, 0.368683, 1.0]], ['2, k, 9', [0.0799681, 0.41012, 1.0]], ['2, k, 10', [0.239228, 0.434225, 1.0]], ['2, k, 11', [0.293945, 0.446336, 1.0]], ['2, k, 12', [-0.342896, -0.216467, 1.0]], ['2, k, 13', [-0.365871, -0.610175, 1.0]], ['2, k, 14', [-0.377958, -0.992239, 1.0]], ['2, k, 15', [-0.410375, -1.05503, 1.0]], ['2, k, 16', [-0.202771, -0.214195, 1.0]], ['2, k, 17', [-0.172077, -0.659133, 1.0]], ['2, k, 18', [-0.132488, -1.00501, 1.0]], ['2, k, 19', [-0.132061, -1.06489, 1.0]], ['2, k, 20', [-0.301679, 0.404374, 1.0]], ['2, k, 21', [-0.0733675, 0.353459, 1.0]], ['2, k, 22', [-0.0306172, 0.364448, 1.0]], ['2, k, 23', [0.306655, 0.420542, 1.0]], ['2, k, 24', [0.201824, 0.421763, 1.0]]]
[['2, k, 0', [-0.276089, -0.21809, 1.0]], ['2, k, 1', [-0.291775, 0.140975, 1.0]], ['2, k, 2', [-0.306133, 0.492679, 1.0]], ['2, k, 3', [-0.306161, 0.635195, 1.0]], ['2, k, 4', [-0.442173, 0.315691, 1.0]], ['2, k, 5', [-0.355571, 0.325811, 1.0]], ['2, k, 6', [-0.163927, 0.341186, 1.0]], ['2, k, 7', [-0.0801928, 0.357228, 1.0]], ['2, k, 8', [-0.129019, 0.367568, 1.0]], ['2, k, 9', [0.0821692, 0.411587, 1.0]], ['2, k, 10', [0.247421, 0.441407, 1.0]], ['2, k, 11', [0.305429, 0.452154, 1.0]], ['2, k, 12', [-0.342335, -0.215867, 1.0]], ['2, k, 13', [-0.365835, -0.60911, 1.0]], ['2, k, 14', [-0.377719, -0.992032, 1.0]], ['2, k, 15', [-0.410244, -1.05445, 1.0]], ['2, k, 16', [-0.202839, -0.214146, 1.0]], ['2, k, 17', [-0.172032, -0.659163, 1.0]], ['2, k, 18', [-0.13242, -1.00498, 1.0]], ['2, k, 19', [-0.132104, -1.06495, 1.0]], ['2, k, 20', [-0.302878, 0.406197, 1.0]], ['2, k, 21', [-0.0470603, 0.352707, 1.0]], ['2, k, 22', [-0.00777111, 0.369173, 1.0]], ['2, k, 23', [0.324275, 0.442304, 1.0]], ['2, k, 24', [0.216796, 0.426302, 1.0]]]
[['2, k, 0', [-0.276458, -0.217865, 1.0]], ['2, k, 1', [-0.293143, 0.142869, 1.0]], ['2, k, 2', [-0.308265, 0.495405, 1.0]], ['2, k, 3', [-0.306435, 0.638634, 1.0]], ['2, k, 4', [-0.444278, 0.318258, 1.0]], ['2, k, 5', [-0.327116, 0.331977, 1.0]], ['2, k, 6', [-0.154313, 0.336089, 1.0]], ['2, k, 7', [-0.0608217, 0.358787, 1.0]], ['2, k, 8', [-0.129007, 0.367043, 1.0]], ['2, k, 9', [0.0856161, 0.413327, 1.0]], ['2, k, 10', [0.256815, 0.444974, 1.0]], ['2, k, 11', [0.313916, 0.456533, 1.0]], ['2, k, 12', [-0.342962, -0.215395, 1.0]], ['2, k, 13', [-0.365901, -0.60818, 1.0]], ['2, k, 14', [-0.377787, -0.992012, 1.0]], ['2, k, 15', [-0.410497, -1.05464, 1.0]], ['2, k, 16', [-0.202804, -0.214046, 1.0]], ['2, k, 17', [-0.172025, -0.659134, 1.0]], ['2, k, 18', [-0.132473, -1.00511, 1.0]], ['2, k, 19', [-0.132165, -1.06496, 1.0]], ['2, k, 20', [-0.30484, 0.408771, 1.0]], ['2, k, 21', [-0.028086, 0.357071, 1.0]], ['2, k, 22', [0.008934, 0.368515, 1.0]], ['2, k, 23', [0.333556, 0.448441, 1.0]], ['2, k, 24', [0.227875, 0.430433, 1.0]]]
[['2, k, 0', [-0.278562, -0.217538, 1.0]], ['2, k, 1', [-0.295147, 0.146136, 1.0]], ['2, k, 2', [-0.309479, 0.501629, 1.0]], ['2, k, 3', [-0.306284, 0.646089, 1.0]], ['2, k, 4', [-0.446443, 0.320642, 1.0]], ['2, k, 5', [-0.323534, 0.33176, 1.0]], ['2, k, 6', [-0.10971, 0.345311, 1.0]], ['2, k, 7', [-0.0374658, 0.360746, 1.0]], ['2, k, 8', [-0.128898, 0.367009, 1.0]], ['2, k, 9', [0.0891686, 0.416498, 1.0]], ['2, k, 10', [0.26916, 0.454002, 1.0]], ['2, k, 11', [0.323312, 0.463873, 1.0]], ['2, k, 12', [-0.344963, -0.21469, 1.0]], ['2, k, 13', [-0.365901, -0.608295, 1.0]], ['2, k, 14', [-0.377792, -0.992065, 1.0]], ['2, k, 15', [-0.410511, -1.05491, 1.0]], ['2, k, 16', [-0.204289, -0.213958, 1.0]], ['2, k, 17', [-0.172044, -0.65962, 1.0]], ['2, k, 18', [-0.13238, -1.00514, 1.0]], ['2, k, 19', [-0.132308, -1.06526, 1.0]], ['2, k, 20', [-0.306305, 0.414222, 1.0]], ['2, k, 21', [-0.00815161, 0.356675, 1.0]], ['2, k, 22', [0.03512, 0.373854, 1.0]], ['2, k, 23', [0.348188, 0.459584, 1.0]], ['2, k, 24', [0.254748, 0.437848, 1.0]]]
[['2, k, 0', [-0.279818, -0.217285, 1.0]], ['2, k, 1', [-0.296302, 0.147618, 1.0]], ['2, k, 2', [-0.310388, 0.503678, 1.0]], ['2, k, 3', [-0.306304, 0.64815, 1.0]], ['2, k, 4', [-0.449792, 0.326321, 1.0]], ['2, k, 5', [-0.314318, 0.332225, 1.0]], ['2, k, 6', [-0.0998094, 0.347288, 1.0]], ['2, k, 7', [-0.0151203, 0.363472, 1.0]], ['2, k, 8', [-0.128614, 0.366763, 1.0]], ['2, k, 9', [0.0888398, 0.416401, 1.0]], ['2, k, 10', [0.272963, 0.459162, 1.0]], ['2, k, 11', [0.331887, 0.470021, 1.0]], ['2, k, 12', [-0.345872, -0.214252, 1.0]], ['2, k, 13', [-0.366919, -0.613026, 1.0]], ['2, k, 14', [-0.377755, -0.991942, 1.0]], ['2, k, 15', [-0.410581, -1.05544, 1.0]], ['2, k, 16', [-0.205591, -0.213894, 1.0]], ['2, k, 17', [-0.173577, -0.661977, 1.0]], ['2, k, 18', [-0.132275, -1.00523, 1.0]], ['2, k, 19', [-0.132397, -1.0654, 1.0]], ['2, k, 20', [-0.307278, 0.416173, 1.0]], ['2, k, 21', [0.0231753, 0.361583, 1.0]], ['2, k, 22', [0.0588788, 0.37649, 1.0]], ['2, k, 23', [0.35878, 0.469297, 1.0]], ['2, k, 24', [0.262465, 0.443707, 1.0]]]
[['2, k, 0', [-0.279921, -0.216876, 1.0]], ['2, k, 1', [-0.296319, 0.147665, 1.0]], ['2, k, 2', [-0.310413, 0.503417, 1.0]], ['2, k, 3', [-0.306622, 0.647552, 1.0]], ['2, k, 4', [-0.451233, 0.329092, 1.0]], ['2, k, 5', [-0.306915, 0.33302, 1.0]], ['2, k, 6', [-0.0867212, 0.348578, 1.0]], ['2, k, 7', [0.00109836, 0.365335, 1.0]], ['2, k, 8', [-0.128592, 0.365516, 1.0]], ['2, k, 9', [0.0796954, 0.409577, 1.0]], ['2, k, 10', [0.274224, 0.462343, 1.0]], ['2, k, 11', [0.335353, 0.477097, 1.0]], ['2, k, 12', [-0.345824, -0.213681, 1.0]], ['2, k, 13', [-0.367474, -0.610379, 1.0]], ['2, k, 14', [-0.37677, -0.99113, 1.0]], ['2, k, 15', [-0.409688, -1.05496, 1.0]], ['2, k, 16', [-0.20573, -0.213612, 1.0]], ['2, k, 17', [-0.173607, -0.661961, 1.0]], ['2, k, 18', [-0.132261, -1.00522, 1.0]], ['2, k, 19', [-0.13247, -1.06559, 1.0]], ['2, k, 20', [-0.307297, 0.416073, 1.0]], ['2, k, 21', [0.0400399, 0.364322, 1.0]], ['2, k, 22', [0.0767518, 0.380358, 1.0]], ['2, k, 23', [0.359973, 0.475921, 1.0]], ['2, k, 24', [0.269573, 0.449902, 1.0]]]
[['2, k, 0', [-0.282011, -0.216516, 1.0]], ['2, k, 1', [-0.296642, 0.147683, 1.0]], ['2, k, 2', [-0.310255, 0.50311, 1.0]], ['2, k, 3', [-0.307308, 0.646996, 1.0]], ['2, k, 4', [-0.45148, 0.330805, 1.0]], ['2, k, 5', [-0.280048, 0.337332, 1.0]], ['2, k, 6', [-0.0653885, 0.35213, 1.0]], ['2, k, 7', [0.0211033, 0.369072, 1.0]], ['2, k, 8', [-0.130052, 0.361198, 1.0]], ['2, k, 9', [0.0996818, 0.420829, 1.0]], ['2, k, 10', [0.278161, 0.468691, 1.0]], ['2, k, 11', [0.339262, 0.483763, 1.0]], ['2, k, 12', [-0.347376, -0.212724, 1.0]], ['2, k, 13', [-0.367587, -0.608611, 1.0]], ['2, k, 14', [-0.376957, -0.991676, 1.0]], ['2, k, 15', [-0.410114, -1.05516, 1.0]], ['2, k, 16', [-0.208143, -0.213777, 1.0]], ['2, k, 17', [-0.173599, -0.661948, 1.0]], ['2, k, 18', [-0.132314, -1.00537, 1.0]], ['2, k, 19', [-0.132478, -1.06561, 1.0]], ['2, k, 20', [-0.307267, 0.415945, 1.0]], ['2, k, 21', [0.0575622, 0.368216, 1.0]], ['2, k, 22', [0.0489242, 0.405184, 1.0]], ['2, k, 23', [0.367557, 0.475914, 1.0]], ['2, k, 24', [0.272855, 0.452515, 1.0]]]
[['2, k, 0', [-0.283409, -0.2156, 1.0]], ['2, k, 1', [-0.297986, 0.149556, 1.0]], ['2, k, 2', [-0.31078, 0.504999, 1.0]], ['2, k, 3', [-0.307604, 0.649232, 1.0]], ['2, k, 4', [-0.451144, 0.332846, 1.0]], ['2, k, 5', [-0.271795, 0.337918, 1.0]], ['2, k, 6', [-0.0437712, 0.356816, 1.0]], ['2, k, 7', [0.042632, 0.372945, 1.0]], ['2, k, 8', [-0.127474, 0.359812, 1.0]], ['2, k, 9', [0.0911691, 0.432141, 1.0]], ['2, k, 10', [0.284327, 0.475793, 1.0]], ['2, k, 11', [0.344853, 0.490869, 1.0]], ['2, k, 12', [-0.34821, -0.211522, 1.0]], ['2, k, 13', [-0.367818, -0.607072, 1.0]], ['2, k, 14', [-0.376259, -0.990242, 1.0]], ['2, k, 15', [-0.409905, -1.05452, 1.0]], ['2, k, 16', [-0.21007, -0.213096, 1.0]], ['2, k, 17', [-0.173413, -0.662025, 1.0]], ['2, k, 18', [-0.132195, -1.00529, 1.0]], ['2, k, 19', [-0.132529, -1.06564, 1.0]], ['2, k, 20', [-0.307977, 0.417785, 1.0]], ['2, k, 21', [0.0792414, 0.371162, 1.0]], ['2, k, 22', [0.0879668, 0.387177, 1.0]], ['2, k, 23', [0.373076, 0.486131, 1.0]], ['2, k, 24', [0.299241, 0.466566, 1.0]]]
[['2, k, 0', [-0.285129, -0.21526, 1.0]], ['2, k, 1', [-0.299188, 0.150157, 1.0]], ['2, k, 2', [-0.311314, 0.50543, 1.0]], ['2, k, 3', [-0.307482, 0.649509, 1.0]], ['2, k, 4', [-0.44706, 0.34487, 1.0]], ['2, k, 5', [-0.255763, 0.338417, 1.0]], ['2, k, 6', [-0.0165235, 0.360794, 1.0]], ['2, k, 7', [0.0581254, 0.376472, 1.0]], ['2, k, 8', [-0.133324, 0.344088, 1.0]], ['2, k, 9', [0.06644, 0.419946, 1.0]], ['2, k, 10', [0.291394, 0.485504, 1.0]], ['2, k, 11', [0.348343, 0.498975, 1.0]], ['2, k, 12', [-0.348346, -0.210906, 1.0]], ['2, k, 13', [-0.367836, -0.606879, 1.0]], ['2, k, 14', [-0.376379, -0.990329, 1.0]], ['2, k, 15', [-0.41001, -1.05474, 1.0]], ['2, k, 16', [-0.214594, -0.21333, 1.0]], ['2, k, 17', [-0.17349, -0.662123, 1.0]], ['2, k, 18', [-0.131982, -1.00546, 1.0]], ['2, k, 19', [-0.132604, -1.06581, 1.0]], ['2, k, 20', [-0.308648, 0.41825, 1.0]], ['2, k, 21', [0.102614, 0.376458, 1.0]], ['2, k, 22', [0.0797599, 0.416019, 1.0]], ['2, k, 23', [0.375994, 0.494674, 1.0]], ['2, k, 24', [0.356174, 0.459096, 1.0]]]
[['2, k, 0', [-0.285783, -0.215101, 1.0]], ['2, k, 1', [-0.299625, 0.150713, 1.0]], ['2, k, 2', [-0.311387, 0.506155, 1.0]], ['2, k, 3', [-0.307367, 0.650481, 1.0]], ['2, k, 4', [-0.445871, 0.344424, 1.0]], ['2, k, 5', [-0.251327, 0.337864, 1.0]], ['2, k, 6', [-0.0140285, 0.361, 1.0]], ['2, k, 7', [0.0789055, 0.381021, 1.0]], ['2, k, 8', [-0.13499, 0.343308, 1.0]], ['2, k, 9', [0.064146, 0.420004, 1.0]], ['2, k, 10', [0.303423, 0.473186, 1.0]], ['2, k, 11', [0.350676, 0.505768, 1.0]], ['2, k, 12', [-0.348089, -0.210482, 1.0]], ['2, k, 13', [-0.367799, -0.604839, 1.0]], ['2, k, 14', [-0.376371, -0.990359, 1.0]], ['2, k, 15', [-0.410101, -1.05493, 1.0]], ['2, k, 16', [-0.215933, -0.213352, 1.0]], ['2, k, 17', [-0.173436, -0.663045, 1.0]], ['2, k, 18', [-0.131969, -1.00545, 1.0]], ['2, k, 19', [-0.132661, -1.06579, 1.0]], ['2, k, 20', [-0.308815, 0.418928, 1.0]], ['2, k, 21', [0.134761, 0.383506, 1.0]], ['2, k, 22', [0.129976, 0.40097, 1.0]], ['2, k, 23', [0.379517, 0.501812, 1.0]], ['2, k, 24', [0.378335, 0.468356, 1.0]]]
[['2, k, 0', [-0.285863, -0.213907, 1.0]], ['2, k, 1', [-0.299641, 0.151683, 1.0]], ['2, k, 2', [-0.311311, 0.50671, 1.0]], ['2, k, 3', [-0.307466, 0.651294, 1.0]], ['2, k, 4', [-0.44107, 0.344416, 1.0]], ['2, k, 5', [-0.227383, 0.342637, 1.0]], ['2, k, 6', [0.023901, 0.367959, 1.0]], ['2, k, 7', [0.0989873, 0.385257, 1.0]], ['2, k, 8', [-0.130485, 0.351718, 1.0]], ['2, k, 9', [0.0712042, 0.423521, 1.0]], ['2, k, 10', [0.266153, 0.514052, 1.0]], ['2, k, 11', [0.35166, 0.512473, 1.0]], ['2, k, 12', [-0.346453, -0.208843, 1.0]], ['2, k, 13', [-0.367407, -0.604299, 1.0]], ['2, k, 14', [-0.376071, -0.990138, 1.0]], ['2, k, 15', [-0.409915, -1.05491, 1.0]], ['2, k, 16', [-0.217781, -0.21217, 1.0]], ['2, k, 17', [-0.173484, -0.663006, 1.0]], ['2, k, 18', [-0.131912, -1.00544, 1.0]], ['2, k, 19', [-0.132692, -1.06572, 1.0]], ['2, k, 20', [-0.308762, 0.419574, 1.0]], ['2, k, 21', [0.150633, 0.386404, 1.0]], ['2, k, 22', [0.152215, 0.3816, 1.0]], ['2, k, 23', [0.377351, 0.502846, 1.0]], ['2, k, 24', [0.35417, 0.476616, 1.0]]]
[['2, k, 0', [-0.286723, -0.21304, 1.0]], ['2, k, 1', [-0.300114, 0.152297, 1.0]], ['2, k, 2', [-0.311474, 0.506998, 1.0]], ['2, k, 3', [-0.30738, 0.651573, 1.0]], ['2, k, 4', [-0.435598, 0.342425, 1.0]], ['2, k, 5', [-0.218803, 0.343299, 1.0]], ['2, k, 6', [0.0349904, 0.369927, 1.0]], ['2, k, 7', [0.111936, 0.390559, 1.0]], ['2, k, 8', [-0.130318, 0.353457, 1.0]], ['2, k, 9', [0.0702738, 0.424802, 1.0]], ['2, k, 10', [0.262338, 0.521084, 1.0]], ['2, k, 11', [0.352279, 0.518582, 1.0]], ['2, k, 12', [-0.34584, -0.20752, 1.0]], ['2, k, 13', [-0.367316, -0.602968, 1.0]], ['2, k, 14', [-0.374687, -0.988776, 1.0]], ['2, k, 15', [-0.409695, -1.05475, 1.0]], ['2, k, 16', [-0.219976, -0.211621, 1.0]], ['2, k, 17', [-0.173699, -0.662259, 1.0]], ['2, k, 18', [-0.131868, -1.00546, 1.0]], ['2, k, 19', [-0.132674, -1.06581, 1.0]], ['2, k, 20', [-0.308987, 0.419933, 1.0]], ['2, k, 21', [0.163024, 0.395625, 1.0]], ['2, k, 22', [0.147075, 0.389575, 1.0]], ['2, k, 23', [0.379042, 0.509838, 1.0]], ['2, k, 24', [0.362497, 0.480608, 1.0]]]
[['2, k, 0', [-0.28685, -0.21238, 1.0]], ['2, k, 1', [-0.300406, 0.152923, 1.0]], ['2, k, 2', [-0.311859, 0.507437, 1.0]], ['2, k, 3', [-0.307063, 0.652059, 1.0]], ['2, k, 4', [-0.426003, 0.340015, 1.0]], ['2, k, 5', [-0.204791, 0.345167, 1.0]], ['2, k, 6', [0.0418743, 0.374319, 1.0]], ['2, k, 7', [0.124955, 0.395629, 1.0]], ['2, k, 8', [-0.130331, 0.353822, 1.0]], ['2, k, 9', [0.0670819, 0.426167, 1.0]], ['2, k, 10', [0.264622, 0.525697, 1.0]], ['2, k, 11', [0.351353, 0.525821, 1.0]], ['2, k, 12', [-0.344751, -0.206351, 1.0]], ['2, k, 13', [-0.366929, -0.602638, 1.0]], ['2, k, 14', [-0.374669, -0.988689, 1.0]], ['2, k, 15', [-0.409864, -1.05513, 1.0]], ['2, k, 16', [-0.220983, -0.211302, 1.0]], ['2, k, 17', [-0.173804, -0.662163, 1.0]], ['2, k, 18', [-0.131728, -1.00549, 1.0]], ['2, k, 19', [-0.132713, -1.06597, 1.0]], ['2, k, 20', [-0.309358, 0.420423, 1.0]], ['2, k, 21', [0.176944, 0.400441, 1.0]], ['2, k, 22', [0.160177, 0.398965, 1.0]], ['2, k, 23', [0.37875, 0.521018, 1.0]], ['2, k, 24', [0.377449, 0.49055, 1.0]]]
[['2, k, 0', [-0.285218, -0.21178, 1.0]], ['2, k, 1', [-0.299751, 0.153263, 1.0]], ['2, k, 2', [-0.31174, 0.507571, 1.0]], ['2, k, 3', [-0.306902, 0.652178, 1.0]], ['2, k, 4', [-0.423452, 0.339937, 1.0]], ['2, k, 5', [-0.197973, 0.34625, 1.0]], ['2, k, 6', [0.0659985, 0.381466, 1.0]], ['2, k, 7', [0.138044, 0.400644, 1.0]], ['2, k, 8', [-0.129949, 0.354133, 1.0]], ['2, k, 9', [0.0637395, 0.427932, 1.0]], ['2, k, 10', [0.2674, 0.53185, 1.0]], ['2, k, 11', [0.348799, 0.532567, 1.0]], ['2, k, 12', [-0.340611, -0.205375, 1.0]], ['2, k, 13', [-0.366803, -0.602678, 1.0]], ['2, k, 14', [-0.374987, -0.988997, 1.0]], ['2, k, 15', [-0.410082, -1.05562, 1.0]], ['2, k, 16', [-0.220598, -0.211027, 1.0]], ['2, k, 17', [-0.173855, -0.662193, 1.0]], ['2, k, 18', [-0.131615, -1.00561, 1.0]], ['2, k, 19', [-0.132741, -1.06602, 1.0]], ['2, k, 20', [-0.30914, 0.420597, 1.0]], ['2, k, 21', [0.195505, 0.408514, 1.0]], ['2, k, 22', [0.155854, 0.396368, 1.0]], ['2, k, 23', [0.376322, 0.525526, 1.0]], ['2, k, 24', [0.362699, 0.494637, 1.0]]]
[['2, k, 0', [-0.285022, -0.211715, 1.0]], ['2, k, 1', [-0.299599, 0.153448, 1.0]], ['2, k, 2', [-0.311691, 0.507813, 1.0]], ['2, k, 3', [-0.306314, 0.65253, 1.0]], ['2, k, 4', [-0.418112, 0.339489, 1.0]], ['2, k, 5', [-0.187617, 0.348152, 1.0]], ['2, k, 6', [0.0762295, 0.384183, 1.0]], ['2, k, 7', [0.151544, 0.406063, 1.0]], ['2, k, 8', [-0.129845, 0.35427, 1.0]], ['2, k, 9', [0.0550722, 0.427435, 1.0]], ['2, k, 10', [0.154983, 0.595504, 1.0]], ['2, k, 11', [0.34611, 0.540901, 1.0]], ['2, k, 12', [-0.339853, -0.205258, 1.0]], ['2, k, 13', [-0.366686, -0.602146, 1.0]], ['2, k, 14', [-0.374723, -0.988827, 1.0]], ['2, k, 15', [-0.41009, -1.05592, 1.0]], ['2, k, 16', [-0.220953, -0.211071, 1.0]], ['2, k, 17', [-0.173964, -0.662184, 1.0]], ['2, k, 18', [-0.131561, -1.00577, 1.0]], ['2, k, 19', [-0.132753, -1.06602, 1.0]], ['2, k, 20', [-0.309061, 0.42083, 1.0]], ['2, k, 21', [0.20852, 0.412572, 1.0]], ['2, k, 22', [0.190107, 0.401504, 1.0]], ['2, k, 23', [0.374698, 0.528553, 1.0]], ['2, k, 24', [0.353521, 0.500092, 1.0]]]
[['2, k, 0', [-0.285058, -0.211396, 1.0]], ['2, k, 1', [-0.29931, 0.15395, 1.0]], ['2, k, 2', [-0.311049, 0.508449, 1.0]], ['2, k, 3', [-0.306167, 0.653404, 1.0]], ['2, k, 4', [-0.414402, 0.339331, 1.0]], ['2, k, 5', [-0.178998, 0.349778, 1.0]], ['2, k, 6', [0.0639623, 0.383558, 1.0]], ['2, k, 7', [0.15553, 0.409863, 1.0]], ['2, k, 8', [-0.129142, 0.354908, 1.0]], ['2, k, 9', [0.0426172, 0.426197, 1.0]], ['2, k, 10', [0.147696, 0.579174, 1.0]], ['2, k, 11', [0.346079, 0.545434, 1.0]], ['2, k, 12', [-0.339618, -0.205008, 1.0]], ['2, k, 13', [-0.366716, -0.602068, 1.0]], ['2, k, 14', [-0.374521, -0.988782, 1.0]], ['2, k, 15', [-0.410135, -1.05602, 1.0]], ['2, k, 16', [-0.221527, -0.2108, 1.0]], ['2, k, 17', [-0.173988, -0.662179, 1.0]], ['2, k, 18', [-0.131529, -1.00576, 1.0]], ['2, k, 19', [-0.132737, -1.066, 1.0]], ['2, k, 20', [-0.308511, 0.421435, 1.0]], ['2, k, 21', [0.215323, 0.418967, 1.0]], ['2, k, 22', [0.204677, 0.403225, 1.0]], ['2, k, 23', [0.371406, 0.53323, 1.0]], ['2, k, 24', [0.34759, 0.507121, 1.0]]]
