[['2, k, 0', [0.0790107, -0.896668, 1.0]], ['2, k, 1', [0.0850192, -0.584811, 1.0]], ['2, k, 2', [0.0906542, -0.277091, 1.0]], ['2, k, 3', [0.103099, -0.129063, 1.0]], ['2, k, 4', [-0.0877393, -0.37748, 1.0]], ['2, k, 5', [-0.171186, -0.631066, 1.0]], ['2, k, 6', [-0.193585, -0.896715, 1.0]], ['2, k, 7', [-0.198115, -0.953323, 1.0]], ['2, k, 8', [0.267592, -0.388986, 1.0]], ['2, k, 9', [0.337919, -0.651639, 1.0]], ['2, k, 10', [0.383845, -0.907104, 1.0]], ['2, k, 11', [0.373643, -0.961612, 1.0]], ['2, k, 12', [-0.00307344, -0.883674, 1.0]], ['2, k, 13', [-0.0241289, -1.2728, 1.0]], ['2, k, 14', [-0.0182713, -1.63183, 1.0]], ['2, k, 15', [-0.0370915, -1.70523, 1.0]], ['2, k, 16', [0.159254, -0.88976, 1.0]], ['2, k, 17', [0.153828, -1.35517, 1.0]], ['2, k, 18', [0.131117, -1.65991, 1.0]], ['2, k, 19', [0.142619, -1.71037, 1.0]], ['2, k, 20', [0.089313, -0.353552, 1.0]], ['2, k, 21', [-0.191232, -1.01054, 1.0]], ['2, k, 22', [-0.245124, -0.95074, 1.0]], ['2, k, 23', [0.38002, -1.01968, 1.0]], ['2, k, 24', [0.416642, -0.953701, 1.0]]]
[['2, k, 0', [0.079094, -0.88684, 1.0]], ['2, k, 1', [0.0874861, -0.580135, 1.0]], ['2, k, 2', [0.094709, -0.276904, 1.0]], ['2, k, 3', [0.100225, -0.126061, 1.0]], ['2, k, 4', [-0.0785228, -0.370345, 1.0]], ['2, k, 5', [-0.167488, -0.560137, 1.0]], ['2, k, 6', [-0.1726, -0.776385, 1.0]], ['2, k, 7', [-0.174888, -0.848844, 1.0]], ['2, k, 8', [0.260796, -0.381078, 1.0]], ['2, k, 9', [0.355583, -0.56361, 1.0]], ['2, k, 10', [0.406924, -0.785851, 1.0]], ['2, k, 11', [0.397465, -0.854839, 1.0]], ['2, k, 12', [-0.0060886, -0.873875, 1.0]], ['2, k, 13', [-0.0155522, -1.35349, 1.0]], ['2, k, 14', [-0.0132758, -1.6514, 1.0]], ['2, k, 15', [-0.0400959, -1.71031, 1.0]], ['2, k, 16', [0.162823, -0.87982, 1.0]], ['2, k, 17', [0.151334, -1.3578, 1.0]], ['2, k, 18', [0.132599, -1.65782, 1.0]], ['2, k, 19', [0.115183, -1.69794, 1.0]], ['2, k, 20', [0.0930157, -0.352386, 1.0]], ['2, k, 21', [-0.167371, -0.896006, 1.0]], ['2, k, 22', [-0.111687, -0.866075, 1.0]], ['2, k, 23', [0.403654, -0.904117, 1.0]], ['2, k, 24', [0.315396, -0.867785, 1.0]]]
[['2, k, 0', [0.0789901, -0.887436, 1.0]], ['2, k, 1', [0.0872295, -0.580408, 1.0]], ['2, k, 2', [0.0942345, -0.276645, 1.0]], ['2, k, 3', [0.100296, -0.126027, 1.0]], ['2, k, 4', [-0.0807224, -0.371476, 1.0]], ['2, k, 5', [-0.165663, -0.566465, 1.0]], ['2, k, 6', [-0.173096, -0.790281, 1.0]], ['2, k, 7', [-0.175332, -0.863745, 1.0]], ['2, k, 8', [0.262937, -0.381602, 1.0]], ['2, k, 9', [0.353384, -0.571163, 1.0]], ['2, k, 10', [0.402015, -0.811455, 1.0]], ['2, k, 11', [0.39724, -0.876641, 1.0]], ['2, k, 12', [-0.0061101, -0.873979, 1.0]], ['2, k, 13', [-0.00946541, -1.30568, 1.0]], ['2, k, 14', [-0.0136419, -1.65418, 1.0]], ['2, k, 15', [-0.0399565, -1.70971, 1.0]], ['2, k, 16', [0.162525, -0.881202, 1.0]], ['2, k, 17', [0.151118, -1.35728, 1.0]], ['2, k, 18', [0.132667, -1.65772, 1.0]], ['2, k, 19', [0.132301, -1.70763, 1.0]], ['2, k, 20', [0.0925931, -0.352288, 1.0]], ['2, k, 21', [-0.171021, -0.910485, 1.0]], ['2, k, 22', [-0.106944, -0.878732, 1.0]], ['2, k, 23', [0.409613, -0.914686, 1.0]], ['2, k, 24', [0.320763, -0.888366, 1.0]]]
[['2, k, 0', [0.0788494, -0.887786, 1.0]], ['2, k, 1', [0.0866732, -0.580864, 1.0]], ['2, k, 2', [0.0931815, -0.277246, 1.0]], ['2, k, 3', [0.100312, -0.126695, 1.0]], ['2, k, 4', [-0.0818021, -0.372036, 1.0]], ['2, k, 5', [-0.166451, -0.573349, 1.0]], ['2, k, 6', [-0.173935, -0.799615, 1.0]], ['2, k, 7', [-0.178054, -0.874106, 1.0]], ['2, k, 8', [0.263809, -0.381557, 1.0]], ['2, k, 9', [0.351853, -0.575144, 1.0]], ['2, k, 10', [0.405923, -0.818422, 1.0]], ['2, k, 11', [0.394714, -0.884766, 1.0]], ['2, k, 12', [-0.00633835, -0.874264, 1.0]], ['2, k, 13', [-0.0109421, -1.35799, 1.0]], ['2, k, 14', [-0.0151595, -1.65652, 1.0]], ['2, k, 15', [-0.0406354, -1.70951, 1.0]], ['2, k, 16', [0.162411, -0.881654, 1.0]], ['2, k, 17', [0.151047, -1.35736, 1.0]], ['2, k, 18', [0.13247, -1.65437, 1.0]], ['2, k, 19', [0.134808, -1.70915, 1.0]], ['2, k, 20', [0.0916687, -0.352835, 1.0]], ['2, k, 21', [-0.181252, -0.921436, 1.0]], ['2, k, 22', [-0.109521, -0.888718, 1.0]], ['2, k, 23', [0.390184, -0.931373, 1.0]], ['2, k, 24', [0.314785, -0.893571, 1.0]]]
[['2, k, 0', [0.0784129, -0.888237, 1.0]], ['2, k, 1', [0.0864422, -0.581162, 1.0]], ['2, k, 2', [0.0933676, -0.277488, 1.0]], ['2, k, 3', [0.100107, -0.127118, 1.0]], ['2, k, 4', [-0.0831342, -0.372418, 1.0]], ['2, k, 5', [-0.165725, -0.576775, 1.0]], ['2, k, 6', [-0.175361, -0.805063, 1.0]], ['2, k, 7', [-0.180738, -0.880397, 1.0]], ['2, k, 8', [0.26469, -0.381627, 1.0]], ['2, k, 9', [0.35096, -0.579354, 1.0]], ['2, k, 10', [0.402353, -0.823475, 1.0]], ['2, k, 11', [0.4003, -0.893251, 1.0]], ['2, k, 12', [-0.0066139, -0.874469, 1.0]], ['2, k, 13', [-0.0106665, -1.35742, 1.0]], ['2, k, 14', [-0.0157229, -1.6555, 1.0]], ['2, k, 15', [-0.0393877, -1.70939, 1.0]], ['2, k, 16', [0.161783, -0.882318, 1.0]], ['2, k, 17', [0.151047, -1.35749, 1.0]], ['2, k, 18', [0.133064, -1.65453, 1.0]], ['2, k, 19', [0.138597, -1.71006, 1.0]], ['2, k, 20', [0.0917092, -0.353086, 1.0]], ['2, k, 21', [-0.178216, -0.93071, 1.0]], ['2, k, 22', [-0.112428, -0.898611, 1.0]], ['2, k, 23', [0.404278, -0.936593, 1.0]], ['2, k, 24', [0.331962, -0.899445, 1.0]]]
[['2, k, 0', [0.0784718, -0.889271, 1.0]], ['2, k, 1', [0.0872154, -0.582038, 1.0]], ['2, k, 2', [0.0957897, -0.278361, 1.0]], ['2, k, 3', [0.100149, -0.126725, 1.0]], ['2, k, 4', [-0.083298, -0.372792, 1.0]], ['2, k, 5', [-0.167618, -0.585083, 1.0]], ['2, k, 6', [-0.17718, -0.815863, 1.0]], ['2, k, 7', [-0.183731, -0.891497, 1.0]], ['2, k, 8', [0.265491, -0.381613, 1.0]], ['2, k, 9', [0.349924, -0.582031, 1.0]], ['2, k, 10', [0.400907, -0.831983, 1.0]], ['2, k, 11', [0.394506, -0.904466, 1.0]], ['2, k, 12', [-0.00660269, -0.874512, 1.0]], ['2, k, 13', [-0.0120253, -1.35529, 1.0]], ['2, k, 14', [-0.0154756, -1.65688, 1.0]], ['2, k, 15', [-0.0396317, -1.70977, 1.0]], ['2, k, 16', [0.161857, -0.885363, 1.0]], ['2, k, 17', [0.151034, -1.35736, 1.0]], ['2, k, 18', [0.133104, -1.65454, 1.0]], ['2, k, 19', [0.134472, -1.70793, 1.0]], ['2, k, 20', [0.093644, -0.353966, 1.0]], ['2, k, 21', [-0.184628, -0.941095, 1.0]], ['2, k, 22', [-0.121739, -0.907309, 1.0]], ['2, k, 23', [0.395416, -0.951994, 1.0]], ['2, k, 24', [0.325132, -0.917506, 1.0]]]
[['2, k, 0', [0.0784636, -0.887815, 1.0]], ['2, k, 1', [0.087635, -0.581478, 1.0]], ['2, k, 2', [0.0968444, -0.278932, 1.0]], ['2, k, 3', [0.0996495, -0.124766, 1.0]], ['2, k, 4', [-0.08356, -0.372889, 1.0]], ['2, k, 5', [-0.170218, -0.590713, 1.0]], ['2, k, 6', [-0.178588, -0.823271, 1.0]], ['2, k, 7', [-0.185005, -0.890175, 1.0]], ['2, k, 8', [0.265877, -0.381515, 1.0]], ['2, k, 9', [0.35035, -0.601944, 1.0]], ['2, k, 10', [0.400602, -0.843872, 1.0]], ['2, k, 11', [0.390398, -0.912805, 1.0]], ['2, k, 12', [-0.00660307, -0.874484, 1.0]], ['2, k, 13', [-0.012031, -1.35474, 1.0]], ['2, k, 14', [-0.0167869, -1.65672, 1.0]], ['2, k, 15', [-0.0398833, -1.70929, 1.0]], ['2, k, 16', [0.161788, -0.879046, 1.0]], ['2, k, 17', [0.151093, -1.35734, 1.0]], ['2, k, 18', [0.132821, -1.6542, 1.0]], ['2, k, 19', [0.134473, -1.70792, 1.0]], ['2, k, 20', [0.0945347, -0.354163, 1.0]], ['2, k, 21', [-0.193806, -0.946847, 1.0]], ['2, k, 22', [-0.138219, -0.914053, 1.0]], ['2, k, 23', [0.394064, -0.962464, 1.0]], ['2, k, 24', [0.314131, -0.928981, 1.0]]]
[['2, k, 0', [0.078111, -0.886949, 1.0]], ['2, k, 1', [0.0871462, -0.580807, 1.0]], ['2, k, 2', [0.0960875, -0.278568, 1.0]], ['2, k, 3', [0.0993888, -0.125403, 1.0]], ['2, k, 4', [-0.0839399, -0.372887, 1.0]], ['2, k, 5', [-0.17028, -0.59272, 1.0]], ['2, k, 6', [-0.179142, -0.82893, 1.0]], ['2, k, 7', [-0.182798, -0.896699, 1.0]], ['2, k, 8', [0.266148, -0.381546, 1.0]], ['2, k, 9', [0.347776, -0.592006, 1.0]], ['2, k, 10', [0.398811, -0.851608, 1.0]], ['2, k, 11', [0.390219, -0.918261, 1.0]], ['2, k, 12', [-0.00673224, -0.874457, 1.0]], ['2, k, 13', [-0.00821973, -1.29584, 1.0]], ['2, k, 14', [-0.0152996, -1.64743, 1.0]], ['2, k, 15', [-0.0405171, -1.70896, 1.0]], ['2, k, 16', [0.161129, -0.876706, 1.0]], ['2, k, 17', [0.151299, -1.357, 1.0]], ['2, k, 18', [0.132977, -1.65448, 1.0]], ['2, k, 19', [0.134575, -1.70914, 1.0]], ['2, k, 20', [0.0938624, -0.353705, 1.0]], ['2, k, 21', [-0.18289, -0.952195, 1.0]], ['2, k, 22', [-0.132852, -0.920831, 1.0]], ['2, k, 23', [0.389947, -0.96888, 1.0]], ['2, k, 24', [0.314539, -0.93282, 1.0]]]
[['2, k, 0', [0.0780982, -0.886969, 1.0]], ['2, k, 1', [0.0867228, -0.580755, 1.0]], ['2, k, 2', [0.0949019, -0.278322, 1.0]], ['2, k, 3', [0.0995276, -0.12601, 1.0]], ['2, k, 4', [-0.0840409, -0.373177, 1.0]], ['2, k, 5', [-0.171432, -0.596013, 1.0]], ['2, k, 6', [-0.180294, -0.833259, 1.0]], ['2, k, 7', [-0.183925, -0.900801, 1.0]], ['2, k, 8', [0.267993, -0.383295, 1.0]], ['2, k, 9', [0.348331, -0.602509, 1.0]], ['2, k, 10', [0.397479, -0.852597, 1.0]], ['2, k, 11', [0.391541, -0.919229, 1.0]], ['2, k, 12', [-0.00669683, -0.874551, 1.0]], ['2, k, 13', [-0.0108109, -1.34913, 1.0]], ['2, k, 14', [-0.0164886, -1.6517, 1.0]], ['2, k, 15', [-0.0411002, -1.70807, 1.0]], ['2, k, 16', [0.161076, -0.876791, 1.0]], ['2, k, 17', [0.151497, -1.357, 1.0]], ['2, k, 18', [0.132883, -1.65241, 1.0]], ['2, k, 19', [0.138392, -1.71097, 1.0]], ['2, k, 20', [0.0929079, -0.353515, 1.0]], ['2, k, 21', [-0.162108, -0.96402, 1.0]], ['2, k, 22', [-0.139966, -0.918329, 1.0]], ['2, k, 23', [0.410255, -0.975299, 1.0]], ['2, k, 24', [0.318993, -0.939207, 1.0]]]
[['2, k, 0', [0.0780683, -0.886919, 1.0]], ['2, k, 1', [0.0866654, -0.580693, 1.0]], ['2, k, 2', [0.0948522, -0.278356, 1.0]], ['2, k, 3', [0.099781, -0.126107, 1.0]], ['2, k, 4', [-0.0842142, -0.373547, 1.0]], ['2, k, 5', [-0.171824, -0.596516, 1.0]], ['2, k, 6', [-0.180662, -0.836148, 1.0]], ['2, k, 7', [-0.186844, -0.90404, 1.0]], ['2, k, 8', [0.268186, -0.383745, 1.0]], ['2, k, 9', [0.349885, -0.611682, 1.0]], ['2, k, 10', [0.397133, -0.857419, 1.0]], ['2, k, 11', [0.386229, -0.924553, 1.0]], ['2, k, 12', [-0.00655495, -0.875019, 1.0]], ['2, k, 13', [-0.0111623, -1.35044, 1.0]], ['2, k, 14', [-0.0182432, -1.65464, 1.0]], ['2, k, 15', [-0.0392269, -1.70786, 1.0]], ['2, k, 16', [0.160812, -0.876352, 1.0]], ['2, k, 17', [0.151623, -1.35678, 1.0]], ['2, k, 18', [0.133341, -1.65268, 1.0]], ['2, k, 19', [0.138214, -1.71097, 1.0]], ['2, k, 20', [0.0928617, -0.353518, 1.0]], ['2, k, 21', [-0.194162, -0.959916, 1.0]], ['2, k, 22', [-0.14331, -0.925059, 1.0]], ['2, k, 23', [0.389108, -0.977699, 1.0]], ['2, k, 24', [0.331566, -0.925861, 1.0]]]
[['2, k, 0', [0.077906, -0.887385, 1.0]], ['2, k, 1', [0.0864362, -0.581126, 1.0]], ['2, k, 2', [0.0945539, -0.278701, 1.0]], ['2, k, 3', [0.0995298, -0.126445, 1.0]], ['2, k, 4', [-0.0850114, -0.374429, 1.0]], ['2, k, 5', [-0.173577, -0.594871, 1.0]], ['2, k, 6', [-0.182776, -0.843955, 1.0]], ['2, k, 7', [-0.187405, -0.913377, 1.0]], ['2, k, 8', [0.268576, -0.38401, 1.0]], ['2, k, 9', [0.349664, -0.616069, 1.0]], ['2, k, 10', [0.397937, -0.860858, 1.0]], ['2, k, 11', [0.387868, -0.925735, 1.0]], ['2, k, 12', [-0.0065435, -0.875035, 1.0]], ['2, k, 13', [-0.011091, -1.35063, 1.0]], ['2, k, 14', [-0.0177414, -1.65416, 1.0]], ['2, k, 15', [-0.0384342, -1.70952, 1.0]], ['2, k, 16', [0.160013, -0.87892, 1.0]], ['2, k, 17', [0.151718, -1.35683, 1.0]], ['2, k, 18', [0.133508, -1.65334, 1.0]], ['2, k, 19', [0.107259, -1.7094, 1.0]], ['2, k, 20', [0.0925827, -0.353888, 1.0]], ['2, k, 21', [-0.192664, -0.967755, 1.0]], ['2, k, 22', [-0.143986, -0.928566, 1.0]], ['2, k, 23', [0.37644, -0.984405, 1.0]], ['2, k, 24', [0.336389, -0.927261, 1.0]]]
[['2, k, 0', [0.0780479, -0.887678, 1.0]], ['2, k, 1', [0.0864276, -0.58118, 1.0]], ['2, k, 2', [0.0943045, -0.278401, 1.0]], ['2, k, 3', [0.0997229, -0.126708, 1.0]], ['2, k, 4', [-0.0850272, -0.374342, 1.0]], ['2, k, 5', [-0.171743, -0.606112, 1.0]], ['2, k, 6', [-0.184184, -0.847216, 1.0]], ['2, k, 7', [-0.18859, -0.917261, 1.0]], ['2, k, 8', [0.269059, -0.384165, 1.0]], ['2, k, 9', [0.350524, -0.617513, 1.0]], ['2, k, 10', [0.398203, -0.867625, 1.0]], ['2, k, 11', [0.387223, -0.931018, 1.0]], ['2, k, 12', [-0.00604809, -0.876706, 1.0]], ['2, k, 13', [-0.011267, -1.35059, 1.0]], ['2, k, 14', [-0.0155474, -1.64911, 1.0]], ['2, k, 15', [-0.0373949, -1.70622, 1.0]], ['2, k, 16', [0.160079, -0.878864, 1.0]], ['2, k, 17', [0.152012, -1.3563, 1.0]], ['2, k, 18', [0.133115, -1.65296, 1.0]], ['2, k, 19', [0.128157, -1.70849, 1.0]], ['2, k, 20', [0.0924112, -0.353697, 1.0]], ['2, k, 21', [-0.189101, -0.97087, 1.0]], ['2, k, 22', [-0.143442, -0.935627, 1.0]], ['2, k, 23', [0.388436, -0.986357, 1.0]], ['2, k, 24', [0.337898, -0.941954, 1.0]]]
[['2, k, 0', [0.0778257, -0.888064, 1.0]], ['2, k, 1', [0.0861968, -0.581442, 1.0]], ['2, k, 2', [0.0940725, -0.278515, 1.0]], ['2, k, 3', [0.100233, -0.127, 1.0]], ['2, k, 4', [-0.085045, -0.374195, 1.0]], ['2, k, 5', [-0.171773, -0.606767, 1.0]], ['2, k, 6', [-0.183525, -0.850669, 1.0]], ['2, k, 7', [-0.189042, -0.919845, 1.0]], ['2, k, 8', [0.269273, -0.384461, 1.0]], ['2, k, 9', [0.350298, -0.619952, 1.0]], ['2, k, 10', [0.396771, -0.871069, 1.0]], ['2, k, 11', [0.386689, -0.935709, 1.0]], ['2, k, 12', [-0.00620954, -0.878006, 1.0]], ['2, k, 13', [-0.00931872, -1.30078, 1.0]], ['2, k, 14', [-0.0156171, -1.64923, 1.0]], ['2, k, 15', [-0.0388266, -1.70588, 1.0]], ['2, k, 16', [0.159847, -0.878832, 1.0]], ['2, k, 17', [0.15211, -1.35623, 1.0]], ['2, k, 18', [0.133625, -1.6524, 1.0]], ['2, k, 19', [0.124956, -1.70289, 1.0]], ['2, k, 20', [0.0921797, -0.353847, 1.0]], ['2, k, 21', [-0.184467, -0.979023, 1.0]], ['2, k, 22', [-0.143259, -0.940118, 1.0]], ['2, k, 23', [0.387022, -0.999097, 1.0]], ['2, k, 24', [0.338076, -0.933792, 1.0]]]
[['2, k, 0', [0.0778793, -0.887798, 1.0]], ['2, k, 1', [0.0861932, -0.581297, 1.0]], ['2, k, 2', [0.0939986, -0.278471, 1.0]], ['2, k, 3', [0.100514, -0.12727, 1.0]], ['2, k, 4', [-0.0855066, -0.374444, 1.0]], ['2, k, 5', [-0.171928, -0.609299, 1.0]], ['2, k, 6', [-0.184977, -0.853699, 1.0]], ['2, k, 7', [-0.188235, -0.921044, 1.0]], ['2, k, 8', [0.269488, -0.384769, 1.0]], ['2, k, 9', [0.351891, -0.624262, 1.0]], ['2, k, 10', [0.396601, -0.874274, 1.0]], ['2, k, 11', [0.386102, -0.937402, 1.0]], ['2, k, 12', [-0.00605994, -0.877925, 1.0]], ['2, k, 13', [-0.0103738, -1.30107, 1.0]], ['2, k, 14', [-0.014876, -1.64657, 1.0]], ['2, k, 15', [-0.0397024, -1.70737, 1.0]], ['2, k, 16', [0.159719, -0.877863, 1.0]], ['2, k, 17', [0.152149, -1.35625, 1.0]], ['2, k, 18', [0.133169, -1.65627, 1.0]], ['2, k, 19', [0.12624, -1.70626, 1.0]], ['2, k, 20', [0.0921271, -0.353771, 1.0]], ['2, k, 21', [-0.191108, -0.981881, 1.0]], ['2, k, 22', [-0.141356, -0.943121, 1.0]], ['2, k, 23', [0.385962, -0.998104, 1.0]], ['2, k, 24', [0.335328, -0.936245, 1.0]]]
[['2, k, 0', [0.0777822, -0.88791, 1.0]], ['2, k, 1', [0.0860251, -0.581342, 1.0]], ['2, k, 2', [0.0936367, -0.278451, 1.0]], ['2, k, 3', [0.100702, -0.127196, 1.0]], ['2, k, 4', [-0.0857067, -0.374948, 1.0]], ['2, k, 5', [-0.17189, -0.610583, 1.0]], ['2, k, 6', [-0.185142, -0.853312, 1.0]], ['2, k, 7', [-0.190165, -0.923137, 1.0]], ['2, k, 8', [0.26991, -0.385135, 1.0]], ['2, k, 9', [0.352222, -0.625248, 1.0]], ['2, k, 10', [0.3964, -0.880059, 1.0]], ['2, k, 11', [0.386712, -0.941058, 1.0]], ['2, k, 12', [-0.00608067, -0.878039, 1.0]], ['2, k, 13', [-0.00917084, -1.30406, 1.0]], ['2, k, 14', [-0.0144268, -1.64841, 1.0]], ['2, k, 15', [-0.0388285, -1.70785, 1.0]], ['2, k, 16', [0.159541, -0.877955, 1.0]], ['2, k, 17', [0.151937, -1.35588, 1.0]], ['2, k, 18', [0.133146, -1.65682, 1.0]], ['2, k, 19', [0.131323, -1.71234, 1.0]], ['2, k, 20', [0.0918212, -0.353771, 1.0]], ['2, k, 21', [-0.195687, -0.984452, 1.0]], ['2, k, 22', [-0.141542, -0.951984, 1.0]], ['2, k, 23', [0.388065, -1.00464, 1.0]], ['2, k, 24', [0.339149, -0.942839, 1.0]]]
[['2, k, 0', [0.0779231, -0.888851, 1.0]], ['2, k, 1', [0.0860982, -0.581671, 1.0]], ['2, k, 2', [0.0936881, -0.278492, 1.0]], ['2, k, 3', [0.100791, -0.127449, 1.0]], ['2, k, 4', [-0.0855817, -0.374929, 1.0]], ['2, k, 5', [-0.172817, -0.610124, 1.0]], ['2, k, 6', [-0.185758, -0.854596, 1.0]], ['2, k, 7', [-0.188325, -0.924616, 1.0]], ['2, k, 8', [0.270322, -0.38555, 1.0]], ['2, k, 9', [0.352566, -0.631104, 1.0]], ['2, k, 10', [0.396787, -0.882097, 1.0]], ['2, k, 11', [0.389796, -0.941481, 1.0]], ['2, k, 12', [-0.00588259, -0.87831, 1.0]], ['2, k, 13', [-0.00979773, -1.30312, 1.0]], ['2, k, 14', [-0.0145439, -1.64955, 1.0]], ['2, k, 15', [-0.0381046, -1.707, 1.0]], ['2, k, 16', [0.159544, -0.879902, 1.0]], ['2, k, 17', [0.151806, -1.35597, 1.0]], ['2, k, 18', [0.133241, -1.65653, 1.0]], ['2, k, 19', [0.138404, -1.71386, 1.0]], ['2, k, 20', [0.0918755, -0.353869, 1.0]], ['2, k, 21', [-0.192799, -0.98528, 1.0]], ['2, k, 22', [-0.140458, -0.925451, 1.0]], ['2, k, 23', [0.391161, -1.00497, 1.0]], ['2, k, 24', [0.337931, -0.960237, 1.0]]]
[['2, k, 0', [0.0776565, -0.889596, 1.0]], ['2, k, 1', [0.086071, -0.581971, 1.0]], ['2, k, 2', [0.0938028, -0.278568, 1.0]], ['2, k, 3', [0.100894, -0.127984, 1.0]], ['2, k, 4', [-0.0853301, -0.374609, 1.0]], ['2, k, 5', [-0.172757, -0.611283, 1.0]], ['2, k, 6', [-0.186048, -0.859307, 1.0]], ['2, k, 7', [-0.189797, -0.930699, 1.0]], ['2, k, 8', [0.270319, -0.385482, 1.0]], ['2, k, 9', [0.352888, -0.631433, 1.0]], ['2, k, 10', [0.395946, -0.883706, 1.0]], ['2, k, 11', [0.387096, -0.940828, 1.0]], ['2, k, 12', [-0.00590694, -0.878331, 1.0]], ['2, k, 13', [-0.00491002, -1.34742, 1.0]], ['2, k, 14', [-0.0143541, -1.6459, 1.0]], ['2, k, 15', [-0.0382852, -1.70701, 1.0]], ['2, k, 16', [0.158926, -0.88207, 1.0]], ['2, k, 17', [0.152278, -1.35575, 1.0]], ['2, k, 18', [0.133028, -1.65664, 1.0]], ['2, k, 19', [0.140987, -1.71269, 1.0]], ['2, k, 20', [0.0919538, -0.35399, 1.0]], ['2, k, 21', [-0.193006, -0.986412, 1.0]], ['2, k, 22', [-0.144823, -0.934857, 1.0]], ['2, k, 23', [0.390437, -1.00361, 1.0]], ['2, k, 24', [0.340373, -0.944686, 1.0]]]
[['2, k, 0', [0.0780069, -0.889571, 1.0]], ['2, k, 1', [0.0865729, -0.582004, 1.0]], ['2, k, 2', [0.0945623, -0.27863, 1.0]], ['2, k, 3', [0.100977, -0.128327, 1.0]], ['2, k, 4', [-0.0848562, -0.374608, 1.0]], ['2, k, 5', [-0.173136, -0.611606, 1.0]], ['2, k, 6', [-0.186385, -0.85638, 1.0]], ['2, k, 7', [-0.190729, -0.926673, 1.0]], ['2, k, 8', [0.270335, -0.385788, 1.0]], ['2, k, 9', [0.352929, -0.632154, 1.0]], ['2, k, 10', [0.395159, -0.884025, 1.0]], ['2, k, 11', [0.385341, -0.947399, 1.0]], ['2, k, 12', [-0.00538939, -0.878202, 1.0]], ['2, k, 13', [-0.00771161, -1.34911, 1.0]], ['2, k, 14', [-0.0144727, -1.64601, 1.0]], ['2, k, 15', [-0.0382795, -1.70761, 1.0]], ['2, k, 16', [0.159246, -0.881994, 1.0]], ['2, k, 17', [0.152842, -1.35529, 1.0]], ['2, k, 18', [0.133061, -1.65632, 1.0]], ['2, k, 19', [0.141333, -1.71281, 1.0]], ['2, k, 20', [0.092651, -0.354045, 1.0]], ['2, k, 21', [-0.19646, -0.989674, 1.0]], ['2, k, 22', [-0.141711, -0.950728, 1.0]], ['2, k, 23', [0.38638, -1.00784, 1.0]], ['2, k, 24', [0.332916, -0.965796, 1.0]]]
[['2, k, 0', [0.0780684, -0.889636, 1.0]], ['2, k, 1', [0.0865748, -0.582015, 1.0]], ['2, k, 2', [0.0944974, -0.278575, 1.0]], ['2, k, 3', [0.101053, -0.12842, 1.0]], ['2, k, 4', [-0.0849419, -0.374729, 1.0]], ['2, k, 5', [-0.172867, -0.613297, 1.0]], ['2, k, 6', [-0.185937, -0.857207, 1.0]], ['2, k, 7', [-0.188724, -0.926403, 1.0]], ['2, k, 8', [0.270412, -0.386122, 1.0]], ['2, k, 9', [0.353305, -0.632166, 1.0]], ['2, k, 10', [0.395591, -0.888663, 1.0]], ['2, k, 11', [0.387636, -0.944886, 1.0]], ['2, k, 12', [-0.00520003, -0.878261, 1.0]], ['2, k, 13', [-0.0104808, -1.35128, 1.0]], ['2, k, 14', [-0.0142001, -1.64547, 1.0]], ['2, k, 15', [-0.0383079, -1.70866, 1.0]], ['2, k, 16', [0.159241, -0.881981, 1.0]], ['2, k, 17', [0.152848, -1.35534, 1.0]], ['2, k, 18', [0.132951, -1.65628, 1.0]], ['2, k, 19', [0.140037, -1.71184, 1.0]], ['2, k, 20', [0.0926115, -0.354018, 1.0]], ['2, k, 21', [-0.198467, -0.985962, 1.0]], ['2, k, 22', [-0.143538, -0.947642, 1.0]], ['2, k, 23', [0.389787, -1.00642, 1.0]], ['2, k, 24', [0.332888, -0.95897, 1.0]]]
[['2, k, 0', [0.0782608, -0.889568, 1.0]], ['2, k, 1', [0.0876282, -0.582193, 1.0]], ['2, k, 2', [0.0973142, -0.279315, 1.0]], ['2, k, 3', [0.101056, -0.128398, 1.0]], ['2, k, 4', [-0.0838619, -0.374563, 1.0]], ['2, k, 5', [-0.172789, -0.612138, 1.0]], ['2, k, 6', [-0.187402, -0.856432, 1.0]], ['2, k, 7', [-0.191137, -0.927711, 1.0]], ['2, k, 8', [0.270631, -0.386025, 1.0]], ['2, k, 9', [0.352896, -0.632601, 1.0]], ['2, k, 10', [0.397281, -0.889248, 1.0]], ['2, k, 11', [0.385872, -0.945622, 1.0]], ['2, k, 12', [-0.00494141, -0.878125, 1.0]], ['2, k, 13', [-0.0122816, -1.35086, 1.0]], ['2, k, 14', [-0.0147383, -1.6501, 1.0]], ['2, k, 15', [-0.0375322, -1.70935, 1.0]], ['2, k, 16', [0.159474, -0.88184, 1.0]], ['2, k, 17', [0.153502, -1.35385, 1.0]], ['2, k, 18', [0.133031, -1.65649, 1.0]], ['2, k, 19', [0.123448, -1.70609, 1.0]], ['2, k, 20', [0.0949191, -0.354586, 1.0]], ['2, k, 21', [-0.204172, -0.990167, 1.0]], ['2, k, 22', [-0.148703, -0.923486, 1.0]], ['2, k, 23', [0.389558, -1.00494, 1.0]], ['2, k, 24', [0.333377, -0.959912, 1.0]]]
