[['2, k, 0', [-0.299466, -0.298552, 1.0]], ['2, k, 1', [-0.311361, -0.00519477, 1.0]], ['2, k, 2', [-0.321208, 0.281213, 1.0]], ['2, k, 3', [-0.300058, 0.394161, 1.0]], ['2, k, 4', [-0.464169, 0.210895, 1.0]], ['2, k, 5', [-0.599904, 0.416022, 1.0]], ['2, k, 6', [-0.615841, 0.614363, 1.0]], ['2, k, 7', [-0.606696, 0.695077, 1.0]], ['2, k, 8', [-0.144587, 0.186503, 1.0]], ['2, k, 9', [-0.0428345, 0.373896, 1.0]], ['2, k, 10', [-0.0496477, 0.580364, 1.0]], ['2, k, 11', [-0.073495, 0.674333, 1.0]], ['2, k, 12', [-0.368175, -0.288814, 1.0]], ['2, k, 13', [-0.390348, -0.549916, 1.0]], ['2, k, 14', [-0.444937, -1.02279, 1.0]], ['2, k, 15', [-0.442139, -1.09082, 1.0]], ['2, k, 16', [-0.222551, -0.300147, 1.0]], ['2, k, 17', [-0.170917, -0.624343, 1.0]], ['2, k, 18', [-0.145425, -1.01513, 1.0]], ['2, k, 19', [-0.130005, -1.08789, 1.0]], ['2, k, 20', [-0.319096, 0.210618, 1.0]], ['2, k, 21', [-0.597831, 0.751662, 1.0]], ['2, k, 22', [-0.651291, 0.691785, 1.0]], ['2, k, 23', [-0.102651, 0.730343, 1.0]], ['2, k, 24', [-0.139085, 0.70754, 1.0]]]
[['2, k, 0', [-0.284226, -0.239057, 1.0]], ['2, k, 1', [-0.224878, -0.006578, 1.0]], ['2, k, 2', [-0.170033, 0.224598, 1.0]], ['2, k, 3', [-0.143889, 0.354871, 1.0]], ['2, k, 4', [-0.313805, 0.228015, 1.0]], ['2, k, 5', [-0.312332, 0.483719, 1.0]], ['2, k, 6', [-0.265736, 0.73189, 1.0]], ['2, k, 7', [-0.242223, 0.796138, 1.0]], ['2, k, 8', [-0.0430496, 0.201461, 1.0]], ['2, k, 9', [0.0920177, 0.350496, 1.0]], ['2, k, 10', [0.216411, 0.493208, 1.0]], ['2, k, 11', [0.251684, 0.582593, 1.0]], ['2, k, 12', [-0.349128, -0.227091, 1.0]], ['2, k, 13', [-0.395136, -0.662287, 1.0]], ['2, k, 14', [-0.4352, -1.0253, 1.0]], ['2, k, 15', [-0.447187, -1.09886, 1.0]], ['2, k, 16', [-0.213012, -0.245493, 1.0]], ['2, k, 17', [-0.167787, -0.658973, 1.0]], ['2, k, 18', [-0.139284, -1.02222, 1.0]], ['2, k, 19', [-0.139578, -1.07597, 1.0]], ['2, k, 20', [-0.183596, 0.167292, 1.0]], ['2, k, 21', [-0.221972, 0.846259, 1.0]], ['2, k, 22', [-0.162843, 0.781969, 1.0]], ['2, k, 23', [0.276458, 0.632567, 1.0]], ['2, k, 24', [0.189625, 0.633676, 1.0]]]
[['2, k, 0', [-0.28572, -0.233187, 1.0]], ['2, k, 1', [-0.22776, -0.00246659, 1.0]], ['2, k, 2', [-0.172138, 0.225752, 1.0]], ['2, k, 3', [-0.151262, 0.357943, 1.0]], ['2, k, 4', [-0.315069, 0.233777, 1.0]], ['2, k, 5', [-0.335211, 0.488847, 1.0]], ['2, k, 6', [-0.288146, 0.736461, 1.0]], ['2, k, 7', [-0.266597, 0.796585, 1.0]], ['2, k, 8', [-0.0205138, 0.206974, 1.0]], ['2, k, 9', [0.0931533, 0.358921, 1.0]], ['2, k, 10', [0.220877, 0.560262, 1.0]], ['2, k, 11', [0.242646, 0.607127, 1.0]], ['2, k, 12', [-0.350553, -0.221163, 1.0]], ['2, k, 13', [-0.394944, -0.66198, 1.0]], ['2, k, 14', [-0.435037, -1.02503, 1.0]], ['2, k, 15', [-0.447913, -1.09856, 1.0]], ['2, k, 16', [-0.214167, -0.239102, 1.0]], ['2, k, 17', [-0.16755, -0.65533, 1.0]], ['2, k, 18', [-0.139059, -1.02232, 1.0]], ['2, k, 19', [-0.138468, -1.07654, 1.0]], ['2, k, 20', [-0.185952, 0.169118, 1.0]], ['2, k, 21', [-0.238922, 0.847757, 1.0]], ['2, k, 22', [-0.180628, 0.779964, 1.0]], ['2, k, 23', [0.274461, 0.634449, 1.0]], ['2, k, 24', [0.188885, 0.640981, 1.0]]]
[['2, k, 0', [-0.287154, -0.232321, 1.0]], ['2, k, 1', [-0.231474, -0.00092418, 1.0]], ['2, k, 2', [-0.177421, 0.226839, 1.0]], ['2, k, 3', [-0.160398, 0.3595, 1.0]], ['2, k, 4', [-0.316436, 0.235908, 1.0]], ['2, k, 5', [-0.344382, 0.490298, 1.0]], ['2, k, 6', [-0.306929, 0.739361, 1.0]], ['2, k, 7', [-0.284733, 0.80251, 1.0]], ['2, k, 8', [-0.032411, 0.203158, 1.0]], ['2, k, 9', [0.0860045, 0.368736, 1.0]], ['2, k, 10', [0.213751, 0.567448, 1.0]], ['2, k, 11', [0.221876, 0.621556, 1.0]], ['2, k, 12', [-0.352279, -0.220017, 1.0]], ['2, k, 13', [-0.394302, -0.66176, 1.0]], ['2, k, 14', [-0.434805, -1.02467, 1.0]], ['2, k, 15', [-0.447661, -1.09838, 1.0]], ['2, k, 16', [-0.215288, -0.238394, 1.0]], ['2, k, 17', [-0.167365, -0.658004, 1.0]], ['2, k, 18', [-0.138945, -1.02393, 1.0]], ['2, k, 19', [-0.138559, -1.07774, 1.0]], ['2, k, 20', [-0.190913, 0.170464, 1.0]], ['2, k, 21', [-0.263062, 0.84579, 1.0]], ['2, k, 22', [-0.193069, 0.784208, 1.0]], ['2, k, 23', [0.229205, 0.664697, 1.0]], ['2, k, 24', [0.155882, 0.656146, 1.0]]]
[['2, k, 0', [-0.287476, -0.232718, 1.0]], ['2, k, 1', [-0.232625, -0.000584705, 1.0]], ['2, k, 2', [-0.17984, 0.228411, 1.0]], ['2, k, 3', [-0.169396, 0.362299, 1.0]], ['2, k, 4', [-0.319044, 0.236824, 1.0]], ['2, k, 5', [-0.356518, 0.49, 1.0]], ['2, k, 6', [-0.331051, 0.740125, 1.0]], ['2, k, 7', [-0.315577, 0.800637, 1.0]], ['2, k, 8', [-0.0359325, 0.209167, 1.0]], ['2, k, 9', [0.0798416, 0.378709, 1.0]], ['2, k, 10', [0.194453, 0.577491, 1.0]], ['2, k, 11', [0.206608, 0.631771, 1.0]], ['2, k, 12', [-0.352823, -0.220609, 1.0]], ['2, k, 13', [-0.393507, -0.661682, 1.0]], ['2, k, 14', [-0.43471, -1.02476, 1.0]], ['2, k, 15', [-0.447509, -1.09835, 1.0]], ['2, k, 16', [-0.215376, -0.238633, 1.0]], ['2, k, 17', [-0.167286, -0.659562, 1.0]], ['2, k, 18', [-0.13899, -1.02426, 1.0]], ['2, k, 19', [-0.138173, -1.07996, 1.0]], ['2, k, 20', [-0.193008, 0.171718, 1.0]], ['2, k, 21', [-0.301185, 0.84914, 1.0]], ['2, k, 22', [-0.240661, 0.794553, 1.0]], ['2, k, 23', [0.227817, 0.663563, 1.0]], ['2, k, 24', [0.15165, 0.662717, 1.0]]]
[['2, k, 0', [-0.287709, -0.235272, 1.0]], ['2, k, 1', [-0.233824, -0.000841759, 1.0]], ['2, k, 2', [-0.182882, 0.229732, 1.0]], ['2, k, 3', [-0.178438, 0.363974, 1.0]], ['2, k, 4', [-0.322684, 0.236133, 1.0]], ['2, k, 5', [-0.368573, 0.488022, 1.0]], ['2, k, 6', [-0.346957, 0.73864, 1.0]], ['2, k, 7', [-0.334421, 0.800667, 1.0]], ['2, k, 8', [-0.0382283, 0.210338, 1.0]], ['2, k, 9', [0.0685819, 0.384894, 1.0]], ['2, k, 10', [0.179077, 0.586075, 1.0]], ['2, k, 11', [0.177634, 0.647705, 1.0]], ['2, k, 12', [-0.353347, -0.224274, 1.0]], ['2, k, 13', [-0.392194, -0.663669, 1.0]], ['2, k, 14', [-0.43439, -1.0248, 1.0]], ['2, k, 15', [-0.447602, -1.09853, 1.0]], ['2, k, 16', [-0.215228, -0.240277, 1.0]], ['2, k, 17', [-0.16741, -0.649795, 1.0]], ['2, k, 18', [-0.138764, -1.02403, 1.0]], ['2, k, 19', [-0.138072, -1.07988, 1.0]], ['2, k, 20', [-0.195475, 0.172559, 1.0]], ['2, k, 21', [-0.319408, 0.850484, 1.0]], ['2, k, 22', [-0.256427, 0.793689, 1.0]], ['2, k, 23', [0.176204, 0.694142, 1.0]], ['2, k, 24', [0.100516, 0.681848, 1.0]]]
[['2, k, 0', [-0.287847, -0.234904, 1.0]], ['2, k, 1', [-0.236527, 0.0129346, 1.0]], ['2, k, 2', [-0.188643, 0.274543, 1.0]], ['2, k, 3', [-0.19134, 0.375086, 1.0]], ['2, k, 4', [-0.336199, 0.233151, 1.0]], ['2, k, 5', [-0.379154, 0.485515, 1.0]], ['2, k, 6', [-0.364312, 0.737473, 1.0]], ['2, k, 7', [-0.3562, 0.800233, 1.0]], ['2, k, 8', [-0.0650546, 0.253115, 1.0]], ['2, k, 9', [0.0587514, 0.39619, 1.0]], ['2, k, 10', [0.158413, 0.591149, 1.0]], ['2, k, 11', [0.161529, 0.656651, 1.0]], ['2, k, 12', [-0.353434, -0.22437, 1.0]], ['2, k, 13', [-0.391579, -0.664087, 1.0]], ['2, k, 14', [-0.433124, -1.02469, 1.0]], ['2, k, 15', [-0.447336, -1.09845, 1.0]], ['2, k, 16', [-0.215266, -0.238589, 1.0]], ['2, k, 17', [-0.167607, -0.6453, 1.0]], ['2, k, 18', [-0.139181, -1.02303, 1.0]], ['2, k, 19', [-0.139249, -1.0774, 1.0]], ['2, k, 20', [-0.200608, 0.208546, 1.0]], ['2, k, 21', [-0.344227, 0.850523, 1.0]], ['2, k, 22', [-0.269197, 0.791633, 1.0]], ['2, k, 23', [0.162487, 0.707802, 1.0]], ['2, k, 24', [0.0928337, 0.688214, 1.0]]]
[['2, k, 0', [-0.28783, -0.234737, 1.0]], ['2, k, 1', [-0.239696, 0.0139538, 1.0]], ['2, k, 2', [-0.199137, 0.267826, 1.0]], ['2, k, 3', [-0.196728, 0.376359, 1.0]], ['2, k, 4', [-0.349212, 0.254829, 1.0]], ['2, k, 5', [-0.38855, 0.506981, 1.0]], ['2, k, 6', [-0.391287, 0.75765, 1.0]], ['2, k, 7', [-0.376591, 0.805694, 1.0]], ['2, k, 8', [-0.0656243, 0.252675, 1.0]], ['2, k, 9', [0.0478718, 0.403785, 1.0]], ['2, k, 10', [0.134698, 0.607497, 1.0]], ['2, k, 11', [0.143568, 0.669285, 1.0]], ['2, k, 12', [-0.35344, -0.224453, 1.0]], ['2, k, 13', [-0.391362, -0.663647, 1.0]], ['2, k, 14', [-0.432984, -1.02409, 1.0]], ['2, k, 15', [-0.447132, -1.09814, 1.0]], ['2, k, 16', [-0.21513, -0.238094, 1.0]], ['2, k, 17', [-0.16777, -0.644641, 1.0]], ['2, k, 18', [-0.139421, -1.02336, 1.0]], ['2, k, 19', [-0.138926, -1.07754, 1.0]], ['2, k, 20', [-0.20833, 0.205428, 1.0]], ['2, k, 21', [-0.361561, 0.847875, 1.0]], ['2, k, 22', [-0.293383, 0.794911, 1.0]], ['2, k, 23', [0.154333, 0.716737, 1.0]], ['2, k, 24', [0.0752738, 0.698668, 1.0]]]
[['2, k, 0', [-0.287446, -0.235558, 1.0]], ['2, k, 1', [-0.244615, 0.0122388, 1.0]], ['2, k, 2', [-0.213684, 0.258052, 1.0]], ['2, k, 3', [-0.208431, 0.378507, 1.0]], ['2, k, 4', [-0.360072, 0.26265, 1.0]], ['2, k, 5', [-0.428139, 0.509255, 1.0]], ['2, k, 6', [-0.404759, 0.757904, 1.0]], ['2, k, 7', [-0.401178, 0.807727, 1.0]], ['2, k, 8', [-0.067794, 0.251935, 1.0]], ['2, k, 9', [0.0298352, 0.417022, 1.0]], ['2, k, 10', [0.112692, 0.617922, 1.0]], ['2, k, 11', [0.121249, 0.681204, 1.0]], ['2, k, 12', [-0.352832, -0.226232, 1.0]], ['2, k, 13', [-0.391282, -0.663043, 1.0]], ['2, k, 14', [-0.432353, -1.02343, 1.0]], ['2, k, 15', [-0.447017, -1.09764, 1.0]], ['2, k, 16', [-0.214799, -0.238382, 1.0]], ['2, k, 17', [-0.167742, -0.643826, 1.0]], ['2, k, 18', [-0.139375, -1.02331, 1.0]], ['2, k, 19', [-0.13881, -1.07752, 1.0]], ['2, k, 20', [-0.220952, 0.197884, 1.0]], ['2, k, 21', [-0.394011, 0.850467, 1.0]], ['2, k, 22', [-0.323844, 0.796525, 1.0]], ['2, k, 23', [0.132372, 0.725444, 1.0]], ['2, k, 24', [0.0517431, 0.709107, 1.0]]]
[['2, k, 0', [-0.287744, -0.235195, 1.0]], ['2, k, 1', [-0.247801, 0.0125082, 1.0]], ['2, k, 2', [-0.216082, 0.25716, 1.0]], ['2, k, 3', [-0.218346, 0.380037, 1.0]], ['2, k, 4', [-0.365757, 0.266125, 1.0]], ['2, k, 5', [-0.43695, 0.511731, 1.0]], ['2, k, 6', [-0.423047, 0.758392, 1.0]], ['2, k, 7', [-0.420307, 0.805583, 1.0]], ['2, k, 8', [-0.0700538, 0.250842, 1.0]], ['2, k, 9', [0.0247477, 0.430155, 1.0]], ['2, k, 10', [0.09986, 0.621538, 1.0]], ['2, k, 11', [0.106323, 0.686886, 1.0]], ['2, k, 12', [-0.352973, -0.226377, 1.0]], ['2, k, 13', [-0.391158, -0.662096, 1.0]], ['2, k, 14', [-0.432476, -1.02389, 1.0]], ['2, k, 15', [-0.44699, -1.09771, 1.0]], ['2, k, 16', [-0.215176, -0.237645, 1.0]], ['2, k, 17', [-0.167074, -0.653732, 1.0]], ['2, k, 18', [-0.139304, -1.02382, 1.0]], ['2, k, 19', [-0.138768, -1.07855, 1.0]], ['2, k, 20', [-0.223773, 0.197125, 1.0]], ['2, k, 21', [-0.408543, 0.844818, 1.0]], ['2, k, 22', [-0.3359, 0.79436, 1.0]], ['2, k, 23', [0.111404, 0.731045, 1.0]], ['2, k, 24', [0.0445587, 0.712441, 1.0]]]
[['2, k, 0', [-0.288277, -0.23647, 1.0]], ['2, k, 1', [-0.250567, 0.0118592, 1.0]], ['2, k, 2', [-0.218789, 0.256667, 1.0]], ['2, k, 3', [-0.227206, 0.381534, 1.0]], ['2, k, 4', [-0.369604, 0.270461, 1.0]], ['2, k, 5', [-0.449702, 0.513308, 1.0]], ['2, k, 6', [-0.441236, 0.757667, 1.0]], ['2, k, 7', [-0.439001, 0.802841, 1.0]], ['2, k, 8', [-0.0728147, 0.249859, 1.0]], ['2, k, 9', [0.016348, 0.442248, 1.0]], ['2, k, 10', [0.0836615, 0.628505, 1.0]], ['2, k, 11', [0.0921453, 0.693045, 1.0]], ['2, k, 12', [-0.353611, -0.228605, 1.0]], ['2, k, 13', [-0.387251, -0.646505, 1.0]], ['2, k, 14', [-0.431925, -1.02264, 1.0]], ['2, k, 15', [-0.446768, -1.09663, 1.0]], ['2, k, 16', [-0.215499, -0.23819, 1.0]], ['2, k, 17', [-0.16835, -0.641547, 1.0]], ['2, k, 18', [-0.139356, -1.02443, 1.0]], ['2, k, 19', [-0.138701, -1.07854, 1.0]], ['2, k, 20', [-0.226666, 0.196512, 1.0]], ['2, k, 21', [-0.420798, 0.84392, 1.0]], ['2, k, 22', [-0.349903, 0.794262, 1.0]], ['2, k, 23', [0.103255, 0.739929, 1.0]], ['2, k, 24', [0.0371534, 0.715611, 1.0]]]
[['2, k, 0', [-0.288899, -0.236972, 1.0]], ['2, k, 1', [-0.259866, 0.0098616, 1.0]], ['2, k, 2', [-0.23941, 0.251507, 1.0]], ['2, k, 3', [-0.238086, 0.380603, 1.0]], ['2, k, 4', [-0.412833, 0.291998, 1.0]], ['2, k, 5', [-0.462876, 0.510379, 1.0]], ['2, k, 6', [-0.478593, 0.719244, 1.0]], ['2, k, 7', [-0.466337, 0.787105, 1.0]], ['2, k, 8', [-0.104342, 0.240119, 1.0]], ['2, k, 9', [0.00895846, 0.449651, 1.0]], ['2, k, 10', [0.0674604, 0.629548, 1.0]], ['2, k, 11', [0.0783658, 0.69947, 1.0]], ['2, k, 12', [-0.354207, -0.229431, 1.0]], ['2, k, 13', [-0.387734, -0.652253, 1.0]], ['2, k, 14', [-0.432117, -1.02285, 1.0]], ['2, k, 15', [-0.446922, -1.09677, 1.0]], ['2, k, 16', [-0.216067, -0.238372, 1.0]], ['2, k, 17', [-0.168312, -0.65651, 1.0]], ['2, k, 18', [-0.13913, -1.02543, 1.0]], ['2, k, 19', [-0.138325, -1.07972, 1.0]], ['2, k, 20', [-0.244327, 0.192119, 1.0]], ['2, k, 21', [-0.448428, 0.836789, 1.0]], ['2, k, 22', [-0.380335, 0.789025, 1.0]], ['2, k, 23', [0.0761277, 0.750637, 1.0]], ['2, k, 24', [0.0157905, 0.713938, 1.0]]]
[['2, k, 0', [-0.289143, -0.237223, 1.0]], ['2, k, 1', [-0.264551, 0.00875518, 1.0]], ['2, k, 2', [-0.246483, 0.249491, 1.0]], ['2, k, 3', [-0.245753, 0.379826, 1.0]], ['2, k, 4', [-0.409454, 0.290734, 1.0]], ['2, k, 5', [-0.473997, 0.505549, 1.0]], ['2, k, 6', [-0.481889, 0.718852, 1.0]], ['2, k, 7', [-0.480472, 0.786399, 1.0]], ['2, k, 8', [-0.101492, 0.242081, 1.0]], ['2, k, 9', [-0.016752, 0.437344, 1.0]], ['2, k, 10', [0.0483291, 0.633109, 1.0]], ['2, k, 11', [0.0620662, 0.704046, 1.0]], ['2, k, 12', [-0.354549, -0.229983, 1.0]], ['2, k, 13', [-0.38817, -0.653953, 1.0]], ['2, k, 14', [-0.432143, -1.02266, 1.0]], ['2, k, 15', [-0.446993, -1.09655, 1.0]], ['2, k, 16', [-0.216183, -0.238417, 1.0]], ['2, k, 17', [-0.168667, -0.648685, 1.0]], ['2, k, 18', [-0.139086, -1.02356, 1.0]], ['2, k, 19', [-0.139204, -1.07878, 1.0]], ['2, k, 20', [-0.251048, 0.190243, 1.0]], ['2, k, 21', [-0.467965, 0.833958, 1.0]], ['2, k, 22', [-0.386897, 0.787455, 1.0]], ['2, k, 23', [0.0580648, 0.758215, 1.0]], ['2, k, 24', [-0.00151197, 0.739619, 1.0]]]
[['2, k, 0', [-0.28963, -0.238378, 1.0]], ['2, k, 1', [-0.26461, 0.00871175, 1.0]], ['2, k, 2', [-0.245306, 0.250153, 1.0]], ['2, k, 3', [-0.256866, 0.380732, 1.0]], ['2, k, 4', [-0.410658, 0.288355, 1.0]], ['2, k, 5', [-0.483932, 0.500112, 1.0]], ['2, k, 6', [-0.492946, 0.716192, 1.0]], ['2, k, 7', [-0.499341, 0.78556, 1.0]], ['2, k, 8', [-0.102507, 0.241575, 1.0]], ['2, k, 9', [-0.0224094, 0.438126, 1.0]], ['2, k, 10', [0.0347534, 0.634734, 1.0]], ['2, k, 11', [0.0464837, 0.710629, 1.0]], ['2, k, 12', [-0.355239, -0.231919, 1.0]], ['2, k, 13', [-0.387397, -0.651584, 1.0]], ['2, k, 14', [-0.431924, -1.02262, 1.0]], ['2, k, 15', [-0.446986, -1.0966, 1.0]], ['2, k, 16', [-0.216441, -0.238886, 1.0]], ['2, k, 17', [-0.16903, -0.660291, 1.0]], ['2, k, 18', [-0.138613, -1.02607, 1.0]], ['2, k, 19', [-0.138985, -1.0808, 1.0]], ['2, k, 20', [-0.250511, 0.190536, 1.0]], ['2, k, 21', [-0.494306, 0.835319, 1.0]], ['2, k, 22', [-0.420852, 0.788862, 1.0]], ['2, k, 23', [0.0433723, 0.765093, 1.0]], ['2, k, 24', [-0.0180377, 0.733296, 1.0]]]
[['2, k, 0', [-0.290693, -0.239926, 1.0]], ['2, k, 1', [-0.272336, 0.00676326, 1.0]], ['2, k, 2', [-0.259625, 0.248908, 1.0]], ['2, k, 3', [-0.262213, 0.382068, 1.0]], ['2, k, 4', [-0.424973, 0.275918, 1.0]], ['2, k, 5', [-0.493186, 0.494956, 1.0]], ['2, k, 6', [-0.505217, 0.715493, 1.0]], ['2, k, 7', [-0.511213, 0.781108, 1.0]], ['2, k, 8', [-0.117603, 0.236093, 1.0]], ['2, k, 9', [-0.0312044, 0.437325, 1.0]], ['2, k, 10', [0.0173012, 0.62972, 1.0]], ['2, k, 11', [0.0308983, 0.717321, 1.0]], ['2, k, 12', [-0.356671, -0.234613, 1.0]], ['2, k, 13', [-0.387406, -0.648537, 1.0]], ['2, k, 14', [-0.431548, -1.02183, 1.0]], ['2, k, 15', [-0.446886, -1.09617, 1.0]], ['2, k, 16', [-0.217084, -0.239479, 1.0]], ['2, k, 17', [-0.169, -0.660927, 1.0]], ['2, k, 18', [-0.1387, -1.02591, 1.0]], ['2, k, 19', [-0.138896, -1.08045, 1.0]], ['2, k, 20', [-0.262797, 0.18911, 1.0]], ['2, k, 21', [-0.501974, 0.826797, 1.0]], ['2, k, 22', [-0.415526, 0.787642, 1.0]], ['2, k, 23', [0.0252781, 0.772316, 1.0]], ['2, k, 24', [-0.0317912, 0.736602, 1.0]]]
[['2, k, 0', [-0.291329, -0.241153, 1.0]], ['2, k, 1', [-0.27711, 0.0052426, 1.0]], ['2, k, 2', [-0.267513, 0.247508, 1.0]], ['2, k, 3', [-0.270899, 0.381193, 1.0]], ['2, k, 4', [-0.429646, 0.271486, 1.0]], ['2, k, 5', [-0.502317, 0.494178, 1.0]], ['2, k, 6', [-0.520372, 0.711735, 1.0]], ['2, k, 7', [-0.526724, 0.779572, 1.0]], ['2, k, 8', [-0.123414, 0.234802, 1.0]], ['2, k, 9', [-0.0419148, 0.451501, 1.0]], ['2, k, 10', [0.00708007, 0.629547, 1.0]], ['2, k, 11', [0.0184203, 0.719399, 1.0]], ['2, k, 12', [-0.357928, -0.236642, 1.0]], ['2, k, 13', [-0.387608, -0.651708, 1.0]], ['2, k, 14', [-0.431599, -1.0226, 1.0]], ['2, k, 15', [-0.44701, -1.09649, 1.0]], ['2, k, 16', [-0.217264, -0.239974, 1.0]], ['2, k, 17', [-0.169464, -0.663396, 1.0]], ['2, k, 18', [-0.138699, -1.02584, 1.0]], ['2, k, 19', [-0.138576, -1.08058, 1.0]], ['2, k, 20', [-0.269985, 0.187683, 1.0]], ['2, k, 21', [-0.531909, 0.827725, 1.0]], ['2, k, 22', [-0.442701, 0.785202, 1.0]], ['2, k, 23', [0.0277465, 0.769979, 1.0]], ['2, k, 24', [-0.0433223, 0.729089, 1.0]]]
[['2, k, 0', [-0.291491, -0.240959, 1.0]], ['2, k, 1', [-0.282791, 0.00564811, 1.0]], ['2, k, 2', [-0.280708, 0.246486, 1.0]], ['2, k, 3', [-0.276326, 0.381827, 1.0]], ['2, k, 4', [-0.428613, 0.272124, 1.0]], ['2, k, 5', [-0.514136, 0.488597, 1.0]], ['2, k, 6', [-0.533502, 0.708651, 1.0]], ['2, k, 7', [-0.537995, 0.776333, 1.0]], ['2, k, 8', [-0.122134, 0.235763, 1.0]], ['2, k, 9', [-0.0471335, 0.459288, 1.0]], ['2, k, 10', [-0.00921501, 0.638057, 1.0]], ['2, k, 11', [0.00361647, 0.724737, 1.0]], ['2, k, 12', [-0.358108, -0.236512, 1.0]], ['2, k, 13', [-0.388483, -0.654636, 1.0]], ['2, k, 14', [-0.432096, -1.02346, 1.0]], ['2, k, 15', [-0.447198, -1.09716, 1.0]], ['2, k, 16', [-0.217399, -0.2396, 1.0]], ['2, k, 17', [-0.169649, -0.663807, 1.0]], ['2, k, 18', [-0.138759, -1.02552, 1.0]], ['2, k, 19', [-0.138254, -1.08037, 1.0]], ['2, k, 20', [-0.281157, 0.187165, 1.0]], ['2, k, 21', [-0.540833, 0.820545, 1.0]], ['2, k, 22', [-0.451335, 0.783296, 1.0]], ['2, k, 23', [0.0127874, 0.772082, 1.0]], ['2, k, 24', [-0.0513377, 0.736785, 1.0]]]
[['2, k, 0', [-0.291581, -0.240924, 1.0]], ['2, k, 1', [-0.28519, 0.00561689, 1.0]], ['2, k, 2', [-0.283547, 0.24623, 1.0]], ['2, k, 3', [-0.281935, 0.382241, 1.0]], ['2, k, 4', [-0.429492, 0.271012, 1.0]], ['2, k, 5', [-0.526017, 0.494374, 1.0]], ['2, k, 6', [-0.544518, 0.711316, 1.0]], ['2, k, 7', [-0.553197, 0.773645, 1.0]], ['2, k, 8', [-0.121721, 0.236712, 1.0]], ['2, k, 9', [-0.0515703, 0.462102, 1.0]], ['2, k, 10', [-0.0150316, 0.640982, 1.0]], ['2, k, 11', [-0.0187387, 0.733378, 1.0]], ['2, k, 12', [-0.358253, -0.236566, 1.0]], ['2, k, 13', [-0.389297, -0.657358, 1.0]], ['2, k, 14', [-0.431913, -1.02355, 1.0]], ['2, k, 15', [-0.447116, -1.09768, 1.0]], ['2, k, 16', [-0.217478, -0.239392, 1.0]], ['2, k, 17', [-0.169686, -0.66386, 1.0]], ['2, k, 18', [-0.138619, -1.02682, 1.0]], ['2, k, 19', [-0.138391, -1.07972, 1.0]], ['2, k, 20', [-0.284047, 0.186948, 1.0]], ['2, k, 21', [-0.555958, 0.81642, 1.0]], ['2, k, 22', [-0.466567, 0.778779, 1.0]], ['2, k, 23', [-0.0229425, 0.777749, 1.0]], ['2, k, 24', [-0.0893655, 0.745977, 1.0]]]
[['2, k, 0', [-0.292863, -0.240792, 1.0]], ['2, k, 1', [-0.290023, 0.00507824, 1.0]], ['2, k, 2', [-0.28939, 0.244826, 1.0]], ['2, k, 3', [-0.285378, 0.380295, 1.0]], ['2, k, 4', [-0.445591, 0.279236, 1.0]], ['2, k, 5', [-0.531606, 0.489247, 1.0]], ['2, k, 6', [-0.557191, 0.710041, 1.0]], ['2, k, 7', [-0.56352, 0.772334, 1.0]], ['2, k, 8', [-0.141764, 0.239872, 1.0]], ['2, k, 9', [-0.0569276, 0.46827, 1.0]], ['2, k, 10', [-0.0327991, 0.648872, 1.0]], ['2, k, 11', [-0.0294246, 0.73834, 1.0]], ['2, k, 12', [-0.358765, -0.23664, 1.0]], ['2, k, 13', [-0.389411, -0.657398, 1.0]], ['2, k, 14', [-0.431957, -1.0235, 1.0]], ['2, k, 15', [-0.447395, -1.09771, 1.0]], ['2, k, 16', [-0.21986, -0.238786, 1.0]], ['2, k, 17', [-0.170301, -0.6639, 1.0]], ['2, k, 18', [-0.138223, -1.02599, 1.0]], ['2, k, 19', [-0.138585, -1.07939, 1.0]], ['2, k, 20', [-0.289754, 0.185747, 1.0]], ['2, k, 21', [-0.561348, 0.814321, 1.0]], ['2, k, 22', [-0.476857, 0.778009, 1.0]], ['2, k, 23', [-0.0348557, 0.781386, 1.0]], ['2, k, 24', [-0.0923049, 0.750037, 1.0]]]
