[['2, k, 0', [-0.2014018, -0.4349373, 1.0]], ['2, k, 1', [-0.2125513, -0.1963638, 1.0]], ['2, k, 2', [-0.2222777, 0.03765809, 1.0]], ['2, k, 3', [-0.2378142, 0.1785526, 1.0]], ['2, k, 4', [-0.3776778, -0.07510085, 1.0]], ['2, k, 5', [-0.4566357, -0.3067976, 1.0]], ['2, k, 6', [-0.3246002, -0.3332638, 1.0]], ['2, k, 7', [-0.2842867, -0.3326686, 1.0]], ['2, k, 8', [-0.04654311, -0.07178679, 1.0]], ['2, k, 9', [0.03064494, -0.2904558, 1.0]], ['2, k, 10', [0.004737478, -0.4251016, 1.0]], ['2, k, 11', [-0.04300771, -0.4378829, 1.0]], ['2, k, 12', [-0.2702874, -0.4290907, 1.0]], ['2, k, 13', [-0.2745472, -0.5407612, 1.0]], ['2, k, 14', [-0.2089961, -0.9033634, 1.0]], ['2, k, 15', [-0.200462, -0.9605237, 1.0]], ['2, k, 16', [-0.1276125, -0.4301364, 1.0]], ['2, k, 17', [-0.04548995, -0.5074073, 1.0]], ['2, k, 18', [-0.01496044, -0.9073502, 1.0]], ['2, k, 19', [-0.006843268, -0.941753, 1.0]], ['2, k, 20', [-0.2200484, -0.02028695, 1.0]], ['2, k, 21', [-0.278253, -0.3331988, 1.0]], ['2, k, 22', [-0.2576772, -0.3668887, 1.0]], ['2, k, 23', [-0.06759201, -0.4680094, 1.0]], ['2, k, 24', [-0.0008863471, -0.4685242, 1.0]]]
[['2, k, 0', [-0.2024116, -0.439386, 1.0]], ['2, k, 1', [-0.2135606, -0.1989383, 1.0]], ['2, k, 2', [-0.2237803, 0.03636333, 1.0]], ['2, k, 3', [-0.2393221, 0.1765117, 1.0]], ['2, k, 4', [-0.3802251, -0.06982941, 1.0]], ['2, k, 5', [-0.4529841, -0.3030226, 1.0]], ['2, k, 6', [-0.3280514, -0.2145734, 1.0]], ['2, k, 7', [-0.3125425, -0.1956967, 1.0]], ['2, k, 8', [-0.06300242, -0.07981825, 1.0]], ['2, k, 9', [0.01853651, -0.2879773, 1.0]], ['2, k, 10', [-0.03682464, -0.04559217, 1.0]], ['2, k, 11', [-0.04181877, -0.05123048, 1.0]], ['2, k, 12', [-0.2720322, -0.4337997, 1.0]], ['2, k, 13', [-0.2744106, -0.5425106, 1.0]], ['2, k, 14', [-0.2088712, -0.9062936, 1.0]], ['2, k, 15', [-0.1988118, -0.961084, 1.0]], ['2, k, 16', [-0.1275934, -0.4345613, 1.0]], ['2, k, 17', [-0.04433043, -0.5223141, 1.0]], ['2, k, 18', [-0.01514408, -0.8999593, 1.0]], ['2, k, 19', [-0.0212191, -0.9344827, 1.0]], ['2, k, 20', [-0.2214148, -0.02190186, 1.0]], ['2, k, 21', [-0.2956908, -0.1825536, 1.0]], ['2, k, 22', [-0.3594168, -0.2217133, 1.0]], ['2, k, 23', [-0.05109001, 0.01550998, 1.0]], ['2, k, 24', [-0.09482861, -0.08068854, 1.0]]]
[['2, k, 0', [-0.2025015, -0.4395747, 1.0]], ['2, k, 1', [-0.2136013, -0.1990158, 1.0]], ['2, k, 2', [-0.2237879, 0.03635512, 1.0]], ['2, k, 3', [-0.2393189, 0.1764669, 1.0]], ['2, k, 4', [-0.3800983, -0.07072389, 1.0]], ['2, k, 5', [-0.4052612, -0.2990037, 1.0]], ['2, k, 6', [-0.3283647, -0.2159685, 1.0]], ['2, k, 7', [-0.3126095, -0.1972457, 1.0]], ['2, k, 8', [-0.06359681, -0.07997286, 1.0]], ['2, k, 9', [0.01830591, -0.2854409, 1.0]], ['2, k, 10', [-0.02808978, -0.04442136, 1.0]], ['2, k, 11', [-0.03830828, -0.05156475, 1.0]], ['2, k, 12', [-0.2721835, -0.4340253, 1.0]], ['2, k, 13', [-0.2744635, -0.5423852, 1.0]], ['2, k, 14', [-0.2088362, -0.9062478, 1.0]], ['2, k, 15', [-0.1993658, -0.9613772, 1.0]], ['2, k, 16', [-0.1276429, -0.4346867, 1.0]], ['2, k, 17', [-0.04432938, -0.5223202, 1.0]], ['2, k, 18', [-0.01492368, -0.9025025, 1.0]], ['2, k, 19', [-0.02083422, -0.9369835, 1.0]], ['2, k, 20', [-0.2214265, -0.02191823, 1.0]], ['2, k, 21', [-0.3007531, -0.1816143, 1.0]], ['2, k, 22', [-0.3341289, -0.2133774, 1.0]], ['2, k, 23', [-0.0489894, 0.01003238, 1.0]], ['2, k, 24', [-0.07905183, -0.08999941, 1.0]]]
[['2, k, 0', [-0.20281, -0.4398688, 1.0]], ['2, k, 1', [-0.2136949, -0.1991473, 1.0]], ['2, k, 2', [-0.2237838, 0.03632972, 1.0]], ['2, k, 3', [-0.2393201, 0.1764036, 1.0]], ['2, k, 4', [-0.380249, -0.07071663, 1.0]], ['2, k, 5', [-0.4052608, -0.299311, 1.0]], ['2, k, 6', [-0.3270808, -0.2169663, 1.0]], ['2, k, 7', [-0.310556, -0.1988504, 1.0]], ['2, k, 8', [-0.06499922, -0.0825718, 1.0]], ['2, k, 9', [0.01791952, -0.2845405, 1.0]], ['2, k, 10', [-0.01397785, -0.06000595, 1.0]], ['2, k, 11', [-0.03199756, -0.05226534, 1.0]], ['2, k, 12', [-0.2725223, -0.4341965, 1.0]], ['2, k, 13', [-0.2745103, -0.5423041, 1.0]], ['2, k, 14', [-0.2088264, -0.9062281, 1.0]], ['2, k, 15', [-0.1989881, -0.9592756, 1.0]], ['2, k, 16', [-0.1279676, -0.4351215, 1.0]], ['2, k, 17', [-0.04430553, -0.5223459, 1.0]], ['2, k, 18', [-0.01593542, -0.9031867, 1.0]], ['2, k, 19', [-0.02169184, -0.9376644, 1.0]], ['2, k, 20', [-0.2214346, -0.02195769, 1.0]], ['2, k, 21', [-0.2965987, -0.1834084, 1.0]], ['2, k, 22', [-0.3320356, -0.2135794, 1.0]], ['2, k, 23', [-0.0586812, 0.009611301, 1.0]], ['2, k, 24', [-0.06936742, -0.09884673, 1.0]]]
[['2, k, 0', [-0.2029766, -0.4400186, 1.0]], ['2, k, 1', [-0.2137186, -0.1991777, 1.0]], ['2, k, 2', [-0.2237582, 0.03634215, 1.0]], ['2, k, 3', [-0.2392612, 0.1764023, 1.0]], ['2, k, 4', [-0.3802702, -0.07067723, 1.0]], ['2, k, 5', [-0.4071786, -0.2949366, 1.0]], ['2, k, 6', [-0.326215, -0.2227753, 1.0]], ['2, k, 7', [-0.3087581, -0.2012189, 1.0]], ['2, k, 8', [-0.06621084, -0.08390602, 1.0]], ['2, k, 9', [0.01684932, -0.2836434, 1.0]], ['2, k, 10', [-0.02046754, -0.1054203, 1.0]], ['2, k, 11', [-0.03411591, -0.05880447, 1.0]], ['2, k, 12', [-0.2727049, -0.4342912, 1.0]], ['2, k, 13', [-0.2744954, -0.5422128, 1.0]], ['2, k, 14', [-0.208705, -0.9058692, 1.0]], ['2, k, 15', [-0.1992143, -0.9598076, 1.0]], ['2, k, 16', [-0.1281426, -0.4353268, 1.0]], ['2, k, 17', [-0.04432384, -0.5223589, 1.0]], ['2, k, 18', [-0.0161522, -0.9035085, 1.0]], ['2, k, 19', [-0.02169359, -0.9379865, 1.0]], ['2, k, 20', [-0.2214266, -0.02195618, 1.0]], ['2, k, 21', [-0.2970193, -0.1888662, 1.0]], ['2, k, 22', [-0.306184, -0.2173059, 1.0]], ['2, k, 23', [-0.0435988, 0.0028642, 1.0]], ['2, k, 24', [-0.08003396, -0.05677336, 1.0]]]
[['2, k, 0', [-0.20312, -0.4401627, 1.0]], ['2, k, 1', [-0.213734, -0.1992009, 1.0]], ['2, k, 2', [-0.2237193, 0.03636691, 1.0]], ['2, k, 3', [-0.2393002, 0.1764265, 1.0]], ['2, k, 4', [-0.3802312, -0.07064468, 1.0]], ['2, k, 5', [-0.4081233, -0.2942401, 1.0]], ['2, k, 6', [-0.3267455, -0.2233728, 1.0]], ['2, k, 7', [-0.3079475, -0.2016513, 1.0]], ['2, k, 8', [-0.06691255, -0.08358441, 1.0]], ['2, k, 9', [0.01515903, -0.2800015, 1.0]], ['2, k, 10', [-0.0251218, -0.1312446, 1.0]], ['2, k, 11', [-0.03800273, -0.07871392, 1.0]], ['2, k, 12', [-0.2729946, -0.4345622, 1.0]], ['2, k, 13', [-0.2745837, -0.5419427, 1.0]], ['2, k, 14', [-0.2086232, -0.9062712, 1.0]], ['2, k, 15', [-0.1993332, -0.9601979, 1.0]], ['2, k, 16', [-0.1282246, -0.4353957, 1.0]], ['2, k, 17', [-0.04431311, -0.5223042, 1.0]], ['2, k, 18', [-0.01561825, -0.9022741, 1.0]], ['2, k, 19', [-0.02113366, -0.9367582, 1.0]], ['2, k, 20', [-0.2214129, -0.02194991, 1.0]], ['2, k, 21', [-0.2955443, -0.1876261, 1.0]], ['2, k, 22', [-0.3293388, -0.2184151, 1.0]], ['2, k, 23', [-0.05813633, -0.03081276, 1.0]], ['2, k, 24', [-0.08997904, -0.05946009, 1.0]]]
[['2, k, 0', [-0.2029581, -0.4400885, 1.0]], ['2, k, 1', [-0.2137101, -0.1991883, 1.0]], ['2, k, 2', [-0.2237451, 0.03638082, 1.0]], ['2, k, 3', [-0.239258, 0.1763819, 1.0]], ['2, k, 4', [-0.3801558, -0.07076287, 1.0]], ['2, k, 5', [-0.407583, -0.2946533, 1.0]], ['2, k, 6', [-0.3277089, -0.2230067, 1.0]], ['2, k, 7', [-0.3052761, -0.2014861, 1.0]], ['2, k, 8', [-0.06477579, -0.07996487, 1.0]], ['2, k, 9', [0.01465497, -0.2814564, 1.0]], ['2, k, 10', [-0.04272585, -0.105768, 1.0]], ['2, k, 11', [-0.04572875, -0.1012584, 1.0]], ['2, k, 12', [-0.2727798, -0.4345735, 1.0]], ['2, k, 13', [-0.2745622, -0.5426592, 1.0]], ['2, k, 14', [-0.2087621, -0.9064374, 1.0]], ['2, k, 15', [-0.1979684, -0.9585623, 1.0]], ['2, k, 16', [-0.1280667, -0.4351695, 1.0]], ['2, k, 17', [-0.04428675, -0.5223812, 1.0]], ['2, k, 18', [-0.01543313, -0.9066117, 1.0]], ['2, k, 19', [-0.02007802, -0.9410437, 1.0]], ['2, k, 20', [-0.2214197, -0.02193641, 1.0]], ['2, k, 21', [-0.2971088, -0.1910575, 1.0]], ['2, k, 22', [-0.3281093, -0.2178054, 1.0]], ['2, k, 23', [-0.06326699, -0.0644429, 1.0]], ['2, k, 24', [-0.08789776, -0.07622624, 1.0]]]
[['2, k, 0', [-0.2026568, -0.4395317, 1.0]], ['2, k, 1', [-0.2136788, -0.1991342, 1.0]], ['2, k, 2', [-0.2237642, 0.03633699, 1.0]], ['2, k, 3', [-0.238809, 0.1759268, 1.0]], ['2, k, 4', [-0.3801682, -0.07065067, 1.0]], ['2, k, 5', [-0.4087466, -0.2904253, 1.0]], ['2, k, 6', [-0.3353376, -0.2227175, 1.0]], ['2, k, 7', [-0.3092138, -0.2032159, 1.0]], ['2, k, 8', [-0.05973529, -0.07435718, 1.0]], ['2, k, 9', [0.0360143, -0.3017254, 1.0]], ['2, k, 10', [-0.003196815, -0.1798796, 1.0]], ['2, k, 11', [-0.05035833, -0.1297033, 1.0]], ['2, k, 12', [-0.2723803, -0.4341631, 1.0]], ['2, k, 13', [-0.2746012, -0.5424621, 1.0]], ['2, k, 14', [-0.2087412, -0.9061759, 1.0]], ['2, k, 15', [-0.1985279, -0.9598353, 1.0]], ['2, k, 16', [-0.1278844, -0.4343753, 1.0]], ['2, k, 17', [-0.04430097, -0.5224208, 1.0]], ['2, k, 18', [-0.01570528, -0.9059834, 1.0]], ['2, k, 19', [-0.01767752, -0.9404887, 1.0]], ['2, k, 20', [-0.2214235, -0.02194679, 1.0]], ['2, k, 21', [-0.2954013, -0.190195, 1.0]], ['2, k, 22', [-0.3258299, -0.2163266, 1.0]], ['2, k, 23', [-0.06807332, -0.09984431, 1.0]], ['2, k, 24', [-0.09169392, -0.1172095, 1.0]]]
[['2, k, 0', [-0.2024289, -0.4385231, 1.0]], ['2, k, 1', [-0.2135057, -0.1989399, 1.0]], ['2, k, 2', [-0.2234819, 0.03624342, 1.0]], ['2, k, 3', [-0.2388162, 0.1758707, 1.0]], ['2, k, 4', [-0.3799208, -0.07067112, 1.0]], ['2, k, 5', [-0.4459137, -0.305588, 1.0]], ['2, k, 6', [-0.3523232, -0.2389619, 1.0]], ['2, k, 7', [-0.3069579, -0.2024374, 1.0]], ['2, k, 8', [-0.05209292, -0.06263498, 1.0]], ['2, k, 9', [0.01768833, -0.2921056, 1.0]], ['2, k, 10', [-0.01279653, -0.1923301, 1.0]], ['2, k, 11', [-0.05610128, -0.1659069, 1.0]], ['2, k, 12', [-0.2719218, -0.4333789, 1.0]], ['2, k, 13', [-0.2745928, -0.5425562, 1.0]], ['2, k, 14', [-0.2087708, -0.9062245, 1.0]], ['2, k, 15', [-0.1988472, -0.9603553, 1.0]], ['2, k, 16', [-0.1279371, -0.4330353, 1.0]], ['2, k, 17', [-0.04430998, -0.522434, 1.0]], ['2, k, 18', [-0.01323306, -0.894928, 1.0]], ['2, k, 19', [-0.007879069, -0.9296355, 1.0]], ['2, k, 20', [-0.2212089, -0.0219592, 1.0]], ['2, k, 21', [-0.2922526, -0.1867245, 1.0]], ['2, k, 22', [-0.2715189, -0.2085756, 1.0]], ['2, k, 23', [-0.07533108, -0.1487005, 1.0]], ['2, k, 24', [-0.08777548, -0.1249657, 1.0]]]
[['2, k, 0', [-0.2022887, -0.4378402, 1.0]], ['2, k, 1', [-0.2134499, -0.1988607, 1.0]], ['2, k, 2', [-0.2233518, 0.03602516, 1.0]], ['2, k, 3', [-0.2387668, 0.1758396, 1.0]], ['2, k, 4', [-0.3795946, -0.07064719, 1.0]], ['2, k, 5', [-0.4325874, -0.3066221, 1.0]], ['2, k, 6', [-0.3484288, -0.2338331, 1.0]], ['2, k, 7', [-0.3089111, -0.1994469, 1.0]], ['2, k, 8', [-0.05203894, -0.06267662, 1.0]], ['2, k, 9', [0.01373586, -0.2927143, 1.0]], ['2, k, 10', [-0.03686125, -0.2122497, 1.0]], ['2, k, 11', [-0.06095399, -0.2051566, 1.0]], ['2, k, 12', [-0.2716304, -0.4326313, 1.0]], ['2, k, 13', [-0.2746378, -0.542423, 1.0]], ['2, k, 14', [-0.2089519, -0.9061999, 1.0]], ['2, k, 15', [-0.1981194, -0.9589884, 1.0]], ['2, k, 16', [-0.12795, -0.4323797, 1.0]], ['2, k, 17', [-0.04435016, -0.5225274, 1.0]], ['2, k, 18', [-0.01387367, -0.8964539, 1.0]], ['2, k, 19', [-0.008500809, -0.9311197, 1.0]], ['2, k, 20', [-0.221109, -0.02205225, 1.0]], ['2, k, 21', [-0.2951543, -0.1854708, 1.0]], ['2, k, 22', [-0.2724109, -0.2006685, 1.0]], ['2, k, 23', [-0.07399542, -0.1915868, 1.0]], ['2, k, 24', [-0.1003809, -0.1869183, 1.0]]]
[['2, k, 0', [-0.2017725, -0.4367569, 1.0]], ['2, k, 1', [-0.2132688, -0.1986534, 1.0]], ['2, k, 2', [-0.2232249, 0.03586961, 1.0]], ['2, k, 3', [-0.2386763, 0.1755383, 1.0]], ['2, k, 4', [-0.3795001, -0.06999901, 1.0]], ['2, k, 5', [-0.434914, -0.3043666, 1.0]], ['2, k, 6', [-0.3483115, -0.2298321, 1.0]], ['2, k, 7', [-0.309461, -0.1955902, 1.0]], ['2, k, 8', [-0.05154411, -0.06270137, 1.0]], ['2, k, 9', [0.01404248, -0.2936936, 1.0]], ['2, k, 10', [-0.02864946, -0.2641247, 1.0]], ['2, k, 11', [-0.06685769, -0.2465042, 1.0]], ['2, k, 12', [-0.2709275, -0.4314406, 1.0]], ['2, k, 13', [-0.2747631, -0.542197, 1.0]], ['2, k, 14', [-0.2089946, -0.9059081, 1.0]], ['2, k, 15', [-0.1981679, -0.9588723, 1.0]], ['2, k, 16', [-0.127624, -0.4314271, 1.0]], ['2, k, 17', [-0.04434814, -0.5225101, 1.0]], ['2, k, 18', [-0.01476122, -0.9015057, 1.0]], ['2, k, 19', [-0.009381073, -0.9360956, 1.0]], ['2, k, 20', [-0.2209882, -0.02210171, 1.0]], ['2, k, 21', [-0.2945621, -0.1808785, 1.0]], ['2, k, 22', [-0.3171567, -0.1655821, 1.0]], ['2, k, 23', [-0.07635189, -0.2419547, 1.0]], ['2, k, 24', [-0.1075032, -0.2453841, 1.0]]]
[['2, k, 0', [-0.2018699, -0.4365124, 1.0]], ['2, k, 1', [-0.2131832, -0.198632, 1.0]], ['2, k, 2', [-0.2228018, 0.03546578, 1.0]], ['2, k, 3', [-0.2385119, 0.1747018, 1.0]], ['2, k, 4', [-0.3795393, -0.06957568, 1.0]], ['2, k, 5', [-0.4403591, -0.2825277, 1.0]], ['2, k, 6', [-0.343185, -0.2219864, 1.0]], ['2, k, 7', [-0.3098702, -0.1907981, 1.0]], ['2, k, 8', [-0.05017824, -0.06470679, 1.0]], ['2, k, 9', [0.01350788, -0.2975807, 1.0]], ['2, k, 10', [-0.03168909, -0.2844273, 1.0]], ['2, k, 11', [-0.07182, -0.2853343, 1.0]], ['2, k, 12', [-0.2709593, -0.4308175, 1.0]], ['2, k, 13', [-0.2747217, -0.5427871, 1.0]], ['2, k, 14', [-0.2091388, -0.9058573, 1.0]], ['2, k, 15', [-0.1986177, -0.9600172, 1.0]], ['2, k, 16', [-0.1277539, -0.4313738, 1.0]], ['2, k, 17', [-0.04448937, -0.5229732, 1.0]], ['2, k, 18', [-0.01442218, -0.9010836, 1.0]], ['2, k, 19', [-0.009015495, -0.9356816, 1.0]], ['2, k, 20', [-0.220667, -0.02236556, 1.0]], ['2, k, 21', [-0.3005143, -0.1774764, 1.0]], ['2, k, 22', [-0.2835675, -0.1771765, 1.0]], ['2, k, 23', [-0.08791593, -0.2885925, 1.0]], ['2, k, 24', [-0.1100081, -0.2992505, 1.0]]]
[['2, k, 0', [-0.2018608, -0.4365431, 1.0]], ['2, k, 1', [-0.2132139, -0.1988339, 1.0]], ['2, k, 2', [-0.2230054, 0.03472595, 1.0]], ['2, k, 3', [-0.2378685, 0.173417, 1.0]], ['2, k, 4', [-0.3794576, -0.06892835, 1.0]], ['2, k, 5', [-0.4408798, -0.281489, 1.0]], ['2, k, 6', [-0.3501889, -0.2125402, 1.0]], ['2, k, 7', [-0.3202934, -0.1807033, 1.0]], ['2, k, 8', [-0.04928942, -0.06557703, 1.0]], ['2, k, 9', [0.01354435, -0.2987221, 1.0]], ['2, k, 10', [-0.03399702, -0.3165351, 1.0]], ['2, k, 11', [-0.07445962, -0.3218641, 1.0]], ['2, k, 12', [-0.2706105, -0.4306238, 1.0]], ['2, k, 13', [-0.2747989, -0.5427123, 1.0]], ['2, k, 14', [-0.2091244, -0.9064289, 1.0]], ['2, k, 15', [-0.1979335, -0.95972, 1.0]], ['2, k, 16', [-0.1280547, -0.4316593, 1.0]], ['2, k, 17', [-0.04453134, -0.5229402, 1.0]], ['2, k, 18', [-0.01452906, -0.9028501, 1.0]], ['2, k, 19', [-0.009011725, -0.9374332, 1.0]], ['2, k, 20', [-0.2208081, -0.02296412, 1.0]], ['2, k, 21', [-0.305324, -0.1715893, 1.0]], ['2, k, 22', [-0.288978, -0.1690079, 1.0]], ['2, k, 23', [-0.09612595, -0.3268328, 1.0]], ['2, k, 24', [-0.1104914, -0.3847447, 1.0]]]
[['2, k, 0', [-0.2035548, -0.4361984, 1.0]], ['2, k, 1', [-0.2137195, -0.1991289, 1.0]], ['2, k, 2', [-0.2229849, 0.03361217, 1.0]], ['2, k, 3', [-0.2366565, 0.1719121, 1.0]], ['2, k, 4', [-0.3794647, -0.06889512, 1.0]], ['2, k, 5', [-0.4804507, -0.2903348, 1.0]], ['2, k, 6', [-0.3716561, -0.2105565, 1.0]], ['2, k, 7', [-0.3305105, -0.1740951, 1.0]], ['2, k, 8', [-0.04816058, -0.06669986, 1.0]], ['2, k, 9', [0.01014753, -0.2979469, 1.0]], ['2, k, 10', [-0.03792908, -0.3232466, 1.0]], ['2, k, 11', [-0.07318222, -0.3597023, 1.0]], ['2, k, 12', [-0.2721637, -0.429936, 1.0]], ['2, k, 13', [-0.2748211, -0.5425531, 1.0]], ['2, k, 14', [-0.2093164, -0.9065239, 1.0]], ['2, k, 15', [-0.198105, -0.9603969, 1.0]], ['2, k, 16', [-0.1299867, -0.431728, 1.0]], ['2, k, 17', [-0.04453157, -0.5229422, 1.0]], ['2, k, 18', [-0.01509382, -0.9056413, 1.0]], ['2, k, 19', [-0.009593857, -0.9402437, 1.0]], ['2, k, 20', [-0.2209295, -0.02383514, 1.0]], ['2, k, 21', [-0.3144453, -0.1673013, 1.0]], ['2, k, 22', [-0.292509, -0.1827087, 1.0]], ['2, k, 23', [-0.09226377, -0.3687307, 1.0]], ['2, k, 24', [-0.07342338, -0.4212527, 1.0]]]
[['2, k, 0', [-0.2069695, -0.4356997, 1.0]], ['2, k, 1', [-0.2142179, -0.1992395, 1.0]], ['2, k, 2', [-0.2225018, 0.0330224, 1.0]], ['2, k, 3', [-0.2357115, 0.1712122, 1.0]], ['2, k, 4', [-0.3791405, -0.06831693, 1.0]], ['2, k, 5', [-0.4831271, -0.2891917, 1.0]], ['2, k, 6', [-0.3864632, -0.2060666, 1.0]], ['2, k, 7', [-0.34465, -0.167595, 1.0]], ['2, k, 8', [-0.04788149, -0.0672414, 1.0]], ['2, k, 9', [-0.02947439, -0.2912168, 1.0]], ['2, k, 10', [-0.04022461, -0.3619452, 1.0]], ['2, k, 11', [-0.07250901, -0.3813841, 1.0]], ['2, k, 12', [-0.2763723, -0.4284904, 1.0]], ['2, k, 13', [-0.2748377, -0.5424346, 1.0]], ['2, k, 14', [-0.2093679, -0.9066117, 1.0]], ['2, k, 15', [-0.1984998, -0.9607251, 1.0]], ['2, k, 16', [-0.1327626, -0.4320007, 1.0]], ['2, k, 17', [-0.04595029, -0.5139961, 1.0]], ['2, k, 18', [-0.01505167, -0.9042665, 1.0]], ['2, k, 19', [-0.009615787, -0.9388667, 1.0]], ['2, k, 20', [-0.2207628, -0.0242274, 1.0]], ['2, k, 21', [-0.3277074, -0.1604937, 1.0]], ['2, k, 22', [-0.3106799, -0.1598446, 1.0]], ['2, k, 23', [-0.08498006, -0.4004094, 1.0]], ['2, k, 24', [-0.06540238, -0.4280021, 1.0]]]
[['2, k, 0', [-0.2074653, -0.435427, 1.0]], ['2, k, 1', [-0.2143109, -0.1992733, 1.0]], ['2, k, 2', [-0.2222054, 0.03249366, 1.0]], ['2, k, 3', [-0.2356693, 0.1708434, 1.0]], ['2, k, 4', [-0.379275, -0.06518378, 1.0]], ['2, k, 5', [-0.4526076, -0.2454507, 1.0]], ['2, k, 6', [-0.3900334, -0.1995286, 1.0]], ['2, k, 7', [-0.3591007, -0.1607833, 1.0]], ['2, k, 8', [-0.04781944, -0.06727584, 1.0]], ['2, k, 9', [-0.03028377, -0.2904017, 1.0]], ['2, k, 10', [-0.03841697, -0.363344, 1.0]], ['2, k, 11', [-0.06462182, -0.399494, 1.0]], ['2, k, 12', [-0.2771074, -0.4278754, 1.0]], ['2, k, 13', [-0.2746723, -0.5430934, 1.0]], ['2, k, 14', [-0.209348, -0.9069731, 1.0]], ['2, k, 15', [-0.1986306, -0.9611134, 1.0]], ['2, k, 16', [-0.1331678, -0.4319725, 1.0]], ['2, k, 17', [-0.04599125, -0.5134264, 1.0]], ['2, k, 18', [-0.01349591, -0.8948494, 1.0]], ['2, k, 19', [-0.008286989, -0.9295248, 1.0]], ['2, k, 20', [-0.2206145, -0.02459627, 1.0]], ['2, k, 21', [-0.3420043, -0.153611, 1.0]], ['2, k, 22', [-0.3220784, -0.1558163, 1.0]], ['2, k, 23', [-0.07656612, -0.4264555, 1.0]], ['2, k, 24', [-0.09938168, -0.401612, 1.0]]]
[['2, k, 0', [-0.207472, -0.4354328, 1.0]], ['2, k, 1', [-0.2144401, -0.1994945, 1.0]], ['2, k, 2', [-0.2223021, 0.03173379, 1.0]], ['2, k, 3', [-0.235308, 0.1701165, 1.0]], ['2, k, 4', [-0.3787528, -0.06456702, 1.0]], ['2, k, 5', [-0.4708133, -0.2834156, 1.0]], ['2, k, 6', [-0.3960339, -0.1966487, 1.0]], ['2, k, 7', [-0.3704236, -0.1530991, 1.0]], ['2, k, 8', [-0.04744158, -0.06762709, 1.0]], ['2, k, 9', [-0.009075041, -0.2715636, 1.0]], ['2, k, 10', [-0.04245666, -0.36336, 1.0]], ['2, k, 11', [-0.05706211, -0.4111009, 1.0]], ['2, k, 12', [-0.2771222, -0.4278598, 1.0]], ['2, k, 13', [-0.2746078, -0.5427607, 1.0]], ['2, k, 14', [-0.2091095, -0.9071387, 1.0]], ['2, k, 15', [-0.1981525, -0.9611465, 1.0]], ['2, k, 16', [-0.1331772, -0.4320631, 1.0]], ['2, k, 17', [-0.04603149, -0.5124003, 1.0]], ['2, k, 18', [-0.01363274, -0.8962541, 1.0]], ['2, k, 19', [-0.008335574, -0.9308954, 1.0]], ['2, k, 20', [-0.2207082, -0.02525666, 1.0]], ['2, k, 21', [-0.3509929, -0.1454671, 1.0]], ['2, k, 22', [-0.3326133, -0.1497201, 1.0]], ['2, k, 23', [-0.07338791, -0.4392543, 1.0]], ['2, k, 24', [-0.0793457, -0.3913227, 1.0]]]
[['2, k, 0', [-0.2076014, -0.4356822, 1.0]], ['2, k, 1', [-0.2146484, -0.1999146, 1.0]], ['2, k, 2', [-0.2223593, 0.03113172, 1.0]], ['2, k, 3', [-0.2336329, 0.1683588, 1.0]], ['2, k, 4', [-0.3773946, -0.06578382, 1.0]], ['2, k, 5', [-0.4773025, -0.2891033, 1.0]], ['2, k, 6', [-0.4158544, -0.1937507, 1.0]], ['2, k, 7', [-0.3816753, -0.1441462, 1.0]], ['2, k, 8', [-0.04695156, -0.06860738, 1.0]], ['2, k, 9', [-0.006032246, -0.2663231, 1.0]], ['2, k, 10', [-0.03615498, -0.363471, 1.0]], ['2, k, 11', [-0.05382197, -0.4143204, 1.0]], ['2, k, 12', [-0.2773235, -0.4280922, 1.0]], ['2, k, 13', [-0.2745332, -0.5430651, 1.0]], ['2, k, 14', [-0.2091206, -0.9072062, 1.0]], ['2, k, 15', [-0.1988937, -0.9617818, 1.0]], ['2, k, 16', [-0.1332429, -0.4324737, 1.0]], ['2, k, 17', [-0.04597526, -0.5120568, 1.0]], ['2, k, 18', [-0.0123265, -0.8895915, 1.0]], ['2, k, 19', [-0.006222551, -0.9242882, 1.0]], ['2, k, 20', [-0.2207898, -0.02586198, 1.0]], ['2, k, 21', [-0.3608966, -0.1348203, 1.0]], ['2, k, 22', [-0.3667383, -0.151702, 1.0]], ['2, k, 23', [-0.07260702, -0.4429854, 1.0]], ['2, k, 24', [-0.07186307, -0.3907394, 1.0]]]
