[['2, k, 0', [-0.161757, -0.282117, 1.0]], ['2, k, 1', [-0.161882, 0.0734864, 1.0]], ['2, k, 2', [-0.160772, 0.417656, 1.0]], ['2, k, 3', [-0.163208, 0.59452, 1.0]], ['2, k, 4', [-0.363797, 0.296353, 1.0]], ['2, k, 5', [-0.408172, 0.0413327, 1.0]], ['2, k, 6', [-0.402329, -0.237964, 1.0]], ['2, k, 7', [-0.386117, -0.314629, 1.0]], ['2, k, 8', [0.0238631, 0.282217, 1.0]], ['2, k, 9', [0.0793269, 0.0421482, 1.0]], ['2, k, 10', [0.0823787, -0.253682, 1.0]], ['2, k, 11', [0.0610787, -0.321473, 1.0]], ['2, k, 12', [-0.24762, -0.273895, 1.0]], ['2, k, 13', [-0.283826, -0.685372, 1.0]], ['2, k, 14', [-0.293304, -1.07314, 1.0]], ['2, k, 15', [-0.297363, -1.11816, 1.0]], ['2, k, 16', [-0.0702365, -0.280522, 1.0]], ['2, k, 17', [-0.0251929, -0.707896, 1.0]], ['2, k, 18', [0.00481997, -1.0684, 1.0]], ['2, k, 19', [0.0348816, -1.11426, 1.0]], ['2, k, 20', [-0.161256, 0.333286, 1.0]], ['2, k, 21', [-0.381739, -0.416382, 1.0]], ['2, k, 22', [-0.431543, -0.31577, 1.0]], ['2, k, 23', [0.049339, -0.418259, 1.0]], ['2, k, 24', [0.00980543, -0.31573, 1.0]]]
[['2, k, 0', [-0.177431, -0.685297, 1.0]], ['2, k, 1', [-0.181126, -0.424364, 1.0]], ['2, k, 2', [-0.183328, -0.165375, 1.0]], ['2, k, 3', [-0.192415, -0.00777304, 1.0]], ['2, k, 4', [-0.377159, -0.242651, 1.0]], ['2, k, 5', [-0.46726, -0.488152, 1.0]], ['2, k, 6', [-0.466285, -0.726511, 1.0]], ['2, k, 7', [-0.453666, -0.777892, 1.0]], ['2, k, 8', [-0.0179652, -0.236014, 1.0]], ['2, k, 9', [0.0878119, -0.477577, 1.0]], ['2, k, 10', [0.0957526, -0.745297, 1.0]], ['2, k, 11', [0.0733074, -0.803611, 1.0]], ['2, k, 12', [-0.266799, -0.678296, 1.0]], ['2, k, 13', [-0.359762, -0.776544, 1.0]], ['2, k, 14', [-0.272085, -1.09385, 1.0]], ['2, k, 15', [-0.313583, -1.12583, 1.0]], ['2, k, 16', [-0.0827309, -0.671696, 1.0]], ['2, k, 17', [-0.0318946, -0.775582, 1.0]], ['2, k, 18', [-0.0125878, -1.07944, 1.0]], ['2, k, 19', [0.0407047, -1.12311, 1.0]], ['2, k, 20', [-0.183045, -0.229764, 1.0]], ['2, k, 21', [-0.456079, -0.858847, 1.0]], ['2, k, 22', [-0.373511, -0.750294, 1.0]], ['2, k, 23', [0.0702145, -0.894569, 1.0]], ['2, k, 24', [0.00479891, -0.781902, 1.0]]]
[['2, k, 0', [-0.178308, -0.662204, 1.0]], ['2, k, 1', [-0.184201, -0.395661, 1.0]], ['2, k, 2', [-0.188975, -0.130922, 1.0]], ['2, k, 3', [-0.19371, 0.018419, 1.0]], ['2, k, 4', [-0.37788, -0.223821, 1.0]], ['2, k, 5', [-0.466379, -0.481335, 1.0]], ['2, k, 6', [-0.466296, -0.714678, 1.0]], ['2, k, 7', [-0.453384, -0.763134, 1.0]], ['2, k, 8', [-0.019274, -0.205699, 1.0]], ['2, k, 9', [0.0815374, -0.455151, 1.0]], ['2, k, 10', [0.0964999, -0.701676, 1.0]], ['2, k, 11', [0.0739403, -0.783121, 1.0]], ['2, k, 12', [-0.268133, -0.657454, 1.0]], ['2, k, 13', [-0.356462, -0.781431, 1.0]], ['2, k, 14', [-0.272103, -1.09379, 1.0]], ['2, k, 15', [-0.312677, -1.12417, 1.0]], ['2, k, 16', [-0.083062, -0.646944, 1.0]], ['2, k, 17', [-0.0344304, -0.779717, 1.0]], ['2, k, 18', [-0.0168944, -1.07519, 1.0]], ['2, k, 19', [0.0353585, -1.12053, 1.0]], ['2, k, 20', [-0.188022, -0.19673, 1.0]], ['2, k, 21', [-0.45615, -0.840453, 1.0]], ['2, k, 22', [-0.373823, -0.749158, 1.0]], ['2, k, 23', [0.0691982, -0.875892, 1.0]], ['2, k, 24', [0.00477845, -0.768168, 1.0]]]
[['2, k, 0', [-0.180545, -0.637482, 1.0]], ['2, k, 1', [-0.185724, -0.370806, 1.0]], ['2, k, 2', [-0.189459, -0.107434, 1.0]], ['2, k, 3', [-0.196251, 0.0505015, 1.0]], ['2, k, 4', [-0.380056, -0.191823, 1.0]], ['2, k, 5', [-0.459872, -0.45292, 1.0]], ['2, k, 6', [-0.465172, -0.675877, 1.0]], ['2, k, 7', [-0.453063, -0.730302, 1.0]], ['2, k, 8', [-0.020705, -0.188199, 1.0]], ['2, k, 9', [0.0878109, -0.417769, 1.0]], ['2, k, 10', [0.0954191, -0.690571, 1.0]], ['2, k, 11', [0.0717068, -0.752101, 1.0]], ['2, k, 12', [-0.27084, -0.631649, 1.0]], ['2, k, 13', [-0.35775, -0.781499, 1.0]], ['2, k, 14', [-0.274091, -1.09289, 1.0]], ['2, k, 15', [-0.316539, -1.12692, 1.0]], ['2, k, 16', [-0.0848, -0.624009, 1.0]], ['2, k, 17', [-0.0404129, -0.778306, 1.0]], ['2, k, 18', [-0.0170162, -1.075, 1.0]], ['2, k, 19', [0.0349031, -1.1216, 1.0]], ['2, k, 20', [-0.188793, -0.17276, 1.0]], ['2, k, 21', [-0.455788, -0.817149, 1.0]], ['2, k, 22', [-0.37057, -0.721316, 1.0]], ['2, k, 23', [0.0713683, -0.846715, 1.0]], ['2, k, 24', [-0.000125379, -0.754413, 1.0]]]
[['2, k, 0', [-0.182412, -0.616452, 1.0]], ['2, k, 1', [-0.186703, -0.34665, 1.0]], ['2, k, 2', [-0.189349, -0.0794925, 1.0]], ['2, k, 3', [-0.197796, 0.0744898, 1.0]], ['2, k, 4', [-0.381701, -0.166387, 1.0]], ['2, k, 5', [-0.455314, -0.428386, 1.0]], ['2, k, 6', [-0.464475, -0.655978, 1.0]], ['2, k, 7', [-0.450996, -0.71336, 1.0]], ['2, k, 8', [-0.0233975, -0.160136, 1.0]], ['2, k, 9', [0.0874896, -0.389372, 1.0]], ['2, k, 10', [0.0948491, -0.666867, 1.0]], ['2, k, 11', [0.0732147, -0.727493, 1.0]], ['2, k, 12', [-0.272283, -0.611387, 1.0]], ['2, k, 13', [-0.356237, -0.781895, 1.0]], ['2, k, 14', [-0.275298, -1.08783, 1.0]], ['2, k, 15', [-0.316379, -1.12728, 1.0]], ['2, k, 16', [-0.087018, -0.602752, 1.0]], ['2, k, 17', [-0.0434326, -0.780073, 1.0]], ['2, k, 18', [-0.0163892, -1.07515, 1.0]], ['2, k, 19', [0.0357204, -1.12192, 1.0]], ['2, k, 20', [-0.188981, -0.145794, 1.0]], ['2, k, 21', [-0.449067, -0.794565, 1.0]], ['2, k, 22', [-0.371235, -0.71164, 1.0]], ['2, k, 23', [0.073042, -0.817963, 1.0]], ['2, k, 24', [-0.0018845, -0.732156, 1.0]]]
[['2, k, 0', [-0.185002, -0.592098, 1.0]], ['2, k, 1', [-0.189981, -0.317363, 1.0]], ['2, k, 2', [-0.193408, -0.0457872, 1.0]], ['2, k, 3', [-0.203049, 0.113606, 1.0]], ['2, k, 4', [-0.384683, -0.137312, 1.0]], ['2, k, 5', [-0.451368, -0.402981, 1.0]], ['2, k, 6', [-0.467122, -0.642526, 1.0]], ['2, k, 7', [-0.455979, -0.695337, 1.0]], ['2, k, 8', [-0.0239126, -0.130349, 1.0]], ['2, k, 9', [0.0862128, -0.369312, 1.0]], ['2, k, 10', [0.093325, -0.649824, 1.0]], ['2, k, 11', [0.0724363, -0.706379, 1.0]], ['2, k, 12', [-0.273853, -0.587107, 1.0]], ['2, k, 13', [-0.355047, -0.779362, 1.0]], ['2, k, 14', [-0.275629, -1.08522, 1.0]], ['2, k, 15', [-0.315597, -1.12696, 1.0]], ['2, k, 16', [-0.0904987, -0.579059, 1.0]], ['2, k, 17', [-0.0456169, -0.776823, 1.0]], ['2, k, 18', [-0.0161523, -1.07526, 1.0]], ['2, k, 19', [0.0350784, -1.12287, 1.0]], ['2, k, 20', [-0.192837, -0.113097, 1.0]], ['2, k, 21', [-0.451648, -0.769871, 1.0]], ['2, k, 22', [-0.375453, -0.712385, 1.0]], ['2, k, 23', [0.0702089, -0.797184, 1.0]], ['2, k, 24', [-0.00243339, -0.718445, 1.0]]]
[['2, k, 0', [-0.189404, -0.568959, 1.0]], ['2, k, 1', [-0.192992, -0.28817, 1.0]], ['2, k, 2', [-0.1946, -0.0109405, 1.0]], ['2, k, 3', [-0.204386, 0.138921, 1.0]], ['2, k, 4', [-0.387276, -0.108808, 1.0]], ['2, k, 5', [-0.468224, -0.358798, 1.0]], ['2, k, 6', [-0.471392, -0.611279, 1.0]], ['2, k, 7', [-0.462658, -0.665702, 1.0]], ['2, k, 8', [-0.0250226, -0.110037, 1.0]], ['2, k, 9', [0.0854296, -0.344628, 1.0]], ['2, k, 10', [0.0927873, -0.628857, 1.0]], ['2, k, 11', [0.0729076, -0.682539, 1.0]], ['2, k, 12', [-0.277611, -0.563344, 1.0]], ['2, k, 13', [-0.351811, -0.777453, 1.0]], ['2, k, 14', [-0.278704, -1.08619, 1.0]], ['2, k, 15', [-0.31457, -1.12591, 1.0]], ['2, k, 16', [-0.0953825, -0.557161, 1.0]], ['2, k, 17', [-0.0448094, -0.76774, 1.0]], ['2, k, 18', [-0.0165525, -1.07291, 1.0]], ['2, k, 19', [0.0243277, -1.1315, 1.0]], ['2, k, 20', [-0.19452, -0.0796062, 1.0]], ['2, k, 21', [-0.41102, -0.769361, 1.0]], ['2, k, 22', [-0.373508, -0.686806, 1.0]], ['2, k, 23', [0.0682736, -0.768301, 1.0]], ['2, k, 24', [-6.88209e-05, -0.663865, 1.0]]]
[['2, k, 0', [-0.189013, -0.551599, 1.0]], ['2, k, 1', [-0.192708, -0.267, 1.0]], ['2, k, 2', [-0.194691, 0.0140237, 1.0]], ['2, k, 3', [-0.206901, 0.170673, 1.0]], ['2, k, 4', [-0.389894, -0.0733449, 1.0]], ['2, k, 5', [-0.467819, -0.335848, 1.0]], ['2, k, 6', [-0.473926, -0.596119, 1.0]], ['2, k, 7', [-0.465052, -0.643988, 1.0]], ['2, k, 8', [-0.0235062, -0.0727973, 1.0]], ['2, k, 9', [0.0831046, -0.322747, 1.0]], ['2, k, 10', [0.0922642, -0.589861, 1.0]], ['2, k, 11', [0.0711809, -0.645834, 1.0]], ['2, k, 12', [-0.275014, -0.545801, 1.0]], ['2, k, 13', [-0.352912, -0.766402, 1.0]], ['2, k, 14', [-0.308553, -1.15726, 1.0]], ['2, k, 15', [-0.308783, -1.21472, 1.0]], ['2, k, 16', [-0.097195, -0.540232, 1.0]], ['2, k, 17', [-0.0434526, -0.764565, 1.0]], ['2, k, 18', [-0.0166125, -1.0741, 1.0]], ['2, k, 19', [0.0254033, -1.13212, 1.0]], ['2, k, 20', [-0.194488, -0.055558, 1.0]], ['2, k, 21', [-0.411724, -0.747016, 1.0]], ['2, k, 22', [-0.375509, -0.675112, 1.0]], ['2, k, 23', [0.0697752, -0.734266, 1.0]], ['2, k, 24', [-0.00156656, -0.641224, 1.0]]]
[['2, k, 0', [-0.189001, -0.531337, 1.0]], ['2, k, 1', [-0.192682, -0.238897, 1.0]], ['2, k, 2', [-0.194722, 0.0504233, 1.0]], ['2, k, 3', [-0.211172, 0.208543, 1.0]], ['2, k, 4', [-0.393168, -0.0468162, 1.0]], ['2, k, 5', [-0.471994, -0.308227, 1.0]], ['2, k, 6', [-0.478451, -0.55986, 1.0]], ['2, k, 7', [-0.474294, -0.612382, 1.0]], ['2, k, 8', [-0.0245688, -0.0502384, 1.0]], ['2, k, 9', [0.082532, -0.296583, 1.0]], ['2, k, 10', [0.0923417, -0.567626, 1.0]], ['2, k, 11', [0.0703892, -0.624573, 1.0]], ['2, k, 12', [-0.272265, -0.524606, 1.0]], ['2, k, 13', [-0.353527, -0.764304, 1.0]], ['2, k, 14', [-0.31005, -1.15671, 1.0]], ['2, k, 15', [-0.310458, -1.21328, 1.0]], ['2, k, 16', [-0.0998282, -0.521369, 1.0]], ['2, k, 17', [-0.0404683, -0.760868, 1.0]], ['2, k, 18', [-0.0158861, -1.07351, 1.0]], ['2, k, 19', [0.0354043, -1.12037, 1.0]], ['2, k, 20', [-0.1945, -0.0212189, 1.0]], ['2, k, 21', [-0.412469, -0.72277, 1.0]], ['2, k, 22', [-0.389123, -0.648228, 1.0]], ['2, k, 23', [0.0707479, -0.704126, 1.0]], ['2, k, 24', [0.00163098, -0.606439, 1.0]]]
[['2, k, 0', [-0.198222, -0.499973, 1.0]], ['2, k, 1', [-0.197668, -0.207459, 1.0]], ['2, k, 2', [-0.195984, 0.0807045, 1.0]], ['2, k, 3', [-0.213377, 0.241896, 1.0]], ['2, k, 4', [-0.395596, -0.0136504, 1.0]], ['2, k, 5', [-0.46824, -0.278325, 1.0]], ['2, k, 6', [-0.481206, -0.535806, 1.0]], ['2, k, 7', [-0.481882, -0.583088, 1.0]], ['2, k, 8', [-0.0267761, -0.0127468, 1.0]], ['2, k, 9', [0.079075, -0.244797, 1.0]], ['2, k, 10', [0.0919852, -0.536171, 1.0]], ['2, k, 11', [0.06935, -0.594975, 1.0]], ['2, k, 12', [-0.278859, -0.492285, 1.0]], ['2, k, 13', [-0.348356, -0.763399, 1.0]], ['2, k, 14', [-0.308154, -1.16102, 1.0]], ['2, k, 15', [-0.308763, -1.21671, 1.0]], ['2, k, 16', [-0.111369, -0.49212, 1.0]], ['2, k, 17', [-0.0337565, -0.7586, 1.0]], ['2, k, 18', [-0.0171138, -1.07279, 1.0]], ['2, k, 19', [0.0316397, -1.11507, 1.0]], ['2, k, 20', [-0.196658, 0.00945388, 1.0]], ['2, k, 21', [-0.461952, -0.660368, 1.0]], ['2, k, 22', [-0.455825, -0.569065, 1.0]], ['2, k, 23', [0.0721724, -0.67308, 1.0]], ['2, k, 24', [0.00350899, -0.575825, 1.0]]]
[['2, k, 0', [-0.194954, -0.459466, 1.0]], ['2, k, 1', [-0.198603, -0.170796, 1.0]], ['2, k, 2', [-0.200233, 0.112247, 1.0]], ['2, k, 3', [-0.215141, 0.264589, 1.0]], ['2, k, 4', [-0.396754, 0.0135748, 1.0]], ['2, k, 5', [-0.473745, -0.231289, 1.0]], ['2, k, 6', [-0.483875, -0.506336, 1.0]], ['2, k, 7', [-0.485716, -0.552175, 1.0]], ['2, k, 8', [-0.0255007, 0.0114436, 1.0]], ['2, k, 9', [0.0780678, -0.20391, 1.0]], ['2, k, 10', [0.0915451, -0.507679, 1.0]], ['2, k, 11', [0.0667912, -0.564371, 1.0]], ['2, k, 12', [-0.279818, -0.456801, 1.0]], ['2, k, 13', [-0.343052, -0.747874, 1.0]], ['2, k, 14', [-0.303938, -1.14877, 1.0]], ['2, k, 15', [-0.304682, -1.20484, 1.0]], ['2, k, 16', [-0.103436, -0.447173, 1.0]], ['2, k, 17', [-0.0418175, -0.739067, 1.0]], ['2, k, 18', [0.00427228, -1.14636, 1.0]], ['2, k, 19', [-0.000938877, -1.20228, 1.0]], ['2, k, 20', [-0.200157, 0.0423857, 1.0]], ['2, k, 21', [-0.468701, -0.63547, 1.0]], ['2, k, 22', [-0.456097, -0.51924, 1.0]], ['2, k, 23', [0.070578, -0.647794, 1.0]], ['2, k, 24', [-0.000762061, -0.564289, 1.0]]]
[['2, k, 0', [-0.196647, -0.449379, 1.0]], ['2, k, 1', [-0.199416, -0.152608, 1.0]], ['2, k, 2', [-0.19987, 0.141724, 1.0]], ['2, k, 3', [-0.217415, 0.298477, 1.0]], ['2, k, 4', [-0.40018, 0.0477995, 1.0]], ['2, k, 5', [-0.471315, -0.181694, 1.0]], ['2, k, 6', [-0.489008, -0.469592, 1.0]], ['2, k, 7', [-0.489101, -0.518685, 1.0]], ['2, k, 8', [-0.0259865, 0.0251255, 1.0]], ['2, k, 9', [0.074929, -0.210941, 1.0]], ['2, k, 10', [0.0904049, -0.513471, 1.0]], ['2, k, 11', [0.0622515, -0.556778, 1.0]], ['2, k, 12', [-0.281334, -0.443619, 1.0]], ['2, k, 13', [-0.343949, -0.745766, 1.0]], ['2, k, 14', [-0.304941, -1.15036, 1.0]], ['2, k, 15', [-0.30791, -1.2056, 1.0]], ['2, k, 16', [-0.105382, -0.440354, 1.0]], ['2, k, 17', [-0.0350681, -0.732957, 1.0]], ['2, k, 18', [0.00945794, -1.1443, 1.0]], ['2, k, 19', [0.00193451, -1.19936, 1.0]], ['2, k, 20', [-0.200111, 0.068799, 1.0]], ['2, k, 21', [-0.471671, -0.602672, 1.0]], ['2, k, 22', [-0.460257, -0.483013, 1.0]], ['2, k, 23', [0.0693106, -0.622688, 1.0]], ['2, k, 24', [0.0105877, -0.52369, 1.0]]]
[['2, k, 0', [-0.197822, -0.423202, 1.0]], ['2, k, 1', [-0.199306, -0.121972, 1.0]], ['2, k, 2', [-0.198986, 0.173244, 1.0]], ['2, k, 3', [-0.220102, 0.328053, 1.0]], ['2, k, 4', [-0.402281, 0.0727333, 1.0]], ['2, k, 5', [-0.473274, -0.172261, 1.0]], ['2, k, 6', [-0.491, -0.44513, 1.0]], ['2, k, 7', [-0.492442, -0.492336, 1.0]], ['2, k, 8', [-0.0265344, 0.081249, 1.0]], ['2, k, 9', [0.0745553, -0.15358, 1.0]], ['2, k, 10', [0.0852487, -0.457894, 1.0]], ['2, k, 11', [0.0590476, -0.506648, 1.0]], ['2, k, 12', [-0.2814, -0.417885, 1.0]], ['2, k, 13', [-0.3429, -0.737055, 1.0]], ['2, k, 14', [-0.303594, -1.1436, 1.0]], ['2, k, 15', [-0.30369, -1.19806, 1.0]], ['2, k, 16', [-0.107969, -0.415164, 1.0]], ['2, k, 17', [-0.035496, -0.729804, 1.0]], ['2, k, 18', [0.0119133, -1.14125, 1.0]], ['2, k, 19', [0.00725963, -1.19549, 1.0]], ['2, k, 20', [-0.199363, 0.100521, 1.0]], ['2, k, 21', [-0.476258, -0.57537, 1.0]], ['2, k, 22', [-0.465014, -0.461678, 1.0]], ['2, k, 23', [0.0687197, -0.594646, 1.0]], ['2, k, 24', [-0.00750375, -0.519755, 1.0]]]
[['2, k, 0', [-0.202665, -0.399692, 1.0]], ['2, k, 1', [-0.20291, -0.0958946, 1.0]], ['2, k, 2', [-0.201538, 0.202238, 1.0]], ['2, k, 3', [-0.223162, 0.356402, 1.0]], ['2, k, 4', [-0.406195, 0.105211, 1.0]], ['2, k, 5', [-0.476004, -0.159923, 1.0]], ['2, k, 6', [-0.492597, -0.426023, 1.0]], ['2, k, 7', [-0.495853, -0.468605, 1.0]], ['2, k, 8', [-0.0265343, 0.0946198, 1.0]], ['2, k, 9', [0.0746961, -0.127407, 1.0]], ['2, k, 10', [0.0847453, -0.416505, 1.0]], ['2, k, 11', [0.0588255, -0.476255, 1.0]], ['2, k, 12', [-0.286609, -0.393573, 1.0]], ['2, k, 13', [-0.340253, -0.727069, 1.0]], ['2, k, 14', [-0.300946, -1.13504, 1.0]], ['2, k, 15', [-0.362049, -1.13858, 1.0]], ['2, k, 16', [-0.112293, -0.39321, 1.0]], ['2, k, 17', [-0.0278238, -0.716385, 1.0]], ['2, k, 18', [0.0129767, -1.13231, 1.0]], ['2, k, 19', [0.00620243, -1.18595, 1.0]], ['2, k, 20', [-0.202166, 0.128683, 1.0]], ['2, k, 21', [-0.477762, -0.543873, 1.0]], ['2, k, 22', [-0.463367, -0.435297, 1.0]], ['2, k, 23', [0.0659616, -0.569562, 1.0]], ['2, k, 24', [-0.00636032, -0.481429, 1.0]]]
[['2, k, 0', [-0.20589, -0.373612, 1.0]], ['2, k, 1', [-0.204843, -0.0720363, 1.0]], ['2, k, 2', [-0.202398, 0.22355, 1.0]], ['2, k, 3', [-0.225162, 0.381686, 1.0]], ['2, k, 4', [-0.408623, 0.130041, 1.0]], ['2, k, 5', [-0.479139, -0.137825, 1.0]], ['2, k, 6', [-0.494199, -0.40516, 1.0]], ['2, k, 7', [-0.496686, -0.4448, 1.0]], ['2, k, 8', [-0.0269638, 0.137223, 1.0]], ['2, k, 9', [0.0742795, -0.114264, 1.0]], ['2, k, 10', [0.0837757, -0.413658, 1.0]], ['2, k, 11', [0.0815934, -0.455212, 1.0]], ['2, k, 12', [-0.288426, -0.368669, 1.0]], ['2, k, 13', [-0.337503, -0.715229, 1.0]], ['2, k, 14', [-0.298722, -1.12601, 1.0]], ['2, k, 15', [-0.363952, -1.15676, 1.0]], ['2, k, 16', [-0.116848, -0.366632, 1.0]], ['2, k, 17', [-0.025867, -0.702237, 1.0]], ['2, k, 18', [0.0126337, -1.11854, 1.0]], ['2, k, 19', [0.00663809, -1.17184, 1.0]], ['2, k, 20', [-0.203276, 0.150686, 1.0]], ['2, k, 21', [-0.480151, -0.527561, 1.0]], ['2, k, 22', [-0.466888, -0.408734, 1.0]], ['2, k, 23', [0.0675929, -0.536506, 1.0]], ['2, k, 24', [0.0479958, -0.42755, 1.0]]]
[['2, k, 0', [-0.199962, -0.355694, 1.0]], ['2, k, 1', [-0.201446, -0.0481814, 1.0]], ['2, k, 2', [-0.20209, 0.252812, 1.0]], ['2, k, 3', [-0.228274, 0.407676, 1.0]], ['2, k, 4', [-0.410475, 0.152419, 1.0]], ['2, k, 5', [-0.481, -0.11603, 1.0]], ['2, k, 6', [-0.495584, -0.343799, 1.0]], ['2, k, 7', [-0.497734, -0.40545, 1.0]], ['2, k, 8', [-0.0273645, 0.150318, 1.0]], ['2, k, 9', [0.0706926, -0.0748726, 1.0]], ['2, k, 10', [0.0800115, -0.378829, 1.0]], ['2, k, 11', [0.0795681, -0.427444, 1.0]], ['2, k, 12', [-0.282028, -0.351697, 1.0]], ['2, k, 13', [-0.337955, -0.70194, 1.0]], ['2, k, 14', [-0.300727, -1.11751, 1.0]], ['2, k, 15', [-0.346599, -1.16955, 1.0]], ['2, k, 16', [-0.111541, -0.348308, 1.0]], ['2, k, 17', [-0.0227063, -0.690578, 1.0]], ['2, k, 18', [0.0117566, -1.11094, 1.0]], ['2, k, 19', [0.0655478, -1.14418, 1.0]], ['2, k, 20', [-0.202148, 0.178701, 1.0]], ['2, k, 21', [-0.481396, -0.495014, 1.0]], ['2, k, 22', [-0.472228, -0.390963, 1.0]], ['2, k, 23', [0.0672638, -0.509153, 1.0]], ['2, k, 24', [0.0489464, -0.410696, 1.0]]]
[['2, k, 0', [-0.19254, -0.335668, 1.0]], ['2, k, 1', [-0.19902, -0.027637, 1.0]], ['2, k, 2', [-0.203511, 0.275245, 1.0]], ['2, k, 3', [-0.230477, 0.427614, 1.0]], ['2, k, 4', [-0.412983, 0.17299, 1.0]], ['2, k, 5', [-0.480279, -0.10024, 1.0]], ['2, k, 6', [-0.496507, -0.339045, 1.0]], ['2, k, 7', [-0.499358, -0.389368, 1.0]], ['2, k, 8', [-0.0284634, 0.178753, 1.0]], ['2, k, 9', [0.0696891, -0.0703937, 1.0]], ['2, k, 10', [0.0794117, -0.368611, 1.0]], ['2, k, 11', [0.0770736, -0.410032, 1.0]], ['2, k, 12', [-0.273981, -0.333449, 1.0]], ['2, k, 13', [-0.337393, -0.690143, 1.0]], ['2, k, 14', [-0.302045, -1.10799, 1.0]], ['2, k, 15', [-0.328971, -1.16176, 1.0]], ['2, k, 16', [-0.10498, -0.327048, 1.0]], ['2, k, 17', [-0.025053, -0.680852, 1.0]], ['2, k, 18', [0.00909578, -1.10303, 1.0]], ['2, k, 19', [0.0637853, -1.14628, 1.0]], ['2, k, 20', [-0.202634, 0.200497, 1.0]], ['2, k, 21', [-0.486226, -0.471556, 1.0]], ['2, k, 22', [-0.470167, -0.363037, 1.0]], ['2, k, 23', [0.0665321, -0.48545, 1.0]], ['2, k, 24', [0.0756395, -0.423886, 1.0]]]
[['2, k, 0', [-0.185807, -0.318854, 1.0]], ['2, k, 1', [-0.196184, -0.00890502, 1.0]], ['2, k, 2', [-0.204484, 0.294087, 1.0]], ['2, k, 3', [-0.231826, 0.447963, 1.0]], ['2, k, 4', [-0.413796, 0.197049, 1.0]], ['2, k, 5', [-0.478372, -0.0780764, 1.0]], ['2, k, 6', [-0.498637, -0.325402, 1.0]], ['2, k, 7', [-0.500583, -0.37159, 1.0]], ['2, k, 8', [-0.0288357, 0.199734, 1.0]], ['2, k, 9', [0.0685588, -0.0607726, 1.0]], ['2, k, 10', [0.0785626, -0.333384, 1.0]], ['2, k, 11', [0.0759059, -0.382163, 1.0]], ['2, k, 12', [-0.266463, -0.317654, 1.0]], ['2, k, 13', [-0.331698, -0.680303, 1.0]], ['2, k, 14', [-0.29967, -1.10109, 1.0]], ['2, k, 15', [-0.320382, -1.14802, 1.0]], ['2, k, 16', [-0.0991507, -0.309731, 1.0]], ['2, k, 17', [-0.0212759, -0.669937, 1.0]], ['2, k, 18', [0.00936137, -1.09707, 1.0]], ['2, k, 19', [0.0561849, -1.1451, 1.0]], ['2, k, 20', [-0.202708, 0.219485, 1.0]], ['2, k, 21', [-0.486905, -0.451086, 1.0]], ['2, k, 22', [-0.471008, -0.337059, 1.0]], ['2, k, 23', [0.0584577, -0.467021, 1.0]], ['2, k, 24', [0.0792789, -0.429101, 1.0]]]
[['2, k, 0', [-0.195135, -0.290699, 1.0]], ['2, k, 1', [-0.200876, 0.0144228, 1.0]], ['2, k, 2', [-0.206136, 0.314207, 1.0]], ['2, k, 3', [-0.233017, 0.466045, 1.0]], ['2, k, 4', [-0.414832, 0.218088, 1.0]], ['2, k, 5', [-0.475346, -0.0591755, 1.0]], ['2, k, 6', [-0.499484, -0.316312, 1.0]], ['2, k, 7', [-0.499381, -0.357187, 1.0]], ['2, k, 8', [-0.0298042, 0.218468, 1.0]], ['2, k, 9', [0.0647078, -0.0475967, 1.0]], ['2, k, 10', [0.0772834, -0.32212, 1.0]], ['2, k, 11', [0.0746634, -0.3698, 1.0]], ['2, k, 12', [-0.274763, -0.28687, 1.0]], ['2, k, 13', [-0.321406, -0.651892, 1.0]], ['2, k, 14', [-0.292555, -1.07506, 1.0]], ['2, k, 15', [-0.312577, -1.12951, 1.0]], ['2, k, 16', [-0.109206, -0.285006, 1.0]], ['2, k, 17', [-0.0192965, -0.639767, 1.0]], ['2, k, 18', [0.0103961, -1.06982, 1.0]], ['2, k, 19', [0.0365843, -1.13377, 1.0]], ['2, k, 20', [-0.205044, 0.240274, 1.0]], ['2, k, 21', [-0.488769, -0.437836, 1.0]], ['2, k, 22', [-0.505721, -0.36838, 1.0]], ['2, k, 23', [0.0556807, -0.44933, 1.0]], ['2, k, 24', [0.0710041, -0.391385, 1.0]]]
