[['2, k, 0', [0.201799, -0.707291, 1.0]], ['2, k, 1', [0.192631, -0.403676, 1.0]], ['2, k, 2', [0.182668, -0.105515, 1.0]], ['2, k, 3', [0.188273, 0.0219231, 1.0]], ['2, k, 4', [0.0430949, -0.24672, 1.0]], ['2, k, 5', [0.0392741, -0.535566, 1.0]], ['2, k, 6', [0.168732, -0.365362, 1.0]], ['2, k, 7', [0.212005, -0.309417, 1.0]], ['2, k, 8', [0.342726, -0.239584, 1.0]], ['2, k, 9', [0.5178, -0.177194, 1.0]], ['2, k, 10', [0.301951, -0.150257, 1.0]], ['2, k, 11', [0.34261, -0.122671, 1.0]], ['2, k, 12', [0.130679, -0.699065, 1.0]], ['2, k, 13', [0.0223732, -1.00866, 1.0]], ['2, k, 14', [0.0220822, -1.26293, 1.0]], ['2, k, 15', [0.0172448, -1.33938, 1.0]], ['2, k, 16', [0.267306, -0.695841, 1.0]], ['2, k, 17', [0.406398, -0.985615, 1.0]], ['2, k, 18', [0.356165, -1.13874, 1.0]], ['2, k, 19', [0.392624, -1.21469, 1.0]], ['2, k, 20', [0.185307, -0.179375, 1.0]], ['2, k, 21', [0.211028, -0.307991, 1.0]], ['2, k, 22', [0.209753, -0.30613, 1.0]], ['2, k, 23', [0.331504, -0.122416, 1.0]], ['2, k, 24', [0.265052, -0.122566, 1.0]]]
[['2, k, 0', [0.18707, -0.653964, 1.0]], ['2, k, 1', [0.218659, -0.351518, 1.0]], ['2, k, 2', [0.246793, -0.0545399, 1.0]], ['2, k, 3', [0.270499, 0.0614238, 1.0]], ['2, k, 4', [0.151979, -0.0919013, 1.0]], ['2, k, 5', [0.0348424, -0.138235, 1.0]], ['2, k, 6', [-0.216711, -0.0708144, 1.0]], ['2, k, 7', [-0.275321, -0.0430093, 1.0]], ['2, k, 8', [0.250443, -0.18639, 1.0]], ['2, k, 9', [0.00239936, -0.138018, 1.0]], ['2, k, 10', [-0.211066, -0.0793877, 1.0]], ['2, k, 11', [-0.292635, -0.0334455, 1.0]], ['2, k, 12', [0.164795, -0.647376, 1.0]], ['2, k, 13', [0.0588995, -0.981359, 1.0]], ['2, k, 14', [-0.0245043, -1.33075, 1.0]], ['2, k, 15', [-0.120635, -1.34655, 1.0]], ['2, k, 16', [0.199963, -0.64051, 1.0]], ['2, k, 17', [0.310204, -0.916384, 1.0]], ['2, k, 18', [0.365192, -1.16536, 1.0]], ['2, k, 19', [0.280645, -1.21592, 1.0]], ['2, k, 20', [0.240181, -0.128121, 1.0]], ['2, k, 21', [-0.33142, -0.00952054, 1.0]], ['2, k, 22', [-0.258377, -0.0212828, 1.0]], ['2, k, 23', [-0.345685, -0.0106868, 1.0]], ['2, k, 24', [-0.270126, -0.00710618, 1.0]]]
[['2, k, 0', [0.184852, -0.660194, 1.0]], ['2, k, 1', [0.214876, -0.35459, 1.0]], ['2, k, 2', [0.241591, -0.0544361, 1.0]], ['2, k, 3', [0.266394, 0.061346, 1.0]], ['2, k, 4', [0.146947, -0.0917445, 1.0]], ['2, k, 5', [0.0168162, -0.145374, 1.0]], ['2, k, 6', [-0.17414, -0.106477, 1.0]], ['2, k, 7', [-0.225385, -0.0745241, 1.0]], ['2, k, 8', [0.250604, -0.186663, 1.0]], ['2, k, 9', [0.00982494, -0.141736, 1.0]], ['2, k, 10', [-0.191014, -0.0832963, 1.0]], ['2, k, 11', [-0.278769, -0.0347234, 1.0]], ['2, k, 12', [0.162602, -0.653531, 1.0]], ['2, k, 13', [0.0571977, -0.987767, 1.0]], ['2, k, 14', [-0.0269932, -1.33699, 1.0]], ['2, k, 15', [-0.122532, -1.35313, 1.0]], ['2, k, 16', [0.199669, -0.646712, 1.0]], ['2, k, 17', [0.30823, -0.917083, 1.0]], ['2, k, 18', [0.366314, -1.16567, 1.0]], ['2, k, 19', [0.348497, -1.22293, 1.0]], ['2, k, 20', [0.235362, -0.128837, 1.0]], ['2, k, 21', [-0.283948, -0.0366866, 1.0]], ['2, k, 22', [-0.22227, -0.0979842, 1.0]], ['2, k, 23', [-0.333168, -0.0204083, 1.0]], ['2, k, 24', [-0.279177, 0.00789683, 1.0]]]
[['2, k, 0', [0.183363, -0.661269, 1.0]], ['2, k, 1', [0.2118, -0.355556, 1.0]], ['2, k, 2', [0.236918, -0.0547917, 1.0]], ['2, k, 3', [0.260268, 0.0610907, 1.0]], ['2, k, 4', [0.142393, -0.0920717, 1.0]], ['2, k, 5', [-0.08104, -0.122143, 1.0]], ['2, k, 6', [-0.20734, -0.0509117, 1.0]], ['2, k, 7', [-0.253851, -0.0411939, 1.0]], ['2, k, 8', [0.250943, -0.186433, 1.0]], ['2, k, 9', [0.0149146, -0.147043, 1.0]], ['2, k, 10', [-0.174819, -0.0889279, 1.0]], ['2, k, 11', [-0.265315, -0.0368689, 1.0]], ['2, k, 12', [0.159776, -0.654878, 1.0]], ['2, k, 13', [0.0571117, -0.988846, 1.0]], ['2, k, 14', [-0.026942, -1.33661, 1.0]], ['2, k, 15', [-0.12191, -1.3532, 1.0]], ['2, k, 16', [0.198811, -0.648762, 1.0]], ['2, k, 17', [0.30656, -0.917522, 1.0]], ['2, k, 18', [0.36669, -1.16541, 1.0]], ['2, k, 19', [0.348336, -1.22193, 1.0]], ['2, k, 20', [0.231045, -0.129367, 1.0]], ['2, k, 21', [-0.311749, -0.0288431, 1.0]], ['2, k, 22', [-0.271885, -0.0473282, 1.0]], ['2, k, 23', [-0.31391, -0.0256301, 1.0]], ['2, k, 24', [-0.246513, -0.00820554, 1.0]]]
[['2, k, 0', [0.184014, -0.659644, 1.0]], ['2, k, 1', [0.210809, -0.354986, 1.0]], ['2, k, 2', [0.234145, -0.0556082, 1.0]], ['2, k, 3', [0.255631, 0.06058, 1.0]], ['2, k, 4', [0.139669, -0.0928714, 1.0]], ['2, k, 5', [-0.0893666, -0.124119, 1.0]], ['2, k, 6', [-0.207036, -0.0570897, 1.0]], ['2, k, 7', [-0.237757, -0.0448665, 1.0]], ['2, k, 8', [0.251556, -0.186043, 1.0]], ['2, k, 9', [0.024612, -0.152983, 1.0]], ['2, k, 10', [-0.135047, -0.0764268, 1.0]], ['2, k, 11', [-0.205345, -0.0736806, 1.0]], ['2, k, 12', [0.160163, -0.654296, 1.0]], ['2, k, 13', [0.0575357, -0.98898, 1.0]], ['2, k, 14', [-0.0258153, -1.33552, 1.0]], ['2, k, 15', [-0.120273, -1.35252, 1.0]], ['2, k, 16', [0.200435, -0.646392, 1.0]], ['2, k, 17', [0.305003, -0.917232, 1.0]], ['2, k, 18', [0.367491, -1.16466, 1.0]], ['2, k, 19', [0.348069, -1.22001, 1.0]], ['2, k, 20', [0.228745, -0.129766, 1.0]], ['2, k, 21', [-0.292909, -0.0258836, 1.0]], ['2, k, 22', [-0.257022, -0.0713865, 1.0]], ['2, k, 23', [-0.251895, -0.0505883, 1.0]], ['2, k, 24', [-0.198255, -0.0419843, 1.0]]]
[['2, k, 0', [0.183635, -0.659965, 1.0]], ['2, k, 1', [0.208967, -0.355243, 1.0]], ['2, k, 2', [0.230434, -0.0551853, 1.0]], ['2, k, 3', [0.251847, 0.060888, 1.0]], ['2, k, 4', [0.136004, -0.0924395, 1.0]], ['2, k, 5', [-0.098268, -0.12701, 1.0]], ['2, k, 6', [-0.206076, -0.0635458, 1.0]], ['2, k, 7', [-0.226274, -0.0473209, 1.0]], ['2, k, 8', [0.252023, -0.186327, 1.0]], ['2, k, 9', [0.0261888, -0.15353, 1.0]], ['2, k, 10', [-0.134661, -0.0771187, 1.0]], ['2, k, 11', [-0.230491, -0.046088, 1.0]], ['2, k, 12', [0.159442, -0.654565, 1.0]], ['2, k, 13', [0.0581695, -0.989666, 1.0]], ['2, k, 14', [-0.0248608, -1.33622, 1.0]], ['2, k, 15', [-0.118731, -1.35372, 1.0]], ['2, k, 16', [0.200239, -0.647238, 1.0]], ['2, k, 17', [0.304705, -0.91735, 1.0]], ['2, k, 18', [0.367605, -1.1647, 1.0]], ['2, k, 19', [0.347812, -1.21934, 1.0]], ['2, k, 20', [0.225489, -0.129562, 1.0]], ['2, k, 21', [-0.283635, -0.036001, 1.0]], ['2, k, 22', [-0.234812, -0.0808841, 1.0]], ['2, k, 23', [-0.286368, -0.0397215, 1.0]], ['2, k, 24', [-0.232401, -0.0795191, 1.0]]]
[['2, k, 0', [0.185994, -0.658132, 1.0]], ['2, k, 1', [0.209112, -0.354645, 1.0]], ['2, k, 2', [0.229153, -0.0556081, 1.0]], ['2, k, 3', [0.250229, 0.0603028, 1.0]], ['2, k, 4', [0.13474, -0.092856, 1.0]], ['2, k, 5', [-0.10172, -0.129518, 1.0]], ['2, k, 6', [-0.164713, -0.0684458, 1.0]], ['2, k, 7', [-0.206414, -0.0574252, 1.0]], ['2, k, 8', [0.252964, -0.185629, 1.0]], ['2, k, 9', [0.0296651, -0.155234, 1.0]], ['2, k, 10', [-0.14154, -0.115733, 1.0]], ['2, k, 11', [-0.198324, -0.0806764, 1.0]], ['2, k, 12', [0.161494, -0.653195, 1.0]], ['2, k, 13', [0.0588869, -0.989767, 1.0]], ['2, k, 14', [-0.0235498, -1.33551, 1.0]], ['2, k, 15', [-0.117063, -1.35334, 1.0]], ['2, k, 16', [0.203714, -0.644894, 1.0]], ['2, k, 17', [0.304955, -0.916746, 1.0]], ['2, k, 18', [0.367684, -1.16387, 1.0]], ['2, k, 19', [0.347838, -1.21793, 1.0]], ['2, k, 20', [0.224569, -0.129702, 1.0]], ['2, k, 21', [-0.267481, -0.0421298, 1.0]], ['2, k, 22', [-0.232297, -0.0653323, 1.0]], ['2, k, 23', [-0.2464, -0.0575362, 1.0]], ['2, k, 24', [-0.231158, -0.06762, 1.0]]]
[['2, k, 0', [0.188436, -0.657096, 1.0]], ['2, k, 1', [0.209546, -0.354389, 1.0]], ['2, k, 2', [0.228226, -0.0560847, 1.0]], ['2, k, 3', [0.249408, 0.0597599, 1.0]], ['2, k, 4', [0.133826, -0.0933275, 1.0]], ['2, k, 5', [-0.101257, -0.129817, 1.0]], ['2, k, 6', [-0.165843, -0.0690109, 1.0]], ['2, k, 7', [-0.204507, -0.0600576, 1.0]], ['2, k, 8', [0.25392, -0.185096, 1.0]], ['2, k, 9', [0.0322098, -0.157962, 1.0]], ['2, k, 10', [-0.139748, -0.116573, 1.0]], ['2, k, 11', [-0.199372, -0.0650837, 1.0]], ['2, k, 12', [0.164065, -0.652375, 1.0]], ['2, k, 13', [0.0598732, -0.988829, 1.0]], ['2, k, 14', [-0.0188352, -1.33219, 1.0]], ['2, k, 15', [-0.112062, -1.3507, 1.0]], ['2, k, 16', [0.206455, -0.643687, 1.0]], ['2, k, 17', [0.305584, -0.915982, 1.0]], ['2, k, 18', [0.390839, -1.17671, 1.0]], ['2, k, 19', [0.344859, -1.21993, 1.0]], ['2, k, 20', [0.223989, -0.129972, 1.0]], ['2, k, 21', [-0.267975, -0.0434262, 1.0]], ['2, k, 22', [-0.212926, -0.098418, 1.0]], ['2, k, 23', [-0.252051, -0.0357173, 1.0]], ['2, k, 24', [-0.226809, -0.052686, 1.0]]]
[['2, k, 0', [0.19056, -0.656834, 1.0]], ['2, k, 1', [0.211269, -0.354295, 1.0]], ['2, k, 2', [0.229516, -0.056372, 1.0]], ['2, k, 3', [0.248472, 0.0599508, 1.0]], ['2, k, 4', [0.135121, -0.0936108, 1.0]], ['2, k, 5', [-0.0983169, -0.131865, 1.0]], ['2, k, 6', [-0.166793, -0.0695628, 1.0]], ['2, k, 7', [-0.205165, -0.060635, 1.0]], ['2, k, 8', [0.249501, -0.184432, 1.0]], ['2, k, 9', [0.0304944, -0.159468, 1.0]], ['2, k, 10', [-0.140307, -0.116482, 1.0]], ['2, k, 11', [-0.200854, -0.0641931, 1.0]], ['2, k, 12', [0.167795, -0.651975, 1.0]], ['2, k, 13', [0.0617808, -0.988346, 1.0]], ['2, k, 14', [-0.0163352, -1.33174, 1.0]], ['2, k, 15', [-0.109844, -1.35019, 1.0]], ['2, k, 16', [0.207692, -0.643557, 1.0]], ['2, k, 17', [0.30667, -0.915219, 1.0]], ['2, k, 18', [0.376663, -1.16086, 1.0]], ['2, k, 19', [0.349069, -1.21375, 1.0]], ['2, k, 20', [0.225367, -0.130158, 1.0]], ['2, k, 21', [-0.266827, -0.043051, 1.0]], ['2, k, 22', [-0.221016, -0.0745142, 1.0]], ['2, k, 23', [-0.258614, -0.0356066, 1.0]], ['2, k, 24', [-0.230312, -0.0546587, 1.0]]]
[['2, k, 0', [0.192834, -0.65664, 1.0]], ['2, k, 1', [0.213962, -0.354423, 1.0]], ['2, k, 2', [0.232709, -0.0570685, 1.0]], ['2, k, 3', [0.248, 0.0598105, 1.0]], ['2, k, 4', [0.138308, -0.0943024, 1.0]], ['2, k, 5', [-0.0959276, -0.133055, 1.0]], ['2, k, 6', [-0.20971, -0.0744381, 1.0]], ['2, k, 7', [-0.228842, -0.0543339, 1.0]], ['2, k, 8', [0.252428, -0.18547, 1.0]], ['2, k, 9', [0.03238, -0.160121, 1.0]], ['2, k, 10', [-0.149499, -0.115004, 1.0]], ['2, k, 11', [-0.222659, -0.0604998, 1.0]], ['2, k, 12', [0.170237, -0.651524, 1.0]], ['2, k, 13', [0.0633484, -0.987963, 1.0]], ['2, k, 14', [-0.0145778, -1.33054, 1.0]], ['2, k, 15', [-0.108215, -1.34901, 1.0]], ['2, k, 16', [0.209914, -0.643666, 1.0]], ['2, k, 17', [0.308198, -0.914554, 1.0]], ['2, k, 18', [0.408611, -1.2063, 1.0]], ['2, k, 19', [0.329215, -1.20917, 1.0]], ['2, k, 20', [0.228403, -0.130702, 1.0]], ['2, k, 21', [-0.270408, -0.0317678, 1.0]], ['2, k, 22', [-0.246597, -0.0837946, 1.0]], ['2, k, 23', [-0.274879, -0.0474356, 1.0]], ['2, k, 24', [-0.262073, -0.0783665, 1.0]]]
[['2, k, 0', [0.195423, -0.656868, 1.0]], ['2, k, 1', [0.217854, -0.3552, 1.0]], ['2, k, 2', [0.238416, -0.0586726, 1.0]], ['2, k, 3', [0.248376, 0.058626, 1.0]], ['2, k, 4', [0.143991, -0.095898, 1.0]], ['2, k, 5', [-0.0899267, -0.129914, 1.0]], ['2, k, 6', [-0.207822, -0.0796684, 1.0]], ['2, k, 7', [-0.236307, -0.0565484, 1.0]], ['2, k, 8', [0.255746, -0.187325, 1.0]], ['2, k, 9', [0.0307465, -0.160687, 1.0]], ['2, k, 10', [-0.159225, -0.0886527, 1.0]], ['2, k, 11', [-0.231073, -0.0614281, 1.0]], ['2, k, 12', [0.173817, -0.651191, 1.0]], ['2, k, 13', [0.0657586, -0.988186, 1.0]], ['2, k, 14', [-0.0119679, -1.32953, 1.0]], ['2, k, 15', [-0.105826, -1.34781, 1.0]], ['2, k, 16', [0.212224, -0.644478, 1.0]], ['2, k, 17', [0.313087, -0.916009, 1.0]], ['2, k, 18', [0.400488, -1.20853, 1.0]], ['2, k, 19', [0.332552, -1.13369, 1.0]], ['2, k, 20', [0.233601, -0.132086, 1.0]], ['2, k, 21', [-0.28499, -0.0390598, 1.0]], ['2, k, 22', [-0.254287, -0.0920424, 1.0]], ['2, k, 23', [-0.286186, -0.0498989, 1.0]], ['2, k, 24', [-0.250842, -0.0627847, 1.0]]]
[['2, k, 0', [0.198336, -0.657526, 1.0]], ['2, k, 1', [0.222235, -0.355956, 1.0]], ['2, k, 2', [0.244255, -0.05937, 1.0]], ['2, k, 3', [0.255411, 0.0578074, 1.0]], ['2, k, 4', [0.149804, -0.0965912, 1.0]], ['2, k, 5', [-0.0672353, -0.134509, 1.0]], ['2, k, 6', [-0.234616, -0.0644667, 1.0]], ['2, k, 7', [-0.261511, -0.0519164, 1.0]], ['2, k, 8', [0.257814, -0.188028, 1.0]], ['2, k, 9', [0.024027, -0.157483, 1.0]], ['2, k, 10', [-0.186232, -0.104353, 1.0]], ['2, k, 11', [-0.233739, -0.0794969, 1.0]], ['2, k, 12', [0.177049, -0.651537, 1.0]], ['2, k, 13', [0.0670285, -0.987204, 1.0]], ['2, k, 14', [-0.0101795, -1.32758, 1.0]], ['2, k, 15', [-0.104386, -1.34562, 1.0]], ['2, k, 16', [0.214705, -0.645463, 1.0]], ['2, k, 17', [0.318717, -0.919255, 1.0]], ['2, k, 18', [0.377537, -1.16407, 1.0]], ['2, k, 19', [0.294951, -1.21588, 1.0]], ['2, k, 20', [0.239073, -0.132819, 1.0]], ['2, k, 21', [-0.306753, -0.0552311, 1.0]], ['2, k, 22', [-0.265951, -0.0797725, 1.0]], ['2, k, 23', [-0.291861, -0.0514251, 1.0]], ['2, k, 24', [-0.249349, -0.0941386, 1.0]]]
[['2, k, 0', [0.201461, -0.658564, 1.0]], ['2, k, 1', [0.227551, -0.357006, 1.0]], ['2, k, 2', [0.252301, -0.060243, 1.0]], ['2, k, 3', [0.258986, 0.0571213, 1.0]], ['2, k, 4', [0.157813, -0.0974596, 1.0]], ['2, k, 5', [-0.0555961, -0.131809, 1.0]], ['2, k, 6', [-0.229244, -0.0742967, 1.0]], ['2, k, 7', [-0.259517, -0.0633837, 1.0]], ['2, k, 8', [0.260068, -0.188527, 1.0]], ['2, k, 9', [0.0167566, -0.155922, 1.0]], ['2, k, 10', [-0.197985, -0.106076, 1.0]], ['2, k, 11', [-0.258412, -0.06709, 1.0]], ['2, k, 12', [0.180796, -0.652194, 1.0]], ['2, k, 13', [0.0706008, -0.982039, 1.0]], ['2, k, 14', [-0.00893246, -1.32656, 1.0]], ['2, k, 15', [-0.103591, -1.34393, 1.0]], ['2, k, 16', [0.21735, -0.646926, 1.0]], ['2, k, 17', [0.324641, -0.921903, 1.0]], ['2, k, 18', [0.379187, -1.1676, 1.0]], ['2, k, 19', [0.295047, -1.21745, 1.0]], ['2, k, 20', [0.246397, -0.133762, 1.0]], ['2, k, 21', [-0.314071, -0.046082, 1.0]], ['2, k, 22', [-0.217285, -0.0543307, 1.0]], ['2, k, 23', [-0.314968, -0.0447096, 1.0]], ['2, k, 24', [-0.273374, -0.0888962, 1.0]]]
[['2, k, 0', [0.205404, -0.658139, 1.0]], ['2, k, 1', [0.23261, -0.356101, 1.0]], ['2, k, 2', [0.258179, -0.0588446, 1.0]], ['2, k, 3', [0.265578, 0.0585223, 1.0]], ['2, k, 4', [0.163667, -0.0960667, 1.0]], ['2, k, 5', [-0.0416219, -0.130369, 1.0]], ['2, k, 6', [-0.278212, -0.0649325, 1.0]], ['2, k, 7', [-0.291775, -0.0573152, 1.0]], ['2, k, 8', [0.26506, -0.188149, 1.0]], ['2, k, 9', [0.0110172, -0.154403, 1.0]], ['2, k, 10', [-0.213177, -0.0898301, 1.0]], ['2, k, 11', [-0.263726, -0.0705189, 1.0]], ['2, k, 12', [0.185657, -0.651169, 1.0]], ['2, k, 13', [0.0735429, -0.977666, 1.0]], ['2, k, 14', [-0.00365048, -1.32081, 1.0]], ['2, k, 15', [-0.0983084, -1.33824, 1.0]], ['2, k, 16', [0.221002, -0.646945, 1.0]], ['2, k, 17', [0.330866, -0.923612, 1.0]], ['2, k, 18', [0.380909, -1.17048, 1.0]], ['2, k, 19', [0.295501, -1.21854, 1.0]], ['2, k, 20', [0.252094, -0.132488, 1.0]], ['2, k, 21', [-0.322312, -0.0522887, 1.0]], ['2, k, 22', [-0.285413, -0.0885947, 1.0]], ['2, k, 23', [-0.317616, -0.0472781, 1.0]], ['2, k, 24', [-0.268675, -0.0827035, 1.0]]]
[['2, k, 0', [0.208645, -0.657739, 1.0]], ['2, k, 1', [0.236278, -0.355838, 1.0]], ['2, k, 2', [0.262362, -0.058778, 1.0]], ['2, k, 3', [0.273013, 0.0585257, 1.0]], ['2, k, 4', [0.167834, -0.096, 1.0]], ['2, k, 5', [-0.0338469, -0.130184, 1.0]], ['2, k, 6', [-0.275491, -0.0658186, 1.0]], ['2, k, 7', [-0.302844, -0.0596151, 1.0]], ['2, k, 8', [0.275357, -0.188454, 1.0]], ['2, k, 9', [0.0142329, -0.152905, 1.0]], ['2, k, 10', [-0.213728, -0.0958323, 1.0]], ['2, k, 11', [-0.26537, -0.0733911, 1.0]], ['2, k, 12', [0.188144, -0.649914, 1.0]], ['2, k, 13', [0.075639, -0.974962, 1.0]], ['2, k, 14', [-0.000766501, -1.32279, 1.0]], ['2, k, 15', [-0.0950799, -1.34049, 1.0]], ['2, k, 16', [0.227097, -0.647582, 1.0]], ['2, k, 17', [0.335833, -0.923751, 1.0]], ['2, k, 18', [0.381915, -1.1717, 1.0]], ['2, k, 19', [0.295862, -1.21877, 1.0]], ['2, k, 20', [0.256132, -0.132366, 1.0]], ['2, k, 21', [-0.32052, -0.0539585, 1.0]], ['2, k, 22', [-0.305192, -0.0764872, 1.0]], ['2, k, 23', [-0.317016, -0.0563158, 1.0]], ['2, k, 24', [-0.290449, -0.073646, 1.0]]]
[['2, k, 0', [0.213018, -0.656905, 1.0]], ['2, k, 1', [0.241788, -0.354154, 1.0]], ['2, k, 2', [0.269414, -0.0559361, 1.0]], ['2, k, 3', [0.277411, 0.0615061, 1.0]], ['2, k, 4', [0.212002, -0.114529, 1.0]], ['2, k, 5', [0.0898522, -0.123622, 1.0]], ['2, k, 6', [-0.158202, -0.112486, 1.0]], ['2, k, 7', [-0.21407, -0.0941225, 1.0]], ['2, k, 8', [0.290738, -0.189638, 1.0]], ['2, k, 9', [0.0264122, -0.15298, 1.0]], ['2, k, 10', [-0.162015, -0.110335, 1.0]], ['2, k, 11', [-0.238663, -0.0885032, 1.0]], ['2, k, 12', [0.194874, -0.647465, 1.0]], ['2, k, 13', [0.077251, -0.973091, 1.0]], ['2, k, 14', [0.00167995, -1.32067, 1.0]], ['2, k, 15', [-0.0944621, -1.33711, 1.0]], ['2, k, 16', [0.232231, -0.647417, 1.0]], ['2, k, 17', [0.339751, -0.921721, 1.0]], ['2, k, 18', [0.383894, -1.1726, 1.0]], ['2, k, 19', [0.295205, -1.21641, 1.0]], ['2, k, 20', [0.26278, -0.129846, 1.0]], ['2, k, 21', [-0.270111, -0.0625424, 1.0]], ['2, k, 22', [-0.256966, -0.0977024, 1.0]], ['2, k, 23', [-0.29869, -0.0662967, 1.0]], ['2, k, 24', [-0.243935, -0.110638, 1.0]]]
[['2, k, 0', [0.216233, -0.65634, 1.0]], ['2, k, 1', [0.247, -0.354417, 1.0]], ['2, k, 2', [0.278055, -0.0582182, 1.0]], ['2, k, 3', [0.280519, 0.0589413, 1.0]], ['2, k, 4', [0.203646, -0.112404, 1.0]], ['2, k, 5', [0.082041, -0.0924602, 1.0]], ['2, k, 6', [-0.0930093, -0.0348785, 1.0]], ['2, k, 7', [-0.130686, -0.0196581, 1.0]], ['2, k, 8', [0.308712, -0.188655, 1.0]], ['2, k, 9', [0.0481398, -0.15369, 1.0]], ['2, k, 10', [-0.143427, -0.117621, 1.0]], ['2, k, 11', [-0.218309, -0.0913632, 1.0]], ['2, k, 12', [0.195716, -0.646555, 1.0]], ['2, k, 13', [0.0801486, -0.967935, 1.0]], ['2, k, 14', [0.00368372, -1.3173, 1.0]], ['2, k, 15', [-0.0908339, -1.33436, 1.0]], ['2, k, 16', [0.237914, -0.64759, 1.0]], ['2, k, 17', [0.344363, -0.920526, 1.0]], ['2, k, 18', [0.3859, -1.17414, 1.0]], ['2, k, 19', [0.298958, -1.21999, 1.0]], ['2, k, 20', [0.270535, -0.131474, 1.0]], ['2, k, 21', [-0.174669, -0.00695864, 1.0]], ['2, k, 22', [-0.154707, -0.0393714, 1.0]], ['2, k, 23', [-0.268618, -0.068993, 1.0]], ['2, k, 24', [-0.261954, -0.0876491, 1.0]]]
[['2, k, 0', [0.217773, -0.655435, 1.0]], ['2, k, 1', [0.250501, -0.355712, 1.0]], ['2, k, 2', [0.282457, -0.0643452, 1.0]], ['2, k, 3', [0.283607, 0.0514325, 1.0]], ['2, k, 4', [0.159479, -0.110241, 1.0]], ['2, k, 5', [0.00598217, -0.0821824, 1.0]], ['2, k, 6', [-0.169438, -0.0282402, 1.0]], ['2, k, 7', [-0.207701, -0.0137974, 1.0]], ['2, k, 8', [0.325089, -0.190029, 1.0]], ['2, k, 9', [0.0781455, -0.155835, 1.0]], ['2, k, 10', [-0.110781, -0.127507, 1.0]], ['2, k, 11', [-0.179998, -0.0997676, 1.0]], ['2, k, 12', [0.193593, -0.643908, 1.0]], ['2, k, 13', [0.0822312, -0.965246, 1.0]], ['2, k, 14', [0.0060592, -1.31406, 1.0]], ['2, k, 15', [-0.0851413, -1.33252, 1.0]], ['2, k, 16', [0.242457, -0.647219, 1.0]], ['2, k, 17', [0.348154, -0.921155, 1.0]], ['2, k, 18', [0.388129, -1.17646, 1.0]], ['2, k, 19', [0.305386, -1.22557, 1.0]], ['2, k, 20', [0.274889, -0.136272, 1.0]], ['2, k, 21', [-0.25495, -0.00676894, 1.0]], ['2, k, 22', [-0.213194, -0.035421, 1.0]], ['2, k, 23', [-0.22445, -0.0846224, 1.0]], ['2, k, 24', [-0.182997, -0.122943, 1.0]]]
[['2, k, 0', [0.219405, -0.653567, 1.0]], ['2, k, 1', [0.253262, -0.356596, 1.0]], ['2, k, 2', [0.286235, -0.0694319, 1.0]], ['2, k, 3', [0.285942, 0.0463811, 1.0]], ['2, k, 4', [0.158639, -0.10817, 1.0]], ['2, k, 5', [-0.0377329, -0.0885069, 1.0]], ['2, k, 6', [-0.216782, -0.0358166, 1.0]], ['2, k, 7', [-0.276475, -0.00908991, 1.0]], ['2, k, 8', [0.346328, -0.196229, 1.0]], ['2, k, 9', [0.120695, -0.162466, 1.0]], ['2, k, 10', [-0.106953, -0.115594, 1.0]], ['2, k, 11', [-0.143364, -0.100548, 1.0]], ['2, k, 12', [0.190306, -0.639802, 1.0]], ['2, k, 13', [0.0841881, -0.963921, 1.0]], ['2, k, 14', [0.00774602, -1.31245, 1.0]], ['2, k, 15', [-0.0793882, -1.33224, 1.0]], ['2, k, 16', [0.249354, -0.645653, 1.0]], ['2, k, 17', [0.351078, -0.920825, 1.0]], ['2, k, 18', [0.389545, -1.17738, 1.0]], ['2, k, 19', [0.311889, -1.22896, 1.0]], ['2, k, 20', [0.278446, -0.140241, 1.0]], ['2, k, 21', [-0.32241, -0.00505467, 1.0]], ['2, k, 22', [-0.266066, 0.000384443, 1.0]], ['2, k, 23', [-0.204538, -0.0881016, 1.0]], ['2, k, 24', [-0.152058, -0.132882, 1.0]]]
[['2, k, 0', [0.22049, -0.653463, 1.0]], ['2, k, 1', [0.255614, -0.359193, 1.0]], ['2, k, 2', [0.288577, -0.0746489, 1.0]], ['2, k, 3', [0.285858, 0.0463366, 1.0]], ['2, k, 4', [0.139899, -0.111031, 1.0]], ['2, k, 5', [-0.0420741, -0.0950299, 1.0]], ['2, k, 6', [-0.246213, -0.0364087, 1.0]], ['2, k, 7', [-0.322973, -0.00993181, 1.0]], ['2, k, 8', [0.357101, -0.19856, 1.0]], ['2, k, 9', [0.158167, -0.161828, 1.0]], ['2, k, 10', [-0.0185825, -0.133967, 1.0]], ['2, k, 11', [-0.0729682, -0.111859, 1.0]], ['2, k, 12', [0.187064, -0.639634, 1.0]], ['2, k, 13', [0.0865519, -0.962658, 1.0]], ['2, k, 14', [0.0096003, -1.31051, 1.0]], ['2, k, 15', [-0.0729249, -1.33183, 1.0]], ['2, k, 16', [0.257386, -0.646906, 1.0]], ['2, k, 17', [0.354747, -0.921969, 1.0]], ['2, k, 18', [0.390974, -1.17899, 1.0]], ['2, k, 19', [0.318966, -1.23233, 1.0]], ['2, k, 20', [0.280837, -0.144939, 1.0]], ['2, k, 21', [-0.369887, 0.00739839, 1.0]], ['2, k, 22', [-0.316103, 0.0106364, 1.0]], ['2, k, 23', [-0.108137, -0.0955271, 1.0]], ['2, k, 24', [-0.102998, -0.131504, 1.0]]]
