[['2, k, 0', [-0.1474698, -0.1940887, 1.0]], ['2, k, 1', [-0.1472979, 0.0402042, 1.0]], ['2, k, 2', [-0.1437708, 0.2689928, 1.0]], ['2, k, 3', [-0.1336436, 0.3863606, 1.0]], ['2, k, 4', [-0.295368, 0.1720237, 1.0]], ['2, k, 5', [-0.3299856, -0.02868002, 1.0]], ['2, k, 6', [-0.2726876, -0.212548, 1.0]], ['2, k, 7', [-0.2365775, -0.2085918, 1.0]], ['2, k, 8', [0.008284761, 0.164589, 1.0]], ['2, k, 9', [0.05727338, -0.06989154, 1.0]], ['2, k, 10', [0.1253977, -0.2845456, 1.0]], ['2, k, 11', [0.1362061, -0.3662733, 1.0]], ['2, k, 12', [-0.212697, -0.1922131, 1.0]], ['2, k, 13', [-0.1821973, -0.2936188, 1.0]], ['2, k, 14', [-0.2147941, -0.6612876, 1.0]], ['2, k, 15', [-0.2009647, -0.7368912, 1.0]], ['2, k, 16', [-0.07859068, -0.1915013, 1.0]], ['2, k, 17', [-0.003192836, -0.2973214, 1.0]], ['2, k, 18', [-0.003459439, -0.6616675, 1.0]], ['2, k, 19', [0.01518801, -0.7416079, 1.0]], ['2, k, 20', [-0.1447666, 0.2126098, 1.0]], ['2, k, 21', [-0.1889393, -0.2361745, 1.0]], ['2, k, 22', [-0.2737534, -0.2332037, 1.0]], ['2, k, 23', [0.1506925, -0.4268985, 1.0]], ['2, k, 24', [0.1078266, -0.364407, 1.0]]]
[['2, k, 0', [-0.1572464, -0.1743929, 1.0]], ['2, k, 1', [-0.1506834, 0.05681533, 1.0]], ['2, k, 2', [-0.1448236, 0.2822328, 1.0]], ['2, k, 3', [-0.1501115, 0.4032751, 1.0]], ['2, k, 4', [-0.2843801, 0.1898873, 1.0]], ['2, k, 5', [-0.3292415, -0.03062123, 1.0]], ['2, k, 6', [-0.2665454, -0.1905007, 1.0]], ['2, k, 7', [-0.2318274, -0.1877859, 1.0]], ['2, k, 8', [-0.01531674, 0.2365848, 1.0]], ['2, k, 9', [0.06848039, 0.4264373, 1.0]], ['2, k, 10', [0.1186025, 0.6098394, 1.0]], ['2, k, 11', [0.1541498, 0.7020279, 1.0]], ['2, k, 12', [-0.2210991, -0.175818, 1.0]], ['2, k, 13', [-0.1821287, -0.292806, 1.0]], ['2, k, 14', [-0.2175916, -0.6632476, 1.0]], ['2, k, 15', [-0.1992654, -0.7353824, 1.0]], ['2, k, 16', [-0.08975736, -0.1689061, 1.0]], ['2, k, 17', [-0.005778581, -0.2973284, 1.0]], ['2, k, 18', [-0.001867215, -0.6628521, 1.0]], ['2, k, 19', [0.01747226, -0.7090724, 1.0]], ['2, k, 20', [-0.1462685, 0.226689, 1.0]], ['2, k, 21', [-0.1829021, -0.2267472, 1.0]], ['2, k, 22', [-0.2675102, -0.2089495, 1.0]], ['2, k, 23', [0.1711373, 0.7479594, 1.0]], ['2, k, 24', [0.1067957, 0.6803384, 1.0]]]
[['2, k, 0', [-0.1578164, -0.1744555, 1.0]], ['2, k, 1', [-0.1521154, 0.05635629, 1.0]], ['2, k, 2', [-0.1469608, 0.2813529, 1.0]], ['2, k, 3', [-0.1501991, 0.4033762, 1.0]], ['2, k, 4', [-0.2848879, 0.1900142, 1.0]], ['2, k, 5', [-0.3297973, -0.02994653, 1.0]], ['2, k, 6', [-0.2659356, -0.1909506, 1.0]], ['2, k, 7', [-0.2300712, -0.1895729, 1.0]], ['2, k, 8', [-0.0152661, 0.2366687, 1.0]], ['2, k, 9', [0.07264644, 0.4093047, 1.0]], ['2, k, 10', [0.1349556, 0.5731165, 1.0]], ['2, k, 11', [0.1636741, 0.6524363, 1.0]], ['2, k, 12', [-0.2216376, -0.1757475, 1.0]], ['2, k, 13', [-0.1822511, -0.2930053, 1.0]], ['2, k, 14', [-0.2177891, -0.6633724, 1.0]], ['2, k, 15', [-0.2028094, -0.7403486, 1.0]], ['2, k, 16', [-0.09037345, -0.1691068, 1.0]], ['2, k, 17', [-0.005893473, -0.2973363, 1.0]], ['2, k, 18', [-0.001734795, -0.6628119, 1.0]], ['2, k, 19', [0.01748041, -0.7090161, 1.0]], ['2, k, 20', [-0.1482705, 0.2258971, 1.0]], ['2, k, 21', [-0.180088, -0.2279711, 1.0]], ['2, k, 22', [-0.2662919, -0.2061906, 1.0]], ['2, k, 23', [0.1857853, 0.6956627, 1.0]], ['2, k, 24', [0.1222707, 0.6355124, 1.0]]]
[['2, k, 0', [-0.1614693, -0.1751689, 1.0]], ['2, k, 1', [-0.1559269, 0.05451573, 1.0]], ['2, k, 2', [-0.1504699, 0.2785526, 1.0]], ['2, k, 3', [-0.1501739, 0.4033919, 1.0]], ['2, k, 4', [-0.2852785, 0.1896551, 1.0]], ['2, k, 5', [-0.3293909, -0.02675112, 1.0]], ['2, k, 6', [-0.2655262, -0.1911172, 1.0]], ['2, k, 7', [-0.2296387, -0.1894383, 1.0]], ['2, k, 8', [-0.01512981, 0.2367954, 1.0]], ['2, k, 9', [0.07463282, 0.390923, 1.0]], ['2, k, 10', [0.1430493, 0.5303773, 1.0]], ['2, k, 11', [0.1778424, 0.6019748, 1.0]], ['2, k, 12', [-0.2247566, -0.1761076, 1.0]], ['2, k, 13', [-0.182298, -0.2929617, 1.0]], ['2, k, 14', [-0.2179057, -0.6629838, 1.0]], ['2, k, 15', [-0.2007838, -0.7396665, 1.0]], ['2, k, 16', [-0.09445225, -0.1701698, 1.0]], ['2, k, 17', [-0.005554671, -0.2969288, 1.0]], ['2, k, 18', [-0.002202801, -0.6625167, 1.0]], ['2, k, 19', [0.01696679, -0.7087185, 1.0]], ['2, k, 20', [-0.151895, 0.2233112, 1.0]], ['2, k, 21', [-0.1771439, -0.2268436, 1.0]], ['2, k, 22', [-0.2670761, -0.2111774, 1.0]], ['2, k, 23', [0.2087482, 0.6418108, 1.0]], ['2, k, 24', [0.1311615, 0.5822136, 1.0]]]
[['2, k, 0', [-0.162761, -0.1753548, 1.0]], ['2, k, 1', [-0.1598323, 0.05431185, 1.0]], ['2, k, 2', [-0.1588794, 0.278492, 1.0]], ['2, k, 3', [-0.150262, 0.4041632, 1.0]], ['2, k, 4', [-0.2855586, 0.1892355, 1.0]], ['2, k, 5', [-0.3296675, -0.0266674, 1.0]], ['2, k, 6', [-0.2650477, -0.1915879, 1.0]], ['2, k, 7', [-0.2314353, -0.1874243, 1.0]], ['2, k, 8', [-0.01507059, 0.2368093, 1.0]], ['2, k, 9', [0.07961269, 0.3666829, 1.0]], ['2, k, 10', [0.1614811, 0.4865371, 1.0]], ['2, k, 11', [0.1940697, 0.5474573, 1.0]], ['2, k, 12', [-0.2262356, -0.17617, 1.0]], ['2, k, 13', [-0.1825305, -0.2928012, 1.0]], ['2, k, 14', [-0.2181312, -0.6627865, 1.0]], ['2, k, 15', [-0.2004597, -0.7381278, 1.0]], ['2, k, 16', [-0.09551122, -0.1704439, 1.0]], ['2, k, 17', [-0.005650415, -0.2966829, 1.0]], ['2, k, 18', [-0.001843148, -0.6625122, 1.0]], ['2, k, 19', [0.01729965, -0.70876, 1.0]], ['2, k, 20', [-0.1589802, 0.2231868, 1.0]], ['2, k, 21', [-0.182082, -0.2258252, 1.0]], ['2, k, 22', [-0.2583977, -0.2063076, 1.0]], ['2, k, 23', [0.2136254, 0.5878553, 1.0]], ['2, k, 24', [0.1527608, 0.5371331, 1.0]]]
[['2, k, 0', [-0.1630393, -0.1750272, 1.0]], ['2, k, 1', [-0.161515, 0.05574432, 1.0]], ['2, k, 2', [-0.1620055, 0.2817879, 1.0]], ['2, k, 3', [-0.1502479, 0.403766, 1.0]], ['2, k, 4', [-0.2857124, 0.1890719, 1.0]], ['2, k, 5', [-0.3301123, -0.02558, 1.0]], ['2, k, 6', [-0.2647542, -0.1917355, 1.0]], ['2, k, 7', [-0.2292382, -0.1898117, 1.0]], ['2, k, 8', [-0.01508241, 0.2367483, 1.0]], ['2, k, 9', [0.08069327, 0.3298075, 1.0]], ['2, k, 10', [0.1697149, 0.4403829, 1.0]], ['2, k, 11', [0.2026019, 0.4821467, 1.0]], ['2, k, 12', [-0.2268121, -0.1757999, 1.0]], ['2, k, 13', [-0.1825945, -0.2929286, 1.0]], ['2, k, 14', [-0.2181325, -0.6638707, 1.0]], ['2, k, 15', [-0.2000424, -0.7374263, 1.0]], ['2, k, 16', [-0.09551173, -0.1701406, 1.0]], ['2, k, 17', [-0.005675615, -0.2966195, 1.0]], ['2, k, 18', [-0.001844144, -0.6620104, 1.0]], ['2, k, 19', [0.01719486, -0.7081718, 1.0]], ['2, k, 20', [-0.1617955, 0.2259585, 1.0]], ['2, k, 21', [-0.1745892, -0.2298436, 1.0]], ['2, k, 22', [-0.2712318, -0.2073787, 1.0]], ['2, k, 23', [0.2245754, 0.5126598, 1.0]], ['2, k, 24', [0.1615972, 0.4634454, 1.0]]]
[['2, k, 0', [-0.1632442, -0.1753682, 1.0]], ['2, k, 1', [-0.1619104, 0.05572409, 1.0]], ['2, k, 2', [-0.1622856, 0.2819368, 1.0]], ['2, k, 3', [-0.150362, 0.4038382, 1.0]], ['2, k, 4', [-0.2882099, 0.1862331, 1.0]], ['2, k, 5', [-0.3303353, -0.02516644, 1.0]], ['2, k, 6', [-0.264679, -0.1924924, 1.0]], ['2, k, 7', [-0.2298254, -0.1875302, 1.0]], ['2, k, 8', [-0.01537178, 0.2361768, 1.0]], ['2, k, 9', [0.08571126, 0.3124379, 1.0]], ['2, k, 10', [0.1777332, 0.3891135, 1.0]], ['2, k, 11', [0.2123201, 0.4168879, 1.0]], ['2, k, 12', [-0.2273354, -0.1762919, 1.0]], ['2, k, 13', [-0.1825954, -0.2929271, 1.0]], ['2, k, 14', [-0.21811, -0.6634013, 1.0]], ['2, k, 15', [-0.1999663, -0.7367787, 1.0]], ['2, k, 16', [-0.09551449, -0.1703462, 1.0]], ['2, k, 17', [-0.005818591, -0.2964679, 1.0]], ['2, k, 18', [-0.001870641, -0.6621041, 1.0]], ['2, k, 19', [0.01630313, -0.7083098, 1.0]], ['2, k, 20', [-0.1621219, 0.2260772, 1.0]], ['2, k, 21', [-0.1786156, -0.2251054, 1.0]], ['2, k, 22', [-0.2712152, -0.207304, 1.0]], ['2, k, 23', [0.2159805, 0.434671, 1.0]], ['2, k, 24', [0.1645851, 0.3999575, 1.0]]]
[['2, k, 0', [-0.1638729, -0.1757168, 1.0]], ['2, k, 1', [-0.1646785, 0.05565116, 1.0]], ['2, k, 2', [-0.1675104, 0.2824801, 1.0]], ['2, k, 3', [-0.1508783, 0.4033465, 1.0]], ['2, k, 4', [-0.2883283, 0.1860844, 1.0]], ['2, k, 5', [-0.3304106, -0.02509456, 1.0]], ['2, k, 6', [-0.2649379, -0.1920139, 1.0]], ['2, k, 7', [-0.2285157, -0.1921328, 1.0]], ['2, k, 8', [-0.0158212, 0.2346673, 1.0]], ['2, k, 9', [0.08864797, 0.271675, 1.0]], ['2, k, 10', [0.1862664, 0.3290771, 1.0]], ['2, k, 11', [0.218303, 0.3489892, 1.0]], ['2, k, 12', [-0.2282319, -0.1765479, 1.0]], ['2, k, 13', [-0.1828379, -0.2931521, 1.0]], ['2, k, 14', [-0.217962, -0.6634725, 1.0]], ['2, k, 15', [-0.1995391, -0.7365736, 1.0]], ['2, k, 16', [-0.09587891, -0.1707401, 1.0]], ['2, k, 17', [-0.005928506, -0.2967561, 1.0]], ['2, k, 18', [-0.005999917, -0.6642818, 1.0]], ['2, k, 19', [0.0120397, -0.7104474, 1.0]], ['2, k, 20', [-0.1667721, 0.2264492, 1.0]], ['2, k, 21', [-0.1798862, -0.2341207, 1.0]], ['2, k, 22', [-0.2564543, -0.2166353, 1.0]], ['2, k, 23', [0.2353142, 0.3614101, 1.0]], ['2, k, 24', [0.1743668, 0.3386823, 1.0]]]
[['2, k, 0', [-0.1646274, -0.1765022, 1.0]], ['2, k, 1', [-0.1662139, 0.05501448, 1.0]], ['2, k, 2', [-0.1691719, 0.2820504, 1.0]], ['2, k, 3', [-0.1508249, 0.4028704, 1.0]], ['2, k, 4', [-0.2920283, 0.1844233, 1.0]], ['2, k, 5', [-0.3304106, -0.02508421, 1.0]], ['2, k, 6', [-0.2658817, -0.1901816, 1.0]], ['2, k, 7', [-0.2289135, -0.1890306, 1.0]], ['2, k, 8', [-0.01632556, 0.2328141, 1.0]], ['2, k, 9', [0.09018323, 0.2424211, 1.0]], ['2, k, 10', [0.1905816, 0.2569084, 1.0]], ['2, k, 11', [0.2248566, 0.2780852, 1.0]], ['2, k, 12', [-0.2292304, -0.1772451, 1.0]], ['2, k, 13', [-0.1828288, -0.2931447, 1.0]], ['2, k, 14', [-0.2179414, -0.6634974, 1.0]], ['2, k, 15', [-0.1994225, -0.7365288, 1.0]], ['2, k, 16', [-0.09641123, -0.1716515, 1.0]], ['2, k, 17', [-0.005971494, -0.2967986, 1.0]], ['2, k, 18', [-0.005402653, -0.663816, 1.0]], ['2, k, 19', [0.01160549, -0.7099878, 1.0]], ['2, k, 20', [-0.1684566, 0.2259704, 1.0]], ['2, k, 21', [-0.1818534, -0.229, 1.0]], ['2, k, 22', [-0.2782462, -0.2019573, 1.0]], ['2, k, 23', [0.2668052, 0.2806334, 1.0]], ['2, k, 24', [0.1888401, 0.2740496, 1.0]]]
[['2, k, 0', [-0.1646785, -0.1769852, 1.0]], ['2, k, 1', [-0.1665218, 0.05456046, 1.0]], ['2, k, 2', [-0.169547, 0.2815187, 1.0]], ['2, k, 3', [-0.1509607, 0.4027334, 1.0]], ['2, k, 4', [-0.2984295, 0.1817691, 1.0]], ['2, k, 5', [-0.3304257, -0.02504707, 1.0]], ['2, k, 6', [-0.2637337, -0.1916136, 1.0]], ['2, k, 7', [-0.2270526, -0.1867566, 1.0]], ['2, k, 8', [-0.01731237, 0.2310466, 1.0]], ['2, k, 9', [0.09656959, 0.2031547, 1.0]], ['2, k, 10', [0.1562572, 0.2144654, 1.0]], ['2, k, 11', [0.2178697, 0.205065, 1.0]], ['2, k, 12', [-0.229333, -0.1778981, 1.0]], ['2, k, 13', [-0.1830571, -0.2931899, 1.0]], ['2, k, 14', [-0.217226, -0.6626157, 1.0]], ['2, k, 15', [-0.1963834, -0.7419953, 1.0]], ['2, k, 16', [-0.09639881, -0.1719639, 1.0]], ['2, k, 17', [-0.005964638, -0.297128, 1.0]], ['2, k, 18', [-0.006029474, -0.6642865, 1.0]], ['2, k, 19', [0.009650227, -0.7104939, 1.0]], ['2, k, 20', [-0.1688283, 0.2254631, 1.0]], ['2, k, 21', [-0.1721518, -0.2281896, 1.0]], ['2, k, 22', [-0.2511038, -0.2062286, 1.0]], ['2, k, 23', [0.2707312, 0.2018065, 1.0]], ['2, k, 24', [0.1891762, 0.2081603, 1.0]]]
[['2, k, 0', [-0.1650569, -0.1775709, 1.0]], ['2, k, 1', [-0.167017, 0.0541539, 1.0]], ['2, k, 2', [-0.1698713, 0.2812548, 1.0]], ['2, k, 3', [-0.1514128, 0.4018885, 1.0]], ['2, k, 4', [-0.2997638, 0.1806059, 1.0]], ['2, k, 5', [-0.3298368, -0.02568838, 1.0]], ['2, k, 6', [-0.2488506, -0.2100049, 1.0]], ['2, k, 7', [-0.2156306, -0.1992886, 1.0]], ['2, k, 8', [-0.0176848, 0.2301369, 1.0]], ['2, k, 9', [0.09518111, 0.1667864, 1.0]], ['2, k, 10', [0.1754009, 0.1467419, 1.0]], ['2, k, 11', [0.209372, 0.1380816, 1.0]], ['2, k, 12', [-0.2298209, -0.1785088, 1.0]], ['2, k, 13', [-0.1831731, -0.293208, 1.0]], ['2, k, 14', [-0.2170876, -0.6625348, 1.0]], ['2, k, 15', [-0.1949209, -0.7393662, 1.0]], ['2, k, 16', [-0.09663998, -0.1725205, 1.0]], ['2, k, 17', [-0.00605795, -0.2971111, 1.0]], ['2, k, 18', [-0.005055713, -0.6635995, 1.0]], ['2, k, 19', [0.01250578, -0.7437244, 1.0]], ['2, k, 20', [-0.169207, 0.2251671, 1.0]], ['2, k, 21', [-0.1572393, -0.245467, 1.0]], ['2, k, 22', [-0.2468187, -0.219914, 1.0]], ['2, k, 23', [0.2350923, 0.1361715, 1.0]], ['2, k, 24', [0.178002, 0.1142745, 1.0]]]
[['2, k, 0', [-0.1649757, -0.1777437, 1.0]], ['2, k, 1', [-0.1670267, 0.05415185, 1.0]], ['2, k, 2', [-0.1698785, 0.2813027, 1.0]], ['2, k, 3', [-0.1520516, 0.4007736, 1.0]], ['2, k, 4', [-0.3026286, 0.179788, 1.0]], ['2, k, 5', [-0.3293017, -0.02705903, 1.0]], ['2, k, 6', [-0.2506546, -0.207679, 1.0]], ['2, k, 7', [-0.2172514, -0.2002282, 1.0]], ['2, k, 8', [-0.01782402, 0.2289488, 1.0]], ['2, k, 9', [0.09229945, 0.1432845, 1.0]], ['2, k, 10', [0.1602525, 0.1005735, 1.0]], ['2, k, 11', [0.2086467, 0.06715652, 1.0]], ['2, k, 12', [-0.2298658, -0.1788151, 1.0]], ['2, k, 13', [-0.1832871, -0.2932942, 1.0]], ['2, k, 14', [-0.2170977, -0.6626089, 1.0]], ['2, k, 15', [-0.195413, -0.7371638, 1.0]], ['2, k, 16', [-0.09647024, -0.1726196, 1.0]], ['2, k, 17', [-0.00609466, -0.2971253, 1.0]], ['2, k, 18', [-0.003075365, -0.6631505, 1.0]], ['2, k, 19', [0.01758748, -0.733196, 1.0]], ['2, k, 20', [-0.169216, 0.2251935, 1.0]], ['2, k, 21', [-0.1551646, -0.2419542, 1.0]], ['2, k, 22', [-0.2555857, -0.2162516, 1.0]], ['2, k, 23', [0.2514821, 0.04540794, 1.0]], ['2, k, 24', [0.1772123, 0.04444924, 1.0]]]
[['2, k, 0', [-0.1649288, -0.1778849, 1.0]], ['2, k, 1', [-0.1670403, 0.0540932, 1.0]], ['2, k, 2', [-0.1698683, 0.2812783, 1.0]], ['2, k, 3', [-0.1524192, 0.4004815, 1.0]], ['2, k, 4', [-0.3042088, 0.1791424, 1.0]], ['2, k, 5', [-0.3281632, -0.02907872, 1.0]], ['2, k, 6', [-0.2525745, -0.2046002, 1.0]], ['2, k, 7', [-0.2171666, -0.1978007, 1.0]], ['2, k, 8', [-0.01765336, 0.2276373, 1.0]], ['2, k, 9', [0.09131309, 0.09933397, 1.0]], ['2, k, 10', [0.1597272, 0.06024492, 1.0]], ['2, k, 11', [0.2154131, -0.003930304, 1.0]], ['2, k, 12', [-0.2298553, -0.1790073, 1.0]], ['2, k, 13', [-0.1837227, -0.2931379, 1.0]], ['2, k, 14', [-0.2171209, -0.6626168, 1.0]], ['2, k, 15', [-0.1981081, -0.7403361, 1.0]], ['2, k, 16', [-0.09635258, -0.172732, 1.0]], ['2, k, 17', [-0.006346957, -0.2971977, 1.0]], ['2, k, 18', [-0.002903765, -0.6616547, 1.0]], ['2, k, 19', [0.01979209, -0.7348721, 1.0]], ['2, k, 20', [-0.1692181, 0.2251615, 1.0]], ['2, k, 21', [-0.1614638, -0.2406376, 1.0]], ['2, k, 22', [-0.2424629, -0.2152109, 1.0]], ['2, k, 23', [0.238702, -0.03056818, 1.0]], ['2, k, 24', [0.193701, -0.0259614, 1.0]]]
[['2, k, 0', [-0.1655324, -0.1786139, 1.0]], ['2, k, 1', [-0.1672783, 0.05338986, 1.0]], ['2, k, 2', [-0.1695351, 0.2803703, 1.0]], ['2, k, 3', [-0.1525328, 0.3984333, 1.0]], ['2, k, 4', [-0.3044969, 0.1791127, 1.0]], ['2, k, 5', [-0.3279046, -0.02956102, 1.0]], ['2, k, 6', [-0.2520511, -0.2150068, 1.0]], ['2, k, 7', [-0.2197587, -0.2016168, 1.0]], ['2, k, 8', [-0.0166726, 0.2248654, 1.0]], ['2, k, 9', [0.09088186, 0.08765189, 1.0]], ['2, k, 10', [0.1549093, 0.01632696, 1.0]], ['2, k, 11', [0.2179353, -0.07130736, 1.0]], ['2, k, 12', [-0.2304861, -0.1795568, 1.0]], ['2, k, 13', [-0.1837403, -0.2930644, 1.0]], ['2, k, 14', [-0.217296, -0.6627102, 1.0]], ['2, k, 15', [-0.1984071, -0.7393105, 1.0]], ['2, k, 16', [-0.09687023, -0.1736035, 1.0]], ['2, k, 17', [-0.006510665, -0.2973744, 1.0]], ['2, k, 18', [-0.00575456, -0.6639376, 1.0]], ['2, k, 19', [0.01894896, -0.7344788, 1.0]], ['2, k, 20', [-0.1690614, 0.2243373, 1.0]], ['2, k, 21', [-0.1662845, -0.2407309, 1.0]], ['2, k, 22', [-0.2524473, -0.2182582, 1.0]], ['2, k, 23', [0.2495996, -0.1087512, 1.0]], ['2, k, 24', [0.1849937, -0.07897098, 1.0]]]
[['2, k, 0', [-0.1664515, -0.1792556, 1.0]], ['2, k, 1', [-0.1672481, 0.05312242, 1.0]], ['2, k, 2', [-0.1681175, 0.2800198, 1.0]], ['2, k, 3', [-0.1525978, 0.3986214, 1.0]], ['2, k, 4', [-0.3047473, 0.1791663, 1.0]], ['2, k, 5', [-0.3278517, -0.02982506, 1.0]], ['2, k, 6', [-0.2543688, -0.2102414, 1.0]], ['2, k, 7', [-0.220541, -0.2003477, 1.0]], ['2, k, 8', [-0.01460317, 0.2104585, 1.0]], ['2, k, 9', [0.09526525, 0.0404937, 1.0]], ['2, k, 10', [0.1676351, -0.04501884, 1.0]], ['2, k, 11', [0.212086, -0.1324272, 1.0]], ['2, k, 12', [-0.2316494, -0.1797972, 1.0]], ['2, k, 13', [-0.1838561, -0.293081, 1.0]], ['2, k, 14', [-0.217017, -0.6630021, 1.0]], ['2, k, 15', [-0.1994999, -0.7379966, 1.0]], ['2, k, 16', [-0.09761496, -0.1746904, 1.0]], ['2, k, 17', [-0.006840272, -0.2976874, 1.0]], ['2, k, 18', [-0.00509584, -0.6638545, 1.0]], ['2, k, 19', [0.01936366, -0.7353121, 1.0]], ['2, k, 20', [-0.1681779, 0.2240123, 1.0]], ['2, k, 21', [-0.1677986, -0.2378692, 1.0]], ['2, k, 22', [-0.2511576, -0.2141383, 1.0]], ['2, k, 23', [0.2367322, -0.1764981, 1.0]], ['2, k, 24', [0.1802838, -0.1506729, 1.0]]]
[['2, k, 0', [-0.1672291, -0.1806766, 1.0]], ['2, k, 1', [-0.1670446, 0.052128, 1.0]], ['2, k, 2', [-0.166353, 0.2789741, 1.0]], ['2, k, 3', [-0.1528156, 0.3981238, 1.0]], ['2, k, 4', [-0.3053972, 0.1790589, 1.0]], ['2, k, 5', [-0.3273319, -0.03057151, 1.0]], ['2, k, 6', [-0.2521616, -0.2167802, 1.0]], ['2, k, 7', [-0.2221574, -0.2057852, 1.0]], ['2, k, 8', [-0.009983491, 0.191827, 1.0]], ['2, k, 9', [0.08924397, 0.00398245, 1.0]], ['2, k, 10', [0.1650541, -0.1558764, 1.0]], ['2, k, 11', [0.1981344, -0.2377921, 1.0]], ['2, k, 12', [-0.2324962, -0.1803819, 1.0]], ['2, k, 13', [-0.1840963, -0.2918927, 1.0]], ['2, k, 14', [-0.2170938, -0.6628478, 1.0]], ['2, k, 15', [-0.1992492, -0.7380814, 1.0]], ['2, k, 16', [-0.09819171, -0.1774184, 1.0]], ['2, k, 17', [-0.007161468, -0.2977535, 1.0]], ['2, k, 18', [-0.003199674, -0.6621334, 1.0]], ['2, k, 19', [0.01837844, -0.7354836, 1.0]], ['2, k, 20', [-0.1668841, 0.2229757, 1.0]], ['2, k, 21', [-0.1669352, -0.2418196, 1.0]], ['2, k, 22', [-0.2579271, -0.2280402, 1.0]], ['2, k, 23', [0.22906, -0.2803029, 1.0]], ['2, k, 24', [0.1569786, -0.2608646, 1.0]]]
[['2, k, 0', [-0.171367, -0.18268, 1.0]], ['2, k, 1', [-0.1677909, 0.05109758, 1.0]], ['2, k, 2', [-0.1652256, 0.2783755, 1.0]], ['2, k, 3', [-0.152703, 0.397967, 1.0]], ['2, k, 4', [-0.3056362, 0.1789595, 1.0]], ['2, k, 5', [-0.3272103, -0.03074399, 1.0]], ['2, k, 6', [-0.249449, -0.2191591, 1.0]], ['2, k, 7', [-0.2185335, -0.2065645, 1.0]], ['2, k, 8', [-0.008938885, 0.1904131, 1.0]], ['2, k, 9', [0.08969006, -0.005745016, 1.0]], ['2, k, 10', [0.1571737, -0.1876145, 1.0]], ['2, k, 11', [0.1809737, -0.2597176, 1.0]], ['2, k, 12', [-0.2372875, -0.181041, 1.0]], ['2, k, 13', [-0.1841038, -0.2919102, 1.0]], ['2, k, 14', [-0.2170982, -0.6626189, 1.0]], ['2, k, 15', [-0.194541, -0.7394621, 1.0]], ['2, k, 16', [-0.1017108, -0.1804829, 1.0]], ['2, k, 17', [-0.007558841, -0.2983886, 1.0]], ['2, k, 18', [-0.002845888, -0.6621888, 1.0]], ['2, k, 19', [0.01884308, -0.7362939, 1.0]], ['2, k, 20', [-0.1662097, 0.2223217, 1.0]], ['2, k, 21', [-0.1611947, -0.2447117, 1.0]], ['2, k, 22', [-0.2617203, -0.2201573, 1.0]], ['2, k, 23', [0.2062492, -0.307395, 1.0]], ['2, k, 24', [0.1406479, -0.2756722, 1.0]]]
[['2, k, 0', [-0.1713564, -0.1836732, 1.0]], ['2, k, 1', [-0.1667042, 0.05024292, 1.0]], ['2, k, 2', [-0.1611437, 0.2780868, 1.0]], ['2, k, 3', [-0.1521726, 0.3955206, 1.0]], ['2, k, 4', [-0.3020759, 0.179947, 1.0]], ['2, k, 5', [-0.3266197, -0.03073486, 1.0]], ['2, k, 6', [-0.2491179, -0.2206972, 1.0]], ['2, k, 7', [-0.2163893, -0.2066781, 1.0]], ['2, k, 8', [-0.008072778, 0.1836866, 1.0]], ['2, k, 9', [0.08484014, -0.0126708, 1.0]], ['2, k, 10', [0.1461069, -0.2076049, 1.0]], ['2, k, 11', [0.1664434, -0.2852066, 1.0]], ['2, k, 12', [-0.2374079, -0.1812749, 1.0]], ['2, k, 13', [-0.184106, -0.2919262, 1.0]], ['2, k, 14', [-0.2165492, -0.6623364, 1.0]], ['2, k, 15', [-0.1931886, -0.7368082, 1.0]], ['2, k, 16', [-0.1012465, -0.1827923, 1.0]], ['2, k, 17', [-0.007545246, -0.2985536, 1.0]], ['2, k, 18', [-0.002825401, -0.6626223, 1.0]], ['2, k, 19', [0.01839709, -0.736407, 1.0]], ['2, k, 20', [-0.1629649, 0.2217947, 1.0]], ['2, k, 21', [-0.1604434, -0.2479263, 1.0]], ['2, k, 22', [-0.2484478, -0.2249179, 1.0]], ['2, k, 23', [0.1968482, -0.3350758, 1.0]], ['2, k, 24', [0.1284369, -0.3069243, 1.0]]]
