[['2, k, 0', [-0.100588, -0.234976, 1.0]], ['2, k, 1', [-0.0995235, 0.0878774, 1.0]], ['2, k, 2', [-0.0979055, 0.401387, 1.0]], ['2, k, 3', [-0.143377, 0.555191, 1.0]], ['2, k, 4', [-0.298911, 0.277185, 1.0]], ['2, k, 5', [-0.400004, 0.0752176, 1.0]], ['2, k, 6', [-0.436701, -0.0828374, 1.0]], ['2, k, 7', [-0.426033, -0.148903, 1.0]], ['2, k, 8', [0.0621831, 0.289834, 1.0]], ['2, k, 9', [0.192296, 0.112389, 1.0]], ['2, k, 10', [0.0457824, 0.139374, 1.0]], ['2, k, 11', [-0.023022, 0.102601, 1.0]], ['2, k, 12', [-0.181511, -0.234225, 1.0]], ['2, k, 13', [-0.236389, -0.648112, 1.0]], ['2, k, 14', [-0.298738, -1.0169, 1.0]], ['2, k, 15', [-0.309082, -1.06934, 1.0]], ['2, k, 16', [-0.0165857, -0.228608, 1.0]], ['2, k, 17', [0.0543276, -0.619962, 1.0]], ['2, k, 18', [0.0905823, -1.00512, 1.0]], ['2, k, 19', [0.127686, -1.06152, 1.0]], ['2, k, 20', [-0.0984074, 0.324328, 1.0]], ['2, k, 21', [-0.399428, -0.181203, 1.0]], ['2, k, 22', [-0.370248, -0.171829, 1.0]], ['2, k, 23', [-0.0303092, 0.106103, 1.0]], ['2, k, 24', [-0.0301716, 0.118332, 1.0]]]
[['2, k, 0', [-0.104097, -0.203585, 1.0]], ['2, k, 1', [-0.105511, 0.113026, 1.0]], ['2, k, 2', [-0.10562, 0.417993, 1.0]], ['2, k, 3', [-0.101153, 0.569951, 1.0]], ['2, k, 4', [-0.27229, 0.372608, 1.0]], ['2, k, 5', [-0.383696, 0.593097, 1.0]], ['2, k, 6', [-0.388334, 0.873736, 1.0]], ['2, k, 7', [-0.417365, 0.939802, 1.0]], ['2, k, 8', [0.0689537, 0.364652, 1.0]], ['2, k, 9', [0.196116, 0.600301, 1.0]], ['2, k, 10', [0.230133, 0.878845, 1.0]], ['2, k, 11', [0.218638, 0.964736, 1.0]], ['2, k, 12', [-0.190149, -0.199594, 1.0]], ['2, k, 13', [-0.234328, -0.616314, 1.0]], ['2, k, 14', [-0.288477, -1.00128, 1.0]], ['2, k, 15', [-0.310621, -1.06969, 1.0]], ['2, k, 16', [-0.01482, -0.201101, 1.0]], ['2, k, 17', [0.0517157, -0.607764, 1.0]], ['2, k, 18', [0.0954622, -1.00604, 1.0]], ['2, k, 19', [0.135799, -1.06114, 1.0]], ['2, k, 20', [-0.105771, 0.343122, 1.0]], ['2, k, 21', [-0.417739, 1.00604, 1.0]], ['2, k, 22', [-0.340509, 0.95934, 1.0]], ['2, k, 23', [0.219564, 1.02344, 1.0]], ['2, k, 24', [0.157322, 0.974791, 1.0]]]
[['2, k, 0', [-0.104151, -0.204384, 1.0]], ['2, k, 1', [-0.105384, 0.111949, 1.0]], ['2, k, 2', [-0.105429, 0.417219, 1.0]], ['2, k, 3', [-0.101019, 0.570858, 1.0]], ['2, k, 4', [-0.27278, 0.373002, 1.0]], ['2, k, 5', [-0.385439, 0.592286, 1.0]], ['2, k, 6', [-0.395871, 0.872536, 1.0]], ['2, k, 7', [-0.41544, 0.942615, 1.0]], ['2, k, 8', [0.0688239, 0.364048, 1.0]], ['2, k, 9', [0.196998, 0.603122, 1.0]], ['2, k, 10', [0.23031, 0.881818, 1.0]], ['2, k, 11', [0.217635, 0.962901, 1.0]], ['2, k, 12', [-0.190168, -0.200311, 1.0]], ['2, k, 13', [-0.234342, -0.614874, 1.0]], ['2, k, 14', [-0.288317, -1.0011, 1.0]], ['2, k, 15', [-0.310649, -1.06969, 1.0]], ['2, k, 16', [-0.0148999, -0.201963, 1.0]], ['2, k, 17', [0.0516923, -0.60821, 1.0]], ['2, k, 18', [0.0951732, -1.00671, 1.0]], ['2, k, 19', [0.135851, -1.06112, 1.0]], ['2, k, 20', [-0.105583, 0.342274, 1.0]], ['2, k, 21', [-0.398896, 1.00003, 1.0]], ['2, k, 22', [-0.329219, 0.959087, 1.0]], ['2, k, 23', [0.199628, 1.0267, 1.0]], ['2, k, 24', [0.160933, 0.968361, 1.0]]]
[['2, k, 0', [-0.104043, -0.204884, 1.0]], ['2, k, 1', [-0.10542, 0.110932, 1.0]], ['2, k, 2', [-0.105844, 0.415978, 1.0]], ['2, k, 3', [-0.100908, 0.570651, 1.0]], ['2, k, 4', [-0.273032, 0.373123, 1.0]], ['2, k, 5', [-0.385746, 0.589869, 1.0]], ['2, k, 6', [-0.398826, 0.869836, 1.0]], ['2, k, 7', [-0.417272, 0.941553, 1.0]], ['2, k, 8', [0.0686546, 0.363608, 1.0]], ['2, k, 9', [0.197678, 0.606489, 1.0]], ['2, k, 10', [0.2301, 0.882338, 1.0]], ['2, k, 11', [0.216181, 0.962554, 1.0]], ['2, k, 12', [-0.189938, -0.200856, 1.0]], ['2, k, 13', [-0.234358, -0.615121, 1.0]], ['2, k, 14', [-0.288681, -1.00152, 1.0]], ['2, k, 15', [-0.310638, -1.06974, 1.0]], ['2, k, 16', [-0.0149163, -0.20241, 1.0]], ['2, k, 17', [0.0517698, -0.608824, 1.0]], ['2, k, 18', [0.0947575, -1.00699, 1.0]], ['2, k, 19', [0.135631, -1.06106, 1.0]], ['2, k, 20', [-0.105873, 0.341095, 1.0]], ['2, k, 21', [-0.40146, 1.00239, 1.0]], ['2, k, 22', [-0.32817, 0.95603, 1.0]], ['2, k, 23', [0.210019, 1.02288, 1.0]], ['2, k, 24', [0.151872, 0.969788, 1.0]]]
[['2, k, 0', [-0.103979, -0.205239, 1.0]], ['2, k, 1', [-0.10538, 0.110298, 1.0]], ['2, k, 2', [-0.105885, 0.415292, 1.0]], ['2, k, 3', [-0.100904, 0.57034, 1.0]], ['2, k, 4', [-0.273482, 0.373175, 1.0]], ['2, k, 5', [-0.38635, 0.589519, 1.0]], ['2, k, 6', [-0.401292, 0.869381, 1.0]], ['2, k, 7', [-0.419396, 0.940576, 1.0]], ['2, k, 8', [0.068509, 0.363537, 1.0]], ['2, k, 9', [0.193642, 0.592342, 1.0]], ['2, k, 10', [0.228224, 0.871123, 1.0]], ['2, k, 11', [0.215286, 0.961531, 1.0]], ['2, k, 12', [-0.189773, -0.201443, 1.0]], ['2, k, 13', [-0.234258, -0.616088, 1.0]], ['2, k, 14', [-0.288437, -1.00239, 1.0]], ['2, k, 15', [-0.310725, -1.06966, 1.0]], ['2, k, 16', [-0.0149335, -0.202567, 1.0]], ['2, k, 17', [0.0515372, -0.608183, 1.0]], ['2, k, 18', [0.0943803, -1.00705, 1.0]], ['2, k, 19', [0.135643, -1.06098, 1.0]], ['2, k, 20', [-0.105891, 0.340418, 1.0]], ['2, k, 21', [-0.398234, 1.00551, 1.0]], ['2, k, 22', [-0.355917, 0.95359, 1.0]], ['2, k, 23', [0.204871, 1.025, 1.0]], ['2, k, 24', [0.152474, 0.970183, 1.0]]]
[['2, k, 0', [-0.1041, -0.206041, 1.0]], ['2, k, 1', [-0.105562, 0.109571, 1.0]], ['2, k, 2', [-0.106152, 0.414821, 1.0]], ['2, k, 3', [-0.101001, 0.570213, 1.0]], ['2, k, 4', [-0.273794, 0.373197, 1.0]], ['2, k, 5', [-0.387391, 0.589758, 1.0]], ['2, k, 6', [-0.402851, 0.869585, 1.0]], ['2, k, 7', [-0.418332, 0.939382, 1.0]], ['2, k, 8', [0.0683954, 0.363462, 1.0]], ['2, k, 9', [0.192682, 0.588827, 1.0]], ['2, k, 10', [0.227091, 0.867724, 1.0]], ['2, k, 11', [0.21478, 0.960359, 1.0]], ['2, k, 12', [-0.189959, -0.202055, 1.0]], ['2, k, 13', [-0.233851, -0.613754, 1.0]], ['2, k, 14', [-0.288477, -1.0008, 1.0]], ['2, k, 15', [-0.310868, -1.06959, 1.0]], ['2, k, 16', [-0.0149609, -0.203553, 1.0]], ['2, k, 17', [0.0515048, -0.608284, 1.0]], ['2, k, 18', [0.094341, -1.00702, 1.0]], ['2, k, 19', [0.135523, -1.06073, 1.0]], ['2, k, 20', [-0.106134, 0.339883, 1.0]], ['2, k, 21', [-0.404177, 0.998307, 1.0]], ['2, k, 22', [-0.331567, 0.954512, 1.0]], ['2, k, 23', [0.20242, 1.02299, 1.0]], ['2, k, 24', [0.151243, 0.969771, 1.0]]]
[['2, k, 0', [-0.103958, -0.206141, 1.0]], ['2, k, 1', [-0.105608, 0.10916, 1.0]], ['2, k, 2', [-0.106469, 0.414169, 1.0]], ['2, k, 3', [-0.10124, 0.56982, 1.0]], ['2, k, 4', [-0.274102, 0.373027, 1.0]], ['2, k, 5', [-0.388524, 0.590063, 1.0]], ['2, k, 6', [-0.40416, 0.869925, 1.0]], ['2, k, 7', [-0.42029, 0.938475, 1.0]], ['2, k, 8', [0.0680724, 0.363179, 1.0]], ['2, k, 9', [0.191895, 0.58663, 1.0]], ['2, k, 10', [0.22609, 0.865664, 1.0]], ['2, k, 11', [0.213699, 0.960872, 1.0]], ['2, k, 12', [-0.189731, -0.202137, 1.0]], ['2, k, 13', [-0.233467, -0.61345, 1.0]], ['2, k, 14', [-0.288444, -1.00035, 1.0]], ['2, k, 15', [-0.310713, -1.06937, 1.0]], ['2, k, 16', [-0.014893, -0.203655, 1.0]], ['2, k, 17', [0.0512174, -0.608075, 1.0]], ['2, k, 18', [0.0944161, -1.00727, 1.0]], ['2, k, 19', [0.142618, -1.07226, 1.0]], ['2, k, 20', [-0.106375, 0.339293, 1.0]], ['2, k, 21', [-0.406742, 1.00214, 1.0]], ['2, k, 22', [-0.329389, 0.953711, 1.0]], ['2, k, 23', [0.206517, 1.02111, 1.0]], ['2, k, 24', [0.157059, 0.969733, 1.0]]]
[['2, k, 0', [-0.104117, -0.206306, 1.0]], ['2, k, 1', [-0.10602, 0.108756, 1.0]], ['2, k, 2', [-0.107257, 0.413598, 1.0]], ['2, k, 3', [-0.101759, 0.56958, 1.0]], ['2, k, 4', [-0.27518, 0.373093, 1.0]], ['2, k, 5', [-0.389587, 0.589733, 1.0]], ['2, k, 6', [-0.40683, 0.869327, 1.0]], ['2, k, 7', [-0.421593, 0.938015, 1.0]], ['2, k, 8', [0.0674932, 0.363147, 1.0]], ['2, k, 9', [0.191304, 0.585563, 1.0]], ['2, k, 10', [0.225319, 0.864664, 1.0]], ['2, k, 11', [0.214396, 0.960654, 1.0]], ['2, k, 12', [-0.189867, -0.202391, 1.0]], ['2, k, 13', [-0.233188, -0.613324, 1.0]], ['2, k, 14', [-0.28861, -1.00021, 1.0]], ['2, k, 15', [-0.310698, -1.06939, 1.0]], ['2, k, 16', [-0.015074, -0.203715, 1.0]], ['2, k, 17', [0.0511196, -0.607922, 1.0]], ['2, k, 18', [0.0944735, -1.00737, 1.0]], ['2, k, 19', [0.141219, -1.06968, 1.0]], ['2, k, 20', [-0.107059, 0.338759, 1.0]], ['2, k, 21', [-0.407402, 1.0044, 1.0]], ['2, k, 22', [-0.336386, 0.954898, 1.0]], ['2, k, 23', [0.2067, 1.02191, 1.0]], ['2, k, 24', [0.154217, 0.970704, 1.0]]]
[['2, k, 0', [-0.104168, -0.20639, 1.0]], ['2, k, 1', [-0.106426, 0.108645, 1.0]], ['2, k, 2', [-0.108365, 0.413847, 1.0]], ['2, k, 3', [-0.102887, 0.57003, 1.0]], ['2, k, 4', [-0.27611, 0.373056, 1.0]], ['2, k, 5', [-0.390968, 0.589107, 1.0]], ['2, k, 6', [-0.408359, 0.868461, 1.0]], ['2, k, 7', [-0.421225, 0.937526, 1.0]], ['2, k, 8', [0.0672698, 0.363213, 1.0]], ['2, k, 9', [0.190732, 0.584359, 1.0]], ['2, k, 10', [0.224391, 0.863484, 1.0]], ['2, k, 11', [0.215544, 0.96081, 1.0]], ['2, k, 12', [-0.18991, -0.202589, 1.0]], ['2, k, 13', [-0.233659, -0.616486, 1.0]], ['2, k, 14', [-0.288519, -1.00063, 1.0]], ['2, k, 15', [-0.310636, -1.06959, 1.0]], ['2, k, 16', [-0.0151283, -0.203736, 1.0]], ['2, k, 17', [0.0510123, -0.607855, 1.0]], ['2, k, 18', [0.094365, -1.00733, 1.0]], ['2, k, 19', [0.139264, -1.06629, 1.0]], ['2, k, 20', [-0.107964, 0.33888, 1.0]], ['2, k, 21', [-0.407912, 1.00174, 1.0]], ['2, k, 22', [-0.339052, 0.954419, 1.0]], ['2, k, 23', [0.208361, 1.02509, 1.0]], ['2, k, 24', [0.15298, 0.973339, 1.0]]]
[['2, k, 0', [-0.104212, -0.206439, 1.0]], ['2, k, 1', [-0.10671, 0.108488, 1.0]], ['2, k, 2', [-0.10889, 0.413688, 1.0]], ['2, k, 3', [-0.104112, 0.569718, 1.0]], ['2, k, 4', [-0.277023, 0.373091, 1.0]], ['2, k, 5', [-0.392443, 0.589136, 1.0]], ['2, k, 6', [-0.408932, 0.867765, 1.0]], ['2, k, 7', [-0.422838, 0.937213, 1.0]], ['2, k, 8', [0.0666136, 0.363231, 1.0]], ['2, k, 9', [0.192459, 0.606348, 1.0]], ['2, k, 10', [0.218691, 0.885687, 1.0]], ['2, k, 11', [0.216234, 0.953394, 1.0]], ['2, k, 12', [-0.189971, -0.202738, 1.0]], ['2, k, 13', [-0.233571, -0.616841, 1.0]], ['2, k, 14', [-0.288206, -1.00103, 1.0]], ['2, k, 15', [-0.310677, -1.06958, 1.0]], ['2, k, 16', [-0.0151527, -0.203733, 1.0]], ['2, k, 17', [0.0510503, -0.607823, 1.0]], ['2, k, 18', [0.094425, -1.0074, 1.0]], ['2, k, 19', [0.138065, -1.06502, 1.0]], ['2, k, 20', [-0.10844, 0.338721, 1.0]], ['2, k, 21', [-0.410921, 1.00093, 1.0]], ['2, k, 22', [-0.348952, 0.953994, 1.0]], ['2, k, 23', [0.210256, 1.02079, 1.0]], ['2, k, 24', [0.137321, 0.967129, 1.0]]]
[['2, k, 0', [-0.104276, -0.20638, 1.0]], ['2, k, 1', [-0.106885, 0.108548, 1.0]], ['2, k, 2', [-0.109199, 0.413716, 1.0]], ['2, k, 3', [-0.10587, 0.569126, 1.0]], ['2, k, 4', [-0.278156, 0.373948, 1.0]], ['2, k, 5', [-0.393192, 0.590328, 1.0]], ['2, k, 6', [-0.40976, 0.867988, 1.0]], ['2, k, 7', [-0.416975, 0.934299, 1.0]], ['2, k, 8', [0.0656482, 0.363189, 1.0]], ['2, k, 9', [0.190797, 0.599439, 1.0]], ['2, k, 10', [0.217517, 0.878504, 1.0]], ['2, k, 11', [0.216521, 0.953933, 1.0]], ['2, k, 12', [-0.189998, -0.202684, 1.0]], ['2, k, 13', [-0.233542, -0.616957, 1.0]], ['2, k, 14', [-0.288955, -1.00062, 1.0]], ['2, k, 15', [-0.310717, -1.06962, 1.0]], ['2, k, 16', [-0.0152949, -0.203669, 1.0]], ['2, k, 17', [0.0512057, -0.608525, 1.0]], ['2, k, 18', [0.0971221, -1.00843, 1.0]], ['2, k, 19', [0.137537, -1.06485, 1.0]], ['2, k, 20', [-0.108727, 0.33877, 1.0]], ['2, k, 21', [-0.391227, 0.997331, 1.0]], ['2, k, 22', [-0.331177, 0.962873, 1.0]], ['2, k, 23', [0.203985, 1.02145, 1.0]], ['2, k, 24', [0.165536, 0.970096, 1.0]]]
[['2, k, 0', [-0.104288, -0.206449, 1.0]], ['2, k, 1', [-0.107165, 0.108367, 1.0]], ['2, k, 2', [-0.110039, 0.413465, 1.0]], ['2, k, 3', [-0.107016, 0.568868, 1.0]], ['2, k, 4', [-0.277309, 0.371254, 1.0]], ['2, k, 5', [-0.396698, 0.598394, 1.0]], ['2, k, 6', [-0.409187, 0.873602, 1.0]], ['2, k, 7', [-0.415804, 0.936036, 1.0]], ['2, k, 8', [0.0659836, 0.362659, 1.0]], ['2, k, 9', [0.190867, 0.602782, 1.0]], ['2, k, 10', [0.217425, 0.879491, 1.0]], ['2, k, 11', [0.216206, 0.952696, 1.0]], ['2, k, 12', [-0.190024, -0.202708, 1.0]], ['2, k, 13', [-0.233518, -0.616977, 1.0]], ['2, k, 14', [-0.289536, -1.00182, 1.0]], ['2, k, 15', [-0.310681, -1.06976, 1.0]], ['2, k, 16', [-0.0152491, -0.203893, 1.0]], ['2, k, 17', [0.0514596, -0.608499, 1.0]], ['2, k, 18', [0.0971022, -1.0085, 1.0]], ['2, k, 19', [0.137052, -1.06433, 1.0]], ['2, k, 20', [-0.109417, 0.338528, 1.0]], ['2, k, 21', [-0.393438, 0.992367, 1.0]], ['2, k, 22', [-0.336369, 0.954791, 1.0]], ['2, k, 23', [0.203368, 1.01788, 1.0]], ['2, k, 24', [0.167047, 0.9697, 1.0]]]
[['2, k, 0', [-0.104533, -0.206757, 1.0]], ['2, k, 1', [-0.107536, 0.108243, 1.0]], ['2, k, 2', [-0.111122, 0.413437, 1.0]], ['2, k, 3', [-0.107892, 0.568195, 1.0]], ['2, k, 4', [-0.27667, 0.369205, 1.0]], ['2, k, 5', [-0.397209, 0.599162, 1.0]], ['2, k, 6', [-0.41004, 0.871309, 1.0]], ['2, k, 7', [-0.416292, 0.931065, 1.0]], ['2, k, 8', [0.0661704, 0.362464, 1.0]], ['2, k, 9', [0.190117, 0.604354, 1.0]], ['2, k, 10', [0.217146, 0.877922, 1.0]], ['2, k, 11', [0.2162, 0.946941, 1.0]], ['2, k, 12', [-0.19031, -0.203099, 1.0]], ['2, k, 13', [-0.233613, -0.617018, 1.0]], ['2, k, 14', [-0.289818, -1.00233, 1.0]], ['2, k, 15', [-0.310346, -1.07026, 1.0]], ['2, k, 16', [-0.015416, -0.204012, 1.0]], ['2, k, 17', [0.0514368, -0.607894, 1.0]], ['2, k, 18', [0.0970813, -1.00745, 1.0]], ['2, k, 19', [0.136879, -1.06383, 1.0]], ['2, k, 20', [-0.110321, 0.338453, 1.0]], ['2, k, 21', [-0.397118, 0.984991, 1.0]], ['2, k, 22', [-0.324066, 0.943876, 1.0]], ['2, k, 23', [0.205429, 1.00579, 1.0]], ['2, k, 24', [0.137751, 0.957528, 1.0]]]
[['2, k, 0', [-0.104887, -0.206712, 1.0]], ['2, k, 1', [-0.107727, 0.10822, 1.0]], ['2, k, 2', [-0.111575, 0.413355, 1.0]], ['2, k, 3', [-0.108734, 0.567317, 1.0]], ['2, k, 4', [-0.276501, 0.36812, 1.0]], ['2, k, 5', [-0.396735, 0.597483, 1.0]], ['2, k, 6', [-0.409891, 0.865273, 1.0]], ['2, k, 7', [-0.415279, 0.923551, 1.0]], ['2, k, 8', [0.066306, 0.362378, 1.0]], ['2, k, 9', [0.189674, 0.603787, 1.0]], ['2, k, 10', [0.218757, 0.871604, 1.0]], ['2, k, 11', [0.218203, 0.938281, 1.0]], ['2, k, 12', [-0.190926, -0.203274, 1.0]], ['2, k, 13', [-0.233687, -0.617681, 1.0]], ['2, k, 14', [-0.289789, -1.0023, 1.0]], ['2, k, 15', [-0.310366, -1.07035, 1.0]], ['2, k, 16', [-0.0154433, -0.203689, 1.0]], ['2, k, 17', [0.0516662, -0.606798, 1.0]], ['2, k, 18', [0.0967805, -1.00585, 1.0]], ['2, k, 19', [0.136217, -1.0615, 1.0]], ['2, k, 20', [-0.110713, 0.338394, 1.0]], ['2, k, 21', [-0.386052, 0.974563, 1.0]], ['2, k, 22', [-0.323508, 0.933995, 1.0]], ['2, k, 23', [0.208422, 0.995827, 1.0]], ['2, k, 24', [0.141413, 0.948269, 1.0]]]
[['2, k, 0', [-0.10548, -0.206826, 1.0]], ['2, k, 1', [-0.108021, 0.108156, 1.0]], ['2, k, 2', [-0.112031, 0.413249, 1.0]], ['2, k, 3', [-0.109872, 0.565415, 1.0]], ['2, k, 4', [-0.276092, 0.366655, 1.0]], ['2, k, 5', [-0.398145, 0.594929, 1.0]], ['2, k, 6', [-0.396729, 0.854013, 1.0]], ['2, k, 7', [-0.411555, 0.9092, 1.0]], ['2, k, 8', [0.066364, 0.362138, 1.0]], ['2, k, 9', [0.190818, 0.599204, 1.0]], ['2, k, 10', [0.224305, 0.835038, 1.0]], ['2, k, 11', [0.218674, 0.928139, 1.0]], ['2, k, 12', [-0.191624, -0.203403, 1.0]], ['2, k, 13', [-0.233786, -0.617667, 1.0]], ['2, k, 14', [-0.289562, -1.00229, 1.0]], ['2, k, 15', [-0.311367, -1.07021, 1.0]], ['2, k, 16', [-0.0158404, -0.203773, 1.0]], ['2, k, 17', [0.0520303, -0.606576, 1.0]], ['2, k, 18', [0.0958119, -1.0056, 1.0]], ['2, k, 19', [0.13608, -1.0613, 1.0]], ['2, k, 20', [-0.111087, 0.338312, 1.0]], ['2, k, 21', [-0.39447, 0.953229, 1.0]], ['2, k, 22', [-0.320778, 0.922813, 1.0]], ['2, k, 23', [0.211363, 0.981342, 1.0]], ['2, k, 24', [0.150985, 0.936469, 1.0]]]
[['2, k, 0', [-0.106178, -0.20687, 1.0]], ['2, k, 1', [-0.108554, 0.108047, 1.0]], ['2, k, 2', [-0.112794, 0.413053, 1.0]], ['2, k, 3', [-0.110457, 0.563878, 1.0]], ['2, k, 4', [-0.27583, 0.365308, 1.0]], ['2, k, 5', [-0.395641, 0.579823, 1.0]], ['2, k, 6', [-0.395012, 0.830165, 1.0]], ['2, k, 7', [-0.410424, 0.884696, 1.0]], ['2, k, 8', [0.0663824, 0.361882, 1.0]], ['2, k, 9', [0.19235, 0.59812, 1.0]], ['2, k, 10', [0.224213, 0.834824, 1.0]], ['2, k, 11', [0.217161, 0.908463, 1.0]], ['2, k, 12', [-0.192555, -0.203438, 1.0]], ['2, k, 13', [-0.23404, -0.616883, 1.0]], ['2, k, 14', [-0.289049, -1.00194, 1.0]], ['2, k, 15', [-0.31161, -1.06994, 1.0]], ['2, k, 16', [-0.0162388, -0.203844, 1.0]], ['2, k, 17', [0.0522497, -0.605747, 1.0]], ['2, k, 18', [0.0957729, -1.00556, 1.0]], ['2, k, 19', [0.135712, -1.06104, 1.0]], ['2, k, 20', [-0.111696, 0.338168, 1.0]], ['2, k, 21', [-0.401271, 0.927513, 1.0]], ['2, k, 22', [-0.325047, 0.900955, 1.0]], ['2, k, 23', [0.213551, 0.955168, 1.0]], ['2, k, 24', [0.144622, 0.916871, 1.0]]]
[['2, k, 0', [-0.107529, -0.206399, 1.0]], ['2, k, 1', [-0.109391, 0.107951, 1.0]], ['2, k, 2', [-0.112962, 0.412937, 1.0]], ['2, k, 3', [-0.111036, 0.562538, 1.0]], ['2, k, 4', [-0.279512, 0.365422, 1.0]], ['2, k, 5', [-0.394285, 0.568018, 1.0]], ['2, k, 6', [-0.411503, 0.790441, 1.0]], ['2, k, 7', [-0.412909, 0.856501, 1.0]], ['2, k, 8', [0.0664073, 0.361578, 1.0]], ['2, k, 9', [0.192548, 0.588942, 1.0]], ['2, k, 10', [0.222034, 0.818295, 1.0]], ['2, k, 11', [0.217348, 0.884595, 1.0]], ['2, k, 12', [-0.194128, -0.203551, 1.0]], ['2, k, 13', [-0.234574, -0.616787, 1.0]], ['2, k, 14', [-0.288695, -1.00186, 1.0]], ['2, k, 15', [-0.311503, -1.07008, 1.0]], ['2, k, 16', [-0.0174296, -0.202935, 1.0]], ['2, k, 17', [0.0522958, -0.605324, 1.0]], ['2, k, 18', [0.09549, -1.00518, 1.0]], ['2, k, 19', [0.135464, -1.061, 1.0]], ['2, k, 20', [-0.111862, 0.338094, 1.0]], ['2, k, 21', [-0.394218, 0.896139, 1.0]], ['2, k, 22', [-0.327745, 0.869964, 1.0]], ['2, k, 23', [0.21451, 0.928941, 1.0]], ['2, k, 24', [0.1433, 0.893674, 1.0]]]
[['2, k, 0', [-0.107836, -0.206552, 1.0]], ['2, k, 1', [-0.109983, 0.107297, 1.0]], ['2, k, 2', [-0.113193, 0.412307, 1.0]], ['2, k, 3', [-0.111497, 0.559744, 1.0]], ['2, k, 4', [-0.280251, 0.362987, 1.0]], ['2, k, 5', [-0.394195, 0.553813, 1.0]], ['2, k, 6', [-0.423144, 0.712561, 1.0]], ['2, k, 7', [-0.411855, 0.826284, 1.0]], ['2, k, 8', [0.0642224, 0.359834, 1.0]], ['2, k, 9', [0.186748, 0.548449, 1.0]], ['2, k, 10', [0.218857, 0.783918, 1.0]], ['2, k, 11', [0.217686, 0.858555, 1.0]], ['2, k, 12', [-0.194482, -0.20406, 1.0]], ['2, k, 13', [-0.235266, -0.616426, 1.0]], ['2, k, 14', [-0.288488, -1.00139, 1.0]], ['2, k, 15', [-0.31154, -1.07006, 1.0]], ['2, k, 16', [-0.0177351, -0.202669, 1.0]], ['2, k, 17', [0.0523621, -0.605777, 1.0]], ['2, k, 18', [0.0957141, -1.00497, 1.0]], ['2, k, 19', [0.135471, -1.06107, 1.0]], ['2, k, 20', [-0.112129, 0.337576, 1.0]], ['2, k, 21', [-0.39075, 0.861726, 1.0]], ['2, k, 22', [-0.330398, 0.835183, 1.0]], ['2, k, 23', [0.215708, 0.901347, 1.0]], ['2, k, 24', [0.146798, 0.865971, 1.0]]]
[['2, k, 0', [-0.107617, -0.207315, 1.0]], ['2, k, 1', [-0.110645, 0.106298, 1.0]], ['2, k, 2', [-0.114314, 0.410659, 1.0]], ['2, k, 3', [-0.11214, 0.55634, 1.0]], ['2, k, 4', [-0.279736, 0.360064, 1.0]], ['2, k, 5', [-0.392635, 0.534032, 1.0]], ['2, k, 6', [-0.419298, 0.690126, 1.0]], ['2, k, 7', [-0.410584, 0.791735, 1.0]], ['2, k, 8', [0.0633281, 0.358486, 1.0]], ['2, k, 9', [0.188356, 0.541868, 1.0]], ['2, k, 10', [0.220768, 0.749227, 1.0]], ['2, k, 11', [0.21682, 0.829697, 1.0]], ['2, k, 12', [-0.19436, -0.205114, 1.0]], ['2, k, 13', [-0.236359, -0.618829, 1.0]], ['2, k, 14', [-0.288854, -1.00147, 1.0]], ['2, k, 15', [-0.311235, -1.0698, 1.0]], ['2, k, 16', [-0.0174853, -0.20315, 1.0]], ['2, k, 17', [0.0519094, -0.606817, 1.0]], ['2, k, 18', [0.095269, -1.00482, 1.0]], ['2, k, 19', [0.135234, -1.06088, 1.0]], ['2, k, 20', [-0.113042, 0.336301, 1.0]], ['2, k, 21', [-0.391614, 0.826294, 1.0]], ['2, k, 22', [-0.322147, 0.804443, 1.0]], ['2, k, 23', [0.213229, 0.866782, 1.0]], ['2, k, 24', [0.139976, 0.837843, 1.0]]]
[['2, k, 0', [-0.107067, -0.208192, 1.0]], ['2, k, 1', [-0.111368, 0.105035, 1.0]], ['2, k, 2', [-0.115349, 0.409296, 1.0]], ['2, k, 3', [-0.11318, 0.553942, 1.0]], ['2, k, 4', [-0.278875, 0.356049, 1.0]], ['2, k, 5', [-0.390774, 0.515968, 1.0]], ['2, k, 6', [-0.421153, 0.666434, 1.0]], ['2, k, 7', [-0.412156, 0.754195, 1.0]], ['2, k, 8', [0.0628762, 0.357414, 1.0]], ['2, k, 9', [0.190611, 0.526153, 1.0]], ['2, k, 10', [0.219817, 0.72305, 1.0]], ['2, k, 11', [0.215885, 0.797464, 1.0]], ['2, k, 12', [-0.193671, -0.205704, 1.0]], ['2, k, 13', [-0.237036, -0.618364, 1.0]], ['2, k, 14', [-0.287826, -0.998938, 1.0]], ['2, k, 15', [-0.311261, -1.06985, 1.0]], ['2, k, 16', [-0.0171157, -0.204258, 1.0]], ['2, k, 17', [0.0517766, -0.607913, 1.0]], ['2, k, 18', [0.0952926, -1.00477, 1.0]], ['2, k, 19', [0.135094, -1.06085, 1.0]], ['2, k, 20', [-0.113983, 0.335054, 1.0]], ['2, k, 21', [-0.386803, 0.784662, 1.0]], ['2, k, 22', [-0.325352, 0.766573, 1.0]], ['2, k, 23', [0.211855, 0.828255, 1.0]], ['2, k, 24', [0.135599, 0.800292, 1.0]]]
