[['2, k, 0', [-0.287844, -0.357157, 1.0]], ['2, k, 1', [-0.304569, -0.0412222, 1.0]], ['2, k, 2', [-0.319061, 0.26701, 1.0]], ['2, k, 3', [-0.319285, 0.412612, 1.0]], ['2, k, 4', [-0.459466, 0.166057, 1.0]], ['2, k, 5', [-0.534798, 0.0926649, 1.0]], ['2, k, 6', [-0.307682, 0.0504417, 1.0]], ['2, k, 7', [-0.223408, 0.0148919, 1.0]], ['2, k, 8', [-0.171231, 0.168234, 1.0]], ['2, k, 9', [-0.0783729, 0.0765417, 1.0]], ['2, k, 10', [-0.294057, 0.0335807, 1.0]], ['2, k, 11', [-0.35956, 0.00901481, 1.0]], ['2, k, 12', [-0.349407, -0.352484, 1.0]], ['2, k, 13', [-0.411194, -0.638221, 1.0]], ['2, k, 14', [-0.432218, -0.99598, 1.0]], ['2, k, 15', [-0.442383, -1.08984, 1.0]], ['2, k, 16', [-0.218013, -0.351586, 1.0]], ['2, k, 17', [-0.167857, -0.607569, 1.0]], ['2, k, 18', [-0.155911, -1.0094, 1.0]], ['2, k, 19', [-0.126465, -1.07813, 1.0]], ['2, k, 20', [-0.315814, 0.191056, 1.0]], ['2, k, 21', [-0.156245, 0.0171581, 1.0]], ['2, k, 22', [-0.201976, 0.0220775, 1.0]], ['2, k, 23', [-0.415331, 0.00540877, 1.0]], ['2, k, 24', [-0.304379, 0.0110531, 1.0]]]
[['2, k, 0', [-0.286017, -0.364021, 1.0]], ['2, k, 1', [-0.35239, -0.039405, 1.0]], ['2, k, 2', [-0.41595, 0.277036, 1.0]], ['2, k, 3', [-0.440096, 0.415385, 1.0]], ['2, k, 4', [-0.461189, 0.143635, 1.0]], ['2, k, 5', [-0.237615, 0.0999745, 1.0]], ['2, k, 6', [-0.0182566, 0.107381, 1.0]], ['2, k, 7', [0.0520547, 0.110788, 1.0]], ['2, k, 8', [-0.221929, 0.201865, 1.0]], ['2, k, 9', [-0.024988, 0.199623, 1.0]], ['2, k, 10', [0.173123, 0.23922, 1.0]], ['2, k, 11', [0.21694, 0.239016, 1.0]], ['2, k, 12', [-0.330413, -0.366304, 1.0]], ['2, k, 13', [-0.41556, -0.717254, 1.0]], ['2, k, 14', [-0.483201, -1.03843, 1.0]], ['2, k, 15', [-0.492897, -1.1022, 1.0]], ['2, k, 16', [-0.23147, -0.352794, 1.0]], ['2, k, 17', [-0.204683, -0.710465, 1.0]], ['2, k, 18', [-0.186465, -1.04157, 1.0]], ['2, k, 19', [-0.162102, -1.08865, 1.0]], ['2, k, 20', [-0.39996, 0.198571, 1.0]], ['2, k, 21', [0.106048, 0.111589, 1.0]], ['2, k, 22', [0.0156977, 0.094781, 1.0]], ['2, k, 23', [0.239776, 0.236524, 1.0]], ['2, k, 24', [0.21311, 0.256741, 1.0]]]
[['2, k, 0', [-0.284453, -0.364142, 1.0]], ['2, k, 1', [-0.35207, -0.039316, 1.0]], ['2, k, 2', [-0.416599, 0.277533, 1.0]], ['2, k, 3', [-0.441064, 0.416095, 1.0]], ['2, k, 4', [-0.46087, 0.143621, 1.0]], ['2, k, 5', [-0.235402, 0.0990753, 1.0]], ['2, k, 6', [-0.0111967, 0.108237, 1.0]], ['2, k, 7', [0.0606912, 0.112791, 1.0]], ['2, k, 8', [-0.223211, 0.202649, 1.0]], ['2, k, 9', [0.0112609, 0.214328, 1.0]], ['2, k, 10', [0.211868, 0.242416, 1.0]], ['2, k, 11', [0.21909, 0.238824, 1.0]], ['2, k, 12', [-0.328189, -0.366374, 1.0]], ['2, k, 13', [-0.412768, -0.718004, 1.0]], ['2, k, 14', [-0.483057, -1.0384, 1.0]], ['2, k, 15', [-0.493055, -1.10223, 1.0]], ['2, k, 16', [-0.230782, -0.352746, 1.0]], ['2, k, 17', [-0.204863, -0.71076, 1.0]], ['2, k, 18', [-0.186315, -1.04154, 1.0]], ['2, k, 19', [-0.161923, -1.08883, 1.0]], ['2, k, 20', [-0.40043, 0.199053, 1.0]], ['2, k, 21', [0.117857, 0.114736, 1.0]], ['2, k, 22', [0.115982, 0.124163, 1.0]], ['2, k, 23', [0.236569, 0.232105, 1.0]], ['2, k, 24', [0.213845, 0.25912, 1.0]]]
[['2, k, 0', [-0.277389, -0.364588, 1.0]], ['2, k, 1', [-0.350947, -0.0391562, 1.0]], ['2, k, 2', [-0.417356, 0.278145, 1.0]], ['2, k, 3', [-0.442199, 0.416675, 1.0]], ['2, k, 4', [-0.457354, 0.142587, 1.0]], ['2, k, 5', [-0.242612, 0.0963875, 1.0]], ['2, k, 6', [0.0212843, 0.109829, 1.0]], ['2, k, 7', [0.0708286, 0.1146, 1.0]], ['2, k, 8', [-0.230069, 0.206001, 1.0]], ['2, k, 9', [-0.0420134, 0.215128, 1.0]], ['2, k, 10', [0.158636, 0.239086, 1.0]], ['2, k, 11', [0.200291, 0.246261, 1.0]], ['2, k, 12', [-0.31753, -0.367059, 1.0]], ['2, k, 13', [-0.411533, -0.718922, 1.0]], ['2, k, 14', [-0.481976, -1.03882, 1.0]], ['2, k, 15', [-0.49348, -1.10309, 1.0]], ['2, k, 16', [-0.227673, -0.352673, 1.0]], ['2, k, 17', [-0.204861, -0.711402, 1.0]], ['2, k, 18', [-0.186156, -1.04201, 1.0]], ['2, k, 19', [-0.161866, -1.08924, 1.0]], ['2, k, 20', [-0.400731, 0.19956, 1.0]], ['2, k, 21', [0.125231, 0.114292, 1.0]], ['2, k, 22', [0.095953, 0.136466, 1.0]], ['2, k, 23', [0.231532, 0.24139, 1.0]], ['2, k, 24', [0.194166, 0.263503, 1.0]]]
[['2, k, 0', [-0.270372, -0.364134, 1.0]], ['2, k, 1', [-0.34688, -0.0393738, 1.0]], ['2, k, 2', [-0.416111, 0.277648, 1.0]], ['2, k, 3', [-0.44298, 0.41482, 1.0]], ['2, k, 4', [-0.448665, 0.141157, 1.0]], ['2, k, 5', [-0.225316, 0.0980053, 1.0]], ['2, k, 6', [0.0370789, 0.110324, 1.0]], ['2, k, 7', [0.0879905, 0.117405, 1.0]], ['2, k, 8', [-0.232263, 0.206941, 1.0]], ['2, k, 9', [-0.0430274, 0.215481, 1.0]], ['2, k, 10', [0.155549, 0.239827, 1.0]], ['2, k, 11', [0.181798, 0.246292, 1.0]], ['2, k, 12', [-0.308244, -0.36677, 1.0]], ['2, k, 13', [-0.410959, -0.719466, 1.0]], ['2, k, 14', [-0.481601, -1.04181, 1.0]], ['2, k, 15', [-0.493615, -1.10312, 1.0]], ['2, k, 16', [-0.22385, -0.35195, 1.0]], ['2, k, 17', [-0.205229, -0.712813, 1.0]], ['2, k, 18', [-0.185654, -1.04237, 1.0]], ['2, k, 19', [-0.161463, -1.0905, 1.0]], ['2, k, 20', [-0.39922, 0.19922, 1.0]], ['2, k, 21', [0.138358, 0.11557, 1.0]], ['2, k, 22', [0.133781, 0.13551, 1.0]], ['2, k, 23', [0.221747, 0.24063, 1.0]], ['2, k, 24', [0.176797, 0.265605, 1.0]]]
[['2, k, 0', [-0.267968, -0.363834, 1.0]], ['2, k, 1', [-0.346373, -0.0390218, 1.0]], ['2, k, 2', [-0.417424, 0.278507, 1.0]], ['2, k, 3', [-0.443691, 0.415888, 1.0]], ['2, k, 4', [-0.446884, 0.140816, 1.0]], ['2, k, 5', [-0.194196, 0.10853, 1.0]], ['2, k, 6', [0.0434864, 0.110567, 1.0]], ['2, k, 7', [0.097201, 0.118729, 1.0]], ['2, k, 8', [-0.234062, 0.207633, 1.0]], ['2, k, 9', [-0.0460581, 0.217303, 1.0]], ['2, k, 10', [0.152957, 0.240302, 1.0]], ['2, k, 11', [0.178637, 0.249403, 1.0]], ['2, k, 12', [-0.30598, -0.366606, 1.0]], ['2, k, 13', [-0.408378, -0.719745, 1.0]], ['2, k, 14', [-0.481341, -1.04351, 1.0]], ['2, k, 15', [-0.493661, -1.10309, 1.0]], ['2, k, 16', [-0.221718, -0.351381, 1.0]], ['2, k, 17', [-0.205336, -0.713281, 1.0]], ['2, k, 18', [-0.185444, -1.0422, 1.0]], ['2, k, 19', [-0.16133, -1.09083, 1.0]], ['2, k, 20', [-0.3999, 0.199946, 1.0]], ['2, k, 21', [0.152487, 0.116202, 1.0]], ['2, k, 22', [0.132988, 0.136554, 1.0]], ['2, k, 23', [0.220633, 0.245233, 1.0]], ['2, k, 24', [0.181539, 0.270501, 1.0]]]
[['2, k, 0', [-0.267772, -0.36389, 1.0]], ['2, k, 1', [-0.346172, -0.0386954, 1.0]], ['2, k, 2', [-0.41831, 0.279601, 1.0]], ['2, k, 3', [-0.44479, 0.417271, 1.0]], ['2, k, 4', [-0.444692, 0.1404, 1.0]], ['2, k, 5', [-0.191102, 0.108066, 1.0]], ['2, k, 6', [0.0443168, 0.110404, 1.0]], ['2, k, 7', [0.101566, 0.119657, 1.0]], ['2, k, 8', [-0.234516, 0.20804, 1.0]], ['2, k, 9', [-0.0494662, 0.219333, 1.0]], ['2, k, 10', [0.147917, 0.245366, 1.0]], ['2, k, 11', [0.153404, 0.249201, 1.0]], ['2, k, 12', [-0.305849, -0.366707, 1.0]], ['2, k, 13', [-0.407192, -0.720382, 1.0]], ['2, k, 14', [-0.48025, -1.04253, 1.0]], ['2, k, 15', [-0.493707, -1.10294, 1.0]], ['2, k, 16', [-0.221491, -0.351335, 1.0]], ['2, k, 17', [-0.205687, -0.714027, 1.0]], ['2, k, 18', [-0.185069, -1.04295, 1.0]], ['2, k, 19', [-0.160938, -1.0913, 1.0]], ['2, k, 20', [-0.400526, 0.200903, 1.0]], ['2, k, 21', [0.158862, 0.118053, 1.0]], ['2, k, 22', [0.140942, 0.129827, 1.0]], ['2, k, 23', [0.208849, 0.243435, 1.0]], ['2, k, 24', [0.173108, 0.264325, 1.0]]]
[['2, k, 0', [-0.267164, -0.36416, 1.0]], ['2, k, 1', [-0.34505, -0.0390511, 1.0]], ['2, k, 2', [-0.416909, 0.278911, 1.0]], ['2, k, 3', [-0.445474, 0.415407, 1.0]], ['2, k, 4', [-0.442964, 0.140214, 1.0]], ['2, k, 5', [-0.18748, 0.107882, 1.0]], ['2, k, 6', [0.0446652, 0.110744, 1.0]], ['2, k, 7', [0.111977, 0.121231, 1.0]], ['2, k, 8', [-0.234362, 0.208175, 1.0]], ['2, k, 9', [-0.0519572, 0.220625, 1.0]], ['2, k, 10', [0.146142, 0.245078, 1.0]], ['2, k, 11', [0.147721, 0.248886, 1.0]], ['2, k, 12', [-0.305493, -0.367011, 1.0]], ['2, k, 13', [-0.406062, -0.720735, 1.0]], ['2, k, 14', [-0.479412, -1.0423, 1.0]], ['2, k, 15', [-0.493632, -1.1032, 1.0]], ['2, k, 16', [-0.220652, -0.351453, 1.0]], ['2, k, 17', [-0.205995, -0.715067, 1.0]], ['2, k, 18', [-0.185017, -1.04357, 1.0]], ['2, k, 19', [-0.160329, -1.09261, 1.0]], ['2, k, 20', [-0.399362, 0.200398, 1.0]], ['2, k, 21', [0.169408, 0.119272, 1.0]], ['2, k, 22', [0.130069, 0.135124, 1.0]], ['2, k, 23', [0.201169, 0.243392, 1.0]], ['2, k, 24', [0.174249, 0.267232, 1.0]]]
[['2, k, 0', [-0.263505, -0.363423, 1.0]], ['2, k, 1', [-0.34443, -0.0384278, 1.0]], ['2, k, 2', [-0.418487, 0.280173, 1.0]], ['2, k, 3', [-0.445853, 0.417267, 1.0]], ['2, k, 4', [-0.442393, 0.140393, 1.0]], ['2, k, 5', [-0.185206, 0.107653, 1.0]], ['2, k, 6', [0.0465836, 0.111321, 1.0]], ['2, k, 7', [0.113217, 0.122037, 1.0]], ['2, k, 8', [-0.234986, 0.208601, 1.0]], ['2, k, 9', [-0.0550363, 0.221438, 1.0]], ['2, k, 10', [0.142362, 0.244039, 1.0]], ['2, k, 11', [0.147586, 0.248245, 1.0]], ['2, k, 12', [-0.301569, -0.366817, 1.0]], ['2, k, 13', [-0.405261, -0.721457, 1.0]], ['2, k, 14', [-0.478875, -1.0426, 1.0]], ['2, k, 15', [-0.493722, -1.1037, 1.0]], ['2, k, 16', [-0.217462, -0.350124, 1.0]], ['2, k, 17', [-0.205964, -0.716702, 1.0]], ['2, k, 18', [-0.18425, -1.04485, 1.0]], ['2, k, 19', [-0.160357, -1.09321, 1.0]], ['2, k, 20', [-0.400169, 0.201438, 1.0]], ['2, k, 21', [0.168113, 0.12148, 1.0]], ['2, k, 22', [0.116497, 0.133271, 1.0]], ['2, k, 23', [0.197355, 0.244851, 1.0]], ['2, k, 24', [0.168506, 0.266636, 1.0]]]
[['2, k, 0', [-0.262848, -0.363289, 1.0]], ['2, k, 1', [-0.34406, -0.0377759, 1.0]], ['2, k, 2', [-0.419513, 0.281264, 1.0]], ['2, k, 3', [-0.446297, 0.418831, 1.0]], ['2, k, 4', [-0.441874, 0.140598, 1.0]], ['2, k, 5', [-0.18372, 0.107885, 1.0]], ['2, k, 6', [0.0466891, 0.111322, 1.0]], ['2, k, 7', [0.115952, 0.122454, 1.0]], ['2, k, 8', [-0.237737, 0.210124, 1.0]], ['2, k, 9', [-0.0546573, 0.221191, 1.0]], ['2, k, 10', [0.141749, 0.244974, 1.0]], ['2, k, 11', [0.145074, 0.247114, 1.0]], ['2, k, 12', [-0.300531, -0.366665, 1.0]], ['2, k, 13', [-0.403331, -0.721405, 1.0]], ['2, k, 14', [-0.478272, -1.04334, 1.0]], ['2, k, 15', [-0.493615, -1.10418, 1.0]], ['2, k, 16', [-0.217052, -0.349916, 1.0]], ['2, k, 17', [-0.206202, -0.717073, 1.0]], ['2, k, 18', [-0.184421, -1.04453, 1.0]], ['2, k, 19', [-0.160062, -1.09315, 1.0]], ['2, k, 20', [-0.40088, 0.202478, 1.0]], ['2, k, 21', [0.169091, 0.122128, 1.0]], ['2, k, 22', [0.126987, 0.132051, 1.0]], ['2, k, 23', [0.199024, 0.240748, 1.0]], ['2, k, 24', [0.165406, 0.268125, 1.0]]]
[['2, k, 0', [-0.263874, -0.363226, 1.0]], ['2, k, 1', [-0.343944, -0.0378668, 1.0]], ['2, k, 2', [-0.417043, 0.279883, 1.0]], ['2, k, 3', [-0.446318, 0.415892, 1.0]], ['2, k, 4', [-0.441622, 0.140548, 1.0]], ['2, k, 5', [-0.182582, 0.108191, 1.0]], ['2, k, 6', [0.0476558, 0.111606, 1.0]], ['2, k, 7', [0.115894, 0.122938, 1.0]], ['2, k, 8', [-0.238662, 0.210607, 1.0]], ['2, k, 9', [-0.0551751, 0.220959, 1.0]], ['2, k, 10', [0.141005, 0.245076, 1.0]], ['2, k, 11', [0.145806, 0.244601, 1.0]], ['2, k, 12', [-0.301015, -0.366419, 1.0]], ['2, k, 13', [-0.403145, -0.72136, 1.0]], ['2, k, 14', [-0.478114, -1.04339, 1.0]], ['2, k, 15', [-0.493525, -1.10424, 1.0]], ['2, k, 16', [-0.219315, -0.350201, 1.0]], ['2, k, 17', [-0.206657, -0.716758, 1.0]], ['2, k, 18', [-0.184441, -1.04448, 1.0]], ['2, k, 19', [-0.160213, -1.09326, 1.0]], ['2, k, 20', [-0.399426, 0.201631, 1.0]], ['2, k, 21', [0.168859, 0.12204, 1.0]], ['2, k, 22', [0.152065, 0.134225, 1.0]], ['2, k, 23', [0.197147, 0.240445, 1.0]], ['2, k, 24', [0.167804, 0.262088, 1.0]]]
[['2, k, 0', [-0.264189, -0.363216, 1.0]], ['2, k, 1', [-0.344341, -0.0375733, 1.0]], ['2, k, 2', [-0.418138, 0.280609, 1.0]], ['2, k, 3', [-0.446272, 0.417132, 1.0]], ['2, k, 4', [-0.441597, 0.140594, 1.0]], ['2, k, 5', [-0.182163, 0.10841, 1.0]], ['2, k, 6', [0.0473363, 0.111763, 1.0]], ['2, k, 7', [0.116024, 0.1224, 1.0]], ['2, k, 8', [-0.239421, 0.210922, 1.0]], ['2, k, 9', [-0.0552267, 0.219955, 1.0]], ['2, k, 10', [0.140258, 0.236604, 1.0]], ['2, k, 11', [0.165557, 0.242284, 1.0]], ['2, k, 12', [-0.301186, -0.366356, 1.0]], ['2, k, 13', [-0.403055, -0.721374, 1.0]], ['2, k, 14', [-0.477891, -1.04264, 1.0]], ['2, k, 15', [-0.493827, -1.10407, 1.0]], ['2, k, 16', [-0.219798, -0.350212, 1.0]], ['2, k, 17', [-0.20682, -0.716593, 1.0]], ['2, k, 18', [-0.184367, -1.04509, 1.0]], ['2, k, 19', [-0.160136, -1.09406, 1.0]], ['2, k, 20', [-0.400287, 0.202207, 1.0]], ['2, k, 21', [0.169406, 0.122581, 1.0]], ['2, k, 22', [0.160585, 0.136198, 1.0]], ['2, k, 23', [0.206961, 0.228362, 1.0]], ['2, k, 24', [0.174681, 0.260724, 1.0]]]
[['2, k, 0', [-0.265305, -0.36303, 1.0]], ['2, k, 1', [-0.344866, -0.0370598, 1.0]], ['2, k, 2', [-0.418573, 0.281359, 1.0]], ['2, k, 3', [-0.446237, 0.418169, 1.0]], ['2, k, 4', [-0.441525, 0.140608, 1.0]], ['2, k, 5', [-0.181884, 0.108475, 1.0]], ['2, k, 6', [0.0472953, 0.111743, 1.0]], ['2, k, 7', [0.115572, 0.122876, 1.0]], ['2, k, 8', [-0.241208, 0.211256, 1.0]], ['2, k, 9', [-0.0561567, 0.2191, 1.0]], ['2, k, 10', [0.140173, 0.235318, 1.0]], ['2, k, 11', [0.166383, 0.237992, 1.0]], ['2, k, 12', [-0.301998, -0.365917, 1.0]], ['2, k, 13', [-0.40306, -0.721379, 1.0]], ['2, k, 14', [-0.477919, -1.04267, 1.0]], ['2, k, 15', [-0.493998, -1.10449, 1.0]], ['2, k, 16', [-0.221257, -0.350286, 1.0]], ['2, k, 17', [-0.207394, -0.715598, 1.0]], ['2, k, 18', [-0.1845, -1.04474, 1.0]], ['2, k, 19', [-0.160362, -1.09395, 1.0]], ['2, k, 20', [-0.40074, 0.202886, 1.0]], ['2, k, 21', [0.169632, 0.121837, 1.0]], ['2, k, 22', [0.144234, 0.106382, 1.0]], ['2, k, 23', [0.207017, 0.241191, 1.0]], ['2, k, 24', [0.163791, 0.261577, 1.0]]]
[['2, k, 0', [-0.266143, -0.362866, 1.0]], ['2, k, 1', [-0.345119, -0.0368533, 1.0]], ['2, k, 2', [-0.418679, 0.281563, 1.0]], ['2, k, 3', [-0.446171, 0.418389, 1.0]], ['2, k, 4', [-0.441472, 0.140606, 1.0]], ['2, k, 5', [-0.181728, 0.108631, 1.0]], ['2, k, 6', [0.0480298, 0.111613, 1.0]], ['2, k, 7', [0.113061, 0.121402, 1.0]], ['2, k, 8', [-0.241921, 0.211474, 1.0]], ['2, k, 9', [-0.0558461, 0.218056, 1.0]], ['2, k, 10', [0.142473, 0.23283, 1.0]], ['2, k, 11', [0.170593, 0.236807, 1.0]], ['2, k, 12', [-0.302592, -0.365581, 1.0]], ['2, k, 13', [-0.403842, -0.72129, 1.0]], ['2, k, 14', [-0.477844, -1.04214, 1.0]], ['2, k, 15', [-0.494053, -1.10445, 1.0]], ['2, k, 16', [-0.222375, -0.350244, 1.0]], ['2, k, 17', [-0.20781, -0.715008, 1.0]], ['2, k, 18', [-0.184429, -1.04487, 1.0]], ['2, k, 19', [-0.160249, -1.09413, 1.0]], ['2, k, 20', [-0.400876, 0.203088, 1.0]], ['2, k, 21', [0.163426, 0.11843, 1.0]], ['2, k, 22', [0.138576, 0.104949, 1.0]], ['2, k, 23', [0.212441, 0.238429, 1.0]], ['2, k, 24', [0.179386, 0.24697, 1.0]]]
[['2, k, 0', [-0.266221, -0.362855, 1.0]], ['2, k, 1', [-0.345116, -0.0367528, 1.0]], ['2, k, 2', [-0.418675, 0.281814, 1.0]], ['2, k, 3', [-0.445975, 0.418673, 1.0]], ['2, k, 4', [-0.441409, 0.140702, 1.0]], ['2, k, 5', [-0.182389, 0.108581, 1.0]], ['2, k, 6', [0.0486103, 0.111123, 1.0]], ['2, k, 7', [0.107756, 0.119997, 1.0]], ['2, k, 8', [-0.241825, 0.211503, 1.0]], ['2, k, 9', [-0.0539022, 0.216611, 1.0]], ['2, k, 10', [0.151342, 0.236147, 1.0]], ['2, k, 11', [0.179241, 0.234725, 1.0]], ['2, k, 12', [-0.302698, -0.365537, 1.0]], ['2, k, 13', [-0.404439, -0.720993, 1.0]], ['2, k, 14', [-0.477857, -1.04217, 1.0]], ['2, k, 15', [-0.494255, -1.10452, 1.0]], ['2, k, 16', [-0.222408, -0.350247, 1.0]], ['2, k, 17', [-0.213349, -0.680477, 1.0]], ['2, k, 18', [-0.185111, -1.04403, 1.0]], ['2, k, 19', [-0.160545, -1.09328, 1.0]], ['2, k, 20', [-0.400874, 0.203289, 1.0]], ['2, k, 21', [0.162807, 0.114659, 1.0]], ['2, k, 22', [0.131547, 0.102533, 1.0]], ['2, k, 23', [0.221814, 0.231884, 1.0]], ['2, k, 24', [0.182868, 0.245183, 1.0]]]
[['2, k, 0', [-0.266767, -0.362737, 1.0]], ['2, k, 1', [-0.345293, -0.0365951, 1.0]], ['2, k, 2', [-0.418904, 0.282172, 1.0]], ['2, k, 3', [-0.445484, 0.419239, 1.0]], ['2, k, 4', [-0.441324, 0.140733, 1.0]], ['2, k, 5', [-0.183102, 0.108146, 1.0]], ['2, k, 6', [0.0476964, 0.110602, 1.0]], ['2, k, 7', [0.100954, 0.118049, 1.0]], ['2, k, 8', [-0.241816, 0.211504, 1.0]], ['2, k, 9', [-0.0504952, 0.214211, 1.0]], ['2, k, 10', [0.155839, 0.23227, 1.0]], ['2, k, 11', [0.184763, 0.232522, 1.0]], ['2, k, 12', [-0.303501, -0.365131, 1.0]], ['2, k, 13', [-0.405419, -0.721203, 1.0]], ['2, k, 14', [-0.477599, -1.04154, 1.0]], ['2, k, 15', [-0.492807, -1.10224, 1.0]], ['2, k, 16', [-0.222719, -0.350266, 1.0]], ['2, k, 17', [-0.212265, -0.69263, 1.0]], ['2, k, 18', [-0.18543, -1.04431, 1.0]], ['2, k, 19', [-0.160616, -1.0933, 1.0]], ['2, k, 20', [-0.401092, 0.203583, 1.0]], ['2, k, 21', [0.146664, 0.117015, 1.0]], ['2, k, 22', [0.119186, 0.100046, 1.0]], ['2, k, 23', [0.225693, 0.232023, 1.0]], ['2, k, 24', [0.186729, 0.2441, 1.0]]]
[['2, k, 0', [-0.268947, -0.362658, 1.0]], ['2, k, 1', [-0.345587, -0.036511, 1.0]], ['2, k, 2', [-0.418555, 0.282322, 1.0]], ['2, k, 3', [-0.444573, 0.419393, 1.0]], ['2, k, 4', [-0.441176, 0.140683, 1.0]], ['2, k, 5', [-0.187261, 0.106379, 1.0]], ['2, k, 6', [0.0430136, 0.110875, 1.0]], ['2, k, 7', [0.0938302, 0.115768, 1.0]], ['2, k, 8', [-0.241783, 0.211482, 1.0]], ['2, k, 9', [0.0115614, 0.207006, 1.0]], ['2, k, 10', [0.209481, 0.23218, 1.0]], ['2, k, 11', [0.219507, 0.228162, 1.0]], ['2, k, 12', [-0.306272, -0.364474, 1.0]], ['2, k, 13', [-0.405974, -0.721093, 1.0]], ['2, k, 14', [-0.4778, -1.04157, 1.0]], ['2, k, 15', [-0.492856, -1.10209, 1.0]], ['2, k, 16', [-0.224292, -0.350574, 1.0]], ['2, k, 17', [-0.211932, -0.696384, 1.0]], ['2, k, 18', [-0.185272, -1.04436, 1.0]], ['2, k, 19', [-0.160671, -1.09356, 1.0]], ['2, k, 20', [-0.401003, 0.203714, 1.0]], ['2, k, 21', [0.136282, 0.116165, 1.0]], ['2, k, 22', [0.10701, 0.0979698, 1.0]], ['2, k, 23', [0.232604, 0.224468, 1.0]], ['2, k, 24', [0.211904, 0.250179, 1.0]]]
[['2, k, 0', [-0.271066, -0.362548, 1.0]], ['2, k, 1', [-0.346233, -0.0363134, 1.0]], ['2, k, 2', [-0.418738, 0.282678, 1.0]], ['2, k, 3', [-0.443811, 0.420446, 1.0]], ['2, k, 4', [-0.441083, 0.140589, 1.0]], ['2, k, 5', [-0.229771, 0.102789, 1.0]], ['2, k, 6', [0.0126018, 0.107912, 1.0]], ['2, k, 7', [0.0823595, 0.113688, 1.0]], ['2, k, 8', [-0.24171, 0.211499, 1.0]], ['2, k, 9', [-0.0401254, 0.203304, 1.0]], ['2, k, 10', [0.158803, 0.218672, 1.0]], ['2, k, 11', [0.173734, 0.227344, 1.0]], ['2, k, 12', [-0.308997, -0.364121, 1.0]], ['2, k, 13', [-0.408329, -0.720781, 1.0]], ['2, k, 14', [-0.477935, -1.04137, 1.0]], ['2, k, 15', [-0.492991, -1.10212, 1.0]], ['2, k, 16', [-0.225719, -0.350633, 1.0]], ['2, k, 17', [-0.212247, -0.68505, 1.0]], ['2, k, 18', [-0.185505, -1.0433, 1.0]], ['2, k, 19', [-0.162194, -1.08994, 1.0]], ['2, k, 20', [-0.401324, 0.204017, 1.0]], ['2, k, 21', [0.123492, 0.112601, 1.0]], ['2, k, 22', [0.0912658, 0.0948483, 1.0]], ['2, k, 23', [0.239072, 0.222637, 1.0]], ['2, k, 24', [0.202888, 0.241379, 1.0]]]
[['2, k, 0', [-0.276387, -0.363188, 1.0]], ['2, k, 1', [-0.34793, -0.0361617, 1.0]], ['2, k, 2', [-0.418896, 0.283176, 1.0]], ['2, k, 3', [-0.443692, 0.421218, 1.0]], ['2, k, 4', [-0.44216, 0.140765, 1.0]], ['2, k, 5', [-0.230031, 0.103059, 1.0]], ['2, k, 6', [-0.0291168, 0.102932, 1.0]], ['2, k, 7', [0.060212, 0.110044, 1.0]], ['2, k, 8', [-0.240563, 0.211542, 1.0]], ['2, k, 9', [-0.0385495, 0.202776, 1.0]], ['2, k, 10', [0.163451, 0.223176, 1.0]], ['2, k, 11', [0.213867, 0.228035, 1.0]], ['2, k, 12', [-0.315712, -0.363957, 1.0]], ['2, k, 13', [-0.409754, -0.719614, 1.0]], ['2, k, 14', [-0.478526, -1.04197, 1.0]], ['2, k, 15', [-0.493087, -1.10209, 1.0]], ['2, k, 16', [-0.22981, -0.351884, 1.0]], ['2, k, 17', [-0.211844, -0.69419, 1.0]], ['2, k, 18', [-0.18541, -1.04447, 1.0]], ['2, k, 19', [-0.16214, -1.09056, 1.0]], ['2, k, 20', [-0.401806, 0.204402, 1.0]], ['2, k, 21', [0.107156, 0.111543, 1.0]], ['2, k, 22', [0.0723143, 0.0934565, 1.0]], ['2, k, 23', [0.250308, 0.221005, 1.0]], ['2, k, 24', [0.213423, 0.238058, 1.0]]]
[['2, k, 0', [-0.279325, -0.363763, 1.0]], ['2, k, 1', [-0.349505, -0.0364088, 1.0]], ['2, k, 2', [-0.418634, 0.283054, 1.0]], ['2, k, 3', [-0.443012, 0.421045, 1.0]], ['2, k, 4', [-0.442328, 0.140464, 1.0]], ['2, k, 5', [-0.232805, 0.102568, 1.0]], ['2, k, 6', [-0.0238672, 0.100086, 1.0]], ['2, k, 7', [0.0490517, 0.108084, 1.0]], ['2, k, 8', [-0.238241, 0.211384, 1.0]], ['2, k, 9', [-0.0344892, 0.200598, 1.0]], ['2, k, 10', [0.167333, 0.221687, 1.0]], ['2, k, 11', [0.219367, 0.22651, 1.0]], ['2, k, 12', [-0.318452, -0.364197, 1.0]], ['2, k, 13', [-0.411805, -0.718656, 1.0]], ['2, k, 14', [-0.480049, -1.04402, 1.0]], ['2, k, 15', [-0.493091, -1.10207, 1.0]], ['2, k, 16', [-0.23295, -0.352927, 1.0]], ['2, k, 17', [-0.211228, -0.697568, 1.0]], ['2, k, 18', [-0.185335, -1.04405, 1.0]], ['2, k, 19', [-0.162033, -1.09059, 1.0]], ['2, k, 20', [-0.402111, 0.204261, 1.0]], ['2, k, 21', [0.0951117, 0.107576, 1.0]], ['2, k, 22', [0.055316, 0.0897001, 1.0]], ['2, k, 23', [0.243774, 0.225962, 1.0]], ['2, k, 24', [0.21998, 0.25044, 1.0]]]
