[['2, k, 0', [0.0237545, -0.248075, 1.0]], ['2, k, 1', [0.0253501, -0.0407596, 1.0]], ['2, k, 2', [0.0268565, 0.163797, 1.0]], ['2, k, 3', [0.0374738, 0.299509, 1.0]], ['2, k, 4', [-0.106866, 0.0774174, 1.0]], ['2, k, 5', [-0.172252, -0.109503, 1.0]], ['2, k, 6', [-0.179079, -0.289913, 1.0]], ['2, k, 7', [-0.195105, -0.352558, 1.0]], ['2, k, 8', [0.173464, 0.0735834, 1.0]], ['2, k, 9', [0.249249, -0.11306, 1.0]], ['2, k, 10', [0.280879, -0.248946, 1.0]], ['2, k, 11', [0.290918, -0.317113, 1.0]], ['2, k, 12', [-0.0399754, -0.245307, 1.0]], ['2, k, 13', [-0.139775, -0.366935, 1.0]], ['2, k, 14', [0.28308, -0.372477, 1.0]], ['2, k, 15', [0.159711, -0.3703, 1.0]], ['2, k, 16', [0.0871181, -0.247035, 1.0]], ['2, k, 17', [0.263186, -0.13028, 1.0]], ['2, k, 18', [0.318545, -0.367132, 1.0]], ['2, k, 19', [0.194851, -0.365738, 1.0]], ['2, k, 20', [0.0264956, 0.113031, 1.0]], ['2, k, 21', [-0.216361, -0.393919, 1.0]], ['2, k, 22', [-0.226117, -0.3561, 1.0]], ['2, k, 23', [0.30605, -0.358353, 1.0]], ['2, k, 24', [0.319526, -0.315073, 1.0]]]
[['2, k, 0', [0.0163705, -0.16542, 1.0]], ['2, k, 1', [-0.00667997, 0.0107871, 1.0]], ['2, k, 2', [-0.0269554, 0.184429, 1.0]], ['2, k, 3', [-0.0924045, 0.302866, 1.0]], ['2, k, 4', [-0.179348, 0.122822, 1.0]], ['2, k, 5', [-0.35043, 0.265113, 1.0]], ['2, k, 6', [-0.478681, 0.448342, 1.0]], ['2, k, 7', [-0.531816, 0.505523, 1.0]], ['2, k, 8', [0.0914573, 0.206151, 1.0]], ['2, k, 9', [0.0147485, 0.411043, 1.0]], ['2, k, 10', [-0.077951, 0.613776, 1.0]], ['2, k, 11', [-0.108692, 0.680669, 1.0]], ['2, k, 12', [-0.0368356, -0.161029, 1.0]], ['2, k, 13', [-0.0321903, 0.0479666, 1.0]], ['2, k, 14', [0.00729478, -0.256896, 1.0]], ['2, k, 15', [-0.0644608, -0.276368, 1.0]], ['2, k, 16', [0.0701091, -0.165209, 1.0]], ['2, k, 17', [0.0901676, 0.0586651, 1.0]], ['2, k, 18', [0.154442, -0.24659, 1.0]], ['2, k, 19', [0.138235, -0.297234, 1.0]], ['2, k, 20', [-0.0220467, 0.141473, 1.0]], ['2, k, 21', [-0.558354, 0.551251, 1.0]], ['2, k, 22', [-0.560874, 0.529608, 1.0]], ['2, k, 23', [-0.15325, 0.732234, 1.0]], ['2, k, 24', [-0.128844, 0.648809, 1.0]]]
[['2, k, 0', [0.0164995, -0.165156, 1.0]], ['2, k, 1', [-0.00442188, 0.0120667, 1.0]], ['2, k, 2', [-0.0214924, 0.187515, 1.0]], ['2, k, 3', [-0.091308, 0.303121, 1.0]], ['2, k, 4', [-0.177833, 0.118944, 1.0]], ['2, k, 5', [-0.354456, 0.256627, 1.0]], ['2, k, 6', [-0.479132, 0.378546, 1.0]], ['2, k, 7', [-0.528689, 0.437317, 1.0]], ['2, k, 8', [0.0926723, 0.204569, 1.0]], ['2, k, 9', [0.014517, 0.380552, 1.0]], ['2, k, 10', [-0.0762766, 0.581705, 1.0]], ['2, k, 11', [-0.112155, 0.644878, 1.0]], ['2, k, 12', [-0.0368026, -0.161311, 1.0]], ['2, k, 13', [-0.0344045, 0.0479164, 1.0]], ['2, k, 14', [0.0068488, -0.255611, 1.0]], ['2, k, 15', [-0.0406397, -0.317821, 1.0]], ['2, k, 16', [0.0702797, -0.164409, 1.0]], ['2, k, 17', [0.092322, 0.0558398, 1.0]], ['2, k, 18', [0.150108, -0.253017, 1.0]], ['2, k, 19', [0.133986, -0.303791, 1.0]], ['2, k, 20', [-0.0174842, 0.143989, 1.0]], ['2, k, 21', [-0.586425, 0.484793, 1.0]], ['2, k, 22', [-0.560492, 0.437949, 1.0]], ['2, k, 23', [-0.153319, 0.698751, 1.0]], ['2, k, 24', [-0.139313, 0.617107, 1.0]]]
[['2, k, 0', [0.0537114, -0.159794, 1.0]], ['2, k, 1', [0.0214271, 0.0186095, 1.0]], ['2, k, 2', [-0.00711798, 0.193684, 1.0]], ['2, k, 3', [-0.0339965, 0.328995, 1.0]], ['2, k, 4', [-0.178312, 0.118205, 1.0]], ['2, k, 5', [-0.360181, 0.249375, 1.0]], ['2, k, 6', [-0.481152, 0.375678, 1.0]], ['2, k, 7', [-0.54591, 0.431145, 1.0]], ['2, k, 8', [0.0936702, 0.202694, 1.0]], ['2, k, 9', [-0.0113679, 0.396285, 1.0]], ['2, k, 10', [-0.118804, 0.591516, 1.0]], ['2, k, 11', [-0.153179, 0.656333, 1.0]], ['2, k, 12', [-0.00588133, -0.163341, 1.0]], ['2, k, 13', [-0.0426585, 0.0331891, 1.0]], ['2, k, 14', [0.00895534, -0.254966, 1.0]], ['2, k, 15', [-0.0343477, -0.32029, 1.0]], ['2, k, 16', [0.113332, -0.152816, 1.0]], ['2, k, 17', [0.0920316, 0.060027, 1.0]], ['2, k, 18', [0.145957, -0.250297, 1.0]], ['2, k, 19', [0.132204, -0.300975, 1.0]], ['2, k, 20', [-0.000563737, 0.150284, 1.0]], ['2, k, 21', [-0.593019, 0.478726, 1.0]], ['2, k, 22', [-0.585886, 0.436135, 1.0]], ['2, k, 23', [-0.213747, 0.699261, 1.0]], ['2, k, 24', [-0.166482, 0.619442, 1.0]]]
[['2, k, 0', [0.0514998, -0.158599, 1.0]], ['2, k, 1', [0.0204589, 0.0200173, 1.0]], ['2, k, 2', [-0.00753392, 0.195471, 1.0]], ['2, k, 3', [-0.0267869, 0.337871, 1.0]], ['2, k, 4', [-0.177833, 0.118498, 1.0]], ['2, k, 5', [-0.357847, 0.216676, 1.0]], ['2, k, 6', [-0.528381, 0.366388, 1.0]], ['2, k, 7', [-0.584216, 0.430025, 1.0]], ['2, k, 8', [0.0935077, 0.202754, 1.0]], ['2, k, 9', [-0.0198984, 0.391934, 1.0]], ['2, k, 10', [-0.13278, 0.584268, 1.0]], ['2, k, 11', [-0.170631, 0.651399, 1.0]], ['2, k, 12', [-0.00713165, -0.162603, 1.0]], ['2, k, 13', [-0.0405259, 0.0299242, 1.0]], ['2, k, 14', [0.00887851, -0.254753, 1.0]], ['2, k, 15', [-0.0232998, -0.326008, 1.0]], ['2, k, 16', [0.109596, -0.151342, 1.0]], ['2, k, 17', [0.091866, 0.0560486, 1.0]], ['2, k, 18', [0.145656, -0.254381, 1.0]], ['2, k, 19', [0.131718, -0.305011, 1.0]], ['2, k, 20', [-0.000977542, 0.151998, 1.0]], ['2, k, 21', [-0.626501, 0.473312, 1.0]], ['2, k, 22', [-0.616974, 0.424732, 1.0]], ['2, k, 23', [-0.22558, 0.696258, 1.0]], ['2, k, 24', [-0.182423, 0.624853, 1.0]]]
[['2, k, 0', [0.0500588, -0.157452, 1.0]], ['2, k, 1', [0.0202185, 0.0201062, 1.0]], ['2, k, 2', [-0.00805856, 0.195262, 1.0]], ['2, k, 3', [-0.0260832, 0.338372, 1.0]], ['2, k, 4', [-0.178989, 0.111352, 1.0]], ['2, k, 5', [-0.375217, 0.21501, 1.0]], ['2, k, 6', [-0.541392, 0.369599, 1.0]], ['2, k, 7', [-0.605583, 0.423636, 1.0]], ['2, k, 8', [0.0795667, 0.210773, 1.0]], ['2, k, 9', [-0.0333114, 0.400601, 1.0]], ['2, k, 10', [-0.150809, 0.590154, 1.0]], ['2, k, 11', [-0.193242, 0.654593, 1.0]], ['2, k, 12', [-0.0072988, -0.162164, 1.0]], ['2, k, 13', [-0.0393117, 0.0318653, 1.0]], ['2, k, 14', [0.0130025, -0.253045, 1.0]], ['2, k, 15', [-0.0255358, -0.321245, 1.0]], ['2, k, 16', [0.105875, -0.149389, 1.0]], ['2, k, 17', [0.0922494, 0.0578035, 1.0]], ['2, k, 18', [0.18492, -0.239525, 1.0]], ['2, k, 19', [0.168053, -0.290236, 1.0]], ['2, k, 20', [-0.0013437, 0.151903, 1.0]], ['2, k, 21', [-0.648006, 0.460788, 1.0]], ['2, k, 22', [-0.631262, 0.406792, 1.0]], ['2, k, 23', [-0.242974, 0.706173, 1.0]], ['2, k, 24', [-0.198836, 0.608797, 1.0]]]
[['2, k, 0', [0.0479505, -0.155099, 1.0]], ['2, k, 1', [0.0194343, 0.0205883, 1.0]], ['2, k, 2', [-0.008523, 0.195118, 1.0]], ['2, k, 3', [-0.0256469, 0.338819, 1.0]], ['2, k, 4', [-0.177849, 0.107961, 1.0]], ['2, k, 5', [-0.381062, 0.206212, 1.0]], ['2, k, 6', [-0.517147, 0.318678, 1.0]], ['2, k, 7', [-0.633133, 0.423475, 1.0]], ['2, k, 8', [0.0714835, 0.209309, 1.0]], ['2, k, 9', [-0.0468217, 0.396123, 1.0]], ['2, k, 10', [-0.167347, 0.573844, 1.0]], ['2, k, 11', [-0.211203, 0.642404, 1.0]], ['2, k, 12', [-0.00810802, -0.160039, 1.0]], ['2, k, 13', [-0.0409646, 0.0381567, 1.0]], ['2, k, 14', [0.0141932, -0.25283, 1.0]], ['2, k, 15', [-0.00282873, -0.303332, 1.0]], ['2, k, 16', [0.102567, -0.146698, 1.0]], ['2, k, 17', [0.0815058, 0.0770695, 1.0]], ['2, k, 18', [0.178013, -0.220934, 1.0]], ['2, k, 19', [0.159772, -0.271707, 1.0]], ['2, k, 20', [-0.00175964, 0.151868, 1.0]], ['2, k, 21', [-0.668661, 0.43958, 1.0]], ['2, k, 22', [-0.679647, 0.385845, 1.0]], ['2, k, 23', [-0.259939, 0.689451, 1.0]], ['2, k, 24', [-0.230321, 0.62315, 1.0]]]
[['2, k, 0', [0.0478668, -0.153067, 1.0]], ['2, k, 1', [0.0173489, 0.0213349, 1.0]], ['2, k, 2', [-0.016314, 0.193827, 1.0]], ['2, k, 3', [-0.0289619, 0.338996, 1.0]], ['2, k, 4', [-0.173857, 0.0963989, 1.0]], ['2, k, 5', [-0.3775, 0.194914, 1.0]], ['2, k, 6', [-0.531011, 0.315407, 1.0]], ['2, k, 7', [-0.675294, 0.386946, 1.0]], ['2, k, 8', [0.0519118, 0.228606, 1.0]], ['2, k, 9', [-0.0701261, 0.412345, 1.0]], ['2, k, 10', [-0.199795, 0.594006, 1.0]], ['2, k, 11', [-0.249043, 0.655804, 1.0]], ['2, k, 12', [-0.00504344, -0.159624, 1.0]], ['2, k, 13', [-0.0421542, 0.0410975, 1.0]], ['2, k, 14', [0.0145803, -0.253029, 1.0]], ['2, k, 15', [-0.00680638, -0.3033, 1.0]], ['2, k, 16', [0.0993437, -0.140953, 1.0]], ['2, k, 17', [0.0959038, 0.0706053, 1.0]], ['2, k, 18', [0.185875, -0.230323, 1.0]], ['2, k, 19', [0.163216, -0.280798, 1.0]], ['2, k, 20', [-0.00754735, 0.151324, 1.0]], ['2, k, 21', [-0.737281, 0.345984, 1.0]], ['2, k, 22', [-0.722549, 0.340081, 1.0]], ['2, k, 23', [-0.291976, 0.702059, 1.0]], ['2, k, 24', [-0.285205, 0.650045, 1.0]]]
[['2, k, 0', [0.0423091, -0.156178, 1.0]], ['2, k, 1', [0.0152389, 0.0205558, 1.0]], ['2, k, 2', [-0.0164806, 0.193867, 1.0]], ['2, k, 3', [-0.0281763, 0.337534, 1.0]], ['2, k, 4', [-0.17171, 0.0905894, 1.0]], ['2, k, 5', [-0.358291, 0.167451, 1.0]], ['2, k, 6', [-0.519486, 0.263106, 1.0]], ['2, k, 7', [-0.692906, 0.360214, 1.0]], ['2, k, 8', [0.0505562, 0.226845, 1.0]], ['2, k, 9', [-0.0850304, 0.401138, 1.0]], ['2, k, 10', [-0.224021, 0.576509, 1.0]], ['2, k, 11', [-0.263778, 0.640881, 1.0]], ['2, k, 12', [-0.00794851, -0.166657, 1.0]], ['2, k, 13', [-0.0453608, 0.03539, 1.0]], ['2, k, 14', [0.0167647, -0.254271, 1.0]], ['2, k, 15', [-0.00560129, -0.304537, 1.0]], ['2, k, 16', [0.0897071, -0.142155, 1.0]], ['2, k, 17', [0.0936197, 0.0743412, 1.0]], ['2, k, 18', [0.1829, -0.228644, 1.0]], ['2, k, 19', [0.159299, -0.279135, 1.0]], ['2, k, 20', [-0.00800331, 0.151223, 1.0]], ['2, k, 21', [-0.749621, 0.322038, 1.0]], ['2, k, 22', [-0.740129, 0.312104, 1.0]], ['2, k, 23', [-0.309475, 0.686815, 1.0]], ['2, k, 24', [-0.261817, 0.600976, 1.0]]]
[['2, k, 0', [0.0447669, -0.157988, 1.0]], ['2, k, 1', [0.0151973, 0.0205144, 1.0]], ['2, k, 2', [-0.0177117, 0.194993, 1.0]], ['2, k, 3', [-0.0294593, 0.336552, 1.0]], ['2, k, 4', [-0.170857, 0.0912795, 1.0]], ['2, k, 5', [-0.357332, 0.168375, 1.0]], ['2, k, 6', [-0.553049, 0.283703, 1.0]], ['2, k, 7', [-0.67688, 0.354746, 1.0]], ['2, k, 8', [0.0431754, 0.230241, 1.0]], ['2, k, 9', [-0.0939959, 0.400773, 1.0]], ['2, k, 10', [-0.240376, 0.571491, 1.0]], ['2, k, 11', [-0.315848, 0.675276, 1.0]], ['2, k, 12', [-0.00405942, -0.170734, 1.0]], ['2, k, 13', [-0.0113967, 0.0318787, 1.0]], ['2, k, 14', [0.0161285, -0.203255, 1.0]], ['2, k, 15', [-0.00830787, -0.253789, 1.0]], ['2, k, 16', [0.0918901, -0.142836, 1.0]], ['2, k, 17', [0.0923298, 0.075178, 1.0]], ['2, k, 18', [0.182784, -0.228411, 1.0]], ['2, k, 19', [0.157109, -0.2788, 1.0]], ['2, k, 20', [-0.00884516, 0.151788, 1.0]], ['2, k, 21', [-0.711422, 0.372889, 1.0]], ['2, k, 22', [-0.723285, 0.313264, 1.0]], ['2, k, 23', [-0.331067, 0.717648, 1.0]], ['2, k, 24', [-0.345219, 0.64815, 1.0]]]
[['2, k, 0', [0.045316, -0.155681, 1.0]], ['2, k, 1', [0.0145021, 0.0213185, 1.0]], ['2, k, 2', [-0.0191699, 0.195369, 1.0]], ['2, k, 3', [-0.031524, 0.334922, 1.0]], ['2, k, 4', [-0.170115, 0.0859741, 1.0]], ['2, k, 5', [-0.38243, 0.146579, 1.0]], ['2, k, 6', [-0.542162, 0.257343, 1.0]], ['2, k, 7', [-0.677456, 0.338561, 1.0]], ['2, k, 8', [0.0401034, 0.230434, 1.0]], ['2, k, 9', [-0.101081, 0.40052, 1.0]], ['2, k, 10', [-0.241127, 0.567486, 1.0]], ['2, k, 11', [-0.294562, 0.625223, 1.0]], ['2, k, 12', [-0.00389785, -0.16695, 1.0]], ['2, k, 13', [-0.00616348, 0.0357027, 1.0]], ['2, k, 14', [0.0174641, -0.200114, 1.0]], ['2, k, 15', [-0.0078144, -0.250637, 1.0]], ['2, k, 16', [0.0928538, -0.141552, 1.0]], ['2, k, 17', [0.087607, 0.0746157, 1.0]], ['2, k, 18', [0.18123, -0.229527, 1.0]], ['2, k, 19', [0.154732, -0.279869, 1.0]], ['2, k, 20', [-0.0102586, 0.152294, 1.0]], ['2, k, 21', [-0.717652, 0.35099, 1.0]], ['2, k, 22', [-0.702739, 0.304197, 1.0]], ['2, k, 23', [-0.337733, 0.677924, 1.0]], ['2, k, 24', [-0.323347, 0.614076, 1.0]]]
[['2, k, 0', [0.0449619, -0.15512, 1.0]], ['2, k, 1', [0.0126432, 0.0217455, 1.0]], ['2, k, 2', [-0.0223541, 0.195375, 1.0]], ['2, k, 3', [-0.035369, 0.332763, 1.0]], ['2, k, 4', [-0.171619, 0.0864957, 1.0]], ['2, k, 5', [-0.384066, 0.144003, 1.0]], ['2, k, 6', [-0.539741, 0.243098, 1.0]], ['2, k, 7', [-0.683868, 0.326543, 1.0]], ['2, k, 8', [0.0392866, 0.225599, 1.0]], ['2, k, 9', [-0.103922, 0.394062, 1.0]], ['2, k, 10', [-0.242932, 0.556299, 1.0]], ['2, k, 11', [-0.293884, 0.605584, 1.0]], ['2, k, 12', [-0.00505606, -0.165477, 1.0]], ['2, k, 13', [-0.00310946, 0.0367095, 1.0]], ['2, k, 14', [0.019892, -0.199463, 1.0]], ['2, k, 15', [-0.00522788, -0.250002, 1.0]], ['2, k, 16', [0.0929051, -0.141456, 1.0]], ['2, k, 17', [0.0724956, 0.0742338, 1.0]], ['2, k, 18', [0.178449, -0.226269, 1.0]], ['2, k, 19', [0.152148, -0.276648, 1.0]], ['2, k, 20', [-0.0133269, 0.152408, 1.0]], ['2, k, 21', [-0.726686, 0.330944, 1.0]], ['2, k, 22', [-0.721547, 0.280937, 1.0]], ['2, k, 23', [-0.338762, 0.663067, 1.0]], ['2, k, 24', [-0.311458, 0.569374, 1.0]]]
[['2, k, 0', [0.0392109, -0.157227, 1.0]], ['2, k, 1', [0.00402552, 0.0235124, 1.0]], ['2, k, 2', [-0.0336562, 0.201825, 1.0]], ['2, k, 3', [-0.108455, 0.305747, 1.0]], ['2, k, 4', [-0.172917, 0.085757, 1.0]], ['2, k, 5', [-0.386419, 0.138352, 1.0]], ['2, k, 6', [-0.542458, 0.227694, 1.0]], ['2, k, 7', [-0.693679, 0.294345, 1.0]], ['2, k, 8', [0.0393805, 0.222436, 1.0]], ['2, k, 9', [-0.115136, 0.381217, 1.0]], ['2, k, 10', [-0.258103, 0.53459, 1.0]], ['2, k, 11', [-0.311418, 0.587347, 1.0]], ['2, k, 12', [-0.0107403, -0.166928, 1.0]], ['2, k, 13', [-0.0314802, 0.0421123, 1.0]], ['2, k, 14', [0.0125981, -0.191316, 1.0]], ['2, k, 15', [-0.0128716, -0.241907, 1.0]], ['2, k, 16', [0.0883175, -0.144782, 1.0]], ['2, k, 17', [0.0722788, 0.0753334, 1.0]], ['2, k, 18', [0.129467, -0.240944, 1.0]], ['2, k, 19', [0.103113, -0.291175, 1.0]], ['2, k, 20', [-0.0239225, 0.157479, 1.0]], ['2, k, 21', [-0.74495, 0.293081, 1.0]], ['2, k, 22', [-0.72047, 0.260875, 1.0]], ['2, k, 23', [-0.365607, 0.63187, 1.0]], ['2, k, 24', [-0.362596, 0.591336, 1.0]]]
[['2, k, 0', [0.0395573, -0.155437, 1.0]], ['2, k, 1', [0.00118578, 0.0248161, 1.0]], ['2, k, 2', [-0.0419756, 0.20263, 1.0]], ['2, k, 3', [-0.110559, 0.304849, 1.0]], ['2, k, 4', [-0.175319, 0.0819126, 1.0]], ['2, k, 5', [-0.340745, 0.114663, 1.0]], ['2, k, 6', [-0.535669, 0.214105, 1.0]], ['2, k, 7', [-0.611956, 0.243871, 1.0]], ['2, k, 8', [0.0389879, 0.216384, 1.0]], ['2, k, 9', [-0.117569, 0.374333, 1.0]], ['2, k, 10', [-0.260117, 0.528637, 1.0]], ['2, k, 11', [-0.316069, 0.578142, 1.0]], ['2, k, 12', [-0.0110502, -0.166348, 1.0]], ['2, k, 13', [-0.0125963, 0.042275, 1.0]], ['2, k, 14', [0.0191407, -0.19315, 1.0]], ['2, k, 15', [-0.0070343, -0.24367, 1.0]], ['2, k, 16', [0.0897995, -0.141182, 1.0]], ['2, k, 17', [0.0203781, 0.0796595, 1.0]], ['2, k, 18', [0.121212, -0.225737, 1.0]], ['2, k, 19', [0.0942662, -0.276026, 1.0]], ['2, k, 20', [-0.0307832, 0.158539, 1.0]], ['2, k, 21', [-0.664435, 0.286607, 1.0]], ['2, k, 22', [-0.60489, 0.208483, 1.0]], ['2, k, 23', [-0.365278, 0.631281, 1.0]], ['2, k, 24', [-0.324353, 0.541496, 1.0]]]
[['2, k, 0', [0.0452325, -0.156795, 1.0]], ['2, k, 1', [0.00104128, 0.0243198, 1.0]], ['2, k, 2', [-0.0448584, 0.201794, 1.0]], ['2, k, 3', [-0.112239, 0.303033, 1.0]], ['2, k, 4', [-0.178938, 0.075348, 1.0]], ['2, k, 5', [-0.343903, 0.110132, 1.0]], ['2, k, 6', [-0.536776, 0.210278, 1.0]], ['2, k, 7', [-0.695697, 0.277328, 1.0]], ['2, k, 8', [0.0346123, 0.211145, 1.0]], ['2, k, 9', [-0.122265, 0.369137, 1.0]], ['2, k, 10', [-0.26326, 0.517419, 1.0]], ['2, k, 11', [-0.320519, 0.566881, 1.0]], ['2, k, 12', [-0.00693087, -0.166851, 1.0]], ['2, k, 13', [-0.04148, 0.0392618, 1.0]], ['2, k, 14', [0.00893386, -0.192987, 1.0]], ['2, k, 15', [-0.0165524, -0.243548, 1.0]], ['2, k, 16', [0.0973393, -0.144113, 1.0]], ['2, k, 17', [0.0201525, 0.0796718, 1.0]], ['2, k, 18', [0.166863, -0.202727, 1.0]], ['2, k, 19', [0.140199, -0.25325, 1.0]], ['2, k, 20', [-0.0328127, 0.157808, 1.0]], ['2, k, 21', [-0.74494, 0.283957, 1.0]], ['2, k, 22', [-0.708004, 0.240264, 1.0]], ['2, k, 23', [-0.373476, 0.622316, 1.0]], ['2, k, 24', [-0.336365, 0.530282, 1.0]]]
[['2, k, 0', [0.0486513, -0.162215, 1.0]], ['2, k, 1', [0.00271813, 0.0216566, 1.0]], ['2, k, 2', [-0.0438085, 0.200932, 1.0]], ['2, k, 3', [-0.117452, 0.31936, 1.0]], ['2, k, 4', [-0.18183, 0.0694744, 1.0]], ['2, k, 5', [-0.345958, 0.107836, 1.0]], ['2, k, 6', [-0.541038, 0.203185, 1.0]], ['2, k, 7', [-0.69962, 0.265001, 1.0]], ['2, k, 8', [0.0330737, 0.19537, 1.0]], ['2, k, 9', [-0.12608, 0.352886, 1.0]], ['2, k, 10', [-0.284931, 0.512546, 1.0]], ['2, k, 11', [-0.338343, 0.564988, 1.0]], ['2, k, 12', [-0.00256435, -0.17631, 1.0]], ['2, k, 13', [-0.0196191, -0.0114655, 1.0]], ['2, k, 14', [0.0377597, -0.237182, 1.0]], ['2, k, 15', [0.0113417, -0.287428, 1.0]], ['2, k, 16', [0.0996672, -0.146674, 1.0]], ['2, k, 17', [0.024673, 0.0624923, 1.0]], ['2, k, 18', [0.163059, -0.224856, 1.0]], ['2, k, 19', [0.135711, -0.275245, 1.0]], ['2, k, 20', [-0.0318193, 0.156666, 1.0]], ['2, k, 21', [-0.748699, 0.274553, 1.0]], ['2, k, 22', [-0.709554, 0.231812, 1.0]], ['2, k, 23', [-0.391789, 0.616015, 1.0]], ['2, k, 24', [-0.342789, 0.516153, 1.0]]]
[['2, k, 0', [0.0382707, -0.180483, 1.0]], ['2, k, 1', [-0.0163802, 0.0146379, 1.0]], ['2, k, 2', [-0.0795602, 0.206281, 1.0]], ['2, k, 3', [-0.162422, 0.331718, 1.0]], ['2, k, 4', [-0.1935, 0.00981846, 1.0]], ['2, k, 5', [-0.345369, 0.0821469, 1.0]], ['2, k, 6', [-0.54049, 0.18507, 1.0]], ['2, k, 7', [-0.614242, 0.211088, 1.0]], ['2, k, 8', [0.0315706, 0.168443, 1.0]], ['2, k, 9', [-0.123146, 0.331298, 1.0]], ['2, k, 10', [-0.279315, 0.494114, 1.0]], ['2, k, 11', [-0.336203, 0.549529, 1.0]], ['2, k, 12', [-0.01422, -0.2013, 1.0]], ['2, k, 13', [-0.0233388, 0.012277, 1.0]], ['2, k, 14', [0.0445015, -0.213013, 1.0]], ['2, k, 15', [0.0207262, -0.287349, 1.0]], ['2, k, 16', [0.0888795, -0.159585, 1.0]], ['2, k, 17', [0.0232531, 0.0623696, 1.0]], ['2, k, 18', [0.167327, -0.222718, 1.0]], ['2, k, 19', [0.135581, -0.272943, 1.0]], ['2, k, 20', [-0.0629065, 0.158142, 1.0]], ['2, k, 21', [-0.665367, 0.24665, 1.0]], ['2, k, 22', [-0.60374, 0.178228, 1.0]], ['2, k, 23', [-0.382281, 0.597435, 1.0]], ['2, k, 24', [-0.348036, 0.523501, 1.0]]]
[['2, k, 0', [0.0401467, -0.181212, 1.0]], ['2, k, 1', [-0.0149418, 0.0137582, 1.0]], ['2, k, 2', [-0.0740636, 0.204448, 1.0]], ['2, k, 3', [-0.142145, 0.3228, 1.0]], ['2, k, 4', [-0.188354, 0.0197825, 1.0]], ['2, k, 5', [-0.347712, 0.074443, 1.0]], ['2, k, 6', [-0.545752, 0.162875, 1.0]], ['2, k, 7', [-0.62185, 0.198464, 1.0]], ['2, k, 8', [0.0252135, 0.19423, 1.0]], ['2, k, 9', [-0.13517, 0.350102, 1.0]], ['2, k, 10', [-0.297068, 0.506681, 1.0]], ['2, k, 11', [-0.354057, 0.555186, 1.0]], ['2, k, 12', [-0.0105883, -0.202523, 1.0]], ['2, k, 13', [0.00284284, 0.0192565, 1.0]], ['2, k, 14', [0.0230523, -0.254125, 1.0]], ['2, k, 15', [0.0354714, -0.312032, 1.0]], ['2, k, 16', [0.0915734, -0.15978, 1.0]], ['2, k, 17', [-0.00173125, 0.0439027, 1.0]], ['2, k, 18', [0.16794, -0.226988, 1.0]], ['2, k, 19', [0.135888, -0.277191, 1.0]], ['2, k, 20', [-0.0592649, 0.156849, 1.0]], ['2, k, 21', [-0.675389, 0.227478, 1.0]], ['2, k, 22', [-0.642979, 0.182845, 1.0]], ['2, k, 23', [-0.39993, 0.606935, 1.0]], ['2, k, 24', [-0.360882, 0.52467, 1.0]]]
[['2, k, 0', [0.0571553, -0.186568, 1.0]], ['2, k, 1', [-0.0112802, 0.0119325, 1.0]], ['2, k, 2', [-0.0738148, 0.204212, 1.0]], ['2, k, 3', [-0.14235, 0.322386, 1.0]], ['2, k, 4', [-0.188288, 0.0197471, 1.0]], ['2, k, 5', [-0.349714, 0.0731366, 1.0]], ['2, k, 6', [-0.557445, 0.166431, 1.0]], ['2, k, 7', [-0.630017, 0.199415, 1.0]], ['2, k, 8', [0.0169068, 0.197118, 1.0]], ['2, k, 9', [-0.145455, 0.351488, 1.0]], ['2, k, 10', [-0.30443, 0.508672, 1.0]], ['2, k, 11', [-0.363043, 0.559894, 1.0]], ['2, k, 12', [0.0109206, -0.208715, 1.0]], ['2, k, 13', [-0.0529476, -0.00030524, 1.0]], ['2, k, 14', [0.0139408, -0.229302, 1.0]], ['2, k, 15', [-0.0170845, -0.279742, 1.0]], ['2, k, 16', [0.103736, -0.162921, 1.0]], ['2, k, 17', [-0.0268669, -0.000593727, 1.0]], ['2, k, 18', [0.212633, -0.304208, 1.0]], ['2, k, 19', [0.218832, -0.4067, 1.0]], ['2, k, 20', [-0.0586727, 0.15648, 1.0]], ['2, k, 21', [-0.687207, 0.231607, 1.0]], ['2, k, 22', [-0.656089, 0.17583, 1.0]], ['2, k, 23', [-0.407237, 0.613678, 1.0]], ['2, k, 24', [-0.404623, 0.563972, 1.0]]]
