[['2, k, 0', [19.61738, 86.83888, 1.0]], ['2, k, 1', [20.083060542680872, 116.69448838659991, 1.0]], ['2, k, 2', [20.371539393680607, 139.2652220732915, 1.0]], ['2, k, 3', [20.43656973401442, 145.68515528878305, 1.0]], ['2, k, 4', [38.101606832890695, 136.01563695878028, 1.0]], ['2, k, 5', [61.2703231059413, 136.34926135423115, 1.0]], ['2, k, 6', [68.8331439411655, 157.6087581081423, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [1.6626735471204945, 136.367975478685, 1.0]], ['2, k, 9', [-23.33559418621074, 133.93506459993074, 1.0]], ['2, k, 10', [-29.25613178436031, 156.17234322262544, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [27.44611269739176, 86.67794599414087, 1.0]], ['2, k, 13', [28.890469660023662, 45.1803331676827, 1.0]], ['2, k, 14', [30.247705923882727, 10.849429615967225, 1.0]], ['2, k, 15', [29.41092999620586, 7.779252675023944, 1.0]], ['2, k, 16', [11.273951145577264, 86.78955340216038, 1.0]], ['2, k, 17', [13.324001256821504, 46.48845292667281, 1.0]], ['2, k, 18', [15.224203721473135, 10.782454336294649, 1.0]], ['2, k, 19', [14.559311298410691, 7.71126650828072, 1.0]], ['2, k, 20', [20.371539393680607, 139.2652220732915, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.762853999999997, 86.787428, 1.0]], ['2, k, 1', [17.959258950854444, 116.6730193241592, 1.0]], ['2, k, 2', [18.06685112613292, 139.2728141283528, 1.0]], ['2, k, 3', [18.086456869624673, 145.69219142300588, 1.0]], ['2, k, 4', [35.842553905547476, 135.75446334990866, 1.0]], ['2, k, 5', [58.75992549091899, 135.44863295914027, 1.0]], ['2, k, 6', [66.39802722018709, 156.71835249378148, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.6811704683189532, 136.24539087491584, 1.0]], ['2, k, 9', [-25.394392366810138, 134.23902867765239, 1.0]], ['2, k, 10', [-31.65224754879795, 156.40769242789432, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.62634788878824, 86.68761427204169, 1.0]], ['2, k, 13', [27.732178346654216, 45.30790628418846, 1.0]], ['2, k, 14', [29.694800282558802, 11.149320544525935, 1.0]], ['2, k, 15', [28.721895044853074, 7.788925856857883, 1.0]], ['2, k, 16', [9.437435254188495, 86.67877761562879, 1.0]], ['2, k, 17', [12.170836594482486, 47.14792275484063, 1.0]], ['2, k, 18', [14.547210527301168, 11.363736210676521, 1.0]], ['2, k, 19', [13.787102652648517, 8.280566013552262, 1.0]], ['2, k, 20', [18.06685112613292, 139.2728141283528, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.785902, 86.793064, 1.0]], ['2, k, 1', [17.9929709478857, 116.67773122279351, 1.0]], ['2, k, 2', [18.113458572075032, 139.2766732994142, 1.0]], ['2, k, 3', [18.13742241128554, 145.69575212918306, 1.0]], ['2, k, 4', [35.892514381494756, 135.76457952392116, 1.0]], ['2, k, 5', [58.80634568566278, 135.46534008200564, 1.0]], ['2, k, 6', [66.42915537111071, 156.70264152990978, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.6354239098763159, 136.24232598559115, 1.0]], ['2, k, 9', [-25.353978043521522, 134.18949583244003, 1.0]], ['2, k, 10', [-31.638406926633063, 156.36049427386916, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.646351424455965, 86.68645712284923, 1.0]], ['2, k, 13', [27.752662676774207, 45.306250196460425, 1.0]], ['2, k, 14', [29.730316721660714, 11.074355800767115, 1.0]], ['2, k, 15', [28.75762945971807, 7.714302324071208, 1.0]], ['2, k, 16', [9.462931996431472, 86.68894231027457, 1.0]], ['2, k, 17', [12.196005476556074, 47.082424341296424, 1.0]], ['2, k, 18', [14.572434144222662, 11.244400063548113, 1.0]], ['2, k, 19', [13.81269550330432, 8.161448454355085, 1.0]], ['2, k, 20', [18.113458572075032, 139.2766732994142, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.810688, 86.797394, 1.0]], ['2, k, 1', [18.027337301727414, 116.6815533630891, 1.0]], ['2, k, 2', [18.16003343599778, 139.27943349406192, 1.0]], ['2, k, 3', [18.18818922093215, 145.69822818830258, 1.0]], ['2, k, 4', [35.95365092028578, 135.77140474546286, 1.0]], ['2, k, 5', [58.85129227069943, 135.47764008066866, 1.0]], ['2, k, 6', [66.46556959119346, 156.69578323002773, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.5718651820059755, 136.24063265034556, 1.0]], ['2, k, 9', [-25.294692141989337, 134.1468003277795, 1.0]], ['2, k, 10', [-31.606847689387905, 156.32726748974355, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.669837935081738, 86.68527952104168, 1.0]], ['2, k, 13', [27.77487363860669, 45.304463056032496, 1.0]], ['2, k, 14', [29.767169006951487, 11.006795303083337, 1.0]], ['2, k, 15', [28.79498419275581, 7.647228108337837, 1.0]], ['2, k, 16', [9.49101472402712, 86.69759764793474, 1.0]], ['2, k, 17', [12.226615803755603, 47.008508766011055, 1.0]], ['2, k, 18', [14.601403257483993, 11.107710221099552, 1.0]], ['2, k, 19', [13.842222554777951, 8.025244835008621, 1.0]], ['2, k, 20', [18.16003343599778, 139.27943349406192, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.832902, 86.798942, 1.0]], ['2, k, 1', [18.05715667229023, 116.68291388329034, 1.0]], ['2, k, 2', [18.20085888484695, 139.27882083692387, 1.0]], ['2, k, 3', [18.232880387078644, 145.69733520095758, 1.0]], ['2, k, 4', [36.01618123904446, 135.77347904058362, 1.0]], ['2, k, 5', [58.89104256608509, 135.48351608458935, 1.0]], ['2, k, 6', [66.49739445003237, 156.6889768073951, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.5221540046860724, 136.2340703661883, 1.0]], ['2, k, 9', [-25.26977561959566, 134.10331218250008, 1.0]], ['2, k, 10', [-31.602763340398113, 156.29873400203064, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.69357868552379, 86.68464357445062, 1.0]], ['2, k, 13', [27.795953869292827, 45.30308289424484, 1.0]], ['2, k, 14', [29.796263056460404, 10.941889921630171, 1.0]], ['2, k, 15', [28.824964964607435, 7.583046409264522, 1.0]], ['2, k, 16', [9.517323433428297, 86.69872354271315, 1.0]], ['2, k, 17', [12.250370852733244, 46.9394197177211, 1.0]], ['2, k, 18', [14.623215716938802, 10.999251555095086, 1.0]], ['2, k, 19', [13.865050351592942, 7.917246821366571, 1.0]], ['2, k, 20', [18.20085888484695, 139.27882083692387, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.84118, 86.79982199999999, 1.0]], ['2, k, 1', [18.07132772049614, 116.68378438006391, 1.0]], ['2, k, 2', [18.2255123250125, 139.27681403710176, 1.0]], ['2, k, 3', [18.261119860818184, 145.69505160497732, 1.0]], ['2, k, 4', [36.07209921878408, 135.77250529160827, 1.0]], ['2, k, 5', [58.90824631924417, 135.48523394113872, 1.0]], ['2, k, 6', [66.51461977280724, 156.6975050406478, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.4875651645696166, 136.2259268389288, 1.0]], ['2, k, 9', [-25.257641022161792, 134.0722725855449, 1.0]], ['2, k, 10', [-31.59611678090875, 156.28427761444797, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.703685751956872, 86.68588620544728, 1.0]], ['2, k, 13', [27.80085805181568, 45.303705760094225, 1.0]], ['2, k, 14', [29.809803955503256, 10.871443796432473, 1.0]], ['2, k, 15', [28.837688088469037, 7.506590341576478, 1.0]], ['2, k, 16', [9.530029904441992, 86.69869188326197, 1.0]], ['2, k, 17', [12.253294691830504, 46.913990308351316, 1.0]], ['2, k, 18', [14.619045153218384, 11.049819264588471, 1.0]], ['2, k, 19', [13.86222155070836, 7.968328969833399, 1.0]], ['2, k, 20', [18.2255123250125, 139.27681403710176, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.849858, 86.802088, 1.0]], ['2, k, 1', [18.08569626347214, 116.68612055521588, 1.0]], ['2, k, 2', [18.250186844506896, 139.27690202186747, 1.0]], ['2, k, 3', [18.28930383030332, 145.69487483238564, 1.0]], ['2, k, 4', [36.11516418671556, 135.77506045938492, 1.0]], ['2, k, 5', [58.92111432398222, 135.49107033930753, 1.0]], ['2, k, 6', [66.5275592417522, 156.70952537140704, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.45089989966034594, 136.2206417378544, 1.0]], ['2, k, 9', [-25.239426692518997, 134.04447084580946, 1.0]], ['2, k, 10', [-31.577601004593937, 156.26392685951333, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.713720832463814, 86.68820446300882, 1.0]], ['2, k, 13', [27.804795072118825, 45.30562753150766, 1.0]], ['2, k, 14', [29.819835176110736, 10.781889755673696, 1.0]], ['2, k, 15', [28.85790435125741, 7.449609208979323, 1.0]], ['2, k, 16', [9.54124249112002, 86.70105164875635, 1.0]], ['2, k, 17', [12.2502189477142, 46.902402365514405, 1.0]], ['2, k, 18', [14.617424306201158, 11.067924680248218, 1.0]], ['2, k, 19', [13.861888866397514, 7.98717874774896, 1.0]], ['2, k, 20', [18.250186844506896, 139.27690202186747, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.860036, 86.80527799999999, 1.0]], ['2, k, 1', [18.10208862831893, 116.68943993387316, 1.0]], ['2, k, 2', [18.277172661941886, 139.278134680035, 1.0]], ['2, k, 3', [18.31985960085631, 145.69583881834623, 1.0]], ['2, k, 4', [36.147127323421444, 135.78058854601787, 1.0]], ['2, k, 5', [58.93714426945024, 135.50071933886196, 1.0]], ['2, k, 6', [66.54501530138776, 156.7235553951026, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.42959313530545984, 136.21303029828655, 1.0]], ['2, k, 9', [-25.228400739393024, 134.02067160011416, 1.0]], ['2, k, 10', [-31.56463520605439, 156.24095692993689, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.724592477578884, 86.6942134843775, 1.0]], ['2, k, 13', [27.809360503885326, 45.31146487986526, 1.0]], ['2, k, 14', [29.822992490914036, 10.71422997168444, 1.0]], ['2, k, 15', [28.906235519459397, 7.5357550410787795, 1.0]], ['2, k, 16', [9.55384201472327, 86.70270450906793, 1.0]], ['2, k, 17', [12.24526675658556, 46.891434009862564, 1.0]], ['2, k, 18', [14.618446681181082, 11.094842124715647, 1.0]], ['2, k, 19', [13.864254533296798, 8.014823750000343, 1.0]], ['2, k, 20', [18.277172661941886, 139.278134680035, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.870546, 86.809388, 1.0]], ['2, k, 1', [18.119288250344745, 116.69372955972491, 1.0]], ['2, k, 2', [18.304599756290635, 139.28071255007654, 1.0]], ['2, k, 3', [18.350690705648947, 145.69813690398982, 1.0]], ['2, k, 4', [36.1730470034956, 135.78995405668618, 1.0]], ['2, k, 5', [58.97422534555313, 135.51237731105635, 1.0]], ['2, k, 6', [66.59317330782189, 156.7589698917416, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.4105674292309729, 136.2067961523032, 1.0]], ['2, k, 9', [-25.210588606540366, 134.00557700669788, 1.0]], ['2, k, 10', [-31.54182934549469, 156.22453300720784, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.734810467570544, 86.70085203258563, 1.0]], ['2, k, 13', [27.81500392015122, 45.31827144400299, 1.0]], ['2, k, 14', [29.823931798133895, 10.682749462855583, 1.0]], ['2, k, 15', [28.9049859603185, 7.494421987441353, 1.0]], ['2, k, 16', [9.565618270021645, 86.7049236226247, 1.0]], ['2, k, 17', [12.240312214763884, 46.89026544924495, 1.0]], ['2, k, 18', [14.619882163067398, 11.150077531407028, 1.0]], ['2, k, 19', [13.866926891536961, 8.070706620205566, 1.0]], ['2, k, 20', [18.304599756290635, 139.28071255007654, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.882854000000002, 86.813826, 1.0]], ['2, k, 1', [18.138631046162903, 116.69839342049039, 1.0]], ['2, k, 2', [18.333907215033047, 139.2847328961944, 1.0]], ['2, k, 3', [18.38325045021874, 145.7018673402785, 1.0]], ['2, k, 4', [36.17874883657109, 135.8026052841128, 1.0]], ['2, k, 5', [59.01356520817869, 135.52788541031583, 1.0]], ['2, k, 6', [66.64390423964721, 156.79492912023446, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.38639297736001765, 136.20321639300673, 1.0]], ['2, k, 9', [-25.18569564086592, 133.99443461517328, 1.0]], ['2, k, 10', [-31.51425839602059, 156.1924146256362, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.745013812718767, 86.70722380523507, 1.0]], ['2, k, 13', [27.823809605853427, 45.32557928766301, 1.0]], ['2, k, 14', [29.8115931330358, 10.721992745898383, 1.0]], ['2, k, 15', [28.8931878652154, 7.534645427361031, 1.0]], ['2, k, 16', [9.578666985117987, 86.70734230702061, 1.0]], ['2, k, 17', [12.23757655315708, 46.880445569919466, 1.0]], ['2, k, 18', [14.63064250001846, 11.213009966963767, 1.0]], ['2, k, 19', [13.8785247842815, 8.134269467527833, 1.0]], ['2, k, 20', [18.333907215033047, 139.2847328961944, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.903144, 86.815828, 1.0]], ['2, k, 1', [18.166358225413582, 116.70065531226155, 1.0]], ['2, k, 2', [18.37073402100274, 139.28740004131654, 1.0]], ['2, k, 3', [18.42288417187949, 145.70422906144105, 1.0]], ['2, k, 4', [36.169893349976235, 135.81348353281064, 1.0]], ['2, k, 5', [59.06647450844663, 135.52595767509064, 1.0]], ['2, k, 6', [66.6822671089705, 156.796666120989, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.37081503964397555, 136.19666900061716, 1.0]], ['2, k, 9', [-25.163733794844212, 133.98379802771498, 1.0]], ['2, k, 10', [-31.487047304948714, 156.16464595682763, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.762198563385763, 86.7105378665822, 1.0]], ['2, k, 13', [27.840443987567006, 45.330749059026964, 1.0]], ['2, k, 14', [29.805948315860334, 10.766436795396729, 1.0]], ['2, k, 15', [28.88915133293098, 7.5867215124642975, 1.0]], ['2, k, 16', [9.600033102313864, 86.70535559122732, 1.0]], ['2, k, 17', [12.244469116264096, 46.86257655241992, 1.0]], ['2, k, 18', [14.658505517695797, 11.241310523398788, 1.0]], ['2, k, 19', [13.906170893869145, 8.16326415851558, 1.0]], ['2, k, 20', [18.37073402100274, 139.28740004131654, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.921485999999998, 86.816186, 1.0]], ['2, k, 1', [18.192725924911972, 116.7013022412097, 1.0]], ['2, k, 2', [18.405477180716275, 139.28794014438085, 1.0]], ['2, k, 3', [18.460074668151627, 145.70442952072355, 1.0]], ['2, k, 4', [36.17221388127842, 135.81717427969974, 1.0]], ['2, k, 5', [59.12589003613856, 135.4713719200029, 1.0]], ['2, k, 6', [66.6879595821631, 156.76286690801214, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.35612783346266497, 136.18997171368943, 1.0]], ['2, k, 9', [-25.148249047521773, 133.97880895194973, 1.0]], ['2, k, 10', [-31.463138603141573, 156.14861727696956, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.779243496483716, 86.71273373495684, 1.0]], ['2, k, 13', [27.857798832117965, 45.33575134044248, 1.0]], ['2, k, 14', [29.796034465640176, 10.848511184234958, 1.0]], ['2, k, 15', [28.867979419531306, 7.636907635278819, 1.0]], ['2, k, 16', [9.619504861224904, 86.70152036347915, 1.0]], ['2, k, 17', [12.25117603566356, 46.83567191230857, 1.0]], ['2, k, 18', [14.687193350129485, 11.289560041010816, 1.0]], ['2, k, 19', [13.932751931220775, 8.212194905823793, 1.0]], ['2, k, 20', [18.405477180716275, 139.28794014438085, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.941358, 86.81705600000001, 1.0]], ['2, k, 1', [18.220534863739005, 116.70248222947424, 1.0]], ['2, k, 2', [18.43958996511497, 139.28891908488305, 1.0]], ['2, k, 3', [18.49569985792625, 145.70500448796767, 1.0]], ['2, k, 4', [36.195232624260356, 135.81777103938072, 1.0]], ['2, k, 5', [59.19572353605204, 135.40272745940874, 1.0]], ['2, k, 6', [66.70245184882785, 156.71908533184637, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.3220735759642359, 136.18728967220147, 1.0]], ['2, k, 9', [-25.111247761828274, 133.9792528153732, 1.0]], ['2, k, 10', [-31.41977731966731, 156.14667937761928, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.796225846898313, 86.71211788231729, 1.0]], ['2, k, 13', [27.877830792231777, 45.33789135258883, 1.0]], ['2, k, 14', [29.797189244603608, 10.917337022820504, 1.0]], ['2, k, 15', [28.82064476382139, 7.552241747787294, 1.0]], ['2, k, 16', [9.64051061119601, 86.7004506058555, 1.0]], ['2, k, 17', [12.2645191085756, 46.80850980980428, 1.0]], ['2, k, 18', [14.727573850682566, 11.253783545025605, 1.0]], ['2, k, 19', [13.968957485288048, 8.176851158261938, 1.0]], ['2, k, 20', [18.43958996511497, 139.28891908488305, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [17.975504, 86.82239799999999, 1.0]], ['2, k, 1', [18.26358156432, 116.70814145246173, 1.0]], ['2, k, 2', [18.489306114197213, 139.2943247967733, 1.0]], ['2, k, 3', [18.547026998260023, 145.70998688750788, 1.0]], ['2, k, 4', [36.2423932749563, 135.8207934485836, 1.0]], ['2, k, 5', [59.27767668386218, 135.33499600734018, 1.0]], ['2, k, 6', [66.7152669943379, 156.6255270981371, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.2788687672276424, 136.18791646239464, 1.0]], ['2, k, 9', [-25.07840917062527, 133.9816294494722, 1.0]], ['2, k, 10', [-31.387453609998794, 156.15156958871793, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.823831605741184, 86.71531021184974, 1.0]], ['2, k, 13', [27.910503179171073, 45.34297757482857, 1.0]], ['2, k, 14', [29.822518204621264, 10.93885446441299, 1.0]], ['2, k, 15', [28.843017015003248, 7.583726557028333, 1.0]], ['2, k, 16', [9.675679145704043, 86.70447874343947, 1.0]], ['2, k, 17', [12.29775124065207, 46.78238326204279, 1.0]], ['2, k, 18', [14.790724876263775, 11.206263815989722, 1.0]], ['2, k, 19', [14.02611389549397, 8.129582285930827, 1.0]], ['2, k, 20', [18.489306114197213, 139.2943247967733, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [18.006408, 86.827242, 1.0]], ['2, k, 1', [18.304911681567738, 116.7132960628425, 1.0]], ['2, k, 2', [18.53761442573959, 139.2992107193088, 1.0]], ['2, k, 3', [18.596947286413688, 145.71445668896007, 1.0]], ['2, k, 4', [36.29814669010396, 135.81670048810406, 1.0]], ['2, k, 5', [59.365482674556915, 135.2621316575867, 1.0]], ['2, k, 6', [66.72592496725954, 156.5013535428826, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.23025488078210188, 136.1897804335996, 1.0]], ['2, k, 9', [-25.036267827333038, 133.98736621637366, 1.0]], ['2, k, 10', [-31.35137187430276, 156.1618281876309, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.848202252317492, 86.71755339188135, 1.0]], ['2, k, 13', [27.93810551779207, 45.345210524068705, 1.0]], ['2, k, 14', [29.863250224760424, 10.953136439126347, 1.0]], ['2, k, 15', [28.8762433171935, 7.597484674997377, 1.0]], ['2, k, 16', [9.707535529048126, 86.71074169135409, 1.0]], ['2, k, 17', [12.331571428308122, 46.76551259147754, 1.0]], ['2, k, 18', [14.858918347343506, 11.156582461733187, 1.0]], ['2, k, 19', [14.086830067139683, 8.080036928848902, 1.0]], ['2, k, 20', [18.53761442573959, 139.2992107193088, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [18.029866000000005, 86.83209399999998, 1.0]], ['2, k, 1', [18.3412729139446, 116.71844205819207, 1.0]], ['2, k, 2', [18.581839881491003, 139.30412327399608, 1.0]], ['2, k, 3', [18.642898566712994, 145.71898605927964, 1.0]], ['2, k, 4', [36.35274516115539, 135.80822762913076, 1.0]], ['2, k, 5', [59.44083444656339, 135.19228572366748, 1.0]], ['2, k, 6', [66.72798447638284, 156.40736796872127, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.17784017449197975, 136.19281056898177, 1.0]], ['2, k, 9', [-25.002255891910412, 133.98917869452185, 1.0]], ['2, k, 10', [-31.328154355550808, 156.166162123131, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.86609157904687, 86.71949317719017, 1.0]], ['2, k, 13', [27.966817101270603, 45.34542474884427, 1.0]], ['2, k, 14', [29.909495087127794, 10.981917032512534, 1.0]], ['2, k, 15', [28.90888744986951, 7.638844211528022, 1.0]], ['2, k, 16', [9.731249374765316, 86.71972910376736, 1.0]], ['2, k, 17', [12.361986181716965, 46.8119749023637, 1.0]], ['2, k, 18', [14.935467859318955, 11.093133518473792, 1.0]], ['2, k, 19', [14.151959949828983, 8.017211701722806, 1.0]], ['2, k, 20', [18.581839881491003, 139.30412327399608, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [18.05342, 86.836942, 1.0]], ['2, k, 1', [18.382532642734454, 116.72352343459056, 1.0]], ['2, k, 2', [18.633257425255568, 139.3089418359321, 1.0]], ['2, k, 3', [18.696505060273235, 145.72342074926408, 1.0]], ['2, k, 4', [36.406761394076256, 135.80134250738294, 1.0]], ['2, k, 5', [59.51980236249961, 135.12657582297572, 1.0]], ['2, k, 6', [66.73009134922863, 156.326289930075, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-0.12396997054210956, 136.19397355704015, 1.0]], ['2, k, 9', [-24.975928449728844, 133.98780024952973, 1.0]], ['2, k, 10', [-31.325030720026177, 156.15851646900495, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [25.88249414979001, 86.7202797596409, 1.0]], ['2, k, 13', [28.00659976721383, 45.34248007231109, 1.0]], ['2, k, 14', [29.973111116914, 11.02261806605187, 1.0]], ['2, k, 15', [28.97525807754891, 7.576661674314545, 1.0]], ['2, k, 16', [9.754385706522411, 86.73035087071877, 1.0]], ['2, k, 17', [12.395153908126264, 46.87579817677493, 1.0]], ['2, k, 18', [15.035612360395879, 11.009617500179878, 1.0]], ['2, k, 19', [14.23745719642196, 7.934580816216106, 1.0]], ['2, k, 20', [18.633257425255568, 139.3089418359321, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
