[['2, k, 0', [-0.119718, -0.349367, 1.0]], ['2, k, 1', [-0.120216, -0.0293774, 1.0]], ['2, k, 2', [-0.119973, 0.282629, 1.0]], ['2, k, 3', [-0.115596, 0.432533, 1.0]], ['2, k, 4', [-0.307133, 0.182657, 1.0]], ['2, k, 5', [-0.385805, -0.0719823, 1.0]], ['2, k, 6', [-0.399978, -0.292642, 1.0]], ['2, k, 7', [-0.401387, -0.332014, 1.0]], ['2, k, 8', [0.0550666, 0.176313, 1.0]], ['2, k, 9', [0.130467, -0.0654193, 1.0]], ['2, k, 10', [0.172634, -0.282843, 1.0]], ['2, k, 11', [0.182002, -0.33425, 1.0]], ['2, k, 12', [-0.200595, -0.342833, 1.0]], ['2, k, 13', [-0.235545, -0.672702, 1.0]], ['2, k, 14', [-0.222285, -1.00189, 1.0]], ['2, k, 15', [-0.225342, -1.06152, 1.0]], ['2, k, 16', [-0.0353569, -0.345734, 1.0]], ['2, k, 17', [-0.0178061, -0.675204, 1.0]], ['2, k, 18', [-0.0252037, -0.997393, 1.0]], ['2, k, 19', [0.0051918, -1.06055, 1.0]], ['2, k, 20', [-0.120162, 0.205775, 1.0]], ['2, k, 21', [-0.398915, -0.376452, 1.0]], ['2, k, 22', [-0.342954, -0.352938, 1.0]], ['2, k, 23', [0.197025, -0.388311, 1.0]], ['2, k, 24', [0.12879, -0.3572, 1.0]]]
[['2, k, 0', [-0.125299, -0.281641, 1.0]], ['2, k, 1', [-0.125728, 0.022228, 1.0]], ['2, k, 2', [-0.125567, 0.317237, 1.0]], ['2, k, 3', [-0.118584, 0.459713, 1.0]], ['2, k, 4', [-0.277428, 0.261501, 1.0]], ['2, k, 5', [-0.413641, 0.372268, 1.0]], ['2, k, 6', [-0.412739, 0.49028, 1.0]], ['2, k, 7', [-0.416062, 0.520493, 1.0]], ['2, k, 8', [0.0351908, 0.26941, 1.0]], ['2, k, 9', [0.152415, 0.392021, 1.0]], ['2, k, 10', [0.193065, 0.492758, 1.0]], ['2, k, 11', [0.197423, 0.53785, 1.0]], ['2, k, 12', [-0.207597, -0.278309, 1.0]], ['2, k, 13', [-0.232825, -0.650782, 1.0]], ['2, k, 14', [-0.22448, -1.01105, 1.0]], ['2, k, 15', [-0.227647, -1.06822, 1.0]], ['2, k, 16', [-0.0393222, -0.276815, 1.0]], ['2, k, 17', [-0.0211383, -0.639323, 1.0]], ['2, k, 18', [-0.0217931, -0.999466, 1.0]], ['2, k, 19', [0.00841122, -1.06335, 1.0]], ['2, k, 20', [-0.125732, 0.244562, 1.0]], ['2, k, 21', [-0.398112, 0.544606, 1.0]], ['2, k, 22', [-0.337054, 0.529757, 1.0]], ['2, k, 23', [0.208189, 0.566838, 1.0]], ['2, k, 24', [0.15631, 0.54342, 1.0]]]
[['2, k, 0', [-0.125228, -0.284675, 1.0]], ['2, k, 1', [-0.125355, 0.021392, 1.0]], ['2, k, 2', [-0.12483, 0.317917, 1.0]], ['2, k, 3', [-0.118055, 0.460177, 1.0]], ['2, k, 4', [-0.276616, 0.258129, 1.0]], ['2, k, 5', [-0.416569, 0.322412, 1.0]], ['2, k, 6', [-0.409491, 0.431186, 1.0]], ['2, k, 7', [-0.418099, 0.467934, 1.0]], ['2, k, 8', [0.0376975, 0.262675, 1.0]], ['2, k, 9', [0.152123, 0.355726, 1.0]], ['2, k, 10', [0.190087, 0.440473, 1.0]], ['2, k, 11', [0.194608, 0.479414, 1.0]], ['2, k, 12', [-0.207407, -0.281178, 1.0]], ['2, k, 13', [-0.232884, -0.651075, 1.0]], ['2, k, 14', [-0.22443, -1.01115, 1.0]], ['2, k, 15', [-0.228125, -1.06834, 1.0]], ['2, k, 16', [-0.0393845, -0.279893, 1.0]], ['2, k, 17', [-0.0207758, -0.641917, 1.0]], ['2, k, 18', [-0.0218712, -0.999772, 1.0]], ['2, k, 19', [0.00734511, -1.06431, 1.0]], ['2, k, 20', [-0.125118, 0.244854, 1.0]], ['2, k, 21', [-0.395816, 0.487678, 1.0]], ['2, k, 22', [-0.371565, 0.466952, 1.0]], ['2, k, 23', [0.189939, 0.503336, 1.0]], ['2, k, 24', [0.15406, 0.477119, 1.0]]]
[['2, k, 0', [-0.125173, -0.293734, 1.0]], ['2, k, 1', [-0.124281, 0.0162953, 1.0]], ['2, k, 2', [-0.12298, 0.316178, 1.0]], ['2, k, 3', [-0.116713, 0.451204, 1.0]], ['2, k, 4', [-0.275158, 0.249116, 1.0]], ['2, k, 5', [-0.414564, 0.295354, 1.0]], ['2, k, 6', [-0.420596, 0.371511, 1.0]], ['2, k, 7', [-0.42058, 0.404324, 1.0]], ['2, k, 8', [0.0364275, 0.25477, 1.0]], ['2, k, 9', [0.152606, 0.32389, 1.0]], ['2, k, 10', [0.186803, 0.383421, 1.0]], ['2, k, 11', [0.192354, 0.416375, 1.0]], ['2, k, 12', [-0.207119, -0.292226, 1.0]], ['2, k, 13', [-0.233368, -0.654309, 1.0]], ['2, k, 14', [-0.224409, -1.01116, 1.0]], ['2, k, 15', [-0.227945, -1.06803, 1.0]], ['2, k, 16', [-0.0395332, -0.286931, 1.0]], ['2, k, 17', [-0.0205824, -0.645244, 1.0]], ['2, k, 18', [-0.0219154, -0.999854, 1.0]], ['2, k, 19', [0.00479614, -1.06544, 1.0]], ['2, k, 20', [-0.123446, 0.242404, 1.0]], ['2, k, 21', [-0.410395, 0.421199, 1.0]], ['2, k, 22', [-0.372061, 0.402131, 1.0]], ['2, k, 23', [0.168979, 0.432192, 1.0]], ['2, k, 24', [0.14504, 0.41435, 1.0]]]
[['2, k, 0', [-0.124505, -0.297655, 1.0]], ['2, k, 1', [-0.123729, 0.0135334, 1.0]], ['2, k, 2', [-0.122512, 0.315042, 1.0]], ['2, k, 3', [-0.116743, 0.452675, 1.0]], ['2, k, 4', [-0.272429, 0.240452, 1.0]], ['2, k, 5', [-0.417796, 0.260022, 1.0]], ['2, k, 6', [-0.430692, 0.305059, 1.0]], ['2, k, 7', [-0.422717, 0.337336, 1.0]], ['2, k, 8', [0.0373779, 0.247896, 1.0]], ['2, k, 9', [0.164868, 0.274078, 1.0]], ['2, k, 10', [0.186418, 0.33152, 1.0]], ['2, k, 11', [0.188045, 0.349539, 1.0]], ['2, k, 12', [-0.206278, -0.29691, 1.0]], ['2, k, 13', [-0.233399, -0.655017, 1.0]], ['2, k, 14', [-0.224544, -1.01082, 1.0]], ['2, k, 15', [-0.227055, -1.06686, 1.0]], ['2, k, 16', [-0.0390599, -0.289959, 1.0]], ['2, k, 17', [-0.0203437, -0.647431, 1.0]], ['2, k, 18', [-0.0219337, -1.00001, 1.0]], ['2, k, 19', [0.00282119, -1.06484, 1.0]], ['2, k, 20', [-0.12295, 0.240889, 1.0]], ['2, k, 21', [-0.409548, 0.349087, 1.0]], ['2, k, 22', [-0.379105, 0.331923, 1.0]], ['2, k, 23', [0.186301, 0.366186, 1.0]], ['2, k, 24', [0.141868, 0.349466, 1.0]]]
[['2, k, 0', [-0.123858, -0.301891, 1.0]], ['2, k, 1', [-0.12402, 0.0100003, 1.0]], ['2, k, 2', [-0.123382, 0.312733, 1.0]], ['2, k, 3', [-0.114744, 0.465046, 1.0]], ['2, k, 4', [-0.271506, 0.23639, 1.0]], ['2, k, 5', [-0.411221, 0.233351, 1.0]], ['2, k, 6', [-0.420654, 0.248892, 1.0]], ['2, k, 7', [-0.42302, 0.268506, 1.0]], ['2, k, 8', [0.037217, 0.244437, 1.0]], ['2, k, 9', [0.162915, 0.242705, 1.0]], ['2, k, 10', [0.165918, 0.262725, 1.0]], ['2, k, 11', [0.182811, 0.282505, 1.0]], ['2, k, 12', [-0.205092, -0.301394, 1.0]], ['2, k, 13', [-0.233409, -0.65824, 1.0]], ['2, k, 14', [-0.224728, -1.0115, 1.0]], ['2, k, 15', [-0.226909, -1.06791, 1.0]], ['2, k, 16', [-0.0389716, -0.293817, 1.0]], ['2, k, 17', [-0.0203674, -0.654168, 1.0]], ['2, k, 18', [-0.0220054, -1.0, 1.0]], ['2, k, 19', [0.0021849, -1.06443, 1.0]], ['2, k, 20', [-0.123703, 0.238274, 1.0]], ['2, k, 21', [-0.41546, 0.276304, 1.0]], ['2, k, 22', [-0.373595, 0.265735, 1.0]], ['2, k, 23', [0.157592, 0.286148, 1.0]], ['2, k, 24', [0.139256, 0.279106, 1.0]]]
[['2, k, 0', [-0.125106, -0.368518, 1.0]], ['2, k, 1', [-0.123328, -0.00622195, 1.0]], ['2, k, 2', [-0.12256, 0.315323, 1.0]], ['2, k, 3', [-0.115673, 0.457845, 1.0]], ['2, k, 4', [-0.249257, 0.170834, 1.0]], ['2, k, 5', [-0.394469, 0.187578, 1.0]], ['2, k, 6', [-0.372185, 0.167321, 1.0]], ['2, k, 7', [-0.421495, 0.198508, 1.0]], ['2, k, 8', [0.018683, 0.170067, 1.0]], ['2, k, 9', [0.158268, 0.212391, 1.0]], ['2, k, 10', [0.110753, 0.232812, 1.0]], ['2, k, 11', [0.171946, 0.212349, 1.0]], ['2, k, 12', [-0.209391, -0.365355, 1.0]], ['2, k, 13', [-0.234829, -0.668608, 1.0]], ['2, k, 14', [-0.224704, -1.01084, 1.0]], ['2, k, 15', [-0.226651, -1.06727, 1.0]], ['2, k, 16', [-0.0372281, -0.361082, 1.0]], ['2, k, 17', [-0.0196186, -0.671272, 1.0]], ['2, k, 18', [-0.0219429, -0.999897, 1.0]], ['2, k, 19', [0.0038503, -1.06385, 1.0]], ['2, k, 20', [-0.123353, 0.238433, 1.0]], ['2, k, 21', [-0.441909, 0.203251, 1.0]], ['2, k, 22', [-0.352706, 0.194162, 1.0]], ['2, k, 23', [0.143338, 0.21175, 1.0]], ['2, k, 24', [0.216403, 0.213498, 1.0]]]
[['2, k, 0', [-0.125042, -0.349975, 1.0]], ['2, k, 1', [-0.123149, -0.00619879, 1.0]], ['2, k, 2', [-0.121792, 0.315592, 1.0]], ['2, k, 3', [-0.115761, 0.459641, 1.0]], ['2, k, 4', [-0.254213, 0.194207, 1.0]], ['2, k, 5', [-0.418124, 0.200662, 1.0]], ['2, k, 6', [-0.366916, 0.171883, 1.0]], ['2, k, 7', [-0.411688, 0.128023, 1.0]], ['2, k, 8', [0.0233665, 0.196902, 1.0]], ['2, k, 9', [0.182179, 0.265756, 1.0]], ['2, k, 10', [0.0720777, 0.253329, 1.0]], ['2, k, 11', [0.0884644, 0.207767, 1.0]], ['2, k, 12', [-0.205995, -0.348905, 1.0]], ['2, k, 13', [-0.234818, -0.672991, 1.0]], ['2, k, 14', [-0.22465, -1.01057, 1.0]], ['2, k, 15', [-0.224447, -1.06684, 1.0]], ['2, k, 16', [-0.040936, -0.340043, 1.0]], ['2, k, 17', [-0.0194136, -0.671926, 1.0]], ['2, k, 18', [-0.0218914, -0.999856, 1.0]], ['2, k, 19', [0.000141063, -1.06183, 1.0]], ['2, k, 20', [-0.122554, 0.238236, 1.0]], ['2, k, 21', [-0.364225, 0.126886, 1.0]], ['2, k, 22', [-0.29867, 0.125446, 1.0]], ['2, k, 23', [0.0603248, 0.207236, 1.0]], ['2, k, 24', [0.134013, 0.209082, 1.0]]]
[['2, k, 0', [-0.123437, -0.32915, 1.0]], ['2, k, 1', [-0.122791, -0.00531726, 1.0]], ['2, k, 2', [-0.121211, 0.314786, 1.0]], ['2, k, 3', [-0.115893, 0.460534, 1.0]], ['2, k, 4', [-0.267303, 0.214064, 1.0]], ['2, k, 5', [-0.409882, 0.130583, 1.0]], ['2, k, 6', [-0.403637, 0.0720511, 1.0]], ['2, k, 7', [-0.427443, 0.0543495, 1.0]], ['2, k, 8', [0.0325692, 0.213507, 1.0]], ['2, k, 9', [0.168028, 0.132396, 1.0]], ['2, k, 10', [0.146247, 0.119156, 1.0]], ['2, k, 11', [0.17399, 0.0713178, 1.0]], ['2, k, 12', [-0.203703, -0.329749, 1.0]], ['2, k, 13', [-0.234957, -0.675491, 1.0]], ['2, k, 14', [-0.225104, -1.01065, 1.0]], ['2, k, 15', [-0.224249, -1.06622, 1.0]], ['2, k, 16', [-0.03984, -0.31915, 1.0]], ['2, k, 17', [-0.0192942, -0.672024, 1.0]], ['2, k, 18', [-0.0225518, -0.998478, 1.0]], ['2, k, 19', [0.00239233, -1.06075, 1.0]], ['2, k, 20', [-0.122026, 0.237642, 1.0]], ['2, k, 21', [-0.36451, 0.0536793, 1.0]], ['2, k, 22', [-0.360936, 0.0501262, 1.0]], ['2, k, 23', [0.120033, 0.0639652, 1.0]], ['2, k, 24', [0.207742, 0.070926, 1.0]]]
[['2, k, 0', [-0.123465, -0.32768, 1.0]], ['2, k, 1', [-0.122186, -0.00411314, 1.0]], ['2, k, 2', [-0.119927, 0.315272, 1.0]], ['2, k, 3', [-0.116212, 0.461215, 1.0]], ['2, k, 4', [-0.267907, 0.21461, 1.0]], ['2, k, 5', [-0.409849, 0.116199, 1.0]], ['2, k, 6', [-0.433825, -0.00595148, 1.0]], ['2, k, 7', [-0.433504, -0.0161601, 1.0]], ['2, k, 8', [0.0327779, 0.213598, 1.0]], ['2, k, 9', [0.155565, 0.116447, 1.0]], ['2, k, 10', [0.162008, 0.0320378, 1.0]], ['2, k, 11', [0.174816, 0.00477287, 1.0]], ['2, k, 12', [-0.203964, -0.327228, 1.0]], ['2, k, 13', [-0.234906, -0.673779, 1.0]], ['2, k, 14', [-0.227876, -1.01265, 1.0]], ['2, k, 15', [-0.225744, -1.06629, 1.0]], ['2, k, 16', [-0.0396741, -0.318425, 1.0]], ['2, k, 17', [-0.0192839, -0.669179, 1.0]], ['2, k, 18', [-0.0225777, -1.00085, 1.0]], ['2, k, 19', [0.0057284, -1.06203, 1.0]], ['2, k, 20', [-0.120947, 0.238002, 1.0]], ['2, k, 21', [-0.430267, -0.0156122, 1.0]], ['2, k, 22', [-0.390686, -0.0162523, 1.0]], ['2, k, 23', [0.127082, -0.00201459, 1.0]], ['2, k, 24', [0.212351, -0.00114658, 1.0]]]
[['2, k, 0', [-0.122737, -0.32709, 1.0]], ['2, k, 1', [-0.1219, -0.00389383, 1.0]], ['2, k, 2', [-0.119865, 0.314988, 1.0]], ['2, k, 3', [-0.116912, 0.461677, 1.0]], ['2, k, 4', [-0.272239, 0.213886, 1.0]], ['2, k, 5', [-0.415069, 0.0949922, 1.0]], ['2, k, 6', [-0.437055, -0.0582162, 1.0]], ['2, k, 7', [-0.43176, -0.0798208, 1.0]], ['2, k, 8', [0.0327446, 0.212738, 1.0]], ['2, k, 9', [0.14606, 0.0974814, 1.0]], ['2, k, 10', [0.174798, -0.0408986, 1.0]], ['2, k, 11', [0.173451, -0.0629469, 1.0]], ['2, k, 12', [-0.203551, -0.326915, 1.0]], ['2, k, 13', [-0.234775, -0.672235, 1.0]], ['2, k, 14', [-0.227564, -1.01167, 1.0]], ['2, k, 15', [-0.23197, -1.06795, 1.0]], ['2, k, 16', [-0.0385163, -0.317552, 1.0]], ['2, k, 17', [-0.0189723, -0.669095, 1.0]], ['2, k, 18', [-0.0226671, -1.00046, 1.0]], ['2, k, 19', [0.00125377, -1.0637, 1.0]], ['2, k, 20', [-0.120819, 0.237705, 1.0]], ['2, k, 21', [-0.402206, -0.0885129, 1.0]], ['2, k, 22', [-0.354421, -0.0886099, 1.0]], ['2, k, 23', [0.121054, -0.067336, 1.0]], ['2, k, 24', [0.212208, -0.065077, 1.0]]]
[['2, k, 0', [-0.12276, -0.327598, 1.0]], ['2, k, 1', [-0.121923, -0.00412804, 1.0]], ['2, k, 2', [-0.119948, 0.314418, 1.0]], ['2, k, 3', [-0.117843, 0.461988, 1.0]], ['2, k, 4', [-0.278761, 0.209594, 1.0]], ['2, k, 5', [-0.418866, 0.0724559, 1.0]], ['2, k, 6', [-0.433873, -0.102863, 1.0]], ['2, k, 7', [-0.434731, -0.134502, 1.0]], ['2, k, 8', [0.0355442, 0.210187, 1.0]], ['2, k, 9', [0.148601, 0.0811588, 1.0]], ['2, k, 10', [0.171887, -0.0902038, 1.0]], ['2, k, 11', [0.175629, -0.118442, 1.0]], ['2, k, 12', [-0.203618, -0.327407, 1.0]], ['2, k, 13', [-0.23475, -0.672249, 1.0]], ['2, k, 14', [-0.226267, -1.01262, 1.0]], ['2, k, 15', [-0.231858, -1.06853, 1.0]], ['2, k, 16', [-0.038442, -0.318088, 1.0]], ['2, k, 17', [-0.0189114, -0.669103, 1.0]], ['2, k, 18', [-0.0222161, -1.00034, 1.0]], ['2, k, 19', [0.00144617, -1.06354, 1.0]], ['2, k, 20', [-0.120853, 0.237043, 1.0]], ['2, k, 21', [-0.418794, -0.149107, 1.0]], ['2, k, 22', [-0.37945, -0.139473, 1.0]], ['2, k, 23', [0.162117, -0.131185, 1.0]], ['2, k, 24', [0.214862, -0.12176, 1.0]]]
[['2, k, 0', [-0.123153, -0.328454, 1.0]], ['2, k, 1', [-0.122375, -0.00462299, 1.0]], ['2, k, 2', [-0.1206, 0.313653, 1.0]], ['2, k, 3', [-0.119003, 0.461664, 1.0]], ['2, k, 4', [-0.284378, 0.206918, 1.0]], ['2, k, 5', [-0.397951, 0.0266386, 1.0]], ['2, k, 6', [-0.435511, -0.138463, 1.0]], ['2, k, 7', [-0.434878, -0.181567, 1.0]], ['2, k, 8', [0.0383879, 0.206356, 1.0]], ['2, k, 9', [0.153123, 0.0498792, 1.0]], ['2, k, 10', [0.169312, -0.120252, 1.0]], ['2, k, 11', [0.170272, -0.169707, 1.0]], ['2, k, 12', [-0.203742, -0.327917, 1.0]], ['2, k, 13', [-0.234768, -0.672276, 1.0]], ['2, k, 14', [-0.226331, -1.01267, 1.0]], ['2, k, 15', [-0.230885, -1.06818, 1.0]], ['2, k, 16', [-0.0391676, -0.319428, 1.0]], ['2, k, 17', [-0.0189688, -0.668979, 1.0]], ['2, k, 18', [-0.0220954, -1.0005, 1.0]], ['2, k, 19', [0.00104064, -1.06365, 1.0]], ['2, k, 20', [-0.121378, 0.236158, 1.0]], ['2, k, 21', [-0.418691, -0.199316, 1.0]], ['2, k, 22', [-0.377751, -0.187438, 1.0]], ['2, k, 23', [0.155648, -0.184464, 1.0]], ['2, k, 24', [0.213765, -0.16857, 1.0]]]
[['2, k, 0', [-0.123191, -0.328941, 1.0]], ['2, k, 1', [-0.122646, -0.00529284, 1.0]], ['2, k, 2', [-0.121257, 0.312103, 1.0]], ['2, k, 3', [-0.120201, 0.460534, 1.0]], ['2, k, 4', [-0.289738, 0.204273, 1.0]], ['2, k, 5', [-0.398295, 0.0180784, 1.0]], ['2, k, 6', [-0.43571, -0.172979, 1.0]], ['2, k, 7', [-0.429353, -0.222163, 1.0]], ['2, k, 8', [0.0381009, 0.206115, 1.0]], ['2, k, 9', [0.130883, 0.0140366, 1.0]], ['2, k, 10', [0.173284, -0.159214, 1.0]], ['2, k, 11', [0.168381, -0.212284, 1.0]], ['2, k, 12', [-0.203688, -0.328398, 1.0]], ['2, k, 13', [-0.234784, -0.671767, 1.0]], ['2, k, 14', [-0.225602, -1.01173, 1.0]], ['2, k, 15', [-0.230804, -1.06821, 1.0]], ['2, k, 16', [-0.0392736, -0.319902, 1.0]], ['2, k, 17', [-0.0188338, -0.668649, 1.0]], ['2, k, 18', [-0.0217188, -0.999676, 1.0]], ['2, k, 19', [0.00158468, -1.06455, 1.0]], ['2, k, 20', [-0.12188, 0.234655, 1.0]], ['2, k, 21', [-0.424712, -0.245451, 1.0]], ['2, k, 22', [-0.351424, -0.227622, 1.0]], ['2, k, 23', [0.176483, -0.23996, 1.0]], ['2, k, 24', [0.21638, -0.205353, 1.0]]]
[['2, k, 0', [-0.123266, -0.329516, 1.0]], ['2, k, 1', [-0.122826, -0.00628162, 1.0]], ['2, k, 2', [-0.121595, 0.310086, 1.0]], ['2, k, 3', [-0.120946, 0.458446, 1.0]], ['2, k, 4', [-0.291965, 0.202975, 1.0]], ['2, k, 5', [-0.393939, -0.00192849, 1.0]], ['2, k, 6', [-0.435024, -0.19935, 1.0]], ['2, k, 7', [-0.425459, -0.253103, 1.0]], ['2, k, 8', [0.0397813, 0.204822, 1.0]], ['2, k, 9', [0.12904, 0.00694441, 1.0]], ['2, k, 10', [0.175932, -0.186632, 1.0]], ['2, k, 11', [0.171882, -0.248485, 1.0]], ['2, k, 12', [-0.204002, -0.328633, 1.0]], ['2, k, 13', [-0.234982, -0.671346, 1.0]], ['2, k, 14', [-0.224609, -1.01026, 1.0]], ['2, k, 15', [-0.230049, -1.06686, 1.0]], ['2, k, 16', [-0.0390565, -0.320831, 1.0]], ['2, k, 17', [-0.0188627, -0.667812, 1.0]], ['2, k, 18', [-0.0217807, -0.99949, 1.0]], ['2, k, 19', [0.0028888, -1.06376, 1.0]], ['2, k, 20', [-0.122136, 0.232726, 1.0]], ['2, k, 21', [-0.422726, -0.282194, 1.0]], ['2, k, 22', [-0.347755, -0.260441, 1.0]], ['2, k, 23', [0.179942, -0.283976, 1.0]], ['2, k, 24', [0.21708, -0.24657, 1.0]]]
[['2, k, 0', [-0.123679, -0.331179, 1.0]], ['2, k, 1', [-0.12318, -0.0080519, 1.0]], ['2, k, 2', [-0.121887, 0.307811, 1.0]], ['2, k, 3', [-0.121631, 0.456651, 1.0]], ['2, k, 4', [-0.292951, 0.202087, 1.0]], ['2, k, 5', [-0.393463, -0.0109822, 1.0]], ['2, k, 6', [-0.431547, -0.215427, 1.0]], ['2, k, 7', [-0.421616, -0.27729, 1.0]], ['2, k, 8', [0.0396471, 0.20473, 1.0]], ['2, k, 9', [0.127922, -0.00042908, 1.0]], ['2, k, 10', [0.175931, -0.210547, 1.0]], ['2, k, 11', [0.170734, -0.273619, 1.0]], ['2, k, 12', [-0.204752, -0.330132, 1.0]], ['2, k, 13', [-0.234986, -0.671509, 1.0]], ['2, k, 14', [-0.223933, -1.00968, 1.0]], ['2, k, 15', [-0.22991, -1.06694, 1.0]], ['2, k, 16', [-0.0391313, -0.322592, 1.0]], ['2, k, 17', [-0.0189271, -0.667274, 1.0]], ['2, k, 18', [-0.0217723, -0.999469, 1.0]], ['2, k, 19', [0.00102527, -1.06218, 1.0]], ['2, k, 20', [-0.122412, 0.230412, 1.0]], ['2, k, 21', [-0.41608, -0.307582, 1.0]], ['2, k, 22', [-0.335697, -0.285154, 1.0]], ['2, k, 23', [0.168956, -0.321801, 1.0]], ['2, k, 24', [0.218029, -0.263166, 1.0]]]
[['2, k, 0', [-0.124425, -0.332619, 1.0]], ['2, k, 1', [-0.123695, -0.00973112, 1.0]], ['2, k, 2', [-0.122117, 0.305591, 1.0]], ['2, k, 3', [-0.122193, 0.455719, 1.0]], ['2, k, 4', [-0.294598, 0.200818, 1.0]], ['2, k, 5', [-0.390945, -0.0208759, 1.0]], ['2, k, 6', [-0.428636, -0.234807, 1.0]], ['2, k, 7', [-0.421851, -0.295776, 1.0]], ['2, k, 8', [0.0429062, 0.202688, 1.0]], ['2, k, 9', [0.128076, -0.0134152, 1.0]], ['2, k, 10', [0.176135, -0.228026, 1.0]], ['2, k, 11', [0.171463, -0.2923, 1.0]], ['2, k, 12', [-0.205569, -0.331187, 1.0]], ['2, k, 13', [-0.235007, -0.671657, 1.0]], ['2, k, 14', [-0.222894, -1.00977, 1.0]], ['2, k, 15', [-0.22934, -1.06686, 1.0]], ['2, k, 16', [-0.039728, -0.324419, 1.0]], ['2, k, 17', [-0.0187667, -0.667457, 1.0]], ['2, k, 18', [-0.0217738, -0.999426, 1.0]], ['2, k, 19', [0.00335318, -1.06227, 1.0]], ['2, k, 20', [-0.122702, 0.22822, 1.0]], ['2, k, 21', [-0.419802, -0.330172, 1.0]], ['2, k, 22', [-0.34321, -0.302886, 1.0]], ['2, k, 23', [0.173871, -0.33406, 1.0]], ['2, k, 24', [0.22234, -0.284958, 1.0]]]
[['2, k, 0', [-0.124949, -0.334834, 1.0]], ['2, k, 1', [-0.124133, -0.0115001, 1.0]], ['2, k, 2', [-0.122503, 0.304091, 1.0]], ['2, k, 3', [-0.122776, 0.453801, 1.0]], ['2, k, 4', [-0.295719, 0.199286, 1.0]], ['2, k, 5', [-0.388884, -0.0329218, 1.0]], ['2, k, 6', [-0.428094, -0.244532, 1.0]], ['2, k, 7', [-0.418453, -0.308222, 1.0]], ['2, k, 8', [0.0458451, 0.199, 1.0]], ['2, k, 9', [0.128342, -0.0246516, 1.0]], ['2, k, 10', [0.175826, -0.239506, 1.0]], ['2, k, 11', [0.17535, -0.306949, 1.0]], ['2, k, 12', [-0.206101, -0.33268, 1.0]], ['2, k, 13', [-0.235075, -0.671791, 1.0]], ['2, k, 14', [-0.222873, -1.00937, 1.0]], ['2, k, 15', [-0.227789, -1.06643, 1.0]], ['2, k, 16', [-0.040195, -0.3274, 1.0]], ['2, k, 17', [-0.0183933, -0.668279, 1.0]], ['2, k, 18', [-0.0218559, -0.999345, 1.0]], ['2, k, 19', [0.00559374, -1.06256, 1.0]], ['2, k, 20', [-0.123086, 0.226582, 1.0]], ['2, k, 21', [-0.417617, -0.342421, 1.0]], ['2, k, 22', [-0.342176, -0.318518, 1.0]], ['2, k, 23', [0.182855, -0.356134, 1.0]], ['2, k, 24', [0.223467, -0.296763, 1.0]]]
[['2, k, 0', [-0.125594, -0.336451, 1.0]], ['2, k, 1', [-0.124409, -0.0137367, 1.0]], ['2, k, 2', [-0.122241, 0.30094, 1.0]], ['2, k, 3', [-0.123547, 0.451038, 1.0]], ['2, k, 4', [-0.297499, 0.197088, 1.0]], ['2, k, 5', [-0.386522, -0.0403248, 1.0]], ['2, k, 6', [-0.421472, -0.256677, 1.0]], ['2, k, 7', [-0.416793, -0.309662, 1.0]], ['2, k, 8', [0.0469683, 0.196866, 1.0]], ['2, k, 9', [0.129357, -0.033303, 1.0]], ['2, k, 10', [0.177463, -0.250824, 1.0]], ['2, k, 11', [0.17695, -0.311288, 1.0]], ['2, k, 12', [-0.206568, -0.333544, 1.0]], ['2, k, 13', [-0.235282, -0.6725, 1.0]], ['2, k, 14', [-0.222404, -1.0099, 1.0]], ['2, k, 15', [-0.22694, -1.06723, 1.0]], ['2, k, 16', [-0.04099, -0.32988, 1.0]], ['2, k, 17', [-0.0180171, -0.669497, 1.0]], ['2, k, 18', [-0.0218245, -0.999204, 1.0]], ['2, k, 19', [0.00469275, -1.06276, 1.0]], ['2, k, 20', [-0.122963, 0.223601, 1.0]], ['2, k, 21', [-0.41702, -0.348399, 1.0]], ['2, k, 22', [-0.333156, -0.325684, 1.0]], ['2, k, 23', [0.17807, -0.362965, 1.0]], ['2, k, 24', [0.217323, -0.295704, 1.0]]]
