[['2, k, 0', [-0.161459, -0.718526, 1.0]], ['2, k, 1', [-0.158911, -0.432537, 1.0]], ['2, k, 2', [-0.15586, -0.150275, 1.0]], ['2, k, 3', [-0.159458, -0.0284285, 1.0]], ['2, k, 4', [-0.30281, -0.199106, 1.0]], ['2, k, 5', [-0.433423, -0.0596675, 1.0]], ['2, k, 6', [-0.533303, 0.074343, 1.0]], ['2, k, 7', [-0.564896, 0.1546, 1.0]], ['2, k, 8', [-0.0183121, -0.263991, 1.0]], ['2, k, 9', [-0.00116998, -0.384255, 1.0]], ['2, k, 10', [-0.119534, -0.308849, 1.0]], ['2, k, 11', [-0.152611, -0.307808, 1.0]], ['2, k, 12', [-0.224475, -0.696545, 1.0]], ['2, k, 13', [-0.432486, -0.496146, 1.0]], ['2, k, 14', [-0.322989, -0.806733, 1.0]], ['2, k, 15', [-0.316079, -0.827555, 1.0]], ['2, k, 16', [-0.095194, -0.726083, 1.0]], ['2, k, 17', [-0.119183, -0.442543, 1.0]], ['2, k, 18', [-0.129488, -0.727599, 1.0]], ['2, k, 19', [-0.142067, -0.758963, 1.0]], ['2, k, 20', [-0.156719, -0.220408, 1.0]], ['2, k, 21', [-0.603467, 0.209706, 1.0]], ['2, k, 22', [-0.544492, 0.203184, 1.0]], ['2, k, 23', [-0.192746, -0.302233, 1.0]], ['2, k, 24', [-0.182286, -0.338096, 1.0]]]
[['2, k, 0', [-0.207778, -0.549085, 1.0]], ['2, k, 1', [-0.221941, -0.35833, 1.0]], ['2, k, 2', [-0.232081, -0.161099, 1.0]], ['2, k, 3', [-0.247053, -0.0334652, 1.0]], ['2, k, 4', [-0.389856, -0.249692, 1.0]], ['2, k, 5', [-0.578991, -0.188426, 1.0]], ['2, k, 6', [-0.71284, -0.0799506, 1.0]], ['2, k, 7', [-0.729955, -0.033286, 1.0]], ['2, k, 8', [-0.0421714, -0.184692, 1.0]], ['2, k, 9', [0.0373323, -0.00480651, 1.0]], ['2, k, 10', [-0.0778236, 0.121011, 1.0]], ['2, k, 11', [-0.113375, 0.165674, 1.0]], ['2, k, 12', [-0.258535, -0.556476, 1.0]], ['2, k, 13', [-0.459277, -0.761653, 1.0]], ['2, k, 14', [-0.305156, -0.999589, 1.0]], ['2, k, 15', [-0.337175, -0.881861, 1.0]], ['2, k, 16', [-0.154019, -0.531621, 1.0]], ['2, k, 17', [-0.0850398, -0.802703, 1.0]], ['2, k, 18', [-0.102287, -1.06325, 1.0]], ['2, k, 19', [-0.181831, -0.972516, 1.0]], ['2, k, 20', [-0.230025, -0.20975, 1.0]], ['2, k, 21', [-0.768858, 0.00707808, 1.0]], ['2, k, 22', [-0.712423, -0.000247078, 1.0]], ['2, k, 23', [-0.144628, 0.189437, 1.0]], ['2, k, 24', [-0.13713, 0.14834, 1.0]]]
[['2, k, 0', [-0.207842, -0.550303, 1.0]], ['2, k, 1', [-0.219398, -0.357279, 1.0]], ['2, k, 2', [-0.224434, -0.15786, 1.0]], ['2, k, 3', [-0.23363, -0.0316073, 1.0]], ['2, k, 4', [-0.383805, -0.247355, 1.0]], ['2, k, 5', [-0.574729, -0.179414, 1.0]], ['2, k, 6', [-0.697456, -0.0601931, 1.0]], ['2, k, 7', [-0.718139, -0.0119056, 1.0]], ['2, k, 8', [-0.0371287, -0.18431, 1.0]], ['2, k, 9', [0.0506174, -0.0143915, 1.0]], ['2, k, 10', [-0.0652054, 0.120796, 1.0]], ['2, k, 11', [-0.0964975, 0.173269, 1.0]], ['2, k, 12', [-0.259877, -0.558948, 1.0]], ['2, k, 13', [-0.463736, -0.762218, 1.0]], ['2, k, 14', [-0.312829, -1.00418, 1.0]], ['2, k, 15', [-0.340023, -0.884911, 1.0]], ['2, k, 16', [-0.153107, -0.532576, 1.0]], ['2, k, 17', [-0.102837, -0.820262, 1.0]], ['2, k, 18', [-0.124803, -1.07307, 1.0]], ['2, k, 19', [-0.198056, -0.977195, 1.0]], ['2, k, 20', [-0.223728, -0.207309, 1.0]], ['2, k, 21', [-0.7598, 0.0269496, 1.0]], ['2, k, 22', [-0.682891, 0.0241788, 1.0]], ['2, k, 23', [-0.137346, 0.191188, 1.0]], ['2, k, 24', [-0.150246, 0.172561, 1.0]]]
[['2, k, 0', [-0.206362, -0.55186, 1.0]], ['2, k, 1', [-0.213204, -0.355571, 1.0]], ['2, k, 2', [-0.213556, -0.154083, 1.0]], ['2, k, 3', [-0.224591, -0.028996, 1.0]], ['2, k, 4', [-0.37896, -0.245104, 1.0]], ['2, k, 5', [-0.553, -0.173122, 1.0]], ['2, k, 6', [-0.678406, -0.0557762, 1.0]], ['2, k, 7', [-0.70521, 0.00575614, 1.0]], ['2, k, 8', [-0.0373203, -0.183062, 1.0]], ['2, k, 9', [0.0626125, -0.0203245, 1.0]], ['2, k, 10', [-0.0551029, 0.124388, 1.0]], ['2, k, 11', [-0.0740964, 0.174853, 1.0]], ['2, k, 12', [-0.259763, -0.559299, 1.0]], ['2, k, 13', [-0.465818, -0.760834, 1.0]], ['2, k, 14', [-0.192949, -0.788081, 1.0]], ['2, k, 15', [-0.299265, -0.797929, 1.0]], ['2, k, 16', [-0.148821, -0.536238, 1.0]], ['2, k, 17', [-0.10552, -0.825575, 1.0]], ['2, k, 18', [-0.128413, -1.0786, 1.0]], ['2, k, 19', [-0.198649, -0.980435, 1.0]], ['2, k, 20', [-0.21382, -0.204163, 1.0]], ['2, k, 21', [-0.747984, 0.0446511, 1.0]], ['2, k, 22', [-0.661819, 0.0437105, 1.0]], ['2, k, 23', [-0.101564, 0.199181, 1.0]], ['2, k, 24', [-0.123814, 0.17705, 1.0]]]
[['2, k, 0', [-0.204767, -0.553279, 1.0]], ['2, k, 1', [-0.209871, -0.354486, 1.0]], ['2, k, 2', [-0.210015, -0.152049, 1.0]], ['2, k, 3', [-0.214435, -0.0273149, 1.0]], ['2, k, 4', [-0.373697, -0.243666, 1.0]], ['2, k, 5', [-0.541055, -0.167789, 1.0]], ['2, k, 6', [-0.66058, -0.0331499, 1.0]], ['2, k, 7', [-0.691758, 0.0291619, 1.0]], ['2, k, 8', [-0.0372605, -0.183026, 1.0]], ['2, k, 9', [0.0734288, -0.0177244, 1.0]], ['2, k, 10', [-0.0312839, 0.130222, 1.0]], ['2, k, 11', [-0.0565109, 0.17855, 1.0]], ['2, k, 12', [-0.259496, -0.55979, 1.0]], ['2, k, 13', [-0.467264, -0.759714, 1.0]], ['2, k, 14', [-0.202398, -0.833943, 1.0]], ['2, k, 15', [-0.29735, -0.771279, 1.0]], ['2, k, 16', [-0.1455, -0.538736, 1.0]], ['2, k, 17', [-0.0660332, -0.820474, 1.0]], ['2, k, 18', [-0.0877914, -1.07661, 1.0]], ['2, k, 19', [-0.164942, -0.98374, 1.0]], ['2, k, 20', [-0.210234, -0.202382, 1.0]], ['2, k, 21', [-0.732261, 0.0662844, 1.0]], ['2, k, 22', [-0.6424, 0.0691259, 1.0]], ['2, k, 23', [-0.0903696, 0.199143, 1.0]], ['2, k, 24', [-0.0210938, 0.203569, 1.0]]]
[['2, k, 0', [-0.202994, -0.55433, 1.0]], ['2, k, 1', [-0.206198, -0.352662, 1.0]], ['2, k, 2', [-0.204842, -0.147532, 1.0]], ['2, k, 3', [-0.20969, -0.0244572, 1.0]], ['2, k, 4', [-0.370061, -0.240879, 1.0]], ['2, k, 5', [-0.534768, -0.160628, 1.0]], ['2, k, 6', [-0.657215, -0.0199343, 1.0]], ['2, k, 7', [-0.68124, 0.0461454, 1.0]], ['2, k, 8', [-0.0365415, -0.18225, 1.0]], ['2, k, 9', [0.0873723, -0.0201261, 1.0]], ['2, k, 10', [0.00574732, 0.121787, 1.0]], ['2, k, 11', [-0.0377793, 0.180839, 1.0]], ['2, k, 12', [-0.258429, -0.559927, 1.0]], ['2, k, 13', [-0.468139, -0.758075, 1.0]], ['2, k, 14', [-0.200836, -0.833733, 1.0]], ['2, k, 15', [-0.296361, -0.770556, 1.0]], ['2, k, 16', [-0.143242, -0.540648, 1.0]], ['2, k, 17', [-0.0454526, -0.817202, 1.0]], ['2, k, 18', [-0.0696847, -1.07372, 1.0]], ['2, k, 19', [-0.144714, -0.978455, 1.0]], ['2, k, 20', [-0.205414, -0.198671, 1.0]], ['2, k, 21', [-0.713426, 0.0841524, 1.0]], ['2, k, 22', [-0.642521, 0.0780014, 1.0]], ['2, k, 23', [-0.0664501, 0.206942, 1.0]], ['2, k, 24', [-0.00473174, 0.203003, 1.0]]]
[['2, k, 0', [-0.200828, -0.553908, 1.0]], ['2, k, 1', [-0.200657, -0.350491, 1.0]], ['2, k, 2', [-0.197928, -0.145577, 1.0]], ['2, k, 3', [-0.204513, -0.0231614, 1.0]], ['2, k, 4', [-0.351374, -0.229952, 1.0]], ['2, k, 5', [-0.539562, -0.120111, 1.0]], ['2, k, 6', [-0.650901, 0.033809, 1.0]], ['2, k, 7', [-0.67011, 0.0763028, 1.0]], ['2, k, 8', [0.00645248, -0.208176, 1.0]], ['2, k, 9', [0.100371, -0.0239142, 1.0]], ['2, k, 10', [0.0107267, 0.119929, 1.0]], ['2, k, 11', [-0.0168967, 0.180269, 1.0]], ['2, k, 12', [-0.257005, -0.55891, 1.0]], ['2, k, 13', [-0.453124, -0.771438, 1.0]], ['2, k, 14', [-0.18377, -0.874359, 1.0]], ['2, k, 15', [-0.277371, -0.802756, 1.0]], ['2, k, 16', [-0.140361, -0.540667, 1.0]], ['2, k, 17', [0.00505625, -0.757806, 1.0]], ['2, k, 18', [-0.0195586, -1.01506, 1.0]], ['2, k, 19', [-0.106507, -0.933626, 1.0]], ['2, k, 20', [-0.198759, -0.196607, 1.0]], ['2, k, 21', [-0.701117, 0.10689, 1.0]], ['2, k, 22', [-0.641917, 0.0975761, 1.0]], ['2, k, 23', [-0.0340454, 0.208566, 1.0]], ['2, k, 24', [0.0194267, 0.200987, 1.0]]]
[['2, k, 0', [-0.197012, -0.55247, 1.0]], ['2, k, 1', [-0.194501, -0.35441, 1.0]], ['2, k, 2', [-0.186712, -0.164658, 1.0]], ['2, k, 3', [-0.196316, -0.0274548, 1.0]], ['2, k, 4', [-0.345915, -0.225942, 1.0]], ['2, k, 5', [-0.537277, -0.113285, 1.0]], ['2, k, 6', [-0.633844, 0.0288299, 1.0]], ['2, k, 7', [-0.654298, 0.0820029, 1.0]], ['2, k, 8', [0.0066865, -0.208899, 1.0]], ['2, k, 9', [0.10979, -0.027881, 1.0]], ['2, k, 10', [0.0220282, 0.121269, 1.0]], ['2, k, 11', [-0.00103815, 0.178431, 1.0]], ['2, k, 12', [-0.250124, -0.554231, 1.0]], ['2, k, 13', [-0.449479, -0.762631, 1.0]], ['2, k, 14', [-0.17969, -0.868092, 1.0]], ['2, k, 15', [-0.264483, -0.784643, 1.0]], ['2, k, 16', [-0.138817, -0.540719, 1.0]], ['2, k, 17', [0.00353742, -0.758987, 1.0]], ['2, k, 18', [-0.0882045, -1.00477, 1.0]], ['2, k, 19', [-0.167128, -0.91654, 1.0]], ['2, k, 20', [-0.18896, -0.210718, 1.0]], ['2, k, 21', [-0.686666, 0.121447, 1.0]], ['2, k, 22', [-0.613109, 0.107347, 1.0]], ['2, k, 23', [-0.0219917, 0.20537, 1.0]], ['2, k, 24', [0.0345385, 0.198495, 1.0]]]
[['2, k, 0', [-0.194771, -0.552112, 1.0]], ['2, k, 1', [-0.190233, -0.355544, 1.0]], ['2, k, 2', [-0.183001, -0.165419, 1.0]], ['2, k, 3', [-0.19195, -0.0276385, 1.0]], ['2, k, 4', [-0.346302, -0.22634, 1.0]], ['2, k, 5', [-0.532307, -0.106691, 1.0]], ['2, k, 6', [-0.622539, 0.0403025, 1.0]], ['2, k, 7', [-0.640231, 0.092873, 1.0]], ['2, k, 8', [0.00779449, -0.209662, 1.0]], ['2, k, 9', [0.118634, -0.0326573, 1.0]], ['2, k, 10', [0.0336507, 0.119738, 1.0]], ['2, k, 11', [0.0114174, 0.180735, 1.0]], ['2, k, 12', [-0.249548, -0.554249, 1.0]], ['2, k, 13', [-0.444154, -0.767494, 1.0]], ['2, k, 14', [-0.351587, -1.04152, 1.0]], ['2, k, 15', [-0.35647, -0.918888, 1.0]], ['2, k, 16', [-0.13504, -0.540091, 1.0]], ['2, k, 17', [-0.201563, -0.827501, 1.0]], ['2, k, 18', [-0.0732308, -1.07497, 1.0]], ['2, k, 19', [-0.146395, -0.978031, 1.0]], ['2, k, 20', [-0.184905, -0.211951, 1.0]], ['2, k, 21', [-0.670297, 0.132796, 1.0]], ['2, k, 22', [-0.600638, 0.125227, 1.0]], ['2, k, 23', [-0.0188163, 0.208644, 1.0]], ['2, k, 24', [0.0482236, 0.198712, 1.0]]]
[['2, k, 0', [-0.192016, -0.55164, 1.0]], ['2, k, 1', [-0.187283, -0.356468, 1.0]], ['2, k, 2', [-0.180837, -0.166491, 1.0]], ['2, k, 3', [-0.180563, -0.0281874, 1.0]], ['2, k, 4', [-0.344596, -0.225415, 1.0]], ['2, k, 5', [-0.525802, -0.0989751, 1.0]], ['2, k, 6', [-0.614532, 0.0488504, 1.0]], ['2, k, 7', [-0.628047, 0.10659, 1.0]], ['2, k, 8', [0.00949307, -0.20888, 1.0]], ['2, k, 9', [0.129409, -0.0427198, 1.0]], ['2, k, 10', [0.0427671, 0.122136, 1.0]], ['2, k, 11', [0.0279911, 0.176592, 1.0]], ['2, k, 12', [-0.246777, -0.552898, 1.0]], ['2, k, 13', [-0.383264, -0.802091, 1.0]], ['2, k, 14', [-0.672974, -0.798161, 1.0]], ['2, k, 15', [-0.559734, -0.75435, 1.0]], ['2, k, 16', [-0.130129, -0.54038, 1.0]], ['2, k, 17', [-0.205262, -0.824847, 1.0]], ['2, k, 18', [-0.0769814, -1.07207, 1.0]], ['2, k, 19', [-0.149056, -0.974301, 1.0]], ['2, k, 20', [-0.182482, -0.213211, 1.0]], ['2, k, 21', [-0.650748, 0.148966, 1.0]], ['2, k, 22', [-0.581932, 0.130916, 1.0]], ['2, k, 23', [0.00552908, 0.204178, 1.0]], ['2, k, 24', [0.0603088, 0.192768, 1.0]]]
[['2, k, 0', [-0.185194, -0.546323, 1.0]], ['2, k, 1', [-0.181018, -0.354687, 1.0]], ['2, k, 2', [-0.175075, -0.166344, 1.0]], ['2, k, 3', [-0.172068, -0.027954, 1.0]], ['2, k, 4', [-0.328015, -0.216735, 1.0]], ['2, k, 5', [-0.518535, -0.0853057, 1.0]], ['2, k, 6', [-0.607684, 0.0627869, 1.0]], ['2, k, 7', [-0.613516, 0.117833, 1.0]], ['2, k, 8', [0.0168233, -0.205681, 1.0]], ['2, k, 9', [0.135241, -0.0451835, 1.0]], ['2, k, 10', [0.0568601, 0.122631, 1.0]], ['2, k, 11', [0.0439238, 0.174737, 1.0]], ['2, k, 12', [-0.234991, -0.542264, 1.0]], ['2, k, 13', [-0.401522, -0.772836, 1.0]], ['2, k, 14', [-0.687724, -0.813865, 1.0]], ['2, k, 15', [-0.575245, -0.766306, 1.0]], ['2, k, 16', [-0.127941, -0.538777, 1.0]], ['2, k, 17', [-0.205478, -0.822227, 1.0]], ['2, k, 18', [-0.0773006, -1.06906, 1.0]], ['2, k, 19', [-0.148128, -0.970329, 1.0]], ['2, k, 20', [-0.176671, -0.212877, 1.0]], ['2, k, 21', [-0.650723, 0.155735, 1.0]], ['2, k, 22', [-0.573317, 0.147207, 1.0]], ['2, k, 23', [0.0278008, 0.201826, 1.0]], ['2, k, 24', [0.0799262, 0.189418, 1.0]]]
[['2, k, 0', [-0.180972, -0.544402, 1.0]], ['2, k, 1', [-0.178345, -0.354375, 1.0]], ['2, k, 2', [-0.173809, -0.166708, 1.0]], ['2, k, 3', [-0.168162, -0.0283949, 1.0]], ['2, k, 4', [-0.321927, -0.216706, 1.0]], ['2, k, 5', [-0.508146, -0.0779969, 1.0]], ['2, k, 6', [-0.595384, 0.0710857, 1.0]], ['2, k, 7', [-0.600575, 0.127018, 1.0]], ['2, k, 8', [0.0206925, -0.20401, 1.0]], ['2, k, 9', [0.141424, -0.0488884, 1.0]], ['2, k, 10', [0.0672991, 0.122317, 1.0]], ['2, k, 11', [0.0577759, 0.171143, 1.0]], ['2, k, 12', [-0.231712, -0.540699, 1.0]], ['2, k, 13', [-0.394501, -0.773329, 1.0]], ['2, k, 14', [-0.680768, -0.812526, 1.0]], ['2, k, 15', [-0.568423, -0.764934, 1.0]], ['2, k, 16', [-0.125488, -0.537895, 1.0]], ['2, k, 17', [-0.206891, -0.820262, 1.0]], ['2, k, 18', [-0.0782903, -1.06667, 1.0]], ['2, k, 19', [-0.148285, -0.967335, 1.0]], ['2, k, 20', [-0.175102, -0.213182, 1.0]], ['2, k, 21', [-0.642475, 0.165629, 1.0]], ['2, k, 22', [-0.563863, 0.157643, 1.0]], ['2, k, 23', [0.0392202, 0.198487, 1.0]], ['2, k, 24', [0.0959077, 0.18641, 1.0]]]
[['2, k, 0', [-0.180997, -0.544334, 1.0]], ['2, k, 1', [-0.17855, -0.354076, 1.0]], ['2, k, 2', [-0.174716, -0.16578, 1.0]], ['2, k, 3', [-0.163348, -0.027899, 1.0]], ['2, k, 4', [-0.323119, -0.21678, 1.0]], ['2, k, 5', [-0.49326, -0.0739024, 1.0]], ['2, k, 6', [-0.584512, 0.0722923, 1.0]], ['2, k, 7', [-0.588274, 0.147066, 1.0]], ['2, k, 8', [0.0206371, -0.20468, 1.0]], ['2, k, 9', [0.149584, -0.0560347, 1.0]], ['2, k, 10', [0.0692922, 0.111882, 1.0]], ['2, k, 11', [0.0705612, 0.164231, 1.0]], ['2, k, 12', [-0.232286, -0.54062, 1.0]], ['2, k, 13', [-0.390422, -0.777113, 1.0]], ['2, k, 14', [-0.676036, -0.817436, 1.0]], ['2, k, 15', [-0.564304, -0.767986, 1.0]], ['2, k, 16', [-0.125373, -0.537793, 1.0]], ['2, k, 17', [-0.204383, -0.820634, 1.0]], ['2, k, 18', [0.0460795, -0.966751, 1.0]], ['2, k, 19', [-0.0480225, -0.894569, 1.0]], ['2, k, 20', [-0.175755, -0.212502, 1.0]], ['2, k, 21', [-0.609011, 0.191892, 1.0]], ['2, k, 22', [-0.545571, 0.170903, 1.0]], ['2, k, 23', [0.0617064, 0.195361, 1.0]], ['2, k, 24', [0.106803, 0.174512, 1.0]]]
[['2, k, 0', [-0.181272, -0.54442, 1.0]], ['2, k, 1', [-0.174948, -0.354061, 1.0]], ['2, k, 2', [-0.157467, -0.164995, 1.0]], ['2, k, 3', [-0.156202, -0.0263299, 1.0]], ['2, k, 4', [-0.317755, -0.211166, 1.0]], ['2, k, 5', [-0.481326, -0.0711357, 1.0]], ['2, k, 6', [-0.566496, 0.0792519, 1.0]], ['2, k, 7', [-0.576552, 0.158536, 1.0]], ['2, k, 8', [0.0268031, -0.20869, 1.0]], ['2, k, 9', [0.156249, -0.06057, 1.0]], ['2, k, 10', [0.112043, 0.110004, 1.0]], ['2, k, 11', [0.0831764, 0.159365, 1.0]], ['2, k, 12', [-0.23546, -0.542021, 1.0]], ['2, k, 13', [-0.377658, -0.792484, 1.0]], ['2, k, 14', [-0.66703, -0.77744, 1.0]], ['2, k, 15', [-0.551591, -0.739756, 1.0]], ['2, k, 16', [-0.125087, -0.53766, 1.0]], ['2, k, 17', [-0.203446, -0.820814, 1.0]], ['2, k, 18', [0.0742596, -0.756287, 1.0]], ['2, k, 19', [-0.035495, -0.730127, 1.0]], ['2, k, 20', [-0.162858, -0.212063, 1.0]], ['2, k, 21', [-0.592137, 0.204065, 1.0]], ['2, k, 22', [-0.524256, 0.178067, 1.0]], ['2, k, 23', [0.0611328, 0.186805, 1.0]], ['2, k, 24', [0.116652, 0.174477, 1.0]]]
[['2, k, 0', [-0.181022, -0.544905, 1.0]], ['2, k, 1', [-0.172381, -0.355186, 1.0]], ['2, k, 2', [-0.155611, -0.166187, 1.0]], ['2, k, 3', [-0.151812, -0.0275311, 1.0]], ['2, k, 4', [-0.319549, -0.212459, 1.0]], ['2, k, 5', [-0.464313, -0.076791, 1.0]], ['2, k, 6', [-0.552008, 0.0715981, 1.0]], ['2, k, 7', [-0.564197, 0.153286, 1.0]], ['2, k, 8', [0.0297362, -0.210207, 1.0]], ['2, k, 9', [0.162849, -0.0645322, 1.0]], ['2, k, 10', [0.126497, 0.0849334, 1.0]], ['2, k, 11', [0.0934051, 0.153374, 1.0]], ['2, k, 12', [-0.235878, -0.543675, 1.0]], ['2, k, 13', [-0.377416, -0.795566, 1.0]], ['2, k, 14', [-0.665497, -0.764969, 1.0]], ['2, k, 15', [-0.548784, -0.731419, 1.0]], ['2, k, 16', [-0.123876, -0.537888, 1.0]], ['2, k, 17', [-0.202245, -0.820914, 1.0]], ['2, k, 18', [0.0488699, -0.686928, 1.0]], ['2, k, 19', [-0.0614319, -0.678102, 1.0]], ['2, k, 20', [-0.160474, -0.213315, 1.0]], ['2, k, 21', [-0.593803, 0.20275, 1.0]], ['2, k, 22', [-0.539139, 0.18279, 1.0]], ['2, k, 23', [0.0688516, 0.186593, 1.0]], ['2, k, 24', [0.130984, 0.162528, 1.0]]]
[['2, k, 0', [-0.180363, -0.544976, 1.0]], ['2, k, 1', [-0.169568, -0.355021, 1.0]], ['2, k, 2', [-0.153521, -0.166017, 1.0]], ['2, k, 3', [-0.145925, -0.0276409, 1.0]], ['2, k, 4', [-0.306458, -0.207209, 1.0]], ['2, k, 5', [-0.461803, -0.0587185, 1.0]], ['2, k, 6', [-0.529677, 0.116527, 1.0]], ['2, k, 7', [-0.550973, 0.180984, 1.0]], ['2, k, 8', [0.0335673, -0.210113, 1.0]], ['2, k, 9', [0.168706, -0.0665008, 1.0]], ['2, k, 10', [0.126619, 0.0826933, 1.0]], ['2, k, 11', [0.0954254, 0.149134, 1.0]], ['2, k, 12', [-0.235627, -0.543594, 1.0]], ['2, k, 13', [-0.378142, -0.795517, 1.0]], ['2, k, 14', [-0.665257, -0.7576, 1.0]], ['2, k, 15', [-0.547862, -0.726497, 1.0]], ['2, k, 16', [-0.122345, -0.538198, 1.0]], ['2, k, 17', [-0.201974, -0.820914, 1.0]], ['2, k, 18', [0.0533981, -0.694556, 1.0]], ['2, k, 19', [-0.0571837, -0.683354, 1.0]], ['2, k, 20', [-0.157945, -0.213119, 1.0]], ['2, k, 21', [-0.576534, 0.224084, 1.0]], ['2, k, 22', [-0.502268, 0.200244, 1.0]], ['2, k, 23', [0.0538338, 0.168841, 1.0]], ['2, k, 24', [0.132471, 0.157853, 1.0]]]
[['2, k, 0', [-0.179322, -0.54358, 1.0]], ['2, k, 1', [-0.165937, -0.352858, 1.0]], ['2, k, 2', [-0.148989, -0.163972, 1.0]], ['2, k, 3', [-0.141436, -0.0255207, 1.0]], ['2, k, 4', [-0.302684, -0.205898, 1.0]], ['2, k, 5', [-0.457181, -0.0542294, 1.0]], ['2, k, 6', [-0.528676, 0.116875, 1.0]], ['2, k, 7', [-0.540409, 0.189393, 1.0]], ['2, k, 8', [0.0386952, -0.209235, 1.0]], ['2, k, 9', [0.178835, -0.0774414, 1.0]], ['2, k, 10', [0.132207, 0.0720477, 1.0]], ['2, k, 11', [0.107429, 0.1437, 1.0]], ['2, k, 12', [-0.234552, -0.5414, 1.0]], ['2, k, 13', [-0.376258, -0.79403, 1.0]], ['2, k, 14', [-0.633616, -0.719473, 1.0]], ['2, k, 15', [-0.517763, -0.703097, 1.0]], ['2, k, 16', [-0.12126, -0.537244, 1.0]], ['2, k, 17', [-0.201562, -0.819948, 1.0]], ['2, k, 18', [0.0550821, -0.695856, 1.0]], ['2, k, 19', [-0.0554717, -0.684141, 1.0]], ['2, k, 20', [-0.153443, -0.21098, 1.0]], ['2, k, 21', [-0.553648, 0.232382, 1.0]], ['2, k, 22', [-0.492723, 0.205029, 1.0]], ['2, k, 23', [0.06297, 0.164012, 1.0]], ['2, k, 24', [0.136679, 0.155252, 1.0]]]
[['2, k, 0', [-0.177013, -0.544254, 1.0]], ['2, k, 1', [-0.163108, -0.354215, 1.0]], ['2, k, 2', [-0.146782, -0.165938, 1.0]], ['2, k, 3', [-0.136636, -0.027705, 1.0]], ['2, k, 4', [-0.299985, -0.204712, 1.0]], ['2, k, 5', [-0.45342, -0.0453108, 1.0]], ['2, k, 6', [-0.523925, 0.118043, 1.0]], ['2, k, 7', [-0.531313, 0.192773, 1.0]], ['2, k, 8', [0.0428, -0.208322, 1.0]], ['2, k, 9', [0.183151, -0.0856218, 1.0]], ['2, k, 10', [0.137894, 0.0628416, 1.0]], ['2, k, 11', [0.119685, 0.138066, 1.0]], ['2, k, 12', [-0.232092, -0.542064, 1.0]], ['2, k, 13', [-0.376101, -0.793515, 1.0]], ['2, k, 14', [-0.640328, -0.72973, 1.0]], ['2, k, 15', [-0.524005, -0.711038, 1.0]], ['2, k, 16', [-0.119013, -0.537893, 1.0]], ['2, k, 17', [-0.205534, -0.816427, 1.0]], ['2, k, 18', [0.0551246, -0.700362, 1.0]], ['2, k, 19', [-0.0542415, -0.687322, 1.0]], ['2, k, 20', [-0.151045, -0.212791, 1.0]], ['2, k, 21', [-0.542328, 0.240022, 1.0]], ['2, k, 22', [-0.485709, 0.208641, 1.0]], ['2, k, 23', [0.0788076, 0.16448, 1.0]], ['2, k, 24', [0.157039, 0.147353, 1.0]]]
[['2, k, 0', [-0.173317, -0.544924, 1.0]], ['2, k, 1', [-0.160157, -0.354462, 1.0]], ['2, k, 2', [-0.145221, -0.165882, 1.0]], ['2, k, 3', [-0.13026, -0.0281381, 1.0]], ['2, k, 4', [-0.296063, -0.202189, 1.0]], ['2, k, 5', [-0.448906, -0.0419814, 1.0]], ['2, k, 6', [-0.514881, 0.11655, 1.0]], ['2, k, 7', [-0.524914, 0.194325, 1.0]], ['2, k, 8', [0.0465383, -0.208268, 1.0]], ['2, k, 9', [0.186158, -0.0869154, 1.0]], ['2, k, 10', [0.14694, 0.0617915, 1.0]], ['2, k, 11', [0.125406, 0.135818, 1.0]], ['2, k, 12', [-0.227822, -0.542612, 1.0]], ['2, k, 13', [-0.376542, -0.791274, 1.0]], ['2, k, 14', [-0.647609, -0.738112, 1.0]], ['2, k, 15', [-0.530467, -0.717182, 1.0]], ['2, k, 16', [-0.11568, -0.538648, 1.0]], ['2, k, 17', [-0.20401, -0.816971, 1.0]], ['2, k, 18', [0.0582498, -0.703541, 1.0]], ['2, k, 19', [-0.0511264, -0.688988, 1.0]], ['2, k, 20', [-0.149143, -0.212799, 1.0]], ['2, k, 21', [-0.540383, 0.24039, 1.0]], ['2, k, 22', [-0.473404, 0.210273, 1.0]], ['2, k, 23', [0.0842496, 0.161463, 1.0]], ['2, k, 24', [0.158809, 0.142612, 1.0]]]
