[['2, k, 0', [-0.139221, -0.319533, 1.0]], ['2, k, 1', [-0.138833, -0.0314112, 1.0]], ['2, k, 2', [-0.137716, 0.250211, 1.0]], ['2, k, 3', [-0.141059, 0.402771, 1.0]], ['2, k, 4', [-0.315587, 0.160534, 1.0]], ['2, k, 5', [-0.407966, -0.0829415, 1.0]], ['2, k, 6', [-0.448226, -0.285312, 1.0]], ['2, k, 7', [-0.43172, -0.307278, 1.0]], ['2, k, 8', [0.0339567, 0.14293, 1.0]], ['2, k, 9', [0.131923, -0.104697, 1.0]], ['2, k, 10', [0.201904, -0.308777, 1.0]], ['2, k, 11', [0.188176, -0.344582, 1.0]], ['2, k, 12', [-0.217001, -0.311248, 1.0]], ['2, k, 13', [-0.252831, -0.598255, 1.0]], ['2, k, 14', [-0.323316, -0.882301, 1.0]], ['2, k, 15', [-0.301722, -0.992449, 1.0]], ['2, k, 16', [-0.057749, -0.319401, 1.0]], ['2, k, 17', [-0.0247778, -0.609686, 1.0]], ['2, k, 18', [0.0129423, -0.909933, 1.0]], ['2, k, 19', [0.0186615, -1.02246, 1.0]], ['2, k, 20', [-0.138124, 0.180732, 1.0]], ['2, k, 21', [-0.396124, -0.344692, 1.0]], ['2, k, 22', [-0.474868, -0.312964, 1.0]], ['2, k, 23', [0.178402, -0.398132, 1.0]], ['2, k, 24', [0.0911955, -0.354102, 1.0]]]
[['2, k, 0', [-0.133234, -0.246444, 1.0]], ['2, k, 1', [-0.13128, 0.0251953, 1.0]], ['2, k, 2', [-0.127727, 0.290255, 1.0]], ['2, k, 3', [-0.128665, 0.429263, 1.0]], ['2, k, 4', [-0.296654, 0.254459, 1.0]], ['2, k, 5', [-0.439475, 0.42688, 1.0]], ['2, k, 6', [-0.440613, 0.635744, 1.0]], ['2, k, 7', [-0.432214, 0.689457, 1.0]], ['2, k, 8', [0.035571, 0.252062, 1.0]], ['2, k, 9', [0.185317, 0.42103, 1.0]], ['2, k, 10', [0.214379, 0.623265, 1.0]], ['2, k, 11', [0.206545, 0.693901, 1.0]], ['2, k, 12', [-0.210055, -0.243081, 1.0]], ['2, k, 13', [-0.252178, -0.569969, 1.0]], ['2, k, 14', [-0.290814, -0.78691, 1.0]], ['2, k, 15', [-0.293195, -0.84214, 1.0]], ['2, k, 16', [-0.052634, -0.243225, 1.0]], ['2, k, 17', [-0.0269801, -0.572321, 1.0]], ['2, k, 18', [-0.0031152, -0.876195, 1.0]], ['2, k, 19', [-0.0089051, -0.93046, 1.0]], ['2, k, 20', [-0.128784, 0.224925, 1.0]], ['2, k, 21', [-0.396169, 0.746261, 1.0]], ['2, k, 22', [-0.340062, 0.708591, 1.0]], ['2, k, 23', [0.19699, 0.757037, 1.0]], ['2, k, 24', [0.127963, 0.713893, 1.0]]]
[['2, k, 0', [-0.133051, -0.248189, 1.0]], ['2, k, 1', [-0.13169, 0.0242917, 1.0]], ['2, k, 2', [-0.128857, 0.289805, 1.0]], ['2, k, 3', [-0.12885, 0.428796, 1.0]], ['2, k, 4', [-0.29642, 0.254078, 1.0]], ['2, k, 5', [-0.441459, 0.420368, 1.0]], ['2, k, 6', [-0.444213, 0.625695, 1.0]], ['2, k, 7', [-0.434888, 0.677778, 1.0]], ['2, k, 8', [0.0351504, 0.251673, 1.0]], ['2, k, 9', [0.180823, 0.402959, 1.0]], ['2, k, 10', [0.209741, 0.603182, 1.0]], ['2, k, 11', [0.205448, 0.679905, 1.0]], ['2, k, 12', [-0.209877, -0.244985, 1.0]], ['2, k, 13', [-0.252078, -0.569906, 1.0]], ['2, k, 14', [-0.290598, -0.786734, 1.0]], ['2, k, 15', [-0.288357, -0.904995, 1.0]], ['2, k, 16', [-0.0524917, -0.244757, 1.0]], ['2, k, 17', [-0.0265173, -0.573854, 1.0]], ['2, k, 18', [0.0023027, -0.830131, 1.0]], ['2, k, 19', [-0.00376511, -0.884881, 1.0]], ['2, k, 20', [-0.129697, 0.224378, 1.0]], ['2, k, 21', [-0.403585, 0.738014, 1.0]], ['2, k, 22', [-0.338922, 0.694317, 1.0]], ['2, k, 23', [0.188219, 0.74661, 1.0]], ['2, k, 24', [0.132052, 0.702928, 1.0]]]
[['2, k, 0', [-0.132921, -0.249529, 1.0]], ['2, k, 1', [-0.131898, 0.0235397, 1.0]], ['2, k, 2', [-0.12945, 0.289516, 1.0]], ['2, k, 3', [-0.129731, 0.428437, 1.0]], ['2, k, 4', [-0.296553, 0.253061, 1.0]], ['2, k, 5', [-0.445124, 0.409139, 1.0]], ['2, k, 6', [-0.448156, 0.609728, 1.0]], ['2, k, 7', [-0.439987, 0.660579, 1.0]], ['2, k, 8', [0.0347571, 0.251324, 1.0]], ['2, k, 9', [0.179235, 0.391172, 1.0]], ['2, k, 10', [0.205635, 0.601588, 1.0]], ['2, k, 11', [0.198806, 0.66964, 1.0]], ['2, k, 12', [-0.209686, -0.246198, 1.0]], ['2, k, 13', [-0.251737, -0.569616, 1.0]], ['2, k, 14', [-0.290809, -0.789176, 1.0]], ['2, k, 15', [-0.288214, -0.907419, 1.0]], ['2, k, 16', [-0.0524653, -0.246181, 1.0]], ['2, k, 17', [-0.0266368, -0.571815, 1.0]], ['2, k, 18', [0.00527264, -0.819666, 1.0]], ['2, k, 19', [-0.00130017, -0.874529, 1.0]], ['2, k, 20', [-0.130196, 0.223983, 1.0]], ['2, k, 21', [-0.405665, 0.716884, 1.0]], ['2, k, 22', [-0.342682, 0.676852, 1.0]], ['2, k, 23', [0.183024, 0.730381, 1.0]], ['2, k, 24', [0.121097, 0.690518, 1.0]]]
[['2, k, 0', [-0.132449, -0.251925, 1.0]], ['2, k, 1', [-0.132087, 0.0222452, 1.0]], ['2, k, 2', [-0.130766, 0.289462, 1.0]], ['2, k, 3', [-0.130121, 0.426762, 1.0]], ['2, k, 4', [-0.296322, 0.25103, 1.0]], ['2, k, 5', [-0.447137, 0.390408, 1.0]], ['2, k, 6', [-0.453909, 0.593747, 1.0]], ['2, k, 7', [-0.44589, 0.636974, 1.0]], ['2, k, 8', [0.0343362, 0.251041, 1.0]], ['2, k, 9', [0.179124, 0.380211, 1.0]], ['2, k, 10', [0.202916, 0.589976, 1.0]], ['2, k, 11', [0.193543, 0.651516, 1.0]], ['2, k, 12', [-0.209409, -0.249036, 1.0]], ['2, k, 13', [-0.252793, -0.580892, 1.0]], ['2, k, 14', [-0.292821, -0.793866, 1.0]], ['2, k, 15', [-0.297829, -0.911785, 1.0]], ['2, k, 16', [-0.051842, -0.248139, 1.0]], ['2, k, 17', [-0.0265368, -0.572258, 1.0]], ['2, k, 18', [0.00455176, -0.831325, 1.0]], ['2, k, 19', [-0.00230413, -0.886042, 1.0]], ['2, k, 20', [-0.131175, 0.223557, 1.0]], ['2, k, 21', [-0.414905, 0.689164, 1.0]], ['2, k, 22', [-0.349147, 0.65333, 1.0]], ['2, k, 23', [0.171954, 0.710379, 1.0]], ['2, k, 24', [0.103734, 0.66792, 1.0]]]
[['2, k, 0', [-0.132706, -0.25518, 1.0]], ['2, k, 1', [-0.133239, 0.0204778, 1.0]], ['2, k, 2', [-0.132743, 0.28884, 1.0]], ['2, k, 3', [-0.130532, 0.426785, 1.0]], ['2, k, 4', [-0.295605, 0.246551, 1.0]], ['2, k, 5', [-0.487444, 0.362764, 1.0]], ['2, k, 6', [-0.460522, 0.563382, 1.0]], ['2, k, 7', [-0.452161, 0.606525, 1.0]], ['2, k, 8', [0.0337038, 0.250067, 1.0]], ['2, k, 9', [0.178441, 0.364219, 1.0]], ['2, k, 10', [0.198446, 0.565661, 1.0]], ['2, k, 11', [0.191636, 0.617822, 1.0]], ['2, k, 12', [-0.209767, -0.251749, 1.0]], ['2, k, 13', [-0.253032, -0.58319, 1.0]], ['2, k, 14', [-0.292143, -0.796672, 1.0]], ['2, k, 15', [-0.288863, -0.914792, 1.0]], ['2, k, 16', [-0.0519912, -0.251856, 1.0]], ['2, k, 17', [-0.0266668, -0.57768, 1.0]], ['2, k, 18', [-0.00608443, -0.882022, 1.0]], ['2, k, 19', [-0.0131397, -0.936227, 1.0]], ['2, k, 20', [-0.132955, 0.222684, 1.0]], ['2, k, 21', [-0.411142, 0.651035, 1.0]], ['2, k, 22', [-0.37552, 0.626141, 1.0]], ['2, k, 23', [0.175444, 0.676513, 1.0]], ['2, k, 24', [0.111325, 0.635989, 1.0]]]
[['2, k, 0', [-0.133007, -0.258277, 1.0]], ['2, k, 1', [-0.133759, 0.0185353, 1.0]], ['2, k, 2', [-0.133423, 0.288002, 1.0]], ['2, k, 3', [-0.131138, 0.426131, 1.0]], ['2, k, 4', [-0.295597, 0.244006, 1.0]], ['2, k, 5', [-0.456402, 0.346945, 1.0]], ['2, k, 6', [-0.46882, 0.514253, 1.0]], ['2, k, 7', [-0.45863, 0.56777, 1.0]], ['2, k, 8', [0.0330472, 0.248312, 1.0]], ['2, k, 9', [0.174397, 0.344125, 1.0]], ['2, k, 10', [0.194792, 0.513856, 1.0]], ['2, k, 11', [0.1895, 0.576133, 1.0]], ['2, k, 12', [-0.20975, -0.255074, 1.0]], ['2, k, 13', [-0.2524, -0.580402, 1.0]], ['2, k, 14', [-0.292015, -0.794298, 1.0]], ['2, k, 15', [-0.288389, -0.912417, 1.0]], ['2, k, 16', [-0.0526163, -0.254632, 1.0]], ['2, k, 17', [-0.0268627, -0.578701, 1.0]], ['2, k, 18', [-0.00769387, -0.882062, 1.0]], ['2, k, 19', [-0.0145709, -0.936278, 1.0]], ['2, k, 20', [-0.133619, 0.2216, 1.0]], ['2, k, 21', [-0.424195, 0.613607, 1.0]], ['2, k, 22', [-0.383757, 0.589233, 1.0]], ['2, k, 23', [0.185065, 0.626947, 1.0]], ['2, k, 24', [0.10995, 0.597431, 1.0]]]
[['2, k, 0', [-0.134109, -0.263771, 1.0]], ['2, k, 1', [-0.133853, 0.0158186, 1.0]], ['2, k, 2', [-0.133037, 0.287195, 1.0]], ['2, k, 3', [-0.131752, 0.42619, 1.0]], ['2, k, 4', [-0.296222, 0.233153, 1.0]], ['2, k, 5', [-0.486524, 0.308043, 1.0]], ['2, k, 6', [-0.470535, 0.470247, 1.0]], ['2, k, 7', [-0.461158, 0.522929, 1.0]], ['2, k, 8', [0.03196, 0.237013, 1.0]], ['2, k, 9', [0.173945, 0.321234, 1.0]], ['2, k, 10', [0.193425, 0.481731, 1.0]], ['2, k, 11', [0.18649, 0.529102, 1.0]], ['2, k, 12', [-0.210825, -0.260552, 1.0]], ['2, k, 13', [-0.252414, -0.581186, 1.0]], ['2, k, 14', [-0.292589, -0.795146, 1.0]], ['2, k, 15', [-0.295856, -0.850301, 1.0]], ['2, k, 16', [-0.0537706, -0.260083, 1.0]], ['2, k, 17', [-0.0270938, -0.580534, 1.0]], ['2, k, 18', [-0.00682741, -0.885985, 1.0]], ['2, k, 19', [-0.0134722, -0.940171, 1.0]], ['2, k, 20', [-0.133325, 0.220406, 1.0]], ['2, k, 21', [-0.419452, 0.559721, 1.0]], ['2, k, 22', [-0.381232, 0.542871, 1.0]], ['2, k, 23', [0.177823, 0.577462, 1.0]], ['2, k, 24', [0.101272, 0.551248, 1.0]]]
[['2, k, 0', [-0.135885, -0.268734, 1.0]], ['2, k, 1', [-0.135137, 0.0135533, 1.0]], ['2, k, 2', [-0.133934, 0.287054, 1.0]], ['2, k, 3', [-0.132203, 0.425878, 1.0]], ['2, k, 4', [-0.296387, 0.230459, 1.0]], ['2, k, 5', [-0.475902, 0.279438, 1.0]], ['2, k, 6', [-0.470835, 0.427084, 1.0]], ['2, k, 7', [-0.464725, 0.468675, 1.0]], ['2, k, 8', [0.0321219, 0.227497, 1.0]], ['2, k, 9', [0.171275, 0.288207, 1.0]], ['2, k, 10', [0.192024, 0.430667, 1.0]], ['2, k, 11', [0.185951, 0.477379, 1.0]], ['2, k, 12', [-0.212605, -0.265926, 1.0]], ['2, k, 13', [-0.253028, -0.584991, 1.0]], ['2, k, 14', [-0.295006, -0.799279, 1.0]], ['2, k, 15', [-0.288671, -0.917274, 1.0]], ['2, k, 16', [-0.055479, -0.264442, 1.0]], ['2, k, 17', [-0.0270409, -0.580527, 1.0]], ['2, k, 18', [-0.00241049, -0.886527, 1.0]], ['2, k, 19', [-0.00876847, -0.940711, 1.0]], ['2, k, 20', [-0.134306, 0.219796, 1.0]], ['2, k, 21', [-0.438995, 0.509076, 1.0]], ['2, k, 22', [-0.408391, 0.483676, 1.0]], ['2, k, 23', [0.170517, 0.521854, 1.0]], ['2, k, 24', [0.12629, 0.497462, 1.0]]]
[['2, k, 0', [-0.135902, -0.274291, 1.0]], ['2, k, 1', [-0.135754, 0.00976131, 1.0]], ['2, k, 2', [-0.134796, 0.285393, 1.0]], ['2, k, 3', [-0.132866, 0.42125, 1.0]], ['2, k, 4', [-0.296398, 0.225623, 1.0]], ['2, k, 5', [-0.469699, 0.241581, 1.0]], ['2, k, 6', [-0.47601, 0.372458, 1.0]], ['2, k, 7', [-0.467913, 0.409647, 1.0]], ['2, k, 8', [0.0315838, 0.221033, 1.0]], ['2, k, 9', [0.169295, 0.261462, 1.0]], ['2, k, 10', [0.189692, 0.374639, 1.0]], ['2, k, 11', [0.182649, 0.420474, 1.0]], ['2, k, 12', [-0.212533, -0.271322, 1.0]], ['2, k, 13', [-0.253314, -0.58493, 1.0]], ['2, k, 14', [-0.295345, -0.799196, 1.0]], ['2, k, 15', [-0.289509, -0.917048, 1.0]], ['2, k, 16', [-0.0556028, -0.269954, 1.0]], ['2, k, 17', [-0.0268896, -0.581494, 1.0]], ['2, k, 18', [-0.010532, -0.886829, 1.0]], ['2, k, 19', [-0.017006, -0.941028, 1.0]], ['2, k, 20', [-0.135152, 0.217615, 1.0]], ['2, k, 21', [-0.438919, 0.443576, 1.0]], ['2, k, 22', [-0.40641, 0.428198, 1.0]], ['2, k, 23', [0.143174, 0.455449, 1.0]], ['2, k, 24', [0.118282, 0.437295, 1.0]]]
[['2, k, 0', [-0.137325, -0.279815, 1.0]], ['2, k, 1', [-0.137922, 0.00596381, 1.0]], ['2, k, 2', [-0.137435, 0.283477, 1.0]], ['2, k, 3', [-0.134479, 0.417207, 1.0]], ['2, k, 4', [-0.297218, 0.214942, 1.0]], ['2, k, 5', [-0.469499, 0.206687, 1.0]], ['2, k, 6', [-0.475453, 0.315122, 1.0]], ['2, k, 7', [-0.469079, 0.348185, 1.0]], ['2, k, 8', [0.0283573, 0.21538, 1.0]], ['2, k, 9', [0.164657, 0.220712, 1.0]], ['2, k, 10', [0.186743, 0.3142, 1.0]], ['2, k, 11', [0.181595, 0.357653, 1.0]], ['2, k, 12', [-0.213959, -0.276095, 1.0]], ['2, k, 13', [-0.252885, -0.583441, 1.0]], ['2, k, 14', [-0.295088, -0.797867, 1.0]], ['2, k, 15', [-0.289636, -0.915768, 1.0]], ['2, k, 16', [-0.0570022, -0.27614, 1.0]], ['2, k, 17', [-0.0267443, -0.585946, 1.0]], ['2, k, 18', [-0.00977037, -0.893514, 1.0]], ['2, k, 19', [-0.0159744, -0.947673, 1.0]], ['2, k, 20', [-0.137704, 0.215222, 1.0]], ['2, k, 21', [-0.443836, 0.378166, 1.0]], ['2, k, 22', [-0.406178, 0.363888, 1.0]], ['2, k, 23', [0.169912, 0.39374, 1.0]], ['2, k, 24', [0.131276, 0.36242, 1.0]]]
[['2, k, 0', [-0.13786, -0.28084, 1.0]], ['2, k, 1', [-0.137893, 0.00569393, 1.0]], ['2, k, 2', [-0.136751, 0.283215, 1.0]], ['2, k, 3', [-0.135133, 0.427037, 1.0]], ['2, k, 4', [-0.297457, 0.217803, 1.0]], ['2, k, 5', [-0.463387, 0.175721, 1.0]], ['2, k, 6', [-0.478711, 0.261383, 1.0]], ['2, k, 7', [-0.471634, 0.2856, 1.0]], ['2, k, 8', [0.0262834, 0.21209, 1.0]], ['2, k, 9', [0.153027, 0.172937, 1.0]], ['2, k, 10', [0.181894, 0.243091, 1.0]], ['2, k, 11', [0.178934, 0.289622, 1.0]], ['2, k, 12', [-0.214339, -0.27701, 1.0]], ['2, k, 13', [-0.25421, -0.586172, 1.0]], ['2, k, 14', [-0.295723, -0.801337, 1.0]], ['2, k, 15', [-0.298251, -0.856532, 1.0]], ['2, k, 16', [-0.0576814, -0.277244, 1.0]], ['2, k, 17', [-0.0267887, -0.587432, 1.0]], ['2, k, 18', [-0.00936997, -0.895704, 1.0]], ['2, k, 19', [-0.0152756, -0.949896, 1.0]], ['2, k, 20', [-0.137283, 0.214869, 1.0]], ['2, k, 21', [-0.447367, 0.312589, 1.0]], ['2, k, 22', [-0.408206, 0.300053, 1.0]], ['2, k, 23', [0.176917, 0.321482, 1.0]], ['2, k, 24', [0.139741, 0.285715, 1.0]]]
[['2, k, 0', [-0.13818, -0.29366, 1.0]], ['2, k, 1', [-0.137969, -0.00457513, 1.0]], ['2, k, 2', [-0.136839, 0.274628, 1.0]], ['2, k, 3', [-0.135202, 0.427291, 1.0]], ['2, k, 4', [-0.301217, 0.194761, 1.0]], ['2, k, 5', [-0.459036, 0.116343, 1.0]], ['2, k, 6', [-0.475143, 0.190448, 1.0]], ['2, k, 7', [-0.472666, 0.220059, 1.0]], ['2, k, 8', [0.0248649, 0.20039, 1.0]], ['2, k, 9', [0.172975, 0.106216, 1.0]], ['2, k, 10', [0.167014, 0.183197, 1.0]], ['2, k, 11', [0.174394, 0.219168, 1.0]], ['2, k, 12', [-0.214981, -0.289714, 1.0]], ['2, k, 13', [-0.256652, -0.595114, 1.0]], ['2, k, 14', [-0.296754, -0.811176, 1.0]], ['2, k, 15', [-0.290054, -0.92894, 1.0]], ['2, k, 16', [-0.0576802, -0.289906, 1.0]], ['2, k, 17', [-0.0267739, -0.587556, 1.0]], ['2, k, 18', [-0.00342835, -0.898848, 1.0]], ['2, k, 19', [-0.00912208, -0.953205, 1.0]], ['2, k, 20', [-0.137314, 0.205995, 1.0]], ['2, k, 21', [-0.452567, 0.245872, 1.0]], ['2, k, 22', [-0.42049, 0.225927, 1.0]], ['2, k, 23', [0.14871, 0.242689, 1.0]], ['2, k, 24', [0.131866, 0.215668, 1.0]]]
[['2, k, 0', [-0.140673, -0.319812, 1.0]], ['2, k, 1', [-0.140115, -0.012204, 1.0]], ['2, k, 2', [-0.138865, 0.275773, 1.0]], ['2, k, 3', [-0.135998, 0.42396, 1.0]], ['2, k, 4', [-0.295478, 0.172229, 1.0]], ['2, k, 5', [-0.459607, 0.106614, 1.0]], ['2, k, 6', [-0.469571, 0.134728, 1.0]], ['2, k, 7', [-0.472294, 0.156903, 1.0]], ['2, k, 8', [0.00635509, 0.148285, 1.0]], ['2, k, 9', [0.158551, 0.0919333, 1.0]], ['2, k, 10', [0.177815, 0.110311, 1.0]], ['2, k, 11', [0.1714, 0.146306, 1.0]], ['2, k, 12', [-0.22075, -0.314892, 1.0]], ['2, k, 13', [-0.256454, -0.595791, 1.0]], ['2, k, 14', [-0.297448, -0.811409, 1.0]], ['2, k, 15', [-0.292986, -0.929265, 1.0]], ['2, k, 16', [-0.0568908, -0.316692, 1.0]], ['2, k, 17', [-0.0272714, -0.639636, 1.0]], ['2, k, 18', [0.0236334, -0.966809, 1.0]], ['2, k, 19', [0.0133957, -1.03374, 1.0]], ['2, k, 20', [-0.139082, 0.205484, 1.0]], ['2, k, 21', [-0.44544, 0.178171, 1.0]], ['2, k, 22', [-0.425008, 0.156562, 1.0]], ['2, k, 23', [0.158963, 0.169492, 1.0]], ['2, k, 24', [0.128722, 0.153736, 1.0]]]
[['2, k, 0', [-0.140764, -0.315375, 1.0]], ['2, k, 1', [-0.140659, -0.0120331, 1.0]], ['2, k, 2', [-0.140031, 0.275788, 1.0]], ['2, k, 3', [-0.136229, 0.423963, 1.0]], ['2, k, 4', [-0.295081, 0.185731, 1.0]], ['2, k, 5', [-0.439746, 0.0835935, 1.0]], ['2, k, 6', [-0.469793, 0.0709103, 1.0]], ['2, k, 7', [-0.471398, 0.0924892, 1.0]], ['2, k, 8', [0.00865537, 0.165821, 1.0]], ['2, k, 9', [0.169326, 0.132437, 1.0]], ['2, k, 10', [0.176216, 0.0548283, 1.0]], ['2, k, 11', [0.1676, 0.0738556, 1.0]], ['2, k, 12', [-0.219823, -0.31014, 1.0]], ['2, k, 13', [-0.25454, -0.563705, 1.0]], ['2, k, 14', [-0.292653, -0.787702, 1.0]], ['2, k, 15', [-0.296647, -0.843317, 1.0]], ['2, k, 16', [-0.0579878, -0.312289, 1.0]], ['2, k, 17', [-0.0255542, -0.600763, 1.0]], ['2, k, 18', [-0.00719643, -0.910721, 1.0]], ['2, k, 19', [0.0147671, -1.02505, 1.0]], ['2, k, 20', [-0.140176, 0.205384, 1.0]], ['2, k, 21', [-0.456782, 0.105188, 1.0]], ['2, k, 22', [-0.417849, 0.0930249, 1.0]], ['2, k, 23', [0.144244, 0.0880121, 1.0]], ['2, k, 24', [0.121496, 0.0751322, 1.0]]]
[['2, k, 0', [-0.140518, -0.30641, 1.0]], ['2, k, 1', [-0.140639, -0.011985, 1.0]], ['2, k, 2', [-0.13987, 0.273954, 1.0]], ['2, k, 3', [-0.137293, 0.424211, 1.0]], ['2, k, 4', [-0.296287, 0.187496, 1.0]], ['2, k, 5', [-0.445122, 0.0862142, 1.0]], ['2, k, 6', [-0.446037, 0.0209851, 1.0]], ['2, k, 7', [-0.472185, 0.0301728, 1.0]], ['2, k, 8', [0.0112801, 0.17043, 1.0]], ['2, k, 9', [0.147779, 0.0637328, 1.0]], ['2, k, 10', [0.168591, 0.0373363, 1.0]], ['2, k, 11', [0.161314, 0.00243546, 1.0]], ['2, k, 12', [-0.219345, -0.302756, 1.0]], ['2, k, 13', [-0.258159, -0.58117, 1.0]], ['2, k, 14', [-0.293839, -0.799773, 1.0]], ['2, k, 15', [-0.290923, -0.917163, 1.0]], ['2, k, 16', [-0.0580152, -0.301776, 1.0]], ['2, k, 17', [-0.0251943, -0.599121, 1.0]], ['2, k, 18', [-0.00621368, -0.892671, 1.0]], ['2, k, 19', [0.0186958, -1.00707, 1.0]], ['2, k, 20', [-0.14008, 0.204284, 1.0]], ['2, k, 21', [-0.47173, 0.0247456, 1.0]], ['2, k, 22', [-0.425211, 0.026664, 1.0]], ['2, k, 23', [0.188058, 0.0166675, 1.0]], ['2, k, 24', [0.110286, 0.00358889, 1.0]]]
[['2, k, 0', [-0.140536, -0.306178, 1.0]], ['2, k, 1', [-0.140699, -0.0120443, 1.0]], ['2, k, 2', [-0.14007, 0.273603, 1.0]], ['2, k, 3', [-0.138414, 0.422437, 1.0]], ['2, k, 4', [-0.299273, 0.184791, 1.0]], ['2, k, 5', [-0.433624, 0.0469291, 1.0]], ['2, k, 6', [-0.496077, -0.00923342, 1.0]], ['2, k, 7', [-0.474462, -0.0343384, 1.0]], ['2, k, 8', [0.0119479, 0.170123, 1.0]], ['2, k, 9', [0.140617, 0.034611, 1.0]], ['2, k, 10', [0.17303, -0.105597, 1.0]], ['2, k, 11', [0.161382, -0.0676619, 1.0]], ['2, k, 12', [-0.219354, -0.302471, 1.0]], ['2, k, 13', [-0.257935, -0.581437, 1.0]], ['2, k, 14', [-0.294341, -0.799664, 1.0]], ['2, k, 15', [-0.290348, -0.917634, 1.0]], ['2, k, 16', [-0.0580343, -0.301617, 1.0]], ['2, k, 17', [-0.0266739, -0.592848, 1.0]], ['2, k, 18', [-0.00633936, -0.893032, 1.0]], ['2, k, 19', [0.0153067, -1.00802, 1.0]], ['2, k, 20', [-0.140276, 0.203898, 1.0]], ['2, k, 21', [-0.458396, -0.0450029, 1.0]], ['2, k, 22', [-0.403943, -0.03871, 1.0]], ['2, k, 23', [0.109321, -0.0641043, 1.0]], ['2, k, 24', [0.116015, -0.07732, 1.0]]]
[['2, k, 0', [-0.141333, -0.307608, 1.0]], ['2, k, 1', [-0.141196, -0.0137765, 1.0]], ['2, k, 2', [-0.140303, 0.271865, 1.0]], ['2, k, 3', [-0.139928, 0.420607, 1.0]], ['2, k, 4', [-0.304472, 0.177433, 1.0]], ['2, k, 5', [-0.43829, 0.0355351, 1.0]], ['2, k, 6', [-0.485922, -0.0815414, 1.0]], ['2, k, 7', [-0.47784, -0.0941506, 1.0]], ['2, k, 8', [0.0171134, 0.160007, 1.0]], ['2, k, 9', [0.144539, 0.0193119, 1.0]], ['2, k, 10', [0.144577, -0.121455, 1.0]], ['2, k, 11', [0.158133, -0.135313, 1.0]], ['2, k, 12', [-0.219811, -0.303896, 1.0]], ['2, k, 13', [-0.257792, -0.581257, 1.0]], ['2, k, 14', [-0.29458, -0.798903, 1.0]], ['2, k, 15', [-0.296209, -0.916389, 1.0]], ['2, k, 16', [-0.0591861, -0.303094, 1.0]], ['2, k, 17', [-0.0268652, -0.593238, 1.0]], ['2, k, 18', [-0.00537454, -0.898891, 1.0]], ['2, k, 19', [0.0159875, -1.01391, 1.0]], ['2, k, 20', [-0.140606, 0.201924, 1.0]], ['2, k, 21', [-0.458609, -0.106011, 1.0]], ['2, k, 22', [-0.424449, -0.102692, 1.0]], ['2, k, 23', [0.139034, -0.14317, 1.0]], ['2, k, 24', [0.204472, -0.143567, 1.0]]]
[['2, k, 0', [-0.141924, -0.309172, 1.0]], ['2, k, 1', [-0.141857, -0.0156686, 1.0]], ['2, k, 2', [-0.141097, 0.269778, 1.0]], ['2, k, 3', [-0.141343, 0.417611, 1.0]], ['2, k, 4', [-0.309456, 0.171735, 1.0]], ['2, k, 5', [-0.427248, 0.00417821, 1.0]], ['2, k, 6', [-0.488922, -0.11874, 1.0]], ['2, k, 7', [-0.47903, -0.147879, 1.0]], ['2, k, 8', [0.0198346, 0.158521, 1.0]], ['2, k, 9', [0.147414, -0.0093227, 1.0]], ['2, k, 10', [0.154074, -0.178036, 1.0]], ['2, k, 11', [0.155154, -0.196405, 1.0]], ['2, k, 12', [-0.219872, -0.304813, 1.0]], ['2, k, 13', [-0.257295, -0.581609, 1.0]], ['2, k, 14', [-0.293504, -0.799233, 1.0]], ['2, k, 15', [-0.293291, -0.917118, 1.0]], ['2, k, 16', [-0.0605783, -0.305538, 1.0]], ['2, k, 17', [-0.0268052, -0.591575, 1.0]], ['2, k, 18', [-0.00561154, -0.895935, 1.0]], ['2, k, 19', [-0.0138954, -0.950516, 1.0]], ['2, k, 20', [-0.14139, 0.199736, 1.0]], ['2, k, 21', [-0.469707, -0.159765, 1.0]], ['2, k, 22', [-0.422371, -0.15786, 1.0]], ['2, k, 23', [0.128721, -0.211948, 1.0]], ['2, k, 24', [0.206559, -0.207773, 1.0]]]
