[['2, k, 0', [-0.1792755, -0.1740592, 1.0]], ['2, k, 1', [-0.157992, 0.05285709, 1.0]], ['2, k, 2', [-0.136354, 0.2755187, 1.0]], ['2, k, 3', [-0.1323512, 0.3919778, 1.0]], ['2, k, 4', [-0.2730273, 0.1951786, 1.0]], ['2, k, 5', [-0.1871425, 0.04858261, 1.0]], ['2, k, 6', [-0.0809165, -0.08275427, 1.0]], ['2, k, 7', [-0.04247102, -0.119164, 1.0]], ['2, k, 8', [-0.001777644, 0.1877759, 1.0]], ['2, k, 9', [-0.007048012, 0.06312313, 1.0]], ['2, k, 10', [-0.01273465, -0.04345867, 1.0]], ['2, k, 11', [-0.03926239, -0.1239528, 1.0]], ['2, k, 12', [-0.2424938, -0.1659234, 1.0]], ['2, k, 13', [-0.1782271, -0.2996505, 1.0]], ['2, k, 14', [-0.2143985, -0.6619554, 1.0]], ['2, k, 15', [-0.189219, -0.7348441, 1.0]], ['2, k, 16', [-0.1118371, -0.1779666, 1.0]], ['2, k, 17', [0.001264923, -0.3104228, 1.0]], ['2, k, 18', [-0.005136605, -0.6554878, 1.0]], ['2, k, 19', [0.01534344, -0.7029625, 1.0]], ['2, k, 20', [-0.1417315, 0.2204796, 1.0]], ['2, k, 21', [-0.02305319, -0.1750398, 1.0]], ['2, k, 22', [-0.02216934, -0.08681616, 1.0]], ['2, k, 23', [-0.02776567, -0.1791432, 1.0]], ['2, k, 24', [-0.02421234, -0.08768647, 1.0]]]
[['2, k, 0', [-0.1660821, -0.1719007, 1.0]], ['2, k, 1', [-0.1548387, 0.0549329, 1.0]], ['2, k, 2', [-0.1424382, 0.2777275, 1.0]], ['2, k, 3', [-0.1282784, 0.3947723, 1.0]], ['2, k, 4', [-0.2769048, 0.1935898, 1.0]], ['2, k, 5', [-0.2175335, 0.05147715, 1.0]], ['2, k, 6', [-0.1258123, -0.0658474, 1.0]], ['2, k, 7', [-0.04627251, -0.1384722, 1.0]], ['2, k, 8', [0.000724202, 0.1941008, 1.0]], ['2, k, 9', [-0.01939264, 0.05250803, 1.0]], ['2, k, 10', [-0.03981305, 0.03585266, 1.0]], ['2, k, 11', [-0.02065461, -0.06740068, 1.0]], ['2, k, 12', [-0.2291684, -0.1658938, 1.0]], ['2, k, 13', [-0.1775674, -0.296258, 1.0]], ['2, k, 14', [-0.2107523, -0.6596135, 1.0]], ['2, k, 15', [-0.1931345, -0.7339985, 1.0]], ['2, k, 16', [-0.09866554, -0.1737547, 1.0]], ['2, k, 17', [0.003213809, -0.2995981, 1.0]], ['2, k, 18', [-0.003768172, -0.6523383, 1.0]], ['2, k, 19', [0.01401976, -0.6993256, 1.0]], ['2, k, 20', [-0.1457347, 0.2227126, 1.0]], ['2, k, 21', [-0.0339535, -0.1875193, 1.0]], ['2, k, 22', [-0.06612705, -0.1738831, 1.0]], ['2, k, 23', [-0.02135608, -0.06857208, 1.0]], ['2, k, 24', [-0.01517615, -0.06457976, 1.0]]]
[['2, k, 0', [-0.1605763, -0.1696724, 1.0]], ['2, k, 1', [-0.1526332, 0.05653426, 1.0]], ['2, k, 2', [-0.1410876, 0.2800032, 1.0]], ['2, k, 3', [-0.1289927, 0.3960994, 1.0]], ['2, k, 4', [-0.2748112, 0.2012003, 1.0]], ['2, k, 5', [-0.2287509, 0.08573061, 1.0]], ['2, k, 6', [-0.1134783, 0.004786019, 1.0]], ['2, k, 7', [-0.06245949, -0.02843078, 1.0]], ['2, k, 8', [0.0001725186, 0.1950568, 1.0]], ['2, k, 9', [0.007575151, 0.07432923, 1.0]], ['2, k, 10', [-0.02205689, 0.06971724, 1.0]], ['2, k, 11', [-0.0391249, -0.0146654, 1.0]], ['2, k, 12', [-0.2247829, -0.1648368, 1.0]], ['2, k, 13', [-0.177209, -0.2964448, 1.0]], ['2, k, 14', [-0.2110862, -0.6601275, 1.0]], ['2, k, 15', [-0.193244, -0.7343938, 1.0]], ['2, k, 16', [-0.0920892, -0.1699887, 1.0]], ['2, k, 17', [0.002864425, -0.2993023, 1.0]], ['2, k, 18', [-0.004028586, -0.6527654, 1.0]], ['2, k, 19', [0.01249868, -0.6991746, 1.0]], ['2, k, 20', [-0.144151, 0.2246925, 1.0]], ['2, k, 21', [-0.03099223, -0.05587489, 1.0]], ['2, k, 22', [-0.05366362, -0.06995464, 1.0]], ['2, k, 23', [-0.03372527, -0.02192978, 1.0]], ['2, k, 24', [-0.01575514, -0.01495362, 1.0]]]
[['2, k, 0', [-0.1596883, -0.1686079, 1.0]], ['2, k, 1', [-0.1521704, 0.05805917, 1.0]], ['2, k, 2', [-0.1421452, 0.2817569, 1.0]], ['2, k, 3', [-0.1297038, 0.3967756, 1.0]], ['2, k, 4', [-0.2745953, 0.2031515, 1.0]], ['2, k, 5', [-0.2278791, 0.09628225, 1.0]], ['2, k, 6', [-0.1060208, 0.03432082, 1.0]], ['2, k, 7', [-0.05005253, 0.006980979, 1.0]], ['2, k, 8', [-0.004518512, 0.2041027, 1.0]], ['2, k, 9', [0.007082281, 0.07773727, 1.0]], ['2, k, 10', [-0.0225484, 0.07311293, 1.0]], ['2, k, 11', [-0.04023411, 0.01256763, 1.0]], ['2, k, 12', [-0.2239711, -0.1643445, 1.0]], ['2, k, 13', [-0.1772012, -0.2966022, 1.0]], ['2, k, 14', [-0.2111692, -0.6601226, 1.0]], ['2, k, 15', [-0.1931276, -0.73432, 1.0]], ['2, k, 16', [-0.09121358, -0.1682141, 1.0]], ['2, k, 17', [0.002092271, -0.2983367, 1.0]], ['2, k, 18', [-0.004526045, -0.6544175, 1.0]], ['2, k, 19', [0.01245006, -0.7006282, 1.0]], ['2, k, 20', [-0.1447262, 0.2264643, 1.0]], ['2, k, 21', [-0.02129578, -0.02475677, 1.0]], ['2, k, 22', [-0.05240588, -0.03099862, 1.0]], ['2, k, 23', [-0.02847004, -0.02138376, 1.0]], ['2, k, 24', [-0.01098351, 0.02826335, 1.0]]]
[['2, k, 0', [-0.1588506, -0.1659174, 1.0]], ['2, k, 1', [-0.1521657, 0.06061786, 1.0]], ['2, k, 2', [-0.1434038, 0.2835547, 1.0]], ['2, k, 3', [-0.131113, 0.3969219, 1.0]], ['2, k, 4', [-0.273896, 0.205426, 1.0]], ['2, k, 5', [-0.2220593, 0.1201131, 1.0]], ['2, k, 6', [-0.1104047, 0.07251468, 1.0]], ['2, k, 7', [-0.04540978, 0.05421339, 1.0]], ['2, k, 8', [-0.009253209, 0.2096796, 1.0]], ['2, k, 9', [0.009106472, 0.1068066, 1.0]], ['2, k, 10', [-0.02053091, 0.1020799, 1.0]], ['2, k, 11', [-0.03818401, 0.05545785, 1.0]], ['2, k, 12', [-0.2232972, -0.1632559, 1.0]], ['2, k, 13', [-0.176713, -0.2967797, 1.0]], ['2, k, 14', [-0.2114881, -0.6603116, 1.0]], ['2, k, 15', [-0.1929701, -0.733847, 1.0]], ['2, k, 16', [-0.0905264, -0.1630644, 1.0]], ['2, k, 17', [0.001899428, -0.2969329, 1.0]], ['2, k, 18', [-0.00453044, -0.6545514, 1.0]], ['2, k, 19', [0.01278096, -0.700735, 1.0]], ['2, k, 20', [-0.1456988, 0.2284898, 1.0]], ['2, k, 21', [-0.01487395, 0.02927791, 1.0]], ['2, k, 22', [-0.04932011, 0.00558283, 1.0]], ['2, k, 23', [-0.02438294, 0.01970947, 1.0]], ['2, k, 24', [-0.02040275, 0.08046424, 1.0]]]
[['2, k, 0', [-0.1573884, -0.1608595, 1.0]], ['2, k, 1', [-0.1508709, 0.06390554, 1.0]], ['2, k, 2', [-0.1427878, 0.2848785, 1.0]], ['2, k, 3', [-0.1316299, 0.3979413, 1.0]], ['2, k, 4', [-0.2737176, 0.2078898, 1.0]], ['2, k, 5', [-0.2222361, 0.1357376, 1.0]], ['2, k, 6', [-0.1123949, 0.1051921, 1.0]], ['2, k, 7', [-0.04663032, 0.1004604, 1.0]], ['2, k, 8', [-0.009418372, 0.2110421, 1.0]], ['2, k, 9', [0.01502755, 0.1460478, 1.0]], ['2, k, 10', [-0.01595916, 0.1446669, 1.0]], ['2, k, 11', [-0.03652522, 0.1102399, 1.0]], ['2, k, 12', [-0.2219837, -0.1602494, 1.0]], ['2, k, 13', [-0.1767089, -0.2967359, 1.0]], ['2, k, 14', [-0.211395, -0.6603951, 1.0]], ['2, k, 15', [-0.1925326, -0.732542, 1.0]], ['2, k, 16', [-0.08931286, -0.1566546, 1.0]], ['2, k, 17', [0.001991874, -0.2968789, 1.0]], ['2, k, 18', [-0.004345013, -0.6549395, 1.0]], ['2, k, 19', [0.01257783, -0.7012504, 1.0]], ['2, k, 20', [-0.1449202, 0.2302745, 1.0]], ['2, k, 21', [-0.01667143, 0.07441558, 1.0]], ['2, k, 22', [-0.04463477, 0.05773625, 1.0]], ['2, k, 23', [-0.02864478, 0.08629412, 1.0]], ['2, k, 24', [-0.007851154, 0.1219556, 1.0]]]
[['2, k, 0', [-0.1571855, -0.1594248, 1.0]], ['2, k, 1', [-0.1508368, 0.06563298, 1.0]], ['2, k, 2', [-0.1432089, 0.2864815, 1.0]], ['2, k, 3', [-0.1319683, 0.3988511, 1.0]], ['2, k, 4', [-0.2742272, 0.2091125, 1.0]], ['2, k, 5', [-0.2218805, 0.1513497, 1.0]], ['2, k, 6', [-0.1065927, 0.152557, 1.0]], ['2, k, 7', [-0.03470473, 0.1516839, 1.0]], ['2, k, 8', [-0.01426504, 0.2329676, 1.0]], ['2, k, 9', [0.01577529, 0.1509612, 1.0]], ['2, k, 10', [-0.01388183, 0.1460833, 1.0]], ['2, k, 11', [-0.03149869, 0.1452186, 1.0]], ['2, k, 12', [-0.2218405, -0.1597931, 1.0]], ['2, k, 13', [-0.1766427, -0.2967657, 1.0]], ['2, k, 14', [-0.2113855, -0.6603966, 1.0]], ['2, k, 15', [-0.1927158, -0.7328764, 1.0]], ['2, k, 16', [-0.08909135, -0.1544154, 1.0]], ['2, k, 17', [0.001598615, -0.2951078, 1.0]], ['2, k, 18', [-0.004550571, -0.6556196, 1.0]], ['2, k, 19', [0.01440517, -0.701847, 1.0]], ['2, k, 20', [-0.1452249, 0.2319534, 1.0]], ['2, k, 21', [-0.006686068, 0.1291487, 1.0]], ['2, k, 22', [-0.03994674, 0.1033383, 1.0]], ['2, k, 23', [-0.01411647, 0.1177068, 1.0]], ['2, k, 24', [-0.01411374, 0.175367, 1.0]]]
[['2, k, 0', [-0.1567246, -0.1695898, 1.0]], ['2, k, 1', [-0.151798, 0.06537889, 1.0]], ['2, k, 2', [-0.1496314, 0.2940524, 1.0]], ['2, k, 3', [-0.1316444, 0.4051031, 1.0]], ['2, k, 4', [-0.2744505, 0.2092535, 1.0]], ['2, k, 5', [-0.221353, 0.1990225, 1.0]], ['2, k, 6', [-0.08959156, 0.186417, 1.0]], ['2, k, 7', [-0.04503187, 0.1996374, 1.0]], ['2, k, 8', [-0.01746564, 0.2388398, 1.0]], ['2, k, 9', [0.01586182, 0.1532455, 1.0]], ['2, k, 10', [-0.01379563, 0.1483595, 1.0]], ['2, k, 11', [-0.03013353, 0.1980243, 1.0]], ['2, k, 12', [-0.2256762, -0.1725663, 1.0]], ['2, k, 13', [-0.1765739, -0.296452, 1.0]], ['2, k, 14', [-0.2119223, -0.6597855, 1.0]], ['2, k, 15', [-0.1926579, -0.7326449, 1.0]], ['2, k, 16', [-0.08502322, -0.1641258, 1.0]], ['2, k, 17', [0.001146013, -0.2944452, 1.0]], ['2, k, 18', [-0.005121683, -0.6571495, 1.0]], ['2, k, 19', [0.0129803, -0.7036409, 1.0]], ['2, k, 20', [-0.1495477, 0.2362663, 1.0]], ['2, k, 21', [-0.006688425, 0.1880706, 1.0]], ['2, k, 22', [-0.03834796, 0.1601359, 1.0]], ['2, k, 23', [-0.008709474, 0.1764946, 1.0]], ['2, k, 24', [-0.01455802, 0.230481, 1.0]]]
[['2, k, 0', [-0.1544895, -0.1719835, 1.0]], ['2, k, 1', [-0.154, 0.06686821, 1.0]], ['2, k, 2', [-0.1656794, 0.3092322, 1.0]], ['2, k, 3', [-0.1297769, 0.4173262, 1.0]], ['2, k, 4', [-0.2725094, 0.1905503, 1.0]], ['2, k, 5', [-0.2231843, 0.2070731, 1.0]], ['2, k, 6', [-0.1017842, 0.2294456, 1.0]], ['2, k, 7', [-0.03372003, 0.2549205, 1.0]], ['2, k, 8', [-0.02095537, 0.2435626, 1.0]], ['2, k, 9', [0.01009001, 0.1957029, 1.0]], ['2, k, 10', [-0.01315251, 0.22655, 1.0]], ['2, k, 11', [-0.02866161, 0.2495919, 1.0]], ['2, k, 12', [-0.2246084, -0.1753391, 1.0]], ['2, k, 13', [-0.1765496, -0.2963954, 1.0]], ['2, k, 14', [-0.2118766, -0.6596764, 1.0]], ['2, k, 15', [-0.1919526, -0.731613, 1.0]], ['2, k, 16', [-0.08112379, -0.16554, 1.0]], ['2, k, 17', [0.001037825, -0.2937949, 1.0]], ['2, k, 18', [-0.005047624, -0.6571045, 1.0]], ['2, k, 19', [0.01032826, -0.7039257, 1.0]], ['2, k, 20', [-0.1619581, 0.2480124, 1.0]], ['2, k, 21', [-0.0002194869, 0.2370534, 1.0]], ['2, k, 22', [-0.03667211, 0.2104547, 1.0]], ['2, k, 23', [-0.01155392, 0.2254337, 1.0]], ['2, k, 24', [-0.01501546, 0.2799552, 1.0]]]
[['2, k, 0', [-0.1499944, -0.1825683, 1.0]], ['2, k, 1', [-0.1515053, 0.0540765, 1.0]], ['2, k, 2', [-0.1547813, 0.2789396, 1.0]], ['2, k, 3', [-0.1341459, 0.4184965, 1.0]], ['2, k, 4', [-0.2691613, 0.1844109, 1.0]], ['2, k, 5', [-0.2184613, 0.2276551, 1.0]], ['2, k, 6', [-0.1136696, 0.2583283, 1.0]], ['2, k, 7', [-0.0338463, 0.2943277, 1.0]], ['2, k, 8', [-0.02483996, 0.2210767, 1.0]], ['2, k, 9', [0.01606108, 0.211221, 1.0]], ['2, k, 10', [0.003190424, 0.2575444, 1.0]], ['2, k, 11', [-0.02945215, 0.2992463, 1.0]], ['2, k, 12', [-0.2182571, -0.1854136, 1.0]], ['2, k, 13', [-0.1763316, -0.2959115, 1.0]], ['2, k, 14', [-0.2118511, -0.6595266, 1.0]], ['2, k, 15', [-0.1923696, -0.7313242, 1.0]], ['2, k, 16', [-0.07843174, -0.1757054, 1.0]], ['2, k, 17', [0.001050218, -0.2938742, 1.0]], ['2, k, 18', [-0.007132309, -0.6606745, 1.0]], ['2, k, 19', [0.00954444, -0.7082632, 1.0]], ['2, k, 20', [-0.1546425, 0.2247653, 1.0]], ['2, k, 21', [0.002203669, 0.2907156, 1.0]], ['2, k, 22', [-0.03099652, 0.2591494, 1.0]], ['2, k, 23', [-0.007423442, 0.2855666, 1.0]], ['2, k, 24', [-0.01758964, 0.3318723, 1.0]]]
[['2, k, 0', [-0.1559549, -0.1876468, 1.0]], ['2, k, 1', [-0.1517874, 0.04793163, 1.0]], ['2, k, 2', [-0.1477184, 0.2716968, 1.0]], ['2, k, 3', [-0.1333372, 0.4240333, 1.0]], ['2, k, 4', [-0.2673693, 0.182468, 1.0]], ['2, k, 5', [-0.2217666, 0.2452582, 1.0]], ['2, k, 6', [-0.1082036, 0.2930711, 1.0]], ['2, k, 7', [-0.03041918, 0.3404306, 1.0]], ['2, k, 8', [-0.02720136, 0.2039826, 1.0]], ['2, k, 9', [0.005123401, 0.2473778, 1.0]], ['2, k, 10', [-0.01523519, 0.3041492, 1.0]], ['2, k, 11', [-0.03213438, 0.3441466, 1.0]], ['2, k, 12', [-0.2215387, -0.1875342, 1.0]], ['2, k, 13', [-0.1762912, -0.294683, 1.0]], ['2, k, 14', [-0.211971, -0.6592898, 1.0]], ['2, k, 15', [-0.1713955, -0.7337973, 1.0]], ['2, k, 16', [-0.08764762, -0.1846921, 1.0]], ['2, k, 17', [0.0009141118, -0.2939433, 1.0]], ['2, k, 18', [-0.007098298, -0.6608509, 1.0]], ['2, k, 19', [0.01011331, -0.7082533, 1.0]], ['2, k, 20', [-0.1495295, 0.2172525, 1.0]], ['2, k, 21', [0.0003429251, 0.3416958, 1.0]], ['2, k, 22', [-0.02809898, 0.3004741, 1.0]], ['2, k, 23', [-0.009918652, 0.3438372, 1.0]], ['2, k, 24', [-0.01376686, 0.3827779, 1.0]]]
[['2, k, 0', [-0.1561611, -0.1866533, 1.0]], ['2, k, 1', [-0.1512042, 0.04835217, 1.0]], ['2, k, 2', [-0.1443033, 0.2735851, 1.0]], ['2, k, 3', [-0.1300499, 0.4311739, 1.0]], ['2, k, 4', [-0.2671436, 0.1860037, 1.0]], ['2, k, 5', [-0.2219875, 0.2661422, 1.0]], ['2, k, 6', [-0.1075705, 0.333666, 1.0]], ['2, k, 7', [-0.02982443, 0.384807, 1.0]], ['2, k, 8', [-0.02734493, 0.2038126, 1.0]], ['2, k, 9', [-0.01008232, 0.2744726, 1.0]], ['2, k, 10', [-0.002027293, 0.3312149, 1.0]], ['2, k, 11', [-0.0280739, 0.3802172, 1.0]], ['2, k, 12', [-0.2216988, -0.1858697, 1.0]], ['2, k, 13', [-0.1761482, -0.2949091, 1.0]], ['2, k, 14', [-0.2118827, -0.6603088, 1.0]], ['2, k, 15', [-0.1909334, -0.7355644, 1.0]], ['2, k, 16', [-0.08778061, -0.1839065, 1.0]], ['2, k, 17', [0.0008169685, -0.2944101, 1.0]], ['2, k, 18', [-0.007161101, -0.6617279, 1.0]], ['2, k, 19', [0.009961089, -0.7090067, 1.0]], ['2, k, 20', [-0.1468593, 0.2184803, 1.0]], ['2, k, 21', [-0.002463255, 0.3923957, 1.0]], ['2, k, 22', [-0.02812003, 0.3463073, 1.0]], ['2, k, 23', [-0.003861082, 0.3903403, 1.0]], ['2, k, 24', [-0.0246201, 0.4199821, 1.0]]]
[['2, k, 0', [-0.1568142, -0.1824548, 1.0]], ['2, k, 1', [-0.1500647, 0.05074432, 1.0]], ['2, k, 2', [-0.140914, 0.2770479, 1.0]], ['2, k, 3', [-0.1234956, 0.4344214, 1.0]], ['2, k, 4', [-0.2662655, 0.1894215, 1.0]], ['2, k, 5', [-0.2165098, 0.2921725, 1.0]], ['2, k, 6', [-0.1105487, 0.3566697, 1.0]], ['2, k, 7', [-0.03570661, 0.4226515, 1.0]], ['2, k, 8', [-0.02661194, 0.2040377, 1.0]], ['2, k, 9', [-0.008096655, 0.289014, 1.0]], ['2, k, 10', [-0.01597788, 0.3897867, 1.0]], ['2, k, 11', [-0.02789317, 0.4175814, 1.0]], ['2, k, 12', [-0.2221792, -0.180224, 1.0]], ['2, k, 13', [-0.1763481, -0.2947459, 1.0]], ['2, k, 14', [-0.211894, -0.6611919, 1.0]], ['2, k, 15', [-0.1908886, -0.7361171, 1.0]], ['2, k, 16', [-0.08834846, -0.180575, 1.0]], ['2, k, 17', [0.0005615774, -0.2948081, 1.0]], ['2, k, 18', [-0.006597281, -0.6626197, 1.0]], ['2, k, 19', [0.01011185, -0.7098213, 1.0]], ['2, k, 20', [-0.1439182, 0.2215177, 1.0]], ['2, k, 21', [-0.00815483, 0.4381857, 1.0]], ['2, k, 22', [-0.02559067, 0.3906194, 1.0]], ['2, k, 23', [-0.007522366, 0.4356532, 1.0]], ['2, k, 24', [-0.0532493, 0.4309883, 1.0]]]
[['2, k, 0', [-0.1571097, -0.1721323, 1.0]], ['2, k, 1', [-0.1422859, 0.0689358, 1.0]], ['2, k, 2', [-0.1204381, 0.3090791, 1.0]], ['2, k, 3', [-0.09988471, 0.4647407, 1.0]], ['2, k, 4', [-0.2608318, 0.1975232, 1.0]], ['2, k, 5', [-0.2122705, 0.3088692, 1.0]], ['2, k, 6', [-0.09585315, 0.4147066, 1.0]], ['2, k, 7', [-0.03783077, 0.4616806, 1.0]], ['2, k, 8', [-0.02608284, 0.2071498, 1.0]], ['2, k, 9', [-0.007469615, 0.3086514, 1.0]], ['2, k, 10', [-0.01517021, 0.4182605, 1.0]], ['2, k, 11', [-0.0298452, 0.4598972, 1.0]], ['2, k, 12', [-0.2239724, -0.1690359, 1.0]], ['2, k, 13', [-0.1767768, -0.2942772, 1.0]], ['2, k, 14', [-0.2119138, -0.6611205, 1.0]], ['2, k, 15', [-0.1911918, -0.7359673, 1.0]], ['2, k, 16', [-0.08698666, -0.170917, 1.0]], ['2, k, 17', [0.000553579, -0.2950276, 1.0]], ['2, k, 18', [-0.006570755, -0.6625429, 1.0]], ['2, k, 19', [0.007608321, -0.7093721, 1.0]], ['2, k, 20', [-0.1266089, 0.2494833, 1.0]], ['2, k, 21', [-0.008185626, 0.4874846, 1.0]], ['2, k, 22', [-0.02712892, 0.4339837, 1.0]], ['2, k, 23', [-0.01355026, 0.4791588, 1.0]], ['2, k, 24', [-0.04597153, 0.4860782, 1.0]]]
[['2, k, 0', [-0.1527435, -0.1564015, 1.0]], ['2, k, 1', [-0.1387944, 0.08990194, 1.0]], ['2, k, 2', [-0.1229984, 0.3310663, 1.0]], ['2, k, 3', [-0.1020784, 0.4871106, 1.0]], ['2, k, 4', [-0.2674973, 0.2195772, 1.0]], ['2, k, 5', [-0.2020631, 0.3628794, 1.0]], ['2, k, 6', [-0.08176533, 0.4538694, 1.0]], ['2, k, 7', [-0.03387748, 0.5335333, 1.0]], ['2, k, 8', [-0.02360048, 0.2195643, 1.0]], ['2, k, 9', [-0.004761414, 0.3537029, 1.0]], ['2, k, 10', [-0.01351086, 0.4917786, 1.0]], ['2, k, 11', [-0.03223716, 0.5339034, 1.0]], ['2, k, 12', [-0.2202077, -0.1546869, 1.0]], ['2, k, 13', [-0.1768478, -0.2941013, 1.0]], ['2, k, 14', [-0.2118867, -0.6608875, 1.0]], ['2, k, 15', [-0.1945989, -0.7385941, 1.0]], ['2, k, 16', [-0.08182433, -0.1542819, 1.0]], ['2, k, 17', [0.0005292569, -0.2955592, 1.0]], ['2, k, 18', [-0.006204259, -0.6616169, 1.0]], ['2, k, 19', [0.006160442, -0.7089028, 1.0]], ['2, k, 20', [-0.1271498, 0.2713625, 1.0]], ['2, k, 21', [-0.01300808, 0.5731379, 1.0]], ['2, k, 22', [-0.03328133, 0.5182858, 1.0]], ['2, k, 23', [-0.01735955, 0.5692313, 1.0]], ['2, k, 24', [-0.0607489, 0.5443952, 1.0]]]
[['2, k, 0', [-0.1507763, -0.1505553, 1.0]], ['2, k, 1', [-0.1384452, 0.0942557, 1.0]], ['2, k, 2', [-0.1242405, 0.3342919, 1.0]], ['2, k, 3', [-0.1032879, 0.4903741, 1.0]], ['2, k, 4', [-0.2688057, 0.2187027, 1.0]], ['2, k, 5', [-0.2024903, 0.3685822, 1.0]], ['2, k, 6', [-0.08465125, 0.5111123, 1.0]], ['2, k, 7', [-0.03652547, 0.5708387, 1.0]], ['2, k, 8', [-0.02395572, 0.2209968, 1.0]], ['2, k, 9', [-0.004055869, 0.3624784, 1.0]], ['2, k, 10', [-0.02032999, 0.5146556, 1.0]], ['2, k, 11', [-0.03558758, 0.5750021, 1.0]], ['2, k, 12', [-0.2185292, -0.150314, 1.0]], ['2, k, 13', [-0.1767184, -0.2939784, 1.0]], ['2, k, 14', [-0.2120986, -0.6603143, 1.0]], ['2, k, 15', [-0.1946178, -0.7372447, 1.0]], ['2, k, 16', [-0.0795337, -0.1469168, 1.0]], ['2, k, 17', [0.0003548627, -0.295555, 1.0]], ['2, k, 18', [-0.005804214, -0.660094, 1.0]], ['2, k, 19', [0.00743417, -0.7073947, 1.0]], ['2, k, 20', [-0.1279903, 0.2748902, 1.0]], ['2, k, 21', [-0.0141978, 0.6149297, 1.0]], ['2, k, 22', [-0.03030147, 0.5517138, 1.0]], ['2, k, 23', [-0.01414412, 0.617642, 1.0]], ['2, k, 24', [-0.04439284, 0.6148259, 1.0]]]
[['2, k, 0', [-0.1458666, -0.1316148, 1.0]], ['2, k, 1', [-0.1367795, 0.1028815, 1.0]], ['2, k, 2', [-0.1245691, 0.3365872, 1.0]], ['2, k, 3', [-0.1035935, 0.4927224, 1.0]], ['2, k, 4', [-0.2708901, 0.2212983, 1.0]], ['2, k, 5', [-0.207689, 0.3833532, 1.0]], ['2, k, 6', [-0.09573158, 0.5186049, 1.0]], ['2, k, 7', [-0.03971491, 0.5972933, 1.0]], ['2, k, 8', [-0.02291935, 0.2284976, 1.0]], ['2, k, 9', [-0.003354929, 0.3821568, 1.0]], ['2, k, 10', [-0.02143168, 0.5449066, 1.0]], ['2, k, 11', [-0.03868191, 0.6051272, 1.0]], ['2, k, 12', [-0.2132591, -0.1326777, 1.0]], ['2, k, 13', [-0.1764954, -0.294125, 1.0]], ['2, k, 14', [-0.212023, -0.6602056, 1.0]], ['2, k, 15', [-0.1938192, -0.7357066, 1.0]], ['2, k, 16', [-0.07509235, -0.1273714, 1.0]], ['2, k, 17', [0.0002580395, -0.2957428, 1.0]], ['2, k, 18', [-0.005077729, -0.6589922, 1.0]], ['2, k, 19', [0.007374504, -0.7063654, 1.0]], ['2, k, 20', [-0.1279778, 0.2783848, 1.0]], ['2, k, 21', [-0.01945204, 0.6459779, 1.0]], ['2, k, 22', [-0.02539849, 0.5896835, 1.0]], ['2, k, 23', [-0.02215754, 0.6461545, 1.0]], ['2, k, 24', [-0.05371851, 0.6395231, 1.0]]]
[['2, k, 0', [-0.1467146, -0.1258934, 1.0]], ['2, k, 1', [-0.1368904, 0.105936, 1.0]], ['2, k, 2', [-0.1248818, 0.3368403, 1.0]], ['2, k, 3', [-0.1038843, 0.4930026, 1.0]], ['2, k, 4', [-0.2739103, 0.2229913, 1.0]], ['2, k, 5', [-0.209594, 0.3935278, 1.0]], ['2, k, 6', [-0.0877853, 0.546302, 1.0]], ['2, k, 7', [-0.04497825, 0.624921, 1.0]], ['2, k, 8', [-0.02257675, 0.2431563, 1.0]], ['2, k, 9', [-0.00173504, 0.4059256, 1.0]], ['2, k, 10', [-0.02984884, 0.5736751, 1.0]], ['2, k, 11', [-0.04233882, 0.635622, 1.0]], ['2, k, 12', [-0.2134899, -0.126791, 1.0]], ['2, k, 13', [-0.1763801, -0.2938074, 1.0]], ['2, k, 14', [-0.2114339, -0.660524, 1.0]], ['2, k, 15', [-0.1932055, -0.7342609, 1.0]], ['2, k, 16', [-0.07651711, -0.1218815, 1.0]], ['2, k, 17', [0.000173589, -0.2956361, 1.0]], ['2, k, 18', [-0.005230519, -0.6593429, 1.0]], ['2, k, 19', [0.006583346, -0.7069525, 1.0]], ['2, k, 20', [-0.1281443, 0.2794791, 1.0]], ['2, k, 21', [-0.02586221, 0.6690813, 1.0]], ['2, k, 22', [-0.0269268, 0.6092942, 1.0]], ['2, k, 23', [-0.02806138, 0.6794793, 1.0]], ['2, k, 24', [-0.06215151, 0.6550801, 1.0]]]
