[['2, k, 0', [-0.201084, -0.09685765, 1.0]], ['2, k, 1', [-0.1946929, 0.2222494, 1.0]], ['2, k, 2', [-0.1869612, 0.5294228, 1.0]], ['2, k, 3', [-0.1813464, 0.6567944, 1.0]], ['2, k, 4', [-0.3488234, 0.3983348, 1.0]], ['2, k, 5', [-0.4274131, 0.1771371, 1.0]], ['2, k, 6', [-0.4728017, -0.05157176, 1.0]], ['2, k, 7', [-0.4856192, -0.1168158, 1.0]], ['2, k, 8', [-0.0197505, 0.383679, 1.0]], ['2, k, 9', [0.04326663, 0.1679501, 1.0]], ['2, k, 10', [0.02521004, -0.008522309, 1.0]], ['2, k, 11', [-0.004095446, -0.06811177, 1.0]], ['2, k, 12', [-0.2742132, -0.09073457, 1.0]], ['2, k, 13', [-0.2879902, -0.4165297, 1.0]], ['2, k, 14', [-0.2862221, -0.6929298, 1.0]], ['2, k, 15', [-0.3047692, -0.7485147, 1.0]], ['2, k, 16', [-0.1208886, -0.09978183, 1.0]], ['2, k, 17', [-0.1470569, -0.4250768, 1.0]], ['2, k, 18', [-0.113711, -0.6855507, 1.0]], ['2, k, 19', [-0.07068449, -0.7380476, 1.0]], ['2, k, 20', [-0.1891038, 0.4542649, 1.0]], ['2, k, 21', [-0.4883958, -0.1796111, 1.0]], ['2, k, 22', [-0.5124919, -0.093531, 1.0]], ['2, k, 23', [-0.01871276, -0.1463553, 1.0]], ['2, k, 24', [-0.05175304, -0.03739557, 1.0]]]
[['2, k, 0', [-0.2011869, -0.09691088, 1.0]], ['2, k, 1', [-0.195327, 0.2224934, 1.0]], ['2, k, 2', [-0.188133, 0.5302048, 1.0]], ['2, k, 3', [-0.1797978, 0.6576388, 1.0]], ['2, k, 4', [-0.3408279, 0.4014768, 1.0]], ['2, k, 5', [-0.4301334, 0.1990808, 1.0]], ['2, k, 6', [-0.4621085, 0.08906572, 1.0]], ['2, k, 7', [-0.4777086, 0.04578848, 1.0]], ['2, k, 8', [-0.01903494, 0.3849543, 1.0]], ['2, k, 9', [0.04219053, 0.1707437, 1.0]], ['2, k, 10', [0.02363652, -0.00991851, 1.0]], ['2, k, 11', [-0.005060433, -0.06628744, 1.0]], ['2, k, 12', [-0.2744768, -0.09057717, 1.0]], ['2, k, 13', [-0.2836351, -0.414639, 1.0]], ['2, k, 14', [-0.2909718, -0.6930194, 1.0]], ['2, k, 15', [-0.3067392, -0.7492381, 1.0]], ['2, k, 16', [-0.1205611, -0.09990742, 1.0]], ['2, k, 17', [-0.1511239, -0.4251742, 1.0]], ['2, k, 18', [-0.111557, -0.6844729, 1.0]], ['2, k, 19', [-0.07001798, -0.7382221, 1.0]], ['2, k, 20', [-0.1901296, 0.4549171, 1.0]], ['2, k, 21', [-0.4841186, 0.01347116, 1.0]], ['2, k, 22', [-0.503545, 0.08582085, 1.0]], ['2, k, 23', [-0.02039604, -0.1441114, 1.0]], ['2, k, 24', [-0.05402087, -0.0383451, 1.0]]]
[['2, k, 0', [-0.2011262, -0.09691094, 1.0]], ['2, k, 1', [-0.195213, 0.2225167, 1.0]], ['2, k, 2', [-0.1879875, 0.5302444, 1.0]], ['2, k, 3', [-0.1793325, 0.6575965, 1.0]], ['2, k, 4', [-0.3404051, 0.4011701, 1.0]], ['2, k, 5', [-0.4321247, 0.1975634, 1.0]], ['2, k, 6', [-0.4644288, 0.06713008, 1.0]], ['2, k, 7', [-0.4797615, 0.02183055, 1.0]], ['2, k, 8', [-0.01901517, 0.3848113, 1.0]], ['2, k, 9', [0.04212236, 0.1708512, 1.0]], ['2, k, 10', [0.02407349, -0.00950295, 1.0]], ['2, k, 11', [-0.004449749, -0.06423824, 1.0]], ['2, k, 12', [-0.2743906, -0.09055973, 1.0]], ['2, k, 13', [-0.282618, -0.414409, 1.0]], ['2, k, 14', [-0.2909771, -0.6930031, 1.0]], ['2, k, 15', [-0.3067499, -0.7492583, 1.0]], ['2, k, 16', [-0.1205222, -0.09991772, 1.0]], ['2, k, 17', [-0.1509078, -0.4250982, 1.0]], ['2, k, 18', [-0.11165, -0.6844464, 1.0]], ['2, k, 19', [-0.07002945, -0.7383235, 1.0]], ['2, k, 20', [-0.1899903, 0.4549528, 1.0]], ['2, k, 21', [-0.4834658, -0.01855657, 1.0]], ['2, k, 22', [-0.5072429, 0.06249605, 1.0]], ['2, k, 23', [-0.01864634, -0.1412655, 1.0]], ['2, k, 24', [-0.05220871, -0.05955221, 1.0]]]
[['2, k, 0', [-0.2010922, -0.09683116, 1.0]], ['2, k, 1', [-0.1951516, 0.222588, 1.0]], ['2, k, 2', [-0.1879132, 0.5302948, 1.0]], ['2, k, 3', [-0.1791747, 0.6575282, 1.0]], ['2, k, 4', [-0.3427927, 0.4017152, 1.0]], ['2, k, 5', [-0.4337493, 0.1954404, 1.0]], ['2, k, 6', [-0.4654106, 0.05143722, 1.0]], ['2, k, 7', [-0.4795465, 0.001690263, 1.0]], ['2, k, 8', [-0.01901784, 0.3847289, 1.0]], ['2, k, 9', [0.04224671, 0.168376, 1.0]], ['2, k, 10', [0.02419824, -0.009430875, 1.0]], ['2, k, 11', [-0.005163094, -0.06323051, 1.0]], ['2, k, 12', [-0.2743643, -0.09051958, 1.0]], ['2, k, 13', [-0.2798692, -0.4155234, 1.0]], ['2, k, 14', [-0.2909295, -0.6930186, 1.0]], ['2, k, 15', [-0.3065799, -0.7489692, 1.0]], ['2, k, 16', [-0.1204943, -0.09977063, 1.0]], ['2, k, 17', [-0.1508878, -0.4249603, 1.0]], ['2, k, 18', [-0.1115785, -0.6848485, 1.0]], ['2, k, 19', [-0.07002215, -0.738445, 1.0]], ['2, k, 20', [-0.1899188, 0.4550082, 1.0]], ['2, k, 21', [-0.4815307, -0.04474258, 1.0]], ['2, k, 22', [-0.5075611, 0.04232277, 1.0]], ['2, k, 23', [-0.01868048, -0.1416027, 1.0]], ['2, k, 24', [-0.05282229, -0.03260135, 1.0]]]
[['2, k, 0', [-0.2010449, -0.09675511, 1.0]], ['2, k, 1', [-0.1950813, 0.2226574, 1.0]], ['2, k, 2', [-0.1878362, 0.5303434, 1.0]], ['2, k, 3', [-0.1792231, 0.6575257, 1.0]], ['2, k, 4', [-0.3441151, 0.4019332, 1.0]], ['2, k, 5', [-0.4355193, 0.1892792, 1.0]], ['2, k, 6', [-0.4659208, 0.03829585, 1.0]], ['2, k, 7', [-0.4786931, -0.0187011, 1.0]], ['2, k, 8', [-0.01905116, 0.3847139, 1.0]], ['2, k, 9', [0.04218523, 0.1684074, 1.0]], ['2, k, 10', [0.02453738, -0.009003631, 1.0]], ['2, k, 11', [-0.004307892, -0.06331135, 1.0]], ['2, k, 12', [-0.2743251, -0.09047493, 1.0]], ['2, k, 13', [-0.2822283, -0.4149587, 1.0]], ['2, k, 14', [-0.2905838, -0.6926668, 1.0]], ['2, k, 15', [-0.3066339, -0.7488449, 1.0]], ['2, k, 16', [-0.1204511, -0.09965028, 1.0]], ['2, k, 17', [-0.1505106, -0.4248984, 1.0]], ['2, k, 18', [-0.1120412, -0.6848636, 1.0]], ['2, k, 19', [-0.07021549, -0.7382952, 1.0]], ['2, k, 20', [-0.1898436, 0.4550614, 1.0]], ['2, k, 21', [-0.477416, -0.06893259, 1.0]], ['2, k, 22', [-0.5129808, 0.01967338, 1.0]], ['2, k, 23', [-0.01676615, -0.1419477, 1.0]], ['2, k, 24', [-0.05332049, -0.04445638, 1.0]]]
[['2, k, 0', [-0.2010834, -0.09678172, 1.0]], ['2, k, 1', [-0.1950728, 0.2226489, 1.0]], ['2, k, 2', [-0.1877745, 0.5303287, 1.0]], ['2, k, 3', [-0.1793183, 0.657474, 1.0]], ['2, k, 4', [-0.343371, 0.4013174, 1.0]], ['2, k, 5', [-0.43581, 0.1854037, 1.0]], ['2, k, 6', [-0.4676557, 0.01852603, 1.0]], ['2, k, 7', [-0.4789369, -0.03984889, 1.0]], ['2, k, 8', [-0.01905192, 0.3846758, 1.0]], ['2, k, 9', [0.04215326, 0.1683842, 1.0]], ['2, k, 10', [0.02452602, -0.009046533, 1.0]], ['2, k, 11', [-0.004279543, -0.06689876, 1.0]], ['2, k, 12', [-0.2743589, -0.09049662, 1.0]], ['2, k, 13', [-0.283932, -0.4148791, 1.0]], ['2, k, 14', [-0.2905726, -0.6926606, 1.0]], ['2, k, 15', [-0.3066641, -0.7487068, 1.0]], ['2, k, 16', [-0.1205042, -0.09968156, 1.0]], ['2, k, 17', [-0.1505434, -0.4249027, 1.0]], ['2, k, 18', [-0.1120055, -0.6854228, 1.0]], ['2, k, 19', [-0.07027356, -0.7382535, 1.0]], ['2, k, 20', [-0.1898018, 0.455049, 1.0]], ['2, k, 21', [-0.4764757, -0.09653576, 1.0]], ['2, k, 22', [-0.5113334, 0.002180068, 1.0]], ['2, k, 23', [-0.01978237, -0.1460606, 1.0]], ['2, k, 24', [-0.05259461, -0.03136915, 1.0]]]
[['2, k, 0', [-0.2011291, -0.09674186, 1.0]], ['2, k, 1', [-0.1950705, 0.2226504, 1.0]], ['2, k, 2', [-0.1877113, 0.5302948, 1.0]], ['2, k, 3', [-0.1793152, 0.6574842, 1.0]], ['2, k, 4', [-0.3446787, 0.4010227, 1.0]], ['2, k, 5', [-0.4347315, 0.1838845, 1.0]], ['2, k, 6', [-0.467389, 0.001464577, 1.0]], ['2, k, 7', [-0.4782875, -0.06068902, 1.0]], ['2, k, 8', [-0.01907011, 0.3846739, 1.0]], ['2, k, 9', [0.04224348, 0.1685046, 1.0]], ['2, k, 10', [0.02448159, -0.009493147, 1.0]], ['2, k, 11', [-0.003976705, -0.06615337, 1.0]], ['2, k, 12', [-0.2744072, -0.09043995, 1.0]], ['2, k, 13', [-0.2849941, -0.4150442, 1.0]], ['2, k, 14', [-0.2907482, -0.6925854, 1.0]], ['2, k, 15', [-0.3067906, -0.74905, 1.0]], ['2, k, 16', [-0.1205776, -0.09964139, 1.0]], ['2, k, 17', [-0.1504952, -0.4248947, 1.0]], ['2, k, 18', [-0.1119465, -0.685559, 1.0]], ['2, k, 19', [-0.0702336, -0.7382914, 1.0]], ['2, k, 20', [-0.1897619, 0.4550307, 1.0]], ['2, k, 21', [-0.4792718, -0.1197139, 1.0]], ['2, k, 22', [-0.5100527, -0.01855031, 1.0]], ['2, k, 23', [-0.01802222, -0.145835, 1.0]], ['2, k, 24', [-0.05224136, -0.03252532, 1.0]]]
[['2, k, 0', [-0.2013222, -0.09677595, 1.0]], ['2, k, 1', [-0.1950986, 0.2226402, 1.0]], ['2, k, 2', [-0.1876969, 0.5302875, 1.0]], ['2, k, 3', [-0.1793035, 0.6574987, 1.0]], ['2, k, 4', [-0.3458101, 0.4007553, 1.0]], ['2, k, 5', [-0.4340348, 0.1827657, 1.0]], ['2, k, 6', [-0.4669662, -0.01624375, 1.0]], ['2, k, 7', [-0.4800557, -0.07959963, 1.0]], ['2, k, 8', [-0.01908487, 0.3846098, 1.0]], ['2, k, 9', [0.04223267, 0.1684942, 1.0]], ['2, k, 10', [0.02349947, -0.0112804, 1.0]], ['2, k, 11', [-0.004939752, -0.06727789, 1.0]], ['2, k, 12', [-0.274539, -0.09046178, 1.0]], ['2, k, 13', [-0.2849278, -0.4149365, 1.0]], ['2, k, 14', [-0.2902859, -0.6922498, 1.0]], ['2, k, 15', [-0.306881, -0.7488828, 1.0]], ['2, k, 16', [-0.120864, -0.09969154, 1.0]], ['2, k, 17', [-0.1506472, -0.4250133, 1.0]], ['2, k, 18', [-0.111956, -0.6856221, 1.0]], ['2, k, 19', [-0.07042926, -0.7379357, 1.0]], ['2, k, 20', [-0.1897565, 0.4550244, 1.0]], ['2, k, 21', [-0.4805532, -0.1430092, 1.0]], ['2, k, 22', [-0.5110611, -0.03704992, 1.0]], ['2, k, 23', [-0.01869358, -0.1467797, 1.0]], ['2, k, 24', [-0.05305833, -0.03897577, 1.0]]]
[['2, k, 0', [-0.2013496, -0.09680909, 1.0]], ['2, k, 1', [-0.1950871, 0.2225948, 1.0]], ['2, k, 2', [-0.1876182, 0.5301879, 1.0]], ['2, k, 3', [-0.1792999, 0.6574695, 1.0]], ['2, k, 4', [-0.3464141, 0.4002895, 1.0]], ['2, k, 5', [-0.4318441, 0.1809748, 1.0]], ['2, k, 6', [-0.4682497, -0.02896072, 1.0]], ['2, k, 7', [-0.4806398, -0.09546357, 1.0]], ['2, k, 8', [-0.01911528, 0.3844028, 1.0]], ['2, k, 9', [0.04197892, 0.1693191, 1.0]], ['2, k, 10', [0.02370939, -0.01089322, 1.0]], ['2, k, 11', [-0.00458457, -0.06710383, 1.0]], ['2, k, 12', [-0.2745684, -0.09049677, 1.0]], ['2, k, 13', [-0.2856586, -0.4148439, 1.0]], ['2, k, 14', [-0.2895057, -0.691652, 1.0]], ['2, k, 15', [-0.3064915, -0.7484531, 1.0]], ['2, k, 16', [-0.1208985, -0.09972768, 1.0]], ['2, k, 17', [-0.150685, -0.4251005, 1.0]], ['2, k, 18', [-0.1122415, -0.6856471, 1.0]], ['2, k, 19', [-0.07039671, -0.7379454, 1.0]], ['2, k, 20', [-0.1896981, 0.4549404, 1.0]], ['2, k, 21', [-0.4835846, -0.1595906, 1.0]], ['2, k, 22', [-0.5035669, -0.04929792, 1.0]], ['2, k, 23', [-0.01808216, -0.1454352, 1.0]], ['2, k, 24', [-0.05289394, -0.03791974, 1.0]]]
[['2, k, 0', [-0.2013525, -0.09688272, 1.0]], ['2, k, 1', [-0.1950375, 0.2225802, 1.0]], ['2, k, 2', [-0.1874488, 0.5302317, 1.0]], ['2, k, 3', [-0.1792206, 0.6573802, 1.0]], ['2, k, 4', [-0.345182, 0.3994791, 1.0]], ['2, k, 5', [-0.4306113, 0.1802707, 1.0]], ['2, k, 6', [-0.4692954, -0.04211731, 1.0]], ['2, k, 7', [-0.4833457, -0.1074494, 1.0]], ['2, k, 8', [-0.01913049, 0.3843918, 1.0]], ['2, k, 9', [0.04179817, 0.1692045, 1.0]], ['2, k, 10', [0.02375337, -0.01084073, 1.0]], ['2, k, 11', [-0.004988797, -0.06758261, 1.0]], ['2, k, 12', [-0.274566, -0.09056907, 1.0]], ['2, k, 13', [-0.2860424, -0.4149483, 1.0]], ['2, k, 14', [-0.2894377, -0.6916001, 1.0]], ['2, k, 15', [-0.3063645, -0.7486906, 1.0]], ['2, k, 16', [-0.1209167, -0.09980672, 1.0]], ['2, k, 17', [-0.1505406, -0.4251902, 1.0]], ['2, k, 18', [-0.1121052, -0.6856899, 1.0]], ['2, k, 19', [-0.07042509, -0.7379735, 1.0]], ['2, k, 20', [-0.1895664, 0.454963, 1.0]], ['2, k, 21', [-0.4841471, -0.1726821, 1.0]], ['2, k, 22', [-0.5063174, -0.07801794, 1.0]], ['2, k, 23', [-0.01870608, -0.1469091, 1.0]], ['2, k, 24', [-0.05328399, -0.03883613, 1.0]]]
[['2, k, 0', [-0.2013295, -0.09710142, 1.0]], ['2, k, 1', [-0.1950216, 0.2224495, 1.0]], ['2, k, 2', [-0.1874519, 0.5301425, 1.0]], ['2, k, 3', [-0.1791072, 0.657237, 1.0]], ['2, k, 4', [-0.3440971, 0.3986425, 1.0]], ['2, k, 5', [-0.429679, 0.1796387, 1.0]], ['2, k, 6', [-0.469726, -0.04784951, 1.0]], ['2, k, 7', [-0.4847102, -0.1127198, 1.0]], ['2, k, 8', [-0.01919734, 0.3842865, 1.0]], ['2, k, 9', [0.04174168, 0.1691659, 1.0]], ['2, k, 10', [0.02381453, -0.01062685, 1.0]], ['2, k, 11', [-0.004642649, -0.06735581, 1.0]], ['2, k, 12', [-0.2745436, -0.09079044, 1.0]], ['2, k, 13', [-0.2865965, -0.4152814, 1.0]], ['2, k, 14', [-0.2891603, -0.6912149, 1.0]], ['2, k, 15', [-0.3063897, -0.7488104, 1.0]], ['2, k, 16', [-0.1209028, -0.1000215, 1.0]], ['2, k, 17', [-0.1503109, -0.4253773, 1.0]], ['2, k, 18', [-0.1125561, -0.6853032, 1.0]], ['2, k, 19', [-0.07043731, -0.7378691, 1.0]], ['2, k, 20', [-0.1895617, 0.454864, 1.0]], ['2, k, 21', [-0.485094, -0.178838, 1.0]], ['2, k, 22', [-0.5048311, -0.07005623, 1.0]], ['2, k, 23', [-0.01868536, -0.1464812, 1.0]], ['2, k, 24', [-0.05253506, -0.03193007, 1.0]]]
[['2, k, 0', [-0.2017173, -0.09742542, 1.0]], ['2, k, 1', [-0.1952208, 0.2222476, 1.0]], ['2, k, 2', [-0.1875648, 0.5299935, 1.0]], ['2, k, 3', [-0.1790644, 0.657028, 1.0]], ['2, k, 4', [-0.3435166, 0.3981933, 1.0]], ['2, k, 5', [-0.4292774, 0.179396, 1.0]], ['2, k, 6', [-0.4700037, -0.04978279, 1.0]], ['2, k, 7', [-0.4848709, -0.1176057, 1.0]], ['2, k, 8', [-0.01920787, 0.3842362, 1.0]], ['2, k, 9', [0.04193294, 0.1687815, 1.0]], ['2, k, 10', [0.0237905, -0.01077351, 1.0]], ['2, k, 11', [-0.004441723, -0.06755122, 1.0]], ['2, k, 12', [-0.2748979, -0.09108955, 1.0]], ['2, k, 13', [-0.2855461, -0.4155757, 1.0]], ['2, k, 14', [-0.2890836, -0.6911055, 1.0]], ['2, k, 15', [-0.3065401, -0.7488719, 1.0]], ['2, k, 16', [-0.1213331, -0.1003633, 1.0]], ['2, k, 17', [-0.1500583, -0.4257908, 1.0]], ['2, k, 18', [-0.1130886, -0.6854249, 1.0]], ['2, k, 19', [-0.07047512, -0.7379199, 1.0]], ['2, k, 20', [-0.1896885, 0.4547072, 1.0]], ['2, k, 21', [-0.4838827, -0.185597, 1.0]], ['2, k, 22', [-0.5074474, -0.07715721, 1.0]], ['2, k, 23', [-0.0180901, -0.1456003, 1.0]], ['2, k, 24', [-0.05316923, -0.03631961, 1.0]]]
[['2, k, 0', [-0.2017102, -0.0974528, 1.0]], ['2, k, 1', [-0.1952602, 0.2222387, 1.0]], ['2, k, 2', [-0.1877222, 0.5300266, 1.0]], ['2, k, 3', [-0.1790767, 0.6570255, 1.0]], ['2, k, 4', [-0.3431434, 0.3982266, 1.0]], ['2, k, 5', [-0.427803, 0.179216, 1.0]], ['2, k, 6', [-0.468934, -0.05052734, 1.0]], ['2, k, 7', [-0.4818829, -0.1213924, 1.0]], ['2, k, 8', [-0.01922839, 0.3841979, 1.0]], ['2, k, 9', [0.04188992, 0.1686276, 1.0]], ['2, k, 10', [0.02368508, -0.01087599, 1.0]], ['2, k, 11', [-0.005612428, -0.06755187, 1.0]], ['2, k, 12', [-0.2748924, -0.09111758, 1.0]], ['2, k, 13', [-0.2863605, -0.4154716, 1.0]], ['2, k, 14', [-0.2891063, -0.691176, 1.0]], ['2, k, 15', [-0.3060012, -0.7487834, 1.0]], ['2, k, 16', [-0.1213274, -0.1003895, 1.0]], ['2, k, 17', [-0.1498441, -0.4258092, 1.0]], ['2, k, 18', [-0.1131317, -0.6853323, 1.0]], ['2, k, 19', [-0.07044031, -0.7379458, 1.0]], ['2, k, 20', [-0.1898064, 0.4547256, 1.0]], ['2, k, 21', [-0.4837535, -0.1893933, 1.0]], ['2, k, 22', [-0.5059994, -0.0831283, 1.0]], ['2, k, 23', [-0.01741583, -0.1461717, 1.0]], ['2, k, 24', [-0.05087448, -0.06339824, 1.0]]]
[['2, k, 0', [-0.2017489, -0.0975383, 1.0]], ['2, k, 1', [-0.1952247, 0.222182, 1.0]], ['2, k, 2', [-0.1875235, 0.5300206, 1.0]], ['2, k, 3', [-0.1794692, 0.6570265, 1.0]], ['2, k, 4', [-0.342696, 0.3981059, 1.0]], ['2, k, 5', [-0.4273497, 0.1792861, 1.0]], ['2, k, 6', [-0.4683656, -0.0507276, 1.0]], ['2, k, 7', [-0.4802061, -0.1213025, 1.0]], ['2, k, 8', [-0.0192458, 0.3841503, 1.0]], ['2, k, 9', [0.04216683, 0.1679268, 1.0]], ['2, k, 10', [0.02373529, -0.01085978, 1.0]], ['2, k, 11', [-0.00478772, -0.06745487, 1.0]], ['2, k, 12', [-0.2749206, -0.09123997, 1.0]], ['2, k, 13', [-0.2842549, -0.41523, 1.0]], ['2, k, 14', [-0.2891217, -0.6912128, 1.0]], ['2, k, 15', [-0.3058934, -0.7488218, 1.0]], ['2, k, 16', [-0.1213837, -0.100448, 1.0]], ['2, k, 17', [-0.1498585, -0.4259785, 1.0]], ['2, k, 18', [-0.1131322, -0.6853508, 1.0]], ['2, k, 19', [-0.07048355, -0.737991, 1.0]], ['2, k, 20', [-0.1896583, 0.4547002, 1.0]], ['2, k, 21', [-0.4831142, -0.1880276, 1.0]], ['2, k, 22', [-0.5035123, -0.0807976, 1.0]], ['2, k, 23', [-0.02038484, -0.1449351, 1.0]], ['2, k, 24', [-0.05221583, -0.03876712, 1.0]]]
[['2, k, 0', [-0.201754, -0.09757658, 1.0]], ['2, k, 1', [-0.1952496, 0.2221709, 1.0]], ['2, k, 2', [-0.1876299, 0.5300454, 1.0]], ['2, k, 3', [-0.1796384, 0.656991, 1.0]], ['2, k, 4', [-0.3423877, 0.3979997, 1.0]], ['2, k, 5', [-0.4268115, 0.1792648, 1.0]], ['2, k, 6', [-0.4681005, -0.05071149, 1.0]], ['2, k, 7', [-0.4800924, -0.1206951, 1.0]], ['2, k, 8', [-0.01928715, 0.3840965, 1.0]], ['2, k, 9', [0.04198473, 0.1673608, 1.0]], ['2, k, 10', [0.02385643, -0.01083761, 1.0]], ['2, k, 11', [-0.003830638, -0.06678289, 1.0]], ['2, k, 12', [-0.2749206, -0.09130352, 1.0]], ['2, k, 13', [-0.2852164, -0.415339, 1.0]], ['2, k, 14', [-0.2885994, -0.6909058, 1.0]], ['2, k, 15', [-0.3057956, -0.7487037, 1.0]], ['2, k, 16', [-0.121393, -0.1004661, 1.0]], ['2, k, 17', [-0.1500154, -0.4259799, 1.0]], ['2, k, 18', [-0.1132726, -0.6853024, 1.0]], ['2, k, 19', [-0.0704873, -0.7379945, 1.0]], ['2, k, 20', [-0.1897368, 0.4547112, 1.0]], ['2, k, 21', [-0.4852014, -0.1873733, 1.0]], ['2, k, 22', [-0.5065401, -0.08634076, 1.0]], ['2, k, 23', [-0.01805962, -0.1452454, 1.0]], ['2, k, 24', [-0.05196909, -0.04651976, 1.0]]]
[['2, k, 0', [-0.2017948, -0.09765895, 1.0]], ['2, k, 1', [-0.195232, 0.2220764, 1.0]], ['2, k, 2', [-0.1874916, 0.5299007, 1.0]], ['2, k, 3', [-0.179788, 0.6570392, 1.0]], ['2, k, 4', [-0.3422633, 0.3977836, 1.0]], ['2, k, 5', [-0.4266216, 0.179134, 1.0]], ['2, k, 6', [-0.4679483, -0.05084873, 1.0]], ['2, k, 7', [-0.4779786, -0.1200044, 1.0]], ['2, k, 8', [-0.01931968, 0.3840732, 1.0]], ['2, k, 9', [0.04207199, 0.1674177, 1.0]], ['2, k, 10', [0.02406583, -0.01070978, 1.0]], ['2, k, 11', [-0.004012253, -0.06728855, 1.0]], ['2, k, 12', [-0.2749487, -0.09139018, 1.0]], ['2, k, 13', [-0.2851737, -0.4157694, 1.0]], ['2, k, 14', [-0.2886108, -0.6909244, 1.0]], ['2, k, 15', [-0.3058828, -0.7486132, 1.0]], ['2, k, 16', [-0.1214539, -0.1005465, 1.0]], ['2, k, 17', [-0.1499058, -0.425994, 1.0]], ['2, k, 18', [-0.113293, -0.6853073, 1.0]], ['2, k, 19', [-0.07049167, -0.7379921, 1.0]], ['2, k, 20', [-0.1896354, 0.454579, 1.0]], ['2, k, 21', [-0.480407, -0.1853428, 1.0]], ['2, k, 22', [-0.5040948, -0.0882538, 1.0]], ['2, k, 23', [-0.01777354, -0.1463769, 1.0]], ['2, k, 24', [-0.05200421, -0.03582241, 1.0]]]
[['2, k, 0', [-0.2018317, -0.09767344, 1.0]], ['2, k, 1', [-0.1953417, 0.2220155, 1.0]], ['2, k, 2', [-0.1878698, 0.5297707, 1.0]], ['2, k, 3', [-0.1802661, 0.6568043, 1.0]], ['2, k, 4', [-0.343697, 0.3975416, 1.0]], ['2, k, 5', [-0.4268793, 0.1785118, 1.0]], ['2, k, 6', [-0.4667739, -0.05070219, 1.0]], ['2, k, 7', [-0.4713311, -0.1030387, 1.0]], ['2, k, 8', [-0.01940098, 0.3840241, 1.0]], ['2, k, 9', [0.0417573, 0.1674456, 1.0]], ['2, k, 10', [0.02418184, -0.01057557, 1.0]], ['2, k, 11', [-0.004558846, -0.06720896, 1.0]], ['2, k, 12', [-0.2749548, -0.09141502, 1.0]], ['2, k, 13', [-0.2847716, -0.4155008, 1.0]], ['2, k, 14', [-0.2884022, -0.6906856, 1.0]], ['2, k, 15', [-0.3062982, -0.7487597, 1.0]], ['2, k, 16', [-0.1215359, -0.1005678, 1.0]], ['2, k, 17', [-0.1485604, -0.4260612, 1.0]], ['2, k, 18', [-0.1131248, -0.6849332, 1.0]], ['2, k, 19', [-0.0703923, -0.7380777, 1.0]], ['2, k, 20', [-0.1899243, 0.4544671, 1.0]], ['2, k, 21', [-0.4654975, -0.1731144, 1.0]], ['2, k, 22', [-0.5054331, -0.08876009, 1.0]], ['2, k, 23', [-0.01866931, -0.1466202, 1.0]], ['2, k, 24', [-0.05192336, -0.03560156, 1.0]]]
[['2, k, 0', [-0.2017432, -0.09771369, 1.0]], ['2, k, 1', [-0.1953357, 0.2219787, 1.0]], ['2, k, 2', [-0.1879787, 0.5297426, 1.0]], ['2, k, 3', [-0.1803426, 0.6567183, 1.0]], ['2, k, 4', [-0.3433002, 0.3973205, 1.0]], ['2, k, 5', [-0.4271455, 0.1785552, 1.0]], ['2, k, 6', [-0.465313, -0.04180947, 1.0]], ['2, k, 7', [-0.4705141, -0.09508701, 1.0]], ['2, k, 8', [-0.01940374, 0.3839859, 1.0]], ['2, k, 9', [0.04171685, 0.1679904, 1.0]], ['2, k, 10', [0.02370495, -0.01062944, 1.0]], ['2, k, 11', [-0.005241069, -0.0677122, 1.0]], ['2, k, 12', [-0.2748725, -0.09144226, 1.0]], ['2, k, 13', [-0.2855616, -0.4152083, 1.0]], ['2, k, 14', [-0.2884046, -0.6904797, 1.0]], ['2, k, 15', [-0.3063206, -0.7485529, 1.0]], ['2, k, 16', [-0.1214489, -0.1006161, 1.0]], ['2, k, 17', [-0.1491866, -0.4261082, 1.0]], ['2, k, 18', [-0.1133472, -0.6849021, 1.0]], ['2, k, 19', [-0.07052996, -0.7379933, 1.0]], ['2, k, 20', [-0.1900017, 0.4544373, 1.0]], ['2, k, 21', [-0.4697832, -0.158249, 1.0]], ['2, k, 22', [-0.5004832, -0.07224864, 1.0]], ['2, k, 23', [-0.01957836, -0.1466672, 1.0]], ['2, k, 24', [-0.05187098, -0.04285621, 1.0]]]
