[['2, k, 0', [-0.0009470826, -0.110218, 1.0]], ['2, k, 1', [0.008299632, 0.1962023, 1.0]], ['2, k, 2', [0.01646993, 0.4909675, 1.0]], ['2, k, 3', [0.02531053, 0.619659, 1.0]], ['2, k, 4', [-0.1540076, 0.3824924, 1.0]], ['2, k, 5', [-0.2625157, 0.1546346, 1.0]], ['2, k, 6', [-0.3373914, -0.04214922, 1.0]], ['2, k, 7', [-0.3845508, -0.1266962, 1.0]], ['2, k, 8', [0.1705179, 0.3645908, 1.0]], ['2, k, 9', [0.2105937, 0.1137443, 1.0]], ['2, k, 10', [0.21309, -0.1059924, 1.0]], ['2, k, 11', [0.2075002, -0.1575392, 1.0]], ['2, k, 12', [-0.07309299, -0.1048921, 1.0]], ['2, k, 13', [-0.08317268, -0.407535, 1.0]], ['2, k, 14', [-0.07996567, -0.6830308, 1.0]], ['2, k, 15', [-0.05684875, -0.7146848, 1.0]], ['2, k, 16', [0.07108388, -0.1114847, 1.0]], ['2, k, 17', [0.06720517, -0.4128962, 1.0]], ['2, k, 18', [0.07086167, -0.6772636, 1.0]], ['2, k, 19', [0.08543198, -0.7452986, 1.0]], ['2, k, 20', [0.01453282, 0.4188676, 1.0]], ['2, k, 21', [-0.3988208, -0.1920492, 1.0]], ['2, k, 22', [-0.3809939, -0.1426372, 1.0]], ['2, k, 23', [0.2123279, -0.2048096, 1.0]], ['2, k, 24', [0.1632216, -0.150305, 1.0]]]
[['2, k, 0', [0.005416129, -0.09956466, 1.0]], ['2, k, 1', [-0.006987746, 0.2096203, 1.0]], ['2, k, 2', [-0.01946876, 0.5071374, 1.0]], ['2, k, 3', [0.02411692, 0.627736, 1.0]], ['2, k, 4', [-0.1564498, 0.390762, 1.0]], ['2, k, 5', [-0.2866639, 0.1678032, 1.0]], ['2, k, 6', [-0.3506926, -0.04546728, 1.0]], ['2, k, 7', [-0.3819096, -0.1110434, 1.0]], ['2, k, 8', [0.1583683, 0.3793175, 1.0]], ['2, k, 9', [0.2816091, 0.1877126, 1.0]], ['2, k, 10', [0.4468568, 0.05935476, 1.0]], ['2, k, 11', [0.4793557, 0.03616631, 1.0]], ['2, k, 12', [-0.06433322, -0.0959213, 1.0]], ['2, k, 13', [-0.0840655, -0.4047523, 1.0]], ['2, k, 14', [-0.08011203, -0.6824294, 1.0]], ['2, k, 15', [-0.04789493, -0.7139038, 1.0]], ['2, k, 16', [0.07465713, -0.09949864, 1.0]], ['2, k, 17', [0.06494913, -0.3934063, 1.0]], ['2, k, 18', [0.07210689, -0.6756049, 1.0]], ['2, k, 19', [0.08461129, -0.7450316, 1.0]], ['2, k, 20', [-0.01638669, 0.4343578, 1.0]], ['2, k, 21', [-0.3980807, -0.1740379, 1.0]], ['2, k, 22', [-0.3832505, -0.15018, 1.0]], ['2, k, 23', [0.5241728, -0.008499971, 1.0]], ['2, k, 24', [0.4993501, 0.01973991, 1.0]]]
[['2, k, 0', [0.004197952, -0.09968679, 1.0]], ['2, k, 1', [-0.007644696, 0.2097595, 1.0]], ['2, k, 2', [-0.01970269, 0.5074731, 1.0]], ['2, k, 3', [0.02364071, 0.6280649, 1.0]], ['2, k, 4', [-0.1562948, 0.3907426, 1.0]], ['2, k, 5', [-0.2867612, 0.1679045, 1.0]], ['2, k, 6', [-0.3506285, -0.04509394, 1.0]], ['2, k, 7', [-0.3857075, -0.1302729, 1.0]], ['2, k, 8', [0.1591683, 0.3787578, 1.0]], ['2, k, 9', [0.284395, 0.1904997, 1.0]], ['2, k, 10', [0.4525942, 0.06640516, 1.0]], ['2, k, 11', [0.4830653, 0.04100678, 1.0]], ['2, k, 12', [-0.06576545, -0.09584663, 1.0]], ['2, k, 13', [-0.08417985, -0.4049854, 1.0]], ['2, k, 14', [-0.08016907, -0.6826791, 1.0]], ['2, k, 15', [-0.04805555, -0.7141692, 1.0]], ['2, k, 16', [0.07370299, -0.09978699, 1.0]], ['2, k, 17', [0.06466309, -0.3936193, 1.0]], ['2, k, 18', [0.07213239, -0.6750666, 1.0]], ['2, k, 19', [0.08485155, -0.7448452, 1.0]], ['2, k, 20', [-0.01671822, 0.4346459, 1.0]], ['2, k, 21', [-0.3987316, -0.1889888, 1.0]], ['2, k, 22', [-0.3841173, -0.1568548, 1.0]], ['2, k, 23', [0.5268616, -0.002997077, 1.0]], ['2, k, 24', [0.5123028, -0.00539876, 1.0]]]
[['2, k, 0', [0.002793419, -0.09945472, 1.0]], ['2, k, 1', [-0.008329359, 0.2099966, 1.0]], ['2, k, 2', [-0.01986486, 0.5076985, 1.0]], ['2, k, 3', [0.02281816, 0.6285846, 1.0]], ['2, k, 4', [-0.156946, 0.3915859, 1.0]], ['2, k, 5', [-0.2706462, 0.1574814, 1.0]], ['2, k, 6', [-0.3397345, -0.04444807, 1.0]], ['2, k, 7', [-0.385261, -0.1294995, 1.0]], ['2, k, 8', [0.1596982, 0.3789573, 1.0]], ['2, k, 9', [0.2875781, 0.1939867, 1.0]], ['2, k, 10', [0.4561901, 0.07155763, 1.0]], ['2, k, 11', [0.4844465, 0.04991722, 1.0]], ['2, k, 12', [-0.06719478, -0.0954257, 1.0]], ['2, k, 13', [-0.08419009, -0.4051051, 1.0]], ['2, k, 14', [-0.08024379, -0.6826661, 1.0]], ['2, k, 15', [-0.04821294, -0.714172, 1.0]], ['2, k, 16', [0.07243985, -0.09976522, 1.0]], ['2, k, 17', [0.06434666, -0.3933173, 1.0]], ['2, k, 18', [0.07212919, -0.6752312, 1.0]], ['2, k, 19', [0.08535009, -0.7448726, 1.0]], ['2, k, 20', [-0.01699013, 0.434875, 1.0]], ['2, k, 21', [-0.3995934, -0.1973039, 1.0]], ['2, k, 22', [-0.3795486, -0.1369089, 1.0]], ['2, k, 23', [0.5296971, 0.003614511, 1.0]], ['2, k, 24', [0.511107, 0.02359638, 1.0]]]
[['2, k, 0', [0.00330686, -0.09887486, 1.0]], ['2, k, 1', [-0.008338234, 0.2104078, 1.0]], ['2, k, 2', [-0.02032035, 0.5082542, 1.0]], ['2, k, 3', [0.02164455, 0.6290635, 1.0]], ['2, k, 4', [-0.1569184, 0.3916703, 1.0]], ['2, k, 5', [-0.270653, 0.1575238, 1.0]], ['2, k, 6', [-0.3396707, -0.04434918, 1.0]], ['2, k, 7', [-0.3857087, -0.130672, 1.0]], ['2, k, 8', [0.1602128, 0.3796319, 1.0]], ['2, k, 9', [0.2905395, 0.1985633, 1.0]], ['2, k, 10', [0.4596299, 0.07779045, 1.0]], ['2, k, 11', [0.4874789, 0.05667627, 1.0]], ['2, k, 12', [-0.0667463, -0.09503711, 1.0]], ['2, k, 13', [-0.08412533, -0.4051845, 1.0]], ['2, k, 14', [-0.08068509, -0.6828142, 1.0]], ['2, k, 15', [-0.04873636, -0.7143271, 1.0]], ['2, k, 16', [0.07304173, -0.09898134, 1.0]], ['2, k, 17', [0.06307688, -0.3934867, 1.0]], ['2, k, 18', [0.07216636, -0.6736547, 1.0]], ['2, k, 19', [0.08533511, -0.7448784, 1.0]], ['2, k, 20', [-0.01731037, 0.4353917, 1.0]], ['2, k, 21', [-0.3999599, -0.195889, 1.0]], ['2, k, 22', [-0.3791326, -0.1345046, 1.0]], ['2, k, 23', [0.5331429, 0.01434816, 1.0]], ['2, k, 24', [0.5105872, 0.03838501, 1.0]]]
[['2, k, 0', [0.002728941, -0.0987317, 1.0]], ['2, k, 1', [-0.008862444, 0.2106662, 1.0]], ['2, k, 2', [-0.02066928, 0.5085682, 1.0]], ['2, k, 3', [0.02151592, 0.6292096, 1.0]], ['2, k, 4', [-0.1576635, 0.3923096, 1.0]], ['2, k, 5', [-0.2708285, 0.1577994, 1.0]], ['2, k, 6', [-0.3397323, -0.04416738, 1.0]], ['2, k, 7', [-0.385761, -0.1316074, 1.0]], ['2, k, 8', [0.1608314, 0.3799761, 1.0]], ['2, k, 9', [0.2948913, 0.2017838, 1.0]], ['2, k, 10', [0.4642006, 0.08233174, 1.0]], ['2, k, 11', [0.4902447, 0.06402251, 1.0]], ['2, k, 12', [-0.06741092, -0.09480944, 1.0]], ['2, k, 13', [-0.08453906, -0.403479, 1.0]], ['2, k, 14', [-0.08069513, -0.6826978, 1.0]], ['2, k, 15', [-0.04880476, -0.7142233, 1.0]], ['2, k, 16', [0.07252024, -0.09892461, 1.0]], ['2, k, 17', [0.06135039, -0.3940323, 1.0]], ['2, k, 18', [0.07201492, -0.6736388, 1.0]], ['2, k, 19', [0.08578766, -0.7450618, 1.0]], ['2, k, 20', [-0.01771537, 0.4357, 1.0]], ['2, k, 21', [-0.4000853, -0.1962859, 1.0]], ['2, k, 22', [-0.3789309, -0.1350342, 1.0]], ['2, k, 23', [0.5370549, 0.01709663, 1.0]], ['2, k, 24', [0.5063041, 0.02580024, 1.0]]]
[['2, k, 0', [0.001289162, -0.0982296, 1.0]], ['2, k, 1', [-0.009740627, 0.2111152, 1.0]], ['2, k, 2', [-0.02103117, 0.5088991, 1.0]], ['2, k, 3', [0.01948884, 0.6301538, 1.0]], ['2, k, 4', [-0.1583812, 0.3932806, 1.0]], ['2, k, 5', [-0.2710409, 0.1582921, 1.0]], ['2, k, 6', [-0.3397404, -0.04401989, 1.0]], ['2, k, 7', [-0.3857082, -0.1316546, 1.0]], ['2, k, 8', [0.1610076, 0.38026, 1.0]], ['2, k, 9', [0.2990386, 0.2053025, 1.0]], ['2, k, 10', [0.468347, 0.08772124, 1.0]], ['2, k, 11', [0.4929656, 0.07115026, 1.0]], ['2, k, 12', [-0.06893746, -0.09403963, 1.0]], ['2, k, 13', [-0.08450741, -0.4039731, 1.0]], ['2, k, 14', [-0.08103872, -0.6828517, 1.0]], ['2, k, 15', [-0.04921112, -0.7143888, 1.0]], ['2, k, 16', [0.0712529, -0.09870323, 1.0]], ['2, k, 17', [0.0610189, -0.3923037, 1.0]], ['2, k, 18', [0.07270411, -0.6735474, 1.0]], ['2, k, 19', [0.08607065, -0.7451042, 1.0]], ['2, k, 20', [-0.01819675, 0.4360644, 1.0]], ['2, k, 21', [-0.4001448, -0.1966677, 1.0]], ['2, k, 22', [-0.380048, -0.1403938, 1.0]], ['2, k, 23', [0.5381035, 0.02320138, 1.0]], ['2, k, 24', [0.5178916, 0.04621378, 1.0]]]
[['2, k, 0', [0.001015495, -0.09767444, 1.0]], ['2, k, 1', [-0.01006273, 0.2116207, 1.0]], ['2, k, 2', [-0.02130347, 0.509298, 1.0]], ['2, k, 3', [0.01778429, 0.6311359, 1.0]], ['2, k, 4', [-0.1593133, 0.3943538, 1.0]], ['2, k, 5', [-0.2872743, 0.1682689, 1.0]], ['2, k, 6', [-0.3514629, -0.04683458, 1.0]], ['2, k, 7', [-0.3863989, -0.1340885, 1.0]], ['2, k, 8', [0.1615716, 0.3810257, 1.0]], ['2, k, 9', [0.3017581, 0.2078476, 1.0]], ['2, k, 10', [0.4744644, 0.09775274, 1.0]], ['2, k, 11', [0.4941716, 0.07887971, 1.0]], ['2, k, 12', [-0.06920111, -0.09325517, 1.0]], ['2, k, 13', [-0.08449164, -0.4043469, 1.0]], ['2, k, 14', [-0.08117122, -0.6827927, 1.0]], ['2, k, 15', [-0.04941428, -0.7143381, 1.0]], ['2, k, 16', [0.07101003, -0.09837515, 1.0]], ['2, k, 17', [0.06108997, -0.3918742, 1.0]], ['2, k, 18', [0.07278105, -0.6736347, 1.0]], ['2, k, 19', [0.08612105, -0.7451633, 1.0]], ['2, k, 20', [-0.01849228, 0.4364965, 1.0]], ['2, k, 21', [-0.3999576, -0.194455, 1.0]], ['2, k, 22', [-0.3816356, -0.147963, 1.0]], ['2, k, 23', [0.5389768, 0.0354035, 1.0]], ['2, k, 24', [0.5183489, 0.05792125, 1.0]]]
[['2, k, 0', [0.0001725877, -0.09711491, 1.0]], ['2, k, 1', [-0.01049019, 0.2120318, 1.0]], ['2, k, 2', [-0.02141011, 0.5095868, 1.0]], ['2, k, 3', [0.01737184, 0.6314731, 1.0]], ['2, k, 4', [-0.1600748, 0.3950038, 1.0]], ['2, k, 5', [-0.2713324, 0.1587489, 1.0]], ['2, k, 6', [-0.3397582, -0.04380911, 1.0]], ['2, k, 7', [-0.3847008, -0.1262039, 1.0]], ['2, k, 8', [0.1622802, 0.3826289, 1.0]], ['2, k, 9', [0.3039643, 0.2106756, 1.0]], ['2, k, 10', [0.4772676, 0.103072, 1.0]], ['2, k, 11', [0.4944015, 0.08721888, 1.0]], ['2, k, 12', [-0.06998052, -0.09265549, 1.0]], ['2, k, 13', [-0.08439888, -0.404208, 1.0]], ['2, k, 14', [-0.08099387, -0.6823539, 1.0]], ['2, k, 15', [-0.04925871, -0.7139164, 1.0]], ['2, k, 16', [0.0701664, -0.09791205, 1.0]], ['2, k, 17', [0.06166486, -0.3904131, 1.0]], ['2, k, 18', [0.07292987, -0.6742083, 1.0]], ['2, k, 19', [0.08629401, -0.7451947, 1.0]], ['2, k, 20', [-0.0186702, 0.4368103, 1.0]], ['2, k, 21', [-0.3984024, -0.191782, 1.0]], ['2, k, 22', [-0.380183, -0.1303498, 1.0]], ['2, k, 23', [0.539414, 0.03981682, 1.0]], ['2, k, 24', [0.5277113, 0.05123301, 1.0]]]
[['2, k, 0', [-0.000600271, -0.09649326, 1.0]], ['2, k, 1', [-0.01095522, 0.2125215, 1.0]], ['2, k, 2', [-0.02156845, 0.5099145, 1.0]], ['2, k, 3', [0.01513571, 0.6323294, 1.0]], ['2, k, 4', [-0.1606025, 0.395397, 1.0]], ['2, k, 5', [-0.2714726, 0.1588594, 1.0]], ['2, k, 6', [-0.3398505, -0.0437037, 1.0]], ['2, k, 7', [-0.3847815, -0.1261589, 1.0]], ['2, k, 8', [0.1627004, 0.3835483, 1.0]], ['2, k, 9', [0.3062302, 0.2132256, 1.0]], ['2, k, 10', [0.4798176, 0.1101848, 1.0]], ['2, k, 11', [0.4962703, 0.09531459, 1.0]], ['2, k, 12', [-0.07066963, -0.09208316, 1.0]], ['2, k, 13', [-0.08431863, -0.4044622, 1.0]], ['2, k, 14', [-0.08073968, -0.6823206, 1.0]], ['2, k, 15', [-0.04904258, -0.7138918, 1.0]], ['2, k, 16', [0.06936085, -0.09729554, 1.0]], ['2, k, 17', [0.06176591, -0.3902141, 1.0]], ['2, k, 18', [0.07264981, -0.6741464, 1.0]], ['2, k, 19', [0.08593991, -0.7449995, 1.0]], ['2, k, 20', [-0.01890022, 0.4371789, 1.0]], ['2, k, 21', [-0.3997448, -0.1930328, 1.0]], ['2, k, 22', [-0.3810797, -0.1334351, 1.0]], ['2, k, 23', [0.5420779, 0.04512922, 1.0]], ['2, k, 24', [0.5220653, 0.07264958, 1.0]]]
[['2, k, 0', [-0.0009093507, -0.09628539, 1.0]], ['2, k, 1', [-0.0114331, 0.2128801, 1.0]], ['2, k, 2', [-0.02210186, 0.5103871, 1.0]], ['2, k, 3', [0.01364527, 0.6326059, 1.0]], ['2, k, 4', [-0.1600867, 0.3950621, 1.0]], ['2, k, 5', [-0.2713899, 0.1587396, 1.0]], ['2, k, 6', [-0.3397882, -0.04385955, 1.0]], ['2, k, 7', [-0.3849777, -0.1291529, 1.0]], ['2, k, 8', [0.1631169, 0.3841941, 1.0]], ['2, k, 9', [0.3101513, 0.2168363, 1.0]], ['2, k, 10', [0.4829035, 0.1163211, 1.0]], ['2, k, 11', [0.4962518, 0.1047213, 1.0]], ['2, k, 12', [-0.07100242, -0.09180009, 1.0]], ['2, k, 13', [-0.08434587, -0.4044211, 1.0]], ['2, k, 14', [-0.08128304, -0.6814835, 1.0]], ['2, k, 15', [-0.04952461, -0.7130667, 1.0]], ['2, k, 16', [0.06908913, -0.09716393, 1.0]], ['2, k, 17', [0.06263572, -0.3892333, 1.0]], ['2, k, 18', [0.07299794, -0.6742952, 1.0]], ['2, k, 19', [0.08598141, -0.7450409, 1.0]], ['2, k, 20', [-0.01943631, 0.437631, 1.0]], ['2, k, 21', [-0.3995568, -0.1971459, 1.0]], ['2, k, 22', [-0.381663, -0.1438139, 1.0]], ['2, k, 23', [0.543188, 0.06344044, 1.0]], ['2, k, 24', [0.5260259, 0.08014496, 1.0]]]
[['2, k, 0', [-0.001052455, -0.09605634, 1.0]], ['2, k, 1', [-0.01188613, 0.213306, 1.0]], ['2, k, 2', [-0.02293213, 0.511043, 1.0]], ['2, k, 3', [0.01310391, 0.6328297, 1.0]], ['2, k, 4', [-0.1603248, 0.3952332, 1.0]], ['2, k, 5', [-0.2716232, 0.1590107, 1.0]], ['2, k, 6', [-0.3401303, -0.04357547, 1.0]], ['2, k, 7', [-0.3843837, -0.1262051, 1.0]], ['2, k, 8', [0.1635847, 0.3852293, 1.0]], ['2, k, 9', [0.310947, 0.2181685, 1.0]], ['2, k, 10', [0.4851911, 0.1257885, 1.0]], ['2, k, 11', [0.4962321, 0.1142647, 1.0]], ['2, k, 12', [-0.07111022, -0.09158988, 1.0]], ['2, k, 13', [-0.08480065, -0.4023674, 1.0]], ['2, k, 14', [-0.08138987, -0.6816376, 1.0]], ['2, k, 15', [-0.04962364, -0.7132205, 1.0]], ['2, k, 16', [0.06889864, -0.09689931, 1.0]], ['2, k, 17', [0.06356621, -0.389431, 1.0]], ['2, k, 18', [0.07292139, -0.6743043, 1.0]], ['2, k, 19', [0.08606178, -0.7450458, 1.0]], ['2, k, 20', [-0.02017551, 0.4382317, 1.0]], ['2, k, 21', [-0.3983092, -0.1917356, 1.0]], ['2, k, 22', [-0.3788834, -0.1314813, 1.0]], ['2, k, 23', [0.5433374, 0.07139135, 1.0]], ['2, k, 24', [0.5294355, 0.09119778, 1.0]]]
[['2, k, 0', [-0.001324742, -0.09555499, 1.0]], ['2, k, 1', [-0.01217775, 0.213698, 1.0]], ['2, k, 2', [-0.02315284, 0.5112924, 1.0]], ['2, k, 3', [0.01155409, 0.6332512, 1.0]], ['2, k, 4', [-0.1608478, 0.395637, 1.0]], ['2, k, 5', [-0.2716968, 0.1593915, 1.0]], ['2, k, 6', [-0.3400802, -0.04328605, 1.0]], ['2, k, 7', [-0.3850046, -0.1276646, 1.0]], ['2, k, 8', [0.1637607, 0.3864453, 1.0]], ['2, k, 9', [0.3126133, 0.2208479, 1.0]], ['2, k, 10', [0.4854015, 0.1342321, 1.0]], ['2, k, 11', [0.4994983, 0.1224085, 1.0]], ['2, k, 12', [-0.0712878, -0.09120634, 1.0]], ['2, k, 13', [-0.08543753, -0.3996057, 1.0]], ['2, k, 14', [-0.081383, -0.6817874, 1.0]], ['2, k, 15', [-0.04966775, -0.7133729, 1.0]], ['2, k, 16', [0.0685416, -0.09631646, 1.0]], ['2, k, 17', [0.06424101, -0.3880343, 1.0]], ['2, k, 18', [0.07348967, -0.6740281, 1.0]], ['2, k, 19', [0.08606401, -0.7451039, 1.0]], ['2, k, 20', [-0.02042099, 0.4385183, 1.0]], ['2, k, 21', [-0.3991517, -0.1921435, 1.0]], ['2, k, 22', [-0.3793601, -0.1356743, 1.0]], ['2, k, 23', [0.5471911, 0.08603109, 1.0]], ['2, k, 24', [0.5235255, 0.1077958, 1.0]]]
[['2, k, 0', [-0.001364703, -0.09530761, 1.0]], ['2, k, 1', [-0.0124909, 0.2141703, 1.0]], ['2, k, 2', [-0.02384268, 0.5120962, 1.0]], ['2, k, 3', [0.01117905, 0.6334108, 1.0]], ['2, k, 4', [-0.1604159, 0.3953996, 1.0]], ['2, k, 5', [-0.2715936, 0.1594761, 1.0]], ['2, k, 6', [-0.3399892, -0.04321004, 1.0]], ['2, k, 7', [-0.3850716, -0.1265037, 1.0]], ['2, k, 8', [0.1640686, 0.3874978, 1.0]], ['2, k, 9', [0.3154402, 0.2241193, 1.0]], ['2, k, 10', [0.4873667, 0.1413956, 1.0]], ['2, k, 11', [0.5011549, 0.1303817, 1.0]], ['2, k, 12', [-0.07127721, -0.0909806, 1.0]], ['2, k, 13', [-0.08558916, -0.3975959, 1.0]], ['2, k, 14', [-0.08090512, -0.6823442, 1.0]], ['2, k, 15', [-0.04912518, -0.7139215, 1.0]], ['2, k, 16', [0.06845519, -0.09606427, 1.0]], ['2, k, 17', [0.0650539, -0.3864628, 1.0]], ['2, k, 18', [0.07457212, -0.6740837, 1.0]], ['2, k, 19', [0.08633319, -0.7451896, 1.0]], ['2, k, 20', [-0.02101278, 0.4392353, 1.0]], ['2, k, 21', [-0.3989543, -0.1912683, 1.0]], ['2, k, 22', [-0.3804114, -0.1384912, 1.0]], ['2, k, 23', [0.5484458, 0.09167904, 1.0]], ['2, k, 24', [0.5291376, 0.1124015, 1.0]]]
[['2, k, 0', [-0.001898415, -0.09467346, 1.0]], ['2, k, 1', [-0.01282575, 0.2146559, 1.0]], ['2, k, 2', [-0.0239513, 0.512395, 1.0]], ['2, k, 3', [0.01014906, 0.6339546, 1.0]], ['2, k, 4', [-0.1608896, 0.3958329, 1.0]], ['2, k, 5', [-0.2873254, 0.1697803, 1.0]], ['2, k, 6', [-0.3511859, -0.04478406, 1.0]], ['2, k, 7', [-0.3804268, -0.106609, 1.0]], ['2, k, 8', [0.1642555, 0.3879222, 1.0]], ['2, k, 9', [0.3174268, 0.2261765, 1.0]], ['2, k, 10', [0.4887255, 0.1486005, 1.0]], ['2, k, 11', [0.5013168, 0.1372674, 1.0]], ['2, k, 12', [-0.07181507, -0.09025347, 1.0]], ['2, k, 13', [-0.08555324, -0.3967754, 1.0]], ['2, k, 14', [-0.08065963, -0.6822032, 1.0]], ['2, k, 15', [-0.04894678, -0.7137926, 1.0]], ['2, k, 16', [0.06795393, -0.09555339, 1.0]], ['2, k, 17', [0.06476887, -0.3863046, 1.0]], ['2, k, 18', [0.07532035, -0.6733353, 1.0]], ['2, k, 19', [0.08633525, -0.7452098, 1.0]], ['2, k, 20', [-0.02117405, 0.4395796, 1.0]], ['2, k, 21', [-0.3968645, -0.1671785, 1.0]], ['2, k, 22', [-0.3811861, -0.1420514, 1.0]], ['2, k, 23', [0.5482142, 0.09942206, 1.0]], ['2, k, 24', [0.5303133, 0.1182079, 1.0]]]
[['2, k, 0', [-0.00206775, -0.09413706, 1.0]], ['2, k, 1', [-0.01308482, 0.2151818, 1.0]], ['2, k, 2', [-0.02420939, 0.5128477, 1.0]], ['2, k, 3', [0.009336517, 0.6344447, 1.0]], ['2, k, 4', [-0.1616427, 0.3963567, 1.0]], ['2, k, 5', [-0.2721193, 0.1601966, 1.0]], ['2, k, 6', [-0.3404002, -0.04247533, 1.0]], ['2, k, 7', [-0.3845391, -0.125553, 1.0]], ['2, k, 8', [0.1649833, 0.389045, 1.0]], ['2, k, 9', [0.3211986, 0.2300204, 1.0]], ['2, k, 10', [0.4904444, 0.1533727, 1.0]], ['2, k, 11', [0.5006453, 0.1428589, 1.0]], ['2, k, 12', [-0.0719254, -0.08981992, 1.0]], ['2, k, 13', [-0.08449703, -0.3983139, 1.0]], ['2, k, 14', [-0.08061776, -0.682229, 1.0]], ['2, k, 15', [-0.0490096, -0.7138246, 1.0]], ['2, k, 16', [0.06773175, -0.0949454, 1.0]], ['2, k, 17', [0.06522928, -0.3856498, 1.0]], ['2, k, 18', [0.0754918, -0.6733066, 1.0]], ['2, k, 19', [0.08650669, -0.7452379, 1.0]], ['2, k, 20', [-0.02144138, 0.4400563, 1.0]], ['2, k, 21', [-0.3993911, -0.192253, 1.0]], ['2, k, 22', [-0.3765493, -0.1264613, 1.0]], ['2, k, 23', [0.5541572, 0.1001916, 1.0]], ['2, k, 24', [0.5332509, 0.1082903, 1.0]]]
[['2, k, 0', [-0.002274098, -0.09354347, 1.0]], ['2, k, 1', [-0.01357706, 0.2157466, 1.0]], ['2, k, 2', [-0.02499424, 0.5133592, 1.0]], ['2, k, 3', [0.008433798, 0.6346844, 1.0]], ['2, k, 4', [-0.1622256, 0.3967524, 1.0]], ['2, k, 5', [-0.2723238, 0.1606058, 1.0]], ['2, k, 6', [-0.3404075, -0.04216192, 1.0]], ['2, k, 7', [-0.3851067, -0.1279868, 1.0]], ['2, k, 8', [0.1650931, 0.3898983, 1.0]], ['2, k, 9', [0.3227375, 0.2322032, 1.0]], ['2, k, 10', [0.4911807, 0.1576111, 1.0]], ['2, k, 11', [0.5018671, 0.1458854, 1.0]], ['2, k, 12', [-0.07213752, -0.0892306, 1.0]], ['2, k, 13', [-0.0844465, -0.3976934, 1.0]], ['2, k, 14', [-0.08054575, -0.6820664, 1.0]], ['2, k, 15', [-0.0491355, -0.7136787, 1.0]], ['2, k, 16', [0.0675469, -0.09438743, 1.0]], ['2, k, 17', [0.06563912, -0.3851817, 1.0]], ['2, k, 18', [0.075519, -0.6732384, 1.0]], ['2, k, 19', [0.08652829, -0.7452693, 1.0]], ['2, k, 20', [-0.02215679, 0.440588, 1.0]], ['2, k, 21', [-0.3988431, -0.1910773, 1.0]], ['2, k, 22', [-0.3798987, -0.1349836, 1.0]], ['2, k, 23', [0.5531206, 0.1092959, 1.0]], ['2, k, 24', [0.5473058, 0.09954452, 1.0]]]
[['2, k, 0', [-0.002431659, -0.09330984, 1.0]], ['2, k, 1', [-0.01379163, 0.2159846, 1.0]], ['2, k, 2', [-0.02519849, 0.5135624, 1.0]], ['2, k, 3', [0.008026274, 0.6348531, 1.0]], ['2, k, 4', [-0.1626116, 0.3969598, 1.0]], ['2, k, 5', [-0.2725752, 0.1606462, 1.0]], ['2, k, 6', [-0.3404588, -0.0422112, 1.0]], ['2, k, 7', [-0.3847988, -0.1275721, 1.0]], ['2, k, 8', [0.1650941, 0.3907327, 1.0]], ['2, k, 9', [0.3241881, 0.2344151, 1.0]], ['2, k, 10', [0.4914794, 0.1578521, 1.0]], ['2, k, 11', [0.499853, 0.1476738, 1.0]], ['2, k, 12', [-0.07228183, -0.08906652, 1.0]], ['2, k, 13', [-0.08441563, -0.3977486, 1.0]], ['2, k, 14', [-0.08053239, -0.68206, 1.0]], ['2, k, 15', [-0.04925843, -0.7136818, 1.0]], ['2, k, 16', [0.06737924, -0.09407309, 1.0]], ['2, k, 17', [0.06586351, -0.385112, 1.0]], ['2, k, 18', [0.07531594, -0.6732152, 1.0]], ['2, k, 19', [0.08657073, -0.7452869, 1.0]], ['2, k, 20', [-0.02237015, 0.4408029, 1.0]], ['2, k, 21', [-0.3995045, -0.1911356, 1.0]], ['2, k, 22', [-0.3788197, -0.1334951, 1.0]], ['2, k, 23', [0.550808, 0.1107647, 1.0]], ['2, k, 24', [0.5400432, 0.1099145, 1.0]]]
