[['2, k, 0', [-0.323784, -0.850936, 1.0]], ['2, k, 1', [-0.335768, -0.556746, 1.0]], ['2, k, 2', [-0.346074, -0.265962, 1.0]], ['2, k, 3', [-0.347245, -0.123099, 1.0]], ['2, k, 4', [-0.482853, -0.350963, 1.0]], ['2, k, 5', [-0.599124, -0.399416, 1.0]], ['2, k, 6', [-0.700268, -0.399865, 1.0]], ['2, k, 7', [-0.664135, -0.328065, 1.0]], ['2, k, 8', [-0.194855, -0.359905, 1.0]], ['2, k, 9', [-0.265068, -0.63389, 1.0]], ['2, k, 10', [-0.0130841, -0.436373, 1.0]], ['2, k, 11', [0.0826844, -0.315094, 1.0]], ['2, k, 12', [-0.38565, -0.839421, 1.0]], ['2, k, 13', [-0.466889, -1.12873, 1.0]], ['2, k, 14', [-0.487193, -1.61856, 1.0]], ['2, k, 15', [-0.401905, -1.55463, 1.0]], ['2, k, 16', [-0.254699, -0.843479, 1.0]], ['2, k, 17', [-0.100153, -1.10677, 1.0]], ['2, k, 18', [-0.0904712, -1.47027, 1.0]], ['2, k, 19', [-0.163412, -1.56621, 1.0]], ['2, k, 20', [-0.343792, -0.338269, 1.0]], ['2, k, 21', [-0.646931, -0.322484, 1.0]], ['2, k, 22', [-0.693187, -0.315923, 1.0]], ['2, k, 23', [0.129055, -0.302014, 1.0]], ['2, k, 24', [0.145245, -0.309619, 1.0]]]
[['2, k, 0', [-0.334547, -0.949993, 1.0]], ['2, k, 1', [-0.336574, -0.691521, 1.0]], ['2, k, 2', [-0.337071, -0.435339, 1.0]], ['2, k, 3', [-0.324296, -0.284077, 1.0]], ['2, k, 4', [-0.473479, -0.497653, 1.0]], ['2, k, 5', [-0.578487, -0.519864, 1.0]], ['2, k, 6', [-0.624157, -0.509155, 1.0]], ['2, k, 7', [-0.633033, -0.518745, 1.0]], ['2, k, 8', [-0.176687, -0.503806, 1.0]], ['2, k, 9', [-0.0344232, -0.520412, 1.0]], ['2, k, 10', [0.0574436, -0.523652, 1.0]], ['2, k, 11', [0.0855574, -0.502778, 1.0]], ['2, k, 12', [-0.398058, -0.93896, 1.0]], ['2, k, 13', [-0.435577, -1.16549, 1.0]], ['2, k, 14', [-0.456852, -1.50786, 1.0]], ['2, k, 15', [-0.429313, -1.56675, 1.0]], ['2, k, 16', [-0.264178, -0.941669, 1.0]], ['2, k, 17', [-0.191452, -1.16593, 1.0]], ['2, k, 18', [-0.183076, -1.41764, 1.0]], ['2, k, 19', [-0.200571, -1.52005, 1.0]], ['2, k, 20', [-0.337214, -0.499192, 1.0]], ['2, k, 21', [-0.636194, -0.520783, 1.0]], ['2, k, 22', [-0.681992, -0.506804, 1.0]], ['2, k, 23', [0.121383, -0.500091, 1.0]], ['2, k, 24', [0.021722, -0.5035, 1.0]]]
[['2, k, 0', [-0.334029, -0.956338, 1.0]], ['2, k, 1', [-0.335, -0.70002, 1.0]], ['2, k, 2', [-0.334138, -0.446509, 1.0]], ['2, k, 3', [-0.324065, -0.293704, 1.0]], ['2, k, 4', [-0.472831, -0.507154, 1.0]], ['2, k, 5', [-0.575514, -0.528529, 1.0]], ['2, k, 6', [-0.609428, -0.553027, 1.0]], ['2, k, 7', [-0.628658, -0.529351, 1.0]], ['2, k, 8', [-0.17474, -0.510398, 1.0]], ['2, k, 9', [-0.026093, -0.528478, 1.0]], ['2, k, 10', [0.0446339, -0.531848, 1.0]], ['2, k, 11', [0.0875629, -0.510891, 1.0]], ['2, k, 12', [-0.397884, -0.945858, 1.0]], ['2, k, 13', [-0.436249, -1.17078, 1.0]], ['2, k, 14', [-0.458648, -1.51061, 1.0]], ['2, k, 15', [-0.428805, -1.56656, 1.0]], ['2, k, 16', [-0.263369, -0.947329, 1.0]], ['2, k, 17', [-0.191287, -1.1701, 1.0]], ['2, k, 18', [-0.180409, -1.42118, 1.0]], ['2, k, 19', [-0.211291, -1.5169, 1.0]], ['2, k, 20', [-0.334646, -0.509664, 1.0]], ['2, k, 21', [-0.655386, -0.529549, 1.0]], ['2, k, 22', [-0.679446, -0.513929, 1.0]], ['2, k, 23', [0.118846, -0.508414, 1.0]], ['2, k, 24', [0.0263341, -0.513332, 1.0]]]
[['2, k, 0', [-0.333473, -0.963765, 1.0]], ['2, k, 1', [-0.335428, -0.705579, 1.0]], ['2, k, 2', [-0.335417, -0.450401, 1.0]], ['2, k, 3', [-0.323513, -0.29905, 1.0]], ['2, k, 4', [-0.473441, -0.514098, 1.0]], ['2, k, 5', [-0.581384, -0.536838, 1.0]], ['2, k, 6', [-0.618816, -0.545845, 1.0]], ['2, k, 7', [-0.638319, -0.537166, 1.0]], ['2, k, 8', [-0.173931, -0.519032, 1.0]], ['2, k, 9', [-0.00967464, -0.532789, 1.0]], ['2, k, 10', [0.0543965, -0.529754, 1.0]], ['2, k, 11', [0.0880989, -0.520423, 1.0]], ['2, k, 12', [-0.397584, -0.95331, 1.0]], ['2, k, 13', [-0.437458, -1.17553, 1.0]], ['2, k, 14', [-0.457093, -1.48165, 1.0]], ['2, k, 15', [-0.430321, -1.5618, 1.0]], ['2, k, 16', [-0.262571, -0.954562, 1.0]], ['2, k, 17', [-0.191268, -1.17551, 1.0]], ['2, k, 18', [-0.179482, -1.4258, 1.0]], ['2, k, 19', [-0.213394, -1.52132, 1.0]], ['2, k, 20', [-0.335718, -0.513938, 1.0]], ['2, k, 21', [-0.646093, -0.538753, 1.0]], ['2, k, 22', [-0.690668, -0.526975, 1.0]], ['2, k, 23', [0.114304, -0.520427, 1.0]], ['2, k, 24', [0.0202007, -0.521683, 1.0]]]
[['2, k, 0', [-0.333404, -0.969345, 1.0]], ['2, k, 1', [-0.333743, -0.713184, 1.0]], ['2, k, 2', [-0.331972, -0.459676, 1.0]], ['2, k, 3', [-0.323098, -0.305681, 1.0]], ['2, k, 4', [-0.473013, -0.520213, 1.0]], ['2, k, 5', [-0.577171, -0.545856, 1.0]], ['2, k, 6', [-0.61762, -0.545826, 1.0]], ['2, k, 7', [-0.627552, -0.545732, 1.0]], ['2, k, 8', [-0.172666, -0.525764, 1.0]], ['2, k, 9', [-0.0121681, -0.537158, 1.0]], ['2, k, 10', [0.0574157, -0.530657, 1.0]], ['2, k, 11', [0.0871871, -0.527709, 1.0]], ['2, k, 12', [-0.397498, -0.958267, 1.0]], ['2, k, 13', [-0.438578, -1.17974, 1.0]], ['2, k, 14', [-0.463425, -1.51208, 1.0]], ['2, k, 15', [-0.426669, -1.56342, 1.0]], ['2, k, 16', [-0.262525, -0.960695, 1.0]], ['2, k, 17', [-0.191308, -1.18027, 1.0]], ['2, k, 18', [-0.17827, -1.42992, 1.0]], ['2, k, 19', [-0.213778, -1.52424, 1.0]], ['2, k, 20', [-0.332713, -0.522859, 1.0]], ['2, k, 21', [-0.638711, -0.54708, 1.0]], ['2, k, 22', [-0.674807, -0.533486, 1.0]], ['2, k, 23', [0.114589, -0.526703, 1.0]], ['2, k, 24', [0.0228949, -0.530514, 1.0]]]
[['2, k, 0', [-0.333263, -0.974326, 1.0]], ['2, k, 1', [-0.333777, -0.719319, 1.0]], ['2, k, 2', [-0.332499, -0.466684, 1.0]], ['2, k, 3', [-0.323321, -0.311236, 1.0]], ['2, k, 4', [-0.473668, -0.527719, 1.0]], ['2, k, 5', [-0.575799, -0.552289, 1.0]], ['2, k, 6', [-0.620337, -0.554603, 1.0]], ['2, k, 7', [-0.626696, -0.552636, 1.0]], ['2, k, 8', [-0.172169, -0.531091, 1.0]], ['2, k, 9', [-0.0118498, -0.541038, 1.0]], ['2, k, 10', [0.0599512, -0.533475, 1.0]], ['2, k, 11', [0.0862811, -0.533951, 1.0]], ['2, k, 12', [-0.397467, -0.96341, 1.0]], ['2, k, 13', [-0.439705, -1.18328, 1.0]], ['2, k, 14', [-0.459553, -1.48822, 1.0]], ['2, k, 15', [-0.429803, -1.55708, 1.0]], ['2, k, 16', [-0.26228, -0.965412, 1.0]], ['2, k, 17', [-0.191201, -1.18375, 1.0]], ['2, k, 18', [-0.168009, -1.44224, 1.0]], ['2, k, 19', [-0.21143, -1.53722, 1.0]], ['2, k, 20', [-0.33309, -0.52967, 1.0]], ['2, k, 21', [-0.647457, -0.551552, 1.0]], ['2, k, 22', [-0.676244, -0.540032, 1.0]], ['2, k, 23', [0.11517, -0.533572, 1.0]], ['2, k, 24', [0.0231982, -0.5364, 1.0]]]
[['2, k, 0', [-0.332496, -0.979588, 1.0]], ['2, k, 1', [-0.332528, -0.723966, 1.0]], ['2, k, 2', [-0.330879, -0.470806, 1.0]], ['2, k, 3', [-0.322954, -0.31608, 1.0]], ['2, k, 4', [-0.472999, -0.533771, 1.0]], ['2, k, 5', [-0.573913, -0.558179, 1.0]], ['2, k, 6', [-0.619296, -0.555372, 1.0]], ['2, k, 7', [-0.625731, -0.558369, 1.0]], ['2, k, 8', [-0.171518, -0.538779, 1.0]], ['2, k, 9', [-0.0145041, -0.546135, 1.0]], ['2, k, 10', [0.0612763, -0.536884, 1.0]], ['2, k, 11', [0.0875922, -0.539982, 1.0]], ['2, k, 12', [-0.396697, -0.968941, 1.0]], ['2, k, 13', [-0.441041, -1.18688, 1.0]], ['2, k, 14', [-0.453736, -1.54622, 1.0]], ['2, k, 15', [-0.42089, -1.56746, 1.0]], ['2, k, 16', [-0.261536, -0.970308, 1.0]], ['2, k, 17', [-0.190085, -1.18674, 1.0]], ['2, k, 18', [-0.172106, -1.4432, 1.0]], ['2, k, 19', [-0.213277, -1.53853, 1.0]], ['2, k, 20', [-0.331561, -0.533913, 1.0]], ['2, k, 21', [-0.649108, -0.559355, 1.0]], ['2, k, 22', [-0.673441, -0.542041, 1.0]], ['2, k, 23', [0.11342, -0.539709, 1.0]], ['2, k, 24', [0.0227577, -0.541999, 1.0]]]
[['2, k, 0', [-0.33237, -0.98349, 1.0]], ['2, k, 1', [-0.332592, -0.727827, 1.0]], ['2, k, 2', [-0.331216, -0.474368, 1.0]], ['2, k, 3', [-0.322844, -0.319153, 1.0]], ['2, k, 4', [-0.474036, -0.537514, 1.0]], ['2, k, 5', [-0.574251, -0.561907, 1.0]], ['2, k, 6', [-0.62138, -0.558051, 1.0]], ['2, k, 7', [-0.631108, -0.564806, 1.0]], ['2, k, 8', [-0.171097, -0.543468, 1.0]], ['2, k, 9', [-0.00293501, -0.570871, 1.0]], ['2, k, 10', [0.0760432, -0.54878, 1.0]], ['2, k, 11', [0.0873797, -0.544622, 1.0]], ['2, k, 12', [-0.396653, -0.973033, 1.0]], ['2, k, 13', [-0.442072, -1.18926, 1.0]], ['2, k, 14', [-0.455958, -1.44526, 1.0]], ['2, k, 15', [-0.429816, -1.53617, 1.0]], ['2, k, 16', [-0.261336, -0.97397, 1.0]], ['2, k, 17', [-0.188718, -1.18908, 1.0]], ['2, k, 18', [-0.172948, -1.44485, 1.0]], ['2, k, 19', [-0.214995, -1.53978, 1.0]], ['2, k, 20', [-0.331824, -0.537566, 1.0]], ['2, k, 21', [-0.645009, -0.566326, 1.0]], ['2, k, 22', [-0.679264, -0.549445, 1.0]], ['2, k, 23', [0.113766, -0.542846, 1.0]], ['2, k, 24', [0.0203115, -0.548442, 1.0]]]
[['2, k, 0', [-0.332571, -0.984019, 1.0]], ['2, k, 1', [-0.332637, -0.728929, 1.0]], ['2, k, 2', [-0.331058, -0.476284, 1.0]], ['2, k, 3', [-0.322742, -0.321635, 1.0]], ['2, k, 4', [-0.473733, -0.534318, 1.0]], ['2, k, 5', [-0.573447, -0.566339, 1.0]], ['2, k, 6', [-0.574069, -0.586908, 1.0]], ['2, k, 7', [-0.627571, -0.569189, 1.0]], ['2, k, 8', [-0.171403, -0.546367, 1.0]], ['2, k, 9', [-0.00424638, -0.570876, 1.0]], ['2, k, 10', [0.0659587, -0.557015, 1.0]], ['2, k, 11', [0.0888238, -0.54882, 1.0]], ['2, k, 12', [-0.396764, -0.973364, 1.0]], ['2, k, 13', [-0.44224, -1.18985, 1.0]], ['2, k, 14', [-0.46518, -1.54517, 1.0]], ['2, k, 15', [-0.417253, -1.561, 1.0]], ['2, k, 16', [-0.261644, -0.974722, 1.0]], ['2, k, 17', [-0.187814, -1.19001, 1.0]], ['2, k, 18', [-0.173029, -1.44523, 1.0]], ['2, k, 19', [-0.213855, -1.54035, 1.0]], ['2, k, 20', [-0.331722, -0.539263, 1.0]], ['2, k, 21', [-0.648538, -0.570361, 1.0]], ['2, k, 22', [-0.675122, -0.543172, 1.0]], ['2, k, 23', [0.108787, -0.550451, 1.0]], ['2, k, 24', [0.0249768, -0.551735, 1.0]]]
[['2, k, 0', [-0.33249, -0.984662, 1.0]], ['2, k, 1', [-0.332329, -0.730352, 1.0]], ['2, k, 2', [-0.330475, -0.478687, 1.0]], ['2, k, 3', [-0.322731, -0.322378, 1.0]], ['2, k, 4', [-0.473658, -0.534731, 1.0]], ['2, k, 5', [-0.5738, -0.569852, 1.0]], ['2, k, 6', [-0.623922, -0.57126, 1.0]], ['2, k, 7', [-0.636878, -0.571595, 1.0]], ['2, k, 8', [-0.171174, -0.54746, 1.0]], ['2, k, 9', [-0.0124179, -0.56711, 1.0]], ['2, k, 10', [0.0652125, -0.550464, 1.0]], ['2, k, 11', [0.087748, -0.5502, 1.0]], ['2, k, 12', [-0.396728, -0.973812, 1.0]], ['2, k, 13', [-0.441922, -1.1905, 1.0]], ['2, k, 14', [-0.457283, -1.49913, 1.0]], ['2, k, 15', [-0.423924, -1.55683, 1.0]], ['2, k, 16', [-0.261504, -0.975568, 1.0]], ['2, k, 17', [-0.186639, -1.19049, 1.0]], ['2, k, 18', [-0.172949, -1.44639, 1.0]], ['2, k, 19', [-0.223019, -1.53807, 1.0]], ['2, k, 20', [-0.331209, -0.541416, 1.0]], ['2, k, 21', [-0.649316, -0.575895, 1.0]], ['2, k, 22', [-0.685488, -0.563237, 1.0]], ['2, k, 23', [0.115002, -0.551458, 1.0]], ['2, k, 24', [0.0247195, -0.553484, 1.0]]]
[['2, k, 0', [-0.332366, -0.985157, 1.0]], ['2, k, 1', [-0.332302, -0.730956, 1.0]], ['2, k, 2', [-0.330549, -0.479298, 1.0]], ['2, k, 3', [-0.322755, -0.323406, 1.0]], ['2, k, 4', [-0.473595, -0.535054, 1.0]], ['2, k, 5', [-0.5741, -0.571107, 1.0]], ['2, k, 6', [-0.623402, -0.579747, 1.0]], ['2, k, 7', [-0.642517, -0.572962, 1.0]], ['2, k, 8', [-0.171213, -0.548009, 1.0]], ['2, k, 9', [-0.0120885, -0.567339, 1.0]], ['2, k, 10', [0.066193, -0.552035, 1.0]], ['2, k, 11', [0.0867755, -0.549226, 1.0]], ['2, k, 12', [-0.396492, -0.974386, 1.0]], ['2, k, 13', [-0.44132, -1.19067, 1.0]], ['2, k, 14', [-0.449364, -1.55069, 1.0]], ['2, k, 15', [-0.41265, -1.57107, 1.0]], ['2, k, 16', [-0.26147, -0.975966, 1.0]], ['2, k, 17', [-0.185139, -1.19114, 1.0]], ['2, k, 18', [-0.179441, -1.44519, 1.0]], ['2, k, 19', [-0.218587, -1.54027, 1.0]], ['2, k, 20', [-0.331256, -0.542021, 1.0]], ['2, k, 21', [-0.647547, -0.573117, 1.0]], ['2, k, 22', [-0.699567, -0.563316, 1.0]], ['2, k, 23', [0.117834, -0.551008, 1.0]], ['2, k, 24', [0.0233189, -0.553476, 1.0]]]
[['2, k, 0', [-0.335697, -0.986832, 1.0]], ['2, k, 1', [-0.333944, -0.73196, 1.0]], ['2, k, 2', [-0.330912, -0.479444, 1.0]], ['2, k, 3', [-0.322703, -0.3234, 1.0]], ['2, k, 4', [-0.473585, -0.535127, 1.0]], ['2, k, 5', [-0.574121, -0.571, 1.0]], ['2, k, 6', [-0.622996, -0.57981, 1.0]], ['2, k, 7', [-0.642766, -0.570039, 1.0]], ['2, k, 8', [-0.171204, -0.548073, 1.0]], ['2, k, 9', [-0.0110062, -0.566354, 1.0]], ['2, k, 10', [0.0617413, -0.55328, 1.0]], ['2, k, 11', [0.0855918, -0.546783, 1.0]], ['2, k, 12', [-0.398656, -0.976276, 1.0]], ['2, k, 13', [-0.438131, -1.17774, 1.0]], ['2, k, 14', [-0.4492, -1.53617, 1.0]], ['2, k, 15', [-0.418852, -1.56811, 1.0]], ['2, k, 16', [-0.266043, -0.977506, 1.0]], ['2, k, 17', [-0.18888, -1.17402, 1.0]], ['2, k, 18', [-0.178206, -1.42807, 1.0]], ['2, k, 19', [-0.210679, -1.52523, 1.0]], ['2, k, 20', [-0.331841, -0.542301, 1.0]], ['2, k, 21', [-0.646011, -0.573593, 1.0]], ['2, k, 22', [-0.694351, -0.557445, 1.0]], ['2, k, 23', [0.114649, -0.545306, 1.0]], ['2, k, 24', [0.0232198, -0.548161, 1.0]]]
[['2, k, 0', [-0.334683, -0.987324, 1.0]], ['2, k, 1', [-0.33399, -0.731557, 1.0]], ['2, k, 2', [-0.331469, -0.478668, 1.0]], ['2, k, 3', [-0.322694, -0.323144, 1.0]], ['2, k, 4', [-0.473741, -0.534649, 1.0]], ['2, k, 5', [-0.573793, -0.570134, 1.0]], ['2, k, 6', [-0.627689, -0.566105, 1.0]], ['2, k, 7', [-0.642488, -0.564407, 1.0]], ['2, k, 8', [-0.173339, -0.537538, 1.0]], ['2, k, 9', [-0.0106812, -0.561666, 1.0]], ['2, k, 10', [0.0578416, -0.556916, 1.0]], ['2, k, 11', [0.0877884, -0.54091, 1.0]], ['2, k, 12', [-0.396525, -0.977259, 1.0]], ['2, k, 13', [-0.445286, -1.12499, 1.0]], ['2, k, 14', [-0.459807, -1.49448, 1.0]], ['2, k, 15', [-0.425514, -1.56259, 1.0]], ['2, k, 16', [-0.265876, -0.977651, 1.0]], ['2, k, 17', [-0.161341, -1.1279, 1.0]], ['2, k, 18', [-0.166993, -1.39418, 1.0]], ['2, k, 19', [-0.15487, -1.46113, 1.0]], ['2, k, 20', [-0.332436, -0.541481, 1.0]], ['2, k, 21', [-0.651094, -0.569012, 1.0]], ['2, k, 22', [-0.69952, -0.554214, 1.0]], ['2, k, 23', [0.113358, -0.545034, 1.0]], ['2, k, 24', [0.0234148, -0.545993, 1.0]]]
[['2, k, 0', [-0.335817, -0.986668, 1.0]], ['2, k, 1', [-0.334603, -0.730764, 1.0]], ['2, k, 2', [-0.331592, -0.477904, 1.0]], ['2, k, 3', [-0.323033, -0.321319, 1.0]], ['2, k, 4', [-0.473677, -0.533806, 1.0]], ['2, k, 5', [-0.573571, -0.568557, 1.0]], ['2, k, 6', [-0.631748, -0.564224, 1.0]], ['2, k, 7', [-0.644963, -0.555747, 1.0]], ['2, k, 8', [-0.174201, -0.532959, 1.0]], ['2, k, 9', [-0.00922644, -0.560566, 1.0]], ['2, k, 10', [0.0611332, -0.548215, 1.0]], ['2, k, 11', [0.0859655, -0.533467, 1.0]], ['2, k, 12', [-0.397438, -0.97654, 1.0]], ['2, k, 13', [-0.44454, -1.12398, 1.0]], ['2, k, 14', [-0.441972, -1.37448, 1.0]], ['2, k, 15', [-0.431066, -1.47735, 1.0]], ['2, k, 16', [-0.267264, -0.977056, 1.0]], ['2, k, 17', [-0.161851, -1.12659, 1.0]], ['2, k, 18', [-0.169464, -1.39388, 1.0]], ['2, k, 19', [-0.157703, -1.45996, 1.0]], ['2, k, 20', [-0.332648, -0.540684, 1.0]], ['2, k, 21', [-0.656557, -0.560741, 1.0]], ['2, k, 22', [-0.697606, -0.547222, 1.0]], ['2, k, 23', [0.111821, -0.534006, 1.0]], ['2, k, 24', [0.0217341, -0.538192, 1.0]]]
[['2, k, 0', [-0.335605, -0.984997, 1.0]], ['2, k, 1', [-0.335786, -0.726578, 1.0]], ['2, k, 2', [-0.33511, -0.4696, 1.0]], ['2, k, 3', [-0.323516, -0.317842, 1.0]], ['2, k, 4', [-0.473879, -0.532319, 1.0]], ['2, k, 5', [-0.589399, -0.549141, 1.0]], ['2, k, 6', [-0.636532, -0.556978, 1.0]], ['2, k, 7', [-0.645372, -0.544821, 1.0]], ['2, k, 8', [-0.174167, -0.527341, 1.0]], ['2, k, 9', [-0.00808186, -0.558449, 1.0]], ['2, k, 10', [0.079032, -0.539934, 1.0]], ['2, k, 11', [0.0848102, -0.523835, 1.0]], ['2, k, 12', [-0.396895, -0.974989, 1.0]], ['2, k, 13', [-0.444407, -1.12205, 1.0]], ['2, k, 14', [-0.46306, -1.48813, 1.0]], ['2, k, 15', [-0.428975, -1.56067, 1.0]], ['2, k, 16', [-0.267402, -0.975315, 1.0]], ['2, k, 17', [-0.160713, -1.12395, 1.0]], ['2, k, 18', [-0.169466, -1.39247, 1.0]], ['2, k, 19', [-0.157661, -1.45782, 1.0]], ['2, k, 20', [-0.335487, -0.533646, 1.0]], ['2, k, 21', [-0.649807, -0.547835, 1.0]], ['2, k, 22', [-0.694426, -0.534986, 1.0]], ['2, k, 23', [0.114538, -0.522664, 1.0]], ['2, k, 24', [0.0241831, -0.527063, 1.0]]]
[['2, k, 0', [-0.335755, -0.980688, 1.0]], ['2, k, 1', [-0.335961, -0.7206, 1.0]], ['2, k, 2', [-0.335108, -0.462079, 1.0]], ['2, k, 3', [-0.323694, -0.311045, 1.0]], ['2, k, 4', [-0.473747, -0.528925, 1.0]], ['2, k, 5', [-0.582698, -0.545568, 1.0]], ['2, k, 6', [-0.638736, -0.551334, 1.0]], ['2, k, 7', [-0.646612, -0.533128, 1.0]], ['2, k, 8', [-0.174448, -0.522243, 1.0]], ['2, k, 9', [-0.00281278, -0.54785, 1.0]], ['2, k, 10', [0.0700728, -0.527293, 1.0]], ['2, k, 11', [0.0825133, -0.512026, 1.0]], ['2, k, 12', [-0.397067, -0.970783, 1.0]], ['2, k, 13', [-0.444966, -1.11904, 1.0]], ['2, k, 14', [-0.443936, -1.37544, 1.0]], ['2, k, 15', [-0.433064, -1.47832, 1.0]], ['2, k, 16', [-0.26759, -0.971004, 1.0]], ['2, k, 17', [-0.160049, -1.11895, 1.0]], ['2, k, 18', [-0.164672, -1.39233, 1.0]], ['2, k, 19', [-0.151638, -1.45338, 1.0]], ['2, k, 20', [-0.335546, -0.526549, 1.0]], ['2, k, 21', [-0.648896, -0.535506, 1.0]], ['2, k, 22', [-0.694295, -0.523924, 1.0]], ['2, k, 23', [0.109783, -0.512342, 1.0]], ['2, k, 24', [0.0175134, -0.515456, 1.0]]]
[['2, k, 0', [-0.336458, -0.973471, 1.0]], ['2, k, 1', [-0.336239, -0.712079, 1.0]], ['2, k, 2', [-0.334765, -0.4525, 1.0]], ['2, k, 3', [-0.323714, -0.296497, 1.0]], ['2, k, 4', [-0.473714, -0.513618, 1.0]], ['2, k, 5', [-0.580133, -0.540169, 1.0]], ['2, k, 6', [-0.641113, -0.530851, 1.0]], ['2, k, 7', [-0.646449, -0.521045, 1.0]], ['2, k, 8', [-0.17315, -0.51641, 1.0]], ['2, k, 9', [-0.00366093, -0.532245, 1.0]], ['2, k, 10', [0.0606039, -0.507122, 1.0]], ['2, k, 11', [0.0881584, -0.499224, 1.0]], ['2, k, 12', [-0.397626, -0.96272, 1.0]], ['2, k, 13', [-0.444415, -1.11642, 1.0]], ['2, k, 14', [-0.461267, -1.48928, 1.0]], ['2, k, 15', [-0.44922, -1.54879, 1.0]], ['2, k, 16', [-0.268461, -0.964683, 1.0]], ['2, k, 17', [-0.160734, -1.11441, 1.0]], ['2, k, 18', [-0.168455, -1.38365, 1.0]], ['2, k, 19', [-0.15778, -1.44846, 1.0]], ['2, k, 20', [-0.335372, -0.517206, 1.0]], ['2, k, 21', [-0.656111, -0.523446, 1.0]], ['2, k, 22', [-0.696585, -0.511823, 1.0]], ['2, k, 23', [0.10968, -0.502367, 1.0]], ['2, k, 24', [0.0242541, -0.50302, 1.0]]]
[['2, k, 0', [-0.336787, -0.964172, 1.0]], ['2, k, 1', [-0.336469, -0.700181, 1.0]], ['2, k, 2', [-0.334815, -0.437578, 1.0]], ['2, k, 3', [-0.32314, -0.283402, 1.0]], ['2, k, 4', [-0.472507, -0.502123, 1.0]], ['2, k, 5', [-0.575678, -0.522439, 1.0]], ['2, k, 6', [-0.641952, -0.525418, 1.0]], ['2, k, 7', [-0.648317, -0.507006, 1.0]], ['2, k, 8', [-0.172564, -0.500629, 1.0]], ['2, k, 9', [-0.00363852, -0.515946, 1.0]], ['2, k, 10', [0.0681611, -0.504174, 1.0]], ['2, k, 11', [0.0880002, -0.485354, 1.0]], ['2, k, 12', [-0.39785, -0.953556, 1.0]], ['2, k, 13', [-0.44602, -1.11231, 1.0]], ['2, k, 14', [-0.448625, -1.36855, 1.0]], ['2, k, 15', [-0.435168, -1.47343, 1.0]], ['2, k, 16', [-0.268927, -0.95547, 1.0]], ['2, k, 17', [-0.162562, -1.11024, 1.0]], ['2, k, 18', [-0.172317, -1.38309, 1.0]], ['2, k, 19', [-0.161571, -1.4448, 1.0]], ['2, k, 20', [-0.335474, -0.503113, 1.0]], ['2, k, 21', [-0.645958, -0.509891, 1.0]], ['2, k, 22', [-0.692825, -0.495141, 1.0]], ['2, k, 23', [0.113266, -0.49046, 1.0]], ['2, k, 24', [0.0257416, -0.488642, 1.0]]]
[['2, k, 0', [-0.336314, -0.953235, 1.0]], ['2, k, 1', [-0.337329, -0.686858, 1.0]], ['2, k, 2', [-0.337245, -0.422024, 1.0]], ['2, k, 3', [-0.32374, -0.27333, 1.0]], ['2, k, 4', [-0.473206, -0.49034, 1.0]], ['2, k, 5', [-0.57492, -0.510199, 1.0]], ['2, k, 6', [-0.64068, -0.514274, 1.0]], ['2, k, 7', [-0.646763, -0.4935, 1.0]], ['2, k, 8', [-0.173849, -0.488059, 1.0]], ['2, k, 9', [-0.00331766, -0.508828, 1.0]], ['2, k, 10', [0.062541, -0.484186, 1.0]], ['2, k, 11', [0.0871217, -0.471201, 1.0]], ['2, k, 12', [-0.397872, -0.943015, 1.0]], ['2, k, 13', [-0.446344, -1.10553, 1.0]], ['2, k, 14', [-0.450383, -1.3657, 1.0]], ['2, k, 15', [-0.436146, -1.47031, 1.0]], ['2, k, 16', [-0.267975, -0.944334, 1.0]], ['2, k, 17', [-0.160621, -1.10308, 1.0]], ['2, k, 18', [-0.166903, -1.37882, 1.0]], ['2, k, 19', [-0.154815, -1.43814, 1.0]], ['2, k, 20', [-0.337493, -0.488079, 1.0]], ['2, k, 21', [-0.65521, -0.49915, 1.0]], ['2, k, 22', [-0.694372, -0.480382, 1.0]], ['2, k, 23', [0.114408, -0.472583, 1.0]], ['2, k, 24', [0.0270305, -0.475675, 1.0]]]
