[['2, k, 0', [0.05864429, 0.02415981, 1.0]], ['2, k, 1', [0.06171197, 0.3396224, 1.0]], ['2, k, 2', [0.06388293, 0.6414365, 1.0]], ['2, k, 3', [0.04747858, 0.7694126, 1.0]], ['2, k, 4', [-0.09566399, 0.5133358, 1.0]], ['2, k, 5', [-0.1382839, 0.2265587, 1.0]], ['2, k, 6', [-0.2368126, 0.03086316, 1.0]], ['2, k, 7', [-0.2983981, -0.0105276, 1.0]], ['2, k, 8', [0.2267913, 0.5441616, 1.0]], ['2, k, 9', [0.2615431, 0.2831888, 1.0]], ['2, k, 10', [0.2998047, 0.05262705, 1.0]], ['2, k, 11', [0.3026116, 0.01656139, 1.0]], ['2, k, 12', [-0.01282389, 0.02577315, 1.0]], ['2, k, 13', [-0.04534718, -0.3867646, 1.0]], ['2, k, 14', [-0.06520434, -0.7036676, 1.0]], ['2, k, 15', [-0.08861625, -0.7469619, 1.0]], ['2, k, 16', [0.127744, 0.0216575, 1.0]], ['2, k, 17', [0.1707566, -0.4360412, 1.0]], ['2, k, 18', [0.2363428, -0.7087861, 1.0]], ['2, k, 19', [0.2321705, -0.7497475, 1.0]], ['2, k, 20', [0.06344336, 0.5679056, 1.0]], ['2, k, 21', [-0.3384332, -0.08233482, 1.0]], ['2, k, 22', [-0.34436, 0.0390281, 1.0]], ['2, k, 23', [0.2900651, -0.06204615, 1.0]], ['2, k, 24', [0.2791158, -0.02757417, 1.0]]]
[['2, k, 0', [0.05952537, 0.02007319, 1.0]], ['2, k, 1', [0.06523664, 0.3351605, 1.0]], ['2, k, 2', [0.07026349, 0.636444, 1.0]], ['2, k, 3', [0.05171032, 0.7639416, 1.0]], ['2, k, 4', [-0.08440654, 0.5041957, 1.0]], ['2, k, 5', [-0.1193566, 0.2873957, 1.0]], ['2, k, 6', [-0.2670167, 0.2709687, 1.0]], ['2, k, 7', [-0.2855105, 0.2591362, 1.0]], ['2, k, 8', [0.2305546, 0.5391319, 1.0]], ['2, k, 9', [0.263967, 0.2801078, 1.0]], ['2, k, 10', [0.2984981, 0.03539694, 1.0]], ['2, k, 11', [0.3047964, -0.01122514, 1.0]], ['2, k, 12', [-0.01197547, 0.02128616, 1.0]], ['2, k, 13', [-0.04738517, -0.3845468, 1.0]], ['2, k, 14', [-0.04937813, -0.6952357, 1.0]], ['2, k, 15', [-0.08978525, -0.7476478, 1.0]], ['2, k, 16', [0.1287544, 0.01808777, 1.0]], ['2, k, 17', [0.1695295, -0.4336354, 1.0]], ['2, k, 18', [0.2193606, -0.7046341, 1.0]], ['2, k, 19', [0.2319186, -0.7423239, 1.0]], ['2, k, 20', [0.06912608, 0.5630696, 1.0]], ['2, k, 21', [-0.3384949, 0.2303394, 1.0]], ['2, k, 22', [-0.3269244, 0.2854851, 1.0]], ['2, k, 23', [0.3136655, -0.08752648, 1.0]], ['2, k, 24', [0.3065312, -0.06981669, 1.0]]]
[['2, k, 0', [0.06043713, 0.02019529, 1.0]], ['2, k, 1', [0.0656517, 0.335105, 1.0]], ['2, k, 2', [0.0702507, 0.6362267, 1.0]], ['2, k, 3', [0.05153114, 0.7637814, 1.0]], ['2, k, 4', [-0.08390965, 0.5045316, 1.0]], ['2, k, 5', [-0.1187639, 0.2815481, 1.0]], ['2, k, 6', [-0.2259602, 0.2264618, 1.0]], ['2, k, 7', [-0.3106145, 0.2123467, 1.0]], ['2, k, 8', [0.2305818, 0.5389641, 1.0]], ['2, k, 9', [0.2642713, 0.2799979, 1.0]], ['2, k, 10', [0.301788, 0.04773128, 1.0]], ['2, k, 11', [0.302674, 0.01994719, 1.0]], ['2, k, 12', [-0.01117961, 0.021312, 1.0]], ['2, k, 13', [-0.04658552, -0.3836134, 1.0]], ['2, k, 14', [-0.04925648, -0.6943579, 1.0]], ['2, k, 15', [-0.08903173, -0.7475064, 1.0]], ['2, k, 16', [0.1297479, 0.01830802, 1.0]], ['2, k, 17', [0.1698713, -0.4334757, 1.0]], ['2, k, 18', [0.2256817, -0.7021819, 1.0]], ['2, k, 19', [0.233756, -0.7451814, 1.0]], ['2, k, 20', [0.06922759, 0.5628972, 1.0]], ['2, k, 21', [-0.3629128, 0.1682061, 1.0]], ['2, k, 22', [-0.3558033, 0.2356663, 1.0]], ['2, k, 23', [0.2966643, -0.04146109, 1.0]], ['2, k, 24', [0.2809521, -0.01476112, 1.0]]]
[['2, k, 0', [0.06064331, 0.0201965, 1.0]], ['2, k, 1', [0.06559218, 0.3350416, 1.0]], ['2, k, 2', [0.06977629, 0.6361068, 1.0]], ['2, k, 3', [0.05080274, 0.7635102, 1.0]], ['2, k, 4', [-0.08349428, 0.504496, 1.0]], ['2, k, 5', [-0.1153639, 0.2800277, 1.0]], ['2, k, 6', [-0.2531443, 0.1895483, 1.0]], ['2, k, 7', [-0.3049476, 0.1705014, 1.0]], ['2, k, 8', [0.2307791, 0.5388271, 1.0]], ['2, k, 9', [0.2645932, 0.2797567, 1.0]], ['2, k, 10', [0.3017158, 0.04773364, 1.0]], ['2, k, 11', [0.3026795, 0.02142067, 1.0]], ['2, k, 12', [-0.01099315, 0.02143015, 1.0]], ['2, k, 13', [-0.04618628, -0.3851106, 1.0]], ['2, k, 14', [-0.04904425, -0.6938714, 1.0]], ['2, k, 15', [-0.08897917, -0.7475082, 1.0]], ['2, k, 16', [0.1299578, 0.0182105, 1.0]], ['2, k, 17', [0.1701863, -0.433474, 1.0]], ['2, k, 18', [0.2293282, -0.7015102, 1.0]], ['2, k, 19', [0.2328129, -0.7458622, 1.0]], ['2, k, 20', [0.06886496, 0.5627909, 1.0]], ['2, k, 21', [-0.3546431, 0.1167374, 1.0]], ['2, k, 22', [-0.3597284, 0.1902525, 1.0]], ['2, k, 23', [0.2936993, -0.03728534, 1.0]], ['2, k, 24', [0.2684676, 0.009067442, 1.0]]]
[['2, k, 0', [0.06085501, 0.02022888, 1.0]], ['2, k, 1', [0.06582049, 0.33495, 1.0]], ['2, k, 2', [0.06999749, 0.6358811, 1.0]], ['2, k, 3', [0.05041115, 0.7630906, 1.0]], ['2, k, 4', [-0.0832538, 0.5046244, 1.0]], ['2, k, 5', [-0.1131855, 0.2774554, 1.0]], ['2, k, 6', [-0.2573909, 0.1444956, 1.0]], ['2, k, 7', [-0.2708335, 0.1435436, 1.0]], ['2, k, 8', [0.2309587, 0.5391675, 1.0]], ['2, k, 9', [0.2648139, 0.2794544, 1.0]], ['2, k, 10', [0.3016697, 0.04756676, 1.0]], ['2, k, 11', [0.301972, 0.01826672, 1.0]], ['2, k, 12', [-0.01079323, 0.02152312, 1.0]], ['2, k, 13', [-0.04586057, -0.3852735, 1.0]], ['2, k, 14', [-0.05531127, -0.6963574, 1.0]], ['2, k, 15', [-0.08897959, -0.7475511, 1.0]], ['2, k, 16', [0.1301602, 0.01819419, 1.0]], ['2, k, 17', [0.1700435, -0.4327078, 1.0]], ['2, k, 18', [0.2291077, -0.7024326, 1.0]], ['2, k, 19', [0.2322168, -0.746148, 1.0]], ['2, k, 20', [0.06908638, 0.5625986, 1.0]], ['2, k, 21', [-0.3113073, 0.08893992, 1.0]], ['2, k, 22', [-0.3252463, 0.1621111, 1.0]], ['2, k, 23', [0.2886337, -0.05877333, 1.0]], ['2, k, 24', [0.2816363, -0.01539778, 1.0]]]
[['2, k, 0', [0.06102717, 0.02045755, 1.0]], ['2, k, 1', [0.06596857, 0.3349786, 1.0]], ['2, k, 2', [0.07010961, 0.6356463, 1.0]], ['2, k, 3', [0.04984941, 0.7630242, 1.0]], ['2, k, 4', [-0.08291788, 0.5050571, 1.0]], ['2, k, 5', [-0.1120118, 0.2733375, 1.0]], ['2, k, 6', [-0.2488956, 0.131555, 1.0]], ['2, k, 7', [-0.29733, 0.08542454, 1.0]], ['2, k, 8', [0.2307387, 0.5396015, 1.0]], ['2, k, 9', [0.2650068, 0.2792689, 1.0]], ['2, k, 10', [0.2999071, 0.05720092, 1.0]], ['2, k, 11', [0.302819, 0.02096329, 1.0]], ['2, k, 12', [-0.01066113, 0.0218238, 1.0]], ['2, k, 13', [-0.0454239, -0.3855483, 1.0]], ['2, k, 14', [-0.0566132, -0.6965718, 1.0]], ['2, k, 15', [-0.08902013, -0.7475345, 1.0]], ['2, k, 16', [0.1303665, 0.01832626, 1.0]], ['2, k, 17', [0.1701698, -0.4326948, 1.0]], ['2, k, 18', [0.2364517, -0.7082874, 1.0]], ['2, k, 19', [0.232507, -0.7517771, 1.0]], ['2, k, 20', [0.06920515, 0.562435, 1.0]], ['2, k, 21', [-0.339817, 0.02140123, 1.0]], ['2, k, 22', [-0.3415331, 0.1143681, 1.0]], ['2, k, 23', [0.3004522, -0.03699281, 1.0]], ['2, k, 24', [0.2873981, -0.01976418, 1.0]]]
[['2, k, 0', [0.061047, 0.02051543, 1.0]], ['2, k, 1', [0.06591158, 0.3351749, 1.0]], ['2, k, 2', [0.06996076, 0.6360648, 1.0]], ['2, k, 3', [0.04891232, 0.7625264, 1.0]], ['2, k, 4', [-0.08269545, 0.505093, 1.0]], ['2, k, 5', [-0.1109472, 0.2720153, 1.0]], ['2, k, 6', [-0.243089, 0.08396764, 1.0]], ['2, k, 7', [-0.2677844, 0.04274562, 1.0]], ['2, k, 8', [0.2307723, 0.5398063, 1.0]], ['2, k, 9', [0.2653425, 0.279139, 1.0]], ['2, k, 10', [0.3003137, 0.05507414, 1.0]], ['2, k, 11', [0.3031163, 0.02183056, 1.0]], ['2, k, 12', [-0.01071099, 0.021976, 1.0]], ['2, k, 13', [-0.04438164, -0.3858632, 1.0]], ['2, k, 14', [-0.0551542, -0.6961322, 1.0]], ['2, k, 15', [-0.088962, -0.7472897, 1.0]], ['2, k, 16', [0.1304353, 0.01830731, 1.0]], ['2, k, 17', [0.1703449, -0.4327886, 1.0]], ['2, k, 18', [0.2289346, -0.7052246, 1.0]], ['2, k, 19', [0.2329548, -0.7467834, 1.0]], ['2, k, 20', [0.06907711, 0.562792, 1.0]], ['2, k, 21', [-0.2836807, -0.001128934, 1.0]], ['2, k, 22', [-0.3206774, 0.08309425, 1.0]], ['2, k, 23', [0.2937647, -0.03831235, 1.0]], ['2, k, 24', [0.2815992, -0.01399299, 1.0]]]
[['2, k, 0', [0.06290449, 0.02019306, 1.0]], ['2, k, 1', [0.06656393, 0.3349631, 1.0]], ['2, k, 2', [0.06950814, 0.6359615, 1.0]], ['2, k, 3', [0.04777814, 0.7616591, 1.0]], ['2, k, 4', [-0.0826579, 0.5044537, 1.0]], ['2, k, 5', [-0.1087907, 0.2675811, 1.0]], ['2, k, 6', [-0.2343588, 0.06221943, 1.0]], ['2, k, 7', [-0.2590433, 0.01735725, 1.0]], ['2, k, 8', [0.2304044, 0.5404365, 1.0]], ['2, k, 9', [0.2652448, 0.2787161, 1.0]], ['2, k, 10', [0.3003698, 0.03754127, 1.0]], ['2, k, 11', [0.3007165, 0.02031221, 1.0]], ['2, k, 12', [-0.00913376, 0.02148725, 1.0]], ['2, k, 13', [-0.04340984, -0.3863113, 1.0]], ['2, k, 14', [-0.05523023, -0.6962761, 1.0]], ['2, k, 15', [-0.08890191, -0.7473884, 1.0]], ['2, k, 16', [0.132514, 0.01817301, 1.0]], ['2, k, 17', [0.1708435, -0.4327808, 1.0]], ['2, k, 18', [0.2350136, -0.7064701, 1.0]], ['2, k, 19', [0.2306218, -0.747885, 1.0]], ['2, k, 20', [0.06892634, 0.5626598, 1.0]], ['2, k, 21', [-0.2983814, -0.04514723, 1.0]], ['2, k, 22', [-0.3159508, 0.06068818, 1.0]], ['2, k, 23', [0.2861111, -0.0812243, 1.0]], ['2, k, 24', [0.2923234, -0.01689651, 1.0]]]
[['2, k, 0', [0.06298901, 0.02041087, 1.0]], ['2, k, 1', [0.06639676, 0.3350155, 1.0]], ['2, k, 2', [0.0690569, 0.6358319, 1.0]], ['2, k, 3', [0.04685994, 0.7613039, 1.0]], ['2, k, 4', [-0.08307064, 0.5043267, 1.0]], ['2, k, 5', [-0.1156692, 0.2373665, 1.0]], ['2, k, 6', [-0.2213414, 0.04886748, 1.0]], ['2, k, 7', [-0.2487495, 0.005516274, 1.0]], ['2, k, 8', [0.2303032, 0.5408575, 1.0]], ['2, k, 9', [0.265374, 0.2788414, 1.0]], ['2, k, 10', [0.2998609, 0.03990183, 1.0]], ['2, k, 11', [0.3022764, 0.01794956, 1.0]], ['2, k, 12', [-0.009072711, 0.02146934, 1.0]], ['2, k, 13', [-0.04263508, -0.3866716, 1.0]], ['2, k, 14', [-0.05588111, -0.6956353, 1.0]], ['2, k, 15', [-0.08859559, -0.7472714, 1.0]], ['2, k, 16', [0.1326138, 0.01877954, 1.0]], ['2, k, 17', [0.1713669, -0.4326963, 1.0]], ['2, k, 18', [0.2259239, -0.6999891, 1.0]], ['2, k, 19', [0.2347424, -0.7423605, 1.0]], ['2, k, 20', [0.06853899, 0.5625774, 1.0]], ['2, k, 21', [-0.2903133, -0.06423826, 1.0]], ['2, k, 22', [-0.3020421, 0.04734984, 1.0]], ['2, k, 23', [0.2948726, -0.04374542, 1.0]], ['2, k, 24', [0.2674821, 0.00533903, 1.0]]]
[['2, k, 0', [0.06331371, 0.02021733, 1.0]], ['2, k, 1', [0.06644499, 0.3346187, 1.0]], ['2, k, 2', [0.06866079, 0.6352274, 1.0]], ['2, k, 3', [0.04612383, 0.7610899, 1.0]], ['2, k, 4', [-0.08265065, 0.5029514, 1.0]], ['2, k, 5', [-0.1148813, 0.2363245, 1.0]], ['2, k, 6', [-0.220059, 0.03565916, 1.0]], ['2, k, 7', [-0.2425473, -0.02397674, 1.0]], ['2, k, 8', [0.2299532, 0.5411111, 1.0]], ['2, k, 9', [0.2651566, 0.2805097, 1.0]], ['2, k, 10', [0.299638, 0.04149758, 1.0]], ['2, k, 11', [0.3025132, 0.01961038, 1.0]], ['2, k, 12', [-0.008747958, 0.02136507, 1.0]], ['2, k, 13', [-0.04146017, -0.3879549, 1.0]], ['2, k, 14', [-0.05673293, -0.6959974, 1.0]], ['2, k, 15', [-0.08770484, -0.7474007, 1.0]], ['2, k, 16', [0.1329153, 0.01847423, 1.0]], ['2, k, 17', [0.1715528, -0.4326972, 1.0]], ['2, k, 18', [0.2336164, -0.7044328, 1.0]], ['2, k, 19', [0.2321604, -0.7460204, 1.0]], ['2, k, 20', [0.06825767, 0.562026, 1.0]], ['2, k, 21', [-0.287015, -0.08806247, 1.0]], ['2, k, 22', [-0.3016794, 0.02501351, 1.0]], ['2, k, 23', [0.2884797, -0.04523057, 1.0]], ['2, k, 24', [0.2751554, 0.03017995, 1.0]]]
[['2, k, 0', [0.06332601, 0.0202182, 1.0]], ['2, k, 1', [0.06623892, 0.3344561, 1.0]], ['2, k, 2', [0.06823786, 0.6348963, 1.0]], ['2, k, 3', [0.04566582, 0.7609085, 1.0]], ['2, k, 4', [-0.08280449, 0.5032968, 1.0]], ['2, k, 5', [-0.1135247, 0.2332036, 1.0]], ['2, k, 6', [-0.2214334, 0.02131235, 1.0]], ['2, k, 7', [-0.2395468, -0.03117742, 1.0]], ['2, k, 8', [0.2293151, 0.5411305, 1.0]], ['2, k, 9', [0.2651897, 0.2807725, 1.0]], ['2, k, 10', [0.2989736, 0.04428088, 1.0]], ['2, k, 11', [0.3019652, 0.01896674, 1.0]], ['2, k, 12', [-0.008747529, 0.02147151, 1.0]], ['2, k, 13', [-0.04099857, -0.3884072, 1.0]], ['2, k, 14', [-0.05437413, -0.6950141, 1.0]], ['2, k, 15', [-0.08770491, -0.7473649, 1.0]], ['2, k, 16', [0.1329362, 0.01834686, 1.0]], ['2, k, 17', [0.1718404, -0.4326983, 1.0]], ['2, k, 18', [0.2288778, -0.7018839, 1.0]], ['2, k, 19', [0.2322606, -0.743581, 1.0]], ['2, k, 20', [0.06787952, 0.5617382, 1.0]], ['2, k, 21', [-0.2812084, -0.09893276, 1.0]], ['2, k, 22', [-0.3016363, 0.01791985, 1.0]], ['2, k, 23', [0.3000183, -0.03626244, 1.0]], ['2, k, 24', [0.3176087, 0.03686231, 1.0]]]
[['2, k, 0', [0.06348161, 0.02002565, 1.0]], ['2, k, 1', [0.06627238, 0.3341888, 1.0]], ['2, k, 2', [0.06809954, 0.6346292, 1.0]], ['2, k, 3', [0.04499011, 0.7608023, 1.0]], ['2, k, 4', [-0.08275699, 0.5022744, 1.0]], ['2, k, 5', [-0.1123877, 0.2328051, 1.0]], ['2, k, 6', [-0.2199797, 0.01213247, 1.0]], ['2, k, 7', [-0.2382502, -0.03460332, 1.0]], ['2, k, 8', [0.2290792, 0.5407417, 1.0]], ['2, k, 9', [0.2650421, 0.2826906, 1.0]], ['2, k, 10', [0.2989155, 0.0454821, 1.0]], ['2, k, 11', [0.3029106, 0.01946857, 1.0]], ['2, k, 12', [-0.008552955, 0.02136799, 1.0]], ['2, k, 13', [-0.04013225, -0.3888879, 1.0]], ['2, k, 14', [-0.0551296, -0.6956599, 1.0]], ['2, k, 15', [-0.08780593, -0.7474954, 1.0]], ['2, k, 16', [0.1330293, 0.01803466, 1.0]], ['2, k, 17', [0.1721999, -0.4329616, 1.0]], ['2, k, 18', [0.2268876, -0.7013404, 1.0]], ['2, k, 19', [0.2343127, -0.7434224, 1.0]], ['2, k, 20', [0.06778111, 0.5614672, 1.0]], ['2, k, 21', [-0.2777446, -0.1068807, 1.0]], ['2, k, 22', [-0.2963094, 0.01370658, 1.0]], ['2, k, 23', [0.2991205, -0.039322, 1.0]], ['2, k, 24', [0.3328564, -0.006386783, 1.0]]]
[['2, k, 0', [0.06377521, 0.02006583, 1.0]], ['2, k, 1', [0.0664039, 0.3338115, 1.0]], ['2, k, 2', [0.0680768, 0.6337425, 1.0]], ['2, k, 3', [0.04449095, 0.7596654, 1.0]], ['2, k, 4', [-0.08316137, 0.5023674, 1.0]], ['2, k, 5', [-0.113471, 0.2295961, 1.0]], ['2, k, 6', [-0.2203513, 0.01437762, 1.0]], ['2, k, 7', [-0.2433388, -0.02988938, 1.0]], ['2, k, 8', [0.2296472, 0.5410762, 1.0]], ['2, k, 9', [0.2658032, 0.2819085, 1.0]], ['2, k, 10', [0.2991736, 0.04878433, 1.0]], ['2, k, 11', [0.3024544, 0.01936312, 1.0]], ['2, k, 12', [-0.008238436, 0.02130382, 1.0]], ['2, k, 13', [-0.03905008, -0.3901479, 1.0]], ['2, k, 14', [-0.05549932, -0.6943387, 1.0]], ['2, k, 15', [-0.08836658, -0.7478066, 1.0]], ['2, k, 16', [0.133285, 0.0181653, 1.0]], ['2, k, 17', [0.1723575, -0.4331172, 1.0]], ['2, k, 18', [0.225818, -0.7023568, 1.0]], ['2, k, 19', [0.2417833, -0.7460682, 1.0]], ['2, k, 20', [0.06778774, 0.5607176, 1.0]], ['2, k, 21', [-0.2880008, -0.09880321, 1.0]], ['2, k, 22', [-0.3024719, 0.0211523, 1.0]], ['2, k, 23', [0.2969739, -0.03835292, 1.0]], ['2, k, 24', [0.2807368, -0.01489623, 1.0]]]
[['2, k, 0', [0.06397512, 0.0199656, 1.0]], ['2, k, 1', [0.06667218, 0.3335973, 1.0]], ['2, k, 2', [0.06845041, 0.6334432, 1.0]], ['2, k, 3', [0.04484747, 0.7595908, 1.0]], ['2, k, 4', [-0.0831001, 0.5023961, 1.0]], ['2, k, 5', [-0.1139733, 0.2306145, 1.0]], ['2, k, 6', [-0.2198577, 0.02184125, 1.0]], ['2, k, 7', [-0.2500874, -0.02732848, 1.0]], ['2, k, 8', [0.2300532, 0.541201, 1.0]], ['2, k, 9', [0.2662093, 0.2815192, 1.0]], ['2, k, 10', [0.2999, 0.0459787, 1.0]], ['2, k, 11', [0.3021919, 0.01867684, 1.0]], ['2, k, 12', [-0.007996886, 0.02125138, 1.0]], ['2, k, 13', [-0.03716816, -0.3898483, 1.0]], ['2, k, 14', [-0.05871825, -0.6927485, 1.0]], ['2, k, 15', [-0.08858845, -0.747983, 1.0]], ['2, k, 16', [0.1334286, 0.01800262, 1.0]], ['2, k, 17', [0.1726537, -0.4329142, 1.0]], ['2, k, 18', [0.2329689, -0.7076281, 1.0]], ['2, k, 19', [0.237047, -0.7504551, 1.0]], ['2, k, 20', [0.0681291, 0.5604386, 1.0]], ['2, k, 21', [-0.296498, -0.08962261, 1.0]], ['2, k, 22', [-0.3077001, 0.02235478, 1.0]], ['2, k, 23', [0.2980494, -0.03534573, 1.0]], ['2, k, 24', [0.2711766, 0.01629628, 1.0]]]
[['2, k, 0', [0.06404851, 0.02011247, 1.0]], ['2, k, 1', [0.06687035, 0.3335227, 1.0]], ['2, k, 2', [0.06886145, 0.6330725, 1.0]], ['2, k, 3', [0.04536911, 0.7592526, 1.0]], ['2, k, 4', [-0.08278442, 0.5020071, 1.0]], ['2, k, 5', [-0.1134886, 0.2326811, 1.0]], ['2, k, 6', [-0.2242349, 0.03080966, 1.0]], ['2, k, 7', [-0.2534471, -0.01259158, 1.0]], ['2, k, 8', [0.2305165, 0.5410151, 1.0]], ['2, k, 9', [0.2664779, 0.2817746, 1.0]], ['2, k, 10', [0.300088, 0.0462302, 1.0]], ['2, k, 11', [0.3031601, 0.01818048, 1.0]], ['2, k, 12', [-0.007814985, 0.02136793, 1.0]], ['2, k, 13', [-0.03632912, -0.389686, 1.0]], ['2, k, 14', [-0.05725045, -0.6925644, 1.0]], ['2, k, 15', [-0.08857141, -0.747911, 1.0]], ['2, k, 16', [0.1334186, 0.01815347, 1.0]], ['2, k, 17', [0.1726371, -0.4329746, 1.0]], ['2, k, 18', [0.2357287, -0.7085045, 1.0]], ['2, k, 19', [0.2338921, -0.7507889, 1.0]], ['2, k, 20', [0.06847824, 0.5601492, 1.0]], ['2, k, 21', [-0.2996608, -0.07739367, 1.0]], ['2, k, 22', [-0.3037683, 0.03232266, 1.0]], ['2, k, 23', [0.2954112, -0.0359478, 1.0]], ['2, k, 24', [0.2735183, 0.02246727, 1.0]]]
[['2, k, 0', [0.06405737, 0.02008001, 1.0]], ['2, k, 1', [0.0672143, 0.3333559, 1.0]], ['2, k, 2', [0.06971936, 0.6327847, 1.0]], ['2, k, 3', [0.04611617, 0.7586641, 1.0]], ['2, k, 4', [-0.08229985, 0.5017585, 1.0]], ['2, k, 5', [-0.1152836, 0.2330554, 1.0]], ['2, k, 6', [-0.230117, 0.04359623, 1.0]], ['2, k, 7', [-0.2591418, 0.0004669963, 1.0]], ['2, k, 8', [0.2313697, 0.5404665, 1.0]], ['2, k, 9', [0.2667328, 0.2815301, 1.0]], ['2, k, 10', [0.2998994, 0.04378271, 1.0]], ['2, k, 11', [0.3011999, 0.01935129, 1.0]], ['2, k, 12', [-0.007794295, 0.02143253, 1.0]], ['2, k, 13', [-0.03724207, -0.3904389, 1.0]], ['2, k, 14', [-0.05588939, -0.6921426, 1.0]], ['2, k, 15', [-0.08868905, -0.747991, 1.0]], ['2, k, 16', [0.1334127, 0.01801368, 1.0]], ['2, k, 17', [0.1727022, -0.4327295, 1.0]], ['2, k, 18', [0.2378516, -0.7099624, 1.0]], ['2, k, 19', [0.2321671, -0.7513151, 1.0]], ['2, k, 20', [0.06919277, 0.5598917, 1.0]], ['2, k, 21', [-0.2990191, -0.05912573, 1.0]], ['2, k, 22', [-0.306862, 0.0385433, 1.0]], ['2, k, 23', [0.295957, -0.03706356, 1.0]], ['2, k, 24', [0.2704908, 0.01393826, 1.0]]]
[['2, k, 0', [0.0637584, 0.02000218, 1.0]], ['2, k, 1', [0.06725632, 0.3329014, 1.0]], ['2, k, 2', [0.07013614, 0.6319762, 1.0]], ['2, k, 3', [0.04700574, 0.7580228, 1.0]], ['2, k, 4', [-0.08194843, 0.5015875, 1.0]], ['2, k, 5', [-0.1181675, 0.2349296, 1.0]], ['2, k, 6', [-0.236917, 0.06614019, 1.0]], ['2, k, 7', [-0.2635331, 0.01594926, 1.0]], ['2, k, 8', [0.2319871, 0.5395581, 1.0]], ['2, k, 9', [0.2668622, 0.2812247, 1.0]], ['2, k, 10', [0.3004792, 0.04281538, 1.0]], ['2, k, 11', [0.3024027, 0.01771851, 1.0]], ['2, k, 12', [-0.008226224, 0.02130488, 1.0]], ['2, k, 13', [-0.037233, -0.3901758, 1.0]], ['2, k, 14', [-0.05560261, -0.6918342, 1.0]], ['2, k, 15', [-0.08899125, -0.7480367, 1.0]], ['2, k, 16', [0.1332504, 0.01797677, 1.0]], ['2, k, 17', [0.172936, -0.4325255, 1.0]], ['2, k, 18', [0.2393669, -0.7103746, 1.0]], ['2, k, 19', [0.235011, -0.7489407, 1.0]], ['2, k, 20', [0.06951392, 0.5591721, 1.0]], ['2, k, 21', [-0.3012771, -0.03804662, 1.0]], ['2, k, 22', [-0.3111249, 0.05172706, 1.0]], ['2, k, 23', [0.2976477, -0.03665553, 1.0]], ['2, k, 24', [0.2710357, 0.01507813, 1.0]]]
[['2, k, 0', [0.06380053, 0.01981472, 1.0]], ['2, k, 1', [0.06756645, 0.3327037, 1.0]], ['2, k, 2', [0.07084137, 0.6318605, 1.0]], ['2, k, 3', [0.04806602, 0.757598, 1.0]], ['2, k, 4', [-0.08173153, 0.5012656, 1.0]], ['2, k, 5', [-0.115017, 0.255532, 1.0]], ['2, k, 6', [-0.2421268, 0.07273666, 1.0]], ['2, k, 7', [-0.3027109, 0.04377342, 1.0]], ['2, k, 8', [0.2326269, 0.5391975, 1.0]], ['2, k, 9', [0.2669833, 0.2811759, 1.0]], ['2, k, 10', [0.3003776, 0.04450066, 1.0]], ['2, k, 11', [0.3019873, 0.01788684, 1.0]], ['2, k, 12', [-0.008145198, 0.02115275, 1.0]], ['2, k, 13', [-0.03873113, -0.3905594, 1.0]], ['2, k, 14', [-0.05383361, -0.6914325, 1.0]], ['2, k, 15', [-0.08813967, -0.7475988, 1.0]], ['2, k, 16', [0.1332546, 0.01775803, 1.0]], ['2, k, 17', [0.1729559, -0.4320855, 1.0]], ['2, k, 18', [0.2256323, -0.7034688, 1.0]], ['2, k, 19', [0.233985, -0.7431604, 1.0]], ['2, k, 20', [0.07011082, 0.5590282, 1.0]], ['2, k, 21', [-0.3401777, -0.02413141, 1.0]], ['2, k, 22', [-0.3477295, 0.09461979, 1.0]], ['2, k, 23', [0.2825011, -0.06242101, 1.0]], ['2, k, 24', [0.2813974, -0.013691, 1.0]]]
[['2, k, 0', [0.06339596, 0.0195058, 1.0]], ['2, k, 1', [0.0677281, 0.3324037, 1.0]], ['2, k, 2', [0.07156887, 0.6315786, 1.0]], ['2, k, 3', [0.050067, 0.7569898, 1.0]], ['2, k, 4', [-0.08097819, 0.5015532, 1.0]], ['2, k, 5', [-0.1152354, 0.2580833, 1.0]], ['2, k, 6', [-0.2562152, 0.09937553, 1.0]], ['2, k, 7', [-0.313343, 0.06385081, 1.0]], ['2, k, 8', [0.2336309, 0.5381489, 1.0]], ['2, k, 9', [0.2670557, 0.2812231, 1.0]], ['2, k, 10', [0.3005747, 0.04437358, 1.0]], ['2, k, 11', [0.3026293, 0.01772972, 1.0]], ['2, k, 12', [-0.00880149, 0.0210629, 1.0]], ['2, k, 13', [-0.0381736, -0.3897694, 1.0]], ['2, k, 14', [-0.05450935, -0.6923776, 1.0]], ['2, k, 15', [-0.08815132, -0.7475982, 1.0]], ['2, k, 16', [0.1330792, 0.0172456, 1.0]], ['2, k, 17', [0.1729813, -0.4320111, 1.0]], ['2, k, 18', [0.224653, -0.7019094, 1.0]], ['2, k, 19', [0.2341233, -0.74342, 1.0]], ['2, k, 20', [0.07069296, 0.5587425, 1.0]], ['2, k, 21', [-0.3530025, 0.001491583, 1.0]], ['2, k, 22', [-0.3538929, 0.1146784, 1.0]], ['2, k, 23', [0.2970244, -0.03730672, 1.0]], ['2, k, 24', [0.2964239, -0.01680129, 1.0]]]
