[['2, k, 0', [-0.19209, -0.274801, 1.0]], ['2, k, 1', [-0.151384, 0.0121166, 1.0]], ['2, k, 2', [-0.11077, 0.292472, 1.0]], ['2, k, 3', [-0.0866607, 0.426097, 1.0]], ['2, k, 4', [-0.259463, 0.248746, 1.0]], ['2, k, 5', [-0.3527, 0.436664, 1.0]], ['2, k, 6', [-0.353218, 0.602172, 1.0]], ['2, k, 7', [-0.31406, 0.667332, 1.0]], ['2, k, 8', [0.04263, 0.217388, 1.0]], ['2, k, 9', [0.209347, 0.297049, 1.0]], ['2, k, 10', [0.294718, 0.44278, 1.0]], ['2, k, 11', [0.310965, 0.506113, 1.0]], ['2, k, 12', [-0.258333, -0.264036, 1.0]], ['2, k, 13', [-0.268899, -0.575808, 1.0]], ['2, k, 14', [-0.269402, -0.739991, 1.0]], ['2, k, 15', [-0.280951, -0.856472, 1.0]], ['2, k, 16', [-0.120809, -0.278377, 1.0]], ['2, k, 17', [0.00886979, -0.563281, 1.0]], ['2, k, 18', [-0.0139094, -0.765146, 1.0]], ['2, k, 19', [-0.000736764, -0.881626, 1.0]], ['2, k, 20', [-0.120935, 0.223345, 1.0]], ['2, k, 21', [-0.296394, 0.69816, 1.0]], ['2, k, 22', [-0.356297, 0.681, 1.0]], ['2, k, 23', [0.32307, 0.563313, 1.0]], ['2, k, 24', [0.344912, 0.49888, 1.0]]]
[['2, k, 0', [-0.155995, -0.228537, 1.0]], ['2, k, 1', [-0.11308, 0.0345293, 1.0]], ['2, k, 2', [-0.0700346, 0.293552, 1.0]], ['2, k, 3', [-0.014378, 0.434022, 1.0]], ['2, k, 4', [-0.204797, 0.28125, 1.0]], ['2, k, 5', [-0.16465, 0.463053, 1.0]], ['2, k, 6', [-0.0564941, 0.617495, 1.0]], ['2, k, 7', [-0.00522983, 0.656317, 1.0]], ['2, k, 8', [0.0913395, 0.194613, 1.0]], ['2, k, 9', [0.292088, 0.147932, 1.0]], ['2, k, 10', [0.469742, 0.284022, 1.0]], ['2, k, 11', [0.515722, 0.334195, 1.0]], ['2, k, 12', [-0.218607, -0.214375, 1.0]], ['2, k, 13', [-0.26305, -0.532823, 1.0]], ['2, k, 14', [-0.287486, -0.775844, 1.0]], ['2, k, 15', [-0.263463, -0.827855, 1.0]], ['2, k, 16', [-0.0903288, -0.235905, 1.0]], ['2, k, 17', [-0.0432146, -0.566552, 1.0]], ['2, k, 18', [-0.00240299, -0.801353, 1.0]], ['2, k, 19', [0.0184426, -0.853109, 1.0]], ['2, k, 20', [-0.0811538, 0.229632, 1.0]], ['2, k, 21', [0.0402335, 0.682312, 1.0]], ['2, k, 22', [-0.032481, 0.690385, 1.0]], ['2, k, 23', [0.542406, 0.369814, 1.0]], ['2, k, 24', [0.451912, 0.394024, 1.0]]]
[['2, k, 0', [-0.15777, -0.231006, 1.0]], ['2, k, 1', [-0.113485, 0.0336348, 1.0]], ['2, k, 2', [-0.0698837, 0.293114, 1.0]], ['2, k, 3', [-0.0113659, 0.432548, 1.0]], ['2, k, 4', [-0.206998, 0.279219, 1.0]], ['2, k, 5', [-0.160114, 0.46534, 1.0]], ['2, k, 6', [-0.0465116, 0.616192, 1.0]], ['2, k, 7', [0.00867449, 0.653586, 1.0]], ['2, k, 8', [0.0904628, 0.193134, 1.0]], ['2, k, 9', [0.290568, 0.135472, 1.0]], ['2, k, 10', [0.474234, 0.270855, 1.0]], ['2, k, 11', [0.520111, 0.317834, 1.0]], ['2, k, 12', [-0.221032, -0.217458, 1.0]], ['2, k, 13', [-0.264761, -0.535365, 1.0]], ['2, k, 14', [-0.289105, -0.776398, 1.0]], ['2, k, 15', [-0.266013, -0.828469, 1.0]], ['2, k, 16', [-0.09149, -0.238449, 1.0]], ['2, k, 17', [-0.0437828, -0.566714, 1.0]], ['2, k, 18', [-0.00966401, -0.798452, 1.0]], ['2, k, 19', [0.0103141, -0.850302, 1.0]], ['2, k, 20', [-0.0810634, 0.229112, 1.0]], ['2, k, 21', [0.0669329, 0.671481, 1.0]], ['2, k, 22', [-0.0189062, 0.68708, 1.0]], ['2, k, 23', [0.54834, 0.358788, 1.0]], ['2, k, 24', [0.459602, 0.378996, 1.0]]]
[['2, k, 0', [-0.1588, -0.23388, 1.0]], ['2, k, 1', [-0.113791, 0.0327486, 1.0]], ['2, k, 2', [-0.0698618, 0.293, 1.0]], ['2, k, 3', [-0.00980186, 0.432694, 1.0]], ['2, k, 4', [-0.207799, 0.277971, 1.0]], ['2, k, 5', [-0.155822, 0.466519, 1.0]], ['2, k, 6', [0.0028895, 0.638686, 1.0]], ['2, k, 7', [0.0354702, 0.650118, 1.0]], ['2, k, 8', [0.0896123, 0.191696, 1.0]], ['2, k, 9', [0.289897, 0.128951, 1.0]], ['2, k, 10', [0.476343, 0.263027, 1.0]], ['2, k, 11', [0.522759, 0.309623, 1.0]], ['2, k, 12', [-0.222258, -0.219889, 1.0]], ['2, k, 13', [-0.265449, -0.535417, 1.0]], ['2, k, 14', [-0.289862, -0.774945, 1.0]], ['2, k, 15', [-0.266932, -0.827045, 1.0]], ['2, k, 16', [-0.0920713, -0.242243, 1.0]], ['2, k, 17', [-0.0446967, -0.567256, 1.0]], ['2, k, 18', [-0.0130505, -0.793444, 1.0]], ['2, k, 19', [0.00679469, -0.845351, 1.0]], ['2, k, 20', [-0.0810629, 0.228871, 1.0]], ['2, k, 21', [0.0802276, 0.663679, 1.0]], ['2, k, 22', [0.00105176, 0.685019, 1.0]], ['2, k, 23', [0.55064, 0.345167, 1.0]], ['2, k, 24', [0.457805, 0.373388, 1.0]]]
[['2, k, 0', [-0.161305, -0.235338, 1.0]], ['2, k, 1', [-0.114477, 0.0317465, 1.0]], ['2, k, 2', [-0.0694734, 0.29223, 1.0]], ['2, k, 3', [-0.00548854, 0.431638, 1.0]], ['2, k, 4', [-0.207164, 0.278182, 1.0]], ['2, k, 5', [-0.152347, 0.465807, 1.0]], ['2, k, 6', [0.00344897, 0.635825, 1.0]], ['2, k, 7', [0.0402113, 0.643227, 1.0]], ['2, k, 8', [0.0886085, 0.191065, 1.0]], ['2, k, 9', [0.288287, 0.122489, 1.0]], ['2, k, 10', [0.481429, 0.244183, 1.0]], ['2, k, 11', [0.529226, 0.286002, 1.0]], ['2, k, 12', [-0.224497, -0.220954, 1.0]], ['2, k, 13', [-0.265866, -0.535036, 1.0]], ['2, k, 14', [-0.291845, -0.773469, 1.0]], ['2, k, 15', [-0.268709, -0.825609, 1.0]], ['2, k, 16', [-0.094503, -0.244009, 1.0]], ['2, k, 17', [-0.0454513, -0.567161, 1.0]], ['2, k, 18', [-0.0123836, -0.794858, 1.0]], ['2, k, 19', [0.00763763, -0.846772, 1.0]], ['2, k, 20', [-0.0808702, 0.228072, 1.0]], ['2, k, 21', [0.0836701, 0.652458, 1.0]], ['2, k, 22', [0.00836519, 0.682425, 1.0]], ['2, k, 23', [0.559757, 0.330681, 1.0]], ['2, k, 24', [0.485446, 0.343845, 1.0]]]
[['2, k, 0', [-0.161924, -0.234184, 1.0]], ['2, k, 1', [-0.114754, 0.0318997, 1.0]], ['2, k, 2', [-0.0694492, 0.291796, 1.0]], ['2, k, 3', [-0.00237875, 0.432474, 1.0]], ['2, k, 4', [-0.206286, 0.278547, 1.0]], ['2, k, 5', [-0.148641, 0.464491, 1.0]], ['2, k, 6', [0.00954091, 0.629373, 1.0]], ['2, k, 7', [0.0461255, 0.63846, 1.0]], ['2, k, 8', [0.0876008, 0.190935, 1.0]], ['2, k, 9', [0.287267, 0.119243, 1.0]], ['2, k, 10', [0.483115, 0.237906, 1.0]], ['2, k, 11', [0.530341, 0.280865, 1.0]], ['2, k, 12', [-0.22405, -0.217697, 1.0]], ['2, k, 13', [-0.266517, -0.535435, 1.0]], ['2, k, 14', [-0.29193, -0.773543, 1.0]], ['2, k, 15', [-0.268503, -0.82567, 1.0]], ['2, k, 16', [-0.0959169, -0.243564, 1.0]], ['2, k, 17', [-0.0462862, -0.567703, 1.0]], ['2, k, 18', [-0.0127793, -0.794422, 1.0]], ['2, k, 19', [0.00753744, -0.846328, 1.0]], ['2, k, 20', [-0.0808979, 0.227792, 1.0]], ['2, k, 21', [0.0868423, 0.650131, 1.0]], ['2, k, 22', [0.0182949, 0.674227, 1.0]], ['2, k, 23', [0.560346, 0.318051, 1.0]], ['2, k, 24', [0.477226, 0.342347, 1.0]]]
[['2, k, 0', [-0.162588, -0.232172, 1.0]], ['2, k, 1', [-0.114965, 0.0323101, 1.0]], ['2, k, 2', [-0.0692983, 0.291422, 1.0]], ['2, k, 3', [-0.00169975, 0.432772, 1.0]], ['2, k, 4', [-0.205154, 0.278886, 1.0]], ['2, k, 5', [-0.14427, 0.462427, 1.0]], ['2, k, 6', [0.0147548, 0.623257, 1.0]], ['2, k, 7', [0.0516268, 0.632663, 1.0]], ['2, k, 8', [0.0867231, 0.190864, 1.0]], ['2, k, 9', [0.288613, 0.114548, 1.0]], ['2, k, 10', [0.486239, 0.233323, 1.0]], ['2, k, 11', [0.532678, 0.272442, 1.0]], ['2, k, 12', [-0.22353, -0.215212, 1.0]], ['2, k, 13', [-0.26771, -0.537096, 1.0]], ['2, k, 14', [-0.2941, -0.768895, 1.0]], ['2, k, 15', [-0.270171, -0.821055, 1.0]], ['2, k, 16', [-0.0976803, -0.241937, 1.0]], ['2, k, 17', [-0.0472055, -0.568923, 1.0]], ['2, k, 18', [-0.0134123, -0.796612, 1.0]], ['2, k, 19', [0.00738827, -0.848482, 1.0]], ['2, k, 20', [-0.0808203, 0.22761, 1.0]], ['2, k, 21', [0.0968292, 0.640415, 1.0]], ['2, k, 22', [0.0226976, 0.66982, 1.0]], ['2, k, 23', [0.564218, 0.307583, 1.0]], ['2, k, 24', [0.480024, 0.334445, 1.0]]]
[['2, k, 0', [-0.162542, -0.232226, 1.0]], ['2, k, 1', [-0.114978, 0.0321835, 1.0]], ['2, k, 2', [-0.0692127, 0.291171, 1.0]], ['2, k, 3', [0.00325325, 0.432453, 1.0]], ['2, k, 4', [-0.203857, 0.278688, 1.0]], ['2, k, 5', [-0.140532, 0.459601, 1.0]], ['2, k, 6', [0.0215662, 0.613502, 1.0]], ['2, k, 7', [0.0577534, 0.626759, 1.0]], ['2, k, 8', [0.0855394, 0.191881, 1.0]], ['2, k, 9', [0.288748, 0.108806, 1.0]], ['2, k, 10', [0.489, 0.224971, 1.0]], ['2, k, 11', [0.535357, 0.266742, 1.0]], ['2, k, 12', [-0.223416, -0.215191, 1.0]], ['2, k, 13', [-0.268252, -0.536314, 1.0]], ['2, k, 14', [-0.294265, -0.76262, 1.0]], ['2, k, 15', [-0.292264, -0.874252, 1.0]], ['2, k, 16', [-0.0979775, -0.242498, 1.0]], ['2, k, 17', [-0.0480424, -0.569768, 1.0]], ['2, k, 18', [-0.0142375, -0.795646, 1.0]], ['2, k, 19', [0.0070317, -0.847502, 1.0]], ['2, k, 20', [-0.0807386, 0.227369, 1.0]], ['2, k, 21', [0.111327, 0.630184, 1.0]], ['2, k, 22', [0.0340268, 0.666241, 1.0]], ['2, k, 23', [0.569443, 0.302813, 1.0]], ['2, k, 24', [0.478108, 0.329155, 1.0]]]
[['2, k, 0', [-0.162654, -0.232622, 1.0]], ['2, k, 1', [-0.115001, 0.0319878, 1.0]], ['2, k, 2', [-0.0690154, 0.291089, 1.0]], ['2, k, 3', [0.00545918, 0.432041, 1.0]], ['2, k, 4', [-0.202843, 0.278451, 1.0]], ['2, k, 5', [-0.137342, 0.456018, 1.0]], ['2, k, 6', [0.0238514, 0.602691, 1.0]], ['2, k, 7', [0.0604093, 0.620895, 1.0]], ['2, k, 8', [0.0851478, 0.192237, 1.0]], ['2, k, 9', [0.288391, 0.102555, 1.0]], ['2, k, 10', [0.490261, 0.217144, 1.0]], ['2, k, 11', [0.535967, 0.254945, 1.0]], ['2, k, 12', [-0.223407, -0.215227, 1.0]], ['2, k, 13', [-0.268597, -0.536749, 1.0]], ['2, k, 14', [-0.294203, -0.761721, 1.0]], ['2, k, 15', [-0.291826, -0.873311, 1.0]], ['2, k, 16', [-0.0983117, -0.243643, 1.0]], ['2, k, 17', [-0.0481935, -0.569807, 1.0]], ['2, k, 18', [-0.0141563, -0.795397, 1.0]], ['2, k, 19', [0.00746391, -0.847236, 1.0]], ['2, k, 20', [-0.0805753, 0.227248, 1.0]], ['2, k, 21', [0.116783, 0.625513, 1.0]], ['2, k, 22', [0.0330945, 0.660643, 1.0]], ['2, k, 23', [0.566945, 0.290335, 1.0]], ['2, k, 24', [0.48326, 0.317357, 1.0]]]
[['2, k, 0', [-0.162368, -0.232218, 1.0]], ['2, k, 1', [-0.113019, 0.0326227, 1.0]], ['2, k, 2', [-0.0633938, 0.291761, 1.0]], ['2, k, 3', [0.0103145, 0.431304, 1.0]], ['2, k, 4', [-0.188464, 0.274254, 1.0]], ['2, k, 5', [-0.133078, 0.45276, 1.0]], ['2, k, 6', [0.0261769, 0.596424, 1.0]], ['2, k, 7', [0.0637519, 0.615555, 1.0]], ['2, k, 8', [0.0841655, 0.191317, 1.0]], ['2, k, 9', [0.285184, 0.098262, 1.0]], ['2, k, 10', [0.490252, 0.198288, 1.0]], ['2, k, 11', [0.538172, 0.232112, 1.0]], ['2, k, 12', [-0.222188, -0.214259, 1.0]], ['2, k, 13', [-0.269752, -0.533053, 1.0]], ['2, k, 14', [-0.29407, -0.760936, 1.0]], ['2, k, 15', [-0.266328, -0.812966, 1.0]], ['2, k, 16', [-0.0983383, -0.243622, 1.0]], ['2, k, 17', [-0.048453, -0.569949, 1.0]], ['2, k, 18', [-0.0164445, -0.794287, 1.0]], ['2, k, 19', [0.00819733, -0.845982, 1.0]], ['2, k, 20', [-0.075967, 0.227905, 1.0]], ['2, k, 21', [0.115739, 0.626572, 1.0]], ['2, k, 22', [0.0368293, 0.656285, 1.0]], ['2, k, 23', [0.580313, 0.269471, 1.0]], ['2, k, 24', [0.511225, 0.286786, 1.0]]]
[['2, k, 0', [-0.162182, -0.232416, 1.0]], ['2, k, 1', [-0.11105, 0.0334344, 1.0]], ['2, k, 2', [-0.0575987, 0.295516, 1.0]], ['2, k, 3', [0.0155704, 0.432552, 1.0]], ['2, k, 4', [-0.186336, 0.269964, 1.0]], ['2, k, 5', [-0.1297, 0.448813, 1.0]], ['2, k, 6', [0.0435875, 0.594922, 1.0]], ['2, k, 7', [0.0772922, 0.613767, 1.0]], ['2, k, 8', [0.0838295, 0.185866, 1.0]], ['2, k, 9', [0.282224, 0.0949932, 1.0]], ['2, k, 10', [0.479858, 0.179139, 1.0]], ['2, k, 11', [0.540281, 0.225369, 1.0]], ['2, k, 12', [-0.222167, -0.214545, 1.0]], ['2, k, 13', [-0.269983, -0.533761, 1.0]], ['2, k, 14', [-0.294358, -0.761882, 1.0]], ['2, k, 15', [-0.266047, -0.813837, 1.0]], ['2, k, 16', [-0.0977798, -0.244086, 1.0]], ['2, k, 17', [-0.0486346, -0.56998, 1.0]], ['2, k, 18', [-0.0177784, -0.792443, 1.0]], ['2, k, 19', [0.00744516, -0.84409, 1.0]], ['2, k, 20', [-0.071188, 0.23074, 1.0]], ['2, k, 21', [0.108867, 0.632954, 1.0]], ['2, k, 22', [0.052082, 0.653015, 1.0]], ['2, k, 23', [0.576846, 0.261809, 1.0]], ['2, k, 24', [0.508664, 0.282841, 1.0]]]
[['2, k, 0', [-0.161594, -0.22972, 1.0]], ['2, k, 1', [-0.111279, 0.0340356, 1.0]], ['2, k, 2', [-0.0595719, 0.294874, 1.0]], ['2, k, 3', [0.0155998, 0.432204, 1.0]], ['2, k, 4', [-0.188821, 0.269891, 1.0]], ['2, k, 5', [-0.126515, 0.445807, 1.0]], ['2, k, 6', [0.0434301, 0.588265, 1.0]], ['2, k, 7', [0.0811142, 0.606472, 1.0]], ['2, k, 8', [0.0839884, 0.185841, 1.0]], ['2, k, 9', [0.2754, 0.0876531, 1.0]], ['2, k, 10', [0.480157, 0.174851, 1.0]], ['2, k, 11', [0.539095, 0.214069, 1.0]], ['2, k, 12', [-0.221824, -0.210768, 1.0]], ['2, k, 13', [-0.272407, -0.537611, 1.0]], ['2, k, 14', [-0.28899, -0.771401, 1.0]], ['2, k, 15', [-0.289462, -0.882805, 1.0]], ['2, k, 16', [-0.0970849, -0.242209, 1.0]], ['2, k, 17', [-0.0489941, -0.569931, 1.0]], ['2, k, 18', [-0.0172346, -0.792557, 1.0]], ['2, k, 19', [0.00915278, -0.900491, 1.0]], ['2, k, 20', [-0.0723061, 0.230608, 1.0]], ['2, k, 21', [0.121375, 0.622851, 1.0]], ['2, k, 22', [0.0535339, 0.64424, 1.0]], ['2, k, 23', [0.582654, 0.247943, 1.0]], ['2, k, 24', [0.509154, 0.272291, 1.0]]]
[['2, k, 0', [-0.160589, -0.229489, 1.0]], ['2, k, 1', [-0.1088, 0.0356018, 1.0]], ['2, k, 2', [-0.0561589, 0.297235, 1.0]], ['2, k, 3', [0.0174552, 0.431549, 1.0]], ['2, k, 4', [-0.186091, 0.264516, 1.0]], ['2, k, 5', [-0.124169, 0.442909, 1.0]], ['2, k, 6', [0.0444209, 0.58266, 1.0]], ['2, k, 7', [0.0826683, 0.601725, 1.0]], ['2, k, 8', [0.084827, 0.180537, 1.0]], ['2, k, 9', [0.275554, 0.0860875, 1.0]], ['2, k, 10', [0.475244, 0.152687, 1.0]], ['2, k, 11', [0.542238, 0.205927, 1.0]], ['2, k, 12', [-0.221605, -0.210528, 1.0]], ['2, k, 13', [-0.272639, -0.537368, 1.0]], ['2, k, 14', [-0.291891, -0.768576, 1.0]], ['2, k, 15', [-0.263188, -0.820448, 1.0]], ['2, k, 16', [-0.0942228, -0.242389, 1.0]], ['2, k, 17', [-0.0492228, -0.570817, 1.0]], ['2, k, 18', [-0.0176273, -0.792364, 1.0]], ['2, k, 19', [0.00801744, -0.843991, 1.0]], ['2, k, 20', [-0.0692051, 0.232713, 1.0]], ['2, k, 21', [0.125472, 0.619489, 1.0]], ['2, k, 22', [0.0558912, 0.637268, 1.0]], ['2, k, 23', [0.581722, 0.243155, 1.0]], ['2, k, 24', [0.515031, 0.260376, 1.0]]]
[['2, k, 0', [-0.160204, -0.22956, 1.0]], ['2, k, 1', [-0.108991, 0.0355312, 1.0]], ['2, k, 2', [-0.0591294, 0.296214, 1.0]], ['2, k, 3', [0.0202413, 0.421624, 1.0]], ['2, k, 4', [-0.188755, 0.265403, 1.0]], ['2, k, 5', [-0.121418, 0.440121, 1.0]], ['2, k, 6', [0.0446779, 0.578501, 1.0]], ['2, k, 7', [0.0841888, 0.598595, 1.0]], ['2, k, 8', [0.0851612, 0.181143, 1.0]], ['2, k, 9', [0.275246, 0.0846809, 1.0]], ['2, k, 10', [0.474764, 0.147861, 1.0]], ['2, k, 11', [0.543232, 0.198278, 1.0]], ['2, k, 12', [-0.221562, -0.210533, 1.0]], ['2, k, 13', [-0.272737, -0.539406, 1.0]], ['2, k, 14', [-0.29317, -0.770384, 1.0]], ['2, k, 15', [-0.264719, -0.822237, 1.0]], ['2, k, 16', [-0.0934711, -0.242609, 1.0]], ['2, k, 17', [-0.0492762, -0.571669, 1.0]], ['2, k, 18', [-0.0176228, -0.792673, 1.0]], ['2, k, 19', [0.00775591, -0.844296, 1.0]], ['2, k, 20', [-0.0711934, 0.232025, 1.0]], ['2, k, 21', [0.133545, 0.613675, 1.0]], ['2, k, 22', [0.0651509, 0.640008, 1.0]], ['2, k, 23', [0.586102, 0.230414, 1.0]], ['2, k, 24', [0.516376, 0.252791, 1.0]]]
[['2, k, 0', [-0.159821, -0.229077, 1.0]], ['2, k, 1', [-0.109102, 0.03562, 1.0]], ['2, k, 2', [-0.0599765, 0.295838, 1.0]], ['2, k, 3', [0.0213229, 0.41901, 1.0]], ['2, k, 4', [-0.187373, 0.267541, 1.0]], ['2, k, 5', [-0.115991, 0.440524, 1.0]], ['2, k, 6', [0.0457019, 0.573811, 1.0]], ['2, k, 7', [0.0858774, 0.594589, 1.0]], ['2, k, 8', [0.0851543, 0.181222, 1.0]], ['2, k, 9', [0.274699, 0.0820897, 1.0]], ['2, k, 10', [0.476243, 0.14894, 1.0]], ['2, k, 11', [0.543814, 0.193491, 1.0]], ['2, k, 12', [-0.220826, -0.209812, 1.0]], ['2, k, 13', [-0.273003, -0.539065, 1.0]], ['2, k, 14', [-0.28943, -0.771903, 1.0]], ['2, k, 15', [-0.260961, -0.823727, 1.0]], ['2, k, 16', [-0.093436, -0.24237, 1.0]], ['2, k, 17', [-0.0493655, -0.575806, 1.0]], ['2, k, 18', [-0.0181615, -0.792656, 1.0]], ['2, k, 19', [0.00728241, -0.844269, 1.0]], ['2, k, 20', [-0.0718236, 0.231816, 1.0]], ['2, k, 21', [0.128577, 0.614456, 1.0]], ['2, k, 22', [0.0622384, 0.631582, 1.0]], ['2, k, 23', [0.585972, 0.226505, 1.0]], ['2, k, 24', [0.51159, 0.252561, 1.0]]]
[['2, k, 0', [-0.159719, -0.229075, 1.0]], ['2, k, 1', [-0.109192, 0.035651, 1.0]], ['2, k, 2', [-0.0604521, 0.29581, 1.0]], ['2, k, 3', [0.0229088, 0.416932, 1.0]], ['2, k, 4', [-0.187504, 0.266479, 1.0]], ['2, k, 5', [-0.115102, 0.439045, 1.0]], ['2, k, 6', [0.0464355, 0.569332, 1.0]], ['2, k, 7', [0.0882419, 0.59194, 1.0]], ['2, k, 8', [0.085578, 0.179429, 1.0]], ['2, k, 9', [0.274939, 0.075955, 1.0]], ['2, k, 10', [0.478048, 0.149525, 1.0]], ['2, k, 11', [0.544267, 0.189939, 1.0]], ['2, k, 12', [-0.220677, -0.209786, 1.0]], ['2, k, 13', [-0.2732, -0.539108, 1.0]], ['2, k, 14', [-0.29206, -0.768577, 1.0]], ['2, k, 15', [-0.263392, -0.820422, 1.0]], ['2, k, 16', [-0.0934305, -0.242377, 1.0]], ['2, k, 17', [-0.0494984, -0.57609, 1.0]], ['2, k, 18', [-0.0166515, -0.788065, 1.0]], ['2, k, 19', [0.00894534, -0.8397, 1.0]], ['2, k, 20', [-0.0722277, 0.231797, 1.0]], ['2, k, 21', [0.14066, 0.604309, 1.0]], ['2, k, 22', [0.0663154, 0.629274, 1.0]], ['2, k, 23', [0.587008, 0.223224, 1.0]], ['2, k, 24', [0.510361, 0.247099, 1.0]]]
[['2, k, 0', [-0.159536, -0.22948, 1.0]], ['2, k, 1', [-0.109371, 0.0354818, 1.0]], ['2, k, 2', [-0.0612004, 0.295519, 1.0]], ['2, k, 3', [0.0242267, 0.415102, 1.0]], ['2, k, 4', [-0.187932, 0.264939, 1.0]], ['2, k, 5', [-0.114214, 0.437534, 1.0]], ['2, k, 6', [0.0471017, 0.566661, 1.0]], ['2, k, 7', [0.0878875, 0.590087, 1.0]], ['2, k, 8', [0.0856328, 0.178842, 1.0]], ['2, k, 9', [0.275547, 0.0728683, 1.0]], ['2, k, 10', [0.478292, 0.140906, 1.0]], ['2, k, 11', [0.544345, 0.187348, 1.0]], ['2, k, 12', [-0.220527, -0.210221, 1.0]], ['2, k, 13', [-0.27407, -0.542753, 1.0]], ['2, k, 14', [-0.293105, -0.769616, 1.0]], ['2, k, 15', [-0.264451, -0.821464, 1.0]], ['2, k, 16', [-0.0933308, -0.242818, 1.0]], ['2, k, 17', [-0.0493471, -0.577811, 1.0]], ['2, k, 18', [-0.0183234, -0.7888, 1.0]], ['2, k, 19', [0.00726885, -0.840444, 1.0]], ['2, k, 20', [-0.0728669, 0.231502, 1.0]], ['2, k, 21', [0.132686, 0.610025, 1.0]], ['2, k, 22', [0.0728225, 0.629619, 1.0]], ['2, k, 23', [0.588995, 0.219342, 1.0]], ['2, k, 24', [0.508299, 0.247689, 1.0]]]
[['2, k, 0', [-0.158982, -0.230316, 1.0]], ['2, k, 1', [-0.10948, 0.0352013, 1.0]], ['2, k, 2', [-0.0617876, 0.2952, 1.0]], ['2, k, 3', [0.0255051, 0.414062, 1.0]], ['2, k, 4', [-0.188263, 0.262077, 1.0]], ['2, k, 5', [-0.113291, 0.436067, 1.0]], ['2, k, 6', [0.0475724, 0.564517, 1.0]], ['2, k, 7', [0.0889063, 0.588289, 1.0]], ['2, k, 8', [0.0856009, 0.178304, 1.0]], ['2, k, 9', [0.276014, 0.0703891, 1.0]], ['2, k, 10', [0.47819, 0.137551, 1.0]], ['2, k, 11', [0.544613, 0.183525, 1.0]], ['2, k, 12', [-0.220123, -0.210852, 1.0]], ['2, k, 13', [-0.274786, -0.543648, 1.0]], ['2, k, 14', [-0.293289, -0.769632, 1.0]], ['2, k, 15', [-0.292635, -0.881005, 1.0]], ['2, k, 16', [-0.0928703, -0.2438, 1.0]], ['2, k, 17', [-0.0495178, -0.577815, 1.0]], ['2, k, 18', [-0.0185097, -0.789294, 1.0]], ['2, k, 19', [0.0071458, -0.840948, 1.0]], ['2, k, 20', [-0.0733425, 0.231173, 1.0]], ['2, k, 21', [0.133803, 0.609055, 1.0]], ['2, k, 22', [0.0649864, 0.620945, 1.0]], ['2, k, 23', [0.586409, 0.213546, 1.0]], ['2, k, 24', [0.516699, 0.240584, 1.0]]]
[['2, k, 0', [-0.158529, -0.231194, 1.0]], ['2, k, 1', [-0.109546, 0.0348938, 1.0]], ['2, k, 2', [-0.0621429, 0.294977, 1.0]], ['2, k, 3', [0.0259854, 0.412536, 1.0]], ['2, k, 4', [-0.188242, 0.261721, 1.0]], ['2, k, 5', [-0.112634, 0.43539, 1.0]], ['2, k, 6', [0.048004, 0.563147, 1.0]], ['2, k, 7', [0.0888502, 0.587385, 1.0]], ['2, k, 8', [0.0858018, 0.17711, 1.0]], ['2, k, 9', [0.275901, 0.0701351, 1.0]], ['2, k, 10', [0.484493, 0.139533, 1.0]], ['2, k, 11', [0.545442, 0.182674, 1.0]], ['2, k, 12', [-0.21991, -0.211932, 1.0]], ['2, k, 13', [-0.276108, -0.544877, 1.0]], ['2, k, 14', [-0.295096, -0.768184, 1.0]], ['2, k, 15', [-0.293115, -0.87956, 1.0]], ['2, k, 16', [-0.0923578, -0.244495, 1.0]], ['2, k, 17', [-0.0495625, -0.578779, 1.0]], ['2, k, 18', [-0.0194566, -0.788368, 1.0]], ['2, k, 19', [0.0061933, -0.840031, 1.0]], ['2, k, 20', [-0.0736432, 0.230913, 1.0]], ['2, k, 21', [0.137351, 0.60392, 1.0]], ['2, k, 22', [0.0658808, 0.626766, 1.0]], ['2, k, 23', [0.587811, 0.214435, 1.0]], ['2, k, 24', [0.516945, 0.240693, 1.0]]]
