[['2, k, 0', [-0.185219, -0.82586, 1.0]], ['2, k, 1', [-0.183082, -0.521647, 1.0]], ['2, k, 2', [-0.180093, -0.221749, 1.0]], ['2, k, 3', [-0.192781, -0.0955005, 1.0]], ['2, k, 4', [-0.339497, -0.328296, 1.0]], ['2, k, 5', [-0.468494, -0.478384, 1.0]], ['2, k, 6', [-0.384534, -0.639576, 1.0]], ['2, k, 7', [-0.344993, -0.666288, 1.0]], ['2, k, 8', [-0.00280811, -0.323593, 1.0]], ['2, k, 9', [0.130523, -0.467954, 1.0]], ['2, k, 10', [0.0533286, -0.623966, 1.0]], ['2, k, 11', [0.00787563, -0.661807, 1.0]], ['2, k, 12', [-0.259521, -0.816337, 1.0]], ['2, k, 13', [-0.226998, -1.1531, 1.0]], ['2, k, 14', [-0.262252, -1.46881, 1.0]], ['2, k, 15', [-0.243705, -1.53001, 1.0]], ['2, k, 16', [-0.106188, -0.814384, 1.0]], ['2, k, 17', [-0.131112, -1.16301, 1.0]], ['2, k, 18', [-0.108464, -1.48652, 1.0]], ['2, k, 19', [-0.105158, -1.54562, 1.0]], ['2, k, 20', [-0.180994, -0.296211, 1.0]], ['2, k, 21', [-0.334861, -0.742197, 1.0]], ['2, k, 22', [-0.305784, -0.648605, 1.0]], ['2, k, 23', [-0.0168416, -0.718003, 1.0]], ['2, k, 24', [-0.012613, -0.635055, 1.0]]]
[['2, k, 0', [-0.155062, -0.840151, 1.0]], ['2, k, 1', [-0.191367, -0.541742, 1.0]], ['2, k, 2', [-0.219571, -0.247633, 1.0]], ['2, k, 3', [-0.242998, -0.119212, 1.0]], ['2, k, 4', [-0.366909, -0.356717, 1.0]], ['2, k, 5', [-0.471792, -0.523169, 1.0]], ['2, k, 6', [-0.366439, -0.663662, 1.0]], ['2, k, 7', [-0.321958, -0.683658, 1.0]], ['2, k, 8', [-0.0316265, -0.311176, 1.0]], ['2, k, 9', [0.120776, -0.418625, 1.0]], ['2, k, 10', [0.0762324, -0.586651, 1.0]], ['2, k, 11', [0.0518783, -0.6121, 1.0]], ['2, k, 12', [-0.231934, -0.834605, 1.0]], ['2, k, 13', [-0.191793, -1.1476, 1.0]], ['2, k, 14', [-0.254661, -1.46961, 1.0]], ['2, k, 15', [-0.237994, -1.51457, 1.0]], ['2, k, 16', [-0.0741573, -0.824446, 1.0]], ['2, k, 17', [-0.110223, -1.15588, 1.0]], ['2, k, 18', [-0.103521, -1.48241, 1.0]], ['2, k, 19', [-0.114736, -1.51729, 1.0]], ['2, k, 20', [-0.213216, -0.320457, 1.0]], ['2, k, 21', [-0.295916, -0.749455, 1.0]], ['2, k, 22', [-0.281492, -0.66138, 1.0]], ['2, k, 23', [0.0422311, -0.678256, 1.0]], ['2, k, 24', [0.0212627, -0.609444, 1.0]]]
[['2, k, 0', [-0.150852, -0.840304, 1.0]], ['2, k, 1', [-0.189243, -0.542286, 1.0]], ['2, k, 2', [-0.219198, -0.248811, 1.0]], ['2, k, 3', [-0.2429, -0.1211, 1.0]], ['2, k, 4', [-0.36408, -0.357354, 1.0]], ['2, k, 5', [-0.468634, -0.528513, 1.0]], ['2, k, 6', [-0.362591, -0.668475, 1.0]], ['2, k, 7', [-0.317186, -0.690063, 1.0]], ['2, k, 8', [-0.0328486, -0.312824, 1.0]], ['2, k, 9', [0.122573, -0.417534, 1.0]], ['2, k, 10', [0.0809734, -0.586191, 1.0]], ['2, k, 11', [0.0591161, -0.611688, 1.0]], ['2, k, 12', [-0.227452, -0.835003, 1.0]], ['2, k, 13', [-0.190357, -1.14703, 1.0]], ['2, k, 14', [-0.254309, -1.46895, 1.0]], ['2, k, 15', [-0.236017, -1.51354, 1.0]], ['2, k, 16', [-0.0703688, -0.824346, 1.0]], ['2, k, 17', [-0.109608, -1.15553, 1.0]], ['2, k, 18', [-0.105344, -1.48572, 1.0]], ['2, k, 19', [-0.113182, -1.51716, 1.0]], ['2, k, 20', [-0.212271, -0.321447, 1.0]], ['2, k, 21', [-0.293917, -0.757807, 1.0]], ['2, k, 22', [-0.276585, -0.673083, 1.0]], ['2, k, 23', [0.0458517, -0.684896, 1.0]], ['2, k, 24', [0.0289633, -0.607118, 1.0]]]
[['2, k, 0', [-0.145748, -0.83949, 1.0]], ['2, k, 1', [-0.187062, -0.542655, 1.0]], ['2, k, 2', [-0.219268, -0.249918, 1.0]], ['2, k, 3', [-0.242892, -0.122531, 1.0]], ['2, k, 4', [-0.362839, -0.359877, 1.0]], ['2, k, 5', [-0.460161, -0.539365, 1.0]], ['2, k, 6', [-0.354391, -0.679467, 1.0]], ['2, k, 7', [-0.309426, -0.699905, 1.0]], ['2, k, 8', [-0.029668, -0.310275, 1.0]], ['2, k, 9', [0.123934, -0.417076, 1.0]], ['2, k, 10', [0.0898224, -0.587145, 1.0]], ['2, k, 11', [0.0627347, -0.609406, 1.0]], ['2, k, 12', [-0.221905, -0.834935, 1.0]], ['2, k, 13', [-0.185691, -1.14715, 1.0]], ['2, k, 14', [-0.253074, -1.46757, 1.0]], ['2, k, 15', [-0.235028, -1.51326, 1.0]], ['2, k, 16', [-0.065771, -0.822809, 1.0]], ['2, k, 17', [-0.0925957, -1.17314, 1.0]], ['2, k, 18', [-0.105253, -1.48493, 1.0]], ['2, k, 19', [-0.113887, -1.51881, 1.0]], ['2, k, 20', [-0.211787, -0.322302, 1.0]], ['2, k, 21', [-0.290561, -0.769953, 1.0]], ['2, k, 22', [-0.273743, -0.680432, 1.0]], ['2, k, 23', [0.0458155, -0.688022, 1.0]], ['2, k, 24', [0.0327846, -0.608987, 1.0]]]
[['2, k, 0', [-0.142251, -0.839955, 1.0]], ['2, k, 1', [-0.183925, -0.543713, 1.0]], ['2, k, 2', [-0.217738, -0.25192, 1.0]], ['2, k, 3', [-0.242918, -0.124828, 1.0]], ['2, k, 4', [-0.361653, -0.361938, 1.0]], ['2, k, 5', [-0.46011, -0.539386, 1.0]], ['2, k, 6', [-0.354362, -0.679501, 1.0]], ['2, k, 7', [-0.308791, -0.698436, 1.0]], ['2, k, 8', [-0.0276565, -0.309385, 1.0]], ['2, k, 9', [0.126376, -0.417351, 1.0]], ['2, k, 10', [0.0930118, -0.587217, 1.0]], ['2, k, 11', [0.0653337, -0.610784, 1.0]], ['2, k, 12', [-0.218387, -0.836304, 1.0]], ['2, k, 13', [-0.182827, -1.14582, 1.0]], ['2, k, 14', [-0.248787, -1.46763, 1.0]], ['2, k, 15', [-0.230656, -1.51251, 1.0]], ['2, k, 16', [-0.0622083, -0.822294, 1.0]], ['2, k, 17', [-0.0912104, -1.17536, 1.0]], ['2, k, 18', [-0.103959, -1.48027, 1.0]], ['2, k, 19', [-0.113886, -1.51885, 1.0]], ['2, k, 20', [-0.209728, -0.324119, 1.0]], ['2, k, 21', [-0.288335, -0.771596, 1.0]], ['2, k, 22', [-0.274422, -0.679457, 1.0]], ['2, k, 23', [0.053065, -0.686993, 1.0]], ['2, k, 24', [0.036359, -0.614428, 1.0]]]
[['2, k, 0', [-0.140537, -0.838803, 1.0]], ['2, k, 1', [-0.182509, -0.54374, 1.0]], ['2, k, 2', [-0.216884, -0.252896, 1.0]], ['2, k, 3', [-0.241915, -0.125705, 1.0]], ['2, k, 4', [-0.365423, -0.355616, 1.0]], ['2, k, 5', [-0.459356, -0.540439, 1.0]], ['2, k, 6', [-0.353272, -0.680259, 1.0]], ['2, k, 7', [-0.305423, -0.699054, 1.0]], ['2, k, 8', [-0.0271262, -0.309005, 1.0]], ['2, k, 9', [0.12841, -0.41719, 1.0]], ['2, k, 10', [0.095889, -0.58689, 1.0]], ['2, k, 11', [0.0695968, -0.609041, 1.0]], ['2, k, 12', [-0.216568, -0.835205, 1.0]], ['2, k, 13', [-0.180671, -1.14484, 1.0]], ['2, k, 14', [-0.249019, -1.46733, 1.0]], ['2, k, 15', [-0.228822, -1.51169, 1.0]], ['2, k, 16', [-0.060737, -0.821095, 1.0]], ['2, k, 17', [-0.0900685, -1.17715, 1.0]], ['2, k, 18', [-0.103987, -1.48031, 1.0]], ['2, k, 19', [-0.0925835, -1.51841, 1.0]], ['2, k, 20', [-0.208704, -0.324846, 1.0]], ['2, k, 21', [-0.286698, -0.768451, 1.0]], ['2, k, 22', [-0.272979, -0.677694, 1.0]], ['2, k, 23', [0.0528922, -0.637967, 1.0]], ['2, k, 24', [0.044233, -0.589696, 1.0]]]
[['2, k, 0', [-0.137561, -0.838774, 1.0]], ['2, k, 1', [-0.180867, -0.544211, 1.0]], ['2, k, 2', [-0.216074, -0.25432, 1.0]], ['2, k, 3', [-0.241601, -0.12695, 1.0]], ['2, k, 4', [-0.361587, -0.361282, 1.0]], ['2, k, 5', [-0.458534, -0.541581, 1.0]], ['2, k, 6', [-0.352135, -0.680962, 1.0]], ['2, k, 7', [-0.305708, -0.698053, 1.0]], ['2, k, 8', [-0.0260666, -0.309358, 1.0]], ['2, k, 9', [0.131845, -0.418003, 1.0]], ['2, k, 10', [0.0977159, -0.587291, 1.0]], ['2, k, 11', [0.0714343, -0.609843, 1.0]], ['2, k, 12', [-0.213651, -0.835821, 1.0]], ['2, k, 13', [-0.179439, -1.14477, 1.0]], ['2, k, 14', [-0.232596, -1.47049, 1.0]], ['2, k, 15', [-0.227734, -1.51106, 1.0]], ['2, k, 16', [-0.0578348, -0.82035, 1.0]], ['2, k, 17', [-0.0877501, -1.17034, 1.0]], ['2, k, 18', [-0.100975, -1.47937, 1.0]], ['2, k, 19', [-0.107796, -1.51582, 1.0]], ['2, k, 20', [-0.207603, -0.325993, 1.0]], ['2, k, 21', [-0.285906, -0.770367, 1.0]], ['2, k, 22', [-0.27466, -0.676211, 1.0]], ['2, k, 23', [0.0602811, -0.671221, 1.0]], ['2, k, 24', [0.0395808, -0.609255, 1.0]]]
[['2, k, 0', [-0.135737, -0.838885, 1.0]], ['2, k, 1', [-0.179196, -0.544646, 1.0]], ['2, k, 2', [-0.215116, -0.255102, 1.0]], ['2, k, 3', [-0.240879, -0.12779, 1.0]], ['2, k, 4', [-0.36172, -0.36108, 1.0]], ['2, k, 5', [-0.457408, -0.542278, 1.0]], ['2, k, 6', [-0.351438, -0.681663, 1.0]], ['2, k, 7', [-0.30398, -0.697382, 1.0]], ['2, k, 8', [-0.0254433, -0.309625, 1.0]], ['2, k, 9', [0.133888, -0.417655, 1.0]], ['2, k, 10', [0.100575, -0.586939, 1.0]], ['2, k, 11', [0.0742334, -0.608589, 1.0]], ['2, k, 12', [-0.211901, -0.836139, 1.0]], ['2, k, 13', [-0.177283, -1.14442, 1.0]], ['2, k, 14', [-0.228351, -1.4735, 1.0]], ['2, k, 15', [-0.228136, -1.51112, 1.0]], ['2, k, 16', [-0.0560125, -0.820167, 1.0]], ['2, k, 17', [-0.0867663, -1.17115, 1.0]], ['2, k, 18', [-0.102019, -1.48239, 1.0]], ['2, k, 19', [-0.10818, -1.5171, 1.0]], ['2, k, 20', [-0.206462, -0.32673, 1.0]], ['2, k, 21', [-0.285923, -0.770412, 1.0]], ['2, k, 22', [-0.266174, -0.679529, 1.0]], ['2, k, 23', [0.0655605, -0.642994, 1.0]], ['2, k, 24', [0.0378933, -0.599198, 1.0]]]
[['2, k, 0', [-0.135467, -0.838803, 1.0]], ['2, k, 1', [-0.178722, -0.544718, 1.0]], ['2, k, 2', [-0.214589, -0.255453, 1.0]], ['2, k, 3', [-0.239552, -0.128233, 1.0]], ['2, k, 4', [-0.361712, -0.360673, 1.0]], ['2, k, 5', [-0.455689, -0.544409, 1.0]], ['2, k, 6', [-0.345111, -0.679786, 1.0]], ['2, k, 7', [-0.300325, -0.699299, 1.0]], ['2, k, 8', [-0.0248167, -0.309831, 1.0]], ['2, k, 9', [0.137436, -0.420018, 1.0]], ['2, k, 10', [0.104897, -0.58895, 1.0]], ['2, k, 11', [0.0747468, -0.61004, 1.0]], ['2, k, 12', [-0.211521, -0.836061, 1.0]], ['2, k, 13', [-0.175946, -1.14422, 1.0]], ['2, k, 14', [-0.228382, -1.47369, 1.0]], ['2, k, 15', [-0.234982, -1.51097, 1.0]], ['2, k, 16', [-0.055883, -0.820091, 1.0]], ['2, k, 17', [-0.0851587, -1.16969, 1.0]], ['2, k, 18', [-0.100899, -1.48388, 1.0]], ['2, k, 19', [-0.113277, -1.51739, 1.0]], ['2, k, 20', [-0.20583, -0.327071, 1.0]], ['2, k, 21', [-0.282115, -0.769229, 1.0]], ['2, k, 22', [-0.263795, -0.674379, 1.0]], ['2, k, 23', [0.0601179, -0.676689, 1.0]], ['2, k, 24', [0.0393192, -0.597769, 1.0]]]
[['2, k, 0', [-0.132985, -0.838006, 1.0]], ['2, k, 1', [-0.176242, -0.544831, 1.0]], ['2, k, 2', [-0.212376, -0.256047, 1.0]], ['2, k, 3', [-0.238025, -0.128952, 1.0]], ['2, k, 4', [-0.358058, -0.364231, 1.0]], ['2, k, 5', [-0.451637, -0.545929, 1.0]], ['2, k, 6', [-0.341991, -0.681523, 1.0]], ['2, k, 7', [-0.300139, -0.699182, 1.0]], ['2, k, 8', [-0.0238847, -0.310454, 1.0]], ['2, k, 9', [0.139972, -0.422006, 1.0]], ['2, k, 10', [0.107421, -0.59048, 1.0]], ['2, k, 11', [0.0760749, -0.612582, 1.0]], ['2, k, 12', [-0.208959, -0.8352, 1.0]], ['2, k, 13', [-0.176632, -1.14302, 1.0]], ['2, k, 14', [-0.240673, -1.4702, 1.0]], ['2, k, 15', [-0.23502, -1.5109, 1.0]], ['2, k, 16', [-0.0536004, -0.819375, 1.0]], ['2, k, 17', [-0.0859745, -1.16486, 1.0]], ['2, k, 18', [-0.101679, -1.48287, 1.0]], ['2, k, 19', [-0.106052, -1.51952, 1.0]], ['2, k, 20', [-0.203709, -0.327562, 1.0]], ['2, k, 21', [-0.282719, -0.770282, 1.0]], ['2, k, 22', [-0.267177, -0.67882, 1.0]], ['2, k, 23', [0.0602109, -0.688686, 1.0]], ['2, k, 24', [0.0437372, -0.612168, 1.0]]]
[['2, k, 0', [-0.129785, -0.837999, 1.0]], ['2, k, 1', [-0.174198, -0.54502, 1.0]], ['2, k, 2', [-0.21092, -0.256466, 1.0]], ['2, k, 3', [-0.235065, -0.128436, 1.0]], ['2, k, 4', [-0.356692, -0.365551, 1.0]], ['2, k, 5', [-0.450935, -0.545317, 1.0]], ['2, k, 6', [-0.341528, -0.680716, 1.0]], ['2, k, 7', [-0.30001, -0.70025, 1.0]], ['2, k, 8', [-0.0192065, -0.314957, 1.0]], ['2, k, 9', [0.142791, -0.424621, 1.0]], ['2, k, 10', [0.109357, -0.592589, 1.0]], ['2, k, 11', [0.077835, -0.614592, 1.0]], ['2, k, 12', [-0.206008, -0.835328, 1.0]], ['2, k, 13', [-0.175646, -1.14346, 1.0]], ['2, k, 14', [-0.244603, -1.46858, 1.0]], ['2, k, 15', [-0.222882, -1.51327, 1.0]], ['2, k, 16', [-0.0502393, -0.819201, 1.0]], ['2, k, 17', [-0.0898012, -1.16684, 1.0]], ['2, k, 18', [-0.105337, -1.48388, 1.0]], ['2, k, 19', [-0.10755, -1.51896, 1.0]], ['2, k, 20', [-0.202167, -0.327937, 1.0]], ['2, k, 21', [-0.280456, -0.767739, 1.0]], ['2, k, 22', [-0.265113, -0.676301, 1.0]], ['2, k, 23', [0.0600222, -0.682887, 1.0]], ['2, k, 24', [0.0440552, -0.60748, 1.0]]]
[['2, k, 0', [-0.129326, -0.837149, 1.0]], ['2, k, 1', [-0.172749, -0.544641, 1.0]], ['2, k, 2', [-0.208824, -0.25618, 1.0]], ['2, k, 3', [-0.232795, -0.128574, 1.0]], ['2, k, 4', [-0.357517, -0.364058, 1.0]], ['2, k, 5', [-0.450116, -0.544873, 1.0]], ['2, k, 6', [-0.341612, -0.680359, 1.0]], ['2, k, 7', [-0.30222, -0.700583, 1.0]], ['2, k, 8', [-0.0190858, -0.314928, 1.0]], ['2, k, 9', [0.145719, -0.426665, 1.0]], ['2, k, 10', [0.111599, -0.594181, 1.0]], ['2, k, 11', [0.0766815, -0.614779, 1.0]], ['2, k, 12', [-0.205547, -0.834593, 1.0]], ['2, k, 13', [-0.176098, -1.14368, 1.0]], ['2, k, 14', [-0.243299, -1.46971, 1.0]], ['2, k, 15', [-0.225468, -1.51404, 1.0]], ['2, k, 16', [-0.0497952, -0.818238, 1.0]], ['2, k, 17', [-0.0890799, -1.16352, 1.0]], ['2, k, 18', [-0.10513, -1.4836, 1.0]], ['2, k, 19', [-0.104901, -1.52205, 1.0]], ['2, k, 20', [-0.200275, -0.327671, 1.0]], ['2, k, 21', [-0.284613, -0.766857, 1.0]], ['2, k, 22', [-0.264175, -0.672144, 1.0]], ['2, k, 23', [0.0526594, -0.696266, 1.0]], ['2, k, 24', [0.0444529, -0.616533, 1.0]]]
[['2, k, 0', [-0.129727, -0.836505, 1.0]], ['2, k, 1', [-0.172341, -0.544417, 1.0]], ['2, k, 2', [-0.207908, -0.25578, 1.0]], ['2, k, 3', [-0.230404, -0.128618, 1.0]], ['2, k, 4', [-0.358159, -0.363171, 1.0]], ['2, k, 5', [-0.448568, -0.543298, 1.0]], ['2, k, 6', [-0.341664, -0.6792, 1.0]], ['2, k, 7', [-0.303798, -0.69953, 1.0]], ['2, k, 8', [-0.0189581, -0.314983, 1.0]], ['2, k, 9', [0.149004, -0.428841, 1.0]], ['2, k, 10', [0.112659, -0.595665, 1.0]], ['2, k, 11', [0.0770253, -0.614349, 1.0]], ['2, k, 12', [-0.205751, -0.834068, 1.0]], ['2, k, 13', [-0.176635, -1.14324, 1.0]], ['2, k, 14', [-0.245101, -1.46766, 1.0]], ['2, k, 15', [-0.22573, -1.51401, 1.0]], ['2, k, 16', [-0.0504098, -0.817467, 1.0]], ['2, k, 17', [-0.0920073, -1.1655, 1.0]], ['2, k, 18', [-0.105365, -1.48414, 1.0]], ['2, k, 19', [-0.107077, -1.52181, 1.0]], ['2, k, 20', [-0.199477, -0.327345, 1.0]], ['2, k, 21', [-0.28489, -0.766929, 1.0]], ['2, k, 22', [-0.27129, -0.67605, 1.0]], ['2, k, 23', [0.0624201, -0.642628, 1.0]], ['2, k, 24', [0.0504017, -0.598228, 1.0]]]
[['2, k, 0', [-0.130132, -0.835662, 1.0]], ['2, k, 1', [-0.171091, -0.543759, 1.0]], ['2, k, 2', [-0.205511, -0.254973, 1.0]], ['2, k, 3', [-0.227737, -0.128527, 1.0]], ['2, k, 4', [-0.35561, -0.365287, 1.0]], ['2, k, 5', [-0.448521, -0.542055, 1.0]], ['2, k, 6', [-0.342678, -0.678109, 1.0]], ['2, k, 7', [-0.305822, -0.700051, 1.0]], ['2, k, 8', [-0.0187771, -0.315038, 1.0]], ['2, k, 9', [0.15159, -0.431135, 1.0]], ['2, k, 10', [0.112402, -0.597448, 1.0]], ['2, k, 11', [0.0744946, -0.616267, 1.0]], ['2, k, 12', [-0.205977, -0.833228, 1.0]], ['2, k, 13', [-0.181376, -1.14402, 1.0]], ['2, k, 14', [-0.245438, -1.46778, 1.0]], ['2, k, 15', [-0.226382, -1.51397, 1.0]], ['2, k, 16', [-0.0509955, -0.816665, 1.0]], ['2, k, 17', [-0.0924071, -1.1589, 1.0]], ['2, k, 18', [-0.104418, -1.48294, 1.0]], ['2, k, 19', [-0.11087, -1.51716, 1.0]], ['2, k, 20', [-0.197446, -0.326631, 1.0]], ['2, k, 21', [-0.287974, -0.763093, 1.0]], ['2, k, 22', [-0.27606, -0.679353, 1.0]], ['2, k, 23', [0.0550185, -0.64162, 1.0]], ['2, k, 24', [0.0451133, -0.601732, 1.0]]]
[['2, k, 0', [-0.131369, -0.835317, 1.0]], ['2, k, 1', [-0.170552, -0.543562, 1.0]], ['2, k, 2', [-0.203259, -0.25474, 1.0]], ['2, k, 3', [-0.224506, -0.128093, 1.0]], ['2, k, 4', [-0.356676, -0.363672, 1.0]], ['2, k, 5', [-0.448285, -0.540939, 1.0]], ['2, k, 6', [-0.34432, -0.677723, 1.0]], ['2, k, 7', [-0.307797, -0.698847, 1.0]], ['2, k, 8', [-0.0143387, -0.319221, 1.0]], ['2, k, 9', [0.153682, -0.434122, 1.0]], ['2, k, 10', [0.108592, -0.595195, 1.0]], ['2, k, 11', [0.0716286, -0.621182, 1.0]], ['2, k, 12', [-0.207062, -0.832594, 1.0]], ['2, k, 13', [-0.187969, -1.14383, 1.0]], ['2, k, 14', [-0.247506, -1.46717, 1.0]], ['2, k, 15', [-0.226499, -1.51407, 1.0]], ['2, k, 16', [-0.0523287, -0.816656, 1.0]], ['2, k, 17', [-0.0928902, -1.15908, 1.0]], ['2, k, 18', [-0.102798, -1.48529, 1.0]], ['2, k, 19', [-0.121704, -1.52441, 1.0]], ['2, k, 20', [-0.195706, -0.326406, 1.0]], ['2, k, 21', [-0.29086, -0.764315, 1.0]], ['2, k, 22', [-0.276154, -0.676323, 1.0]], ['2, k, 23', [0.0478771, -0.691424, 1.0]], ['2, k, 24', [0.0352302, -0.606669, 1.0]]]
[['2, k, 0', [-0.13264, -0.835081, 1.0]], ['2, k, 1', [-0.170402, -0.543431, 1.0]], ['2, k, 2', [-0.202076, -0.254371, 1.0]], ['2, k, 3', [-0.220451, -0.12793, 1.0]], ['2, k, 4', [-0.357307, -0.362341, 1.0]], ['2, k, 5', [-0.447958, -0.538939, 1.0]], ['2, k, 6', [-0.347316, -0.676846, 1.0]], ['2, k, 7', [-0.312138, -0.69906, 1.0]], ['2, k, 8', [-0.0144835, -0.318883, 1.0]], ['2, k, 9', [0.156519, -0.439067, 1.0]], ['2, k, 10', [0.106913, -0.599699, 1.0]], ['2, k, 11', [0.0664298, -0.619948, 1.0]], ['2, k, 12', [-0.208221, -0.832397, 1.0]], ['2, k, 13', [-0.190711, -1.1445, 1.0]], ['2, k, 14', [-0.249024, -1.46692, 1.0]], ['2, k, 15', [-0.232296, -1.51184, 1.0]], ['2, k, 16', [-0.0536439, -0.816356, 1.0]], ['2, k, 17', [-0.0963376, -1.15757, 1.0]], ['2, k, 18', [-0.102862, -1.48411, 1.0]], ['2, k, 19', [-0.113635, -1.5207, 1.0]], ['2, k, 20', [-0.194768, -0.326086, 1.0]], ['2, k, 21', [-0.293192, -0.767124, 1.0]], ['2, k, 22', [-0.280072, -0.67103, 1.0]], ['2, k, 23', [0.0448913, -0.688515, 1.0]], ['2, k, 24', [0.0311832, -0.607851, 1.0]]]
[['2, k, 0', [-0.134874, -0.834657, 1.0]], ['2, k, 1', [-0.1702, -0.543239, 1.0]], ['2, k, 2', [-0.200142, -0.254091, 1.0]], ['2, k, 3', [-0.217941, -0.127328, 1.0]], ['2, k, 4', [-0.354481, -0.36332, 1.0]], ['2, k, 5', [-0.447606, -0.538254, 1.0]], ['2, k, 6', [-0.349248, -0.677106, 1.0]], ['2, k, 7', [-0.315062, -0.69741, 1.0]], ['2, k, 8', [-0.0144477, -0.318828, 1.0]], ['2, k, 9', [0.158044, -0.441337, 1.0]], ['2, k, 10', [0.105074, -0.600737, 1.0]], ['2, k, 11', [0.06489, -0.623218, 1.0]], ['2, k, 12', [-0.210388, -0.831635, 1.0]], ['2, k, 13', [-0.193389, -1.14474, 1.0]], ['2, k, 14', [-0.249475, -1.46722, 1.0]], ['2, k, 15', [-0.232976, -1.51256, 1.0]], ['2, k, 16', [-0.0558826, -0.816252, 1.0]], ['2, k, 17', [-0.0973113, -1.15444, 1.0]], ['2, k, 18', [-0.10305, -1.48755, 1.0]], ['2, k, 19', [-0.0846304, -1.53316, 1.0]], ['2, k, 20', [-0.193355, -0.325813, 1.0]], ['2, k, 21', [-0.298777, -0.765604, 1.0]], ['2, k, 22', [-0.287938, -0.670097, 1.0]], ['2, k, 23', [0.0375587, -0.692896, 1.0]], ['2, k, 24', [0.0290862, -0.609506, 1.0]]]
[['2, k, 0', [-0.141361, -0.833586, 1.0]], ['2, k, 1', [-0.17043, -0.542996, 1.0]], ['2, k, 2', [-0.19843, -0.253873, 1.0]], ['2, k, 3', [-0.215823, -0.127071, 1.0]], ['2, k, 4', [-0.353292, -0.363136, 1.0]], ['2, k, 5', [-0.447069, -0.537432, 1.0]], ['2, k, 6', [-0.350702, -0.677349, 1.0]], ['2, k, 7', [-0.318185, -0.700477, 1.0]], ['2, k, 8', [-0.0144784, -0.318754, 1.0]], ['2, k, 9', [0.159281, -0.442858, 1.0]], ['2, k, 10', [0.104057, -0.602216, 1.0]], ['2, k, 11', [0.0645856, -0.623347, 1.0]], ['2, k, 12', [-0.216703, -0.830371, 1.0]], ['2, k, 13', [-0.196787, -1.14468, 1.0]], ['2, k, 14', [-0.252543, -1.46616, 1.0]], ['2, k, 15', [-0.233189, -1.51274, 1.0]], ['2, k, 16', [-0.0626151, -0.815343, 1.0]], ['2, k, 17', [-0.0984641, -1.15495, 1.0]], ['2, k, 18', [-0.102438, -1.48698, 1.0]], ['2, k, 19', [-0.0802947, -1.53418, 1.0]], ['2, k, 20', [-0.192344, -0.325568, 1.0]], ['2, k, 21', [-0.304982, -0.763637, 1.0]], ['2, k, 22', [-0.296579, -0.676791, 1.0]], ['2, k, 23', [0.0376829, -0.695194, 1.0]], ['2, k, 24', [0.0306884, -0.610957, 1.0]]]
[['2, k, 0', [-0.148228, -0.833145, 1.0]], ['2, k, 1', [-0.171151, -0.542499, 1.0]], ['2, k, 2', [-0.196891, -0.253172, 1.0]], ['2, k, 3', [-0.213453, -0.126589, 1.0]], ['2, k, 4', [-0.352853, -0.362948, 1.0]], ['2, k, 5', [-0.446547, -0.536204, 1.0]], ['2, k, 6', [-0.352244, -0.676424, 1.0]], ['2, k, 7', [-0.321501, -0.697107, 1.0]], ['2, k, 8', [-0.0151262, -0.31948, 1.0]], ['2, k, 9', [0.160016, -0.445456, 1.0]], ['2, k, 10', [0.100426, -0.603064, 1.0]], ['2, k, 11', [0.0596226, -0.624237, 1.0]], ['2, k, 12', [-0.223283, -0.829845, 1.0]], ['2, k, 13', [-0.200779, -1.14464, 1.0]], ['2, k, 14', [-0.253325, -1.46612, 1.0]], ['2, k, 15', [-0.236152, -1.51272, 1.0]], ['2, k, 16', [-0.0697437, -0.814981, 1.0]], ['2, k, 17', [-0.102409, -1.15379, 1.0]], ['2, k, 18', [-0.102202, -1.48318, 1.0]], ['2, k, 19', [-0.0866961, -1.5294, 1.0]], ['2, k, 20', [-0.191532, -0.325019, 1.0]], ['2, k, 21', [-0.310636, -0.763633, 1.0]], ['2, k, 22', [-0.292647, -0.675774, 1.0]], ['2, k, 23', [0.0304238, -0.693302, 1.0]], ['2, k, 24', [0.0212506, -0.611073, 1.0]]]
