[['2, k, 0', [-0.0978162, -0.309679, 1.0]], ['2, k, 1', [-0.0980641, 0.00926615, 1.0]], ['2, k, 2', [-0.0977561, 0.32027, 1.0]], ['2, k, 3', [-0.0880129, 0.45356, 1.0]], ['2, k, 4', [-0.258667, 0.206784, 1.0]], ['2, k, 5', [-0.339267, -0.0690915, 1.0]], ['2, k, 6', [-0.413512, -0.298364, 1.0]], ['2, k, 7', [-0.406104, -0.288603, 1.0]], ['2, k, 8', [0.0630218, 0.200198, 1.0]], ['2, k, 9', [0.135467, -0.0758441, 1.0]], ['2, k, 10', [0.205469, -0.307367, 1.0]], ['2, k, 11', [0.192924, -0.309498, 1.0]], ['2, k, 12', [-0.169796, -0.303844, 1.0]], ['2, k, 13', [-0.19045, -0.612223, 1.0]], ['2, k, 14', [-0.151243, -0.975171, 1.0]], ['2, k, 15', [-0.151611, -1.05469, 1.0]], ['2, k, 16', [-0.0231031, -0.306862, 1.0]], ['2, k, 17', [-0.020764, -0.615248, 1.0]], ['2, k, 18', [-0.0466485, -0.966828, 1.0]], ['2, k, 19', [-0.0402527, -1.03906, 1.0]], ['2, k, 20', [-0.0979304, 0.243651, 1.0]], ['2, k, 21', [-0.429417, -0.35769, 1.0]], ['2, k, 22', [-0.35322, -0.327094, 1.0]], ['2, k, 23', [0.203596, -0.375291, 1.0]], ['2, k, 24', [0.141671, -0.337082, 1.0]]]
[['2, k, 0', [-0.0902582, -0.252086, 1.0]], ['2, k, 1', [-0.0989789, 0.0416054, 1.0]], ['2, k, 2', [-0.107074, 0.326629, 1.0]], ['2, k, 3', [-0.101964, 0.457045, 1.0]], ['2, k, 4', [-0.255325, 0.251969, 1.0]], ['2, k, 5', [-0.365942, 0.495476, 1.0]], ['2, k, 6', [-0.436403, 0.709601, 1.0]], ['2, k, 7', [-0.409699, 0.759904, 1.0]], ['2, k, 8', [0.0483939, 0.274248, 1.0]], ['2, k, 9', [0.151368, 0.506602, 1.0]], ['2, k, 10', [0.218214, 0.730248, 1.0]], ['2, k, 11', [0.211173, 0.792621, 1.0]], ['2, k, 12', [-0.163439, -0.251623, 1.0]], ['2, k, 13', [-0.181373, -0.55489, 1.0]], ['2, k, 14', [-0.15614, -0.947314, 1.0]], ['2, k, 15', [-0.149375, -1.04505, 1.0]], ['2, k, 16', [-0.0146674, -0.245225, 1.0]], ['2, k, 17', [0.0440968, -0.516532, 1.0]], ['2, k, 18', [-0.0254565, -0.906844, 1.0]], ['2, k, 19', [-0.0415284, -1.00626, 1.0]], ['2, k, 20', [-0.105191, 0.25662, 1.0]], ['2, k, 21', [-0.407832, 0.795662, 1.0]], ['2, k, 22', [-0.33826, 0.761382, 1.0]], ['2, k, 23', [0.226284, 0.83891, 1.0]], ['2, k, 24', [0.139304, 0.798046, 1.0]]]
[['2, k, 0', [-0.0899417, -0.252241, 1.0]], ['2, k, 1', [-0.098844, 0.0414956, 1.0]], ['2, k, 2', [-0.107001, 0.326576, 1.0]], ['2, k, 3', [-0.102014, 0.456947, 1.0]], ['2, k, 4', [-0.255139, 0.251107, 1.0]], ['2, k, 5', [-0.366752, 0.493185, 1.0]], ['2, k, 6', [-0.436365, 0.707881, 1.0]], ['2, k, 7', [-0.415598, 0.740073, 1.0]], ['2, k, 8', [0.0479645, 0.272901, 1.0]], ['2, k, 9', [0.151412, 0.504447, 1.0]], ['2, k, 10', [0.218264, 0.72443, 1.0]], ['2, k, 11', [0.213383, 0.781502, 1.0]], ['2, k, 12', [-0.163093, -0.251876, 1.0]], ['2, k, 13', [-0.182043, -0.555085, 1.0]], ['2, k, 14', [-0.156333, -0.947231, 1.0]], ['2, k, 15', [-0.149288, -1.04546, 1.0]], ['2, k, 16', [-0.0143501, -0.245316, 1.0]], ['2, k, 17', [0.0441841, -0.516432, 1.0]], ['2, k, 18', [-0.0257446, -0.906959, 1.0]], ['2, k, 19', [-0.0414976, -1.00637, 1.0]], ['2, k, 20', [-0.105104, 0.256544, 1.0]], ['2, k, 21', [-0.406686, 0.787166, 1.0]], ['2, k, 22', [-0.331163, 0.750437, 1.0]], ['2, k, 23', [0.225617, 0.825788, 1.0]], ['2, k, 24', [0.137488, 0.788099, 1.0]]]
[['2, k, 0', [-0.0901699, -0.252729, 1.0]], ['2, k, 1', [-0.0992164, 0.0410153, 1.0]], ['2, k, 2', [-0.107657, 0.326166, 1.0]], ['2, k, 3', [-0.10203, 0.456948, 1.0]], ['2, k, 4', [-0.255102, 0.25063, 1.0]], ['2, k, 5', [-0.368253, 0.489075, 1.0]], ['2, k, 6', [-0.430518, 0.697416, 1.0]], ['2, k, 7', [-0.413622, 0.727299, 1.0]], ['2, k, 8', [0.0474455, 0.271256, 1.0]], ['2, k, 9', [0.152661, 0.499423, 1.0]], ['2, k, 10', [0.217617, 0.715223, 1.0]], ['2, k, 11', [0.212915, 0.768225, 1.0]], ['2, k, 12', [-0.163294, -0.25234, 1.0]], ['2, k, 13', [-0.183749, -0.557014, 1.0]], ['2, k, 14', [-0.156463, -0.949633, 1.0]], ['2, k, 15', [-0.151317, -1.04581, 1.0]], ['2, k, 16', [-0.0145959, -0.245849, 1.0]], ['2, k, 17', [0.0440784, -0.516867, 1.0]], ['2, k, 18', [-0.0258631, -0.907484, 1.0]], ['2, k, 19', [-0.0420346, -1.00682, 1.0]], ['2, k, 20', [-0.105673, 0.256088, 1.0]], ['2, k, 21', [-0.400754, 0.766487, 1.0]], ['2, k, 22', [-0.32272, 0.739469, 1.0]], ['2, k, 23', [0.222088, 0.814131, 1.0]], ['2, k, 24', [0.136032, 0.773501, 1.0]]]
[['2, k, 0', [-0.0901864, -0.252748, 1.0]], ['2, k, 1', [-0.0991927, 0.041014, 1.0]], ['2, k, 2', [-0.10754, 0.3263, 1.0]], ['2, k, 3', [-0.102042, 0.456869, 1.0]], ['2, k, 4', [-0.254912, 0.250039, 1.0]], ['2, k, 5', [-0.369749, 0.483204, 1.0]], ['2, k, 6', [-0.42503, 0.691067, 1.0]], ['2, k, 7', [-0.416121, 0.709543, 1.0]], ['2, k, 8', [0.0481279, 0.271806, 1.0]], ['2, k, 9', [0.150911, 0.480987, 1.0]], ['2, k, 10', [0.220589, 0.693845, 1.0]], ['2, k, 11', [0.209979, 0.752376, 1.0]], ['2, k, 12', [-0.163247, -0.25241, 1.0]], ['2, k, 13', [-0.183141, -0.55787, 1.0]], ['2, k, 14', [-0.156178, -0.95069, 1.0]], ['2, k, 15', [-0.15157, -1.0459, 1.0]], ['2, k, 16', [-0.0146429, -0.245843, 1.0]], ['2, k, 17', [0.0421906, -0.517022, 1.0]], ['2, k, 18', [-0.0268346, -0.907916, 1.0]], ['2, k, 19', [-0.0421999, -1.00728, 1.0]], ['2, k, 20', [-0.105585, 0.256164, 1.0]], ['2, k, 21', [-0.408523, 0.74653, 1.0]], ['2, k, 22', [-0.330301, 0.722967, 1.0]], ['2, k, 23', [0.210384, 0.795236, 1.0]], ['2, k, 24', [0.127533, 0.751421, 1.0]]]
[['2, k, 0', [-0.0900844, -0.25311, 1.0]], ['2, k, 1', [-0.0993333, 0.0409339, 1.0]], ['2, k, 2', [-0.108089, 0.326781, 1.0]], ['2, k, 3', [-0.102135, 0.457442, 1.0]], ['2, k, 4', [-0.254707, 0.248727, 1.0]], ['2, k, 5', [-0.370056, 0.469301, 1.0]], ['2, k, 6', [-0.415036, 0.665429, 1.0]], ['2, k, 7', [-0.417631, 0.684328, 1.0]], ['2, k, 8', [0.0495631, 0.271418, 1.0]], ['2, k, 9', [0.153267, 0.474425, 1.0]], ['2, k, 10', [0.225978, 0.679984, 1.0]], ['2, k, 11', [0.211118, 0.731204, 1.0]], ['2, k, 12', [-0.162999, -0.252915, 1.0]], ['2, k, 13', [-0.182257, -0.559152, 1.0]], ['2, k, 14', [-0.156062, -0.951782, 1.0]], ['2, k, 15', [-0.152056, -1.04536, 1.0]], ['2, k, 16', [-0.0146276, -0.246089, 1.0]], ['2, k, 17', [0.041208, -0.517261, 1.0]], ['2, k, 18', [-0.0274948, -0.908466, 1.0]], ['2, k, 19', [-0.0424378, -1.00782, 1.0]], ['2, k, 20', [-0.106006, 0.256448, 1.0]], ['2, k, 21', [-0.413195, 0.725576, 1.0]], ['2, k, 22', [-0.322966, 0.698008, 1.0]], ['2, k, 23', [0.220712, 0.770343, 1.0]], ['2, k, 24', [0.132673, 0.729869, 1.0]]]
[['2, k, 0', [-0.0911828, -0.253991, 1.0]], ['2, k, 1', [-0.100313, 0.0408328, 1.0]], ['2, k, 2', [-0.109144, 0.327664, 1.0]], ['2, k, 3', [-0.10137, 0.457865, 1.0]], ['2, k, 4', [-0.254863, 0.248089, 1.0]], ['2, k, 5', [-0.369893, 0.449644, 1.0]], ['2, k, 6', [-0.422404, 0.647498, 1.0]], ['2, k, 7', [-0.419715, 0.659397, 1.0]], ['2, k, 8', [0.0484728, 0.268138, 1.0]], ['2, k, 9', [0.15427, 0.459299, 1.0]], ['2, k, 10', [0.221311, 0.650547, 1.0]], ['2, k, 11', [0.217388, 0.695873, 1.0]], ['2, k, 12', [-0.164124, -0.253672, 1.0]], ['2, k, 13', [-0.180304, -0.562181, 1.0]], ['2, k, 14', [-0.155775, -0.95532, 1.0]], ['2, k, 15', [-0.151508, -1.04542, 1.0]], ['2, k, 16', [-0.0156658, -0.247083, 1.0]], ['2, k, 17', [0.0406926, -0.518575, 1.0]], ['2, k, 18', [-0.0281258, -0.909804, 1.0]], ['2, k, 19', [-0.0426844, -1.00923, 1.0]], ['2, k, 20', [-0.107039, 0.257034, 1.0]], ['2, k, 21', [-0.412856, 0.694167, 1.0]], ['2, k, 22', [-0.329973, 0.669668, 1.0]], ['2, k, 23', [0.221144, 0.737266, 1.0]], ['2, k, 24', [0.13147, 0.698878, 1.0]]]
[['2, k, 0', [-0.0915193, -0.255444, 1.0]], ['2, k, 1', [-0.100797, 0.0406615, 1.0]], ['2, k, 2', [-0.109825, 0.328934, 1.0]], ['2, k, 3', [-0.101191, 0.459705, 1.0]], ['2, k, 4', [-0.25452, 0.246443, 1.0]], ['2, k, 5', [-0.370775, 0.434961, 1.0]], ['2, k, 6', [-0.42509, 0.6188, 1.0]], ['2, k, 7', [-0.420398, 0.628852, 1.0]], ['2, k, 8', [0.0488122, 0.265145, 1.0]], ['2, k, 9', [0.175878, 0.472602, 1.0]], ['2, k, 10', [0.238367, 0.669744, 1.0]], ['2, k, 11', [0.218666, 0.665886, 1.0]], ['2, k, 12', [-0.164587, -0.255439, 1.0]], ['2, k, 13', [-0.180571, -0.563443, 1.0]], ['2, k, 14', [-0.155611, -0.956989, 1.0]], ['2, k, 15', [-0.149658, -1.04494, 1.0]], ['2, k, 16', [-0.0158923, -0.248224, 1.0]], ['2, k, 17', [0.0395831, -0.520407, 1.0]], ['2, k, 18', [-0.0284041, -0.911166, 1.0]], ['2, k, 19', [-0.0415943, -1.01067, 1.0]], ['2, k, 20', [-0.107667, 0.257887, 1.0]], ['2, k, 21', [-0.412644, 0.660478, 1.0]], ['2, k, 22', [-0.332944, 0.634351, 1.0]], ['2, k, 23', [0.219172, 0.698026, 1.0]], ['2, k, 24', [0.137023, 0.664529, 1.0]]]
[['2, k, 0', [-0.0913273, -0.257557, 1.0]], ['2, k, 1', [-0.100627, 0.0400574, 1.0]], ['2, k, 2', [-0.109516, 0.329543, 1.0]], ['2, k, 3', [-0.100989, 0.460653, 1.0]], ['2, k, 4', [-0.25436, 0.24593, 1.0]], ['2, k, 5', [-0.371438, 0.420387, 1.0]], ['2, k, 6', [-0.418408, 0.582258, 1.0]], ['2, k, 7', [-0.417466, 0.592195, 1.0]], ['2, k, 8', [0.0474371, 0.261768, 1.0]], ['2, k, 9', [0.155905, 0.407283, 1.0]], ['2, k, 10', [0.226145, 0.583328, 1.0]], ['2, k, 11', [0.222975, 0.620294, 1.0]], ['2, k, 12', [-0.164158, -0.257947, 1.0]], ['2, k, 13', [-0.180909, -0.574364, 1.0]], ['2, k, 14', [-0.154657, -0.969006, 1.0]], ['2, k, 15', [-0.149547, -1.04527, 1.0]], ['2, k, 16', [-0.0158725, -0.249927, 1.0]], ['2, k, 17', [0.0372684, -0.523134, 1.0]], ['2, k, 18', [-0.029003, -0.913302, 1.0]], ['2, k, 19', [-0.0417541, -1.01277, 1.0]], ['2, k, 20', [-0.107406, 0.258187, 1.0]], ['2, k, 21', [-0.407122, 0.616726, 1.0]], ['2, k, 22', [-0.326242, 0.600215, 1.0]], ['2, k, 23', [0.233922, 0.649953, 1.0]], ['2, k, 24', [0.157167, 0.629391, 1.0]]]
[['2, k, 0', [-0.0901325, -0.261319, 1.0]], ['2, k, 1', [-0.100293, 0.0391523, 1.0]], ['2, k, 2', [-0.109753, 0.331091, 1.0]], ['2, k, 3', [-0.100578, 0.460965, 1.0]], ['2, k, 4', [-0.255516, 0.237423, 1.0]], ['2, k, 5', [-0.369569, 0.388081, 1.0]], ['2, k, 6', [-0.413847, 0.535166, 1.0]], ['2, k, 7', [-0.418713, 0.544653, 1.0]], ['2, k, 8', [0.0457411, 0.257756, 1.0]], ['2, k, 9', [0.156733, 0.397619, 1.0]], ['2, k, 10', [0.230282, 0.5527, 1.0]], ['2, k, 11', [0.228496, 0.572183, 1.0]], ['2, k, 12', [-0.162677, -0.261941, 1.0]], ['2, k, 13', [-0.181354, -0.576621, 1.0]], ['2, k, 14', [-0.154681, -0.969026, 1.0]], ['2, k, 15', [-0.148688, -1.04721, 1.0]], ['2, k, 16', [-0.0150112, -0.253272, 1.0]], ['2, k, 17', [0.036009, -0.527837, 1.0]], ['2, k, 18', [-0.0288485, -0.917096, 1.0]], ['2, k, 19', [-0.0419998, -1.01636, 1.0]], ['2, k, 20', [-0.107489, 0.259062, 1.0]], ['2, k, 21', [-0.401203, 0.569401, 1.0]], ['2, k, 22', [-0.348813, 0.553441, 1.0]], ['2, k, 23', [0.238369, 0.597766, 1.0]], ['2, k, 24', [0.172369, 0.578146, 1.0]]]
[['2, k, 0', [-0.0898921, -0.264508, 1.0]], ['2, k, 1', [-0.0999892, 0.0391502, 1.0]], ['2, k, 2', [-0.109108, 0.334632, 1.0]], ['2, k, 3', [-0.100119, 0.460891, 1.0]], ['2, k, 4', [-0.256725, 0.232965, 1.0]], ['2, k, 5', [-0.36587, 0.366693, 1.0]], ['2, k, 6', [-0.405246, 0.490708, 1.0]], ['2, k, 7', [-0.418433, 0.496106, 1.0]], ['2, k, 8', [0.0443403, 0.24881, 1.0]], ['2, k, 9', [0.159853, 0.374009, 1.0]], ['2, k, 10', [0.229831, 0.500462, 1.0]], ['2, k, 11', [0.225279, 0.520661, 1.0]], ['2, k, 12', [-0.162524, -0.265797, 1.0]], ['2, k, 13', [-0.189778, -0.579633, 1.0]], ['2, k, 14', [-0.154781, -0.969044, 1.0]], ['2, k, 15', [-0.148986, -1.04666, 1.0]], ['2, k, 16', [-0.0147228, -0.255756, 1.0]], ['2, k, 17', [0.034514, -0.531112, 1.0]], ['2, k, 18', [-0.0291871, -0.920124, 1.0]], ['2, k, 19', [-0.041725, -1.01937, 1.0]], ['2, k, 20', [-0.106969, 0.261472, 1.0]], ['2, k, 21', [-0.401176, 0.514937, 1.0]], ['2, k, 22', [-0.351114, 0.502545, 1.0]], ['2, k, 23', [0.239785, 0.541252, 1.0]], ['2, k, 24', [0.147818, 0.524129, 1.0]]]
[['2, k, 0', [-0.0901827, -0.267533, 1.0]], ['2, k, 1', [-0.100464, 0.0384014, 1.0]], ['2, k, 2', [-0.109836, 0.335536, 1.0]], ['2, k, 3', [-0.100659, 0.454709, 1.0]], ['2, k, 4', [-0.257121, 0.231035, 1.0]], ['2, k, 5', [-0.367459, 0.314797, 1.0]], ['2, k, 6', [-0.395049, 0.423474, 1.0]], ['2, k, 7', [-0.414414, 0.43946, 1.0]], ['2, k, 8', [0.0449101, 0.246495, 1.0]], ['2, k, 9', [0.158183, 0.335194, 1.0]], ['2, k, 10', [0.228647, 0.441967, 1.0]], ['2, k, 11', [0.230019, 0.462026, 1.0]], ['2, k, 12', [-0.162522, -0.268641, 1.0]], ['2, k, 13', [-0.193586, -0.584683, 1.0]], ['2, k, 14', [-0.155718, -0.968432, 1.0]], ['2, k, 15', [-0.1495, -1.04668, 1.0]], ['2, k, 16', [-0.015296, -0.258889, 1.0]], ['2, k, 17', [0.0334515, -0.53468, 1.0]], ['2, k, 18', [-0.030057, -0.923075, 1.0]], ['2, k, 19', [-0.0418292, -1.02218, 1.0]], ['2, k, 20', [-0.107618, 0.262045, 1.0]], ['2, k, 21', [-0.389721, 0.451418, 1.0]], ['2, k, 22', [-0.335979, 0.442166, 1.0]], ['2, k, 23', [0.235151, 0.480473, 1.0]], ['2, k, 24', [0.188213, 0.466024, 1.0]]]
[['2, k, 0', [-0.090056, -0.27161, 1.0]], ['2, k, 1', [-0.100531, 0.0365795, 1.0]], ['2, k, 2', [-0.109984, 0.335353, 1.0]], ['2, k, 3', [-0.101772, 0.451221, 1.0]], ['2, k, 4', [-0.256297, 0.228854, 1.0]], ['2, k, 5', [-0.367115, 0.289029, 1.0]], ['2, k, 6', [-0.395361, 0.369055, 1.0]], ['2, k, 7', [-0.417352, 0.378507, 1.0]], ['2, k, 8', [0.0439212, 0.241662, 1.0]], ['2, k, 9', [0.161303, 0.316707, 1.0]], ['2, k, 10', [0.229726, 0.385599, 1.0]], ['2, k, 11', [0.229355, 0.401266, 1.0]], ['2, k, 12', [-0.162256, -0.2734, 1.0]], ['2, k, 13', [-0.197499, -0.584071, 1.0]], ['2, k, 14', [-0.155672, -0.968528, 1.0]], ['2, k, 15', [-0.150901, -1.0465, 1.0]], ['2, k, 16', [-0.0152832, -0.262256, 1.0]], ['2, k, 17', [-0.00819474, -0.589587, 1.0]], ['2, k, 18', [-0.0429243, -0.957682, 1.0]], ['2, k, 19', [-0.0437606, -1.04166, 1.0]], ['2, k, 20', [-0.10776, 0.26163, 1.0]], ['2, k, 21', [-0.40303, 0.387583, 1.0]], ['2, k, 22', [-0.365652, 0.378661, 1.0]], ['2, k, 23', [0.237396, 0.414394, 1.0]], ['2, k, 24', [0.184014, 0.398048, 1.0]]]
[['2, k, 0', [-0.0912266, -0.27221, 1.0]], ['2, k, 1', [-0.100382, 0.0343985, 1.0]], ['2, k, 2', [-0.108267, 0.331386, 1.0]], ['2, k, 3', [-0.100935, 0.470621, 1.0]], ['2, k, 4', [-0.251543, 0.229747, 1.0]], ['2, k, 5', [-0.358187, 0.259574, 1.0]], ['2, k, 6', [-0.399885, 0.306337, 1.0]], ['2, k, 7', [-0.413908, 0.316756, 1.0]], ['2, k, 8', [0.0396697, 0.244373, 1.0]], ['2, k, 9', [0.19297, 0.278018, 1.0]], ['2, k, 10', [0.214327, 0.311223, 1.0]], ['2, k, 11', [0.232515, 0.334195, 1.0]], ['2, k, 12', [-0.163041, -0.273798, 1.0]], ['2, k, 13', [-0.201436, -0.5921, 1.0]], ['2, k, 14', [-0.155247, -0.969318, 1.0]], ['2, k, 15', [-0.151516, -1.04781, 1.0]], ['2, k, 16', [-0.0168142, -0.263025, 1.0]], ['2, k, 17', [-0.0328198, -0.608663, 1.0]], ['2, k, 18', [-0.0398994, -0.926946, 1.0]], ['2, k, 19', [-0.0327649, -0.973912, 1.0]], ['2, k, 20', [-0.106505, 0.258263, 1.0]], ['2, k, 21', [-0.396604, 0.317604, 1.0]], ['2, k, 22', [-0.369506, 0.312686, 1.0]], ['2, k, 23', [0.215107, 0.333085, 1.0]], ['2, k, 24', [0.191138, 0.328303, 1.0]]]
[['2, k, 0', [-0.100747, -0.299314, 1.0]], ['2, k, 1', [-0.104914, 0.0250434, 1.0]], ['2, k, 2', [-0.112174, 0.32903, 1.0]], ['2, k, 3', [-0.0999387, 0.466718, 1.0]], ['2, k, 4', [-0.244053, 0.215141, 1.0]], ['2, k, 5', [-0.349457, 0.212241, 1.0]], ['2, k, 6', [-0.413765, 0.241066, 1.0]], ['2, k, 7', [-0.410766, 0.253104, 1.0]], ['2, k, 8', [0.0276338, 0.215275, 1.0]], ['2, k, 9', [0.158235, 0.220177, 1.0]], ['2, k, 10', [0.226976, 0.252256, 1.0]], ['2, k, 11', [0.232627, 0.265988, 1.0]], ['2, k, 12', [-0.17401, -0.299826, 1.0]], ['2, k, 13', [-0.20305, -0.59708, 1.0]], ['2, k, 14', [-0.155425, -0.969368, 1.0]], ['2, k, 15', [-0.153769, -1.0468, 1.0]], ['2, k, 16', [-0.0247284, -0.290526, 1.0]], ['2, k, 17', [-0.0354736, -0.634046, 1.0]], ['2, k, 18', [-0.0423668, -0.952289, 1.0]], ['2, k, 19', [-0.0433421, -1.04134, 1.0]], ['2, k, 20', [-0.110058, 0.254611, 1.0]], ['2, k, 21', [-0.399295, 0.245611, 1.0]], ['2, k, 22', [-0.351689, 0.247662, 1.0]], ['2, k, 23', [0.185762, 0.25558, 1.0]], ['2, k, 24', [0.130942, 0.233914, 1.0]]]
[['2, k, 0', [-0.105044, -0.314347, 1.0]], ['2, k, 1', [-0.107446, 0.0203512, 1.0]], ['2, k, 2', [-0.112853, 0.335385, 1.0]], ['2, k, 3', [-0.0989963, 0.455094, 1.0]], ['2, k, 4', [-0.239327, 0.210258, 1.0]], ['2, k, 5', [-0.350657, 0.140456, 1.0]], ['2, k, 6', [-0.399818, 0.206962, 1.0]], ['2, k, 7', [-0.409666, 0.18229, 1.0]], ['2, k, 8', [0.0263037, 0.205485, 1.0]], ['2, k, 9', [0.173252, 0.181742, 1.0]], ['2, k, 10', [0.220191, 0.166784, 1.0]], ['2, k, 11', [0.223414, 0.190267, 1.0]], ['2, k, 12', [-0.178791, -0.31266, 1.0]], ['2, k, 13', [-0.205744, -0.621076, 1.0]], ['2, k, 14', [-0.155895, -0.969432, 1.0]], ['2, k, 15', [-0.148916, -1.04607, 1.0]], ['2, k, 16', [-0.0283911, -0.307698, 1.0]], ['2, k, 17', [-0.0386393, -0.647461, 1.0]], ['2, k, 18', [-0.0419734, -0.966726, 1.0]], ['2, k, 19', [-0.0440783, -1.04127, 1.0]], ['2, k, 20', [-0.111143, 0.257161, 1.0]], ['2, k, 21', [-0.392191, 0.168114, 1.0]], ['2, k, 22', [-0.348296, 0.180211, 1.0]], ['2, k, 23', [0.210787, 0.181066, 1.0]], ['2, k, 24', [0.151621, 0.183827, 1.0]]]
[['2, k, 0', [-0.107349, -0.298899, 1.0]], ['2, k, 1', [-0.108032, 0.0224493, 1.0]], ['2, k, 2', [-0.112006, 0.335411, 1.0]], ['2, k, 3', [-0.0976943, 0.455606, 1.0]], ['2, k, 4', [-0.239518, 0.227149, 1.0]], ['2, k, 5', [-0.353056, 0.177823, 1.0]], ['2, k, 6', [-0.390872, 0.111405, 1.0]], ['2, k, 7', [-0.402308, 0.114722, 1.0]], ['2, k, 8', [0.0272685, 0.209501, 1.0]], ['2, k, 9', [0.168107, 0.181565, 1.0]], ['2, k, 10', [0.20831, 0.119587, 1.0]], ['2, k, 11', [0.235474, 0.116035, 1.0]], ['2, k, 12', [-0.17906, -0.29723, 1.0]], ['2, k, 13', [-0.206392, -0.620808, 1.0]], ['2, k, 14', [-0.155905, -0.96931, 1.0]], ['2, k, 15', [-0.149599, -1.04618, 1.0]], ['2, k, 16', [-0.0327756, -0.291919, 1.0]], ['2, k, 17', [-0.0387538, -0.634623, 1.0]], ['2, k, 18', [-0.0426867, -0.954091, 1.0]], ['2, k, 19', [-0.035935, -1.00105, 1.0]], ['2, k, 20', [-0.110792, 0.257893, 1.0]], ['2, k, 21', [-0.388362, 0.0950096, 1.0]], ['2, k, 22', [-0.32715, 0.109293, 1.0]], ['2, k, 23', [0.266705, 0.104025, 1.0]], ['2, k, 24', [0.191434, 0.108381, 1.0]]]
[['2, k, 0', [-0.108647, -0.286839, 1.0]], ['2, k, 1', [-0.108196, 0.0282069, 1.0]], ['2, k, 2', [-0.110732, 0.337605, 1.0]], ['2, k, 3', [-0.0972797, 0.457518, 1.0]], ['2, k, 4', [-0.240758, 0.229628, 1.0]], ['2, k, 5', [-0.353432, 0.152394, 1.0]], ['2, k, 6', [-0.405785, 0.0470345, 1.0]], ['2, k, 7', [-0.402747, 0.0436018, 1.0]], ['2, k, 8', [0.0314645, 0.232818, 1.0]], ['2, k, 9', [0.136827, 0.140043, 1.0]], ['2, k, 10', [0.247201, 0.0257674, 1.0]], ['2, k, 11', [0.230225, 0.0458872, 1.0]], ['2, k, 12', [-0.18005, -0.285332, 1.0]], ['2, k, 13', [-0.214013, -0.587486, 1.0]], ['2, k, 14', [-0.155498, -0.976229, 1.0]], ['2, k, 15', [-0.148974, -1.04653, 1.0]], ['2, k, 16', [-0.0342814, -0.280078, 1.0]], ['2, k, 17', [-0.0360843, -0.62709, 1.0]], ['2, k, 18', [-0.0492234, -0.947267, 1.0]], ['2, k, 19', [-0.0420805, -0.994221, 1.0]], ['2, k, 20', [-0.109836, 0.26094, 1.0]], ['2, k, 21', [-0.402147, 0.0212377, 1.0]], ['2, k, 22', [-0.321557, 0.0373391, 1.0]], ['2, k, 23', [0.253637, 0.0367227, 1.0]], ['2, k, 24', [0.17721, 0.0375788, 1.0]]]
[['2, k, 0', [-0.109733, -0.286802, 1.0]], ['2, k, 1', [-0.108551, 0.0284537, 1.0]], ['2, k, 2', [-0.110084, 0.337829, 1.0]], ['2, k, 3', [-0.0967111, 0.459481, 1.0]], ['2, k, 4', [-0.240884, 0.229061, 1.0]], ['2, k, 5', [-0.345217, 0.0958477, 1.0]], ['2, k, 6', [-0.410581, -0.00920803, 1.0]], ['2, k, 7', [-0.409682, -0.0197903, 1.0]], ['2, k, 8', [0.0334998, 0.229363, 1.0]], ['2, k, 9', [0.140533, 0.126979, 1.0]], ['2, k, 10', [0.247265, -0.0281153, 1.0]], ['2, k, 11', [0.233354, -0.0209662, 1.0]], ['2, k, 12', [-0.181615, -0.284982, 1.0]], ['2, k, 13', [-0.213887, -0.588194, 1.0]], ['2, k, 14', [-0.152252, -0.985721, 1.0]], ['2, k, 15', [-0.146531, -1.05, 1.0]], ['2, k, 16', [-0.0351201, -0.280337, 1.0]], ['2, k, 17', [-0.0305384, -0.5925, 1.0]], ['2, k, 18', [-0.0482536, -0.969332, 1.0]], ['2, k, 19', [-0.0439093, -1.04254, 1.0]], ['2, k, 20', [-0.109543, 0.261209, 1.0]], ['2, k, 21', [-0.390117, -0.044248, 1.0]], ['2, k, 22', [-0.329328, -0.0247343, 1.0]], ['2, k, 23', [0.238439, -0.0298618, 1.0]], ['2, k, 24', [0.20704, -0.0487582, 1.0]]]
