[['2, k, 0', [-0.111291, -0.277864, 1.0]], ['2, k, 1', [-0.10993, 0.0493148, 1.0]], ['2, k, 2', [-0.107867, 0.367249, 1.0]], ['2, k, 3', [-0.139451, 0.508266, 1.0]], ['2, k, 4', [-0.302565, 0.268557, 1.0]], ['2, k, 5', [-0.377914, -0.0203185, 1.0]], ['2, k, 6', [-0.43668, -0.257554, 1.0]], ['2, k, 7', [-0.434089, -0.2965, 1.0]], ['2, k, 8', [0.0638027, 0.261716, 1.0]], ['2, k, 9', [0.163124, 0.0114435, 1.0]], ['2, k, 10', [0.191248, -0.236901, 1.0]], ['2, k, 11', [0.183321, -0.305328, 1.0]], ['2, k, 12', [-0.193192, -0.271875, 1.0]], ['2, k, 13', [-0.261528, -0.698736, 1.0]], ['2, k, 14', [-0.332775, -1.05597, 1.0]], ['2, k, 15', [-0.352783, -1.1084, 1.0]], ['2, k, 16', [-0.0258815, -0.275173, 1.0]], ['2, k, 17', [0.0618061, -0.62192, 1.0]], ['2, k, 18', [0.115265, -1.02061, 1.0]], ['2, k, 19', [0.136108, -1.09375, 1.0]], ['2, k, 20', [-0.108504, 0.289122, 1.0]], ['2, k, 21', [-0.427959, -0.352187, 1.0]], ['2, k, 22', [-0.366166, -0.319951, 1.0]], ['2, k, 23', [0.183756, -0.36204, 1.0]], ['2, k, 24', [0.12066, -0.325125, 1.0]]]
[['2, k, 0', [-0.107188, -0.27052, 1.0]], ['2, k, 1', [-0.108959, 0.0666079, 1.0]], ['2, k, 2', [-0.109687, 0.393884, 1.0]], ['2, k, 3', [-0.106605, 0.544, 1.0]], ['2, k, 4', [-0.281681, 0.28229, 1.0]], ['2, k, 5', [-0.385489, 0.190576, 1.0]], ['2, k, 6', [-0.441703, 0.149038, 1.0]], ['2, k, 7', [-0.436538, 0.108524, 1.0]], ['2, k, 8', [0.0584217, 0.282259, 1.0]], ['2, k, 9', [0.177386, 0.195439, 1.0]], ['2, k, 10', [0.170239, 0.14124, 1.0]], ['2, k, 11', [0.171198, 0.114756, 1.0]], ['2, k, 12', [-0.188134, -0.26866, 1.0]], ['2, k, 13', [-0.26368, -0.686998, 1.0]], ['2, k, 14', [-0.335454, -1.05415, 1.0]], ['2, k, 15', [-0.355433, -1.10882, 1.0]], ['2, k, 16', [-0.0226917, -0.263969, 1.0]], ['2, k, 17', [0.0636658, -0.65521, 1.0]], ['2, k, 18', [0.111577, -1.02877, 1.0]], ['2, k, 19', [0.136139, -1.09532, 1.0]], ['2, k, 20', [-0.109591, 0.313495, 1.0]], ['2, k, 21', [-0.431675, 0.0921167, 1.0]], ['2, k, 22', [-0.357006, 0.103644, 1.0]], ['2, k, 23', [0.186534, 0.0995344, 1.0]], ['2, k, 24', [0.0956263, 0.107025, 1.0]]]
[['2, k, 0', [-0.107184, -0.2705, 1.0]], ['2, k, 1', [-0.108816, 0.0665962, 1.0]], ['2, k, 2', [-0.109085, 0.393784, 1.0]], ['2, k, 3', [-0.10765, 0.543453, 1.0]], ['2, k, 4', [-0.28197, 0.28288, 1.0]], ['2, k, 5', [-0.389045, 0.194226, 1.0]], ['2, k, 6', [-0.442707, 0.150949, 1.0]], ['2, k, 7', [-0.451001, 0.114654, 1.0]], ['2, k, 8', [0.0584752, 0.281468, 1.0]], ['2, k, 9', [0.150831, 0.207158, 1.0]], ['2, k, 10', [0.0910951, 0.134499, 1.0]], ['2, k, 11', [0.149751, 0.11663, 1.0]], ['2, k, 12', [-0.188105, -0.268528, 1.0]], ['2, k, 13', [-0.26373, -0.686966, 1.0]], ['2, k, 14', [-0.335399, -1.05415, 1.0]], ['2, k, 15', [-0.355474, -1.1088, 1.0]], ['2, k, 16', [-0.0227004, -0.263973, 1.0]], ['2, k, 17', [0.063562, -0.655092, 1.0]], ['2, k, 18', [0.111297, -1.02859, 1.0]], ['2, k, 19', [0.137407, -1.09491, 1.0]], ['2, k, 20', [-0.109131, 0.313422, 1.0]], ['2, k, 21', [-0.447746, 0.102015, 1.0]], ['2, k, 22', [-0.367094, 0.109172, 1.0]], ['2, k, 23', [0.174246, 0.100976, 1.0]], ['2, k, 24', [0.0640634, 0.111929, 1.0]]]
[['2, k, 0', [-0.107346, -0.270665, 1.0]], ['2, k, 1', [-0.108619, 0.0665607, 1.0]], ['2, k, 2', [-0.107879, 0.393864, 1.0]], ['2, k, 3', [-0.108259, 0.543852, 1.0]], ['2, k, 4', [-0.282529, 0.283116, 1.0]], ['2, k, 5', [-0.396462, 0.200513, 1.0]], ['2, k, 6', [-0.45172, 0.143422, 1.0]], ['2, k, 7', [-0.469536, 0.121566, 1.0]], ['2, k, 8', [0.0580384, 0.28041, 1.0]], ['2, k, 9', [0.144672, 0.210113, 1.0]], ['2, k, 10', [0.0815381, 0.130834, 1.0]], ['2, k, 11', [0.132346, 0.118586, 1.0]], ['2, k, 12', [-0.188574, -0.268712, 1.0]], ['2, k, 13', [-0.264135, -0.686917, 1.0]], ['2, k, 14', [-0.335258, -1.05427, 1.0]], ['2, k, 15', [-0.355374, -1.10884, 1.0]], ['2, k, 16', [-0.02276, -0.264098, 1.0]], ['2, k, 17', [0.0638342, -0.65587, 1.0]], ['2, k, 18', [0.111282, -1.02852, 1.0]], ['2, k, 19', [0.137904, -1.09473, 1.0]], ['2, k, 20', [-0.108251, 0.31345, 1.0]], ['2, k, 21', [-0.471197, 0.109161, 1.0]], ['2, k, 22', [-0.378741, 0.116105, 1.0]], ['2, k, 23', [0.156342, 0.104165, 1.0]], ['2, k, 24', [0.0492723, 0.112881, 1.0]]]
[['2, k, 0', [-0.107466, -0.270733, 1.0]], ['2, k, 1', [-0.10843, 0.0665949, 1.0]], ['2, k, 2', [-0.106941, 0.39419, 1.0]], ['2, k, 3', [-0.109549, 0.544003, 1.0]], ['2, k, 4', [-0.283825, 0.285397, 1.0]], ['2, k, 5', [-0.404197, 0.206116, 1.0]], ['2, k, 6', [-0.453157, 0.139416, 1.0]], ['2, k, 7', [-0.490417, 0.128911, 1.0]], ['2, k, 8', [0.0571412, 0.27955, 1.0]], ['2, k, 9', [0.130876, 0.210624, 1.0]], ['2, k, 10', [0.0679543, 0.119675, 1.0]], ['2, k, 11', [0.102155, 0.120071, 1.0]], ['2, k, 12', [-0.188882, -0.268622, 1.0]], ['2, k, 13', [-0.264163, -0.686621, 1.0]], ['2, k, 14', [-0.335107, -1.05412, 1.0]], ['2, k, 15', [-0.354776, -1.10842, 1.0]], ['2, k, 16', [-0.0228936, -0.26431, 1.0]], ['2, k, 17', [0.063669, -0.655803, 1.0]], ['2, k, 18', [0.111172, -1.02803, 1.0]], ['2, k, 19', [0.137509, -1.09455, 1.0]], ['2, k, 20', [-0.107521, 0.313684, 1.0]], ['2, k, 21', [-0.501418, 0.117577, 1.0]], ['2, k, 22', [-0.394209, 0.121218, 1.0]], ['2, k, 23', [0.126011, 0.106171, 1.0]], ['2, k, 24', [0.015921, 0.117912, 1.0]]]
[['2, k, 0', [-0.107479, -0.27063, 1.0]], ['2, k, 1', [-0.107366, 0.0666254, 1.0]], ['2, k, 2', [-0.103247, 0.393985, 1.0]], ['2, k, 3', [-0.111164, 0.543773, 1.0]], ['2, k, 4', [-0.284067, 0.285532, 1.0]], ['2, k, 5', [-0.421436, 0.214735, 1.0]], ['2, k, 6', [-0.467485, 0.134735, 1.0]], ['2, k, 7', [-0.519616, 0.139619, 1.0]], ['2, k, 8', [0.0555471, 0.28009, 1.0]], ['2, k, 9', [0.120313, 0.230271, 1.0]], ['2, k, 10', [0.0757775, 0.120299, 1.0]], ['2, k, 11', [0.0718195, 0.121927, 1.0]], ['2, k, 12', [-0.188725, -0.26837, 1.0]], ['2, k, 13', [-0.264095, -0.68618, 1.0]], ['2, k, 14', [-0.335034, -1.05401, 1.0]], ['2, k, 15', [-0.35478, -1.1084, 1.0]], ['2, k, 16', [-0.0229856, -0.264123, 1.0]], ['2, k, 17', [0.0638431, -0.65581, 1.0]], ['2, k, 18', [0.111203, -1.02817, 1.0]], ['2, k, 19', [0.137407, -1.09461, 1.0]], ['2, k, 20', [-0.104557, 0.313566, 1.0]], ['2, k, 21', [-0.540052, 0.130362, 1.0]], ['2, k, 22', [-0.419285, 0.13102, 1.0]], ['2, k, 23', [0.083821, 0.100522, 1.0]], ['2, k, 24', [-0.00026811, 0.117982, 1.0]]]
[['2, k, 0', [-0.107289, -0.270108, 1.0]], ['2, k, 1', [-0.106299, 0.0668802, 1.0]], ['2, k, 2', [-0.101116, 0.393935, 1.0]], ['2, k, 3', [-0.112931, 0.54318, 1.0]], ['2, k, 4', [-0.28708, 0.291114, 1.0]], ['2, k, 5', [-0.434883, 0.21389, 1.0]], ['2, k, 6', [-0.540205, 0.183027, 1.0]], ['2, k, 7', [-0.563694, 0.150512, 1.0]], ['2, k, 8', [0.0479985, 0.291985, 1.0]], ['2, k, 9', [0.116762, 0.228832, 1.0]], ['2, k, 10', [0.0723135, 0.124294, 1.0]], ['2, k, 11', [0.0289251, 0.121983, 1.0]], ['2, k, 12', [-0.18772, -0.267442, 1.0]], ['2, k, 13', [-0.263625, -0.6876, 1.0]], ['2, k, 14', [-0.334979, -1.05405, 1.0]], ['2, k, 15', [-0.354906, -1.10851, 1.0]], ['2, k, 16', [-0.0230766, -0.263423, 1.0]], ['2, k, 17', [0.064055, -0.656792, 1.0]], ['2, k, 18', [0.111163, -1.02813, 1.0]], ['2, k, 19', [0.137856, -1.09447, 1.0]], ['2, k, 20', [-0.102647, 0.313619, 1.0]], ['2, k, 21', [-0.551198, 0.132377, 1.0]], ['2, k, 22', [-0.466787, 0.141243, 1.0]], ['2, k, 23', [0.0276281, 0.108284, 1.0]], ['2, k, 24', [-0.0197201, 0.112011, 1.0]]]
[['2, k, 0', [-0.107328, -0.266471, 1.0]], ['2, k, 1', [-0.105716, 0.0679429, 1.0]], ['2, k, 2', [-0.100729, 0.393942, 1.0]], ['2, k, 3', [-0.114778, 0.542449, 1.0]], ['2, k, 4', [-0.287057, 0.291047, 1.0]], ['2, k, 5', [-0.446502, 0.221755, 1.0]], ['2, k, 6', [-0.553716, 0.177436, 1.0]], ['2, k, 7', [-0.603633, 0.162759, 1.0]], ['2, k, 8', [0.0456768, 0.293958, 1.0]], ['2, k, 9', [0.114311, 0.228237, 1.0]], ['2, k, 10', [0.0308292, 0.15588, 1.0]], ['2, k, 11', [-0.0253069, 0.123892, 1.0]], ['2, k, 12', [-0.186905, -0.2636, 1.0]], ['2, k, 13', [-0.262854, -0.688774, 1.0]], ['2, k, 14', [-0.334798, -1.05414, 1.0]], ['2, k, 15', [-0.354943, -1.10855, 1.0]], ['2, k, 16', [-0.0243086, -0.258105, 1.0]], ['2, k, 17', [0.0640942, -0.656706, 1.0]], ['2, k, 18', [0.111171, -1.02814, 1.0]], ['2, k, 19', [0.138077, -1.09409, 1.0]], ['2, k, 20', [-0.102219, 0.3138, 1.0]], ['2, k, 21', [-0.616975, 0.153272, 1.0]], ['2, k, 22', [-0.513587, 0.150525, 1.0]], ['2, k, 23', [-0.040906, 0.10977, 1.0]], ['2, k, 24', [-0.0964022, 0.121818, 1.0]]]
[['2, k, 0', [-0.10726, -0.266281, 1.0]], ['2, k, 1', [-0.104558, 0.068394, 1.0]], ['2, k, 2', [-0.0983019, 0.394262, 1.0]], ['2, k, 3', [-0.117711, 0.541371, 1.0]], ['2, k, 4', [-0.286909, 0.29188, 1.0]], ['2, k, 5', [-0.47219, 0.228231, 1.0]], ['2, k, 6', [-0.586784, 0.173984, 1.0]], ['2, k, 7', [-0.642007, 0.176588, 1.0]], ['2, k, 8', [0.0383279, 0.301994, 1.0]], ['2, k, 9', [0.0764109, 0.200824, 1.0]], ['2, k, 10', [-0.0121515, 0.131019, 1.0]], ['2, k, 11', [-0.0881186, 0.124766, 1.0]], ['2, k, 12', [-0.186216, -0.262747, 1.0]], ['2, k, 13', [-0.262516, -0.690266, 1.0]], ['2, k, 14', [-0.334577, -1.05424, 1.0]], ['2, k, 15', [-0.354911, -1.1085, 1.0]], ['2, k, 16', [-0.0243784, -0.258119, 1.0]], ['2, k, 17', [0.0642257, -0.655199, 1.0]], ['2, k, 18', [0.111221, -1.02816, 1.0]], ['2, k, 19', [0.138397, -1.09415, 1.0]], ['2, k, 20', [-0.100073, 0.314193, 1.0]], ['2, k, 21', [-0.665706, 0.168833, 1.0]], ['2, k, 22', [-0.548802, 0.164536, 1.0]], ['2, k, 23', [-0.104675, 0.113437, 1.0]], ['2, k, 24', [-0.161983, 0.126187, 1.0]]]
[['2, k, 0', [-0.108127, -0.265481, 1.0]], ['2, k, 1', [-0.103828, 0.0693074, 1.0]], ['2, k, 2', [-0.0949669, 0.395688, 1.0]], ['2, k, 3', [-0.121219, 0.539992, 1.0]], ['2, k, 4', [-0.28567, 0.30141, 1.0]], ['2, k, 5', [-0.473266, 0.235265, 1.0]], ['2, k, 6', [-0.621522, 0.201654, 1.0]], ['2, k, 7', [-0.676365, 0.190652, 1.0]], ['2, k, 8', [0.0233118, 0.309053, 1.0]], ['2, k, 9', [0.113446, 0.212782, 1.0]], ['2, k, 10', [-0.0117769, 0.156139, 1.0]], ['2, k, 11', [-0.145423, 0.126628, 1.0]], ['2, k, 12', [-0.186892, -0.261028, 1.0]], ['2, k, 13', [-0.262446, -0.691045, 1.0]], ['2, k, 14', [-0.334483, -1.0543, 1.0]], ['2, k, 15', [-0.354874, -1.10866, 1.0]], ['2, k, 16', [-0.0278368, -0.257442, 1.0]], ['2, k, 17', [0.0636974, -0.653858, 1.0]], ['2, k, 18', [0.111019, -1.02797, 1.0]], ['2, k, 19', [0.138209, -1.09427, 1.0]], ['2, k, 20', [-0.0975025, 0.315521, 1.0]], ['2, k, 21', [-0.688177, 0.178165, 1.0]], ['2, k, 22', [-0.583687, 0.175794, 1.0]], ['2, k, 23', [-0.173392, 0.113558, 1.0]], ['2, k, 24', [-0.227548, 0.130282, 1.0]]]
[['2, k, 0', [-0.109433, -0.264777, 1.0]], ['2, k, 1', [-0.104427, 0.06972, 1.0]], ['2, k, 2', [-0.0959006, 0.395898, 1.0]], ['2, k, 3', [-0.127026, 0.537929, 1.0]], ['2, k, 4', [-0.287346, 0.310385, 1.0]], ['2, k, 5', [-0.474631, 0.247504, 1.0]], ['2, k, 6', [-0.637453, 0.21232, 1.0]], ['2, k, 7', [-0.6971, 0.205479, 1.0]], ['2, k, 8', [0.0237205, 0.309773, 1.0]], ['2, k, 9', [0.0560388, 0.207684, 1.0]], ['2, k, 10', [-0.0874044, 0.145292, 1.0]], ['2, k, 11', [-0.208925, 0.128544, 1.0]], ['2, k, 12', [-0.187724, -0.259775, 1.0]], ['2, k, 13', [-0.262215, -0.691623, 1.0]], ['2, k, 14', [-0.334388, -1.05442, 1.0]], ['2, k, 15', [-0.35455, -1.10843, 1.0]], ['2, k, 16', [-0.0326232, -0.257541, 1.0]], ['2, k, 17', [0.0632489, -0.653766, 1.0]], ['2, k, 18', [0.112618, -1.02968, 1.0]], ['2, k, 19', [0.138171, -1.09452, 1.0]], ['2, k, 20', [-0.0982391, 0.315765, 1.0]], ['2, k, 21', [-0.718969, 0.194424, 1.0]], ['2, k, 22', [-0.608215, 0.187961, 1.0]], ['2, k, 23', [-0.246366, 0.115982, 1.0]], ['2, k, 24', [-0.264602, 0.147982, 1.0]]]
[['2, k, 0', [-0.112291, -0.264299, 1.0]], ['2, k, 1', [-0.103828, 0.0712522, 1.0]], ['2, k, 2', [-0.0897134, 0.399874, 1.0]], ['2, k, 3', [-0.130626, 0.537295, 1.0]], ['2, k, 4', [-0.282259, 0.31442, 1.0]], ['2, k, 5', [-0.484566, 0.255932, 1.0]], ['2, k, 6', [-0.682684, 0.215467, 1.0]], ['2, k, 7', [-0.716534, 0.218525, 1.0]], ['2, k, 8', [0.0211042, 0.296321, 1.0]], ['2, k, 9', [-0.062031, 0.197479, 1.0]], ['2, k, 10', [-0.257475, 0.158314, 1.0]], ['2, k, 11', [-0.298135, 0.131127, 1.0]], ['2, k, 12', [-0.188049, -0.258002, 1.0]], ['2, k, 13', [-0.262166, -0.691401, 1.0]], ['2, k, 14', [-0.334383, -1.05443, 1.0]], ['2, k, 15', [-0.354432, -1.10843, 1.0]], ['2, k, 16', [-0.042759, -0.259903, 1.0]], ['2, k, 17', [0.0611567, -0.651248, 1.0]], ['2, k, 18', [0.113436, -1.03046, 1.0]], ['2, k, 19', [0.138188, -1.09454, 1.0]], ['2, k, 20', [-0.093825, 0.319033, 1.0]], ['2, k, 21', [-0.745561, 0.206124, 1.0]], ['2, k, 22', [-0.708716, 0.187832, 1.0]], ['2, k, 23', [-0.327751, 0.118017, 1.0]], ['2, k, 24', [-0.334774, 0.15016, 1.0]]]
[['2, k, 0', [-0.114879, -0.263954, 1.0]], ['2, k, 1', [-0.103705, 0.0729478, 1.0]], ['2, k, 2', [-0.0874887, 0.402711, 1.0]], ['2, k, 3', [-0.136608, 0.539458, 1.0]], ['2, k, 4', [-0.274382, 0.322289, 1.0]], ['2, k, 5', [-0.519388, 0.261492, 1.0]], ['2, k, 6', [-0.709824, 0.230014, 1.0]], ['2, k, 7', [-0.735737, 0.232812, 1.0]], ['2, k, 8', [0.0254156, 0.291687, 1.0]], ['2, k, 9', [-0.0307135, 0.202226, 1.0]], ['2, k, 10', [-0.241275, 0.150141, 1.0]], ['2, k, 11', [-0.353249, 0.137608, 1.0]], ['2, k, 12', [-0.187591, -0.256682, 1.0]], ['2, k, 13', [-0.262751, -0.691005, 1.0]], ['2, k, 14', [-0.334215, -1.05434, 1.0]], ['2, k, 15', [-0.354098, -1.10811, 1.0]], ['2, k, 16', [-0.049202, -0.261526, 1.0]], ['2, k, 17', [0.0595762, -0.651178, 1.0]], ['2, k, 18', [0.114682, -1.03153, 1.0]], ['2, k, 19', [0.138055, -1.09467, 1.0]], ['2, k, 20', [-0.0920022, 0.321652, 1.0]], ['2, k, 21', [-0.777858, 0.216779, 1.0]], ['2, k, 22', [-0.648369, 0.20737, 1.0]], ['2, k, 23', [-0.402505, 0.128174, 1.0]], ['2, k, 24', [-0.398876, 0.170183, 1.0]]]
[['2, k, 0', [-0.116461, -0.264671, 1.0]], ['2, k, 1', [-0.103698, 0.0744353, 1.0]], ['2, k, 2', [-0.0863527, 0.406954, 1.0]], ['2, k, 3', [-0.139762, 0.5456, 1.0]], ['2, k, 4', [-0.25721, 0.33439, 1.0]], ['2, k, 5', [-0.463345, 0.274189, 1.0]], ['2, k, 6', [-0.716241, 0.248489, 1.0]], ['2, k, 7', [-0.750845, 0.245827, 1.0]], ['2, k, 8', [0.0257861, 0.287199, 1.0]], ['2, k, 9', [-0.139303, 0.19216, 1.0]], ['2, k, 10', [-0.305882, 0.148631, 1.0]], ['2, k, 11', [-0.422822, 0.143651, 1.0]], ['2, k, 12', [-0.185942, -0.256996, 1.0]], ['2, k, 13', [-0.263114, -0.690218, 1.0]], ['2, k, 14', [-0.334204, -1.05431, 1.0]], ['2, k, 15', [-0.35412, -1.10796, 1.0]], ['2, k, 16', [-0.0537707, -0.264497, 1.0]], ['2, k, 17', [0.0584486, -0.651902, 1.0]], ['2, k, 18', [0.115876, -1.03285, 1.0]], ['2, k, 19', [0.137959, -1.09479, 1.0]], ['2, k, 20', [-0.0910536, 0.325149, 1.0]], ['2, k, 21', [-0.781075, 0.228985, 1.0]], ['2, k, 22', [-0.73395, 0.213563, 1.0]], ['2, k, 23', [-0.482878, 0.13494, 1.0]], ['2, k, 24', [-0.456536, 0.179977, 1.0]]]
[['2, k, 0', [-0.118247, -0.265831, 1.0]], ['2, k, 1', [-0.10408, 0.0758567, 1.0]], ['2, k, 2', [-0.0861375, 0.411153, 1.0]], ['2, k, 3', [-0.142373, 0.551853, 1.0]], ['2, k, 4', [-0.24158, 0.342356, 1.0]], ['2, k, 5', [-0.493547, 0.284753, 1.0]], ['2, k, 6', [-0.701777, 0.253645, 1.0]], ['2, k, 7', [-0.72766, 0.265689, 1.0]], ['2, k, 8', [0.0215892, 0.283299, 1.0]], ['2, k, 9', [-0.118644, 0.212473, 1.0]], ['2, k, 10', [-0.355846, 0.164565, 1.0]], ['2, k, 11', [-0.453482, 0.154951, 1.0]], ['2, k, 12', [-0.182924, -0.257381, 1.0]], ['2, k, 13', [-0.263826, -0.691054, 1.0]], ['2, k, 14', [-0.333927, -1.054, 1.0]], ['2, k, 15', [-0.354146, -1.10794, 1.0]], ['2, k, 16', [-0.0609127, -0.268783, 1.0]], ['2, k, 17', [0.0567628, -0.655676, 1.0]], ['2, k, 18', [0.116156, -1.03357, 1.0]], ['2, k, 19', [0.137987, -1.09496, 1.0]], ['2, k, 20', [-0.0909121, 0.328607, 1.0]], ['2, k, 21', [-0.776919, 0.252763, 1.0]], ['2, k, 22', [-0.759984, 0.229619, 1.0]], ['2, k, 23', [-0.515422, 0.155535, 1.0]], ['2, k, 24', [-0.498875, 0.173099, 1.0]]]
[['2, k, 0', [-0.120933, -0.277597, 1.0]], ['2, k, 1', [-0.104466, 0.075738, 1.0]], ['2, k, 2', [-0.0864882, 0.421115, 1.0]], ['2, k, 3', [-0.148043, 0.5633, 1.0]], ['2, k, 4', [-0.227703, 0.34821, 1.0]], ['2, k, 5', [-0.507341, 0.298352, 1.0]], ['2, k, 6', [-0.715774, 0.270044, 1.0]], ['2, k, 7', [-0.716802, 0.283586, 1.0]], ['2, k, 8', [0.00486712, 0.27927, 1.0]], ['2, k, 9', [-0.203497, 0.199641, 1.0]], ['2, k, 10', [-0.411746, 0.170634, 1.0]], ['2, k, 11', [-0.513984, 0.166466, 1.0]], ['2, k, 12', [-0.176767, -0.268802, 1.0]], ['2, k, 13', [-0.263671, -0.691415, 1.0]], ['2, k, 14', [-0.333739, -1.05387, 1.0]], ['2, k, 15', [-0.353743, -1.10731, 1.0]], ['2, k, 16', [-0.0667124, -0.279315, 1.0]], ['2, k, 17', [0.0563786, -0.661545, 1.0]], ['2, k, 18', [0.117003, -1.03572, 1.0]], ['2, k, 19', [0.137415, -1.09505, 1.0]], ['2, k, 20', [-0.0911779, 0.335106, 1.0]], ['2, k, 21', [-0.75193, 0.28603, 1.0]], ['2, k, 22', [-0.70109, 0.256072, 1.0]], ['2, k, 23', [-0.579673, 0.169132, 1.0]], ['2, k, 24', [-0.558119, 0.178696, 1.0]]]
[['2, k, 0', [-0.120367, -0.279505, 1.0]], ['2, k, 1', [-0.104894, 0.0768441, 1.0]], ['2, k, 2', [-0.0893644, 0.427215, 1.0]], ['2, k, 3', [-0.15089, 0.571813, 1.0]], ['2, k, 4', [-0.227703, 0.350231, 1.0]], ['2, k, 5', [-0.507557, 0.299804, 1.0]], ['2, k, 6', [-0.706826, 0.295116, 1.0]], ['2, k, 7', [-0.696909, 0.303703, 1.0]], ['2, k, 8', [-0.00768372, 0.277338, 1.0]], ['2, k, 9', [-0.220501, 0.206007, 1.0]], ['2, k, 10', [-0.50222, 0.179991, 1.0]], ['2, k, 11', [-0.59816, 0.179359, 1.0]], ['2, k, 12', [-0.170876, -0.271444, 1.0]], ['2, k, 13', [-0.263699, -0.692606, 1.0]], ['2, k, 14', [-0.333554, -1.05389, 1.0]], ['2, k, 15', [-0.353765, -1.107, 1.0]], ['2, k, 16', [-0.0679432, -0.281309, 1.0]], ['2, k, 17', [0.0550189, -0.672415, 1.0]], ['2, k, 18', [0.117535, -1.03747, 1.0]], ['2, k, 19', [0.136778, -1.09612, 1.0]], ['2, k, 20', [-0.0933142, 0.340262, 1.0]], ['2, k, 21', [-0.730223, 0.303543, 1.0]], ['2, k, 22', [-0.683661, 0.278444, 1.0]], ['2, k, 23', [-0.665549, 0.18011, 1.0]], ['2, k, 24', [-0.621042, 0.193611, 1.0]]]
[['2, k, 0', [-0.12161, -0.279833, 1.0]], ['2, k, 1', [-0.108014, 0.0791589, 1.0]], ['2, k, 2', [-0.0938876, 0.431619, 1.0]], ['2, k, 3', [-0.151049, 0.57931, 1.0]], ['2, k, 4', [-0.229636, 0.35264, 1.0]], ['2, k, 5', [-0.509854, 0.302375, 1.0]], ['2, k, 6', [-0.672066, 0.318026, 1.0]], ['2, k, 7', [-0.680464, 0.330347, 1.0]], ['2, k, 8', [-0.0173175, 0.278448, 1.0]], ['2, k, 9', [-0.288605, 0.218235, 1.0]], ['2, k, 10', [-0.536692, 0.194835, 1.0]], ['2, k, 11', [-0.638857, 0.195217, 1.0]], ['2, k, 12', [-0.171754, -0.273669, 1.0]], ['2, k, 13', [-0.263678, -0.693265, 1.0]], ['2, k, 14', [-0.333419, -1.0539, 1.0]], ['2, k, 15', [-0.353287, -1.10603, 1.0]], ['2, k, 16', [-0.0740656, -0.280018, 1.0]], ['2, k, 17', [0.0544035, -0.67459, 1.0]], ['2, k, 18', [0.118191, -1.03918, 1.0]], ['2, k, 19', [0.136412, -1.09618, 1.0]], ['2, k, 20', [-0.0975778, 0.34454, 1.0]], ['2, k, 21', [-0.696562, 0.335549, 1.0]], ['2, k, 22', [-0.676195, 0.312986, 1.0]], ['2, k, 23', [-0.713384, 0.197671, 1.0]], ['2, k, 24', [-0.679327, 0.230557, 1.0]]]
[['2, k, 0', [-0.122111, -0.280162, 1.0]], ['2, k, 1', [-0.110848, 0.0813507, 1.0]], ['2, k, 2', [-0.100253, 0.436643, 1.0]], ['2, k, 3', [-0.147222, 0.589045, 1.0]], ['2, k, 4', [-0.234275, 0.356734, 1.0]], ['2, k, 5', [-0.514835, 0.306484, 1.0]], ['2, k, 6', [-0.674671, 0.318597, 1.0]], ['2, k, 7', [-0.737382, 0.336493, 1.0]], ['2, k, 8', [-0.0339712, 0.27985, 1.0]], ['2, k, 9', [-0.312746, 0.220536, 1.0]], ['2, k, 10', [-0.567373, 0.207053, 1.0]], ['2, k, 11', [-0.647165, 0.209131, 1.0]], ['2, k, 12', [-0.167397, -0.279223, 1.0]], ['2, k, 13', [-0.262948, -0.693583, 1.0]], ['2, k, 14', [-0.33331, -1.05397, 1.0]], ['2, k, 15', [-0.353359, -1.106, 1.0]], ['2, k, 16', [-0.0774128, -0.27612, 1.0]], ['2, k, 17', [0.0531247, -0.675913, 1.0]], ['2, k, 18', [0.118264, -1.04004, 1.0]], ['2, k, 19', [0.136018, -1.09713, 1.0]], ['2, k, 20', [-0.102931, 0.348984, 1.0]], ['2, k, 21', [-0.753305, 0.341695, 1.0]], ['2, k, 22', [-0.732718, 0.319133, 1.0]], ['2, k, 23', [-0.718183, 0.212343, 1.0]], ['2, k, 24', [-0.699461, 0.243654, 1.0]]]
