[['2, k, 0', [0.0341117, -0.374492, 1.0]], ['2, k, 1', [0.0123335, -0.0688014, 1.0]], ['2, k, 2', [-0.00896193, 0.229575, 1.0]], ['2, k, 3', [-0.0236283, 0.380094, 1.0]], ['2, k, 4', [-0.155057, 0.135737, 1.0]], ['2, k, 5', [-0.258873, 0.0107838, 1.0]], ['2, k, 6', [-0.320923, -0.0209308, 1.0]], ['2, k, 7', [-0.324942, -0.019311, 1.0]], ['2, k, 8', [0.145081, 0.134985, 1.0]], ['2, k, 9', [0.273922, 0.0158663, 1.0]], ['2, k, 10', [0.365812, 0.0196013, 1.0]], ['2, k, 11', [0.357989, -0.00429315, 1.0]], ['2, k, 12', [-0.0348146, -0.369139, 1.0]], ['2, k, 13', [-0.0570803, -0.803969, 1.0]], ['2, k, 14', [-0.0595025, -1.14779, 1.0]], ['2, k, 15', [-0.0907593, -1.20996, 1.0]], ['2, k, 16', [0.102094, -0.369481, 1.0]], ['2, k, 17', [0.142601, -0.79797, 1.0]], ['2, k, 18', [0.142714, -1.16049, 1.0]], ['2, k, 19', [0.180786, -1.21094, 1.0]], ['2, k, 20', [-0.00370213, 0.155976, 1.0]], ['2, k, 21', [-0.33671, -0.0312927, 1.0]], ['2, k, 22', [-0.359127, -0.00846108, 1.0]], ['2, k, 23', [0.37258, -0.00843086, 1.0]], ['2, k, 24', [0.374587, 0.0122613, 1.0]]]
[['2, k, 0', [0.0746074, -0.376315, 1.0]], ['2, k, 1', [0.0651294, -0.0720251, 1.0]], ['2, k, 2', [0.0554872, 0.225946, 1.0]], ['2, k, 3', [0.0483392, 0.371867, 1.0]], ['2, k, 4', [-0.0932813, 0.132713, 1.0]], ['2, k, 5', [-0.203871, 0.0256237, 1.0]], ['2, k, 6', [-0.237381, -0.00434074, 1.0]], ['2, k, 7', [-0.273952, -0.0336, 1.0]], ['2, k, 8', [0.214735, 0.131184, 1.0]], ['2, k, 9', [0.336456, 0.0350819, 1.0]], ['2, k, 10', [0.384501, 0.00938849, 1.0]], ['2, k, 11', [0.406699, -0.0152222, 1.0]], ['2, k, 12', [0.00570153, -0.37476, 1.0]], ['2, k, 13', [-0.0363683, -0.809752, 1.0]], ['2, k, 14', [-0.0650069, -1.15941, 1.0]], ['2, k, 15', [-0.0872945, -1.20653, 1.0]], ['2, k, 16', [0.141468, -0.36782, 1.0]], ['2, k, 17', [0.167645, -0.783178, 1.0]], ['2, k, 18', [0.152216, -1.15575, 1.0]], ['2, k, 19', [0.18685, -1.21384, 1.0]], ['2, k, 20', [0.0579314, 0.152363, 1.0]], ['2, k, 21', [-0.279916, -0.0418061, 1.0]], ['2, k, 22', [-0.200807, -0.0362113, 1.0]], ['2, k, 23', [0.440156, -0.0183749, 1.0]], ['2, k, 24', [0.344612, -0.0242585, 1.0]]]
[['2, k, 0', [0.0742573, -0.373338, 1.0]], ['2, k, 1', [0.0647266, -0.069714, 1.0]], ['2, k, 2', [0.0549943, 0.228003, 1.0]], ['2, k, 3', [0.0477986, 0.374883, 1.0]], ['2, k, 4', [-0.0938726, 0.133985, 1.0]], ['2, k, 5', [-0.20286, 0.0288094, 1.0]], ['2, k, 6', [-0.237155, -0.00355772, 1.0]], ['2, k, 7', [-0.272591, -0.0264364, 1.0]], ['2, k, 8', [0.214427, 0.134487, 1.0]], ['2, k, 9', [0.336103, 0.0415135, 1.0]], ['2, k, 10', [0.378904, 0.0198166, 1.0]], ['2, k, 11', [0.40638, -0.00550927, 1.0]], ['2, k, 12', [0.00577546, -0.372156, 1.0]], ['2, k, 13', [-0.0364961, -0.809456, 1.0]], ['2, k, 14', [-0.0652235, -1.16001, 1.0]], ['2, k, 15', [-0.0884915, -1.21252, 1.0]], ['2, k, 16', [0.140667, -0.364534, 1.0]], ['2, k, 17', [0.167503, -0.780618, 1.0]], ['2, k, 18', [0.152421, -1.15545, 1.0]], ['2, k, 19', [0.187025, -1.21372, 1.0]], ['2, k, 20', [0.0574703, 0.154439, 1.0]], ['2, k, 21', [-0.290951, -0.0323016, 1.0]], ['2, k, 22', [-0.203404, -0.0298994, 1.0]], ['2, k, 23', [0.437135, -0.00919805, 1.0]], ['2, k, 24', [0.342744, -0.0138901, 1.0]]]
[['2, k, 0', [0.0734922, -0.371484, 1.0]], ['2, k, 1', [0.0641124, -0.0680835, 1.0]], ['2, k, 2', [0.0545013, 0.229325, 1.0]], ['2, k, 3', [0.0470175, 0.377863, 1.0]], ['2, k, 4', [-0.0952204, 0.137439, 1.0]], ['2, k, 5', [-0.198771, 0.0371274, 1.0]], ['2, k, 6', [-0.235856, 0.000394264, 1.0]], ['2, k, 7', [-0.272967, -0.0214253, 1.0]], ['2, k, 8', [0.213655, 0.136826, 1.0]], ['2, k, 9', [0.335481, 0.0471795, 1.0]], ['2, k, 10', [0.378797, 0.0211236, 1.0]], ['2, k, 11', [0.406741, 0.00157192, 1.0]], ['2, k, 12', [0.00520867, -0.370138, 1.0]], ['2, k, 13', [-0.0363498, -0.80825, 1.0]], ['2, k, 14', [-0.0659236, -1.16165, 1.0]], ['2, k, 15', [-0.0865421, -1.21117, 1.0]], ['2, k, 16', [0.139755, -0.362907, 1.0]], ['2, k, 17', [0.167501, -0.777052, 1.0]], ['2, k, 18', [0.150702, -1.15111, 1.0]], ['2, k, 19', [0.184334, -1.20649, 1.0]], ['2, k, 20', [0.0569519, 0.155834, 1.0]], ['2, k, 21', [-0.292989, -0.0299012, 1.0]], ['2, k, 22', [-0.201428, -0.0251596, 1.0]], ['2, k, 23', [0.432927, -0.00356863, 1.0]], ['2, k, 24', [0.342709, -0.00702408, 1.0]]]
[['2, k, 0', [0.0730809, -0.370454, 1.0]], ['2, k, 1', [0.063338, -0.0666892, 1.0]], ['2, k, 2', [0.0529838, 0.231555, 1.0]], ['2, k, 3', [0.0462401, 0.379562, 1.0]], ['2, k, 4', [-0.0961049, 0.138133, 1.0]], ['2, k, 5', [-0.203042, 0.040752, 1.0]], ['2, k, 6', [-0.242264, 0.00426942, 1.0]], ['2, k, 7', [-0.276581, -0.0189442, 1.0]], ['2, k, 8', [0.212777, 0.138457, 1.0]], ['2, k, 9', [0.335198, 0.0512213, 1.0]], ['2, k, 10', [0.378666, 0.0227989, 1.0]], ['2, k, 11', [0.408047, 0.00527839, 1.0]], ['2, k, 12', [0.00490235, -0.369091, 1.0]], ['2, k, 13', [-0.0362482, -0.808232, 1.0]], ['2, k, 14', [-0.0652215, -1.16083, 1.0]], ['2, k, 15', [-0.0873093, -1.21213, 1.0]], ['2, k, 16', [0.139264, -0.361934, 1.0]], ['2, k, 17', [0.166556, -0.780149, 1.0]], ['2, k, 18', [0.151445, -1.15264, 1.0]], ['2, k, 19', [0.180564, -1.21138, 1.0]], ['2, k, 20', [0.0556659, 0.157815, 1.0]], ['2, k, 21', [-0.290611, -0.0247609, 1.0]], ['2, k, 22', [-0.211115, -0.0236925, 1.0]], ['2, k, 23', [0.43892, 0.00227483, 1.0]], ['2, k, 24', [0.348003, -0.00273478, 1.0]]]
[['2, k, 0', [0.0728749, -0.369097, 1.0]], ['2, k, 1', [0.0623145, -0.0654478, 1.0]], ['2, k, 2', [0.0505073, 0.23313, 1.0]], ['2, k, 3', [0.0457041, 0.380277, 1.0]], ['2, k, 4', [-0.0969777, 0.139119, 1.0]], ['2, k, 5', [-0.204466, 0.0419578, 1.0]], ['2, k, 6', [-0.205965, 0.00680014, 1.0]], ['2, k, 7', [-0.274384, -0.0181616, 1.0]], ['2, k, 8', [0.212088, 0.140623, 1.0]], ['2, k, 9', [0.334684, 0.0538697, 1.0]], ['2, k, 10', [0.378436, 0.0243764, 1.0]], ['2, k, 11', [0.409151, 0.00744802, 1.0]], ['2, k, 12', [0.00479724, -0.367743, 1.0]], ['2, k, 13', [-0.0360837, -0.807901, 1.0]], ['2, k, 14', [-0.0657251, -1.15917, 1.0]], ['2, k, 15', [-0.086406, -1.20978, 1.0]], ['2, k, 16', [0.138975, -0.360611, 1.0]], ['2, k, 17', [0.1667, -0.782591, 1.0]], ['2, k, 18', [0.151413, -1.15258, 1.0]], ['2, k, 19', [0.17993, -1.21132, 1.0]], ['2, k, 20', [0.0536467, 0.159306, 1.0]], ['2, k, 21', [-0.291171, -0.0254218, 1.0]], ['2, k, 22', [-0.203311, -0.0219207, 1.0]], ['2, k, 23', [0.4379, 0.00495083, 1.0]], ['2, k, 24', [0.347233, -0.00235382, 1.0]]]
[['2, k, 0', [0.0726026, -0.368142, 1.0]], ['2, k, 1', [0.0614708, -0.0644246, 1.0]], ['2, k, 2', [0.0493216, 0.23404, 1.0]], ['2, k, 3', [0.044304, 0.381727, 1.0]], ['2, k, 4', [-0.097826, 0.140269, 1.0]], ['2, k, 5', [-0.205353, 0.0426476, 1.0]], ['2, k, 6', [-0.250067, 0.00913118, 1.0]], ['2, k, 7', [-0.280287, -0.0191605, 1.0]], ['2, k, 8', [0.210996, 0.143165, 1.0]], ['2, k, 9', [0.334585, 0.054916, 1.0]], ['2, k, 10', [0.385138, 0.0295746, 1.0]], ['2, k, 11', [0.409811, 0.00669268, 1.0]], ['2, k, 12', [0.00453773, -0.366739, 1.0]], ['2, k, 13', [-0.03593, -0.807841, 1.0]], ['2, k, 14', [-0.0659932, -1.16174, 1.0]], ['2, k, 15', [-0.0871722, -1.21067, 1.0]], ['2, k, 16', [0.138706, -0.359728, 1.0]], ['2, k, 17', [0.16647, -0.784049, 1.0]], ['2, k, 18', [0.15255, -1.15311, 1.0]], ['2, k, 19', [0.181828, -1.21011, 1.0]], ['2, k, 20', [0.0525376, 0.160247, 1.0]], ['2, k, 21', [-0.292464, -0.0264738, 1.0]], ['2, k, 22', [-0.216574, -0.0242801, 1.0]], ['2, k, 23', [0.433636, 0.00237469, 1.0]], ['2, k, 24', [0.348274, -0.00355369, 1.0]]]
[['2, k, 0', [0.0727027, -0.367623, 1.0]], ['2, k, 1', [0.0611688, -0.0637445, 1.0]], ['2, k, 2', [0.0489544, 0.234505, 1.0]], ['2, k, 3', [0.0426505, 0.382772, 1.0]], ['2, k, 4', [-0.0984993, 0.140948, 1.0]], ['2, k, 5', [-0.206271, 0.0430382, 1.0]], ['2, k, 6', [-0.247334, 0.00841716, 1.0]], ['2, k, 7', [-0.274652, -0.0215878, 1.0]], ['2, k, 8', [0.209824, 0.144025, 1.0]], ['2, k, 9', [0.334305, 0.055551, 1.0]], ['2, k, 10', [0.374703, 0.0272039, 1.0]], ['2, k, 11', [0.406217, 0.00366818, 1.0]], ['2, k, 12', [0.00464094, -0.366437, 1.0]], ['2, k, 13', [-0.0352799, -0.808532, 1.0]], ['2, k, 14', [-0.0648788, -1.16281, 1.0]], ['2, k, 15', [-0.0877368, -1.2131, 1.0]], ['2, k, 16', [0.138806, -0.359021, 1.0]], ['2, k, 17', [0.165844, -0.783812, 1.0]], ['2, k, 18', [0.152514, -1.15251, 1.0]], ['2, k, 19', [0.181214, -1.21006, 1.0]], ['2, k, 20', [0.0521571, 0.160778, 1.0]], ['2, k, 21', [-0.290545, -0.0289034, 1.0]], ['2, k, 22', [-0.208193, -0.0267175, 1.0]], ['2, k, 23', [0.438073, -0.000977199, 1.0]], ['2, k, 24', [0.345324, -0.00821212, 1.0]]]
[['2, k, 0', [0.0727411, -0.367972, 1.0]], ['2, k, 1', [0.0606381, -0.0636016, 1.0]], ['2, k, 2', [0.0474439, 0.235098, 1.0]], ['2, k, 3', [0.0408572, 0.38401, 1.0]], ['2, k, 4', [-0.0993204, 0.140894, 1.0]], ['2, k, 5', [-0.205933, 0.0424445, 1.0]], ['2, k, 6', [-0.24622, 0.00518542, 1.0]], ['2, k, 7', [-0.275582, -0.0247536, 1.0]], ['2, k, 8', [0.209777, 0.141555, 1.0]], ['2, k, 9', [0.334058, 0.0554715, 1.0]], ['2, k, 10', [0.374961, 0.0266628, 1.0]], ['2, k, 11', [0.407927, 0.000147348, 1.0]], ['2, k, 12', [0.0046327, -0.366758, 1.0]], ['2, k, 13', [-0.0348254, -0.809835, 1.0]], ['2, k, 14', [-0.0654115, -1.1619, 1.0]], ['2, k, 15', [-0.0877163, -1.21062, 1.0]], ['2, k, 16', [0.138868, -0.359339, 1.0]], ['2, k, 17', [0.165513, -0.791142, 1.0]], ['2, k, 18', [0.152622, -1.15198, 1.0]], ['2, k, 19', [0.181692, -1.20936, 1.0]], ['2, k, 20', [0.0509402, 0.161246, 1.0]], ['2, k, 21', [-0.287441, -0.0312143, 1.0]], ['2, k, 22', [-0.207211, -0.0283073, 1.0]], ['2, k, 23', [0.435896, -0.00504863, 1.0]], ['2, k, 24', [0.345268, -0.00865349, 1.0]]]
[['2, k, 0', [0.0726134, -0.368034, 1.0]], ['2, k, 1', [0.0602025, -0.063325, 1.0]], ['2, k, 2', [0.0469477, 0.235444, 1.0]], ['2, k, 3', [0.0395067, 0.384553, 1.0]], ['2, k, 4', [-0.100568, 0.140899, 1.0]], ['2, k, 5', [-0.206956, 0.0423, 1.0]], ['2, k, 6', [-0.249385, 0.00357608, 1.0]], ['2, k, 7', [-0.275007, -0.0268461, 1.0]], ['2, k, 8', [0.208602, 0.141951, 1.0]], ['2, k, 9', [0.332362, 0.0547924, 1.0]], ['2, k, 10', [0.384572, 0.0244923, 1.0]], ['2, k, 11', [0.409217, -0.00375773, 1.0]], ['2, k, 12', [0.00450905, -0.366836, 1.0]], ['2, k, 13', [-0.0349899, -0.811025, 1.0]], ['2, k, 14', [-0.0654166, -1.16196, 1.0]], ['2, k, 15', [-0.0881524, -1.21017, 1.0]], ['2, k, 16', [0.138755, -0.359375, 1.0]], ['2, k, 17', [0.165173, -0.79258, 1.0]], ['2, k, 18', [0.15315, -1.15784, 1.0]], ['2, k, 19', [0.181397, -1.21616, 1.0]], ['2, k, 20', [0.050433, 0.161596, 1.0]], ['2, k, 21', [-0.288978, -0.0334709, 1.0]], ['2, k, 22', [-0.206179, -0.0296803, 1.0]], ['2, k, 23', [0.435872, -0.00931574, 1.0]], ['2, k, 24', [0.348356, -0.0121981, 1.0]]]
[['2, k, 0', [0.0723765, -0.367966, 1.0]], ['2, k, 1', [0.0597486, -0.0632763, 1.0]], ['2, k, 2', [0.0464771, 0.235367, 1.0]], ['2, k, 3', [0.0377428, 0.38442, 1.0]], ['2, k, 4', [-0.100862, 0.14111, 1.0]], ['2, k, 5', [-0.207854, 0.0416995, 1.0]], ['2, k, 6', [-0.249612, 0.00290178, 1.0]], ['2, k, 7', [-0.276163, -0.0308193, 1.0]], ['2, k, 8', [0.207038, 0.142791, 1.0]], ['2, k, 9', [0.331708, 0.054239, 1.0]], ['2, k, 10', [0.375588, 0.0187627, 1.0]], ['2, k, 11', [0.406154, -0.00784174, 1.0]], ['2, k, 12', [0.00407719, -0.366823, 1.0]], ['2, k, 13', [-0.0349017, -0.812074, 1.0]], ['2, k, 14', [-0.0655797, -1.16254, 1.0]], ['2, k, 15', [-0.0894198, -1.21267, 1.0]], ['2, k, 16', [0.13868, -0.359276, 1.0]], ['2, k, 17', [0.165165, -0.792696, 1.0]], ['2, k, 18', [0.152917, -1.1568, 1.0]], ['2, k, 19', [0.18228, -1.21175, 1.0]], ['2, k, 20', [0.0499495, 0.16156, 1.0]], ['2, k, 21', [-0.291452, -0.0363179, 1.0]], ['2, k, 22', [-0.205322, -0.0351669, 1.0]], ['2, k, 23', [0.429505, -0.0124654, 1.0]], ['2, k, 24', [0.345776, -0.0124215, 1.0]]]
[['2, k, 0', [0.0720887, -0.36792, 1.0]], ['2, k, 1', [0.0589762, -0.0629495, 1.0]], ['2, k, 2', [0.0453024, 0.235836, 1.0]], ['2, k, 3', [0.036593, 0.384372, 1.0]], ['2, k, 4', [-0.101081, 0.14122, 1.0]], ['2, k, 5', [-0.20692, 0.0407126, 1.0]], ['2, k, 6', [-0.269865, 0.0122422, 1.0]], ['2, k, 7', [-0.280295, -0.0353601, 1.0]], ['2, k, 8', [0.205512, 0.143708, 1.0]], ['2, k, 9', [0.330246, 0.0533632, 1.0]], ['2, k, 10', [0.378283, 0.0145604, 1.0]], ['2, k, 11', [0.406524, -0.0121397, 1.0]], ['2, k, 12', [0.0037656, -0.366708, 1.0]], ['2, k, 13', [-0.0351142, -0.813034, 1.0]], ['2, k, 14', [-0.065297, -1.16274, 1.0]], ['2, k, 15', [-0.0903616, -1.21401, 1.0]], ['2, k, 16', [0.13844, -0.359297, 1.0]], ['2, k, 17', [0.165218, -0.792916, 1.0]], ['2, k, 18', [0.153417, -1.15783, 1.0]], ['2, k, 19', [0.182196, -1.21231, 1.0]], ['2, k, 20', [0.0488509, 0.162013, 1.0]], ['2, k, 21', [-0.277081, -0.0420405, 1.0]], ['2, k, 22', [-0.214259, -0.0391313, 1.0]], ['2, k, 23', [0.43249, -0.0181686, 1.0]], ['2, k, 24', [0.346061, -0.0192366, 1.0]]]
[['2, k, 0', [0.0715765, -0.368044, 1.0]], ['2, k, 1', [0.057624, -0.0630375, 1.0]], ['2, k, 2', [0.0430157, 0.235612, 1.0]], ['2, k, 3', [0.0351697, 0.383863, 1.0]], ['2, k, 4', [-0.101941, 0.140943, 1.0]], ['2, k, 5', [-0.207301, 0.0392908, 1.0]], ['2, k, 6', [-0.248714, -0.00601503, 1.0]], ['2, k, 7', [-0.277942, -0.0399364, 1.0]], ['2, k, 8', [0.204178, 0.143793, 1.0]], ['2, k, 9', [0.329489, 0.0513283, 1.0]], ['2, k, 10', [0.357886, 0.00935746, 1.0]], ['2, k, 11', [0.395894, -0.0184812, 1.0]], ['2, k, 12', [0.00317652, -0.366883, 1.0]], ['2, k, 13', [-0.0349237, -0.812511, 1.0]], ['2, k, 14', [-0.0654744, -1.16215, 1.0]], ['2, k, 15', [-0.0905183, -1.21382, 1.0]], ['2, k, 16', [0.138032, -0.359361, 1.0]], ['2, k, 17', [0.165565, -0.791714, 1.0]], ['2, k, 18', [0.153795, -1.15787, 1.0]], ['2, k, 19', [0.182432, -1.21203, 1.0]], ['2, k, 20', [0.0467914, 0.161847, 1.0]], ['2, k, 21', [-0.288226, -0.0451461, 1.0]], ['2, k, 22', [-0.211103, -0.0458173, 1.0]], ['2, k, 23', [0.421363, -0.0213462, 1.0]], ['2, k, 24', [0.322637, -0.0287349, 1.0]]]
[['2, k, 0', [0.0711876, -0.368597, 1.0]], ['2, k, 1', [0.0565885, -0.0633247, 1.0]], ['2, k, 2', [0.0414202, 0.23546, 1.0]], ['2, k, 3', [0.0338863, 0.383599, 1.0]], ['2, k, 4', [-0.103375, 0.139991, 1.0]], ['2, k, 5', [-0.209681, 0.0351863, 1.0]], ['2, k, 6', [-0.245034, -0.00925248, 1.0]], ['2, k, 7', [-0.273832, -0.0444835, 1.0]], ['2, k, 8', [0.20323, 0.143791, 1.0]], ['2, k, 9', [0.328273, 0.0498743, 1.0]], ['2, k, 10', [0.361771, 0.0086687, 1.0]], ['2, k, 11', [0.398213, -0.0237188, 1.0]], ['2, k, 12', [0.00274115, -0.367501, 1.0]], ['2, k, 13', [-0.0346508, -0.812098, 1.0]], ['2, k, 14', [-0.0651919, -1.16245, 1.0]], ['2, k, 15', [-0.0903122, -1.21394, 1.0]], ['2, k, 16', [0.137705, -0.359829, 1.0]], ['2, k, 17', [0.165208, -0.791979, 1.0]], ['2, k, 18', [0.153126, -1.1574, 1.0]], ['2, k, 19', [0.183336, -1.21075, 1.0]], ['2, k, 20', [0.0453193, 0.161676, 1.0]], ['2, k, 21', [-0.285158, -0.0509642, 1.0]], ['2, k, 22', [-0.201715, -0.0474717, 1.0]], ['2, k, 23', [0.434333, -0.0237787, 1.0]], ['2, k, 24', [0.327964, -0.0324664, 1.0]]]
[['2, k, 0', [0.0708663, -0.369197, 1.0]], ['2, k, 1', [0.0559642, -0.0636698, 1.0]], ['2, k, 2', [0.0406428, 0.235275, 1.0]], ['2, k, 3', [0.0329299, 0.38341, 1.0]], ['2, k, 4', [-0.104827, 0.139093, 1.0]], ['2, k, 5', [-0.211315, 0.0325298, 1.0]], ['2, k, 6', [-0.244574, -0.0113057, 1.0]], ['2, k, 7', [-0.272385, -0.0498544, 1.0]], ['2, k, 8', [0.202684, 0.143398, 1.0]], ['2, k, 9', [0.328492, 0.0420756, 1.0]], ['2, k, 10', [0.379635, 0.00410497, 1.0]], ['2, k, 11', [0.403597, -0.0292715, 1.0]], ['2, k, 12', [0.00241577, -0.368168, 1.0]], ['2, k, 13', [-0.0343361, -0.81084, 1.0]], ['2, k, 14', [-0.0640891, -1.16025, 1.0]], ['2, k, 15', [-0.08929, -1.20933, 1.0]], ['2, k, 16', [0.137404, -0.360339, 1.0]], ['2, k, 17', [0.165092, -0.79089, 1.0]], ['2, k, 18', [0.152897, -1.15739, 1.0]], ['2, k, 19', [0.179844, -1.20967, 1.0]], ['2, k, 20', [0.0445602, 0.161463, 1.0]], ['2, k, 21', [-0.28679, -0.0565986, 1.0]], ['2, k, 22', [-0.200832, -0.0525372, 1.0]], ['2, k, 23', [0.43523, -0.0324319, 1.0]], ['2, k, 24', [0.338504, -0.0383743, 1.0]]]
[['2, k, 0', [0.0707315, -0.370618, 1.0]], ['2, k, 1', [0.0553789, -0.0648847, 1.0]], ['2, k, 2', [0.0396036, 0.23423, 1.0]], ['2, k, 3', [0.0323523, 0.382622, 1.0]], ['2, k, 4', [-0.10995, 0.136083, 1.0]], ['2, k, 5', [-0.212044, 0.0285134, 1.0]], ['2, k, 6', [-0.236376, -0.0312542, 1.0]], ['2, k, 7', [-0.269797, -0.0543191, 1.0]], ['2, k, 8', [0.202643, 0.142304, 1.0]], ['2, k, 9', [0.328173, 0.0381871, 1.0]], ['2, k, 10', [0.369596, -0.00840813, 1.0]], ['2, k, 11', [0.404341, -0.0362152, 1.0]], ['2, k, 12', [0.00230092, -0.369532, 1.0]], ['2, k, 13', [-0.0341618, -0.807989, 1.0]], ['2, k, 14', [-0.0643503, -1.16058, 1.0]], ['2, k, 15', [-0.0856733, -1.20997, 1.0]], ['2, k, 16', [0.137256, -0.361771, 1.0]], ['2, k, 17', [0.165335, -0.790584, 1.0]], ['2, k, 18', [0.152583, -1.16018, 1.0]], ['2, k, 19', [0.181615, -1.21224, 1.0]], ['2, k, 20', [0.0436237, 0.160382, 1.0]], ['2, k, 21', [-0.284456, -0.0611089, 1.0]], ['2, k, 22', [-0.194286, -0.0578987, 1.0]], ['2, k, 23', [0.432042, -0.0441774, 1.0]], ['2, k, 24', [0.339274, -0.0460435, 1.0]]]
[['2, k, 0', [0.0706064, -0.371405, 1.0]], ['2, k, 1', [0.0553599, -0.0656736, 1.0]], ['2, k, 2', [0.0398668, 0.233426, 1.0]], ['2, k, 3', [0.0318948, 0.381807, 1.0]], ['2, k, 4', [-0.110344, 0.1359, 1.0]], ['2, k, 5', [-0.212795, 0.0262719, 1.0]], ['2, k, 6', [-0.242146, -0.0237568, 1.0]], ['2, k, 7', [-0.27247, -0.060536, 1.0]], ['2, k, 8', [0.20261, 0.141243, 1.0]], ['2, k, 9', [0.327829, 0.0349147, 1.0]], ['2, k, 10', [0.367677, -0.0102411, 1.0]], ['2, k, 11', [0.402125, -0.0446962, 1.0]], ['2, k, 12', [0.00224498, -0.370267, 1.0]], ['2, k, 13', [-0.034874, -0.805761, 1.0]], ['2, k, 14', [-0.0649842, -1.15663, 1.0]], ['2, k, 15', [-0.0871345, -1.2086, 1.0]], ['2, k, 16', [0.137057, -0.36258, 1.0]], ['2, k, 17', [0.166597, -0.787594, 1.0]], ['2, k, 18', [0.150715, -1.15603, 1.0]], ['2, k, 19', [0.182457, -1.21153, 1.0]], ['2, k, 20', [0.0437894, 0.159591, 1.0]], ['2, k, 21', [-0.283741, -0.0668976, 1.0]], ['2, k, 22', [-0.200326, -0.0634382, 1.0]], ['2, k, 23', [0.425303, -0.0501806, 1.0]], ['2, k, 24', [0.334017, -0.0527243, 1.0]]]
[['2, k, 0', [0.0706217, -0.373155, 1.0]], ['2, k, 1', [0.0554301, -0.0679217, 1.0]], ['2, k, 2', [0.0401255, 0.230577, 1.0]], ['2, k, 3', [0.0315907, 0.380171, 1.0]], ['2, k, 4', [-0.110962, 0.134871, 1.0]], ['2, k, 5', [-0.212991, 0.0235487, 1.0]], ['2, k, 6', [-0.275529, -0.0145304, 1.0]], ['2, k, 7', [-0.277022, -0.0671646, 1.0]], ['2, k, 8', [0.203239, 0.139024, 1.0]], ['2, k, 9', [0.328508, 0.0273783, 1.0]], ['2, k, 10', [0.366233, -0.0145627, 1.0]], ['2, k, 11', [0.399777, -0.0535259, 1.0]], ['2, k, 12', [0.00224664, -0.371759, 1.0]], ['2, k, 13', [-0.0361287, -0.80342, 1.0]], ['2, k, 14', [-0.0650259, -1.1542, 1.0]], ['2, k, 15', [-0.0876583, -1.20382, 1.0]], ['2, k, 16', [0.137089, -0.364561, 1.0]], ['2, k, 17', [0.167503, -0.788284, 1.0]], ['2, k, 18', [0.150698, -1.15614, 1.0]], ['2, k, 19', [0.181755, -1.21324, 1.0]], ['2, k, 20', [0.0439785, 0.156904, 1.0]], ['2, k, 21', [-0.280463, -0.0752881, 1.0]], ['2, k, 22', [-0.20704, -0.0732137, 1.0]], ['2, k, 23', [0.430251, -0.0608265, 1.0]], ['2, k, 24', [0.327417, -0.0626359, 1.0]]]
[['2, k, 0', [0.0705272, -0.376545, 1.0]], ['2, k, 1', [0.0554302, -0.0710064, 1.0]], ['2, k, 2', [0.0402622, 0.227823, 1.0]], ['2, k, 3', [0.0314355, 0.374314, 1.0]], ['2, k, 4', [-0.113279, 0.130237, 1.0]], ['2, k, 5', [-0.212802, 0.0187315, 1.0]], ['2, k, 6', [-0.276241, -0.0156685, 1.0]], ['2, k, 7', [-0.276523, -0.0756463, 1.0]], ['2, k, 8', [0.203635, 0.133929, 1.0]], ['2, k, 9', [0.328046, 0.021935, 1.0]], ['2, k, 10', [0.36732, -0.0196237, 1.0]], ['2, k, 11', [0.401905, -0.063297, 1.0]], ['2, k, 12', [0.00208108, -0.375084, 1.0]], ['2, k, 13', [-0.0382837, -0.802867, 1.0]], ['2, k, 14', [-0.0649917, -1.15413, 1.0]], ['2, k, 15', [-0.0872955, -1.20485, 1.0]], ['2, k, 16', [0.137074, -0.367914, 1.0]], ['2, k, 17', [0.170232, -0.784771, 1.0]], ['2, k, 18', [0.148412, -1.15121, 1.0]], ['2, k, 19', [0.181936, -1.2074, 1.0]], ['2, k, 20', [0.0440754, 0.154064, 1.0]], ['2, k, 21', [-0.275613, -0.0849705, 1.0]], ['2, k, 22', [-0.207002, -0.0792467, 1.0]], ['2, k, 23', [0.431382, -0.0707018, 1.0]], ['2, k, 24', [0.333423, -0.0720955, 1.0]]]
