[['2, k, 0', [-0.151124, -0.746975, 1.0]], ['2, k, 1', [-0.151244, -0.46381, 1.0]], ['2, k, 2', [-0.150854, -0.184225, 1.0]], ['2, k, 3', [-0.145485, -0.0520872, 1.0]], ['2, k, 4', [-0.295108, -0.275533, 1.0]], ['2, k, 5', [-0.318173, -0.50187, 1.0]], ['2, k, 6', [-0.271097, -0.418892, 1.0]], ['2, k, 7', [-0.24675, -0.352241, 1.0]], ['2, k, 8', [0.0271621, -0.287912, 1.0]], ['2, k, 9', [0.131012, -0.385953, 1.0]], ['2, k, 10', [-0.0586858, -0.372979, 1.0]], ['2, k, 11', [-0.121794, -0.369091, 1.0]], ['2, k, 12', [-0.222866, -0.736836, 1.0]], ['2, k, 13', [-0.339822, -1.0122, 1.0]], ['2, k, 14', [-0.227978, -1.28199, 1.0]], ['2, k, 15', [-0.22902, -1.13999, 1.0]], ['2, k, 16', [-0.0763993, -0.742291, 1.0]], ['2, k, 17', [0.0662088, -0.966768, 1.0]], ['2, k, 18', [-0.0366225, -1.2411, 1.0]], ['2, k, 19', [-0.0592461, -1.28231, 1.0]], ['2, k, 20', [-0.151046, -0.253718, 1.0]], ['2, k, 21', [-0.231784, -0.349751, 1.0]], ['2, k, 22', [-0.275072, -0.350606, 1.0]], ['2, k, 23', [-0.121421, -0.367958, 1.0]], ['2, k, 24', [-0.120933, -0.36648, 1.0]]]
[['2, k, 0', [-0.143622, -0.770781, 1.0]], ['2, k, 1', [-0.149626, -0.492005, 1.0]], ['2, k, 2', [-0.155626, -0.21885, 1.0]], ['2, k, 3', [-0.161651, -0.0840396, 1.0]], ['2, k, 4', [-0.31164, -0.32515, 1.0]], ['2, k, 5', [-0.432232, -0.417541, 1.0]], ['2, k, 6', [-0.476206, -0.425562, 1.0]], ['2, k, 7', [-0.488268, -0.43901, 1.0]], ['2, k, 8', [0.0226568, -0.325432, 1.0]], ['2, k, 9', [0.158301, -0.433017, 1.0]], ['2, k, 10', [0.177276, -0.458367, 1.0]], ['2, k, 11', [0.16772, -0.499474, 1.0]], ['2, k, 12', [-0.220119, -0.76432, 1.0]], ['2, k, 13', [-0.352536, -1.03578, 1.0]], ['2, k, 14', [-0.416574, -1.32626, 1.0]], ['2, k, 15', [-0.362617, -1.20338, 1.0]], ['2, k, 16', [-0.0643293, -0.763068, 1.0]], ['2, k, 17', [0.068176, -1.03387, 1.0]], ['2, k, 18', [0.0381623, -1.28528, 1.0]], ['2, k, 19', [0.0350238, -1.35332, 1.0]], ['2, k, 20', [-0.154253, -0.286506, 1.0]], ['2, k, 21', [-0.486815, -0.451536, 1.0]], ['2, k, 22', [-0.531935, -0.428016, 1.0]], ['2, k, 23', [0.175023, -0.505843, 1.0]], ['2, k, 24', [0.11541, -0.497024, 1.0]]]
[['2, k, 0', [-0.144573, -0.775377, 1.0]], ['2, k, 1', [-0.149602, -0.499701, 1.0]], ['2, k, 2', [-0.153971, -0.22939, 1.0]], ['2, k, 3', [-0.161062, -0.0916218, 1.0]], ['2, k, 4', [-0.310204, -0.331184, 1.0]], ['2, k, 5', [-0.431032, -0.424683, 1.0]], ['2, k, 6', [-0.476989, -0.431985, 1.0]], ['2, k, 7', [-0.490716, -0.450446, 1.0]], ['2, k, 8', [0.023002, -0.327911, 1.0]], ['2, k, 9', [0.155849, -0.439642, 1.0]], ['2, k, 10', [0.180166, -0.46722, 1.0]], ['2, k, 11', [0.167287, -0.512408, 1.0]], ['2, k, 12', [-0.221354, -0.768441, 1.0]], ['2, k, 13', [-0.358416, -1.03739, 1.0]], ['2, k, 14', [-0.416339, -1.32897, 1.0]], ['2, k, 15', [-0.3511, -1.21204, 1.0]], ['2, k, 16', [-0.0649653, -0.767896, 1.0]], ['2, k, 17', [0.0728631, -1.03535, 1.0]], ['2, k, 18', [0.0382161, -1.28524, 1.0]], ['2, k, 19', [0.0339942, -1.35379, 1.0]], ['2, k, 20', [-0.153042, -0.296455, 1.0]], ['2, k, 21', [-0.493204, -0.464795, 1.0]], ['2, k, 22', [-0.529201, -0.433935, 1.0]], ['2, k, 23', [0.18156, -0.521411, 1.0]], ['2, k, 24', [0.109733, -0.508509, 1.0]]]
[['2, k, 0', [-0.145727, -0.780245, 1.0]], ['2, k, 1', [-0.149122, -0.504677, 1.0]], ['2, k, 2', [-0.151891, -0.234137, 1.0]], ['2, k, 3', [-0.161077, -0.0970543, 1.0]], ['2, k, 4', [-0.30957, -0.336644, 1.0]], ['2, k, 5', [-0.428908, -0.434312, 1.0]], ['2, k, 6', [-0.479248, -0.436024, 1.0]], ['2, k, 7', [-0.48534, -0.460838, 1.0]], ['2, k, 8', [0.0234266, -0.333854, 1.0]], ['2, k, 9', [0.191445, -0.460335, 1.0]], ['2, k, 10', [0.179192, -0.501579, 1.0]], ['2, k, 11', [0.17059, -0.522864, 1.0]], ['2, k, 12', [-0.222901, -0.772595, 1.0]], ['2, k, 13', [-0.360797, -1.04098, 1.0]], ['2, k, 14', [-0.415224, -1.33261, 1.0]], ['2, k, 15', [-0.351986, -1.21458, 1.0]], ['2, k, 16', [-0.0657072, -0.773383, 1.0]], ['2, k, 17', [0.0784211, -1.03712, 1.0]], ['2, k, 18', [0.0382618, -1.28616, 1.0]], ['2, k, 19', [0.0330279, -1.35455, 1.0]], ['2, k, 20', [-0.151368, -0.301285, 1.0]], ['2, k, 21', [-0.50014, -0.471071, 1.0]], ['2, k, 22', [-0.540748, -0.44866, 1.0]], ['2, k, 23', [0.16106, -0.530002, 1.0]], ['2, k, 24', [0.121131, -0.518928, 1.0]]]
[['2, k, 0', [-0.145819, -0.787468, 1.0]], ['2, k, 1', [-0.147769, -0.512151, 1.0]], ['2, k, 2', [-0.148881, -0.241719, 1.0]], ['2, k, 3', [-0.159695, -0.100949, 1.0]], ['2, k, 4', [-0.307465, -0.344901, 1.0]], ['2, k, 5', [-0.431145, -0.438842, 1.0]], ['2, k, 6', [-0.476176, -0.449394, 1.0]], ['2, k, 7', [-0.484751, -0.469471, 1.0]], ['2, k, 8', [0.0262466, -0.342654, 1.0]], ['2, k, 9', [0.188297, -0.468347, 1.0]], ['2, k, 10', [0.18014, -0.516373, 1.0]], ['2, k, 11', [0.17564, -0.531466, 1.0]], ['2, k, 12', [-0.223263, -0.779679, 1.0]], ['2, k, 13', [-0.365954, -1.04477, 1.0]], ['2, k, 14', [-0.367788, -1.2524, 1.0]], ['2, k, 15', [-0.306517, -1.19717, 1.0]], ['2, k, 16', [-0.0655727, -0.78051, 1.0]], ['2, k, 17', [0.0841237, -1.04014, 1.0]], ['2, k, 18', [0.037355, -1.28699, 1.0]], ['2, k, 19', [0.0310445, -1.35441, 1.0]], ['2, k, 20', [-0.148785, -0.308869, 1.0]], ['2, k, 21', [-0.511309, -0.478054, 1.0]], ['2, k, 22', [-0.518461, -0.449247, 1.0]], ['2, k, 23', [0.169461, -0.540838, 1.0]], ['2, k, 24', [0.125505, -0.533573, 1.0]]]
[['2, k, 0', [-0.147885, -0.792963, 1.0]], ['2, k, 1', [-0.148544, -0.517974, 1.0]], ['2, k, 2', [-0.148499, -0.247709, 1.0]], ['2, k, 3', [-0.157302, -0.109307, 1.0]], ['2, k, 4', [-0.307437, -0.349864, 1.0]], ['2, k, 5', [-0.431825, -0.446884, 1.0]], ['2, k, 6', [-0.47872, -0.457679, 1.0]], ['2, k, 7', [-0.48224, -0.477655, 1.0]], ['2, k, 8', [0.0271251, -0.347468, 1.0]], ['2, k, 9', [0.16183, -0.467381, 1.0]], ['2, k, 10', [0.189129, -0.507244, 1.0]], ['2, k, 11', [0.174164, -0.540422, 1.0]], ['2, k, 12', [-0.225621, -0.78527, 1.0]], ['2, k, 13', [-0.368212, -1.04978, 1.0]], ['2, k, 14', [-0.407435, -1.34049, 1.0]], ['2, k, 15', [-0.354882, -1.23573, 1.0]], ['2, k, 16', [-0.0673422, -0.785801, 1.0]], ['2, k, 17', [0.0909762, -1.03973, 1.0]], ['2, k, 18', [0.036719, -1.28694, 1.0]], ['2, k, 19', [0.0289758, -1.35224, 1.0]], ['2, k, 20', [-0.148679, -0.314839, 1.0]], ['2, k, 21', [-0.481124, -0.488819, 1.0]], ['2, k, 22', [-0.522066, -0.462491, 1.0]], ['2, k, 23', [0.179152, -0.551969, 1.0]], ['2, k, 24', [0.122834, -0.540269, 1.0]]]
[['2, k, 0', [-0.148375, -0.799382, 1.0]], ['2, k, 1', [-0.14801, -0.524888, 1.0]], ['2, k, 2', [-0.146938, -0.255431, 1.0]], ['2, k, 3', [-0.157263, -0.119484, 1.0]], ['2, k, 4', [-0.309394, -0.363711, 1.0]], ['2, k, 5', [-0.436008, -0.453993, 1.0]], ['2, k, 6', [-0.477293, -0.459318, 1.0]], ['2, k, 7', [-0.481337, -0.484811, 1.0]], ['2, k, 8', [0.0269475, -0.344621, 1.0]], ['2, k, 9', [0.180764, -0.489883, 1.0]], ['2, k, 10', [0.191788, -0.523447, 1.0]], ['2, k, 11', [0.174306, -0.550564, 1.0]], ['2, k, 12', [-0.225108, -0.792343, 1.0]], ['2, k, 13', [-0.373536, -1.05173, 1.0]], ['2, k, 14', [-0.410707, -1.34369, 1.0]], ['2, k, 15', [-0.353008, -1.23984, 1.0]], ['2, k, 16', [-0.0688033, -0.791586, 1.0]], ['2, k, 17', [0.09522, -1.0393, 1.0]], ['2, k, 18', [0.0319201, -1.27303, 1.0]], ['2, k, 19', [0.0227806, -1.33403, 1.0]], ['2, k, 20', [-0.147376, -0.32232, 1.0]], ['2, k, 21', [-0.479824, -0.493685, 1.0]], ['2, k, 22', [-0.52487, -0.468103, 1.0]], ['2, k, 23', [0.168525, -0.563407, 1.0]], ['2, k, 24', [0.126092, -0.549016, 1.0]]]
[['2, k, 0', [-0.151065, -0.808272, 1.0]], ['2, k, 1', [-0.14911, -0.534793, 1.0]], ['2, k, 2', [-0.146475, -0.266086, 1.0]], ['2, k, 3', [-0.156556, -0.129735, 1.0]], ['2, k, 4', [-0.306683, -0.374446, 1.0]], ['2, k, 5', [-0.436968, -0.472503, 1.0]], ['2, k, 6', [-0.479039, -0.46927, 1.0]], ['2, k, 7', [-0.486215, -0.494206, 1.0]], ['2, k, 8', [0.0276571, -0.356144, 1.0]], ['2, k, 9', [0.176811, -0.495811, 1.0]], ['2, k, 10', [0.187783, -0.534744, 1.0]], ['2, k, 11', [0.170408, -0.563344, 1.0]], ['2, k, 12', [-0.227812, -0.80021, 1.0]], ['2, k, 13', [-0.376405, -1.05803, 1.0]], ['2, k, 14', [-0.413946, -1.34947, 1.0]], ['2, k, 15', [-0.355958, -1.24585, 1.0]], ['2, k, 16', [-0.0714302, -0.801309, 1.0]], ['2, k, 17', [0.104332, -1.03871, 1.0]], ['2, k, 18', [0.0330227, -1.27254, 1.0]], ['2, k, 19', [0.0222446, -1.33311, 1.0]], ['2, k, 20', [-0.147295, -0.332831, 1.0]], ['2, k, 21', [-0.519215, -0.504433, 1.0]], ['2, k, 22', [-0.520741, -0.47388, 1.0]], ['2, k, 23', [0.176121, -0.570869, 1.0]], ['2, k, 24', [0.11179, -0.559904, 1.0]]]
[['2, k, 0', [-0.152575, -0.817214, 1.0]], ['2, k, 1', [-0.150697, -0.544226, 1.0]], ['2, k, 2', [-0.148349, -0.27571, 1.0]], ['2, k, 3', [-0.156098, -0.137032, 1.0]], ['2, k, 4', [-0.304223, -0.381698, 1.0]], ['2, k, 5', [-0.437134, -0.476798, 1.0]], ['2, k, 6', [-0.479087, -0.472569, 1.0]], ['2, k, 7', [-0.486741, -0.501574, 1.0]], ['2, k, 8', [0.0241302, -0.366676, 1.0]], ['2, k, 9', [0.176663, -0.497592, 1.0]], ['2, k, 10', [0.187238, -0.543952, 1.0]], ['2, k, 11', [0.170558, -0.573001, 1.0]], ['2, k, 12', [-0.229915, -0.809306, 1.0]], ['2, k, 13', [-0.381795, -1.06297, 1.0]], ['2, k, 14', [-0.417721, -1.35447, 1.0]], ['2, k, 15', [-0.356937, -1.25362, 1.0]], ['2, k, 16', [-0.072365, -0.809911, 1.0]], ['2, k, 17', [0.112606, -1.03772, 1.0]], ['2, k, 18', [0.0335989, -1.27261, 1.0]], ['2, k, 19', [0.0205924, -1.33363, 1.0]], ['2, k, 20', [-0.149056, -0.342441, 1.0]], ['2, k, 21', [-0.48533, -0.514826, 1.0]], ['2, k, 22', [-0.523238, -0.486267, 1.0]], ['2, k, 23', [0.173882, -0.58426, 1.0]], ['2, k, 24', [0.110579, -0.56608, 1.0]]]
[['2, k, 0', [-0.153254, -0.823013, 1.0]], ['2, k, 1', [-0.15036, -0.550153, 1.0]], ['2, k, 2', [-0.146905, -0.282002, 1.0]], ['2, k, 3', [-0.155062, -0.147638, 1.0]], ['2, k, 4', [-0.306105, -0.391123, 1.0]], ['2, k, 5', [-0.438578, -0.4852, 1.0]], ['2, k, 6', [-0.477598, -0.483719, 1.0]], ['2, k, 7', [-0.483298, -0.512105, 1.0]], ['2, k, 8', [0.0214718, -0.376078, 1.0]], ['2, k, 9', [0.175138, -0.506058, 1.0]], ['2, k, 10', [0.18685, -0.579066, 1.0]], ['2, k, 11', [0.171778, -0.586427, 1.0]], ['2, k, 12', [-0.230114, -0.814703, 1.0]], ['2, k, 13', [-0.385653, -1.06431, 1.0]], ['2, k, 14', [-0.420865, -1.35593, 1.0]], ['2, k, 15', [-0.358875, -1.2568, 1.0]], ['2, k, 16', [-0.0735762, -0.816038, 1.0]], ['2, k, 17', [0.117685, -1.03565, 1.0]], ['2, k, 18', [0.0295302, -1.26026, 1.0]], ['2, k, 19', [0.014447, -1.31827, 1.0]], ['2, k, 20', [-0.147909, -0.348627, 1.0]], ['2, k, 21', [-0.475492, -0.526374, 1.0]], ['2, k, 22', [-0.52718, -0.497582, 1.0]], ['2, k, 23', [0.182001, -0.59564, 1.0]], ['2, k, 24', [0.11415, -0.58224, 1.0]]]
[['2, k, 0', [-0.154566, -0.839426, 1.0]], ['2, k, 1', [-0.150384, -0.560672, 1.0]], ['2, k, 2', [-0.146307, -0.291747, 1.0]], ['2, k, 3', [-0.152806, -0.161615, 1.0]], ['2, k, 4', [-0.305887, -0.40231, 1.0]], ['2, k, 5', [-0.436723, -0.49369, 1.0]], ['2, k, 6', [-0.475683, -0.493314, 1.0]], ['2, k, 7', [-0.481594, -0.522921, 1.0]], ['2, k, 8', [0.0260106, -0.38944, 1.0]], ['2, k, 9', [0.174328, -0.513472, 1.0]], ['2, k, 10', [0.186523, -0.582984, 1.0]], ['2, k, 11', [0.173645, -0.597784, 1.0]], ['2, k, 12', [-0.23073, -0.831082, 1.0]], ['2, k, 13', [-0.382156, -1.04614, 1.0]], ['2, k, 14', [-0.416022, -1.33785, 1.0]], ['2, k, 15', [-0.40662, -1.37296, 1.0]], ['2, k, 16', [-0.0755418, -0.832259, 1.0]], ['2, k, 17', [0.114056, -1.01516, 1.0]], ['2, k, 18', [0.0293029, -1.25609, 1.0]], ['2, k, 19', [0.0215954, -1.34634, 1.0]], ['2, k, 20', [-0.147486, -0.357548, 1.0]], ['2, k, 21', [-0.484245, -0.533488, 1.0]], ['2, k, 22', [-0.52366, -0.505265, 1.0]], ['2, k, 23', [0.176472, -0.60478, 1.0]], ['2, k, 24', [0.11427, -0.589414, 1.0]]]
[['2, k, 0', [-0.150845, -0.843677, 1.0]], ['2, k, 1', [-0.147617, -0.570207, 1.0]], ['2, k, 2', [-0.145024, -0.303131, 1.0]], ['2, k, 3', [-0.152913, -0.171253, 1.0]], ['2, k, 4', [-0.309358, -0.414034, 1.0]], ['2, k, 5', [-0.440899, -0.500397, 1.0]], ['2, k, 6', [-0.480694, -0.498939, 1.0]], ['2, k, 7', [-0.483844, -0.533251, 1.0]], ['2, k, 8', [0.0291305, -0.407946, 1.0]], ['2, k, 9', [0.170502, -0.531673, 1.0]], ['2, k, 10', [0.186119, -0.584365, 1.0]], ['2, k, 11', [0.173847, -0.612107, 1.0]], ['2, k, 12', [-0.224097, -0.83727, 1.0]], ['2, k, 13', [-0.379377, -1.02507, 1.0]], ['2, k, 14', [-0.385204, -1.32082, 1.0]], ['2, k, 15', [-0.373719, -1.36196, 1.0]], ['2, k, 16', [-0.07395, -0.835007, 1.0]], ['2, k, 17', [0.0995513, -1.03391, 1.0]], ['2, k, 18', [0.0960133, -1.32886, 1.0]], ['2, k, 19', [0.103693, -1.37327, 1.0]], ['2, k, 20', [-0.145788, -0.368908, 1.0]], ['2, k, 21', [-0.469392, -0.54606, 1.0]], ['2, k, 22', [-0.515125, -0.519263, 1.0]], ['2, k, 23', [0.174855, -0.619496, 1.0]], ['2, k, 24', [0.120699, -0.603601, 1.0]]]
[['2, k, 0', [-0.153314, -0.851207, 1.0]], ['2, k, 1', [-0.150046, -0.579961, 1.0]], ['2, k, 2', [-0.146963, -0.313951, 1.0]], ['2, k, 3', [-0.15355, -0.179445, 1.0]], ['2, k, 4', [-0.311994, -0.421974, 1.0]], ['2, k, 5', [-0.43735, -0.51886, 1.0]], ['2, k, 6', [-0.486965, -0.516362, 1.0]], ['2, k, 7', [-0.481749, -0.545889, 1.0]], ['2, k, 8', [0.0314357, -0.416268, 1.0]], ['2, k, 9', [0.169326, -0.538708, 1.0]], ['2, k, 10', [0.183831, -0.587059, 1.0]], ['2, k, 11', [0.171415, -0.623511, 1.0]], ['2, k, 12', [-0.225238, -0.842605, 1.0]], ['2, k, 13', [-0.380052, -1.02436, 1.0]], ['2, k, 14', [-0.379106, -1.3201, 1.0]], ['2, k, 15', [-0.367195, -1.36218, 1.0]], ['2, k, 16', [-0.0784709, -0.84483, 1.0]], ['2, k, 17', [0.0543022, -1.07332, 1.0]], ['2, k, 18', [0.0157067, -1.34258, 1.0]], ['2, k, 19', [0.0509199, -1.39921, 1.0]], ['2, k, 20', [-0.147854, -0.37982, 1.0]], ['2, k, 21', [-0.477315, -0.556559, 1.0]], ['2, k, 22', [-0.518359, -0.529913, 1.0]], ['2, k, 23', [0.18686, -0.632551, 1.0]], ['2, k, 24', [0.117854, -0.620716, 1.0]]]
[['2, k, 0', [-0.15491, -0.854795, 1.0]], ['2, k, 1', [-0.150854, -0.586373, 1.0]], ['2, k, 2', [-0.146116, -0.323108, 1.0]], ['2, k, 3', [-0.152743, -0.191054, 1.0]], ['2, k, 4', [-0.312397, -0.428483, 1.0]], ['2, k, 5', [-0.436844, -0.526916, 1.0]], ['2, k, 6', [-0.454927, -0.563402, 1.0]], ['2, k, 7', [-0.482833, -0.557214, 1.0]], ['2, k, 8', [0.031222, -0.423398, 1.0]], ['2, k, 9', [0.169179, -0.556502, 1.0]], ['2, k, 10', [0.186003, -0.613051, 1.0]], ['2, k, 11', [0.172719, -0.638119, 1.0]], ['2, k, 12', [-0.226333, -0.845673, 1.0]], ['2, k, 13', [-0.380295, -1.02455, 1.0]], ['2, k, 14', [-0.376959, -1.32028, 1.0]], ['2, k, 15', [-0.36521, -1.36261, 1.0]], ['2, k, 16', [-0.0805681, -0.848595, 1.0]], ['2, k, 17', [0.0747401, -1.04451, 1.0]], ['2, k, 18', [0.0422236, -1.32288, 1.0]], ['2, k, 19', [0.0440944, -1.38264, 1.0]], ['2, k, 20', [-0.147486, -0.388507, 1.0]], ['2, k, 21', [-0.475065, -0.565251, 1.0]], ['2, k, 22', [-0.520566, -0.540871, 1.0]], ['2, k, 23', [0.178898, -0.641655, 1.0]], ['2, k, 24', [0.126667, -0.635081, 1.0]]]
[['2, k, 0', [-0.155379, -0.85991, 1.0]], ['2, k, 1', [-0.148694, -0.595321, 1.0]], ['2, k, 2', [-0.139678, -0.336525, 1.0]], ['2, k, 3', [-0.152775, -0.202093, 1.0]], ['2, k, 4', [-0.312706, -0.436919, 1.0]], ['2, k, 5', [-0.436129, -0.538453, 1.0]], ['2, k, 6', [-0.455369, -0.56547, 1.0]], ['2, k, 7', [-0.479358, -0.566761, 1.0]], ['2, k, 8', [0.033609, -0.432228, 1.0]], ['2, k, 9', [0.168669, -0.563413, 1.0]], ['2, k, 10', [0.185076, -0.618915, 1.0]], ['2, k, 11', [0.166703, -0.6495, 1.0]], ['2, k, 12', [-0.226229, -0.851055, 1.0]], ['2, k, 13', [-0.370065, -1.03214, 1.0]], ['2, k, 14', [-0.364508, -1.32762, 1.0]], ['2, k, 15', [-0.351938, -1.3727, 1.0]], ['2, k, 16', [-0.0815961, -0.853209, 1.0]], ['2, k, 17', [0.0595526, -1.0705, 1.0]], ['2, k, 18', [0.0149275, -1.33522, 1.0]], ['2, k, 19', [0.0530485, -1.39361, 1.0]], ['2, k, 20', [-0.14223, -0.400861, 1.0]], ['2, k, 21', [-0.479127, -0.573547, 1.0]], ['2, k, 22', [-0.52816, -0.550991, 1.0]], ['2, k, 23', [0.181246, -0.657125, 1.0]], ['2, k, 24', [0.115729, -0.644595, 1.0]]]
[['2, k, 0', [-0.153734, -0.864438, 1.0]], ['2, k, 1', [-0.147681, -0.603824, 1.0]], ['2, k, 2', [-0.140756, -0.347359, 1.0]], ['2, k, 3', [-0.152634, -0.209328, 1.0]], ['2, k, 4', [-0.311681, -0.445551, 1.0]], ['2, k, 5', [-0.438413, -0.542431, 1.0]], ['2, k, 6', [-0.477932, -0.559554, 1.0]], ['2, k, 7', [-0.481685, -0.578157, 1.0]], ['2, k, 8', [0.0335345, -0.434864, 1.0]], ['2, k, 9', [0.168335, -0.566657, 1.0]], ['2, k, 10', [0.182071, -0.627343, 1.0]], ['2, k, 11', [0.170889, -0.661309, 1.0]], ['2, k, 12', [-0.224603, -0.855929, 1.0]], ['2, k, 13', [-0.372354, -1.03132, 1.0]], ['2, k, 14', [-0.366847, -1.3269, 1.0]], ['2, k, 15', [-0.353093, -1.3722, 1.0]], ['2, k, 16', [-0.0800148, -0.857209, 1.0]], ['2, k, 17', [0.0696162, -1.04817, 1.0]], ['2, k, 18', [0.0434253, -1.32376, 1.0]], ['2, k, 19', [0.0484815, -1.38621, 1.0]], ['2, k, 20', [-0.142632, -0.41124, 1.0]], ['2, k, 21', [-0.481915, -0.592017, 1.0]], ['2, k, 22', [-0.524689, -0.56086, 1.0]], ['2, k, 23', [0.171515, -0.667353, 1.0]], ['2, k, 24', [0.1249, -0.656908, 1.0]]]
[['2, k, 0', [-0.15385, -0.870622, 1.0]], ['2, k, 1', [-0.147698, -0.610563, 1.0]], ['2, k, 2', [-0.140814, -0.352916, 1.0]], ['2, k, 3', [-0.151305, -0.216826, 1.0]], ['2, k, 4', [-0.310412, -0.452656, 1.0]], ['2, k, 5', [-0.480166, -0.555686, 1.0]], ['2, k, 6', [-0.470588, -0.574269, 1.0]], ['2, k, 7', [-0.481519, -0.588986, 1.0]], ['2, k, 8', [0.0334473, -0.448836, 1.0]], ['2, k, 9', [0.170089, -0.57768, 1.0]], ['2, k, 10', [0.182218, -0.637199, 1.0]], ['2, k, 11', [0.168214, -0.669576, 1.0]], ['2, k, 12', [-0.22504, -0.861288, 1.0]], ['2, k, 13', [-0.369875, -1.03746, 1.0]], ['2, k, 14', [-0.36387, -1.33272, 1.0]], ['2, k, 15', [-0.351477, -1.37909, 1.0]], ['2, k, 16', [-0.0797757, -0.864095, 1.0]], ['2, k, 17', [0.0723697, -1.05118, 1.0]], ['2, k, 18', [0.046127, -1.32668, 1.0]], ['2, k, 19', [0.0477197, -1.38606, 1.0]], ['2, k, 20', [-0.14266, -0.417151, 1.0]], ['2, k, 21', [-0.457726, -0.599499, 1.0]], ['2, k, 22', [-0.523727, -0.578783, 1.0]], ['2, k, 23', [0.17163, -0.678637, 1.0]], ['2, k, 24', [0.115627, -0.660259, 1.0]]]
[['2, k, 0', [-0.154368, -0.875678, 1.0]], ['2, k, 1', [-0.148376, -0.616965, 1.0]], ['2, k, 2', [-0.141804, -0.360601, 1.0]], ['2, k, 3', [-0.15034, -0.226674, 1.0]], ['2, k, 4', [-0.309704, -0.459397, 1.0]], ['2, k, 5', [-0.430966, -0.576922, 1.0]], ['2, k, 6', [-0.471071, -0.580675, 1.0]], ['2, k, 7', [-0.481875, -0.597927, 1.0]], ['2, k, 8', [0.0356775, -0.456668, 1.0]], ['2, k, 9', [0.169174, -0.587596, 1.0]], ['2, k, 10', [0.183425, -0.645068, 1.0]], ['2, k, 11', [0.16979, -0.67776, 1.0]], ['2, k, 12', [-0.225687, -0.866475, 1.0]], ['2, k, 13', [-0.370051, -1.04082, 1.0]], ['2, k, 14', [-0.379274, -1.33455, 1.0]], ['2, k, 15', [-0.368711, -1.38407, 1.0]], ['2, k, 16', [-0.0801767, -0.868874, 1.0]], ['2, k, 17', [0.0740515, -1.05261, 1.0]], ['2, k, 18', [0.0493389, -1.32876, 1.0]], ['2, k, 19', [0.0532751, -1.39103, 1.0]], ['2, k, 20', [-0.143552, -0.424521, 1.0]], ['2, k, 21', [-0.49044, -0.607321, 1.0]], ['2, k, 22', [-0.523158, -0.581881, 1.0]], ['2, k, 23', [0.178263, -0.684128, 1.0]], ['2, k, 24', [0.118537, -0.673774, 1.0]]]
[['2, k, 0', [-0.150614, -0.886353, 1.0]], ['2, k, 1', [-0.144842, -0.62851, 1.0]], ['2, k, 2', [-0.138524, -0.372888, 1.0]], ['2, k, 3', [-0.148984, -0.238071, 1.0]], ['2, k, 4', [-0.307185, -0.466724, 1.0]], ['2, k, 5', [-0.431909, -0.578392, 1.0]], ['2, k, 6', [-0.481841, -0.587092, 1.0]], ['2, k, 7', [-0.481772, -0.607596, 1.0]], ['2, k, 8', [0.0361673, -0.465851, 1.0]], ['2, k, 9', [0.169099, -0.590769, 1.0]], ['2, k, 10', [0.18443, -0.656995, 1.0]], ['2, k, 11', [0.170724, -0.687365, 1.0]], ['2, k, 12', [-0.222074, -0.878573, 1.0]], ['2, k, 13', [-0.375601, -1.03848, 1.0]], ['2, k, 14', [-0.38574, -1.33208, 1.0]], ['2, k, 15', [-0.375945, -1.38228, 1.0]], ['2, k, 16', [-0.076406, -0.87803, 1.0]], ['2, k, 17', [0.0786723, -1.05539, 1.0]], ['2, k, 18', [0.0532115, -1.33187, 1.0]], ['2, k, 19', [0.0480698, -1.39383, 1.0]], ['2, k, 20', [-0.140196, -0.436622, 1.0]], ['2, k, 21', [-0.479568, -0.621809, 1.0]], ['2, k, 22', [-0.521167, -0.593874, 1.0]], ['2, k, 23', [0.165537, -0.693404, 1.0]], ['2, k, 24', [0.121696, -0.683145, 1.0]]]
[['2, k, 0', [-0.150088, -0.893704, 1.0]], ['2, k, 1', [-0.145009, -0.634281, 1.0]], ['2, k, 2', [-0.139234, -0.376924, 1.0]], ['2, k, 3', [-0.148658, -0.244645, 1.0]], ['2, k, 4', [-0.305585, -0.474375, 1.0]], ['2, k, 5', [-0.432192, -0.585001, 1.0]], ['2, k, 6', [-0.479245, -0.593743, 1.0]], ['2, k, 7', [-0.479957, -0.616671, 1.0]], ['2, k, 8', [0.0378924, -0.472255, 1.0]], ['2, k, 9', [0.16982, -0.607013, 1.0]], ['2, k, 10', [0.183585, -0.671123, 1.0]], ['2, k, 11', [0.171433, -0.697061, 1.0]], ['2, k, 12', [-0.221056, -0.885271, 1.0]], ['2, k, 13', [-0.375765, -1.03981, 1.0]], ['2, k, 14', [-0.38768, -1.33306, 1.0]], ['2, k, 15', [-0.378434, -1.38353, 1.0]], ['2, k, 16', [-0.076422, -0.88588, 1.0]], ['2, k, 17', [0.0805909, -1.05863, 1.0]], ['2, k, 18', [0.0544456, -1.33512, 1.0]], ['2, k, 19', [0.0570821, -1.39715, 1.0]], ['2, k, 20', [-0.140788, -0.441075, 1.0]], ['2, k, 21', [-0.475798, -0.62937, 1.0]], ['2, k, 22', [-0.520058, -0.599005, 1.0]], ['2, k, 23', [0.175196, -0.704238, 1.0]], ['2, k, 24', [0.111185, -0.686226, 1.0]]]
