[['2, k, 0', [0.0521031, -0.406939, 1.0]], ['2, k, 1', [0.040366, -0.116361, 1.0]], ['2, k, 2', [0.028681, 0.169289, 1.0]], ['2, k, 3', [0.0333167, 0.291913, 1.0]], ['2, k, 4', [-0.0923246, 0.102748, 1.0]], ['2, k, 5', [-0.187573, 0.0770122, 1.0]], ['2, k, 6', [-0.241024, 0.067765, 1.0]], ['2, k, 7', [-0.274859, 0.0379773, 1.0]], ['2, k, 8', [0.153376, 0.100638, 1.0]], ['2, k, 9', [0.147189, -0.166932, 1.0]], ['2, k, 10', [0.221661, -0.069204, 1.0]], ['2, k, 11', [0.255221, -0.0908361, 1.0]], ['2, k, 12', [-0.00427451, -0.402151, 1.0]], ['2, k, 13', [-0.0722565, -0.795613, 1.0]], ['2, k, 14', [-0.0235569, -1.13196, 1.0]], ['2, k, 15', [-0.0492915, -1.20957, 1.0]], ['2, k, 16', [0.107376, -0.403103, 1.0]], ['2, k, 17', [0.1293, -0.752092, 1.0]], ['2, k, 18', [0.171916, -1.19589, 1.0]], ['2, k, 19', [0.177499, -1.23778, 1.0]], ['2, k, 20', [0.0316012, 0.0985619, 1.0]], ['2, k, 21', [-0.289321, -0.00408126, 1.0]], ['2, k, 22', [-0.312301, 0.0367613, 1.0]], ['2, k, 23', [0.254351, -0.0905265, 1.0]], ['2, k, 24', [0.253216, -0.0901226, 1.0]]]
[['2, k, 0', [-0.0495393, -0.42162, 1.0]], ['2, k, 1', [-0.0113909, -0.14132, 1.0]], ['2, k, 2', [0.024369, 0.134379, 1.0]], ['2, k, 3', [0.0337245, 0.230534, 1.0]], ['2, k, 4', [-0.101583, 0.082686, 1.0]], ['2, k, 5', [-0.243226, 0.194834, 1.0]], ['2, k, 6', [-0.0918098, 0.0542564, 1.0]], ['2, k, 7', [-0.0403676, 0.0695714, 1.0]], ['2, k, 8', [0.146954, 0.0510868, 1.0]], ['2, k, 9', [0.262851, -0.0303712, 1.0]], ['2, k, 10', [0.350846, -0.0690718, 1.0]], ['2, k, 11', [0.380453, -0.0819994, 1.0]], ['2, k, 12', [-0.0987012, -0.410377, 1.0]], ['2, k, 13', [-0.136099, -0.799255, 1.0]], ['2, k, 14', [-0.0687937, -1.14897, 1.0]], ['2, k, 15', [-0.140352, -1.19551, 1.0]], ['2, k, 16', [0.000670789, -0.424312, 1.0]], ['2, k, 17', [0.083298, -0.796714, 1.0]], ['2, k, 18', [0.138122, -1.14181, 1.0]], ['2, k, 19', [0.141047, -1.21977, 1.0]], ['2, k, 20', [0.0157807, 0.066, 1.0]], ['2, k, 21', [-0.00620693, 0.0611156, 1.0]], ['2, k, 22', [0.00487091, 0.0704874, 1.0]], ['2, k, 23', [0.374898, -0.0818496, 1.0]], ['2, k, 24', [0.368623, -0.0802784, 1.0]]]
[['2, k, 0', [-0.0466794, -0.417524, 1.0]], ['2, k, 1', [-0.0114262, -0.141337, 1.0]], ['2, k, 2', [0.0219345, 0.130388, 1.0]], ['2, k, 3', [0.0318984, 0.230205, 1.0]], ['2, k, 4', [-0.105922, 0.0894373, 1.0]], ['2, k, 5', [-0.246605, 0.198889, 1.0]], ['2, k, 6', [-0.0953199, 0.059497, 1.0]], ['2, k, 7', [-0.0628009, 0.0654027, 1.0]], ['2, k, 8', [0.146987, 0.0513556, 1.0]], ['2, k, 9', [0.262636, -0.0282484, 1.0]], ['2, k, 10', [0.350633, -0.0669565, 1.0]], ['2, k, 11', [0.380241, -0.0798844, 1.0]], ['2, k, 12', [-0.0947568, -0.404543, 1.0]], ['2, k, 13', [-0.132792, -0.79455, 1.0]], ['2, k, 14', [-0.0690342, -1.14813, 1.0]], ['2, k, 15', [-0.139305, -1.19403, 1.0]], ['2, k, 16', [0.00254757, -0.42174, 1.0]], ['2, k, 17', [0.0848319, -0.797162, 1.0]], ['2, k, 18', [0.139147, -1.14844, 1.0]], ['2, k, 19', [0.136403, -1.2202, 1.0]], ['2, k, 20', [0.0142718, 0.0637202, 1.0]], ['2, k, 21', [-0.0169077, 0.0665484, 1.0]], ['2, k, 22', [-0.00134078, 0.0754752, 1.0]], ['2, k, 23', [0.374686, -0.07974, 1.0]], ['2, k, 24', [0.368412, -0.078176, 1.0]]]
[['2, k, 0', [-0.0453714, -0.413039, 1.0]], ['2, k, 1', [-0.0113261, -0.140989, 1.0]], ['2, k, 2', [0.0218251, 0.129064, 1.0]], ['2, k, 3', [0.0300675, 0.230198, 1.0]], ['2, k, 4', [-0.12849, 0.116402, 1.0]], ['2, k, 5', [-0.252422, 0.0911739, 1.0]], ['2, k, 6', [-0.0998897, -0.0658403, 1.0]], ['2, k, 7', [-0.0493194, -0.118083, 1.0]], ['2, k, 8', [0.14652, 0.0516486, 1.0]], ['2, k, 9', [0.261291, -0.0234483, 1.0]], ['2, k, 10', [0.349281, -0.062168, 1.0]], ['2, k, 11', [0.378886, -0.0750944, 1.0]], ['2, k, 12', [-0.093398, -0.401729, 1.0]], ['2, k, 13', [-0.130008, -0.796401, 1.0]], ['2, k, 14', [-0.0701231, -1.14784, 1.0]], ['2, k, 15', [-0.142068, -1.1955, 1.0]], ['2, k, 16', [0.00359328, -0.415569, 1.0]], ['2, k, 17', [0.0847611, -0.795163, 1.0]], ['2, k, 18', [0.139297, -1.14257, 1.0]], ['2, k, 19', [0.132606, -1.22053, 1.0]], ['2, k, 20', [0.0141336, 0.0629328, 1.0]], ['2, k, 21', [-0.00348673, -0.116396, 1.0]], ['2, k, 22', [0.0112928, -0.106172, 1.0]], ['2, k, 23', [0.373335, -0.0749625, 1.0]], ['2, k, 24', [0.367065, -0.0734147, 1.0]]]
[['2, k, 0', [-0.0443056, -0.410968, 1.0]], ['2, k, 1', [-0.0113204, -0.14044, 1.0]], ['2, k, 2', [0.0210296, 0.128923, 1.0]], ['2, k, 3', [0.0268485, 0.231313, 1.0]], ['2, k, 4', [-0.126904, 0.11428, 1.0]], ['2, k, 5', [-0.261092, 0.143738, 1.0]], ['2, k, 6', [-0.106388, -0.00837338, 1.0]], ['2, k, 7', [-0.0551015, -0.0589251, 1.0]], ['2, k, 8', [0.145844, 0.0512944, 1.0]], ['2, k, 9', [0.262022, -0.0190909, 1.0]], ['2, k, 10', [0.349995, -0.0578193, 1.0]], ['2, k, 11', [0.379595, -0.0707438, 1.0]], ['2, k, 12', [-0.0920958, -0.398732, 1.0]], ['2, k, 13', [-0.126219, -0.79484, 1.0]], ['2, k, 14', [-0.0693209, -1.14464, 1.0]], ['2, k, 15', [-0.141582, -1.19448, 1.0]], ['2, k, 16', [0.00438571, -0.414425, 1.0]], ['2, k, 17', [0.0865029, -0.794065, 1.0]], ['2, k, 18', [0.140428, -1.14001, 1.0]], ['2, k, 19', [0.130108, -1.21952, 1.0]], ['2, k, 20', [0.013529, 0.0629099, 1.0]], ['2, k, 21', [-0.00924952, -0.0574079, 1.0]], ['2, k, 22', [0.00555209, -0.0474061, 1.0]], ['2, k, 23', [0.374042, -0.0706233, 1.0]], ['2, k, 24', [0.367771, -0.0690904, 1.0]]]
[['2, k, 0', [-0.0398496, -0.410258, 1.0]], ['2, k, 1', [-0.0103584, -0.140254, 1.0]], ['2, k, 2', [0.0211449, 0.128299, 1.0]], ['2, k, 3', [0.0261694, 0.230877, 1.0]], ['2, k, 4', [-0.12363, 0.108419, 1.0]], ['2, k, 5', [-0.258289, 0.144297, 1.0]], ['2, k, 6', [-0.106053, -0.0130478, 1.0]], ['2, k, 7', [-0.0555878, -0.0653418, 1.0]], ['2, k, 8', [0.145388, 0.0503142, 1.0]], ['2, k, 9', [0.264205, -0.0107537, 1.0]], ['2, k, 10', [0.352169, -0.0495102, 1.0]], ['2, k, 11', [0.381767, -0.0624349, 1.0]], ['2, k, 12', [-0.0873649, -0.397625, 1.0]], ['2, k, 13', [-0.119836, -0.7939, 1.0]], ['2, k, 14', [-0.0739219, -1.15275, 1.0]], ['2, k, 15', [-0.084954, -1.20473, 1.0]], ['2, k, 16', [0.00844353, -0.414222, 1.0]], ['2, k, 17', [0.0868172, -0.792314, 1.0]], ['2, k, 18', [0.139388, -1.13855, 1.0]], ['2, k, 19', [0.126856, -1.22049, 1.0]], ['2, k, 20', [0.0138216, 0.0624266, 1.0]], ['2, k, 21', [-0.00960563, -0.0620266, 1.0]], ['2, k, 22', [0.00506797, -0.0537809, 1.0]], ['2, k, 23', [0.37621, -0.0623363, 1.0]], ['2, k, 24', [0.369935, -0.0608318, 1.0]]]
[['2, k, 0', [-0.0355106, -0.409159, 1.0]], ['2, k, 1', [-0.00883371, -0.140332, 1.0]], ['2, k, 2', [0.0212264, 0.126982, 1.0]], ['2, k, 3', [0.0255664, 0.230196, 1.0]], ['2, k, 4', [-0.123383, 0.108378, 1.0]], ['2, k, 5', [-0.258448, 0.0880363, 1.0]], ['2, k, 6', [-0.104073, -0.0660083, 1.0]], ['2, k, 7', [-0.0528954, -0.117265, 1.0]], ['2, k, 8', [0.145286, 0.0498578, 1.0]], ['2, k, 9', [0.263835, -0.00561023, 1.0]], ['2, k, 10', [0.351794, -0.044382, 1.0]], ['2, k, 11', [0.38139, -0.0573062, 1.0]], ['2, k, 12', [-0.0836098, -0.396361, 1.0]], ['2, k, 13', [-0.118466, -0.792886, 1.0]], ['2, k, 14', [-0.0741954, -1.15138, 1.0]], ['2, k, 15', [-0.0855223, -1.20385, 1.0]], ['2, k, 16', [0.0132717, -0.413465, 1.0]], ['2, k, 17', [0.089716, -0.792619, 1.0]], ['2, k, 18', [0.139515, -1.14279, 1.0]], ['2, k, 19', [0.126235, -1.1954, 1.0]], ['2, k, 20', [0.0141305, 0.0614325, 1.0]], ['2, k, 21', [-0.00705062, -0.115578, 1.0]], ['2, k, 22', [0.00774254, -0.105355, 1.0]], ['2, k, 23', [0.375834, -0.0572208, 1.0]], ['2, k, 24', [0.369559, -0.0557335, 1.0]]]
[['2, k, 0', [-0.0333236, -0.407328, 1.0]], ['2, k, 1', [-0.00617131, -0.137276, 1.0]], ['2, k, 2', [0.0221875, 0.1291, 1.0]], ['2, k, 3', [0.0237985, 0.231456, 1.0]], ['2, k, 4', [-0.123377, 0.108379, 1.0]], ['2, k, 5', [-0.259232, 0.0951365, 1.0]], ['2, k, 6', [-0.101196, -0.0516094, 1.0]], ['2, k, 7', [-0.0487964, -0.100426, 1.0]], ['2, k, 8', [0.145709, 0.04996, 1.0]], ['2, k, 9', [0.265028, -0.0017423, 1.0]], ['2, k, 10', [0.35297, -0.0405225, 1.0]], ['2, k, 11', [0.382561, -0.0534452, 1.0]], ['2, k, 12', [-0.0816796, -0.394219, 1.0]], ['2, k, 13', [-0.115926, -0.790017, 1.0]], ['2, k, 14', [-0.0728204, -1.15487, 1.0]], ['2, k, 15', [-0.0842742, -1.20734, 1.0]], ['2, k, 16', [0.0156741, -0.412017, 1.0]], ['2, k, 17', [0.0946501, -0.796511, 1.0]], ['2, k, 18', [0.139263, -1.14551, 1.0]], ['2, k, 19', [0.130364, -1.22507, 1.0]], ['2, k, 20', [0.0151922, 0.0633138, 1.0]], ['2, k, 21', [-0.00296195, -0.0987875, 1.0]], ['2, k, 22', [0.0118157, -0.0886267, 1.0]], ['2, k, 23', [0.377003, -0.0533699, 1.0]], ['2, k, 24', [0.370725, -0.0518957, 1.0]]]
[['2, k, 0', [-0.0294552, -0.402895, 1.0]], ['2, k, 1', [-0.00468722, -0.136097, 1.0]], ['2, k, 2', [0.0225749, 0.128946, 1.0]], ['2, k, 3', [0.0231147, 0.231303, 1.0]], ['2, k, 4', [-0.123349, 0.108387, 1.0]], ['2, k, 5', [-0.26184, 0.113372, 1.0]], ['2, k, 6', [-0.106096, -0.0376365, 1.0]], ['2, k, 7', [-0.0544653, -0.0878537, 1.0]], ['2, k, 8', [0.14614, 0.0505145, 1.0]], ['2, k, 9', [0.262181, 0.00248645, 1.0]], ['2, k, 10', [0.350122, -0.0363041, 1.0]], ['2, k, 11', [0.37971, -0.0492255, 1.0]], ['2, k, 12', [-0.0762873, -0.387652, 1.0]], ['2, k, 13', [-0.112627, -0.779029, 1.0]], ['2, k, 14', [-0.0533813, -1.1569, 1.0]], ['2, k, 15', [-0.0858392, -1.23377, 1.0]], ['2, k, 16', [0.0187321, -0.408847, 1.0]], ['2, k, 17', [0.0973018, -0.797499, 1.0]], ['2, k, 18', [0.139718, -1.14581, 1.0]], ['2, k, 19', [0.128084, -1.2252, 1.0]], ['2, k, 20', [0.0157476, 0.0633936, 1.0]], ['2, k, 21', [-0.00861485, -0.086252, 1.0]], ['2, k, 22', [0.00618437, -0.0761397, 1.0]], ['2, k, 23', [0.374159, -0.0491611, 1.0]], ['2, k, 24', [0.36789, -0.0477011, 1.0]]]
[['2, k, 0', [-0.0236691, -0.404136, 1.0]], ['2, k, 1', [-0.00160457, -0.135085, 1.0]], ['2, k, 2', [0.0229655, 0.130583, 1.0]], ['2, k, 3', [0.0223154, 0.231555, 1.0]], ['2, k, 4', [-0.121039, 0.103743, 1.0]], ['2, k, 5', [-0.25901, 0.0996026, 1.0]], ['2, k, 6', [-0.105607, -0.0559987, 1.0]], ['2, k, 7', [-0.054754, -0.107761, 1.0]], ['2, k, 8', [0.146632, 0.0513513, 1.0]], ['2, k, 9', [0.275613, 0.0206595, 1.0]], ['2, k, 10', [0.365506, -0.0135617, 1.0]], ['2, k, 11', [0.395759, -0.0249408, 1.0]], ['2, k, 12', [-0.072393, -0.389913, 1.0]], ['2, k, 13', [-0.109976, -0.777399, 1.0]], ['2, k, 14', [-0.0648699, -1.14596, 1.0]], ['2, k, 15', [-0.0756292, -1.19903, 1.0]], ['2, k, 16', [0.0261588, -0.409199, 1.0]], ['2, k, 17', [0.100347, -0.797145, 1.0]], ['2, k, 18', [0.139305, -1.14817, 1.0]], ['2, k, 19', [0.126259, -1.22538, 1.0]], ['2, k, 20', [0.0165764, 0.0647386, 1.0]], ['2, k, 21', [-0.00864107, -0.105216, 1.0]], ['2, k, 22', [0.00589641, -0.0959153, 1.0]], ['2, k, 23', [0.390167, -0.0249392, 1.0]], ['2, k, 24', [0.383845, -0.0235611, 1.0]]]
[['2, k, 0', [-0.0211157, -0.404814, 1.0]], ['2, k, 1', [-5.38987e-05, -0.135338, 1.0]], ['2, k, 2', [0.023463, 0.130499, 1.0]], ['2, k, 3', [0.0217151, 0.231594, 1.0]], ['2, k, 4', [-0.120553, 0.103179, 1.0]], ['2, k, 5', [-0.259374, 0.0974378, 1.0]], ['2, k, 6', [-0.107045, -0.0600456, 1.0]], ['2, k, 7', [-0.0565506, -0.112437, 1.0]], ['2, k, 8', [0.147107, 0.0525021, 1.0]], ['2, k, 9', [0.275536, 0.0210883, 1.0]], ['2, k, 10', [0.365249, -0.0134932, 1.0]], ['2, k, 11', [0.395442, -0.0249918, 1.0]], ['2, k, 12', [-0.0702364, -0.391054, 1.0]], ['2, k, 13', [-0.108198, -0.77938, 1.0]], ['2, k, 14', [-0.062022, -1.15555, 1.0]], ['2, k, 15', [-0.0706369, -1.23217, 1.0]], ['2, k, 16', [0.0289439, -0.409615, 1.0]], ['2, k, 17', [0.100789, -0.796849, 1.0]], ['2, k, 18', [0.141701, -1.1486, 1.0]], ['2, k, 19', [0.129439, -1.22961, 1.0]], ['2, k, 20', [0.0173255, 0.064623, 1.0]], ['2, k, 21', [-0.0106955, -0.110765, 1.0]], ['2, k, 22', [0.00411147, -0.100561, 1.0]], ['2, k, 23', [0.389851, -0.0249901, 1.0]], ['2, k, 24', [0.383269, -0.0242548, 1.0]]]
[['2, k, 0', [-0.0186259, -0.404752, 1.0]], ['2, k, 1', [0.00109753, -0.135418, 1.0]], ['2, k, 2', [0.0235544, 0.130368, 1.0]], ['2, k, 3', [0.0218602, 0.231489, 1.0]], ['2, k, 4', [-0.120473, 0.103441, 1.0]], ['2, k, 5', [-0.260241, 0.0941189, 1.0]], ['2, k, 6', [-0.1088, -0.064843, 1.0]], ['2, k, 7', [-0.12961, -0.0867859, 1.0]], ['2, k, 8', [0.147634, 0.0537061, 1.0]], ['2, k, 9', [0.277042, 0.0218913, 1.0]], ['2, k, 10', [0.366913, -0.0129103, 1.0]], ['2, k, 11', [0.39716, -0.0244814, 1.0]], ['2, k, 12', [-0.0679403, -0.391087, 1.0]], ['2, k, 13', [-0.104783, -0.777933, 1.0]], ['2, k, 14', [-0.0684425, -1.14845, 1.0]], ['2, k, 15', [-0.0792534, -1.20169, 1.0]], ['2, k, 16', [0.0314209, -0.409634, 1.0]], ['2, k, 17', [0.101827, -0.796208, 1.0]], ['2, k, 18', [0.139444, -1.14879, 1.0]], ['2, k, 19', [0.191322, -1.20823, 1.0]], ['2, k, 20', [0.0175901, 0.0644996, 1.0]], ['2, k, 21', [-0.0835404, -0.0851873, 1.0]], ['2, k, 22', [-0.0760111, -0.0462831, 1.0]], ['2, k, 23', [0.391564, -0.024481, 1.0]], ['2, k, 24', [0.38477, -0.0238822, 1.0]]]
[['2, k, 0', [-0.0160238, -0.404449, 1.0]], ['2, k, 1', [0.00199335, -0.135363, 1.0]], ['2, k, 2', [0.0235238, 0.130335, 1.0]], ['2, k, 3', [0.0218827, 0.230344, 1.0]], ['2, k, 4', [-0.120372, 0.103953, 1.0]], ['2, k, 5', [-0.259362, 0.0869318, 1.0]], ['2, k, 6', [-0.107924, -0.0720076, 1.0]], ['2, k, 7', [-0.129772, -0.0868943, 1.0]], ['2, k, 8', [0.147484, 0.0537782, 1.0]], ['2, k, 9', [0.265714, 0.0188746, 1.0]], ['2, k, 10', [0.353734, -0.0200158, 1.0]], ['2, k, 11', [0.383352, -0.0329525, 1.0]], ['2, k, 12', [-0.0662259, -0.390857, 1.0]], ['2, k, 13', [-0.101582, -0.777832, 1.0]], ['2, k, 14', [-0.0721633, -1.14838, 1.0]], ['2, k, 15', [-0.0833378, -1.20159, 1.0]], ['2, k, 16', [0.0350374, -0.409415, 1.0]], ['2, k, 17', [0.102739, -0.796211, 1.0]], ['2, k, 18', [0.143923, -1.15297, 1.0]], ['2, k, 19', [0.122297, -1.20708, 1.0]], ['2, k, 20', [0.0176379, 0.0644765, 1.0]], ['2, k, 21', [-0.0837308, -0.0853347, 1.0]], ['2, k, 22', [-0.0783594, -0.0459958, 1.0]], ['2, k, 23', [0.377792, -0.0329302, 1.0]], ['2, k, 24', [0.371516, -0.0315243, 1.0]]]
[['2, k, 0', [-0.00646941, -0.396674, 1.0]], ['2, k, 1', [0.00712194, -0.132314, 1.0]], ['2, k, 2', [0.0246599, 0.130565, 1.0]], ['2, k, 3', [0.0235721, 0.230346, 1.0]], ['2, k, 4', [-0.121551, 0.109044, 1.0]], ['2, k, 5', [-0.259135, 0.0871445, 1.0]], ['2, k, 6', [-0.107694, -0.0717996, 1.0]], ['2, k, 7', [-0.129983, -0.104653, 1.0]], ['2, k, 8', [0.14763, 0.0567096, 1.0]], ['2, k, 9', [0.269282, 0.0181984, 1.0]], ['2, k, 10', [0.357293, -0.0206904, 1.0]], ['2, k, 11', [0.386912, -0.0336274, 1.0]], ['2, k, 12', [-0.056302, -0.384115, 1.0]], ['2, k, 13', [-0.0955709, -0.774628, 1.0]], ['2, k, 14', [-0.0704596, -1.15009, 1.0]], ['2, k, 15', [-0.0821081, -1.20326, 1.0]], ['2, k, 16', [0.0437908, -0.400929, 1.0]], ['2, k, 17', [0.103865, -0.793767, 1.0]], ['2, k, 18', [0.143346, -1.15273, 1.0]], ['2, k, 19', [0.118429, -1.22706, 1.0]], ['2, k, 20', [0.0195975, 0.0651591, 1.0]], ['2, k, 21', [-0.129427, -0.11299, 1.0]], ['2, k, 22', [-0.129111, -0.103951, 1.0]], ['2, k, 23', [0.381343, -0.0336033, 1.0]], ['2, k, 24', [0.376856, -0.0312946, 1.0]]]
[['2, k, 0', [-0.00185441, -0.396339, 1.0]], ['2, k, 1', [0.00965375, -0.131509, 1.0]], ['2, k, 2', [0.0250364, 0.130978, 1.0]], ['2, k, 3', [0.0242962, 0.230916, 1.0]], ['2, k, 4', [-0.12193, 0.112298, 1.0]], ['2, k, 5', [-0.258795, 0.0877107, 1.0]], ['2, k, 6', [-0.107355, -0.071235, 1.0]], ['2, k, 7', [-0.129681, -0.121954, 1.0]], ['2, k, 8', [0.15451, 0.0744657, 1.0]], ['2, k, 9', [0.274912, 0.0258309, 1.0]], ['2, k, 10', [0.362903, -0.0130857, 1.0]], ['2, k, 11', [0.392521, -0.0260235, 1.0]], ['2, k, 12', [-0.052121, -0.384143, 1.0]], ['2, k, 13', [-0.0933666, -0.77325, 1.0]], ['2, k, 14', [-0.0725129, -1.15479, 1.0]], ['2, k, 15', [-0.154419, -1.19629, 1.0]], ['2, k, 16', [0.0487252, -0.400311, 1.0]], ['2, k, 17', [0.109516, -0.788727, 1.0]], ['2, k, 18', [0.142536, -1.15207, 1.0]], ['2, k, 19', [0.123761, -1.23074, 1.0]], ['2, k, 20', [0.0204403, 0.0656939, 1.0]], ['2, k, 21', [-0.128566, -0.147106, 1.0]], ['2, k, 22', [-0.128653, -0.129728, 1.0]], ['2, k, 23', [0.386939, -0.0260192, 1.0]], ['2, k, 24', [0.380114, -0.0265736, 1.0]]]
[['2, k, 0', [0.00216276, -0.395466, 1.0]], ['2, k, 1', [0.0125662, -0.130237, 1.0]], ['2, k, 2', [0.0260617, 0.132004, 1.0]], ['2, k, 3', [0.0259577, 0.231782, 1.0]], ['2, k, 4', [-0.12322, 0.115954, 1.0]], ['2, k, 5', [-0.256088, 0.0829118, 1.0]], ['2, k, 6', [-0.10464, -0.0760357, 1.0]], ['2, k, 7', [-0.11894, -0.10996, 1.0]], ['2, k, 8', [0.155567, 0.0768601, 1.0]], ['2, k, 9', [0.279377, 0.0325124, 1.0]], ['2, k, 10', [0.367639, -0.00581752, 1.0]], ['2, k, 11', [0.397352, -0.0185526, 1.0]], ['2, k, 12', [-0.0480332, -0.384219, 1.0]], ['2, k, 13', [-0.0891145, -0.775157, 1.0]], ['2, k, 14', [-0.0789908, -1.15072, 1.0]], ['2, k, 15', [-0.0417366, -1.22516, 1.0]], ['2, k, 16', [0.0526266, -0.398535, 1.0]], ['2, k, 17', [0.113447, -0.787753, 1.0]], ['2, k, 18', [0.14701, -1.14116, 1.0]], ['2, k, 19', [0.129698, -1.22199, 1.0]], ['2, k, 20', [0.0220279, 0.0668354, 1.0]], ['2, k, 21', [-0.114463, -0.124197, 1.0]], ['2, k, 22', [-0.119611, -0.107595, 1.0]], ['2, k, 23', [0.391758, -0.0185676, 1.0]], ['2, k, 24', [0.385432, -0.0172111, 1.0]]]
[['2, k, 0', [0.00477083, -0.395498, 1.0]], ['2, k, 1', [0.0155732, -0.12827, 1.0]], ['2, k, 2', [0.0287109, 0.136633, 1.0]], ['2, k, 3', [0.0282374, 0.235823, 1.0]], ['2, k, 4', [-0.122499, 0.116266, 1.0]], ['2, k, 5', [-0.253527, 0.0771006, 1.0]], ['2, k, 6', [-0.102069, -0.0818474, 1.0]], ['2, k, 7', [-0.120536, -0.130283, 1.0]], ['2, k, 8', [0.155614, 0.0770469, 1.0]], ['2, k, 9', [0.280468, 0.0345249, 1.0]], ['2, k, 10', [0.368806, -0.00369962, 1.0]], ['2, k, 11', [0.398546, -0.0163974, 1.0]], ['2, k, 12', [-0.0447806, -0.384467, 1.0]], ['2, k, 13', [-0.0869063, -0.77411, 1.0]], ['2, k, 14', [-0.0776998, -1.15012, 1.0]], ['2, k, 15', [-0.0392838, -1.22384, 1.0]], ['2, k, 16', [0.0549709, -0.39844, 1.0]], ['2, k, 17', [0.116053, -0.786263, 1.0]], ['2, k, 18', [0.146563, -1.14033, 1.0]], ['2, k, 19', [0.134369, -1.22107, 1.0]], ['2, k, 20', [0.0250457, 0.0707908, 1.0]], ['2, k, 21', [-0.119128, -0.163551, 1.0]], ['2, k, 22', [-0.119724, -0.129405, 1.0]], ['2, k, 23', [0.392948, -0.016418, 1.0]], ['2, k, 24', [0.386619, -0.0150687, 1.0]]]
[['2, k, 0', [0.0141638, -0.390653, 1.0]], ['2, k, 1', [0.0195739, -0.125663, 1.0]], ['2, k, 2', [0.0293262, 0.137475, 1.0]], ['2, k, 3', [0.02845, 0.238278, 1.0]], ['2, k, 4', [-0.120822, 0.115594, 1.0]], ['2, k, 5', [-0.251788, 0.0178594, 1.0]], ['2, k, 6', [-0.100354, -0.140884, 1.0]], ['2, k, 7', [-0.120322, -0.160807, 1.0]], ['2, k, 8', [0.161856, 0.0849573, 1.0]], ['2, k, 9', [0.28382, 0.0344014, 1.0]], ['2, k, 10', [0.371832, -0.00451532, 1.0]], ['2, k, 11', [0.401467, -0.017444, 1.0]], ['2, k, 12', [-0.0361797, -0.380491, 1.0]], ['2, k, 13', [-0.0828026, -0.775872, 1.0]], ['2, k, 14', [-0.0699435, -1.15427, 1.0]], ['2, k, 15', [-0.0488894, -1.23232, 1.0]], ['2, k, 16', [0.0644667, -0.392921, 1.0]], ['2, k, 17', [0.117487, -0.786706, 1.0]], ['2, k, 18', [0.147453, -1.1415, 1.0]], ['2, k, 19', [0.135221, -1.22068, 1.0]], ['2, k, 20', [0.0262653, 0.0719403, 1.0]], ['2, k, 21', [-0.119842, -0.173247, 1.0]], ['2, k, 22', [-0.11951, -0.159722, 1.0]], ['2, k, 23', [0.395544, -0.0178484, 1.0]], ['2, k, 24', [0.389527, -0.0161092, 1.0]]]
[['2, k, 0', [0.0175974, -0.391212, 1.0]], ['2, k, 1', [0.0218496, -0.125104, 1.0]], ['2, k, 2', [0.0299633, 0.138524, 1.0]], ['2, k, 3', [0.0285049, 0.240189, 1.0]], ['2, k, 4', [-0.120076, 0.114094, 1.0]], ['2, k, 5', [-0.252121, 0.0591775, 1.0]], ['2, k, 6', [-0.100656, -0.0997251, 1.0]], ['2, k, 7', [-0.115098, -0.150663, 1.0]], ['2, k, 8', [0.162631, 0.0857826, 1.0]], ['2, k, 9', [0.283318, 0.035246, 1.0]], ['2, k, 10', [0.371309, -0.00371601, 1.0]], ['2, k, 11', [0.400936, -0.0166589, 1.0]], ['2, k, 12', [-0.0319919, -0.381868, 1.0]], ['2, k, 13', [-0.078216, -0.775176, 1.0]], ['2, k, 14', [-0.0743166, -1.14516, 1.0]], ['2, k, 15', [-0.0802952, -1.1973, 1.0]], ['2, k, 16', [0.06873, -0.392924, 1.0]], ['2, k, 17', [0.118916, -0.78734, 1.0]], ['2, k, 18', [0.147421, -1.14183, 1.0]], ['2, k, 19', [0.140427, -1.22003, 1.0]], ['2, k, 20', [0.0273891, 0.0728958, 1.0]], ['2, k, 21', [-0.110442, -0.180833, 1.0]], ['2, k, 22', [-0.119321, -0.156156, 1.0]], ['2, k, 23', [0.394654, -0.0178727, 1.0]], ['2, k, 24', [0.389, -0.0153288, 1.0]]]
