[['2, k, 0', [0.04409565, 0.01674226, 1.0]], ['2, k, 1', [0.04101397, 0.326719, 1.0]], ['2, k, 2', [0.03935456, 0.6229622, 1.0]], ['2, k, 3', [0.02466569, 0.7471285, 1.0]], ['2, k, 4', [-0.1195526, 0.5024073, 1.0]], ['2, k, 5', [-0.1653536, 0.2558371, 1.0]], ['2, k, 6', [-0.1454548, 0.03538229, 1.0]], ['2, k, 7', [-0.1270538, -0.03674633, 1.0]], ['2, k, 8', [0.2001964, 0.5343179, 1.0]], ['2, k, 9', [0.2570538, 0.2863731, 1.0]], ['2, k, 10', [0.2824628, 0.07812571, 1.0]], ['2, k, 11', [0.2854923, 0.03542393, 1.0]], ['2, k, 12', [-0.0296881, 0.01401929, 1.0]], ['2, k, 13', [-0.05098213, -0.3772196, 1.0]], ['2, k, 14', [-0.05435352, -0.6965316, 1.0]], ['2, k, 15', [-0.07179352, -0.7534164, 1.0]], ['2, k, 16', [0.1162384, 0.01878793, 1.0]], ['2, k, 17', [0.1432752, -0.3894989, 1.0]], ['2, k, 18', [0.1928835, -0.6866869, 1.0]], ['2, k, 19', [0.2546402, -0.728295, 1.0]], ['2, k, 20', [0.03948135, 0.5508431, 1.0]], ['2, k, 21', [-0.1075574, -0.1086827, 1.0]], ['2, k, 22', [-0.1440589, -0.05375248, 1.0]], ['2, k, 23', [0.2953777, -0.04417173, 1.0]], ['2, k, 24', [0.3079942, 0.01318682, 1.0]]]
[['2, k, 0', [0.05138151, 0.03494079, 1.0]], ['2, k, 1', [0.05420325, 0.3422647, 1.0]], ['2, k, 2', [0.05685501, 0.6362314, 1.0]], ['2, k, 3', [0.04920549, 0.7529953, 1.0]], ['2, k, 4', [-0.07222503, 0.5337325, 1.0]], ['2, k, 5', [-0.1770533, 0.4973087, 1.0]], ['2, k, 6', [-0.257833, 0.5433388, 1.0]], ['2, k, 7', [-0.2720163, 0.5821802, 1.0]], ['2, k, 8', [0.2271209, 0.5477549, 1.0]], ['2, k, 9', [0.2639357, 0.2920201, 1.0]], ['2, k, 10', [0.2803043, 0.08494412, 1.0]], ['2, k, 11', [0.2850801, 0.03780323, 1.0]], ['2, k, 12', [-0.02041586, 0.03654445, 1.0]], ['2, k, 13', [-0.04538955, -0.3814476, 1.0]], ['2, k, 14', [-0.05371393, -0.6998547, 1.0]], ['2, k, 15', [-0.07052749, -0.7556427, 1.0]], ['2, k, 16', [0.1214062, 0.03218884, 1.0]], ['2, k, 17', [0.1482566, -0.3888849, 1.0]], ['2, k, 18', [0.1969288, -0.6768234, 1.0]], ['2, k, 19', [0.2530125, -0.729129, 1.0]], ['2, k, 20', [0.05624433, 0.5646715, 1.0]], ['2, k, 21', [-0.2837868, 0.6257376, 1.0]], ['2, k, 22', [-0.2010045, 0.5512986, 1.0]], ['2, k, 23', [0.2993805, -0.04583242, 1.0]], ['2, k, 24', [0.2522503, 0.03139316, 1.0]]]
[['2, k, 0', [0.05267148, 0.03661855, 1.0]], ['2, k, 1', [0.05567878, 0.3434408, 1.0]], ['2, k, 2', [0.05850738, 0.6370577, 1.0]], ['2, k, 3', [0.05199504, 0.7535728, 1.0]], ['2, k, 4', [-0.06769725, 0.541783, 1.0]], ['2, k, 5', [-0.1759167, 0.5449044, 1.0]], ['2, k, 6', [-0.2611558, 0.5740311, 1.0]], ['2, k, 7', [-0.2646041, 0.6344864, 1.0]], ['2, k, 8', [0.2274652, 0.5479396, 1.0]], ['2, k, 9', [0.2646247, 0.2921644, 1.0]], ['2, k, 10', [0.2803841, 0.08527082, 1.0]], ['2, k, 11', [0.2844844, 0.03800184, 1.0]], ['2, k, 12', [-0.0192844, 0.03858344, 1.0]], ['2, k, 13', [-0.04547541, -0.3771081, 1.0]], ['2, k, 14', [-0.0539276, -0.7001258, 1.0]], ['2, k, 15', [-0.07033151, -0.7555636, 1.0]], ['2, k, 16', [0.12274, 0.03345341, 1.0]], ['2, k, 17', [0.1484316, -0.3876642, 1.0]], ['2, k, 18', [0.1968948, -0.6766949, 1.0]], ['2, k, 19', [0.2277806, -0.7354217, 1.0]], ['2, k, 20', [0.05785316, 0.5655752, 1.0]], ['2, k, 21', [-0.2811092, 0.6717356, 1.0]], ['2, k, 22', [-0.209281, 0.618966, 1.0]], ['2, k, 23', [0.3024363, -0.04455206, 1.0]], ['2, k, 24', [0.3021708, -0.04345238, 1.0]]]
[['2, k, 0', [0.05406768, 0.03841383, 1.0]], ['2, k, 1', [0.05716348, 0.3448808, 1.0]], ['2, k, 2', [0.06003136, 0.6382255, 1.0]], ['2, k, 3', [0.05423849, 0.7539139, 1.0]], ['2, k, 4', [-0.06500064, 0.5472041, 1.0]], ['2, k, 5', [-0.17048, 0.6040435, 1.0]], ['2, k, 6', [-0.2440833, 0.6530815, 1.0]], ['2, k, 7', [-0.2565543, 0.6765567, 1.0]], ['2, k, 8', [0.227674, 0.548216, 1.0]], ['2, k, 9', [0.2653939, 0.2923697, 1.0]], ['2, k, 10', [0.2804271, 0.08569542, 1.0]], ['2, k, 11', [0.2843411, 0.03801861, 1.0]], ['2, k, 12', [-0.01824906, 0.04052429, 1.0]], ['2, k, 13', [-0.04509392, -0.3741076, 1.0]], ['2, k, 14', [-0.05465808, -0.7019341, 1.0]], ['2, k, 15', [-0.07092956, -0.7549207, 1.0]], ['2, k, 16', [0.1244296, 0.03499551, 1.0]], ['2, k, 17', [0.148464, -0.3865117, 1.0]], ['2, k, 18', [0.196859, -0.6765829, 1.0]], ['2, k, 19', [0.2556275, -0.7268767, 1.0]], ['2, k, 20', [0.05937117, 0.5668028, 1.0]], ['2, k, 21', [-0.2489385, 0.6855749, 1.0]], ['2, k, 22', [-0.2132058, 0.6613539, 1.0]], ['2, k, 23', [0.3017731, -0.04406024, 1.0]], ['2, k, 24', [0.3126251, 0.05225009, 1.0]]]
[['2, k, 0', [0.05477791, 0.03972142, 1.0]], ['2, k, 1', [0.05828895, 0.3458733, 1.0]], ['2, k, 2', [0.06157609, 0.6389557, 1.0]], ['2, k, 3', [0.05621714, 0.7543702, 1.0]], ['2, k, 4', [-0.0621225, 0.5511844, 1.0]], ['2, k, 5', [-0.1517348, 0.6241377, 1.0]], ['2, k, 6', [-0.2277256, 0.6887934, 1.0]], ['2, k, 7', [-0.2482764, 0.7061911, 1.0]], ['2, k, 8', [0.2276629, 0.548324, 1.0]], ['2, k, 9', [0.266279, 0.2929546, 1.0]], ['2, k, 10', [0.2803812, 0.08638088, 1.0]], ['2, k, 11', [0.284897, 0.03972513, 1.0]], ['2, k, 12', [-0.01780034, 0.04193997, 1.0]], ['2, k, 13', [-0.04349348, -0.372172, 1.0]], ['2, k, 14', [-0.0546501, -0.7019168, 1.0]], ['2, k, 15', [-0.07053398, -0.7542224, 1.0]], ['2, k, 16', [0.125352, 0.03612734, 1.0]], ['2, k, 17', [0.1491131, -0.3830455, 1.0]], ['2, k, 18', [0.19811, -0.6773391, 1.0]], ['2, k, 19', [0.256377, -0.7276177, 1.0]], ['2, k, 20', [0.06080998, 0.5675964, 1.0]], ['2, k, 21', [-0.2590522, 0.7131863, 1.0]], ['2, k, 22', [-0.2330275, 0.6873741, 1.0]], ['2, k, 23', [0.3057724, -0.04292688, 1.0]], ['2, k, 24', [0.2521628, 0.02794839, 1.0]]]
[['2, k, 0', [0.05539352, 0.04112095, 1.0]], ['2, k, 1', [0.05938249, 0.3466097, 1.0]], ['2, k, 2', [0.06330305, 0.6391736, 1.0]], ['2, k, 3', [0.05753988, 0.7544166, 1.0]], ['2, k, 4', [-0.06021477, 0.5547389, 1.0]], ['2, k, 5', [-0.1524461, 0.6349308, 1.0]], ['2, k, 6', [-0.2163337, 0.7333473, 1.0]], ['2, k, 7', [-0.2303618, 0.7387706, 1.0]], ['2, k, 8', [0.2276068, 0.5485357, 1.0]], ['2, k, 9', [0.2669031, 0.2925805, 1.0]], ['2, k, 10', [0.2803891, 0.08626276, 1.0]], ['2, k, 11', [0.2851071, 0.0379608, 1.0]], ['2, k, 12', [-0.01735956, 0.04366904, 1.0]], ['2, k, 13', [-0.04248751, -0.3714072, 1.0]], ['2, k, 14', [-0.05401488, -0.7001393, 1.0]], ['2, k, 15', [-0.0698145, -0.7537378, 1.0]], ['2, k, 16', [0.1260873, 0.03716977, 1.0]], ['2, k, 17', [0.1502552, -0.3805996, 1.0]], ['2, k, 18', [0.1981027, -0.6773184, 1.0]], ['2, k, 19', [0.2562957, -0.727654, 1.0]], ['2, k, 20', [0.0623541, 0.5679484, 1.0]], ['2, k, 21', [-0.2444285, 0.7437611, 1.0]], ['2, k, 22', [-0.2162371, 0.7356436, 1.0]], ['2, k, 23', [0.3024598, -0.04407796, 1.0]], ['2, k, 24', [0.3020693, -0.04737996, 1.0]]]
[['2, k, 0', [0.05644337, 0.0432619, 1.0]], ['2, k, 1', [0.06035714, 0.34701, 1.0]], ['2, k, 2', [0.06474977, 0.6384443, 1.0]], ['2, k, 3', [0.0589027, 0.7552941, 1.0]], ['2, k, 4', [-0.05914148, 0.5591428, 1.0]], ['2, k, 5', [-0.1521135, 0.6629114, 1.0]], ['2, k, 6', [-0.2083614, 0.7775561, 1.0]], ['2, k, 7', [-0.2215768, 0.7752169, 1.0]], ['2, k, 8', [0.227614, 0.5490409, 1.0]], ['2, k, 9', [0.2676951, 0.2929465, 1.0]], ['2, k, 10', [0.2791145, 0.08541805, 1.0]], ['2, k, 11', [0.2855207, 0.03742237, 1.0]], ['2, k, 12', [-0.01639966, 0.04578172, 1.0]], ['2, k, 13', [-0.04182361, -0.3719216, 1.0]], ['2, k, 14', [-0.05417111, -0.7008623, 1.0]], ['2, k, 15', [-0.069706, -0.7541366, 1.0]], ['2, k, 16', [0.1271841, 0.03923337, 1.0]], ['2, k, 17', [0.1508925, -0.3797559, 1.0]], ['2, k, 18', [0.1980441, -0.6773423, 1.0]], ['2, k, 19', [0.2232666, -0.7338867, 1.0]], ['2, k, 20', [0.06360424, 0.5675638, 1.0]], ['2, k, 21', [-0.2394085, 0.7580367, 1.0]], ['2, k, 22', [-0.2242964, 0.7508046, 1.0]], ['2, k, 23', [0.300057, -0.04648124, 1.0]], ['2, k, 24', [0.2813143, 0.03474208, 1.0]]]
[['2, k, 0', [0.05671812, 0.04441472, 1.0]], ['2, k, 1', [0.06164912, 0.3470928, 1.0]], ['2, k, 2', [0.06818657, 0.6368511, 1.0]], ['2, k, 3', [0.06142725, 0.7557837, 1.0]], ['2, k, 4', [-0.05790572, 0.5627267, 1.0]], ['2, k, 5', [-0.1503806, 0.6967058, 1.0]], ['2, k, 6', [-0.2149625, 0.8262114, 1.0]], ['2, k, 7', [-0.2376804, 0.8722683, 1.0]], ['2, k, 8', [0.2276271, 0.5490707, 1.0]], ['2, k, 9', [0.268184, 0.2930347, 1.0]], ['2, k, 10', [0.2793009, 0.08566123, 1.0]], ['2, k, 11', [0.2844925, 0.03942505, 1.0]], ['2, k, 12', [-0.01637498, 0.04662611, 1.0]], ['2, k, 13', [-0.04156871, -0.3738818, 1.0]], ['2, k, 14', [-0.05442195, -0.7007637, 1.0]], ['2, k, 15', [-0.06989089, -0.7541406, 1.0]], ['2, k, 16', [0.1278057, 0.04066657, 1.0]], ['2, k, 17', [0.1515986, -0.3789967, 1.0]], ['2, k, 18', [0.1992821, -0.6782531, 1.0]], ['2, k, 19', [0.2566314, -0.7271774, 1.0]], ['2, k, 20', [0.06640252, 0.5665079, 1.0]], ['2, k, 21', [-0.2553844, 0.8543651, 1.0]], ['2, k, 22', [-0.2400922, 0.8461614, 1.0]], ['2, k, 23', [0.3009367, -0.04299747, 1.0]], ['2, k, 24', [0.2529725, 0.02569399, 1.0]]]
[['2, k, 0', [0.05665185, 0.04584306, 1.0]], ['2, k, 1', [0.06243645, 0.3480137, 1.0]], ['2, k, 2', [0.06949405, 0.6374804, 1.0]], ['2, k, 3', [0.06509076, 0.7576764, 1.0]], ['2, k, 4', [-0.05765547, 0.5697914, 1.0]], ['2, k, 5', [-0.1455047, 0.7128499, 1.0]], ['2, k, 6', [-0.1943336, 0.8805269, 1.0]], ['2, k, 7', [-0.2116667, 0.939276, 1.0]], ['2, k, 8', [0.2275712, 0.5491495, 1.0]], ['2, k, 9', [0.2686898, 0.2927741, 1.0]], ['2, k, 10', [0.2796145, 0.08551542, 1.0]], ['2, k, 11', [0.2848177, 0.0382386, 1.0]], ['2, k, 12', [-0.01648356, 0.04812779, 1.0]], ['2, k, 13', [-0.04126343, -0.3726288, 1.0]], ['2, k, 14', [-0.0540706, -0.699989, 1.0]], ['2, k, 15', [-0.07004444, -0.7539163, 1.0]], ['2, k, 16', [0.1277554, 0.04205018, 1.0]], ['2, k, 17', [0.1517954, -0.3790354, 1.0]], ['2, k, 18', [0.1991188, -0.6787549, 1.0]], ['2, k, 19', [0.2565933, -0.7272752, 1.0]], ['2, k, 20', [0.06760263, 0.5671689, 1.0]], ['2, k, 21', [-0.2295887, 0.9211988, 1.0]], ['2, k, 22', [-0.2146095, 0.9127562, 1.0]], ['2, k, 23', [0.3020467, -0.04383086, 1.0]], ['2, k, 24', [0.3096925, 0.04602663, 1.0]]]
[['2, k, 0', [0.05622595, 0.04744223, 1.0]], ['2, k, 1', [0.06274452, 0.3489571, 1.0]], ['2, k, 2', [0.0700459, 0.6380591, 1.0]], ['2, k, 3', [0.06691895, 0.7581693, 1.0]], ['2, k, 4', [-0.05341318, 0.5877446, 1.0]], ['2, k, 5', [-0.1390647, 0.7350332, 1.0]], ['2, k, 6', [-0.1873796, 0.8916222, 1.0]], ['2, k, 7', [-0.2035086, 0.944984, 1.0]], ['2, k, 8', [0.2274466, 0.5488439, 1.0]], ['2, k, 9', [0.2692837, 0.2927102, 1.0]], ['2, k, 10', [0.2805726, 0.0860578, 1.0]], ['2, k, 11', [0.2846742, 0.03811182, 1.0]], ['2, k, 12', [-0.01693531, 0.04998985, 1.0]], ['2, k, 13', [-0.04078973, -0.376183, 1.0]], ['2, k, 14', [-0.05418579, -0.7022232, 1.0]], ['2, k, 15', [-0.06944136, -0.7545696, 1.0]], ['2, k, 16', [0.1272811, 0.04347262, 1.0]], ['2, k, 17', [0.1526698, -0.3782004, 1.0]], ['2, k, 18', [0.1992667, -0.6786451, 1.0]], ['2, k, 19', [0.2241211, -0.7319336, 1.0]], ['2, k, 20', [0.06811211, 0.5677845, 1.0]], ['2, k, 21', [-0.2214762, 0.9268447, 1.0]], ['2, k, 22', [-0.2065562, 0.9183174, 1.0]], ['2, k, 23', [0.3032508, -0.04460876, 1.0]], ['2, k, 24', [0.3109937, -0.03874968, 1.0]]]
[['2, k, 0', [0.05609791, 0.04757883, 1.0]], ['2, k, 1', [0.06176877, 0.3494901, 1.0]], ['2, k, 2', [0.06611294, 0.6395246, 1.0]], ['2, k, 3', [0.06581701, 0.7584162, 1.0]], ['2, k, 4', [-0.05424985, 0.5864225, 1.0]], ['2, k, 5', [-0.1323357, 0.7491387, 1.0]], ['2, k, 6', [-0.1640849, 0.9341817, 1.0]], ['2, k, 7', [-0.1743409, 0.9962155, 1.0]], ['2, k, 8', [0.2266736, 0.5479494, 1.0]], ['2, k, 9', [0.2705674, 0.2926307, 1.0]], ['2, k, 10', [0.2807757, 0.08612212, 1.0]], ['2, k, 11', [0.2848992, 0.0373237, 1.0]], ['2, k, 12', [-0.01718161, 0.0502493, 1.0]], ['2, k, 13', [-0.04072151, -0.3745719, 1.0]], ['2, k, 14', [-0.05460336, -0.7019187, 1.0]], ['2, k, 15', [-0.06937152, -0.7544141, 1.0]], ['2, k, 16', [0.1272634, 0.04343844, 1.0]], ['2, k, 17', [0.1526014, -0.3785031, 1.0]], ['2, k, 18', [0.199367, -0.6794752, 1.0]], ['2, k, 19', [0.2242617, -0.7319336, 1.0]], ['2, k, 20', [0.06521746, 0.5689294, 1.0]], ['2, k, 21', [-0.1925211, 0.9779738, 1.0]], ['2, k, 22', [-0.1779025, 0.9693044, 1.0]], ['2, k, 23', [0.2975592, -0.04454891, 1.0]], ['2, k, 24', [0.2512908, 0.02780794, 1.0]]]
[['2, k, 0', [0.05603038, 0.0479524, 1.0]], ['2, k, 1', [0.06093312, 0.3498045, 1.0]], ['2, k, 2', [0.06336124, 0.6395561, 1.0]], ['2, k, 3', [0.06369125, 0.7587677, 1.0]], ['2, k, 4', [-0.05516275, 0.5849854, 1.0]], ['2, k, 5', [-0.1245136, 0.7643815, 1.0]], ['2, k, 6', [-0.1679564, 0.9260688, 1.0]], ['2, k, 7', [-0.1822038, 0.9803215, 1.0]], ['2, k, 8', [0.2257247, 0.5473727, 1.0]], ['2, k, 9', [0.2725176, 0.2933689, 1.0]], ['2, k, 10', [0.2805955, 0.08649594, 1.0]], ['2, k, 11', [0.2849311, 0.03980652, 1.0]], ['2, k, 12', [-0.0171365, 0.05066369, 1.0]], ['2, k, 13', [-0.04043747, -0.3743041, 1.0]], ['2, k, 14', [-0.05395694, -0.7026948, 1.0]], ['2, k, 15', [-0.06788753, -0.7551279, 1.0]], ['2, k, 16', [0.1270024, 0.04370901, 1.0]], ['2, k, 17', [0.1529476, -0.3788197, 1.0]], ['2, k, 18', [0.200088, -0.6801264, 1.0]], ['2, k, 19', [0.2565095, -0.7302089, 1.0]], ['2, k, 20', [0.0630181, 0.5690744, 1.0]], ['2, k, 21', [-0.2003268, 0.9621104, 1.0]], ['2, k, 22', [-0.1856265, 0.9534832, 1.0]], ['2, k, 23', [0.2998061, -0.04346569, 1.0]], ['2, k, 24', [0.2514127, 0.0241279, 1.0]]]
[['2, k, 0', [0.05595047, 0.04828635, 1.0]], ['2, k, 1', [0.05970514, 0.3501146, 1.0]], ['2, k, 2', [0.05988566, 0.6395121, 1.0]], ['2, k, 3', [0.06294949, 0.7585579, 1.0]], ['2, k, 4', [-0.05607795, 0.5840687, 1.0]], ['2, k, 5', [-0.1190716, 0.7857623, 1.0]], ['2, k, 6', [-0.2039708, 0.9519902, 1.0]], ['2, k, 7', [-0.2329119, 1.01035, 1.0]], ['2, k, 8', [0.2249411, 0.5466692, 1.0]], ['2, k, 9', [0.2738783, 0.2934297, 1.0]], ['2, k, 10', [0.2812115, 0.08667163, 1.0]], ['2, k, 11', [0.2851602, 0.037261, 1.0]], ['2, k, 12', [-0.01722071, 0.05110543, 1.0]], ['2, k, 13', [-0.04025101, -0.3748296, 1.0]], ['2, k, 14', [-0.0535518, -0.7021742, 1.0]], ['2, k, 15', [-0.06730704, -0.7546844, 1.0]], ['2, k, 16', [0.1269378, 0.04386012, 1.0]], ['2, k, 17', [0.154157, -0.3810347, 1.0]], ['2, k, 18', [0.2010457, -0.6804094, 1.0]], ['2, k, 19', [0.2572407, -0.7303383, 1.0]], ['2, k, 20', [0.06012693, 0.5691487, 1.0]], ['2, k, 21', [-0.250772, 0.9921819, 1.0]], ['2, k, 22', [-0.2357352, 0.9836191, 1.0]], ['2, k, 23', [0.2967604, -0.04172509, 1.0]], ['2, k, 24', [0.2518949, 0.02895796, 1.0]]]
[['2, k, 0', [0.05562906, 0.04857644, 1.0]], ['2, k, 1', [0.0585143, 0.350421, 1.0]], ['2, k, 2', [0.05812331, 0.6395859, 1.0]], ['2, k, 3', [0.03948928, 0.7548941, 1.0]], ['2, k, 4', [-0.0564132, 0.5836427, 1.0]], ['2, k, 5', [-0.1155009, 0.7934411, 1.0]], ['2, k, 6', [-0.1357528, 0.992669, 1.0]], ['2, k, 7', [-0.1433452, 1.062934, 1.0]], ['2, k, 8', [0.2236665, 0.5456197, 1.0]], ['2, k, 9', [0.2755091, 0.2938954, 1.0]], ['2, k, 10', [0.2814786, 0.08710109, 1.0]], ['2, k, 11', [0.2846397, 0.03907236, 1.0]], ['2, k, 12', [-0.01749043, 0.05148842, 1.0]], ['2, k, 13', [-0.0398386, -0.3757961, 1.0]], ['2, k, 14', [-0.05420131, -0.7021127, 1.0]], ['2, k, 15', [-0.06799117, -0.7547002, 1.0]], ['2, k, 16', [0.1264124, 0.04410038, 1.0]], ['2, k, 17', [0.1547888, -0.3831338, 1.0]], ['2, k, 18', [0.2011534, -0.6805181, 1.0]], ['2, k, 19', [0.257371, -0.7304642, 1.0]], ['2, k, 20', [0.05843693, 0.5692773, 1.0]], ['2, k, 21', [-0.1617483, 1.044635, 1.0]], ['2, k, 22', [-0.1474519, 1.035884, 1.0]], ['2, k, 23', [0.3016832, -0.04381306, 1.0]], ['2, k, 24', [0.2636999, -0.01529514, 1.0]]]
[['2, k, 0', [0.05523324, 0.04875129, 1.0]], ['2, k, 1', [0.05836922, 0.3504686, 1.0]], ['2, k, 2', [0.05854386, 0.6394486, 1.0]], ['2, k, 3', [0.03590869, 0.755613, 1.0]], ['2, k, 4', [-0.05613603, 0.5832123, 1.0]], ['2, k, 5', [-0.1099958, 0.8060749, 1.0]], ['2, k, 6', [-0.1279317, 0.9990208, 1.0]], ['2, k, 7', [-0.1350896, 1.06903, 1.0]], ['2, k, 8', [0.2231955, 0.5452501, 1.0]], ['2, k, 9', [0.2768439, 0.2939096, 1.0]], ['2, k, 10', [0.2813593, 0.08722068, 1.0]], ['2, k, 11', [0.2845163, 0.04074027, 1.0]], ['2, k, 12', [-0.01775535, 0.05176293, 1.0]], ['2, k, 13', [-0.03960067, -0.3760732, 1.0]], ['2, k, 14', [-0.05405283, -0.7021156, 1.0]], ['2, k, 15', [-0.06863399, -0.7546063, 1.0]], ['2, k, 16', [0.1257029, 0.04415895, 1.0]], ['2, k, 17', [0.1560034, -0.3843579, 1.0]], ['2, k, 18', [0.2012292, -0.6806224, 1.0]], ['2, k, 19', [0.2254639, -0.7333984, 1.0]], ['2, k, 20', [0.05863494, 0.5691957, 1.0]], ['2, k, 21', [-0.1535428, 1.050727, 1.0]], ['2, k, 22', [-0.1393156, 1.041972, 1.0]], ['2, k, 23', [0.2963629, -0.04507099, 1.0]], ['2, k, 24', [0.3125, 0.01885597, 1.0]]]
[['2, k, 0', [0.05528874, 0.04909166, 1.0]], ['2, k, 1', [0.05759472, 0.3509194, 1.0]], ['2, k, 2', [0.05677107, 0.6397527, 1.0]], ['2, k, 3', [0.03420211, 0.7564197, 1.0]], ['2, k, 4', [-0.05672402, 0.5829505, 1.0]], ['2, k, 5', [-0.1055674, 0.8161135, 1.0]], ['2, k, 6', [-0.1162301, 1.010505, 1.0]], ['2, k, 7', [-0.1211141, 1.082382, 1.0]], ['2, k, 8', [0.2229996, 0.5447225, 1.0]], ['2, k, 9', [0.2785331, 0.2947447, 1.0]], ['2, k, 10', [0.2811795, 0.0882289, 1.0]], ['2, k, 11', [0.2839198, 0.03800989, 1.0]], ['2, k, 12', [-0.01732104, 0.05252351, 1.0]], ['2, k, 13', [-0.03982434, -0.3771593, 1.0]], ['2, k, 14', [-0.05336799, -0.7003536, 1.0]], ['2, k, 15', [-0.06877376, -0.7538668, 1.0]], ['2, k, 16', [0.1256297, 0.04433279, 1.0]], ['2, k, 17', [0.1561639, -0.3844533, 1.0]], ['2, k, 18', [0.2012584, -0.6807468, 1.0]], ['2, k, 19', [0.2594959, -0.7282714, 1.0]], ['2, k, 20', [0.05711015, 0.5695377, 1.0]], ['2, k, 21', [-0.1396528, 1.064079, 1.0]], ['2, k, 22', [-0.1255453, 1.055321, 1.0]], ['2, k, 23', [0.3012952, -0.04435462, 1.0]], ['2, k, 24', [0.3115928, 0.06297071, 1.0]]]
[['2, k, 0', [0.05481565, 0.0494147, 1.0]], ['2, k, 1', [0.0561105, 0.351388, 1.0]], ['2, k, 2', [0.05489236, 0.6401529, 1.0]], ['2, k, 3', [0.03247261, 0.7575607, 1.0]], ['2, k, 4', [-0.05710489, 0.5827637, 1.0]], ['2, k, 5', [-0.1028969, 0.8252299, 1.0]], ['2, k, 6', [-0.09046181, 1.030228, 1.0]], ['2, k, 7', [-0.08786098, 1.107377, 1.0]], ['2, k, 8', [0.2228094, 0.544237, 1.0]], ['2, k, 9', [0.2788855, 0.2946831, 1.0]], ['2, k, 10', [0.2823355, 0.08816647, 1.0]], ['2, k, 11', [0.2844296, 0.04069683, 1.0]], ['2, k, 12', [-0.01755109, 0.05292849, 1.0]], ['2, k, 13', [-0.03961496, -0.3792638, 1.0]], ['2, k, 14', [-0.05343148, -0.7004145, 1.0]], ['2, k, 15', [-0.06845608, -0.7534465, 1.0]], ['2, k, 16', [0.1246235, 0.04466217, 1.0]], ['2, k, 17', [0.1565477, -0.384598, 1.0]], ['2, k, 18', [0.2012431, -0.6815003, 1.0]], ['2, k, 19', [0.2596463, -0.7286313, 1.0]], ['2, k, 20', [0.05529406, 0.5699412, 1.0]], ['2, k, 21', [-0.1065944, 1.089099, 1.0]], ['2, k, 22', [-0.09275857, 1.080372, 1.0]], ['2, k, 23', [0.3012292, -0.03817338, 1.0]], ['2, k, 24', [0.3123603, 0.01861896, 1.0]]]
[['2, k, 0', [0.05461912, 0.04990587, 1.0]], ['2, k, 1', [0.05529295, 0.3517417, 1.0]], ['2, k, 2', [0.05364697, 0.6401346, 1.0]], ['2, k, 3', [0.02896303, 0.7595507, 1.0]], ['2, k, 4', [-0.05727645, 0.5825335, 1.0]], ['2, k, 5', [-0.1004903, 0.8302974, 1.0]], ['2, k, 6', [-0.0879557, 1.028822, 1.0]], ['2, k, 7', [-0.08538562, 1.104805, 1.0]], ['2, k, 8', [0.2226771, 0.5441614, 1.0]], ['2, k, 9', [0.279818, 0.2954007, 1.0]], ['2, k, 10', [0.2823427, 0.08926316, 1.0]], ['2, k, 11', [0.2839875, 0.0379936, 1.0]], ['2, k, 12', [-0.01746956, 0.05357243, 1.0]], ['2, k, 13', [-0.03958534, -0.379765, 1.0]], ['2, k, 14', [-0.05354051, -0.6998491, 1.0]], ['2, k, 15', [-0.06839171, -0.7535816, 1.0]], ['2, k, 16', [0.1242111, 0.04507463, 1.0]], ['2, k, 17', [0.1566447, -0.3846874, 1.0]], ['2, k, 18', [0.2011555, -0.681562, 1.0]], ['2, k, 19', [0.2595598, -0.7290379, 1.0]], ['2, k, 20', [0.05414662, 0.5700141, 1.0]], ['2, k, 21', [-0.1041314, 1.08652, 1.0]], ['2, k, 22', [-0.09099554, 1.078507, 1.0]], ['2, k, 23', [0.2971948, -0.04002386, 1.0]], ['2, k, 24', [0.3091716, 0.02727531, 1.0]]]
[['2, k, 0', [0.05289263, 0.05191395, 1.0]], ['2, k, 1', [0.05349378, 0.3527671, 1.0]], ['2, k, 2', [0.05215678, 0.6403726, 1.0]], ['2, k, 3', [0.02689623, 0.7604598, 1.0]], ['2, k, 4', [-0.05744658, 0.5824074, 1.0]], ['2, k, 5', [-0.09799525, 0.83395, 1.0]], ['2, k, 6', [-0.08387216, 1.027835, 1.0]], ['2, k, 7', [-0.08072743, 1.102685, 1.0]], ['2, k, 8', [0.2225774, 0.5439653, 1.0]], ['2, k, 9', [0.279956, 0.2956223, 1.0]], ['2, k, 10', [0.2822315, 0.08942292, 1.0]], ['2, k, 11', [0.2838794, 0.03870883, 1.0]], ['2, k, 12', [-0.01851253, 0.05542054, 1.0]], ['2, k, 13', [-0.03966316, -0.3799651, 1.0]], ['2, k, 14', [-0.05393653, -0.7026799, 1.0]], ['2, k, 15', [-0.06922248, -0.7551451, 1.0]], ['2, k, 16', [0.1217277, 0.04716098, 1.0]], ['2, k, 17', [0.1568671, -0.3865852, 1.0]], ['2, k, 18', [0.2015932, -0.6834892, 1.0]], ['2, k, 19', [0.2597058, -0.7301834, 1.0]], ['2, k, 20', [0.05258597, 0.5704177, 1.0]], ['2, k, 21', [-0.09949794, 1.084396, 1.0]], ['2, k, 22', [-0.08570976, 1.075654, 1.0]], ['2, k, 23', [0.296187, -0.04488698, 1.0]], ['2, k, 24', [0.3127749, 0.03320969, 1.0]]]
