[['2, k, 0', [0.198409, -1.13942, 1.0]], ['2, k, 1', [0.202955, -0.864181, 1.0]], ['2, k, 2', [0.206628, -0.591288, 1.0]], ['2, k, 3', [0.212662, -0.44568, 1.0]], ['2, k, 4', [0.0126167, -0.688856, 1.0]], ['2, k, 5', [-0.141148, -0.867617, 1.0]], ['2, k, 6', [-0.0851614, -1.03987, 1.0]], ['2, k, 7', [-0.0356419, -1.06423, 1.0]], ['2, k, 8', [0.401844, -0.690011, 1.0]], ['2, k, 9', [0.557774, -0.840117, 1.0]], ['2, k, 10', [0.4801, -0.99401, 1.0]], ['2, k, 11', [0.400946, -1.05765, 1.0]], ['2, k, 12', [0.107599, -1.12631, 1.0]], ['2, k, 13', [0.12555, -1.43429, 1.0]], ['2, k, 14', [0.10845, -1.68193, 1.0]], ['2, k, 15', [0.0802772, -1.76194, 1.0]], ['2, k, 16', [0.284767, -1.12691, 1.0]], ['2, k, 17', [0.292248, -1.40972, 1.0]], ['2, k, 18', [0.322078, -1.67303, 1.0]], ['2, k, 19', [0.321101, -1.7683, 1.0]], ['2, k, 20', [0.205867, -0.65936, 1.0]], ['2, k, 21', [0.0131481, -1.14731, 1.0]], ['2, k, 22', [0.0196932, -1.02718, 1.0]], ['2, k, 23', [0.347558, -1.12805, 1.0]], ['2, k, 24', [0.348673, -0.995673, 1.0]]]
[['2, k, 0', [0.220946, -1.15395, 1.0]], ['2, k, 1', [0.1858, -0.878713, 1.0]], ['2, k, 2', [0.155361, -0.604174, 1.0]], ['2, k, 3', [0.146169, -0.460132, 1.0]], ['2, k, 4', [-0.0276484, -0.709503, 1.0]], ['2, k, 5', [-0.15309, -0.888014, 1.0]], ['2, k, 6', [-0.0558589, -1.04618, 1.0]], ['2, k, 7', [-0.0319341, -1.0648, 1.0]], ['2, k, 8', [0.36105, -0.671564, 1.0]], ['2, k, 9', [0.546276, -0.804098, 1.0]], ['2, k, 10', [0.479311, -0.977901, 1.0]], ['2, k, 11', [0.441705, -1.02044, 1.0]], ['2, k, 12', [0.130332, -1.15148, 1.0]], ['2, k, 13', [0.165743, -1.42326, 1.0]], ['2, k, 14', [0.12891, -1.70381, 1.0]], ['2, k, 15', [0.103371, -1.77191, 1.0]], ['2, k, 16', [0.306545, -1.13084, 1.0]], ['2, k, 17', [0.318131, -1.40093, 1.0]], ['2, k, 18', [0.335464, -1.66364, 1.0]], ['2, k, 19', [0.336235, -1.75163, 1.0]], ['2, k, 20', [0.162623, -0.672585, 1.0]], ['2, k, 21', [0.00587564, -1.10634, 1.0]], ['2, k, 22', [0.00819467, -1.04732, 1.0]], ['2, k, 23', [0.403374, -1.07778, 1.0]], ['2, k, 24', [0.38787, -0.965978, 1.0]]]
[['2, k, 0', [0.224647, -1.15398, 1.0]], ['2, k, 1', [0.18836, -0.879298, 1.0]], ['2, k, 2', [0.158079, -0.606576, 1.0]], ['2, k, 3', [0.150613, -0.463182, 1.0]], ['2, k, 4', [-0.025015, -0.71205, 1.0]], ['2, k, 5', [-0.149578, -0.889012, 1.0]], ['2, k, 6', [-0.0536201, -1.04787, 1.0]], ['2, k, 7', [-0.0266085, -1.06592, 1.0]], ['2, k, 8', [0.365156, -0.673654, 1.0]], ['2, k, 9', [0.549614, -0.810218, 1.0]], ['2, k, 10', [0.481231, -0.97778, 1.0]], ['2, k, 11', [0.447363, -1.02093, 1.0]], ['2, k, 12', [0.134623, -1.15108, 1.0]], ['2, k, 13', [0.168927, -1.42224, 1.0]], ['2, k, 14', [0.133666, -1.70254, 1.0]], ['2, k, 15', [0.10994, -1.77643, 1.0]], ['2, k, 16', [0.309584, -1.13104, 1.0]], ['2, k, 17', [0.323658, -1.38426, 1.0]], ['2, k, 18', [0.338502, -1.66097, 1.0]], ['2, k, 19', [0.33989, -1.7522, 1.0]], ['2, k, 20', [0.165358, -0.674346, 1.0]], ['2, k, 21', [0.00508034, -1.10465, 1.0]], ['2, k, 22', [0.0068367, -1.04583, 1.0]], ['2, k, 23', [0.408642, -1.07694, 1.0]], ['2, k, 24', [0.394809, -0.967028, 1.0]]]
[['2, k, 0', [0.227887, -1.15304, 1.0]], ['2, k, 1', [0.19056, -0.879842, 1.0]], ['2, k, 2', [0.159463, -0.608614, 1.0]], ['2, k, 3', [0.154476, -0.465276, 1.0]], ['2, k, 4', [-0.0213343, -0.716156, 1.0]], ['2, k, 5', [-0.14691, -0.890877, 1.0]], ['2, k, 6', [-0.0490281, -1.04398, 1.0]], ['2, k, 7', [-0.0364407, -1.05975, 1.0]], ['2, k, 8', [0.367575, -0.675566, 1.0]], ['2, k, 9', [0.550928, -0.813854, 1.0]], ['2, k, 10', [0.486562, -0.975618, 1.0]], ['2, k, 11', [0.453214, -1.01925, 1.0]], ['2, k, 12', [0.137199, -1.15044, 1.0]], ['2, k, 13', [0.173461, -1.4162, 1.0]], ['2, k, 14', [0.133869, -1.69709, 1.0]], ['2, k, 15', [0.10783, -1.77987, 1.0]], ['2, k, 16', [0.313232, -1.12981, 1.0]], ['2, k, 17', [0.323118, -1.3827, 1.0]], ['2, k, 18', [0.337629, -1.64832, 1.0]], ['2, k, 19', [0.340936, -1.73875, 1.0]], ['2, k, 20', [0.166926, -0.675895, 1.0]], ['2, k, 21', [-0.00293888, -1.09525, 1.0]], ['2, k, 22', [0.00357167, -1.04562, 1.0]], ['2, k, 23', [0.411783, -1.07333, 1.0]], ['2, k, 24', [0.397993, -0.960902, 1.0]]]
[['2, k, 0', [0.230778, -1.14982, 1.0]], ['2, k, 1', [0.193272, -0.879286, 1.0]], ['2, k, 2', [0.162428, -0.60977, 1.0]], ['2, k, 3', [0.157043, -0.466488, 1.0]], ['2, k, 4', [-0.0173494, -0.717951, 1.0]], ['2, k, 5', [-0.144444, -0.892438, 1.0]], ['2, k, 6', [-0.0466394, -1.04541, 1.0]], ['2, k, 7', [-0.0300678, -1.0636, 1.0]], ['2, k, 8', [0.370681, -0.677498, 1.0]], ['2, k, 9', [0.552382, -0.81821, 1.0]], ['2, k, 10', [0.490025, -0.975149, 1.0]], ['2, k, 11', [0.456311, -1.01931, 1.0]], ['2, k, 12', [0.140232, -1.1485, 1.0]], ['2, k, 13', [0.175134, -1.41843, 1.0]], ['2, k, 14', [0.131604, -1.6942, 1.0]], ['2, k, 15', [0.104354, -1.77977, 1.0]], ['2, k, 16', [0.315978, -1.12523, 1.0]], ['2, k, 17', [0.327209, -1.38674, 1.0]], ['2, k, 18', [0.338343, -1.6481, 1.0]], ['2, k, 19', [0.341238, -1.74142, 1.0]], ['2, k, 20', [0.169748, -0.676596, 1.0]], ['2, k, 21', [-0.000979897, -1.09783, 1.0]], ['2, k, 22', [0.00492249, -1.04601, 1.0]], ['2, k, 23', [0.419676, -1.07467, 1.0]], ['2, k, 24', [0.40303, -0.96675, 1.0]]]
[['2, k, 0', [0.23276, -1.14865, 1.0]], ['2, k, 1', [0.194663, -0.879163, 1.0]], ['2, k, 2', [0.162875, -0.61043, 1.0]], ['2, k, 3', [0.158938, -0.46716, 1.0]], ['2, k, 4', [-0.0143561, -0.719321, 1.0]], ['2, k, 5', [-0.142382, -0.892491, 1.0]], ['2, k, 6', [-0.0467825, -1.04661, 1.0]], ['2, k, 7', [-0.0186227, -1.06603, 1.0]], ['2, k, 8', [0.372733, -0.679229, 1.0]], ['2, k, 9', [0.55337, -0.823437, 1.0]], ['2, k, 10', [0.492257, -0.974553, 1.0]], ['2, k, 11', [0.455457, -1.02307, 1.0]], ['2, k, 12', [0.142347, -1.14651, 1.0]], ['2, k, 13', [0.176989, -1.41888, 1.0]], ['2, k, 14', [0.136106, -1.69367, 1.0]], ['2, k, 15', [0.111221, -1.77986, 1.0]], ['2, k, 16', [0.317815, -1.1248, 1.0]], ['2, k, 17', [0.3286, -1.38486, 1.0]], ['2, k, 18', [0.340829, -1.64439, 1.0]], ['2, k, 19', [0.345188, -1.73903, 1.0]], ['2, k, 20', [0.170394, -0.677046, 1.0]], ['2, k, 21', [0.0127668, -1.1015, 1.0]], ['2, k, 22', [0.0194689, -1.04939, 1.0]], ['2, k, 23', [0.419098, -1.08002, 1.0]], ['2, k, 24', [0.401845, -0.968126, 1.0]]]
[['2, k, 0', [0.232822, -1.14845, 1.0]], ['2, k, 1', [0.196435, -0.87934, 1.0]], ['2, k, 2', [0.166714, -0.611815, 1.0]], ['2, k, 3', [0.161054, -0.468062, 1.0]], ['2, k, 4', [-0.0117499, -0.720892, 1.0]], ['2, k, 5', [-0.14167, -0.892983, 1.0]], ['2, k, 6', [-0.0456922, -1.04521, 1.0]], ['2, k, 7', [-0.0165204, -1.06532, 1.0]], ['2, k, 8', [0.374921, -0.681103, 1.0]], ['2, k, 9', [0.553676, -0.82943, 1.0]], ['2, k, 10', [0.493259, -0.97452, 1.0]], ['2, k, 11', [0.454568, -1.02247, 1.0]], ['2, k, 12', [0.142196, -1.14546, 1.0]], ['2, k, 13', [0.174976, -1.42212, 1.0]], ['2, k, 14', [0.132437, -1.69171, 1.0]], ['2, k, 15', [0.107329, -1.78032, 1.0]], ['2, k, 16', [0.318182, -1.1257, 1.0]], ['2, k, 17', [0.329235, -1.38322, 1.0]], ['2, k, 18', [0.342391, -1.64324, 1.0]], ['2, k, 19', [0.34791, -1.73855, 1.0]], ['2, k, 20', [0.173792, -0.678172, 1.0]], ['2, k, 21', [0.0125531, -1.09408, 1.0]], ['2, k, 22', [0.0287106, -1.04473, 1.0]], ['2, k, 23', [0.417932, -1.07701, 1.0]], ['2, k, 24', [0.400421, -0.969579, 1.0]]]
[['2, k, 0', [0.233841, -1.14769, 1.0]], ['2, k, 1', [0.198948, -0.879029, 1.0]], ['2, k, 2', [0.16953, -0.612162, 1.0]], ['2, k, 3', [0.163913, -0.46967, 1.0]], ['2, k, 4', [-0.0103221, -0.72104, 1.0]], ['2, k, 5', [-0.141538, -0.892936, 1.0]], ['2, k, 6', [-0.045508, -1.04422, 1.0]], ['2, k, 7', [-0.0167906, -1.06626, 1.0]], ['2, k, 8', [0.377028, -0.682866, 1.0]], ['2, k, 9', [0.553305, -0.832468, 1.0]], ['2, k, 10', [0.494058, -0.974807, 1.0]], ['2, k, 11', [0.456005, -1.02607, 1.0]], ['2, k, 12', [0.143216, -1.14455, 1.0]], ['2, k, 13', [0.174904, -1.41777, 1.0]], ['2, k, 14', [0.130584, -1.69002, 1.0]], ['2, k, 15', [0.104697, -1.77965, 1.0]], ['2, k, 16', [0.319138, -1.12509, 1.0]], ['2, k, 17', [0.330266, -1.38801, 1.0]], ['2, k, 18', [0.341491, -1.64016, 1.0]], ['2, k, 19', [0.346717, -1.73587, 1.0]], ['2, k, 20', [0.176645, -0.678438, 1.0]], ['2, k, 21', [0.0211819, -1.10412, 1.0]], ['2, k, 22', [0.0209898, -1.04609, 1.0]], ['2, k, 23', [0.418947, -1.0838, 1.0]], ['2, k, 24', [0.406169, -0.974159, 1.0]]]
[['2, k, 0', [0.234174, -1.14686, 1.0]], ['2, k, 1', [0.200427, -0.879054, 1.0]], ['2, k, 2', [0.171573, -0.613051, 1.0]], ['2, k, 3', [0.165466, -0.469717, 1.0]], ['2, k, 4', [-0.00899837, -0.720994, 1.0]], ['2, k, 5', [-0.141104, -0.892691, 1.0]], ['2, k, 6', [-0.0450443, -1.04299, 1.0]], ['2, k, 7', [-0.019916, -1.06162, 1.0]], ['2, k, 8', [0.377923, -0.683782, 1.0]], ['2, k, 9', [0.552226, -0.836977, 1.0]], ['2, k, 10', [0.494598, -0.974812, 1.0]], ['2, k, 11', [0.452163, -1.02477, 1.0]], ['2, k, 12', [0.143592, -1.14355, 1.0]], ['2, k, 13', [0.170673, -1.45402, 1.0]], ['2, k, 14', [0.131588, -1.69055, 1.0]], ['2, k, 15', [0.110611, -1.78246, 1.0]], ['2, k, 16', [0.319411, -1.12443, 1.0]], ['2, k, 17', [0.329651, -1.39004, 1.0]], ['2, k, 18', [0.341109, -1.64013, 1.0]], ['2, k, 19', [0.346475, -1.73632, 1.0]], ['2, k, 20', [0.17853, -0.679123, 1.0]], ['2, k, 21', [0.0211513, -1.10218, 1.0]], ['2, k, 22', [0.025499, -1.04361, 1.0]], ['2, k, 23', [0.413379, -1.08259, 1.0]], ['2, k, 24', [0.404484, -0.974994, 1.0]]]
[['2, k, 0', [0.232843, -1.14655, 1.0]], ['2, k, 1', [0.20065, -0.878831, 1.0]], ['2, k, 2', [0.172901, -0.612324, 1.0]], ['2, k, 3', [0.168393, -0.468996, 1.0]], ['2, k, 4', [-0.00771269, -0.72128, 1.0]], ['2, k, 5', [-0.141027, -0.89247, 1.0]], ['2, k, 6', [-0.0465034, -1.04373, 1.0]], ['2, k, 7', [-0.0142839, -1.06311, 1.0]], ['2, k, 8', [0.379461, -0.685395, 1.0]], ['2, k, 9', [0.551962, -0.840506, 1.0]], ['2, k, 10', [0.494533, -0.974934, 1.0]], ['2, k, 11', [0.451796, -1.01908, 1.0]], ['2, k, 12', [0.142312, -1.1425, 1.0]], ['2, k, 13', [0.165809, -1.41288, 1.0]], ['2, k, 14', [0.132209, -1.68635, 1.0]], ['2, k, 15', [0.11227, -1.78073, 1.0]], ['2, k, 16', [0.317935, -1.12499, 1.0]], ['2, k, 17', [0.329536, -1.38816, 1.0]], ['2, k, 18', [0.338831, -1.63861, 1.0]], ['2, k, 19', [0.343094, -1.73519, 1.0]], ['2, k, 20', [0.179544, -0.678598, 1.0]], ['2, k, 21', [0.0249491, -1.10042, 1.0]], ['2, k, 22', [0.017794, -1.03718, 1.0]], ['2, k, 23', [0.413576, -1.07478, 1.0]], ['2, k, 24', [0.400592, -0.969641, 1.0]]]
[['2, k, 0', [0.231185, -1.14555, 1.0]], ['2, k, 1', [0.200642, -0.878535, 1.0]], ['2, k, 2', [0.173443, -0.611852, 1.0]], ['2, k, 3', [0.172146, -0.468331, 1.0]], ['2, k, 4', [-0.00575083, -0.720355, 1.0]], ['2, k, 5', [-0.140916, -0.891038, 1.0]], ['2, k, 6', [-0.0488273, -1.04326, 1.0]], ['2, k, 7', [-0.0169522, -1.06274, 1.0]], ['2, k, 8', [0.381096, -0.68683, 1.0]], ['2, k, 9', [0.551917, -0.84229, 1.0]], ['2, k, 10', [0.494448, -0.974635, 1.0]], ['2, k, 11', [0.448351, -1.01812, 1.0]], ['2, k, 12', [0.140119, -1.13985, 1.0]], ['2, k, 13', [0.165582, -1.41266, 1.0]], ['2, k, 14', [0.130079, -1.68356, 1.0]], ['2, k, 15', [0.108984, -1.77781, 1.0]], ['2, k, 16', [0.316606, -1.12507, 1.0]], ['2, k, 17', [0.325909, -1.38538, 1.0]], ['2, k, 18', [0.338741, -1.6381, 1.0]], ['2, k, 19', [0.344808, -1.73465, 1.0]], ['2, k, 20', [0.179955, -0.678154, 1.0]], ['2, k, 21', [0.028913, -1.11276, 1.0]], ['2, k, 22', [0.0228537, -1.034, 1.0]], ['2, k, 23', [0.417379, -1.07801, 1.0]], ['2, k, 24', [0.399676, -0.969536, 1.0]]]
[['2, k, 0', [0.229472, -1.14467, 1.0]], ['2, k, 1', [0.200811, -0.878171, 1.0]], ['2, k, 2', [0.175503, -0.611445, 1.0]], ['2, k, 3', [0.17575, -0.468285, 1.0]], ['2, k, 4', [-0.00479928, -0.719972, 1.0]], ['2, k, 5', [-0.142062, -0.89027, 1.0]], ['2, k, 6', [-0.0508303, -1.04214, 1.0]], ['2, k, 7', [-0.0176849, -1.0629, 1.0]], ['2, k, 8', [0.383694, -0.688562, 1.0]], ['2, k, 9', [0.552204, -0.843953, 1.0]], ['2, k, 10', [0.494424, -0.97433, 1.0]], ['2, k, 11', [0.44812, -1.01647, 1.0]], ['2, k, 12', [0.138597, -1.13871, 1.0]], ['2, k, 13', [0.162344, -1.41303, 1.0]], ['2, k, 14', [0.127104, -1.684, 1.0]], ['2, k, 15', [0.106282, -1.77788, 1.0]], ['2, k, 16', [0.314769, -1.12452, 1.0]], ['2, k, 17', [0.322763, -1.38311, 1.0]], ['2, k, 18', [0.337691, -1.63736, 1.0]], ['2, k, 19', [0.344812, -1.73385, 1.0]], ['2, k, 20', [0.1815, -0.677719, 1.0]], ['2, k, 21', [0.0281213, -1.11236, 1.0]], ['2, k, 22', [0.0200171, -1.03534, 1.0]], ['2, k, 23', [0.414836, -1.07613, 1.0]], ['2, k, 24', [0.398006, -0.965834, 1.0]]]
[['2, k, 0', [0.225964, -1.14314, 1.0]], ['2, k, 1', [0.200726, -0.877577, 1.0]], ['2, k, 2', [0.177218, -0.610925, 1.0]], ['2, k, 3', [0.179397, -0.467238, 1.0]], ['2, k, 4', [-0.0026291, -0.716786, 1.0]], ['2, k, 5', [-0.144411, -0.886189, 1.0]], ['2, k, 6', [-0.0543108, -1.03701, 1.0]], ['2, k, 7', [-0.0266772, -1.05877, 1.0]], ['2, k, 8', [0.384925, -0.689383, 1.0]], ['2, k, 9', [0.552058, -0.846482, 1.0]], ['2, k, 10', [0.492643, -0.97529, 1.0]], ['2, k, 11', [0.446044, -1.00996, 1.0]], ['2, k, 12', [0.134936, -1.13642, 1.0]], ['2, k, 13', [0.150717, -1.41813, 1.0]], ['2, k, 14', [0.129039, -1.68592, 1.0]], ['2, k, 15', [0.116169, -1.78002, 1.0]], ['2, k, 16', [0.311593, -1.12376, 1.0]], ['2, k, 17', [0.318592, -1.38464, 1.0]], ['2, k, 18', [0.333925, -1.63325, 1.0]], ['2, k, 19', [0.341125, -1.72972, 1.0]], ['2, k, 20', [0.182687, -0.677166, 1.0]], ['2, k, 21', [0.0216804, -1.11333, 1.0]], ['2, k, 22', [0.0176828, -1.0302, 1.0]], ['2, k, 23', [0.411525, -1.07108, 1.0]], ['2, k, 24', [0.396527, -0.977948, 1.0]]]
[['2, k, 0', [0.222371, -1.14202, 1.0]], ['2, k, 1', [0.200752, -0.876686, 1.0]], ['2, k, 2', [0.180415, -0.60946, 1.0]], ['2, k, 3', [0.183836, -0.466404, 1.0]], ['2, k, 4', [-0.00100683, -0.714335, 1.0]], ['2, k, 5', [-0.149628, -0.880467, 1.0]], ['2, k, 6', [-0.0593672, -1.03055, 1.0]], ['2, k, 7', [-0.0268424, -1.05891, 1.0]], ['2, k, 8', [0.38301, -0.688378, 1.0]], ['2, k, 9', [0.551776, -0.848044, 1.0]], ['2, k, 10', [0.487481, -0.975466, 1.0]], ['2, k, 11', [0.442077, -1.01066, 1.0]], ['2, k, 12', [0.131122, -1.13471, 1.0]], ['2, k, 13', [0.143215, -1.41846, 1.0]], ['2, k, 14', [0.123587, -1.6849, 1.0]], ['2, k, 15', [0.110449, -1.77873, 1.0]], ['2, k, 16', [0.308119, -1.12318, 1.0]], ['2, k, 17', [0.313966, -1.38749, 1.0]], ['2, k, 18', [0.325585, -1.6302, 1.0]], ['2, k, 19', [0.329432, -1.72693, 1.0]], ['2, k, 20', [0.184915, -0.675884, 1.0]], ['2, k, 21', [0.0251288, -1.13521, 1.0]], ['2, k, 22', [0.0190785, -1.02751, 1.0]], ['2, k, 23', [0.408966, -1.06908, 1.0]], ['2, k, 24', [0.396634, -0.982607, 1.0]]]
[['2, k, 0', [0.217043, -1.14063, 1.0]], ['2, k, 1', [0.200002, -0.875375, 1.0]], ['2, k, 2', [0.181589, -0.608241, 1.0]], ['2, k, 3', [0.187234, -0.464938, 1.0]], ['2, k, 4', [0.000619965, -0.710137, 1.0]], ['2, k, 5', [-0.152837, -0.872107, 1.0]], ['2, k, 6', [-0.0606665, -1.03033, 1.0]], ['2, k, 7', [-0.0332812, -1.05939, 1.0]], ['2, k, 8', [0.384344, -0.690585, 1.0]], ['2, k, 9', [0.55092, -0.848849, 1.0]], ['2, k, 10', [0.482903, -0.975903, 1.0]], ['2, k, 11', [0.436366, -1.00821, 1.0]], ['2, k, 12', [0.12571, -1.13272, 1.0]], ['2, k, 13', [0.136909, -1.41863, 1.0]], ['2, k, 14', [0.119365, -1.68325, 1.0]], ['2, k, 15', [0.106571, -1.77703, 1.0]], ['2, k, 16', [0.302876, -1.12242, 1.0]], ['2, k, 17', [0.303856, -1.38964, 1.0]], ['2, k, 18', [0.322531, -1.63063, 1.0]], ['2, k, 19', [0.329802, -1.72717, 1.0]], ['2, k, 20', [0.185659, -0.674757, 1.0]], ['2, k, 21', [0.0154803, -1.1381, 1.0]], ['2, k, 22', [0.0115119, -1.03048, 1.0]], ['2, k, 23', [0.404156, -1.06873, 1.0]], ['2, k, 24', [0.390237, -0.980133, 1.0]]]
[['2, k, 0', [0.203408, -1.13811, 1.0]], ['2, k, 1', [0.198391, -0.874288, 1.0]], ['2, k, 2', [0.183815, -0.607787, 1.0]], ['2, k, 3', [0.189535, -0.464327, 1.0]], ['2, k, 4', [0.00124943, -0.706814, 1.0]], ['2, k, 5', [-0.15455, -0.867523, 1.0]], ['2, k, 6', [-0.0903484, -1.03132, 1.0]], ['2, k, 7', [-0.0436274, -1.05512, 1.0]], ['2, k, 8', [0.385728, -0.693729, 1.0]], ['2, k, 9', [0.547077, -0.854021, 1.0]], ['2, k, 10', [0.474363, -0.980271, 1.0]], ['2, k, 11', [0.414631, -1.01959, 1.0]], ['2, k, 12', [0.112837, -1.12845, 1.0]], ['2, k, 13', [0.122835, -1.41552, 1.0]], ['2, k, 14', [0.119117, -1.68138, 1.0]], ['2, k, 15', [0.112996, -1.77444, 1.0]], ['2, k, 16', [0.288986, -1.12187, 1.0]], ['2, k, 17', [0.299875, -1.38869, 1.0]], ['2, k, 18', [0.318337, -1.63514, 1.0]], ['2, k, 19', [0.324242, -1.73185, 1.0]], ['2, k, 20', [0.186601, -0.67433, 1.0]], ['2, k, 21', [0.00636354, -1.11912, 1.0]], ['2, k, 22', [0.00364149, -1.01575, 1.0]], ['2, k, 23', [0.369521, -1.07968, 1.0]], ['2, k, 24', [0.366961, -0.970361, 1.0]]]
[['2, k, 0', [0.200345, -1.13718, 1.0]], ['2, k, 1', [0.197123, -0.873089, 1.0]], ['2, k, 2', [0.185395, -0.606902, 1.0]], ['2, k, 3', [0.193007, -0.462831, 1.0]], ['2, k, 4', [0.00218557, -0.703984, 1.0]], ['2, k, 5', [-0.156587, -0.862135, 1.0]], ['2, k, 6', [-0.096219, -1.02416, 1.0]], ['2, k, 7', [-0.054013, -1.05029, 1.0]], ['2, k, 8', [0.386454, -0.696316, 1.0]], ['2, k, 9', [0.545467, -0.85657, 1.0]], ['2, k, 10', [0.47001, -0.984783, 1.0]], ['2, k, 11', [0.408301, -1.02274, 1.0]], ['2, k, 12', [0.110042, -1.12719, 1.0]], ['2, k, 13', [0.121409, -1.41382, 1.0]], ['2, k, 14', [0.116632, -1.68024, 1.0]], ['2, k, 15', [0.108573, -1.77311, 1.0]], ['2, k, 16', [0.28574, -1.12131, 1.0]], ['2, k, 17', [0.295468, -1.38886, 1.0]], ['2, k, 18', [0.317457, -1.63537, 1.0]], ['2, k, 19', [0.324356, -1.73199, 1.0]], ['2, k, 20', [0.187477, -0.673461, 1.0]], ['2, k, 21', [-0.00387636, -1.11917, 1.0]], ['2, k, 22', [-0.00234907, -1.01013, 1.0]], ['2, k, 23', [0.374519, -1.09206, 1.0]], ['2, k, 24', [0.360956, -0.979517, 1.0]]]
[['2, k, 0', [0.192605, -1.13698, 1.0]], ['2, k, 1', [0.194891, -0.87187, 1.0]], ['2, k, 2', [0.187298, -0.605521, 1.0]], ['2, k, 3', [0.195064, -0.462322, 1.0]], ['2, k, 4', [0.00221461, -0.702272, 1.0]], ['2, k, 5', [-0.161185, -0.860219, 1.0]], ['2, k, 6', [-0.102455, -1.02314, 1.0]], ['2, k, 7', [-0.0600062, -1.04977, 1.0]], ['2, k, 8', [0.387106, -0.699169, 1.0]], ['2, k, 9', [0.542567, -0.857679, 1.0]], ['2, k, 10', [0.464345, -0.987704, 1.0]], ['2, k, 11', [0.392273, -1.03362, 1.0]], ['2, k, 12', [0.103092, -1.12679, 1.0]], ['2, k, 13', [0.117913, -1.41356, 1.0]], ['2, k, 14', [0.106496, -1.67815, 1.0]], ['2, k, 15', [0.0934711, -1.77173, 1.0]], ['2, k, 16', [0.277441, -1.12135, 1.0]], ['2, k, 17', [0.290719, -1.39089, 1.0]], ['2, k, 18', [0.313421, -1.63707, 1.0]], ['2, k, 19', [0.319756, -1.73373, 1.0]], ['2, k, 20', [0.188363, -0.672303, 1.0]], ['2, k, 21', [-0.0105032, -1.12167, 1.0]], ['2, k, 22', [-0.0103573, -1.00851, 1.0]], ['2, k, 23', [0.362062, -1.10339, 1.0]], ['2, k, 24', [0.355168, -0.994557, 1.0]]]
[['2, k, 0', [0.176539, -1.13796, 1.0]], ['2, k, 1', [0.189977, -0.871268, 1.0]], ['2, k, 2', [0.188455, -0.605194, 1.0]], ['2, k, 3', [0.197352, -0.461885, 1.0]], ['2, k, 4', [0.00182571, -0.700983, 1.0]], ['2, k, 5', [-0.162877, -0.858123, 1.0]], ['2, k, 6', [-0.107901, -1.02201, 1.0]], ['2, k, 7', [-0.0677929, -1.04879, 1.0]], ['2, k, 8', [0.385699, -0.700735, 1.0]], ['2, k, 9', [0.536637, -0.857297, 1.0]], ['2, k, 10', [0.450593, -0.985008, 1.0]], ['2, k, 11', [0.381545, -1.03312, 1.0]], ['2, k, 12', [0.0863963, -1.1268, 1.0]], ['2, k, 13', [0.103332, -1.41089, 1.0]], ['2, k, 14', [0.0957262, -1.67905, 1.0]], ['2, k, 15', [0.0831307, -1.77181, 1.0]], ['2, k, 16', [0.26163, -1.1233, 1.0]], ['2, k, 17', [0.28067, -1.39105, 1.0]], ['2, k, 18', [0.30742, -1.63986, 1.0]], ['2, k, 19', [0.314674, -1.73643, 1.0]], ['2, k, 20', [0.188656, -0.671995, 1.0]], ['2, k, 21', [-0.021518, -1.1201, 1.0]], ['2, k, 22', [-0.0188224, -1.01033, 1.0]], ['2, k, 23', [0.334896, -1.09719, 1.0]], ['2, k, 24', [0.338693, -0.984778, 1.0]]]
[['2, k, 0', [0.171516, -1.13802, 1.0]], ['2, k, 1', [0.188198, -0.871257, 1.0]], ['2, k, 2', [0.190845, -0.605512, 1.0]], ['2, k, 3', [0.199999, -0.461592, 1.0]], ['2, k, 4', [0.00140684, -0.700331, 1.0]], ['2, k, 5', [-0.166611, -0.856788, 1.0]], ['2, k, 6', [-0.114355, -1.02262, 1.0]], ['2, k, 7', [-0.0758598, -1.0478, 1.0]], ['2, k, 8', [0.383688, -0.702128, 1.0]], ['2, k, 9', [0.529724, -0.862709, 1.0]], ['2, k, 10', [0.419874, -1.00144, 1.0]], ['2, k, 11', [0.364135, -1.04103, 1.0]], ['2, k, 12', [0.0817202, -1.12644, 1.0]], ['2, k, 13', [0.0976499, -1.41125, 1.0]], ['2, k, 14', [0.0935206, -1.6791, 1.0]], ['2, k, 15', [0.0811881, -1.77161, 1.0]], ['2, k, 16', [0.256546, -1.12381, 1.0]], ['2, k, 17', [0.276211, -1.392, 1.0]], ['2, k, 18', [0.30071, -1.6402, 1.0]], ['2, k, 19', [0.305557, -1.73694, 1.0]], ['2, k, 20', [0.189409, -0.672074, 1.0]], ['2, k, 21', [-0.0306757, -1.11378, 1.0]], ['2, k, 22', [-0.0255369, -1.00572, 1.0]], ['2, k, 23', [0.323133, -1.1144, 1.0]], ['2, k, 24', [0.318586, -0.982975, 1.0]]]
