[['2, k, 0', [0.0216425, -0.02488332, 1.0]], ['2, k, 1', [0.02838735, 0.225996, 1.0]], ['2, k, 2', [0.03241352, 0.4648482, 1.0]], ['2, k, 3', [0.05014714, 0.6089049, 1.0]], ['2, k, 4', [-0.1599619, 0.4093519, 1.0]], ['2, k, 5', [-0.2505726, 0.1955013, 1.0]], ['2, k, 6', [-0.2513981, 0.04980948, 1.0]], ['2, k, 7', [-0.235847, -0.01520383, 1.0]], ['2, k, 8', [0.2207831, 0.3646625, 1.0]], ['2, k, 9', [0.2784498, 0.1617171, 1.0]], ['2, k, 10', [0.3027763, 0.01394336, 1.0]], ['2, k, 11', [0.2974904, -0.0009672932, 1.0]], ['2, k, 12', [-0.05735202, -0.02302107, 1.0]], ['2, k, 13', [-0.1010962, -0.2907062, 1.0]], ['2, k, 14', [-0.07620283, -0.6102429, 1.0]], ['2, k, 15', [-0.05824514, -0.6541497, 1.0]], ['2, k, 16', [0.1000675, -0.02614376, 1.0]], ['2, k, 17', [0.1637376, -0.2931755, 1.0]], ['2, k, 18', [0.1033822, -0.6069338, 1.0]], ['2, k, 19', [0.09655441, -0.6535575, 1.0]], ['2, k, 20', [0.03207259, 0.406761, 1.0]], ['2, k, 21', [-0.2178677, -0.09112397, 1.0]], ['2, k, 22', [-0.2633133, -0.03628603, 1.0]], ['2, k, 23', [0.298388, -0.04532286, 1.0]], ['2, k, 24', [0.250017, -0.04906684, 1.0]]]
[['2, k, 0', [0.03310471, -0.0136118, 1.0]], ['2, k, 1', [0.0274643, 0.2319316, 1.0]], ['2, k, 2', [0.02157839, 0.4692255, 1.0]], ['2, k, 3', [0.03586977, 0.6131872, 1.0]], ['2, k, 4', [-0.1714318, 0.41559, 1.0]], ['2, k, 5', [-0.2612915, 0.1994812, 1.0]], ['2, k, 6', [-0.2485722, 0.04549982, 1.0]], ['2, k, 7', [-0.2358391, 0.002495265, 1.0]], ['2, k, 8', [0.2163677, 0.3628601, 1.0]], ['2, k, 9', [0.3093208, 0.1257831, 1.0]], ['2, k, 10', [0.3617021, -0.08790775, 1.0]], ['2, k, 11', [0.3591154, -0.1517317, 1.0]], ['2, k, 12', [-0.04166786, -0.01225177, 1.0]], ['2, k, 13', [-0.1019742, -0.2959683, 1.0]], ['2, k, 14', [-0.07329016, -0.6127422, 1.0]], ['2, k, 15', [-0.04536231, -0.6577301, 1.0]], ['2, k, 16', [0.1070147, -0.01490933, 1.0]], ['2, k, 17', [0.1614818, -0.3096103, 1.0]], ['2, k, 18', [0.1023298, -0.6219626, 1.0]], ['2, k, 19', [0.09436037, -0.6584531, 1.0]], ['2, k, 20', [0.02297376, 0.4112644, 1.0]], ['2, k, 21', [-0.2231126, -0.05167554, 1.0]], ['2, k, 22', [-0.2301558, -0.04054596, 1.0]], ['2, k, 23', [0.3744857, -0.2175069, 1.0]], ['2, k, 24', [0.2947114, -0.1851602, 1.0]]]
[['2, k, 0', [0.03314194, -0.01369805, 1.0]], ['2, k, 1', [0.02746417, 0.2319226, 1.0]], ['2, k, 2', [0.02156025, 0.4692353, 1.0]], ['2, k, 3', [0.0358148, 0.6132128, 1.0]], ['2, k, 4', [-0.1718145, 0.4153014, 1.0]], ['2, k, 5', [-0.2612947, 0.1994587, 1.0]], ['2, k, 6', [-0.2488126, 0.04689941, 1.0]], ['2, k, 7', [-0.2361349, 0.00521641, 1.0]], ['2, k, 8', [0.215859, 0.362916, 1.0]], ['2, k, 9', [0.310383, 0.1218474, 1.0]], ['2, k, 10', [0.3577342, -0.09461264, 1.0]], ['2, k, 11', [0.3541763, -0.1537531, 1.0]], ['2, k, 12', [-0.04157066, -0.01238772, 1.0]], ['2, k, 13', [-0.1018166, -0.2969157, 1.0]], ['2, k, 14', [-0.0723388, -0.6133443, 1.0]], ['2, k, 15', [-0.04413313, -0.6587577, 1.0]], ['2, k, 16', [0.1069913, -0.01494381, 1.0]], ['2, k, 17', [0.1614534, -0.3096856, 1.0]], ['2, k, 18', [0.1022565, -0.6217441, 1.0]], ['2, k, 19', [0.09454535, -0.6591488, 1.0]], ['2, k, 20', [0.02296933, 0.4112623, 1.0]], ['2, k, 21', [-0.2231595, -0.05093776, 1.0]], ['2, k, 22', [-0.2589373, -0.03996348, 1.0]], ['2, k, 23', [0.3657576, -0.2185534, 1.0]], ['2, k, 24', [0.2867434, -0.1744066, 1.0]]]
[['2, k, 0', [0.03293496, -0.01390417, 1.0]], ['2, k, 1', [0.02737437, 0.2318981, 1.0]], ['2, k, 2', [0.0215501, 0.4692561, 1.0]], ['2, k, 3', [0.03567395, 0.6132433, 1.0]], ['2, k, 4', [-0.171822, 0.4151823, 1.0]], ['2, k, 5', [-0.261232, 0.1993226, 1.0]], ['2, k, 6', [-0.2465343, 0.03235631, 1.0]], ['2, k, 7', [-0.2420716, 0.01535599, 1.0]], ['2, k, 8', [0.2154852, 0.3629327, 1.0]], ['2, k, 9', [0.3100778, 0.1217098, 1.0]], ['2, k, 10', [0.3549094, -0.09592444, 1.0]], ['2, k, 11', [0.3528564, -0.1557804, 1.0]], ['2, k, 12', [-0.04177168, -0.01264202, 1.0]], ['2, k, 13', [-0.1018024, -0.2969166, 1.0]], ['2, k, 14', [-0.07227693, -0.6135774, 1.0]], ['2, k, 15', [-0.04450534, -0.6583585, 1.0]], ['2, k, 16', [0.1067019, -0.01511378, 1.0]], ['2, k, 17', [0.1613019, -0.3106678, 1.0]], ['2, k, 18', [0.102101, -0.6225699, 1.0]], ['2, k, 19', [0.09459699, -0.6592436, 1.0]], ['2, k, 20', [0.02295308, 0.411272, 1.0]], ['2, k, 21', [-0.2269769, -0.01044085, 1.0]], ['2, k, 22', [-0.2620905, -0.03856605, 1.0]], ['2, k, 23', [0.3564045, -0.2263553, 1.0]], ['2, k, 24', [0.2908875, -0.1824051, 1.0]]]
[['2, k, 0', [0.03245102, -0.01452179, 1.0]], ['2, k, 1', [0.02622284, 0.2316472, 1.0]], ['2, k, 2', [0.01908449, 0.4689882, 1.0]], ['2, k, 3', [0.0328809, 0.6135392, 1.0]], ['2, k, 4', [-0.1746396, 0.4139487, 1.0]], ['2, k, 5', [-0.262087, 0.1984806, 1.0]], ['2, k, 6', [-0.245819, 0.03154667, 1.0]], ['2, k, 7', [-0.2258011, -0.03278401, 1.0]], ['2, k, 8', [0.2118352, 0.3634299, 1.0]], ['2, k, 9', [0.3124894, 0.1179065, 1.0]], ['2, k, 10', [0.3588833, -0.09521224, 1.0]], ['2, k, 11', [0.363279, -0.1561122, 1.0]], ['2, k, 12', [-0.04213188, -0.01327399, 1.0]], ['2, k, 13', [-0.1020273, -0.2965984, 1.0]], ['2, k, 14', [-0.072901, -0.6127135, 1.0]], ['2, k, 15', [-0.04335229, -0.6587671, 1.0]], ['2, k, 16', [0.1060371, -0.01567311, 1.0]], ['2, k, 17', [0.1608336, -0.3141183, 1.0]], ['2, k, 18', [0.1011553, -0.6256185, 1.0]], ['2, k, 19', [0.09526403, -0.6596911, 1.0]], ['2, k, 20', [0.02095013, 0.4109271, 1.0]], ['2, k, 21', [-0.2074586, -0.09826577, 1.0]], ['2, k, 22', [-0.2308698, -0.03629651, 1.0]], ['2, k, 23', [0.3700297, -0.2263221, 1.0]], ['2, k, 24', [0.288136, -0.1866419, 1.0]]]
[['2, k, 0', [0.03271747, -0.0146838, 1.0]], ['2, k, 1', [0.02622028, 0.2316399, 1.0]], ['2, k, 2', [0.01891873, 0.4690315, 1.0]], ['2, k, 3', [0.03239765, 0.6134067, 1.0]], ['2, k, 4', [-0.1749379, 0.4136643, 1.0]], ['2, k, 5', [-0.2622471, 0.1979578, 1.0]], ['2, k, 6', [-0.2459755, 0.03383778, 1.0]], ['2, k, 7', [-0.2331714, -0.009283791, 1.0]], ['2, k, 8', [0.2116822, 0.36341, 1.0]], ['2, k, 9', [0.3125072, 0.1179648, 1.0]], ['2, k, 10', [0.3608682, -0.09549868, 1.0]], ['2, k, 11', [0.3632247, -0.1562615, 1.0]], ['2, k, 12', [-0.04166462, -0.01369467, 1.0]], ['2, k, 13', [-0.1016813, -0.2983198, 1.0]], ['2, k, 14', [-0.07278846, -0.6145704, 1.0]], ['2, k, 15', [-0.04281782, -0.6593174, 1.0]], ['2, k, 16', [0.1061741, -0.01567064, 1.0]], ['2, k, 17', [0.1606711, -0.314908, 1.0]], ['2, k, 18', [0.100937, -0.6257949, 1.0]], ['2, k, 19', [0.0953166, -0.6608262, 1.0]], ['2, k, 20', [0.02085065, 0.4109404, 1.0]], ['2, k, 21', [-0.2200929, -0.08033084, 1.0]], ['2, k, 22', [-0.2115045, -0.03885774, 1.0]], ['2, k, 23', [0.3792171, -0.2225652, 1.0]], ['2, k, 24', [0.2936696, -0.1950956, 1.0]]]
[['2, k, 0', [0.03274041, -0.01479506, 1.0]], ['2, k, 1', [0.0259386, 0.2314688, 1.0]], ['2, k, 2', [0.01803678, 0.4687496, 1.0]], ['2, k, 3', [0.03179708, 0.6133239, 1.0]], ['2, k, 4', [-0.1752288, 0.4134072, 1.0]], ['2, k, 5', [-0.2623052, 0.1975309, 1.0]], ['2, k, 6', [-0.2445624, 0.03112454, 1.0]], ['2, k, 7', [-0.2315458, -0.01573467, 1.0]], ['2, k, 8', [0.211379, 0.3631285, 1.0]], ['2, k, 9', [0.3125319, 0.1181255, 1.0]], ['2, k, 10', [0.3609703, -0.09549744, 1.0]], ['2, k, 11', [0.3637709, -0.1564798, 1.0]], ['2, k, 12', [-0.04162157, -0.01386695, 1.0]], ['2, k, 13', [-0.1016486, -0.306828, 1.0]], ['2, k, 14', [-0.07107868, -0.6220713, 1.0]], ['2, k, 15', [-0.04043533, -0.6624816, 1.0]], ['2, k, 16', [0.1061763, -0.01570524, 1.0]], ['2, k, 17', [0.1606209, -0.3149266, 1.0]], ['2, k, 18', [0.1011186, -0.626191, 1.0]], ['2, k, 19', [0.09611189, -0.6599452, 1.0]], ['2, k, 20', [0.02012419, 0.4106708, 1.0]], ['2, k, 21', [-0.2213829, -0.08513585, 1.0]], ['2, k, 22', [-0.1993324, -0.03445016, 1.0]], ['2, k, 23', [0.3786526, -0.2227814, 1.0]], ['2, k, 24', [0.2903635, -0.1878963, 1.0]]]
[['2, k, 0', [0.03264149, -0.01484942, 1.0]], ['2, k, 1', [0.02569841, 0.2313516, 1.0]], ['2, k, 2', [0.01780916, 0.4685985, 1.0]], ['2, k, 3', [0.03139582, 0.6134039, 1.0]], ['2, k, 4', [-0.1753875, 0.4133084, 1.0]], ['2, k, 5', [-0.2625263, 0.1973416, 1.0]], ['2, k, 6', [-0.2444204, 0.03034673, 1.0]], ['2, k, 7', [-0.2332651, -0.01411137, 1.0]], ['2, k, 8', [0.2110092, 0.3632328, 1.0]], ['2, k, 9', [0.3123829, 0.1179675, 1.0]], ['2, k, 10', [0.3613652, -0.09539433, 1.0]], ['2, k, 11', [0.3615384, -0.1553167, 1.0]], ['2, k, 12', [-0.04165761, -0.01391106, 1.0]], ['2, k, 13', [-0.101621, -0.3066667, 1.0]], ['2, k, 14', [-0.06975173, -0.62187, 1.0]], ['2, k, 15', [-0.04166319, -0.6625029, 1.0]], ['2, k, 16', [0.1059647, -0.01573624, 1.0]], ['2, k, 17', [0.1605902, -0.3149279, 1.0]], ['2, k, 18', [0.1008371, -0.6265731, 1.0]], ['2, k, 19', [0.09603009, -0.65919, 1.0]], ['2, k, 20', [0.01987443, 0.4105163, 1.0]], ['2, k, 21', [-0.2204563, -0.08720219, 1.0]], ['2, k, 22', [-0.213319, -0.02069533, 1.0]], ['2, k, 23', [0.374521, -0.2214913, 1.0]], ['2, k, 24', [0.285022, -0.1743904, 1.0]]]
[['2, k, 0', [0.03251662, -0.01490221, 1.0]], ['2, k, 1', [0.0254641, 0.2312969, 1.0]], ['2, k, 2', [0.01761563, 0.4685582, 1.0]], ['2, k, 3', [0.03106765, 0.6133478, 1.0]], ['2, k, 4', [-0.1759919, 0.4130778, 1.0]], ['2, k, 5', [-0.2625901, 0.1971331, 1.0]], ['2, k, 6', [-0.2446731, 0.02934192, 1.0]], ['2, k, 7', [-0.2317613, -0.01634661, 1.0]], ['2, k, 8', [0.2107033, 0.3630233, 1.0]], ['2, k, 9', [0.3119001, 0.1188361, 1.0]], ['2, k, 10', [0.3610839, -0.09513106, 1.0]], ['2, k, 11', [0.3639013, -0.1528981, 1.0]], ['2, k, 12', [-0.04174149, -0.01402333, 1.0]], ['2, k, 13', [-0.1015099, -0.3052186, 1.0]], ['2, k, 14', [-0.0697513, -0.620691, 1.0]], ['2, k, 15', [-0.0419156, -0.6618155, 1.0]], ['2, k, 16', [0.1057177, -0.01568517, 1.0]], ['2, k, 17', [0.1605476, -0.3150075, 1.0]], ['2, k, 18', [0.1007724, -0.6266605, 1.0]], ['2, k, 19', [0.09510929, -0.658871, 1.0]], ['2, k, 20', [0.01965619, 0.4104668, 1.0]], ['2, k, 21', [-0.2221005, -0.08299022, 1.0]], ['2, k, 22', [-0.2808758, -0.00380688, 1.0]], ['2, k, 23', [0.3732387, -0.2193499, 1.0]], ['2, k, 24', [0.2958311, -0.1829042, 1.0]]]
[['2, k, 0', [0.03251816, -0.01495358, 1.0]], ['2, k, 1', [0.02532125, 0.2312293, 1.0]], ['2, k, 2', [0.01728786, 0.4684891, 1.0]], ['2, k, 3', [0.0305836, 0.6133559, 1.0]], ['2, k, 4', [-0.1761435, 0.4130477, 1.0]], ['2, k, 5', [-0.2628202, 0.1972076, 1.0]], ['2, k, 6', [-0.2442327, 0.0329766, 1.0]], ['2, k, 7', [-0.2319518, -0.01255812, 1.0]], ['2, k, 8', [0.2103839, 0.3631086, 1.0]], ['2, k, 9', [0.3120676, 0.1188763, 1.0]], ['2, k, 10', [0.3604205, -0.09260343, 1.0]], ['2, k, 11', [0.363917, -0.1509123, 1.0]], ['2, k, 12', [-0.04171555, -0.01411241, 1.0]], ['2, k, 13', [-0.1013754, -0.3040326, 1.0]], ['2, k, 14', [-0.0703844, -0.6201614, 1.0]], ['2, k, 15', [-0.04423879, -0.6606172, 1.0]], ['2, k, 16', [0.1057072, -0.01569907, 1.0]], ['2, k, 17', [0.1605786, -0.3154341, 1.0]], ['2, k, 18', [0.1007493, -0.627414, 1.0]], ['2, k, 19', [0.09506542, -0.6582541, 1.0]], ['2, k, 20', [0.0193675, 0.4103906, 1.0]], ['2, k, 21', [-0.2211152, -0.08617781, 1.0]], ['2, k, 22', [-0.2265415, -0.04784644, 1.0]], ['2, k, 23', [0.3747978, -0.21762, 1.0]], ['2, k, 24', [0.298113, -0.173907, 1.0]]]
[['2, k, 0', [0.03238599, -0.01496345, 1.0]], ['2, k, 1', [0.02513498, 0.2312198, 1.0]], ['2, k, 2', [0.01710992, 0.4684713, 1.0]], ['2, k, 3', [0.0302909, 0.6133846, 1.0]], ['2, k, 4', [-0.1763592, 0.4128816, 1.0]], ['2, k, 5', [-0.2628744, 0.1971108, 1.0]], ['2, k, 6', [-0.2472434, 0.04689374, 1.0]], ['2, k, 7', [-0.2311339, 0.001591091, 1.0]], ['2, k, 8', [0.210325, 0.3630026, 1.0]], ['2, k, 9', [0.3114572, 0.1218956, 1.0]], ['2, k, 10', [0.359709, -0.09465216, 1.0]], ['2, k, 11', [0.3612741, -0.1472283, 1.0]], ['2, k, 12', [-0.04182956, -0.01412138, 1.0]], ['2, k, 13', [-0.1015229, -0.3039066, 1.0]], ['2, k, 14', [-0.06938007, -0.6202609, 1.0]], ['2, k, 15', [-0.04462206, -0.6604556, 1.0]], ['2, k, 16', [0.105565, -0.01568251, 1.0]], ['2, k, 17', [0.1605146, -0.3155022, 1.0]], ['2, k, 18', [0.1010091, -0.6266631, 1.0]], ['2, k, 19', [0.09509893, -0.6598997, 1.0]], ['2, k, 20', [0.01918858, 0.4103724, 1.0]], ['2, k, 21', [-0.2201636, -0.05504068, 1.0]], ['2, k, 22', [-0.2211321, 0.07498269, 1.0]], ['2, k, 23', [0.3730393, -0.2120862, 1.0]], ['2, k, 24', [0.298431, -0.1649572, 1.0]]]
[['2, k, 0', [0.03236593, -0.01497828, 1.0]], ['2, k, 1', [0.02498146, 0.2312334, 1.0]], ['2, k, 2', [0.01682417, 0.4685473, 1.0]], ['2, k, 3', [0.03009069, 0.6134401, 1.0]], ['2, k, 4', [-0.176811, 0.412585, 1.0]], ['2, k, 5', [-0.2628845, 0.1970472, 1.0]], ['2, k, 6', [-0.2447034, 0.02704799, 1.0]], ['2, k, 7', [-0.2322569, -0.0159486, 1.0]], ['2, k, 8', [0.2104959, 0.36294, 1.0]], ['2, k, 9', [0.3102853, 0.1250323, 1.0]], ['2, k, 10', [0.3591802, -0.0905744, 1.0]], ['2, k, 11', [0.3618381, -0.1419216, 1.0]], ['2, k, 12', [-0.04183671, -0.01413136, 1.0]], ['2, k, 13', [-0.1016525, -0.304427, 1.0]], ['2, k, 14', [-0.06981796, -0.6204768, 1.0]], ['2, k, 15', [-0.04824118, -0.6623532, 1.0]], ['2, k, 16', [0.1055241, -0.01569184, 1.0]], ['2, k, 17', [0.1605143, -0.3154868, 1.0]], ['2, k, 18', [0.1010233, -0.6268393, 1.0]], ['2, k, 19', [0.09502892, -0.6595699, 1.0]], ['2, k, 20', [0.01892777, 0.4104278, 1.0]], ['2, k, 21', [-0.2180009, -0.08885448, 1.0]], ['2, k, 22', [-0.2221302, -0.04258993, 1.0]], ['2, k, 23', [0.3762899, -0.2035434, 1.0]], ['2, k, 24', [0.2967022, -0.1687146, 1.0]]]
[['2, k, 0', [0.03231444, -0.01507117, 1.0]], ['2, k, 1', [0.02477525, 0.2311157, 1.0]], ['2, k, 2', [0.0164768, 0.4684082, 1.0]], ['2, k, 3', [0.02977488, 0.6134017, 1.0]], ['2, k, 4', [-0.1769663, 0.4125825, 1.0]], ['2, k, 5', [-0.2628842, 0.1970218, 1.0]], ['2, k, 6', [-0.2445552, 0.02602491, 1.0]], ['2, k, 7', [-0.230257, -0.01950824, 1.0]], ['2, k, 8', [0.2108312, 0.3625646, 1.0]], ['2, k, 9', [0.3093688, 0.1278577, 1.0]], ['2, k, 10', [0.3581277, -0.08617797, 1.0]], ['2, k, 11', [0.3591644, -0.1390792, 1.0]], ['2, k, 12', [-0.04186501, -0.01422012, 1.0]], ['2, k, 13', [-0.1019524, -0.3052782, 1.0]], ['2, k, 14', [-0.07061029, -0.6208627, 1.0]], ['2, k, 15', [-0.04796391, -0.6633755, 1.0]], ['2, k, 16', [0.1054538, -0.0157615, 1.0]], ['2, k, 17', [0.1605205, -0.3155429, 1.0]], ['2, k, 18', [0.1007809, -0.6269954, 1.0]], ['2, k, 19', [0.09522583, -0.6594726, 1.0]], ['2, k, 20', [0.01861004, 0.410289, 1.0]], ['2, k, 21', [-0.2196929, -0.0894305, 1.0]], ['2, k, 22', [-0.1848081, -0.01075218, 1.0]], ['2, k, 23', [0.3745039, -0.2001687, 1.0]], ['2, k, 24', [0.2886085, -0.144664, 1.0]]]
[['2, k, 0', [0.03237517, -0.01518129, 1.0]], ['2, k, 1', [0.02464882, 0.2310265, 1.0]], ['2, k, 2', [0.01599349, 0.4682877, 1.0]], ['2, k, 3', [0.02951436, 0.6134611, 1.0]], ['2, k, 4', [-0.1770337, 0.4125489, 1.0]], ['2, k, 5', [-0.2628916, 0.1970171, 1.0]], ['2, k, 6', [-0.2441812, 0.02575442, 1.0]], ['2, k, 7', [-0.2288531, -0.02183212, 1.0]], ['2, k, 8', [0.2105878, 0.3624876, 1.0]], ['2, k, 9', [0.307276, 0.1308691, 1.0]], ['2, k, 10', [0.3590347, -0.07440837, 1.0]], ['2, k, 11', [0.3585711, -0.1295554, 1.0]], ['2, k, 12', [-0.0417918, -0.01427814, 1.0]], ['2, k, 13', [-0.1019874, -0.3050594, 1.0]], ['2, k, 14', [-0.07059877, -0.6206967, 1.0]], ['2, k, 15', [-0.04611692, -0.6630104, 1.0]], ['2, k, 16', [0.105495, -0.01591328, 1.0]], ['2, k, 17', [0.1605141, -0.3155181, 1.0]], ['2, k, 18', [0.1007404, -0.6274225, 1.0]], ['2, k, 19', [0.09530301, -0.6586799, 1.0]], ['2, k, 20', [0.01822935, 0.4101692, 1.0]], ['2, k, 21', [-0.2132913, -0.09515951, 1.0]], ['2, k, 22', [-0.1844223, -0.008259634, 1.0]], ['2, k, 23', [0.3696057, -0.1945708, 1.0]], ['2, k, 24', [0.2974364, -0.1608681, 1.0]]]
[['2, k, 0', [0.03240804, -0.01524853, 1.0]], ['2, k, 1', [0.02455401, 0.2309564, 1.0]], ['2, k, 2', [0.01571998, 0.468185, 1.0]], ['2, k, 3', [0.0288212, 0.6133438, 1.0]], ['2, k, 4', [-0.1774597, 0.412299, 1.0]], ['2, k, 5', [-0.2630065, 0.1970208, 1.0]], ['2, k, 6', [-0.2442249, 0.02515526, 1.0]], ['2, k, 7', [-0.2274225, -0.02313368, 1.0]], ['2, k, 8', [0.2108563, 0.3623944, 1.0]], ['2, k, 9', [0.3065797, 0.1340822, 1.0]], ['2, k, 10', [0.3565417, -0.06884671, 1.0]], ['2, k, 11', [0.3592437, -0.1225199, 1.0]], ['2, k, 12', [-0.04171037, -0.0144261, 1.0]], ['2, k, 13', [-0.1019555, -0.3050401, 1.0]], ['2, k, 14', [-0.07083888, -0.6207294, 1.0]], ['2, k, 15', [-0.04537473, -0.6625767, 1.0]], ['2, k, 16', [0.1054996, -0.01592342, 1.0]], ['2, k, 17', [0.1605132, -0.315364, 1.0]], ['2, k, 18', [0.1009386, -0.6279526, 1.0]], ['2, k, 19', [0.09576745, -0.6576443, 1.0]], ['2, k, 20', [0.01799863, 0.4100703, 1.0]], ['2, k, 21', [-0.2163285, -0.08878928, 1.0]], ['2, k, 22', [-0.1844617, -0.009465466, 1.0]], ['2, k, 23', [0.3694905, -0.1867808, 1.0]], ['2, k, 24', [0.3087744, -0.1953498, 1.0]]]
[['2, k, 0', [0.0320248, -0.01530129, 1.0]], ['2, k, 1', [0.02430796, 0.230866, 1.0]], ['2, k, 2', [0.01564872, 0.4680842, 1.0]], ['2, k, 3', [0.02844274, 0.613377, 1.0]], ['2, k, 4', [-0.1778466, 0.4121386, 1.0]], ['2, k, 5', [-0.2629519, 0.1967146, 1.0]], ['2, k, 6', [-0.2443462, 0.02497477, 1.0]], ['2, k, 7', [-0.2277673, -0.02356736, 1.0]], ['2, k, 8', [0.2111935, 0.3621504, 1.0]], ['2, k, 9', [0.3039733, 0.1380675, 1.0]], ['2, k, 10', [0.3566304, -0.06054788, 1.0]], ['2, k, 11', [0.3591583, -0.1126211, 1.0]], ['2, k, 12', [-0.04196167, -0.01452769, 1.0]], ['2, k, 13', [-0.1019354, -0.3049732, 1.0]], ['2, k, 14', [-0.07123686, -0.620688, 1.0]], ['2, k, 15', [-0.04475613, -0.6622913, 1.0]], ['2, k, 16', [0.1049378, -0.01586036, 1.0]], ['2, k, 17', [0.1605098, -0.3153365, 1.0]], ['2, k, 18', [0.1005964, -0.6280612, 1.0]], ['2, k, 19', [0.09575992, -0.6573346, 1.0]], ['2, k, 20', [0.01789189, 0.4099721, 1.0]], ['2, k, 21', [-0.2158581, -0.09395268, 1.0]], ['2, k, 22', [-0.1847472, -0.01008551, 1.0]], ['2, k, 23', [0.3702394, -0.1741326, 1.0]], ['2, k, 24', [0.3037146, -0.1779095, 1.0]]]
[['2, k, 0', [0.03201778, -0.01530396, 1.0]], ['2, k, 1', [0.02413078, 0.2308284, 1.0]], ['2, k, 2', [0.01528748, 0.4679867, 1.0]], ['2, k, 3', [0.02795792, 0.6133099, 1.0]], ['2, k, 4', [-0.1782211, 0.4120085, 1.0]], ['2, k, 5', [-0.2625439, 0.1960879, 1.0]], ['2, k, 6', [-0.2443423, 0.02497306, 1.0]], ['2, k, 7', [-0.2285153, -0.02308476, 1.0]], ['2, k, 8', [0.2114284, 0.3621062, 1.0]], ['2, k, 9', [0.3011135, 0.1412373, 1.0]], ['2, k, 10', [0.3568853, -0.04510869, 1.0]], ['2, k, 11', [0.3571092, -0.09930741, 1.0]], ['2, k, 12', [-0.0419562, -0.01454607, 1.0]], ['2, k, 13', [-0.1021764, -0.3045262, 1.0]], ['2, k, 14', [-0.07134578, -0.6205785, 1.0]], ['2, k, 15', [-0.04383849, -0.6614489, 1.0]], ['2, k, 16', [0.1048941, -0.01583453, 1.0]], ['2, k, 17', [0.1605988, -0.3146007, 1.0]], ['2, k, 18', [0.1005474, -0.6273537, 1.0]], ['2, k, 19', [0.09541902, -0.6572889, 1.0]], ['2, k, 20', [0.01756669, 0.4098878, 1.0]], ['2, k, 21', [-0.2196796, -0.08594304, 1.0]], ['2, k, 22', [-0.1856216, -0.00752382, 1.0]], ['2, k, 23', [0.3644227, -0.1625296, 1.0]], ['2, k, 24', [0.2969989, -0.1028945, 1.0]]]
[['2, k, 0', [0.03342487, -0.01439588, 1.0]], ['2, k, 1', [0.024265, 0.2310123, 1.0]], ['2, k, 2', [0.01500422, 0.4679197, 1.0]], ['2, k, 3', [0.02758525, 0.6132282, 1.0]], ['2, k, 4', [-0.1787052, 0.411748, 1.0]], ['2, k, 5', [-0.262572, 0.1959735, 1.0]], ['2, k, 6', [-0.2444752, 0.03202874, 1.0]], ['2, k, 7', [-0.2361972, 0.001288301, 1.0]], ['2, k, 8', [0.2116189, 0.3621234, 1.0]], ['2, k, 9', [0.2986742, 0.1441714, 1.0]], ['2, k, 10', [0.3544356, -0.03559292, 1.0]], ['2, k, 11', [0.3548397, -0.08071376, 1.0]], ['2, k, 12', [-0.04140308, -0.01402105, 1.0]], ['2, k, 13', [-0.1021606, -0.3044866, 1.0]], ['2, k, 14', [-0.07104583, -0.620677, 1.0]], ['2, k, 15', [-0.0435117, -0.6607858, 1.0]], ['2, k, 16', [0.1075777, -0.01433888, 1.0]], ['2, k, 17', [0.1605791, -0.3128267, 1.0]], ['2, k, 18', [0.1010065, -0.6259019, 1.0]], ['2, k, 19', [0.09520176, -0.657236, 1.0]], ['2, k, 20', [0.01740276, 0.4098807, 1.0]], ['2, k, 21', [-0.2250795, -0.0585195, 1.0]], ['2, k, 22', [-0.2360082, 0.02443011, 1.0]], ['2, k, 23', [0.363541, -0.1432154, 1.0]], ['2, k, 24', [0.3040221, -0.09075393, 1.0]]]
[['2, k, 0', [0.03290173, -0.01430072, 1.0]], ['2, k, 1', [0.02409066, 0.2310706, 1.0]], ['2, k, 2', [0.01498916, 0.4679317, 1.0]], ['2, k, 3', [0.02726925, 0.6132773, 1.0]], ['2, k, 4', [-0.1789431, 0.4120339, 1.0]], ['2, k, 5', [-0.2626613, 0.1960062, 1.0]], ['2, k, 6', [-0.24654, 0.0447918, 1.0]], ['2, k, 7', [-0.2350879, 0.004281736, 1.0]], ['2, k, 8', [0.2118806, 0.3621812, 1.0]], ['2, k, 9', [0.2970749, 0.1496405, 1.0]], ['2, k, 10', [0.3520117, -0.02065573, 1.0]], ['2, k, 11', [0.3545178, -0.06157328, 1.0]], ['2, k, 12', [-0.04177664, -0.01397047, 1.0]], ['2, k, 13', [-0.1022245, -0.3047072, 1.0]], ['2, k, 14', [-0.07124456, -0.6204299, 1.0]], ['2, k, 15', [-0.04267056, -0.6615416, 1.0]], ['2, k, 16', [0.1067815, -0.01417476, 1.0]], ['2, k, 17', [0.1606406, -0.3106984, 1.0]], ['2, k, 18', [0.1012988, -0.623782, 1.0]], ['2, k, 19', [0.09501976, -0.6572005, 1.0]], ['2, k, 20', [0.01736205, 0.4098998, 1.0]], ['2, k, 21', [-0.2229694, -0.05547901, 1.0]], ['2, k, 22', [-0.2228066, -0.01098769, 1.0]], ['2, k, 23', [0.3616602, -0.1206601, 1.0]], ['2, k, 24', [0.3027828, -0.06739483, 1.0]]]
