[['2, k, 0', [-0.00541799, -0.352137, 1.0]], ['2, k, 1', [-0.0229171, -0.0297194, 1.0]], ['2, k, 2', [-0.0397999, 0.284303, 1.0]], ['2, k, 3', [-0.0231965, 0.410043, 1.0]], ['2, k, 4', [-0.136245, 0.211936, 1.0]], ['2, k, 5', [-0.0945026, 0.114705, 1.0]], ['2, k, 6', [-0.0401142, 0.0907661, 1.0]], ['2, k, 7', [0.00822978, 0.0766873, 1.0]], ['2, k, 8', [0.0925247, 0.203292, 1.0]], ['2, k, 9', [0.226636, 0.197069, 1.0]], ['2, k, 10', [0.205202, 0.0136829, 1.0]], ['2, k, 11', [0.156724, -0.0335331, 1.0]], ['2, k, 12', [-0.0575497, -0.344915, 1.0]], ['2, k, 13', [-0.111459, -0.576429, 1.0]], ['2, k, 14', [-0.103444, -0.958222, 1.0]], ['2, k, 15', [-0.11771, -1.05928, 1.0]], ['2, k, 16', [0.0468583, -0.348599, 1.0]], ['2, k, 17', [0.115054, -0.652409, 1.0]], ['2, k, 18', [0.129777, -0.994666, 1.0]], ['2, k, 19', [0.14967, -1.05916, 1.0]], ['2, k, 20', [-0.035673, 0.207017, 1.0]], ['2, k, 21', [0.0599666, 0.0464057, 1.0]], ['2, k, 22', [0.0187028, 0.0991112, 1.0]], ['2, k, 23', [0.166088, -0.1054, 1.0]], ['2, k, 24', [0.133981, -0.03407, 1.0]]]
[['2, k, 0', [0.00303951, -0.336489, 1.0]], ['2, k, 1', [0.00504306, -0.0246104, 1.0]], ['2, k, 2', [0.0116742, 0.277204, 1.0]], ['2, k, 3', [0.0239252, 0.402345, 1.0]], ['2, k, 4', [-0.143671, 0.17243, 1.0]], ['2, k, 5', [-0.313917, 0.143856, 1.0]], ['2, k, 6', [-0.455181, 0.1389, 1.0]], ['2, k, 7', [-0.505704, 0.15598, 1.0]], ['2, k, 8', [0.139783, 0.19827, 1.0]], ['2, k, 9', [0.132097, 0.143839, 1.0]], ['2, k, 10', [0.0368458, 0.112426, 1.0]], ['2, k, 11', [-0.0100106, 0.099324, 1.0]], ['2, k, 12', [-0.0675274, -0.331737, 1.0]], ['2, k, 13', [-0.110206, -0.636148, 1.0]], ['2, k, 14', [-0.0947132, -0.981895, 1.0]], ['2, k, 15', [-0.124293, -1.06644, 1.0]], ['2, k, 16', [0.0692307, -0.330074, 1.0]], ['2, k, 17', [0.121071, -0.697335, 1.0]], ['2, k, 18', [0.12999, -1.01539, 1.0]], ['2, k, 19', [0.140521, -1.07278, 1.0]], ['2, k, 20', [0.0097164, 0.202995, 1.0]], ['2, k, 21', [-0.517939, 0.154104, 1.0]], ['2, k, 22', [-0.424969, 0.142774, 1.0]], ['2, k, 23', [-0.0260764, 0.0991171, 1.0]], ['2, k, 24', [-0.0732627, 0.111806, 1.0]]]
[['2, k, 0', [0.00193358, -0.335689, 1.0]], ['2, k, 1', [0.00642761, -0.0244669, 1.0]], ['2, k, 2', [0.0164402, 0.276882, 1.0]], ['2, k, 3', [0.024999, 0.402393, 1.0]], ['2, k, 4', [-0.144958, 0.17796, 1.0]], ['2, k, 5', [-0.318216, 0.146429, 1.0]], ['2, k, 6', [-0.461936, 0.140146, 1.0]], ['2, k, 7', [-0.516895, 0.159361, 1.0]], ['2, k, 8', [0.134333, 0.199235, 1.0]], ['2, k, 9', [0.117978, 0.127343, 1.0]], ['2, k, 10', [0.0248024, 0.0915277, 1.0]], ['2, k, 11', [-0.0364976, 0.0988875, 1.0]], ['2, k, 12', [-0.0676261, -0.331241, 1.0]], ['2, k, 13', [-0.110238, -0.636138, 1.0]], ['2, k, 14', [-0.0945586, -0.981789, 1.0]], ['2, k, 15', [-0.12411, -1.06631, 1.0]], ['2, k, 16', [0.0675863, -0.32928, 1.0]], ['2, k, 17', [0.120375, -0.695525, 1.0]], ['2, k, 18', [0.130001, -1.01521, 1.0]], ['2, k, 19', [0.14069, -1.07273, 1.0]], ['2, k, 20', [0.0136005, 0.20281, 1.0]], ['2, k, 21', [-0.529466, 0.155228, 1.0]], ['2, k, 22', [-0.43378, 0.144814, 1.0]], ['2, k, 23', [-0.0662607, 0.101025, 1.0]], ['2, k, 24', [-0.0764419, 0.0791965, 1.0]]]
[['2, k, 0', [-4.86975e-05, -0.334585, 1.0]], ['2, k, 1', [0.0074967, -0.0242227, 1.0]], ['2, k, 2', [0.0204252, 0.276465, 1.0]], ['2, k, 3', [0.026949, 0.401166, 1.0]], ['2, k, 4', [-0.14786, 0.189521, 1.0]], ['2, k, 5', [-0.32516, 0.152999, 1.0]], ['2, k, 6', [-0.475755, 0.144423, 1.0]], ['2, k, 7', [-0.526409, 0.162818, 1.0]], ['2, k, 8', [0.132871, 0.200179, 1.0]], ['2, k, 9', [0.117527, 0.105243, 1.0]], ['2, k, 10', [-0.00727482, 0.0958509, 1.0]], ['2, k, 11', [-0.0712993, 0.100446, 1.0]], ['2, k, 12', [-0.0680052, -0.330405, 1.0]], ['2, k, 13', [-0.110339, -0.636409, 1.0]], ['2, k, 14', [-0.0943295, -0.982553, 1.0]], ['2, k, 15', [-0.123802, -1.06673, 1.0]], ['2, k, 16', [0.0644405, -0.328413, 1.0]], ['2, k, 17', [0.120094, -0.693027, 1.0]], ['2, k, 18', [0.12968, -1.01486, 1.0]], ['2, k, 19', [0.140663, -1.07254, 1.0]], ['2, k, 20', [0.0168623, 0.202576, 1.0]], ['2, k, 21', [-0.543057, 0.15842, 1.0]], ['2, k, 22', [-0.446161, 0.147716, 1.0]], ['2, k, 23', [-0.1025, 0.102795, 1.0]], ['2, k, 24', [-0.116932, 0.0844107, 1.0]]]
[['2, k, 0', [-0.00358542, -0.332699, 1.0]], ['2, k, 1', [0.00867309, -0.0234095, 1.0]], ['2, k, 2', [0.0265847, 0.2769, 1.0]], ['2, k, 3', [0.0284975, 0.402777, 1.0]], ['2, k, 4', [-0.144106, 0.197049, 1.0]], ['2, k, 5', [-0.341048, 0.147762, 1.0]], ['2, k, 6', [-0.487781, 0.147999, 1.0]], ['2, k, 7', [-0.540321, 0.165639, 1.0]], ['2, k, 8', [0.131724, 0.200535, 1.0]], ['2, k, 9', [0.0865754, 0.132654, 1.0]], ['2, k, 10', [-0.0421229, 0.0941664, 1.0]], ['2, k, 11', [-0.103863, 0.101481, 1.0]], ['2, k, 12', [-0.0695775, -0.328067, 1.0]], ['2, k, 13', [-0.11079, -0.637285, 1.0]], ['2, k, 14', [-0.0947415, -0.982168, 1.0]], ['2, k, 15', [-0.123822, -1.06664, 1.0]], ['2, k, 16', [0.058992, -0.327151, 1.0]], ['2, k, 17', [0.119443, -0.69223, 1.0]], ['2, k, 18', [0.129557, -1.01484, 1.0]], ['2, k, 19', [0.140675, -1.07255, 1.0]], ['2, k, 20', [0.021643, 0.203124, 1.0]], ['2, k, 21', [-0.567515, 0.167289, 1.0]], ['2, k, 22', [-0.46687, 0.154923, 1.0]], ['2, k, 23', [-0.13449, 0.102318, 1.0]], ['2, k, 24', [-0.139816, 0.136025, 1.0]]]
[['2, k, 0', [-0.0062977, -0.333038, 1.0]], ['2, k, 1', [0.00943363, -0.0236607, 1.0]], ['2, k, 2', [0.0302398, 0.276855, 1.0]], ['2, k, 3', [0.0282515, 0.402591, 1.0]], ['2, k, 4', [-0.139737, 0.204357, 1.0]], ['2, k, 5', [-0.358726, 0.151222, 1.0]], ['2, k, 6', [-0.508586, 0.154463, 1.0]], ['2, k, 7', [-0.557474, 0.173479, 1.0]], ['2, k, 8', [0.131574, 0.20042, 1.0]], ['2, k, 9', [0.0801344, 0.128875, 1.0]], ['2, k, 10', [-0.0902774, 0.109757, 1.0]], ['2, k, 11', [-0.13906, 0.102756, 1.0]], ['2, k, 12', [-0.0716491, -0.327214, 1.0]], ['2, k, 13', [-0.11201, -0.638338, 1.0]], ['2, k, 14', [-0.0944293, -0.983852, 1.0]], ['2, k, 15', [-0.12395, -1.06788, 1.0]], ['2, k, 16', [0.0540401, -0.329632, 1.0]], ['2, k, 17', [0.118081, -0.696922, 1.0]], ['2, k, 18', [0.129366, -1.01488, 1.0]], ['2, k, 19', [0.140664, -1.0727, 1.0]], ['2, k, 20', [0.024649, 0.202975, 1.0]], ['2, k, 21', [-0.575478, 0.165313, 1.0]], ['2, k, 22', [-0.477067, 0.157354, 1.0]], ['2, k, 23', [-0.172615, 0.103946, 1.0]], ['2, k, 24', [-0.178267, 0.0837283, 1.0]]]
[['2, k, 0', [-0.00877087, -0.332821, 1.0]], ['2, k, 1', [0.0118777, -0.0234169, 1.0]], ['2, k, 2', [0.0404612, 0.277396, 1.0]], ['2, k, 3', [0.0275993, 0.406399, 1.0]], ['2, k, 4', [-0.137838, 0.206434, 1.0]], ['2, k, 5', [-0.38086, 0.156875, 1.0]], ['2, k, 6', [-0.524529, 0.155865, 1.0]], ['2, k, 7', [-0.566458, 0.176126, 1.0]], ['2, k, 8', [0.132327, 0.200108, 1.0]], ['2, k, 9', [0.0598483, 0.111859, 1.0]], ['2, k, 10', [-0.111271, 0.10064, 1.0]], ['2, k, 11', [-0.179652, 0.106387, 1.0]], ['2, k, 12', [-0.0728897, -0.326103, 1.0]], ['2, k, 13', [-0.112698, -0.638325, 1.0]], ['2, k, 14', [-0.0942138, -0.984707, 1.0]], ['2, k, 15', [-0.123924, -1.06868, 1.0]], ['2, k, 16', [0.0498484, -0.330152, 1.0]], ['2, k, 17', [0.116614, -0.691929, 1.0]], ['2, k, 18', [0.129222, -1.01478, 1.0]], ['2, k, 19', [0.140822, -1.07286, 1.0]], ['2, k, 20', [0.0328125, 0.203404, 1.0]], ['2, k, 21', [-0.593312, 0.178602, 1.0]], ['2, k, 22', [-0.564423, 0.155312, 1.0]], ['2, k, 23', [-0.218865, 0.110682, 1.0]], ['2, k, 24', [-0.226255, 0.101604, 1.0]]]
[['2, k, 0', [-0.0115133, -0.332905, 1.0]], ['2, k, 1', [0.0127507, -0.023754, 1.0]], ['2, k, 2', [0.0429195, 0.276864, 1.0]], ['2, k, 3', [0.026635, 0.405862, 1.0]], ['2, k, 4', [-0.136865, 0.207976, 1.0]], ['2, k, 5', [-0.389747, 0.17157, 1.0]], ['2, k, 6', [-0.557953, 0.173564, 1.0]], ['2, k, 7', [-0.570405, 0.176528, 1.0]], ['2, k, 8', [0.131829, 0.200923, 1.0]], ['2, k, 9', [0.0619813, 0.116502, 1.0]], ['2, k, 10', [-0.106987, 0.0972776, 1.0]], ['2, k, 11', [-0.205448, 0.107929, 1.0]], ['2, k, 12', [-0.0737192, -0.325799, 1.0]], ['2, k, 13', [-0.114097, -0.638392, 1.0]], ['2, k, 14', [-0.0938708, -0.985089, 1.0]], ['2, k, 15', [-0.123757, -1.06884, 1.0]], ['2, k, 16', [0.0468245, -0.330747, 1.0]], ['2, k, 17', [0.116383, -0.691162, 1.0]], ['2, k, 18', [0.129186, -1.01521, 1.0]], ['2, k, 19', [0.140934, -1.07345, 1.0]], ['2, k, 20', [0.0351329, 0.202909, 1.0]], ['2, k, 21', [-0.603278, 0.180407, 1.0]], ['2, k, 22', [-0.497699, 0.166344, 1.0]], ['2, k, 23', [-0.246357, 0.115268, 1.0]], ['2, k, 24', [-0.239283, 0.0844467, 1.0]]]
[['2, k, 0', [-0.0142723, -0.342886, 1.0]], ['2, k, 1', [0.0138701, -0.027514, 1.0]], ['2, k, 2', [0.0446358, 0.277404, 1.0]], ['2, k, 3', [0.0261945, 0.405271, 1.0]], ['2, k, 4', [-0.136948, 0.208987, 1.0]], ['2, k, 5', [-0.39278, 0.178942, 1.0]], ['2, k, 6', [-0.496894, 0.177841, 1.0]], ['2, k, 7', [-0.579772, 0.18081, 1.0]], ['2, k, 8', [0.131873, 0.199929, 1.0]], ['2, k, 9', [0.0598062, 0.116067, 1.0]], ['2, k, 10', [-0.132059, 0.103679, 1.0]], ['2, k, 11', [-0.246065, 0.114281, 1.0]], ['2, k, 12', [-0.0764724, -0.337199, 1.0]], ['2, k, 13', [-0.114127, -0.638385, 1.0]], ['2, k, 14', [-0.0937322, -0.98516, 1.0]], ['2, k, 15', [-0.123468, -1.06939, 1.0]], ['2, k, 16', [0.0460792, -0.337754, 1.0]], ['2, k, 17', [0.116485, -0.689891, 1.0]], ['2, k, 18', [0.129171, -1.01555, 1.0]], ['2, k, 19', [0.141018, -1.07391, 1.0]], ['2, k, 20', [0.0368036, 0.202448, 1.0]], ['2, k, 21', [-0.618029, 0.186308, 1.0]], ['2, k, 22', [-0.523416, 0.176242, 1.0]], ['2, k, 23', [-0.286928, 0.12092, 1.0]], ['2, k, 24', [-0.27561, 0.0908813, 1.0]]]
[['2, k, 0', [-0.0175206, -0.347459, 1.0]], ['2, k, 1', [0.0135528, -0.02917, 1.0]], ['2, k, 2', [0.0449061, 0.277385, 1.0]], ['2, k, 3', [0.0262767, 0.404727, 1.0]], ['2, k, 4', [-0.136641, 0.209931, 1.0]], ['2, k, 5', [-0.393389, 0.180188, 1.0]], ['2, k, 6', [-0.583137, 0.174327, 1.0]], ['2, k, 7', [-0.590736, 0.189072, 1.0]], ['2, k, 8', [0.131103, 0.196641, 1.0]], ['2, k, 9', [0.0151682, 0.140888, 1.0]], ['2, k, 10', [-0.139728, 0.12086, 1.0]], ['2, k, 11', [-0.27301, 0.118702, 1.0]], ['2, k, 12', [-0.0793708, -0.342301, 1.0]], ['2, k, 13', [-0.115367, -0.638027, 1.0]], ['2, k, 14', [-0.093595, -0.985341, 1.0]], ['2, k, 15', [-0.123515, -1.06947, 1.0]], ['2, k, 16', [0.0428691, -0.342646, 1.0]], ['2, k, 17', [0.116369, -0.689539, 1.0]], ['2, k, 18', [0.129548, -1.01602, 1.0]], ['2, k, 19', [0.141059, -1.07457, 1.0]], ['2, k, 20', [0.037042, 0.202195, 1.0]], ['2, k, 21', [-0.624242, 0.194534, 1.0]], ['2, k, 22', [-0.590365, 0.161015, 1.0]], ['2, k, 23', [-0.313752, 0.125203, 1.0]], ['2, k, 24', [-0.306711, 0.0953736, 1.0]]]
[['2, k, 0', [-0.0194026, -0.348975, 1.0]], ['2, k, 1', [0.0120707, -0.0303215, 1.0]], ['2, k, 2', [0.0437162, 0.27776, 1.0]], ['2, k, 3', [0.025875, 0.404725, 1.0]], ['2, k, 4', [-0.136062, 0.210595, 1.0]], ['2, k, 5', [-0.323568, 0.202682, 1.0]], ['2, k, 6', [-0.548117, 0.178789, 1.0]], ['2, k, 7', [-0.602571, 0.195943, 1.0]], ['2, k, 8', [0.130895, 0.195303, 1.0]], ['2, k, 9', [0.00869044, 0.140709, 1.0]], ['2, k, 10', [-0.19329, 0.122901, 1.0]], ['2, k, 11', [-0.292302, 0.121532, 1.0]], ['2, k, 12', [-0.0799503, -0.342866, 1.0]], ['2, k, 13', [-0.116861, -0.637628, 1.0]], ['2, k, 14', [-0.0934493, -0.985304, 1.0]], ['2, k, 15', [-0.123571, -1.06944, 1.0]], ['2, k, 16', [0.0406172, -0.344491, 1.0]], ['2, k, 17', [0.115568, -0.689543, 1.0]], ['2, k, 18', [0.129732, -1.01637, 1.0]], ['2, k, 19', [0.140986, -1.07519, 1.0]], ['2, k, 20', [0.0358224, 0.20212, 1.0]], ['2, k, 21', [-0.632758, 0.189957, 1.0]], ['2, k, 22', [-0.598147, 0.180362, 1.0]], ['2, k, 23', [-0.340032, 0.132606, 1.0]], ['2, k, 24', [-0.334374, 0.100309, 1.0]]]
[['2, k, 0', [-0.0216506, -0.343134, 1.0]], ['2, k, 1', [0.0112421, -0.027925, 1.0]], ['2, k, 2', [0.0437241, 0.277917, 1.0]], ['2, k, 3', [0.0256433, 0.404755, 1.0]], ['2, k, 4', [-0.134433, 0.211907, 1.0]], ['2, k, 5', [-0.324506, 0.203246, 1.0]], ['2, k, 6', [-0.576727, 0.213926, 1.0]], ['2, k, 7', [-0.603487, 0.202593, 1.0]], ['2, k, 8', [0.131209, 0.20514, 1.0]], ['2, k, 9', [-0.000248373, 0.145509, 1.0]], ['2, k, 10', [-0.209802, 0.128332, 1.0]], ['2, k, 11', [-0.325855, 0.129041, 1.0]], ['2, k, 12', [-0.0806035, -0.3366, 1.0]], ['2, k, 13', [-0.117861, -0.638342, 1.0]], ['2, k, 14', [-0.0933648, -0.986308, 1.0]], ['2, k, 15', [-0.12368, -1.07024, 1.0]], ['2, k, 16', [0.0361569, -0.337734, 1.0]], ['2, k, 17', [0.112991, -0.695677, 1.0]], ['2, k, 18', [0.129284, -1.01778, 1.0]], ['2, k, 19', [0.141139, -1.07655, 1.0]], ['2, k, 20', [0.0356499, 0.202829, 1.0]], ['2, k, 21', [-0.63538, 0.189829, 1.0]], ['2, k, 22', [-0.58906, 0.17067, 1.0]], ['2, k, 23', [-0.376399, 0.139544, 1.0]], ['2, k, 24', [-0.359071, 0.10885, 1.0]]]
[['2, k, 0', [-0.0218768, -0.344223, 1.0]], ['2, k, 1', [0.0111383, -0.028648, 1.0]], ['2, k, 2', [0.0436839, 0.278195, 1.0]], ['2, k, 3', [0.0255936, 0.404248, 1.0]], ['2, k, 4', [-0.12991, 0.215451, 1.0]], ['2, k, 5', [-0.318294, 0.210617, 1.0]], ['2, k, 6', [-0.571885, 0.22076, 1.0]], ['2, k, 7', [-0.603548, 0.211377, 1.0]], ['2, k, 8', [0.130378, 0.208332, 1.0]], ['2, k, 9', [-0.0111922, 0.148211, 1.0]], ['2, k, 10', [-0.232031, 0.136047, 1.0]], ['2, k, 11', [-0.361629, 0.1366, 1.0]], ['2, k, 12', [-0.0799975, -0.338321, 1.0]], ['2, k, 13', [-0.118452, -0.638385, 1.0]], ['2, k, 14', [-0.0930411, -0.986649, 1.0]], ['2, k, 15', [-0.123685, -1.07051, 1.0]], ['2, k, 16', [0.0356075, -0.338919, 1.0]], ['2, k, 17', [0.110686, -0.696123, 1.0]], ['2, k, 18', [0.129591, -1.01895, 1.0]], ['2, k, 19', [0.141375, -1.07767, 1.0]], ['2, k, 20', [0.0356173, 0.202779, 1.0]], ['2, k, 21', [-0.632799, 0.198063, 1.0]], ['2, k, 22', [-0.590456, 0.179636, 1.0]], ['2, k, 23', [-0.410058, 0.147521, 1.0]], ['2, k, 24', [-0.379867, 0.112743, 1.0]]]
[['2, k, 0', [-0.0221645, -0.346333, 1.0]], ['2, k, 1', [0.0112127, -0.029702, 1.0]], ['2, k, 2', [0.0441035, 0.278672, 1.0]], ['2, k, 3', [0.0249358, 0.404088, 1.0]], ['2, k, 4', [-0.125245, 0.21683, 1.0]], ['2, k, 5', [-0.373767, 0.214474, 1.0]], ['2, k, 6', [-0.568356, 0.220225, 1.0]], ['2, k, 7', [-0.60828, 0.223689, 1.0]], ['2, k, 8', [0.129263, 0.210101, 1.0]], ['2, k, 9', [-0.0222188, 0.151618, 1.0]], ['2, k, 10', [-0.2515, 0.144149, 1.0]], ['2, k, 11', [-0.394123, 0.146689, 1.0]], ['2, k, 12', [-0.0791312, -0.340937, 1.0]], ['2, k, 13', [-0.118936, -0.638753, 1.0]], ['2, k, 14', [-0.0930563, -0.989206, 1.0]], ['2, k, 15', [-0.124821, -1.07273, 1.0]], ['2, k, 16', [0.034695, -0.341129, 1.0]], ['2, k, 17', [0.109351, -0.698089, 1.0]], ['2, k, 18', [0.129579, -1.01912, 1.0]], ['2, k, 19', [0.141392, -1.07787, 1.0]], ['2, k, 20', [0.0359626, 0.202793, 1.0]], ['2, k, 21', [-0.632249, 0.210673, 1.0]], ['2, k, 22', [-0.608971, 0.205401, 1.0]], ['2, k, 23', [-0.438024, 0.156638, 1.0]], ['2, k, 24', [-0.427615, 0.141289, 1.0]]]
[['2, k, 0', [-0.0228844, -0.347839, 1.0]], ['2, k, 1', [0.0108511, -0.0305469, 1.0]], ['2, k, 2', [0.0442529, 0.279102, 1.0]], ['2, k, 3', [0.0245948, 0.403672, 1.0]], ['2, k, 4', [-0.124091, 0.217411, 1.0]], ['2, k, 5', [-0.373642, 0.214449, 1.0]], ['2, k, 6', [-0.627363, 0.223434, 1.0]], ['2, k, 7', [-0.712536, 0.226779, 1.0]], ['2, k, 8', [0.127506, 0.212213, 1.0]], ['2, k, 9', [-0.0267899, 0.151224, 1.0]], ['2, k, 10', [-0.264621, 0.148383, 1.0]], ['2, k, 11', [-0.399996, 0.149062, 1.0]], ['2, k, 12', [-0.0788872, -0.343231, 1.0]], ['2, k, 13', [-0.119122, -0.639089, 1.0]], ['2, k, 14', [-0.0930905, -0.990013, 1.0]], ['2, k, 15', [-0.124571, -1.07371, 1.0]], ['2, k, 16', [0.0336597, -0.342192, 1.0]], ['2, k, 17', [0.108204, -0.699744, 1.0]], ['2, k, 18', [0.129517, -1.02005, 1.0]], ['2, k, 19', [0.141562, -1.07884, 1.0]], ['2, k, 20', [0.0359891, 0.202858, 1.0]], ['2, k, 21', [-0.736064, 0.213751, 1.0]], ['2, k, 22', [-0.712225, 0.208466, 1.0]], ['2, k, 23', [-0.456303, 0.161082, 1.0]], ['2, k, 24', [-0.417454, 0.124622, 1.0]]]
[['2, k, 0', [-0.0222293, -0.348798, 1.0]], ['2, k, 1', [0.0113832, -0.0306072, 1.0]], ['2, k, 2', [0.0442922, 0.280039, 1.0]], ['2, k, 3', [0.0240036, 0.403618, 1.0]], ['2, k, 4', [-0.122178, 0.217876, 1.0]], ['2, k, 5', [-0.372474, 0.214436, 1.0]], ['2, k, 6', [-0.626271, 0.223368, 1.0]], ['2, k, 7', [-0.711467, 0.226696, 1.0]], ['2, k, 8', [0.123264, 0.219438, 1.0]], ['2, k, 9', [-0.0633426, 0.121473, 1.0]], ['2, k, 10', [-0.30566, 0.132825, 1.0]], ['2, k, 11', [-0.388053, 0.147347, 1.0]], ['2, k, 12', [-0.075822, -0.344942, 1.0]], ['2, k, 13', [-0.119304, -0.63998, 1.0]], ['2, k, 14', [-0.0922547, -1.00194, 1.0]], ['2, k, 15', [-0.127274, -1.08344, 1.0]], ['2, k, 16', [0.033473, -0.342469, 1.0]], ['2, k, 17', [0.105844, -0.69957, 1.0]], ['2, k, 18', [0.12973, -1.02302, 1.0]], ['2, k, 19', [0.142107, -1.08126, 1.0]], ['2, k, 20', [0.0361829, 0.203553, 1.0]], ['2, k, 21', [-0.735, 0.213668, 1.0]], ['2, k, 22', [-0.712048, 0.208452, 1.0]], ['2, k, 23', [-0.446282, 0.173149, 1.0]], ['2, k, 24', [-0.435987, 0.141114, 1.0]]]
[['2, k, 0', [-0.0219216, -0.34778, 1.0]], ['2, k, 1', [0.0115364, -0.0293949, 1.0]], ['2, k, 2', [0.0440355, 0.280871, 1.0]], ['2, k, 3', [0.0237574, 0.403699, 1.0]], ['2, k, 4', [-0.093718, 0.226404, 1.0]], ['2, k, 5', [-0.346056, 0.220957, 1.0]], ['2, k, 6', [-0.600283, 0.229585, 1.0]], ['2, k, 7', [-0.685574, 0.232818, 1.0]], ['2, k, 8', [0.12103, 0.221431, 1.0]], ['2, k, 9', [-0.0950123, 0.153038, 1.0]], ['2, k, 10', [-0.32801, 0.13658, 1.0]], ['2, k, 11', [-0.40848, 0.153515, 1.0]], ['2, k, 12', [-0.0714093, -0.342412, 1.0]], ['2, k, 13', [-0.12006, -0.641787, 1.0]], ['2, k, 14', [-0.0926242, -0.996266, 1.0]], ['2, k, 15', [-0.126225, -1.0792, 1.0]], ['2, k, 16', [0.0311339, -0.341528, 1.0]], ['2, k, 17', [0.101835, -0.717533, 1.0]], ['2, k, 18', [0.128873, -1.02621, 1.0]], ['2, k, 19', [0.141451, -1.08146, 1.0]], ['2, k, 20', [0.0360514, 0.204523, 1.0]], ['2, k, 21', [-0.709242, 0.219774, 1.0]], ['2, k, 22', [-0.685585, 0.214465, 1.0]], ['2, k, 23', [-0.468663, 0.175852, 1.0]], ['2, k, 24', [-0.452344, 0.145821, 1.0]]]
[['2, k, 0', [-0.0209748, -0.35215, 1.0]], ['2, k, 1', [0.0121007, -0.0311599, 1.0]], ['2, k, 2', [0.0442986, 0.281779, 1.0]], ['2, k, 3', [0.0239112, 0.403369, 1.0]], ['2, k, 4', [-0.0900673, 0.228306, 1.0]], ['2, k, 5', [-0.341911, 0.223527, 1.0]], ['2, k, 6', [-0.530875, 0.24264, 1.0]], ['2, k, 7', [-0.541923, 0.25066, 1.0]], ['2, k, 8', [0.0836277, 0.163497, 1.0]], ['2, k, 9', [-0.152233, 0.133042, 1.0]], ['2, k, 10', [-0.338568, 0.138066, 1.0]], ['2, k, 11', [-0.423381, 0.158919, 1.0]], ['2, k, 12', [-0.0627809, -0.348018, 1.0]], ['2, k, 13', [-0.120175, -0.641833, 1.0]], ['2, k, 14', [-0.092586, -0.995873, 1.0]], ['2, k, 15', [-0.126711, -1.07919, 1.0]], ['2, k, 16', [0.0240011, -0.349364, 1.0]], ['2, k, 17', [0.102117, -0.719409, 1.0]], ['2, k, 18', [0.128508, -1.02686, 1.0]], ['2, k, 19', [0.141553, -1.08222, 1.0]], ['2, k, 20', [0.0364149, 0.204595, 1.0]], ['2, k, 21', [-0.556797, 0.257327, 1.0]], ['2, k, 22', [-0.540036, 0.23848, 1.0]], ['2, k, 23', [-0.48669, 0.184814, 1.0]], ['2, k, 24', [-0.46164, 0.150265, 1.0]]]
[['2, k, 0', [-0.0217632, -0.353678, 1.0]], ['2, k, 1', [0.0116316, -0.0319967, 1.0]], ['2, k, 2', [0.0442431, 0.281783, 1.0]], ['2, k, 3', [0.0237173, 0.403235, 1.0]], ['2, k, 4', [-0.0887046, 0.228848, 1.0]], ['2, k, 5', [-0.340457, 0.224121, 1.0]], ['2, k, 6', [-0.533121, 0.251534, 1.0]], ['2, k, 7', [-0.540894, 0.26101, 1.0]], ['2, k, 8', [0.08209, 0.160764, 1.0]], ['2, k, 9', [-0.159885, 0.134096, 1.0]], ['2, k, 10', [-0.348321, 0.143783, 1.0]], ['2, k, 11', [-0.433472, 0.161581, 1.0]], ['2, k, 12', [-0.061797, -0.348796, 1.0]], ['2, k, 13', [-0.120358, -0.642179, 1.0]], ['2, k, 14', [-0.0921614, -0.997716, 1.0]], ['2, k, 15', [-0.127214, -1.08054, 1.0]], ['2, k, 16', [0.017664, -0.352426, 1.0]], ['2, k, 17', [0.101855, -0.718263, 1.0]], ['2, k, 18', [0.128141, -1.0272, 1.0]], ['2, k, 19', [0.141741, -1.08268, 1.0]], ['2, k, 20', [0.0362257, 0.204394, 1.0]], ['2, k, 21', [-0.549057, 0.260327, 1.0]], ['2, k, 22', [-0.538716, 0.25006, 1.0]], ['2, k, 23', [-0.49837, 0.189336, 1.0]], ['2, k, 24', [-0.479701, 0.152763, 1.0]]]
