[['2, k, 0', [0.00774603, -0.367162, 1.0]], ['2, k, 1', [-0.00242396, -0.036195, 1.0]], ['2, k, 2', [-0.0123672, 0.287909, 1.0]], ['2, k, 3', [-0.00955456, 0.420052, 1.0]], ['2, k, 4', [-0.163598, 0.223145, 1.0]], ['2, k, 5', [-0.242984, 0.0895268, 1.0]], ['2, k, 6', [-0.199887, 0.00260896, 1.0]], ['2, k, 7', [-0.189481, -0.0455284, 1.0]], ['2, k, 8', [0.137722, 0.184707, 1.0]], ['2, k, 9', [0.209422, 0.0515829, 1.0]], ['2, k, 10', [0.208035, -0.0628169, 1.0]], ['2, k, 11', [0.180637, -0.101705, 1.0]], ['2, k, 12', [-0.0609171, -0.354088, 1.0]], ['2, k, 13', [-0.341143, -0.48622, 1.0]], ['2, k, 14', [-0.327101, -0.874984, 1.0]], ['2, k, 15', [-0.264876, -0.978335, 1.0]], ['2, k, 16', [0.0762141, -0.371511, 1.0]], ['2, k, 17', [0.0759785, -0.695879, 1.0]], ['2, k, 18', [0.10176, -1.08705, 1.0]], ['2, k, 19', [0.152969, -1.17408, 1.0]], ['2, k, 20', [-0.00991359, 0.207838, 1.0]], ['2, k, 21', [-0.164879, -0.0860796, 1.0]], ['2, k, 22', [-0.160059, -0.0534596, 1.0]], ['2, k, 23', [0.181916, -0.138979, 1.0]], ['2, k, 24', [0.209896, -0.128743, 1.0]]]
[['2, k, 0', [-0.0159563, -0.345301, 1.0]], ['2, k, 1', [-0.0139216, -0.0253277, 1.0]], ['2, k, 2', [-0.0123778, 0.28631, 1.0]], ['2, k, 3', [-0.00815571, 0.427924, 1.0]], ['2, k, 4', [-0.185775, 0.192254, 1.0]], ['2, k, 5', [-0.272462, -0.0688594, 1.0]], ['2, k, 6', [-0.256518, -0.329384, 1.0]], ['2, k, 7', [-0.247675, -0.410548, 1.0]], ['2, k, 8', [0.151501, 0.174072, 1.0]], ['2, k, 9', [0.202486, -0.0782684, 1.0]], ['2, k, 10', [0.179853, -0.344496, 1.0]], ['2, k, 11', [0.165186, -0.419154, 1.0]], ['2, k, 12', [-0.0761458, -0.341028, 1.0]], ['2, k, 13', [-0.128032, -0.832579, 1.0]], ['2, k, 14', [-0.130903, -1.21163, 1.0]], ['2, k, 15', [-0.165075, -1.2589, 1.0]], ['2, k, 16', [0.0442499, -0.341757, 1.0]], ['2, k, 17', [0.0886486, -0.820183, 1.0]], ['2, k, 18', [0.11595, -1.21369, 1.0]], ['2, k, 19', [0.188335, -1.27943, 1.0]], ['2, k, 20', [-0.012992, 0.209121, 1.0]], ['2, k, 21', [-0.232133, -0.492516, 1.0]], ['2, k, 22', [-0.202069, -0.41033, 1.0]], ['2, k, 23', [0.144466, -0.494406, 1.0]], ['2, k, 24', [0.121197, -0.394366, 1.0]]]
[['2, k, 0', [-0.0157938, -0.345555, 1.0]], ['2, k, 1', [-0.0138862, -0.0253416, 1.0]], ['2, k, 2', [-0.0122796, 0.286697, 1.0]], ['2, k, 3', [-0.00792073, 0.427975, 1.0]], ['2, k, 4', [-0.184753, 0.192448, 1.0]], ['2, k, 5', [-0.273156, -0.0601907, 1.0]], ['2, k, 6', [-0.251876, -0.320168, 1.0]], ['2, k, 7', [-0.246865, -0.410634, 1.0]], ['2, k, 8', [0.151569, 0.174156, 1.0]], ['2, k, 9', [0.206981, -0.0767208, 1.0]], ['2, k, 10', [0.187261, -0.330734, 1.0]], ['2, k, 11', [0.169332, -0.411024, 1.0]], ['2, k, 12', [-0.0759818, -0.341181, 1.0]], ['2, k, 13', [-0.133029, -0.855034, 1.0]], ['2, k, 14', [-0.125511, -1.23311, 1.0]], ['2, k, 15', [-0.163368, -1.27428, 1.0]], ['2, k, 16', [0.0444468, -0.342109, 1.0]], ['2, k, 17', [0.0884808, -0.820305, 1.0]], ['2, k, 18', [0.114231, -1.21407, 1.0]], ['2, k, 19', [0.121116, -1.27077, 1.0]], ['2, k, 20', [-0.0128839, 0.20938, 1.0]], ['2, k, 21', [-0.233279, -0.492377, 1.0]], ['2, k, 22', [-0.201821, -0.400843, 1.0]], ['2, k, 23', [0.152923, -0.494164, 1.0]], ['2, k, 24', [0.11751, -0.393111, 1.0]]]
[['2, k, 0', [-0.0155488, -0.345457, 1.0]], ['2, k, 1', [-0.0137187, -0.02528, 1.0]], ['2, k, 2', [-0.0120537, 0.28694, 1.0]], ['2, k, 3', [-0.0067495, 0.428135, 1.0]], ['2, k, 4', [-0.184496, 0.192574, 1.0]], ['2, k, 5', [-0.267998, -0.0530482, 1.0]], ['2, k, 6', [-0.245856, -0.327315, 1.0]], ['2, k, 7', [-0.241264, -0.404831, 1.0]], ['2, k, 8', [0.151847, 0.174357, 1.0]], ['2, k, 9', [0.210659, -0.0592509, 1.0]], ['2, k, 10', [0.18373, -0.332516, 1.0]], ['2, k, 11', [0.170052, -0.410095, 1.0]], ['2, k, 12', [-0.0756129, -0.340863, 1.0]], ['2, k, 13', [-0.127045, -0.823689, 1.0]], ['2, k, 14', [-0.1298, -1.2029, 1.0]], ['2, k, 15', [-0.116934, -1.26884, 1.0]], ['2, k, 16', [0.044628, -0.342178, 1.0]], ['2, k, 17', [0.0885244, -0.820397, 1.0]], ['2, k, 18', [0.113476, -1.21334, 1.0]], ['2, k, 19', [0.0714719, -1.26576, 1.0]], ['2, k, 20', [-0.0126582, 0.209588, 1.0]], ['2, k, 21', [-0.232361, -0.476979, 1.0]], ['2, k, 22', [-0.186437, -0.418487, 1.0]], ['2, k, 23', [0.158704, -0.486497, 1.0]], ['2, k, 24', [0.115392, -0.388408, 1.0]]]
[['2, k, 0', [-0.0151975, -0.34484, 1.0]], ['2, k, 1', [-0.0135965, -0.0250389, 1.0]], ['2, k, 2', [-0.0120181, 0.287342, 1.0]], ['2, k, 3', [-0.0068103, 0.427896, 1.0]], ['2, k, 4', [-0.182955, 0.193248, 1.0]], ['2, k, 5', [-0.264878, -0.040119, 1.0]], ['2, k, 6', [-0.242688, -0.302006, 1.0]], ['2, k, 7', [-0.237687, -0.382612, 1.0]], ['2, k, 8', [0.151953, 0.174352, 1.0]], ['2, k, 9', [0.212201, -0.0537074, 1.0]], ['2, k, 10', [0.195788, -0.306911, 1.0]], ['2, k, 11', [0.177054, -0.388538, 1.0]], ['2, k, 12', [-0.0759194, -0.340119, 1.0]], ['2, k, 13', [-0.127114, -0.827285, 1.0]], ['2, k, 14', [-0.125129, -1.20492, 1.0]], ['2, k, 15', [-0.119339, -1.26853, 1.0]], ['2, k, 16', [0.0461308, -0.341234, 1.0]], ['2, k, 17', [0.0884827, -0.821128, 1.0]], ['2, k, 18', [0.113731, -1.21363, 1.0]], ['2, k, 19', [0.146821, -1.27685, 1.0]], ['2, k, 20', [-0.0125478, 0.209984, 1.0]], ['2, k, 21', [-0.226607, -0.456222, 1.0]], ['2, k, 22', [-0.173923, -0.416419, 1.0]], ['2, k, 23', [0.165138, -0.463764, 1.0]], ['2, k, 24', [0.109977, -0.384994, 1.0]]]
[['2, k, 0', [-0.0147675, -0.344838, 1.0]], ['2, k, 1', [-0.0133885, -0.0251322, 1.0]], ['2, k, 2', [-0.0120768, 0.287202, 1.0]], ['2, k, 3', [-0.00660272, 0.427445, 1.0]], ['2, k, 4', [-0.181556, 0.193612, 1.0]], ['2, k, 5', [-0.260417, -0.0334076, 1.0]], ['2, k, 6', [-0.235336, -0.279892, 1.0]], ['2, k, 7', [-0.230162, -0.357438, 1.0]], ['2, k, 8', [0.152058, 0.174382, 1.0]], ['2, k, 9', [0.216046, -0.04844, 1.0]], ['2, k, 10', [0.198278, -0.292678, 1.0]], ['2, k, 11', [0.182846, -0.369306, 1.0]], ['2, k, 12', [-0.0757045, -0.340163, 1.0]], ['2, k, 13', [-0.131421, -0.853069, 1.0]], ['2, k, 14', [-0.12418, -1.22219, 1.0]], ['2, k, 15', [-0.109332, -1.28411, 1.0]], ['2, k, 16', [0.0468274, -0.34121, 1.0]], ['2, k, 17', [0.0884371, -0.821195, 1.0]], ['2, k, 18', [0.113686, -1.21396, 1.0]], ['2, k, 19', [0.144221, -1.27726, 1.0]], ['2, k, 20', [-0.0124993, 0.209882, 1.0]], ['2, k, 21', [-0.221529, -0.420464, 1.0]], ['2, k, 22', [-0.172363, -0.365387, 1.0]], ['2, k, 23', [0.165252, -0.438396, 1.0]], ['2, k, 24', [0.117783, -0.355983, 1.0]]]
[['2, k, 0', [-0.0148109, -0.344713, 1.0]], ['2, k, 1', [-0.0133659, -0.0250935, 1.0]], ['2, k, 2', [-0.0118477, 0.287139, 1.0]], ['2, k, 3', [-0.00621346, 0.427613, 1.0]], ['2, k, 4', [-0.175863, 0.199947, 1.0]], ['2, k, 5', [-0.256862, -0.0158439, 1.0]], ['2, k, 6', [-0.231923, -0.250388, 1.0]], ['2, k, 7', [-0.223636, -0.323219, 1.0]], ['2, k, 8', [0.151444, 0.174802, 1.0]], ['2, k, 9', [0.220868, -0.0406015, 1.0]], ['2, k, 10', [0.197411, -0.267226, 1.0]], ['2, k, 11', [0.185735, -0.334997, 1.0]], ['2, k, 12', [-0.0758636, -0.340013, 1.0]], ['2, k, 13', [-0.127542, -0.822706, 1.0]], ['2, k, 14', [-0.131143, -1.20015, 1.0]], ['2, k, 15', [-0.121188, -1.25284, 1.0]], ['2, k, 16', [0.0468364, -0.341134, 1.0]], ['2, k, 17', [0.0883655, -0.821806, 1.0]], ['2, k, 18', [0.113553, -1.21576, 1.0]], ['2, k, 19', [0.138635, -1.27956, 1.0]], ['2, k, 20', [-0.0123137, 0.209882, 1.0]], ['2, k, 21', [-0.216657, -0.382078, 1.0]], ['2, k, 22', [-0.163342, -0.335546, 1.0]], ['2, k, 23', [0.182737, -0.401942, 1.0]], ['2, k, 24', [0.121909, -0.324138, 1.0]]]
[['2, k, 0', [-0.0148174, -0.344267, 1.0]], ['2, k, 1', [-0.0133333, -0.0244503, 1.0]], ['2, k, 2', [-0.0117487, 0.288108, 1.0]], ['2, k, 3', [-0.00594073, 0.42722, 1.0]], ['2, k, 4', [-0.175031, 0.200648, 1.0]], ['2, k, 5', [-0.252047, -0.00741576, 1.0]], ['2, k, 6', [-0.221974, -0.209785, 1.0]], ['2, k, 7', [-0.21664, -0.283949, 1.0]], ['2, k, 8', [0.151231, 0.175163, 1.0]], ['2, k, 9', [0.223335, -0.0342322, 1.0]], ['2, k, 10', [0.198203, -0.229103, 1.0]], ['2, k, 11', [0.187141, -0.297056, 1.0]], ['2, k, 12', [-0.0760411, -0.339449, 1.0]], ['2, k, 13', [-0.127689, -0.825532, 1.0]], ['2, k, 14', [-0.131113, -1.20217, 1.0]], ['2, k, 15', [-0.0952759, -1.27344, 1.0]], ['2, k, 16', [0.0469327, -0.34083, 1.0]], ['2, k, 17', [0.0882442, -0.821827, 1.0]], ['2, k, 18', [0.113003, -1.21334, 1.0]], ['2, k, 19', [0.128587, -1.2589, 1.0]], ['2, k, 20', [-0.012213, 0.210802, 1.0]], ['2, k, 21', [-0.216688, -0.33054, 1.0]], ['2, k, 22', [-0.160396, -0.291725, 1.0]], ['2, k, 23', [0.183174, -0.357246, 1.0]], ['2, k, 24', [0.119749, -0.295127, 1.0]]]
[['2, k, 0', [-0.0141478, -0.344157, 1.0]], ['2, k, 1', [-0.0132351, -0.0246364, 1.0]], ['2, k, 2', [-0.01234, 0.28777, 1.0]], ['2, k, 3', [-0.00624781, 0.426881, 1.0]], ['2, k, 4', [-0.174381, 0.198292, 1.0]], ['2, k, 5', [-0.248456, 0.00744341, 1.0]], ['2, k, 6', [-0.213884, -0.186425, 1.0]], ['2, k, 7', [-0.214365, -0.230726, 1.0]], ['2, k, 8', [0.148995, 0.175906, 1.0]], ['2, k, 9', [0.228195, -0.0222151, 1.0]], ['2, k, 10', [0.201649, -0.159177, 1.0]], ['2, k, 11', [0.186955, -0.250299, 1.0]], ['2, k, 12', [-0.0742549, -0.340346, 1.0]], ['2, k, 13', [-0.127957, -0.821893, 1.0]], ['2, k, 14', [-0.130845, -1.19798, 1.0]], ['2, k, 15', [-0.144775, -1.2627, 1.0]], ['2, k, 16', [0.0468809, -0.340108, 1.0]], ['2, k, 17', [0.0889559, -0.820352, 1.0]], ['2, k, 18', [0.109863, -1.21569, 1.0]], ['2, k, 19', [0.130564, -1.26823, 1.0]], ['2, k, 20', [-0.0126144, 0.210517, 1.0]], ['2, k, 21', [-0.200193, -0.267231, 1.0]], ['2, k, 22', [-0.150851, -0.256971, 1.0]], ['2, k, 23', [0.188386, -0.299757, 1.0]], ['2, k, 24', [0.125495, -0.252321, 1.0]]]
[['2, k, 0', [-0.0133247, -0.343466, 1.0]], ['2, k, 1', [-0.01232, -0.0244102, 1.0]], ['2, k, 2', [-0.0113846, 0.287517, 1.0]], ['2, k, 3', [-0.00635197, 0.426401, 1.0]], ['2, k, 4', [-0.173181, 0.198898, 1.0]], ['2, k, 5', [-0.244547, 0.0323594, 1.0]], ['2, k, 6', [-0.222366, -0.110087, 1.0]], ['2, k, 7', [-0.209715, -0.182094, 1.0]], ['2, k, 8', [0.148269, 0.176973, 1.0]], ['2, k, 9', [0.227461, -0.00894272, 1.0]], ['2, k, 10', [0.200538, -0.128078, 1.0]], ['2, k, 11', [0.183609, -0.200997, 1.0]], ['2, k, 12', [-0.0729068, -0.340989, 1.0]], ['2, k, 13', [-0.127688, -0.820154, 1.0]], ['2, k, 14', [-0.130713, -1.19556, 1.0]], ['2, k, 15', [-0.19594, -1.25825, 1.0]], ['2, k, 16', [0.0472561, -0.338046, 1.0]], ['2, k, 17', [0.0886851, -0.81969, 1.0]], ['2, k, 18', [0.108179, -1.2157, 1.0]], ['2, k, 19', [0.0681865, -1.27763, 1.0]], ['2, k, 20', [-0.0116493, 0.210408, 1.0]], ['2, k, 21', [-0.183936, -0.209362, 1.0]], ['2, k, 22', [-0.169531, -0.187933, 1.0]], ['2, k, 23', [0.173796, -0.242307, 1.0]], ['2, k, 24', [0.123686, -0.211123, 1.0]]]
[['2, k, 0', [-0.0125863, -0.343042, 1.0]], ['2, k, 1', [-0.0125952, -0.0242171, 1.0]], ['2, k, 2', [-0.0128578, 0.287615, 1.0]], ['2, k, 3', [-0.00656068, 0.426308, 1.0]], ['2, k, 4', [-0.171163, 0.199345, 1.0]], ['2, k, 5', [-0.242961, 0.0622374, 1.0]], ['2, k, 6', [-0.206954, -0.100416, 1.0]], ['2, k, 7', [-0.195786, -0.130548, 1.0]], ['2, k, 8', [0.146933, 0.177322, 1.0]], ['2, k, 9', [0.230259, 0.0142817, 1.0]], ['2, k, 10', [0.195367, -0.091339, 1.0]], ['2, k, 11', [0.183435, -0.149728, 1.0]], ['2, k, 12', [-0.0720661, -0.340989, 1.0]], ['2, k, 13', [-0.132796, -0.859328, 1.0]], ['2, k, 14', [-0.122079, -1.2326, 1.0]], ['2, k, 15', [-0.0720215, -1.27637, 1.0]], ['2, k, 16', [0.0476767, -0.33719, 1.0]], ['2, k, 17', [0.0888033, -0.819877, 1.0]], ['2, k, 18', [0.10951, -1.21379, 1.0]], ['2, k, 19', [0.135181, -1.27681, 1.0]], ['2, k, 20', [-0.0127781, 0.210536, 1.0]], ['2, k, 21', [-0.177977, -0.153717, 1.0]], ['2, k, 22', [-0.156991, -0.148814, 1.0]], ['2, k, 23', [0.172141, -0.178132, 1.0]], ['2, k, 24', [0.135729, -0.160301, 1.0]]]
[['2, k, 0', [-0.0120234, -0.343314, 1.0]], ['2, k, 1', [-0.0120496, -0.0246787, 1.0]], ['2, k, 2', [-0.0123287, 0.287099, 1.0]], ['2, k, 3', [-0.00651019, 0.425352, 1.0]], ['2, k, 4', [-0.168422, 0.201299, 1.0]], ['2, k, 5', [-0.243471, 0.0742637, 1.0]], ['2, k, 6', [-0.204357, -0.0388187, 1.0]], ['2, k, 7', [-0.186117, -0.0879861, 1.0]], ['2, k, 8', [0.14508, 0.179743, 1.0]], ['2, k, 9', [0.223439, 0.0369147, 1.0]], ['2, k, 10', [0.191719, -0.0676635, 1.0]], ['2, k, 11', [0.181632, -0.082923, 1.0]], ['2, k, 12', [-0.072029, -0.340779, 1.0]], ['2, k, 13', [-0.117581, -0.800965, 1.0]], ['2, k, 14', [-0.126597, -1.19783, 1.0]], ['2, k, 15', [-0.073615, -1.26955, 1.0]], ['2, k, 16', [0.0488486, -0.338115, 1.0]], ['2, k, 17', [0.0886719, -0.818965, 1.0]], ['2, k, 18', [0.109466, -1.21382, 1.0]], ['2, k, 19', [0.0813301, -1.26604, 1.0]], ['2, k, 20', [-0.0122462, 0.210033, 1.0]], ['2, k, 21', [-0.178764, -0.0905173, 1.0]], ['2, k, 22', [-0.144304, -0.108449, 1.0]], ['2, k, 23', [0.184246, -0.109757, 1.0]], ['2, k, 24', [0.13336, -0.115982, 1.0]]]
[['2, k, 0', [-0.011498, -0.342584, 1.0]], ['2, k, 1', [-0.0115624, -0.024767, 1.0]], ['2, k, 2', [-0.0117856, 0.286612, 1.0]], ['2, k, 3', [-0.00655826, 0.423542, 1.0]], ['2, k, 4', [-0.164576, 0.202035, 1.0]], ['2, k, 5', [-0.247186, 0.0777613, 1.0]], ['2, k, 6', [-0.199079, -0.00324655, 1.0]], ['2, k, 7', [-0.179003, -0.0472934, 1.0]], ['2, k, 8', [0.142229, 0.182377, 1.0]], ['2, k, 9', [0.209433, 0.080861, 1.0]], ['2, k, 10', [0.190467, -0.0363118, 1.0]], ['2, k, 11', [0.171638, -0.0541939, 1.0]], ['2, k, 12', [-0.072065, -0.340408, 1.0]], ['2, k, 13', [-0.119085, -0.808779, 1.0]], ['2, k, 14', [-0.127258, -1.19394, 1.0]], ['2, k, 15', [-0.0807457, -1.26716, 1.0]], ['2, k, 16', [0.0498242, -0.336987, 1.0]], ['2, k, 17', [0.0884, -0.819068, 1.0]], ['2, k, 18', [0.119012, -1.20275, 1.0]], ['2, k, 19', [0.105172, -1.26439, 1.0]], ['2, k, 20', [-0.011748, 0.209656, 1.0]], ['2, k, 21', [-0.146693, -0.0355505, 1.0]], ['2, k, 22', [-0.144355, -0.0686239, 1.0]], ['2, k, 23', [0.173258, -0.0663193, 1.0]], ['2, k, 24', [0.128487, -0.0718872, 1.0]]]
[['2, k, 0', [-0.010796, -0.34283, 1.0]], ['2, k, 1', [-0.0114529, -0.0251018, 1.0]], ['2, k, 2', [-0.0118508, 0.286281, 1.0]], ['2, k, 3', [-0.00655457, 0.422564, 1.0]], ['2, k, 4', [-0.161963, 0.203647, 1.0]], ['2, k, 5', [-0.250121, 0.108215, 1.0]], ['2, k, 6', [-0.189697, 0.0164489, 1.0]], ['2, k, 7', [-0.169438, -0.00791452, 1.0]], ['2, k, 8', [0.140248, 0.184139, 1.0]], ['2, k, 9', [0.206169, 0.08824, 1.0]], ['2, k, 10', [0.184576, -0.00807286, 1.0]], ['2, k, 11', [0.166241, -0.0201803, 1.0]], ['2, k, 12', [-0.0717337, -0.340019, 1.0]], ['2, k, 13', [-0.123292, -0.821699, 1.0]], ['2, k, 14', [-0.129296, -1.1953, 1.0]], ['2, k, 15', [-0.0903634, -1.27035, 1.0]], ['2, k, 16', [0.0508058, -0.338023, 1.0]], ['2, k, 17', [0.0881963, -0.818994, 1.0]], ['2, k, 18', [0.11826, -1.20237, 1.0]], ['2, k, 19', [0.147859, -1.26201, 1.0]], ['2, k, 20', [-0.011774, 0.209408, 1.0]], ['2, k, 21', [-0.14206, 0.0170953, 1.0]], ['2, k, 22', [-0.127499, -0.0301014, 1.0]], ['2, k, 23', [0.163547, -0.0167121, 1.0]], ['2, k, 24', [0.127612, -0.0390228, 1.0]]]
[['2, k, 0', [-0.0112385, -0.342407, 1.0]], ['2, k, 1', [-0.0118028, -0.0252186, 1.0]], ['2, k, 2', [-0.0124036, 0.285836, 1.0]], ['2, k, 3', [-0.00611162, 0.42167, 1.0]], ['2, k, 4', [-0.160557, 0.209806, 1.0]], ['2, k, 5', [-0.241155, 0.125522, 1.0]], ['2, k, 6', [-0.212931, 0.0656427, 1.0]], ['2, k, 7', [-0.160431, 0.0235822, 1.0]], ['2, k, 8', [0.137803, 0.186966, 1.0]], ['2, k, 9', [0.220313, 0.121742, 1.0]], ['2, k, 10', [0.179242, 0.0105898, 1.0]], ['2, k, 11', [0.17113, 0.00842136, 1.0]], ['2, k, 12', [-0.0716266, -0.339066, 1.0]], ['2, k, 13', [-0.123771, -0.821402, 1.0]], ['2, k, 14', [-0.128647, -1.19652, 1.0]], ['2, k, 15', [-0.0888523, -1.27195, 1.0]], ['2, k, 16', [0.0497474, -0.338028, 1.0]], ['2, k, 17', [0.0883924, -0.825595, 1.0]], ['2, k, 18', [0.115868, -1.20867, 1.0]], ['2, k, 19', [0.139403, -1.27558, 1.0]], ['2, k, 20', [-0.012111, 0.209157, 1.0]], ['2, k, 21', [-0.143682, 0.0562589, 1.0]], ['2, k, 22', [-0.123401, 0.00324122, 1.0]], ['2, k, 23', [0.163525, 0.0199186, 1.0]], ['2, k, 24', [0.126102, 0.00317113, 1.0]]]
[['2, k, 0', [-0.011398, -0.340971, 1.0]], ['2, k, 1', [-0.0118909, -0.0251552, 1.0]], ['2, k, 2', [-0.0126825, 0.284993, 1.0]], ['2, k, 3', [-0.00603905, 0.420012, 1.0]], ['2, k, 4', [-0.155704, 0.220436, 1.0]], ['2, k, 5', [-0.237579, 0.13556, 1.0]], ['2, k, 6', [-0.214918, 0.0753217, 1.0]], ['2, k, 7', [-0.153612, 0.047176, 1.0]], ['2, k, 8', [0.136505, 0.187137, 1.0]], ['2, k, 9', [0.221135, 0.130349, 1.0]], ['2, k, 10', [0.182035, 0.042077, 1.0]], ['2, k, 11', [0.170467, 0.0348978, 1.0]], ['2, k, 12', [-0.0708902, -0.334876, 1.0]], ['2, k, 13', [-0.12455, -0.821457, 1.0]], ['2, k, 14', [-0.129343, -1.19488, 1.0]], ['2, k, 15', [-0.0873803, -1.27211, 1.0]], ['2, k, 16', [0.0487855, -0.338356, 1.0]], ['2, k, 17', [0.0884239, -0.825402, 1.0]], ['2, k, 18', [0.116046, -1.21022, 1.0]], ['2, k, 19', [0.121546, -1.26142, 1.0]], ['2, k, 20', [-0.0123072, 0.208732, 1.0]], ['2, k, 21', [-0.125337, 0.0832701, 1.0]], ['2, k, 22', [-0.115909, 0.0243041, 1.0]], ['2, k, 23', [0.169081, 0.061868, 1.0]], ['2, k, 24', [0.114231, 0.0211585, 1.0]]]
[['2, k, 0', [-0.0112861, -0.337911, 1.0]], ['2, k, 1', [-0.0114387, -0.0246522, 1.0]], ['2, k, 2', [-0.0113597, 0.284287, 1.0]], ['2, k, 3', [-0.00531196, 0.419378, 1.0]], ['2, k, 4', [-0.156263, 0.221347, 1.0]], ['2, k, 5', [-0.237038, 0.14304, 1.0]], ['2, k, 6', [-0.202776, 0.0618123, 1.0]], ['2, k, 7', [-0.157562, 0.0557329, 1.0]], ['2, k, 8', [0.135659, 0.188663, 1.0]], ['2, k, 9', [0.222186, 0.137615, 1.0]], ['2, k, 10', [0.178132, 0.0545058, 1.0]], ['2, k, 11', [0.168578, 0.0525728, 1.0]], ['2, k, 12', [-0.071202, -0.330199, 1.0]], ['2, k, 13', [-0.125148, -0.821505, 1.0]], ['2, k, 14', [-0.125295, -1.19644, 1.0]], ['2, k, 15', [-0.0827599, -1.27076, 1.0]], ['2, k, 16', [0.0490569, -0.336987, 1.0]], ['2, k, 17', [0.0884031, -0.825483, 1.0]], ['2, k, 18', [0.117239, -1.21382, 1.0]], ['2, k, 19', [0.121153, -1.26442, 1.0]], ['2, k, 20', [-0.0114888, 0.208422, 1.0]], ['2, k, 21', [-0.136889, 0.0717554, 1.0]], ['2, k, 22', [-0.107756, 0.0380927, 1.0]], ['2, k, 23', [0.16523, 0.0763175, 1.0]], ['2, k, 24', [0.112838, 0.0397941, 1.0]]]
[['2, k, 0', [-0.0116721, -0.336721, 1.0]], ['2, k, 1', [-0.0114742, -0.0245554, 1.0]], ['2, k, 2', [-0.0112785, 0.283378, 1.0]], ['2, k, 3', [-0.00480873, 0.418591, 1.0]], ['2, k, 4', [-0.155638, 0.223465, 1.0]], ['2, k, 5', [-0.238222, 0.147581, 1.0]], ['2, k, 6', [-0.16958, 0.0603158, 1.0]], ['2, k, 7', [-0.148939, 0.0646925, 1.0]], ['2, k, 8', [0.133082, 0.193424, 1.0]], ['2, k, 9', [0.21785, 0.146343, 1.0]], ['2, k, 10', [0.179481, 0.0668209, 1.0]], ['2, k, 11', [0.163189, 0.0623482, 1.0]], ['2, k, 12', [-0.071113, -0.330185, 1.0]], ['2, k, 13', [-0.125085, -0.820913, 1.0]], ['2, k, 14', [-0.12543, -1.19669, 1.0]], ['2, k, 15', [-0.138566, -1.27509, 1.0]], ['2, k, 16', [0.0480567, -0.334717, 1.0]], ['2, k, 17', [0.0884831, -0.824939, 1.0]], ['2, k, 18', [0.117173, -1.21368, 1.0]], ['2, k, 19', [0.123278, -1.26745, 1.0]], ['2, k, 20', [-0.0114442, 0.207889, 1.0]], ['2, k, 21', [-0.125353, 0.0923066, 1.0]], ['2, k, 22', [-0.107441, 0.0390923, 1.0]], ['2, k, 23', [0.16409, 0.0906697, 1.0]], ['2, k, 24', [0.109903, 0.0482334, 1.0]]]
[['2, k, 0', [-0.0100888, -0.331752, 1.0]], ['2, k, 1', [-0.0106695, -0.0234967, 1.0]], ['2, k, 2', [-0.010041, 0.282619, 1.0]], ['2, k, 3', [-0.00484264, 0.418113, 1.0]], ['2, k, 4', [-0.154649, 0.225809, 1.0]], ['2, k, 5', [-0.240978, 0.148469, 1.0]], ['2, k, 6', [-0.18559, 0.0601227, 1.0]], ['2, k, 7', [-0.149908, 0.0645632, 1.0]], ['2, k, 8', [0.131633, 0.196832, 1.0]], ['2, k, 9', [0.21892, 0.149229, 1.0]], ['2, k, 10', [0.177662, 0.0703342, 1.0]], ['2, k, 11', [0.161611, 0.0649874, 1.0]], ['2, k, 12', [-0.0700276, -0.324155, 1.0]], ['2, k, 13', [-0.125941, -0.821943, 1.0]], ['2, k, 14', [-0.127161, -1.197, 1.0]], ['2, k, 15', [-0.103904, -1.25597, 1.0]], ['2, k, 16', [0.0499625, -0.331238, 1.0]], ['2, k, 17', [0.0891225, -0.824322, 1.0]], ['2, k, 18', [0.117238, -1.21216, 1.0]], ['2, k, 19', [0.097608, -1.28027, 1.0]], ['2, k, 20', [-0.0104511, 0.207611, 1.0]], ['2, k, 21', [-0.1217, 0.0968404, 1.0]], ['2, k, 22', [-0.108527, 0.0376171, 1.0]], ['2, k, 23', [0.163978, 0.0923396, 1.0]], ['2, k, 24', [0.101701, 0.049081, 1.0]]]
