[['2, k, 0', [0.1534387, -0.01775484, 1.0]], ['2, k, 1', [0.1472234, 0.3085755, 1.0]], ['2, k, 2', [0.1407519, 0.6237952, 1.0]], ['2, k, 3', [0.1430968, 0.7695581, 1.0]], ['2, k, 4', [-0.03523092, 0.496755, 1.0]], ['2, k, 5', [-0.07760227, 0.2453124, 1.0]], ['2, k, 6', [-0.08532278, 0.01672243, 1.0]], ['2, k, 7', [-0.09756719, -0.05389881, 1.0]], ['2, k, 8', [0.3117006, 0.4910524, 1.0]], ['2, k, 9', [0.3584162, 0.2366808, 1.0]], ['2, k, 10', [0.3762338, 0.03397045, 1.0]], ['2, k, 11', [0.361618, -0.01024591, 1.0]], ['2, k, 12', [0.07250971, -0.01914639, 1.0]], ['2, k, 13', [0.02069837, -0.3136125, 1.0]], ['2, k, 14', [-0.007674982, -0.6070407, 1.0]], ['2, k, 15', [-0.03067947, -0.674242, 1.0]], ['2, k, 16', [0.2298303, -0.01591535, 1.0]], ['2, k, 17', [0.2841435, -0.3147362, 1.0]], ['2, k, 18', [0.3128458, -0.6147591, 1.0]], ['2, k, 19', [0.3388732, -0.674047, 1.0]], ['2, k, 20', [0.1424784, 0.5465494, 1.0]], ['2, k, 21', [-0.112876, -0.1210969, 1.0]], ['2, k, 22', [-0.1304073, -0.041901, 1.0]], ['2, k, 23', [0.3598513, -0.08009145, 1.0]], ['2, k, 24', [0.3204209, -0.01136969, 1.0]]]
[['2, k, 0', [0.1574638, -0.01387015, 1.0]], ['2, k, 1', [0.1486952, 0.3099362, 1.0]], ['2, k, 2', [0.1390077, 0.622893, 1.0]], ['2, k, 3', [0.1482686, 0.7680306, 1.0]], ['2, k, 4', [-0.02978166, 0.4961936, 1.0]], ['2, k, 5', [-0.05471246, 0.236148, 1.0]], ['2, k, 6', [-0.07129686, 0.004314036, 1.0]], ['2, k, 7', [-0.08448581, -0.05801434, 1.0]], ['2, k, 8', [0.3187712, 0.4884905, 1.0]], ['2, k, 9', [0.3628849, 0.2372302, 1.0]], ['2, k, 10', [0.3789311, 0.04883575, 1.0]], ['2, k, 11', [0.363462, 0.009480201, 1.0]], ['2, k, 12', [0.07659518, -0.01552512, 1.0]], ['2, k, 13', [0.02841998, -0.3196416, 1.0]], ['2, k, 14', [-0.008192772, -0.6097157, 1.0]], ['2, k, 15', [-0.03281384, -0.6750842, 1.0]], ['2, k, 16', [0.2338014, -0.01219095, 1.0]], ['2, k, 17', [0.2910962, -0.3226045, 1.0]], ['2, k, 18', [0.3118751, -0.6199767, 1.0]], ['2, k, 19', [0.3414815, -0.6740717, 1.0]], ['2, k, 20', [0.1416456, 0.546075, 1.0]], ['2, k, 21', [-0.1046152, -0.1337353, 1.0]], ['2, k, 22', [-0.03245782, -0.051999, 1.0]], ['2, k, 23', [0.3569496, -0.0715166, 1.0]], ['2, k, 24', [0.3215619, 0.009329219, 1.0]]]
[['2, k, 0', [0.157608, -0.01453056, 1.0]], ['2, k, 1', [0.1486787, 0.3095462, 1.0]], ['2, k, 2', [0.1389143, 0.6227235, 1.0]], ['2, k, 3', [0.1478204, 0.7678944, 1.0]], ['2, k, 4', [-0.03019002, 0.4953682, 1.0]], ['2, k, 5', [-0.05913539, 0.2353501, 1.0]], ['2, k, 6', [-0.08665522, 0.01349324, 1.0]], ['2, k, 7', [-0.1048922, -0.054018, 1.0]], ['2, k, 8', [0.318422, 0.4884713, 1.0]], ['2, k, 9', [0.3630994, 0.2374205, 1.0]], ['2, k, 10', [0.3789008, 0.0489535, 1.0]], ['2, k, 11', [0.3646494, 0.01074057, 1.0]], ['2, k, 12', [0.07673801, -0.01638195, 1.0]], ['2, k, 13', [0.02863847, -0.3197403, 1.0]], ['2, k, 14', [-0.008152148, -0.6099609, 1.0]], ['2, k, 15', [-0.03258234, -0.675101, 1.0]], ['2, k, 16', [0.2339188, -0.01259708, 1.0]], ['2, k, 17', [0.2911888, -0.3228341, 1.0]], ['2, k, 18', [0.3121287, -0.6193787, 1.0]], ['2, k, 19', [0.3412698, -0.6735498, 1.0]], ['2, k, 20', [0.1415597, 0.5458621, 1.0]], ['2, k, 21', [-0.1190323, -0.1236071, 1.0]], ['2, k, 22', [-0.05279275, -0.04916798, 1.0]], ['2, k, 23', [0.3535811, -0.06955585, 1.0]], ['2, k, 24', [0.3216362, 0.01885135, 1.0]]]
[['2, k, 0', [0.15781, -0.01504828, 1.0]], ['2, k, 1', [0.1485148, 0.3091014, 1.0]], ['2, k, 2', [0.1382961, 0.6223762, 1.0]], ['2, k, 3', [0.1477266, 0.7677644, 1.0]], ['2, k, 4', [-0.03044993, 0.4946882, 1.0]], ['2, k, 5', [-0.07381955, 0.2380852, 1.0]], ['2, k, 6', [-0.103749, 0.02489395, 1.0]], ['2, k, 7', [-0.1198173, -0.04416766, 1.0]], ['2, k, 8', [0.3181111, 0.4879495, 1.0]], ['2, k, 9', [0.3631235, 0.2372578, 1.0]], ['2, k, 10', [0.3787633, 0.04880958, 1.0]], ['2, k, 11', [0.3648537, 0.008061942, 1.0]], ['2, k, 12', [0.07687468, -0.01684947, 1.0]], ['2, k, 13', [0.02888807, -0.3201266, 1.0]], ['2, k, 14', [-0.008872989, -0.6110895, 1.0]], ['2, k, 15', [-0.03161367, -0.6744859, 1.0]], ['2, k, 16', [0.2341671, -0.01310053, 1.0]], ['2, k, 17', [0.2915983, -0.3230066, 1.0]], ['2, k, 18', [0.3122343, -0.6196208, 1.0]], ['2, k, 19', [0.3412281, -0.6734971, 1.0]], ['2, k, 20', [0.1410571, 0.5454903, 1.0]], ['2, k, 21', [-0.14086, -0.1117358, 1.0]], ['2, k, 22', [-0.06580359, -0.04899027, 1.0]], ['2, k, 23', [0.3528201, -0.07507687, 1.0]], ['2, k, 24', [0.3221387, 0.01013485, 1.0]]]
[['2, k, 0', [0.158063, -0.01524428, 1.0]], ['2, k, 1', [0.1486008, 0.3089803, 1.0]], ['2, k, 2', [0.138302, 0.6223473, 1.0]], ['2, k, 3', [0.1476708, 0.7676113, 1.0]], ['2, k, 4', [-0.03079245, 0.4943863, 1.0]], ['2, k, 5', [-0.07599871, 0.2394015, 1.0]], ['2, k, 6', [-0.114447, 0.06088061, 1.0]], ['2, k, 7', [-0.1363697, -0.02006711, 1.0]], ['2, k, 8', [0.3182688, 0.4879521, 1.0]], ['2, k, 9', [0.3630927, 0.2370468, 1.0]], ['2, k, 10', [0.378334, 0.04858759, 1.0]], ['2, k, 11', [0.3643579, 0.008115465, 1.0]], ['2, k, 12', [0.07710698, -0.0171255, 1.0]], ['2, k, 13', [0.02894579, -0.3201211, 1.0]], ['2, k, 14', [-0.008286266, -0.6110607, 1.0]], ['2, k, 15', [-0.03141109, -0.674524, 1.0]], ['2, k, 16', [0.2344187, -0.01319933, 1.0]], ['2, k, 17', [0.2913638, -0.3202369, 1.0]], ['2, k, 18', [0.3122599, -0.6193798, 1.0]], ['2, k, 19', [0.3410514, -0.6731986, 1.0]], ['2, k, 20', [0.1410704, 0.5454483, 1.0]], ['2, k, 21', [-0.158997, -0.08978369, 1.0]], ['2, k, 22', [-0.07623446, -0.03266375, 1.0]], ['2, k, 23', [0.3528206, -0.07508016, 1.0]], ['2, k, 24', [0.3214155, 0.009505257, 1.0]]]
[['2, k, 0', [0.1581642, -0.0153515, 1.0]], ['2, k, 1', [0.1486379, 0.3089481, 1.0]], ['2, k, 2', [0.1383372, 0.6223602, 1.0]], ['2, k, 3', [0.1477735, 0.7674577, 1.0]], ['2, k, 4', [-0.03069259, 0.4944916, 1.0]], ['2, k, 5', [-0.08360031, 0.2748006, 1.0]], ['2, k, 6', [-0.1266987, 0.08814625, 1.0]], ['2, k, 7', [-0.1527082, 0.01070873, 1.0]], ['2, k, 8', [0.3182827, 0.4878922, 1.0]], ['2, k, 9', [0.363099, 0.2367179, 1.0]], ['2, k, 10', [0.3726765, 0.02971779, 1.0]], ['2, k, 11', [0.3568158, -0.004440478, 1.0]], ['2, k, 12', [0.07720868, -0.01720401, 1.0]], ['2, k, 13', [0.02903588, -0.3197721, 1.0]], ['2, k, 14', [-0.007682703, -0.610263, 1.0]], ['2, k, 15', [-0.03139548, -0.6743721, 1.0]], ['2, k, 16', [0.2345441, -0.0133467, 1.0]], ['2, k, 17', [0.2916009, -0.320308, 1.0]], ['2, k, 18', [0.3121612, -0.6193509, 1.0]], ['2, k, 19', [0.3410739, -0.6731258, 1.0]], ['2, k, 20', [0.1410949, 0.5454486, 1.0]], ['2, k, 21', [-0.1725117, -0.05612984, 1.0]], ['2, k, 22', [-0.09178316, -0.0008426671, 1.0]], ['2, k, 23', [0.3492008, -0.05178031, 1.0]], ['2, k, 24', [0.3166851, -0.01071388, 1.0]]]
[['2, k, 0', [0.1581736, -0.01535002, 1.0]], ['2, k, 1', [0.1486698, 0.3089532, 1.0]], ['2, k, 2', [0.1384645, 0.6224065, 1.0]], ['2, k, 3', [0.1479554, 0.7675195, 1.0]], ['2, k, 4', [-0.0299074, 0.4962603, 1.0]], ['2, k, 5', [-0.0868625, 0.293349, 1.0]], ['2, k, 6', [-0.1411632, 0.1389678, 1.0]], ['2, k, 7', [-0.1715693, 0.05754266, 1.0]], ['2, k, 8', [0.3184337, 0.4878444, 1.0]], ['2, k, 9', [0.3637609, 0.2359533, 1.0]], ['2, k, 10', [0.3739504, 0.04003226, 1.0]], ['2, k, 11', [0.3573156, 0.00449241, 1.0]], ['2, k, 12', [0.07721618, -0.01718568, 1.0]], ['2, k, 13', [0.02897323, -0.3197801, 1.0]], ['2, k, 14', [-0.007680908, -0.6100947, 1.0]], ['2, k, 15', [-0.03241175, -0.6750402, 1.0]], ['2, k, 16', [0.2345573, -0.01336003, 1.0]], ['2, k, 17', [0.291686, -0.3205064, 1.0]], ['2, k, 18', [0.3120598, -0.6195382, 1.0]], ['2, k, 19', [0.3413537, -0.6728929, 1.0]], ['2, k, 20', [0.1411845, 0.5454813, 1.0]], ['2, k, 21', [-0.1997505, -0.002559679, 1.0]], ['2, k, 22', [-0.1123573, 0.04091092, 1.0]], ['2, k, 23', [0.3522194, -0.07182191, 1.0]], ['2, k, 24', [0.3162816, -0.006072762, 1.0]]]
[['2, k, 0', [0.1582232, -0.01534199, 1.0]], ['2, k, 1', [0.1487778, 0.3089729, 1.0]], ['2, k, 2', [0.1387059, 0.6225178, 1.0]], ['2, k, 3', [0.1483645, 0.7679392, 1.0]], ['2, k, 4', [-0.0285658, 0.4990259, 1.0]], ['2, k, 5', [-0.09528424, 0.3484043, 1.0]], ['2, k, 6', [-0.152411, 0.1963448, 1.0]], ['2, k, 7', [-0.1894637, 0.119809, 1.0]], ['2, k, 8', [0.3185651, 0.4878033, 1.0]], ['2, k, 9', [0.363874, 0.235971, 1.0]], ['2, k, 10', [0.3737723, 0.03892002, 1.0]], ['2, k, 11', [0.3590381, 0.001096139, 1.0]], ['2, k, 12', [0.07731045, -0.01713461, 1.0]], ['2, k, 13', [0.0286046, -0.3198227, 1.0]], ['2, k, 14', [-0.00762663, -0.6097663, 1.0]], ['2, k, 15', [-0.03192276, -0.674942, 1.0]], ['2, k, 16', [0.2345921, -0.0133608, 1.0]], ['2, k, 17', [0.291713, -0.3205867, 1.0]], ['2, k, 18', [0.3120282, -0.6195849, 1.0]], ['2, k, 19', [0.3414291, -0.672891, 1.0]], ['2, k, 20', [0.1413786, 0.5455663, 1.0]], ['2, k, 21', [-0.2305536, 0.06663126, 1.0]], ['2, k, 22', [-0.1340987, 0.09813078, 1.0]], ['2, k, 23', [0.3473945, -0.07754345, 1.0]], ['2, k, 24', [0.3165677, 0.005025824, 1.0]]]
[['2, k, 0', [0.1583823, -0.01535054, 1.0]], ['2, k, 1', [0.1488305, 0.3089838, 1.0]], ['2, k, 2', [0.1388064, 0.6226225, 1.0]], ['2, k, 3', [0.1490853, 0.7675842, 1.0]], ['2, k, 4', [-0.02632147, 0.5022514, 1.0]], ['2, k, 5', [-0.1117523, 0.3296755, 1.0]], ['2, k, 6', [-0.1913163, 0.2197659, 1.0]], ['2, k, 7', [-0.2094642, 0.1745414, 1.0]], ['2, k, 8', [0.3185672, 0.4877783, 1.0]], ['2, k, 9', [0.3639409, 0.2359592, 1.0]], ['2, k, 10', [0.3739125, 0.03850852, 1.0]], ['2, k, 11', [0.3605617, 0.001919451, 1.0]], ['2, k, 12', [0.07742865, -0.01718173, 1.0]], ['2, k, 13', [0.02829889, -0.3198936, 1.0]], ['2, k, 14', [-0.00793282, -0.6102473, 1.0]], ['2, k, 15', [-0.03184942, -0.6749972, 1.0]], ['2, k, 16', [0.2347892, -0.01328245, 1.0]], ['2, k, 17', [0.2917407, -0.3189567, 1.0]], ['2, k, 18', [0.3123633, -0.6192989, 1.0]], ['2, k, 19', [0.341532, -0.6729834, 1.0]], ['2, k, 20', [0.1414646, 0.5456381, 1.0]], ['2, k, 21', [-0.2508067, 0.1333006, 1.0]], ['2, k, 22', [-0.1529811, 0.1594043, 1.0]], ['2, k, 23', [0.3472508, -0.0809657, 1.0]], ['2, k, 24', [0.3182845, -0.005013617, 1.0]]]
[['2, k, 0', [0.1583968, -0.01536517, 1.0]], ['2, k, 1', [0.1489902, 0.3090085, 1.0]], ['2, k, 2', [0.1394807, 0.6228492, 1.0]], ['2, k, 3', [0.1496619, 0.7676351, 1.0]], ['2, k, 4', [-0.02489948, 0.5039685, 1.0]], ['2, k, 5', [-0.1216169, 0.3840143, 1.0]], ['2, k, 6', [-0.1888259, 0.2924285, 1.0]], ['2, k, 7', [-0.2223298, 0.2446072, 1.0]], ['2, k, 8', [0.3186386, 0.4874141, 1.0]], ['2, k, 9', [0.3639522, 0.2358599, 1.0]], ['2, k, 10', [0.3737884, 0.03804791, 1.0]], ['2, k, 11', [0.3602847, 0.003096587, 1.0]], ['2, k, 12', [0.07742943, -0.01717623, 1.0]], ['2, k, 13', [0.02805019, -0.3206722, 1.0]], ['2, k, 14', [-0.007481831, -0.6109667, 1.0]], ['2, k, 15', [-0.03219065, -0.6751205, 1.0]], ['2, k, 16', [0.2348247, -0.01333254, 1.0]], ['2, k, 17', [0.2916633, -0.3191768, 1.0]], ['2, k, 18', [0.3124684, -0.619144, 1.0]], ['2, k, 19', [0.3417495, -0.6732737, 1.0]], ['2, k, 20', [0.1419734, 0.5458026, 1.0]], ['2, k, 21', [-0.2634609, 0.2133828, 1.0]], ['2, k, 22', [-0.1722773, 0.2292939, 1.0]], ['2, k, 23', [0.3526083, -0.06591205, 1.0]], ['2, k, 24', [0.3182656, 0.00115605, 1.0]]]
[['2, k, 0', [0.1585981, -0.01516881, 1.0]], ['2, k, 1', [0.1491988, 0.3092734, 1.0]], ['2, k, 2', [0.1397938, 0.623463, 1.0]], ['2, k, 3', [0.1509618, 0.767996, 1.0]], ['2, k, 4', [-0.02158466, 0.5071983, 1.0]], ['2, k, 5', [-0.121749, 0.4039994, 1.0]], ['2, k, 6', [-0.1919658, 0.3763586, 1.0]], ['2, k, 7', [-0.2227647, 0.3324937, 1.0]], ['2, k, 8', [0.3186526, 0.4872745, 1.0]], ['2, k, 9', [0.3639246, 0.2359463, 1.0]], ['2, k, 10', [0.376287, 0.04755845, 1.0]], ['2, k, 11', [0.3633372, 0.007123527, 1.0]], ['2, k, 12', [0.07759798, -0.01691016, 1.0]], ['2, k, 13', [0.02796546, -0.3208156, 1.0]], ['2, k, 14', [-0.0073856, -0.6110207, 1.0]], ['2, k, 15', [-0.03203592, -0.6750352, 1.0]], ['2, k, 16', [0.2350536, -0.01318499, 1.0]], ['2, k, 17', [0.2919262, -0.3180151, 1.0]], ['2, k, 18', [0.3124736, -0.6192321, 1.0]], ['2, k, 19', [0.3419253, -0.6734163, 1.0]], ['2, k, 20', [0.1422658, 0.5463282, 1.0]], ['2, k, 21', [-0.2657877, 0.2997838, 1.0]], ['2, k, 22', [-0.1877403, 0.3176453, 1.0]], ['2, k, 23', [0.3549305, -0.07120618, 1.0]], ['2, k, 24', [0.3188539, 0.0005541847, 1.0]]]
[['2, k, 0', [0.1586276, -0.01502008, 1.0]], ['2, k, 1', [0.1495842, 0.3094293, 1.0]], ['2, k, 2', [0.1409671, 0.6235704, 1.0]], ['2, k, 3', [0.1514023, 0.7680556, 1.0]], ['2, k, 4', [-0.01868528, 0.5105922, 1.0]], ['2, k, 5', [-0.1330895, 0.4517137, 1.0]], ['2, k, 6', [-0.1880057, 0.4325535, 1.0]], ['2, k, 7', [-0.2144755, 0.4174727, 1.0]], ['2, k, 8', [0.3186867, 0.4871845, 1.0]], ['2, k, 9', [0.3636117, 0.2351712, 1.0]], ['2, k, 10', [0.3791098, 0.04718804, 1.0]], ['2, k, 11', [0.3630402, 0.009664137, 1.0]], ['2, k, 12', [0.07762945, -0.01669236, 1.0]], ['2, k, 13', [0.02796502, -0.3208339, 1.0]], ['2, k, 14', [-0.007342196, -0.6111317, 1.0]], ['2, k, 15', [-0.03155259, -0.6749482, 1.0]], ['2, k, 16', [0.2350826, -0.01304307, 1.0]], ['2, k, 17', [0.2924326, -0.3197648, 1.0]], ['2, k, 18', [0.3124784, -0.6192943, 1.0]], ['2, k, 19', [0.3421139, -0.6734499, 1.0]], ['2, k, 20', [0.1432054, 0.5464703, 1.0]], ['2, k, 21', [-0.2530601, 0.3967611, 1.0]], ['2, k, 22', [-0.1956252, 0.4001082, 1.0]], ['2, k, 23', [0.3567873, -0.07296307, 1.0]], ['2, k, 24', [0.3191273, 0.003273852, 1.0]]]
[['2, k, 0', [0.1586663, -0.01476209, 1.0]], ['2, k, 1', [0.1496774, 0.3095835, 1.0]], ['2, k, 2', [0.1410899, 0.6236926, 1.0]], ['2, k, 3', [0.1521884, 0.7681872, 1.0]], ['2, k, 4', [-0.01633291, 0.5148761, 1.0]], ['2, k, 5', [-0.1365253, 0.4851686, 1.0]], ['2, k, 6', [-0.1914838, 0.4511014, 1.0]], ['2, k, 7', [-0.2394302, 0.4880139, 1.0]], ['2, k, 8', [0.3187848, 0.4868723, 1.0]], ['2, k, 9', [0.3633731, 0.2348834, 1.0]], ['2, k, 10', [0.3764982, 0.04551278, 1.0]], ['2, k, 11', [0.3612256, 0.007882003, 1.0]], ['2, k, 12', [0.07763854, -0.01624725, 1.0]], ['2, k, 13', [0.0279759, -0.3208657, 1.0]], ['2, k, 14', [-0.007260547, -0.6113854, 1.0]], ['2, k, 15', [-0.0309789, -0.6748189, 1.0]], ['2, k, 16', [0.2351339, -0.01290343, 1.0]], ['2, k, 17', [0.2923762, -0.3211533, 1.0]], ['2, k, 18', [0.3122737, -0.6195894, 1.0]], ['2, k, 19', [0.3421356, -0.6735718, 1.0]], ['2, k, 20', [0.1433238, 0.5466079, 1.0]], ['2, k, 21', [-0.2725413, 0.4851241, 1.0]], ['2, k, 22', [-0.2011219, 0.4870298, 1.0]], ['2, k, 23', [0.3546077, -0.07211054, 1.0]], ['2, k, 24', [0.317983, 0.004679821, 1.0]]]
[['2, k, 0', [0.1583556, -0.01398937, 1.0]], ['2, k, 1', [0.1498773, 0.3099854, 1.0]], ['2, k, 2', [0.141908, 0.6239816, 1.0]], ['2, k, 3', [0.1523633, 0.7680136, 1.0]], ['2, k, 4', [-0.01434511, 0.5197161, 1.0]], ['2, k, 5', [-0.1397187, 0.5215904, 1.0]], ['2, k, 6', [-0.1985403, 0.5619279, 1.0]], ['2, k, 7', [-0.248989, 0.5698881, 1.0]], ['2, k, 8', [0.3189211, 0.4867235, 1.0]], ['2, k, 9', [0.363314, 0.2348347, 1.0]], ['2, k, 10', [0.3784204, 0.04685277, 1.0]], ['2, k, 11', [0.3636248, 0.01189365, 1.0]], ['2, k, 12', [0.0772735, -0.01502037, 1.0]], ['2, k, 13', [0.02793252, -0.3208317, 1.0]], ['2, k, 14', [-0.007160749, -0.6119903, 1.0]], ['2, k, 15', [-0.03168353, -0.6753336, 1.0]], ['2, k, 16', [0.2348734, -0.01247782, 1.0]], ['2, k, 17', [0.292375, -0.3211547, 1.0]], ['2, k, 18', [0.3122957, -0.6194949, 1.0]], ['2, k, 19', [0.3421504, -0.6735973, 1.0]], ['2, k, 20', [0.1439509, 0.5469451, 1.0]], ['2, k, 21', [-0.2993666, 0.5699595, 1.0]], ['2, k, 22', [-0.1944368, 0.5603094, 1.0]], ['2, k, 23', [0.349368, -0.07631452, 1.0]], ['2, k, 24', [0.3191638, 0.002383426, 1.0]]]
[['2, k, 0', [0.1576473, -0.01277874, 1.0]], ['2, k, 1', [0.149761, 0.3104334, 1.0]], ['2, k, 2', [0.141935, 0.6240413, 1.0]], ['2, k, 3', [0.1524452, 0.7679077, 1.0]], ['2, k, 4', [-0.01346897, 0.5220071, 1.0]], ['2, k, 5', [-0.1281097, 0.5705547, 1.0]], ['2, k, 6', [-0.2164542, 0.586343, 1.0]], ['2, k, 7', [-0.2479231, 0.6509963, 1.0]], ['2, k, 8', [0.3190307, 0.4865837, 1.0]], ['2, k, 9', [0.363211, 0.2348587, 1.0]], ['2, k, 10', [0.3784367, 0.04686549, 1.0]], ['2, k, 11', [0.3616289, 0.007990805, 1.0]], ['2, k, 12', [0.07635245, -0.01313696, 1.0]], ['2, k, 13', [0.02788308, -0.3208629, 1.0]], ['2, k, 14', [-0.007238491, -0.6122093, 1.0]], ['2, k, 15', [-0.03236113, -0.6755461, 1.0]], ['2, k, 16', [0.2343534, -0.01181621, 1.0]], ['2, k, 17', [0.292092, -0.3173084, 1.0]], ['2, k, 18', [0.3122791, -0.6197134, 1.0]], ['2, k, 19', [0.341818, -0.6734024, 1.0]], ['2, k, 20', [0.1439667, 0.5470641, 1.0]], ['2, k, 21', [-0.279332, 0.6600227, 1.0]], ['2, k, 22', [-0.1881309, 0.6330427, 1.0]], ['2, k, 23', [0.3513921, -0.07165063, 1.0]], ['2, k, 24', [0.3191049, -0.0004806251, 1.0]]]
[['2, k, 0', [0.1566202, -0.01114966, 1.0]], ['2, k, 1', [0.1495849, 0.311183, 1.0]], ['2, k, 2', [0.1420546, 0.6242561, 1.0]], ['2, k, 3', [0.1524289, 0.7680562, 1.0]], ['2, k, 4', [-0.01270766, 0.5271459, 1.0]], ['2, k, 5', [-0.1455491, 0.6102145, 1.0]], ['2, k, 6', [-0.2040942, 0.6472899, 1.0]], ['2, k, 7', [-0.2489011, 0.7287164, 1.0]], ['2, k, 8', [0.3189672, 0.4863317, 1.0]], ['2, k, 9', [0.3632276, 0.2351338, 1.0]], ['2, k, 10', [0.3794264, 0.04717634, 1.0]], ['2, k, 11', [0.3626927, 0.01182366, 1.0]], ['2, k, 12', [0.07501632, -0.01084824, 1.0]], ['2, k, 13', [0.02792968, -0.3201837, 1.0]], ['2, k, 14', [-0.007594757, -0.6128972, 1.0]], ['2, k, 15', [-0.03245177, -0.6755614, 1.0]], ['2, k, 16', [0.2336186, -0.01081888, 1.0]], ['2, k, 17', [0.2920922, -0.317314, 1.0]], ['2, k, 18', [0.3122002, -0.6197142, 1.0]], ['2, k, 19', [0.3415179, -0.6733507, 1.0]], ['2, k, 20', [0.1440434, 0.5473708, 1.0]], ['2, k, 21', [-0.2767802, 0.7522069, 1.0]], ['2, k, 22', [-0.1831543, 0.7035622, 1.0]], ['2, k, 23', [0.3524707, -0.0658847, 1.0]], ['2, k, 24', [0.3200067, 0.006826195, 1.0]]]
[['2, k, 0', [0.1556394, -0.008684677, 1.0]], ['2, k, 1', [0.1494961, 0.3125923, 1.0]], ['2, k, 2', [0.1424713, 0.6249131, 1.0]], ['2, k, 3', [0.1522302, 0.7685026, 1.0]], ['2, k, 4', [-0.01176243, 0.5325412, 1.0]], ['2, k, 5', [-0.1411854, 0.6405324, 1.0]], ['2, k, 6', [-0.2031904, 0.7584296, 1.0]], ['2, k, 7', [-0.2359378, 0.798218, 1.0]], ['2, k, 8', [0.3189625, 0.486485, 1.0]], ['2, k, 9', [0.3631419, 0.2351314, 1.0]], ['2, k, 10', [0.3796331, 0.04716764, 1.0]], ['2, k, 11', [0.3628309, 0.009842092, 1.0]], ['2, k, 12', [0.07390521, -0.008056443, 1.0]], ['2, k, 13', [0.02787236, -0.3189158, 1.0]], ['2, k, 14', [-0.007676425, -0.6127145, 1.0]], ['2, k, 15', [-0.03267644, -0.6757505, 1.0]], ['2, k, 16', [0.232803, -0.008835758, 1.0]], ['2, k, 17', [0.2916701, -0.3150706, 1.0]], ['2, k, 18', [0.3122039, -0.6197276, 1.0]], ['2, k, 19', [0.3415353, -0.6733806, 1.0]], ['2, k, 20', [0.1443434, 0.5481664, 1.0]], ['2, k, 21', [-0.2605098, 0.8267764, 1.0]], ['2, k, 22', [-0.1769342, 0.7756907, 1.0]], ['2, k, 23', [0.3562295, -0.06594156, 1.0]], ['2, k, 24', [0.3208221, 0.005146225, 1.0]]]
[['2, k, 0', [0.1536488, -0.006377694, 1.0]], ['2, k, 1', [0.1484552, 0.3140432, 1.0]], ['2, k, 2', [0.1420577, 0.6256378, 1.0]], ['2, k, 3', [0.1517838, 0.7688347, 1.0]], ['2, k, 4', [-0.01160321, 0.5369853, 1.0]], ['2, k, 5', [-0.1341198, 0.6709512, 1.0]], ['2, k, 6', [-0.1886693, 0.8045284, 1.0]], ['2, k, 7', [-0.2237957, 0.8609387, 1.0]], ['2, k, 8', [0.3181471, 0.4863428, 1.0]], ['2, k, 9', [0.3629426, 0.2353674, 1.0]], ['2, k, 10', [0.3807143, 0.04758292, 1.0]], ['2, k, 11', [0.3620778, 0.01184915, 1.0]], ['2, k, 12', [0.07151981, -0.004923513, 1.0]], ['2, k, 13', [0.02758076, -0.3181373, 1.0]], ['2, k, 14', [-0.008178066, -0.6131889, 1.0]], ['2, k, 15', [-0.03284869, -0.6758636, 1.0]], ['2, k, 16', [0.2312375, -0.007343522, 1.0]], ['2, k, 17', [0.2911747, -0.3153869, 1.0]], ['2, k, 18', [0.3121751, -0.6194059, 1.0]], ['2, k, 19', [0.3414568, -0.6734417, 1.0]], ['2, k, 20', [0.1438089, 0.5490452, 1.0]], ['2, k, 21', [-0.2553106, 0.9054217, 1.0]], ['2, k, 22', [-0.164906, 0.8365964, 1.0]], ['2, k, 23', [0.3628236, -0.05783018, 1.0]], ['2, k, 24', [0.32252, 0.005920696, 1.0]]]
[['2, k, 0', [0.1523029, -0.003453838, 1.0]], ['2, k, 1', [0.1482099, 0.315864, 1.0]], ['2, k, 2', [0.142731, 0.626749, 1.0]], ['2, k, 3', [0.1515992, 0.7694476, 1.0]], ['2, k, 4', [-0.01197563, 0.5429642, 1.0]], ['2, k, 5', [-0.1176527, 0.6980417, 1.0]], ['2, k, 6', [-0.1795064, 0.8596567, 1.0]], ['2, k, 7', [-0.2075483, 0.9200556, 1.0]], ['2, k, 8', [0.3179846, 0.4864373, 1.0]], ['2, k, 9', [0.3629733, 0.2353237, 1.0]], ['2, k, 10', [0.3808264, 0.04748737, 1.0]], ['2, k, 11', [0.3630047, 0.01354596, 1.0]], ['2, k, 12', [0.0699088, -0.001561811, 1.0]], ['2, k, 13', [0.02655257, -0.3133347, 1.0]], ['2, k, 14', [-0.008072604, -0.6128821, 1.0]], ['2, k, 15', [-0.03183606, -0.6753464, 1.0]], ['2, k, 16', [0.2301825, -0.004996609, 1.0]], ['2, k, 17', [0.2906489, -0.3152415, 1.0]], ['2, k, 18', [0.3122403, -0.6193796, 1.0]], ['2, k, 19', [0.3412821, -0.6734354, 1.0]], ['2, k, 20', [0.1442216, 0.5503063, 1.0]], ['2, k, 21', [-0.2367559, 0.9682335, 1.0]], ['2, k, 22', [-0.1513771, 0.9015436, 1.0]], ['2, k, 23', [0.3555672, -0.05547388, 1.0]], ['2, k, 24', [0.3214694, 0.009967444, 1.0]]]
