[['2, k, 0', [-0.3987996, 0.01954393, 1.0]], ['2, k, 1', [-0.4201595, 0.326582, 1.0]], ['2, k, 2', [-0.4393954, 0.6222332, 1.0]], ['2, k, 3', [-0.4553201, 0.7504457, 1.0]], ['2, k, 4', [-0.6169541, 0.5134902, 1.0]], ['2, k, 5', [-0.7024909, 0.3076212, 1.0]], ['2, k, 6', [-0.6392635, 0.1045204, 1.0]], ['2, k, 7', [-0.5952063, 0.05349055, 1.0]], ['2, k, 8', [-0.2687215, 0.5397591, 1.0]], ['2, k, 9', [-0.1860031, 0.3355862, 1.0]], ['2, k, 10', [-0.126318, 0.1451696, 1.0]], ['2, k, 11', [-0.122521, 0.09268687, 1.0]], ['2, k, 12', [-0.47371, 0.01934789, 1.0]], ['2, k, 13', [-0.464883, -0.346313, 1.0]], ['2, k, 14', [-0.4706342, -0.6543429, 1.0]], ['2, k, 15', [-0.4908313, -0.7266271, 1.0]], ['2, k, 16', [-0.3109899, 0.01890158, 1.0]], ['2, k, 17', [-0.2650513, -0.3871898, 1.0]], ['2, k, 18', [-0.1935053, -0.649354, 1.0]], ['2, k, 19', [-0.1660878, -0.7038057, 1.0]], ['2, k, 20', [-0.4349607, 0.5498719, 1.0]], ['2, k, 21', [-0.558827, -0.05146808, 1.0]], ['2, k, 22', [-0.5306033, 0.09319839, 1.0]], ['2, k, 23', [-0.113309, 0.02513843, 1.0]], ['2, k, 24', [-0.1667837, 0.09850339, 1.0]]]
[['2, k, 0', [-0.3570755, 0.03998938, 1.0]], ['2, k, 1', [-0.3825291, 0.3391247, 1.0]], ['2, k, 2', [-0.4046057, 0.6292969, 1.0]], ['2, k, 3', [-0.4078403, 0.7594996, 1.0]], ['2, k, 4', [-0.5735284, 0.5166552, 1.0]], ['2, k, 5', [-0.6624261, 0.313149, 1.0]], ['2, k, 6', [-0.6240991, 0.1042571, 1.0]], ['2, k, 7', [-0.5875407, 0.06950948, 1.0]], ['2, k, 8', [-0.2372881, 0.5842902, 1.0]], ['2, k, 9', [-0.09834049, 0.6591822, 1.0]], ['2, k, 10', [-0.04725502, 0.746685, 1.0]], ['2, k, 11', [-0.04675155, 0.7804189, 1.0]], ['2, k, 12', [-0.4330154, 0.03739113, 1.0]], ['2, k, 13', [-0.45239, -0.3341366, 1.0]], ['2, k, 14', [-0.472566, -0.6528431, 1.0]], ['2, k, 15', [-0.4907759, -0.7273392, 1.0]], ['2, k, 16', [-0.2695531, 0.04120945, 1.0]], ['2, k, 17', [-0.2604783, -0.3532968, 1.0]], ['2, k, 18', [-0.1861987, -0.6448203, 1.0]], ['2, k, 19', [-0.1665092, -0.701783, 1.0]], ['2, k, 20', [-0.3993047, 0.5581411, 1.0]], ['2, k, 21', [-0.55802, 0.02115167, 1.0]], ['2, k, 22', [-0.5599665, 0.09374586, 1.0]], ['2, k, 23', [-0.04400309, 0.8257102, 1.0]], ['2, k, 24', [-0.0970155, 0.7846591, 1.0]]]
[['2, k, 0', [-0.3579519, 0.038366, 1.0]], ['2, k, 1', [-0.3834308, 0.3387458, 1.0]], ['2, k, 2', [-0.4059271, 0.6296127, 1.0]], ['2, k, 3', [-0.4081624, 0.7592967, 1.0]], ['2, k, 4', [-0.573801, 0.516644, 1.0]], ['2, k, 5', [-0.6627097, 0.3121266, 1.0]], ['2, k, 6', [-0.6239142, 0.1033028, 1.0]], ['2, k, 7', [-0.5866609, 0.06950417, 1.0]], ['2, k, 8', [-0.2363857, 0.5811371, 1.0]], ['2, k, 9', [-0.1012168, 0.6188004, 1.0]], ['2, k, 10', [-0.04346399, 0.6899831, 1.0]], ['2, k, 11', [-0.04195356, 0.7203013, 1.0]], ['2, k, 12', [-0.4338363, 0.03578309, 1.0]], ['2, k, 13', [-0.4521517, -0.335263, 1.0]], ['2, k, 14', [-0.4725544, -0.6527878, 1.0]], ['2, k, 15', [-0.491206, -0.7274896, 1.0]], ['2, k, 16', [-0.2705046, 0.0396371, 1.0]], ['2, k, 17', [-0.2608738, -0.3546575, 1.0]], ['2, k, 18', [-0.1869637, -0.6436667, 1.0]], ['2, k, 19', [-0.1664606, -0.7020046, 1.0]], ['2, k, 20', [-0.4005719, 0.5582942, 1.0]], ['2, k, 21', [-0.5603132, 0.02006457, 1.0]], ['2, k, 22', [-0.5465325, 0.07984217, 1.0]], ['2, k, 23', [-0.03567354, 0.763772, 1.0]], ['2, k, 24', [-0.09710629, 0.7323686, 1.0]]]
[['2, k, 0', [-0.3587771, 0.03644007, 1.0]], ['2, k, 1', [-0.3843215, 0.3381758, 1.0]], ['2, k, 2', [-0.4071633, 0.6297562, 1.0]], ['2, k, 3', [-0.4085352, 0.7590664, 1.0]], ['2, k, 4', [-0.5741474, 0.5166733, 1.0]], ['2, k, 5', [-0.6629096, 0.3117435, 1.0]], ['2, k, 6', [-0.6217027, 0.1033394, 1.0]], ['2, k, 7', [-0.5854425, 0.0689743, 1.0]], ['2, k, 8', [-0.235429, 0.5768995, 1.0]], ['2, k, 9', [-0.09962413, 0.5877761, 1.0]], ['2, k, 10', [-0.04315531, 0.6209919, 1.0]], ['2, k, 11', [-0.03903257, 0.6531624, 1.0]], ['2, k, 12', [-0.4346367, 0.03380496, 1.0]], ['2, k, 13', [-0.452193, -0.3354436, 1.0]], ['2, k, 14', [-0.4719293, -0.6522015, 1.0]], ['2, k, 15', [-0.4910593, -0.7271286, 1.0]], ['2, k, 16', [-0.2713649, 0.03783122, 1.0]], ['2, k, 17', [-0.2608382, -0.359112, 1.0]], ['2, k, 18', [-0.1870335, -0.6437203, 1.0]], ['2, k, 19', [-0.1669021, -0.7008924, 1.0]], ['2, k, 20', [-0.4017503, 0.5582737, 1.0]], ['2, k, 21', [-0.5591857, 0.01964423, 1.0]], ['2, k, 22', [-0.5522895, 0.09080838, 1.0]], ['2, k, 23', [-0.03117483, 0.6862618, 1.0]], ['2, k, 24', [-0.09149831, 0.6632037, 1.0]]]
[['2, k, 0', [-0.358913, 0.03448278, 1.0]], ['2, k, 1', [-0.3851145, 0.3373818, 1.0]], ['2, k, 2', [-0.4087852, 0.6295975, 1.0]], ['2, k, 3', [-0.4088272, 0.758926, 1.0]], ['2, k, 4', [-0.5746157, 0.5163314, 1.0]], ['2, k, 5', [-0.6630114, 0.3109352, 1.0]], ['2, k, 6', [-0.600771, 0.1075135, 1.0]], ['2, k, 7', [-0.5794925, 0.07131445, 1.0]], ['2, k, 8', [-0.2346801, 0.5728362, 1.0]], ['2, k, 9', [-0.1048665, 0.5475559, 1.0]], ['2, k, 10', [-0.047487, 0.5579723, 1.0]], ['2, k, 11', [-0.03673174, 0.5819778, 1.0]], ['2, k, 12', [-0.434736, 0.03156885, 1.0]], ['2, k, 13', [-0.4499428, -0.3382171, 1.0]], ['2, k, 14', [-0.4717612, -0.6518599, 1.0]], ['2, k, 15', [-0.491056, -0.7271258, 1.0]], ['2, k, 16', [-0.2715544, 0.03621294, 1.0]], ['2, k, 17', [-0.2601673, -0.3600065, 1.0]], ['2, k, 18', [-0.1868225, -0.642864, 1.0]], ['2, k, 19', [-0.1667138, -0.7011494, 1.0]], ['2, k, 20', [-0.4031649, 0.5579681, 1.0]], ['2, k, 21', [-0.5598984, -0.01480005, 1.0]], ['2, k, 22', [-0.5295988, 0.1050864, 1.0]], ['2, k, 23', [-0.02348591, 0.5999245, 1.0]], ['2, k, 24', [-0.09082229, 0.5978717, 1.0]]]
[['2, k, 0', [-0.3589152, 0.0329947, 1.0]], ['2, k, 1', [-0.3854927, 0.3367153, 1.0]], ['2, k, 2', [-0.409478, 0.6294881, 1.0]], ['2, k, 3', [-0.4093413, 0.7589937, 1.0]], ['2, k, 4', [-0.5749535, 0.5162579, 1.0]], ['2, k, 5', [-0.6629986, 0.3108702, 1.0]], ['2, k, 6', [-0.6009923, 0.1073842, 1.0]], ['2, k, 7', [-0.575999, 0.06951814, 1.0]], ['2, k, 8', [-0.2342894, 0.5714523, 1.0]], ['2, k, 9', [-0.1041926, 0.521051, 1.0]], ['2, k, 10', [-0.0453532, 0.5036576, 1.0]], ['2, k, 11', [-0.03313212, 0.5142047, 1.0]], ['2, k, 12', [-0.4345498, 0.02978494, 1.0]], ['2, k, 13', [-0.4489772, -0.3403267, 1.0]], ['2, k, 14', [-0.4714353, -0.6520824, 1.0]], ['2, k, 15', [-0.4909516, -0.7269896, 1.0]], ['2, k, 16', [-0.2717235, 0.03503823, 1.0]], ['2, k, 17', [-0.2699776, -0.3674797, 1.0]], ['2, k, 18', [-0.186668, -0.642729, 1.0]], ['2, k, 19', [-0.1670368, -0.7003879, 1.0]], ['2, k, 20', [-0.4038003, 0.5577393, 1.0]], ['2, k, 21', [-0.5472061, -0.03568957, 1.0]], ['2, k, 22', [-0.5200458, 0.1016218, 1.0]], ['2, k, 23', [-0.01964995, 0.5234948, 1.0]], ['2, k, 24', [-0.08368618, 0.5264581, 1.0]]]
[['2, k, 0', [-0.3598493, 0.03099187, 1.0]], ['2, k, 1', [-0.3863478, 0.3358023, 1.0]], ['2, k, 2', [-0.4101992, 0.6292803, 1.0]], ['2, k, 3', [-0.4095082, 0.7588703, 1.0]], ['2, k, 4', [-0.5765003, 0.5158442, 1.0]], ['2, k, 5', [-0.6644759, 0.3116623, 1.0]], ['2, k, 6', [-0.6016036, 0.1084244, 1.0]], ['2, k, 7', [-0.5768558, 0.06879035, 1.0]], ['2, k, 8', [-0.2387222, 0.564038, 1.0]], ['2, k, 9', [-0.1090288, 0.4822153, 1.0]], ['2, k, 10', [-0.0388473, 0.4433281, 1.0]], ['2, k, 11', [-0.03050469, 0.4499967, 1.0]], ['2, k, 12', [-0.4355418, 0.02775082, 1.0]], ['2, k, 13', [-0.4484256, -0.3414468, 1.0]], ['2, k, 14', [-0.4713173, -0.6518858, 1.0]], ['2, k, 15', [-0.4901439, -0.7266406, 1.0]], ['2, k, 16', [-0.2726023, 0.03315166, 1.0]], ['2, k, 17', [-0.263387, -0.3690857, 1.0]], ['2, k, 18', [-0.1859092, -0.6438364, 1.0]], ['2, k, 19', [-0.1670807, -0.7005003, 1.0]], ['2, k, 20', [-0.4045765, 0.5573976, 1.0]], ['2, k, 21', [-0.5489373, -0.04357051, 1.0]], ['2, k, 22', [-0.5198689, 0.1033639, 1.0]], ['2, k, 23', [-0.01479281, 0.4515325, 1.0]], ['2, k, 24', [-0.07982254, 0.4623796, 1.0]]]
[['2, k, 0', [-0.3604354, 0.03032604, 1.0]], ['2, k, 1', [-0.3866939, 0.3353725, 1.0]], ['2, k, 2', [-0.4103019, 0.6291178, 1.0]], ['2, k, 3', [-0.409638, 0.7588217, 1.0]], ['2, k, 4', [-0.5766528, 0.5157613, 1.0]], ['2, k, 5', [-0.6660576, 0.3089248, 1.0]], ['2, k, 6', [-0.6028496, 0.1058018, 1.0]], ['2, k, 7', [-0.5740221, 0.06391053, 1.0]], ['2, k, 8', [-0.2373689, 0.5638052, 1.0]], ['2, k, 9', [-0.1111629, 0.4296349, 1.0]], ['2, k, 10', [-0.05883733, 0.3982534, 1.0]], ['2, k, 11', [-0.02837076, 0.3912686, 1.0]], ['2, k, 12', [-0.4362027, 0.02696084, 1.0]], ['2, k, 13', [-0.4482363, -0.3437119, 1.0]], ['2, k, 14', [-0.4714341, -0.6517994, 1.0]], ['2, k, 15', [-0.4912905, -0.7277519, 1.0]], ['2, k, 16', [-0.2731237, 0.03261779, 1.0]], ['2, k, 17', [-0.2624479, -0.3696956, 1.0]], ['2, k, 18', [-0.1852031, -0.6453834, 1.0]], ['2, k, 19', [-0.1666779, -0.7011371, 1.0]], ['2, k, 20', [-0.4047414, 0.5571834, 1.0]], ['2, k, 21', [-0.5460945, -0.04228033, 1.0]], ['2, k, 22', [-0.512862, 0.09784847, 1.0]], ['2, k, 23', [-0.009809528, 0.388123, 1.0]], ['2, k, 24', [-0.07359146, 0.4054267, 1.0]]]
[['2, k, 0', [-0.3616344, 0.02848458, 1.0]], ['2, k, 1', [-0.3877161, 0.3344006, 1.0]], ['2, k, 2', [-0.4111153, 0.6287642, 1.0]], ['2, k, 3', [-0.4096435, 0.7588052, 1.0]], ['2, k, 4', [-0.5771616, 0.5156789, 1.0]], ['2, k, 5', [-0.6675133, 0.3077553, 1.0]], ['2, k, 6', [-0.6040798, 0.1047178, 1.0]], ['2, k, 7', [-0.5732061, 0.05950383, 1.0]], ['2, k, 8', [-0.2395137, 0.5600378, 1.0]], ['2, k, 9', [-0.1139976, 0.4302005, 1.0]], ['2, k, 10', [-0.04505161, 0.3357422, 1.0]], ['2, k, 11', [-0.032745, 0.3360288, 1.0]], ['2, k, 12', [-0.4375699, 0.02491377, 1.0]], ['2, k, 13', [-0.4485555, -0.344268, 1.0]], ['2, k, 14', [-0.4715287, -0.6517366, 1.0]], ['2, k, 15', [-0.4906665, -0.7276484, 1.0]], ['2, k, 16', [-0.2741871, 0.03099091, 1.0]], ['2, k, 17', [-0.2622737, -0.3699963, 1.0]], ['2, k, 18', [-0.1853711, -0.6453795, 1.0]], ['2, k, 19', [-0.1667714, -0.7010202, 1.0]], ['2, k, 20', [-0.4056184, 0.5567109, 1.0]], ['2, k, 21', [-0.5434195, -0.04704229, 1.0]], ['2, k, 22', [-0.5131889, 0.09552359, 1.0]], ['2, k, 23', [-0.009872392, 0.3245188, 1.0]], ['2, k, 24', [-0.05597412, 0.3200552, 1.0]]]
[['2, k, 0', [-0.3641101, 0.02686676, 1.0]], ['2, k, 1', [-0.3887987, 0.3334269, 1.0]], ['2, k, 2', [-0.4114017, 0.6282415, 1.0]], ['2, k, 3', [-0.4091808, 0.758398, 1.0]], ['2, k, 4', [-0.5774165, 0.5158175, 1.0]], ['2, k, 5', [-0.6703021, 0.3065191, 1.0]], ['2, k, 6', [-0.6076123, 0.1033049, 1.0]], ['2, k, 7', [-0.5707297, 0.05583613, 1.0]], ['2, k, 8', [-0.2397432, 0.5569853, 1.0]], ['2, k, 9', [-0.1208074, 0.4107265, 1.0]], ['2, k, 10', [-0.0429665, 0.2677142, 1.0]], ['2, k, 11', [-0.04928347, 0.2451965, 1.0]], ['2, k, 12', [-0.4407609, 0.0235014, 1.0]], ['2, k, 13', [-0.4500504, -0.3467875, 1.0]], ['2, k, 14', [-0.4718273, -0.6530849, 1.0]], ['2, k, 15', [-0.4904631, -0.7275142, 1.0]], ['2, k, 16', [-0.2761721, 0.02917812, 1.0]], ['2, k, 17', [-0.2620386, -0.3702352, 1.0]], ['2, k, 18', [-0.1884039, -0.6436677, 1.0]], ['2, k, 19', [-0.1664618, -0.7017139, 1.0]], ['2, k, 20', [-0.4060628, 0.5561237, 1.0]], ['2, k, 21', [-0.544324, -0.05193984, 1.0]], ['2, k, 22', [-0.5087255, 0.08693459, 1.0]], ['2, k, 23', [-0.03269261, 0.2196103, 1.0]], ['2, k, 24', [-0.09068102, 0.2377631, 1.0]]]
[['2, k, 0', [-0.3651759, 0.02653729, 1.0]], ['2, k, 1', [-0.3893978, 0.3329322, 1.0]], ['2, k, 2', [-0.4115914, 0.6275616, 1.0]], ['2, k, 3', [-0.4082432, 0.7574407, 1.0]], ['2, k, 4', [-0.5776922, 0.5159464, 1.0]], ['2, k, 5', [-0.6719884, 0.3037942, 1.0]], ['2, k, 6', [-0.608653, 0.1007675, 1.0]], ['2, k, 7', [-0.5869281, 0.06488172, 1.0]], ['2, k, 8', [-0.2367373, 0.5574529, 1.0]], ['2, k, 9', [-0.1221864, 0.4065079, 1.0]], ['2, k, 10', [-0.05821537, 0.2466599, 1.0]], ['2, k, 11', [-0.06178432, 0.2057925, 1.0]], ['2, k, 12', [-0.4419014, 0.02342025, 1.0]], ['2, k, 13', [-0.4508768, -0.3474203, 1.0]], ['2, k, 14', [-0.4717833, -0.6531522, 1.0]], ['2, k, 15', [-0.4902474, -0.7272996, 1.0]], ['2, k, 16', [-0.2772284, 0.02858928, 1.0]], ['2, k, 17', [-0.2663954, -0.373879, 1.0]], ['2, k, 18', [-0.1883934, -0.6444055, 1.0]], ['2, k, 19', [-0.1655919, -0.7027842, 1.0]], ['2, k, 20', [-0.406379, 0.555512, 1.0]], ['2, k, 21', [-0.5591128, -0.03087086, 1.0]], ['2, k, 22', [-0.5430495, 0.08463915, 1.0]], ['2, k, 23', [-0.04689648, 0.1640458, 1.0]], ['2, k, 24', [-0.1059322, 0.1967928, 1.0]]]
[['2, k, 0', [-0.3674726, 0.02493461, 1.0]], ['2, k, 1', [-0.3901008, 0.3319191, 1.0]], ['2, k, 2', [-0.4113948, 0.6267568, 1.0]], ['2, k, 3', [-0.4074166, 0.7568405, 1.0]], ['2, k, 4', [-0.5781788, 0.5160004, 1.0]], ['2, k, 5', [-0.6724687, 0.3035992, 1.0]], ['2, k, 6', [-0.6100433, 0.1003226, 1.0]], ['2, k, 7', [-0.5899283, 0.06511389, 1.0]], ['2, k, 8', [-0.2364157, 0.5511548, 1.0]], ['2, k, 9', [-0.1207306, 0.3918256, 1.0]], ['2, k, 10', [-0.08173436, 0.2194528, 1.0]], ['2, k, 11', [-0.07762601, 0.1644037, 1.0]], ['2, k, 12', [-0.4445627, 0.02215586, 1.0]], ['2, k, 13', [-0.4514197, -0.3478382, 1.0]], ['2, k, 14', [-0.4716417, -0.6534352, 1.0]], ['2, k, 15', [-0.4902153, -0.7272598, 1.0]], ['2, k, 16', [-0.2791077, 0.02675702, 1.0]], ['2, k, 17', [-0.2676865, -0.3755634, 1.0]], ['2, k, 18', [-0.1881945, -0.6448516, 1.0]], ['2, k, 19', [-0.1634219, -0.7048105, 1.0]], ['2, k, 20', [-0.4064144, 0.5547358, 1.0]], ['2, k, 21', [-0.5646022, 0.01151405, 1.0]], ['2, k, 22', [-0.5520779, 0.09699083, 1.0]], ['2, k, 23', [-0.06113781, 0.1200699, 1.0]], ['2, k, 24', [-0.1235288, 0.1552484, 1.0]]]
[['2, k, 0', [-0.3686634, 0.02374744, 1.0]], ['2, k, 1', [-0.3904893, 0.3308087, 1.0]], ['2, k, 2', [-0.4108551, 0.6252807, 1.0]], ['2, k, 3', [-0.40615, 0.7559903, 1.0]], ['2, k, 4', [-0.5782459, 0.5160769, 1.0]], ['2, k, 5', [-0.6728095, 0.3031884, 1.0]], ['2, k, 6', [-0.6105855, 0.09986553, 1.0]], ['2, k, 7', [-0.5732097, 0.04956109, 1.0]], ['2, k, 8', [-0.2347669, 0.5457062, 1.0]], ['2, k, 9', [-0.1252394, 0.3220885, 1.0]], ['2, k, 10', [-0.07645931, 0.1900396, 1.0]], ['2, k, 11', [-0.08905745, 0.1344961, 1.0]], ['2, k, 12', [-0.4455255, 0.02140099, 1.0]], ['2, k, 13', [-0.4524268, -0.3483469, 1.0]], ['2, k, 14', [-0.4713204, -0.6533718, 1.0]], ['2, k, 15', [-0.4906997, -0.7276558, 1.0]], ['2, k, 16', [-0.2804948, 0.0251043, 1.0]], ['2, k, 17', [-0.2669224, -0.3757228, 1.0]], ['2, k, 18', [-0.1867469, -0.6495274, 1.0]], ['2, k, 19', [-0.1633451, -0.7051085, 1.0]], ['2, k, 20', [-0.4061976, 0.5533983, 1.0]], ['2, k, 21', [-0.5431083, -0.05938407, 1.0]], ['2, k, 22', [-0.5134045, 0.08375463, 1.0]], ['2, k, 23', [-0.08096239, 0.08544931, 1.0]], ['2, k, 24', [-0.1386164, 0.1304221, 1.0]]]
[['2, k, 0', [-0.3700738, 0.02279045, 1.0]], ['2, k, 1', [-0.3909299, 0.3297946, 1.0]], ['2, k, 2', [-0.4102112, 0.6238778, 1.0]], ['2, k, 3', [-0.404229, 0.7547592, 1.0]], ['2, k, 4', [-0.5783488, 0.51605, 1.0]], ['2, k, 5', [-0.6739066, 0.3034483, 1.0]], ['2, k, 6', [-0.6117071, 0.1001385, 1.0]], ['2, k, 7', [-0.5725737, 0.05017575, 1.0]], ['2, k, 8', [-0.2337089, 0.5426674, 1.0]], ['2, k, 9', [-0.1259056, 0.3351092, 1.0]], ['2, k, 10', [-0.08722428, 0.1747786, 1.0]], ['2, k, 11', [-0.09776977, 0.1104676, 1.0]], ['2, k, 12', [-0.4470671, 0.02075319, 1.0]], ['2, k, 13', [-0.4534137, -0.3483248, 1.0]], ['2, k, 14', [-0.4710911, -0.6532806, 1.0]], ['2, k, 15', [-0.4907493, -0.727552, 1.0]], ['2, k, 16', [-0.281764, 0.0238659, 1.0]], ['2, k, 17', [-0.2656005, -0.3776002, 1.0]], ['2, k, 18', [-0.1887654, -0.6624074, 1.0]], ['2, k, 19', [-0.1610227, -0.707643, 1.0]], ['2, k, 20', [-0.4059123, 0.5521063, 1.0]], ['2, k, 21', [-0.5412076, -0.05915231, 1.0]], ['2, k, 22', [-0.5145495, 0.08368385, 1.0]], ['2, k, 23', [-0.09113689, 0.05827271, 1.0]], ['2, k, 24', [-0.147418, 0.1134105, 1.0]]]
[['2, k, 0', [-0.3724064, 0.02131416, 1.0]], ['2, k, 1', [-0.3916296, 0.328723, 1.0]], ['2, k, 2', [-0.4097386, 0.6230307, 1.0]], ['2, k, 3', [-0.4026291, 0.7542952, 1.0]], ['2, k, 4', [-0.5784546, 0.5160474, 1.0]], ['2, k, 5', [-0.6740158, 0.3031585, 1.0]], ['2, k, 6', [-0.6121225, 0.09979217, 1.0]], ['2, k, 7', [-0.5739412, 0.05032142, 1.0]], ['2, k, 8', [-0.2324936, 0.5398072, 1.0]], ['2, k, 9', [-0.1553165, 0.3312425, 1.0]], ['2, k, 10', [-0.09265835, 0.1828111, 1.0]], ['2, k, 11', [-0.09773692, 0.1070503, 1.0]], ['2, k, 12', [-0.4488753, 0.02012288, 1.0]], ['2, k, 13', [-0.4533966, -0.3483755, 1.0]], ['2, k, 14', [-0.4712164, -0.6532121, 1.0]], ['2, k, 15', [-0.4903038, -0.7273735, 1.0]], ['2, k, 16', [-0.2844946, 0.02142937, 1.0]], ['2, k, 17', [-0.2648121, -0.3791583, 1.0]], ['2, k, 18', [-0.1880181, -0.6599896, 1.0]], ['2, k, 19', [-0.161445, -0.7072212, 1.0]], ['2, k, 20', [-0.4057525, 0.5512185, 1.0]], ['2, k, 21', [-0.5442452, -0.05620785, 1.0]], ['2, k, 22', [-0.5157691, 0.08407246, 1.0]], ['2, k, 23', [-0.09685681, 0.04582052, 1.0]], ['2, k, 24', [-0.143488, 0.1063276, 1.0]]]
[['2, k, 0', [-0.3736058, 0.02072903, 1.0]], ['2, k, 1', [-0.3920226, 0.3280613, 1.0]], ['2, k, 2', [-0.4091884, 0.6222004, 1.0]], ['2, k, 3', [-0.4011001, 0.7537066, 1.0]], ['2, k, 4', [-0.5784248, 0.5162086, 1.0]], ['2, k, 5', [-0.6741552, 0.3038177, 1.0]], ['2, k, 6', [-0.6126851, 0.1003276, 1.0]], ['2, k, 7', [-0.5746274, 0.05420636, 1.0]], ['2, k, 8', [-0.2317957, 0.5375704, 1.0]], ['2, k, 9', [-0.1240315, 0.3390386, 1.0]], ['2, k, 10', [-0.08926481, 0.1683985, 1.0]], ['2, k, 11', [-0.09107614, 0.1057988, 1.0]], ['2, k, 12', [-0.4501888, 0.01988148, 1.0]], ['2, k, 13', [-0.4538611, -0.3481569, 1.0]], ['2, k, 14', [-0.4709938, -0.6532191, 1.0]], ['2, k, 15', [-0.4897606, -0.7270176, 1.0]], ['2, k, 16', [-0.2855211, 0.02058236, 1.0]], ['2, k, 17', [-0.2645941, -0.379666, 1.0]], ['2, k, 18', [-0.1871347, -0.6525072, 1.0]], ['2, k, 19', [-0.1612314, -0.7073469, 1.0]], ['2, k, 20', [-0.4054993, 0.5504115, 1.0]], ['2, k, 21', [-0.5517568, -0.05518977, 1.0]], ['2, k, 22', [-0.5134736, 0.07658695, 1.0]], ['2, k, 23', [-0.08779604, 0.04498147, 1.0]], ['2, k, 24', [-0.1398664, 0.1013699, 1.0]]]
[['2, k, 0', [-0.3747788, 0.02040815, 1.0]], ['2, k, 1', [-0.3925906, 0.3275588, 1.0]], ['2, k, 2', [-0.409202, 0.6216154, 1.0]], ['2, k, 3', [-0.3999537, 0.7533584, 1.0]], ['2, k, 4', [-0.5785263, 0.5166662, 1.0]], ['2, k, 5', [-0.6748151, 0.3045417, 1.0]], ['2, k, 6', [-0.6138672, 0.1008953, 1.0]], ['2, k, 7', [-0.5741994, 0.05135354, 1.0]], ['2, k, 8', [-0.2316757, 0.5369564, 1.0]], ['2, k, 9', [-0.1439092, 0.3499018, 1.0]], ['2, k, 10', [-0.08853333, 0.1746025, 1.0]], ['2, k, 11', [-0.07988717, 0.1152373, 1.0]], ['2, k, 12', [-0.4515049, 0.01988563, 1.0]], ['2, k, 13', [-0.4543093, -0.3478821, 1.0]], ['2, k, 14', [-0.470917, -0.653253, 1.0]], ['2, k, 15', [-0.4896053, -0.7266686, 1.0]], ['2, k, 16', [-0.2864732, 0.02002629, 1.0]], ['2, k, 17', [-0.2645687, -0.3795887, 1.0]], ['2, k, 18', [-0.1867879, -0.6519564, 1.0]], ['2, k, 19', [-0.1612094, -0.7073579, 1.0]], ['2, k, 20', [-0.4056583, 0.5498308, 1.0]], ['2, k, 21', [-0.5523513, -0.0578687, 1.0]], ['2, k, 22', [-0.5126686, 0.07480516, 1.0]], ['2, k, 23', [-0.07367835, 0.05373884, 1.0]], ['2, k, 24', [-0.1268686, 0.1130246, 1.0]]]
[['2, k, 0', [-0.3766803, 0.02009582, 1.0]], ['2, k, 1', [-0.3937452, 0.3266777, 1.0]], ['2, k, 2', [-0.4094608, 0.6204697, 1.0]], ['2, k, 3', [-0.3984964, 0.7520881, 1.0]], ['2, k, 4', [-0.5789458, 0.5167435, 1.0]], ['2, k, 5', [-0.6750745, 0.3049077, 1.0]], ['2, k, 6', [-0.6156251, 0.1008759, 1.0]], ['2, k, 7', [-0.5782524, 0.05130844, 1.0]], ['2, k, 8', [-0.2315892, 0.5370075, 1.0]], ['2, k, 9', [-0.1396128, 0.3546292, 1.0]], ['2, k, 10', [-0.06807648, 0.2142112, 1.0]], ['2, k, 11', [-0.05353484, 0.1493673, 1.0]], ['2, k, 12', [-0.4533885, 0.01979235, 1.0]], ['2, k, 13', [-0.4557461, -0.3473052, 1.0]], ['2, k, 14', [-0.4715715, -0.6534882, 1.0]], ['2, k, 15', [-0.4895121, -0.7266774, 1.0]], ['2, k, 16', [-0.2882162, 0.01958707, 1.0]], ['2, k, 17', [-0.2670955, -0.3807437, 1.0]], ['2, k, 18', [-0.1888959, -0.6467351, 1.0]], ['2, k, 19', [-0.1610959, -0.706932, 1.0]], ['2, k, 20', [-0.4061368, 0.548722, 1.0]], ['2, k, 21', [-0.5489873, -0.0573275, 1.0]], ['2, k, 22', [-0.5164996, 0.07974008, 1.0]], ['2, k, 23', [-0.04154745, 0.1000429, 1.0]], ['2, k, 24', [-0.1005602, 0.1437265, 1.0]]]
