[['2, k, 0', [-6.86242, 84.94186, 1.0]], ['2, k, 1', [-6.572927293935645, 113.72720786035362, 1.0]], ['2, k, 2', [-6.362162767804116, 135.4280403366697, 1.0]], ['2, k, 3', [-6.295768907700297, 141.5739732327568, 1.0]], ['2, k, 4', [9.808779011483338, 133.83904350743106, 1.0]], ['2, k, 5', [21.82165568341013, 114.64911571885219, 1.0]], ['2, k, 6', [43.628122649017754, 128.36255215919292, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.0098954396982, 133.8608749498652, 1.0]], ['2, k, 9', [-36.66208975238181, 114.96665606409425, 1.0]], ['2, k, 10', [-52.84202851744317, 129.78856245697457, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [0.5485993645771785, 84.89930491321773, 1.0]], ['2, k, 13', [-2.5722598092892857, 44.90319637374151, 1.0]], ['2, k, 14', [-2.355794911275434, 8.174143382137075, 1.0]], ['2, k, 15', [-4.733167496228353, 2.5567136915595547, 1.0]], ['2, k, 16', [-14.07555353255496, 84.89113526807787, 1.0]], ['2, k, 17', [-13.350267226393981, 47.44622776464131, 1.0]], ['2, k, 18', [-10.96339825152148, 9.048438636365816, 1.0]], ['2, k, 19', [-11.269875329184577, 6.173356127905867, 1.0]], ['2, k, 20', [-6.362162767804116, 135.4280403366697, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.461854000000001, 85.001954, 1.0]], ['2, k, 1', [-3.5180984690775996, 113.995171804693, 1.0]], ['2, k, 2', [-2.8214527871141675, 135.7952945359653, 1.0]], ['2, k, 3', [-2.6250964564908026, 141.96892101137252, 1.0]], ['2, k, 4', [12.077136905945528, 133.57280715166002, 1.0]], ['2, k, 5', [25.70269733806213, 115.21590112524056, 1.0]], ['2, k, 6', [47.43779592494785, 130.14307698426086, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-20.16681644665362, 133.46310040961146, 1.0]], ['2, k, 9', [-34.51817671066988, 115.46075483427641, 1.0]], ['2, k, 10', [-49.934215379029595, 129.90532824066707, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.980680707654008, 84.82580362868379, 1.0]], ['2, k, 13', [1.2955102467868758, 46.904405656490766, 1.0]], ['2, k, 14', [-1.404366260995405, 9.367955853541872, 1.0]], ['2, k, 15', [-3.0909489301074995, 4.420699357766377, 1.0]], ['2, k, 16', [-11.823651220776059, 85.03968125672947, 1.0]], ['2, k, 17', [-12.973102349678337, 46.418221935447704, 1.0]], ['2, k, 18', [-12.40391432068655, 11.686468403699322, 1.0]], ['2, k, 19', [-12.066049194646876, 6.540753100673402, 1.0]], ['2, k, 20', [-2.8214527871141675, 135.7952945359653, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.448646, 84.992886, 1.0]], ['2, k, 1', [-3.5027991252346515, 113.98007562331237, 1.0]], ['2, k, 2', [-2.7998950204041018, 135.77379722991367, 1.0]], ['2, k, 3', [-2.599994242645347, 141.94733080043844, 1.0]], ['2, k, 4', [12.12218476562333, 133.5641605899229, 1.0]], ['2, k, 5', [25.752146890739244, 115.20906445743535, 1.0]], ['2, k, 6', [47.48752324122168, 130.14171090485038, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-20.1443098098123, 133.46008677651653, 1.0]], ['2, k, 9', [-34.45535509947997, 115.41166498837606, 1.0]], ['2, k, 10', [-50.03301368124445, 130.04786069161236, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.976102959198589, 84.81023090720497, 1.0]], ['2, k, 13', [1.3397481588027926, 46.79079573610224, 1.0]], ['2, k, 14', [-1.3869622556548957, 9.259189596562429, 1.0]], ['2, k, 15', [-2.965249256113779, 4.546582935704249, 1.0]], ['2, k, 16', [-11.816195586242882, 85.0320374871252, 1.0]], ['2, k, 17', [-13.06060873703095, 46.632486535397135, 1.0]], ['2, k, 18', [-12.616568141893985, 11.666156716919325, 1.0]], ['2, k, 19', [-12.345392071203353, 6.377135042319023, 1.0]], ['2, k, 20', [-2.7998950204041018, 135.77379722991367, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.425564, 84.984898, 1.0]], ['2, k, 1', [-3.4747238240519667, 113.97080022811613, 1.0]], ['2, k, 2', [-2.7647458011100174, 135.76459361198636, 1.0]], ['2, k, 3', [-2.561684343914384, 141.93791036510947, 1.0]], ['2, k, 4', [12.141965249319476, 133.56991838751665, 1.0]], ['2, k, 5', [25.78953022647277, 115.20843181648223, 1.0]], ['2, k, 6', [47.50932614323956, 130.17072013588427, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-20.117781234898207, 133.47482561706886, 1.0]], ['2, k, 9', [-34.37617273171807, 115.38098439054286, 1.0]], ['2, k, 10', [-50.10093748276766, 130.2017838870399, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.9844548117629266, 84.79536628554365, 1.0]], ['2, k, 13', [1.3874164372613809, 46.612555360807754, 1.0]], ['2, k, 14', [-1.3636932918606983, 9.160099112846225, 1.0]], ['2, k, 15', [-2.9135712428784997, 4.42677787276363, 1.0]], ['2, k, 16', [-11.79962321354402, 85.02838384312284, 1.0]], ['2, k, 17', [-13.190456967900708, 46.96320513772454, 1.0]], ['2, k, 18', [-13.171875152604064, 11.774741771737652, 1.0]], ['2, k, 19', [-13.025945821280699, 6.755878041186258, 1.0]], ['2, k, 20', [-2.7647458011100174, 135.76459361198636, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.39701, 84.98127600000001, 1.0]], ['2, k, 1', [-3.446742606964148, 113.96362359395397, 1.0]], ['2, k, 2', [-2.7325769444345576, 135.7585605844657, 1.0]], ['2, k, 3', [-2.52695620201127, 141.9315777472969, 1.0]], ['2, k, 4', [12.189143899405476, 133.57850848898505, 1.0]], ['2, k, 5', [25.855805578351493, 115.22360428734379, 1.0]], ['2, k, 6', [47.553348373518546, 130.2243311163999, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-20.053641912766555, 133.49982819706122, 1.0]], ['2, k, 9', [-34.27681673257872, 115.32563636495527, 1.0]], ['2, k, 10', [-50.13945239577014, 130.29307539610653, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.9988687766725723, 84.7854632484138, 1.0]], ['2, k, 13', [1.4337558128754306, 46.30802913131597, 1.0]], ['2, k, 14', [-1.3314814052457007, 9.0553964205563, 1.0]], ['2, k, 15', [-2.9803397409496233, 4.03390486431575, 1.0]], ['2, k, 16', [-11.777412806796375, 85.03510259971812, 1.0]], ['2, k, 17', [-13.342913723930875, 47.08171359127847, 1.0]], ['2, k, 18', [-18.582893308648707, 12.240370891228828, 1.0]], ['2, k, 19', [-18.21065145082843, 6.958566328819297, 1.0]], ['2, k, 20', [-2.7325769444345576, 135.7585605844657, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.357472, 84.985564, 1.0]], ['2, k, 1', [-3.413086457695903, 113.95952639835002, 1.0]], ['2, k, 2', [-2.6985744134383887, 135.7551455617582, 1.0]], ['2, k, 3', [-2.491474318596727, 141.92778790867752, 1.0]], ['2, k, 4', [12.246857696578843, 133.58325674613204, 1.0]], ['2, k, 5', [25.966502575927855, 115.23206375786334, 1.0]], ['2, k, 6', [47.640708345060645, 130.27453931684528, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.983870711168638, 133.52652046763532, 1.0]], ['2, k, 9', [-34.147992420775644, 115.27612622197219, 1.0]], ['2, k, 10', [-50.10098010274764, 130.35123620158436, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.02751011389467, 84.7845542598731, 1.0]], ['2, k, 13', [1.492354072024873, 46.075678129375575, 1.0]], ['2, k, 14', [-1.298544319237613, 8.963067364339679, 1.0]], ['2, k, 15', [-2.8546293302704333, 4.134123693315994, 1.0]], ['2, k, 16', [-11.74914306547456, 85.05516374164938, 1.0]], ['2, k, 17', [-13.533033674542791, 47.43409854033847, 1.0]], ['2, k, 18', [-25.02020253007378, 13.84814532454061, 1.0]], ['2, k, 19', [-24.916206421324922, 7.919497918287868, 1.0]], ['2, k, 20', [-2.6985744134383887, 135.7551455617582, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.307638, 84.99236599999999, 1.0]], ['2, k, 1', [-3.3710231383830314, 113.96156363061421, 1.0]], ['2, k, 2', [-2.65818433919168, 135.7608909516445, 1.0]], ['2, k, 3', [-2.4503311449793928, 141.9330748687634, 1.0]], ['2, k, 4', [12.29173045787099, 133.59441519810485, 1.0]], ['2, k, 5', [26.072195575568802, 115.24613021620684, 1.0]], ['2, k, 6', [47.69866780185167, 130.3115648058374, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.9401005392666, 133.55363991728717, 1.0]], ['2, k, 9', [-34.02783778466633, 115.24409812651092, 1.0]], ['2, k, 10', [-50.13657653894356, 130.48322961242707, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.0700549384815536, 84.7887112037767, 1.0]], ['2, k, 13', [1.5610763866065345, 45.815929634514916, 1.0]], ['2, k, 14', [-1.231413558722427, 9.19384583856624, 1.0]], ['2, k, 15', [-2.743384067791051, 4.5220761421434705, 1.0]], ['2, k, 16', [-11.712204929813275, 85.07296619605704, 1.0]], ['2, k, 17', [-13.788577394704422, 47.866009783572444, 1.0]], ['2, k, 18', [-31.37772263887503, 16.900039258973617, 1.0]], ['2, k, 19', [-31.552006907093023, 10.949056807295676, 1.0]], ['2, k, 20', [-2.65818433919168, 135.7608909516445, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.2470799999999995, 85.011652, 1.0]], ['2, k, 1', [-3.3198822121503593, 113.96696317091507, 1.0]], ['2, k, 2', [-2.6095317357300165, 135.7665320088771, 1.0]], ['2, k, 3', [-2.4012543935643844, 141.9381508180525, 1.0]], ['2, k, 4', [12.350853666890487, 133.6018778630871, 1.0]], ['2, k, 5', [26.191903785230693, 115.26431617506798, 1.0]], ['2, k, 6', [47.74439896523043, 130.32917128276642, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.903378540907454, 133.5766052292944, 1.0]], ['2, k, 9', [-33.86758839273327, 115.22388716771897, 1.0]], ['2, k, 10', [-50.00007479507734, 130.52647023367032, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.1340752171394177, 84.80378335035655, 1.0]], ['2, k, 13', [1.6553540959476987, 45.83096914280495, 1.0]], ['2, k, 14', [-1.148605487082849, 9.501467183929982, 1.0]], ['2, k, 15', [-2.6172499987900064, 4.982517151347642, 1.0]], ['2, k, 16', [-11.663638155252375, 85.11305581393918, 1.0]], ['2, k, 17', [-14.113554974956205, 48.492109704761845, 1.0]], ['2, k, 18', [-37.55123862534856, 21.35146431392841, 1.0]], ['2, k, 19', [-38.5085196565124, 15.203955354453829, 1.0]], ['2, k, 20', [-2.6095317357300165, 135.7665320088771, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.1832, 85.040842, 1.0]], ['2, k, 1', [-3.269036419851693, 113.97374562017055, 1.0]], ['2, k, 2', [-2.5634847476660223, 135.7676606892024, 1.0]], ['2, k, 3', [-2.355253454695887, 141.93864863800508, 1.0]], ['2, k, 4', [12.380968011146127, 133.60758997721823, 1.0]], ['2, k, 5', [26.28139397436741, 115.28210306625026, 1.0]], ['2, k, 6', [47.762827864431785, 130.35586352215347, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.805581515123535, 133.60266374551287, 1.0]], ['2, k, 9', [-33.62524974377147, 115.23535876759874, 1.0]], ['2, k, 10', [-49.74402562730303, 130.5735424857395, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.203189666418205, 84.82436169517602, 1.0]], ['2, k, 13', [1.7605080462055622, 46.03375325848582, 1.0]], ['2, k, 14', [-1.0683258444775947, 9.888610510411397, 1.0]], ['2, k, 15', [-2.3968163117926613, 5.732331585480196, 1.0]], ['2, k, 16', [-11.618027980631538, 85.16923332239077, 1.0]], ['2, k, 17', [-14.47324067897995, 49.926390552692816, 1.0]], ['2, k, 18', [-43.47364524598387, 27.49429061179709, 1.0]], ['2, k, 19', [-45.17034441640416, 21.436203940388673, 1.0]], ['2, k, 20', [-2.5634847476660223, 135.7676606892024, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.108625999999999, 85.096226, 1.0]], ['2, k, 1', [-3.2101430709377703, 114.01137692001457, 1.0]], ['2, k, 2', [-2.511247753201025, 135.80102241238245, 1.0]], ['2, k, 3', [-2.3035137547423257, 141.9713745776633, 1.0]], ['2, k, 4', [12.396557363963227, 133.6444262418034, 1.0]], ['2, k, 5', [26.35295783824523, 115.34570595232447, 1.0]], ['2, k, 6', [47.68820109432726, 130.37602019373006, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.755130320656875, 133.6581354477972, 1.0]], ['2, k, 9', [-33.45652097957519, 115.25226136312256, 1.0]], ['2, k, 10', [-49.59105183602412, 130.66023128204654, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.2868405030515797, 84.86194295174586, 1.0]], ['2, k, 13', [1.8808922138004742, 46.51603838795189, 1.0]], ['2, k, 14', [-0.9946530639942119, 10.32328946398136, 1.0]], ['2, k, 15', [-2.2052847337311943, 6.409046889257159, 1.0]], ['2, k, 16', [-11.56143452393307, 85.25797462053396, 1.0]], ['2, k, 17', [-14.997278518937613, 51.6205439072079, 1.0]], ['2, k, 18', [-48.441736209284485, 35.189794959106635, 1.0]], ['2, k, 19', [-51.5976016584208, 28.642929532057387, 1.0]], ['2, k, 20', [-2.511247753201025, 135.80102241238245, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.032188, 85.204026, 1.0]], ['2, k, 1', [-3.15089542561862, 114.06829005281888, 1.0]], ['2, k, 2', [-2.4600230815696924, 135.8416561927756, 1.0]], ['2, k, 3', [-2.253096469973342, 142.01010011840066, 1.0]], ['2, k, 4', [12.443840619818431, 133.68691859021155, 1.0]], ['2, k, 5', [26.436590353577035, 115.42953872291173, 1.0]], ['2, k, 6', [47.62206649996213, 130.39865080353482, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.682258504119325, 133.73197815132875, 1.0]], ['2, k, 9', [-33.311146985549485, 115.22229052817863, 1.0]], ['2, k, 10', [-49.34422917266059, 130.6003017111232, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.385949822455184, 84.92138747786166, 1.0]], ['2, k, 13', [2.009119820213601, 47.115562933100485, 1.0]], ['2, k, 14', [-0.9036946132093173, 10.891371549120706, 1.0]], ['2, k, 15', [-2.124047391959651, 6.973349143381309, 1.0]], ['2, k, 16', [-11.477208115013362, 85.44647290201631, 1.0]], ['2, k, 17', [-15.408101022210175, 53.55630406699797, 1.0]], ['2, k, 18', [-51.69937047643836, 44.01592574458842, 1.0]], ['2, k, 19', [-55.93417066815174, 37.82196311511685, 1.0]], ['2, k, 20', [-2.4600230815696924, 135.8416561927756, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.9417, 85.357052, 1.0]], ['2, k, 1', [-3.081397432865663, 114.14563110962294, 1.0]], ['2, k, 2', [-2.400957867321667, 135.88498530918838, 1.0]], ['2, k, 3', [-2.195871943604538, 142.04859597820393, 1.0]], ['2, k, 4', [12.54086348767233, 133.7245746445297, 1.0]], ['2, k, 5', [26.564424238166694, 115.52600910211024, 1.0]], ['2, k, 6', [47.63395700915274, 130.4444602244353, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.566379883371674, 133.81362680649215, 1.0]], ['2, k, 9', [-33.161142928473964, 115.14699273620843, 1.0]], ['2, k, 10', [-48.98611560876744, 130.35861964105302, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.502712544976328, 85.00213578686876, 1.0]], ['2, k, 13', [2.155408515235215, 48.01410032603717, 1.0]], ['2, k, 14', [-0.8405050817623372, 11.276104939257081, 1.0]], ['2, k, 15', [-2.1253676461247917, 7.194149423463664, 1.0]], ['2, k, 16', [-11.363069123106108, 85.70149146835277, 1.0]], ['2, k, 17', [-15.849284774048243, 55.57368257347098, 1.0]], ['2, k, 18', [-52.477374073658325, 53.56787935229597, 1.0]], ['2, k, 19', [-57.98989530628585, 47.96164753716427, 1.0]], ['2, k, 20', [-2.400957867321667, 135.88498530918838, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.8441559999999995, 85.52106799999999, 1.0]], ['2, k, 1', [-3.0069180166977674, 114.24410907976336, 1.0]], ['2, k, 2', [-2.338291898803817, 135.94509048884012, 1.0]], ['2, k, 3', [-2.135494366609341, 142.10071851082398, 1.0]], ['2, k, 4', [12.591809902750562, 133.77886361362675, 1.0]], ['2, k, 5', [26.661784409465607, 115.63169940199325, 1.0]], ['2, k, 6', [47.61422770301224, 130.5020691793507, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.467039782407888, 133.9134365880365, 1.0]], ['2, k, 9', [-33.07016861024489, 115.0456128619001, 1.0]], ['2, k, 10', [-48.72462510211149, 130.10502739315783, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.61484941105777, 85.08744771483359, 1.0]], ['2, k, 13', [2.2843199505308216, 48.80153470132697, 1.0]], ['2, k, 14', [-0.7869926563447365, 11.611531462658718, 1.0]], ['2, k, 15', [-2.0244723994049965, 7.627015386220988, 1.0]], ['2, k, 16', [-11.245073269456945, 85.95803235254078, 1.0]], ['2, k, 17', [-16.22607895368501, 57.45161657814269, 1.0]], ['2, k, 18', [-51.489787841577666, 62.84814233553485, 1.0]], ['2, k, 19', [-58.79797579999354, 57.60187961586078, 1.0]], ['2, k, 20', [-2.338291898803817, 135.94509048884012, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.739412, 85.69854799999999, 1.0]], ['2, k, 1', [-2.9258821936131607, 114.34611774421693, 1.0]], ['2, k, 2', [-2.269315515220863, 136.00586241975384, 1.0]], ['2, k, 3', [-2.0687110398729605, 142.15283546598317, 1.0]], ['2, k, 4', [12.70625189765601, 133.82814854967077, 1.0]], ['2, k, 5', [26.808985486251203, 115.73840489613688, 1.0]], ['2, k, 6', [47.65565337980449, 130.5576093558263, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.416005061271747, 134.00288265012128, 1.0]], ['2, k, 9', [-33.05101151202158, 114.90302681383953, 1.0]], ['2, k, 10', [-48.58809845522926, 129.8360162603442, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.7318366025736966, 85.17952809424187, 1.0]], ['2, k, 13', [2.4081366141851417, 49.4939258215689, 1.0]], ['2, k, 14', [-0.7398540099071247, 11.89399232855174, 1.0]], ['2, k, 15', [-1.897903984811867, 8.085232820296767, 1.0]], ['2, k, 16', [-11.106131156542077, 86.23121491123653, 1.0]], ['2, k, 17', [-16.322150937796714, 59.08404904840737, 1.0]], ['2, k, 18', [-48.10060062048409, 70.97881842310618, 1.0]], ['2, k, 19', [-56.482365349560176, 66.68568397728455, 1.0]], ['2, k, 20', [-2.269315515220863, 136.00586241975384, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.63395, 85.864046, 1.0]], ['2, k, 1', [-2.8458634597759134, 114.42930056786032, 1.0]], ['2, k, 2', [-2.203138828299208, 136.04038956056382, 1.0]], ['2, k, 3', [-2.005342012178693, 142.17675828612616, 1.0]], ['2, k, 4', [12.801107926546685, 133.8534524622637, 1.0]], ['2, k, 5', [26.93543087637044, 115.80929604120702, 1.0]], ['2, k, 6', [47.70233237471657, 130.60123845191902, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.400819092104737, 134.05901220395936, 1.0]], ['2, k, 9', [-32.98132331527115, 114.85969169542636, 1.0]], ['2, k, 10', [-48.44084937315916, 129.7116447886097, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.8578629250837975, 85.26589313832332, 1.0]], ['2, k, 13', [2.5210517155652243, 49.92738759851102, 1.0]], ['2, k, 14', [-0.6798735378739673, 12.13738146006201, 1.0]], ['2, k, 15', [-1.8175684647045958, 8.073623925720932, 1.0]], ['2, k, 16', [-10.967903455724885, 86.48123781916557, 1.0]], ['2, k, 17', [-16.23655758297735, 60.86554554243659, 1.0]], ['2, k, 18', [-43.30602107793155, 78.17963186775448, 1.0]], ['2, k, 19', [-51.67961681852561, 75.21203457896065, 1.0]], ['2, k, 20', [-2.203138828299208, 136.04038956056382, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.520666, 85.98563, 1.0]], ['2, k, 1', [-2.7571710238873552, 114.50297964899816, 1.0]], ['2, k, 2', [-2.1283532726311507, 136.07352240743205, 1.0]], ['2, k, 3', [-1.9334505683767473, 142.19908594559504, 1.0]], ['2, k, 4', [12.889854582566574, 133.87843943227986, 1.0]], ['2, k, 5', [27.041238008076967, 115.88199690125711, 1.0]], ['2, k, 6', [47.80030347783088, 130.68332745692413, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.436416555771874, 134.09761709923754, 1.0]], ['2, k, 9', [-32.90499011455733, 114.89882772327269, 1.0]], ['2, k, 10', [-48.40572028380346, 129.80029435534385, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.9841152783421934, 85.33487311956952, 1.0]], ['2, k, 13', [2.6403127631261603, 50.23234613701038, 1.0]], ['2, k, 14', [-0.6273236146273486, 12.24905231448492, 1.0]], ['2, k, 15', [-1.774916101087661, 8.094796122955671, 1.0]], ['2, k, 16', [-10.847992975287333, 86.6393032200398, 1.0]], ['2, k, 17', [-16.31318219505559, 62.65619998230879, 1.0]], ['2, k, 18', [-37.44270925881635, 84.19605706601322, 1.0]], ['2, k, 19', [-46.56849739986952, 82.19011601768574, 1.0]], ['2, k, 20', [-2.1283532726311507, 136.07352240743205, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.43091, 86.070416, 1.0]], ['2, k, 1', [-2.6915073118901613, 114.55781696288904, 1.0]], ['2, k, 2', [-2.077262473445596, 136.10117307969463, 1.0]], ['2, k, 3', [-1.8857346825394936, 142.21871558140768, 1.0]], ['2, k, 4', [12.95460799292331, 133.89355401540786, 1.0]], ['2, k, 5', [27.12609397534321, 115.94801684736687, 1.0]], ['2, k, 6', [47.86784256662321, 130.75079790053726, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.528814908518655, 134.12107019574194, 1.0]], ['2, k, 9', [-32.88673848160135, 114.97595766367479, 1.0]], ['2, k, 10', [-48.352569480991065, 129.8391908489096, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [4.0909698809989035, 85.38963638381209, 1.0]], ['2, k, 13', [2.7229405881278117, 50.23661139645622, 1.0]], ['2, k, 14', [-0.5871878219876878, 12.273505224252084, 1.0]], ['2, k, 15', [-1.7500496463052344, 8.111446090227501, 1.0]], ['2, k, 16', [-10.76511951482157, 86.74155627269968, 1.0]], ['2, k, 17', [-16.562254425150776, 64.48031619234621, 1.0]], ['2, k, 18', [-31.524692027405735, 89.51196107226028, 1.0]], ['2, k, 19', [-40.773072343645474, 88.5946172911303, 1.0]], ['2, k, 20', [-2.077262473445596, 136.10117307969463, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
