[['2, k, 0', [-0.105413, -0.893789, 1.0]], ['2, k, 1', [-0.0816465, -0.597425, 1.0]], ['2, k, 2', [-0.0579253, -0.304022, 1.0]], ['2, k, 3', [-0.0386188, -0.160284, 1.0]], ['2, k, 4', [-0.246985, -0.370851, 1.0]], ['2, k, 5', [-0.334698, -0.523862, 1.0]], ['2, k, 6', [-0.370699, -0.761493, 1.0]], ['2, k, 7', [-0.383567, -0.833677, 1.0]], ['2, k, 8', [0.119746, -0.398737, 1.0]], ['2, k, 9', [0.217932, -0.618155, 1.0]], ['2, k, 10', [0.219928, -0.807304, 1.0]], ['2, k, 11', [0.208346, -0.858615, 1.0]], ['2, k, 12', [-0.187496, -0.875943, 1.0]], ['2, k, 13', [-0.279153, -1.17103, 1.0]], ['2, k, 14', [-0.231043, -1.64349, 1.0]], ['2, k, 15', [-0.139089, -1.65491, 1.0]], ['2, k, 16', [-0.0206192, -0.888727, 1.0]], ['2, k, 17', [0.00408335, -1.19828, 1.0]], ['2, k, 18', [-0.044316, -1.66436, 1.0]], ['2, k, 19', [-0.111468, -1.71534, 1.0]], ['2, k, 20', [-0.0638605, -0.377009, 1.0]], ['2, k, 21', [-0.441335, -0.843017, 1.0]], ['2, k, 22', [-0.325719, -0.829501, 1.0]], ['2, k, 23', [0.19136, -0.902469, 1.0]], ['2, k, 24', [0.255773, -0.877802, 1.0]]]
[['2, k, 0', [-0.140919, -0.819089, 1.0]], ['2, k, 1', [-0.157406, -0.5522, 1.0]], ['2, k, 2', [-0.170797, -0.286537, 1.0]], ['2, k, 3', [-0.184985, -0.143623, 1.0]], ['2, k, 4', [-0.337122, -0.357835, 1.0]], ['2, k, 5', [-0.504033, -0.406969, 1.0]], ['2, k, 6', [-0.465671, -0.356191, 1.0]], ['2, k, 7', [-0.521742, -0.358199, 1.0]], ['2, k, 8', [-0.00392509, -0.342968, 1.0]], ['2, k, 9', [0.158848, -0.222511, 1.0]], ['2, k, 10', [0.116274, -0.179297, 1.0]], ['2, k, 11', [0.0997947, -0.156766, 1.0]], ['2, k, 12', [-0.223462, -0.813657, 1.0]], ['2, k, 13', [-0.23353, -1.16007, 1.0]], ['2, k, 14', [-0.227431, -1.44119, 1.0]], ['2, k, 15', [-0.234149, -1.49197, 1.0]], ['2, k, 16', [-0.0548824, -0.804711, 1.0]], ['2, k, 17', [-0.0205504, -1.13308, 1.0]], ['2, k, 18', [-0.0308497, -1.44249, 1.0]], ['2, k, 19', [0.000869194, -1.51277, 1.0]], ['2, k, 20', [-0.167729, -0.35277, 1.0]], ['2, k, 21', [-0.542447, -0.370111, 1.0]], ['2, k, 22', [-0.437902, -0.336099, 1.0]], ['2, k, 23', [0.0818811, -0.154835, 1.0]], ['2, k, 24', [0.155182, -0.139454, 1.0]]]
[['2, k, 0', [-0.139635, -0.819192, 1.0]], ['2, k, 1', [-0.155606, -0.552057, 1.0]], ['2, k, 2', [-0.169113, -0.286454, 1.0]], ['2, k, 3', [-0.181459, -0.143191, 1.0]], ['2, k, 4', [-0.32846, -0.356697, 1.0]], ['2, k, 5', [-0.495919, -0.405622, 1.0]], ['2, k, 6', [-0.516694, -0.360284, 1.0]], ['2, k, 7', [-0.53698, -0.348785, 1.0]], ['2, k, 8', [-0.00432736, -0.342006, 1.0]], ['2, k, 9', [0.167923, -0.224831, 1.0]], ['2, k, 10', [0.123238, -0.179581, 1.0]], ['2, k, 11', [0.108941, -0.156815, 1.0]], ['2, k, 12', [-0.222236, -0.813775, 1.0]], ['2, k, 13', [-0.233261, -1.16067, 1.0]], ['2, k, 14', [-0.227823, -1.44022, 1.0]], ['2, k, 15', [-0.234221, -1.49105, 1.0]], ['2, k, 16', [-0.053418, -0.804738, 1.0]], ['2, k, 17', [-0.0197907, -1.13359, 1.0]], ['2, k, 18', [-0.0307599, -1.44248, 1.0]], ['2, k, 19', [0.000149403, -1.51312, 1.0]], ['2, k, 20', [-0.165987, -0.352644, 1.0]], ['2, k, 21', [-0.533938, -0.35185, 1.0]], ['2, k, 22', [-0.451896, -0.330235, 1.0]], ['2, k, 23', [0.0828359, -0.154442, 1.0]], ['2, k, 24', [0.164105, -0.140641, 1.0]]]
[['2, k, 0', [-0.138928, -0.819326, 1.0]], ['2, k, 1', [-0.15186, -0.553363, 1.0]], ['2, k, 2', [-0.160783, -0.290525, 1.0]], ['2, k, 3', [-0.176507, -0.1423, 1.0]], ['2, k, 4', [-0.324366, -0.354851, 1.0]], ['2, k, 5', [-0.490979, -0.405608, 1.0]], ['2, k, 6', [-0.515583, -0.359591, 1.0]], ['2, k, 7', [-0.531729, -0.335093, 1.0]], ['2, k, 8', [-0.00438479, -0.34195, 1.0]], ['2, k, 9', [0.17381, -0.224558, 1.0]], ['2, k, 10', [0.131661, -0.180006, 1.0]], ['2, k, 11', [0.120384, -0.157568, 1.0]], ['2, k, 12', [-0.221498, -0.813833, 1.0]], ['2, k, 13', [-0.233056, -1.16087, 1.0]], ['2, k, 14', [-0.227801, -1.4399, 1.0]], ['2, k, 15', [-0.233882, -1.49078, 1.0]], ['2, k, 16', [-0.052815, -0.804909, 1.0]], ['2, k, 17', [-0.0192155, -1.13512, 1.0]], ['2, k, 18', [-0.0307847, -1.44248, 1.0]], ['2, k, 19', [-7.74339e-05, -1.51318, 1.0]], ['2, k, 20', [-0.158944, -0.355843, 1.0]], ['2, k, 21', [-0.52465, -0.337649, 1.0]], ['2, k, 22', [-0.450126, -0.318705, 1.0]], ['2, k, 23', [0.0916209, -0.15969, 1.0]], ['2, k, 24', [0.17443, -0.141892, 1.0]]]
[['2, k, 0', [-0.138477, -0.819417, 1.0]], ['2, k, 1', [-0.149709, -0.55395, 1.0]], ['2, k, 2', [-0.157316, -0.29169, 1.0]], ['2, k, 3', [-0.17111, -0.141123, 1.0]], ['2, k, 4', [-0.324225, -0.354707, 1.0]], ['2, k, 5', [-0.489827, -0.405886, 1.0]], ['2, k, 6', [-0.512304, -0.350219, 1.0]], ['2, k, 7', [-0.52647, -0.324401, 1.0]], ['2, k, 8', [-0.00368928, -0.340527, 1.0]], ['2, k, 9', [0.195246, -0.23369, 1.0]], ['2, k, 10', [0.110894, -0.173071, 1.0]], ['2, k, 11', [0.127447, -0.15986, 1.0]], ['2, k, 12', [-0.220933, -0.813875, 1.0]], ['2, k, 13', [-0.232665, -1.16111, 1.0]], ['2, k, 14', [-0.227604, -1.43943, 1.0]], ['2, k, 15', [-0.23355, -1.49025, 1.0]], ['2, k, 16', [-0.052426, -0.805057, 1.0]], ['2, k, 17', [-0.0189128, -1.13525, 1.0]], ['2, k, 18', [-0.0306529, -1.44184, 1.0]], ['2, k, 19', [-0.000487797, -1.51293, 1.0]], ['2, k, 20', [-0.155721, -0.356884, 1.0]], ['2, k, 21', [-0.515686, -0.321769, 1.0]], ['2, k, 22', [-0.440809, -0.30741, 1.0]], ['2, k, 23', [0.101494, -0.16142, 1.0]], ['2, k, 24', [0.177564, -0.145961, 1.0]]]
[['2, k, 0', [-0.137596, -0.819578, 1.0]], ['2, k, 1', [-0.146074, -0.554376, 1.0]], ['2, k, 2', [-0.150925, -0.292267, 1.0]], ['2, k, 3', [-0.165717, -0.13955, 1.0]], ['2, k, 4', [-0.315659, -0.351711, 1.0]], ['2, k, 5', [-0.483308, -0.395097, 1.0]], ['2, k, 6', [-0.442233, -0.32684, 1.0]], ['2, k, 7', [-0.50363, -0.312076, 1.0]], ['2, k, 8', [0.0130007, -0.338397, 1.0]], ['2, k, 9', [0.205808, -0.230636, 1.0]], ['2, k, 10', [0.113187, -0.172216, 1.0]], ['2, k, 11', [0.137636, -0.161483, 1.0]], ['2, k, 12', [-0.220129, -0.813749, 1.0]], ['2, k, 13', [-0.232438, -1.16137, 1.0]], ['2, k, 14', [-0.226187, -1.44041, 1.0]], ['2, k, 15', [-0.227386, -1.49154, 1.0]], ['2, k, 16', [-0.0513907, -0.805629, 1.0]], ['2, k, 17', [-0.0178749, -1.13641, 1.0]], ['2, k, 18', [-0.030676, -1.44145, 1.0]], ['2, k, 19', [-0.0380641, -1.49208, 1.0]], ['2, k, 20', [-0.149991, -0.357445, 1.0]], ['2, k, 21', [-0.517077, -0.310031, 1.0]], ['2, k, 22', [-0.418074, -0.292993, 1.0]], ['2, k, 23', [0.111059, -0.165414, 1.0]], ['2, k, 24', [0.184736, -0.150648, 1.0]]]
[['2, k, 0', [-0.136808, -0.819997, 1.0]], ['2, k, 1', [-0.145237, -0.554931, 1.0]], ['2, k, 2', [-0.150555, -0.29276, 1.0]], ['2, k, 3', [-0.160847, -0.139324, 1.0]], ['2, k, 4', [-0.312073, -0.351132, 1.0]], ['2, k, 5', [-0.479124, -0.383175, 1.0]], ['2, k, 6', [-0.467302, -0.324508, 1.0]], ['2, k, 7', [-0.503504, -0.301404, 1.0]], ['2, k, 8', [0.0103966, -0.338418, 1.0]], ['2, k, 9', [0.207139, -0.234616, 1.0]], ['2, k, 10', [0.127374, -0.178137, 1.0]], ['2, k, 11', [0.150376, -0.165077, 1.0]], ['2, k, 12', [-0.219282, -0.813892, 1.0]], ['2, k, 13', [-0.232142, -1.16128, 1.0]], ['2, k, 14', [-0.226143, -1.44181, 1.0]], ['2, k, 15', [-0.227425, -1.49315, 1.0]], ['2, k, 16', [-0.0506649, -0.806388, 1.0]], ['2, k, 17', [-0.0170238, -1.13766, 1.0]], ['2, k, 18', [-0.0306104, -1.44129, 1.0]], ['2, k, 19', [-0.00275042, -1.51337, 1.0]], ['2, k, 20', [-0.149502, -0.357964, 1.0]], ['2, k, 21', [-0.511202, -0.301419, 1.0]], ['2, k, 22', [-0.422172, -0.285252, 1.0]], ['2, k, 23', [0.130914, -0.165594, 1.0]], ['2, k, 24', [0.201363, -0.155022, 1.0]]]
[['2, k, 0', [-0.135294, -0.820065, 1.0]], ['2, k, 1', [-0.138425, -0.556757, 1.0]], ['2, k, 2', [-0.136846, -0.297718, 1.0]], ['2, k, 3', [-0.156011, -0.138124, 1.0]], ['2, k, 4', [-0.306026, -0.350697, 1.0]], ['2, k, 5', [-0.474009, -0.374688, 1.0]], ['2, k, 6', [-0.427529, -0.329574, 1.0]], ['2, k, 7', [-0.488007, -0.289792, 1.0]], ['2, k, 8', [0.0174092, -0.337601, 1.0]], ['2, k, 9', [0.209139, -0.236651, 1.0]], ['2, k, 10', [0.135003, -0.181656, 1.0]], ['2, k, 11', [0.158711, -0.168934, 1.0]], ['2, k, 12', [-0.217771, -0.813595, 1.0]], ['2, k, 13', [-0.231706, -1.16129, 1.0]], ['2, k, 14', [-0.226193, -1.44095, 1.0]], ['2, k, 15', [-0.225515, -1.49207, 1.0]], ['2, k, 16', [-0.0491357, -0.806772, 1.0]], ['2, k, 17', [-0.0165272, -1.13787, 1.0]], ['2, k, 18', [-0.0304327, -1.44117, 1.0]], ['2, k, 19', [0.00964927, -1.50647, 1.0]], ['2, k, 20', [-0.13761, -0.362042, 1.0]], ['2, k, 21', [-0.504345, -0.286432, 1.0]], ['2, k, 22', [-0.40532, -0.275744, 1.0]], ['2, k, 23', [0.141997, -0.167247, 1.0]], ['2, k, 24', [0.206715, -0.157323, 1.0]]]
[['2, k, 0', [-0.133828, -0.819715, 1.0]], ['2, k, 1', [-0.133715, -0.557877, 1.0]], ['2, k, 2', [-0.129826, -0.300663, 1.0]], ['2, k, 3', [-0.15199, -0.137676, 1.0]], ['2, k, 4', [-0.300425, -0.352111, 1.0]], ['2, k, 5', [-0.470036, -0.374472, 1.0]], ['2, k, 6', [-0.460372, -0.305686, 1.0]], ['2, k, 7', [-0.486971, -0.2781, 1.0]], ['2, k, 8', [0.0237346, -0.332606, 1.0]], ['2, k, 9', [0.194262, -0.263048, 1.0]], ['2, k, 10', [0.107942, -0.215981, 1.0]], ['2, k, 11', [0.162289, -0.172782, 1.0]], ['2, k, 12', [-0.216084, -0.812985, 1.0]], ['2, k, 13', [-0.230923, -1.16143, 1.0]], ['2, k, 14', [-0.224435, -1.4419, 1.0]], ['2, k, 15', [-0.221516, -1.4935, 1.0]], ['2, k, 16', [-0.0477255, -0.80657, 1.0]], ['2, k, 17', [-0.0157156, -1.13879, 1.0]], ['2, k, 18', [-0.0305556, -1.44111, 1.0]], ['2, k, 19', [0.000975775, -1.51229, 1.0]], ['2, k, 20', [-0.131034, -0.364554, 1.0]], ['2, k, 21', [-0.492983, -0.275667, 1.0]], ['2, k, 22', [-0.407247, -0.266229, 1.0]], ['2, k, 23', [0.189152, -0.162288, 1.0]], ['2, k, 24', [0.214737, -0.178608, 1.0]]]
[['2, k, 0', [-0.13204, -0.819438, 1.0]], ['2, k, 1', [-0.130603, -0.55833, 1.0]], ['2, k, 2', [-0.126587, -0.301506, 1.0]], ['2, k, 3', [-0.146852, -0.136966, 1.0]], ['2, k, 4', [-0.297386, -0.352197, 1.0]], ['2, k, 5', [-0.466295, -0.371889, 1.0]], ['2, k, 6', [-0.419105, -0.291022, 1.0]], ['2, k, 7', [-0.471256, -0.266249, 1.0]], ['2, k, 8', [0.028445, -0.330518, 1.0]], ['2, k, 9', [0.199741, -0.263761, 1.0]], ['2, k, 10', [0.112728, -0.216575, 1.0]], ['2, k, 11', [0.170979, -0.176258, 1.0]], ['2, k, 12', [-0.214002, -0.812389, 1.0]], ['2, k, 13', [-0.230682, -1.16167, 1.0]], ['2, k, 14', [-0.224438, -1.44185, 1.0]], ['2, k, 15', [-0.213504, -1.51783, 1.0]], ['2, k, 16', [-0.0462004, -0.80652, 1.0]], ['2, k, 17', [-0.0150243, -1.13839, 1.0]], ['2, k, 18', [-0.0304829, -1.44066, 1.0]], ['2, k, 19', [0.00214899, -1.51083, 1.0]], ['2, k, 20', [-0.127772, -0.36533, 1.0]], ['2, k, 21', [-0.481226, -0.265262, 1.0]], ['2, k, 22', [-0.39259, -0.257587, 1.0]], ['2, k, 23', [0.192202, -0.166657, 1.0]], ['2, k, 24', [0.0849812, -0.191031, 1.0]]]
[['2, k, 0', [-0.130155, -0.819582, 1.0]], ['2, k, 1', [-0.129046, -0.558072, 1.0]], ['2, k, 2', [-0.125637, -0.300563, 1.0]], ['2, k, 3', [-0.141449, -0.137378, 1.0]], ['2, k, 4', [-0.294266, -0.353456, 1.0]], ['2, k, 5', [-0.463363, -0.36912, 1.0]], ['2, k, 6', [-0.438429, -0.28771, 1.0]], ['2, k, 7', [-0.46668, -0.258013, 1.0]], ['2, k, 8', [0.0323057, -0.330606, 1.0]], ['2, k, 9', [0.203546, -0.264229, 1.0]], ['2, k, 10', [0.199502, -0.205939, 1.0]], ['2, k, 11', [0.202299, -0.180883, 1.0]], ['2, k, 12', [-0.212123, -0.81233, 1.0]], ['2, k, 13', [-0.230395, -1.16216, 1.0]], ['2, k, 14', [-0.224531, -1.44176, 1.0]], ['2, k, 15', [-0.203418, -1.51712, 1.0]], ['2, k, 16', [-0.0443682, -0.806875, 1.0]], ['2, k, 17', [-0.0146085, -1.13853, 1.0]], ['2, k, 18', [-0.0303931, -1.44065, 1.0]], ['2, k, 19', [0.000605233, -1.51145, 1.0]], ['2, k, 20', [-0.126687, -0.364593, 1.0]], ['2, k, 21', [-0.474785, -0.254933, 1.0]], ['2, k, 22', [-0.391328, -0.248848, 1.0]], ['2, k, 23', [0.189606, -0.174709, 1.0]], ['2, k, 24', [0.12908, -0.189375, 1.0]]]
[['2, k, 0', [-0.129063, -0.819312, 1.0]], ['2, k, 1', [-0.128793, -0.558727, 1.0]], ['2, k, 2', [-0.126884, -0.303269, 1.0]], ['2, k, 3', [-0.137778, -0.136654, 1.0]], ['2, k, 4', [-0.291329, -0.352636, 1.0]], ['2, k, 5', [-0.459868, -0.363877, 1.0]], ['2, k, 6', [-0.476972, -0.307628, 1.0]], ['2, k, 7', [-0.468279, -0.250372, 1.0]], ['2, k, 8', [0.0346975, -0.329711, 1.0]], ['2, k, 9', [0.207109, -0.265977, 1.0]], ['2, k, 10', [0.161051, -0.231018, 1.0]], ['2, k, 11', [0.205619, -0.187706, 1.0]], ['2, k, 12', [-0.210761, -0.811794, 1.0]], ['2, k, 13', [-0.230135, -1.16224, 1.0]], ['2, k, 14', [-0.224657, -1.44153, 1.0]], ['2, k, 15', [-0.217523, -1.49289, 1.0]], ['2, k, 16', [-0.0434224, -0.806779, 1.0]], ['2, k, 17', [-0.0139461, -1.13894, 1.0]], ['2, k, 18', [-0.0338424, -1.44292, 1.0]], ['2, k, 19', [-0.000663038, -1.51323, 1.0]], ['2, k, 20', [-0.127361, -0.366611, 1.0]], ['2, k, 21', [-0.45273, -0.246492, 1.0]], ['2, k, 22', [-0.419053, -0.260876, 1.0]], ['2, k, 23', [0.212549, -0.178314, 1.0]], ['2, k, 24', [0.123995, -0.195868, 1.0]]]
[['2, k, 0', [-0.128261, -0.819621, 1.0]], ['2, k, 1', [-0.129183, -0.558519, 1.0]], ['2, k, 2', [-0.132329, -0.300004, 1.0]], ['2, k, 3', [-0.132864, -0.136947, 1.0]], ['2, k, 4', [-0.289638, -0.353269, 1.0]], ['2, k, 5', [-0.454462, -0.353503, 1.0]], ['2, k, 6', [-0.476624, -0.307449, 1.0]], ['2, k, 7', [-0.450649, -0.239941, 1.0]], ['2, k, 8', [0.0313841, -0.331484, 1.0]], ['2, k, 9', [0.207678, -0.277803, 1.0]], ['2, k, 10', [0.167261, -0.242792, 1.0]], ['2, k, 11', [0.212837, -0.194763, 1.0]], ['2, k, 12', [-0.210003, -0.812019, 1.0]], ['2, k, 13', [-0.229703, -1.16194, 1.0]], ['2, k, 14', [-0.224908, -1.44159, 1.0]], ['2, k, 15', [-0.217891, -1.49301, 1.0]], ['2, k, 16', [-0.0424648, -0.807265, 1.0]], ['2, k, 17', [-0.0129705, -1.14014, 1.0]], ['2, k, 18', [-0.0337732, -1.44299, 1.0]], ['2, k, 19', [-0.000516031, -1.51307, 1.0]], ['2, k, 20', [-0.131031, -0.364515, 1.0]], ['2, k, 21', [-0.432687, -0.234327, 1.0]], ['2, k, 22', [-0.385789, -0.236734, 1.0]], ['2, k, 23', [0.232699, -0.186029, 1.0]], ['2, k, 24', [0.130691, -0.2025, 1.0]]]
[['2, k, 0', [-0.127632, -0.819976, 1.0]], ['2, k, 1', [-0.129344, -0.558391, 1.0]], ['2, k, 2', [-0.133729, -0.298698, 1.0]], ['2, k, 3', [-0.129057, -0.137177, 1.0]], ['2, k, 4', [-0.286032, -0.354583, 1.0]], ['2, k, 5', [-0.449061, -0.347836, 1.0]], ['2, k, 6', [-0.418294, -0.269505, 1.0]], ['2, k, 7', [-0.434128, -0.231689, 1.0]], ['2, k, 8', [0.0305482, -0.331927, 1.0]], ['2, k, 9', [0.208031, -0.282376, 1.0]], ['2, k, 10', [0.208438, -0.226636, 1.0]], ['2, k, 11', [0.231108, -0.201492, 1.0]], ['2, k, 12', [-0.209299, -0.812185, 1.0]], ['2, k, 13', [-0.22948, -1.16213, 1.0]], ['2, k, 14', [-0.225128, -1.44099, 1.0]], ['2, k, 15', [-0.217951, -1.49228, 1.0]], ['2, k, 16', [-0.0418298, -0.807903, 1.0]], ['2, k, 17', [-0.0122945, -1.14059, 1.0]], ['2, k, 18', [-0.0332801, -1.44303, 1.0]], ['2, k, 19', [-0.00563786, -1.51559, 1.0]], ['2, k, 20', [-0.132188, -0.363522, 1.0]], ['2, k, 21', [-0.436935, -0.227688, 1.0]], ['2, k, 22', [-0.38388, -0.242251, 1.0]], ['2, k, 23', [0.236285, -0.195896, 1.0]], ['2, k, 24', [0.153986, -0.207753, 1.0]]]
[['2, k, 0', [-0.126897, -0.820174, 1.0]], ['2, k, 1', [-0.126075, -0.558466, 1.0]], ['2, k, 2', [-0.123282, -0.298619, 1.0]], ['2, k, 3', [-0.125607, -0.136558, 1.0]], ['2, k, 4', [-0.283506, -0.35511, 1.0]], ['2, k, 5', [-0.445473, -0.343202, 1.0]], ['2, k, 6', [-0.445729, -0.276362, 1.0]], ['2, k, 7', [-0.432263, -0.223385, 1.0]], ['2, k, 8', [0.0384744, -0.334055, 1.0]], ['2, k, 9', [0.21532, -0.28238, 1.0]], ['2, k, 10', [0.187586, -0.231996, 1.0]], ['2, k, 11', [0.236007, -0.210633, 1.0]], ['2, k, 12', [-0.208433, -0.812244, 1.0]], ['2, k, 13', [-0.228903, -1.16389, 1.0]], ['2, k, 14', [-0.22566, -1.44124, 1.0]], ['2, k, 15', [-0.21646, -1.49271, 1.0]], ['2, k, 16', [-0.0411617, -0.808258, 1.0]], ['2, k, 17', [-0.0119322, -1.1411, 1.0]], ['2, k, 18', [-0.0332996, -1.4441, 1.0]], ['2, k, 19', [-0.00661987, -1.51704, 1.0]], ['2, k, 20', [-0.124352, -0.363417, 1.0]], ['2, k, 21', [-0.416073, -0.217225, 1.0]], ['2, k, 22', [-0.388313, -0.241791, 1.0]], ['2, k, 23', [0.253822, -0.20369, 1.0]], ['2, k, 24', [0.153825, -0.214533, 1.0]]]
[['2, k, 0', [-0.126022, -0.82054, 1.0]], ['2, k, 1', [-0.125111, -0.558585, 1.0]], ['2, k, 2', [-0.122531, -0.298607, 1.0]], ['2, k, 3', [-0.119316, -0.136348, 1.0]], ['2, k, 4', [-0.278812, -0.355929, 1.0]], ['2, k, 5', [-0.436096, -0.323412, 1.0]], ['2, k, 6', [-0.422383, -0.25993, 1.0]], ['2, k, 7', [-0.416166, -0.214004, 1.0]], ['2, k, 8', [0.0441172, -0.334845, 1.0]], ['2, k, 9', [0.219653, -0.278817, 1.0]], ['2, k, 10', [0.189134, -0.232366, 1.0]], ['2, k, 11', [0.246364, -0.218982, 1.0]], ['2, k, 12', [-0.207604, -0.812273, 1.0]], ['2, k, 13', [-0.228358, -1.16285, 1.0]], ['2, k, 14', [-0.225699, -1.4406, 1.0]], ['2, k, 15', [-0.202929, -1.51565, 1.0]], ['2, k, 16', [-0.0402338, -0.809071, 1.0]], ['2, k, 17', [-0.0114307, -1.13991, 1.0]], ['2, k, 18', [-0.0320541, -1.44269, 1.0]], ['2, k, 19', [0.00498467, -1.5087, 1.0]], ['2, k, 20', [-0.123482, -0.363416, 1.0]], ['2, k, 21', [-0.404677, -0.206955, 1.0]], ['2, k, 22', [-0.349866, -0.215643, 1.0]], ['2, k, 23', [0.266676, -0.21341, 1.0]], ['2, k, 24', [0.159706, -0.220487, 1.0]]]
[['2, k, 0', [-0.125087, -0.820874, 1.0]], ['2, k, 1', [-0.123579, -0.558603, 1.0]], ['2, k, 2', [-0.120612, -0.298318, 1.0]], ['2, k, 3', [-0.114969, -0.137067, 1.0]], ['2, k, 4', [-0.275991, -0.356059, 1.0]], ['2, k, 5', [-0.44199, -0.323156, 1.0]], ['2, k, 6', [-0.427413, -0.261667, 1.0]], ['2, k, 7', [-0.406162, -0.205307, 1.0]], ['2, k, 8', [0.0481075, -0.334678, 1.0]], ['2, k, 9', [0.226666, -0.289926, 1.0]], ['2, k, 10', [0.23502, -0.247955, 1.0]], ['2, k, 11', [0.261515, -0.229171, 1.0]], ['2, k, 12', [-0.206642, -0.812301, 1.0]], ['2, k, 13', [-0.228082, -1.16253, 1.0]], ['2, k, 14', [-0.226076, -1.43887, 1.0]], ['2, k, 15', [-0.198834, -1.51323, 1.0]], ['2, k, 16', [-0.0393536, -0.80979, 1.0]], ['2, k, 17', [-0.0110879, -1.14221, 1.0]], ['2, k, 18', [-0.0317496, -1.44274, 1.0]], ['2, k, 19', [0.00261393, -1.51094, 1.0]], ['2, k, 20', [-0.121584, -0.363181, 1.0]], ['2, k, 21', [-0.390456, -0.199738, 1.0]], ['2, k, 22', [-0.362692, -0.220088, 1.0]], ['2, k, 23', [0.27726, -0.222923, 1.0]], ['2, k, 24', [0.182193, -0.228097, 1.0]]]
[['2, k, 0', [-0.124239, -0.820641, 1.0]], ['2, k, 1', [-0.121726, -0.558356, 1.0]], ['2, k, 2', [-0.117811, -0.298308, 1.0]], ['2, k, 3', [-0.111663, -0.136995, 1.0]], ['2, k, 4', [-0.275975, -0.356203, 1.0]], ['2, k, 5', [-0.433709, -0.319465, 1.0]], ['2, k, 6', [-0.434699, -0.261874, 1.0]], ['2, k, 7', [-0.3932, -0.196194, 1.0]], ['2, k, 8', [0.0516601, -0.332897, 1.0]], ['2, k, 9', [0.230347, -0.288851, 1.0]], ['2, k, 10', [0.239027, -0.249769, 1.0]], ['2, k, 11', [0.267027, -0.23899, 1.0]], ['2, k, 12', [-0.205369, -0.811665, 1.0]], ['2, k, 13', [-0.22779, -1.16278, 1.0]], ['2, k, 14', [-0.226363, -1.43534, 1.0]], ['2, k, 15', [-0.214583, -1.48637, 1.0]], ['2, k, 16', [-0.038745, -0.809739, 1.0]], ['2, k, 17', [-0.0108702, -1.14265, 1.0]], ['2, k, 18', [-0.0318057, -1.44265, 1.0]], ['2, k, 19', [0.00350395, -1.51004, 1.0]], ['2, k, 20', [-0.11898, -0.363078, 1.0]], ['2, k, 21', [-0.371768, -0.191029, 1.0]], ['2, k, 22', [-0.333395, -0.200698, 1.0]], ['2, k, 23', [0.268115, -0.235721, 1.0]], ['2, k, 24', [0.186559, -0.235841, 1.0]]]
[['2, k, 0', [-0.123861, -0.820619, 1.0]], ['2, k, 1', [-0.119474, -0.557755, 1.0]], ['2, k, 2', [-0.112742, -0.29676, 1.0]], ['2, k, 3', [-0.106457, -0.136705, 1.0]], ['2, k, 4', [-0.272393, -0.355503, 1.0]], ['2, k, 5', [-0.429826, -0.297588, 1.0]], ['2, k, 6', [-0.40159, -0.220212, 1.0]], ['2, k, 7', [-0.382921, -0.187809, 1.0]], ['2, k, 8', [0.0560719, -0.334226, 1.0]], ['2, k, 9', [0.234371, -0.288551, 1.0]], ['2, k, 10', [0.207811, -0.257713, 1.0]], ['2, k, 11', [0.266137, -0.247949, 1.0]], ['2, k, 12', [-0.20473, -0.811308, 1.0]], ['2, k, 13', [-0.227179, -1.16284, 1.0]], ['2, k, 14', [-0.22674, -1.43517, 1.0]], ['2, k, 15', [-0.213331, -1.48626, 1.0]], ['2, k, 16', [-0.0384302, -0.809979, 1.0]], ['2, k, 17', [-0.0106541, -1.14344, 1.0]], ['2, k, 18', [-0.0319213, -1.44288, 1.0]], ['2, k, 19', [0.000719111, -1.51228, 1.0]], ['2, k, 20', [-0.114655, -0.361775, 1.0]], ['2, k, 21', [-0.365796, -0.180952, 1.0]], ['2, k, 22', [-0.322287, -0.193507, 1.0]], ['2, k, 23', [0.289713, -0.245749, 1.0]], ['2, k, 24', [0.178109, -0.24302, 1.0]]]
