[['2, k, 0', [-0.1672678, 0.05836686, 1.0]], ['2, k, 1', [-0.1722163, 0.3302045, 1.0]], ['2, k, 2', [-0.1758396, 0.5947291, 1.0]], ['2, k, 3', [-0.1659475, 0.7324249, 1.0]], ['2, k, 4', [-0.3221027, 0.4715177, 1.0]], ['2, k, 5', [-0.3525955, 0.2550184, 1.0]], ['2, k, 6', [-0.3530225, 0.05415648, 1.0]], ['2, k, 7', [-0.3587899, 0.0004593251, 1.0]], ['2, k, 8', [-0.005076138, 0.476406, 1.0]], ['2, k, 9', [0.03384996, 0.2400737, 1.0]], ['2, k, 10', [0.03025019, 0.05968669, 1.0]], ['2, k, 11', [0.0165146, 0.02108114, 1.0]], ['2, k, 12', [-0.2285557, 0.05816966, 1.0]], ['2, k, 13', [-0.2151415, -0.2543644, 1.0]], ['2, k, 14', [-0.2178659, -0.5580939, 1.0]], ['2, k, 15', [-0.2093335, -0.6306841, 1.0]], ['2, k, 16', [-0.1021577, 0.05719083, 1.0]], ['2, k, 17', [-0.1167675, -0.2573926, 1.0]], ['2, k, 18', [-0.1050047, -0.5308632, 1.0]], ['2, k, 19', [-0.09396399, -0.5775675, 1.0]], ['2, k, 20', [-0.1750736, 0.5296089, 1.0]], ['2, k, 21', [-0.3712353, -0.06733388, 1.0]], ['2, k, 22', [-0.3150128, -0.006552223, 1.0]], ['2, k, 23', [0.01622812, -0.04692727, 1.0]], ['2, k, 24', [-0.01355715, 0.02236123, 1.0]]]
[['2, k, 0', [-0.1686182, 0.0589993, 1.0]], ['2, k, 1', [-0.1727927, 0.3300749, 1.0]], ['2, k, 2', [-0.1758877, 0.5938255, 1.0]], ['2, k, 3', [-0.1662664, 0.7320251, 1.0]], ['2, k, 4', [-0.323419, 0.4733762, 1.0]], ['2, k, 5', [-0.3556111, 0.2772823, 1.0]], ['2, k, 6', [-0.3706594, 0.1991785, 1.0]], ['2, k, 7', [-0.3818096, 0.1924993, 1.0]], ['2, k, 8', [-0.00456582, 0.4759479, 1.0]], ['2, k, 9', [0.03326143, 0.2393846, 1.0]], ['2, k, 10', [0.02902466, 0.05959293, 1.0]], ['2, k, 11', [0.01479362, 0.01549, 1.0]], ['2, k, 12', [-0.2300404, 0.05886101, 1.0]], ['2, k, 13', [-0.2208259, -0.254382, 1.0]], ['2, k, 14', [-0.2120636, -0.5612383, 1.0]], ['2, k, 15', [-0.2072958, -0.6340066, 1.0]], ['2, k, 16', [-0.1033839, 0.05780634, 1.0]], ['2, k, 17', [-0.1168763, -0.2571875, 1.0]], ['2, k, 18', [-0.1066791, -0.567013, 1.0]], ['2, k, 19', [-0.1162581, -0.6395835, 1.0]], ['2, k, 20', [-0.1752822, 0.5289451, 1.0]], ['2, k, 21', [-0.4083906, 0.1618694, 1.0]], ['2, k, 22', [-0.3581988, 0.1715666, 1.0]], ['2, k, 23', [0.01687655, -0.04837637, 1.0]], ['2, k, 24', [-0.01561754, 0.00509217, 1.0]]]
[['2, k, 0', [-0.1686403, 0.05895258, 1.0]], ['2, k, 1', [-0.1729615, 0.3299077, 1.0]], ['2, k, 2', [-0.1763031, 0.593518, 1.0]], ['2, k, 3', [-0.1666134, 0.731903, 1.0]], ['2, k, 4', [-0.3230269, 0.4731933, 1.0]], ['2, k, 5', [-0.3546603, 0.2798682, 1.0]], ['2, k, 6', [-0.3805748, 0.283831, 1.0]], ['2, k, 7', [-0.381673, 0.2823768, 1.0]], ['2, k, 8', [-0.004453415, 0.4758747, 1.0]], ['2, k, 9', [0.03334698, 0.239606, 1.0]], ['2, k, 10', [0.02890536, 0.0598486, 1.0]], ['2, k, 11', [0.01376989, 0.01525375, 1.0]], ['2, k, 12', [-0.2300845, 0.05878686, 1.0]], ['2, k, 13', [-0.2177652, -0.2544168, 1.0]], ['2, k, 14', [-0.2123436, -0.5612336, 1.0]], ['2, k, 15', [-0.2093858, -0.6348748, 1.0]], ['2, k, 16', [-0.1033858, 0.05778025, 1.0]], ['2, k, 17', [-0.1167648, -0.25729, 1.0]], ['2, k, 18', [-0.1064258, -0.5680707, 1.0]], ['2, k, 19', [-0.115232, -0.6410066, 1.0]], ['2, k, 20', [-0.1756243, 0.528672, 1.0]], ['2, k, 21', [-0.3963769, 0.27973, 1.0]], ['2, k, 22', [-0.3560519, 0.2852312, 1.0]], ['2, k, 23', [0.01494033, -0.04432705, 1.0]], ['2, k, 24', [-0.01365551, 0.01988795, 1.0]]]
[['2, k, 0', [-0.1686794, 0.05899955, 1.0]], ['2, k, 1', [-0.1730282, 0.3299078, 1.0]], ['2, k, 2', [-0.1764036, 0.5934858, 1.0]], ['2, k, 3', [-0.1668062, 0.7318845, 1.0]], ['2, k, 4', [-0.3227606, 0.4738205, 1.0]], ['2, k, 5', [-0.3607985, 0.2875946, 1.0]], ['2, k, 6', [-0.323819, 0.2850624, 1.0]], ['2, k, 7', [-0.3743786, 0.3382742, 1.0]], ['2, k, 8', [-0.004464253, 0.4759345, 1.0]], ['2, k, 9', [0.03354532, 0.2397468, 1.0]], ['2, k, 10', [0.02984905, 0.06008088, 1.0]], ['2, k, 11', [0.01517504, 0.01631989, 1.0]], ['2, k, 12', [-0.230121, 0.05893941, 1.0]], ['2, k, 13', [-0.2168438, -0.2543061, 1.0]], ['2, k, 14', [-0.2151178, -0.5622646, 1.0]], ['2, k, 15', [-0.2065231, -0.6338578, 1.0]], ['2, k, 16', [-0.1034301, 0.05774375, 1.0]], ['2, k, 17', [-0.1144616, -0.2580181, 1.0]], ['2, k, 18', [-0.1045993, -0.5315254, 1.0]], ['2, k, 19', [-0.09490686, -0.5781659, 1.0]], ['2, k, 20', [-0.1757163, 0.5286444, 1.0]], ['2, k, 21', [-0.3901877, 0.3478085, 1.0]], ['2, k, 22', [-0.3523021, 0.347332, 1.0]], ['2, k, 23', [0.0173691, -0.04730769, 1.0]], ['2, k, 24', [-0.01715696, 0.0005923226, 1.0]]]
[['2, k, 0', [-0.1682111, 0.05913462, 1.0]], ['2, k, 1', [-0.1730316, 0.3298814, 1.0]], ['2, k, 2', [-0.1769588, 0.5932969, 1.0]], ['2, k, 3', [-0.1670592, 0.7317894, 1.0]], ['2, k, 4', [-0.3164556, 0.474712, 1.0]], ['2, k, 5', [-0.3652393, 0.2890119, 1.0]], ['2, k, 6', [-0.3670428, 0.3862815, 1.0]], ['2, k, 7', [-0.3671654, 0.4372071, 1.0]], ['2, k, 8', [-0.003940318, 0.4757712, 1.0]], ['2, k, 9', [0.03419847, 0.2412181, 1.0]], ['2, k, 10', [0.03078262, 0.06154636, 1.0]], ['2, k, 11', [0.01590833, 0.02031707, 1.0]], ['2, k, 12', [-0.2297396, 0.05910772, 1.0]], ['2, k, 13', [-0.2174661, -0.2542829, 1.0]], ['2, k, 14', [-0.2148886, -0.5624017, 1.0]], ['2, k, 15', [-0.2062548, -0.6339073, 1.0]], ['2, k, 16', [-0.1028487, 0.057823, 1.0]], ['2, k, 17', [-0.1141711, -0.2580571, 1.0]], ['2, k, 18', [-0.104594, -0.5315798, 1.0]], ['2, k, 19', [-0.09428775, -0.5782065, 1.0]], ['2, k, 20', [-0.1760856, 0.5285049, 1.0]], ['2, k, 21', [-0.3691103, 0.4615967, 1.0]], ['2, k, 22', [-0.3382321, 0.4374423, 1.0]], ['2, k, 23', [0.02680805, -0.04927662, 1.0]], ['2, k, 24', [-0.01476383, 0.007866228, 1.0]]]
[['2, k, 0', [-0.1680548, 0.05909852, 1.0]], ['2, k, 1', [-0.1730599, 0.3298486, 1.0]], ['2, k, 2', [-0.1773709, 0.5932204, 1.0]], ['2, k, 3', [-0.1673528, 0.7316337, 1.0]], ['2, k, 4', [-0.3127578, 0.4741969, 1.0]], ['2, k, 5', [-0.3716385, 0.2942663, 1.0]], ['2, k, 6', [-0.3594608, 0.4417885, 1.0]], ['2, k, 7', [-0.3626673, 0.4785343, 1.0]], ['2, k, 8', [-0.004020569, 0.475981, 1.0]], ['2, k, 9', [0.03444472, 0.2413768, 1.0]], ['2, k, 10', [0.03139888, 0.06152362, 1.0]], ['2, k, 11', [0.01668875, 0.01661255, 1.0]], ['2, k, 12', [-0.2295916, 0.05903634, 1.0]], ['2, k, 13', [-0.2174236, -0.25438, 1.0]], ['2, k, 14', [-0.2154174, -0.5634429, 1.0]], ['2, k, 15', [-0.2066206, -0.634496, 1.0]], ['2, k, 16', [-0.102665, 0.05781813, 1.0]], ['2, k, 17', [-0.1140479, -0.2580316, 1.0]], ['2, k, 18', [-0.1061565, -0.531659, 1.0]], ['2, k, 19', [-0.09522101, -0.5782714, 1.0]], ['2, k, 20', [-0.1763635, 0.5284349, 1.0]], ['2, k, 21', [-0.3636421, 0.512794, 1.0]], ['2, k, 22', [-0.333369, 0.479605, 1.0]], ['2, k, 23', [0.01776077, -0.04096445, 1.0]], ['2, k, 24', [-0.01235143, 0.02475028, 1.0]]]
[['2, k, 0', [-0.1678384, 0.05895915, 1.0]], ['2, k, 1', [-0.1729855, 0.3297152, 1.0]], ['2, k, 2', [-0.1774262, 0.5931253, 1.0]], ['2, k, 3', [-0.1674391, 0.7315757, 1.0]], ['2, k, 4', [-0.3090263, 0.4724337, 1.0]], ['2, k, 5', [-0.3809685, 0.2975065, 1.0]], ['2, k, 6', [-0.3548021, 0.479208, 1.0]], ['2, k, 7', [-0.3588767, 0.5095452, 1.0]], ['2, k, 8', [-0.004228276, 0.4761097, 1.0]], ['2, k, 9', [0.03459027, 0.2413861, 1.0]], ['2, k, 10', [0.03212795, 0.06155216, 1.0]], ['2, k, 11', [0.01820784, 0.01673801, 1.0]], ['2, k, 12', [-0.2293669, 0.05882512, 1.0]], ['2, k, 13', [-0.2157317, -0.2544853, 1.0]], ['2, k, 14', [-0.214117, -0.5633022, 1.0]], ['2, k, 15', [-0.2084759, -0.6351062, 1.0]], ['2, k, 16', [-0.1024602, 0.0577379, 1.0]], ['2, k, 17', [-0.1137645, -0.2581992, 1.0]], ['2, k, 18', [-0.1055247, -0.5319305, 1.0]], ['2, k, 19', [-0.09371033, -0.5785247, 1.0]], ['2, k, 20', [-0.1763934, 0.5283259, 1.0]], ['2, k, 21', [-0.34925, 0.550016, 1.0]], ['2, k, 22', [-0.3173285, 0.5273383, 1.0]], ['2, k, 23', [0.01774067, -0.04092104, 1.0]], ['2, k, 24', [-0.01284299, 0.02072383, 1.0]]]
[['2, k, 0', [-0.1677932, 0.0589342, 1.0]], ['2, k, 1', [-0.1729999, 0.3296577, 1.0]], ['2, k, 2', [-0.1775238, 0.5930361, 1.0]], ['2, k, 3', [-0.16767, 0.7313619, 1.0]], ['2, k, 4', [-0.3068662, 0.4720182, 1.0]], ['2, k, 5', [-0.3788013, 0.2972081, 1.0]], ['2, k, 6', [-0.3537869, 0.4871073, 1.0]], ['2, k, 7', [-0.3540301, 0.5339431, 1.0]], ['2, k, 8', [-0.004440709, 0.4762238, 1.0]], ['2, k, 9', [0.03475289, 0.2416263, 1.0]], ['2, k, 10', [0.03222699, 0.06183778, 1.0]], ['2, k, 11', [0.01700918, 0.01521122, 1.0]], ['2, k, 12', [-0.2293188, 0.05877058, 1.0]], ['2, k, 13', [-0.216081, -0.2545876, 1.0]], ['2, k, 14', [-0.2137044, -0.5636449, 1.0]], ['2, k, 15', [-0.2082056, -0.6351269, 1.0]], ['2, k, 16', [-0.1024173, 0.05773291, 1.0]], ['2, k, 17', [-0.1134929, -0.2581853, 1.0]], ['2, k, 18', [-0.105592, -0.5317249, 1.0]], ['2, k, 19', [-0.09310253, -0.5783132, 1.0]], ['2, k, 20', [-0.1764713, 0.5282419, 1.0]], ['2, k, 21', [-0.349719, 0.5848212, 1.0]], ['2, k, 22', [-0.3149154, 0.5535221, 1.0]], ['2, k, 23', [0.01744123, -0.04728303, 1.0]], ['2, k, 24', [-0.01314648, 0.01819971, 1.0]]]
[['2, k, 0', [-0.1675716, 0.0589178, 1.0]], ['2, k, 1', [-0.1725515, 0.329489, 1.0]], ['2, k, 2', [-0.1768199, 0.5926873, 1.0]], ['2, k, 3', [-0.1678392, 0.7312925, 1.0]], ['2, k, 4', [-0.3053523, 0.4716107, 1.0]], ['2, k, 5', [-0.3797246, 0.2986963, 1.0]], ['2, k, 6', [-0.3521721, 0.498387, 1.0]], ['2, k, 7', [-0.350209, 0.551008, 1.0]], ['2, k, 8', [-0.004674997, 0.4763969, 1.0]], ['2, k, 9', [0.03461029, 0.2413975, 1.0]], ['2, k, 10', [0.03325228, 0.06153824, 1.0]], ['2, k, 11', [0.01820638, 0.0142647, 1.0]], ['2, k, 12', [-0.2290914, 0.05875858, 1.0]], ['2, k, 13', [-0.2152116, -0.2551135, 1.0]], ['2, k, 14', [-0.2155069, -0.5669056, 1.0]], ['2, k, 15', [-0.2082268, -0.6366022, 1.0]], ['2, k, 16', [-0.1022092, 0.05771357, 1.0]], ['2, k, 17', [-0.1134113, -0.2582142, 1.0]], ['2, k, 18', [-0.1082907, -0.5321338, 1.0]], ['2, k, 19', [-0.09531064, -0.5786832, 1.0]], ['2, k, 20', [-0.175843, 0.5279351, 1.0]], ['2, k, 21', [-0.3407972, 0.6012599, 1.0]], ['2, k, 22', [-0.308396, 0.5547132, 1.0]], ['2, k, 23', [0.01782962, -0.0481649, 1.0]], ['2, k, 24', [-0.01282443, -0.008822327, 1.0]]]
[['2, k, 0', [-0.1673878, 0.05888661, 1.0]], ['2, k, 1', [-0.1724656, 0.3293881, 1.0]], ['2, k, 2', [-0.1768143, 0.5925576, 1.0]], ['2, k, 3', [-0.1679622, 0.7312149, 1.0]], ['2, k, 4', [-0.3043835, 0.4712608, 1.0]], ['2, k, 5', [-0.3850703, 0.302239, 1.0]], ['2, k, 6', [-0.3477921, 0.5043372, 1.0]], ['2, k, 7', [-0.343601, 0.5662047, 1.0]], ['2, k, 8', [-0.005060972, 0.4767765, 1.0]], ['2, k, 9', [0.03478564, 0.2416463, 1.0]], ['2, k, 10', [0.03421053, 0.06176535, 1.0]], ['2, k, 11', [0.01804714, 0.01395253, 1.0]], ['2, k, 12', [-0.2288603, 0.05866133, 1.0]], ['2, k, 13', [-0.21567, -0.2553307, 1.0]], ['2, k, 14', [-0.2142307, -0.5657985, 1.0]], ['2, k, 15', [-0.2099443, -0.6361024, 1.0]], ['2, k, 16', [-0.1020622, 0.05774397, 1.0]], ['2, k, 17', [-0.1128108, -0.258313, 1.0]], ['2, k, 18', [-0.1084821, -0.5319834, 1.0]], ['2, k, 19', [-0.0945534, -0.5785241, 1.0]], ['2, k, 20', [-0.1758222, 0.5278089, 1.0]], ['2, k, 21', [-0.3286261, 0.6228604, 1.0]], ['2, k, 22', [-0.3036129, 0.565262, 1.0]], ['2, k, 23', [0.0211228, -0.04543576, 1.0]], ['2, k, 24', [-0.01210728, 0.01703141, 1.0]]]
[['2, k, 0', [-0.1673772, 0.05891995, 1.0]], ['2, k, 1', [-0.1726421, 0.3295281, 1.0]], ['2, k, 2', [-0.1775284, 0.5929607, 1.0]], ['2, k, 3', [-0.1680057, 0.7312405, 1.0]], ['2, k, 4', [-0.3038457, 0.47155, 1.0]], ['2, k, 5', [-0.3897634, 0.3062477, 1.0]], ['2, k, 6', [-0.344185, 0.510806, 1.0]], ['2, k, 7', [-0.3368399, 0.5804682, 1.0]], ['2, k, 8', [-0.005329479, 0.4767962, 1.0]], ['2, k, 9', [0.03484359, 0.2415931, 1.0]], ['2, k, 10', [0.03468739, 0.06156543, 1.0]], ['2, k, 11', [0.02019759, 0.015498, 1.0]], ['2, k, 12', [-0.2288307, 0.05872137, 1.0]], ['2, k, 13', [-0.2135169, -0.2551485, 1.0]], ['2, k, 14', [-0.2179196, -0.5608604, 1.0]], ['2, k, 15', [-0.2098293, -0.6335665, 1.0]], ['2, k, 16', [-0.1020577, 0.05777634, 1.0]], ['2, k, 17', [-0.1125331, -0.2585459, 1.0]], ['2, k, 18', [-0.107598, -0.5318635, 1.0]], ['2, k, 19', [-0.09293326, -0.5783802, 1.0]], ['2, k, 20', [-0.1763783, 0.528132, 1.0]], ['2, k, 21', [-0.3235913, 0.6389337, 1.0]], ['2, k, 22', [-0.2900383, 0.5772581, 1.0]], ['2, k, 23', [0.02174875, -0.04042053, 1.0]], ['2, k, 24', [-0.01067488, -0.007744899, 1.0]]]
[['2, k, 0', [-0.1670013, 0.05895179, 1.0]], ['2, k, 1', [-0.1726424, 0.3294745, 1.0]], ['2, k, 2', [-0.1777959, 0.5927892, 1.0]], ['2, k, 3', [-0.1680278, 0.7312251, 1.0]], ['2, k, 4', [-0.3030007, 0.4709969, 1.0]], ['2, k, 5', [-0.3920251, 0.3116993, 1.0]], ['2, k, 6', [-0.3357123, 0.5329963, 1.0]], ['2, k, 7', [-0.3312668, 0.5958591, 1.0]], ['2, k, 8', [-0.0057128, 0.4776732, 1.0]], ['2, k, 9', [0.03501326, 0.242724, 1.0]], ['2, k, 10', [0.03479967, 0.06269141, 1.0]], ['2, k, 11', [0.01971471, 0.01341211, 1.0]], ['2, k, 12', [-0.2283644, 0.05873611, 1.0]], ['2, k, 13', [-0.2165997, -0.2553108, 1.0]], ['2, k, 14', [-0.2179591, -0.5611706, 1.0]], ['2, k, 15', [-0.2081304, -0.6325319, 1.0]], ['2, k, 16', [-0.1017657, 0.05781764, 1.0]], ['2, k, 17', [-0.1151324, -0.258592, 1.0]], ['2, k, 18', [-0.1093191, -0.5681514, 1.0]], ['2, k, 19', [-0.1074537, -0.6403918, 1.0]], ['2, k, 20', [-0.1765597, 0.5280001, 1.0]], ['2, k, 21', [-0.3164868, 0.6568296, 1.0]], ['2, k, 22', [-0.2882451, 0.5837077, 1.0]], ['2, k, 23', [0.01741128, -0.05495311, 1.0]], ['2, k, 24', [-0.01279005, -0.008800387, 1.0]]]
[['2, k, 0', [-0.1668036, 0.05893395, 1.0]], ['2, k, 1', [-0.1713341, 0.3294654, 1.0]], ['2, k, 2', [-0.1741858, 0.5928844, 1.0]], ['2, k, 3', [-0.168059, 0.7309824, 1.0]], ['2, k, 4', [-0.3025954, 0.470599, 1.0]], ['2, k, 5', [-0.3931111, 0.314517, 1.0]], ['2, k, 6', [-0.3290298, 0.5567802, 1.0]], ['2, k, 7', [-0.3113416, 0.6267233, 1.0]], ['2, k, 8', [-0.01208182, 0.4788977, 1.0]], ['2, k, 9', [0.03509302, 0.2430473, 1.0]], ['2, k, 10', [0.03479803, 0.06304488, 1.0]], ['2, k, 11', [0.01990603, 0.01136501, 1.0]], ['2, k, 12', [-0.2281553, 0.05875123, 1.0]], ['2, k, 13', [-0.2150018, -0.255309, 1.0]], ['2, k, 14', [-0.2182384, -0.5606279, 1.0]], ['2, k, 15', [-0.2082061, -0.6324669, 1.0]], ['2, k, 16', [-0.1015857, 0.0577748, 1.0]], ['2, k, 17', [-0.115503, -0.2587087, 1.0]], ['2, k, 18', [-0.1087336, -0.5680324, 1.0]], ['2, k, 19', [-0.1113214, -0.6353805, 1.0]], ['2, k, 20', [-0.1736732, 0.528052, 1.0]], ['2, k, 21', [-0.3025659, 0.6705956, 1.0]], ['2, k, 22', [-0.2703907, 0.6079712, 1.0]], ['2, k, 23', [0.01675935, -0.06304531, 1.0]], ['2, k, 24', [-0.008559973, 0.01771005, 1.0]]]
[['2, k, 0', [-0.1665225, 0.05912559, 1.0]], ['2, k, 1', [-0.1728116, 0.3308139, 1.0]], ['2, k, 2', [-0.181722, 0.5977301, 1.0]], ['2, k, 3', [-0.1681322, 0.7307953, 1.0]], ['2, k, 4', [-0.3020543, 0.4713494, 1.0]], ['2, k, 5', [-0.3931355, 0.3158473, 1.0]], ['2, k, 6', [-0.330033, 0.5526855, 1.0]], ['2, k, 7', [-0.3204231, 0.6076381, 1.0]], ['2, k, 8', [-0.01229842, 0.4787206, 1.0]], ['2, k, 9', [0.03515336, 0.2437042, 1.0]], ['2, k, 10', [0.03496396, 0.06364501, 1.0]], ['2, k, 11', [0.02175663, 0.01429891, 1.0]], ['2, k, 12', [-0.2278326, 0.05911293, 1.0]], ['2, k, 13', [-0.2194574, -0.2551148, 1.0]], ['2, k, 14', [-0.2184708, -0.5285468, 1.0]], ['2, k, 15', [-0.2020655, -0.5752111, 1.0]], ['2, k, 16', [-0.1013493, 0.05783606, 1.0]], ['2, k, 17', [-0.1140834, -0.2586665, 1.0]], ['2, k, 18', [-0.1079623, -0.5679756, 1.0]], ['2, k, 19', [-0.1121168, -0.6350979, 1.0]], ['2, k, 20', [-0.1791969, 0.5317917, 1.0]], ['2, k, 21', [-0.2954715, 0.6718842, 1.0]], ['2, k, 22', [-0.2777396, 0.5878173, 1.0]], ['2, k, 23', [0.01737016, -0.04730837, 1.0]], ['2, k, 24', [-0.004060691, 0.02224158, 1.0]]]
[['2, k, 0', [-0.1662658, 0.05956136, 1.0]], ['2, k, 1', [-0.1732768, 0.3312499, 1.0]], ['2, k, 2', [-0.1828209, 0.5979149, 1.0]], ['2, k, 3', [-0.1682996, 0.7299641, 1.0]], ['2, k, 4', [-0.3023412, 0.4723698, 1.0]], ['2, k, 5', [-0.3924689, 0.3164626, 1.0]], ['2, k, 6', [-0.3318029, 0.5478665, 1.0]], ['2, k, 7', [-0.3249614, 0.5925161, 1.0]], ['2, k, 8', [-0.01252415, 0.4790301, 1.0]], ['2, k, 9', [0.03532573, 0.244776, 1.0]], ['2, k, 10', [0.03660722, 0.06501517, 1.0]], ['2, k, 11', [0.01886394, 0.009165381, 1.0]], ['2, k, 12', [-0.2274152, 0.05993247, 1.0]], ['2, k, 13', [-0.2192581, -0.254208, 1.0]], ['2, k, 14', [-0.2172125, -0.5600223, 1.0]], ['2, k, 15', [-0.2068098, -0.6300676, 1.0]], ['2, k, 16', [-0.1012114, 0.05801629, 1.0]], ['2, k, 17', [-0.1152005, -0.2584095, 1.0]], ['2, k, 18', [-0.1079458, -0.5683855, 1.0]], ['2, k, 19', [-0.1118273, -0.6355765, 1.0]], ['2, k, 20', [-0.1802145, 0.5321011, 1.0]], ['2, k, 21', [-0.2813332, 0.6583717, 1.0]], ['2, k, 22', [-0.2822379, 0.5813511, 1.0]], ['2, k, 23', [0.01166791, -0.03350073, 1.0]], ['2, k, 24', [-0.01254162, -0.01146717, 1.0]]]
[['2, k, 0', [-0.165491, 0.06006617, 1.0]], ['2, k, 1', [-0.1739487, 0.3317544, 1.0]], ['2, k, 2', [-0.1858413, 0.5984167, 1.0]], ['2, k, 3', [-0.1682606, 0.7298988, 1.0]], ['2, k, 4', [-0.3023917, 0.4733086, 1.0]], ['2, k, 5', [-0.3924158, 0.3172855, 1.0]], ['2, k, 6', [-0.3390394, 0.5179557, 1.0]], ['2, k, 7', [-0.3357589, 0.5728786, 1.0]], ['2, k, 8', [-0.01213415, 0.4792743, 1.0]], ['2, k, 9', [0.03545731, 0.2449224, 1.0]], ['2, k, 10', [0.03633512, 0.06518046, 1.0]], ['2, k, 11', [0.02129552, 0.0150009, 1.0]], ['2, k, 12', [-0.2265518, 0.06043046, 1.0]], ['2, k, 13', [-0.2196136, -0.2536456, 1.0]], ['2, k, 14', [-0.2170484, -0.561148, 1.0]], ['2, k, 15', [-0.2071811, -0.6315132, 1.0]], ['2, k, 16', [-0.1005307, 0.05849303, 1.0]], ['2, k, 17', [-0.1145869, -0.2579617, 1.0]], ['2, k, 18', [-0.1073979, -0.5709837, 1.0]], ['2, k, 19', [-0.1124515, -0.6373059, 1.0]], ['2, k, 20', [-0.1826238, 0.5326896, 1.0]], ['2, k, 21', [-0.3089771, 0.6222138, 1.0]], ['2, k, 22', [-0.2946591, 0.5637805, 1.0]], ['2, k, 23', [0.02923049, -0.04036764, 1.0]], ['2, k, 24', [-0.006667431, 0.01857599, 1.0]]]
[['2, k, 0', [-0.1654875, 0.06040389, 1.0]], ['2, k, 1', [-0.1742501, 0.3319571, 1.0]], ['2, k, 2', [-0.186094, 0.598281, 1.0]], ['2, k, 3', [-0.1682478, 0.72985, 1.0]], ['2, k, 4', [-0.3038442, 0.4778032, 1.0]], ['2, k, 5', [-0.389926, 0.3185109, 1.0]], ['2, k, 6', [-0.338801, 0.5290279, 1.0]], ['2, k, 7', [-0.3346834, 0.5746185, 1.0]], ['2, k, 8', [-0.01170255, 0.4794163, 1.0]], ['2, k, 9', [0.03587576, 0.2447972, 1.0]], ['2, k, 10', [0.03648541, 0.0650666, 1.0]], ['2, k, 11', [0.02236032, 0.01301636, 1.0]], ['2, k, 12', [-0.2264736, 0.06082875, 1.0]], ['2, k, 13', [-0.2206074, -0.2532774, 1.0]], ['2, k, 14', [-0.2167183, -0.5266677, 1.0]], ['2, k, 15', [-0.1979188, -0.5732479, 1.0]], ['2, k, 16', [-0.1005968, 0.0588143, 1.0]], ['2, k, 17', [-0.115454, -0.2575577, 1.0]], ['2, k, 18', [-0.1064908, -0.565371, 1.0]], ['2, k, 19', [-0.115147, -0.6361719, 1.0]], ['2, k, 20', [-0.1829189, 0.5326516, 1.0]], ['2, k, 21', [-0.3025536, 0.6029827, 1.0]], ['2, k, 22', [-0.2763643, 0.5853949, 1.0]], ['2, k, 23', [0.01423688, -0.05547083, 1.0]], ['2, k, 24', [-0.008879135, 0.007710288, 1.0]]]
[['2, k, 0', [-0.1650018, 0.06113072, 1.0]], ['2, k, 1', [-0.1742468, 0.33204, 1.0]], ['2, k, 2', [-0.185992, 0.598034, 1.0]], ['2, k, 3', [-0.1682272, 0.7297708, 1.0]], ['2, k, 4', [-0.3037629, 0.4792899, 1.0]], ['2, k, 5', [-0.3890539, 0.3194065, 1.0]], ['2, k, 6', [-0.3396532, 0.5230547, 1.0]], ['2, k, 7', [-0.3338267, 0.5682879, 1.0]], ['2, k, 8', [-0.01127653, 0.4792574, 1.0]], ['2, k, 9', [0.03604086, 0.2446372, 1.0]], ['2, k, 10', [0.03628542, 0.06486666, 1.0]], ['2, k, 11', [0.02175599, 0.0127122, 1.0]], ['2, k, 12', [-0.2260226, 0.06167544, 1.0]], ['2, k, 13', [-0.2191955, -0.2525027, 1.0]], ['2, k, 14', [-0.2160127, -0.5607879, 1.0]], ['2, k, 15', [-0.2047534, -0.6312807, 1.0]], ['2, k, 16', [-0.1001292, 0.05936071, 1.0]], ['2, k, 17', [-0.1150374, -0.2569202, 1.0]], ['2, k, 18', [-0.1073361, -0.5652686, 1.0]], ['2, k, 19', [-0.1145383, -0.6360719, 1.0]], ['2, k, 20', [-0.1828918, 0.5325661, 1.0]], ['2, k, 21', [-0.3005266, 0.5971146, 1.0]], ['2, k, 22', [-0.3853226, 0.5874852, 1.0]], ['2, k, 23', [0.02867137, -0.05490614, 1.0]], ['2, k, 24', [-0.00573069, -0.00279835, 1.0]]]
