[['2, k, 0', [-15.87209, 87.06152, 1.0]], ['2, k, 1', [-13.512032128898682, 117.34625580504986, 1.0]], ['2, k, 2', [-11.675329661070123, 140.24704953273192, 1.0]], ['2, k, 3', [-11.136407148230518, 146.75281658328777, 1.0]], ['2, k, 4', [5.026013865725828, 134.2778517884199, 1.0]], ['2, k, 5', [17.53407527267953, 110.05696692681747, 1.0]], ['2, k, 6', [22.172302529461465, 86.21939904511929, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-31.205936762942088, 135.54879328278702, 1.0]], ['2, k, 9', [-34.79280041177527, 103.96040753136532, 1.0]], ['2, k, 10', [-34.769789531707964, 80.91015687991829, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-10.745933256434022, 87.1232967502892, 1.0]], ['2, k, 13', [-2.632592769475007, 47.632358539515664, 1.0]], ['2, k, 14', [2.374337827287879, 11.939012108225668, 1.0]], ['2, k, 15', [-4.438593304912739, 8.665858020162021, 1.0]], ['2, k, 16', [-20.602054789933852, 86.78670174824936, 1.0]], ['2, k, 17', [-13.416710004974977, 46.322768573698696, 1.0]], ['2, k, 18', [-3.646407774088452, 10.967317544802768, 1.0]], ['2, k, 19', [-5.505298510368329, 3.8291301670954434, 1.0]], ['2, k, 20', [-11.675329661070123, 140.24704953273192, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-13.901278000000001, 85.707702, 1.0]], ['2, k, 1', [-13.193966524835119, 116.32740373996204, 1.0]], ['2, k, 2', [-12.68658889279784, 139.41495723817198, 1.0]], ['2, k, 3', [-12.533621108697385, 145.97723651319336, 1.0]], ['2, k, 4', [3.5218175428624843, 133.81415632848174, 1.0]], ['2, k, 5', [16.571858436849162, 109.5660016904587, 1.0]], ['2, k, 6', [19.907104323924077, 85.40716260478675, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.12547702215587, 132.62190526447583, 1.0]], ['2, k, 9', [-36.76833907302941, 101.83159513002504, 1.0]], ['2, k, 10', [-37.71204827749406, 79.08317775969651, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-7.923096510865795, 86.22455111315826, 1.0]], ['2, k, 13', [-2.6822805302211226, 48.151186466503525, 1.0]], ['2, k, 14', [2.102968996715198, 11.798587730453768, 1.0]], ['2, k, 15', [-3.8964070778910083, 7.757853323558984, 1.0]], ['2, k, 16', [-19.586648068992233, 85.04552245518751, 1.0]], ['2, k, 17', [-13.153321938077038, 45.09025480981758, 1.0]], ['2, k, 18', [-3.1637000110868385, 11.119031131043279, 1.0]], ['2, k, 19', [-6.73982003183248, 4.386594220751304, 1.0]], ['2, k, 20', [-12.68658889279784, 139.41495723817198, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.08444, 85.72448999999999, 1.0]], ['2, k, 1', [-13.33799716640339, 116.33383624655502, 1.0]], ['2, k, 2', [-12.813843396600117, 139.42483983854615, 1.0]], ['2, k, 3', [-12.654414586136154, 145.99308471016008, 1.0]], ['2, k, 4', [3.4257232199006005, 133.80129664602802, 1.0]], ['2, k, 5', [16.34449179297559, 109.60929245204352, 1.0]], ['2, k, 6', [19.597987536456984, 85.42619681742917, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.183271585198334, 132.90717266952115, 1.0]], ['2, k, 9', [-36.71407704821077, 102.065351156998, 1.0]], ['2, k, 10', [-37.63799603476759, 79.30957487029471, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.120303084857529, 86.22887438397925, 1.0]], ['2, k, 13', [-2.785560630278047, 48.0960061104445, 1.0]], ['2, k, 14', [2.0606435104087737, 11.877613421561215, 1.0]], ['2, k, 15', [-4.107625447938312, 7.516122360981789, 1.0]], ['2, k, 16', [-19.731996880423704, 85.06289397023248, 1.0]], ['2, k, 17', [-13.282869065681307, 45.05209743061576, 1.0]], ['2, k, 18', [-3.30249523269355, 11.111975214632764, 1.0]], ['2, k, 19', [-6.671151507262795, 4.7770373106041335, 1.0]], ['2, k, 20', [-12.813843396600117, 139.42483983854615, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.326830000000001, 85.701194, 1.0]], ['2, k, 1', [-13.541429895677814, 116.33048056251769, 1.0]], ['2, k, 2', [-13.00026046598474, 139.43185313233263, 1.0]], ['2, k, 3', [-12.834536163366336, 146.0057392679242, 1.0]], ['2, k, 4', [3.2549236679140545, 133.7871731552375, 1.0]], ['2, k, 5', [16.00547878629348, 109.73302962730659, 1.0]], ['2, k, 6', [19.174058754653537, 85.52179406556994, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.069285135415257, 133.15714163170122, 1.0]], ['2, k, 9', [-36.48778603958358, 102.32531121525014, 1.0]], ['2, k, 10', [-37.39442464236368, 79.56101000313758, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.38541974572812, 86.1836215144991, 1.0]], ['2, k, 13', [-2.9584094836687083, 48.04909406783532, 1.0]], ['2, k, 14', [1.9301864188205835, 11.869276174776623, 1.0]], ['2, k, 15', [-4.682841224735521, 7.225057572277085, 1.0]], ['2, k, 16', [-20.020928665743412, 85.02749447987375, 1.0]], ['2, k, 17', [-13.564490076935536, 45.02996053524186, 1.0]], ['2, k, 18', [-3.5715413152935547, 11.065717296155796, 1.0]], ['2, k, 19', [-6.730710041013159, 5.145205740301676, 1.0]], ['2, k, 20', [-13.00026046598474, 139.43185313233263, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.543306000000001, 85.686948, 1.0]], ['2, k, 1', [-13.718375108115444, 116.33121939501201, 1.0]], ['2, k, 2', [-13.157370226609892, 139.44201785618213, 1.0]], ['2, k, 3', [-12.984364216697017, 146.01964518347572, 1.0]], ['2, k, 4', [3.105835750013389, 133.78068236193042, 1.0]], ['2, k, 5', [15.693884235747293, 109.86026246574227, 1.0]], ['2, k, 6', [18.779150742771442, 85.58166629987329, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.119514626703726, 133.2925795076242, 1.0]], ['2, k, 9', [-36.46118629372377, 102.44284196889423, 1.0]], ['2, k, 10', [-37.372716877287665, 79.67394182034253, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.620482044711956, 86.14288426676794, 1.0]], ['2, k, 13', [-3.109915162621256, 48.04406781693897, 1.0]], ['2, k, 14', [1.749316496103214, 11.8812171396061, 1.0]], ['2, k, 15', [-4.750840394410365, 7.485518438168048, 1.0]], ['2, k, 16', [-20.283098663799663, 85.02167313700727, 1.0]], ['2, k, 17', [-13.816614485371744, 45.009455944847765, 1.0]], ['2, k, 18', [-3.815646766689852, 11.032188371012523, 1.0]], ['2, k, 19', [-6.619075282282484, 5.359578527062398, 1.0]], ['2, k, 20', [-13.157370226609892, 139.44201785618213, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.720765999999998, 85.700028, 1.0]], ['2, k, 1', [-13.856569301633302, 116.34342682687151, 1.0]], ['2, k, 2', [-13.274713876255802, 139.46247579596664, 1.0]], ['2, k, 3', [-13.094120086359956, 146.04355973482487, 1.0]], ['2, k, 4', [2.9961109904439294, 133.78866240898293, 1.0]], ['2, k, 5', [15.422023251386298, 110.0113025729722, 1.0]], ['2, k, 6', [18.418276486270788, 85.6791309560367, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.16575487394271, 133.41016384088164, 1.0]], ['2, k, 9', [-36.459995919834704, 102.54721754671712, 1.0]], ['2, k, 10', [-37.347067144081024, 79.77759630209536, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.818027933796971, 86.13059702045918, 1.0]], ['2, k, 13', [-3.2189918356254497, 48.03944864678815, 1.0]], ['2, k, 14', [1.6862744086810277, 11.879509890454472, 1.0]], ['2, k, 15', [-4.877089862408918, 7.198961684633191, 1.0]], ['2, k, 16', [-20.49403124680727, 85.0553287198751, 1.0]], ['2, k, 17', [-14.022894466890664, 45.05106045989196, 1.0]], ['2, k, 18', [-4.0026456851617205, 11.0189274774702, 1.0]], ['2, k, 19', [-6.642365830343856, 5.192675269111944, 1.0]], ['2, k, 20', [-13.274713876255802, 139.46247579596664, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.856852, 85.70521, 1.0]], ['2, k, 1', [-13.952173332630876, 116.35211709241347, 1.0]], ['2, k, 2', [-13.348554134931087, 139.48066847768538, 1.0]], ['2, k, 3', [-13.160244179320799, 146.06505224422176, 1.0]], ['2, k, 4', [2.9268451084328557, 133.79547912750851, 1.0]], ['2, k, 5', [15.175082725753233, 110.19481558944034, 1.0]], ['2, k, 6', [18.092927917937935, 85.81048728214907, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.16270548643797, 133.59892498836507, 1.0]], ['2, k, 9', [-36.38556420910835, 102.72619918869937, 1.0]], ['2, k, 10', [-37.23947577971387, 79.94669306979871, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.989482741656971, 86.0999028269424, 1.0]], ['2, k, 13', [-3.3044862077861605, 48.03676111334671, 1.0]], ['2, k, 14', [1.641313581151774, 11.89171227463494, 1.0]], ['2, k, 15', [-4.965643613470569, 7.175116579868704, 1.0]], ['2, k, 16', [-20.65446042340809, 85.09583163366284, 1.0]], ['2, k, 17', [-14.168552083008263, 45.09552039603279, 1.0]], ['2, k, 18', [-4.138848120373796, 11.013895667891816, 1.0]], ['2, k, 19', [-6.632990777969484, 5.002789850264017, 1.0]], ['2, k, 20', [-13.348554134931087, 139.48066847768538, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.878636, 85.69080799999999, 1.0]], ['2, k, 1', [-13.932985484436273, 116.35504941477133, 1.0]], ['2, k, 2', [-13.306918455377582, 139.49390845288832, 1.0]], ['2, k, 3', [-13.110782162297149, 146.07963573776888, 1.0]], ['2, k, 4', [2.974920870726198, 133.7974817242457, 1.0]], ['2, k, 5', [15.052605861688917, 110.3569251314208, 1.0]], ['2, k, 6', [17.896191889357823, 85.97513312138551, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.270853988738693, 133.73205788597934, 1.0]], ['2, k, 9', [-36.43987890201184, 102.83238226975442, 1.0]], ['2, k, 10', [-37.279959897597095, 80.03963423688315, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-9.00432510401414, 86.03551207674703, 1.0]], ['2, k, 13', [-3.2366917319342248, 48.023131122838535, 1.0]], ['2, k, 14', [1.753055042942762, 11.86760740522221, 1.0]], ['2, k, 15', [-4.880663556265227, 7.165710628151578, 1.0]], ['2, k, 16', [-20.6862615476641, 85.15727120962202, 1.0]], ['2, k, 17', [-14.184761499532954, 45.160051786589364, 1.0]], ['2, k, 18', [-4.137135881036359, 10.999309013165998, 1.0]], ['2, k, 19', [-6.493794303310333, 4.83121620508791, 1.0]], ['2, k, 20', [-13.306918455377582, 139.49390845288832, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.850438, 85.764618, 1.0]], ['2, k, 1', [-13.863189490658637, 116.38196288874619, 1.0]], ['2, k, 2', [-13.212957314959581, 139.51253703550353, 1.0]], ['2, k, 3', [-13.008729988265493, 146.0959248278744, 1.0]], ['2, k, 4', [3.086871780373853, 133.80584437184675, 1.0]], ['2, k, 5', [15.043676086204645, 110.43367175278306, 1.0]], ['2, k, 6', [17.813147383064056, 86.11816021436576, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.566044373977313, 133.87935359659463, 1.0]], ['2, k, 9', [-36.71002278960179, 102.89523076282029, 1.0]], ['2, k, 10', [-37.53478798210292, 80.08798593282894, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.968350141755009, 86.06934375556914, 1.0]], ['2, k, 13', [-3.1000456893193995, 48.00174783823575, 1.0]], ['2, k, 14', [1.9280591870018862, 11.845284189611007, 1.0]], ['2, k, 15', [-4.708114300981043, 7.166170333135979, 1.0]], ['2, k, 16', [-20.556417008169888, 85.34031931100307, 1.0]], ['2, k, 17', [-14.020325099438342, 45.24153096093455, 1.0]], ['2, k, 18', [-3.9588814108222863, 11.022341601022333, 1.0]], ['2, k, 19', [-6.337391165467681, 4.821384992846685, 1.0]], ['2, k, 20', [-13.212957314959581, 139.51253703550353, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.812149999999999, 85.85428999999999, 1.0]], ['2, k, 1', [-13.778820309185852, 116.41609382327452, 1.0]], ['2, k, 2', [-13.102567469278723, 139.53144349977433, 1.0]], ['2, k, 3', [-12.89013176728996, 146.11091544458372, 1.0]], ['2, k, 4', [3.2049126601397653, 133.81549924702932, 1.0]], ['2, k, 5', [15.059098288003824, 110.48686182714499, 1.0]], ['2, k, 6', [17.755489641608857, 86.33958529117007, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.664289489395983, 134.02746734532553, 1.0]], ['2, k, 9', [-36.77392975053076, 102.99268464745577, 1.0]], ['2, k, 10', [-37.57834657815809, 80.16879361226495, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.946512151799736, 86.11956994603608, 1.0]], ['2, k, 13', [-2.96986935875319, 47.982909605885084, 1.0]], ['2, k, 14', [2.102607775678858, 11.833954342545574, 1.0]], ['2, k, 15', [-4.549732103375583, 7.168450504877829, 1.0]], ['2, k, 16', [-20.402512346636385, 85.52510458760808, 1.0]], ['2, k, 17', [-13.822358207449966, 45.32252809617777, 1.0]], ['2, k, 18', [-3.7422884186762335, 11.046230322287869, 1.0]], ['2, k, 19', [-6.153410907666633, 4.842081339830378, 1.0]], ['2, k, 20', [-13.102567469278723, 139.53144349977433, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.769715999999999, 85.967798, 1.0]], ['2, k, 1', [-13.688170463736505, 116.46460779844435, 1.0]], ['2, k, 2', [-12.983803580238305, 139.55666915928552, 1.0]], ['2, k, 3', [-12.762847447674229, 146.13018261417895, 1.0]], ['2, k, 4', [3.326365562897255, 133.83359938259358, 1.0]], ['2, k, 5', [15.108941824112966, 110.51151309066655, 1.0]], ['2, k, 6', [17.74266045884101, 86.49652056570991, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.765765268037924, 134.16635851532538, 1.0]], ['2, k, 9', [-36.84560395097757, 103.08295006793296, 1.0]], ['2, k, 10', [-37.62357552476455, 80.24243819801767, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.90905394383909, 86.18382482461173, 1.0]], ['2, k, 13', [-2.8199700156534515, 47.96197922016856, 1.0]], ['2, k, 14', [2.2916772985095104, 11.833139317796899, 1.0]], ['2, k, 15', [-4.327893609459098, 7.208897248006459, 1.0]], ['2, k, 16', [-20.216587668652277, 85.7430235204266, 1.0]], ['2, k, 17', [-13.585602121132816, 45.446324050388355, 1.0]], ['2, k, 18', [-3.4726209120977867, 11.071404750600884, 1.0]], ['2, k, 19', [-5.898423735287237, 4.851888851688706, 1.0]], ['2, k, 20', [-12.983803580238305, 139.55666915928552, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.730841999999999, 86.106864, 1.0]], ['2, k, 1', [-13.586740259777493, 116.53090047570518, 1.0]], ['2, k, 2', [-12.844525583536074, 139.59292410577936, 1.0]], ['2, k, 3', [-12.613058633479243, 146.15866555889218, 1.0]], ['2, k, 4', [3.465010147558232, 133.86561532217493, 1.0]], ['2, k, 5', [15.22074535634095, 110.50360285011443, 1.0]], ['2, k, 6', [17.788365513003022, 86.59083946062056, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.83146602074457, 134.14150851162728, 1.0]], ['2, k, 9', [-37.09301651709832, 103.04660770626602, 1.0]], ['2, k, 10', [-37.918147613053016, 80.18250999583323, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.85851596923166, 86.27421474628484, 1.0]], ['2, k, 13', [-2.660687160230353, 47.915658524725195, 1.0]], ['2, k, 14', [2.4515810830111127, 11.913089331202322, 1.0]], ['2, k, 15', [-3.801007914170807, 7.566281902156601, 1.0]], ['2, k, 16', [-20.031509118310566, 85.9769392665458, 1.0]], ['2, k, 17', [-13.313015484951677, 45.596039244091386, 1.0]], ['2, k, 18', [-3.1476363509283924, 11.114219816248472, 1.0]], ['2, k, 19', [-5.434627086805579, 4.729379571606794, 1.0]], ['2, k, 20', [-12.844525583536074, 139.59292410577936, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.710422, 86.228298, 1.0]], ['2, k, 1', [-13.505065893456102, 116.59211672412869, 1.0]], ['2, k, 2', [-12.724762327813067, 139.62750831629225, 1.0]], ['2, k, 3', [-12.483107683329719, 146.18664846404042, 1.0]], ['2, k, 4', [3.5670391451104777, 133.89800243177132, 1.0]], ['2, k, 5', [15.310838913616402, 110.49963073828658, 1.0]], ['2, k, 6', [17.84663766468391, 86.6521517020388, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.77308746871802, 134.08834540648425, 1.0]], ['2, k, 9', [-37.093915390790805, 102.99301740208143, 1.0]], ['2, k, 10', [-37.94799560827783, 80.10814657663155, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.853374790010612, 86.36186378356403, 1.0]], ['2, k, 13', [-2.5599774312060566, 47.87175529526948, 1.0]], ['2, k, 14', [2.496653785896692, 12.003169010228838, 1.0]], ['2, k, 15', [-3.6231547336546006, 8.004500794982697, 1.0]], ['2, k, 16', [-19.914533928620383, 86.15340350230532, 1.0]], ['2, k, 17', [-13.10877990137039, 45.72219398568424, 1.0]], ['2, k, 18', [-2.9086485497904526, 11.201497889285513, 1.0]], ['2, k, 19', [-5.048531923344234, 4.646244643761822, 1.0]], ['2, k, 20', [-12.724762327813067, 139.62750831629225, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.689936, 86.322192, 1.0]], ['2, k, 1', [-13.436002602742331, 116.64919746834101, 1.0]], ['2, k, 2', [-12.62077864133541, 139.66543228526785, 1.0]], ['2, k, 3', [-12.370240016184566, 146.2190269203782, 1.0]], ['2, k, 4', [3.6583750409971607, 133.9302502297861, 1.0]], ['2, k, 5', [15.379594498995406, 110.53127839153649, 1.0]], ['2, k, 6', [17.92518152022026, 86.68766203822558, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.733011888813355, 134.05591513326524, 1.0]], ['2, k, 9', [-37.07343152564131, 102.95557331285, 1.0]], ['2, k, 10', [-37.892744029233086, 80.06616367948992, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.866801706765582, 86.42912214515943, 1.0]], ['2, k, 13', [-2.50968455783441, 47.82225017004857, 1.0]], ['2, k, 14', [2.507406286645147, 12.02785021472603, 1.0]], ['2, k, 15', [-3.570009821801781, 8.104033711389274, 1.0]], ['2, k, 16', [-19.816224700127563, 86.27604546219662, 1.0]], ['2, k, 17', [-12.950210104372008, 45.8291512007254, 1.0]], ['2, k, 18', [-2.7271206541715056, 11.277826245769617, 1.0]], ['2, k, 19', [-4.716919875249662, 4.556107343989234, 1.0]], ['2, k, 20', [-12.62077864133541, 139.66543228526785, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.691694000000002, 86.405698, 1.0]], ['2, k, 1', [-13.402278799410537, 116.7019979109746, 1.0]], ['2, k, 2', [-12.558227602855581, 139.70154760792275, 1.0]], ['2, k, 3', [-12.301066391278654, 146.25087270018182, 1.0]], ['2, k, 4', [3.7227617433682223, 133.95992724840673, 1.0]], ['2, k, 5', [15.448991536152812, 110.57496260270085, 1.0]], ['2, k, 6', [18.030005904305938, 86.68093106631147, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.750001303259218, 134.02598390939664, 1.0]], ['2, k, 9', [-37.127516964713976, 102.92962126421767, 1.0]], ['2, k, 10', [-37.91418469474878, 80.03816992377507, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.882180253552004, 86.49395474843023, 1.0]], ['2, k, 13', [-2.4778715343432145, 47.75924096447147, 1.0]], ['2, k, 14', [2.488007480146525, 12.154548964634039, 1.0]], ['2, k, 15', [-3.2533380192351693, 8.448740699203128, 1.0]], ['2, k, 16', [-19.75691070170303, 86.37715204644428, 1.0]], ['2, k, 17', [-12.847830833516873, 45.92772787613985, 1.0]], ['2, k, 18', [-2.606421992490789, 11.346296301239505, 1.0]], ['2, k, 19', [-4.599997972634792, 4.620237783967925, 1.0]], ['2, k, 20', [-12.558227602855581, 139.70154760792275, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.704975999999998, 86.455202, 1.0]], ['2, k, 1', [-13.399527947407021, 116.73612947842906, 1.0]], ['2, k, 2', [-12.532153343348758, 139.72537914902173, 1.0]], ['2, k, 3', [-12.270841092056335, 146.27193991041224, 1.0]], ['2, k, 4', [3.7487368369780985, 133.97827820238876, 1.0]], ['2, k, 5', [15.496349136946792, 110.61066462090736, 1.0]], ['2, k, 6', [18.13614925112001, 86.65737244296619, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.788158372947073, 133.9903507604558, 1.0]], ['2, k, 9', [-37.19518065611054, 102.90083053684454, 1.0]], ['2, k, 10', [-37.95170726635173, 80.0064245784821, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.921249301391832, 86.53917349847782, 1.0]], ['2, k, 13', [-2.49976998682157, 47.70312555040786, 1.0]], ['2, k, 14', [2.4347541334635485, 12.185908852850467, 1.0]], ['2, k, 15', [-3.3179715280567077, 8.478708935206763, 1.0]], ['2, k, 16', [-19.746571214893482, 86.41702230339328, 1.0]], ['2, k, 17', [-12.816544193165718, 45.963706719394935, 1.0]], ['2, k, 18', [-2.5748782785874678, 11.400429349976427, 1.0]], ['2, k, 19', [-4.607168302867574, 4.70919603769986, 1.0]], ['2, k, 20', [-12.532153343348758, 139.72537914902173, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-14.718709999999998, 86.481394, 1.0]], ['2, k, 1', [-13.432967730700232, 116.75553225872432, 1.0]], ['2, k, 2', [-12.552899292710272, 139.73860057866892, 1.0]], ['2, k, 3', [-12.291219034243907, 146.28354186897909, 1.0]], ['2, k, 4', [3.7294835302730345, 133.9859519375188, 1.0]], ['2, k, 5', [15.532285457298213, 110.60963264323783, 1.0]], ['2, k, 6', [18.256031929841054, 86.58960288977426, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.765621959634757, 133.92159427290696, 1.0]], ['2, k, 9', [-37.17992968957598, 102.84822997986188, 1.0]], ['2, k, 10', [-37.91162740876492, 79.95317516905759, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-8.953844677803637, 86.56908983619277, 1.0]], ['2, k, 13', [-2.5647030674577858, 47.667879159648386, 1.0]], ['2, k, 14', [2.363076089117399, 12.090006875101679, 1.0]], ['2, k, 15', [-3.728822138260603, 8.14088937030191, 1.0]], ['2, k, 16', [-19.74561241899875, 86.42810704887461, 1.0]], ['2, k, 17', [-12.827775316681574, 45.96583299239564, 1.0]], ['2, k, 18', [-2.6003312513157812, 11.444522123304608, 1.0]], ['2, k, 19', [-4.673663717147583, 4.736564279758959, 1.0]], ['2, k, 20', [-12.552899292710272, 139.73860057866892, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
