[['2, k, 0', [-0.247569, -0.50755, 1.0]], ['2, k, 1', [-0.237282, -0.171786, 1.0]], ['2, k, 2', [-0.225438, 0.153229, 1.0]], ['2, k, 3', [-0.211531, 0.311525, 1.0]], ['2, k, 4', [-0.40639, 0.0648962, 1.0]], ['2, k, 5', [-0.458328, -0.232873, 1.0]], ['2, k, 6', [-0.45939, -0.50073, 1.0]], ['2, k, 7', [-0.455301, -0.536708, 1.0]], ['2, k, 8', [-0.043025, 0.0390397, 1.0]], ['2, k, 9', [-0.0148046, -0.254191, 1.0]], ['2, k, 10', [-0.0109878, -0.513101, 1.0]], ['2, k, 11', [-0.0157, -0.577357, 1.0]], ['2, k, 12', [-0.326936, -0.495474, 1.0]], ['2, k, 13', [-0.385637, -0.877862, 1.0]], ['2, k, 14', [-0.439055, -1.29057, 1.0]], ['2, k, 15', [-0.455137, -1.33656, 1.0]], ['2, k, 16', [-0.161954, -0.507121, 1.0]], ['2, k, 17', [-0.139289, -0.885239, 1.0]], ['2, k, 18', [-0.108193, -1.26937, 1.0]], ['2, k, 19', [-0.128662, -1.3623, 1.0]], ['2, k, 20', [-0.228554, 0.073484, 1.0]], ['2, k, 21', [-0.446215, -0.601893, 1.0]], ['2, k, 22', [-0.485037, -0.539315, 1.0]], ['2, k, 23', [-0.0140781, -0.63963, 1.0]], ['2, k, 24', [0.0198109, -0.588259, 1.0]]]
[['2, k, 0', [-0.246521, -0.612353, 1.0]], ['2, k, 1', [-0.229568, -0.301816, 1.0]], ['2, k, 2', [-0.212508, -0.00236954, 1.0]], ['2, k, 3', [-0.203235, 0.139127, 1.0]], ['2, k, 4', [-0.385148, -0.0562025, 1.0]], ['2, k, 5', [-0.581391, -0.171334, 1.0]], ['2, k, 6', [-0.510971, -0.389381, 1.0]], ['2, k, 7', [-0.469025, -0.435302, 1.0]], ['2, k, 8', [-0.0413464, -0.0557867, 1.0]], ['2, k, 9', [0.133275, -0.223653, 1.0]], ['2, k, 10', [0.0147742, -0.413234, 1.0]], ['2, k, 11', [-0.0232427, -0.451305, 1.0]], ['2, k, 12', [-0.326346, -0.602608, 1.0]], ['2, k, 13', [-0.412389, -0.867174, 1.0]], ['2, k, 14', [-0.426422, -1.30205, 1.0]], ['2, k, 15', [-0.539517, -1.34333, 1.0]], ['2, k, 16', [-0.160675, -0.607134, 1.0]], ['2, k, 17', [-0.038556, -0.894724, 1.0]], ['2, k, 18', [-0.104038, -1.31865, 1.0]], ['2, k, 19', [0.0182737, -1.34905, 1.0]], ['2, k, 20', [-0.217077, -0.0752632, 1.0]], ['2, k, 21', [-0.450745, -0.522661, 1.0]], ['2, k, 22', [-0.526115, -0.443381, 1.0]], ['2, k, 23', [-0.0443384, -0.535401, 1.0]], ['2, k, 24', [-0.0796436, -0.426337, 1.0]]]
[['2, k, 0', [-0.246477, -0.622689, 1.0]], ['2, k, 1', [-0.232187, -0.321136, 1.0]], ['2, k, 2', [-0.21792, -0.0259344, 1.0]], ['2, k, 3', [-0.201956, 0.13132, 1.0]], ['2, k, 4', [-0.382755, -0.0800394, 1.0]], ['2, k, 5', [-0.582127, -0.178173, 1.0]], ['2, k, 6', [-0.52281, -0.391689, 1.0]], ['2, k, 7', [-0.469055, -0.455997, 1.0]], ['2, k, 8', [-0.043341, -0.0736988, 1.0]], ['2, k, 9', [0.136181, -0.22663, 1.0]], ['2, k, 10', [0.0517186, -0.436393, 1.0]], ['2, k, 11', [-0.00426248, -0.471964, 1.0]], ['2, k, 12', [-0.325813, -0.614555, 1.0]], ['2, k, 13', [-0.420228, -0.819081, 1.0]], ['2, k, 14', [-0.440329, -1.26903, 1.0]], ['2, k, 15', [-0.492432, -1.33301, 1.0]], ['2, k, 16', [-0.161041, -0.615873, 1.0]], ['2, k, 17', [0.0166724, -0.830043, 1.0]], ['2, k, 18', [-0.0497683, -1.28038, 1.0]], ['2, k, 19', [0.0273743, -1.35742, 1.0]], ['2, k, 20', [-0.221672, -0.0987605, 1.0]], ['2, k, 21', [-0.437572, -0.548242, 1.0]], ['2, k, 22', [-0.531402, -0.451396, 1.0]], ['2, k, 23', [-0.0350409, -0.563151, 1.0]], ['2, k, 24', [-0.0412264, -0.448584, 1.0]]]
[['2, k, 0', [-0.248857, -0.64327, 1.0]], ['2, k, 1', [-0.235309, -0.341478, 1.0]], ['2, k, 2', [-0.221211, -0.0455196, 1.0]], ['2, k, 3', [-0.20391, 0.0995433, 1.0]], ['2, k, 4', [-0.381592, -0.0962929, 1.0]], ['2, k, 5', [-0.579938, -0.191449, 1.0]], ['2, k, 6', [-0.516876, -0.414732, 1.0]], ['2, k, 7', [-0.473571, -0.463329, 1.0]], ['2, k, 8', [-0.0457801, -0.0946438, 1.0]], ['2, k, 9', [0.142302, -0.244131, 1.0]], ['2, k, 10', [0.0493001, -0.447695, 1.0]], ['2, k, 11', [-0.00663008, -0.484781, 1.0]], ['2, k, 12', [-0.329787, -0.634151, 1.0]], ['2, k, 13', [-0.418125, -0.820161, 1.0]], ['2, k, 14', [-0.439623, -1.26977, 1.0]], ['2, k, 15', [-0.48647, -1.33622, 1.0]], ['2, k, 16', [-0.161772, -0.63679, 1.0]], ['2, k, 17', [0.0160219, -0.833415, 1.0]], ['2, k, 18', [-0.0538128, -1.27941, 1.0]], ['2, k, 19', [0.0190939, -1.35536, 1.0]], ['2, k, 20', [-0.224909, -0.118682, 1.0]], ['2, k, 21', [-0.441614, -0.549935, 1.0]], ['2, k, 22', [-0.528059, -0.487214, 1.0]], ['2, k, 23', [-0.0377671, -0.573338, 1.0]], ['2, k, 24', [-0.0495811, -0.464412, 1.0]]]
[['2, k, 0', [-0.246998, -0.657691, 1.0]], ['2, k, 1', [-0.232697, -0.359614, 1.0]], ['2, k, 2', [-0.217536, -0.0660469, 1.0]], ['2, k, 3', [-0.205643, 0.080715, 1.0]], ['2, k, 4', [-0.381655, -0.112064, 1.0]], ['2, k, 5', [-0.57219, -0.212877, 1.0]], ['2, k, 6', [-0.491269, -0.463703, 1.0]], ['2, k, 7', [-0.452321, -0.505454, 1.0]], ['2, k, 8', [-0.0495007, -0.110152, 1.0]], ['2, k, 9', [0.142411, -0.255568, 1.0]], ['2, k, 10', [0.0486831, -0.457771, 1.0]], ['2, k, 11', [-0.00164186, -0.497672, 1.0]], ['2, k, 12', [-0.327989, -0.649082, 1.0]], ['2, k, 13', [-0.416823, -0.825258, 1.0]], ['2, k, 14', [-0.439474, -1.27147, 1.0]], ['2, k, 15', [-0.487514, -1.337, 1.0]], ['2, k, 16', [-0.15997, -0.65035, 1.0]], ['2, k, 17', [0.0183414, -0.837694, 1.0]], ['2, k, 18', [-0.0419155, -1.28895, 1.0]], ['2, k, 19', [0.0477549, -1.36671, 1.0]], ['2, k, 20', [-0.221501, -0.138868, 1.0]], ['2, k, 21', [-0.440091, -0.589432, 1.0]], ['2, k, 22', [-0.506707, -0.516244, 1.0]], ['2, k, 23', [-0.0350693, -0.58047, 1.0]], ['2, k, 24', [-0.0461749, -0.479158, 1.0]]]
[['2, k, 0', [-0.246319, -0.671517, 1.0]], ['2, k, 1', [-0.231487, -0.376035, 1.0]], ['2, k, 2', [-0.215523, -0.0863612, 1.0]], ['2, k, 3', [-0.203645, 0.0632643, 1.0]], ['2, k, 4', [-0.374855, -0.136841, 1.0]], ['2, k, 5', [-0.575124, -0.22716, 1.0]], ['2, k, 6', [-0.498918, -0.461934, 1.0]], ['2, k, 7', [-0.452748, -0.516969, 1.0]], ['2, k, 8', [-0.0453663, -0.127793, 1.0]], ['2, k, 9', [0.15008, -0.277145, 1.0]], ['2, k, 10', [0.0433001, -0.473328, 1.0]], ['2, k, 11', [-0.00652295, -0.5204, 1.0]], ['2, k, 12', [-0.327564, -0.662132, 1.0]], ['2, k, 13', [-0.41353, -0.833247, 1.0]], ['2, k, 14', [-0.428104, -1.27595, 1.0]], ['2, k, 15', [-0.484485, -1.33587, 1.0]], ['2, k, 16', [-0.159069, -0.664816, 1.0]], ['2, k, 17', [0.00760755, -0.854645, 1.0]], ['2, k, 18', [-0.0628815, -1.29743, 1.0]], ['2, k, 19', [-0.021225, -1.36621, 1.0]], ['2, k, 20', [-0.219721, -0.158064, 1.0]], ['2, k, 21', [-0.443702, -0.592008, 1.0]], ['2, k, 22', [-0.503971, -0.53521, 1.0]], ['2, k, 23', [-0.0410653, -0.598396, 1.0]], ['2, k, 24', [-0.0627389, -0.480443, 1.0]]]
[['2, k, 0', [-0.23991, -0.688814, 1.0]], ['2, k, 1', [-0.226555, -0.395572, 1.0]], ['2, k, 2', [-0.212374, -0.106268, 1.0]], ['2, k, 3', [-0.20223, 0.0413489, 1.0]], ['2, k, 4', [-0.376029, -0.156232, 1.0]], ['2, k, 5', [-0.570866, -0.262161, 1.0]], ['2, k, 6', [-0.497167, -0.538516, 1.0]], ['2, k, 7', [-0.431606, -0.588112, 1.0]], ['2, k, 8', [-0.0391164, -0.154532, 1.0]], ['2, k, 9', [0.152445, -0.298489, 1.0]], ['2, k, 10', [0.041711, -0.488996, 1.0]], ['2, k, 11', [-0.00475169, -0.533191, 1.0]], ['2, k, 12', [-0.319889, -0.682274, 1.0]], ['2, k, 13', [-0.414603, -0.836748, 1.0]], ['2, k, 14', [-0.436538, -1.27459, 1.0]], ['2, k, 15', [-0.479346, -1.34192, 1.0]], ['2, k, 16', [-0.154027, -0.678933, 1.0]], ['2, k, 17', [0.0118159, -0.852224, 1.0]], ['2, k, 18', [-0.0605943, -1.29325, 1.0]], ['2, k, 19', [-0.00838029, -1.3682, 1.0]], ['2, k, 20', [-0.216094, -0.17809, 1.0]], ['2, k, 21', [-0.456993, -0.62811, 1.0]], ['2, k, 22', [-0.467641, -0.598614, 1.0]], ['2, k, 23', [-0.0318993, -0.616269, 1.0]], ['2, k, 24', [-0.0632974, -0.516008, 1.0]]]
[['2, k, 0', [-0.231826, -0.705908, 1.0]], ['2, k, 1', [-0.221095, -0.4156, 1.0]], ['2, k, 2', [-0.209593, -0.129698, 1.0]], ['2, k, 3', [-0.200842, 0.0170556, 1.0]], ['2, k, 4', [-0.37428, -0.176438, 1.0]], ['2, k, 5', [-0.546757, -0.280486, 1.0]], ['2, k, 6', [-0.497753, -0.540371, 1.0]], ['2, k, 7', [-0.445963, -0.585179, 1.0]], ['2, k, 8', [-0.0404053, -0.16949, 1.0]], ['2, k, 9', [0.153051, -0.317361, 1.0]], ['2, k, 10', [0.0550079, -0.533589, 1.0]], ['2, k, 11', [-0.00514704, -0.56631, 1.0]], ['2, k, 12', [-0.311551, -0.700117, 1.0]], ['2, k, 13', [-0.414756, -0.840185, 1.0]], ['2, k, 14', [-0.436886, -1.27671, 1.0]], ['2, k, 15', [-0.483207, -1.34202, 1.0]], ['2, k, 16', [-0.146524, -0.694655, 1.0]], ['2, k, 17', [0.0143158, -0.857736, 1.0]], ['2, k, 18', [-0.0579572, -1.29723, 1.0]], ['2, k, 19', [0.0124272, -1.36413, 1.0]], ['2, k, 20', [-0.212622, -0.200608, 1.0]], ['2, k, 21', [-0.44455, -0.632699, 1.0]], ['2, k, 22', [-0.472709, -0.607597, 1.0]], ['2, k, 23', [-0.0301799, -0.640003, 1.0]], ['2, k, 24', [-0.0489504, -0.567472, 1.0]]]
[['2, k, 0', [-0.236791, -0.72765, 1.0]], ['2, k, 1', [-0.224419, -0.43973, 1.0]], ['2, k, 2', [-0.210905, -0.155084, 1.0]], ['2, k, 3', [-0.198212, 0.00253032, 1.0]], ['2, k, 4', [-0.37076, -0.198889, 1.0]], ['2, k, 5', [-0.539622, -0.299313, 1.0]], ['2, k, 6', [-0.518524, -0.505252, 1.0]], ['2, k, 7', [-0.474998, -0.548646, 1.0]], ['2, k, 8', [-0.041112, -0.207826, 1.0]], ['2, k, 9', [0.154949, -0.33592, 1.0]], ['2, k, 10', [0.0719972, -0.537885, 1.0]], ['2, k, 11', [0.0153091, -0.572337, 1.0]], ['2, k, 12', [-0.315692, -0.716813, 1.0]], ['2, k, 13', [-0.417508, -0.843132, 1.0]], ['2, k, 14', [-0.441688, -1.27733, 1.0]], ['2, k, 15', [-0.484312, -1.3452, 1.0]], ['2, k, 16', [-0.152283, -0.721758, 1.0]], ['2, k, 17', [0.0231593, -0.857153, 1.0]], ['2, k, 18', [-0.05094, -1.29542, 1.0]], ['2, k, 19', [0.00106231, -1.34238, 1.0]], ['2, k, 20', [-0.214476, -0.22581, 1.0]], ['2, k, 21', [-0.485612, -0.655045, 1.0]], ['2, k, 22', [-0.513551, -0.551439, 1.0]], ['2, k, 23', [-0.0238858, -0.664503, 1.0]], ['2, k, 24', [-0.0188978, -0.587127, 1.0]]]
[['2, k, 0', [-0.239585, -0.737715, 1.0]], ['2, k, 1', [-0.225017, -0.448579, 1.0]], ['2, k, 2', [-0.209659, -0.163181, 1.0]], ['2, k, 3', [-0.195946, -0.0150082, 1.0]], ['2, k, 4', [-0.368525, -0.214665, 1.0]], ['2, k, 5', [-0.53864, -0.301194, 1.0]], ['2, k, 6', [-0.51873, -0.504146, 1.0]], ['2, k, 7', [-0.479845, -0.554989, 1.0]], ['2, k, 8', [-0.0388695, -0.225929, 1.0]], ['2, k, 9', [0.160377, -0.358021, 1.0]], ['2, k, 10', [0.0651804, -0.554842, 1.0]], ['2, k, 11', [0.00847135, -0.590164, 1.0]], ['2, k, 12', [-0.319675, -0.726651, 1.0]], ['2, k, 13', [-0.416632, -0.850723, 1.0]], ['2, k, 14', [-0.439545, -1.28181, 1.0]], ['2, k, 15', [-0.48235, -1.34951, 1.0]], ['2, k, 16', [-0.153786, -0.731273, 1.0]], ['2, k, 17', [0.0193089, -0.865208, 1.0]], ['2, k, 18', [-0.0686489, -1.29843, 1.0]], ['2, k, 19', [-0.00685274, -1.35371, 1.0]], ['2, k, 20', [-0.213677, -0.234048, 1.0]], ['2, k, 21', [-0.479885, -0.61748, 1.0]], ['2, k, 22', [-0.515782, -0.58121, 1.0]], ['2, k, 23', [-0.0280858, -0.669605, 1.0]], ['2, k, 24', [-0.036351, -0.598216, 1.0]]]
[['2, k, 0', [-0.248793, -0.755179, 1.0]], ['2, k, 1', [-0.227744, -0.469743, 1.0]], ['2, k, 2', [-0.205109, -0.190997, 1.0]], ['2, k, 3', [-0.194758, -0.0428208, 1.0]], ['2, k, 4', [-0.369653, -0.230538, 1.0]], ['2, k, 5', [-0.540879, -0.30412, 1.0]], ['2, k, 6', [-0.50823, -0.524191, 1.0]], ['2, k, 7', [-0.470287, -0.579018, 1.0]], ['2, k, 8', [-0.0357, -0.246725, 1.0]], ['2, k, 9', [0.165467, -0.378029, 1.0]], ['2, k, 10', [0.0519858, -0.563983, 1.0]], ['2, k, 11', [0.00029355, -0.602328, 1.0]], ['2, k, 12', [-0.328292, -0.741553, 1.0]], ['2, k, 13', [-0.414606, -0.859916, 1.0]], ['2, k, 14', [-0.436331, -1.28548, 1.0]], ['2, k, 15', [-0.482925, -1.34802, 1.0]], ['2, k, 16', [-0.163318, -0.750889, 1.0]], ['2, k, 17', [0.016815, -0.865209, 1.0]], ['2, k, 18', [-0.0424516, -1.31071, 1.0]], ['2, k, 19', [-0.00846194, -1.36144, 1.0]], ['2, k, 20', [-0.211154, -0.259935, 1.0]], ['2, k, 21', [-0.461605, -0.667833, 1.0]], ['2, k, 22', [-0.514557, -0.612493, 1.0]], ['2, k, 23', [-0.0260708, -0.670085, 1.0]], ['2, k, 24', [-0.0591412, -0.572549, 1.0]]]
[['2, k, 0', [-0.246801, -0.770465, 1.0]], ['2, k, 1', [-0.225891, -0.486809, 1.0]], ['2, k, 2', [-0.204001, -0.205762, 1.0]], ['2, k, 3', [-0.193886, -0.0585173, 1.0]], ['2, k, 4', [-0.36788, -0.249677, 1.0]], ['2, k, 5', [-0.563595, -0.359415, 1.0]], ['2, k, 6', [-0.499325, -0.556668, 1.0]], ['2, k, 7', [-0.459521, -0.59846, 1.0]], ['2, k, 8', [-0.0365098, -0.26479, 1.0]], ['2, k, 9', [0.168369, -0.391626, 1.0]], ['2, k, 10', [0.0634341, -0.583628, 1.0]], ['2, k, 11', [0.00791222, -0.619523, 1.0]], ['2, k, 12', [-0.32616, -0.757961, 1.0]], ['2, k, 13', [-0.414924, -0.864244, 1.0]], ['2, k, 14', [-0.425215, -1.29019, 1.0]], ['2, k, 15', [-0.482863, -1.34543, 1.0]], ['2, k, 16', [-0.161532, -0.764562, 1.0]], ['2, k, 17', [0.0128954, -0.875199, 1.0]], ['2, k, 18', [-0.0748304, -1.29923, 1.0]], ['2, k, 19', [-0.0177885, -1.35964, 1.0]], ['2, k, 20', [-0.209726, -0.275666, 1.0]], ['2, k, 21', [-0.449651, -0.685131, 1.0]], ['2, k, 22', [-0.510711, -0.617538, 1.0]], ['2, k, 23', [-0.0175838, -0.684137, 1.0]], ['2, k, 24', [-0.0318539, -0.589135, 1.0]]]
[['2, k, 0', [-0.244217, -0.780571, 1.0]], ['2, k, 1', [-0.224374, -0.502258, 1.0]], ['2, k, 2', [-0.204215, -0.228288, 1.0]], ['2, k, 3', [-0.191545, -0.0807377, 1.0]], ['2, k, 4', [-0.366384, -0.257613, 1.0]], ['2, k, 5', [-0.536237, -0.357146, 1.0]], ['2, k, 6', [-0.511161, -0.549472, 1.0]], ['2, k, 7', [-0.475873, -0.59818, 1.0]], ['2, k, 8', [-0.0362351, -0.26465, 1.0]], ['2, k, 9', [0.168551, -0.418727, 1.0]], ['2, k, 10', [0.0625231, -0.605958, 1.0]], ['2, k, 11', [0.00558646, -0.636652, 1.0]], ['2, k, 12', [-0.322514, -0.770682, 1.0]], ['2, k, 13', [-0.414928, -0.872125, 1.0]], ['2, k, 14', [-0.43276, -1.29645, 1.0]], ['2, k, 15', [-0.475533, -1.36301, 1.0]], ['2, k, 16', [-0.159893, -0.772166, 1.0]], ['2, k, 17', [0.00406072, -0.88664, 1.0]], ['2, k, 18', [-0.0801049, -1.30648, 1.0]], ['2, k, 19', [-0.0100978, -1.36499, 1.0]], ['2, k, 20', [-0.209385, -0.296273, 1.0]], ['2, k, 21', [-0.49741, -0.647872, 1.0]], ['2, k, 22', [-0.526339, -0.609072, 1.0]], ['2, k, 23', [-0.0209703, -0.673612, 1.0]], ['2, k, 24', [-0.0423582, -0.596619, 1.0]]]
[['2, k, 0', [-0.238383, -0.804605, 1.0]], ['2, k, 1', [-0.22338, -0.526119, 1.0]], ['2, k, 2', [-0.207462, -0.251514, 1.0]], ['2, k, 3', [-0.191383, -0.0942844, 1.0]], ['2, k, 4', [-0.366877, -0.282349, 1.0]], ['2, k, 5', [-0.571471, -0.393999, 1.0]], ['2, k, 6', [-0.493653, -0.596026, 1.0]], ['2, k, 7', [-0.453385, -0.631271, 1.0]], ['2, k, 8', [-0.0335561, -0.296341, 1.0]], ['2, k, 9', [0.170061, -0.434987, 1.0]], ['2, k, 10', [0.0493732, -0.630254, 1.0]], ['2, k, 11', [-0.0107081, -0.663153, 1.0]], ['2, k, 12', [-0.316264, -0.793531, 1.0]], ['2, k, 13', [-0.415191, -0.872294, 1.0]], ['2, k, 14', [-0.419271, -1.28102, 1.0]], ['2, k, 15', [-0.478353, -1.34384, 1.0]], ['2, k, 16', [-0.154816, -0.79641, 1.0]], ['2, k, 17', [0.00165667, -0.889648, 1.0]], ['2, k, 18', [-0.080963, -1.30757, 1.0]], ['2, k, 19', [-0.0412304, -1.37305, 1.0]], ['2, k, 20', [-0.211597, -0.319753, 1.0]], ['2, k, 21', [-0.437941, -0.68062, 1.0]], ['2, k, 22', [-0.513118, -0.649828, 1.0]], ['2, k, 23', [-0.0402604, -0.709546, 1.0]], ['2, k, 24', [-0.0410797, -0.620101, 1.0]]]
[['2, k, 0', [-0.242134, -0.817842, 1.0]], ['2, k, 1', [-0.223646, -0.54087, 1.0]], ['2, k, 2', [-0.203974, -0.267493, 1.0]], ['2, k, 3', [-0.19108, -0.116686, 1.0]], ['2, k, 4', [-0.364747, -0.303235, 1.0]], ['2, k, 5', [-0.568934, -0.404397, 1.0]], ['2, k, 6', [-0.504092, -0.600399, 1.0]], ['2, k, 7', [-0.458952, -0.636412, 1.0]], ['2, k, 8', [-0.0320303, -0.319582, 1.0]], ['2, k, 9', [0.172413, -0.441472, 1.0]], ['2, k, 10', [0.047215, -0.656722, 1.0]], ['2, k, 11', [-0.017692, -0.69112, 1.0]], ['2, k, 12', [-0.319751, -0.804602, 1.0]], ['2, k, 13', [-0.41332, -0.873854, 1.0]], ['2, k, 14', [-0.422086, -1.28084, 1.0]], ['2, k, 15', [-0.475661, -1.35085, 1.0]], ['2, k, 16', [-0.158758, -0.811803, 1.0]], ['2, k, 17', [-0.000117947, -0.889688, 1.0]], ['2, k, 18', [-0.0830434, -1.31037, 1.0]], ['2, k, 19', [-0.040598, -1.37198, 1.0]], ['2, k, 20', [-0.209104, -0.335436, 1.0]], ['2, k, 21', [-0.447809, -0.688714, 1.0]], ['2, k, 22', [-0.516558, -0.661795, 1.0]], ['2, k, 23', [-0.0283853, -0.736098, 1.0]], ['2, k, 24', [-0.0517421, -0.654339, 1.0]]]
[['2, k, 0', [-0.241003, -0.83436, 1.0]], ['2, k, 1', [-0.220692, -0.559132, 1.0]], ['2, k, 2', [-0.199375, -0.286056, 1.0]], ['2, k, 3', [-0.190109, -0.136929, 1.0]], ['2, k, 4', [-0.362408, -0.314485, 1.0]], ['2, k, 5', [-0.568959, -0.416427, 1.0]], ['2, k, 6', [-0.493319, -0.60513, 1.0]], ['2, k, 7', [-0.454065, -0.643845, 1.0]], ['2, k, 8', [-0.0309885, -0.336517, 1.0]], ['2, k, 9', [0.17273, -0.460146, 1.0]], ['2, k, 10', [0.046295, -0.668964, 1.0]], ['2, k, 11', [-0.0186334, -0.702909, 1.0]], ['2, k, 12', [-0.318002, -0.8206, 1.0]], ['2, k, 13', [-0.413406, -0.878275, 1.0]], ['2, k, 14', [-0.409097, -1.29145, 1.0]], ['2, k, 15', [-0.479107, -1.34593, 1.0]], ['2, k, 16', [-0.158272, -0.828476, 1.0]], ['2, k, 17', [-0.000262658, -0.895123, 1.0]], ['2, k, 18', [-0.0822593, -1.31438, 1.0]], ['2, k, 19', [-0.0379518, -1.37388, 1.0]], ['2, k, 20', [-0.204878, -0.354065, 1.0]], ['2, k, 21', [-0.441687, -0.69908, 1.0]], ['2, k, 22', [-0.500784, -0.671675, 1.0]], ['2, k, 23', [-0.0293005, -0.746367, 1.0]], ['2, k, 24', [-0.0523577, -0.667379, 1.0]]]
[['2, k, 0', [-0.239749, -0.84731, 1.0]], ['2, k, 1', [-0.222018, -0.577388, 1.0]], ['2, k, 2', [-0.204363, -0.311702, 1.0]], ['2, k, 3', [-0.190233, -0.162761, 1.0]], ['2, k, 4', [-0.362104, -0.329706, 1.0]], ['2, k, 5', [-0.569489, -0.430243, 1.0]], ['2, k, 6', [-0.495457, -0.620157, 1.0]], ['2, k, 7', [-0.45257, -0.653405, 1.0]], ['2, k, 8', [-0.0316708, -0.347393, 1.0]], ['2, k, 9', [0.170965, -0.494136, 1.0]], ['2, k, 10', [0.0473263, -0.66682, 1.0]], ['2, k, 11', [-0.0118006, -0.703884, 1.0]], ['2, k, 12', [-0.315771, -0.834084, 1.0]], ['2, k, 13', [-0.412686, -0.877093, 1.0]], ['2, k, 14', [-0.41073, -1.27203, 1.0]], ['2, k, 15', [-0.474326, -1.33781, 1.0]], ['2, k, 16', [-0.157974, -0.840522, 1.0]], ['2, k, 17', [-0.00235433, -0.895961, 1.0]], ['2, k, 18', [-0.0746129, -1.31931, 1.0]], ['2, k, 19', [-0.019575, -1.37117, 1.0]], ['2, k, 20', [-0.20883, -0.377682, 1.0]], ['2, k, 21', [-0.450716, -0.689519, 1.0]], ['2, k, 22', [-0.504737, -0.682139, 1.0]], ['2, k, 23', [-0.0345803, -0.744438, 1.0]], ['2, k, 24', [-0.0517267, -0.667948, 1.0]]]
[['2, k, 0', [-0.245367, -0.856238, 1.0]], ['2, k, 1', [-0.224173, -0.58548, 1.0]], ['2, k, 2', [-0.203537, -0.318331, 1.0]], ['2, k, 3', [-0.189311, -0.174108, 1.0]], ['2, k, 4', [-0.360414, -0.33986, 1.0]], ['2, k, 5', [-0.57018, -0.434006, 1.0]], ['2, k, 6', [-0.497214, -0.624153, 1.0]], ['2, k, 7', [-0.456327, -0.662417, 1.0]], ['2, k, 8', [-0.0289533, -0.370904, 1.0]], ['2, k, 9', [0.173511, -0.502221, 1.0]], ['2, k, 10', [0.0484398, -0.667935, 1.0]], ['2, k, 11', [-0.00683516, -0.705228, 1.0]], ['2, k, 12', [-0.321407, -0.840926, 1.0]], ['2, k, 13', [-0.413169, -0.879651, 1.0]], ['2, k, 14', [-0.412257, -1.27423, 1.0]], ['2, k, 15', [-0.476767, -1.34104, 1.0]], ['2, k, 16', [-0.16344, -0.851687, 1.0]], ['2, k, 17', [-0.00589742, -0.894403, 1.0]], ['2, k, 18', [-0.0756511, -1.31773, 1.0]], ['2, k, 19', [-0.00788494, -1.36451, 1.0]], ['2, k, 20', [-0.208728, -0.384702, 1.0]], ['2, k, 21', [-0.473288, -0.704199, 1.0]], ['2, k, 22', [-0.529214, -0.689546, 1.0]], ['2, k, 23', [-0.0322669, -0.745323, 1.0]], ['2, k, 24', [-0.0363843, -0.663078, 1.0]]]
[['2, k, 0', [-0.246519, -0.875767, 1.0]], ['2, k, 1', [-0.225465, -0.608986, 1.0]], ['2, k, 2', [-0.203912, -0.343545, 1.0]], ['2, k, 3', [-0.190431, -0.192759, 1.0]], ['2, k, 4', [-0.359094, -0.360913, 1.0]], ['2, k, 5', [-0.572613, -0.457445, 1.0]], ['2, k, 6', [-0.491719, -0.644679, 1.0]], ['2, k, 7', [-0.452648, -0.674852, 1.0]], ['2, k, 8', [-0.0288782, -0.382269, 1.0]], ['2, k, 9', [0.173261, -0.516576, 1.0]], ['2, k, 10', [0.0448609, -0.675582, 1.0]], ['2, k, 11', [-0.00707091, -0.718662, 1.0]], ['2, k, 12', [-0.323486, -0.859966, 1.0]], ['2, k, 13', [-0.412366, -0.878358, 1.0]], ['2, k, 14', [-0.410656, -1.27541, 1.0]], ['2, k, 15', [-0.481638, -1.33225, 1.0]], ['2, k, 16', [-0.163694, -0.870876, 1.0]], ['2, k, 17', [-0.00937247, -0.895916, 1.0]], ['2, k, 18', [-0.0767001, -1.31765, 1.0]], ['2, k, 19', [-0.00819847, -1.36418, 1.0]], ['2, k, 20', [-0.209437, -0.40978, 1.0]], ['2, k, 21', [-0.479104, -0.710704, 1.0]], ['2, k, 22', [-0.512701, -0.686937, 1.0]], ['2, k, 23', [-0.0409613, -0.754365, 1.0]], ['2, k, 24', [-0.0648896, -0.692683, 1.0]]]
