[['2, k, 0', [-0.1152319, -0.2130894, 1.0]], ['2, k, 1', [-0.1339456, 0.0712883, 1.0]], ['2, k, 2', [-0.1546979, 0.3485739, 1.0]], ['2, k, 3', [-0.1442554, 0.4808095, 1.0]], ['2, k, 4', [-0.3157082, 0.2432069, 1.0]], ['2, k, 5', [-0.3531569, 0.01126595, 1.0]], ['2, k, 6', [-0.1735936, -0.1278878, 1.0]], ['2, k, 7', [-0.1285865, -0.1488543, 1.0]], ['2, k, 8', [0.03288163, 0.2589131, 1.0]], ['2, k, 9', [0.08640948, 0.01909154, 1.0]], ['2, k, 10', [-0.00749036, -0.1116013, 1.0]], ['2, k, 11', [-0.04783526, -0.121515, 1.0]], ['2, k, 12', [-0.1918191, -0.2156757, 1.0]], ['2, k, 13', [-0.2469338, -0.2536519, 1.0]], ['2, k, 14', [-0.242297, -0.6623187, 1.0]], ['2, k, 15', [-0.2345936, -0.7349835, 1.0]], ['2, k, 16', [-0.03486079, -0.2057652, 1.0]], ['2, k, 17', [0.06328903, -0.2462517, 1.0]], ['2, k, 18', [0.0303643, -0.6628642, 1.0]], ['2, k, 19', [0.0600183, -0.7266377, 1.0]], ['2, k, 20', [-0.1495792, 0.2802543, 1.0]], ['2, k, 21', [-0.04626431, -0.1902718, 1.0]], ['2, k, 22', [-0.1526678, -0.1809717, 1.0]], ['2, k, 23', [-0.09640292, -0.1692732, 1.0]], ['2, k, 24', [0.0004595734, -0.1303553, 1.0]]]
[['2, k, 0', [-0.1226751, -0.2263578, 1.0]], ['2, k, 1', [-0.1552751, 0.05689546, 1.0]], ['2, k, 2', [-0.1857945, 0.3313336, 1.0]], ['2, k, 3', [-0.1861236, 0.4661305, 1.0]], ['2, k, 4', [-0.3497585, 0.2247483, 1.0]], ['2, k, 5', [-0.3736388, 0.006883599, 1.0]], ['2, k, 6', [-0.2234057, -0.1278186, 1.0]], ['2, k, 7', [-0.1859341, -0.1360285, 1.0]], ['2, k, 8', [-0.0005180273, 0.2464612, 1.0]], ['2, k, 9', [0.08101322, 0.008680917, 1.0]], ['2, k, 10', [-0.04196132, -0.1279363, 1.0]], ['2, k, 11', [-0.08347612, -0.1619308, 1.0]], ['2, k, 12', [-0.1985279, -0.2313364, 1.0]], ['2, k, 13', [-0.288285, -0.2535778, 1.0]], ['2, k, 14', [-0.272049, -0.6308472, 1.0]], ['2, k, 15', [-0.2482207, -0.6813458, 1.0]], ['2, k, 16', [-0.04388156, -0.2145289, 1.0]], ['2, k, 17', [0.25087, -0.2958156, 1.0]], ['2, k, 18', [0.4293687, -0.6421137, 1.0]], ['2, k, 19', [0.55153, -0.6598187, 1.0]], ['2, k, 20', [-0.1784513, 0.2637884, 1.0]], ['2, k, 21', [-0.1462464, -0.1692605, 1.0]], ['2, k, 22', [-0.2169308, -0.1612227, 1.0]], ['2, k, 23', [-0.1321889, -0.1995252, 1.0]], ['2, k, 24', [-0.05564681, -0.1933315, 1.0]]]
[['2, k, 0', [-0.1227016, -0.2264641, 1.0]], ['2, k, 1', [-0.1549556, 0.05598117, 1.0]], ['2, k, 2', [-0.1848735, 0.3295553, 1.0]], ['2, k, 3', [-0.1859415, 0.4655392, 1.0]], ['2, k, 4', [-0.3491488, 0.2248655, 1.0]], ['2, k, 5', [-0.3734968, 0.007513022, 1.0]], ['2, k, 6', [-0.2222596, -0.1259455, 1.0]], ['2, k, 7', [-0.1832383, -0.1372215, 1.0]], ['2, k, 8', [-0.0003618361, 0.2463934, 1.0]], ['2, k, 9', [0.0819391, 0.008715728, 1.0]], ['2, k, 10', [-0.04361245, -0.1293935, 1.0]], ['2, k, 11', [-0.08387154, -0.1623817, 1.0]], ['2, k, 12', [-0.1984807, -0.2314959, 1.0]], ['2, k, 13', [-0.2876898, -0.2536498, 1.0]], ['2, k, 14', [-0.2710114, -0.6306493, 1.0]], ['2, k, 15', [-0.2467067, -0.6812643, 1.0]], ['2, k, 16', [-0.04394108, -0.2146385, 1.0]], ['2, k, 17', [0.2480495, -0.2940961, 1.0]], ['2, k, 18', [0.4293959, -0.6420085, 1.0]], ['2, k, 19', [0.5515605, -0.6598346, 1.0]], ['2, k, 20', [-0.1776948, 0.2622319, 1.0]], ['2, k, 21', [-0.1403417, -0.1619104, 1.0]], ['2, k, 22', [-0.2184052, -0.1575676, 1.0]], ['2, k, 23', [-0.1295318, -0.2018623, 1.0]], ['2, k, 24', [-0.05511562, -0.1936317, 1.0]]]
[['2, k, 0', [-0.12272, -0.2264845, 1.0]], ['2, k, 1', [-0.1548679, 0.05590258, 1.0]], ['2, k, 2', [-0.1846793, 0.3296376, 1.0]], ['2, k, 3', [-0.1857733, 0.4652289, 1.0]], ['2, k, 4', [-0.3487525, 0.2248039, 1.0]], ['2, k, 5', [-0.3735341, 0.006954351, 1.0]], ['2, k, 6', [-0.2219429, -0.1265105, 1.0]], ['2, k, 7', [-0.1836921, -0.1375481, 1.0]], ['2, k, 8', [-0.0002470229, 0.2463633, 1.0]], ['2, k, 9', [0.0824941, 0.008176549, 1.0]], ['2, k, 10', [-0.05707442, -0.1365559, 1.0]], ['2, k, 11', [-0.08730614, -0.1676108, 1.0]], ['2, k, 12', [-0.198497, -0.231538, 1.0]], ['2, k, 13', [-0.2867369, -0.2533717, 1.0]], ['2, k, 14', [-0.2702899, -0.6304369, 1.0]], ['2, k, 15', [-0.245309, -0.6810749, 1.0]], ['2, k, 16', [-0.0439442, -0.2146561, 1.0]], ['2, k, 17', [0.2464772, -0.2936003, 1.0]], ['2, k, 18', [0.4296151, -0.642002, 1.0]], ['2, k, 19', [0.5517848, -0.6598836, 1.0]], ['2, k, 20', [-0.1775237, 0.2622598, 1.0]], ['2, k, 21', [-0.1392126, -0.165145, 1.0]], ['2, k, 22', [-0.2135289, -0.1618661, 1.0]], ['2, k, 23', [-0.1311937, -0.2035234, 1.0]], ['2, k, 24', [-0.05806394, -0.1985825, 1.0]]]
[['2, k, 0', [-0.1227715, -0.2265253, 1.0]], ['2, k, 1', [-0.1547039, 0.05558296, 1.0]], ['2, k, 2', [-0.1841596, 0.3291187, 1.0]], ['2, k, 3', [-0.1858426, 0.464982, 1.0]], ['2, k, 4', [-0.3486722, 0.2250018, 1.0]], ['2, k, 5', [-0.373723, 0.007084986, 1.0]], ['2, k, 6', [-0.2220796, -0.1265262, 1.0]], ['2, k, 7', [-0.1821959, -0.1376401, 1.0]], ['2, k, 8', [-1.97514e-05, 0.2462714, 1.0]], ['2, k, 9', [0.08290896, 0.007628526, 1.0]], ['2, k, 10', [-0.02404051, -0.1196014, 1.0]], ['2, k, 11', [-0.07839922, -0.1620752, 1.0]], ['2, k, 12', [-0.1985014, -0.2315706, 1.0]], ['2, k, 13', [-0.2858876, -0.2533525, 1.0]], ['2, k, 14', [-0.2694277, -0.6304429, 1.0]], ['2, k, 15', [-0.2443336, -0.6811655, 1.0]], ['2, k, 16', [-0.04404807, -0.214723, 1.0]], ['2, k, 17', [0.2445551, -0.2922257, 1.0]], ['2, k, 18', [0.4295674, -0.641435, 1.0]], ['2, k, 19', [0.5517147, -0.6595619, 1.0]], ['2, k, 20', [-0.177098, 0.261784, 1.0]], ['2, k, 21', [-0.1395717, -0.1657605, 1.0]], ['2, k, 22', [-0.2070714, -0.1649386, 1.0]], ['2, k, 23', [-0.1233621, -0.1976025, 1.0]], ['2, k, 24', [-0.04562772, -0.1939508, 1.0]]]
[['2, k, 0', [-0.1227815, -0.2265863, 1.0]], ['2, k, 1', [-0.1544005, 0.05531644, 1.0]], ['2, k, 2', [-0.183457, 0.3288503, 1.0]], ['2, k, 3', [-0.185207, 0.4647464, 1.0]], ['2, k, 4', [-0.3479384, 0.2243802, 1.0]], ['2, k, 5', [-0.3735938, 0.006736945, 1.0]], ['2, k, 6', [-0.2219785, -0.127108, 1.0]], ['2, k, 7', [-0.1827694, -0.136704, 1.0]], ['2, k, 8', [0.001254123, 0.2451714, 1.0]], ['2, k, 9', [0.08302084, 0.007583694, 1.0]], ['2, k, 10', [-0.0270506, -0.1156195, 1.0]], ['2, k, 11', [-0.08142329, -0.1623526, 1.0]], ['2, k, 12', [-0.1985205, -0.2316527, 1.0]], ['2, k, 13', [-0.2852567, -0.2533107, 1.0]], ['2, k, 14', [-0.26759, -0.6313893, 1.0]], ['2, k, 15', [-0.2435747, -0.6822253, 1.0]], ['2, k, 16', [-0.04403412, -0.2147838, 1.0]], ['2, k, 17', [0.2430595, -0.2918506, 1.0]], ['2, k, 18', [0.4296283, -0.6413969, 1.0]], ['2, k, 19', [0.5517648, -0.6595898, 1.0]], ['2, k, 20', [-0.1764959, 0.2615057, 1.0]], ['2, k, 21', [-0.1413704, -0.1634567, 1.0]], ['2, k, 22', [-0.2100293, -0.164243, 1.0]], ['2, k, 23', [-0.1300786, -0.1982934, 1.0]], ['2, k, 24', [-0.05374283, -0.1945183, 1.0]]]
[['2, k, 0', [-0.122788, -0.2266891, 1.0]], ['2, k, 1', [-0.1543149, 0.05498494, 1.0]], ['2, k, 2', [-0.1833595, 0.3284332, 1.0]], ['2, k, 3', [-0.1851609, 0.4646254, 1.0]], ['2, k, 4', [-0.3480167, 0.2243639, 1.0]], ['2, k, 5', [-0.3735557, 0.006825031, 1.0]], ['2, k, 6', [-0.2217762, -0.127171, 1.0]], ['2, k, 7', [-0.1832779, -0.1369745, 1.0]], ['2, k, 8', [0.001465854, 0.2448754, 1.0]], ['2, k, 9', [0.08317627, 0.007181751, 1.0]], ['2, k, 10', [-0.02726173, -0.115811, 1.0]], ['2, k, 11', [-0.08223422, -0.1623278, 1.0]], ['2, k, 12', [-0.1985424, -0.2317701, 1.0]], ['2, k, 13', [-0.2848709, -0.2533493, 1.0]], ['2, k, 14', [-0.2661554, -0.6315103, 1.0]], ['2, k, 15', [-0.2427943, -0.6824509, 1.0]], ['2, k, 16', [-0.04399005, -0.214913, 1.0]], ['2, k, 17', [0.2429392, -0.2917635, 1.0]], ['2, k, 18', [0.4301176, -0.6408563, 1.0]], ['2, k, 19', [0.5521605, -0.6593483, 1.0]], ['2, k, 20', [-0.1763927, 0.2611029, 1.0]], ['2, k, 21', [-0.1401427, -0.1657237, 1.0]], ['2, k, 22', [-0.1966488, -0.1744356, 1.0]], ['2, k, 23', [-0.1295258, -0.1996416, 1.0]], ['2, k, 24', [-0.05334637, -0.1943444, 1.0]]]
[['2, k, 0', [-0.1228131, -0.2268571, 1.0]], ['2, k, 1', [-0.15418, 0.05457637, 1.0]], ['2, k, 2', [-0.183112, 0.3279436, 1.0]], ['2, k, 3', [-0.1847998, 0.4641277, 1.0]], ['2, k, 4', [-0.3479812, 0.2241347, 1.0]], ['2, k, 5', [-0.3735907, 0.007111551, 1.0]], ['2, k, 6', [-0.2220194, -0.1272158, 1.0]], ['2, k, 7', [-0.182234, -0.1374299, 1.0]], ['2, k, 8', [0.001764108, 0.2446003, 1.0]], ['2, k, 9', [0.08324688, 0.007109707, 1.0]], ['2, k, 10', [-0.05129206, -0.1364911, 1.0]], ['2, k, 11', [-0.08647964, -0.1663049, 1.0]], ['2, k, 12', [-0.1985468, -0.2319732, 1.0]], ['2, k, 13', [-0.2845516, -0.2532966, 1.0]], ['2, k, 14', [-0.2652756, -0.6318724, 1.0]], ['2, k, 15', [-0.2421851, -0.682861, 1.0]], ['2, k, 16', [-0.04401304, -0.2150727, 1.0]], ['2, k, 17', [0.2427823, -0.2916172, 1.0]], ['2, k, 18', [0.4303757, -0.6411845, 1.0]], ['2, k, 19', [0.5524173, -0.6596084, 1.0]], ['2, k, 20', [-0.1761684, 0.2606278, 1.0]], ['2, k, 21', [-0.1388637, -0.1631079, 1.0]], ['2, k, 22', [-0.2092424, -0.163201, 1.0]], ['2, k, 23', [-0.1307126, -0.1995497, 1.0]], ['2, k, 24', [-0.05551865, -0.1947137, 1.0]]]
[['2, k, 0', [-0.1228197, -0.2269272, 1.0]], ['2, k, 1', [-0.1542731, 0.05434938, 1.0]], ['2, k, 2', [-0.1834166, 0.3276458, 1.0]], ['2, k, 3', [-0.1846029, 0.4636947, 1.0]], ['2, k, 4', [-0.3480872, 0.2240557, 1.0]], ['2, k, 5', [-0.3735802, 0.007008825, 1.0]], ['2, k, 6', [-0.2224712, -0.1278608, 1.0]], ['2, k, 7', [-0.1841937, -0.1372177, 1.0]], ['2, k, 8', [0.001686833, 0.2444733, 1.0]], ['2, k, 9', [0.08322898, 0.007202889, 1.0]], ['2, k, 10', [-0.05500489, -0.1372034, 1.0]], ['2, k, 11', [-0.08903221, -0.1674802, 1.0]], ['2, k, 12', [-0.1985537, -0.2320909, 1.0]], ['2, k, 13', [-0.2840262, -0.2533153, 1.0]], ['2, k, 14', [-0.2649907, -0.6315637, 1.0]], ['2, k, 15', [-0.2423407, -0.6826059, 1.0]], ['2, k, 16', [-0.04400736, -0.2151202, 1.0]], ['2, k, 17', [0.2508098, -0.2955811, 1.0]], ['2, k, 18', [0.4303996, -0.6414106, 1.0]], ['2, k, 19', [0.5524549, -0.6597377, 1.0]], ['2, k, 20', [-0.1764096, 0.2603481, 1.0]], ['2, k, 21', [-0.1460168, -0.1689919, 1.0]], ['2, k, 22', [-0.2091615, -0.166287, 1.0]], ['2, k, 23', [-0.1346805, -0.2025941, 1.0]], ['2, k, 24', [-0.05978345, -0.1985032, 1.0]]]
[['2, k, 0', [-0.1228246, -0.2269619, 1.0]], ['2, k, 1', [-0.1542613, 0.05422431, 1.0]], ['2, k, 2', [-0.1834476, 0.3275417, 1.0]], ['2, k, 3', [-0.1845085, 0.4634341, 1.0]], ['2, k, 4', [-0.3480687, 0.2239985, 1.0]], ['2, k, 5', [-0.3736904, 0.00700752, 1.0]], ['2, k, 6', [-0.2228867, -0.1281007, 1.0]], ['2, k, 7', [-0.185655, -0.1375448, 1.0]], ['2, k, 8', [0.001701727, 0.2443231, 1.0]], ['2, k, 9', [0.08318217, 0.006814044, 1.0]], ['2, k, 10', [-0.05443668, -0.1369455, 1.0]], ['2, k, 11', [-0.08779597, -0.1660775, 1.0]], ['2, k, 12', [-0.198579, -0.2321482, 1.0]], ['2, k, 13', [-0.2838144, -0.2532261, 1.0]], ['2, k, 14', [-0.2647336, -0.6315928, 1.0]], ['2, k, 15', [-0.242157, -0.6826744, 1.0]], ['2, k, 16', [-0.04398975, -0.2151501, 1.0]], ['2, k, 17', [0.2480993, -0.29418, 1.0]], ['2, k, 18', [0.4302602, -0.6414461, 1.0]], ['2, k, 19', [0.5523049, -0.6597403, 1.0]], ['2, k, 20', [-0.1764261, 0.2602356, 1.0]], ['2, k, 21', [-0.1447852, -0.1612423, 1.0]], ['2, k, 22', [-0.2002842, -0.1737273, 1.0]], ['2, k, 23', [-0.1316261, -0.1985257, 1.0]], ['2, k, 24', [-0.05902503, -0.198743, 1.0]]]
[['2, k, 0', [-0.1228593, -0.2270256, 1.0]], ['2, k, 1', [-0.154173, 0.05407404, 1.0]], ['2, k, 2', [-0.1832077, 0.3273951, 1.0]], ['2, k, 3', [-0.1844582, 0.4634252, 1.0]], ['2, k, 4', [-0.3481272, 0.2239455, 1.0]], ['2, k, 5', [-0.3736298, 0.006620939, 1.0]], ['2, k, 6', [-0.2226465, -0.1282472, 1.0]], ['2, k, 7', [-0.1833925, -0.1368269, 1.0]], ['2, k, 8', [0.001871676, 0.2441031, 1.0]], ['2, k, 9', [0.08328227, 0.005685674, 1.0]], ['2, k, 10', [-0.05439104, -0.1369466, 1.0]], ['2, k, 11', [-0.08949099, -0.1675151, 1.0]], ['2, k, 12', [-0.198625, -0.2322364, 1.0]], ['2, k, 13', [-0.2834997, -0.25312, 1.0]], ['2, k, 14', [-0.2644481, -0.6317421, 1.0]], ['2, k, 15', [-0.2421254, -0.6828724, 1.0]], ['2, k, 16', [-0.04400273, -0.2152023, 1.0]], ['2, k, 17', [0.2462938, -0.2931604, 1.0]], ['2, k, 18', [0.4303173, -0.6417481, 1.0]], ['2, k, 19', [0.552367, -0.6599118, 1.0]], ['2, k, 20', [-0.1762258, 0.2600853, 1.0]], ['2, k, 21', [-0.1477841, -0.1658142, 1.0]], ['2, k, 22', [-0.2013073, -0.1718587, 1.0]], ['2, k, 23', [-0.1352679, -0.2033861, 1.0]], ['2, k, 24', [-0.06285033, -0.2005289, 1.0]]]
[['2, k, 0', [-0.1228716, -0.2270925, 1.0]], ['2, k, 1', [-0.1542702, 0.05384847, 1.0]], ['2, k, 2', [-0.1835071, 0.3270558, 1.0]], ['2, k, 3', [-0.1845035, 0.4627578, 1.0]], ['2, k, 4', [-0.3482723, 0.223906, 1.0]], ['2, k, 5', [-0.3744081, 0.007299086, 1.0]], ['2, k, 6', [-0.2231881, -0.1274243, 1.0]], ['2, k, 7', [-0.1855136, -0.138033, 1.0]], ['2, k, 8', [0.001895658, 0.2440584, 1.0]], ['2, k, 9', [0.08342132, 0.00569071, 1.0]], ['2, k, 10', [-0.05335577, -0.1370298, 1.0]], ['2, k, 11', [-0.08857524, -0.1682188, 1.0]], ['2, k, 12', [-0.198633, -0.2323253, 1.0]], ['2, k, 13', [-0.2834101, -0.2531247, 1.0]], ['2, k, 14', [-0.2644108, -0.6316597, 1.0]], ['2, k, 15', [-0.2422683, -0.6828313, 1.0]], ['2, k, 16', [-0.04400739, -0.2152649, 1.0]], ['2, k, 17', [0.2452937, -0.2926749, 1.0]], ['2, k, 18', [0.4301341, -0.6416079, 1.0]], ['2, k, 19', [0.5521642, -0.6598172, 1.0]], ['2, k, 20', [-0.1764654, 0.2597757, 1.0]], ['2, k, 21', [-0.1443754, -0.1652816, 1.0]], ['2, k, 22', [-0.2183415, -0.1602373, 1.0]], ['2, k, 23', [-0.1342615, -0.2018453, 1.0]], ['2, k, 24', [-0.05806078, -0.1971794, 1.0]]]
[['2, k, 0', [-0.1228936, -0.2271125, 1.0]], ['2, k, 1', [-0.1543599, 0.05379695, 1.0]], ['2, k, 2', [-0.1837754, 0.3269865, 1.0]], ['2, k, 3', [-0.1843651, 0.4627539, 1.0]], ['2, k, 4', [-0.3483207, 0.2241028, 1.0]], ['2, k, 5', [-0.3744985, 0.007351215, 1.0]], ['2, k, 6', [-0.2232508, -0.1274385, 1.0]], ['2, k, 7', [-0.183844, -0.1383464, 1.0]], ['2, k, 8', [0.001885827, 0.2440589, 1.0]], ['2, k, 9', [0.08334564, 0.005011765, 1.0]], ['2, k, 10', [-0.05400133, -0.1370971, 1.0]], ['2, k, 11', [-0.09035143, -0.1660956, 1.0]], ['2, k, 12', [-0.198635, -0.2323408, 1.0]], ['2, k, 13', [-0.283199, -0.2530973, 1.0]], ['2, k, 14', [-0.2644102, -0.6315511, 1.0]], ['2, k, 15', [-0.242277, -0.6827345, 1.0]], ['2, k, 16', [-0.04404754, -0.215294, 1.0]], ['2, k, 17', [0.2443402, -0.2919309, 1.0]], ['2, k, 18', [0.429796, -0.6414537, 1.0]], ['2, k, 19', [0.5518127, -0.6597049, 1.0]], ['2, k, 20', [-0.1766792, 0.2597106, 1.0]], ['2, k, 21', [-0.1459089, -0.1688664, 1.0]], ['2, k, 22', [-0.2102606, -0.1652224, 1.0]], ['2, k, 23', [-0.1354225, -0.2016215, 1.0]], ['2, k, 24', [-0.06267799, -0.1947266, 1.0]]]
[['2, k, 0', [-0.1229209, -0.2271867, 1.0]], ['2, k, 1', [-0.1543676, 0.05368761, 1.0]], ['2, k, 2', [-0.1837894, 0.3268647, 1.0]], ['2, k, 3', [-0.1842026, 0.4625494, 1.0]], ['2, k, 4', [-0.3484611, 0.224026, 1.0]], ['2, k, 5', [-0.374497, 0.00734853, 1.0]], ['2, k, 6', [-0.2232059, -0.1270664, 1.0]], ['2, k, 7', [-0.1839837, -0.1389031, 1.0]], ['2, k, 8', [0.001925509, 0.2439799, 1.0]], ['2, k, 9', [0.08355421, 0.00439516, 1.0]], ['2, k, 10', [-0.05353019, -0.1370277, 1.0]], ['2, k, 11', [-0.08912218, -0.1685143, 1.0]], ['2, k, 12', [-0.1986412, -0.2324158, 1.0]], ['2, k, 13', [-0.2829456, -0.2534545, 1.0]], ['2, k, 14', [-0.2643758, -0.6314574, 1.0]], ['2, k, 15', [-0.2422058, -0.6826642, 1.0]], ['2, k, 16', [-0.04408632, -0.2153771, 1.0]], ['2, k, 17', [0.2437338, -0.2916966, 1.0]], ['2, k, 18', [0.4296561, -0.6414497, 1.0]], ['2, k, 19', [0.5516426, -0.6597334, 1.0]], ['2, k, 20', [-0.1766916, 0.2595902, 1.0]], ['2, k, 21', [-0.1408992, -0.1651551, 1.0]], ['2, k, 22', [-0.2140557, -0.1619159, 1.0]], ['2, k, 23', [-0.1325855, -0.1997863, 1.0]], ['2, k, 24', [-0.05817989, -0.1966724, 1.0]]]
[['2, k, 0', [-0.1229388, -0.2272556, 1.0]], ['2, k, 1', [-0.154384, 0.05344208, 1.0]], ['2, k, 2', [-0.1838319, 0.3264635, 1.0]], ['2, k, 3', [-0.1843233, 0.4621429, 1.0]], ['2, k, 4', [-0.3483621, 0.2242032, 1.0]], ['2, k, 5', [-0.374746, 0.00754222, 1.0]], ['2, k, 6', [-0.2232195, -0.1267545, 1.0]], ['2, k, 7', [-0.1833758, -0.1380379, 1.0]], ['2, k, 8', [0.001895139, 0.2439812, 1.0]], ['2, k, 9', [0.08352635, 0.004432313, 1.0]], ['2, k, 10', [-0.02615201, -0.1184069, 1.0]], ['2, k, 11', [-0.08038865, -0.1619393, 1.0]], ['2, k, 12', [-0.1986358, -0.2325084, 1.0]], ['2, k, 13', [-0.2826957, -0.2539411, 1.0]], ['2, k, 14', [-0.264213, -0.6317471, 1.0]], ['2, k, 15', [-0.2419998, -0.6829716, 1.0]], ['2, k, 16', [-0.04411086, -0.2154427, 1.0]], ['2, k, 17', [0.2425919, -0.2911314, 1.0]], ['2, k, 18', [0.4296288, -0.6414484, 1.0]], ['2, k, 19', [0.5516198, -0.6597111, 1.0]], ['2, k, 20', [-0.1767268, 0.2592291, 1.0]], ['2, k, 21', [-0.1433801, -0.1654312, 1.0]], ['2, k, 22', [-0.2104163, -0.1653133, 1.0]], ['2, k, 23', [-0.1266447, -0.1998568, 1.0]], ['2, k, 24', [-0.04715727, -0.1910743, 1.0]]]
[['2, k, 0', [-0.1229568, -0.2274356, 1.0]], ['2, k, 1', [-0.1543923, 0.05326023, 1.0]], ['2, k, 2', [-0.1838504, 0.3263493, 1.0]], ['2, k, 3', [-0.1843224, 0.4620905, 1.0]], ['2, k, 4', [-0.3485049, 0.2238296, 1.0]], ['2, k, 5', [-0.3748514, 0.007652324, 1.0]], ['2, k, 6', [-0.2232597, -0.1266501, 1.0]], ['2, k, 7', [-0.1836627, -0.1379012, 1.0]], ['2, k, 8', [0.001958951, 0.2437765, 1.0]], ['2, k, 9', [0.08353487, 0.004448181, 1.0]], ['2, k, 10', [-0.04179269, -0.1303584, 1.0]], ['2, k, 11', [-0.08399434, -0.1639764, 1.0]], ['2, k, 12', [-0.1986418, -0.2327446, 1.0]], ['2, k, 13', [-0.282417, -0.2544325, 1.0]], ['2, k, 14', [-0.264093, -0.6318805, 1.0]], ['2, k, 15', [-0.2418185, -0.6831055, 1.0]], ['2, k, 16', [-0.04412383, -0.2155937, 1.0]], ['2, k, 17', [0.2424355, -0.2910398, 1.0]], ['2, k, 18', [0.4296086, -0.6415135, 1.0]], ['2, k, 19', [0.5516271, -0.6597168, 1.0]], ['2, k, 20', [-0.1767434, 0.2590987, 1.0]], ['2, k, 21', [-0.1415392, -0.1671299, 1.0]], ['2, k, 22', [-0.2005907, -0.1748175, 1.0]], ['2, k, 23', [-0.1326487, -0.2013046, 1.0]], ['2, k, 24', [-0.05500666, -0.1949149, 1.0]]]
[['2, k, 0', [-0.1229858, -0.2275045, 1.0]], ['2, k, 1', [-0.1543416, 0.05304508, 1.0]], ['2, k, 2', [-0.1837049, 0.3260469, 1.0]], ['2, k, 3', [-0.1843327, 0.4616932, 1.0]], ['2, k, 4', [-0.3485679, 0.2238581, 1.0]], ['2, k, 5', [-0.3744296, 0.007521918, 1.0]], ['2, k, 6', [-0.2225972, -0.1266365, 1.0]], ['2, k, 7', [-0.1822465, -0.1384877, 1.0]], ['2, k, 8', [0.001937718, 0.243753, 1.0]], ['2, k, 9', [0.08366892, 0.004505166, 1.0]], ['2, k, 10', [-0.02717423, -0.1188147, 1.0]], ['2, k, 11', [-0.07966655, -0.1611081, 1.0]], ['2, k, 12', [-0.1986551, -0.2328198, 1.0]], ['2, k, 13', [-0.2821518, -0.2546763, 1.0]], ['2, k, 14', [-0.2641098, -0.6319136, 1.0]], ['2, k, 15', [-0.2418303, -0.6831446, 1.0]], ['2, k, 16', [-0.04416272, -0.2156731, 1.0]], ['2, k, 17', [0.2410091, -0.2900939, 1.0]], ['2, k, 18', [0.4296674, -0.641256, 1.0]], ['2, k, 19', [0.5516656, -0.6595618, 1.0]], ['2, k, 20', [-0.1766246, 0.258822, 1.0]], ['2, k, 21', [-0.1386208, -0.1639827, 1.0]], ['2, k, 22', [-0.2160371, -0.1617516, 1.0]], ['2, k, 23', [-0.1258443, -0.2003343, 1.0]], ['2, k, 24', [-0.04734279, -0.1913957, 1.0]]]
[['2, k, 0', [-0.1229869, -0.227567, 1.0]], ['2, k, 1', [-0.1545103, 0.05283817, 1.0]], ['2, k, 2', [-0.1843169, 0.3256015, 1.0]], ['2, k, 3', [-0.1844594, 0.4615474, 1.0]], ['2, k, 4', [-0.3486336, 0.2237488, 1.0]], ['2, k, 5', [-0.3750664, 0.007914897, 1.0]], ['2, k, 6', [-0.2230871, -0.1261263, 1.0]], ['2, k, 7', [-0.1815291, -0.1382749, 1.0]], ['2, k, 8', [0.001854419, 0.2437443, 1.0]], ['2, k, 9', [0.08354694, 0.004629062, 1.0]], ['2, k, 10', [-0.04145707, -0.130072, 1.0]], ['2, k, 11', [-0.08241794, -0.1638441, 1.0]], ['2, k, 12', [-0.1986182, -0.2329399, 1.0]], ['2, k, 13', [-0.2818768, -0.2552273, 1.0]], ['2, k, 14', [-0.2641633, -0.6318234, 1.0]], ['2, k, 15', [-0.2420114, -0.6830491, 1.0]], ['2, k, 16', [-0.04417742, -0.215706, 1.0]], ['2, k, 17', [0.2408763, -0.2900691, 1.0]], ['2, k, 18', [0.4296697, -0.6412574, 1.0]], ['2, k, 19', [0.551681, -0.6595481, 1.0]], ['2, k, 20', [-0.1770964, 0.2584462, 1.0]], ['2, k, 21', [-0.1431497, -0.1687945, 1.0]], ['2, k, 22', [-0.2108103, -0.1637945, 1.0]], ['2, k, 23', [-0.1309569, -0.1992933, 1.0]], ['2, k, 24', [-0.05329672, -0.1945582, 1.0]]]
