[['2, k, 0', [-0.232845, -0.653271, 1.0]], ['2, k, 1', [-0.235635, -0.344495, 1.0]], ['2, k, 2', [-0.237051, -0.0412372, 1.0]], ['2, k, 3', [-0.210136, 0.0902863, 1.0]], ['2, k, 4', [-0.419048, -0.115731, 1.0]], ['2, k, 5', [-0.631978, -0.24856, 1.0]], ['2, k, 6', [-0.49893, -0.42871, 1.0]], ['2, k, 7', [-0.427053, -0.48669, 1.0]], ['2, k, 8', [-0.0556109, -0.124058, 1.0]], ['2, k, 9', [0.0872572, -0.250702, 1.0]], ['2, k, 10', [-0.00233082, -0.406761, 1.0]], ['2, k, 11', [-0.0542094, -0.447376, 1.0]], ['2, k, 12', [-0.312521, -0.642449, 1.0]], ['2, k, 13', [-0.368356, -1.02136, 1.0]], ['2, k, 14', [-0.38525, -1.40163, 1.0]], ['2, k, 15', [-0.366555, -1.44217, 1.0]], ['2, k, 16', [-0.146804, -0.646225, 1.0]], ['2, k, 17', [-0.102442, -1.04801, 1.0]], ['2, k, 18', [-0.0488949, -1.42033, 1.0]], ['2, k, 19', [-0.0232247, -1.45589, 1.0]], ['2, k, 20', [-0.236937, -0.116322, 1.0]], ['2, k, 21', [-0.379042, -0.556704, 1.0]], ['2, k, 22', [-0.381704, -0.429041, 1.0]], ['2, k, 23', [-0.0948952, -0.513605, 1.0]], ['2, k, 24', [-0.0909721, -0.392618, 1.0]]]
[['2, k, 0', [-0.164261, -0.646726, 1.0]], ['2, k, 1', [-0.215087, -0.356298, 1.0]], ['2, k, 2', [-0.262974, -0.0773988, 1.0]], ['2, k, 3', [-0.302575, 0.0631437, 1.0]], ['2, k, 4', [-0.440015, -0.167287, 1.0]], ['2, k, 5', [-0.584799, -0.344734, 1.0]], ['2, k, 6', [-0.430882, -0.476655, 1.0]], ['2, k, 7', [-0.372636, -0.495318, 1.0]], ['2, k, 8', [-0.0851929, -0.0982033, 1.0]], ['2, k, 9', [0.119581, -0.158459, 1.0]], ['2, k, 10', [0.0655787, -0.372458, 1.0]], ['2, k, 11', [0.0260305, -0.413579, 1.0]], ['2, k, 12', [-0.24395, -0.648517, 1.0]], ['2, k, 13', [-0.290752, -1.02562, 1.0]], ['2, k, 14', [-0.384721, -1.40476, 1.0]], ['2, k, 15', [-0.398428, -1.44556, 1.0]], ['2, k, 16', [-0.0801023, -0.627439, 1.0]], ['2, k, 17', [-0.0435619, -1.03834, 1.0]], ['2, k, 18', [-0.0480162, -1.43, 1.0]], ['2, k, 19', [-0.0525909, -1.47145, 1.0]], ['2, k, 20', [-0.251565, -0.146246, 1.0]], ['2, k, 21', [-0.315808, -0.55658, 1.0]], ['2, k, 22', [-0.324502, -0.431482, 1.0]], ['2, k, 23', [0.00556867, -0.495071, 1.0]], ['2, k, 24', [-0.0156169, -0.383385, 1.0]]]
[['2, k, 0', [-0.166388, -0.647107, 1.0]], ['2, k, 1', [-0.215307, -0.357031, 1.0]], ['2, k, 2', [-0.262322, -0.0778493, 1.0]], ['2, k, 3', [-0.299457, 0.0633335, 1.0]], ['2, k, 4', [-0.439093, -0.165944, 1.0]], ['2, k, 5', [-0.587019, -0.339136, 1.0]], ['2, k, 6', [-0.432136, -0.475674, 1.0]], ['2, k, 7', [-0.368452, -0.500132, 1.0]], ['2, k, 8', [-0.0811702, -0.101375, 1.0]], ['2, k, 9', [0.120069, -0.158857, 1.0]], ['2, k, 10', [0.0635195, -0.375639, 1.0]], ['2, k, 11', [0.0185172, -0.419111, 1.0]], ['2, k, 12', [-0.246571, -0.648358, 1.0]], ['2, k, 13', [-0.291322, -1.02397, 1.0]], ['2, k, 14', [-0.384095, -1.40443, 1.0]], ['2, k, 15', [-0.399497, -1.44481, 1.0]], ['2, k, 16', [-0.0817495, -0.628309, 1.0]], ['2, k, 17', [-0.0470604, -1.03978, 1.0]], ['2, k, 18', [-0.0449938, -1.42626, 1.0]], ['2, k, 19', [-0.0509999, -1.46739, 1.0]], ['2, k, 20', [-0.251191, -0.146759, 1.0]], ['2, k, 21', [-0.308692, -0.558931, 1.0]], ['2, k, 22', [-0.320671, -0.435346, 1.0]], ['2, k, 23', [-0.00616428, -0.499024, 1.0]], ['2, k, 24', [-0.0199065, -0.381052, 1.0]]]
[['2, k, 0', [-0.169167, -0.646477, 1.0]], ['2, k, 1', [-0.215649, -0.357166, 1.0]], ['2, k, 2', [-0.261755, -0.0776304, 1.0]], ['2, k, 3', [-0.294402, 0.0650735, 1.0]], ['2, k, 4', [-0.438644, -0.164295, 1.0]], ['2, k, 5', [-0.590973, -0.331468, 1.0]], ['2, k, 6', [-0.434192, -0.474562, 1.0]], ['2, k, 7', [-0.372841, -0.510419, 1.0]], ['2, k, 8', [-0.0811954, -0.101076, 1.0]], ['2, k, 9', [0.120234, -0.159199, 1.0]], ['2, k, 10', [0.0726794, -0.358114, 1.0]], ['2, k, 11', [0.022721, -0.404509, 1.0]], ['2, k, 12', [-0.249746, -0.647432, 1.0]], ['2, k, 13', [-0.293459, -1.02336, 1.0]], ['2, k, 14', [-0.38398, -1.40515, 1.0]], ['2, k, 15', [-0.397884, -1.44528, 1.0]], ['2, k, 16', [-0.0840664, -0.628006, 1.0]], ['2, k, 17', [-0.050794, -1.04135, 1.0]], ['2, k, 18', [-0.0459163, -1.42728, 1.0]], ['2, k, 19', [-0.0505498, -1.4682, 1.0]], ['2, k, 20', [-0.250946, -0.146695, 1.0]], ['2, k, 21', [-0.318736, -0.57772, 1.0]], ['2, k, 22', [-0.32342, -0.450728, 1.0]], ['2, k, 23', [-0.00507322, -0.479645, 1.0]], ['2, k, 24', [-0.0224626, -0.362799, 1.0]]]
[['2, k, 0', [-0.173269, -0.64568, 1.0]], ['2, k, 1', [-0.216547, -0.357095, 1.0]], ['2, k, 2', [-0.261353, -0.0772183, 1.0]], ['2, k, 3', [-0.290092, 0.0670012, 1.0]], ['2, k, 4', [-0.438332, -0.160219, 1.0]], ['2, k, 5', [-0.594688, -0.327211, 1.0]], ['2, k, 6', [-0.43632, -0.473403, 1.0]], ['2, k, 7', [-0.374818, -0.511179, 1.0]], ['2, k, 8', [-0.0810279, -0.100829, 1.0]], ['2, k, 9', [0.120526, -0.160936, 1.0]], ['2, k, 10', [0.0717451, -0.35943, 1.0]], ['2, k, 11', [0.0209894, -0.406245, 1.0]], ['2, k, 12', [-0.254467, -0.645479, 1.0]], ['2, k, 13', [-0.312862, -1.02249, 1.0]], ['2, k, 14', [-0.383948, -1.40507, 1.0]], ['2, k, 15', [-0.394114, -1.44503, 1.0]], ['2, k, 16', [-0.0875895, -0.628246, 1.0]], ['2, k, 17', [-0.0563031, -1.04333, 1.0]], ['2, k, 18', [-0.0428133, -1.42295, 1.0]], ['2, k, 19', [-0.045348, -1.46329, 1.0]], ['2, k, 20', [-0.250836, -0.146505, 1.0]], ['2, k, 21', [-0.319747, -0.575506, 1.0]], ['2, k, 22', [-0.323898, -0.449476, 1.0]], ['2, k, 23', [-0.00824191, -0.479918, 1.0]], ['2, k, 24', [-0.021865, -0.373282, 1.0]]]
[['2, k, 0', [-0.179963, -0.644947, 1.0]], ['2, k, 1', [-0.21883, -0.356915, 1.0]], ['2, k, 2', [-0.261239, -0.0768949, 1.0]], ['2, k, 3', [-0.283699, 0.0694067, 1.0]], ['2, k, 4', [-0.43859, -0.157406, 1.0]], ['2, k, 5', [-0.598831, -0.319525, 1.0]], ['2, k, 6', [-0.437639, -0.473599, 1.0]], ['2, k, 7', [-0.379324, -0.510868, 1.0]], ['2, k, 8', [-0.0808894, -0.100612, 1.0]], ['2, k, 9', [0.123739, -0.165947, 1.0]], ['2, k, 10', [0.0685386, -0.361912, 1.0]], ['2, k, 11', [0.0139655, -0.409416, 1.0]], ['2, k, 12', [-0.260366, -0.643927, 1.0]], ['2, k, 13', [-0.319079, -1.02051, 1.0]], ['2, k, 14', [-0.384189, -1.40763, 1.0]], ['2, k, 15', [-0.392698, -1.44803, 1.0]], ['2, k, 16', [-0.0948871, -0.62854, 1.0]], ['2, k, 17', [-0.0602798, -1.04286, 1.0]], ['2, k, 18', [-0.042354, -1.42354, 1.0]], ['2, k, 19', [-0.043533, -1.46408, 1.0]], ['2, k, 20', [-0.250919, -0.146311, 1.0]], ['2, k, 21', [-0.32536, -0.574915, 1.0]], ['2, k, 22', [-0.328149, -0.451798, 1.0]], ['2, k, 23', [-0.0136452, -0.486652, 1.0]], ['2, k, 24', [-0.030552, -0.370243, 1.0]]]
[['2, k, 0', [-0.185269, -0.643931, 1.0]], ['2, k, 1', [-0.219921, -0.355343, 1.0]], ['2, k, 2', [-0.257134, -0.0706159, 1.0]], ['2, k, 3', [-0.278941, 0.0713799, 1.0]], ['2, k, 4', [-0.438007, -0.152401, 1.0]], ['2, k, 5', [-0.603772, -0.310731, 1.0]], ['2, k, 6', [-0.437608, -0.475083, 1.0]], ['2, k, 7', [-0.379712, -0.516912, 1.0]], ['2, k, 8', [-0.0806482, -0.100463, 1.0]], ['2, k, 9', [0.124393, -0.170325, 1.0]], ['2, k, 10', [0.0351037, -0.390944, 1.0]], ['2, k, 11', [-0.0178703, -0.445768, 1.0]], ['2, k, 12', [-0.265597, -0.642212, 1.0]], ['2, k, 13', [-0.325108, -1.02137, 1.0]], ['2, k, 14', [-0.38427, -1.40746, 1.0]], ['2, k, 15', [-0.390842, -1.44807, 1.0]], ['2, k, 16', [-0.100107, -0.628262, 1.0]], ['2, k, 17', [-0.0660282, -1.0435, 1.0]], ['2, k, 18', [-0.0423491, -1.42352, 1.0]], ['2, k, 19', [-0.0416473, -1.46363, 1.0]], ['2, k, 20', [-0.248895, -0.141888, 1.0]], ['2, k, 21', [-0.326514, -0.582372, 1.0]], ['2, k, 22', [-0.324062, -0.452402, 1.0]], ['2, k, 23', [-0.043914, -0.525719, 1.0]], ['2, k, 24', [-0.0602545, -0.406305, 1.0]]]
[['2, k, 0', [-0.193488, -0.643575, 1.0]], ['2, k, 1', [-0.222671, -0.353284, 1.0]], ['2, k, 2', [-0.256037, -0.0666239, 1.0]], ['2, k, 3', [-0.273704, 0.0720513, 1.0]], ['2, k, 4', [-0.438832, -0.148911, 1.0]], ['2, k, 5', [-0.60727, -0.305735, 1.0]], ['2, k, 6', [-0.438754, -0.474889, 1.0]], ['2, k, 7', [-0.370776, -0.526744, 1.0]], ['2, k, 8', [-0.0803308, -0.10048, 1.0]], ['2, k, 9', [0.123564, -0.182653, 1.0]], ['2, k, 10', [0.0339587, -0.391169, 1.0]], ['2, k, 11', [-0.0218047, -0.444074, 1.0]], ['2, k, 12', [-0.273625, -0.640727, 1.0]], ['2, k, 13', [-0.330281, -1.02189, 1.0]], ['2, k, 14', [-0.384185, -1.40528, 1.0]], ['2, k, 15', [-0.38918, -1.44631, 1.0]], ['2, k, 16', [-0.108315, -0.629088, 1.0]], ['2, k, 17', [-0.0697343, -1.04496, 1.0]], ['2, k, 18', [-0.0432332, -1.42459, 1.0]], ['2, k, 19', [-0.0412165, -1.46485, 1.0]], ['2, k, 20', [-0.248641, -0.138468, 1.0]], ['2, k, 21', [-0.307107, -0.585878, 1.0]], ['2, k, 22', [-0.322679, -0.46331, 1.0]], ['2, k, 23', [-0.0536243, -0.523777, 1.0]], ['2, k, 24', [-0.0613967, -0.406183, 1.0]]]
[['2, k, 0', [-0.198623, -0.64269, 1.0]], ['2, k, 1', [-0.224927, -0.351833, 1.0]], ['2, k, 2', [-0.25556, -0.0651267, 1.0]], ['2, k, 3', [-0.269576, 0.0732054, 1.0]], ['2, k, 4', [-0.438847, -0.144697, 1.0]], ['2, k, 5', [-0.612709, -0.298126, 1.0]], ['2, k, 6', [-0.484354, -0.448227, 1.0]], ['2, k, 7', [-0.422994, -0.488843, 1.0]], ['2, k, 8', [-0.0798865, -0.100342, 1.0]], ['2, k, 9', [0.121609, -0.189536, 1.0]], ['2, k, 10', [0.0327358, -0.391719, 1.0]], ['2, k, 11', [-0.0259877, -0.443113, 1.0]], ['2, k, 12', [-0.27933, -0.638932, 1.0]], ['2, k, 13', [-0.338228, -1.02436, 1.0]], ['2, k, 14', [-0.384182, -1.40244, 1.0]], ['2, k, 15', [-0.387265, -1.44336, 1.0]], ['2, k, 16', [-0.11301, -0.629023, 1.0]], ['2, k, 17', [-0.0737685, -1.04572, 1.0]], ['2, k, 18', [-0.0458989, -1.42906, 1.0]], ['2, k, 19', [-0.0427738, -1.46969, 1.0]], ['2, k, 20', [-0.2486, -0.136958, 1.0]], ['2, k, 21', [-0.371584, -0.559041, 1.0]], ['2, k, 22', [-0.37848, -0.438025, 1.0]], ['2, k, 23', [-0.0548157, -0.524769, 1.0]], ['2, k, 24', [-0.066219, -0.401475, 1.0]]]
[['2, k, 0', [-0.206478, -0.642025, 1.0]], ['2, k, 1', [-0.227978, -0.350383, 1.0]], ['2, k, 2', [-0.255057, -0.0635226, 1.0]], ['2, k, 3', [-0.265083, 0.0745148, 1.0]], ['2, k, 4', [-0.439049, -0.139273, 1.0]], ['2, k, 5', [-0.618221, -0.291214, 1.0]], ['2, k, 6', [-0.489032, -0.44298, 1.0]], ['2, k, 7', [-0.428212, -0.485034, 1.0]], ['2, k, 8', [-0.0795075, -0.100516, 1.0]], ['2, k, 9', [0.117945, -0.197812, 1.0]], ['2, k, 10', [0.0295964, -0.392913, 1.0]], ['2, k, 11', [-0.0293442, -0.438873, 1.0]], ['2, k, 12', [-0.28678, -0.63741, 1.0]], ['2, k, 13', [-0.346489, -1.02538, 1.0]], ['2, k, 14', [-0.384077, -1.40894, 1.0]], ['2, k, 15', [-0.384621, -1.45011, 1.0]], ['2, k, 16', [-0.121009, -0.629309, 1.0]], ['2, k, 17', [-0.0800257, -1.04428, 1.0]], ['2, k, 18', [-0.0458163, -1.4283, 1.0]], ['2, k, 19', [-0.0404843, -1.46869, 1.0]], ['2, k, 20', [-0.248684, -0.13543, 1.0]], ['2, k, 21', [-0.372232, -0.550863, 1.0]], ['2, k, 22', [-0.378193, -0.429081, 1.0]], ['2, k, 23', [-0.062684, -0.519173, 1.0]], ['2, k, 24', [-0.0673262, -0.400464, 1.0]]]
[['2, k, 0', [-0.216671, -0.642247, 1.0]], ['2, k, 1', [-0.233082, -0.349065, 1.0]], ['2, k, 2', [-0.25535, -0.0619729, 1.0]], ['2, k, 3', [-0.260476, 0.0762914, 1.0]], ['2, k, 4', [-0.43815, -0.136669, 1.0]], ['2, k, 5', [-0.628077, -0.276166, 1.0]], ['2, k, 6', [-0.492658, -0.439913, 1.0]], ['2, k, 7', [-0.432276, -0.484387, 1.0]], ['2, k, 8', [-0.0791645, -0.100923, 1.0]], ['2, k, 9', [0.115169, -0.20555, 1.0]], ['2, k, 10', [0.0253035, -0.39508, 1.0]], ['2, k, 11', [-0.00627462, -0.414382, 1.0]], ['2, k, 12', [-0.296716, -0.635979, 1.0]], ['2, k, 13', [-0.35557, -1.0273, 1.0]], ['2, k, 14', [-0.38311, -1.40504, 1.0]], ['2, k, 15', [-0.381196, -1.44612, 1.0]], ['2, k, 16', [-0.131199, -0.631227, 1.0]], ['2, k, 17', [-0.0847009, -1.04379, 1.0]], ['2, k, 18', [-0.0457263, -1.42822, 1.0]], ['2, k, 19', [-0.0386062, -1.46842, 1.0]], ['2, k, 20', [-0.249694, -0.133779, 1.0]], ['2, k, 21', [-0.380177, -0.551718, 1.0]], ['2, k, 22', [-0.38547, -0.429567, 1.0]], ['2, k, 23', [-0.0238197, -0.455336, 1.0]], ['2, k, 24', [-0.0249962, -0.385511, 1.0]]]
[['2, k, 0', [-0.2256, -0.642847, 1.0]], ['2, k, 1', [-0.236591, -0.348112, 1.0]], ['2, k, 2', [-0.25484, -0.0599966, 1.0]], ['2, k, 3', [-0.255232, 0.0764603, 1.0]], ['2, k, 4', [-0.437516, -0.132482, 1.0]], ['2, k, 5', [-0.633855, -0.270775, 1.0]], ['2, k, 6', [-0.495992, -0.43719, 1.0]], ['2, k, 7', [-0.435469, -0.484525, 1.0]], ['2, k, 8', [-0.0748024, -0.105276, 1.0]], ['2, k, 9', [0.109561, -0.213241, 1.0]], ['2, k, 10', [0.0195796, -0.397661, 1.0]], ['2, k, 11', [-0.0302392, -0.432433, 1.0]], ['2, k, 12', [-0.306197, -0.6347, 1.0]], ['2, k, 13', [-0.363202, -1.02751, 1.0]], ['2, k, 14', [-0.382793, -1.40376, 1.0]], ['2, k, 15', [-0.379542, -1.44465, 1.0]], ['2, k, 16', [-0.139713, -0.633636, 1.0]], ['2, k, 17', [-0.0910341, -1.0448, 1.0]], ['2, k, 18', [-0.0465832, -1.43116, 1.0]], ['2, k, 19', [-0.0384913, -1.47138, 1.0]], ['2, k, 20', [-0.250018, -0.13215, 1.0]], ['2, k, 21', [-0.379345, -0.550499, 1.0]], ['2, k, 22', [-0.384408, -0.430177, 1.0]], ['2, k, 23', [-0.0610367, -0.516043, 1.0]], ['2, k, 24', [-0.0634564, -0.408062, 1.0]]]
[['2, k, 0', [-0.23498, -0.644987, 1.0]], ['2, k, 1', [-0.242709, -0.350943, 1.0]], ['2, k, 2', [-0.255434, -0.0616223, 1.0]], ['2, k, 3', [-0.249453, 0.076293, 1.0]], ['2, k, 4', [-0.43606, -0.127956, 1.0]], ['2, k, 5', [-0.639948, -0.263084, 1.0]], ['2, k, 6', [-0.513631, -0.427513, 1.0]], ['2, k, 7', [-0.453801, -0.475673, 1.0]], ['2, k, 8', [-0.0711548, -0.109648, 1.0]], ['2, k, 9', [0.102793, -0.224652, 1.0]], ['2, k, 10', [0.0113959, -0.400178, 1.0]], ['2, k, 11', [-0.0212537, -0.418998, 1.0]], ['2, k, 12', [-0.314063, -0.635185, 1.0]], ['2, k, 13', [-0.374216, -1.02813, 1.0]], ['2, k, 14', [-0.383129, -1.40275, 1.0]], ['2, k, 15', [-0.376988, -1.44346, 1.0]], ['2, k, 16', [-0.150031, -0.637665, 1.0]], ['2, k, 17', [-0.0969776, -1.04372, 1.0]], ['2, k, 18', [-0.0470441, -1.42873, 1.0]], ['2, k, 19', [-0.0368177, -1.46861, 1.0]], ['2, k, 20', [-0.251509, -0.133772, 1.0]], ['2, k, 21', [-0.399524, -0.544228, 1.0]], ['2, k, 22', [-0.402991, -0.420384, 1.0]], ['2, k, 23', [-0.0395274, -0.457963, 1.0]], ['2, k, 24', [-0.0414619, -0.390828, 1.0]]]
[['2, k, 0', [-0.243809, -0.64597, 1.0]], ['2, k, 1', [-0.246446, -0.350271, 1.0]], ['2, k, 2', [-0.255399, -0.0605963, 1.0]], ['2, k, 3', [-0.243038, 0.0762878, 1.0]], ['2, k, 4', [-0.434898, -0.123555, 1.0]], ['2, k, 5', [-0.642677, -0.253807, 1.0]], ['2, k, 6', [-0.522789, -0.423505, 1.0]], ['2, k, 7', [-0.463981, -0.474757, 1.0]], ['2, k, 8', [-0.0697408, -0.112355, 1.0]], ['2, k, 9', [0.0971333, -0.232813, 1.0]], ['2, k, 10', [0.00230417, -0.406189, 1.0]], ['2, k, 11', [-0.025057, -0.418243, 1.0]], ['2, k, 12', [-0.322118, -0.634563, 1.0]], ['2, k, 13', [-0.384578, -1.02526, 1.0]], ['2, k, 14', [-0.383452, -1.40241, 1.0]], ['2, k, 15', [-0.374553, -1.44302, 1.0]], ['2, k, 16', [-0.159435, -0.640334, 1.0]], ['2, k, 17', [-0.104954, -1.0461, 1.0]], ['2, k, 18', [-0.0481382, -1.4294, 1.0]], ['2, k, 19', [-0.0356306, -1.46909, 1.0]], ['2, k, 20', [-0.252163, -0.132781, 1.0]], ['2, k, 21', [-0.413047, -0.544545, 1.0]], ['2, k, 22', [-0.416361, -0.420323, 1.0]], ['2, k, 23', [-0.0429663, -0.458303, 1.0]], ['2, k, 24', [-0.0418204, -0.391091, 1.0]]]
[['2, k, 0', [-0.255272, -0.648136, 1.0]], ['2, k, 1', [-0.250492, -0.350554, 1.0]], ['2, k, 2', [-0.255067, -0.0601786, 1.0]], ['2, k, 3', [-0.236753, 0.075123, 1.0]], ['2, k, 4', [-0.434377, -0.12186, 1.0]], ['2, k, 5', [-0.647567, -0.24377, 1.0]], ['2, k, 6', [-0.530393, -0.41883, 1.0]], ['2, k, 7', [-0.472845, -0.46988, 1.0]], ['2, k, 8', [-0.0677674, -0.117288, 1.0]], ['2, k, 9', [0.0900731, -0.244197, 1.0]], ['2, k, 10', [-0.00983493, -0.414078, 1.0]], ['2, k, 11', [-0.0702196, -0.453571, 1.0]], ['2, k, 12', [-0.33286, -0.635241, 1.0]], ['2, k, 13', [-0.391433, -1.02475, 1.0]], ['2, k, 14', [-0.383865, -1.40249, 1.0]], ['2, k, 15', [-0.372877, -1.44319, 1.0]], ['2, k, 16', [-0.171073, -0.643885, 1.0]], ['2, k, 17', [-0.109525, -1.04686, 1.0]], ['2, k, 18', [-0.049729, -1.42753, 1.0]], ['2, k, 19', [-0.0356087, -1.4671, 1.0]], ['2, k, 20', [-0.25241, -0.132505, 1.0]], ['2, k, 21', [-0.419428, -0.537562, 1.0]], ['2, k, 22', [-0.424001, -0.414498, 1.0]], ['2, k, 23', [-0.107563, -0.532079, 1.0]], ['2, k, 24', [-0.105647, -0.410955, 1.0]]]
[['2, k, 0', [-0.265414, -0.649475, 1.0]], ['2, k, 1', [-0.253949, -0.350678, 1.0]], ['2, k, 2', [-0.253939, -0.0594466, 1.0]], ['2, k, 3', [-0.2319, 0.0739506, 1.0]], ['2, k, 4', [-0.43284, -0.118754, 1.0]], ['2, k, 5', [-0.652219, -0.237261, 1.0]], ['2, k, 6', [-0.530897, -0.426415, 1.0]], ['2, k, 7', [-0.472238, -0.481777, 1.0]], ['2, k, 8', [-0.0677237, -0.121438, 1.0]], ['2, k, 9', [0.0858238, -0.250158, 1.0]], ['2, k, 10', [-0.0199639, -0.416238, 1.0]], ['2, k, 11', [-0.0799282, -0.455192, 1.0]], ['2, k, 12', [-0.343025, -0.634823, 1.0]], ['2, k, 13', [-0.398367, -1.02173, 1.0]], ['2, k, 14', [-0.385074, -1.40177, 1.0]], ['2, k, 15', [-0.371754, -1.44235, 1.0]], ['2, k, 16', [-0.180999, -0.646872, 1.0]], ['2, k, 17', [-0.117595, -1.04756, 1.0]], ['2, k, 18', [-0.0487921, -1.4223, 1.0]], ['2, k, 19', [-0.0319352, -1.46126, 1.0]], ['2, k, 20', [-0.252412, -0.132194, 1.0]], ['2, k, 21', [-0.417891, -0.548832, 1.0]], ['2, k, 22', [-0.420998, -0.425311, 1.0]], ['2, k, 23', [-0.120909, -0.530712, 1.0]], ['2, k, 24', [-0.11879, -0.407375, 1.0]]]
[['2, k, 0', [-0.274108, -0.651061, 1.0]], ['2, k, 1', [-0.258328, -0.35138, 1.0]], ['2, k, 2', [-0.253634, -0.0593078, 1.0]], ['2, k, 3', [-0.226073, 0.0722966, 1.0]], ['2, k, 4', [-0.43181, -0.117017, 1.0]], ['2, k, 5', [-0.657878, -0.229419, 1.0]], ['2, k, 6', [-0.533744, -0.42955, 1.0]], ['2, k, 7', [-0.476795, -0.48833, 1.0]], ['2, k, 8', [-0.0710105, -0.119829, 1.0]], ['2, k, 9', [0.0786448, -0.260472, 1.0]], ['2, k, 10', [-0.0282384, -0.423817, 1.0]], ['2, k, 11', [-0.0897639, -0.460336, 1.0]], ['2, k, 12', [-0.352483, -0.635587, 1.0]], ['2, k, 13', [-0.406218, -1.02139, 1.0]], ['2, k, 14', [-0.386225, -1.40152, 1.0]], ['2, k, 15', [-0.313232, -1.46777, 1.0]], ['2, k, 16', [-0.18873, -0.649117, 1.0]], ['2, k, 17', [-0.123925, -1.05054, 1.0]], ['2, k, 18', [-0.0489769, -1.42076, 1.0]], ['2, k, 19', [-0.0734716, -1.49837, 1.0]], ['2, k, 20', [-0.252571, -0.132115, 1.0]], ['2, k, 21', [-0.425449, -0.554761, 1.0]], ['2, k, 22', [-0.423979, -0.430025, 1.0]], ['2, k, 23', [-0.128243, -0.539692, 1.0]], ['2, k, 24', [-0.127675, -0.411349, 1.0]]]
[['2, k, 0', [-0.284129, -0.652561, 1.0]], ['2, k, 1', [-0.263727, -0.352534, 1.0]], ['2, k, 2', [-0.253559, -0.0593451, 1.0]], ['2, k, 3', [-0.2199, 0.0702126, 1.0]], ['2, k, 4', [-0.431303, -0.115334, 1.0]], ['2, k, 5', [-0.661556, -0.222631, 1.0]], ['2, k, 6', [-0.551875, -0.416341, 1.0]], ['2, k, 7', [-0.496514, -0.473878, 1.0]], ['2, k, 8', [-0.0734484, -0.120207, 1.0]], ['2, k, 9', [0.0741546, -0.267193, 1.0]], ['2, k, 10', [-0.0367218, -0.426956, 1.0]], ['2, k, 11', [-0.0995343, -0.465883, 1.0]], ['2, k, 12', [-0.361635, -0.63654, 1.0]], ['2, k, 13', [-0.412469, -1.02121, 1.0]], ['2, k, 14', [-0.387625, -1.40113, 1.0]], ['2, k, 15', [-0.369243, -1.44165, 1.0]], ['2, k, 16', [-0.199182, -0.651143, 1.0]], ['2, k, 17', [-0.134664, -1.0452, 1.0]], ['2, k, 18', [-0.0491547, -1.41897, 1.0]], ['2, k, 19', [-0.0267597, -1.45725, 1.0]], ['2, k, 20', [-0.253116, -0.132233, 1.0]], ['2, k, 21', [-0.445455, -0.541799, 1.0]], ['2, k, 22', [-0.44588, -0.419505, 1.0]], ['2, k, 23', [-0.141286, -0.542775, 1.0]], ['2, k, 24', [-0.135206, -0.416685, 1.0]]]
[['2, k, 0', [-0.295441, -0.655983, 1.0]], ['2, k, 1', [-0.269824, -0.35444, 1.0]], ['2, k, 2', [-0.253558, -0.0594319, 1.0]], ['2, k, 3', [-0.216056, 0.0679929, 1.0]], ['2, k, 4', [-0.430825, -0.11448, 1.0]], ['2, k, 5', [-0.664675, -0.214796, 1.0]], ['2, k, 6', [-0.570091, -0.397377, 1.0]], ['2, k, 7', [-0.523965, -0.454149, 1.0]], ['2, k, 8', [-0.0767265, -0.140314, 1.0]], ['2, k, 9', [0.0674727, -0.276442, 1.0]], ['2, k, 10', [-0.0448513, -0.432733, 1.0]], ['2, k, 11', [-0.107186, -0.467323, 1.0]], ['2, k, 12', [-0.373949, -0.639188, 1.0]], ['2, k, 13', [-0.418052, -1.02276, 1.0]], ['2, k, 14', [-0.390204, -1.40184, 1.0]], ['2, k, 15', [-0.369515, -1.44219, 1.0]], ['2, k, 16', [-0.209157, -0.655148, 1.0]], ['2, k, 17', [-0.141884, -1.04383, 1.0]], ['2, k, 18', [-0.052402, -1.4224, 1.0]], ['2, k, 19', [-0.0275551, -1.46109, 1.0]], ['2, k, 20', [-0.254271, -0.132612, 1.0]], ['2, k, 21', [-0.481835, -0.52504, 1.0]], ['2, k, 22', [-0.48052, -0.450605, 1.0]], ['2, k, 23', [-0.148559, -0.545746, 1.0]], ['2, k, 24', [-0.143637, -0.421149, 1.0]]]
