[['2, k, 0', [-0.1559128, -0.2097286, 1.0]], ['2, k, 1', [-0.142151, 0.06985342, 1.0]], ['2, k, 2', [-0.1284147, 0.342408, 1.0]], ['2, k, 3', [-0.1267045, 0.4756113, 1.0]], ['2, k, 4', [-0.2827676, 0.2529089, 1.0]], ['2, k, 5', [-0.250118, 0.07212175, 1.0]], ['2, k, 6', [-0.1298836, -0.04534038, 1.0]], ['2, k, 7', [-0.06411854, -0.1018133, 1.0]], ['2, k, 8', [0.04148348, 0.2585137, 1.0]], ['2, k, 9', [0.03208191, 0.07839373, 1.0]], ['2, k, 10', [-0.01805812, -0.03218135, 1.0]], ['2, k, 11', [-0.06126095, -0.09447502, 1.0]], ['2, k, 12', [-0.2332942, -0.2031219, 1.0]], ['2, k, 13', [-0.2408458, -0.2615466, 1.0]], ['2, k, 14', [-0.2458451, -0.6761338, 1.0]], ['2, k, 15', [-0.2350237, -0.7344854, 1.0]], ['2, k, 16', [-0.07426658, -0.2097818, 1.0]], ['2, k, 17', [0.08131064, -0.2539304, 1.0]], ['2, k, 18', [0.03458483, -0.6424943, 1.0]], ['2, k, 19', [0.05496997, -0.7176702, 1.0]], ['2, k, 20', [-0.1319232, 0.275359, 1.0]], ['2, k, 21', [-0.05032555, -0.1602104, 1.0]], ['2, k, 22', [-0.07188608, -0.1580988, 1.0]], ['2, k, 23', [-0.05255129, -0.1526204, 1.0]], ['2, k, 24', [-0.08448034, -0.1222354, 1.0]]]
[['2, k, 0', [-0.1339227, -0.1923617, 1.0]], ['2, k, 1', [-0.1282213, 0.09122758, 1.0]], ['2, k, 2', [-0.1204409, 0.3691841, 1.0]], ['2, k, 3', [-0.1160367, 0.500147, 1.0]], ['2, k, 4', [-0.2748511, 0.2800239, 1.0]], ['2, k, 5', [-0.2225365, 0.0962358, 1.0]], ['2, k, 6', [-0.1447942, -0.0901971, 1.0]], ['2, k, 7', [-0.1005511, -0.1720542, 1.0]], ['2, k, 8', [0.03928093, 0.2797141, 1.0]], ['2, k, 9', [0.001195154, 0.05756873, 1.0]], ['2, k, 10', [-0.03859625, -0.1142206, 1.0]], ['2, k, 11', [-0.07078169, -0.193882, 1.0]], ['2, k, 12', [-0.2122889, -0.1895576, 1.0]], ['2, k, 13', [-0.2441541, -0.2591724, 1.0]], ['2, k, 14', [-0.244957, -0.6833897, 1.0]], ['2, k, 15', [-0.2343231, -0.7374951, 1.0]], ['2, k, 16', [-0.05196098, -0.190262, 1.0]], ['2, k, 17', [0.07881603, -0.2499336, 1.0]], ['2, k, 18', [0.03606707, -0.6410565, 1.0]], ['2, k, 19', [0.06089661, -0.7246382, 1.0]], ['2, k, 20', [-0.1225972, 0.3007694, 1.0]], ['2, k, 21', [-0.06743172, -0.2092275, 1.0]], ['2, k, 22', [-0.1081716, -0.1991921, 1.0]], ['2, k, 23', [-0.06786289, -0.2508298, 1.0]], ['2, k, 24', [-0.04813867, -0.2238848, 1.0]]]
[['2, k, 0', [-0.1339743, -0.1932668, 1.0]], ['2, k, 1', [-0.12769, 0.09081211, 1.0]], ['2, k, 2', [-0.1196247, 0.3689468, 1.0]], ['2, k, 3', [-0.1143144, 0.4993912, 1.0]], ['2, k, 4', [-0.2747684, 0.2801344, 1.0]], ['2, k, 5', [-0.2218295, 0.09506139, 1.0]], ['2, k, 6', [-0.1490794, -0.08348882, 1.0]], ['2, k, 7', [-0.1112622, -0.1639216, 1.0]], ['2, k, 8', [0.04044829, 0.2780342, 1.0]], ['2, k, 9', [-0.002974774, 0.04895177, 1.0]], ['2, k, 10', [-0.04095048, -0.1281524, 1.0]], ['2, k, 11', [-0.05823622, -0.1970599, 1.0]], ['2, k, 12', [-0.212534, -0.1902803, 1.0]], ['2, k, 13', [-0.2443756, -0.2591074, 1.0]], ['2, k, 14', [-0.2450808, -0.6833093, 1.0]], ['2, k, 15', [-0.2343186, -0.7374972, 1.0]], ['2, k, 16', [-0.0518563, -0.1911005, 1.0]], ['2, k, 17', [0.07868376, -0.2497592, 1.0]], ['2, k, 18', [0.03593571, -0.6409727, 1.0]], ['2, k, 19', [0.05761364, -0.7221124, 1.0]], ['2, k, 20', [-0.1218235, 0.3004866, 1.0]], ['2, k, 21', [-0.07757173, -0.2084705, 1.0]], ['2, k, 22', [-0.1077816, -0.2065584, 1.0]], ['2, k, 23', [-0.06752399, -0.2478824, 1.0]], ['2, k, 24', [-0.03532636, -0.2021354, 1.0]]]
[['2, k, 0', [-0.1339141, -0.1958066, 1.0]], ['2, k, 1', [-0.1271179, 0.08866166, 1.0]], ['2, k, 2', [-0.1190036, 0.3665257, 1.0]], ['2, k, 3', [-0.111747, 0.4961556, 1.0]], ['2, k, 4', [-0.2737593, 0.2788111, 1.0]], ['2, k, 5', [-0.2182335, 0.0915748, 1.0]], ['2, k, 6', [-0.1301615, -0.1334806, 1.0]], ['2, k, 7', [-0.08084905, -0.1982733, 1.0]], ['2, k, 8', [0.04155322, 0.2762799, 1.0]], ['2, k, 9', [-0.005077754, 0.04056852, 1.0]], ['2, k, 10', [-0.04180015, -0.1320684, 1.0]], ['2, k, 11', [-0.06120467, -0.1986007, 1.0]], ['2, k, 12', [-0.212634, -0.1919594, 1.0]], ['2, k, 13', [-0.2447971, -0.2591347, 1.0]], ['2, k, 14', [-0.2446813, -0.6825224, 1.0]], ['2, k, 15', [-0.2344429, -0.7383343, 1.0]], ['2, k, 16', [-0.05155383, -0.1940991, 1.0]], ['2, k, 17', [0.07846958, -0.248983, 1.0]], ['2, k, 18', [0.03562158, -0.639737, 1.0]], ['2, k, 19', [0.05468526, -0.7219067, 1.0]], ['2, k, 20', [-0.1211681, 0.2981316, 1.0]], ['2, k, 21', [-0.05542498, -0.2486987, 1.0]], ['2, k, 22', [-0.08727054, -0.2328722, 1.0]], ['2, k, 23', [-0.06179827, -0.2489076, 1.0]], ['2, k, 24', [-0.03703707, -0.2131299, 1.0]]]
[['2, k, 0', [-0.1338766, -0.1964125, 1.0]], ['2, k, 1', [-0.1268192, 0.08798961, 1.0]], ['2, k, 2', [-0.1185455, 0.3656609, 1.0]], ['2, k, 3', [-0.1115064, 0.4958823, 1.0]], ['2, k, 4', [-0.2737223, 0.2788986, 1.0]], ['2, k, 5', [-0.2175062, 0.09187844, 1.0]], ['2, k, 6', [-0.1297074, -0.1334407, 1.0]], ['2, k, 7', [-0.07930226, -0.1950513, 1.0]], ['2, k, 8', [0.04170635, 0.2759133, 1.0]], ['2, k, 9', [-0.005761901, 0.03784503, 1.0]], ['2, k, 10', [-0.04210689, -0.1349314, 1.0]], ['2, k, 11', [-0.06250466, -0.1973135, 1.0]], ['2, k, 12', [-0.2126513, -0.1922003, 1.0]], ['2, k, 13', [-0.2448411, -0.2591273, 1.0]], ['2, k, 14', [-0.2447689, -0.6820946, 1.0]], ['2, k, 15', [-0.23436, -0.7380724, 1.0]], ['2, k, 16', [-0.0513991, -0.1951191, 1.0]], ['2, k, 17', [0.07872672, -0.2488193, 1.0]], ['2, k, 18', [0.03410306, -0.6370922, 1.0]], ['2, k, 19', [0.05254613, -0.7187641, 1.0]], ['2, k, 20', [-0.1207422, 0.2973137, 1.0]], ['2, k, 21', [-0.05443078, -0.2466498, 1.0]], ['2, k, 22', [-0.08034847, -0.2317037, 1.0]], ['2, k, 23', [-0.05787126, -0.2546966, 1.0]], ['2, k, 24', [-0.04184329, -0.2366908, 1.0]]]
[['2, k, 0', [-0.1347158, -0.1971518, 1.0]], ['2, k, 1', [-0.1272336, 0.08734876, 1.0]], ['2, k, 2', [-0.1187498, 0.3649903, 1.0]], ['2, k, 3', [-0.1111201, 0.4953499, 1.0]], ['2, k, 4', [-0.2733196, 0.2787914, 1.0]], ['2, k, 5', [-0.2147436, 0.09322432, 1.0]], ['2, k, 6', [-0.1140359, -0.128282, 1.0]], ['2, k, 7', [-0.06305464, -0.2046759, 1.0]], ['2, k, 8', [0.04168011, 0.2759237, 1.0]], ['2, k, 9', [-0.01088388, 0.02954274, 1.0]], ['2, k, 10', [-0.04387058, -0.1477525, 1.0]], ['2, k, 11', [-0.06147607, -0.1981834, 1.0]], ['2, k, 12', [-0.2129936, -0.1923273, 1.0]], ['2, k, 13', [-0.2448404, -0.2590879, 1.0]], ['2, k, 14', [-0.2447087, -0.6811368, 1.0]], ['2, k, 15', [-0.2344657, -0.7381692, 1.0]], ['2, k, 16', [-0.05272721, -0.1969846, 1.0]], ['2, k, 17', [0.08009136, -0.2487968, 1.0]], ['2, k, 18', [0.0345511, -0.6361999, 1.0]], ['2, k, 19', [0.05357783, -0.7206976, 1.0]], ['2, k, 20', [-0.1209864, 0.2966486, 1.0]], ['2, k, 21', [-0.05141038, -0.2721975, 1.0]], ['2, k, 22', [-0.09255113, -0.2195446, 1.0]], ['2, k, 23', [-0.05672604, -0.2613357, 1.0]], ['2, k, 24', [-0.04745659, -0.1792748, 1.0]]]
[['2, k, 0', [-0.134705, -0.1971226, 1.0]], ['2, k, 1', [-0.127332, 0.08730672, 1.0]], ['2, k, 2', [-0.1191347, 0.3646931, 1.0]], ['2, k, 3', [-0.1110223, 0.4949026, 1.0]], ['2, k, 4', [-0.2733634, 0.2787992, 1.0]], ['2, k, 5', [-0.2123414, 0.0957098, 1.0]], ['2, k, 6', [-0.1164061, -0.1111009, 1.0]], ['2, k, 7', [-0.06981698, -0.1773701, 1.0]], ['2, k, 8', [0.04147566, 0.2764091, 1.0]], ['2, k, 9', [-0.01090913, 0.03178178, 1.0]], ['2, k, 10', [-0.04138662, -0.1329477, 1.0]], ['2, k, 11', [-0.06045993, -0.1876877, 1.0]], ['2, k, 12', [-0.2129934, -0.1922575, 1.0]], ['2, k, 13', [-0.2448391, -0.2592799, 1.0]], ['2, k, 14', [-0.2442626, -0.6814595, 1.0]], ['2, k, 15', [-0.2345838, -0.7380163, 1.0]], ['2, k, 16', [-0.05266958, -0.1968877, 1.0]], ['2, k, 17', [0.08024465, -0.2486843, 1.0]], ['2, k, 18', [0.03448768, -0.636289, 1.0]], ['2, k, 19', [0.05252893, -0.7197536, 1.0]], ['2, k, 20', [-0.1212806, 0.2964313, 1.0]], ['2, k, 21', [-0.04705827, -0.2348751, 1.0]], ['2, k, 22', [-0.07128239, -0.2231177, 1.0]], ['2, k, 23', [-0.05146723, -0.2567579, 1.0]], ['2, k, 24', [-0.03687897, -0.2154292, 1.0]]]
[['2, k, 0', [-0.1354358, -0.196646, 1.0]], ['2, k, 1', [-0.1277875, 0.08755232, 1.0]], ['2, k, 2', [-0.1195199, 0.3647748, 1.0]], ['2, k, 3', [-0.1109053, 0.4941931, 1.0]], ['2, k, 4', [-0.2734742, 0.2790003, 1.0]], ['2, k, 5', [-0.2096588, 0.09829959, 1.0]], ['2, k, 6', [-0.1152402, -0.1098836, 1.0]], ['2, k, 7', [-0.06924073, -0.1598585, 1.0]], ['2, k, 8', [0.04141821, 0.276533, 1.0]], ['2, k, 9', [-0.01334842, 0.03655228, 1.0]], ['2, k, 10', [-0.03434316, -0.1214119, 1.0]], ['2, k, 11', [-0.05582754, -0.1583742, 1.0]], ['2, k, 12', [-0.213922, -0.1914358, 1.0]], ['2, k, 13', [-0.2447264, -0.2592765, 1.0]], ['2, k, 14', [-0.2442725, -0.6814451, 1.0]], ['2, k, 15', [-0.2346432, -0.7379062, 1.0]], ['2, k, 16', [-0.05340273, -0.1965037, 1.0]], ['2, k, 17', [0.07979427, -0.2484347, 1.0]], ['2, k, 18', [0.03432696, -0.636131, 1.0]], ['2, k, 19', [0.05397514, -0.7170744, 1.0]], ['2, k, 20', [-0.1216714, 0.2965472, 1.0]], ['2, k, 21', [-0.0455564, -0.2136066, 1.0]], ['2, k, 22', [-0.06951316, -0.2071898, 1.0]], ['2, k, 23', [-0.0490679, -0.2149158, 1.0]], ['2, k, 24', [-0.03367533, -0.1398526, 1.0]]]
[['2, k, 0', [-0.1357467, -0.1964588, 1.0]], ['2, k, 1', [-0.1278082, 0.08756073, 1.0]], ['2, k, 2', [-0.1193737, 0.3646191, 1.0]], ['2, k, 3', [-0.1106362, 0.4938792, 1.0]], ['2, k, 4', [-0.2734288, 0.2793176, 1.0]], ['2, k, 5', [-0.205773, 0.1019021, 1.0]], ['2, k, 6', [-0.1311479, -0.04655118, 1.0]], ['2, k, 7', [-0.05431072, -0.1482576, 1.0]], ['2, k, 8', [0.04076473, 0.2766566, 1.0]], ['2, k, 9', [-0.008956704, 0.05945314, 1.0]], ['2, k, 10', [-0.03108945, -0.1098598, 1.0]], ['2, k, 11', [-0.05360281, -0.1502324, 1.0]], ['2, k, 12', [-0.2142148, -0.1911095, 1.0]], ['2, k, 13', [-0.2445478, -0.259349, 1.0]], ['2, k, 14', [-0.2442431, -0.6808881, 1.0]], ['2, k, 15', [-0.2347481, -0.7377076, 1.0]], ['2, k, 16', [-0.05386812, -0.1962979, 1.0]], ['2, k, 17', [0.08065768, -0.2497824, 1.0]], ['2, k, 18', [0.03413327, -0.6386904, 1.0]], ['2, k, 19', [0.05743314, -0.7149433, 1.0]], ['2, k, 20', [-0.1215942, 0.2964589, 1.0]], ['2, k, 21', [-0.04283901, -0.2155099, 1.0]], ['2, k, 22', [-0.08051831, -0.1584502, 1.0]], ['2, k, 23', [-0.04619655, -0.2164124, 1.0]], ['2, k, 24', [-0.03257539, -0.1760085, 1.0]]]
[['2, k, 0', [-0.1359551, -0.1962436, 1.0]], ['2, k, 1', [-0.1278334, 0.08762408, 1.0]], ['2, k, 2', [-0.1192446, 0.3645308, 1.0]], ['2, k, 3', [-0.1105757, 0.4933745, 1.0]], ['2, k, 4', [-0.2733594, 0.2794489, 1.0]], ['2, k, 5', [-0.20119, 0.105355, 1.0]], ['2, k, 6', [-0.1148494, -0.04305273, 1.0]], ['2, k, 7', [-0.05161516, -0.1134671, 1.0]], ['2, k, 8', [0.03984098, 0.2772367, 1.0]], ['2, k, 9', [-0.00239354, 0.09400267, 1.0]], ['2, k, 10', [-0.01116428, -0.05580302, 1.0]], ['2, k, 11', [-0.05029289, -0.1194334, 1.0]], ['2, k, 12', [-0.2145056, -0.1905015, 1.0]], ['2, k, 13', [-0.2444763, -0.2593244, 1.0]], ['2, k, 14', [-0.2440765, -0.6809462, 1.0]], ['2, k, 15', [-0.2348081, -0.7377812, 1.0]], ['2, k, 16', [-0.05424033, -0.1960314, 1.0]], ['2, k, 17', [0.08133649, -0.2507124, 1.0]], ['2, k, 18', [0.03466164, -0.6378445, 1.0]], ['2, k, 19', [0.05802238, -0.7138279, 1.0]], ['2, k, 20', [-0.1215146, 0.296417, 1.0]], ['2, k, 21', [-0.04053553, -0.1711399, 1.0]], ['2, k, 22', [-0.08227996, -0.08975158, 1.0]], ['2, k, 23', [-0.04544913, -0.1849515, 1.0]], ['2, k, 24', [-0.02977948, -0.1469202, 1.0]]]
[['2, k, 0', [-0.1325238, -0.1954747, 1.0]], ['2, k, 1', [-0.126721, 0.08774554, 1.0]], ['2, k, 2', [-0.1192632, 0.3642301, 1.0]], ['2, k, 3', [-0.1105294, 0.4928498, 1.0]], ['2, k, 4', [-0.2733005, 0.2797892, 1.0]], ['2, k, 5', [-0.1931257, 0.1074131, 1.0]], ['2, k, 6', [-0.1038679, -0.02992524, 1.0]], ['2, k, 7', [-0.05181635, -0.07615747, 1.0]], ['2, k, 8', [0.03842725, 0.2794761, 1.0]], ['2, k, 9', [-0.004134963, 0.09921045, 1.0]], ['2, k, 10', [-0.0207451, -0.03566005, 1.0]], ['2, k, 11', [-0.05134941, -0.08147282, 1.0]], ['2, k, 12', [-0.2095406, -0.1908863, 1.0]], ['2, k, 13', [-0.2444267, -0.2593306, 1.0]], ['2, k, 14', [-0.2441959, -0.6798361, 1.0]], ['2, k, 15', [-0.2348336, -0.737196, 1.0]], ['2, k, 16', [-0.0516202, -0.1945548, 1.0]], ['2, k, 17', [0.08160722, -0.251614, 1.0]], ['2, k, 18', [0.03415262, -0.6391091, 1.0]], ['2, k, 19', [0.05866509, -0.7131016, 1.0]], ['2, k, 20', [-0.1213018, 0.296207, 1.0]], ['2, k, 21', [-0.03509234, -0.1315721, 1.0]], ['2, k, 22', [-0.06326621, -0.1059363, 1.0]], ['2, k, 23', [-0.04197253, -0.1407445, 1.0]], ['2, k, 24', [-0.02162865, -0.05783737, 1.0]]]
[['2, k, 0', [-0.1314706, -0.1944696, 1.0]], ['2, k, 1', [-0.1262439, 0.08835135, 1.0]], ['2, k, 2', [-0.1193326, 0.3644294, 1.0]], ['2, k, 3', [-0.1101964, 0.492561, 1.0]], ['2, k, 4', [-0.2730874, 0.2806901, 1.0]], ['2, k, 5', [-0.1930869, 0.1073208, 1.0]], ['2, k, 6', [-0.1000111, -0.02270273, 1.0]], ['2, k, 7', [-0.04947404, -0.04091954, 1.0]], ['2, k, 8', [0.03728576, 0.2826853, 1.0]], ['2, k, 9', [0.004889571, 0.1453329, 1.0]], ['2, k, 10', [-0.02115811, 0.01955422, 1.0]], ['2, k, 11', [-0.0509866, -0.03933524, 1.0]], ['2, k, 12', [-0.2085266, -0.1905856, 1.0]], ['2, k, 13', [-0.244418, -0.2592616, 1.0]], ['2, k, 14', [-0.2442049, -0.6796342, 1.0]], ['2, k, 15', [-0.2351793, -0.7362673, 1.0]], ['2, k, 16', [-0.05063979, -0.1926313, 1.0]], ['2, k, 17', [0.08098081, -0.2517115, 1.0]], ['2, k, 18', [0.03372232, -0.6404712, 1.0]], ['2, k, 19', [0.05935787, -0.7138307, 1.0]], ['2, k, 20', [-0.1212491, 0.2964836, 1.0]], ['2, k, 21', [-0.03697835, -0.0940171, 1.0]], ['2, k, 22', [-0.06728762, -0.06685194, 1.0]], ['2, k, 23', [-0.04203663, -0.09462345, 1.0]], ['2, k, 24', [-0.02989881, -0.01235275, 1.0]]]
[['2, k, 0', [-0.1294361, -0.192147, 1.0]], ['2, k, 1', [-0.1258153, 0.0898224, 1.0]], ['2, k, 2', [-0.1205154, 0.3652036, 1.0]], ['2, k, 3', [-0.1103048, 0.4930913, 1.0]], ['2, k, 4', [-0.2729586, 0.2817469, 1.0]], ['2, k, 5', [-0.1910194, 0.1600262, 1.0]], ['2, k, 6', [-0.09548308, 0.04052013, 1.0]], ['2, k, 7', [-0.06036969, 0.01384882, 1.0]], ['2, k, 8', [0.03651416, 0.2847162, 1.0]], ['2, k, 9', [-0.002686928, 0.1420381, 1.0]], ['2, k, 10', [-0.00730323, 0.02026232, 1.0]], ['2, k, 11', [-0.04682573, -6.245688e-06, 1.0]], ['2, k, 12', [-0.2067481, -0.1896547, 1.0]], ['2, k, 13', [-0.2444188, -0.2592145, 1.0]], ['2, k, 14', [-0.2440946, -0.6796245, 1.0]], ['2, k, 15', [-0.2351579, -0.7364276, 1.0]], ['2, k, 16', [-0.04859237, -0.1883616, 1.0]], ['2, k, 17', [0.07907335, -0.2508668, 1.0]], ['2, k, 18', [0.03373028, -0.6406828, 1.0]], ['2, k, 19', [0.05911785, -0.7137639, 1.0]], ['2, k, 20', [-0.1219824, 0.2974076, 1.0]], ['2, k, 21', [-0.03258151, -0.0158002, 1.0]], ['2, k, 22', [-0.05785465, -0.01586878, 1.0]], ['2, k, 23', [-0.03802484, -0.05326567, 1.0]], ['2, k, 24', [-0.02452933, -0.01835458, 1.0]]]
[['2, k, 0', [-0.1305403, -0.1902049, 1.0]], ['2, k, 1', [-0.1266067, 0.09108852, 1.0]], ['2, k, 2', [-0.121233, 0.3657594, 1.0]], ['2, k, 3', [-0.1109492, 0.4932292, 1.0]], ['2, k, 4', [-0.2730193, 0.2821061, 1.0]], ['2, k, 5', [-0.1953168, 0.1626873, 1.0]], ['2, k, 6', [-0.09460831, 0.06816904, 1.0]], ['2, k, 7', [-0.05954451, 0.05803786, 1.0]], ['2, k, 8', [0.03405876, 0.2907166, 1.0]], ['2, k, 9', [-0.04214455, 0.1549432, 1.0]], ['2, k, 10', [0.0003369297, 0.08954813, 1.0]], ['2, k, 11', [-0.04810682, 0.04761604, 1.0]], ['2, k, 12', [-0.2071532, -0.1888235, 1.0]], ['2, k, 13', [-0.244386, -0.2589727, 1.0]], ['2, k, 14', [-0.2446123, -0.6805783, 1.0]], ['2, k, 15', [-0.2350267, -0.7370541, 1.0]], ['2, k, 16', [-0.0509346, -0.1848194, 1.0]], ['2, k, 17', [0.0790728, -0.2508368, 1.0]], ['2, k, 18', [0.03292938, -0.6424639, 1.0]], ['2, k, 19', [0.05824848, -0.7134076, 1.0]], ['2, k, 20', [-0.1227131, 0.2981264, 1.0]], ['2, k, 21', [-0.03213382, 0.03225161, 1.0]], ['2, k, 22', [-0.07216063, 0.03260125, 1.0]], ['2, k, 23', [-0.03852799, 0.000982699, 1.0]], ['2, k, 24', [-0.02694757, 0.07116581, 1.0]]]
[['2, k, 0', [-0.1313622, -0.1879039, 1.0]], ['2, k, 1', [-0.1284261, 0.09348413, 1.0]], ['2, k, 2', [-0.1245387, 0.3679161, 1.0]], ['2, k, 3', [-0.1113698, 0.493979, 1.0]], ['2, k, 4', [-0.2732383, 0.2817186, 1.0]], ['2, k, 5', [-0.191677, 0.1838531, 1.0]], ['2, k, 6', [-0.1144911, 0.1213421, 1.0]], ['2, k, 7', [-0.05104619, 0.1014783, 1.0]], ['2, k, 8', [0.03408484, 0.2906793, 1.0]], ['2, k, 9', [0.02305149, 0.1781477, 1.0]], ['2, k, 10', [-0.005298658, 0.1159385, 1.0]], ['2, k, 11', [-0.05081343, 0.09706369, 1.0]], ['2, k, 12', [-0.2074664, -0.1879221, 1.0]], ['2, k, 13', [-0.2443243, -0.2588131, 1.0]], ['2, k, 14', [-0.2442427, -0.6828444, 1.0]], ['2, k, 15', [-0.2348581, -0.7383564, 1.0]], ['2, k, 16', [-0.05209479, -0.1815507, 1.0]], ['2, k, 17', [0.07892407, -0.2506907, 1.0]], ['2, k, 18', [0.03294436, -0.6424532, 1.0]], ['2, k, 19', [0.05792977, -0.713752, 1.0]], ['2, k, 20', [-0.1256168, 0.3003613, 1.0]], ['2, k, 21', [-0.03278763, 0.06159075, 1.0]], ['2, k, 22', [-0.06686761, 0.06634076, 1.0]], ['2, k, 23', [-0.04035718, 0.05871452, 1.0]], ['2, k, 24', [-0.02979035, 0.09579755, 1.0]]]
[['2, k, 0', [-0.1336577, -0.1844347, 1.0]], ['2, k, 1', [-0.1298092, 0.09510018, 1.0]], ['2, k, 2', [-0.1253071, 0.3682194, 1.0]], ['2, k, 3', [-0.111787, 0.4941426, 1.0]], ['2, k, 4', [-0.2736163, 0.2812923, 1.0]], ['2, k, 5', [-0.1949392, 0.1952034, 1.0]], ['2, k, 6', [-0.1140838, 0.1603776, 1.0]], ['2, k, 7', [-0.05486984, 0.1529264, 1.0]], ['2, k, 8', [0.03190536, 0.2938179, 1.0]], ['2, k, 9', [0.004432543, 0.2296892, 1.0]], ['2, k, 10', [-0.02308954, 0.1658804, 1.0]], ['2, k, 11', [-0.05390703, 0.1474438, 1.0]], ['2, k, 12', [-0.2086108, -0.1863769, 1.0]], ['2, k, 13', [-0.2444053, -0.2586109, 1.0]], ['2, k, 14', [-0.2443584, -0.683196, 1.0]], ['2, k, 15', [-0.2347571, -0.7396701, 1.0]], ['2, k, 16', [-0.05551896, -0.1761039, 1.0]], ['2, k, 17', [0.0787292, -0.2499724, 1.0]], ['2, k, 18', [0.03336563, -0.6435691, 1.0]], ['2, k, 19', [0.05964822, -0.7239949, 1.0]], ['2, k, 20', [-0.1265229, 0.300923, 1.0]], ['2, k, 21', [-0.02985059, 0.1170178, 1.0]], ['2, k, 22', [-0.06813225, 0.1156134, 1.0]], ['2, k, 23', [-0.03786593, 0.1141832, 1.0]], ['2, k, 24', [-0.03196732, 0.1757632, 1.0]]]
[['2, k, 0', [-0.1323839, -0.1834544, 1.0]], ['2, k, 1', [-0.129953, 0.09614446, 1.0]], ['2, k, 2', [-0.1269648, 0.3694078, 1.0]], ['2, k, 3', [-0.112197, 0.4943558, 1.0]], ['2, k, 4', [-0.2738063, 0.2805664, 1.0]], ['2, k, 5', [-0.2001724, 0.2291044, 1.0]], ['2, k, 6', [-0.1089975, 0.2034216, 1.0]], ['2, k, 7', [-0.05852529, 0.2034486, 1.0]], ['2, k, 8', [0.03490173, 0.287778, 1.0]], ['2, k, 9', [0.006923275, 0.2242692, 1.0]], ['2, k, 10', [-0.008909313, 0.1711273, 1.0]], ['2, k, 11', [-0.05522546, 0.1931918, 1.0]], ['2, k, 12', [-0.2078005, -0.18539, 1.0]], ['2, k, 13', [-0.2443672, -0.258469, 1.0]], ['2, k, 14', [-0.2446332, -0.6824586, 1.0]], ['2, k, 15', [-0.2346017, -0.7396043, 1.0]], ['2, k, 16', [-0.05224193, -0.1748858, 1.0]], ['2, k, 17', [0.07867943, -0.2498679, 1.0]], ['2, k, 18', [0.03345942, -0.6442742, 1.0]], ['2, k, 19', [0.05942814, -0.7245731, 1.0]], ['2, k, 20', [-0.1277419, 0.3020686, 1.0]], ['2, k, 21', [-0.03207411, 0.1801153, 1.0]], ['2, k, 22', [-0.06542418, 0.1530628, 1.0]], ['2, k, 23', [-0.04083299, 0.1788052, 1.0]], ['2, k, 24', [-0.04446035, 0.2323227, 1.0]]]
[['2, k, 0', [-0.1354865, -0.2070143, 1.0]], ['2, k, 1', [-0.1327173, 0.09348661, 1.0]], ['2, k, 2', [-0.1328232, 0.3769145, 1.0]], ['2, k, 3', [-0.1130927, 0.4949721, 1.0]], ['2, k, 4', [-0.2742947, 0.2787319, 1.0]], ['2, k, 5', [-0.1999235, 0.2383617, 1.0]], ['2, k, 6', [-0.1103532, 0.2299215, 1.0]], ['2, k, 7', [-0.05790778, 0.2476339, 1.0]], ['2, k, 8', [0.03604897, 0.277023, 1.0]], ['2, k, 9', [0.005847517, 0.1845356, 1.0]], ['2, k, 10', [-0.01004284, 0.1511471, 1.0]], ['2, k, 11', [-0.05409116, 0.2355232, 1.0]], ['2, k, 12', [-0.2198191, -0.2060979, 1.0]], ['2, k, 13', [-0.2443954, -0.2584688, 1.0]], ['2, k, 14', [-0.2445719, -0.682698, 1.0]], ['2, k, 15', [-0.2345258, -0.7405306, 1.0]], ['2, k, 16', [-0.04710232, -0.2104706, 1.0]], ['2, k, 17', [0.0786746, -0.2496907, 1.0]], ['2, k, 18', [0.03350902, -0.644351, 1.0]], ['2, k, 19', [0.05664749, -0.7248988, 1.0]], ['2, k, 20', [-0.1322382, 0.3059743, 1.0]], ['2, k, 21', [-0.03709047, 0.2342464, 1.0]], ['2, k, 22', [-0.06973038, 0.2043299, 1.0]], ['2, k, 23', [-0.04283585, 0.2424296, 1.0]], ['2, k, 24', [-0.07925053, 0.2396001, 1.0]]]
